
[00:00:00.000 --> 00:00:02.160]  各位網友大家好,又讀聖經了
[00:03:31.360 --> 00:03:52.440]  這是昨天的經文,主要就是他出謎語給人解釋,誰知道解釋不了,於是那些人就逼參孫的太太,非利士太太,你問你老公吧,於是就問了,就拿到了,答了他,參孫就願賭服輸,於是要找三十套衣服。
[00:03:52.440 --> 00:04:18.920]  其實三十套衣服,為什麼我說參孫是嗜殺呢,好殺呢?其實你去到亞瑟基倫,你看到三十個人,你剝了他的衣服也可以,不用殺死他,但他去到是殺了,擊殺了三十個人拿了他的衣服,還要擊殺他的時候,應該是要打他的頭,不然你怎樣拿他的衣服而沒有血呢?
[00:04:18.920 --> 00:04:48.200]  有血的衣服給人家不要的嘛,於是他可能就打暈他,然後拿他殺了,其實是不用殺的,但上次參孫殺了三十個人,然後給了衣服人,然後參孫發怒就上婦家去撩,不再回去他非利士太太那裡,回家了,回了婦家。
[00:04:48.200 --> 00:05:17.320]  於是參孫的妻子就歸了參孫的陪伴,因為他的外父把他的女兒,參孫都走了,不如就全部撩了,這件婚姻就沒有了,就算了,給了做過陪伴的非利士朋友,你想不到呢,這個好殺的參孫現在更進一步仇恨非利士人了。
[00:05:17.320 --> 00:05:43.800]  原因就是過了日子,去到割墨子的時候,即是說可能是三個月,一個收蓋的季節,參孫就帶著一隻山羊羔去見他的妻子,他不帶一隻花,帶一隻玫瑰花就好了,你以為今天是什麼,今天就是了,但當時帶一隻山羊羔去,想著做一件禮物賠罪,
[00:05:43.800 --> 00:06:12.120]  去到我要進內室見我的妻子,很有趣的,去到我想見我太太,還要進內室,即是說去到她的房間,岳父不容她進去,其實他的太太還在不在那間外父的房間裡,都不知道的了,嫁了人了,可能已經出去住了,不知道,總之不管了。
[00:06:12.120 --> 00:06:41.400]  他說我要進去房間裡見太太,進去房間裡見太太,即是說可能過了一些日子,參孫的氣就放低了,放低了之後,怒氣沒那麼大的時候,就想起其實那個女孩子我都喜歡的,想起她都挺漂亮的,其實應該漂亮的,起碼漂亮不漂亮不要緊,最重要是各花入各眼,
[00:06:41.400 --> 00:07:08.920]  在參孫那天說叫他爸爸媽媽你幫我拿那個女孩子來做太太的時候,有幾個字是說他喜悅她的,而且是過去式已經喜悅了,我們以色列沒有女子嗎?我喜悅了,我喜歡了這個,喜歡了,即是說他已經是喜歡她的,於是可能想起她了,
[00:07:08.920 --> 00:07:31.560]  後來他就說我要去見我太太,不知道是不是想進去房間裡親密一下,見我太太,岳父當然不讓他去,不准進去,有個原因,是你的原因,就是我猜你極其恨他,你怎麼會很恨你太太呢?
[00:07:31.560 --> 00:07:54.840]  我猜你極其恨你太太,即是我女兒,原因就是她將你的謎底告訴你朋友,我想你一定很生她的氣,你跟她的婚事,你跟她的感情沒有了,所以我就將她給了你的陪伴,給了你的朋友,不是吧?
[00:07:54.840 --> 00:08:11.720]  其實他岳父都知死了,所以他就說不如這樣吧,她的妹妹比他更漂亮,你不如娶個妹吧,息事寧人,和事,希望這件事解決,沒事了,誰知道參選不要,
[00:08:11.720 --> 00:08:37.800]  他岳父都知死了,這次做錯了事,可能麻煩了,想不到他走回來,其實普通人就不怕了,不過知道是參選,很厲害,他殺了三十個人,拿了三十套衣服給朋友,他一生氣就不少說,不如你娶個妹吧,
[00:08:37.800 --> 00:08:56.840]  參選沒有說好還是不好,不過他說,第一點要說的,這次我加害於菲利士人,不算有罪了,為什麼加害於菲利士人又不算有罪呢?誰說的?自己說的,人性嘛,我覺得對就是對了,
[00:08:56.840 --> 00:09:18.040]  現在你們對我不好,我對菲利士人不好,沒問題,其實只是菲利士人裡面有一個人對他不好,將他的太太嫁給別人,他都知死了,就嘗試補救,我給你一個女兒,給你一個妹妹,
[00:09:18.040 --> 00:09:35.240]  參選未曾答,你們菲利士人這樣,現在我要害你們,都對的,很多人都是這樣嘗試,當他要做一件不好的事的時候,他先嘗試去justify,
[00:09:35.240 --> 00:09:54.440]  justify就是說去令自己站在一個道德的高點,高的地方,然後來做這件事是正義的,我做這件事是對的,是正義的,每個人都是這樣的,做一件壞事都要先拿一個道德制高點,
[00:09:54.440 --> 00:10:13.240]  你見現在的國家就是這樣,現在的人就是這樣,總之要將自己顛倒的是非站在道德制高點,他有什麼是非顛倒?我加害你菲利士人都對,製造一個道德的制高點給自己,
[00:10:13.240 --> 00:10:31.240]  為什麼?因為你不好,將我太太給了別人,所以我害你們,都對的,這個就是第一點,就是參選給自己一個對的原因去對付菲利士人,
[00:10:31.240 --> 00:10:43.240]  就是沒有制住自己的怒氣,沒有想過自己的責任,有沒有責任?有,你走了去,又不講,電話都不打我回來,又不send個whatsapp來看一下,
[00:10:43.240 --> 00:10:58.240]  我怎麼知道你還是要她做太太,你走了去,你都不負責任,所以我將她嫁給別人了,還好講,
[00:10:58.240 --> 00:11:08.240]  你見到如果她的外父夠兇,還好講,還要回來找你太太,找個女兒,不是吧?你走了去那麼久,都可以的,
[00:11:08.240 --> 00:11:21.240]  不過她的外父可能知道這個參選不講笑,手瓜起展,真的很重要,不敢動她,我不知道,我想你一定很生她氣,不如給個妹妹你,
[00:11:21.240 --> 00:11:34.240]  誰知道參選說,你這樣對我,你們全部菲利士人都是壞人,所以如果我要害你們,我是對的,為自己做一個道德的高地了,
[00:11:34.240 --> 00:11:52.240]  很多時候都是這樣的,我們基督徒不要學這樣,不要說做自己一個道德的高點,然後去害其他人,令自己所做的壞事變得正義,我相信神都不歡喜的,
[00:11:52.240 --> 00:12:08.240]  於是她的辦法,參選很聰明的,她有辦法的,就是去到野地不讓她來,她能夠捉三百隻狐狸,不是短時間,不是長時間,捉就捉三百隻狐狸,
[00:12:08.240 --> 00:12:22.240]  要很體力才捉到,三百隻狐狸都不是很容易捉,捉到三百隻,而且將她配對兩隻兩隻綁著尾巴一起,然後綁一個火把在尾巴那裡,點了火把,
[00:12:22.240 --> 00:12:44.240]  趕她進去菲律賓人的禾場那裡,剛剛收割嘛,收割季節是乾燥的,禾菌有些站在那裡,站著禾架,還沒割的,那些走進去,乾才收禾架,最怕是冬雨,
[00:12:44.240 --> 00:12:58.240]  如果冬雨還沒收,濕了禾架就爛了,那些麥子就爛了,所以快點趕著,要收了,要收了,發白的莊稼快點收,快點收,趕不及了,
[00:12:58.240 --> 00:13:15.240]  於是收禾菌,把菌放在那裡,準備打麥子,怎知道那些狐狸走進去燒了他們的糧食,而在麥田裡面很多時候都有一級級有不同的橄欖園在那裡,又燒了,
[00:13:15.240 --> 00:13:28.240]  所以糧食,麥子又沒有,橄欖又燒了,燒壞了那些樹,哎呀,慘了,那麼飛雪仕人就說,為什麼我的田會被人燒了?
[00:13:28.240 --> 00:13:40.240]  為什麼我們的田會被燒了?為什麼我們的橄欖園會被燒了?什麼事?誰夠膽燒我們?於是查了查,哦,是一個庭拿人的女婿參選做的,
[00:13:40.240 --> 00:13:55.240]  原因就是他的外父把他的太太給了他的朋友,哎呀,那麼飛雪仕人都冤有頭債有主,不過我要補充一點點,
[00:13:55.240 --> 00:14:12.240]  這個庭拿,庭拿是一個地方的名字,我早兩次介紹庭拿的時候,庭拿現在我就說是在耶路撒冷鄉南走,
[00:14:12.240 --> 00:14:27.240]  有一個去到近紅海邊,去到很南,南地的礦業去到紅海邊,近埃及,那裡有一個叫做庭拿的沙漠公園,庭拿沙漠公園,
[00:14:27.240 --> 00:14:43.240]  是以色列各國家郊野公園,那裡很漂亮,要車進去才能夠旅行,大到不能夠步行,還有一個一比一的會望蓋在那裡,吸引人去的,
[00:14:43.240 --> 00:15:00.240]  希望現在還在那裡,我再查過那個地方就是叫做庭拿,但我再看看今天參選這個庭拿,可能名字和地點有少少不同,
[00:15:00.240 --> 00:15:10.240]  這個庭拿比較近希伯倫的,是北一點的,那個庭拿公園是南一點的,我推測可能我怕說錯了,混亂了兩個地方,
[00:15:10.240 --> 00:15:26.240]  我不敢肯定,現在補充一下,庭拿可能不是那個公園的地方,是比較近希伯倫的,就是北一點的,比較近耶路撒冷死去那邊的。
[00:15:26.240 --> 00:15:44.240]  那些菲律賓人冤有頭債有主,誰搞到我的東西被燒了,就是庭拿那個人,竟然把女兒給了另一個人,所以參選就生氣了,是參選燒的。
[00:15:44.240 --> 00:16:03.240]  但菲律賓人做什麼呢?是上去用火燒了夫人和她的父親,他們沒有去找參選晦氣,就是說你真是壞了,怎麼會把你的女兒給了他的朋友,你真的做得不對,累死我們了。
[00:16:03.240 --> 00:16:29.240]  所以他們就放火燒死那個女人,燒死那個人和他的父親,你累到我們的莊稼和麥田被燒了,燒死這個庭拿人和他的女兒,沒有燒參選,就算是報仇,惹起參選燒了我們的田。
[00:16:29.240 --> 00:16:46.240]  第七節,參選對菲律賓人又說話了,你們這樣都可以,燒死我岳父和我太太?現在就是了,我必向你們報仇,才能罷休,這是我第二點要說的。
[00:16:46.240 --> 00:17:07.240]  他仇恨菲律賓人越來越厲害,一丁點東西就動殺機,可能現在菲律賓人這樣做,如果我是參選就收工,洩了一道氣,怒氣洩了,為什麼呢?
[00:17:07.240 --> 00:17:21.240]  我的仇是那幫人幫我報了,我燒了那麼多菲律賓人的田,他們預備來找我算帳,我已經準備動手抵抗了。
[00:17:21.240 --> 00:17:38.240]  誰知道他們沒有來找我,找我岳父和燒死我太太,是他們累出來的,所以解決了,現在我回家了,應該那裡怒氣更加燒了,誰知道參選更加憤怒,
[00:17:38.240 --> 00:17:54.240]  現在我要對付更多菲律賓人是對的,我更有理由,我更有理由要報仇才能罷休。如果他說燒死他岳父也可能算數,因為那麼壞,把我太太交給別人。
[00:17:54.240 --> 00:18:09.240]  但是他可能仍然喜歡這個女人,所以就說燒死我太太,那個也不是他太太,給別人了,他仍然這樣,於是就拿著,我一定要報仇,於是參選做什麼呢?
[00:18:09.240 --> 00:18:29.240]  第二點,他的仇恨愈大對付菲律賓人,參選就大大擊殺他們,連腿帶腰都砍斷了,他就找放火那些燒死我岳父與太太的人,
[00:18:29.240 --> 00:18:48.240]  找他們砍斷,即是用刀劈開兩半,攔腰斬斷,腳也斬斷了,很殘忍,很可怕,殺死他們,大大擊殺,大大不是指很多人,而是很激烈地。
[00:18:48.240 --> 00:19:08.240]  他就走了,住了在一個叫以坦盤石的地方,以坦盤石在哪裡呢?不太知道,因為太久了,現在找不到了,不過推測以坦盤石在希伯倫附近,離開亭南不是很遠,
[00:19:08.240 --> 00:19:20.240]  住在附近,沒有屋住怎麼辦?住在一個洞裡,反正野外就是他非常熟悉的地方,捉狐狸三百隻都一下捉到。
[00:19:20.240 --> 00:19:39.240]  你會看到參選開始仇恨菲律賓人,一碰到那些怒氣飆出來,很厲害,很危險,你知道有些事情做一次有第二次,有時候我們見到那些人連環殺人,
[00:19:39.240 --> 00:19:56.240]  社會更加有時候都會出現,有時候某一件事那些人會做一次做第二次,原因是什麼呢?他的膽子大了,既然做一次一不做二不休,很多時候都會這樣,特別殺人這件事是會繼續的。
[00:19:56.240 --> 00:20:15.240]  求主祝福我們,讓我們更加溫和,不要常常心裡有咒罵,當我們心裡會恨一個人,那些殺機就出來了,正如聖經說,憎恨恨一個人就是殺他,
[00:20:15.240 --> 00:20:30.240]  這個對戒因為最底層深處的動機出現了,不過我不想被人抓所以不殺,接著你會仇恨越來越深,你會用很多辦法對付他,這樣就不好,
[00:20:30.240 --> 00:20:42.240]  而且自己會積壓著那種憤恨在心裡面,那些憤怒、憤恨、恨意在心裡面,是會令自己很不健康,可能還沒殺到人自己癌症了,這樣真的很小心。
[00:20:42.240 --> 00:21:01.240]  幫助我們不要仇恨,不過其實上帝都可能讓參宣這個人來擊打非理士人,令他的仇恨都越來越深,容讓他發展他的仇恨。
[00:21:01.240 --> 00:21:21.240]  我們祈禱吧,天父上帝我們看到參宣對於非理士人的仇恨看來越來越重,他的殺機越來越大,他是一個一動就殺人的人,可能在當日很多人都是這樣,
[00:21:21.240 --> 00:21:34.240]  但今天不是了,不過我們今天都不殺人,我們心裡面很恨人,更加在恨人的時候,我們會將自己自以為義,或者我們justify了,
[00:21:34.240 --> 00:21:46.240]  去讓自己更加安樂,就是我恨人是對的,原因就是他對過我不好,最後幫助我們,既然你是和平之子,和平的君王,
[00:21:46.240 --> 00:22:06.240]  讓我們更加放下人與人之間的仇恨怨懟,我們可以和平的生活,更多的赦免與體諒在當中,求主幫助我們,釋放我們,從仇恨中釋放我們,祈禱奉靠耶穌基督明求,阿門。
