
[00:00:00.000 --> 00:00:02.000]  請我們再打開今天思想經文
[00:03:14.500 --> 00:03:18.500]  殘忍的程度和手法
[00:03:18.500 --> 00:03:20.500]  令人憤慨
[00:03:20.500 --> 00:03:22.500]  事實上
[00:03:22.500 --> 00:03:25.500]  Iris Chan寫完這本書之後
[00:03:25.500 --> 00:03:28.500]  最後她自己都受不了
[00:03:28.500 --> 00:03:30.500]  自殺身亡
[00:03:30.500 --> 00:03:32.500]  如果大家知道中國歷史
[00:03:32.500 --> 00:03:33.500]  亦都會知道
[00:03:33.500 --> 00:03:35.500]  在南京的時候
[00:03:35.500 --> 00:03:37.500]  曾經有一個宣教士
[00:03:37.500 --> 00:03:41.500]  在修容那裏屠難中國民
[00:03:41.500 --> 00:03:43.500]  救了很多很多人
[00:03:43.500 --> 00:03:45.500]  但他聽到這些故事
[00:03:45.500 --> 00:03:48.500]  看到這些慘不忍睹的事情
[00:03:48.500 --> 00:03:50.500]  他精神崩潰
[00:03:50.500 --> 00:03:53.500]  後來亦都自殺死了
[00:03:53.500 --> 00:03:57.500]  我想最憤怒的
[00:03:57.500 --> 00:04:01.500]  不單止是那些殘忍的日本人
[00:04:01.500 --> 00:04:04.500]  更加是那些貪生怕死
[00:04:04.500 --> 00:04:06.500]  打都不打
[00:04:06.500 --> 00:04:10.500]  抗都不抗的國民黨士兵
[00:04:10.500 --> 00:04:12.500]  他們投降給日本人的數目
[00:04:12.500 --> 00:04:15.500]  竟然是大過日本的進兵
[00:04:15.500 --> 00:04:17.500]  十倍之多
[00:04:17.500 --> 00:04:20.500]  這些士兵只求偷生
[00:04:20.500 --> 00:04:23.500]  從沒想過責任是什麼
[00:04:23.500 --> 00:04:25.500]  不像在上海抗日的時候
[00:04:25.500 --> 00:04:29.500]  壯烈犧牲那些英雄事蹟
[00:04:29.500 --> 00:04:33.500]  他們只是偷生苟且
[00:04:33.500 --> 00:04:36.500]  令人悲憤
[00:04:36.500 --> 00:04:38.500]  這些逃兵雖然穿起軍裝
[00:04:38.500 --> 00:04:41.500]  但完全不像一個軍人
[00:04:41.500 --> 00:04:44.500]  危機一來到的時候
[00:04:44.500 --> 00:04:46.500]  怕死投降得慢
[00:04:46.500 --> 00:04:48.500]  甚至逃走的時候
[00:04:48.500 --> 00:04:50.500]  嫌前面那些平民走得慢
[00:04:50.500 --> 00:04:53.500]  就開槍殺死他們
[00:04:53.500 --> 00:04:56.500]  殺死自己的同胞
[00:04:56.500 --> 00:04:58.500]  讀到這一段歷史
[00:04:58.500 --> 00:05:01.500]  令人非常的悲憤
[00:05:01.500 --> 00:05:05.500]  他和秦奎有什麼分別
[00:05:05.500 --> 00:05:09.500]  不知道這是不是中國人的本性
[00:05:09.500 --> 00:05:11.500]  作詞素滿前說
[00:05:11.500 --> 00:05:13.500]  優管他人瓦上霜
[00:05:13.500 --> 00:05:15.500]  一句明哲保身
[00:05:15.500 --> 00:05:17.500]  保住自己的命
[00:05:17.500 --> 00:05:20.500]  我們什麼都可以做得出
[00:05:20.500 --> 00:05:22.500]  事實上在教會裡面
[00:05:22.500 --> 00:05:25.500]  我們發覺也有不少這樣的逃兵
[00:05:25.500 --> 00:05:28.500]  半條心去跟隨耶穌
[00:05:28.500 --> 00:05:33.500]  Wilbur Rees 牧師說過一個有趣的例子
[00:05:33.500 --> 00:05:37.500]  他說近日有很多人信耶穌
[00:05:37.500 --> 00:05:39.500]  他們這樣說
[00:05:39.500 --> 00:05:42.500]  我想買一個上帝
[00:05:42.500 --> 00:05:44.500]  但我只肯出三元
[00:05:44.500 --> 00:05:46.500]  我要上帝
[00:05:46.500 --> 00:05:48.500]  這個上帝是會幹的
[00:05:48.500 --> 00:05:50.500]  知情識趣
[00:05:50.500 --> 00:05:52.500]  他不能干涉我的私生活
[00:05:52.500 --> 00:05:54.500]  我的婚姻
[00:05:54.500 --> 00:05:55.500]  我的道德
[00:05:55.500 --> 00:05:57.500]  我的私人抉擇
[00:05:57.500 --> 00:05:59.500]  完全和上帝沒有關係
[00:05:59.500 --> 00:06:01.500]  我只希望這個上帝
[00:06:01.500 --> 00:06:03.500]  好像一杯暖奶
[00:06:03.500 --> 00:06:05.500]  當我胃有點不舒服的時候
[00:06:05.500 --> 00:06:09.500]  可以給我一點舒服的感覺
[00:06:09.500 --> 00:06:11.500]  我亦都好像
[00:06:11.500 --> 00:06:14.500]  這個上帝好像和暖的陽光
[00:06:14.500 --> 00:06:16.500]  在我覺得寒冷的時候
[00:06:16.500 --> 00:06:18.500]  給我一點溫暖
[00:06:18.500 --> 00:06:23.500]  但他不能逼我去一個我不喜歡的外族人
[00:06:23.500 --> 00:06:27.500]  或者強求我接納一個我不喜歡的人
[00:06:27.500 --> 00:06:32.500]  我只是求他給我一張上天堂的入場券
[00:06:32.500 --> 00:06:34.500]  但我只肯出三元
[00:06:34.500 --> 00:06:40.500]  如果我們所信的宗教是一個這樣的宗教
[00:06:40.500 --> 00:06:42.500]  你信基督教
[00:06:42.500 --> 00:06:44.500]  你信錯了
[00:06:44.500 --> 00:06:46.500]  恐怕到主宰來一日的時候
[00:06:46.500 --> 00:06:48.500]  主耶穌說
[00:06:48.500 --> 00:06:50.500]  我不認識你
[00:06:50.500 --> 00:06:55.500]  如果我們沒有想到信耶穌
[00:06:55.500 --> 00:06:57.500]  是要計算代價
[00:06:57.500 --> 00:06:59.500]  是要投身
[00:06:59.500 --> 00:07:04.500]  我們就永遠不會明白耶穌在這段聖經所說的話
[00:07:04.500 --> 00:07:06.500]  吃我的肉喝我的血
[00:07:06.500 --> 00:07:08.500]  這些這麼難聽
[00:07:08.500 --> 00:07:10.500]  這麼極端的言論
[00:07:10.500 --> 00:07:13.500]  吃匈奴肉
[00:07:13.500 --> 00:07:15.500]  喝日本血
[00:07:15.500 --> 00:07:17.500]  日本人的血
[00:07:17.500 --> 00:07:19.500]  或者
[00:07:19.500 --> 00:07:21.500]  我們可以理解
[00:07:21.500 --> 00:07:24.500]  想到自己民族的受辱
[00:07:24.500 --> 00:07:26.500]  一時悲憤
[00:07:26.500 --> 00:07:29.500]  我們或者可以理解
[00:07:29.500 --> 00:07:30.500]  但耶穌說
[00:07:30.500 --> 00:07:32.500]  跟隨我的要吃他的肉
[00:07:32.500 --> 00:07:34.500]  喝他的血
[00:07:34.500 --> 00:07:37.500]  否則不能做他的門徒
[00:07:37.500 --> 00:07:39.500]  太可怕
[00:07:39.500 --> 00:07:41.500]  太難接受
[00:07:41.500 --> 00:07:42.500]  所以第六十節
[00:07:42.500 --> 00:07:43.500]  這一章六十節裡說
[00:07:43.500 --> 00:07:46.500]  他的門徒終有好些人聽見了就說
[00:07:46.500 --> 00:07:48.500]  這話甚難
[00:07:48.500 --> 00:07:50.500]  誰能聽呢
[00:07:50.500 --> 00:07:53.500]  就離開了耶穌
[00:07:53.500 --> 00:07:55.500]  究竟耶穌所說
[00:07:55.500 --> 00:07:58.500]  吃我的肉喝我的血是什麼意思
[00:07:58.500 --> 00:08:00.500]  當然
[00:08:00.500 --> 00:08:02.500]  耶穌不是說一塊一塊肉這樣切出來
[00:08:02.500 --> 00:08:04.500]  一滴一滴血這樣去喝
[00:08:04.500 --> 00:08:06.500]  但究竟是什麼意思
[00:08:06.500 --> 00:08:08.500]  或者我們詳細來看看這段聖經
[00:08:08.500 --> 00:08:09.500]  他想說什麼
[00:08:09.500 --> 00:08:12.500]  首先我們看五十一節至五十三節
[00:08:12.500 --> 00:08:15.500]  吃我的肉喝我的血的生命入門
[00:08:15.500 --> 00:08:18.500]  我們一起來讀讀五十一節至五十三節好不好
[00:08:18.500 --> 00:08:22.500]  我就是從天上降下來的生命的糧
[00:08:22.500 --> 00:08:25.500]  人若吃了糧必永遠活著
[00:08:25.500 --> 00:08:29.500]  我為世人的生命所賜下的糧就是我的肉
[00:08:29.500 --> 00:08:31.500]  因此猶太人彼此爭論說
[00:08:31.500 --> 00:08:34.500]  這個人怎能把他的肉給我們吃呢
[00:08:34.500 --> 00:08:36.500]  耶穌對他們說
[00:08:36.500 --> 00:08:38.500]  我實實在在地告訴你們
[00:08:38.500 --> 00:08:41.500]  你們若不吃人子的肉不喝人子的血
[00:08:41.500 --> 00:08:45.500]  在你們裡面就沒有生命
[00:08:45.500 --> 00:08:48.500]  看這段聖經的時候
[00:08:48.500 --> 00:08:49.500]  他不禁說
[00:08:49.500 --> 00:08:51.500]  耶穌你真是語不驚人死不休
[00:08:51.500 --> 00:08:53.500]  說這麼可怕的話
[00:08:53.500 --> 00:08:54.500]  吃我的肉喝我的血
[00:08:54.500 --> 00:08:57.500]  不知有個牧師在說道的時候
[00:08:57.500 --> 00:08:59.500]  你們一定要吃我的肉喝我的血
[00:08:59.500 --> 00:09:01.500]  否則你們上不了天堂
[00:09:01.500 --> 00:09:03.500]  你覺得這個人有一點點癡癡的
[00:09:03.500 --> 00:09:05.500]  為什麼耶穌說這樣的話呢
[00:09:05.500 --> 00:09:08.500]  如果我們要明白這番話是什麼意思
[00:09:08.500 --> 00:09:10.500]  我們要重溫一下
[00:09:10.500 --> 00:09:14.500]  約翰福音前幾節所說的話
[00:09:14.500 --> 00:09:17.500]  所有耶穌所說的生命之糧
[00:09:17.500 --> 00:09:18.500]  馬拿天上來
[00:09:18.500 --> 00:09:20.500]  吃我的肉喝我的血
[00:09:20.500 --> 00:09:23.500]  是發生在一件很重要的事情之後
[00:09:23.500 --> 00:09:24.500]  這件事情就是
[00:09:24.500 --> 00:09:27.500]  耶穌用五餅二魚吃飽五千個男人
[00:09:27.500 --> 00:09:31.500]  當耶穌用五餅二魚餵飽五千個男人的時候
[00:09:31.500 --> 00:09:34.500]  有很多人就因為有得吃的緣故
[00:09:34.500 --> 00:09:36.500]  就死跟著耶穌
[00:09:36.500 --> 00:09:39.500]  老遠的去到加伯隆去跟從耶穌
[00:09:39.500 --> 00:09:41.500]  耶穌見很多很多人
[00:09:41.500 --> 00:09:42.500]  聖經裡面說
[00:09:42.500 --> 00:09:44.500]  神山人海人在的時候
[00:09:44.500 --> 00:09:45.500]  耶穌就對他說
[00:09:45.500 --> 00:09:47.500]  何必為必壞的食物勞力呢
[00:09:47.500 --> 00:09:50.500]  而不是不壞的食物勞力呢
[00:09:50.500 --> 00:09:53.500]  有的人一聽見耶穌所說的不壞的食物
[00:09:53.500 --> 00:09:56.500]  他就想到馬拿
[00:09:56.500 --> 00:09:59.500]  馬拿是從天降下來的糧
[00:09:59.500 --> 00:10:01.500]  於是他想到
[00:10:01.500 --> 00:10:03.500]  如果耶穌說你自己是救主
[00:10:03.500 --> 00:10:06.500]  如果你說你是一個尼塞亞的時候
[00:10:06.500 --> 00:10:07.500]  你可不可以好像摩西羊
[00:10:07.500 --> 00:10:09.500]  好像我祖宗一樣
[00:10:09.500 --> 00:10:11.500]  給一個神蹟我們看看
[00:10:11.500 --> 00:10:14.500]  從天上降下這些馬拿給我們看看
[00:10:14.500 --> 00:10:17.500]  耶穌就告訴你吃馬拿的人
[00:10:17.500 --> 00:10:18.500]  你會再餓的
[00:10:18.500 --> 00:10:19.500]  你會死的
[00:10:19.500 --> 00:10:22.500]  但是吃從天上降下來的
[00:10:22.500 --> 00:10:23.500]  你就不會死
[00:10:23.500 --> 00:10:25.500]  你也不會餓的
[00:10:25.500 --> 00:10:27.500]  於是到了51節的時候
[00:10:27.500 --> 00:10:29.500]  耶穌就更加講得清楚
[00:10:29.500 --> 00:10:31.500]  他說我所賜的糧就是我的肉
[00:10:31.500 --> 00:10:34.500]  到了53節更加露骨說
[00:10:34.500 --> 00:10:36.500]  你們若不吃人子的肉
[00:10:36.500 --> 00:10:37.500]  不喝人子的血
[00:10:37.500 --> 00:10:41.500]  就沒有生命在你們裡頭
[00:10:43.500 --> 00:10:46.500]  這番話很難聽
[00:10:46.500 --> 00:10:48.500]  帶來的結果是什麼呢
[00:10:48.500 --> 00:10:51.500]  帶來的結果更加令人害怕
[00:10:51.500 --> 00:10:55.500]  他說因此猶太人彼此爭論說
[00:10:55.500 --> 00:10:56.500]  彼此爭論
[00:10:56.500 --> 00:10:59.500]  爭論這個字在希臘文
[00:10:59.500 --> 00:11:02.500]  Ermakontor這個字
[00:11:02.500 --> 00:11:04.500]  絕對不像我們中文寫的
[00:11:04.500 --> 00:11:08.500]  彼此咬下頸這麼簡單
[00:11:08.500 --> 00:11:09.500]  這個字可以
[00:11:09.500 --> 00:11:12.500]  一個非常強烈的字
[00:11:12.500 --> 00:11:14.500]  可以做大打出手
[00:11:14.500 --> 00:11:16.500]  可以做死爭
[00:11:16.500 --> 00:11:19.500]  可以做極大的爭論
[00:11:19.500 --> 00:11:22.500]  所以NIV叫做Angry Debate
[00:11:22.500 --> 00:11:25.500]  真的咬到臉紅耳綠
[00:11:25.500 --> 00:11:27.500]  大打出手
[00:11:27.500 --> 00:11:29.500]  不是這麼簡單
[00:11:29.500 --> 00:11:30.500]  請這個去講一下
[00:11:30.500 --> 00:11:31.500]  佔中有什麼好處
[00:11:31.500 --> 00:11:33.500]  各國佔中有什麼不好處
[00:11:33.500 --> 00:11:34.500]  這樣可以彼此講
[00:11:34.500 --> 00:11:35.500]  不是的
[00:11:35.500 --> 00:11:37.500]  這班猶太人聽到的時候
[00:11:37.500 --> 00:11:39.500]  是幾年之間大打出手
[00:11:39.500 --> 00:11:41.500]  非常大的爭論
[00:11:41.500 --> 00:11:43.500]  為什麼
[00:11:43.500 --> 00:11:45.500]  如果你明白猶太人的背景的時候
[00:11:45.500 --> 00:11:47.500]  你就會知道為什麼會有這樣的情況出現
[00:11:47.500 --> 00:11:51.500]  猶太人對血是非常敏感的
[00:11:51.500 --> 00:11:55.500]  因為血是生命不能夠隨便地吃的
[00:11:55.500 --> 00:11:56.500]  所以舊約的時代
[00:11:56.500 --> 00:11:59.500]  猶太人是不吃有血的食物的
[00:11:59.500 --> 00:12:01.500]  我們中國人喜歡吃豬紅粥
[00:12:01.500 --> 00:12:03.500]  或者是半生熟的白切雞
[00:12:03.500 --> 00:12:05.500]  對猶太人來說一點都不吃的
[00:12:05.500 --> 00:12:09.500]  猶太人是覺得你要尊重生命
[00:12:09.500 --> 00:12:13.500]  不可以隨便吃有血的動物
[00:12:13.500 --> 00:12:17.500]  現在耶穌竟然說要喝他的血
[00:12:17.500 --> 00:12:20.500]  一定是令到當時很多保守的猶太人
[00:12:20.500 --> 00:12:22.500]  非常的反感
[00:12:22.500 --> 00:12:24.500]  非常非常不開心
[00:12:24.500 --> 00:12:25.500]  第二
[00:12:25.500 --> 00:12:26.500]  吃肉
[00:12:26.500 --> 00:12:30.500]  吃人的肉是萬萬不能
[00:12:30.500 --> 00:12:32.500]  聖經在舊約裡面
[00:12:32.500 --> 00:12:35.500]  很明顯是禁止人將人去獻祭
[00:12:35.500 --> 00:12:39.500]  怎能夠將一個人活生生獻在祭壇上
[00:12:39.500 --> 00:12:40.500]  來吃他的肉
[00:12:40.500 --> 00:12:41.500]  喝他的血
[00:12:41.500 --> 00:12:43.500]  這個太令人害怕了
[00:12:43.500 --> 00:12:44.500]  所以他們就說
[00:12:44.500 --> 00:12:51.500]  這個人怎能把他的肉給我們吃呢
[00:12:51.500 --> 00:12:52.500]  事實上不單止猶太人
[00:12:52.500 --> 00:12:55.500]  我們自己也是
[00:12:55.500 --> 00:12:58.500]  在今天這個時代裡面
[00:12:58.500 --> 00:12:59.500]  吃他的肉
[00:12:59.500 --> 00:13:02.500]  喝他的血
[00:13:02.500 --> 00:13:04.500]  道德在哪裡呢
[00:13:04.500 --> 00:13:06.500]  如果我們從道德的角度去看這段聖經
[00:13:06.500 --> 00:13:08.500]  或者是看其他聖經的時候
[00:13:08.500 --> 00:13:11.500]  我們覺得完全解不明白
[00:13:11.500 --> 00:13:13.500]  就拿個很簡單的例子
[00:13:13.500 --> 00:13:15.500]  創世紀二十二章
[00:13:15.500 --> 00:13:18.500]  上帝耶和華吩咐阿伯拉罕
[00:13:18.500 --> 00:13:21.500]  將他所心愛的獨生兒子
[00:13:21.500 --> 00:13:26.500]  以殺獻上
[00:13:26.500 --> 00:13:27.500]  我們會問
[00:13:27.500 --> 00:13:29.500]  有沒有搞錯
[00:13:29.500 --> 00:13:31.500]  將自己的兒子獻上
[00:13:31.500 --> 00:13:34.500]  這是一個什麼樣的上帝呢
[00:13:34.500 --> 00:13:35.500]  所以Richard Dawkins
[00:13:35.500 --> 00:13:37.500]  一個很出名的英國的無神論
[00:13:37.500 --> 00:13:41.500]  就拿著這件事來大肆攻擊基督教
[00:13:41.500 --> 00:13:44.500]  這是一個什麼樣的宗教呢
[00:13:44.500 --> 00:13:45.500]  他說這麼多宗教裡面
[00:13:45.500 --> 00:13:48.500]  基督教舊約裡面的上帝
[00:13:48.500 --> 00:13:50.500]  是最殘酷的一個上帝
[00:13:50.500 --> 00:13:53.500]  竟然可以叫自己的信徒跟隨者
[00:13:53.500 --> 00:13:56.500]  將自己心愛的兒子獻上
[00:13:56.500 --> 00:13:57.500]  或者有人會問
[00:13:57.500 --> 00:14:04.500]  當阿伯拉罕燒柴要去殺他的時候
[00:14:04.500 --> 00:14:06.500]  上帝就為他預備羊羔
[00:14:06.500 --> 00:14:09.500]  所以上帝叫你不要下手
[00:14:09.500 --> 00:14:11.500]  所以上帝沒有叫他殺我
[00:14:11.500 --> 00:14:12.500]  為他預備羊羔
[00:14:12.500 --> 00:14:15.500]  但你想一想
[00:14:15.500 --> 00:14:18.500]  雖然這次沒有
[00:14:18.500 --> 00:14:22.500]  但那些後遺症大不大
[00:14:22.500 --> 00:14:23.500]  如果爸爸叫兒子
[00:14:23.500 --> 00:14:25.500]  兒子我帶你去海洋公園
[00:14:25.500 --> 00:14:27.500]  我想如果我是以實死都不去
[00:14:27.500 --> 00:14:30.500]  你就要製造我另外一個圖牆
[00:14:30.500 --> 00:14:32.500]  將我阻礙了
[00:14:32.500 --> 00:14:34.500]  我們不明白
[00:14:34.500 --> 00:14:37.500]  如果你從一個道德的角度去看
[00:14:37.500 --> 00:14:39.500]  是絕對不明白一件事
[00:14:39.500 --> 00:14:42.500]  也絕對是很難接受的一件事
[00:14:42.500 --> 00:14:45.500]  但是我們要明白一件事
[00:14:45.500 --> 00:14:47.500]  明白一件什麼事
[00:14:47.500 --> 00:14:50.500]  上帝叫以實
[00:14:50.500 --> 00:14:52.500]  阿伯拉罕在哪裡獻上
[00:14:52.500 --> 00:14:55.500]  摩尼山
[00:14:55.500 --> 00:14:57.500]  今天的孟廟
[00:14:57.500 --> 00:14:59.500]  聖殿所在的地方
[00:14:59.500 --> 00:15:02.500]  耶穌在那裡獻上
[00:15:02.500 --> 00:15:05.500]  祂的生命
[00:15:05.500 --> 00:15:08.500]  如果你從道德的角度去看
[00:15:08.500 --> 00:15:11.500]  上帝是絕對不道德的
[00:15:11.500 --> 00:15:14.500]  將祂自己心愛的兒子獻上
[00:15:14.500 --> 00:15:18.500]  吃祂的肉 喝祂的血
[00:15:18.500 --> 00:15:21.500]  但有一個更高層次的
[00:15:21.500 --> 00:15:23.500]  就是救贖
[00:15:23.500 --> 00:15:25.500]  如果我們看這本聖經
[00:15:25.500 --> 00:15:27.500]  是當一個道德的搜查去看的時候
[00:15:27.500 --> 00:15:29.500]  很多東西你都會得到一個結論
[00:15:29.500 --> 00:15:31.500]  好像Richard Dawkins的結論一樣
[00:15:31.500 --> 00:15:33.500]  但如果你是從一個
[00:15:33.500 --> 00:15:35.500]  救贖的角度去看
[00:15:35.500 --> 00:15:39.500]  你就會完全不同看法
[00:15:39.500 --> 00:15:41.500]  事實上
[00:15:41.500 --> 00:15:44.500]  做父母會明白
[00:15:44.500 --> 00:15:46.500]  什麼叫救贖
[00:15:46.500 --> 00:15:52.500]  比我們所謂的民間的道德觀念
[00:15:52.500 --> 00:15:54.500]  或者我們詳細來看一看
[00:15:54.500 --> 00:15:58.500]  究竟耶穌所說的是什麼意思
[00:15:58.500 --> 00:16:01.500]  猶太人不明白耶穌的意思
[00:16:01.500 --> 00:16:03.500]  所以第52節說
[00:16:03.500 --> 00:16:05.500]  因此猶太人彼此爭論
[00:16:05.500 --> 00:16:10.500]  這個人怎能將他的肉給我們吃呢
[00:16:10.500 --> 00:16:13.500]  究竟猶太人是什麼意思呢
[00:16:13.500 --> 00:16:16.500]  首先我們要了解第53節
[00:16:16.500 --> 00:16:17.500]  53節說
[00:16:17.500 --> 00:16:20.500]  你們若不吃人子的肉
[00:16:20.500 --> 00:16:22.500]  不喝人子的血
[00:16:22.500 --> 00:16:23.500]  耶穌是用了一個字
[00:16:23.500 --> 00:16:26.500]  耶穌沒有說你們如果不吃我的肉
[00:16:26.500 --> 00:16:27.500]  我的血
[00:16:27.500 --> 00:16:29.500]  祂不是這麼說的
[00:16:29.500 --> 00:16:31.500]  你們若不吃人子的肉
[00:16:31.500 --> 00:16:32.500]  人子的血
[00:16:32.500 --> 00:16:33.500]  人子是什麼呢
[00:16:33.500 --> 00:16:34.500]  人子是一個舊約
[00:16:34.500 --> 00:16:36.500]  一個非常重要的觀念
[00:16:36.500 --> 00:16:38.500]  在《但耶律書》第七章的時候
[00:16:38.500 --> 00:16:40.500]  說到這個人子就說到尼塞亞
[00:16:40.500 --> 00:16:42.500]  尼塞亞來到的時候
[00:16:42.500 --> 00:16:43.500]  是怎麼來的
[00:16:43.500 --> 00:16:45.500]  從雲彩降臨
[00:16:45.500 --> 00:16:48.500]  拯救這位世人
[00:16:48.500 --> 00:16:52.500]  但是耶穌基督不是從雲彩降臨
[00:16:52.500 --> 00:16:55.500]  猶太人的觀念所說的人子
[00:16:55.500 --> 00:16:57.500]  是一個很光彩
[00:16:57.500 --> 00:16:59.500]  很光榮的尼塞亞
[00:16:59.500 --> 00:17:01.500]  一個滿有敬畏的人
[00:17:01.500 --> 00:17:02.500]  尼塞亞
[00:17:02.500 --> 00:17:04.500]  但是猶太人沒有看另外一面
[00:17:04.500 --> 00:17:08.500]  這個尼塞亞也是一個受苦的僕人
[00:17:08.500 --> 00:17:10.500]  就好像《爾賽亞書》第53章
[00:17:10.500 --> 00:17:13.500]  所描繪的受苦的僕人一樣
[00:17:13.500 --> 00:17:14.500]  耶穌來到世上
[00:17:14.500 --> 00:17:16.500]  不是從雲彩降臨
[00:17:16.500 --> 00:17:17.500]  第一次來到世上的時候
[00:17:17.500 --> 00:17:19.500]  祂不是從雲彩降臨
[00:17:19.500 --> 00:17:22.500]  祂是生在馬槽裡面
[00:17:22.500 --> 00:17:26.500]  祂是生在一個亡國的地方
[00:17:26.500 --> 00:17:28.500]  連普通的屢點都沒有
[00:17:28.500 --> 00:17:33.500]  在一個臭臭的山洞裡面
[00:17:33.500 --> 00:17:37.500]  所謂馬槽的出生
[00:17:37.500 --> 00:17:39.500]  最後祂被釘在十字架
[00:17:39.500 --> 00:17:41.500]  耶穌所說的這個人子
[00:17:41.500 --> 00:17:44.500]  是一個這樣的人子
[00:17:44.500 --> 00:17:46.500]  有一樣很有趣的
[00:17:46.500 --> 00:17:48.500]  約翰說
[00:17:48.500 --> 00:17:50.500]  你若不吃人子的肉
[00:17:50.500 --> 00:17:52.500]  喝人子的血
[00:17:52.500 --> 00:17:53.500]  留意
[00:17:53.500 --> 00:17:57.500]  約翰用一個很有趣的文法去描繪
[00:17:57.500 --> 00:17:58.500]  在希臘文裡面
[00:17:58.500 --> 00:18:00.500]  有一個時間式
[00:18:00.500 --> 00:18:02.500]  一個 tense
[00:18:02.500 --> 00:18:04.500]  叫做eris tense
[00:18:04.500 --> 00:18:06.500]  eris tense是什麼意思呢
[00:18:06.500 --> 00:18:07.500]  是一次過
[00:18:07.500 --> 00:18:12.500]  譬如好像我和Sam說
[00:18:12.500 --> 00:18:16.500]  Sam我昨天請你吃飯
[00:18:16.500 --> 00:18:17.500]  如果用eris tense
