
[00:00:00.000 --> 00:00:04.000]  各位親愛的弟兄姊妹朋友好
[00:02:38.000 --> 00:02:41.000]  他就詐殺 辦殺
[00:02:41.000 --> 00:02:46.000]  就跟耶穌說 那究竟誰是我的靈社
[00:02:46.000 --> 00:02:49.000]  誰是你的靈社 誰是我的靈社
[00:02:49.000 --> 00:02:52.000]  我們教會的主題是什麼
[00:02:52.000 --> 00:02:55.000]  要怎麼樣 要心意更新
[00:02:55.000 --> 00:02:59.000]  做好靈社 我相信陳傳達牧師等等
[00:02:59.000 --> 00:03:05.000]  過去一定在這個信息跟大家思考這個問題
[00:03:05.000 --> 00:03:10.000]  那我希望今天這個問題也是給大家一些的思考
[00:03:10.000 --> 00:03:13.000]  誰是你的靈社 誰是我的靈社
[00:03:13.000 --> 00:03:16.000]  那我需要用三段的聖經
[00:03:16.000 --> 00:03:18.000]  剛才念的不過是第一段
[00:03:18.000 --> 00:03:22.000]  馬太福音 登山寶訓
[00:03:22.000 --> 00:03:24.000]  耶穌講得很清楚
[00:03:24.000 --> 00:03:27.000]  你跟我活在什麼地方
[00:03:27.000 --> 00:03:30.000]  你跟我就在那一個地方
[00:03:30.000 --> 00:03:34.000]  就要做我們的炎跟光的作用
[00:03:34.000 --> 00:03:36.000]  所以第一個問題先思考
[00:03:36.000 --> 00:03:41.000]  耶穌講得很清楚 你們是地上的炎
[00:03:41.000 --> 00:03:44.000]  你們是世上的光
[00:03:44.000 --> 00:03:47.000]  因此請大家留意我在大綱的裡面
[00:03:47.000 --> 00:03:50.000]  就特別是提第一方面
[00:03:50.000 --> 00:03:52.000]  我們是炎是光
[00:03:52.000 --> 00:03:59.000]  不要再回去一般我們在教會的圈子裡面說
[00:03:59.000 --> 00:04:01.000]  做炎做光
[00:04:01.000 --> 00:04:07.000]  不是要做 你跟我已經是 英文聖經翻
[00:04:07.000 --> 00:04:09.000]  你是我是
[00:04:09.000 --> 00:04:15.000]  既然是就要發揮這個炎跟光的作用
[00:04:15.000 --> 00:04:17.000]  你們是地上的炎
[00:04:17.000 --> 00:04:19.000]  地上的炎
[00:04:19.000 --> 00:04:24.000]  在地上 你跟我都是在地上
[00:04:24.000 --> 00:04:26.000]  在地上 你跟我都是炎
[00:04:26.000 --> 00:04:32.000]  耶穌說 炎如果失了味 怎麼樣能夠再叫它再鹹呢
[00:04:32.000 --> 00:04:35.000]  炎一個很重要的功能是什麼
[00:04:35.000 --> 00:04:39.000]  就是炎就鹹的 有味道的
[00:04:39.000 --> 00:04:41.000]  你跟我就是炎
[00:04:41.000 --> 00:04:44.000]  就是應該有炎的味道
[00:04:44.000 --> 00:04:47.000]  你跟我都是基督徒 信耶穌的人
[00:04:47.000 --> 00:04:51.000]  就應該有基督徒的味道
[00:04:51.000 --> 00:04:53.000]  就要發揮出這個味道
[00:04:53.000 --> 00:04:56.000]  這個味道耶穌減得很嚴重
[00:04:56.000 --> 00:05:00.000]  如果它失去味道就怎麼樣
[00:05:00.000 --> 00:05:02.000]  就丟掉外面 給人家怎麼樣
[00:05:02.000 --> 00:05:04.000]  撿它在地下
[00:05:04.000 --> 00:05:07.000]  撿它完全沒有用
[00:05:07.000 --> 00:05:11.000]  耶穌沒辦法用你 用我的人生
[00:05:11.000 --> 00:05:13.000]  天父上帝沒辦法用你跟我的人生
[00:05:13.000 --> 00:05:17.000]  如果你已經信了神 是神的兒女
[00:05:17.000 --> 00:05:19.000]  但是你跟我是神的兒女
[00:05:19.000 --> 00:05:25.000]  但是沒有活出這個神的兒女的身分跟功能
[00:05:25.000 --> 00:05:26.000]  沒用
[00:05:26.000 --> 00:05:28.000]  天父上帝把你丟棄
[00:05:28.000 --> 00:05:30.000]  耶穌基督把你跟我丟棄
[00:05:30.000 --> 00:05:35.000]  耶穌在聖經裡面相當多的教訓裡面
[00:05:35.000 --> 00:05:37.000]  對教會都是這樣
[00:05:37.000 --> 00:05:39.000]  下面說 光
[00:05:39.000 --> 00:05:44.000]  啟示錄說 如果我們沒有做光 發揮光的作用
[00:05:44.000 --> 00:05:49.000]  神把你跟我從燈臺上面抹去
[00:05:49.000 --> 00:05:50.000]  沒用
[00:05:50.000 --> 00:05:51.000]  很嚴重
[00:05:51.000 --> 00:05:56.000]  這個思想大家要留意
[00:05:56.000 --> 00:06:00.000]  耶穌說 你跟我 是地上的鹽
[00:06:00.000 --> 00:06:02.000]  應該是鹹的
[00:06:02.000 --> 00:06:04.000]  應該是鹽的功用
[00:06:04.000 --> 00:06:07.000]  鹽的功用在古代是用來做什麼
[00:06:07.000 --> 00:06:09.000]  來防止腐敗
[00:06:09.000 --> 00:06:12.000]  古代沒有冰箱 沒有什麼
[00:06:12.000 --> 00:06:15.000]  很多東西要留到以後
[00:06:15.000 --> 00:06:17.000]  好久以後 寒車
[00:06:17.000 --> 00:06:20.000]  就把它做什麼 用鹽
[00:06:20.000 --> 00:06:23.000]  把它包起來 用鹽來醃它
[00:06:23.000 --> 00:06:28.000]  它可以得到鹽的鹹味 保存它
[00:06:28.000 --> 00:06:30.000]  鹽在古代是這樣子
[00:06:30.000 --> 00:06:35.000]  在聖經裡面 鹽也常常表現一種固定的
[00:06:35.000 --> 00:06:37.000]  它自己不變
[00:06:37.000 --> 00:06:40.000]  但是變什麼 變別人
[00:06:40.000 --> 00:06:43.000]  在聖經就約立位記
[00:06:43.000 --> 00:06:46.000]  說到神跟立位 支派立約
[00:06:46.000 --> 00:06:50.000]  神跟立位 支派立的約 叫做言約
[00:06:50.000 --> 00:06:53.000]  立約 上帝跟人立約
[00:06:53.000 --> 00:06:56.000]  有一個默契 有一個契盟 盟契的
[00:06:56.000 --> 00:06:58.000]  關係這個言約
[00:06:58.000 --> 00:07:00.000]  什麼叫做言約 就是一個約
[00:07:00.000 --> 00:07:02.000]  永久不變
[00:07:02.000 --> 00:07:06.000]  上帝自己的 生命上帝自己的
[00:07:06.000 --> 00:07:08.000]  很多都是不變的
[00:07:08.000 --> 00:07:10.000]  神自己是不改變的
[00:07:10.000 --> 00:07:13.000]  現在把你把我 生命改變
[00:07:13.000 --> 00:07:17.000]  變成一個不變的 永恆的生命
[00:07:17.000 --> 00:07:20.000]  基督徒的生命 神的兒女
[00:07:20.000 --> 00:07:22.000]  所以耶穌講得很清楚
[00:07:22.000 --> 00:07:23.000]  用一個比喻
[00:07:23.000 --> 00:07:27.000]  你跟我每個信徒都是地上的鹽
[00:07:27.000 --> 00:07:31.000]  不變 防止這個腐敗
[00:07:31.000 --> 00:07:36.000]  所以這是說到你跟我就在任何的地方
[00:07:36.000 --> 00:07:38.000]  在你的家中
[00:07:38.000 --> 00:07:41.000]  你出來做事情 你在辦公室
[00:07:41.000 --> 00:07:43.000]  我們今天叫做紙藏
[00:07:43.000 --> 00:07:47.000]  你在學校 你做學生 做老師
[00:07:47.000 --> 00:07:50.000]  在學校裡面 在辦公室裡面
[00:07:50.000 --> 00:07:52.000]  公司裡面 任何一個地方
[00:07:52.000 --> 00:07:55.000]  你跟我就是那個地方的鹽
[00:07:55.000 --> 00:07:57.000]  我們都是
[00:07:57.000 --> 00:07:59.000]  這裡就是說到 耶穌所說
[00:07:59.000 --> 00:08:01.000]  我們進入這個世界
[00:08:01.000 --> 00:08:03.000]  不能離開這個世界
[00:08:03.000 --> 00:08:06.000]  也暫時不會離開這個世界
[00:08:06.000 --> 00:08:09.000]  但是我們要改變這個世界
[00:08:09.000 --> 00:08:13.000]  在你跟我 整個生活的範圍裡面
[00:08:13.000 --> 00:08:17.000]  我們 你跟我 都是地上的鹽
[00:08:17.000 --> 00:08:20.000]  然後耶穌說你們也是世上的光
[00:08:20.000 --> 00:08:24.000]  你們是 You are light of the world
[00:08:24.000 --> 00:08:26.000]  世界上的光
[00:08:26.000 --> 00:08:29.000]  然後耶穌在這裡講了兩個比喻
[00:08:29.000 --> 00:08:31.000]  在比喻下面有一個比喻
[00:08:31.000 --> 00:08:33.000]  他是什麼光
[00:08:33.000 --> 00:08:36.000]  這個城在山上
[00:08:36.000 --> 00:08:38.000]  城在山上講什麼
[00:08:38.000 --> 00:08:40.000]  這個城講什麼
[00:08:40.000 --> 00:08:42.000]  一定是講耶路撒冷
[00:08:42.000 --> 00:08:46.000]  一定是耶穌自己的選民
[00:08:46.000 --> 00:08:48.000]  這個猶大國
[00:08:48.000 --> 00:08:50.000]  最出名是什麼城
[00:08:50.000 --> 00:08:53.000]  耶城 耶經
[00:08:53.000 --> 00:08:56.000]  大衛建造這個國家的時候
[00:08:56.000 --> 00:08:58.000]  大衛是第一個
[00:08:58.000 --> 00:09:02.000]  把北方南方兩個大派
[00:09:02.000 --> 00:09:06.000]  合一統一成為大衛的國度
[00:09:06.000 --> 00:09:08.000]  大衛選什麼地方
[00:09:08.000 --> 00:09:11.000]  做自己王帝的首都
[00:09:11.000 --> 00:09:15.000]  京都 王宮要建造在哪裡
[00:09:15.000 --> 00:09:17.000]  大衛是一個大能的勇士
[00:09:17.000 --> 00:09:19.000]  他很懂得
[00:09:19.000 --> 00:09:21.000]  這是戰爭方面的戰略
[00:09:21.000 --> 00:09:23.000]  他選哪裡
[00:09:23.000 --> 00:09:25.000]  選一個山 叫做西安山
[00:09:25.000 --> 00:09:28.000]  耶和華的聖山 耶路撒冷
[00:09:28.000 --> 00:09:30.000]  這個聖城
[00:09:30.000 --> 00:09:33.000]  把城建造在西安山的上面
[00:09:33.000 --> 00:09:35.000]  高高在上
[00:09:35.000 --> 00:09:37.000]  高高在上 居高臨下
[00:09:37.000 --> 00:09:40.000]  大衛王 這個偉大的君王
[00:09:40.000 --> 00:09:43.000]  把自己的首都 自己的宮殿
[00:09:43.000 --> 00:09:47.000]  自己的耶城 耶路撒冷城
[00:09:47.000 --> 00:09:49.000]  建造在西安山上
[00:09:49.000 --> 00:09:52.000]  因此下面看上去
[00:09:52.000 --> 00:09:55.000]  這個城 晚上的時候
[00:09:55.000 --> 00:09:57.000]  如果有人在城裡面點燈
[00:09:57.000 --> 00:10:00.000]  都能夠照亮整個地方
[00:10:00.000 --> 00:10:03.000]  先用自己 耶路撒冷城
[00:10:03.000 --> 00:10:07.000]  在山上 是不能夠掩具的
[00:10:07.000 --> 00:10:09.000]  不能夠遮蓋的
[00:10:09.000 --> 00:10:11.000]  在上面 看得很清楚
[00:10:11.000 --> 00:10:13.000]  然後家裡面 家裡面點燈
[00:10:13.000 --> 00:10:15.000]  點在哪裡
[00:10:15.000 --> 00:10:17.000]  哪裡有人把燈放在床底下
[00:10:17.000 --> 00:10:19.000]  沒有
[00:10:19.000 --> 00:10:23.000]  燈點在家裡 一定要點在燈台上
[00:10:23.000 --> 00:10:25.000]  照亮全家的人
[00:10:25.000 --> 00:10:27.000]  沒有人
[00:10:27.000 --> 00:10:29.000]  沒有一個正常的人
[00:10:29.000 --> 00:10:32.000]  會把家裡面的燈放在頭底下
[00:10:32.000 --> 00:10:35.000]  遮蓋起來 不可能
[00:10:35.000 --> 00:10:37.000]  因此 耶穌在這一段
[00:10:37.000 --> 00:10:39.000]  我們叫做登山寶訓
[00:10:39.000 --> 00:10:41.000]  這段登山寶訓很重要
[00:10:41.000 --> 00:10:42.000]  講什麼
[00:10:42.000 --> 00:10:45.000]  講了整個上帝國度的子民 教會
[00:10:45.000 --> 00:10:47.000]  所有屬神的人
[00:10:47.000 --> 00:10:49.000]  整個的基本法
[00:10:49.000 --> 00:10:51.000]  整個國家的憲法裡面
[00:10:51.000 --> 00:10:53.000]  包括一切
[00:10:53.000 --> 00:10:55.000]  包括你跟神的關係
[00:10:55.000 --> 00:10:57.000]  你跟人的關係
[00:10:57.000 --> 00:11:00.000]  你跟整個人生裡面
[00:11:00.000 --> 00:11:04.000]  所有的事情的一切的教訓都在裡面
[00:11:04.000 --> 00:11:07.000]  而在這一段 耶穌就講得清楚
[00:11:07.000 --> 00:11:11.000]  你們是地上的鹽
[00:11:11.000 --> 00:11:14.000]  你們是世上的光
[00:11:14.000 --> 00:11:18.000]  一定要你跟我在任何一個地方
[00:11:18.000 --> 00:11:21.000]  當然就是從自己人生開始
[00:11:21.000 --> 00:11:24.000]  你在你整個人的人生裡面
[00:11:24.000 --> 00:11:26.000]  在家庭的裡面
[00:11:26.000 --> 00:11:27.000]  然後回到教會
[00:11:27.000 --> 00:11:28.000]  在教會的裡面
[00:11:28.000 --> 00:11:31.000]  你在外面工作 生活
[00:11:31.000 --> 00:11:36.000]  都是在那個環境的裡面
[00:11:36.000 --> 00:11:38.000]  你跟我就是鹽
[00:11:38.000 --> 00:11:40.000]  你跟我就是光
[00:11:40.000 --> 00:11:44.000]  就要活出這個鹽的味道
[00:11:44.000 --> 00:11:46.000]  鹽自己不改變
[00:11:46.000 --> 00:11:48.000]  改變別人
[00:11:48.000 --> 00:11:51.000]  改變這個黑暗的世界
[00:11:51.000 --> 00:11:53.000]  照亮這個黑暗的世界
[00:11:53.000 --> 00:11:58.000]  就要發揮這個鹽跟光的功能
[00:11:58.000 --> 00:12:02.000]  耶穌說你們要把你們的光照在人前
[00:12:02.000 --> 00:12:04.000]  照在人前
[00:12:04.000 --> 00:12:05.000]  就是任何人
[00:12:05.000 --> 00:12:07.000]  誰是你的靈色
[00:12:07.000 --> 00:12:08.000]  誰是我的靈色
[00:12:08.000 --> 00:12:09.000]  任何人
[00:12:09.000 --> 00:12:13.000]  就是在你整個每天生活的環境裡面
[00:12:13.000 --> 00:12:16.000]  你旁邊的人就是你的靈色
[00:12:16.000 --> 00:12:18.000]  你就在他們的面前
[00:12:18.000 --> 00:12:20.000]  我在他們的面前
[00:12:20.000 --> 00:12:25.000]  也是要這樣發揮這個鹽跟光的作用
[00:12:25.000 --> 00:12:28.000]  第二段經文跟大家去講解
[00:12:28.000 --> 00:12:30.000]  誰是我的靈色
[00:12:30.000 --> 00:12:31.000]  旁邊的人
[00:12:31.000 --> 00:12:32.000]  那誰
[00:12:32.000 --> 00:12:36.000]  我用的第二段經文是始讀形狀
[00:12:36.000 --> 00:12:41.000]  第二章第四十三到四十七節
[00:12:41.000 --> 00:12:43.000]  那段聖經
[00:12:43.000 --> 00:12:45.000]  你回去看看
[00:12:45.000 --> 00:12:46.000]  那段聖經講什麼
[00:12:46.000 --> 00:12:47.000]  第二章
[00:12:47.000 --> 00:12:48.000]  前面講什麼
[00:12:48.000 --> 00:12:50.000]  前面講
[00:12:50.000 --> 00:12:52.000]  教會歷史第一個堂會
[00:12:52.000 --> 00:12:55.000]  我常常叫它做耶路撒冷堂
[00:12:55.000 --> 00:12:56.000]  第一個堂會
[00:12:56.000 --> 00:12:57.000]  上帝在地上
[00:12:57.000 --> 00:12:59.000]  耶穌升天了
[00:12:59.000 --> 00:13:00.000]  祂允許說
[00:13:00.000 --> 00:13:04.000]  我們不要對那些第一個堂會的弟兄姊妹說
[00:13:04.000 --> 00:13:05.000]  一百二十人
[00:13:05.000 --> 00:13:06.000]  你們不要跑
[00:13:06.000 --> 00:13:08.000]  你們留在耶路撒冷
[00:13:08.000 --> 00:13:09.000]  留在耶路撒冷
[00:13:09.000 --> 00:13:10.000]  等什麼
[00:13:10.000 --> 00:13:13.000]  等從上頭來的能力
[00:13:13.000 --> 00:13:15.000]  那等了有能力就怎麼樣
[00:13:15.000 --> 00:13:17.000]  就從耶路撒冷開始
[00:13:17.000 --> 00:13:21.000]  由大全帝和撒瑪利亞直到地極
[00:13:21.000 --> 00:13:23.000]  做我的見證
[00:13:23.000 --> 00:13:25.000]  教會歷史開始
[00:13:25.000 --> 00:13:27.000]  上帝天父
[00:13:27.000 --> 00:13:29.000]  天父上帝耶穌基督
[00:13:29.000 --> 00:13:33.000]  會接著聖靈第三個位格
[00:13:33.000 --> 00:13:35.000]  降臨五旬節
[00:13:35.000 --> 00:13:37.000]  大大降臨
[00:13:37.000 --> 00:13:39.000]  降臨在第一間堂會
[00:13:39.000 --> 00:13:42.000]  一百二十個弟兄姊妹的身上
[00:13:42.000 --> 00:13:44.000]  然後第二章就是記載這個
[00:13:44.000 --> 00:13:46.000]  聖靈大大降臨五旬節
[00:13:46.000 --> 00:13:49.000]  彼得就起來講第一篇
[00:13:49.000 --> 00:13:53.000]  佈道我們叫做福音大爆炸的信息
[00:13:53.000 --> 00:13:54.000]  多少人信耶穌
[00:13:54.000 --> 00:13:56.000]  三千
[00:13:56.000 --> 00:13:59.000]  三千人加剛才所說
[00:13:59.000 --> 00:14:01.000]  最先一百二十人
[00:14:01.000 --> 00:14:04.000]  三千多的弟兄姊妹
[00:14:04.000 --> 00:14:06.000]  聖經說這一段聖經說
[00:14:06.000 --> 00:14:08.000]  都受了洗
[00:14:08.000 --> 00:14:11.000]  三千個出信的弟兄姊妹
[00:14:11.000 --> 00:14:13.000]  都受了洗
[00:14:13.000 --> 00:14:15.000]  十二個使徒就替他們洗禮
[00:14:15.000 --> 00:14:16.000]  加入教會
[00:14:16.000 --> 00:14:18.000]  三千一百二十人怎麼樣
[00:14:18.000 --> 00:14:20.000]  做什麼事情
[00:14:20.000 --> 00:14:22.000]  這一段聖經就是描寫
[00:14:22.000 --> 00:14:24.000]  初期教會第一次
[00:14:24.000 --> 00:14:27.000]  這麼多的新的信徒
[00:14:27.000 --> 00:14:28.000]  進入教會
[00:14:28.000 --> 00:14:29.000]  過什麼生活
[00:14:29.000 --> 00:14:33.000]  都恆心遵守使徒的教訓
[00:14:33.000 --> 00:14:35.000]  都彼此交接
[00:14:35.000 --> 00:14:36.000]  彼此交接
[00:14:36.000 --> 00:14:38.000]  我們新的一本就翻成
[00:14:38.000 --> 00:14:40.000]  都有團契
[00:14:40.000 --> 00:14:41.000]  然後撥餅
[00:14:41.000 --> 00:14:43.000]  然後在教會裡面
[00:14:43.000 --> 00:14:46.000]  這些教會弟兄姊妹的表現
[00:14:46.000 --> 00:14:48.000]  我常常都說
[00:14:48.000 --> 00:14:50.000]  這是標準
[00:14:50.000 --> 00:14:52.000]  這是以後所有
[00:14:52.000 --> 00:14:54.000]  全世界開心的
[00:14:54.000 --> 00:15:01.000]  堂會的發展都要有這些教會的生活
[00:15:01.000 --> 00:15:04.000]  使徒也在行好多的神蹟騎士
[00:15:04.000 --> 00:15:06.000]  好多人信耶穌
[00:15:06.000 --> 00:15:07.000]  來到教會裡面
[00:15:07.000 --> 00:15:08.000]  凡物公用
[00:15:08.000 --> 00:15:11.000]  很多東西大家都分享
[00:15:11.000 --> 00:15:13.000]  不只是團契
[00:15:13.000 --> 00:15:15.000]  靈性方面的分享
[00:15:15.000 --> 00:15:18.000]  物質方面也彼此幫助
[00:15:18.000 --> 00:15:21.000]  過一個整體教會的生活
[00:15:21.000 --> 00:15:24.000]  對上面讚美上帝感恩
[00:15:24.000 --> 00:15:26.000]  對外面傳福音
[00:15:26.000 --> 00:15:29.000]  神主將得救的人數
[00:15:29.000 --> 00:15:32.000]  天天加給他們裡面
[00:15:32.000 --> 00:15:34.000]  請大家留意兩件事
[00:15:34.000 --> 00:15:37.000]  談到這個三千多人
[00:15:37.000 --> 00:15:40.000]  第一個耶路撒冷的堂會
[00:15:40.000 --> 00:15:43.000]  對社區有什麼的影響
[00:15:43.000 --> 00:15:44.000]  兩方面
[00:15:44.000 --> 00:15:46.000]  第四十三節說
[00:15:46.000 --> 00:15:50.000]  眾人都起了敬畏的心
[00:15:50.000 --> 00:15:52.000]  我們原本的和本說
[00:15:52.000 --> 00:15:54.000]  眾人都懼怕
[00:15:54.000 --> 00:15:56.000]  懼怕是敬畏
[00:15:56.000 --> 00:15:58.000]  敬畏不是怕什麼
[00:15:58.000 --> 00:15:59.000]  怕黑暗
[00:15:59.000 --> 00:16:00.000]  怕鬼
[00:16:00.000 --> 00:16:01.000]  怕這樣
[00:16:01.000 --> 00:16:02.000]  不是那種的懼怕
[00:16:02.000 --> 00:16:04.000]  是敬畏
[00:16:04.000 --> 00:16:05.000]  敬畏上帝
[00:16:05.000 --> 00:16:07.000]  第一個對社區眾人
[00:16:07.000 --> 00:16:10.000]  眾人一定是這一些三千多人以外的
[00:16:10.000 --> 00:16:13.000]  整個耶路撒冷城
[00:16:13.000 --> 00:16:15.000]  耶路撒冷第一間堂會
[00:16:15.000 --> 00:16:17.000]  這樣突然間
[00:16:17.000 --> 00:16:19.000]  大大的增長
[00:16:19.000 --> 00:16:22.000]  弟兄姊妹都守使徒的教訓
[00:16:22.000 --> 00:16:24.000]  都來參加團聚
[00:16:24.000 --> 00:16:25.000]  都剝餅
[00:16:25.000 --> 00:16:27.000]  守聖餐
[00:16:27.000 --> 00:16:29.000]  都一起的凡物共用
[00:16:29.000 --> 00:16:31.000]  他們整體的生活
[00:16:31.000 --> 00:16:34.000]  第一個對這個社區的影響
[00:16:34.000 --> 00:16:39.000]  是使到社區起了敬畏的心
[00:16:39.000 --> 00:16:40.000]  為什麼
[00:16:40.000 --> 00:16:42.000]  因為這些人
[00:16:42.000 --> 00:16:45.000]  社區的人看到這一些第一批出現的
[00:16:45.000 --> 00:16:47.000]  突然間有個新宗教
[00:16:47.000 --> 00:16:49.000]  信耶穌基督
[00:16:49.000 --> 00:16:51.000]  信耶和華上帝
[00:16:51.000 --> 00:16:53.000]  透過耶穌成就了救恩
[00:16:53.000 --> 00:16:57.000]  聖父的整個救恩的計畫
[00:16:57.000 --> 00:16:59.000]  在聖子耶穌身上已經完成
[00:16:59.000 --> 00:17:01.000]  現在聖靈來了
[00:17:01.000 --> 00:17:03.000]  聖靈第三個位格來了
[00:17:03.000 --> 00:17:05.000]  聖父、聖子、聖靈
[00:17:05.000 --> 00:17:07.000]  在地上很明顯地
[00:17:07.000 --> 00:17:11.000]  開始了一個新的救恩的工作
[00:17:11.000 --> 00:17:13.000]  救了好幾百、幾千的人
[00:17:13.000 --> 00:17:17.000]  都開始有一種特別的表現
[00:17:17.000 --> 00:17:19.000]  三千多人
[00:17:19.000 --> 00:17:20.000]  有這樣的表現
[00:17:20.000 --> 00:17:22.000]  周邊所有社區裡面
[00:17:22.000 --> 00:17:24.000]  還沒有來歸心耶穌的人
[00:17:24.000 --> 00:17:28.000]  心裡面起了敬畏的心
[00:17:28.000 --> 00:17:31.000]  這些人整個信仰不同
[00:17:31.000 --> 00:17:33.000]  整個生活方式都不同
[00:17:33.000 --> 00:17:36.000]  跟我們一般猶太教完全不同
[00:17:36.000 --> 00:17:40.000]  真是能夠使到我們認識真神上帝
[00:17:40.000 --> 00:17:43.000]  真的耶和華上帝是怎麼樣的
[00:17:43.000 --> 00:17:45.000]  真的拿下了人耶穌
[00:17:45.000 --> 00:17:48.000]  這個不只是一個普通的蠟筆
[00:17:48.000 --> 00:17:50.000]  普通的先知是救主
[00:17:50.000 --> 00:17:52.000]  祂就是尼賽亞
[00:17:52.000 --> 00:17:53.000]  聖靈來了
[00:17:53.000 --> 00:17:57.000]  聖靈原來在九月聖經老早已經應許
[00:17:57.000 --> 00:17:59.000]  當它充滿整個教會
[00:17:59.000 --> 00:18:00.000]  充滿弟兄姊妹的時候
[00:18:00.000 --> 00:18:04.000]  有好多好多這些聖靈能力的表現
[00:18:04.000 --> 00:18:06.000]  這些弟兄姊妹他們看
[00:18:06.000 --> 00:18:09.000]  他們常常剝餅、守聖餐
[00:18:09.000 --> 00:18:11.000]  他們常常彼此相愛
[00:18:11.000 --> 00:18:13.000]  彼此分享
[00:18:13.000 --> 00:18:14.000]  多麼好
[00:18:14.000 --> 00:18:17.000]  對這個信仰起了敬畏的心
[00:18:17.000 --> 00:18:21.000]  這我叫做先知的侍奉
[00:18:21.000 --> 00:18:23.000]  先知的侍奉
[00:18:23.000 --> 00:18:26.000]  對社區、對社群、對國家
[00:18:26.000 --> 00:18:29.000]  有個先知的呼聲
[00:18:29.000 --> 00:18:31.000]  真的神是怎麼樣的
[00:18:31.000 --> 00:18:34.000]  真的神的兒女是怎麼樣的
[00:18:34.000 --> 00:18:37.000]  真的救主是怎麼樣的
[00:18:37.000 --> 00:18:39.000]  像社區有這樣的
[00:18:39.000 --> 00:18:40.000]  真假的分辨
[00:18:40.000 --> 00:18:42.000]  黑白的分辨
[00:18:42.000 --> 00:18:44.000]  什麼叫做好的道德
[00:18:44.000 --> 00:18:46.000]  就是這樣子
