
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹,各位嘉賓,平安
[00:02:27.000 --> 00:02:31.000]  是在乎你今生在世的時候
[00:02:31.000 --> 00:02:34.000]  各位朋友,你可不可以作出一個決定
[00:02:34.000 --> 00:02:37.000]  這個決定很簡單
[00:02:37.000 --> 00:02:43.000]  很多時候我自己和自己構思
[00:02:43.000 --> 00:02:46.000]  我的人生好像一個迷宮一樣
[00:02:47.000 --> 00:02:48.000]  甚麼叫迷宮?
[00:02:48.000 --> 00:02:50.000]  走過沒有?畫過沒有?
[00:02:50.000 --> 00:02:53.000]  有入口,有出口
[00:02:53.000 --> 00:02:55.000]  一個入口,一個出口
[00:02:55.000 --> 00:02:59.000]  入口就是我出世
[00:02:59.000 --> 00:03:03.000]  出口是甚麼?我離世
[00:03:03.000 --> 00:03:08.000]  人生在裏面就是兜兜轉轉
[00:03:08.000 --> 00:03:10.000]  有些人走得暢順些就快些
[00:03:10.000 --> 00:03:13.000]  有些人走不暢順就兜兜轉轉就久些
[00:03:15.000 --> 00:03:17.000]  出生,跟著是甚麼?
[00:03:17.000 --> 00:03:20.000]  出生,跟著是甚麼?
[00:03:20.000 --> 00:03:22.000]  我沒有說你講的
[00:03:22.000 --> 00:03:27.000]  死角一定要經過
[00:03:27.000 --> 00:03:30.000]  但如果死是亡
[00:03:30.000 --> 00:03:33.000]  出生,跟著是死亡
[00:03:33.000 --> 00:03:35.000]  那這個迷宮就完結了
[00:03:35.000 --> 00:03:37.000]  你一生就完結了
[00:03:37.000 --> 00:03:39.000]  那盼望甚麼?
[00:03:39.000 --> 00:03:41.000]  盼望甚麼?
[00:03:44.000 --> 00:03:46.000]  真言有兩次聖經記載
[00:03:46.000 --> 00:03:49.000]  有一條路人以為正
[00:03:49.000 --> 00:03:53.000]  結果成為甚麼?死亡之路
[00:03:53.000 --> 00:03:58.000]  個個在人生上以為行正路的人
[00:03:58.000 --> 00:04:01.000]  結局都是死亡
[00:04:01.000 --> 00:04:07.000]  所以如果不是神有恩典憐憫
[00:04:07.000 --> 00:04:10.000]  神有救贖計劃
[00:04:10.000 --> 00:04:12.000]  救恩臨到我們
[00:04:13.000 --> 00:04:14.000]  沒有一個人有盼望
[00:04:14.000 --> 00:04:19.000]  但耶穌基督在楊佛音第五章下所說
[00:04:19.000 --> 00:04:21.000]  那聽我話
[00:04:21.000 --> 00:04:23.000]  由信差我來者的
[00:04:23.000 --> 00:04:25.000]  就有永生
[00:04:25.000 --> 00:04:27.000]  不至於定罪
[00:04:27.000 --> 00:04:31.000]  是已經出死入生
[00:04:31.000 --> 00:04:34.000]  所以迷宮是出生入死
[00:04:34.000 --> 00:04:38.000]  但我們可以在迷宮途中
[00:04:38.000 --> 00:04:40.000]  扭轉權困
[00:04:40.000 --> 00:04:42.000]  改變你一生
[00:04:43.000 --> 00:04:45.000]  是出死入生
[00:04:45.000 --> 00:04:47.000]  那聽我話
[00:04:47.000 --> 00:04:49.000]  由信差我來者的
[00:04:49.000 --> 00:04:51.000]  耶穌說的
[00:04:51.000 --> 00:04:53.000]  不至於定罪
[00:04:53.000 --> 00:04:55.000]  就有永生
[00:04:55.000 --> 00:04:57.000]  是出死入生
[00:04:57.000 --> 00:05:00.000]  所以今天早上希望透過
[00:05:00.000 --> 00:05:02.000]  人生的盼望
[00:05:02.000 --> 00:05:04.000]  和你想想
[00:05:04.000 --> 00:05:06.000]  有沒有盼望?有的
[00:05:06.000 --> 00:05:08.000]  大家還記不記得
[00:05:08.000 --> 00:05:10.000]  剛才主席和我讀經
[00:05:11.000 --> 00:05:15.000]  但願使人有盼望的神
[00:05:15.000 --> 00:05:17.000]  因信
[00:05:17.000 --> 00:05:21.000]  將諸般的喜樂平安
[00:05:21.000 --> 00:05:23.000]  充滿你們的心
[00:05:23.000 --> 00:05:26.000]  使你們藉著聖靈的能力
[00:05:26.000 --> 00:05:28.000]  大有盼望
[00:05:28.000 --> 00:05:30.000]  那這個盼望呢
[00:05:30.000 --> 00:05:32.000]  那我想到怎樣也得到
[00:05:32.000 --> 00:05:34.000]  你想不到的
[00:05:34.000 --> 00:05:36.000]  你想極也未必有的
[00:05:36.000 --> 00:05:39.000]  在新的聖經
[00:05:40.000 --> 00:05:43.000]  根據多些的原文解釋
[00:05:43.000 --> 00:05:45.000]  就將我譯做是
[00:05:45.000 --> 00:05:48.000]  願賜盼望的神
[00:05:48.000 --> 00:05:50.000]  用你們的信
[00:05:50.000 --> 00:05:53.000]  或者說因著你們的信
[00:05:53.000 --> 00:05:56.000]  用一切的喜樂平安
[00:05:56.000 --> 00:05:58.000]  充滿你們
[00:05:58.000 --> 00:06:01.000]  使你們靠著聖靈的大能
[00:06:01.000 --> 00:06:03.000]  有滿日的盼望
[00:06:03.000 --> 00:06:05.000]  原來這個盼望
[00:06:05.000 --> 00:06:07.000]  不是你自己可以想到的
[00:06:07.000 --> 00:06:09.000]  是神賜給你的
[00:06:11.000 --> 00:06:12.000]  盼望是神賜給你的
[00:06:12.000 --> 00:06:14.000]  盼望和希望
[00:06:14.000 --> 00:06:16.000]  和期望有些不同
[00:06:16.000 --> 00:06:18.000]  你有希望有期望
[00:06:18.000 --> 00:06:20.000]  但是那些東西
[00:06:20.000 --> 00:06:23.000]  在人生上想將來要發生的事
[00:06:23.000 --> 00:06:25.000]  其實不是每個人都想好事
[00:06:25.000 --> 00:06:27.000]  有些人想壞事
[00:06:27.000 --> 00:06:30.000]  但是你想好事壞事都好
[00:06:30.000 --> 00:06:32.000]  在你人想出來
[00:06:32.000 --> 00:06:34.000]  對未來要發生的事
[00:06:34.000 --> 00:06:36.000]  你一定有個心態
[00:06:36.000 --> 00:06:39.000]  是還得還失
[00:06:40.000 --> 00:06:43.000]  而慮多過安穩
[00:06:43.000 --> 00:06:45.000]  和在過程中間
[00:06:45.000 --> 00:06:49.000]  你會擔心是多過你的信心
[00:06:49.000 --> 00:06:51.000]  甚至乎
[00:06:51.000 --> 00:06:53.000]  你會為了將來
[00:06:53.000 --> 00:06:57.000]  有很多的不安
[00:06:57.000 --> 00:07:01.000]  所以人想出來的將來
[00:07:01.000 --> 00:07:03.000]  多數都是不安
[00:07:03.000 --> 00:07:05.000]  就算想得多好都好
[00:07:05.000 --> 00:07:09.000]  你現實的心態都是還得還失
[00:07:10.000 --> 00:07:11.000]  你不敢肯定
[00:07:11.000 --> 00:07:15.000]  但是神將他的盼望給你的時候
[00:07:15.000 --> 00:07:17.000]  問題就是你接不接受
[00:07:17.000 --> 00:07:20.000]  你說接受不接受有什麼分別
[00:07:20.000 --> 00:07:22.000]  接受剛才的聖經就說
[00:07:22.000 --> 00:07:25.000]  你就會感受到一種平安
[00:07:25.000 --> 00:07:29.000]  感受到領受到上帝所賜的平安
[00:07:29.000 --> 00:07:32.000]  還有神所給你的喜樂
[00:07:32.000 --> 00:07:38.000]  你那種恐懼
[00:07:39.000 --> 00:07:40.000]  那種驚慌
[00:07:40.000 --> 00:07:42.000]  會消失
[00:07:42.000 --> 00:07:44.000]  否則
[00:07:44.000 --> 00:07:46.000]  無論你如何聰明
[00:07:46.000 --> 00:07:48.000]  如何愚蠢都好
[00:07:48.000 --> 00:07:50.000]  你都會為明天憂慮
[00:07:50.000 --> 00:07:54.000]  基督徒相信聖經所說
[00:07:54.000 --> 00:07:57.000]  耶穌基督說不要為明天憂慮
[00:07:57.000 --> 00:07:59.000]  應當一無掛慮
[00:07:59.000 --> 00:08:01.000]  有沒有這些驚慌出現過
[00:08:01.000 --> 00:08:03.000]  在你腦海裡面
[00:08:03.000 --> 00:08:05.000]  什麼時候會出現呢
[00:08:05.000 --> 00:08:07.000]  就是你擔心的時候
[00:08:08.000 --> 00:08:09.000]  你去看醫生
[00:08:09.000 --> 00:08:11.000]  去化驗所化驗一下
[00:08:11.000 --> 00:08:13.000]  下個星期一出報告
[00:08:13.000 --> 00:08:15.000]  那你還沒出報告之前
[00:08:15.000 --> 00:08:17.000]  那幾天你很安心嗎
[00:08:17.000 --> 00:08:19.000]  大吃大喝
[00:08:19.000 --> 00:08:21.000]  你會怎麼樣
[00:08:21.000 --> 00:08:23.000]  這個只是報告
[00:08:23.000 --> 00:08:25.000]  你擔心什麼
[00:08:25.000 --> 00:08:27.000]  有些人怕得睡不著覺
[00:08:27.000 --> 00:08:31.000]  去到醫務所腳在顫抖
[00:08:31.000 --> 00:08:33.000]  怎麼了
[00:08:33.000 --> 00:08:35.000]  惶恐
[00:08:37.000 --> 00:08:40.000]  經羅馬書記剛才我們所讀的十五章十三節
[00:08:40.000 --> 00:08:44.000]  這個癡盼盼望的神
[00:08:44.000 --> 00:08:47.000]  因著你們的信
[00:08:47.000 --> 00:08:50.000]  就會將一切平安喜樂充滿你們
[00:08:50.000 --> 00:08:53.000]  盼望給你
[00:08:53.000 --> 00:08:56.000]  問題就在於你接不接受
[00:08:56.000 --> 00:08:59.000]  你不接受與你無關
[00:08:59.000 --> 00:09:01.000]  你仍然活在不安
[00:09:01.000 --> 00:09:03.000]  惶恐的裡面
[00:09:03.000 --> 00:09:05.000]  這個盼望給了你
[00:09:06.000 --> 00:09:09.000]  你願意用信心去接受
[00:09:09.000 --> 00:09:11.000]  什麼叫做信心接受
[00:09:11.000 --> 00:09:14.000]  有些東西你看到以為是好東西
[00:09:14.000 --> 00:09:16.000]  就拍掌
[00:09:16.000 --> 00:09:18.000]  但你不信就不信了
[00:09:18.000 --> 00:09:22.000]  這個世界上告訴你有耶穌
[00:09:22.000 --> 00:09:24.000]  很多人不信
[00:09:24.000 --> 00:09:26.000]  你信不信
[00:09:26.000 --> 00:09:28.000]  各位朋友
[00:09:28.000 --> 00:09:31.000]  你信不信
[00:09:31.000 --> 00:09:34.000]  你不信我做個示範給你看看
[00:09:35.000 --> 00:09:37.000]  今早聽到的那些
[00:09:37.000 --> 00:09:39.000]  先不要揶揄我
[00:09:39.000 --> 00:09:41.000]  不過有些不一樣
[00:09:41.000 --> 00:09:43.000]  我跟甘月嫂做的那些
[00:09:43.000 --> 00:09:48.000]  如果這份報紙擋住港台
[00:09:48.000 --> 00:09:50.000]  大快一點
[00:09:50.000 --> 00:09:52.000]  一揭起
[00:09:52.000 --> 00:09:54.000]  那些人就不見了
[00:09:54.000 --> 00:09:56.000]  你信不信
[00:09:56.000 --> 00:09:59.000]  你為什麼不拍掌
[00:09:59.000 --> 00:10:01.000]  哈哈哈
[00:10:02.000 --> 00:10:05.000]  你見過是不見的
[00:10:05.000 --> 00:10:07.000]  不過我這些表演很差
[00:10:07.000 --> 00:10:09.000]  我再給你看看
[00:10:09.000 --> 00:10:11.000]  你信不信
[00:10:11.000 --> 00:10:13.000]  這支筆在這裡
[00:10:13.000 --> 00:10:15.000]  是實物
[00:10:15.000 --> 00:10:17.000]  是實體
[00:10:17.000 --> 00:10:19.000]  插進去
[00:10:19.000 --> 00:10:21.000]  看到了嗎
[00:10:21.000 --> 00:10:23.000]  在裡面
[00:10:23.000 --> 00:10:25.000]  看著
[00:10:25.000 --> 00:10:27.000]  一二三
[00:10:32.000 --> 00:10:33.000]  你拍掌而已
[00:10:33.000 --> 00:10:35.000]  你信不信
[00:10:35.000 --> 00:10:37.000]  就是了
[00:10:37.000 --> 00:10:39.000]  人生的拍掌不信
[00:10:39.000 --> 00:10:41.000]  告訴你有耶穌
[00:10:41.000 --> 00:10:43.000]  聖誕節多開心
[00:10:43.000 --> 00:10:46.000]  聖誕節這麼開心嗎
[00:10:46.000 --> 00:10:48.000]  又有家放
[00:10:48.000 --> 00:10:51.000]  為什麼你不信
[00:10:51.000 --> 00:10:53.000]  不信就不信了
[00:10:53.000 --> 00:10:55.000]  盼望
[00:10:55.000 --> 00:10:57.000]  人生有盼望的
[00:10:57.000 --> 00:11:00.000]  只要你相信耶穌就有盼望了
[00:11:01.000 --> 00:11:03.000]  那你不信我沒辦法
[00:11:03.000 --> 00:11:05.000]  所以那些聖經都很好的
[00:11:05.000 --> 00:11:07.000]  癡攀目
[00:11:07.000 --> 00:11:10.000]  拜登你在想那支筆在哪裡
[00:11:10.000 --> 00:11:20.000]  這些我是看人表演時偷師學回來的
[00:11:20.000 --> 00:11:27.000]  癡攀目的神
[00:11:27.000 --> 00:11:29.000]  只希望你信
[00:11:30.000 --> 00:11:31.000]  你的信不是沒有根據的
[00:11:31.000 --> 00:11:33.000]  歷史上已經發生了
[00:11:33.000 --> 00:11:35.000]  歷史是沒得改的了
[00:11:35.000 --> 00:11:37.000]  耶穌降生的事件
[00:11:37.000 --> 00:11:39.000]  是沒得改的了
[00:11:39.000 --> 00:11:41.000]  已經發生了
[00:11:41.000 --> 00:11:43.000]  耶穌為我們釘十字架
[00:11:43.000 --> 00:11:45.000]  是沒得改的
[00:11:45.000 --> 00:11:47.000]  已經發生了
[00:11:47.000 --> 00:11:49.000]  耶穌為我們復活
[00:11:49.000 --> 00:11:51.000]  是沒得改的
[00:11:51.000 --> 00:11:53.000]  已經發生了
[00:11:53.000 --> 00:11:55.000]  耶穌的升天
[00:11:55.000 --> 00:11:57.000]  是歷史沒得改的
[00:11:57.000 --> 00:11:59.000]  已經發生了
[00:12:00.000 --> 00:12:02.000]  耶穌都是只有支字不信的
[00:12:02.000 --> 00:12:07.000]  所以你就仍然活在惶恐
[00:12:07.000 --> 00:12:09.000]  不安
[00:12:09.000 --> 00:12:13.000]  患失患得的人生中間
[00:12:13.000 --> 00:12:16.000]  真正的喜樂平安
[00:12:16.000 --> 00:12:18.000]  是藉著聖靈的大能
[00:12:18.000 --> 00:12:21.000]  給你有滿日的盼望
[00:12:21.000 --> 00:12:23.000]  活著有明天
[00:12:28.000 --> 00:12:30.000]  有一次我跟一個
[00:12:30.000 --> 00:12:32.000]  我的舊生聊天
[00:12:32.000 --> 00:12:36.000]  他在他跟別人談生意的時候
[00:12:36.000 --> 00:12:38.000]  當時他還未認識耶穌
[00:12:38.000 --> 00:12:41.000]  或者還未知道信耶穌
[00:12:41.000 --> 00:12:44.000]  他跟一個生意的朋友聊天
[00:12:44.000 --> 00:12:46.000]  那個朋友跟他說
[00:12:46.000 --> 00:12:48.000]  大家談生意
[00:12:48.000 --> 00:12:50.000]  快點簽合約
[00:12:50.000 --> 00:12:53.000]  你估計那個生意夥伴
[00:12:53.000 --> 00:12:55.000]  為什麼這麼急
[00:12:56.000 --> 00:12:58.000]  你簽就沒有生意了
[00:12:58.000 --> 00:13:00.000]  那個生意夥伴
[00:13:00.000 --> 00:13:02.000]  是信了耶穌的人
[00:13:02.000 --> 00:13:04.000]  你這麼急幹什麼
[00:13:04.000 --> 00:13:06.000]  我不急的
[00:13:06.000 --> 00:13:08.000]  我有很多時間
[00:13:08.000 --> 00:13:10.000]  我有永生
[00:13:10.000 --> 00:13:14.000]  後來我跟他計算一條數
[00:13:14.000 --> 00:13:16.000]  朋友
[00:13:16.000 --> 00:13:19.000]  你的人生是三萬六千五百日
[00:13:19.000 --> 00:13:22.000]  如果你有一百歲的話
[00:13:22.000 --> 00:13:24.000]  是不是
[00:13:25.000 --> 00:13:26.000]  你寫三萬六千五百日
[00:13:26.000 --> 00:13:28.000]  寫著寫著就寫完了
[00:13:28.000 --> 00:13:30.000]  但是有永生的人
[00:13:30.000 --> 00:13:31.000]  寫完之後還有沒有
[00:13:31.000 --> 00:13:32.000]  還有的
[00:13:32.000 --> 00:13:33.000]  但是很可惜的一件事
[00:13:33.000 --> 00:13:35.000]  人看不到那個
[00:13:35.000 --> 00:13:37.000]  我用一個很簡單
[00:13:37.000 --> 00:13:38.000]  你收過的例子告訴你
[00:13:38.000 --> 00:13:40.000]  你想真正得到
[00:13:40.000 --> 00:13:41.000]  真正的平安喜樂
[00:13:41.000 --> 00:13:42.000]  寫到永恆
[00:13:42.000 --> 00:13:44.000]  許聖經應許
[00:13:44.000 --> 00:13:45.000]  將來沒有眼淚
[00:13:45.000 --> 00:13:46.000]  沒有痛苦
[00:13:46.000 --> 00:13:47.000]  沒有悲哀
[00:13:47.000 --> 00:13:48.000]  沒有死亡的話
[00:13:48.000 --> 00:13:49.000]  你只有一件事
[00:13:49.000 --> 00:13:50.000]  信耶穌
[00:13:50.000 --> 00:13:52.000]  為什麼
[00:13:52.000 --> 00:13:54.000]  我想跟大家重溫故事
[00:13:54.000 --> 00:13:55.000]  令你感受一下
[00:13:55.000 --> 00:13:56.000]  我到這樣的年紀
[00:13:56.000 --> 00:13:57.000]  有時
[00:13:57.000 --> 00:13:58.000]  回想起舊事
[00:13:58.000 --> 00:14:00.000]  有時自己有些感觸
[00:14:00.000 --> 00:14:03.000]  我讀書的時候是怎樣
[00:14:03.000 --> 00:14:04.000]  我小時候是怎樣
[00:14:04.000 --> 00:14:06.000]  想起我爸爸媽媽的時候是怎樣
[00:14:06.000 --> 00:14:09.000]  無論你過去如何好
[00:14:09.000 --> 00:14:10.000]  如何成功
[00:14:10.000 --> 00:14:11.000]  如何輝煌
[00:14:11.000 --> 00:14:12.000]  請問
[00:14:12.000 --> 00:14:13.000]  那些歡樂
[00:14:13.000 --> 00:14:14.000]  那些喜樂
[00:14:14.000 --> 00:14:16.000]  那些滿足
[00:14:16.000 --> 00:14:18.000]  可不可以定鏡不動
[00:14:18.000 --> 00:14:21.000]  定了一張照片給你看
[00:14:22.000 --> 00:14:24.000]  你看到的是唏噓
[00:14:24.000 --> 00:14:27.000]  我和我老伴
[00:14:27.000 --> 00:14:28.000]  我太太一起吃飯
[00:14:28.000 --> 00:14:30.000]  兩個人一起吃飯
[00:14:30.000 --> 00:14:31.000]  是不是
[00:14:31.000 --> 00:14:34.000]  看回孫子小時候
[00:14:34.000 --> 00:14:35.000]  抱他們的照片
[00:14:35.000 --> 00:14:36.000]  多麼有趣
[00:14:36.000 --> 00:14:37.000]  他經常說
[00:14:37.000 --> 00:14:38.000]  那時多麼有趣
[00:14:38.000 --> 00:14:39.000]  那時
[00:14:39.000 --> 00:14:42.000]  真的看得出自己有些傷感
[00:14:42.000 --> 00:14:45.000]  不是真的哭的那種傷感
[00:14:45.000 --> 00:14:46.000]  是的
[00:14:46.000 --> 00:14:49.000]  我還抱著他回教會
[00:14:49.000 --> 00:14:51.000]  現在他比我還高
[00:14:51.000 --> 00:14:53.000]  我以為是他抱著我
[00:14:53.000 --> 00:14:58.000]  可以定鏡嗎
[00:14:58.000 --> 00:15:01.000]  但聖經應許不是這樣的
[00:15:01.000 --> 00:15:03.000]  將來到永恆裡面
[00:15:03.000 --> 00:15:04.000]  不再有眼淚
[00:15:04.000 --> 00:15:06.000]  不再有痛苦
[00:15:06.000 --> 00:15:09.000]  不再有悲傷
[00:15:09.000 --> 00:15:11.000]  不再有死亡
[00:15:11.000 --> 00:15:13.000]  不再有病痛
[00:15:13.000 --> 00:15:17.000]  那個定鏡是到永恆的
[00:15:20.000 --> 00:15:22.000]  所以盼望對我們人生
[00:15:22.000 --> 00:15:24.000]  很重要很重要
[00:15:24.000 --> 00:15:26.000]  但是可惜一件事
[00:15:26.000 --> 00:15:28.000]  人知道有些歷史已經發生了
[00:15:28.000 --> 00:15:30.000]  就是不相信
[00:15:30.000 --> 00:15:32.000]  聽我說
[00:15:32.000 --> 00:15:34.000]  又信猜我來者的就有永生
[00:15:34.000 --> 00:15:37.000]  不至於定罪是已經出死入生了
[00:15:37.000 --> 00:15:39.000]  因為他沒有用時間去思考
[00:15:39.000 --> 00:15:42.000]  今天我想透過幾節聖經
[00:15:42.000 --> 00:15:44.000]  六節聖經和你們想一想
[00:15:44.000 --> 00:15:46.000]  為什麼你要信耶穌
[00:15:46.000 --> 00:15:49.000]  第一節聖經
[00:15:49.000 --> 00:15:52.000]  因為罪的公駕乃死
[00:15:52.000 --> 00:15:54.000]  唯有神的恩賜
[00:15:54.000 --> 00:15:56.000]  在我們主耶穌基督裡乃永生
[00:15:56.000 --> 00:15:59.000]  罪的公駕是死
[00:15:59.000 --> 00:16:00.000]  人之會死
[00:16:00.000 --> 00:16:02.000]  因為人犯罪了
[00:16:02.000 --> 00:16:04.000]  很多人說
[00:16:04.000 --> 00:16:06.000]  我不見坐牢
[00:16:06.000 --> 00:16:08.000]  坐牢不是犯罪
[00:16:08.000 --> 00:16:10.000]  而是犯法
[00:16:10.000 --> 00:16:17.000]  你如果逃避法律
[00:16:17.000 --> 00:16:19.000]  逃避法律
[00:16:19.000 --> 00:16:20.000]  或者
[00:16:20.000 --> 00:16:22.000]  有些事做了沒有人知道
[00:16:22.000 --> 00:16:24.000]  不過
[00:16:24.000 --> 00:16:26.000]  你自己心知
[00:16:26.000 --> 00:16:28.000]  沒有事
[00:16:28.000 --> 00:16:29.000]  沒有事
[00:16:29.000 --> 00:16:31.000]  我今早忘了帶荷包
[00:16:31.000 --> 00:16:33.000]  所以我忘了帶荷包
[00:16:33.000 --> 00:16:35.000]  給你一個示範
[00:16:35.000 --> 00:16:38.000]  我不是想引你犯罪
[00:16:38.000 --> 00:16:40.000]  不過給你反省一下
[00:16:40.000 --> 00:16:42.000]  這張紙現在沒有什麼吃香
[00:16:42.000 --> 00:16:44.000]  我記得十幾二十年前
[00:16:44.000 --> 00:16:45.000]  我在廣告會的時候
[00:16:45.000 --> 00:16:47.000]  很多人看了之後眼睛都大了
[00:16:47.000 --> 00:16:49.000]  看到沒有
[00:16:49.000 --> 00:16:51.000]  我不是變魔術
[00:16:51.000 --> 00:16:53.000]  這張紙是真的
[00:16:53.000 --> 00:16:57.000]  如果你站在巴士站
[00:16:57.000 --> 00:16:58.000]  一個晚上
[00:16:58.000 --> 00:16:59.000]  夜闌人靜
[00:16:59.000 --> 00:17:01.000]  已經沒什麼人了
[00:17:01.000 --> 00:17:03.000]  你坐在那裡等
[00:17:03.000 --> 00:17:05.000]  有個人在你面前走過
[00:17:05.000 --> 00:17:07.000]  他在袋裡掏手巾的時候
[00:17:07.000 --> 00:17:09.000]  一不掏
[00:17:09.000 --> 00:17:11.000]  那張紙
[00:17:11.000 --> 00:17:14.000]  就掉在你腳前面
[00:17:15.000 --> 00:17:17.000]  那你會怎麼做
[00:17:17.000 --> 00:17:23.000]  馬上喊他
[00:17:23.000 --> 00:17:24.000]  誰不知那時候想喊的時候
[00:17:24.000 --> 00:17:25.000]  不知道為什麼喉嚨卡住了
[00:17:25.000 --> 00:17:27.000]  喊不出聲
[00:17:27.000 --> 00:17:29.000]  想喊了
[00:17:29.000 --> 00:17:30.000]  喊不出聲了
[00:17:30.000 --> 00:17:31.000]  為什麼
[00:17:31.000 --> 00:17:32.000]  一看
[00:17:32.000 --> 00:17:34.000]  如果我換了一千元那張紙
[00:17:34.000 --> 00:17:35.000]  你要聰明一點
[00:17:35.000 --> 00:17:38.000]  一百元十十歲
[00:17:38.000 --> 00:17:41.000]  當你要喊的時候
[00:17:41.000 --> 00:17:43.000]  你就看到那張紙被風吹了一下
[00:17:43.000 --> 00:17:45.000]  吹到你的腳面前
[00:17:45.000 --> 00:17:47.000]  那你怎麼辦
[00:17:47.000 --> 00:17:49.000]  怎麼樣
[00:17:49.000 --> 00:17:51.000]  當看不到
[00:17:51.000 --> 00:17:53.000]  看不到
[00:17:53.000 --> 00:17:54.000]  你這麼傻
[00:17:54.000 --> 00:17:56.000]  你很聰明
[00:17:56.000 --> 00:17:58.000]  先用腳踩著他
[00:17:58.000 --> 00:18:02.000]  一隻眼睛看著那個人
[00:18:02.000 --> 00:18:04.000]  滴滴滴滴滴滴滴滴滴滴滴滴滴滴滴滴滴滴滴
[00:18:04.000 --> 00:18:06.000]  一隻眼睛就看著這裡
[00:18:06.000 --> 00:18:07.000]  一隻眼睛看著那裡
[00:18:07.000 --> 00:18:09.000]  十來十去之後
[00:18:09.000 --> 00:18:11.000]  你心中已經作了決定
[00:18:11.000 --> 00:18:17.000]  陳偉業議員
[00:18:41.000 --> 00:18:47.000]  陳偉業議員
[00:19:11.000 --> 00:19:17.000]  陳偉業議員
[00:19:41.000 --> 00:19:47.000]  陳偉業議員
[00:20:11.000 --> 00:20:17.000]  陳偉業議員
[00:20:41.000 --> 00:20:47.000]  陳偉業議員
[00:21:11.000 --> 00:21:17.000]  陳偉業議員
[00:21:41.000 --> 00:21:47.000]  陳偉業議員
[00:22:11.000 --> 00:22:17.000]  陳偉業議員
[00:22:41.000 --> 00:22:47.000]  陳偉業議員
[00:23:11.000 --> 00:23:17.000]  陳偉業議員
[00:23:41.000 --> 00:23:47.000]  陳偉業議員
[00:24:11.000 --> 00:24:17.000]  陳偉業議員
[00:24:41.000 --> 00:24:47.000]  陳偉業議員
[00:25:11.000 --> 00:25:17.000]  陳偉業議員
[00:25:41.000 --> 00:25:47.000]  陳偉業議員
[00:26:11.000 --> 00:26:17.000]  陳偉業議員
[00:26:41.000 --> 00:26:47.000]  陳偉業議員
[00:27:11.000 --> 00:27:17.000]  陳偉業議員
[00:27:41.000 --> 00:27:47.000]  陳偉業議員
[00:28:11.000 --> 00:28:17.000]  陳偉業議員
[00:28:41.000 --> 00:28:47.000]  陳偉業議員
[00:29:11.000 --> 00:29:17.000]  陳偉業議員
[00:29:41.000 --> 00:29:47.000]  陳偉業議員
