
[00:00:00.000 --> 00:00:13.000]  每年年底的時候,爲什麼我們要聽小孩子耶穌的故事呢?
[00:15:19.000 --> 00:15:23.000]  拿黃金乳香抹藥爲禮物獻給他
[00:15:23.000 --> 00:15:26.000]  拿黃金乳香抹藥爲禮物獻給他
[00:15:26.000 --> 00:15:29.000]  博士們見到一個小孩子
[00:15:29.000 --> 00:15:31.000]  博士們看見一個小孩子
[00:15:31.000 --> 00:15:36.000]  聖經是提及這個小孩的母親就是瑪利亞
[00:15:36.000 --> 00:15:40.000]  聖經是提及這個小孩的母親就是瑪利亞
[00:15:40.000 --> 00:15:42.000]  所以這個小孩子是誰呢?
[00:15:42.000 --> 00:15:44.000]  所以這個小孩子是誰呢?
[00:15:44.000 --> 00:15:46.000]  就是主耶穌了
[00:15:46.000 --> 00:15:47.000]  就是主耶穌了
[00:15:47.000 --> 00:15:49.000]  有沒有留意到這裏
[00:15:49.000 --> 00:15:53.000]  是完全沒有提及小孩子的名字
[00:15:53.000 --> 00:15:55.000]  有沒有留意到這裏
[00:15:55.000 --> 00:15:58.000]  是完全沒有提到小孩子的名字
[00:15:58.000 --> 00:16:04.000]  我想目的是想大家集中注意在他的身份之上
[00:16:04.000 --> 00:16:09.000]  我想目的是想大家集中注意在他的身份之上
[00:16:09.000 --> 00:16:12.000]  這個小孩子的身份是什麼呢?
[00:16:12.000 --> 00:16:14.000]  這個小孩子的身份是什麼呢?
[00:16:14.000 --> 00:16:17.000]  他就是要做猶太人的王
[00:16:17.000 --> 00:16:19.000]  他就是要做猶太人的王
[00:16:19.000 --> 00:16:22.000]  他就是新生王,就是基督
[00:16:22.000 --> 00:16:26.000]  他就是新生王,就是基督
[00:16:26.000 --> 00:16:31.000]  不單止如此,他也是以色列人榮耀的王
[00:16:31.000 --> 00:16:35.000]  不單止如此,他也是以色列人榮耀的王
[00:16:35.000 --> 00:16:38.000]  也是我們的救主
[00:16:38.000 --> 00:16:40.000]  也是我們的救主
[00:16:40.000 --> 00:16:43.000]  包括我們中國人這些外邦人的救主
[00:16:43.000 --> 00:16:46.000]  包括我們中國人這些外邦人的救主
[00:16:46.000 --> 00:16:49.000]  所以請大家現在想一想
[00:16:49.000 --> 00:16:51.000]  所以請大家現在想一想
[00:16:51.000 --> 00:16:56.000]  我們有沒有真正認識到主耶穌的身份是何等的高貴呢?
[00:16:56.000 --> 00:17:01.000]  我們有沒有真正認識到主耶穌的身份是何等的高貴呢?
[00:17:01.000 --> 00:17:07.000]  並且祂和我們之間有着何等密切的關係呢?
[00:17:07.000 --> 00:17:11.000]  並且祂和我們之間有着何等密切的關係呢?
[00:17:11.000 --> 00:17:17.000]  假如你是將要見到一位大人物的話
[00:17:17.000 --> 00:17:20.000]  假如你想要見一位大人物的話
[00:17:20.000 --> 00:17:24.000]  你會不會在見面之前事先做好準備呢?
[00:17:24.000 --> 00:17:28.000]  你會不會在見面之前事先做好準備呢?
[00:17:28.000 --> 00:17:34.000]  由於博士們已經預先知道要見一位猶太人的王
[00:17:34.000 --> 00:17:39.000]  由於這幾位博士預先知道要見一位猶太人的王
[00:17:39.000 --> 00:17:47.000]  所以他們早已預備好黃金與香活躍這三份禮物送給小耶穌
[00:17:47.000 --> 00:17:53.000]  所以他們早已預備好黃金、乳香、墨藥這三份貴重的禮物給耶穌
[00:17:53.000 --> 00:17:58.000]  有很多人解釋黃金代表什麼?乳香代表什麼?墨藥代表什麼?
[00:17:58.000 --> 00:18:03.000]  有很多人解釋黃金代表什麼?乳香代表什麼?墨藥代表什麼?
[00:18:03.000 --> 00:18:09.000]  但是歸根究底這幾份禮物是完全適合送給一個皇帝
[00:18:09.000 --> 00:18:15.000]  但是歸根究底這幾份禮物是完全適合送給一位皇帝的
[00:18:15.000 --> 00:18:18.000]  由於禮物是有三份
[00:18:18.000 --> 00:18:20.000]  由於禮物是有三份
[00:18:20.000 --> 00:18:24.000]  所以我們通常會說有三個博士去見小耶穌
[00:18:24.000 --> 00:18:29.000]  所以一般人就說有三個博士去見這位小耶穌
[00:18:29.000 --> 00:18:32.000]  原文卻是幾個博士
[00:18:32.000 --> 00:18:35.000]  原文卻是幾個博士
[00:18:35.000 --> 00:18:39.000]  求主讓這段經文可以再次提醒我們每一個人
[00:18:39.000 --> 00:18:43.000]  求主讓這幾段經文再次提醒我們
[00:18:43.000 --> 00:18:48.000]  要怎樣正確地對待主耶穌基督
[00:18:48.000 --> 00:18:52.000]  要怎樣正確地對待主耶穌基督
[00:18:52.000 --> 00:18:56.000]  接下來這個故事發展成爲一個逃跑的故事
[00:18:56.000 --> 00:19:01.000]  最後這個故事發展成爲一個逃跑的故事
[00:19:01.000 --> 00:19:03.000]  第十二節這麼說
[00:19:03.000 --> 00:19:06.000]  博士因爲在夢中被主指示
[00:19:06.000 --> 00:19:07.000]  十二節這裏說
[00:19:07.000 --> 00:19:11.000]  博士因爲在夢中被主指示
[00:19:11.000 --> 00:19:14.000]  不要回去見希律
[00:19:14.000 --> 00:19:16.000]  不要回去見希律
[00:19:16.000 --> 00:19:19.000]  就從別的路回本地去了
[00:19:19.000 --> 00:19:22.000]  就從別的路回本地去了
[00:19:22.000 --> 00:19:26.000]  神是引導博士私下離開
[00:19:26.000 --> 00:19:29.000]  神是引導博士私下離開
[00:19:29.000 --> 00:19:31.000]  好了,接着第十三節
[00:19:31.000 --> 00:19:33.000]  之後十三節
[00:19:33.000 --> 00:19:37.000]  他們去後有主的使者向若瑟夢中顯現
[00:19:37.000 --> 00:19:41.000]  他們去後有主的使者向若瑟夢中顯現
[00:19:41.000 --> 00:19:45.000]  說起來帶着小孩子和他母親逃亡埃及
[00:19:45.000 --> 00:19:50.000]  說起來帶着小孩子和他母親逃亡埃及
[00:19:50.000 --> 00:19:54.000]  住在那裏等我吩咐你
[00:19:54.000 --> 00:19:58.000]  因爲希律必尋找小孩子要除滅他
[00:19:58.000 --> 00:20:02.000]  因爲希律必尋找小孩子要除滅他
[00:20:02.000 --> 00:20:06.000]  所以神又用另外一種方法
[00:20:06.000 --> 00:20:09.000]  在夢中向他顯現
[00:20:09.000 --> 00:20:14.000]  所以神卻用另外一種方法在夢中向他顯現
[00:20:14.000 --> 00:20:19.000]  引導若瑟一家立即逃亡埃及
[00:20:19.000 --> 00:20:25.000]  引導若瑟一家立即逃亡埃及
[00:20:25.000 --> 00:20:30.000]  引導若瑟一家立即逃亡埃及
[00:20:30.000 --> 00:20:34.000]  以致小孩子的性命得到保守
[00:20:34.000 --> 00:20:42.000]  以致小孩子的性命得到保守
[00:20:42.000 --> 00:20:45.000]  只知道希律王死了以後
[00:20:45.000 --> 00:20:49.000]  他們一家人纔回到拿撒勒這個地方
[00:20:49.000 --> 00:20:53.000]  我們從這段經文繼續看下去不單如此
[00:20:53.000 --> 00:20:58.000]  我們從這段經文繼續看下去不單如此
[00:20:58.000 --> 00:21:01.000]  從第十四和第五節
[00:21:01.000 --> 00:21:07.000]  神藉着逃難的故事揭示了耶穌真正的身份
[00:21:07.000 --> 00:21:09.000]  第十四和十五節
[00:21:09.000 --> 00:21:14.000]  神藉着逃難的故事揭示了主耶穌
[00:21:14.000 --> 00:21:17.000]  或者這麼說是一個更加高貴的身份
[00:21:17.000 --> 00:21:20.000]  或者這麼說是一個更加高貴的身份
[00:21:20.000 --> 00:21:25.000]  若瑟就起來夜間帶着小孩子和他母親往埃及去
[00:21:25.000 --> 00:21:30.000]  若瑟就起來夜間帶着小孩子和他母親往埃及去
[00:21:30.000 --> 00:21:32.000]  住在那裏直到希律死了
[00:21:32.000 --> 00:21:34.000]  住在那裏直到希律死了
[00:21:34.000 --> 00:21:38.000]  這是應驗主席先知所說的話
[00:21:38.000 --> 00:21:41.000]  這是應驗主席先知所說的話
[00:21:41.000 --> 00:21:45.000]  說我從埃及召出我的兒子來
[00:21:45.000 --> 00:21:48.000]  說我從埃及召出我的兒子來
[00:21:48.000 --> 00:21:53.000]  神就藉着先知的預言
[00:21:53.000 --> 00:21:57.000]  說明耶穌真正的身份是神的兒子
[00:21:57.000 --> 00:22:02.000]  說明耶穌真正的身份是神的兒子
[00:22:02.000 --> 00:22:04.000]  主耶穌就是神
[00:22:04.000 --> 00:22:06.000]  主耶穌就是神
[00:22:06.000 --> 00:22:11.000]  或者我們當中有些人好像這幾位博士一樣
[00:22:11.000 --> 00:22:15.000]  或者我們當中有些人好像這幾位博士一樣
[00:22:15.000 --> 00:22:20.000]  從一些人的口中知道這個世界上有一個很重要的人物
[00:22:20.000 --> 00:22:24.000]  從一些人的口中知道這個世界上有一個很重要的人物
[00:22:24.000 --> 00:22:30.000]  和我們的人生是非常有關係的
[00:22:30.000 --> 00:22:34.000]  他們很想認識這個人物
[00:22:34.000 --> 00:22:37.000]  但是他們不知道在哪裏能夠找到
[00:22:37.000 --> 00:22:40.000]  但是卻不知道從哪裏可以找到
[00:22:40.000 --> 00:22:45.000]  於是他們就東找找,西找找
[00:22:45.000 --> 00:22:48.000]  東張西望
[00:22:48.000 --> 00:22:52.000]  看一下他在哪裏出現
[00:22:52.000 --> 00:22:56.000]  但是今天的經文告訴我們
[00:22:56.000 --> 00:23:00.000]  博士們是得到天上一顆星的引導
[00:23:00.000 --> 00:23:03.000]  博士們是得到天上一顆星的引導
[00:23:03.000 --> 00:23:08.000]  就可以從東方來到耶路撒冷去找到他們的目標人物
[00:23:08.000 --> 00:23:12.000]  就可以從東方來到耶路撒冷找到他們的目標人物
[00:23:12.000 --> 00:23:15.000]  他們用什麼方法呢?
[00:23:15.000 --> 00:23:18.000]  他們尋找基督的關鍵
[00:23:18.000 --> 00:23:21.000]  他們尋找基督的關鍵
[00:23:21.000 --> 00:23:23.000]  第一就是向上望
[00:23:23.000 --> 00:23:25.000]  第一就是向上望
[00:23:25.000 --> 00:23:28.000]  唯有向上望他纔可以見到那顆星
[00:23:28.000 --> 00:23:32.000]  唯有向上望他纔可以見到那顆星
[00:23:32.000 --> 00:23:37.000]  他可以靠着神所安排的星得蒙引導
[00:23:37.000 --> 00:23:42.000]  他們可以得到神所派的星得蒙引導
[00:23:42.000 --> 00:23:47.000]  其實我們只需要細心留意我們身邊發生的事物
[00:23:47.000 --> 00:23:53.000]  其實只要我們細心仔細地留意我們身邊所發生的事物
[00:23:53.000 --> 00:23:56.000]  神可能爲你預備了一顆星
[00:23:56.000 --> 00:23:59.000]  神可能已經爲我們預備了一顆星
[00:23:59.000 --> 00:24:02.000]  好像明燈一樣
[00:24:02.000 --> 00:24:05.000]  引導我們來到基督耶穌的面前
[00:24:05.000 --> 00:24:08.000]  引導我們來到基督耶穌的面前來
[00:24:08.000 --> 00:24:11.000]  這顆星在哪裏呢?
[00:24:11.000 --> 00:24:12.000]  這顆星在哪裏呢?
[00:24:12.000 --> 00:24:14.000]  很可能是你一個認識的人
[00:24:14.000 --> 00:24:16.000]  也可能是你一位認識的人
[00:24:16.000 --> 00:24:20.000]  另一方面我們也都要向內望
[00:24:20.000 --> 00:24:23.000]  另一方面我們要向內看
[00:24:23.000 --> 00:24:26.000]  就是說要省察我們的內心
[00:24:26.000 --> 00:24:28.000]  就是說要省察我們的內心
[00:24:28.000 --> 00:24:32.000]  我們看看有沒有一個希律王在我們的心裏
[00:24:32.000 --> 00:24:35.000]  我們看看有沒有一個希律王在我們的心裏
[00:24:35.000 --> 00:24:39.000]  剛纔希律王由於嫉妒猶太人的王
[00:24:39.000 --> 00:24:43.000]  剛纔由於希律王是妒忌猶太人的王
[00:24:43.000 --> 00:24:47.000]  所以他就不接受這個小孩子耶穌
[00:24:47.000 --> 00:24:50.000]  所以他就不接受這個小孩子耶穌
[00:24:50.000 --> 00:24:55.000]  連耶路撒冷合成的人也都心裏不安
[00:24:55.000 --> 00:24:58.000]  連耶路撒冷合成的人也都心裏不安
[00:24:58.000 --> 00:24:59.000]  連耶路撒冷合成的人也都心裏不安
[00:24:59.000 --> 00:25:01.000]  爲什麼呢?
[00:25:01.000 --> 00:25:05.000]  這個皇帝是和他們直接有關的
[00:25:05.000 --> 00:25:09.000]  這個皇帝是和他們直接有關的
[00:25:09.000 --> 00:25:11.000]  但他們都覺得不安
[00:25:11.000 --> 00:25:13.000]  但他們都覺得不安
[00:25:13.000 --> 00:25:19.000]  原因就是他們恐怕如果有一個猶太王出現的話
[00:25:19.000 --> 00:25:23.000]  原因就是他們恐怕有一個猶太王出現的話
[00:25:23.000 --> 00:25:26.000]  就會發生動亂
[00:25:26.000 --> 00:25:28.000]  就會發生動亂
[00:25:28.000 --> 00:25:30.000]  因爲在猶太的歷史裏面
