
[00:00:00.000 --> 00:00:04.440]  頂姐妹,我們同福的方向有幾個字
[00:02:33.480 --> 00:02:35.280]  更大的信靠
[00:02:35.280 --> 00:02:38.240]  主祢在這個世代我們需要額外的信心
[00:02:38.240 --> 00:02:39.880]  額外的信靠
[00:02:39.880 --> 00:02:43.360]  以致我們一生可以經歷祢的福樂
[00:02:43.360 --> 00:02:44.720]  祢自己的同在
[00:02:44.720 --> 00:02:46.040]  祢自己的平安
[00:02:46.040 --> 00:02:47.520]  親愛的主,我們多謝祢
[00:02:47.520 --> 00:02:50.640]  主,讓我們去學習祢的心
[00:02:50.640 --> 00:02:52.480]  我們學習祢的價值觀
[00:02:52.480 --> 00:02:54.640]  以致我們行到祢的價值觀
[00:02:54.640 --> 00:02:57.840]  以致我們生命裏面經歷更多更多祢的真實
[00:02:57.840 --> 00:02:58.640]  親愛的主,我們多謝祢
[00:02:58.640 --> 00:02:59.560]  我們奉耶穌基督的名
[00:02:59.560 --> 00:03:01.080]  吩咐一切黑暗勢力
[00:03:01.080 --> 00:03:02.880]  要離開我們頂智妹
[00:03:02.880 --> 00:03:04.040]  主,讓我們亮光
[00:03:04.040 --> 00:03:05.280]  讓我們見到祢
[00:03:05.280 --> 00:03:07.240]  一切蒙蔽要離開我們
[00:03:07.240 --> 00:03:08.720]  主,多謝祢,我們讚美祢
[00:03:08.720 --> 00:03:09.800]  以下時間
[00:03:09.800 --> 00:03:12.280]  讓我們每一位都分別為聖交給祢
[00:03:12.280 --> 00:03:13.400]  聽我們禱告
[00:03:13.400 --> 00:03:15.400]  奉耶穌基督得性的名
[00:03:15.400 --> 00:03:16.400]  Amen
[00:03:18.240 --> 00:03:19.840]  在中國的戰國時代
[00:03:19.840 --> 00:03:21.960]  有一個國家叫做己國
[00:03:21.960 --> 00:03:23.640]  裏面住了一個人
[00:03:23.640 --> 00:03:25.200]  這個人見到
[00:03:25.200 --> 00:03:27.320]  經常天昏地暗
[00:03:27.320 --> 00:03:28.200]  烏雲密佈
[00:03:28.200 --> 00:03:29.960]  就開始擔心
[00:03:29.960 --> 00:03:31.920]  如果天塌下來
[00:03:31.920 --> 00:03:34.440]  我們不是每一個都摘片了嗎?
[00:03:34.440 --> 00:03:36.880]  於是就非常憂慮
[00:03:36.880 --> 00:03:38.080]  茶飯不思
[00:03:38.080 --> 00:03:40.080]  晚上又睡不著
[00:03:40.080 --> 00:03:42.760]  有一個好心人聽見這樣的經歷
[00:03:42.760 --> 00:03:44.640]  就專程來找這個
[00:03:44.640 --> 00:03:48.080]  己國人跟他說:你不用擔心
[00:03:48.080 --> 00:03:51.440]  其實天空是一層的氣體
[00:03:51.440 --> 00:03:53.840]  就好像人呼吸的氣一樣
[00:03:53.840 --> 00:03:55.360]  既然是氣體
[00:03:55.360 --> 00:03:57.480]  就不會塌下來
[00:03:57.480 --> 00:04:00.760]  這個己國人就半信半疑
[00:04:00.760 --> 00:04:02.000]  如果真的是氣體
[00:04:02.000 --> 00:04:04.640]  那不就擋不住那些星星月亮太陽
[00:04:04.640 --> 00:04:06.720]  那不就全部掉下來了
[00:04:06.720 --> 00:04:09.040]  這個好心人跟他說:不是呀
[00:04:09.040 --> 00:04:10.880]  這些星星月亮太陽
[00:04:10.880 --> 00:04:14.920]  其實都是大氣發光的一部份
[00:04:14.920 --> 00:04:16.680]  當時的人就是這樣相信
[00:04:16.680 --> 00:04:20.160]  星星月亮太陽是大氣裏面發光的一部份
[00:04:20.160 --> 00:04:21.920]  他是這樣相信的
[00:04:21.920 --> 00:04:24.840]  既然是這樣就不會塌下來
[00:04:24.840 --> 00:04:26.200]  就算塌下來
[00:04:26.200 --> 00:04:29.440]  那麼多高山都托住了
[00:04:29.440 --> 00:04:32.480]  這個己國人稍為放鬆一點
[00:04:32.480 --> 00:04:33.760]  但開始又很擔心
[00:04:33.760 --> 00:04:35.200]  天不會塌下來
[00:04:35.200 --> 00:04:38.640]  但地會塌下來又怎麼辦呢?
[00:04:38.640 --> 00:04:41.200]  這個好心人說:不是呀
[00:04:41.200 --> 00:04:43.960]  你每天出街走路
[00:04:43.960 --> 00:04:45.400]  腳踏實地
[00:04:45.400 --> 00:04:47.600]  那些地就踏踏實實
[00:04:47.600 --> 00:04:49.640]  又怎麼會塌下來呢?
[00:04:49.640 --> 00:04:51.680]  這個己國人想著想著
[00:04:51.680 --> 00:04:53.720]  就放下心頭大石了
[00:04:53.720 --> 00:04:56.000]  從此之後就有一個成語
[00:04:56.000 --> 00:04:58.480]  叫做己人憂天
[00:04:58.480 --> 00:04:59.520]  意思是說
[00:04:59.520 --> 00:05:03.600]  大家不要不切實際地去過份的憂慮
[00:05:03.600 --> 00:05:06.480]  以致自尋煩惱
[00:05:06.480 --> 00:05:08.720]  其實在《馬太福音》裏面
[00:05:08.720 --> 00:05:11.640]  耶穌三次吩咐祂的門徒
[00:05:11.640 --> 00:05:13.640]  真心跟隨祂的人
[00:05:13.640 --> 00:05:14.960]  不要憂慮了
[00:05:14.960 --> 00:05:17.480]  讓我們一起看看這三段聖經
[00:05:17.480 --> 00:05:20.480]  《馬太福音》第六章二十五節
[00:05:20.480 --> 00:05:24.120]  我們先看《馬太福音》第六章二十五節
[00:05:24.120 --> 00:05:33.560]  讓我們一起讀
[00:05:33.560 --> 00:05:35.560]  《馬太福音》第六章二十五節
[00:05:35.560 --> 00:05:36.560]  我們一起讀
[00:05:36.560 --> 00:05:37.560]  一二三
[00:05:37.560 --> 00:05:54.560]  第二段聖經是《馬太福音》六章三十一節
[00:05:54.560 --> 00:05:55.560]  我們一起讀
[00:05:55.560 --> 00:05:56.560]  一二三
[00:05:56.560 --> 00:06:04.560]  第三段是六章三十四節
[00:06:05.560 --> 00:06:06.560]  一二三
[00:06:35.560 --> 00:06:37.560]  那我揸都沒有?
[00:06:37.560 --> 00:06:38.560]  這就很憂慮了
[00:06:38.560 --> 00:06:40.560]  萬一好像北角那樣
[00:06:40.560 --> 00:06:42.560]  我走在街上
[00:06:42.560 --> 00:06:44.560]  無端端有個人推我出馬路
[00:06:44.560 --> 00:06:45.560]  那我就沒命了
[00:06:45.560 --> 00:06:47.560]  這就是憂慮
[00:06:47.560 --> 00:06:49.560]  其實憂慮的希臘文
[00:06:49.560 --> 00:06:51.560]  是由兩個字組成的
[00:06:51.560 --> 00:06:54.560]  就是分割和心
[00:06:54.560 --> 00:06:56.560]  每個人說這些情緒
[00:06:56.560 --> 00:06:58.560]  會令我們分心的
[00:06:58.560 --> 00:07:02.560]  令我們沒辦法去做到我們應該做的事
[00:07:02.560 --> 00:07:03.560]  當然我們應該做的事
[00:07:03.560 --> 00:07:05.560]  就是神要我們做的事
[00:07:05.560 --> 00:07:07.560]  神吩咐我們做的事
[00:07:07.560 --> 00:07:09.560]  什麼人會憂慮呢?
[00:07:09.560 --> 00:07:10.560]  每個人都會憂慮
[00:07:10.560 --> 00:07:12.560]  你和我絕對會憂慮
[00:07:12.560 --> 00:07:15.560]  但是正常的憂慮
[00:07:15.560 --> 00:07:19.560]  原因是出於我們對某些事的關心
[00:07:19.560 --> 00:07:20.560]  而這些事
[00:07:20.560 --> 00:07:22.560]  如果我們這樣做
[00:07:22.560 --> 00:07:23.560]  是會對我們有益
[00:07:23.560 --> 00:07:24.560]  會進步的
[00:07:24.560 --> 00:07:27.560]  譬如你打工仔的時候
[00:07:27.560 --> 00:07:29.560]  你怕老闆吩咐你的事做得不好
[00:07:29.560 --> 00:07:32.560]  那你就用心去做
[00:07:32.560 --> 00:07:36.560]  又或者你怕感染冠狀病毒
[00:07:36.560 --> 00:07:38.560]  那你就戴口罩
[00:07:38.560 --> 00:07:39.560]  勤洗手
[00:07:39.560 --> 00:07:40.560]  常常注意衛生
[00:07:40.560 --> 00:07:43.560]  這些事當我們這樣做的時候
[00:07:43.560 --> 00:07:45.560]  這些是正常的關心
[00:07:45.560 --> 00:07:47.560]  這樣做是對我們好的
[00:07:47.560 --> 00:07:50.560]  但是如果正常的關心過了龍
[00:07:50.560 --> 00:07:53.560]  你就會變成日驚夜驚
[00:07:53.560 --> 00:07:55.560]  吃不安坐不下
[00:07:55.560 --> 00:07:56.560]  晚上又睡不著
[00:07:56.560 --> 00:07:59.560]  這些就變成一些憂慮的重擔
[00:07:59.560 --> 00:08:01.560]  是會影響我們的身心靈
[00:08:01.560 --> 00:08:03.560]  曾經有個醫生這樣說
[00:08:03.560 --> 00:08:06.560]  他說如果這個世界沒有憂慮這件事
[00:08:06.560 --> 00:08:09.560]  70%的病人會自動康復
[00:08:09.560 --> 00:08:12.560]  可想而知憂慮其實有很大的影響力
[00:08:12.560 --> 00:08:16.560]  今天我們來看看這個憂慮
[00:08:16.560 --> 00:08:19.560]  為什麼人會憂慮呢
[00:08:19.560 --> 00:08:21.560]  在《馬太福音》
[00:08:21.560 --> 00:08:22.560]  我們今天所說的聖經
[00:08:22.560 --> 00:08:25.560]  是六章十九至三十五節
[00:08:25.560 --> 00:08:28.560]  如果你看十九至二十四節
[00:08:28.560 --> 00:08:32.560]  他是在說金錢財富財寶的事
[00:08:32.560 --> 00:08:34.560]  由二十五節到三十五節
[00:08:34.560 --> 00:08:36.560]  他是在說憂慮
[00:08:36.560 --> 00:08:40.560]  雖然你看和合本的聖經好像分開了
[00:08:40.560 --> 00:08:43.560]  但是從剛才我們說的三個所以
[00:08:43.560 --> 00:08:46.560]  其實這兩段的聖經是很有關係的
[00:08:46.560 --> 00:08:47.560]  換句話說
[00:08:47.560 --> 00:08:51.560]  原來金錢財富財寶這些事
[00:08:51.560 --> 00:08:54.560]  和憂慮是很有密切關係的
[00:08:54.560 --> 00:08:57.560]  耶穌在這段聖經裡面
[00:08:57.560 --> 00:09:00.560]  說憂慮有兩個原因
[00:09:00.560 --> 00:09:02.560]  第一個原因是什麼呢
[00:09:02.560 --> 00:09:04.560]  人將一些短暫的事
[00:09:04.560 --> 00:09:06.560]  看為最重要
[00:09:06.560 --> 00:09:08.560]  我們一起看《馬太福音》第六章
[00:09:08.560 --> 00:09:10.560]  十九至二十一節
[00:09:10.560 --> 00:09:11.560]  讓我們一起讀
[00:09:11.560 --> 00:09:12.560]  一二三
[00:09:12.560 --> 00:09:15.560]  不要為自己積贊財寶在地上
[00:09:15.560 --> 00:09:17.560]  地上有蟲子咬
[00:09:17.560 --> 00:09:22.560]  能受壞也有賊挖窟窿來偷
[00:09:22.560 --> 00:09:25.560]  只要積贊財寶在天上
[00:09:25.560 --> 00:09:27.560]  天上沒有蟲子咬
[00:09:27.560 --> 00:09:32.560]  不能受壞也沒有賊挖窟窿來偷
[00:09:32.560 --> 00:09:35.560]  因為你的財寶在那裡
[00:09:35.560 --> 00:09:37.560]  你的心也在那裡
[00:09:37.560 --> 00:09:40.560]  對於《馬太福音》時代的猶太人來說
[00:09:40.560 --> 00:09:42.560]  地上的財寶有三樣東西
[00:09:42.560 --> 00:09:44.560]  第一是衣服
[00:09:44.560 --> 00:09:46.560]  衣服對當時很重要
[00:09:46.560 --> 00:09:48.560]  第二是糧食
[00:09:48.560 --> 00:09:50.560]  他們儲的糧食是財寶
[00:09:50.560 --> 00:09:52.560]  第三是金銀
[00:09:52.560 --> 00:09:55.560]  其實相等於現代
[00:09:55.560 --> 00:09:56.560]  可能大家都明白
[00:09:56.560 --> 00:09:57.560]  我們的收入
[00:09:57.560 --> 00:09:58.560]  我們的投資
[00:09:58.560 --> 00:09:59.560]  我們的儲蓄
[00:09:59.560 --> 00:10:00.560]  那些金錢
[00:10:00.560 --> 00:10:02.560]  那些財產
[00:10:02.560 --> 00:10:05.560]  其實現代人和當時人都一樣
[00:10:05.560 --> 00:10:07.560]  當時人有什麼取樣
[00:10:07.560 --> 00:10:09.560]  就是越多越好
[00:10:09.560 --> 00:10:10.560]  越多越好
[00:10:10.560 --> 00:10:11.560]  賺得多越多好
[00:10:11.560 --> 00:10:13.560]  積得多越多好越好
[00:10:13.560 --> 00:10:15.560]  所以這些東西的積聚
[00:10:15.560 --> 00:10:17.560]  就成為第一優先
[00:10:17.560 --> 00:10:20.560]  所以耶穌在藍色的詔裡面說
[00:10:20.560 --> 00:10:21.560]  財寶在哪裡
[00:10:21.560 --> 00:10:23.560]  你的心就在哪裡
[00:10:23.560 --> 00:10:25.560]  祂在說什麼
[00:10:25.560 --> 00:10:26.560]  祂在說
[00:10:26.560 --> 00:10:28.560]  你擁有這些財產
[00:10:28.560 --> 00:10:29.560]  金錢
[00:10:29.560 --> 00:10:31.560]  這些財富
[00:10:31.560 --> 00:10:33.560]  會改變你
[00:10:33.560 --> 00:10:34.560]  慢慢
[00:10:34.560 --> 00:10:36.560]  你的注意力
[00:10:36.560 --> 00:10:38.560]  就集中在怎樣保存他們
[00:10:38.560 --> 00:10:40.560]  保持住他們
[00:10:40.560 --> 00:10:42.560]  甚至去增加他們
[00:10:42.560 --> 00:10:44.560]  耶穌不是在說金錢和財產
[00:10:44.560 --> 00:10:46.560]  不好不重要
[00:10:46.560 --> 00:10:47.560]  其實每一個天國的子民
[00:10:47.560 --> 00:10:49.560]  其實應該有財務的計劃
[00:10:49.560 --> 00:10:51.560]  這些是很健康的
[00:10:51.560 --> 00:10:53.560]  但是耶穌在說什麼
[00:10:53.560 --> 00:10:54.560]  那種風險
[00:10:54.560 --> 00:10:56.560]  當你這樣的取態
[00:10:56.560 --> 00:10:58.560]  當你的人生價值觀是這樣的時候
[00:10:58.560 --> 00:11:00.560]  你要承擔很大很大的風險
[00:11:00.560 --> 00:11:01.560]  就是什麼
[00:11:01.560 --> 00:11:02.560]  他寫在裡面說
[00:11:02.560 --> 00:11:03.560]  那些衣服
[00:11:03.560 --> 00:11:05.560]  會有蟲咬的
[00:11:05.560 --> 00:11:06.560]  沒有了
[00:11:06.560 --> 00:11:08.560]  明明值錢都不值錢
[00:11:08.560 --> 00:11:09.560]  那些食物
[00:11:09.560 --> 00:11:10.560]  會受壞
[00:11:10.560 --> 00:11:11.560]  受壞什麼
[00:11:11.560 --> 00:11:12.560]  腐爛
[00:11:12.560 --> 00:11:13.560]  又是沒有了
[00:11:13.560 --> 00:11:14.560]  金銀呢
[00:11:14.560 --> 00:11:15.560]  有賊來偷去的
[00:11:15.560 --> 00:11:17.560]  相等於今天的什麼
[00:11:17.560 --> 00:11:18.560]  通貨膨脹
[00:11:18.560 --> 00:11:20.560]  你的錢沒有了
[00:11:20.560 --> 00:11:21.560]  銀行倒閉
[00:11:21.560 --> 00:11:23.560]  你的錢沒有了
[00:11:23.560 --> 00:11:25.560]  股市崩潰
[00:11:25.560 --> 00:11:26.560]  你的錢也沒有了
[00:11:26.560 --> 00:11:27.560]  或者債務違約
[00:11:27.560 --> 00:11:29.560]  很多很多這些風險
[00:11:29.560 --> 00:11:30.560]  但是重點是什麼
[00:11:30.560 --> 00:11:32.560]  這些風險啊
[00:11:32.560 --> 00:11:33.560]  危機啊
[00:11:33.560 --> 00:11:34.560]  這些風險和危機
[00:11:34.560 --> 00:11:38.560]  會一路一路地增加你的憂慮
[00:11:38.560 --> 00:11:40.560]  所以如果你的價值觀在這裡
[00:11:40.560 --> 00:11:42.560]  你的憂慮就會越來越增加
[00:11:42.560 --> 00:11:43.560]  是擋不了的
[00:11:43.560 --> 00:11:44.560]  就算你做了很多保障
[00:11:44.560 --> 00:11:49.560]  但是你自己的憂慮仍然不會減少
[00:11:49.560 --> 00:11:51.560]  耶穌在這裡說什麼
[00:11:51.560 --> 00:11:54.560]  所以正確的價值觀不是這些
[00:11:54.560 --> 00:11:56.560]  正確的價值觀是
[00:11:56.560 --> 00:11:58.560]  積財寶在天上
[00:11:58.560 --> 00:11:59.560]  就是什麼
[00:11:59.560 --> 00:12:01.560]  積財寶在天上就是
[00:12:01.560 --> 00:12:02.560]  你要記住
[00:12:02.560 --> 00:12:05.560]  那個真正平安的來源
[00:12:05.560 --> 00:12:08.560]  就是和神的密切關係
[00:12:08.560 --> 00:12:09.560]  造神喜悅的東西
[00:12:09.560 --> 00:12:10.560]  但是當你的價值觀
[00:12:10.560 --> 00:12:11.560]  你的人生的重點
[00:12:11.560 --> 00:12:13.560]  放在這些東西那裡
[00:12:13.560 --> 00:12:16.560]  你的憂慮會越來越增加
[00:12:16.560 --> 00:12:18.560]  你的平安就會慢慢消失
[00:12:18.560 --> 00:12:20.560]  這是第一個原因
[00:12:20.560 --> 00:12:22.560]  第二個原因
[00:12:22.560 --> 00:12:24.560]  以為自己可以同時
[00:12:24.560 --> 00:12:26.560]  得到所有東西
[00:12:26.560 --> 00:12:27.560]  我們一起看看
[00:12:27.560 --> 00:12:28.560]  瑪麗福音六章
[00:12:28.560 --> 00:12:30.560]  二十二至二十四節
[00:12:30.560 --> 00:12:32.560]  等一會我們一起讀
[00:12:32.560 --> 00:12:33.560]  一二三
[00:12:33.560 --> 00:12:35.560]  眼睛就是身上的燈
[00:12:35.560 --> 00:12:37.560]  你的眼睛若撩亮
[00:12:37.560 --> 00:12:39.560]  全身就光明
[00:12:39.560 --> 00:12:41.560]  你的眼睛若分花
[00:12:41.560 --> 00:12:42.560]  全身就黑暗
[00:12:42.560 --> 00:12:44.560]  你裡頭的光
[00:12:44.560 --> 00:12:45.560]  若是黑暗了
[00:12:45.560 --> 00:12:47.560]  那黑暗是何等大呢?
[00:12:47.560 --> 00:12:49.560]  一個人不能侍奉兩個主
[00:12:49.560 --> 00:12:51.560]  不是惡者過
[00:12:51.560 --> 00:12:53.560]  愛那過
[00:12:53.560 --> 00:12:55.560]  就是重者過
[00:12:55.560 --> 00:12:56.560]  輕那過
[00:12:56.560 --> 00:12:58.560]  你們不能又侍奉神
[00:12:58.560 --> 00:13:00.560]  又侍奉馬門
[00:13:00.560 --> 00:13:03.560]  撩亮的眼睛是什麼呢?
[00:13:03.560 --> 00:13:04.560]  撩亮的眼睛是
[00:13:04.560 --> 00:13:06.560]  專注在神那裡
[00:13:06.560 --> 00:13:09.560]  並且對其他人慷慨
[00:13:09.560 --> 00:13:12.560]  而分花的眼睛
[00:13:12.560 --> 00:13:14.560]  正是你的焦點
[00:13:14.560 --> 00:13:16.560]  正是金錢
[00:13:16.560 --> 00:13:17.560]  物質
[00:13:17.560 --> 00:13:18.560]  財富那裡
[00:13:18.560 --> 00:13:21.560]  大家看到這兩種的視野
[00:13:21.560 --> 00:13:24.560]  是代表兩種的價值觀
[00:13:24.560 --> 00:13:26.560]  是兩種不同的東西
[00:13:26.560 --> 00:13:27.560]  但聖經說什麼呢?
[00:13:27.560 --> 00:13:29.560]  耶穌的意思是什麼呢?
[00:13:29.560 --> 00:13:31.560]  一對眼同一時間
[00:13:31.560 --> 00:13:33.560]  只能夠看一件事
[00:13:33.560 --> 00:13:34.560]  譬如我現在的眼睛
[00:13:34.560 --> 00:13:36.560]  我只能夠看一件事
[00:13:36.560 --> 00:13:39.560]  同時看兩件事
[00:13:39.560 --> 00:13:41.560]  就變成了鬥雞眼
[00:13:41.560 --> 00:13:43.560]  就變成了影像重疊
[00:13:43.560 --> 00:13:45.560]  就會變得模糊
[00:13:45.560 --> 00:13:47.560]  耶穌在說什麼呢?
[00:13:47.560 --> 00:13:49.560]  耶穌在說另外一種價值觀
[00:13:49.560 --> 00:13:50.560]  不像剛才那樣
[00:13:50.560 --> 00:13:52.560]  剛才是說
[00:13:52.560 --> 00:13:55.560]  人生取向的第一優先
[00:13:55.560 --> 00:13:57.560]  是金錢
[00:13:57.560 --> 00:13:59.560]  但這種價值觀是什麼呢?
[00:13:59.560 --> 00:14:01.560]  每樣東西都要
[00:14:01.560 --> 00:14:03.560]  我又要跟從神
[00:14:03.560 --> 00:14:06.560]  我又要戀慕金錢物質
[00:14:06.560 --> 00:14:07.560]  什麼都要
[00:14:07.560 --> 00:14:09.560]  所以不是選擇
[00:14:09.560 --> 00:14:10.560]  是全部要
[00:14:10.560 --> 00:14:14.560]  以為自己一切都可以擁有
[00:14:14.560 --> 00:14:16.560]  於是結果是怎樣呢?
[00:14:16.560 --> 00:14:19.560]  割裂的人生
[00:14:19.560 --> 00:14:21.560]  說得極端一點
[00:14:21.560 --> 00:14:25.560]  星期六、日在教會就是聖徒
[00:14:25.560 --> 00:14:29.560]  星期一至五在職場就是歹徒
[00:14:29.560 --> 00:14:32.560]  另外一種就是虛假的人生
[00:14:32.560 --> 00:14:34.560]  除了割裂的人生之外
[00:14:34.560 --> 00:14:35.560]  還有虛假的人生
[00:14:35.560 --> 00:14:38.560]  做個樣子給人看
[00:14:38.560 --> 00:14:42.560]  但實際上你的你不是這樣
[00:14:42.560 --> 00:14:43.560]  對人一個樣子
[00:14:43.560 --> 00:14:44.560]  實際一個樣子
[00:14:44.560 --> 00:14:46.560]  就只有自己知道
[00:14:46.560 --> 00:14:47.560]  只有聖靈知道
[00:14:47.560 --> 00:14:50.560]  只有被你傷害的人知道
[00:14:50.560 --> 00:14:52.560]  所以到最後這種割裂的人生
[00:14:52.560 --> 00:14:54.560]  虛假的人生
[00:14:54.560 --> 00:14:55.560]  是不開心的
[00:14:55.560 --> 00:14:59.560]  你想想如果你做人有兩個準則
[00:14:59.560 --> 00:15:01.560]  你的人生就好像割裂了
[00:15:01.560 --> 00:15:03.560]  就好像精神分裂一樣
[00:15:03.560 --> 00:15:04.560]  是最不開心
[00:15:04.560 --> 00:15:06.560]  是最充滿憂慮的
[00:15:06.560 --> 00:15:07.560]  所以耶穌在說
[00:15:07.560 --> 00:15:09.560]  你要分清楚
[00:15:09.560 --> 00:15:12.560]  一個人不能侍奉兩個主
[00:15:12.560 --> 00:15:15.560]  你是不可以將你的人生割裂的
[00:15:15.560 --> 00:15:18.560]  你不可以將你的人生假冒為善
[00:15:18.560 --> 00:15:19.560]  對人一個樣子
[00:15:19.560 --> 00:15:20.560]  對這個人一個樣子
[00:15:20.560 --> 00:15:22.560]  你必須要知道
[00:15:22.560 --> 00:15:24.560]  一個真心跟從耶穌的人
[00:15:24.560 --> 00:15:27.560]  他要知道誰才是真正的主人
[00:15:27.560 --> 00:15:29.560]  誰才是真正的主人
[00:15:29.560 --> 00:15:31.560]  我們要跟從神
[00:15:31.560 --> 00:15:33.560]  神才是我們第一優先
[00:15:33.560 --> 00:15:34.560]  不是那些東西
[00:15:34.560 --> 00:15:37.560]  你不能同時得到所有東西
[00:15:37.560 --> 00:15:40.560]  一個人不能侍奉兩個主
[00:15:40.560 --> 00:15:42.560]  你不可以跟從神
[00:15:42.560 --> 00:15:43.560]  又跟從馬門
[00:15:43.560 --> 00:15:46.560]  就是貪戀那些財富
[00:15:46.560 --> 00:15:48.560]  所以耶穌教我們
[00:15:48.560 --> 00:15:51.560]  我們應該用什麼態度
[00:15:51.560 --> 00:15:53.560]  去面對這些憂慮呢
[00:15:53.560 --> 00:15:55.560]  剛才那些東西
[00:15:55.560 --> 00:15:57.560]  是不會減少我們的憂慮
[00:15:57.560 --> 00:15:58.560]  反而會增加他們的憂慮
[00:15:58.560 --> 00:16:01.560]  但我們用什麼態度去面對這些憂慮呢
[00:16:01.560 --> 00:16:02.560]  第一件事
[00:16:02.560 --> 00:16:03.560]  耶穌教我們
[00:16:03.560 --> 00:16:07.560]  我們要調整每天的思想
[00:16:07.560 --> 00:16:09.560]  大家可以想像一下
[00:16:09.560 --> 00:16:11.560]  當你整個腦
[00:16:11.560 --> 00:16:12.560]  你的心思意念
[00:16:12.560 --> 00:16:14.560]  在想那些不好的事
[00:16:14.560 --> 00:16:15.560]  不開心的事
[00:16:15.560 --> 00:16:17.560]  你整個人都會不開心
[00:16:17.560 --> 00:16:19.560]  你要學習去想一些好的事
[00:16:19.560 --> 00:16:21.560]  想想神在你生命上的祝福
[00:16:21.560 --> 00:16:23.560]  你想想正面的事
[00:16:23.560 --> 00:16:25.560]  你會開心一點
[00:16:25.560 --> 00:16:28.560]  所以我們每一天的心思意念的調節
[00:16:28.560 --> 00:16:30.560]  就非常重要
[00:16:30.560 --> 00:16:32.560]  正如保羅在哥羅西書裏這樣說
[00:16:32.560 --> 00:16:35.560]  我們要思念上面的事
