
[00:00:00.000 --> 00:00:06.760]  在今天的神學主日早上
[00:01:40.640 --> 00:01:44.640]  包括有人論、神論
[00:01:44.640 --> 00:01:47.760]  講基督論、講聖靈論
[00:01:47.760 --> 00:01:51.440]  講教會論、講救恩論
[00:01:51.440 --> 00:01:53.360]  講聖經論
[00:01:53.360 --> 00:01:57.680]  還有很多人都熟悉的末世論
[00:01:57.680 --> 00:02:00.520]  這些都是讀神學的時候
[00:02:00.520 --> 00:02:03.280]  其中一些我們要讀的科目
[00:02:03.280 --> 00:02:05.520]  所以講到這麼多神學
[00:02:05.520 --> 00:02:08.560]  於是就叫做讀神學
[00:02:08.560 --> 00:02:10.800]  我們去神學院裡面讀書
[00:02:10.800 --> 00:02:13.200]  於是又叫做讀神學
[00:02:13.200 --> 00:02:16.080]  而我們在教會裡面
[00:02:16.080 --> 00:02:18.920]  如果我們又不是在神學院裡面的話
[00:02:18.920 --> 00:02:21.440]  我們都會問這個問題
[00:02:21.440 --> 00:02:24.600]  就是讀聖經不夠嗎?
[00:02:24.600 --> 00:02:27.360]  為什麼要讀神學呢?
[00:02:27.360 --> 00:02:30.160]  照理說讀聖經才是最重要的
[00:02:30.160 --> 00:02:32.680]  最重要和最基本的
[00:02:32.680 --> 00:02:37.120]  要讀什麼神學、什麼論、什麼論那些
[00:02:37.120 --> 00:02:39.280]  就留給傳道人
[00:02:39.280 --> 00:02:41.520]  留給宣教士
[00:02:41.520 --> 00:02:43.840]  他們才需要讀
[00:02:43.840 --> 00:02:46.960]  我們讀聖經最重要
[00:02:46.960 --> 00:02:49.960]  而且讀聖經應該夠了
[00:02:51.160 --> 00:02:54.240]  這是很多人會問的問題
[00:02:54.240 --> 00:02:57.880]  今天就和大家一起來思想一下
[00:02:57.880 --> 00:03:02.360]  這樣講法是不是最適當
[00:03:02.360 --> 00:03:05.920]  又最正確、又最好的呢?
[00:03:05.920 --> 00:03:08.400]  接著我們要想的就是
[00:03:08.400 --> 00:03:10.520]  剛才我們也問過這個問題
[00:03:10.520 --> 00:03:13.160]  究竟什麼叫做讀神學呢?
[00:03:13.160 --> 00:03:16.320]  讀神學這三個字
[00:03:16.320 --> 00:03:17.720]  當然剛才說了
[00:03:17.720 --> 00:03:20.000]  你去神學院讀書叫做讀神學
[00:03:20.000 --> 00:03:21.840]  有這麼多神學科要讀
[00:03:21.840 --> 00:03:23.960]  於是叫做讀神學
[00:03:23.960 --> 00:03:27.280]  但是在普通的用詞的時候
[00:03:27.280 --> 00:03:32.800]  我們就會講到讀神學是有不同的目的
[00:03:32.800 --> 00:03:34.520]  不同的方式
[00:03:34.520 --> 00:03:37.360]  所以又有不同的意思
[00:03:37.360 --> 00:03:40.960]  最通常我們講的讀神學就是
[00:03:40.960 --> 00:03:47.080]  有一些神夫召他們去神學院讀書
[00:03:47.080 --> 00:03:52.920]  接受裝備、預備去參與全職的侍奉
[00:03:52.920 --> 00:03:55.880]  可能是會做教會的傳導人
[00:03:55.880 --> 00:03:58.840]  或者是一些福音機構
[00:03:58.840 --> 00:04:02.000]  或者我們叫做教會平衡
[00:04:02.000 --> 00:04:05.320]  所謂英文叫做Parallel Church
[00:04:05.320 --> 00:04:07.520]  這些福音機構
[00:04:07.520 --> 00:04:09.520]  另外一些
[00:04:09.520 --> 00:04:11.160]  他們進入神學院的時候
[00:04:11.160 --> 00:04:15.680]  已經知道他們是預備要去做宣教士
[00:04:15.680 --> 00:04:18.800]  於是他們就去讀神學
[00:04:18.800 --> 00:04:22.720]  這些其實都是比較少數
[00:04:22.720 --> 00:04:25.360]  你看看在靈福堂的全教會
[00:04:25.360 --> 00:04:27.200]  七百多人裡面
[00:04:27.200 --> 00:04:30.760]  我們現時這樣的目的
[00:04:30.760 --> 00:04:33.720]  來讀神學的弟兄姊妹
[00:04:33.720 --> 00:04:37.520]  其實只有三位弟兄
[00:04:37.520 --> 00:04:39.880]  所以今天這個神學教育主日
[00:04:39.880 --> 00:04:44.120]  我們都是按著執事會的建議
[00:04:44.120 --> 00:04:48.080]  有一個叫做神學生的助學基金
[00:04:48.080 --> 00:04:52.800]  邀請大家一起來作奉獻
[00:04:52.800 --> 00:04:57.440]  支持我們教會裡面的弟兄
[00:04:57.440 --> 00:05:03.040]  他們裝備自己去參與全職的侍奉
[00:05:03.040 --> 00:05:05.440]  而他們這樣裝備的時候
[00:05:05.440 --> 00:05:08.840]  有時候他們是會全時間全職地讀
[00:05:08.840 --> 00:05:13.000]  有時候他們是會部分時間地讀
[00:05:13.000 --> 00:05:14.240]  但無論如何
[00:05:14.240 --> 00:05:18.320]  似乎為了這個目的而讀神學的人
[00:05:18.320 --> 00:05:19.400]  只有這麼少
[00:05:19.400 --> 00:05:22.200]  七百人裡面只有三位
[00:05:22.200 --> 00:05:26.200]  即是二百多人裡面才只有一個的話
[00:05:26.200 --> 00:05:29.240]  我們如果只是這樣的目的
[00:05:29.240 --> 00:05:31.800]  來講神學教育主日
[00:05:31.800 --> 00:05:35.000]  即是只是講給他們三位聽
[00:05:35.000 --> 00:05:37.400]  或者我們可以想想擴闊一點
[00:05:37.400 --> 00:05:40.120]  我們全部人都要聽的
[00:05:40.120 --> 00:05:44.120]  為了我們可以知道怎樣去支持
[00:05:44.120 --> 00:05:48.280]  這些接受神學教育的弟兄姐妹
[00:05:48.280 --> 00:05:51.760]  以致他們將來完成了裝備
[00:05:51.760 --> 00:05:55.640]  就會投入去全職侍奉
[00:05:55.640 --> 00:05:56.960]  這樣都是好的
[00:05:56.960 --> 00:05:58.360]  都是值得的
[00:05:58.360 --> 00:06:00.240]  但是其實讀神學
[00:06:00.240 --> 00:06:02.960]  大家都知道我們還有另外一個
[00:06:02.960 --> 00:06:06.400]  都很多時候會用的一個意思
[00:06:06.400 --> 00:06:10.520]  就是講到特別是神學教育的普及化
[00:06:10.520 --> 00:06:12.720]  當神學教育普及的時候
[00:06:12.720 --> 00:06:15.800]  就是說很多弟兄姐妹
[00:06:15.800 --> 00:06:19.560]  都會參與一些神學的課程
[00:06:19.560 --> 00:06:22.840]  或者有時候有些人叫做平信徒的課程
[00:06:22.840 --> 00:06:24.720]  但是現在其實我們很知道
[00:06:24.720 --> 00:06:28.840]  沒有分平的信徒或者不平的信徒
[00:06:28.840 --> 00:06:33.080]  其實所有的都是神的兒女
[00:06:33.080 --> 00:06:36.080]  都是耶穌基督的門徒
[00:06:36.080 --> 00:06:43.400]  所以沒有平或不平的信徒的分別
[00:06:43.400 --> 00:06:48.720]  因為聖經教導我們是信徒皆濟私
[00:06:48.720 --> 00:06:53.320]  這些信徒神學課程大家都很熟悉
[00:06:53.320 --> 00:06:54.720]  很多弟兄姐妹
[00:06:54.720 --> 00:07:00.040]  無論在本地去參加神學院現場上課
[00:07:00.040 --> 00:07:00.920]  不過現在沒有了
[00:07:00.920 --> 00:07:02.200]  之前就好了
[00:07:02.200 --> 00:07:08.360]  現在也有很多弟兄姐妹去網上參加這些神學課程
[00:07:08.360 --> 00:07:11.680]  在我們教會裡面我認識有一位姐妹
[00:07:11.680 --> 00:07:15.320]  當她之前是住在雪梨的時候
[00:07:15.320 --> 00:07:19.560]  她就參加香港的一個網上神學課程
[00:07:19.560 --> 00:07:24.000]  到後來她就從香港搬回來雪梨
[00:07:24.000 --> 00:07:28.280]  她竟然又去參加一個在香港的
[00:07:28.280 --> 00:07:31.880]  她搬回香港
[00:07:31.880 --> 00:07:35.880]  她就參加一個雪梨的神學課程
[00:07:35.880 --> 00:07:43.720]  現在很多這些課程全世界任由你去上
[00:07:43.720 --> 00:07:47.360]  我最初參與神學教育的時候
[00:07:47.360 --> 00:07:51.360]  其實就在雪梨大約是96、97年的時候
[00:07:51.360 --> 00:07:54.080]  聖公會的摩亞神學院
[00:07:54.080 --> 00:07:57.880]  它有一個校外的銜授課程
[00:07:57.880 --> 00:08:01.200]  它譯了這個課程的課本做中文
[00:08:01.200 --> 00:08:06.480]  當時我就是其中一個負責改卷的學生
[00:08:06.480 --> 00:08:08.760]  考試我去改卷
[00:08:08.760 --> 00:08:10.480]  後來我再繼續
[00:08:10.480 --> 00:08:13.000]  大約2003年左右
[00:08:13.000 --> 00:08:17.200]  就在這裡的浸信會的神學院
[00:08:17.200 --> 00:08:18.720]  Morling College
[00:08:18.720 --> 00:08:24.880]  負責去教一些粵語的神學證書的課程
[00:08:24.880 --> 00:08:27.360]  不同的宗派、不同的教會
[00:08:27.360 --> 00:08:30.560]  都有很多弟兄姐妹來參加的
[00:08:30.560 --> 00:08:37.480]  我還記得當時也有一些靈福堂的弟兄姐妹參加的
[00:08:37.480 --> 00:08:43.120]  有一些弟兄姐妹到兩年前我來到靈福堂
[00:08:43.120 --> 00:08:44.920]  開始在這裡侍奉的時候
[00:08:44.920 --> 00:08:46.600]  又見到他們在這裡了
[00:08:46.600 --> 00:08:48.200]  很開心
[00:08:48.200 --> 00:08:50.600]  這些是我過去的學生
[00:08:50.600 --> 00:08:51.800]  都已經很多年了
[00:08:51.800 --> 00:08:53.560]  大約二、五十年前了
[00:08:53.560 --> 00:08:55.400]  一直到現在
[00:08:55.400 --> 00:08:58.520]  大家都認識這個奧神
[00:08:58.520 --> 00:09:03.240]  我參加他們有少許的教育
[00:09:03.240 --> 00:09:09.160]  一起來推動金靈的神學課程
[00:09:09.160 --> 00:09:11.240]  我很覺得
[00:09:11.240 --> 00:09:17.000]  尤其是參與了這些信徒的證書課程
[00:09:17.000 --> 00:09:21.280]  這些不同的神學裝備的課程
[00:09:21.280 --> 00:09:25.720]  我的理解、我的信念和我的建議
[00:09:25.720 --> 00:09:29.120]  都是覺得其實所有的信徒
[00:09:29.120 --> 00:09:31.920]  都應該要讀神學
[00:09:31.920 --> 00:09:34.400]  要接受神學的教育
[00:09:34.400 --> 00:09:37.480]  神學教育的裝備
[00:09:37.480 --> 00:09:40.880]  這個不僅是去到神學院裏面
[00:09:40.880 --> 00:09:43.560]  需要有這些神學的教育
[00:09:43.560 --> 00:09:45.280]  我的建議是
[00:09:45.280 --> 00:09:46.920]  我們在教會裏面
[00:09:46.920 --> 00:09:49.960]  靈福堂我們的成人宗教教育
[00:09:49.960 --> 00:09:51.800]  我們的裝備事供
[00:09:51.800 --> 00:09:55.920]  都要有這些神學的課程
[00:09:55.920 --> 00:09:58.720]  神學的裝備
[00:09:58.720 --> 00:10:02.360]  給弟兄姊妹來學習
[00:10:02.360 --> 00:10:03.680]  你會問為甚麼呢?
[00:10:03.680 --> 00:10:05.480]  我們不是教神學院
[00:10:05.480 --> 00:10:09.480]  為甚麼我們要教這些神學課程呢?
[00:10:09.480 --> 00:10:10.800]  主要的
[00:10:10.800 --> 00:10:13.320]  無論是否一個課程
[00:10:13.320 --> 00:10:16.960]  我的信念就是
[00:10:16.960 --> 00:10:18.720]  弟兄姊妹
[00:10:18.720 --> 00:10:20.640]  所謂信徒
[00:10:20.640 --> 00:10:25.680]  每一位都應該要讀神學
[00:10:25.680 --> 00:10:26.680]  我們就要想
[00:10:26.680 --> 00:10:29.960]  讀神學究竟是為了甚麼目的呢?
[00:10:29.960 --> 00:10:30.680]  這個很重要
[00:10:30.680 --> 00:10:32.720]  我們要知道目的是甚麼
[00:10:32.720 --> 00:10:36.920]  然後我們就決定要做還是不要做
[00:10:36.920 --> 00:10:38.800]  所以好像初初所說
[00:10:38.800 --> 00:10:41.440]  如果有一些是神有呼召
[00:10:41.440 --> 00:10:43.520]  叫他去全職侍奉
[00:10:43.520 --> 00:10:45.240]  於是他讀神學
[00:10:45.240 --> 00:10:47.400]  這些當然要去讀神學
[00:10:47.400 --> 00:10:51.280]  但未必要預備自己全職侍奉
[00:10:51.280 --> 00:10:53.680]  我的說法就是
[00:10:53.680 --> 00:10:55.680]  都要讀神學
[00:10:55.680 --> 00:11:01.640]  所以目的不是為了裝備自己全職侍奉
[00:11:01.640 --> 00:11:02.680]  讀神學
[00:11:02.680 --> 00:11:05.280]  是為了要認識神
[00:11:05.280 --> 00:11:08.600]  認識耶穌基督
[00:11:08.600 --> 00:11:09.520]  在神學院裏
[00:11:09.520 --> 00:11:13.640]  當時我們有一科叫做神學的自學法
[00:11:13.640 --> 00:11:17.680]  即是教你怎樣去讀神學
[00:11:17.680 --> 00:11:19.680]  在第一堂的時候
[00:11:19.680 --> 00:11:25.120]  我們的講師就問所有學生一個問題
[00:11:25.120 --> 00:11:26.560]  所有人都要回答
[00:11:26.560 --> 00:11:28.560]  輪流回答
[00:11:28.560 --> 00:11:30.000]  那個問題就是
[00:11:30.000 --> 00:11:32.640]  究竟甚麼是神學?
[00:11:32.640 --> 00:11:35.760]  講師就說你們來讀神學
[00:11:35.760 --> 00:11:38.560]  究竟你們知道你們來讀甚麼?
[00:11:38.560 --> 00:11:41.640]  神學是甚麼來的?
[00:11:41.640 --> 00:11:45.800]  神學英文是theology
[00:11:45.800 --> 00:11:47.800]  大家可能都聽過
[00:11:47.800 --> 00:11:53.080]  theo的意思就是神
[00:11:53.080 --> 00:11:55.760]  然後後面那四個字母
[00:11:55.760 --> 00:11:58.240]  logy
[00:11:58.240 --> 00:12:02.440]  本身在希臘文的logia
[00:12:02.440 --> 00:12:04.920]  或者有時候我們比較熟悉的
[00:12:04.920 --> 00:12:06.200]  就是logos
[00:12:06.200 --> 00:12:10.000]  在聖經裏面用這個字的時候
[00:12:10.000 --> 00:12:12.000]  就是講道
[00:12:12.000 --> 00:12:15.400]  在《約翰福音》裏最初所講的
[00:12:15.400 --> 00:12:18.200]  「太初有道,道就是神」
[00:12:18.200 --> 00:12:21.440]  這個道就是logos
[00:12:21.440 --> 00:12:23.920]  就是logia這個字
[00:12:23.920 --> 00:12:27.120]  英文就變成logy這個字
[00:12:27.120 --> 00:12:31.520]  這個字本身可以解作是研究
[00:12:31.520 --> 00:12:33.360]  或者是認識
[00:12:33.360 --> 00:12:37.080]  或者是學問
[00:12:37.080 --> 00:12:40.240]  所以我們去讀神學
[00:12:40.240 --> 00:12:43.640]  就是要認識神
[00:12:43.640 --> 00:12:46.960]  可以叫做去研究神
[00:12:46.960 --> 00:12:51.120]  當然我們很難說神放在這裏讓我們研究
[00:12:51.120 --> 00:12:56.000]  但是研究的意思只不過是深入探究
[00:12:56.000 --> 00:12:57.600]  深入認識
[00:12:57.600 --> 00:12:58.600]  所以很簡單的
[00:12:58.600 --> 00:13:01.400]  讀神學就是去認識神
[00:13:01.400 --> 00:13:03.960]  那你說是不是所有的門徒
[00:13:03.960 --> 00:13:07.280]  所有的信徒都應該讀神學呢?
[00:13:07.280 --> 00:13:08.720]  是不是?
[00:13:08.720 --> 00:13:12.440]  曾經有一位神學家
[00:13:12.440 --> 00:13:15.040]  他說甚麼是神學呢?
[00:13:15.040 --> 00:13:19.680]  神學就是信心尋求知識
[00:13:19.680 --> 00:13:22.440]  或者尋求認識
[00:13:22.440 --> 00:13:26.440]  我們知道我們有信心相信耶穌的時候
[00:13:26.440 --> 00:13:27.840]  我們真的要認識
[00:13:27.840 --> 00:13:30.120]  要知道我們信甚麼
[00:13:30.120 --> 00:13:32.440]  我們要認識神是怎樣的
[00:13:32.440 --> 00:13:34.640]  我們才能信得清楚
[00:13:34.640 --> 00:13:37.280]  所以我們的信不是盲從的
[00:13:37.280 --> 00:13:39.720]  我們是有理智去了解
[00:13:39.720 --> 00:13:40.720]  去分析
[00:13:40.720 --> 00:13:42.440]  是真的去研究的
[00:13:42.440 --> 00:13:46.040]  甚至是當是一門學問去研究
[00:13:46.040 --> 00:13:49.280]  當然不單止是一門學問去研究
[00:13:49.280 --> 00:13:53.280]  而是真的深入去認識我們這一位的神
[00:13:53.280 --> 00:13:56.800]  我們究竟信些甚麼
[00:13:56.800 --> 00:13:58.680]  有人認為神學
[00:13:58.680 --> 00:14:04.160]  這麼高深、深奧的神學問題
[00:14:04.160 --> 00:14:07.640]  留給那些叫做神學家的人
[00:14:07.640 --> 00:14:11.040]  又留給那些牧師傳道
[00:14:11.040 --> 00:14:14.200]  他們去研究這些
[00:14:14.200 --> 00:14:20.800]  我們的信徒怎麼會去研究這些神學課題呢?
[00:14:20.800 --> 00:14:23.000]  有時候我們說著說著
[00:14:23.000 --> 00:14:23.960]  說些話就說
[00:14:23.960 --> 00:14:26.240]  這是一個神學問題
[00:14:26.240 --> 00:14:27.680]  其實是甚麼呢?
[00:14:27.680 --> 00:14:31.200]  其實有時候令到大家覺得
[00:14:31.200 --> 00:14:33.880]  這個問題真的很深奧
[00:14:33.880 --> 00:14:34.880]  你不要問了
[00:14:34.880 --> 00:14:37.000]  解釋你都不會聽
[00:14:37.000 --> 00:14:39.000]  所以無謂說了
[00:14:39.000 --> 00:14:40.960]  省省口水就好了
[00:14:40.960 --> 00:14:42.600]  有時候我們以為
[00:14:42.600 --> 00:14:46.040]  這樣叫做神學問題
[00:14:46.040 --> 00:14:47.840]  但是很簡單來說
[00:14:47.840 --> 00:14:50.320]  神學這個課題就是
[00:14:50.320 --> 00:14:52.000]  我們要認識神
[00:14:52.000 --> 00:14:53.440]  所以你問問你自己
[00:14:53.440 --> 00:14:55.320]  你信了耶穌
[00:14:55.320 --> 00:14:57.560]  你需要認識耶穌嗎?
[00:14:57.560 --> 00:14:59.280]  你需要認識神嗎?
[00:14:59.280 --> 00:15:02.160]  你需要認識究竟你信甚麼嗎?
[00:15:02.160 --> 00:15:03.080]  你當然要
[00:15:03.080 --> 00:15:04.160]  否則的話
[00:15:04.160 --> 00:15:06.800]  你就會變成盲從
[00:15:06.800 --> 00:15:09.400]  變成迷信
[00:15:09.400 --> 00:15:11.800]  所以基本上
[00:15:11.800 --> 00:15:15.400]  所有的信徒都要讀神學
[00:15:15.400 --> 00:15:17.440]  你仍然會問
[00:15:17.440 --> 00:15:18.760]  讀神學
[00:15:18.760 --> 00:15:20.800]  我們讀聖經
[00:15:20.800 --> 00:15:23.000]  讀聖經才是最重要的
[00:15:23.000 --> 00:15:26.400]  讀神學好像與你無關
[00:15:26.400 --> 00:15:28.400]  我們又要繼續看看
[00:15:28.400 --> 00:15:31.720]  究竟讀神學是甚麼來的
[00:15:31.720 --> 00:15:33.720]  聖經又怎麼說呢?
[00:15:33.720 --> 00:15:38.520]  我們就回到我們剛才所讀過的聖經裡面
[00:15:38.520 --> 00:15:41.520]  二弗所書的第四章
[00:15:41.520 --> 00:15:44.560]  十七至二十四節
[00:15:44.560 --> 00:15:46.200]  這一段經文
[00:15:46.200 --> 00:15:48.200]  這段經文
[00:15:48.200 --> 00:15:53.200]  與讀神學有甚麼關係呢?
[00:15:53.200 --> 00:15:55.200]  我幫大家去了解
[00:15:55.200 --> 00:15:56.720]  為何有關係
[00:15:56.720 --> 00:16:01.800]  以及為何所有的信徒都要讀神學
[00:16:01.800 --> 00:16:06.000]  大家看二弗所書第四章一開始時
[00:16:06.000 --> 00:16:09.400]  講到耶穌基督的身體
[00:16:09.400 --> 00:16:13.000]  是一個合一的身體
[00:16:13.000 --> 00:16:16.800]  然後在第七節開始
[00:16:16.800 --> 00:16:22.000]  講到基督賜給他的身體
[00:16:22.000 --> 00:16:25.200]  就有不同的恩賜
[00:16:25.200 --> 00:16:26.600]  而這些恩賜
[00:16:26.600 --> 00:16:30.000]  不是為了我們自己可以覺得
[00:16:30.000 --> 00:16:32.000]  我是很成熟的基督徒
[00:16:32.000 --> 00:16:33.600]  所以我有這些恩賜
[00:16:33.600 --> 00:16:36.600]  甚至不是我去侍奉的時候
[00:16:36.600 --> 00:16:39.600]  我就覺得我可以替神做些事
[00:16:39.600 --> 00:16:41.200]  於是神給這個恩賜
[00:16:41.200 --> 00:16:44.200]  神給恩賜我們任何的人
[00:16:44.200 --> 00:16:50.800]  最重要、最終的目的是為了教會的成長
[00:16:50.800 --> 00:16:52.600]  為了基督的身體
[00:16:52.600 --> 00:16:54.200]  為了神的國度
[00:16:54.200 --> 00:16:56.600]  不是為了你自己
[00:16:56.600 --> 00:17:00.600]  不是為了我自己
[00:17:00.600 --> 00:17:02.600]  雖然大家讀到那裏
[00:17:02.600 --> 00:17:06.800]  真的有「自己」這兩個字
[00:17:06.800 --> 00:17:10.400]  但千萬不要以為那個「自己」是指你自己
[00:17:10.400 --> 00:17:12.000]  或者是我自己
[00:17:12.000 --> 00:17:14.400]  因為那個「自己」是指教會
[00:17:14.400 --> 00:17:17.200]  是基督的身體
[00:17:17.200 --> 00:17:21.400]  然後我們再看17至24節的時候
[00:17:21.400 --> 00:17:23.000]  我們就要明白
[00:17:23.000 --> 00:17:25.600]  保羅寫這一段經文的時候
[00:17:25.600 --> 00:17:28.000]  其實那個大前題
[00:17:28.000 --> 00:17:35.800]  就是在之前那16節的總題
[00:17:35.800 --> 00:17:39.800]  就是建立一個合一的教會
[00:17:39.800 --> 00:17:41.600]  基督的身體
[00:17:41.600 --> 00:17:45.400]  所以我們神學教育這件事
[00:17:45.400 --> 00:17:47.800]  目的也是一樣
[00:17:47.800 --> 00:17:50.200]  就好像聖經所說
[00:17:50.200 --> 00:17:54.200]  「你們行事不要再像外邦人
[00:17:54.200 --> 00:17:58.600]  存虛妄的心行事」
[00:17:58.600 --> 00:18:02.200]  這是神學教育的目的
[00:18:02.200 --> 00:18:04.200]  我們讀聖經是為了什麼呢?
[00:18:04.200 --> 00:18:06.000]  都是為了這樣
[00:18:06.000 --> 00:18:07.800]  我們讀神學是為了什麼呢?
[00:18:07.800 --> 00:18:10.000]  都是為了這個目的
[00:18:10.000 --> 00:18:12.800]  以致我們不會再好像外邦人
[00:18:12.800 --> 00:18:17.600]  或者好像我們之前未信耶穌的時候
[00:18:17.600 --> 00:18:22.400]  存著虛妄的心來行事
[00:18:22.400 --> 00:18:24.400]  我們認識了耶穌基督之後
[00:18:24.400 --> 00:18:27.800]  我們就要活像基督
[00:18:27.800 --> 00:18:31.000]  我們的生命成長就要活出基督
[00:18:31.000 --> 00:18:33.600]  以致我們可以見證基督
[00:18:33.600 --> 00:18:39.400]  在你的生命裏面有奇妙的改變
[00:18:39.400 --> 00:18:45.400]  這就是你最終要成長的目的
[00:18:45.400 --> 00:18:50.000]  所以在保羅寫接下來的第四章十七節開始
[00:18:50.000 --> 00:18:52.800]  一直到第五章十四節
[00:18:52.800 --> 00:18:57.200]  那裏總共有五個的「所以」
[00:18:57.200 --> 00:19:00.400]  這五個的「所以」今天當然不會全說了
[00:19:00.400 --> 00:19:02.000]  我們只說一個
[00:19:02.000 --> 00:19:04.200]  就是十七節的「所以」
[00:19:04.200 --> 00:19:07.400]  由十七節到二十四節
[00:19:07.400 --> 00:19:10.200]  我們分析一下這一段的經文
[00:19:10.200 --> 00:19:11.800]  十七節就是說
[00:19:11.800 --> 00:19:16.800]  那些外邦人他們存虛妄的心行事
[00:19:16.800 --> 00:19:18.200]  是怎樣的呢?
[00:19:18.200 --> 00:19:20.000]  虛妄的心行事是怎樣的呢?
[00:19:20.000 --> 00:19:23.800]  就是十八、十九節那裏形容
[00:19:23.800 --> 00:19:27.000]  而接著去到二十節就有一個對比
[00:19:27.000 --> 00:19:29.200]  對比就是說我們現在信了主
[00:19:29.200 --> 00:19:32.000]  我們學了基督
[00:19:32.000 --> 00:19:34.600]  我們學了基督是什麼?
[00:19:34.600 --> 00:19:37.200]  就是說我們認識了基督
[00:19:37.200 --> 00:19:41.000]  認識了基督之後是怎樣的?
[00:19:41.000 --> 00:19:44.400]  第二十一節就形容我們的思維
[00:19:44.400 --> 00:19:45.600]  我們是聽了
[00:19:45.600 --> 00:19:47.600]  我們是領受了
[00:19:47.600 --> 00:19:49.200]  我們是學了
[00:19:49.200 --> 00:19:51.200]  真是認識了
[00:19:51.200 --> 00:19:54.400]  領受、學了是入了心了
[00:19:54.400 --> 00:19:56.800]  於是我們不會再存於
[00:19:56.800 --> 00:20:00.800]  以前那個虛妄的心來行事
[00:20:00.800 --> 00:20:03.200]  有了這個思維的改變
[00:20:03.200 --> 00:20:05.800]  接著下去二十二節到二十四節
[00:20:05.800 --> 00:20:10.800]  就是講到那個行為上的改變
[00:20:10.800 --> 00:20:13.600]  我們要脫去舊人
[00:20:13.600 --> 00:20:16.600]  我們要登喚一個新的生命
[00:20:16.600 --> 00:20:20.000]  是穿上新人、新行為
[00:20:20.000 --> 00:20:22.200]  在《哥羅西書》第三章
[00:20:22.200 --> 00:20:24.800]  也是用同樣的詞句
[00:20:24.800 --> 00:20:28.200]  「脫去舊人、穿上新人」
[00:20:28.200 --> 00:20:30.400]  其實這幾個字真是在講我們
[00:20:30.400 --> 00:20:33.000]  那件衣服舊了、骯髒了
[00:20:33.000 --> 00:20:36.000]  我們脫掉它就換一件
[00:20:36.000 --> 00:20:40.400]  穿上一件乾淨的、新的
[00:20:40.400 --> 00:20:43.400]  這裡完全是一樣
[00:20:43.400 --> 00:20:45.200]  我們學了基督
[00:20:45.200 --> 00:20:48.000]  領受了祂的說話
[00:20:48.000 --> 00:20:51.200]  接受了祂做我們生命的主
[00:20:51.200 --> 00:20:56.800]  於是聽了、領受了、學了
[00:20:56.800 --> 00:21:03.400]  學了還包括了我們真的消化了、明白了
[00:21:03.400 --> 00:21:05.200]  成為你的一部分
[00:21:05.200 --> 00:21:09.200]  現在的詞句所謂將它內在化了
[00:21:09.200 --> 00:21:14.400]  然後從內而外做出來的就是你的行為
[00:21:14.400 --> 00:21:16.600]  所以我們信主之後
[00:21:16.600 --> 00:21:20.000]  我們的生命歷程就有這種改變
[00:21:20.000 --> 00:21:22.800]  這種改變就是從你信耶穌
[00:21:22.800 --> 00:21:25.600]  然後讀聖經神的話語
[00:21:25.600 --> 00:21:27.600]  包括我們今天所說的
[00:21:27.600 --> 00:21:30.400]  你讀神學
[00:21:30.400 --> 00:21:34.000]  以至你的生活行為會改變
[00:21:34.000 --> 00:21:36.800]  你的行事為人會改變
