
[00:00:00.000 --> 00:00:03.520]  大家請等我讀出接著的七和八節
[00:02:57.560 --> 00:02:59.360]  心裡明白,迴轉過來
[00:02:59.360 --> 00:03:01.600]  我就依次他們」
[00:03:01.600 --> 00:03:02.920]  即是他聽不聽
[00:03:02.920 --> 00:03:04.320]  引祖先的說話說
[00:03:04.320 --> 00:03:07.360]  你跟祖先一樣,都不接受的
[00:03:07.360 --> 00:03:09.680]  「所以你們當知道
[00:03:09.680 --> 00:03:12.400]  神者救恩如今傳給外邦人
[00:03:12.400 --> 00:03:14.960]  他們也必聽受」
[00:03:14.960 --> 00:03:17.560]  所以就將福音在羅馬城的地方
[00:03:17.560 --> 00:03:21.080]  一樣由猶太人轉去傳給外邦人
[00:03:21.080 --> 00:03:23.080]  一路兩年的時間
[00:03:23.080 --> 00:03:27.160]  大概就是這兩章聖經的主要內容
[00:03:27.160 --> 00:03:30.600]  鼓勵你回家,重新再讀一次
[00:03:30.600 --> 00:03:32.160]  因為今讀是片段一點的
[00:03:32.160 --> 00:03:33.440]  不是那麼完整
[00:03:33.440 --> 00:03:36.160]  在這兩章聖經裡
[00:03:36.160 --> 00:03:39.920]  其實我見到保羅是一個囚犯
[00:03:39.920 --> 00:03:42.120]  被一條鏈鎖住的
[00:03:42.120 --> 00:03:45.000]  他是一個不自由的人
[00:03:45.000 --> 00:03:49.800]  其實這個不自由不單只是他身體
[00:03:49.800 --> 00:03:51.800]  即是他身份上的不自由
[00:03:51.800 --> 00:03:53.440]  其實兩章聖經裡
[00:03:53.440 --> 00:03:56.080]  是不同的地方在描述保羅
[00:03:56.080 --> 00:03:57.880]  無論他面對的遭遇
[00:03:57.880 --> 00:04:01.360]  和他內心世界的那種狀況
[00:04:01.360 --> 00:04:03.960]  那種困處的情況
[00:04:03.960 --> 00:04:06.240]  剛才我才說過
[00:04:06.240 --> 00:04:08.800]  他在此前有四次受審
[00:04:08.800 --> 00:04:11.800]  四次的審訊雖然說沒有定罪
[00:04:11.800 --> 00:04:16.440]  但仍然被鎖在監獄裡兩年
[00:04:16.440 --> 00:04:20.480]  然後他上訴上船
[00:04:20.480 --> 00:04:25.880]  在上船之後就遇到有海難的事件
[00:04:25.880 --> 00:04:28.080]  剛才大家讀那段經文裡
[00:04:28.080 --> 00:04:30.800]  有一句說話其實是形容得很貼切
[00:04:30.800 --> 00:04:33.240]  二十七章的二十節就說
[00:04:33.240 --> 00:04:34.720]  把所有東西都扔進海裡
[00:04:34.720 --> 00:04:38.080]  但是太陽和星辰多日都不顯露
[00:04:38.080 --> 00:04:40.160]  又有狂風大浪吹逼
[00:04:40.160 --> 00:04:43.240]  我們得救的指望就都絕了
[00:04:43.240 --> 00:04:48.240]  這個「我們」包括了寫這封信的路嘉
[00:04:48.240 --> 00:04:49.520]  他應該是同行的
[00:04:49.520 --> 00:04:50.320]  因為他是「我們」
[00:04:50.320 --> 00:04:51.880]  他看見這件事發生的
[00:04:51.880 --> 00:04:55.200]  當然也包括在船上所有的人
[00:04:55.200 --> 00:04:58.200]  我相信保羅在這個海難裡
[00:04:58.200 --> 00:05:01.360]  其實他也是不可盼望的
[00:05:01.360 --> 00:05:05.600]  打算都是呼呼哀哉的
[00:05:05.600 --> 00:05:07.640]  去年差不多這個時間
[00:05:07.640 --> 00:05:11.320]  香港也有單海難,10月1號
[00:05:11.320 --> 00:05:14.040]  我預備的時候經常想起那一幕
[00:05:14.040 --> 00:05:15.120]  那艘船沉了
[00:05:15.120 --> 00:05:17.840]  當然不是全船的人都死了
[00:05:17.840 --> 00:05:20.040]  但也有很多人喪命
[00:05:20.040 --> 00:05:22.080]  今天的社會遭遇海難
[00:05:22.080 --> 00:05:23.840]  都有這麼大的一件事
[00:05:23.840 --> 00:05:26.320]  昔日的社會遭遇了這麼大的狂風
[00:05:26.320 --> 00:05:28.320]  我相信按照自然界來說
[00:05:28.320 --> 00:05:30.160]  都是一件令人很絕望
[00:05:30.160 --> 00:05:32.040]  很困難、很絕望的事
[00:05:32.040 --> 00:05:35.800]  所以他遇到這個身體上的危難
[00:05:35.800 --> 00:05:38.360]  後來他能夠平安
[00:05:38.360 --> 00:05:41.440]  可以上岸了
[00:05:41.440 --> 00:05:43.360]  當他預備上岸的時候
[00:05:43.360 --> 00:05:45.280]  其實他遭遇了第二個危難
[00:05:45.280 --> 00:05:47.720]  就是那些兵想殺掉那些囚犯
[00:05:47.720 --> 00:05:49.920]  第42條說那些兵怕他們逃難
[00:05:49.920 --> 00:05:51.600]  逃跑了,他們不能交差
[00:05:51.600 --> 00:05:53.320]  想殺掉他們這些囚犯
[00:05:53.320 --> 00:05:54.680]  他是其中一個
[00:05:54.680 --> 00:05:56.920]  所以其實他是第二個
[00:05:56.920 --> 00:06:01.560]  就是那些看守他的兵想殺他
[00:06:01.560 --> 00:06:05.760]  他有生命上的危險和危難
[00:06:05.760 --> 00:06:07.400]  這件事又過了
[00:06:07.400 --> 00:06:10.000]  上岸之後,在馬爾他島上面
[00:06:10.000 --> 00:06:12.280]  他遭遇了下一個危難
[00:06:12.280 --> 00:06:14.720]  就是他在火邊很冷的時候
[00:06:14.720 --> 00:06:16.840]  圍著一堆火想取暖的時候
[00:06:16.840 --> 00:06:18.040]  發生什麼事呢?
[00:06:18.040 --> 00:06:21.640]  有一條毒蛇走出來咬他的手
[00:06:21.640 --> 00:06:24.080]  不咬其他,不要說了
[00:06:24.080 --> 00:06:26.320]  只是咬保羅
[00:06:26.320 --> 00:06:27.840]  聖經的形容很特別
[00:06:27.840 --> 00:06:29.560]  就說當他咬保羅的時候
[00:06:29.560 --> 00:06:31.640]  他旁邊有些土人
[00:06:31.640 --> 00:06:34.520]  土著看見之後有個形容
[00:06:34.520 --> 00:06:36.240]  第28章第4節就說
[00:06:36.240 --> 00:06:38.920]  這個人一定是兇手
[00:06:38.920 --> 00:06:40.120]  這個兇手來的
[00:06:40.120 --> 00:06:42.600]  第一看見他是囚犯,他應該被綁住
[00:06:42.600 --> 00:06:44.360]  第二毒毒整咬他
[00:06:44.360 --> 00:06:45.560]  第三就說
[00:06:45.560 --> 00:06:49.680]  你這傢伙剛才在海濫裡弄不死你
[00:06:49.680 --> 00:06:51.320]  天理都不用你
[00:06:51.320 --> 00:06:54.760]  所以上岸之後要找隻蛇弄死你
[00:06:54.760 --> 00:06:56.360]  這是他們的觀念
[00:06:56.360 --> 00:06:59.640]  古時候的近東社會裡
[00:06:59.640 --> 00:07:00.760]  很多人都有種觀念
[00:07:00.760 --> 00:07:01.920]  一種迷信的觀念
[00:07:01.920 --> 00:07:04.800]  認為大海是由神明操縱著
[00:07:04.800 --> 00:07:08.280]  海濫其實是神明發作
[00:07:08.280 --> 00:07:10.200]  就要懲罰那些罪人
[00:07:10.200 --> 00:07:14.160]  所以他們遇到船上有海濫的話
[00:07:14.160 --> 00:07:16.480]  是代表著這班人有很多問題
[00:07:16.480 --> 00:07:17.520]  有很多罪
[00:07:17.520 --> 00:07:20.520]  是天理都不用的
[00:07:20.520 --> 00:07:24.160]  所以當他們脫離海濫之後上岸
[00:07:24.160 --> 00:07:25.280]  那些土人就會覺得
[00:07:25.280 --> 00:07:27.720]  哇,海濫都弄不死你
[00:07:27.720 --> 00:07:29.000]  但是天理都不用
[00:07:29.000 --> 00:07:31.400]  你都是有罪的
[00:07:31.400 --> 00:07:32.720]  OK
[00:07:32.720 --> 00:07:34.880]  其實在聖經的形容裡
[00:07:34.880 --> 00:07:36.960]  是說周圍的人看他
[00:07:36.960 --> 00:07:38.200]  不認識的人看他
[00:07:38.200 --> 00:07:40.560]  都認為他應該要被處死
[00:07:40.560 --> 00:07:43.760]  他應該要受罰的
[00:07:43.760 --> 00:07:47.600]  寶羅正在面對這些外在的困迫
[00:07:47.600 --> 00:07:51.560]  大家猜猜他生活裡他害不害怕
[00:07:51.560 --> 00:07:52.920]  如果你是他你害不害怕
[00:07:52.920 --> 00:07:55.960]  在這幾個月裡
[00:07:55.960 --> 00:07:58.840]  或者你覺得他害不害怕
[00:07:58.840 --> 00:08:01.120]  他害不害怕
[00:08:01.120 --> 00:08:02.520]  有些人搖頭有些人搖頭
[00:08:02.520 --> 00:08:03.120]  都很難說的
[00:08:03.120 --> 00:08:05.200]  他這麼勇敢他應該不害怕的
[00:08:05.200 --> 00:08:08.760]  第27章的有一節聖經是這麼說的
[00:08:08.760 --> 00:08:12.200]  就是說寶羅有一次在船上海濫的時候
[00:08:12.200 --> 00:08:14.560]  他跟那些船員說
[00:08:14.560 --> 00:08:18.000]  27章請powerpointshow出來
[00:08:18.000 --> 00:08:21.440]  27章的第23節
[00:08:21.440 --> 00:08:23.240]  23節是這樣說的
[00:08:23.240 --> 00:08:24.320]  他說
[00:08:24.320 --> 00:08:28.120]  因我所屬所侍奉的神
[00:08:28.120 --> 00:08:31.560]  他的使者昨晚站在我旁邊
[00:08:31.560 --> 00:08:32.480]  說了
[00:08:32.480 --> 00:08:34.800]  寶羅不要害怕
[00:08:34.800 --> 00:08:37.120]  你必定站在海濫面前
[00:08:37.120 --> 00:08:38.960]  並且與你同船的人
[00:08:38.960 --> 00:08:41.520]  神都賜給你了
[00:08:41.520 --> 00:08:43.720]  所以眾位可以放心
[00:08:43.720 --> 00:08:45.800]  我信神他怎樣對我說
[00:08:45.800 --> 00:08:48.320]  事情也要怎樣成就
[00:08:48.320 --> 00:08:50.560]  好像在他做夢的時候
[00:08:50.560 --> 00:08:51.240]  這個是夢來的
[00:08:51.240 --> 00:08:53.120]  夢裡面天使向他說話
[00:08:53.120 --> 00:08:54.480]  就說寶羅
[00:08:54.480 --> 00:08:56.440]  第一句說什麼
[00:08:56.440 --> 00:08:58.600]  不要害怕
[00:08:58.600 --> 00:09:00.560]  那你覺得寶羅害不害怕
[00:09:00.560 --> 00:09:01.760]  那當然害怕
[00:09:01.760 --> 00:09:03.960]  不然天使第一句就說這句
[00:09:03.960 --> 00:09:04.560]  是不是
[00:09:04.560 --> 00:09:07.480]  他裡面的心情其實神很明白的
[00:09:07.480 --> 00:09:09.240]  可能他之前有很多祈禱
[00:09:09.240 --> 00:09:11.320]  神終於那一晚在大風浪裡面
[00:09:11.320 --> 00:09:12.520]  就向夢中
[00:09:12.520 --> 00:09:13.760]  透過天使向他顯現
[00:09:13.760 --> 00:09:14.760]  鼓勵他
[00:09:14.760 --> 00:09:15.960]  寶羅你不用害怕
[00:09:15.960 --> 00:09:18.160]  你一定去到羅馬城的地方
[00:09:18.160 --> 00:09:20.440]  一定去到終審法院法官面前
[00:09:20.440 --> 00:09:21.680]  在他面前申訴的
[00:09:21.680 --> 00:09:22.480]  一定可以的
[00:09:22.480 --> 00:09:24.880]  全船的人都沒有問題的
[00:09:24.880 --> 00:09:26.680]  所以其實反映在寶羅的心裡面
[00:09:26.680 --> 00:09:29.520]  其實是害怕的
[00:09:29.520 --> 00:09:32.160]  不單止這件事是反映他裡面害怕
[00:09:32.160 --> 00:09:33.520]  後面有幾個形容
[00:09:33.520 --> 00:09:35.800]  都有這種味道的
[00:09:35.800 --> 00:09:37.800]  在第28章
[00:09:37.800 --> 00:09:40.440]  28章剛才我們應該沒有讀到這一節
[00:09:40.440 --> 00:09:43.640]  第28章的第15節
[00:09:43.640 --> 00:09:46.840]  當他差不多去到羅馬城之前
[00:09:46.840 --> 00:09:50.640]  在羅馬城附近一個城鎮裡面
[00:09:50.640 --> 00:09:51.680]  在那裡就說了
[00:09:51.680 --> 00:09:53.240]  28章的第15節
[00:09:53.240 --> 00:09:55.480]  他遇見一些弟兄來找他
[00:09:55.480 --> 00:09:58.600]  那裡的弟兄們一聽見我們的訊息
[00:09:58.600 --> 00:10:03.640]  就出來到阿比烏市和三館地方迎接我們
[00:10:03.640 --> 00:10:06.360]  寶羅見了他們就感謝神
[00:10:06.360 --> 00:10:11.360]  然後放心壯膽
[00:10:11.360 --> 00:10:13.920]  就是說寶羅見到一些群的弟兄
[00:10:13.920 --> 00:10:15.520]  和他相遇了
[00:10:15.520 --> 00:10:16.400]  幾個月之後
[00:10:16.400 --> 00:10:17.400]  見到一班弟兄
[00:10:17.400 --> 00:10:18.160]  一班基督徒
[00:10:18.160 --> 00:10:18.880]  信耶穌的人
[00:10:18.880 --> 00:10:20.560]  和他相遇之後
[00:10:20.560 --> 00:10:22.360]  他就多謝神了
[00:10:22.360 --> 00:10:25.040]  然後他放心壯膽
[00:10:25.040 --> 00:10:26.120]  換而言之
[00:10:26.120 --> 00:10:28.480]  在這個形容之前
[00:10:28.480 --> 00:10:30.520]  其實他的心是怎樣
[00:10:30.520 --> 00:10:33.560]  可以說其實他不是的
[00:10:33.560 --> 00:10:34.560]  他不是放心
[00:10:34.560 --> 00:10:35.880]  他也不是壯膽
[00:10:35.880 --> 00:10:39.600]  他心裡面其實有很多不安定
[00:10:39.600 --> 00:10:42.560]  是他見到這些人來接他的時候
[00:10:42.560 --> 00:10:43.680]  他就說
[00:10:43.680 --> 00:10:44.600]  感謝神
[00:10:44.600 --> 00:10:45.640]  祢真是真實的
[00:10:45.640 --> 00:10:46.840]  我終於見到一班弟兄了
[00:10:46.840 --> 00:10:48.440]  祂可以來和我見面了
[00:10:48.440 --> 00:10:50.160]  於是就放心壯膽
[00:10:50.160 --> 00:10:52.960]  所以我們可以見到整個過程裡面
[00:10:52.960 --> 00:10:55.280]  其實寶羅的心
[00:10:55.280 --> 00:10:56.040]  總體來說
[00:10:56.040 --> 00:10:57.240]  其實他是恐懼
[00:10:57.240 --> 00:10:58.800]  他是戰驚
[00:10:58.800 --> 00:11:01.520]  他有幾次危難避散的經驗
[00:11:01.520 --> 00:11:02.840]  我覺得整段聖經裡面
[00:11:02.840 --> 00:11:04.480]  還有一個位置在形容寶羅
[00:11:04.480 --> 00:11:05.960]  反映寶羅的心情
[00:11:05.960 --> 00:11:06.960]  剛才我讀過了
[00:11:06.960 --> 00:11:09.520]  就是當他最後和那些同胞
[00:11:09.520 --> 00:11:12.080]  分享耶穌的事的時候
[00:11:12.080 --> 00:11:13.800]  他就引用了聖經的說話
[00:11:13.800 --> 00:11:14.840]  以賽亞書就說
[00:11:14.840 --> 00:11:15.920]  你們這班人
[00:11:15.920 --> 00:11:17.120]  你們的祖先
[00:11:17.120 --> 00:11:17.880]  你們的先知
[00:11:17.880 --> 00:11:19.920]  我們的先知已經說過了
[00:11:19.920 --> 00:11:22.320]  就和我們的列祖說
[00:11:22.320 --> 00:11:23.560]  你們都是不聽的了
[00:11:23.560 --> 00:11:24.920]  你們的眼睛又矇 耳朵又聾
[00:11:24.920 --> 00:11:26.520]  心裡面的東西又不打開
[00:11:26.520 --> 00:11:27.800]  就是這樣
[00:11:27.800 --> 00:11:31.040]  所以你們是不能夠得到得救的訊息的
[00:11:31.040 --> 00:11:33.440]  他用了這個先知的說話
[00:11:33.440 --> 00:11:35.280]  去形容當時候
[00:11:35.280 --> 00:11:39.000]  那些聽他講福音的人
[00:11:39.000 --> 00:11:40.240]  意思就是說
[00:11:40.240 --> 00:11:42.280]  他那班同胞
[00:11:42.280 --> 00:11:44.880]  願不願意接受他講的道理呢
[00:11:44.880 --> 00:11:46.480]  應該不願意
[00:11:46.480 --> 00:11:47.280]  雖然經文就說
[00:11:47.280 --> 00:11:48.560]  有些信 有些不信
[00:11:48.560 --> 00:11:50.480]  不過整體上來說
[00:11:50.480 --> 00:11:51.440]  整體上來說
[00:11:51.440 --> 00:11:53.920]  應該是不信的佔大多數
[00:11:53.920 --> 00:11:56.560]  所以他才說要傳給外邦人
[00:11:56.560 --> 00:11:57.760]  所以我想
[00:11:57.760 --> 00:11:59.400]  如果保羅在這裡
[00:11:59.400 --> 00:12:01.680]  這樣去形容他的工作
[00:12:01.680 --> 00:12:03.360]  他的服事的話
[00:12:03.360 --> 00:12:06.200]  你猜保羅的心情是怎樣呢
[00:12:06.200 --> 00:12:11.400]  其實保羅是一個很愛他同胞的猶太人
[00:12:11.400 --> 00:12:12.800]  很愛他的同胞
[00:12:12.800 --> 00:12:14.720]  在羅馬書他這樣說
[00:12:14.720 --> 00:12:17.560]  我寧願我和基督分離
[00:12:17.560 --> 00:12:19.280]  我都可以
[00:12:19.280 --> 00:12:20.200]  我都願意
[00:12:20.200 --> 00:12:22.720]  如果我的同胞願意接受耶穌的話
[00:12:22.720 --> 00:12:24.240]  接受他就是尼塞亞的話
[00:12:24.240 --> 00:12:25.640]  我甚至願意和基督分離
[00:12:25.640 --> 00:12:27.160]  他都願意 都願意
[00:12:27.160 --> 00:12:28.680]  他說我的心其實是這麼坦然
[00:12:28.680 --> 00:12:29.880]  這麼坦蕩蕩的
[00:12:29.880 --> 00:12:32.640]  所以他是很愛國的
[00:12:32.640 --> 00:12:33.840]  很愛他的同胞
[00:12:33.840 --> 00:12:36.080]  很希望他的猶太同胞
[00:12:36.080 --> 00:12:38.080]  能夠接受耶穌為尼塞亞
[00:12:38.080 --> 00:12:41.560]  不過他們的反應是拒絕
[00:12:41.560 --> 00:12:44.560]  他們的反應是不接受
[00:12:44.560 --> 00:12:45.600]  所以我想
[00:12:45.600 --> 00:12:47.360]  保羅在這裡
[00:12:47.360 --> 00:12:50.040]  他裡面其實是心如刀割
[00:12:50.040 --> 00:12:52.120]  因為他最想的事情
[00:12:52.120 --> 00:12:55.640]  結果不成功
[00:12:55.640 --> 00:12:56.720]  他愛的人
[00:12:56.720 --> 00:13:01.840]  不會接受耶穌作為他們的救主
[00:13:01.840 --> 00:13:03.000]  如果我們中間
[00:13:03.000 --> 00:13:04.000]  我們的父母
[00:13:04.000 --> 00:13:05.000]  我們的上一代
[00:13:05.000 --> 00:13:06.040]  或者我們的兄弟姊妹
[00:13:06.040 --> 00:13:06.760]  我們愛的人
[00:13:06.760 --> 00:13:08.440]  你想不想他們信耶穌
[00:13:08.440 --> 00:13:10.040]  當然想
[00:13:10.040 --> 00:13:12.960]  我們探訪隊有很多這麼熱切的例子
[00:13:12.960 --> 00:13:15.560]  就是因為我們很想我們愛的人信耶穌
[00:13:15.560 --> 00:13:19.080]  所以如果他最愛的那群拒絕的話
[00:13:19.080 --> 00:13:21.520]  我相信保羅在這兩章裡面的
[00:13:21.520 --> 00:13:22.920]  整體的描述來說
[00:13:22.920 --> 00:13:25.480]  其實他心裡面是好不好過
[00:13:25.480 --> 00:13:27.080]  無論是外在的環境
[00:13:27.080 --> 00:13:28.800]  無論是裡面的心情
[00:13:28.800 --> 00:13:31.600]  害怕和失落
[00:13:31.600 --> 00:13:33.440]  所以在哥倫多後書
[00:13:33.440 --> 00:13:35.280]  這個我很想跟大家說
[00:13:35.280 --> 00:13:37.680]  哥倫多後書第十一章
[00:13:37.680 --> 00:13:39.320]  他就這樣形容保羅的心情
[00:13:39.320 --> 00:13:41.560]  他自己說他的心情
[00:13:41.560 --> 00:13:43.080]  請幫忙帶出來好不好
[00:13:43.080 --> 00:13:48.080]  哥倫多後書第十一章的二十三節
[00:13:48.080 --> 00:13:50.400]  我想大家要進入保羅的內心世界裡面
[00:13:50.400 --> 00:13:51.680]  看看他怎樣的
[00:13:51.680 --> 00:13:53.960]  十一章二十三節
[00:13:53.960 --> 00:13:56.200]  哥倫多後書
[00:13:56.200 --> 00:13:58.320]  大家聽我讀出來
[00:13:58.320 --> 00:13:59.240]  他說
[00:13:59.240 --> 00:14:01.280]  他們是基督的僕人嗎?
[00:14:01.280 --> 00:14:02.640]  我說句狂話
[00:14:02.640 --> 00:14:03.760]  我更是
[00:14:03.760 --> 00:14:06.120]  我比他們多受勞苦
[00:14:06.120 --> 00:14:07.360]  多下監牢
[00:14:07.360 --> 00:14:09.320]  受鞭打是過重的
[00:14:09.320 --> 00:14:11.480]  冒死是屢次有的
[00:14:11.480 --> 00:14:13.400]  接著下面二十四節
[00:14:13.400 --> 00:14:15.400]  被猶太人鞭打五次
[00:14:15.400 --> 00:14:17.320]  每次四十減去一下
[00:14:17.320 --> 00:14:19.120]  被棍打了三次
[00:14:19.120 --> 00:14:20.680]  被石頭打了一次
[00:14:20.680 --> 00:14:22.320]  遇著損壞三次
[00:14:22.320 --> 00:14:24.280]  一晝一夜在深海裡
[00:14:24.280 --> 00:14:26.360]  又屢次行遠路
[00:14:26.360 --> 00:14:27.760]  遭江河的危險
[00:14:27.760 --> 00:14:28.720]  盜賊的危險
[00:14:28.720 --> 00:14:29.760]  同族的危險
[00:14:29.760 --> 00:14:30.880]  外邦人的危險
[00:14:30.880 --> 00:14:31.840]  城裡的危險
[00:14:31.840 --> 00:14:32.800]  曠野的危險
[00:14:32.800 --> 00:14:33.760]  海中的危險
[00:14:33.760 --> 00:14:34.880]  格地興的危險
[00:14:34.880 --> 00:14:36.280]  受勞碌受困苦
[00:14:36.280 --> 00:14:37.240]  多次不得睡
[00:14:37.240 --> 00:14:38.040]  又飢又渴
[00:14:38.040 --> 00:14:39.600]  多次不得射手寒冷
[00:14:39.600 --> 00:14:40.800]  赤身怒體
[00:14:40.800 --> 00:14:41.920]  除了在外面的事
[00:14:41.920 --> 00:14:43.680]  還有為宗教會掛心的事
[00:14:43.680 --> 00:14:45.280]  天天壓在我身上
[00:14:45.280 --> 00:14:47.320]  因為他不斷地數出來
[00:14:47.320 --> 00:14:49.040]  當然他當時很激氣
[00:14:49.040 --> 00:14:50.080]  因為哥倫布教會是一間
[00:14:50.080 --> 00:14:51.920]  令他很激氣的教會
[00:14:51.920 --> 00:14:54.160]  他數他自己的不開心事
[00:14:54.160 --> 00:14:55.320]  但正正反映著
[00:14:55.320 --> 00:14:57.280]  當他在一個服事的過程裡
[00:14:57.280 --> 00:14:59.800]  他的內心世界其實是很困擠
[00:14:59.800 --> 00:15:01.040]  很多的壓力
[00:15:01.040 --> 00:15:01.840]  很多困難
[00:15:01.840 --> 00:15:03.280]  很多危險
[00:15:03.280 --> 00:15:04.520]  這個船難
[00:15:04.520 --> 00:15:05.800]  在島上的事
[00:15:05.800 --> 00:15:07.560]  正正是反映著他
[00:15:07.560 --> 00:15:08.760]  在這個服事過程中間
[00:15:08.760 --> 00:15:10.200]  他所遇見的
[00:15:10.200 --> 00:15:12.920]  你可以說保羅不單止他在外面
[00:15:12.920 --> 00:15:14.360]  他的手被鏈鎖著
[00:15:14.360 --> 00:15:16.000]  他是一個囚犯被囚禁
[00:15:16.000 --> 00:15:17.200]  其實他所遭遇的事
[00:15:17.200 --> 00:15:18.320]  他內心的世界
[00:15:18.320 --> 00:15:20.520]  同樣是一個囚禁著他
[00:15:20.520 --> 00:15:22.080]  令他不能釋放的
[00:15:22.080 --> 00:15:25.760]  那些種種的事包圍著他
[00:15:25.760 --> 00:15:28.640]  由保羅跳回我們
[00:15:28.640 --> 00:15:31.120]  其實我想我們作為家庭區
[00:15:31.120 --> 00:15:33.240]  我想我們人生裡面
[00:15:33.240 --> 00:15:34.920]  都會常常
[00:15:34.920 --> 00:15:36.560]  或者頗為經常
[00:15:36.560 --> 00:15:37.800]  碰到一些事
[00:15:37.800 --> 00:15:40.680]  是叫我們的內心受捆綁
[00:15:40.680 --> 00:15:45.080]  或者我們覺得我們自己是很不自由的
[00:15:45.080 --> 00:15:48.440]  什麼是令我們覺得不自由的
[00:15:48.440 --> 00:15:49.000]  你猜猜
[00:15:49.000 --> 00:15:52.000]  什麼是令我們覺得最不自由的
[00:15:52.000 --> 00:15:55.040]  你看看隔壁那位
[00:15:55.040 --> 00:15:59.480]  是不是他
[00:15:59.480 --> 00:16:01.800]  就是
[00:16:01.800 --> 00:16:03.840]  夫妻的關係
[00:16:03.840 --> 00:16:06.680]  子女的問題
