
[00:00:00.000 --> 00:00:05.380]  不知道大家在這幾個星期 特別有這麼多天災發生的時候
[00:02:56.060 --> 00:03:02.940]  不是住在那些巨峯經常會騷擾的地區
[00:03:02.940 --> 00:03:05.380]  其實現在那些地震學家說
[00:03:05.380 --> 00:03:08.340]  我們經常說The Big One
[00:03:08.340 --> 00:03:12.860]  那個大地震其實已經是逼近未接的
[00:03:12.860 --> 00:03:15.060]  隨時可能都會發生在什麼時間
[00:03:15.060 --> 00:03:18.300]  我們都不知道
[00:03:18.300 --> 00:03:20.500]  當我們忽然間坐下
[00:03:20.500 --> 00:03:23.900]  稍微去想一想這些情況的時候
[00:03:23.900 --> 00:03:24.940]  我告訴大家
[00:03:24.940 --> 00:03:28.500]  其實最近我和師傅曾經討論過一個問題
[00:03:28.500 --> 00:03:30.900]  聊天的時候
[00:03:30.900 --> 00:03:34.700]  主耶穌早點回來就好了
[00:03:34.700 --> 00:03:36.780]  不知道大家有沒有曾經想過這個問題
[00:03:36.780 --> 00:03:38.500]  可能大家忙到沒機會去想這些事情
[00:03:38.500 --> 00:03:40.900]  我和師傅忽然間坐下聊天的時候
[00:03:40.900 --> 00:03:41.820]  師傅一提
[00:03:41.820 --> 00:03:44.660]  我都想主耶穌早點回來
[00:03:44.660 --> 00:03:46.340]  因爲這個世界太慘了
[00:03:46.340 --> 00:03:49.260]  我們所聽到的 見到的都是我們不想見到的
[00:03:49.260 --> 00:03:52.420]  主耶穌早點回來就好了
[00:03:52.420 --> 00:03:55.500]  但是迴心一想
[00:03:55.500 --> 00:03:59.620]  我們是否真的很想主耶穌早點回來呢
[00:03:59.620 --> 00:04:06.140]  這是一個很值得我們深思的問題
[00:04:06.140 --> 00:04:08.980]  原來聖經告訴我們
[00:04:08.980 --> 00:04:11.180]  我們現在正處在
[00:04:11.180 --> 00:04:17.740]  耶穌已經打贏了決定性的屬靈戰爭
[00:04:17.740 --> 00:04:26.420]  和耶穌再次回來以公平公義統治大地這段期間
[00:04:26.420 --> 00:04:28.300]  當然 耶穌回來的時間
[00:04:28.300 --> 00:04:30.260]  以公平公義處理大地
[00:04:30.260 --> 00:04:32.980]  我們一定很開心很快樂 滿有平安
[00:04:32.980 --> 00:04:34.780]  但是現在還沒到那個時間
[00:04:34.780 --> 00:04:39.060]  我們在兩者之間
[00:04:39.060 --> 00:04:40.620]  我們知道一定打贏仗的了
[00:04:40.620 --> 00:04:42.700]  耶穌的諾曼底戰爭
[00:04:42.700 --> 00:04:46.260]  決定勝負的 結束
[00:04:46.260 --> 00:04:47.580]  但是耶穌還沒回來
[00:04:47.580 --> 00:04:52.060]  現在我們正在等候耶穌再次回來德國
[00:04:52.060 --> 00:04:54.620]  讓我們能夠享受與主面對面
[00:04:54.620 --> 00:04:59.540]  和用公平公義治理大地的那種喜樂和平安
[00:04:59.540 --> 00:05:03.940]  我們在等待的時間當中
[00:05:03.940 --> 00:05:07.780]  我們應該怎麼去等待呢
[00:05:07.780 --> 00:05:09.540]  今天和大家講的題目是什麼呢
[00:05:09.540 --> 00:05:13.420]  我繼續講我們做一個智慧的管家
[00:05:13.420 --> 00:05:18.220]  今天是講怎麼善用我們的才能
[00:05:18.220 --> 00:05:19.500]  我覺得其中一件事
[00:05:19.500 --> 00:05:22.420]  我相信在我們等待主耶穌回來的時候
[00:05:22.420 --> 00:05:27.860]  就是我們怎麼能善用天父上帝賜給我們的財幹資源
[00:05:27.860 --> 00:05:34.980]  去完成耶穌將要完成的那個始終的任務
[00:05:34.980 --> 00:05:37.420]  今天我們看聖經
[00:05:37.420 --> 00:05:40.260]  是記載在《馬太福音》25章
[00:05:40.260 --> 00:05:43.100]  不過25章之前是24章
[00:05:43.100 --> 00:05:46.220]  如果你是老基督徒或者是聽道內的話
[00:05:46.220 --> 00:05:49.260]  你知道24章是講什麼的嗎
[00:05:49.260 --> 00:05:50.460]  《馬太福音》24章
[00:05:50.460 --> 00:05:53.340]  就是講耶穌再次回來之前的預兆
[00:05:53.340 --> 00:05:55.580]  所以文以公達 萬人國以公達國
[00:05:55.580 --> 00:05:57.620]  有饑荒 有地震 有海嘯
[00:05:57.620 --> 00:05:58.540]  大堆那些東西
[00:05:58.540 --> 00:06:00.020]  現在我們見到的那些
[00:06:00.020 --> 00:06:01.660]  越來越頻繁的那些
[00:06:01.660 --> 00:06:05.700]  這個是耶穌快要回來之前的兆頭
[00:06:05.700 --> 00:06:08.900]  是先兆來的
[00:06:08.900 --> 00:06:10.220]  然後到25章
[00:06:10.220 --> 00:06:11.260]  如果你有聖經的話
[00:06:11.260 --> 00:06:13.660]  或者是Digital Bible 現在轉到那裏
[00:06:13.660 --> 00:06:14.780]  因爲我沒有時間
[00:06:14.780 --> 00:06:16.500]  又讀一次故事給你聽
[00:06:16.500 --> 00:06:18.060]  不過如果你想看回聖經的時候
[00:06:18.060 --> 00:06:18.900]  Open your Bible
[00:06:18.900 --> 00:06:21.500]  打開你的Digital Bible
[00:06:21.500 --> 00:06:23.020]  到25章裏面來講
[00:06:23.020 --> 00:06:25.180]  是講了三個比喻
[00:06:25.180 --> 00:06:26.820]  第一個比喻
[00:06:26.820 --> 00:06:28.380]  十個童女的比喻
[00:06:28.380 --> 00:06:29.620]  是講什麼
[00:06:29.620 --> 00:06:31.140]  要好好準備
[00:06:31.140 --> 00:06:32.340]  新郎哥就回來了
[00:06:32.340 --> 00:06:34.260]  不過什麼時候不知道
[00:06:34.260 --> 00:06:37.140]  十個童女有五個比較聰明一點
[00:06:37.140 --> 00:06:38.100]  做多一點的準備
[00:06:38.100 --> 00:06:40.300]  有五個比較蠢一點
[00:06:40.300 --> 00:06:41.940]  等候新郎回來
[00:06:41.940 --> 00:06:47.380]  如何預備自己等候新郎哥的來到
[00:06:47.380 --> 00:06:48.660]  第二個比喻
[00:06:48.660 --> 00:06:50.380]  是今天和大家要去研究的比喻
[00:06:50.380 --> 00:06:52.980]  就是講到安才
[00:06:52.980 --> 00:06:58.140]  將一些責任交託給他僕人的一個比喻
[00:06:58.140 --> 00:06:59.820]  然後第三個比喻
[00:06:59.820 --> 00:07:02.540]  就是講到在白色的大寶座面前
[00:07:02.540 --> 00:07:04.660]  公羊和綿羊之間
[00:07:04.660 --> 00:07:06.660]  上帝給他們那種審判
[00:07:06.660 --> 00:07:08.740]  所以呢
[00:07:08.740 --> 00:07:11.300]  25章是承接24章是講到
[00:07:11.300 --> 00:07:13.580]  我們現在在等候的時間裏面
[00:07:13.580 --> 00:07:15.260]  特別是第二個比喻
[00:07:15.260 --> 00:07:20.860]  我們應該如何去等候耶穌基督回來
[00:07:20.860 --> 00:07:21.860]  我們看看
[00:07:21.860 --> 00:07:23.060]  這個故事其實很簡單
[00:07:23.060 --> 00:07:24.380]  現在講大家記得了
[00:07:24.380 --> 00:07:25.340]  這個故事講什麼呢
[00:07:25.340 --> 00:07:26.660]  耶穌說有一個人
[00:07:26.660 --> 00:07:28.380]  當然很有錢
[00:07:28.380 --> 00:07:29.700]  他要去外國
[00:07:29.700 --> 00:07:32.860]  就叫了他三個僕人來
[00:07:32.860 --> 00:07:35.500]  就按照他們的才幹
[00:07:35.500 --> 00:07:39.100]  就將他的家業交給他們三個去管理
[00:07:39.100 --> 00:07:40.860]  然後一個給五千
[00:07:40.860 --> 00:07:43.020]  一個給多少
[00:07:43.020 --> 00:07:43.820]  兩千
[00:07:43.820 --> 00:07:45.860]  還有一個給一千
[00:07:45.860 --> 00:07:47.060]  OK
[00:07:47.060 --> 00:07:50.180]  然後這個主人就走了
[00:07:50.180 --> 00:07:51.300]  這個故事裏面說
[00:07:51.300 --> 00:07:53.780]  那個五千的就賺了五千
[00:07:53.780 --> 00:07:55.140]  另外投資做買賣
[00:07:55.140 --> 00:07:58.860]  然後另外兩千的又是賺了兩千
[00:07:58.860 --> 00:08:00.340]  但是那一千的
[00:08:00.340 --> 00:08:03.900]  就將他一千的銀子賣在地裏
[00:08:03.900 --> 00:08:05.540]  等主人回來的時候
[00:08:05.540 --> 00:08:08.460]  就原封不動就交回給主人
[00:08:08.460 --> 00:08:10.420]  大家記得這個故事嗎
[00:08:10.420 --> 00:08:11.060]  聽過吧
[00:08:11.060 --> 00:08:12.860]  記得吧
[00:08:12.860 --> 00:08:14.980]  然後主人回來了
[00:08:14.980 --> 00:08:19.540]  這三個人就向他交賬
[00:08:19.540 --> 00:08:24.620]  這個就是今天要和大家看的故事
[00:08:24.620 --> 00:08:26.700]  我們應該如何等候耶穌基督回來
[00:08:26.700 --> 00:08:29.300]  先看看
[00:08:29.300 --> 00:08:32.340]  25章第十四字
[00:08:32.340 --> 00:08:35.820]  第十四字說天國有好似一個人要往外國去
[00:08:35.820 --> 00:08:44.580]  就叫他的僕人來把他的家業交給他們
[00:08:44.580 --> 00:08:45.940]  我想大家留意的是什麼呢
[00:08:45.940 --> 00:08:47.740]  這個主人要去外國
[00:08:47.740 --> 00:08:48.900]  剛纔說過
[00:08:48.900 --> 00:08:50.900]  他是將他的家業
[00:08:50.900 --> 00:08:52.540]  將他的一切
[00:08:52.540 --> 00:08:55.900]  就是在那個地方他所有的財產
[00:08:55.900 --> 00:08:57.540]  其實原來不只是錢
[00:08:57.540 --> 00:08:59.660]  如果看英文是Properties
[00:08:59.660 --> 00:09:01.420]  將他所有的產業
[00:09:01.420 --> 00:09:02.500]  都交給他的僕人
[00:09:02.500 --> 00:09:04.820]  不過呢
[00:09:04.820 --> 00:09:08.700]  另外他再給一些銀子這三個僕人
[00:09:08.700 --> 00:09:12.140]  一個五千一個二千一個一千
[00:09:12.140 --> 00:09:14.100]  所以聖經告訴我們
[00:09:14.100 --> 00:09:17.540]  他不僅僅是給錢這三個僕人
[00:09:17.540 --> 00:09:20.140]  也將他的產業交給他們
[00:09:20.140 --> 00:09:21.700]  我們會留意到
[00:09:21.700 --> 00:09:25.500]  我們會想到 聯想到
[00:09:25.500 --> 00:09:28.260]  其實耶穌昇天之前
[00:09:28.260 --> 00:09:32.980]  也留下了他的產業和工作給我們
[00:09:32.980 --> 00:09:35.020]  耶穌來世昇天之前
[00:09:35.020 --> 00:09:36.700]  都將他要做的工作
[00:09:36.700 --> 00:09:40.500]  他所有的一切都交託給我們
[00:09:40.500 --> 00:09:44.780]  我們是指哪個人呢
[00:09:44.780 --> 00:09:46.180]  耶穌交託給什麼人呢
[00:09:46.180 --> 00:09:48.860]  這個主人就交託給他三個僕人
[00:09:48.860 --> 00:09:51.020]  耶穌就交託給
[00:09:51.020 --> 00:09:56.660]  那些公開承認耶穌是我們的救主
[00:09:56.660 --> 00:09:58.500]  在受浸的時間
[00:09:58.500 --> 00:09:59.420]  牧師問
[00:09:59.420 --> 00:10:01.780]  你是否願意一生一世跟隨耶穌基督
[00:10:01.780 --> 00:10:03.140]  一生以他爲主
[00:10:03.140 --> 00:10:05.060]  你是否願意服侍上帝
[00:10:05.060 --> 00:10:08.500]  Yes I do
[00:10:08.500 --> 00:10:09.500]  就交給這些人
[00:10:09.500 --> 00:10:10.780]  我們當中有沒有這樣的人呢
[00:10:10.780 --> 00:10:13.220]  舉手看看
[00:10:13.220 --> 00:10:15.620]  不是那麼少吧
[00:10:15.620 --> 00:10:18.980]  受浸的那些 信耶穌的那些
[00:10:18.980 --> 00:10:21.260]  感謝主啦
[00:10:21.260 --> 00:10:25.180]  弟兄姊妹 想一想
[00:10:25.180 --> 00:10:27.180]  耶穌走了
[00:10:27.180 --> 00:10:29.060]  會回來的 我們知道
[00:10:29.060 --> 00:10:32.260]  不過他走之前
[00:10:32.260 --> 00:10:34.340]  將他所有的一切
[00:10:34.340 --> 00:10:35.940]  將他未完成的工作
[00:10:35.940 --> 00:10:39.180]  交給誰呢
[00:10:39.180 --> 00:10:43.100]  交給你和交給我
[00:10:43.100 --> 00:10:46.180]  我們從耶穌那裏領受了
[00:10:46.180 --> 00:10:48.860]  這些才幹能力
[00:10:48.860 --> 00:10:52.700]  就要完成耶穌還沒完成的任務
[00:10:52.700 --> 00:10:56.780]  那個決定性的戰爭已經打贏了
[00:10:56.780 --> 00:10:59.500]  決定性的戰爭打贏了
[00:10:59.500 --> 00:11:01.020]  在等待他回來的時候
[00:11:01.020 --> 00:11:02.740]  天父上帝將他的產業
[00:11:02.740 --> 00:11:04.900]  將他的資源 才幹能力
[00:11:04.900 --> 00:11:07.300]  是交給你和我
[00:11:07.300 --> 00:11:11.820]  讓你和我能夠有能力去
[00:11:11.820 --> 00:11:13.060]  完成他的工作
[00:11:13.060 --> 00:11:14.700]  所以弟兄姊妹
[00:11:14.700 --> 00:11:17.460]  我們應該怎麼等候呢
[00:11:17.460 --> 00:11:19.220]  我們應該等待耶穌回來呢
[00:11:19.220 --> 00:11:21.460]  資源有了 才幹有了
[00:11:21.460 --> 00:11:23.460]  我們應該作出回應
[00:11:23.460 --> 00:11:25.100]  到底應該怎麼樣呢
[00:11:25.100 --> 00:11:28.100]  我們可不可以不接受啊
[00:11:28.100 --> 00:11:29.660]  可不可以不接受
[00:11:29.660 --> 00:11:32.820]  你可以不接受我們平民委員會邀請你
[00:11:32.820 --> 00:11:36.220]  參加幫毛毛教會的工作
[00:11:36.220 --> 00:11:37.180]  OK
[00:11:37.180 --> 00:11:38.620]  你可不可以不接受
[00:11:38.620 --> 00:11:42.740]  耶穌交給你的工作
[00:11:42.740 --> 00:11:45.540]  可不可以呢
[00:11:45.540 --> 00:11:48.340]  你說呢
[00:11:48.340 --> 00:11:53.140]  除非你不以耶穌基督爲主
[00:11:53.140 --> 00:11:55.100]  除非你受浸的時候沒有應許過
[00:11:55.100 --> 00:11:57.260]  我一生一世跟隨耶穌基督
[00:11:57.260 --> 00:12:00.380]  He is my Lord
[00:12:00.380 --> 00:12:03.620]  你是不是這樣相信的
[00:12:03.620 --> 00:12:06.700]  你是不是這樣接受耶穌基督的
[00:12:06.700 --> 00:12:08.580]  你是不是因爲這樣的緣故受洗的
[00:12:08.580 --> 00:12:11.820]  受浸的
[00:12:11.820 --> 00:12:15.420]  除非我們不以耶穌基督爲我們耶穌基督
[00:12:15.420 --> 00:12:18.340]  我們不能說不 是不是
[00:12:18.340 --> 00:12:20.300]  因爲祂是主 我們是僕
[00:12:20.300 --> 00:12:21.500]  Am I correct
[00:12:21.500 --> 00:12:23.500]  祂是主人 我們是僕人
[00:12:23.500 --> 00:12:24.820]  Can we say no
[00:12:24.820 --> 00:12:26.700]  No we cannot
[00:12:26.700 --> 00:12:28.860]  But
[00:12:28.860 --> 00:12:30.020]  我們不能說不
[00:12:30.020 --> 00:12:31.180]  But
[00:12:31.180 --> 00:12:32.980]  You can do nothing
[00:12:32.980 --> 00:12:35.620]  你可以不做事
[00:12:35.620 --> 00:12:38.980]  哈哈
[00:12:38.980 --> 00:12:42.940]  真是很好啊 聖經
[00:12:42.940 --> 00:12:46.740]  Matthew有一章 耶穌說了另一個比喻
[00:12:46.740 --> 00:12:48.900]  回去看看 說到兩個兒子
[00:12:48.900 --> 00:12:51.940]  一個人有兩個兒子 像我一樣
[00:12:51.940 --> 00:12:54.740]  然後有一天這個人對大兒子說
[00:12:54.740 --> 00:12:56.700]  喂 老大
[00:12:56.700 --> 00:12:58.740]  和我去葡萄園裏面做工
[00:12:58.740 --> 00:13:01.940]  那裏有很多事要做 幫我搞定
[00:13:01.940 --> 00:13:03.620]  I don't like it
[00:13:03.620 --> 00:13:05.580]  No
[00:13:05.580 --> 00:13:08.180]  你看看故事 大兒子說我不去
[00:13:08.180 --> 00:13:09.020]  OK
[00:13:09.020 --> 00:13:11.420]  不過後來他後悔
[00:13:11.420 --> 00:13:14.220]  啊 爹地這麼疼我
[00:13:14.220 --> 00:13:16.780]  我這麼好 怎麼可以say no呢
[00:13:16.780 --> 00:13:18.820]  那自己就繼續去做了
[00:13:18.820 --> 00:13:20.660]  這個是比喻 記不記得
[00:13:20.660 --> 00:13:21.900]  有聖經可以看看
[00:13:21.900 --> 00:13:23.220]  第二個兒子呢
[00:13:23.220 --> 00:13:25.260]  這個老大又來了 喂 弟弟
[00:13:25.260 --> 00:13:26.700]  我叫大哥去 他不去
[00:13:26.700 --> 00:13:27.940]  不如你去吧
[00:13:27.940 --> 00:13:30.660]  葡萄園裏面有些工 你幫我搞定
[00:13:30.660 --> 00:13:32.340]  那個弟弟很口爽
[00:13:32.340 --> 00:13:35.700]  好啊 我去
[00:13:35.700 --> 00:13:38.300]  接着沒有去
[00:13:38.300 --> 00:13:42.300]  耶穌問兩個兒子 哪個兒子聽爹地的話呢
[00:13:42.300 --> 00:13:44.060]  你記得那個故事吧
[00:13:44.060 --> 00:13:50.460]  這個比喻我們很少看
[00:13:50.460 --> 00:13:54.340]  我在想
[00:13:54.340 --> 00:14:00.860]  到底我們是個大兒子還是個小兒子
[00:14:00.860 --> 00:14:05.180]  我希望我們不要做個小兒子
[00:14:05.180 --> 00:14:09.020]  最多做個大兒子好了
[00:14:09.020 --> 00:14:15.420]  我告訴你 牧師就是其中一個大兒子
[00:14:15.420 --> 00:14:17.460]  因爲我服侍耶穌這麼久
[00:14:17.460 --> 00:14:19.500]  其實我告訴大家
[00:14:19.500 --> 00:14:23.260]  有很多事上帝要我做的 我不是很想做
[00:14:23.260 --> 00:14:26.100]  也都不願意做的
[00:14:26.100 --> 00:14:29.580]  不過 好像我剛纔說
[00:14:29.580 --> 00:14:35.500]  我的媽呀 上帝竟然愛我
[00:14:35.500 --> 00:14:41.900]  我的媽呀 上帝竟然請救我
[00:14:41.900 --> 00:14:50.820]  我的媽呀 上帝說我要領養你作爲我的兒子
[00:14:50.820 --> 00:14:54.500]  雖然我不想做
[00:14:54.500 --> 00:14:57.380]  我不敢推
[00:14:57.380 --> 00:14:59.620]  所以老老實實說
[00:14:59.620 --> 00:15:01.940]  就算我來美國讀神學
[00:15:01.940 --> 00:15:06.140]  我都沒想過做牧師的 因爲我不想做牧師
[00:15:06.140 --> 00:15:08.500]  我告訴你 我來美國讀神學的時候
[00:15:08.500 --> 00:15:09.980]  是讀宗教教育的
[00:15:09.980 --> 00:15:14.540]  然後想着在旁邊的state要拿個MSW
[00:15:14.540 --> 00:15:17.140]  我不想做牧師的
[00:15:17.140 --> 00:15:20.180]  不過 雖然你不想做
[00:15:20.180 --> 00:15:24.580]  天父上帝要你做 做不做
[00:15:24.580 --> 00:15:29.100]  你就做個牧師吧 幾十年了
[00:15:29.100 --> 00:15:32.260]  我是不是想開荒直堂啊
[00:15:32.260 --> 00:15:34.780]  我在香港的時候
[00:15:34.780 --> 00:15:37.060]  三大贈信會
[00:15:37.060 --> 00:15:40.820]  我們是龍頭大哥 我搞了大教會
[00:15:40.820 --> 00:15:43.060]  開荒是從zero開始的
[00:15:43.060 --> 00:15:45.460]  我沒想過我會開荒直堂的
[00:15:45.460 --> 00:15:48.780]  都沒見過什麼叫開荒直堂
[00:15:48.780 --> 00:15:50.460]  沒想過的
[00:15:50.460 --> 00:15:52.940]  當天要我做的時候 行不行啊
[00:15:52.940 --> 00:15:59.100]  想不想做啊?No
[00:15:59.100 --> 00:16:01.940]  不過 看回天父給我的恩典
[00:16:01.940 --> 00:16:05.020]  一次兩次三次 給我很多的經歷
[00:16:05.020 --> 00:16:08.220]  結果呢 大家知道那個story是吧
[00:16:08.220 --> 00:16:11.820]  不止開一次 不止開兩次 開三次
[00:16:11.820 --> 00:16:13.340]  以後還有沒有來我不知道啊
[00:16:13.340 --> 00:16:15.500]  看天父給我有多少的能力和生命
[00:16:15.500 --> 00:16:17.740]  I don't know
[00:16:17.740 --> 00:16:19.300]  我沒想過會做這些工作
[00:16:19.300 --> 00:16:21.540]  我沒想過去做這些工作
[00:16:21.540 --> 00:16:23.660]  我也不想去做這些工作
[00:16:23.660 --> 00:16:31.020]  但是 當我回想天父給我的恩典
[00:16:31.020 --> 00:16:34.380]  我怎麼可以不做
[00:16:34.380 --> 00:16:37.100]  我都鼓勵大家去想一下
[00:16:37.100 --> 00:16:38.260]  好不好啊
[00:16:38.260 --> 00:16:39.340]  不要做個小兒子
[00:16:39.340 --> 00:16:42.140]  不過 起碼做個大兒子
[00:16:42.140 --> 00:16:44.140]  是不是 可能你會推 可能你不想
[00:16:44.140 --> 00:16:46.660]  不過 想一想你是否願意去做
[00:16:46.660 --> 00:16:48.940]  牧師 我不跟你了 你要受一下訓練
[00:16:48.940 --> 00:16:52.340]  其實那時候我還沒開始
[00:16:52.340 --> 00:16:55.380]  我怕做不來
[00:16:55.380 --> 00:16:56.980]  神要我做 我做不到
[00:16:56.980 --> 00:16:58.580]  我告訴你 天父要我做的時候
[00:16:58.580 --> 00:17:00.140]  我都沒想過自己做得到
[00:17:00.140 --> 00:17:04.420]  不過 如果你看回這個比喻
[00:17:04.420 --> 00:17:08.500]  耶穌說 他是按照才幹
[00:17:08.500 --> 00:17:13.140]  將產業和銀子分級這幾個部仁
[00:17:13.140 --> 00:17:15.180]  爲什麼要按照才幹呢
[00:17:15.180 --> 00:17:16.260]  why
[00:17:16.260 --> 00:17:18.020]  因爲他知道有些東西你是做不到的
[00:17:18.020 --> 00:17:19.820]  你是能夠做那麼多的
[00:17:19.820 --> 00:17:21.580]  我做你的時候 就是這樣做你的
[00:17:21.580 --> 00:17:26.340]  你可以做一個承受五千銀子的工作
[00:17:26.340 --> 00:17:28.340]  有些人只能做二千 有些人做一千
[00:17:28.340 --> 00:17:29.540]  不過我給你那麼多錢
[00:17:29.540 --> 00:17:31.620]  我信得過 我知道
[00:17:31.620 --> 00:17:33.380]  you can do it
[00:17:33.380 --> 00:17:36.300]  你能夠做到這樣的工作的
[00:17:36.300 --> 00:17:38.340]  你明白我說什麼嗎
[00:17:38.340 --> 00:17:40.020]  按才受託
[00:17:40.020 --> 00:17:41.380]  按照你的才幹
[00:17:41.380 --> 00:17:46.660]  神將託付一個工作的負擔交給你
[00:17:46.660 --> 00:17:50.660]  神說你行 你說你自己不行
[00:17:50.660 --> 00:17:52.260]  神將你行的東西都給你了
[00:17:52.260 --> 00:17:53.540]  你可以做的東西都給你了
[00:17:53.540 --> 00:17:56.540]  你說我不做
[00:17:56.540 --> 00:17:59.820]  你明白我說什麼嗎 弟兄姐妹
[00:17:59.820 --> 00:18:02.980]  所以不需要覺得 我不行 我不做
[00:18:02.980 --> 00:18:05.220]  在等候的時間 你和我唯一的就是
[00:18:05.220 --> 00:18:07.740]  天父上帝讓我知道我有什麼才幹
[00:18:07.740 --> 00:18:08.820]  我有什麼能力
[00:18:08.820 --> 00:18:13.220]  我可以用這些東西去服侍你
[00:18:13.220 --> 00:18:15.300]  想想你現在在做什麼工作
[00:18:15.300 --> 00:18:16.860]  不是每個人都做工程師
[00:18:16.860 --> 00:18:18.340]  在物理當中 是不是
[00:18:18.340 --> 00:18:20.620]  想想你曾經受過什麼訓練
[00:18:20.620 --> 00:18:22.540]  你經歷過什麼事情
[00:18:22.540 --> 00:18:26.140]  你做過什麼工作是神祝福使用你的
[00:18:26.140 --> 00:18:29.180]  神將什麼負擔放在你的心中
[00:18:29.180 --> 00:18:30.740]  弟兄姐妹
[00:18:30.740 --> 00:18:32.420]  在等候的時間
[00:18:32.420 --> 00:18:39.340]  Use whatever God gave you
[00:18:39.340 --> 00:18:42.260]  完成祂交給你的任務
[00:18:42.260 --> 00:18:48.060]  這是你和我在等候耶穌回來的時候
[00:18:48.060 --> 00:18:50.940]  我們應該做的事
[00:18:50.940 --> 00:18:52.460]  不要覺得自己搞不定
[00:18:52.460 --> 00:18:54.740]  不要覺得自己做不來
[00:18:54.740 --> 00:18:58.940]  這是我們應該有的回應
[00:18:58.940 --> 00:19:03.700]  然後呢
[00:19:03.700 --> 00:19:05.900]  我們要想的是
[00:19:05.900 --> 00:19:08.260]  爲什麼我們應該有這樣的回應呢
[00:19:08.260 --> 00:19:09.740]  因爲很明顯
[00:19:09.740 --> 00:19:13.340]  這個比喻也告訴我們
[00:19:13.340 --> 00:19:16.900]  耶穌對我們是有期待的
[00:19:16.900 --> 00:19:19.580]  耶穌對我們每一個跟隨祂的人
