
[00:00:00.000 --> 00:00:02.000]  各位,今日講到討好時間
[00:01:34.800 --> 00:01:36.520]  我哋都宣告我哋每一位等姐妹
[00:01:36.520 --> 00:01:37.400]  係聖靈嘅電
[00:01:37.400 --> 00:01:38.960]  所以我哋百分之一百
[00:01:38.960 --> 00:01:41.080]  完完全全屬於耶穌基督
[00:01:41.080 --> 00:01:43.160]  主讓祢帶領我哋
[00:01:43.160 --> 00:01:44.480]  親自同我哋講說話
[00:01:44.480 --> 00:01:46.600]  聖靈係更新改變我哋
[00:01:46.600 --> 00:01:48.360]  讓我哋信服祢嘅旨意
[00:01:48.360 --> 00:01:50.000]  帶領我哋以下嘅時間
[00:01:50.000 --> 00:01:51.760]  讓我哋每一位等姐妹分別為聖
[00:01:51.760 --> 00:01:52.400]  歸向祢
[00:01:52.400 --> 00:01:54.200]  多謝祢聽我哋禱告
[00:01:54.200 --> 00:01:56.120]  奉耶穌基督得四十命
[00:01:56.120 --> 00:01:56.720]  Amen
[00:01:56.720 --> 00:01:57.720]  等姐妹請坐
[00:02:23.320 --> 00:02:25.960]  我哋安排下一次再見佢
[00:02:25.960 --> 00:02:27.720]  不過都請總經理
[00:02:27.720 --> 00:02:29.880]  keep住呢張卡片
[00:02:29.880 --> 00:02:31.800]  營業員非常堅持
[00:02:31.800 --> 00:02:32.800]  秘書冇曬辦法
[00:02:32.800 --> 00:02:33.800]  唯有將呢張卡片
[00:02:33.800 --> 00:02:35.440]  拎返入去總經理嗰度
[00:02:35.440 --> 00:02:36.400]  總經理一望
[00:02:36.400 --> 00:02:37.560]  扯火
[00:02:37.560 --> 00:02:40.320]  將呢張卡片撕成兩邊
[00:02:40.320 --> 00:02:41.240]  跟住吟十蚊出嚟
[00:02:41.240 --> 00:02:42.480]  十屁
[00:02:42.480 --> 00:02:44.800]  夠俾呢張卡片有特
[00:02:44.800 --> 00:02:46.760]  咁秘書好唔好意思咁
[00:02:46.760 --> 00:02:49.200]  拎張撕爛咗嘅卡片同埋十蚊
[00:02:49.200 --> 00:02:50.720]  拎返出去營業員嗰度
[00:02:50.720 --> 00:02:55.200]  一心諗住營業員會非常傷心難過
[00:02:55.200 --> 00:02:58.160]  點知營業員咁樣講
[00:02:58.160 --> 00:03:01.040]  佢話十蚊夠買兩張卡片
[00:03:01.040 --> 00:03:04.240]  所以我仲爭總經理一張卡片
[00:03:04.240 --> 00:03:05.840]  就拎多張卡片出嚟
[00:03:05.840 --> 00:03:09.160]  喺呢個時間總經理突然間笑住咁出現
[00:03:09.160 --> 00:03:10.840]  咁出色
[00:03:10.840 --> 00:03:13.520]  咁全情投入嘅營業員
[00:03:13.520 --> 00:03:15.040]  我唔同佢傾生意
[00:03:15.040 --> 00:03:17.520]  仲同邊個傾
[00:03:17.520 --> 00:03:19.720]  營業員嘅堅持到底
[00:03:19.720 --> 00:03:24.680]  係因為佢對自己信念嘅全情投入
[00:03:24.680 --> 00:03:25.880]  以下呢張相
[00:03:25.880 --> 00:03:28.000]  呢個人叫做常浩
[00:03:28.000 --> 00:03:31.120]  常浩係中國圍棋界嘅奇才
[00:03:31.120 --> 00:03:34.080]  佢曾經四十一次奪得全國冠軍
[00:03:34.080 --> 00:03:36.600]  八次奪得世界亞軍
[00:03:36.600 --> 00:03:39.560]  比起後來擊敗日本同南韓嘅高手
[00:03:39.560 --> 00:03:42.760]  三次奪得世界冠軍
[00:03:42.760 --> 00:03:45.840]  常浩嘅成功秘訣係乜嘢呢
[00:03:45.840 --> 00:03:50.120]  佢話係堅持到底 全情投入
[00:03:50.120 --> 00:03:52.160]  弟兄姊妹我哋嘅信仰都係一樣
[00:03:52.160 --> 00:03:55.600]  我哋跟從耶穌必須要堅持到底
[00:03:55.600 --> 00:03:56.920]  全情投入
[00:03:56.920 --> 00:04:00.400]  讓我哋成為一個毀身嘅真門徒
[00:04:00.400 --> 00:04:03.960]  弟兄姊妹你係點樣跟從耶穌嘅呢
[00:04:03.960 --> 00:04:08.600]  有一次有一個共產黨員去挑戰一個基督徒
[00:04:08.600 --> 00:04:10.720]  佢話呢個共產黨員話
[00:04:10.720 --> 00:04:12.480]  我呢幾十年嚟
[00:04:12.480 --> 00:04:15.960]  我將我收入嘅四分一捐畀共產黨
[00:04:15.960 --> 00:04:18.880]  我每日努力鑽研馬列主義
[00:04:18.880 --> 00:04:21.120]  我每日都瞓硬板床
[00:04:21.120 --> 00:04:24.440]  避免自己染上貪安逸樂嘅習慣
[00:04:24.440 --> 00:04:26.680]  你睇吓你啲基督徒
[00:04:26.680 --> 00:04:29.280]  你話耶穌係神嘅仔
[00:04:29.280 --> 00:04:30.880]  係獨一嘅真神
[00:04:30.880 --> 00:04:34.320]  我唔覺得你哋因為咁樣有任何嘅毀身
[00:04:34.320 --> 00:04:39.360]  你哋嘅行為完全係冇全情投入嘅感覺
[00:04:39.360 --> 00:04:41.480]  所以我唔會信你嘅信仰
[00:04:41.480 --> 00:04:43.040]  如果我信你嘅信仰
[00:04:43.040 --> 00:04:45.640]  我必定比你更加全情投入
[00:04:45.640 --> 00:04:46.800]  更加毀身
[00:04:46.800 --> 00:04:49.320]  毀身過你千倍百倍
[00:04:49.320 --> 00:04:53.840]  弟兄姊妹我哋係點樣跟從耶穌嘅呢
[00:04:53.840 --> 00:04:57.240]  以下嘅情況我絕對相信唔係喺同福堂出現嘅
[00:04:57.240 --> 00:04:58.680]  不過有人咁樣講
[00:04:58.680 --> 00:05:02.360]  佢話香港教會最大嘅問題係乜嘢呢
[00:05:02.360 --> 00:05:04.800]  唔係冇錢唔係冇人
[00:05:04.800 --> 00:05:07.680]  而係好多觀眾要去睇show
[00:05:07.680 --> 00:05:10.080]  但係冇人願意毀身
[00:05:10.080 --> 00:05:11.920]  冇人願意付代價
[00:05:11.920 --> 00:05:16.400]  冇人願意走出教會四幢牆嗰度帶人信耶穌
[00:05:16.400 --> 00:05:17.920]  為主做見證
[00:05:17.920 --> 00:05:22.480]  弟兄姊妹今日我哋係點樣跟從耶穌嘅呢
[00:05:22.480 --> 00:05:23.800]  喺路加福音裏面
[00:05:23.800 --> 00:05:28.720]  耶穌講得好清楚一個毀身嘅真門徒係點樣嘅
[00:05:28.720 --> 00:05:33.760]  大家可能一路聽嗰陣時就喺度諗
[00:05:33.760 --> 00:05:38.000]  嗰啲門徒係教會少數嘅精英
[00:05:38.000 --> 00:05:40.080]  嗰啲信咗好耐
[00:05:40.080 --> 00:05:42.560]  嗰啲接受門徒訓練
[00:05:42.560 --> 00:05:43.840]  組長訓練
[00:05:43.840 --> 00:05:46.560]  好多裝備又讀過神學嗰啲
[00:05:46.560 --> 00:05:47.680]  嗰啲就係門徒
[00:05:47.680 --> 00:05:49.400]  Alan Law嗰啲
[00:05:49.400 --> 00:05:51.440]  麥叔叔嗰啲咪係真門徒
[00:05:51.440 --> 00:05:55.880]  不過我哋呢啲係大部分嘅信徒小信徒
[00:05:55.880 --> 00:05:57.080]  所以唔關我事
[00:05:57.080 --> 00:05:57.840]  弟兄姊妹
[00:05:57.840 --> 00:05:59.800]  如果你係咁樣諗你就錯啦
[00:05:59.800 --> 00:06:03.080]  讓我一齊睇吓馬太福音二十八章十九至二十節
[00:06:03.080 --> 00:06:04.760]  我一齊同吓一二三
[00:06:04.760 --> 00:06:08.960]  所以你們要去使萬民作我的門徒
[00:06:08.960 --> 00:06:12.560]  奉父子聖靈的名給他們施洗
[00:06:12.560 --> 00:06:14.760]  凡我所吩咐你們的
[00:06:14.760 --> 00:06:17.000]  都教訓他們遵守
[00:06:17.000 --> 00:06:19.400]  我就常與你們同在
[00:06:19.400 --> 00:06:21.640]  直到世界的末了
[00:06:21.640 --> 00:06:24.040]  咩叫萬民作我門徒
[00:06:24.040 --> 00:06:26.160]  嗰萬民係啲咩人呢
[00:06:26.160 --> 00:06:27.760]  就係你同我啦
[00:06:27.760 --> 00:06:29.960]  每一個信咗耶穌嘅人
[00:06:29.960 --> 00:06:31.120]  當你信耶穌
[00:06:31.120 --> 00:06:34.440]  你就自動有呢個門徒嘅身份
[00:06:34.440 --> 00:06:36.560]  我哋每一個都係門徒
[00:06:36.560 --> 00:06:37.920]  神嘅心係點樣
[00:06:37.920 --> 00:06:39.000]  喺旺禮日子裏面
[00:06:39.000 --> 00:06:41.280]  當我哋信耶穌就開始一個過程
[00:06:41.280 --> 00:06:42.960]  我哋信服聖靈嘅帶領
[00:06:42.960 --> 00:06:44.160]  俾聖靈改變
[00:06:44.160 --> 00:06:47.240]  讓我哋活出呢個門徒嘅身份出嚟
[00:06:47.240 --> 00:06:49.880]  成為一個毀身嘅真門徒
[00:06:49.880 --> 00:06:51.640]  但事實上
[00:06:51.640 --> 00:06:52.480]  喺聖經裏面
[00:06:52.480 --> 00:06:54.080]  門徒究竟出現咗幾多次
[00:06:54.080 --> 00:06:56.120]  二百六十九次
[00:06:56.120 --> 00:06:57.360]  而信徒出現幾多次
[00:06:57.360 --> 00:06:58.360]  得兩次啫
[00:06:58.360 --> 00:07:00.760]  每個人講神嘅心係超級體重
[00:07:00.760 --> 00:07:02.520]  非常體重門徒
[00:07:02.520 --> 00:07:07.160]  神嘅心亦都盼望我哋每一個都成為毀身嘅真門徒
[00:07:07.160 --> 00:07:08.160]  好 停下幾秒
[00:07:08.160 --> 00:07:09.880]  我哋俾次祝福好唔好
[00:07:09.880 --> 00:07:13.240]  願你成為毀身嘅真門徒
[00:07:13.240 --> 00:07:15.080]  認真咁同你附近弟子們講
[00:07:15.080 --> 00:07:21.280]  喺路加福音裏面
[00:07:21.280 --> 00:07:23.080]  耶穌基督講得好清楚
[00:07:23.080 --> 00:07:25.360]  毀身嘅真門徒有四個特點
[00:07:25.360 --> 00:07:26.280]  喺依下嘅時間
[00:07:26.280 --> 00:07:27.360]  我哋想同大家分享
[00:07:27.360 --> 00:07:29.600]  毀身嘅真門徒呢四個特點
[00:07:29.600 --> 00:07:30.880]  第一個特點
[00:07:30.880 --> 00:07:34.120]  就以耶穌為人生嘅守衛
[00:07:34.120 --> 00:07:35.440]  讓我哋先睇
[00:07:35.440 --> 00:07:37.200]  路加福音十四章二十六節
[00:07:37.200 --> 00:07:38.000]  等姐妹一齊讀
[00:07:38.000 --> 00:07:39.000]  一二三
[00:07:39.000 --> 00:07:40.600]  引道我者類來
[00:07:40.600 --> 00:07:44.080]  若不愛我勝過愛自己嘅父母
[00:07:44.080 --> 00:07:45.160]  妻兒子
[00:07:45.160 --> 00:07:45.880]  兒女
[00:07:45.880 --> 00:07:46.600]  弟兄
[00:07:46.600 --> 00:07:47.400]  姐妹
[00:07:47.400 --> 00:07:48.840]  和自己嘅性命
[00:07:48.840 --> 00:07:51.680]  就不能作我的門徒
[00:07:51.680 --> 00:07:54.600]  可能好多等姐妹望咗聖經
[00:07:54.600 --> 00:07:56.240]  就有啲誤會
[00:07:56.240 --> 00:07:57.760]  哦
[00:07:57.760 --> 00:08:00.640]  耶穌教導人哋拆散家庭
[00:08:00.640 --> 00:08:02.600]  唔關心自己親人
[00:08:02.600 --> 00:08:04.360]  唔孝順自己嘅父母
[00:08:04.360 --> 00:08:04.800]  點解
[00:08:04.800 --> 00:08:07.600]  愛耶穌愛多過愛其他嘢
[00:08:07.600 --> 00:08:08.640]  等姐妹
[00:08:08.640 --> 00:08:10.040]  唔係咁樣解嘅
[00:08:10.040 --> 00:08:12.160]  呢篇聖經講緊乜嘢呢
[00:08:12.160 --> 00:08:16.680]  係我哋嘅人生以耶穌為優先
[00:08:16.680 --> 00:08:18.120]  佢係第一優先
[00:08:18.120 --> 00:08:19.280]  當有缺擇嗰陣時
[00:08:19.280 --> 00:08:20.520]  我哋要揀佢先
[00:08:20.520 --> 00:08:24.240]  但唔等於唔愛自己嘅親人
[00:08:24.240 --> 00:08:26.880]  嗰個分別最主要分別係兩種愛
[00:08:26.880 --> 00:08:29.200]  就係以耶穌為中心嘅愛
[00:08:29.200 --> 00:08:31.720]  同埋以自我為中心嘅愛
[00:08:31.720 --> 00:08:34.720]  以耶穌為中心嘅愛係點樣呢
[00:08:34.720 --> 00:08:36.120]  我嘅配偶
[00:08:36.120 --> 00:08:37.600]  我嘅父母
[00:08:37.600 --> 00:08:40.440]  係上帝賜畀我嘅
[00:08:40.440 --> 00:08:41.640]  呢份係禮物
[00:08:41.640 --> 00:08:42.880]  呢份係恩典
[00:08:42.880 --> 00:08:46.480]  所以我要盡心盡力去愛我嘅配偶
[00:08:46.480 --> 00:08:48.080]  去孝順我父母
[00:08:48.080 --> 00:08:50.400]  呢個係耶穌基督為中心嘅愛
[00:08:50.400 --> 00:08:52.880]  自我中心嘅愛係點呢
[00:08:52.880 --> 00:08:54.000]  老婆我揀嘅
[00:08:54.000 --> 00:08:55.320]  老公我揀嘅
[00:08:55.320 --> 00:08:56.800]  父母係我嘅
[00:08:56.800 --> 00:08:59.240]  所以我鍾意待薄佢就待薄佢
[00:08:59.240 --> 00:09:01.520]  我鍾意拋棄佢就拋棄佢
[00:09:01.520 --> 00:09:02.880]  我鍾意錫到佢窿
[00:09:02.880 --> 00:09:03.840]  都係我嘅事
[00:09:03.840 --> 00:09:05.320]  唔關上帝嘅事
[00:09:05.320 --> 00:09:07.400]  以耶穌為中心嘅愛
[00:09:07.400 --> 00:09:09.040]  係上帝要我哋做嘅
[00:09:09.040 --> 00:09:10.960]  呢個就係愛上帝
[00:09:10.960 --> 00:09:15.720]  多過愛自己嘅親人嘅真正嘅意思
[00:09:15.720 --> 00:09:17.720]  我哋教會有一位宣教士
[00:09:17.720 --> 00:09:19.160]  有一位姐妹
[00:09:19.160 --> 00:09:20.840]  回應神嘅呼召
[00:09:20.840 --> 00:09:23.720]  去到好遠嘅外國去宣教
[00:09:23.720 --> 00:09:25.680]  佢年長嘅父母喺香港
[00:09:25.680 --> 00:09:30.680]  等唔等於呢位姐妹唔愛佢嘅父母呢
[00:09:30.680 --> 00:09:31.800]  唔係呀
[00:09:31.800 --> 00:09:35.320]  因為神嘅呼召係非常清楚
[00:09:35.320 --> 00:09:36.880]  經過教會好多嘅印證
[00:09:36.880 --> 00:09:38.200]  好多嘅禱告
[00:09:38.200 --> 00:09:39.360]  好多嘅討論
[00:09:39.360 --> 00:09:43.480]  結果呢位姐妹回應呢個神咁真實嘅呼召
[00:09:43.480 --> 00:09:45.640]  佢好相信當佢回應神嘅呼召
[00:09:45.640 --> 00:09:49.520]  神必定會保守保護照顧佢嘅爸爸媽媽
[00:09:49.520 --> 00:09:51.240]  事實上神係信實嘅神
[00:09:51.240 --> 00:09:52.400]  有一次
[00:09:52.400 --> 00:09:55.920]  呢位姐妹嘅爸爸喺香港患咗急病
[00:09:55.920 --> 00:09:56.880]  呢位姐妹好擔心
[00:09:56.880 --> 00:09:59.840]  於是馬上搭飛機返嚟香港睇佢爸爸
[00:09:59.840 --> 00:10:01.640]  但係飛機都未到
[00:10:01.640 --> 00:10:04.240]  神已經完全醫治佢嘅爸爸
[00:10:04.240 --> 00:10:05.280]  神係信實嘅神
[00:10:05.280 --> 00:10:06.760]  Amen
[00:10:06.760 --> 00:10:10.320]  有一個年輕嘅媽媽有兩個仔女好細個
[00:10:10.320 --> 00:10:11.600]  佢又要返工
[00:10:11.600 --> 00:10:13.400]  又要照顧兩個仔女
[00:10:13.400 --> 00:10:14.920]  每日都唔夠時間
[00:10:14.920 --> 00:10:17.520]  筋疲力盡一頭煙咁樣
[00:10:17.520 --> 00:10:21.400]  但係呢位姐妹好想上上嘅親近神
[00:10:21.400 --> 00:10:23.280]  好想好似聖經裏面
[00:10:23.280 --> 00:10:26.600]  瑪利亞常常坐喺耶穌嘅側邊
[00:10:26.600 --> 00:10:27.520]  親近佢
[00:10:27.520 --> 00:10:30.320]  同佢建立一個良好的關係
[00:10:30.320 --> 00:10:31.920]  於是呢位姐妹決定
[00:10:31.920 --> 00:10:32.840]  唔夠時間
[00:10:32.840 --> 00:10:35.560]  但係我每朝凌晨四點鐘起身
[00:10:35.560 --> 00:10:38.400]  我就去靈修去禱告
[00:10:38.400 --> 00:10:39.760]  但係唔知點解
[00:10:39.760 --> 00:10:41.360]  每一次佢起身嘅時間
[00:10:41.360 --> 00:10:43.760]  唔係細B喊就大B喊
[00:10:43.760 --> 00:10:44.280]  唔係呢
[00:10:44.280 --> 00:10:45.880]  大家可能有仔女就知
[00:10:45.880 --> 00:10:48.040]  屋企有一個病就交叉感染
[00:10:48.040 --> 00:10:49.320]  你嘢我嘢你嘢
[00:10:49.320 --> 00:10:51.720]  全屋病晒唔係呢個病嗰個病
[00:10:51.720 --> 00:10:53.240]  或者有好多嘢發生
[00:10:53.240 --> 00:10:57.480]  硬係搞到呢無辦法完成呢個靈修嘅操練
[00:10:57.480 --> 00:11:00.600]  呢一日佢就帶住一個沉重嘅心
[00:11:00.600 --> 00:11:02.560]  一個呢好羞愧嘅心
[00:11:02.560 --> 00:11:03.960]  走嚟問牧師
[00:11:03.960 --> 00:11:09.240]  牧師呀我咁樣係咪愛我自己嘅仔女多過愛耶穌
[00:11:09.240 --> 00:11:10.960]  牧師點樣答呢
[00:11:10.960 --> 00:11:13.840]  牧師話只要你唔係自己呃自己
[00:11:13.840 --> 00:11:16.080]  只要你唔係作一個藉口出嚟
[00:11:16.080 --> 00:11:22.120]  我睇到你嘅心係以耶穌為你嘅人生守衛
[00:11:22.120 --> 00:11:23.480]  至於你而家嘅階段
[00:11:23.480 --> 00:11:27.440]  你嘅最重要嘅責任係照顧好你嘅仔女
[00:11:27.440 --> 00:11:29.360]  用神嘅說話教導佢
[00:11:29.360 --> 00:11:32.520]  至於靈修你都可以竭力爭取
[00:11:32.520 --> 00:11:36.920]  但係千祈唔好因為畀咗啲時間喺你自己嘅仔女嗰度
[00:11:36.920 --> 00:11:39.000]  而有呢個羞愧
[00:11:39.000 --> 00:11:40.480]  罪疚感
[00:11:40.480 --> 00:11:42.480]  等於呢個就係神嘅心
[00:11:42.480 --> 00:11:45.320]  當我哋以耶穌基督為守衛嘅時間
[00:11:45.320 --> 00:11:47.680]  神會保守我哋嘅心
[00:11:47.680 --> 00:11:49.000]  Amen
[00:11:49.000 --> 00:11:50.040]  呢個係第一個
[00:11:50.040 --> 00:11:51.040]  第二個
[00:11:51.040 --> 00:11:52.520]  毀身真門徒嘅特點
[00:11:52.520 --> 00:11:55.080]  係尋求耶穌所喜悅嘅事
[00:11:55.080 --> 00:11:56.120]  讓我哋繼續睇
[00:11:56.120 --> 00:11:57.960]  路加福音十四章廿七節
[00:11:57.960 --> 00:11:58.680]  等一陣我哋一齊讀
[00:11:58.680 --> 00:11:59.840]  一二三
[00:11:59.840 --> 00:12:01.960]  凡不背著自己十字架
[00:12:01.960 --> 00:12:05.400]  跟從我的也不能作我的門徒
[00:12:05.400 --> 00:12:08.040]  咩叫背起十字架呢
[00:12:08.040 --> 00:12:11.840]  其實耶穌喺早之前幾章第九章已經講得好清楚
[00:12:11.840 --> 00:12:15.920]  讓我哋返轉頭睇路加福音九章廿三節
[00:12:15.920 --> 00:12:16.480]  我一齊讀
[00:12:16.480 --> 00:12:17.680]  一二三
[00:12:17.680 --> 00:12:19.280]  耶穌對眾人說
[00:12:19.280 --> 00:12:20.920]  若有人要跟從我
[00:12:20.920 --> 00:12:22.480]  就當捨己
[00:12:22.480 --> 00:12:25.160]  天天背起他的十字架
[00:12:25.160 --> 00:12:27.040]  跟從我
[00:12:27.040 --> 00:12:30.040]  原來背起十字架就是捨己
[00:12:30.040 --> 00:12:31.640]  捨己希臘文
[00:12:31.640 --> 00:12:32.920]  Apaneoma
[00:12:32.920 --> 00:12:34.360]  其實有好深嘅意思
[00:12:34.360 --> 00:12:35.080]  佢講緊咩
[00:12:35.080 --> 00:12:38.440]  唔單止因為上帝嘅緣故
[00:12:38.440 --> 00:12:42.360]  放低自己生命裏面神唔喜悅
[00:12:42.360 --> 00:12:43.920]  唔合神心意嘅事
[00:12:43.920 --> 00:12:45.800]  調返轉相反
[00:12:45.800 --> 00:12:48.520]  要以尋求造神所喜悅嘅事
[00:12:48.520 --> 00:12:50.680]  為我哋人生嘅使命
[00:12:50.680 --> 00:12:53.760]  亦都係大家好熟嘅聖經馬太福音裏面所講
[00:12:53.760 --> 00:12:55.440]  先求神嘅國
[00:12:55.440 --> 00:12:56.240]  神嘅義
[00:12:56.240 --> 00:12:58.600]  然後呢一切都加俾你
[00:12:58.600 --> 00:13:01.720]  但每一個人嘅十字架係咪一樣嘅呢
[00:13:01.720 --> 00:13:03.440]  我哋睇返頭先嘅聖經
[00:13:03.440 --> 00:13:04.840]  路加福音十四章廿七節
[00:13:04.840 --> 00:13:06.120]  讓我哋再讀一次
[00:13:06.120 --> 00:13:07.520]  一二三
[00:13:07.520 --> 00:13:09.400]  凡不背著自己十字架
[00:13:09.400 --> 00:13:13.040]  跟從我的也不能作我的門徒
[00:13:13.040 --> 00:13:15.440]  係自己嘅十字架
[00:13:15.440 --> 00:13:16.240]  換句話講
[00:13:16.240 --> 00:13:18.760]  每一個人嘅十字架都唔同嘅
[00:13:18.760 --> 00:13:20.840]  每一個時代嘅十字架都唔同嘅
[00:13:20.840 --> 00:13:22.840]  可能有人喺一生裏面
[00:13:22.840 --> 00:13:24.920]  睇過錢好緊嘅
[00:13:24.920 --> 00:13:26.040]  講乜都得
[00:13:26.040 --> 00:13:28.200]  講錢就唔得
[00:13:28.200 --> 00:13:29.280]  講錢
[00:13:29.280 --> 00:13:31.960]  錢財係重要過上帝嘅
[00:13:31.960 --> 00:13:33.880]  一生被錢財滾擺
[00:13:33.880 --> 00:13:35.800]  喺錢裏面掙扎
[00:13:35.800 --> 00:13:38.080]  甚至可能跟從耶穌好耐
[00:13:38.080 --> 00:13:40.760]  但係連最基本嘅十一奉獻都冇做到
[00:13:40.760 --> 00:13:41.760]  喺一生被掙扎
[00:13:41.760 --> 00:13:45.040]  可能呢個對於佢嚟講就係佢嘅十字架
[00:13:45.040 --> 00:13:48.160]  佢必須喺呢方面學習去寫記
[00:13:48.160 --> 00:13:49.360]  可能有人
[00:13:49.360 --> 00:13:50.720]  佢嘅侍奉
[00:13:50.720 --> 00:13:52.320]  又或者佢嘅工作
[00:13:52.320 --> 00:13:54.200]  佢去尋求被認同
[00:13:54.200 --> 00:13:55.520]  要上位
[00:13:55.520 --> 00:13:56.440]  要好多地位
[00:13:56.440 --> 00:13:57.000]  好多名譽
[00:13:57.000 --> 00:13:58.080]  好多人讚賞
[00:13:58.080 --> 00:14:00.200]  可能呢個就係佢嘅十字架
[00:14:00.200 --> 00:14:02.400]  可能有人一生嘅驕傲
[00:14:02.400 --> 00:14:04.840]  我從來都唔願意信服任何人
[00:14:04.840 --> 00:14:05.960]  表面上信服
[00:14:05.960 --> 00:14:07.440]  但係心裏面藐佢嘅
[00:14:07.440 --> 00:14:10.040]  可能我有自己嘅圖
[00:14:10.040 --> 00:14:12.000]  你唔好教我你嗰套
[00:14:12.000 --> 00:14:13.440]  我用過自己嗰套
[00:14:13.440 --> 00:14:15.200]  可能呢個就係佢嘅十字架
[00:14:15.200 --> 00:14:16.960]  佢必須喺呢方面寫記
[00:14:16.960 --> 00:14:20.440]  可能今日仍然有人喺一啲神唔起於嘅關係裏面
[00:14:20.440 --> 00:14:22.200]  呢個就係佢嘅十字架
[00:14:22.200 --> 00:14:25.160]  佢必須喺呢方面學習寫記
[00:14:25.160 --> 00:14:26.280]  可能有人
[00:14:26.280 --> 00:14:27.480]  可能有人佢
[00:14:27.480 --> 00:14:30.040]  佢由細到大都唔習慣
[00:14:30.040 --> 00:14:32.160]  一啲有紀律嘅生活嘅
[00:14:32.160 --> 00:14:33.800]  但係佢好盼望
[00:14:33.800 --> 00:14:35.800]  藉著靈修嘅操練
[00:14:35.800 --> 00:14:37.240]  好想親近神
[00:14:37.240 --> 00:14:39.280]  同上帝建立一個親密嘅關係
[00:14:39.280 --> 00:14:41.080]  於是佢決定每日
[00:14:41.080 --> 00:14:42.280]  每朝頭早
[00:14:42.280 --> 00:14:45.040]  早45分鐘起身去靈修
[00:14:45.040 --> 00:14:45.760]  弟兄姊妹
[00:14:45.760 --> 00:14:50.520]  就係呢一個人係願意背起佢嘅十字架
[00:14:50.520 --> 00:14:54.480]  以下呢張相呢位弟兄叫做袁佑軒
[00:14:54.480 --> 00:14:56.520]  袁佑軒係一個咩人呢
[00:14:56.520 --> 00:14:58.120]  佢係一個同性戀者
[00:14:58.120 --> 00:14:59.880]  係一個大毒販
[00:14:59.880 --> 00:15:00.960]  有一年
[00:15:00.960 --> 00:15:02.520]  聯邦密探
[00:15:02.520 --> 00:15:03.520]  拉咗佢
[00:15:03.520 --> 00:15:06.040]  佢聯邦監獄服刑
[00:15:06.040 --> 00:15:10.160]  喺監獄裏面偶然發現自己染上愛滋病
[00:15:10.160 --> 00:15:12.400]  人生仲有咩盼望呢
[00:15:12.400 --> 00:15:14.160]  仲有咩希望呢
