
[00:00:00.000 --> 00:00:02.880]  今年我們講這個迦拉泰書
[00:02:11.420 --> 00:02:14.560]  你們能想像彼得這個大弟子
[00:02:14.560 --> 00:02:17.060]  這麼樣子的有權柄
[00:02:17.060 --> 00:02:20.260]  這麼樣子的一個好像被上帝所使用的人
[00:02:20.260 --> 00:02:23.720]  可是竟然他也有這個軟弱
[00:02:24.340 --> 00:02:25.760]  母會派督察來了
[00:02:25.760 --> 00:02:27.140]  結果他怎麼辦
[00:02:27.140 --> 00:02:30.920]  他就躲起來了 他就水火裝假了
[00:02:30.920 --> 00:02:33.260]  所以保羅責備彼得
[00:02:33.260 --> 00:02:37.720]  保羅說你不可以這樣子啊 對不對
[00:02:37.720 --> 00:02:41.600]  上帝啟示給你看 叫你看見那個異象
[00:02:41.600 --> 00:02:43.800]  以致於叫你把福音傳給外邦人
[00:02:43.800 --> 00:02:47.060]  結果你今天竟然會懼怕人
[00:02:47.060 --> 00:02:50.560]  以致於你又是這個裝假
[00:02:50.560 --> 00:02:52.520]  好 所以保羅責備他
[00:02:53.560 --> 00:02:55.800]  因此保羅在寫迦拉太書的時候呢
[00:02:55.800 --> 00:02:57.400]  我們今天來看
[00:02:57.400 --> 00:03:03.140]  保羅繼續在這個迦拉太書第二章十七節到二十一節
[00:03:03.140 --> 00:03:07.060]  在這段時間裡面
[00:03:07.060 --> 00:03:11.260]  保羅他十七節到二十一節
[00:03:11.260 --> 00:03:12.340]  這一段時間裡面呢
[00:03:12.340 --> 00:03:17.220]  那麼基本上面他是程序在前面講到陰性稱義這件事情
[00:03:17.220 --> 00:03:20.440]  然後他繼續講到說
[00:03:21.340 --> 00:03:25.220]  這個陰性稱義不單單是一個理論
[00:03:25.220 --> 00:03:30.680]  這個陰性稱義也應該是反映在我們的生活行為的當中
[00:03:30.680 --> 00:03:36.680]  所以他接著就開始談到有關陰性稱義的生活應該是怎麼樣
[00:03:36.680 --> 00:03:40.020]  好 所以今天
[00:03:40.020 --> 00:03:45.720]  我跟大家講陰性稱義為主而活
[00:03:47.720 --> 00:03:52.660]  十七節 十八節保羅再繼續的講到陰性稱義
[00:03:52.660 --> 00:03:56.980]  二十節到 十九節到二十一節
[00:03:56.980 --> 00:04:00.020]  保羅接著就提到了要為主而活
[00:04:00.020 --> 00:04:05.340]  其實講得更好一點應該是陰性而活
[00:04:05.340 --> 00:04:09.500]  但是我想用為主而活是比較實際的
[00:04:09.500 --> 00:04:12.020]  是讓我們看見他怎麼樣在我們生活當中
[00:04:12.020 --> 00:04:16.420]  要能夠呈現出陰性稱義的這樣子的一個信仰
[00:04:17.840 --> 00:04:22.180]  十七節到十八節 我們再來讀這段聖經
[00:04:22.180 --> 00:04:27.840]  我們若求在基督裡稱義 卻仍舊是罪人
[00:04:27.840 --> 00:04:31.340]  難道 我沒有護照大家一起來唸
[00:04:31.340 --> 00:04:35.840]  我們一起來唸好不好 來 請
[00:04:35.840 --> 00:04:41.140]  我們若求在基督裡稱義 卻仍舊是罪人
[00:04:41.140 --> 00:04:46.140]  難道基督是教人犯罪嗎 斷乎不是
[00:04:47.720 --> 00:04:55.220]  所摧毀的若重新建造 證明自己是犯罪的人
[00:04:55.220 --> 00:05:01.140]  我因律法 就像律法使了 教我可以向神活著
[00:05:01.140 --> 00:05:03.300]  好 就到這裡
[00:05:03.300 --> 00:05:06.740]  保羅說 這裡 保羅在這裡講什麼
[00:05:06.740 --> 00:05:09.700]  他說我們若求在基督裡稱義
[00:05:09.700 --> 00:05:12.500]  在基督裡稱義就是在陰性稱義
[00:05:12.500 --> 00:05:17.700]  他說 卻仍舊是罪人 難道基督是教人犯罪的嗎
[00:05:17.700 --> 00:05:19.020]  保羅在這裡講什麼呢
[00:05:19.020 --> 00:05:22.100]  保羅在這裡講的意思是
[00:05:22.100 --> 00:05:24.020]  對這些律法主義的人
[00:05:24.020 --> 00:05:26.980]  對這些猶太教的律法主義的人來講
[00:05:26.980 --> 00:05:28.620]  他們會認為什麼呢
[00:05:28.620 --> 00:05:31.780]  他們會認為說 保羅 你說陰性稱義
[00:05:31.780 --> 00:05:34.260]  那麼律法怎麼辦
[00:05:34.260 --> 00:05:38.140]  律法就被廢去了 就不要遵守律法了
[00:05:38.140 --> 00:05:41.060]  但是從猶太教的角度來講
[00:05:41.060 --> 00:05:44.100]  你不遵守律法 你就犯罪了
[00:05:44.100 --> 00:05:48.220]  十誡大家都會背嗎 十誡都記得嗎
[00:05:48.220 --> 00:05:53.380]  請問 十誡你都遵守了 舉手
[00:05:53.380 --> 00:05:57.260]  啊 誰問一個
[00:05:57.260 --> 00:06:00.380]  請問 除了我以外不可以有別的神
[00:06:00.380 --> 00:06:03.340]  你做到沒有
[00:06:03.340 --> 00:06:06.820]  做到了 做到了嗎
[00:06:06.820 --> 00:06:08.860]  神都做到了嗎
[00:06:08.860 --> 00:06:11.700]  兒女不是你的神
[00:06:11.700 --> 00:06:13.660]  孫兒女不是你的神
[00:06:13.660 --> 00:06:15.580]  金錢不是你的神
[00:06:15.580 --> 00:06:18.340]  事業不是你的神
[00:06:18.340 --> 00:06:20.580]  親愛的公子妹
[00:06:20.580 --> 00:06:23.300]  好 不可殺人 不可姦淫 不可都道
[00:06:23.300 --> 00:06:25.700]  都做到了嗎
[00:06:25.700 --> 00:06:30.380]  從來沒有看過黃色的新聞
[00:06:30.380 --> 00:06:36.980]  從來不看那個清涼的女孩
[00:06:36.980 --> 00:06:39.420]  什麼
[00:06:39.420 --> 00:06:43.420]  你說看了我 不能看嗎
[00:06:43.420 --> 00:06:45.740]  可不可以看
[00:06:45.740 --> 00:06:48.220]  可不可以
[00:06:48.220 --> 00:06:51.020]  姐妹都搖頭 弟兄都說點頭
[00:06:51.020 --> 00:06:52.340]  可不可以
[00:06:52.340 --> 00:06:55.180]  請問弟兄可不可以
[00:06:55.180 --> 00:06:58.580]  可以啊
[00:06:58.580 --> 00:07:00.020]  好
[00:07:00.020 --> 00:07:02.260]  請問看清涼的女孩
[00:07:02.260 --> 00:07:08.220]  你不會想路非非的 舉手
[00:07:08.220 --> 00:07:11.340]  有人舉手 有人舉手
[00:07:11.340 --> 00:07:15.580]  請太太特別監督一下
[00:07:15.580 --> 00:07:17.300]  弟兄姊妹
[00:07:17.300 --> 00:07:19.820]  你不知道我們這個罪人
[00:07:19.820 --> 00:07:23.620]  有多麼的軟弱
[00:07:23.620 --> 00:07:25.780]  你不知道我們的肉體
[00:07:25.780 --> 00:07:30.340]  是多麼容易陷入屍體裡面
[00:07:30.340 --> 00:07:33.020]  沒有一個人
[00:07:33.020 --> 00:07:35.980]  所以保羅在這裡提醒我們一件事情
[00:07:35.980 --> 00:07:42.020]  保羅說如果我們是在基督裡稱義
[00:07:42.020 --> 00:07:44.140]  就你說的我是罪人
[00:07:44.140 --> 00:07:45.740]  我會違背律法
[00:07:45.740 --> 00:07:49.140]  本來我就會違背律法
[00:07:49.140 --> 00:07:52.540]  沒有一個人可以靠行律法稱義的
[00:07:52.540 --> 00:07:54.140]  保羅在這裡表明一件事情
[00:07:54.140 --> 00:07:58.260]  是的 我們本來就是罪人
[00:07:58.260 --> 00:08:01.260]  你不需要用律法來告訴我說我是罪人
[00:08:01.260 --> 00:08:04.740]  我就是一個罪人 懂我意思嗎
[00:08:04.740 --> 00:08:10.420]  因此馬丁路德他曾經講過一句話
[00:08:10.420 --> 00:08:13.980]  他說基督徒不是指沒有罪的人
[00:08:13.980 --> 00:08:16.340]  而是指因信基督
[00:08:16.340 --> 00:08:21.340]  上帝不再追討他的罪的人
[00:08:21.340 --> 00:08:24.980]  Amen
[00:08:24.980 --> 00:08:26.860]  當你信主的時候
[00:08:26.860 --> 00:08:28.020]  有沒有人問說
[00:08:28.020 --> 00:08:35.340]  基督徒怎麼還這樣子 有沒有
[00:08:35.340 --> 00:08:38.260]  請問什麼是基督徒
[00:08:38.260 --> 00:08:40.380]  跟你旁邊的人問一下
[00:08:40.380 --> 00:08:41.900]  你們把這個基督徒定義一下
[00:08:41.900 --> 00:08:44.940]  什麼叫基督徒
[00:08:44.940 --> 00:08:49.540]  什麼基督徒
[00:08:49.540 --> 00:08:52.700]  你不需要跟馬丁路德一樣
[00:08:52.700 --> 00:08:54.260]  什麼是基督徒
[00:08:54.260 --> 00:08:56.980]  你會發現世界上的人不信主的人
[00:08:56.980 --> 00:09:01.380]  他們對基督徒有一個標準 有沒有
[00:09:01.380 --> 00:09:06.260]  基督徒不應該怎麼樣
[00:09:06.260 --> 00:09:09.140]  不應該抽菸 是不是
[00:09:09.140 --> 00:09:11.860]  不應該喝酒
[00:09:11.860 --> 00:09:15.620]  不應該 還有不應該什麼
[00:09:15.620 --> 00:09:18.500]  不應該打麻將
[00:09:18.500 --> 00:09:22.220]  基督徒不應該怎麼樣
[00:09:22.220 --> 00:09:24.380]  你會發現世界上的人
[00:09:24.380 --> 00:09:27.300]  對基督徒有一個標準 有沒有
[00:09:27.300 --> 00:09:27.980]  請問什麼
[00:09:27.980 --> 00:09:29.420]  你在還沒有信主之前
[00:09:29.420 --> 00:09:31.180]  你對基督徒也會有一個標準
[00:09:31.180 --> 00:09:33.540]  對不對
[00:09:33.540 --> 00:09:35.740]  那到底什麼是基督徒呢
[00:09:35.740 --> 00:09:38.380]  馬丁路德這句話其實
[00:09:38.380 --> 00:09:42.340]  如果今天我們從他這句話來講的話
[00:09:42.340 --> 00:09:45.860]  哎呦 基督徒也不怎麼樣嘛
[00:09:45.860 --> 00:09:49.780]  基督徒不是指他沒有犯罪
[00:09:49.780 --> 00:09:53.020]  基督徒是指他因這信以耶穌
[00:09:53.020 --> 00:09:57.020]  所以上帝就不再追討他的罪了
[00:09:57.020 --> 00:10:00.980]  阿門
[00:10:00.980 --> 00:10:03.140]  你要了解馬丁路德
[00:10:03.140 --> 00:10:04.940]  當年在講這句話的時候
[00:10:04.940 --> 00:10:07.340]  那是什麼多麼不容易的一件事情
[00:10:07.340 --> 00:10:11.940]  因為在整個中世紀上千年的時間
[00:10:11.940 --> 00:10:14.380]  天主教的信仰裡面
[00:10:14.380 --> 00:10:17.580]  一個人你必須要這樣這樣這樣這樣
[00:10:17.580 --> 00:10:19.980]  你才能夠討上帝的喜業
[00:10:19.980 --> 00:10:21.940]  你必須要做這個做那個
[00:10:21.940 --> 00:10:25.700]  你才能夠在上帝的面前稱義
[00:10:25.700 --> 00:10:28.100]  所以馬丁路德他怎麼會改教
[00:10:28.100 --> 00:10:29.900]  他怎麼會轉變呢
[00:10:29.900 --> 00:10:33.380]  他本來是天主教的一個神父
[00:10:33.380 --> 00:10:35.220]  他受到他原生家庭的影響
[00:10:35.220 --> 00:10:36.980]  他的爸爸是一個很嚴厲的
[00:10:36.980 --> 00:10:39.140]  常常他從小的時候就被父親罵
[00:10:39.140 --> 00:10:40.380]  被父親打
[00:10:40.380 --> 00:10:42.980]  所以他對上帝的那種認知
[00:10:42.980 --> 00:10:45.260]  上帝就是一個很嚴肅的
[00:10:45.260 --> 00:10:46.420]  一個怎麼樣
[00:10:46.420 --> 00:10:51.220]  一個嚴厲的一個上帝
[00:10:51.220 --> 00:10:55.700]  可是馬丁路德有一天
[00:10:55.700 --> 00:11:02.540]  當他在這個突然這個雷電雨
[00:11:02.540 --> 00:11:06.220]  他嚇得他就禱告上帝啊
[00:11:06.220 --> 00:11:08.500]  求你幫求你拯救我
[00:11:08.500 --> 00:11:12.700]  讓我不要被這個雷電打死了
[00:11:12.700 --> 00:11:16.300]  感謝主他那一天沒有被雷電打死
[00:11:16.300 --> 00:11:18.660]  所以他在上帝面前許了個願
[00:11:18.660 --> 00:11:20.020]  如果你救我的話
[00:11:20.020 --> 00:11:21.860]  我就要去侍奉你
[00:11:21.860 --> 00:11:24.300]  所以後來他就進了修道院
[00:11:24.300 --> 00:11:25.580]  現在弟兄姊妹
[00:11:25.580 --> 00:11:26.900]  當他去修道院的時候
[00:11:26.900 --> 00:11:29.180]  他是一個非常你要了解
[00:11:29.180 --> 00:11:30.700]  他從他的背景裡面來講
[00:11:30.700 --> 00:11:32.900]  他是一個非常嚴謹的
[00:11:32.900 --> 00:11:34.820]  其實德國人本來就很嚴謹
[00:11:34.820 --> 00:11:36.020]  你到德國去看
[00:11:36.020 --> 00:11:42.980]  德國人這個真是很嚴謹
[00:11:42.980 --> 00:11:44.660]  基本上在德國的人
[00:11:44.660 --> 00:11:49.820]  德國你看一般看的這些人都不太笑的
[00:11:49.820 --> 00:11:52.820]  但是他們的對科學的認真
[00:11:52.820 --> 00:11:54.140]  那些的東西
[00:11:54.140 --> 00:11:57.700]  你可以看得出來是非常認真的
[00:11:57.700 --> 00:12:00.140]  所以在這樣子的背景之下
[00:12:00.140 --> 00:12:03.420]  馬丁路德他進入了修道院
[00:12:03.420 --> 00:12:06.140]  可是在修道院的當中
[00:12:06.140 --> 00:12:08.740]  親愛的弟兄姊妹
[00:12:08.740 --> 00:12:12.620]  有一天他代表被主教差派他
[00:12:12.620 --> 00:12:16.180]  代表去這個義大利去羅馬
[00:12:16.180 --> 00:12:18.260]  去那個地方
[00:12:18.260 --> 00:12:22.060]  希望他能夠去到那邊
[00:12:22.060 --> 00:12:26.860]  好像代表要去他們那個地方訪問
[00:12:26.860 --> 00:12:29.940]  按照天主教當時候的傳說
[00:12:29.940 --> 00:12:33.380]  那麼馬丁路德他用雙膝
[00:12:33.380 --> 00:12:37.140]  他就爬上那個聖梯
[00:12:37.140 --> 00:12:38.900]  那麼一級一級的爬
[00:12:38.900 --> 00:12:40.580]  當他一面爬
[00:12:40.580 --> 00:12:46.900]  他就每爬一階梯就練一次主導文
[00:12:46.900 --> 00:12:48.100]  為什麼
[00:12:48.100 --> 00:12:50.580]  因為在當時他們的教導裡面
[00:12:50.580 --> 00:12:52.580]  就是當你這樣做的時候
[00:12:52.580 --> 00:12:59.260]  你就可以獲得赦罪的功績
[00:12:59.260 --> 00:13:00.740]  親愛的弟兄姊妹
[00:13:00.740 --> 00:13:04.780]  可是就在他一階梯一階梯的爬的當中
[00:13:04.780 --> 00:13:10.340]  突然他經歷到聖靈光照他
[00:13:10.340 --> 00:13:17.140]  就讓他看見羅馬書裡面講到的陰性誠意
[00:13:17.140 --> 00:13:18.900]  就在那一個moment
[00:13:18.900 --> 00:13:22.940]  他整個人被開啟了
[00:13:22.940 --> 00:13:25.780]  所以這就是為什麼馬丁路德
[00:13:25.780 --> 00:13:27.740]  他後來出來改教
[00:13:27.740 --> 00:13:32.620]  他親自的經歷到神的話講陰性誠意
[00:13:32.620 --> 00:13:35.140]  而親愛的諸位你要想想看
[00:13:35.140 --> 00:13:36.740]  對我們今天來講陰性誠意
[00:13:36.740 --> 00:13:38.180]  講得已經有時候你會覺得
[00:13:38.180 --> 00:13:40.980]  講得好像太泛濫了
[00:13:40.980 --> 00:13:44.100]  但是在馬丁路德那個年代
[00:13:44.100 --> 00:13:46.860]  他在這種靠行律法
[00:13:46.860 --> 00:13:50.820]  而能夠討上帝喜悅的這種的教導裡面
[00:13:50.820 --> 00:13:53.500]  生活的一輩子
[00:13:53.500 --> 00:13:57.300]  若不是那一天聖靈光照他
[00:13:57.300 --> 00:14:01.580]  他就沒有辦法真正的看見這個真理
[00:14:01.580 --> 00:14:03.100]  可是直到今天
[00:14:03.100 --> 00:14:03.940]  親愛的弟兄姊妹
[00:14:03.940 --> 00:14:06.060]  特別我們中國人
[00:14:06.060 --> 00:14:09.620]  我們受到我們自己文化背景的影響
[00:14:09.620 --> 00:14:12.700]  我們還是很容易比較傾向
[00:14:12.700 --> 00:14:15.660]  要靠律法來誠意
[00:14:15.660 --> 00:14:17.500]  要靠律法要行律法
[00:14:17.500 --> 00:14:19.020]  要做好行為要行功德
[00:14:19.020 --> 00:14:19.500]  為什麼
[00:14:19.500 --> 00:14:21.100]  因為我們來自什麼背景呢
[00:14:21.100 --> 00:14:23.420]  我們來自一個文化的背景裡面
[00:14:23.420 --> 00:14:25.820]  譬如說怎麼樣
[00:14:25.820 --> 00:14:28.060]  佛教是不是
[00:14:28.060 --> 00:14:31.420]  我們的佛教的背景裡面是要修行的
[00:14:31.420 --> 00:14:32.900]  是要做好事的
[00:14:32.900 --> 00:14:34.900]  要行功德的
[00:14:34.900 --> 00:14:35.860]  是不是
[00:14:35.860 --> 00:14:39.620]  甚至在我們儒家的這個教導的裡面
[00:14:39.620 --> 00:14:41.260]  我們的儒家文化裡面
[00:14:41.260 --> 00:14:44.420]  我們中國人也都是要怎麼樣
[00:14:44.420 --> 00:14:48.820]  要努力地去修行
[00:14:48.820 --> 00:14:52.780]  去修自己對不對
[00:14:52.780 --> 00:14:55.300]  我們先把我們自己搞好了
[00:14:55.300 --> 00:14:57.020]  我們才能去弄一個家
[00:14:57.020 --> 00:14:58.180]  才能弄一個國
[00:14:58.180 --> 00:14:59.380]  這就是
[00:14:59.380 --> 00:15:02.180]  這叫做什麼
[00:15:02.180 --> 00:15:05.460]  修身養性
[00:15:05.460 --> 00:15:06.980]  然後呢
[00:15:06.980 --> 00:15:09.580]  齊家治國平天下
[00:15:09.580 --> 00:15:10.180]  是不是
[00:15:10.180 --> 00:15:13.180]  所以我們整個受到的儒家學說也好
[00:15:13.180 --> 00:15:14.540]  佛教的影響也好
[00:15:14.540 --> 00:15:17.740]  我們也很懂得一件事情就是自己要努力
[00:15:17.740 --> 00:15:19.180]  不努力就沒有出頭
[00:15:19.180 --> 00:15:21.500]  所以中國人都很努力是不是
[00:15:21.500 --> 00:15:24.020]  從我們父母親一代就教導我們
[00:15:24.020 --> 00:15:24.860]  要努力
[00:15:24.860 --> 00:15:26.020]  要好好讀書
[00:15:26.020 --> 00:15:27.900]  你不努力你就沒有出息
[00:15:27.900 --> 00:15:30.620]  是不是
[00:15:30.620 --> 00:15:31.940]  親愛的劉子梅
[00:15:31.940 --> 00:15:33.340]  我在這裡不是要反動
[00:15:33.340 --> 00:15:35.620]  不是要叫我們不努力
[00:15:35.620 --> 00:15:36.740]  但是我的意思就是說
[00:15:36.740 --> 00:15:39.540]  我們受這種的背景的影響
[00:15:39.540 --> 00:15:42.380]  當我們信了耶穌之後
[00:15:42.380 --> 00:15:45.260]  我們也很容易認為說
[00:15:45.260 --> 00:15:47.740]  我不做些什麼
[00:15:47.740 --> 00:15:51.700]  好像就能夠進天堂
[00:15:51.700 --> 00:15:52.940]  就能夠進天國
[00:15:52.940 --> 00:15:55.220]  這太便宜了吧
[00:15:55.220 --> 00:15:56.780]  有沒有
[00:15:56.780 --> 00:15:57.780]  跟你旁邊說
[00:15:57.780 --> 00:16:03.140]  就是這麼簡單
[00:16:03.140 --> 00:16:08.220]  你不相信
[00:16:08.220 --> 00:16:10.980]  所以保羅在這裡講說
[00:16:10.980 --> 00:16:15.740]  他說如果我們在基督裡稱義
[00:16:15.740 --> 00:16:16.940]  我們確人就是罪人
[00:16:16.940 --> 00:16:18.820]  難道基督是叫人犯罪的嗎
[00:16:18.820 --> 00:16:20.660]  斷乎不是
[00:16:20.660 --> 00:16:23.180]  基督並不是要叫我們犯罪
[00:16:23.180 --> 00:16:26.340]  他說我素來所摧毀的路重新建造
[00:16:26.340 --> 00:16:28.340]  這就證明自己是犯罪的人
[00:16:28.340 --> 00:16:30.100]  他素來所摧毀的是什麼
[00:16:30.100 --> 00:16:31.860]  他所素來摧毀的就是那個
[00:16:31.860 --> 00:16:33.420]  因行為而稱義
[00:16:33.420 --> 00:16:35.020]  因行律法而稱義
[00:16:35.020 --> 00:16:37.020]  所以保羅說我摧毀的這件事
[00:16:37.020 --> 00:16:39.860]  我要告訴你們這是不對的
[00:16:39.860 --> 00:16:42.700]  九約裡面告訴我們的行律法稱義
[00:16:42.700 --> 00:16:46.180]  因著耶穌基督為我們定十字架
[00:16:46.180 --> 00:16:49.820]  我們今天不再是靠著行律法而稱義了
[00:16:49.820 --> 00:16:51.420]  那靠什麼呢
[00:16:51.420 --> 00:16:57.300]  那靠什麼呢 弟兄姊妹
[00:16:57.300 --> 00:16:58.580]  保羅在這裡讓我們看見
[00:16:58.580 --> 00:17:01.900]  如果我們靠行律法稱義
[00:17:01.900 --> 00:17:06.700]  我們就是犯罪了
[00:17:06.700 --> 00:17:09.300]  這句話的意思簡單分別出來就是說
[00:17:09.300 --> 00:17:11.700]  保羅說如果我們還在
[00:17:11.700 --> 00:17:12.900]  我們信了耶穌
[00:17:12.900 --> 00:17:15.220]  我們耶穌已經為我們定十字架了
[00:17:15.220 --> 00:17:16.500]  我們信了祂之後
[00:17:16.500 --> 00:17:19.860]  我們還想要靠行律法而稱義
[00:17:19.860 --> 00:17:22.220]  你就犯罪了
[00:17:22.220 --> 00:17:24.220]  你看看這兩個圖裡面
[00:17:24.220 --> 00:17:28.500]  一個是律法 一個是什麼 福音
[00:17:28.500 --> 00:17:31.100]  什麼是律法
[00:17:31.100 --> 00:17:32.220]  聖經上告訴我們說
[00:17:32.220 --> 00:17:37.820]  律法是教人之罪
[00:17:37.820 --> 00:17:41.180]  為要引我們到哪裡
[00:17:41.180 --> 00:17:45.500]  到基督的面前
[00:17:45.500 --> 00:17:49.980]  所以律法教我們 知道我們犯罪了
[00:17:49.980 --> 00:17:51.180]  你在路上面
[00:17:51.180 --> 00:17:55.660]  那個路上面標示是65嗎 多少
[00:17:55.660 --> 00:17:58.180]  60還是65
[00:17:58.180 --> 00:18:00.380]  65
[00:18:00.380 --> 00:18:02.100]  那你結果你開了多少呢
[00:18:02.100 --> 00:18:05.900]  今天要趕去參加我們女兒的畢業典禮
[00:18:05.900 --> 00:18:09.340]  我對她飆一飆就不知不覺車又太好了
[00:18:09.340 --> 00:18:14.660]  一飆飆著90麥
[00:18:14.660 --> 00:18:16.700]  反正早上五點鐘
[00:18:16.700 --> 00:18:20.820]  世下無人
[00:18:20.820 --> 00:18:22.420]  趕時間嘛 對不對
[00:18:22.420 --> 00:18:24.340]  有沒有道理
[00:18:24.340 --> 00:18:29.420]  有沒有道理
[00:18:29.420 --> 00:18:31.660]  沒有律法標準
[00:18:31.660 --> 00:18:33.260]  你沒問題
[00:18:33.260 --> 00:18:36.860]  但是法律怎麼說
[00:18:36.860 --> 00:18:39.340]  結果有一個警察
[00:18:39.340 --> 00:18:41.620]  車子就在後面跟了一段時間
[00:18:41.620 --> 00:18:44.540]  然後就開始這樣
[00:18:44.540 --> 00:18:50.820]  那閃紅燈了 是不是
[00:18:50.820 --> 00:18:59.060]  他說你剛才已經超過了85麥
[00:18:59.060 --> 00:19:03.260]  對不起啊 女兒 畢業典禮啊
[00:19:03.260 --> 00:19:06.700]  所以而且一大清早我也不知道
[00:19:06.700 --> 00:19:07.900]  我們還在聊天
[00:19:07.900 --> 00:19:09.500]  你講了很多理由
[00:19:09.500 --> 00:19:11.980]  但是警察怎麼說
[00:19:11.980 --> 00:19:16.100]  Speeding
[00:19:16.100 --> 00:19:17.540]  開了一張Ticket給你
[00:19:17.540 --> 00:19:21.860]  250塊
[00:19:21.860 --> 00:19:24.500]  你犯罪了沒有
[00:19:24.500 --> 00:19:26.260]  你犯法了沒有
[00:19:26.260 --> 00:19:27.980]  有沒有犯法
[00:19:27.980 --> 00:19:30.540]  你說是我犯法
[00:19:30.540 --> 00:19:34.540]  但是沒有但是
[00:19:34.540 --> 00:19:35.740]  是不是
[00:19:35.740 --> 00:19:38.980]  法律叫我們自罪
[00:19:38.980 --> 00:19:40.140]  親愛的女兒們
[00:19:40.140 --> 00:19:42.180]  所以同樣的
[00:19:42.180 --> 00:19:44.260]  保羅在聖經裡面告訴我們說
[00:19:44.260 --> 00:19:47.980]  他說律法是叫我們自罪
[00:19:47.980 --> 00:19:50.020]  保羅其實你如果我們今天是講到
[00:19:50.020 --> 00:19:50.900]  陰性誠意好
[00:19:50.900 --> 00:19:52.260]  我們講到行律法不對
[00:19:52.260 --> 00:19:53.540]  但是事實上親愛的女兒們
[00:19:53.540 --> 00:19:56.260]  這並不表示說律法就不要了
[00:19:56.260 --> 00:19:56.780]  是不是
[00:19:56.780 --> 00:19:58.580]  保羅也從來沒有這個意思
[00:19:58.580 --> 00:19:59.100]  對不對
[00:19:59.100 --> 00:20:00.100]  保羅提到的是
[00:20:00.100 --> 00:20:00.860]  他並沒有
[00:20:00.860 --> 00:20:02.700]  神並沒有廢掉律法
[00:20:02.700 --> 00:20:04.940]  只是說他讓我們看見
[00:20:04.940 --> 00:20:06.940]  這兩個的功能是不一樣的
[00:20:06.940 --> 00:20:09.340]  律法是叫我們自罪
[00:20:09.340 --> 00:20:12.500]  是為了讓我們到基督的面前
[00:20:12.500 --> 00:20:14.060]  你看到你自己是一個罪人
[00:20:14.060 --> 00:20:15.740]  你才會覺得你需要這位耶穌
[00:20:15.740 --> 00:20:17.300]  如果你看不見你是一個罪人
[00:20:17.300 --> 00:20:18.540]  你不會覺得你需要耶穌
[00:20:18.540 --> 00:20:21.980]  你懂我意思嗎
