
[00:00:00.000 --> 00:00:03.640]  新年當然是有說新的開始
[00:01:39.880 --> 00:01:41.960]  所以現在好像又暖了一點
[00:01:41.960 --> 00:01:43.320]  不如先不要這麼開心
[00:01:43.320 --> 00:01:46.760]  很多時候一、二月再撞凍都不定
[00:01:46.760 --> 00:01:50.080]  但是起碼我們的心情似乎都是開朗一點
[00:01:50.080 --> 00:01:54.280]  很多時候我們新年定下一些新的願望
[00:01:54.280 --> 00:01:56.200]  新的計劃
[00:01:56.200 --> 00:01:59.840]  尤其是我們很多在香港過來
[00:01:59.840 --> 00:02:03.640]  過去幾個月可能都未坐穩腳
[00:02:03.640 --> 00:02:05.160]  現在定下一點點
[00:02:05.160 --> 00:02:06.320]  開始有工作了
[00:02:06.320 --> 00:02:07.840]  又或者小朋友上學了
[00:02:07.840 --> 00:02:11.560]  我們開始想想新的一年究竟有什麼計劃
[00:02:11.560 --> 00:02:14.040]  我們會定下目標
[00:02:14.040 --> 00:02:16.480]  當然我自己個人都有計劃
[00:02:16.480 --> 00:02:19.000]  今年我很不同
[00:02:19.000 --> 00:02:20.080]  剛才主席叫我出來
[00:02:20.080 --> 00:02:22.760]  涼泉道升級了
[00:02:22.760 --> 00:02:23.720]  很開心
[00:02:23.720 --> 00:02:30.200]  因為可以有名分在教會上侍奉神行
[00:02:30.200 --> 00:02:32.280]  亦跟張牧師學習
[00:02:32.280 --> 00:02:34.280]  學了很多東西
[00:02:34.280 --> 00:02:36.960]  其實跟張牧師一起
[00:02:36.960 --> 00:02:38.440]  很多壓力
[00:02:38.440 --> 00:02:40.600]  當時跟他參訪
[00:02:40.600 --> 00:02:43.480]  牧師半句廢話都不說
[00:02:43.480 --> 00:02:45.240]  有牧者風範
[00:02:45.240 --> 00:02:46.120]  很小心
[00:02:46.120 --> 00:02:47.440]  我多話說
[00:02:47.440 --> 00:02:48.600]  說得像垃圾一樣
[00:02:48.600 --> 00:02:50.200]  所以都要學很多東西
[00:02:50.200 --> 00:02:52.560]  這是新的計劃
[00:02:52.560 --> 00:02:54.280]  新的願望
[00:02:54.280 --> 00:02:56.080]  希望在新的一年當中
[00:02:56.080 --> 00:02:59.240]  我們更多的侍奉
[00:02:59.240 --> 00:03:02.440]  但是回想起來
[00:03:02.440 --> 00:03:06.320]  其實好像每天都差不多
[00:03:06.320 --> 00:03:07.880]  說是新的一年
[00:03:07.880 --> 00:03:08.680]  過了今天
[00:03:08.680 --> 00:03:09.680]  明天又如何呢
[00:03:09.680 --> 00:03:10.720]  明天一月二日
[00:03:10.720 --> 00:03:12.400]  都是假期補假
[00:03:12.400 --> 00:03:14.680]  一月三日
[00:03:14.680 --> 00:03:16.920]  小朋友上學了
[00:03:16.920 --> 00:03:17.920]  一月四日
[00:03:17.920 --> 00:03:19.440]  中學又上學了
[00:03:19.440 --> 00:03:21.360]  可能我們又要上班了
[00:03:21.360 --> 00:03:24.160]  又過一些好像日常
[00:03:24.160 --> 00:03:26.920]  每天都做同樣的事情
[00:03:26.920 --> 00:03:28.720]  很多時候我們都有一句說話
[00:03:28.720 --> 00:03:30.560]  就是年年難過
[00:03:30.560 --> 00:03:31.960]  就年年過
[00:03:31.960 --> 00:03:34.200]  所以其實新年是否真的這麼好呢
[00:03:34.200 --> 00:03:37.840]  似乎真的從一個什麼心態去看
[00:03:37.840 --> 00:03:39.440]  因為實在每一年
[00:03:39.440 --> 00:03:41.080]  每一天所做的事情
[00:03:41.080 --> 00:03:43.640]  好像又是差不多的
[00:03:43.640 --> 00:03:45.440]  在《傳道書》
[00:03:45.440 --> 00:03:47.480]  其實就是講得很清楚的
[00:03:47.480 --> 00:03:51.920]  《傳道書》是一個很有智慧的書
[00:03:51.920 --> 00:03:55.240]  第一章很多人都很熟悉
[00:03:55.240 --> 00:03:57.000]  昨天我重看這本書
[00:03:57.000 --> 00:04:00.360]  就給我很多空虛的感覺
[00:04:00.360 --> 00:04:02.480]  這個空虛的字
[00:04:02.480 --> 00:04:05.920]  它的原文意思就是
[00:04:05.920 --> 00:04:07.480]  在King James Version
[00:04:07.480 --> 00:04:09.040]  英皇陰定本講得很對
[00:04:09.040 --> 00:04:10.240]  是vanity
[00:04:10.240 --> 00:04:14.040]  在國際新譯本
[00:04:14.040 --> 00:04:15.120]  就是meaningless
[00:04:15.120 --> 00:04:16.280]  meaningless沒有意思
[00:04:16.280 --> 00:04:19.400]  但vanity那字是更加貼切原文
[00:04:19.400 --> 00:04:21.200]  即是vanity是很空虛的
[00:04:21.200 --> 00:04:22.200]  好像vain
[00:04:22.200 --> 00:04:23.080]  或者in vain
[00:04:23.080 --> 00:04:24.560]  D-A-I-N英文那字
[00:04:24.560 --> 00:04:26.800]  就是說好像很空洞
[00:04:26.800 --> 00:04:30.040]  中國人我們很明白什麼叫空虛
[00:04:30.040 --> 00:04:33.720]  似乎有些東西好像填補不了我們的生活
[00:04:33.720 --> 00:04:34.920]  不要忘記
[00:04:34.920 --> 00:04:38.800]  作者《傳道書》那個是所羅門王
[00:04:38.800 --> 00:04:41.000]  他一開始說這是耶路撒冷的王
[00:04:41.000 --> 00:04:43.200]  大衛的兒子是所羅門
[00:04:43.200 --> 00:04:47.040]  他其實是很有錢的
[00:04:47.040 --> 00:04:48.080]  富可敵國
[00:04:48.080 --> 00:04:50.920]  當時是天下太平
[00:04:50.920 --> 00:04:54.320]  也是在中東的地方
[00:04:54.320 --> 00:04:56.000]  他是一個強國
[00:04:56.000 --> 00:04:58.680]  周圍的地方都要進貢給他
[00:04:58.680 --> 00:05:00.520]  他建造的皇宮
[00:05:00.520 --> 00:05:01.400]  聖殿
[00:05:01.400 --> 00:05:02.880]  那時候也是很厲害的
[00:05:02.880 --> 00:05:04.480]  是一個很大的建築物
[00:05:04.480 --> 00:05:05.880]  很宏偉
[00:05:05.880 --> 00:05:08.280]  所以其實他應該要什麼都有
[00:05:08.280 --> 00:05:09.840]  他是皇帝
[00:05:09.840 --> 00:05:11.800]  但是他怎麼說呢
[00:05:11.800 --> 00:05:12.960]  他就說虛空就是虛空
[00:05:12.960 --> 00:05:15.680]  他很明白人生是很虛空
[00:05:15.680 --> 00:05:17.040]  我們經常都說
[00:05:17.040 --> 00:05:19.040]  虛空又是虛空又是虛空
[00:05:19.040 --> 00:05:20.800]  什麼詮釋都是虛空
[00:05:20.800 --> 00:05:23.040]  但是他說的東西其實是很對的
[00:05:23.040 --> 00:05:24.720]  因為他說
[00:05:24.720 --> 00:05:26.080]  人的一切的勞碌
[00:05:26.080 --> 00:05:28.560]  就是他在日光之下的勞碌
[00:05:28.560 --> 00:05:29.480]  有什麼益處
[00:05:29.480 --> 00:05:31.440]  日光之下就是說世界
[00:05:31.440 --> 00:05:32.520]  這個世界
[00:05:32.520 --> 00:05:33.560]  太陽照下來
[00:05:33.560 --> 00:05:35.560]  這個世界就是日光之下
[00:05:35.560 --> 00:05:37.640]  他說我們經常去勞碌
[00:05:37.640 --> 00:05:39.760]  其實我們真的是勞碌的
[00:05:39.760 --> 00:05:42.320]  我們從出生到
[00:05:42.320 --> 00:05:43.960]  我們離開了世界
[00:05:43.960 --> 00:05:45.200]  其實每一天
[00:05:45.200 --> 00:05:46.800]  我們都是在勞碌
[00:05:46.800 --> 00:05:50.440]  大家應該很贊成這句話
[00:05:50.440 --> 00:05:51.680]  嬰兒出生的時候
[00:05:51.680 --> 00:05:53.240]  其實他不想出生的
[00:05:53.240 --> 00:05:53.720]  你知道嗎
[00:05:53.720 --> 00:05:55.200]  要請他出來的
[00:05:55.200 --> 00:05:56.640]  他要哭著出來的
[00:05:56.640 --> 00:05:58.680]  這個世界不是那麼好
[00:05:58.680 --> 00:05:59.760]  來到這個世界是怎樣的
[00:05:59.760 --> 00:06:01.960]  其實是很多競爭的
[00:06:01.960 --> 00:06:02.960]  很多競爭
[00:06:02.960 --> 00:06:04.920]  就有一次
[00:06:04.920 --> 00:06:05.960]  大家在香港來
[00:06:05.960 --> 00:06:08.000]  是一個競爭很大的社會
[00:06:08.000 --> 00:06:09.040]  幼稚園的時候
[00:06:09.040 --> 00:06:11.040]  就已經要懂得加減乘除了
[00:06:11.040 --> 00:06:12.440]  已經很多競爭
[00:06:12.440 --> 00:06:14.080]  很多功課
[00:06:14.080 --> 00:06:15.240]  弟兄的女兒說
[00:06:15.240 --> 00:06:16.680]  不想回來英國
[00:06:16.680 --> 00:06:19.320]  她說因為香港又好寫又好玩
[00:06:19.320 --> 00:06:20.760]  但是弟兄就嚇嚇她
[00:06:20.760 --> 00:06:21.800]  她說記不記得
[00:06:21.800 --> 00:06:22.920]  香港有多少樣功課
[00:06:22.920 --> 00:06:23.480]  放學
[00:06:23.480 --> 00:06:24.600]  這裡有多少樣功課
[00:06:24.600 --> 00:06:26.160]  就馬上回來搭飛機
[00:06:26.160 --> 00:06:27.920]  因為實在
[00:06:27.920 --> 00:06:30.520]  這是一個競爭的社會
[00:06:30.520 --> 00:06:32.480]  競爭的社會告訴我們什麼呢
[00:06:32.480 --> 00:06:36.280]  就是你要樣樣都要跟別人鬥
[00:06:36.280 --> 00:06:37.400]  但是你看我不鬥
[00:06:37.400 --> 00:06:39.040]  不鬥你就吃虧了
[00:06:39.040 --> 00:06:39.960]  一定是的
[00:06:39.960 --> 00:06:41.920]  社會的風氣造成是這樣
[00:06:41.920 --> 00:06:44.240]  所以我們每一天都其實是勞碌
[00:06:44.240 --> 00:06:45.240]  到我們長大了
[00:06:45.240 --> 00:06:46.320]  我們畢業出來了
[00:06:46.320 --> 00:06:47.640]  我們要找工作
[00:06:47.640 --> 00:06:50.240]  我們是勞碌去找工作
[00:06:50.240 --> 00:06:52.680]  我們又怕找不到好的工作
[00:06:52.680 --> 00:06:54.400]  那份工作可能又辛苦
[00:06:54.400 --> 00:06:56.800]  老闆對我們又很刻薄
[00:06:56.800 --> 00:06:57.920]  人工又少
[00:06:57.920 --> 00:06:59.600]  其實我們為世上
[00:06:59.600 --> 00:07:01.240]  我們每一天都擔心
[00:07:01.240 --> 00:07:03.880]  這裡到我們年長
[00:07:03.880 --> 00:07:06.760]  到我們結婚
[00:07:06.760 --> 00:07:07.480]  生孩子
[00:07:07.480 --> 00:07:10.080]  我們又更加多憂慮
[00:07:10.080 --> 00:07:11.080]  多憂慮
[00:07:11.080 --> 00:07:13.320]  有小孩一定是憂慮的
[00:07:13.320 --> 00:07:15.560]  有小孩有些人是短命一點的
[00:07:15.560 --> 00:07:17.160]  真的有數據的
[00:07:17.160 --> 00:07:19.520]  所以呢
[00:07:19.520 --> 00:07:20.880]  這個我很相信的
[00:07:20.880 --> 00:07:22.320]  真的有數據不是開玩笑的
[00:07:22.320 --> 00:07:24.640]  結婚了的男人是短命一點的
[00:07:24.640 --> 00:07:25.960]  女人是長命一點的
[00:07:25.960 --> 00:07:27.480]  大家回去想想為什麼
[00:07:27.480 --> 00:07:30.200]  不是我編出來的
[00:07:30.200 --> 00:07:31.400]  有大數據的
[00:07:31.400 --> 00:07:32.520]  那麼
[00:07:32.520 --> 00:07:34.520]  到我們年再年多大的時候
[00:07:34.520 --> 00:07:35.320]  我們擔心什麼
[00:07:35.320 --> 00:07:36.240]  健康
[00:07:36.240 --> 00:07:37.640]  一定是的
[00:07:37.640 --> 00:07:39.920]  圍在一起就是講健康
[00:07:39.920 --> 00:07:40.560]  吃藥
[00:07:40.560 --> 00:07:42.080]  看醫生
[00:07:42.080 --> 00:07:43.680]  怎樣怎樣
[00:07:43.680 --> 00:07:45.360]  我們是想這些的
[00:07:45.360 --> 00:07:47.160]  所以我們一生就是勞碌的
[00:07:47.160 --> 00:07:47.960]  一代過去
[00:07:47.960 --> 00:07:49.280]  一代又來
[00:07:49.280 --> 00:07:51.320]  但是地就永遠長存的
[00:07:51.320 --> 00:07:52.120]  太陽上升
[00:07:52.120 --> 00:07:53.080]  太陽落下
[00:07:53.080 --> 00:07:54.080]  每一天都是這樣
[00:07:54.080 --> 00:07:55.600]  但是我們一代一代
[00:07:55.600 --> 00:07:57.600]  就是很快就過去
[00:07:57.600 --> 00:07:59.000]  這個就是傳道者
[00:07:59.000 --> 00:08:01.240]  所羅門王所說的
[00:08:01.240 --> 00:08:03.320]  其實他很有智慧的
[00:08:03.320 --> 00:08:06.000]  他說江河向海裡流
[00:08:06.000 --> 00:08:07.880]  海就不會滿舍的
[00:08:07.880 --> 00:08:12.440]  那時候其實他們沒有科學根底
[00:08:12.440 --> 00:08:15.760]  他不知道水份原來是揮發了上去
[00:08:15.760 --> 00:08:16.520]  變成雲
[00:08:16.520 --> 00:08:17.880]  又下雨下來的
[00:08:17.880 --> 00:08:19.440]  相信他們沒有這樣的智慧
[00:08:19.440 --> 00:08:21.400]  但是神給他智慧
[00:08:21.400 --> 00:08:23.200]  為什麼水流到海裡
[00:08:23.200 --> 00:08:24.800]  海不會滿舍的
[00:08:24.800 --> 00:08:25.480]  是不是
[00:08:25.480 --> 00:08:26.360]  就是說給我們聽
[00:08:26.360 --> 00:08:29.120]  這個世界是不斷不斷的循環
[00:08:29.120 --> 00:08:30.480]  而我們人生
[00:08:30.480 --> 00:08:33.920]  就是無限無限地循環循環
[00:08:33.920 --> 00:08:35.920]  為什麼循環循環
[00:08:35.920 --> 00:08:36.800]  兜兜轉轉
[00:08:36.800 --> 00:08:38.920]  兜兜轉轉走不出來
[00:08:38.920 --> 00:08:40.600]  我們人生就是這樣
[00:08:40.600 --> 00:08:41.600]  是不是
[00:08:41.600 --> 00:08:44.320]  我小時候寫的電腦程式
[00:08:44.320 --> 00:08:46.160]  有些人寫的程式就知道了
[00:08:46.160 --> 00:08:47.840]  最麻煩就是寫了一個循環
[00:08:47.840 --> 00:08:49.000]  走不出來
[00:08:49.000 --> 00:08:51.320]  變成電腦就不停無限循環
[00:08:51.320 --> 00:08:52.480]  沒有結果的
[00:08:52.480 --> 00:08:54.080]  就像手機一樣
[00:08:54.080 --> 00:08:55.240]  就因為程式寫得不好
[00:08:55.240 --> 00:08:56.240]  知道嗎
[00:08:56.240 --> 00:08:57.600]  我們人生就是這樣
[00:08:57.600 --> 00:09:01.400]  無限無限地去兜兜轉轉
[00:09:01.400 --> 00:09:03.200]  他說不停旋轉
[00:09:03.200 --> 00:09:05.920]  歸回去原處
[00:09:05.920 --> 00:09:07.920]  就像江河一樣
[00:09:07.920 --> 00:09:09.040]  轉來轉去
[00:09:09.040 --> 00:09:11.640]  我們人生就是這樣
[00:09:11.640 --> 00:09:14.520]  他說萬事令人厭倦
[00:09:14.520 --> 00:09:16.560]  他說人不能說盡
[00:09:16.560 --> 00:09:18.240]  眼看看不飽
[00:09:18.240 --> 00:09:19.960]  耳聽聽不足
[00:09:19.960 --> 00:09:21.520]  看的東西看來看去
[00:09:21.520 --> 00:09:23.200]  我們都是不滿足
[00:09:23.200 --> 00:09:25.160]  你去吃自助餐就知道了
[00:09:25.160 --> 00:09:26.000]  是不是
[00:09:26.000 --> 00:09:28.320]  你一樣都想吃
[00:09:28.320 --> 00:09:30.000]  但是胃就只有一個
[00:09:30.000 --> 00:09:33.000]  眼是永遠看東西不會飽的
[00:09:33.000 --> 00:09:35.320]  耳朵聽東西聽不足的
[00:09:35.320 --> 00:09:36.480]  誰誰說過甚麼
[00:09:36.480 --> 00:09:37.240]  很緊張
[00:09:37.240 --> 00:09:39.240]  誰誰說過是非我又想知道
[00:09:39.240 --> 00:09:41.160]  你聽東西就是聽不足的
[00:09:41.160 --> 00:09:42.760]  但是你又很想去聽
[00:09:42.760 --> 00:09:43.840]  但是來來去去
[00:09:43.840 --> 00:09:46.000]  其實就是說過那些東西
[00:09:46.000 --> 00:09:47.680]  所以傳道書有一句說話
[00:09:47.680 --> 00:09:50.280]  就是日光之下是沒有新東西的
[00:09:50.280 --> 00:09:51.560]  就是說在這個世界來講
[00:09:51.560 --> 00:09:52.680]  其實是沒有新東西
[00:09:52.680 --> 00:09:55.720]  一切其實是已經走回頭
[00:09:55.720 --> 00:09:58.440]  剛才主席祈禱提醒了我們
[00:09:58.440 --> 00:09:59.880]  提醒了我們甚麼
[00:09:59.880 --> 00:10:01.160]  提醒我們現在甚麼
[00:10:01.160 --> 00:10:04.840]  英國去中國旅行的那些人
[00:10:04.840 --> 00:10:06.840]  要檢查過了
[00:10:06.840 --> 00:10:08.280]  要核酸檢查
[00:10:08.280 --> 00:10:09.240]  是不是
[00:10:09.240 --> 00:10:12.000]  我馬上想起三年前的樣子
[00:10:12.000 --> 00:10:15.760]  好像走回頭做回同樣的事
[00:10:15.760 --> 00:10:16.920]  無限循環
[00:10:16.920 --> 00:10:18.240]  這個病毒
[00:10:18.240 --> 00:10:18.760]  是不是
[00:10:18.760 --> 00:10:22.040]  就是來來去去就走不回那個困境出來
[00:10:22.040 --> 00:10:24.720]  人生就是一樣
[00:10:24.720 --> 00:10:26.720]  他說已有的事後來必有
[00:10:26.720 --> 00:10:28.520]  已行的事後必再行
[00:10:28.520 --> 00:10:32.280]  因為日光之下是沒有新東西的
[00:10:32.280 --> 00:10:33.880]  他說這個是新的
[00:10:33.880 --> 00:10:35.280]  其實不是新
[00:10:35.280 --> 00:10:36.760]  已經是過去
[00:10:36.760 --> 00:10:40.120]  所以今天我們說新的開始有甚麼意義呢
[00:10:40.120 --> 00:10:43.120]  原來我們人生就是來來去去
[00:10:43.120 --> 00:10:44.880]  就做回同樣的事
[00:10:44.880 --> 00:10:45.800]  有甚麼新的
[00:10:45.800 --> 00:10:46.840]  我們以為新
[00:10:46.840 --> 00:10:48.320]  其實有人做過的了
[00:10:48.320 --> 00:10:49.600]  以為一個新的思維
[00:10:49.600 --> 00:10:51.960]  原來有人想過出來的了
[00:10:51.960 --> 00:10:54.120]  那我們有甚麼意思呢
[00:10:54.120 --> 00:10:56.480]  今天那個題目
[00:10:56.480 --> 00:10:58.080]  新的開始
[00:10:58.080 --> 00:11:01.000]  又有多大意思
[00:11:01.000 --> 00:11:01.800]  那麼
[00:11:01.800 --> 00:11:04.800]  原來我們想的就不要日光之下
[00:11:04.800 --> 00:11:06.880]  我們想日光之上
[00:11:06.880 --> 00:11:08.760]  日光之上
[00:11:08.760 --> 00:11:10.600]  就是神的角度
[00:11:10.600 --> 00:11:12.800]  不是太陽照下來這個世界
[00:11:12.800 --> 00:11:14.280]  是太陽以上
[00:11:14.280 --> 00:11:15.720]  就是上帝的角度
[00:11:15.720 --> 00:11:17.440]  我們如果向這一方面想
[00:11:17.440 --> 00:11:19.240]  我們想我們屬靈的生命
[00:11:19.240 --> 00:11:20.880]  就不是想屬世的生命
[00:11:20.880 --> 00:11:23.240]  就我們每一天都可以更生
[00:11:23.240 --> 00:11:25.520]  聖經提醒我們就是要這樣
[00:11:25.520 --> 00:11:28.240]  不要停留在那麼膚淺
[00:11:28.240 --> 00:11:29.720]  在這個世界那裡
[00:11:29.720 --> 00:11:32.760]  被肉體被罪惡困住的那個世界去想
[00:11:32.760 --> 00:11:33.600]  如果是
[00:11:33.600 --> 00:11:34.560]  你繼續這樣想的話
[00:11:34.560 --> 00:11:36.320]  你是很可憐的
[00:11:36.320 --> 00:11:38.840]  你很多憂慮
[00:11:38.840 --> 00:11:40.200]  神賜的福氣給我們
[00:11:40.200 --> 00:11:41.920]  不要加上憂慮的
[00:11:41.920 --> 00:11:42.400]  你知道嗎
[00:11:42.400 --> 00:11:44.240]  其實憂慮是我們自己
[00:11:44.240 --> 00:11:45.400]  interpret
[00:11:45.400 --> 00:11:47.440]  我們去解讀一些的環境
[00:11:47.440 --> 00:11:50.040]  我們令到自己憂慮
[00:11:50.040 --> 00:11:52.240]  世界的事是這樣循環是發生的
[00:11:52.240 --> 00:11:54.960]  問題我們怎樣去面對這個世界
[00:11:54.960 --> 00:11:57.560]  如果我們抱著一個開朗的心情
[00:11:57.560 --> 00:11:59.080]  面對我們會開心很多
[00:11:59.080 --> 00:12:02.040]  如果每一天我們抱著一個憂愁的心情
[00:12:02.040 --> 00:12:03.880]  我們就多憂慮
[00:12:03.880 --> 00:12:05.240]  所以我們要想的就是
[00:12:05.240 --> 00:12:07.000]  日光之上
[00:12:07.000 --> 00:12:09.840]  我們靈命與同神的關係
[00:12:09.840 --> 00:12:12.080]  就不是在日光之下
[00:12:12.080 --> 00:12:12.800]  如果不是
[00:12:12.800 --> 00:12:14.600]  你不會有個新的開始
[00:12:14.600 --> 00:12:17.440]  你所謂的新的開始就是什麼呢
[00:12:17.440 --> 00:12:19.960]  就是1月1號、1月2號
[00:12:19.960 --> 00:12:21.320]  到1月3號
[00:12:21.320 --> 00:12:23.840]  你回去救我
[00:12:23.840 --> 00:12:25.480]  你最多是慶祝
[00:12:25.480 --> 00:12:27.400]  你去慶祝一兩天而已
[00:12:27.400 --> 00:12:29.320]  你的心情是覺得很新鮮
[00:12:29.320 --> 00:12:30.800]  一兩天而已
[00:12:30.800 --> 00:12:33.120]  有些人說新年願望
[00:12:33.120 --> 00:12:34.320]  今年要減肥
[00:12:34.320 --> 00:12:34.880]  怎樣啊
[00:12:34.880 --> 00:12:36.240]  減掉頭兩天
[00:12:36.240 --> 00:12:37.920]  然後就忘記了
[00:12:37.920 --> 00:12:38.680]  一定的
[00:12:38.680 --> 00:12:40.240]  明年就再願望過
[00:12:40.240 --> 00:12:41.320]  又再立志過
[00:12:41.320 --> 00:12:44.000]  所以年年做的事就是這樣
[00:12:44.000 --> 00:12:46.440]  所以傳說書最後一章那裡說到
[00:12:46.440 --> 00:12:47.720]  十一節那裡說
[00:12:47.720 --> 00:12:50.000]  他說
[00:12:50.000 --> 00:12:52.400]  已過的事無人記念
[00:12:52.400 --> 00:12:53.520]  將來的事
[00:12:53.520 --> 00:12:56.200]  後來的人都不會記念
[00:12:56.200 --> 00:12:57.920]  這個很真的
[00:12:57.920 --> 00:13:01.400]  就算今天做些真的有驚天動地的事
[00:13:01.400 --> 00:13:03.920]  或者你真的是陽明立萬
[00:13:03.920 --> 00:13:07.200]  或者你真的是想
[00:13:07.200 --> 00:13:08.520]  取回名字
[00:13:08.520 --> 00:13:10.480]  有個所謂 legacy 英文一下
[00:13:10.480 --> 00:13:12.440]  就是又怎樣
[00:13:12.440 --> 00:13:16.280]  那些人會記得你是多久
[00:13:16.280 --> 00:13:19.840]  已故的女王她做了七十年
[00:13:19.840 --> 00:13:23.800]  但是很快人們開始忘記了
[00:13:23.800 --> 00:13:25.840]  因為是新的皇帝
[00:13:25.840 --> 00:13:26.920]  新的政策
[00:13:26.920 --> 00:13:28.320]  新的說話
[00:13:28.320 --> 00:13:30.960]  那個已經是個歷史
[00:13:30.960 --> 00:13:33.080]  事情過去了就是過去了
[00:13:33.080 --> 00:13:37.360]  很快人們就會忘記
[00:13:37.360 --> 00:13:38.040]  今天是新年
[00:13:38.040 --> 00:13:39.080]  但是如果講得很灰一點
[00:13:39.080 --> 00:13:40.040]  大家去墳場看看
[00:13:40.040 --> 00:13:41.600]  我不是叫你們去墳場
[00:13:41.600 --> 00:13:44.160]  你看看那些墳墓
[00:13:44.160 --> 00:13:46.960]  那些久了的墳墓是沒有人理的
[00:13:46.960 --> 00:13:48.320]  全倒塌了
[00:13:48.320 --> 00:13:49.400]  全歪了
[00:13:49.400 --> 00:13:52.400]  你的遺孫
[00:13:52.400 --> 00:13:53.120]  你的室
[00:13:53.120 --> 00:13:53.880]  你的曾孫
[00:13:53.880 --> 00:13:55.680]  是不會記得你的存在
[00:13:55.680 --> 00:13:56.800]  可能他已經移民了
[00:13:56.800 --> 00:13:59.200]  不在這裡了
[00:13:59.200 --> 00:14:00.440]  是很真的
[00:14:00.440 --> 00:14:02.680]  那個墓碑在這裡
[00:14:02.680 --> 00:14:05.400]  但是那些字已經看不到了
[00:14:05.400 --> 00:14:07.240]  沒有了
[00:14:07.240 --> 00:14:09.200]  看不清楚是誰
[00:14:09.200 --> 00:14:10.600]  是有個墓碑
[00:14:10.600 --> 00:14:11.880]  又如何
[00:14:11.880 --> 00:14:13.120]  誰記得你
[00:14:13.120 --> 00:14:14.920]  是沒有人記得你
[00:14:14.920 --> 00:14:17.120]  這個就是日光之下
[00:14:17.120 --> 00:14:19.760]  但是我們追求的日光之上
[00:14:19.760 --> 00:14:21.120]  所以今天我們的這句
[00:14:21.120 --> 00:14:22.080]  哥倫多後書
[00:14:22.080 --> 00:14:23.800]  大家很熟悉的就是
[00:14:23.800 --> 00:14:27.560]  所以 若有人在基督裡
[00:14:27.560 --> 00:14:29.440]  他就是新做的人
[00:14:29.440 --> 00:14:31.240]  舊事已過 都變成新
[00:14:31.240 --> 00:14:33.760]  原來是可以有新的
[00:14:33.760 --> 00:14:36.040]  但是要是基督裡
[00:14:36.040 --> 00:14:37.760]  不是在世俗裡
[00:14:37.760 --> 00:14:39.320]  不是被罪惡困擾著
[00:14:39.320 --> 00:14:42.800]  這個是不會有新的事
[00:14:42.800 --> 00:14:45.040]  他一開始說
[00:14:45.040 --> 00:14:47.120]  所以 為什麼說所以
[00:14:47.120 --> 00:14:48.120]  因為很多時候我們看這句
[00:14:48.120 --> 00:14:49.880]  這句五章十七節
[00:14:49.880 --> 00:14:52.160]  我們沒有看完之前
