
[00:00:00.000 --> 00:00:03.460]  好,我們在更加進入思想的時候
[00:01:37.280 --> 00:01:39.960]  包括我們今天所讀的這篇經文當中
[00:01:39.960 --> 00:01:42.860]  如果我們見第一節一開始都是在說這件事
[00:01:42.860 --> 00:01:47.060]  就是在說我今天所吩咐的一切誡命
[00:01:47.060 --> 00:01:49.060]  你們要謹守遵行
[00:01:49.060 --> 00:01:51.060]  當我們讀完之後
[00:01:51.060 --> 00:01:53.940]  我們覺得整個主題就是要謹守遵行這件事
[00:01:53.940 --> 00:01:56.500]  當然我的主題是在說思想
[00:01:56.500 --> 00:01:58.500]  就是在說後面的東西
[00:01:58.500 --> 00:02:00.500]  但是當我們讀這篇經文的時候
[00:02:00.500 --> 00:02:02.500]  很快的第一個印象或者第一個主題
[00:02:02.500 --> 00:02:04.500]  是在說要謹守遵行上帝的誡命
[00:02:04.500 --> 00:02:07.460]  而在整本《生命記》當中
[00:02:07.460 --> 00:02:09.460]  其實基本上就是不斷地提醒
[00:02:09.460 --> 00:02:11.460]  如果大家來到這個聚會
[00:02:11.460 --> 00:02:13.460]  可能有一段時間這一年的話
[00:02:13.460 --> 00:02:15.460]  其實之前那幾章都是在提同樣的東西
[00:02:15.460 --> 00:02:18.960]  除了一至三章可能在說出埃及之後
[00:02:18.960 --> 00:02:20.960]  發生了很多不同的事情之後
[00:02:20.960 --> 00:02:24.420]  第四章開始就會見到摩西就是這樣提同樣的東西
[00:02:24.420 --> 00:02:26.420]  如果說到這裏的話
[00:02:26.420 --> 00:02:28.420]  不如我們聽回以前的講到最完
[00:02:28.420 --> 00:02:30.420]  反正都是同一個提醒
[00:02:30.420 --> 00:02:32.420]  但是不是的
[00:02:32.420 --> 00:02:34.420]  因為同一個提醒
[00:02:34.420 --> 00:02:36.420]  不過在不同的原因或者不同的狀況之下
[00:02:36.420 --> 00:02:38.420]  去作出這個提醒的時候
[00:02:38.420 --> 00:02:40.420]  那個效果是有不同的
[00:02:40.420 --> 00:02:42.420]  那個理解也會有不同
[00:02:42.420 --> 00:02:44.420]  所以我們要看的就是
[00:02:44.420 --> 00:02:46.420]  究竟同樣的提醒背後
[00:02:46.420 --> 00:02:48.420]  為什麼摩西有這樣的提醒
[00:02:48.420 --> 00:02:51.420]  為什麼他有什麼不同的狀況
[00:02:51.420 --> 00:02:54.420]  或者他在這裏又再出同樣的提醒的時候
[00:02:54.420 --> 00:02:56.420]  究竟想給我們什麼訊息
[00:02:56.420 --> 00:02:58.420]  或者在上帝話語當中
[00:02:58.420 --> 00:03:00.420]  我們又可以得到什麼呢
[00:03:00.420 --> 00:03:02.420]  所以我們就要繼續去看
[00:03:02.420 --> 00:03:04.420]  當然這裏第一節就像一個主題
[00:03:04.420 --> 00:03:06.420]  今天所吩咐的一切誡命
[00:03:06.420 --> 00:03:09.420]  很明顯不是在說摩西的誡命
[00:03:09.420 --> 00:03:11.420]  而是上帝所吩咐的誡命
[00:03:11.420 --> 00:03:13.420]  透過摩西去給一班以色列民
[00:03:13.420 --> 00:03:15.420]  當然我們這邊有兩個理解
[00:03:15.420 --> 00:03:18.420]  可能是之前一些所說的誡命
[00:03:18.420 --> 00:03:20.420]  又或者可能接著下來的誡命
[00:03:20.420 --> 00:03:22.420]  因為他可以是一個開頭
[00:03:22.420 --> 00:03:24.420]  無論是前面
[00:03:24.420 --> 00:03:26.420]  或者總結前面
[00:03:26.420 --> 00:03:27.420]  又或者說後面的時候
[00:03:27.420 --> 00:03:29.420]  都是說緊守遵行
[00:03:29.420 --> 00:03:31.420]  然後就說原因
[00:03:31.420 --> 00:03:32.420]  做什麼
[00:03:32.420 --> 00:03:34.420]  或者有什麼需要去留意的
[00:03:34.420 --> 00:03:36.420]  我們就會看之後的經文
[00:03:36.420 --> 00:03:38.420]  在之後的經文當中呢
[00:03:38.420 --> 00:03:40.420]  我們就會看到一個很重要的東西
[00:03:40.420 --> 00:03:42.420]  就是你要紀念耶和華
[00:03:42.420 --> 00:03:44.420]  你的神在曠野引導你這四十年
[00:03:46.420 --> 00:03:49.420]  當我們去思想
[00:03:49.420 --> 00:03:52.420]  或者去思考關於
[00:03:52.420 --> 00:03:55.420]  以色列民在摩西五經當中的歷史
[00:03:55.420 --> 00:03:56.420]  我們會知道其實
[00:03:56.420 --> 00:03:58.420]  以色列民在出埃及之後
[00:03:58.420 --> 00:04:00.420]  有四十年在曠野當中
[00:04:00.420 --> 00:04:02.420]  而這個是在說摩西
[00:04:02.420 --> 00:04:03.420]  等他們完了這四十年
[00:04:03.420 --> 00:04:05.420]  要進入美地之前
[00:04:05.420 --> 00:04:07.420]  所作出的提醒
[00:04:07.420 --> 00:04:08.420]  現在在他進去之前
[00:04:08.420 --> 00:04:10.420]  快要完這四十年之前
[00:04:10.420 --> 00:04:12.420]  就是在提醒以色列民
[00:04:12.420 --> 00:04:13.420]  你要紀念你的神
[00:04:13.420 --> 00:04:15.420]  在曠野引導你這四十年
[00:04:15.420 --> 00:04:17.420]  這四十年
[00:04:17.420 --> 00:04:19.420]  很長
[00:04:19.420 --> 00:04:21.420]  這四十年
[00:04:21.420 --> 00:04:24.420]  說的是很多不同的狀況
[00:04:24.420 --> 00:04:26.420]  如果我們從開頭到尾
[00:04:26.420 --> 00:04:27.420]  可以看到的就是
[00:04:27.420 --> 00:04:29.420]  沒有食物 沒有水
[00:04:29.420 --> 00:04:30.420]  又冷又熱
[00:04:30.420 --> 00:04:33.420]  有很多的戰爭
[00:04:33.420 --> 00:04:35.420]  有很多的辛苦的地方
[00:04:35.420 --> 00:04:36.420]  又要搬搬抬抬
[00:04:36.420 --> 00:04:37.420]  有空就要走走
[00:04:37.420 --> 00:04:39.420]  有空就要休息
[00:04:39.420 --> 00:04:42.420]  很多不同的改變
[00:04:42.420 --> 00:04:44.420]  一直在改變
[00:04:44.420 --> 00:04:47.420]  當他看到這些狀況的時候
[00:04:47.420 --> 00:04:50.420]  其實很多人都有不同的看法
[00:04:50.420 --> 00:04:51.420]  有些人可能看為好
[00:04:51.420 --> 00:04:52.420]  但也有不少人
[00:04:52.420 --> 00:04:53.420]  因為這麼辛苦
[00:04:53.420 --> 00:04:56.420]  我們會覺得這不是一件好事
[00:04:56.420 --> 00:05:00.420]  紀念不一定看為一件好事
[00:05:00.420 --> 00:05:01.420]  你可以記得很多東西
[00:05:01.420 --> 00:05:02.420]  我們記得很多以前的東西
[00:05:02.420 --> 00:05:03.420]  但很多時候
[00:05:03.420 --> 00:05:04.420]  我們記得以前很多的東西
[00:05:04.420 --> 00:05:05.420]  是一些辛苦的東西
[00:05:05.420 --> 00:05:06.420]  我們就覺得
[00:05:06.420 --> 00:05:07.420]  這個不是一件好事
[00:05:07.420 --> 00:05:09.420]  但是在這裡
[00:05:09.420 --> 00:05:11.420]  摩西專登要提醒這件事
[00:05:11.420 --> 00:05:12.420]  他說你要紀念四十年
[00:05:12.420 --> 00:05:13.420]  發生過什麼事
[00:05:13.420 --> 00:05:14.420]  不是
[00:05:14.420 --> 00:05:15.420]  但到最後是在說
[00:05:15.420 --> 00:05:16.420]  我想用一句話去總結
[00:05:16.420 --> 00:05:18.420]  就是在說第四節說的那句話
[00:05:18.420 --> 00:05:20.420]  這四十年你的衣服沒有穿破
[00:05:20.420 --> 00:05:24.420]  你的腳沒有腫
[00:05:24.420 --> 00:05:25.420]  簡單來說就是說
[00:05:25.420 --> 00:05:26.420]  你什麼事都沒有
[00:05:26.420 --> 00:05:27.420]  你過了這四十年
[00:05:27.420 --> 00:05:28.420]  是呀 很辛苦
[00:05:28.420 --> 00:05:29.420]  很多事情發生
[00:05:29.420 --> 00:05:32.420]  但你正正常常
[00:05:32.420 --> 00:05:36.420]  你甚至沒有一件衣服是穿爛的
[00:05:36.420 --> 00:05:38.420]  當然我沒有試過
[00:05:38.420 --> 00:05:40.420]  穿一件衣服穿四十年
[00:05:40.420 --> 00:05:42.420]  我暫時都沒有到四十歲
[00:05:42.420 --> 00:05:50.420]  但是我們可以想到
[00:05:50.420 --> 00:05:52.420]  當我一件衣服可以穿很久的時候
[00:05:52.420 --> 00:05:54.420]  其實是一件很奇妙的事
[00:05:54.420 --> 00:05:56.420]  很恩典的事
[00:05:56.420 --> 00:05:59.420]  而這樣去說的時候
[00:05:59.420 --> 00:06:02.420]  就是在告訴摩西
[00:06:02.420 --> 00:06:05.420]  你們是在經歷很多的恩典
[00:06:05.420 --> 00:06:07.420]  當思念這四十年
[00:06:07.420 --> 00:06:09.420]  是呀 很辛苦 很累
[00:06:09.420 --> 00:06:11.420]  但是記得全部是有恩典的
[00:06:11.420 --> 00:06:16.420]  接著下來
[00:06:16.420 --> 00:06:19.420]  除了紀念這件事之外
[00:06:19.420 --> 00:06:21.420]  也要思想
[00:06:21.420 --> 00:06:22.420]  你當心裡思想
[00:06:22.420 --> 00:06:25.420]  耶和華你神管教你好像人管教
[00:06:25.420 --> 00:06:27.420]  二字一樣
[00:06:27.420 --> 00:06:28.420]  看這些事
[00:06:28.420 --> 00:06:31.420]  不只是看著上帝給我恩典
[00:06:31.420 --> 00:06:32.420]  但要思想什麼呢
[00:06:32.420 --> 00:06:34.420]  我們要有一個觀念
[00:06:34.420 --> 00:06:37.420]  上帝對我們好像父子一樣
[00:06:37.420 --> 00:06:40.420]  好像父親和兒子和女兒一樣
[00:06:40.420 --> 00:06:43.420]  說的是有一個關係
[00:06:43.420 --> 00:06:47.420]  說的是這一切都是說父親的管教
[00:06:47.420 --> 00:06:49.420]  父親的管教是說
[00:06:49.420 --> 00:06:52.420]  希望孩子能夠健康成長
[00:06:52.420 --> 00:06:56.420]  在前兩天
[00:06:56.420 --> 00:06:59.420]  昨天是四十五
[00:06:59.420 --> 00:07:01.420]  今天是四十六
[00:07:01.420 --> 00:07:04.420]  昨天我和全家
[00:07:04.420 --> 00:07:06.420]  加上兒子去了健康院
[00:07:06.420 --> 00:07:08.420]  要打針
[00:07:08.420 --> 00:07:09.420]  因為四個月大了
[00:07:09.420 --> 00:07:11.420]  這樣他才四個月大
[00:07:11.420 --> 00:07:12.420]  要打針
[00:07:12.420 --> 00:07:13.420]  其實在打針的時候
[00:07:13.420 --> 00:07:14.420]  我們要見姑娘
[00:07:14.420 --> 00:07:16.420]  見姑娘的時候
[00:07:16.420 --> 00:07:17.420]  我當時不知道
[00:07:17.420 --> 00:07:19.420]  原來是有東西要去檢查
[00:07:19.420 --> 00:07:21.420]  有些東西給他看看
[00:07:21.420 --> 00:07:22.420]  會不會跟著他看
[00:07:22.420 --> 00:07:23.420]  左右
[00:07:23.420 --> 00:07:25.420]  之後原來有些東西要給他看
[00:07:25.420 --> 00:07:27.420]  會不會自己去捉住他
[00:07:27.420 --> 00:07:28.420]  跟著就說
[00:07:28.420 --> 00:07:30.420]  哎呀 你兒子很好 合家
[00:07:30.420 --> 00:07:32.420]  原來有一種很開心的感覺
[00:07:32.420 --> 00:07:34.420]  我沒試過
[00:07:35.420 --> 00:07:37.420]  但我想說的是
[00:07:37.420 --> 00:07:38.420]  當見到兒子
[00:07:38.420 --> 00:07:39.420]  原來這樣成長
[00:07:39.420 --> 00:07:41.420]  然後別人說很厲害
[00:07:41.420 --> 00:07:44.420]  很棒的
[00:07:44.420 --> 00:07:46.420]  但我想這就是父親的管教
[00:07:46.420 --> 00:07:49.420]  希望我們自己的孩子可以成長
[00:07:49.420 --> 00:07:52.420]  不是說到時他什麼都做不到
[00:07:52.420 --> 00:07:53.420]  我們當然會擔心
[00:07:53.420 --> 00:07:55.420]  如果他說不合格
[00:07:55.420 --> 00:07:56.420]  我也有想過
[00:07:56.420 --> 00:07:57.420]  他只要說我兒子不合格
[00:07:57.420 --> 00:07:58.420]  我會怎樣呢
[00:07:58.420 --> 00:08:00.420]  我會罵他嗎
[00:08:00.420 --> 00:08:01.420]  我還沒說
[00:08:01.420 --> 00:08:02.420]  沒發生
[00:08:02.420 --> 00:08:03.420]  全部都沒發生
[00:08:03.420 --> 00:08:05.420]  但感恩的是
[00:08:05.420 --> 00:08:06.420]  他說合格
[00:08:06.420 --> 00:08:07.420]  見到他成長
[00:08:07.420 --> 00:08:08.420]  我很開心
[00:08:08.420 --> 00:08:09.420]  同一時間
[00:08:09.420 --> 00:08:10.420]  我想兒子也很開心
[00:08:10.420 --> 00:08:11.420]  因為他玩得很開心
[00:08:11.420 --> 00:08:12.420]  看著
[00:08:12.420 --> 00:08:14.420]  又有時間跟那個姑娘說
[00:08:14.420 --> 00:08:16.420]  說得好像很多東西
[00:08:16.420 --> 00:08:18.420]  但這些反應
[00:08:18.420 --> 00:08:19.420]  是成長
[00:08:19.420 --> 00:08:21.420]  很有趣的
[00:08:21.420 --> 00:08:23.420]  不只是父親
[00:08:23.420 --> 00:08:25.420]  不只是上帝開心
[00:08:25.420 --> 00:08:26.420]  但當孩子成長
[00:08:26.420 --> 00:08:28.420]  他有自己的生命的時候
[00:08:28.420 --> 00:08:30.420]  希望他能夠好好地活著
[00:08:31.420 --> 00:08:33.420]  希望他有一個好的生命
[00:08:33.420 --> 00:08:38.420]  紀念思想是為了
[00:08:38.420 --> 00:08:41.420]  能夠讓這些以色列人明白
[00:08:41.420 --> 00:08:44.420]  當上帝讓你經過所有的一切
[00:08:44.420 --> 00:08:46.420]  是希望你有一個好的生命成長
[00:08:46.420 --> 00:08:53.420]  當然之後說的是
[00:08:53.420 --> 00:08:55.420]  紀念思想之後
[00:08:55.420 --> 00:08:56.420]  是做什麼
[00:08:56.420 --> 00:08:58.420]  不是說只記得
[00:08:58.420 --> 00:09:00.420]  不是只想
[00:09:00.420 --> 00:09:02.420]  但後面下一步說的是第六節
[00:09:02.420 --> 00:09:04.420]  你要謹守耶和華利神的誡命
[00:09:04.420 --> 00:09:06.420]  遵行祂的道
[00:09:06.420 --> 00:09:08.420]  敬畏祂
[00:09:08.420 --> 00:09:10.420]  我特意在這裡
[00:09:10.420 --> 00:09:12.420]  記下了謹守這兩個字
[00:09:12.420 --> 00:09:13.420]  什麼是謹守
[00:09:13.420 --> 00:09:16.420]  就是小心地去守
[00:09:16.420 --> 00:09:19.420]  去遵行上帝的誡命
[00:09:19.420 --> 00:09:21.420]  要看清楚
[00:09:21.420 --> 00:09:23.420]  所謂的謹慎地去遵守
[00:09:23.420 --> 00:09:24.420]  對我來說就是
[00:09:24.420 --> 00:09:25.420]  你要明白
[00:09:25.420 --> 00:09:27.420]  你要知道規矩是什麼
[00:09:27.420 --> 00:09:29.420]  我想跟我玩遊戲是不同的
[00:09:29.420 --> 00:09:31.420]  我玩遊戲很多時候
[00:09:31.420 --> 00:09:32.420]  我不理會規則是什麼
[00:09:32.420 --> 00:09:33.420]  他講了一大堆
[00:09:33.420 --> 00:09:35.420]  我一邊玩一邊問
[00:09:35.420 --> 00:09:37.420]  我想不是一個好的參加
[00:09:37.420 --> 00:09:39.420]  我經常都很喜歡break the rule
[00:09:39.420 --> 00:09:43.420]  稍後有games night
[00:09:43.420 --> 00:09:44.420]  大家不要這樣
[00:09:44.420 --> 00:09:45.420]  要學得謹守
[00:09:45.420 --> 00:09:46.420]  要懂得去謹守
[00:09:46.420 --> 00:09:47.420]  要明白規則
[00:09:47.420 --> 00:09:48.420]  對我來說就是
[00:09:48.420 --> 00:09:49.420]  當你玩那個遊戲的時候
[00:09:49.420 --> 00:09:50.420]  如果你說謹守的話
[00:09:50.420 --> 00:09:52.420]  就是你要明白所有規則
[00:09:52.420 --> 00:09:53.420]  而你玩的時候
[00:09:53.420 --> 00:09:54.420]  你是跟著那個規則的
[00:09:54.420 --> 00:09:56.420]  你不是去break the rule
[00:09:56.420 --> 00:09:58.420]  你不是不知道那個規則是什麼
[00:09:58.420 --> 00:10:00.420]  你要知道
[00:10:00.420 --> 00:10:02.420]  然後去遵守
[00:10:02.420 --> 00:10:04.420]  這個是我們要知道
[00:10:04.420 --> 00:10:05.420]  要去遵守
[00:10:05.420 --> 00:10:06.420]  要去行
[00:10:06.420 --> 00:10:08.420]  而紀念思想其實就是為了這個
[00:10:08.420 --> 00:10:10.420]  為什麼紀念思想為了我們能夠
[00:10:10.420 --> 00:10:13.420]  推動我們去遵行上帝的誡命
[00:10:13.420 --> 00:10:14.420]  上帝的吩咐
[00:10:14.420 --> 00:10:16.420]  上帝的話語
[00:10:16.420 --> 00:10:20.420]  是有事要去做出來
[00:10:20.420 --> 00:10:26.420]  當然除了紀念思想之外
[00:10:26.420 --> 00:10:28.420]  也有另一個原因是給了我們
[00:10:28.420 --> 00:10:30.420]  因為在之後那節也有說
[00:10:30.420 --> 00:10:34.420]  因為耶和華利神領你進了美地
[00:10:34.420 --> 00:10:37.420]  當我們領你進美地的時候
[00:10:37.420 --> 00:10:38.420]  其實就是
[00:10:38.420 --> 00:10:39.420]  當我們看
[00:10:39.420 --> 00:10:41.420]  可能我們以為享受了恩典
[00:10:41.420 --> 00:10:43.420]  但我們心水清的都知道
[00:10:43.420 --> 00:10:45.420]  在這段經文當中
[00:10:45.420 --> 00:10:47.420]  以色列文是沒有進入美地的
[00:10:47.420 --> 00:10:49.420]  所以這裡才說在那個地方
[00:10:49.420 --> 00:10:51.420]  在那個地方會有河
[00:10:51.420 --> 00:10:52.420]  那個地方有泉
[00:10:52.420 --> 00:10:54.420]  為什麼?因為他們正在走過去
[00:10:54.420 --> 00:10:56.420]  而在中文當中是沒有"test"的
[00:10:56.420 --> 00:10:58.420]  這裡的"領"字是在說
[00:10:58.420 --> 00:10:59.420]  領著你出去
[00:10:59.420 --> 00:11:00.420]  領著你過去
[00:11:00.420 --> 00:11:01.420]  帶著你過去
[00:11:01.420 --> 00:11:04.420]  是這樣的一個過程
[00:11:04.420 --> 00:11:05.420]  簡單來說
[00:11:05.420 --> 00:11:07.420]  上帝是帶隊的那個
[00:11:07.420 --> 00:11:09.420]  那你就要怎樣呢?
[00:11:09.420 --> 00:11:11.420]  黏著祂
[00:11:11.420 --> 00:11:13.420]  因為祂是領隊
[00:11:13.420 --> 00:11:15.420]  說起這件事
[00:11:15.420 --> 00:11:17.420]  我想起我祖母
[00:11:17.420 --> 00:11:19.420]  我祖母在
[00:11:19.420 --> 00:11:22.420]  大概十七歲左右
[00:11:22.420 --> 00:11:26.420]  話說我祖母就叫我和她一起去旅行
[00:11:26.420 --> 00:11:27.420]  去泰國
[00:11:27.420 --> 00:11:28.420]  她來了香港之後
[00:11:28.420 --> 00:11:30.420]  就和我一起去報一個泰國團
[00:11:30.420 --> 00:11:31.420]  就一起去了
[00:11:31.420 --> 00:11:32.420]  為什麼會找了我呢?
[00:11:32.420 --> 00:11:35.420]  一,因為我祖母是一個很憎氣的人
[00:11:35.420 --> 00:11:36.420]  剛才我也提到
[00:11:36.420 --> 00:11:38.420]  所以我爺爺就說
[00:11:38.420 --> 00:11:39.420]  你不要搞我了
[00:11:39.420 --> 00:11:40.420]  不要叫我陪祖母去
[00:11:40.420 --> 00:11:41.420]  你去吧
[00:11:41.420 --> 00:11:42.420]  他就和我這樣說
[00:11:42.420 --> 00:11:43.420]  然後我就去了
[00:11:43.420 --> 00:11:44.420]  和她去呢
[00:11:44.420 --> 00:11:45.420]  有一件事
[00:11:45.420 --> 00:11:46.420]  我很記得的
[00:11:46.420 --> 00:11:47.420]  他經常都在說
[00:11:47.420 --> 00:11:48.420]  領隊去哪裡
[00:11:48.420 --> 00:11:49.420]  我們就去哪裡吧
[00:11:49.420 --> 00:11:51.420]  所以有時候去到商場
[00:11:51.420 --> 00:11:52.420]  譬如說
[00:11:52.420 --> 00:11:53.420]  領隊就說
[00:11:53.420 --> 00:11:55.420]  你現在有兩個小時的自由時間
[00:11:55.420 --> 00:11:57.420]  你可以走一走
[00:11:57.420 --> 00:11:58.420]  我打算走
[00:11:58.420 --> 00:11:59.420]  十七歲
[00:11:59.420 --> 00:12:00.420]  剛剛出來旅行
[00:12:00.420 --> 00:12:01.420]  當然想看看
[00:12:01.420 --> 00:12:02.420]  他說不要啊
[00:12:02.420 --> 00:12:03.420]  跟著領隊啊
[00:12:03.420 --> 00:12:05.420]  一定要跟著領隊
[00:12:05.420 --> 00:12:06.420]  要不就在這裡等
[00:12:06.420 --> 00:12:07.420]  不要走開
[00:12:07.420 --> 00:12:09.420]  我祖母就是這樣跟團的
[00:12:09.420 --> 00:12:11.420]  所以她是沒有什麼地方可以去
[00:12:11.420 --> 00:12:13.420]  她只是真的
[00:12:13.420 --> 00:12:15.420]  當然
[00:12:15.420 --> 00:12:17.420]  跟團是可以離開領隊
[00:12:17.420 --> 00:12:19.420]  因為我們可以享受其他地方
[00:12:19.420 --> 00:12:21.420]  但是對以色列人來說
[00:12:21.420 --> 00:12:24.420]  雖然知道上帝是他們的領隊
[00:12:24.420 --> 00:12:27.420]  但是他們不可以離開上帝
[00:12:27.420 --> 00:12:31.420]  不可以遠離上帝
[00:12:31.420 --> 00:12:32.420]  因為一
[00:12:32.420 --> 00:12:34.420]  上帝正在帶他們去那個地方
[00:12:34.420 --> 00:12:37.420]  如果不跟著的話
[00:12:37.420 --> 00:12:38.420]  會迷路
[00:12:38.420 --> 00:12:39.420]  但同時
[00:12:39.420 --> 00:12:42.420]  也有生命的危險
[00:12:42.420 --> 00:12:43.420]  為什麼呢
[00:12:43.420 --> 00:12:46.420]  我們回頭去第一節看看
[00:12:46.420 --> 00:12:47.420]  如果在第一節的時候
[00:12:47.420 --> 00:12:49.420]  其實也在說一樣東西
[00:12:49.420 --> 00:12:50.420]  就是要謹守遵行
[00:12:50.420 --> 00:12:51.420]  謹守遵行之後
[00:12:51.420 --> 00:12:53.420]  那裡的原因是什麼呢
[00:12:53.420 --> 00:12:54.420]  好叫你們
[00:12:54.420 --> 00:12:55.420]  存活
[00:12:55.420 --> 00:12:56.420]  人數增多
[00:12:56.420 --> 00:12:57.420]  且進去
[00:12:57.420 --> 00:12:59.420]  德耶和華向你們列祖起誓
[00:12:59.420 --> 00:13:00.420]  應許的那地
[00:13:00.420 --> 00:13:01.420]  有沒有想過
[00:13:01.420 --> 00:13:04.420]  為什麼會說好叫你們存活
[00:13:04.420 --> 00:13:05.420]  是不是如果我不謹守
[00:13:05.420 --> 00:13:06.420]  我就沒有那個存活
[00:13:06.420 --> 00:13:09.420]  就是不會有命
[00:13:09.420 --> 00:13:11.420]  我們要想的context就是
[00:13:11.420 --> 00:13:13.420]  原來當時以色列民
[00:13:13.420 --> 00:13:14.420]  當他們要進入之前
[00:13:14.420 --> 00:13:17.420]  其實是要面對很多不同的國家
[00:13:17.420 --> 00:13:19.420]  而這些國家是什麼呢
[00:13:19.420 --> 00:13:21.420]  當探子去那些國家去看的時候
[00:13:21.420 --> 00:13:24.420]  這些人是很厲害的
[00:13:24.420 --> 00:13:27.420]  而在第一至第三章也曾經提及過
[00:13:27.420 --> 00:13:28.420]  當摩西去走的時候
[00:13:28.420 --> 00:13:29.420]  打過不同的國家
[00:13:29.420 --> 00:13:30.420]  是因為上帝
[00:13:30.420 --> 00:13:35.420]  才能夠擊敗這一班人
[00:13:35.420 --> 00:13:37.420]  所以如果不跟著上帝的話
[00:13:37.420 --> 00:13:40.420]  連命都沒有
[00:13:40.420 --> 00:13:41.420]  是提醒以色列民
[00:13:41.420 --> 00:13:42.420]  你為了能夠存活
[00:13:42.420 --> 00:13:45.420]  你能夠繼續享受那個恩典的話
[00:13:45.420 --> 00:13:47.420]  你一定要跟著上帝
[00:13:47.420 --> 00:13:48.420]  為什麼呢
[00:13:48.420 --> 00:13:54.420]  這樣你才能去到那個美地
[00:13:54.420 --> 00:13:59.420]  所以謹守遵行是確保我們可以緊貼上帝
[00:13:59.420 --> 00:14:04.420]  貼著上帝去走那條道路
[00:14:04.420 --> 00:14:06.420]  當然在後面的那節經文
[00:14:06.420 --> 00:14:08.420]  說的是帶我們去那個美地
[00:14:08.420 --> 00:14:13.420]  有河、有泉、有源、有很多不同的東西
[00:14:13.420 --> 00:14:15.420]  貼著上帝不只是說
[00:14:15.420 --> 00:14:16.420]  我們可以去到那個美地
[00:14:16.420 --> 00:14:23.420]  但後面是說我們可以經歷上帝的恩典
[00:14:23.420 --> 00:14:25.420]  這些恩典只要我們緊貼上帝
[00:14:25.420 --> 00:14:29.420]  我們就能夠經歷
[00:14:29.420 --> 00:14:32.420]  我們就可以去見到、去看到
[00:14:32.420 --> 00:14:34.420]  甚至去享受
[00:14:34.420 --> 00:14:39.420]  因為第十節也說的是吃得飽足
[00:14:39.420 --> 00:14:40.420]  吃得飽足是什麼呢
[00:14:40.420 --> 00:14:42.420]  就是享受了
[00:14:42.420 --> 00:14:44.420]  你已經入了肚
[00:14:44.420 --> 00:14:45.420]  剛才我們吃了很多東西
[00:14:45.420 --> 00:14:46.420]  我現在很飽了
[00:14:46.420 --> 00:14:48.420]  嘴上還有蒜味
[00:14:48.420 --> 00:14:50.420]  因為有蒜味
[00:14:50.420 --> 00:14:52.420]  很享受
[00:14:52.420 --> 00:14:54.420]  是一個這樣的享受
[00:14:54.420 --> 00:14:56.420]  因為你享受了那些恩典
[00:14:56.420 --> 00:14:58.420]  而當我們經歷了恩典之後
