
[00:00:00.000 --> 00:00:02.200]  福音本是神的大能
[00:03:04.220 --> 00:03:06.580]  而這個廣告的招牌
[00:03:06.580 --> 00:03:10.340]  就是要用一些女性穿著很性感的衣服
[00:03:10.340 --> 00:03:12.980]  以及做一些很挑逗性的動作
[00:03:12.980 --> 00:03:15.300]  來推廣這些用品
[00:03:16.340 --> 00:03:18.700]  Mike就投了反對票
[00:03:18.700 --> 00:03:21.260]  於是就惹來他的下屬
[00:03:21.260 --> 00:03:24.140]  大部分都不是基督徒的敵視
[00:03:24.140 --> 00:03:26.700]  他們就忍不住跟Mike說
[00:03:26.700 --> 00:03:30.220]  你有什麼權
[00:03:30.220 --> 00:03:33.780]  硬要把你所謂基督教的價值觀
[00:03:33.780 --> 00:03:36.380]  強加在公司的政策
[00:03:36.380 --> 00:03:40.780]  和跟你不是一樣價值觀的員工身上呢?
[00:03:40.780 --> 00:03:43.860]  你的立場很勾的
[00:03:43.860 --> 00:03:47.460]  但又歧視和很主觀
[00:03:47.460 --> 00:03:50.500]  其實我們推這個醫療福利
[00:03:50.500 --> 00:03:52.620]  正正是我們向員工反映
[00:03:52.620 --> 00:03:55.940]  我們很敏感他需要的大好機會
[00:03:55.940 --> 00:03:59.580]  而且我們推這些一系列的
[00:03:59.580 --> 00:04:02.860]  性感女性的廣告
[00:04:02.860 --> 00:04:06.940]  總比你那些什麼闔家歡的廣告好
[00:04:06.940 --> 00:04:12.180]  於是Mike的下屬一致都認為
[00:04:12.180 --> 00:04:18.540]  Mike的想法已經和公司的方向有些不合
[00:04:18.540 --> 00:04:22.540]  如果他仍然堅持他的方針的時候
[00:04:22.540 --> 00:04:25.820]  恐怕董事會遲早會換人
[00:04:25.820 --> 00:04:28.740]  究竟Mike在這個崗位上
[00:04:28.740 --> 00:04:32.540]  應不應該堅持他的基督教價值觀呢?
[00:04:32.540 --> 00:04:35.420]  弟兄姊妹
[00:04:35.420 --> 00:04:39.900]  這是一個後現代多元主義裏面
[00:04:39.900 --> 00:04:42.020]  一個很靠近的案例
[00:04:42.500 --> 00:04:46.940]  今天如果你走在任何一個國際的大都會
[00:04:46.940 --> 00:04:50.460]  你不難發現在同一條街裏面
[00:04:50.460 --> 00:04:52.260]  有清真寺
[00:04:52.260 --> 00:04:54.100]  有基督教堂
[00:04:54.100 --> 00:04:56.100]  有猶太會堂
[00:04:56.100 --> 00:04:58.580]  有佛教的廟宇
[00:04:58.580 --> 00:05:02.180]  各人各取自己喜歡的宗教信仰
[00:05:02.180 --> 00:05:04.620]  期望你要互相尊重
[00:05:04.620 --> 00:05:10.140]  現在越來越多人對於基督教所宣揚的獨一性
[00:05:10.140 --> 00:05:12.380]  是覺得越來越難接受
[00:05:12.380 --> 00:05:14.700]  他們會說
[00:05:14.700 --> 00:05:18.220]  其實每一個宗教都是有效和獨立
[00:05:18.220 --> 00:05:22.700]  我們反對基督教所說的甚麼絕對真理
[00:05:22.700 --> 00:05:25.100]  普世性的唯一救法
[00:05:25.100 --> 00:05:30.500]  如果我們不斷讓基督教在世界裏面無限增長
[00:05:30.500 --> 00:05:33.260]  就好像癌症一樣蔓延
[00:05:33.260 --> 00:05:39.180]  基督教只可以被視作眾多宗教裏面其中之一個
[00:05:39.180 --> 00:05:44.300]  而耶穌只是眾多的救主裏面其中之一個
[00:05:44.300 --> 00:05:47.340]  我們所倡議的是要更廣泛
[00:05:47.340 --> 00:05:50.340]  更深入的人類宗教信仰
[00:05:50.340 --> 00:05:54.340]  而彩虹就是我們的代表
[00:05:54.340 --> 00:05:59.620]  其實香港身處在多元主義的環境
[00:05:59.620 --> 00:06:02.420]  已經有一段時間我們都不是很陌生
[00:06:02.420 --> 00:06:06.580]  但其實最近香港更加靠近的
[00:06:06.580 --> 00:06:10.340]  香港的教會受著我們國家的政權
[00:06:10.340 --> 00:06:15.140]  要建構一套自己的基督教思想所衝擊
[00:06:15.140 --> 00:06:18.500]  要放棄所謂西方的基督教
[00:06:18.500 --> 00:06:21.300]  要建構中國特色的基督教
[00:06:21.300 --> 00:06:24.140]  要中國的人民去信奉
[00:06:24.140 --> 00:06:30.660]  大家有沒有留意今年3月政協開大會的時候
[00:06:30.660 --> 00:06:34.420]  中國基督教三自愛國運動委員會主席
[00:06:34.420 --> 00:06:37.420]  就在當中發表了一個言論
[00:06:37.420 --> 00:06:42.260]  就說要摒棄中國基督教的洋教諾因
[00:06:42.260 --> 00:06:44.500]  他說了一句我覺得很有趣的
[00:06:44.500 --> 00:06:50.180]  他說中國基督教是姓中的不是姓西的
[00:06:50.180 --> 00:06:55.780]  我們宗教的基督教要與習思想緊緊相扣
[00:06:55.780 --> 00:07:01.540]  將來我們要有自己的中國特色的聖經
[00:07:01.540 --> 00:07:06.780]  教會身處這樣的主流思想和社會的制度底下
[00:07:06.780 --> 00:07:09.020]  必然會有壓力
[00:07:09.020 --> 00:07:11.580]  很簡單很近我們看星期日
[00:07:11.580 --> 00:07:15.140]  新西蘭卡的教堂爆炸事件
[00:07:15.140 --> 00:07:19.260]  現在已經造成超過200多人的死亡
[00:07:19.260 --> 00:07:22.860]  其實都是一種宗教的迫害
[00:07:22.860 --> 00:07:28.140]  當當代的主流思想去挑戰著福音的權威的時候
[00:07:28.140 --> 00:07:31.460]  信徒應該怎樣回應呢?
[00:07:31.460 --> 00:07:35.460]  其實當你看教會的歷史
[00:07:35.460 --> 00:07:37.460]  二千多年以來
[00:07:37.460 --> 00:07:41.580]  自從在五旬節教會誕生以來
[00:07:41.580 --> 00:07:47.620]  其實教會是沒有停止過有反對的聲音的
[00:07:47.620 --> 00:07:51.300]  也沒有停止過去承受壓力的
[00:07:51.300 --> 00:07:53.860]  由最初的猶太教
[00:07:53.860 --> 00:07:56.100]  接著後來羅馬政權
[00:07:56.100 --> 00:07:57.700]  伊斯蘭教
[00:07:57.700 --> 00:07:59.300]  理性主義
[00:07:59.300 --> 00:08:01.100]  馬克思主義
[00:08:01.100 --> 00:08:04.820]  到現在的後現代多元主義
[00:08:04.820 --> 00:08:08.460]  教會所宣稱的除了耶穌基督以外
[00:08:08.460 --> 00:08:11.580]  別無拯救的信仰
[00:08:11.580 --> 00:08:14.380]  經常都面對反對
[00:08:14.380 --> 00:08:15.940]  即是神在使徒行傳
[00:08:15.940 --> 00:08:17.540]  我們一路來看下去
[00:08:17.540 --> 00:08:20.260]  是充滿著反對的例子
[00:08:20.260 --> 00:08:21.940]  今天來到第四章
[00:08:21.940 --> 00:08:23.420]  教會剛剛被建立
[00:08:23.420 --> 00:08:26.020]  已經要面對反對的壓力
[00:08:26.020 --> 00:08:29.620]  首先是來自猶太教主義的反對
[00:08:29.620 --> 00:08:33.180]  接下來的第十一章之後
[00:08:33.180 --> 00:08:35.020]  我們會看到來自
[00:08:35.020 --> 00:08:38.580]  外邦希臘羅馬文化的壓力
[00:08:38.580 --> 00:08:40.740]  面對這些衝擊的事件
[00:08:40.740 --> 00:08:42.860]  我們要記得一件事
[00:08:42.860 --> 00:08:45.300]  這些所謂衝擊的事件
[00:08:45.300 --> 00:08:47.500]  是人的作為
[00:08:47.500 --> 00:08:48.700]  但同時
[00:08:48.700 --> 00:08:50.460]  在這些人的作為背後
[00:08:50.460 --> 00:08:52.460]  我們看到神的旨意
[00:08:52.460 --> 00:08:53.940]  是要讓福音
[00:08:53.940 --> 00:08:56.420]  即使在這些壓力底下
[00:08:56.420 --> 00:08:58.420]  仍然要被廣傳
[00:08:58.420 --> 00:09:00.060]  更加被廣傳
[00:09:00.060 --> 00:09:03.060]  這是神的作為
[00:09:03.060 --> 00:09:05.860]  所以今天我們看第四章一至十二節
[00:09:05.860 --> 00:09:08.620]  就是第一件反對的事件
[00:09:08.620 --> 00:09:11.540]  其實耶穌在世上傳道的時候
[00:09:11.540 --> 00:09:14.580]  祂都面對當權者的注意
[00:09:14.580 --> 00:09:15.660]  敵視
[00:09:15.660 --> 00:09:18.580]  甚至最後推上十字架
[00:09:18.580 --> 00:09:19.900]  耶穌曾經說過
[00:09:19.900 --> 00:09:21.540]  祂在路加福音說過
[00:09:21.540 --> 00:09:23.500]  學生不能高過先生
[00:09:23.500 --> 00:09:26.900]  凡學成的都會和老師一樣
[00:09:26.900 --> 00:09:28.420]  耶穌在福音中也說過
[00:09:28.420 --> 00:09:29.340]  若有人服侍我
[00:09:29.340 --> 00:09:30.700]  就當跟從我
[00:09:30.700 --> 00:09:31.740]  我在那裡
[00:09:31.740 --> 00:09:34.940]  服侍我的人也要在那裡
[00:09:34.940 --> 00:09:36.260]  今天
[00:09:36.260 --> 00:09:38.300]  教會是耶穌的使命
[00:09:38.300 --> 00:09:40.340]  和生命的延伸
[00:09:40.340 --> 00:09:43.140]  自然要走耶穌要走的路
[00:09:43.140 --> 00:09:45.460]  在第四章開始的時候
[00:09:45.460 --> 00:09:47.620]  對教會開始有敵對
[00:09:47.620 --> 00:09:48.820]  然後這個敵對
[00:09:48.820 --> 00:09:49.700]  你一路看下去
[00:09:49.700 --> 00:09:51.620]  會發覺是越來越猛烈
[00:09:51.620 --> 00:09:53.500]  去到第七章的時候
[00:09:53.500 --> 00:09:55.260]  推至司徒凡
[00:09:55.260 --> 00:09:56.620]  殉道
[00:09:56.620 --> 00:09:58.020]  耶路撒冷的信徒
[00:09:58.020 --> 00:10:00.100]  要被逼四散
[00:10:00.100 --> 00:10:01.500]  正如我剛剛說
[00:10:01.500 --> 00:10:04.980]  神的一刀是不會被綑綁的
[00:10:04.980 --> 00:10:07.700]  雖然人是要被抓去坐牢
[00:10:07.700 --> 00:10:10.860]  但是信的人反而是越來越多
[00:10:10.860 --> 00:10:15.900]  我們先看第一至七節
[00:10:15.900 --> 00:10:18.460]  當福音產生影響力的時候
[00:10:18.460 --> 00:10:21.900]  會是什麼情況
[00:10:21.900 --> 00:10:23.660]  說到一至七節的時候
[00:10:23.660 --> 00:10:27.460]  我們必須追溯到幾個星期前
[00:10:27.460 --> 00:10:29.340]  跟大家說的是第三章
[00:10:29.340 --> 00:10:31.660]  裡面說到當時有一天
[00:10:31.660 --> 00:10:33.860]  下午三點鐘的時候
[00:10:33.860 --> 00:10:38.060]  當人去到聖殿祈禱的時候
[00:10:38.060 --> 00:10:42.740]  彼得約翰同樣也去到聖殿祈禱
[00:10:42.740 --> 00:10:46.100]  剛剛在聖殿的東面的尾門
[00:10:46.100 --> 00:10:47.300]  麻煩在PowerPoint
[00:10:47.300 --> 00:10:49.700]  展示一下聖殿的地圖
[00:10:49.700 --> 00:10:53.500]  我要懂得控制高科技的東西
[00:10:53.500 --> 00:10:58.100]  在聖殿的東面的尾門
[00:10:58.100 --> 00:11:02.900]  有一個伸來攜腿的人在行乞
[00:11:02.900 --> 00:11:05.740]  於是彼得約翰奉耶穌的名
[00:11:05.740 --> 00:11:08.100]  醫治了這個人
[00:11:08.100 --> 00:11:10.780]  他跳起來大聲讚美
[00:11:10.780 --> 00:11:13.980]  一直跳到所羅門廊
[00:11:13.980 --> 00:11:18.580]  所羅門廊不只是指北面
[00:11:18.580 --> 00:11:19.940]  其實包括這邊
[00:11:19.940 --> 00:11:21.940]  這邊也是所羅門廊
[00:11:21.940 --> 00:11:26.340]  中間這裡有一個遮擋的地方
[00:11:26.340 --> 00:11:28.020]  於是眾人跑過來
[00:11:28.020 --> 00:11:29.900]  很驚訝這個人
[00:11:29.900 --> 00:11:32.940]  伸來攜腿的竟然得醫治
[00:11:32.940 --> 00:11:34.980]  於是彼得趁著這個機會
[00:11:34.980 --> 00:11:39.300]  在第三章的尾門宣講福音
[00:11:39.300 --> 00:11:41.780]  在第四章第四節告訴他
[00:11:41.780 --> 00:11:45.940]  當時信的人數目男人有五千
[00:11:45.940 --> 00:11:48.420]  我們不知道這五千是當時
[00:11:48.420 --> 00:11:50.100]  立刻信主的五千
[00:11:50.100 --> 00:11:55.500]  還是包括之前的三千人信主的五千
[00:11:55.500 --> 00:11:57.980]  五千人信主不是一件小事
[00:11:57.980 --> 00:11:59.980]  於是引起轟動
[00:11:59.980 --> 00:12:03.260]  於是引起那些守聖殿的人
[00:12:03.260 --> 00:12:05.620]  當權者的注意
[00:12:05.620 --> 00:12:09.100]  在四章一節
[00:12:09.100 --> 00:12:11.140]  聖經這樣說
[00:12:11.140 --> 00:12:15.220]  彼得和約翰正向百姓說話的時候
[00:12:15.220 --> 00:12:20.660]  「祭司們、守殿官和薩都哥人來了」
[00:12:20.660 --> 00:12:24.140]  這個「來了」的字是一個敵意的行動
[00:12:24.140 --> 00:12:26.020]  這裡說的是三群人
[00:12:26.020 --> 00:12:29.500]  祭司、守殿官和薩都哥人
[00:12:29.500 --> 00:12:31.380]  我首先解釋一下
[00:12:31.380 --> 00:12:34.260]  猶太教在耶穌基督升天
[00:12:34.260 --> 00:12:36.860]  在耶穌基督這一段時間
[00:12:36.860 --> 00:12:40.100]  他們表達虔誠的方式
[00:12:40.100 --> 00:12:42.540]  有三件事是表達虔誠的
[00:12:42.540 --> 00:12:45.300]  第一是去聖殿敬拜
[00:12:45.300 --> 00:12:48.220]  第二是嚴守摩西的律法
[00:12:48.220 --> 00:12:50.700]  第三是行善事
[00:12:50.700 --> 00:12:54.860]  而聖殿是他們宗教信仰的中心
[00:12:54.860 --> 00:13:00.660]  聖殿一向由一群德高望重的宗教領袖管理
[00:13:00.660 --> 00:13:03.260]  聖經第一節說到有三群人
[00:13:03.260 --> 00:13:07.540]  是甚麼人呢?
[00:13:07.540 --> 00:13:09.740]  控制不了
[00:13:09.740 --> 00:13:11.020]  好,行了
[00:13:11.020 --> 00:13:13.460]  這裡說的是祭司
[00:13:13.460 --> 00:13:15.180]  祭司是甚麼人呢?
[00:13:15.180 --> 00:13:19.700]  祭司是一群負責所有聖殿裡有關憲制的事
[00:13:19.700 --> 00:13:22.780]  和聖殿交稅的事的人
[00:13:22.780 --> 00:13:25.460]  第二群人是守殿官
[00:13:25.460 --> 00:13:26.980]  守殿官其實是一哥
[00:13:26.980 --> 00:13:27.820]  甚麼一哥呢?
[00:13:27.820 --> 00:13:34.140]  就是負責管理那二百個在聖殿裡的警察的一哥
[00:13:34.140 --> 00:13:39.420]  他主要的工作是維持聖殿裡的治安
[00:13:39.420 --> 00:13:43.500]  他也是屬於大祭司家族裡的權貴人士
[00:13:43.500 --> 00:13:44.740]  在耶穌時代
[00:13:44.740 --> 00:13:45.620]  曾經說過
[00:13:45.620 --> 00:13:50.580]  因為在耶穌時代有很多彌賽亞運動產生
[00:13:50.580 --> 00:13:54.380]  很多時候有人宣稱自己是彌賽亞的時候
[00:13:54.380 --> 00:13:56.980]  就會引起一些人的哄動
[00:13:56.980 --> 00:14:02.300]  這個一哥的責任就是要維持聖殿的和平穩定
[00:14:02.300 --> 00:14:03.900]  所以他就會出來
[00:14:03.900 --> 00:14:07.300]  免得羅馬人要插手去管理
[00:14:07.300 --> 00:14:10.020]  第三群人聖經說到薩都哥人
[00:14:10.020 --> 00:14:14.340]  薩都哥人是猶太教裡其中一個主要的黨派
[00:14:14.340 --> 00:14:17.460]  一般他們都會做祭司
[00:14:17.460 --> 00:14:22.980]  而他們在猶太的公會裡佔很多的席位
[00:14:22.980 --> 00:14:23.820]  在政治上
[00:14:23.820 --> 00:14:29.260]  這群薩都哥人是會選取去親羅馬政府的
[00:14:29.260 --> 00:14:34.820]  因為他們要靠羅馬政府幫助他們有權力地位
[00:14:34.820 --> 00:14:38.460]  而聖殿就是他們行使權力的中心
[00:14:38.460 --> 00:14:39.420]  在教義上
[00:14:39.420 --> 00:14:41.540]  這群薩都哥人有一樣很特別
[00:14:41.540 --> 00:14:43.460]  和今天這段經文很有關係的
[00:14:43.460 --> 00:14:46.940]  就是他們只是信摩西五經是權威的
[00:14:46.940 --> 00:14:51.140]  他們不相信有死人復活的事
[00:14:51.140 --> 00:14:53.340]  大家記得這三批人
[00:14:53.340 --> 00:14:57.420]  第二節就說到這三批人覺得很煩惱
[00:14:57.420 --> 00:15:00.460]  很煩惱的意思就是他們覺得很困擾
[00:15:00.460 --> 00:15:01.980]  為什麼會困擾呢?
[00:15:01.980 --> 00:15:03.700]  第二節告訴你
[00:15:03.700 --> 00:15:04.820]  有兩件事
[00:15:04.820 --> 00:15:05.460]  第一
[00:15:05.460 --> 00:15:08.500]  因為使徒們教導百姓
[00:15:08.500 --> 00:15:12.940]  大家知道彼得約翰是什麼出身的
[00:15:12.940 --> 00:15:15.100]  他們是加利利的漁夫
[00:15:15.100 --> 00:15:17.420]  但是當時的猶太教裡面
[00:15:17.420 --> 00:15:20.780]  是什麼人才有資格去教導人的?
[00:15:20.780 --> 00:15:24.900]  是祭司、文士和法利塞人
[00:15:24.900 --> 00:15:28.660]  才有資格去教導百姓
[00:15:28.660 --> 00:15:31.180]  所以這群人沒有能力
[00:15:31.180 --> 00:15:33.460]  但是走來教導百姓
[00:15:33.460 --> 00:15:34.540]  第二件事
[00:15:34.540 --> 00:15:36.740]  他們覺得很煩惱的
[00:15:36.740 --> 00:15:39.700]  就是因為他們在傳揚耶穌的事上
[00:15:39.700 --> 00:15:41.500]  證明有死人復活
[00:15:41.500 --> 00:15:45.460]  剛剛說薩都哥人不相信有死人復活
[00:15:45.460 --> 00:15:48.980]  現在彼得約翰還說
[00:15:48.980 --> 00:15:54.820]  死人復活的事剛剛在耶穌這個人身上發生
[00:15:54.820 --> 00:15:56.460]  所以他們覺得很煩惱
[00:15:56.460 --> 00:15:58.980]  於是他們下手捉拿著他
[00:15:58.980 --> 00:16:00.900]  因為聖經說第三節
[00:16:00.900 --> 00:16:03.460]  因為當時可能已經近黃昏了
[00:16:03.460 --> 00:16:06.580]  他們就拘留他到第二天
[00:16:06.580 --> 00:16:07.660]  第四節
[00:16:07.660 --> 00:16:10.700]  作者有一個註腳
[00:16:10.700 --> 00:16:14.420]  聽道的人有很多信了主
[00:16:14.420 --> 00:16:17.740]  男人的數目有五千
[00:16:17.740 --> 00:16:21.500]  你發覺作者這個註腳是刻意的
[00:16:21.500 --> 00:16:23.420]  他想告訴我們
[00:16:23.420 --> 00:16:26.180]  傳耶穌的人現在被拘留
[00:16:26.180 --> 00:16:28.980]  但是神的道沒有被捆綁
[00:16:28.980 --> 00:16:32.860]  反而信的是有五千人那麼多
[00:16:32.860 --> 00:16:33.700]  第五節
[00:16:33.700 --> 00:16:38.060]  第二天他們開始一個正式的審訊
[00:16:38.060 --> 00:16:43.580]  我們先看一下一張
[00:16:43.580 --> 00:16:45.540]  好像都不太行
[00:16:45.540 --> 00:16:46.820]  OK 謝謝
[00:16:46.820 --> 00:16:52.820]  這個就是一個公會的安排
[00:16:52.820 --> 00:16:54.500]  猶太公會是什麼呢
[00:16:54.500 --> 00:16:57.940]  就是當時他們的最高法院
[00:16:57.940 --> 00:17:01.220]  審訊所有有關以色列裏面的
[00:17:01.220 --> 00:17:06.660]  民事 政治 宗教的爭議
[00:17:06.660 --> 00:17:09.460]  我們相信當時在這個公會裏面
[00:17:09.460 --> 00:17:12.380]  那個拳腿的人都在場
[00:17:12.380 --> 00:17:16.540]  猶太的公會裏面有七十個成員
[00:17:16.540 --> 00:17:19.540]  加上大祭司就七十一個
[00:17:19.540 --> 00:17:22.500]  大祭司是羅馬政府委任的
[00:17:22.500 --> 00:17:25.860]  你看到他們的坐法是一個半圓形
[00:17:25.860 --> 00:17:29.380]  一邊三十五人 另一邊三十五人
[00:17:29.380 --> 00:17:35.660]  當時聖經提到有官長 長老和民事
[00:17:35.660 --> 00:17:39.140]  我們相信官長 長老應該是薩都哥人
[00:17:39.140 --> 00:17:41.340]  民事應該是法尼塞人
[00:17:41.340 --> 00:17:43.140]  他們主要是研究律法
[00:17:43.140 --> 00:17:45.860]  他們不喜歡參與政治
[00:17:45.860 --> 00:17:49.700]  然後第六節說到有阿拿大祭司
[00:17:49.700 --> 00:17:52.940]  戈亞法 約翰 亞歷山大
[00:17:52.940 --> 00:17:55.740]  這些應該都是大祭司的親族
[00:17:55.740 --> 00:18:00.340]  而阿拿大祭司就是之前一個做過的大祭司
[00:18:00.340 --> 00:18:03.540]  相信這些人所列出的這些人名
[00:18:03.540 --> 00:18:07.180]  都是和阿拿大祭司有親戚關係
[00:18:07.180 --> 00:18:10.740]  很有趣 第四章第五節提到
[00:18:10.740 --> 00:18:13.300]  他們在耶路撒冷聚集
[00:18:13.300 --> 00:18:16.020]  所有人都知道他們現在在耶路撒冷
[00:18:16.020 --> 00:18:18.500]  為什麼作者路加又要提多一次
[00:18:18.500 --> 00:18:22.300]  耶路撒冷這個地方呢
[00:18:22.300 --> 00:18:24.340]  因為作者想告訴大家
[00:18:24.340 --> 00:18:28.540]  耶路撒冷是猶太宗教的中心
[00:18:28.540 --> 00:18:32.340]  而現在彼得約翰作為基督教的代表
[00:18:32.340 --> 00:18:34.100]  耶穌基督的代表
[00:18:34.100 --> 00:18:41.100]  正面站在中間
[00:18:41.100 --> 00:18:46.860]  要和猶太教正面交鋒
[00:18:46.860 --> 00:18:49.060]  他們被問一個問題 第七節
[00:18:49.060 --> 00:18:51.300]  弟兄姊妹幫我再讀一次好嗎
[00:18:51.300 --> 00:19:01.340]  第七節
[00:19:01.340 --> 00:19:03.380]  你們憑什麼能力
[00:19:03.380 --> 00:19:06.660]  奉誰的名做這件事
[00:19:06.660 --> 00:19:08.180]  面前這個生來
[00:19:08.180 --> 00:19:10.540]  瘸腿的人得醫治
[00:19:10.540 --> 00:19:12.420]  彼得約翰被問到
[00:19:12.420 --> 00:19:16.900]  你是誰給你權柄可以去醫治這個人的呢
[00:19:16.900 --> 00:19:18.860]  其實對於猶太人來說
[00:19:18.860 --> 00:19:19.900]  只有兩個答案
[00:19:19.900 --> 00:19:23.820]  一是神的能力 二是撒旦的能力
[00:19:23.820 --> 00:19:26.460]  大家記得耶穌在世的時候
[00:19:26.460 --> 00:19:29.740]  其實都被人挑戰過
[00:19:29.740 --> 00:19:33.020]  下一章
[00:19:33.020 --> 00:19:34.300]  路加福音說到
[00:19:34.300 --> 00:19:37.060]  有一天耶穌在店裡教訓百姓的時候
[00:19:37.060 --> 00:19:38.380]  講福音
[00:19:38.380 --> 00:19:42.100]  祭司長和文士和長老都前來問他
[00:19:42.100 --> 00:19:43.140]  你告訴我們
[00:19:43.140 --> 00:19:46.140]  你穿著什麼權柄做這些事
[00:19:46.140 --> 00:19:49.060]  給你這權柄的是誰呢
[00:19:49.060 --> 00:19:51.620]  所以學生不能高過先生
[00:19:51.620 --> 00:19:52.740]  老師做過的事
[00:19:52.740 --> 00:19:55.980]  學生都一樣要被跟從
[00:19:55.980 --> 00:19:56.940]  弟兄姊妹
[00:19:56.940 --> 00:19:58.460]  其實我們期望
[00:19:58.460 --> 00:20:02.060]  耶穌基督的教會一路一路地增長
[00:20:02.060 --> 00:20:04.140]  人數越來越多
[00:20:04.140 --> 00:20:05.700]  樹大招風
[00:20:05.700 --> 00:20:07.100]  反對的聲音
[00:20:07.100 --> 00:20:09.060]  也會越來越大
[00:20:09.060 --> 00:20:11.460]  今天我們身處在
[00:20:11.460 --> 00:20:14.900]  世界這個多元主義的社會裡
[00:20:14.900 --> 00:20:19.780]  甚至是香港極權主義很靠近面對的時候
[00:20:19.780 --> 00:20:22.580]  我們面對這些基督教
[00:20:22.580 --> 00:20:25.540]  和這些主義的正面交鋒
[00:20:25.540 --> 00:20:27.980]  是免不了的事
[00:20:27.980 --> 00:20:30.140]  大家不知道有沒有留意新聞
[00:20:30.140 --> 00:20:32.140]  在去年的12月
[00:20:32.140 --> 00:20:36.180]  內地成都的秋雨聖約教會
[00:20:36.180 --> 00:20:38.260]  就發生了一件事
[00:20:38.260 --> 00:20:41.100]  教睦和會友都被拘留
[00:20:41.100 --> 00:20:43.420]  和被控罪
[00:20:43.420 --> 00:20:47.180]  當局強佔了他們的會堂
[00:20:47.180 --> 00:20:50.580]  當時被刑事拘留的有18個人
