
[00:00:00.000 --> 00:00:02.480]  我知道大家今年的主題是
[00:06:17.720 --> 00:06:20.160]  也有衆天君跟着祂
[00:06:20.160 --> 00:06:23.120]  大家有沒有拿到週刊在手
[00:06:23.120 --> 00:06:25.080]  如果有的話請你看一看
[00:06:25.080 --> 00:06:28.320]  如果沒有的話請用手機看一看
[00:06:28.320 --> 00:06:31.960]  待會我們真的會看十九章的十一至十一節
[00:06:31.960 --> 00:06:34.120]  我想你看一看這段經文
[00:06:34.120 --> 00:06:35.640]  我想你看一看
[00:06:35.640 --> 00:06:39.920]  究竟耶穌基督騎着白馬出現的時候
[00:06:39.920 --> 00:06:42.520]  祂拿着些什麼
[00:06:42.520 --> 00:06:44.040]  祂手上拿着些什麼
[00:06:44.040 --> 00:06:46.440]  十九章十一至二十一節
[00:06:46.440 --> 00:06:49.200]  耶穌基督出現在一個戰士的姿態
[00:06:49.200 --> 00:06:50.600]  騎在白馬上
[00:06:50.600 --> 00:06:53.440]  祂拿着些什麼
[00:06:53.440 --> 00:06:57.360]  祂手上有沒有拿着武器
[00:06:57.360 --> 00:06:59.360]  沒有拿着武器
[00:06:59.360 --> 00:07:02.080]  祂有沒有武器呢
[00:07:02.080 --> 00:07:03.160]  祂有劍
[00:07:03.160 --> 00:07:05.200]  但劍不是在手上拿着的
[00:07:05.200 --> 00:07:06.640]  是在口中的
[00:07:06.640 --> 00:07:09.280]  大家再去留心看一看
[00:07:09.280 --> 00:07:11.480]  整個打仗的場景
[00:07:11.480 --> 00:07:13.640]  有沒有戰爭的過程呢
[00:07:13.640 --> 00:07:15.080]  有沒有打仗的過程
[00:07:15.080 --> 00:07:16.920]  有沒有拔劍 有沒有佈陣
[00:07:16.920 --> 00:07:18.320]  有沒有進攻
[00:07:18.320 --> 00:07:21.280]  有沒有這些描述呢
[00:07:21.280 --> 00:07:23.440]  在十九二十節裏面
[00:07:23.440 --> 00:07:27.200]  經文只是說耶穌基督出現
[00:07:27.200 --> 00:07:29.440]  描述一下耶穌基督是怎樣的
[00:07:29.440 --> 00:07:31.560]  然後戰爭就結束了
[00:07:31.560 --> 00:07:33.960]  可以說是耶穌基督出現
[00:07:33.960 --> 00:07:36.400]  就秒殺了海獸和地獸
[00:07:36.400 --> 00:07:38.760]  十九節和二十節是這樣說的
[00:07:38.760 --> 00:07:41.400]  我有看見那獸和地上的君王
[00:07:41.400 --> 00:07:43.800]  和他們的軍隊聚集在一起
[00:07:43.800 --> 00:07:47.360]  要和白馬騎士和他的軍隊作戰
[00:07:47.360 --> 00:07:49.280]  然後二十節只有六個字
[00:07:49.280 --> 00:07:52.840]  那獸就被擒拿了
[00:07:52.840 --> 00:07:56.120]  有沒有打仗的過程呢
[00:07:56.120 --> 00:07:57.400]  是不是一輪大戰
[00:07:57.400 --> 00:07:59.760]  然後耶穌基督才能打贏呢
[00:07:59.760 --> 00:08:01.800]  經文告訴我們不是
[00:08:01.800 --> 00:08:04.160]  耶穌基督一出現
[00:08:04.160 --> 00:08:06.920]  獸就被擒拿了
[00:08:06.920 --> 00:08:11.240]  啓示錄凸顯了基督的德性是毫無疑問的
[00:08:11.240 --> 00:08:15.160]  有人以爲啓示錄十六章裏面有一場哈米吉多頓大戰
[00:08:15.160 --> 00:08:17.440]  以爲跟隨主的人要很努力奮戰
[00:08:17.440 --> 00:08:19.920]  要不然有機會耶穌基督會打輸
[00:08:19.920 --> 00:08:21.760]  哈米吉多頓是什麼來的
[00:08:21.760 --> 00:08:23.680]  好像大家不知道是什麼
[00:08:23.680 --> 00:08:25.280]  因爲聖經有說
[00:08:25.280 --> 00:08:27.400]  那裏要打一場大戰
[00:08:27.400 --> 00:08:29.240]  好像要很辛苦才能打贏
[00:08:29.240 --> 00:08:31.560]  但是哈米吉多頓有沒有這個地方呢
[00:08:31.560 --> 00:08:33.440]  原來地圖上是沒有這個地方的
[00:08:33.440 --> 00:08:38.240]  只有哈米吉多這個地方
[00:08:38.240 --> 00:08:40.800]  sorry 只有米吉多平原
[00:08:40.800 --> 00:08:41.920]  哈是什麼來的呢
[00:08:41.920 --> 00:08:44.600]  哈其實是山的意思在原文裏面
[00:08:44.600 --> 00:08:47.720]  就是在米吉多平原裏面那座山打仗
[00:08:47.720 --> 00:08:52.080]  但是其實米吉多是一個像香港島那麼大的地方
[00:08:52.080 --> 00:08:53.400]  那裏是平原來的
[00:08:53.400 --> 00:08:54.560]  是沒有山的
[00:08:54.560 --> 00:08:57.000]  那哈米吉多頓想說什麼呢
[00:08:57.000 --> 00:08:59.520]  他就是說不是一個實質的戰場
[00:08:59.520 --> 00:09:02.400]  但是米吉多實在是一個曾經
[00:09:02.400 --> 00:09:03.960]  以色列人在一個地方里面
[00:09:03.960 --> 00:09:05.120]  在約旦河西
[00:09:05.120 --> 00:09:06.520]  在撒瑪利亞隔離
[00:09:06.520 --> 00:09:07.880]  那撒勒旁邊
[00:09:07.880 --> 00:09:10.440]  一個那麼小的地方里面
[00:09:10.440 --> 00:09:13.080]  這個地方有一個象徵意義
[00:09:13.080 --> 00:09:16.640]  猶太傳統裏面米吉多象徵着戰爭
[00:09:16.640 --> 00:09:18.440]  就好像今天我們提起華爾街
[00:09:18.440 --> 00:09:20.720]  就是象徵着金融和財富
[00:09:20.720 --> 00:09:24.520]  米吉多是舊約裏面以色列人曾經和敵人打仗的地方
[00:09:24.520 --> 00:09:27.280]  而且打仗的時候
[00:09:27.280 --> 00:09:28.560]  是很壓倒性的
[00:09:28.560 --> 00:09:30.720]  壓倒性的被敵人圍攻
[00:09:30.720 --> 00:09:33.240]  在《史詩記》四章至五章裏面講到
[00:09:33.240 --> 00:09:35.600]  當時的女士斯蒂波拉
[00:09:35.600 --> 00:09:39.160]  上帝揀選她要去拯救以色列人
[00:09:39.160 --> 00:09:43.360]  當時上帝將以色列人交在敵人夏所王的手裏面
[00:09:43.360 --> 00:09:45.480]  有二十年
[00:09:45.480 --> 00:09:48.200]  二十年大家想不想象到
[00:09:48.200 --> 00:09:50.200]  以色列人被壓制二十年
[00:09:50.200 --> 00:09:53.840]  然後他們是沒有一個鑄鐵的工匠可以去做武器的
[00:09:53.840 --> 00:09:56.920]  他們連一個盾牌 一支矛都沒有
[00:09:56.920 --> 00:09:57.680]  《聖經》裏面講到
[00:09:57.680 --> 00:10:00.160]  根本上他們看上去是沒有任何勝算
[00:10:00.160 --> 00:10:04.640]  但是上帝卻叫斯蒂波拉要去反抗夏所王
[00:10:04.640 --> 00:10:06.680]  然後夏所的將軍西西拉
[00:10:06.680 --> 00:10:09.080]  他有鐵戰車九百兩
[00:10:09.080 --> 00:10:12.000]  然後全軍走上來圍住以色列人
[00:10:12.000 --> 00:10:14.720]  當時以色列的軍隊只有一萬人
[00:10:14.720 --> 00:10:16.480]  沒有武器
[00:10:16.480 --> 00:10:19.640]  這場看上去根本就不是一場戰爭
[00:10:19.640 --> 00:10:21.960]  但是當打仗一開始的時候
[00:10:21.960 --> 00:10:25.200]  神令到敵軍西西拉的士兵和戰車
[00:10:25.200 --> 00:10:26.800]  全部都潰亂
[00:10:26.800 --> 00:10:28.440]  最終倒在刀下面死亡
[00:10:28.440 --> 00:10:29.960]  全部都全軍覆沒
[00:10:29.960 --> 00:10:32.640]  甚至經文說最終以色列人制服了
[00:10:32.640 --> 00:10:34.720]  剪除了夏所王
[00:10:34.720 --> 00:10:36.760]  是一個什麼圖畫
[00:10:36.760 --> 00:10:40.920]  是一次徹底的強弱倒轉
[00:10:40.920 --> 00:10:42.000]  每天的時候
[00:10:42.000 --> 00:10:44.520]  啓示錄想告訴我們情況一樣
[00:10:44.520 --> 00:10:47.520]  邪惡的勢力無論多麼龐大也好
[00:10:47.520 --> 00:10:50.360]  善的一方看上去多麼弱勢也好
[00:10:50.360 --> 00:10:52.160]  多麼沒有盼望也好
[00:10:52.160 --> 00:10:56.360]  神的子民最終會因爲基督的出現
[00:10:56.360 --> 00:10:58.080]  會大禍全勝
[00:10:58.080 --> 00:11:01.880]  邪惡的勢力一定會被滅絕
[00:11:01.880 --> 00:11:03.200]  無論是啓示錄的七教會
[00:11:03.200 --> 00:11:04.800]  還是今天的教會
[00:11:04.800 --> 00:11:07.520]  我們都需要看到終末的真相
[00:11:07.520 --> 00:11:09.600]  不要只是停留在表象上面
[00:11:09.600 --> 00:11:12.240]  等於說我們可能會覺得
[00:11:12.240 --> 00:11:13.960]  好像一幅圖一樣
[00:11:13.960 --> 00:11:15.960]  好像撒旦的勢力很厲害
[00:11:15.960 --> 00:11:18.440]  就算撒旦的勢力不是大過上帝
[00:11:18.440 --> 00:11:21.160]  上帝都好像不太能見到他
[00:11:21.160 --> 00:11:24.080]  上帝好像在一旁就守旁觀
[00:11:24.080 --> 00:11:26.360]  或者上帝好像在待機
[00:11:26.360 --> 00:11:28.160]  待機就是大家明白的
[00:11:28.160 --> 00:11:31.040]  就是那部機在睡覺的模式
[00:11:31.040 --> 00:11:33.560]  就是看着不分神的樣子
[00:11:33.560 --> 00:11:36.400]  我們今天去看到世界的局勢的時候
[00:11:36.400 --> 00:11:38.320]  看到世上面不公不義
[00:11:38.320 --> 00:11:40.400]  當我們注視那些東西的時候
[00:11:40.400 --> 00:11:44.080]  我們很容易以爲撒旦正在佔上風
[00:11:44.080 --> 00:11:47.040]  但事實是我們應該看歷史的終局
[00:11:47.040 --> 00:11:48.800]  我們應該看歷史的終局
[00:11:48.800 --> 00:11:51.360]  撒旦的勢力根本在終局裏面
[00:11:51.360 --> 00:11:52.880]  是不值得一提的
[00:11:52.880 --> 00:11:55.280]  在經文啓示錄裏面的終局
[00:11:55.280 --> 00:11:58.280]  撒旦最終是被扔進火湖裏面的
[00:11:58.280 --> 00:12:00.480]  他的勢力是不值一提的
[00:12:00.480 --> 00:12:03.320]  基督只要一出現
[00:12:03.320 --> 00:12:06.800]  受敵就被擒拿了
[00:12:06.800 --> 00:12:10.200]  如果我們認清啓示錄呈現的真相
[00:12:10.200 --> 00:12:13.520]  我們就不應該再對邪惡勢力的謊言和威嚇
[00:12:13.520 --> 00:12:15.360]  存在着任何的懼怕
[00:12:15.360 --> 00:12:18.000]  也不應該對人心肝硬 死不悔改
[00:12:18.000 --> 00:12:20.840]  黑白顛倒的事而灰心
[00:12:20.840 --> 00:12:22.600]  因爲這個是符合世情
[00:12:22.600 --> 00:12:25.480]  符合上帝的時間表裏面預定的事情
[00:12:25.480 --> 00:12:27.080]  不是突然發生的
[00:12:27.080 --> 00:12:29.520]  弟兄姊妹 這些事情不是偶然
[00:12:29.520 --> 00:12:32.360]  然後隨機 然後不在上帝心意裏面
[00:12:32.360 --> 00:12:33.720]  而是這一切黑白顛倒
[00:12:33.720 --> 00:12:38.920]  這一切看似壓迫性的困難
[00:12:38.920 --> 00:12:40.640]  是在聖經裏面有講到
[00:12:40.640 --> 00:12:42.520]  是在上帝預定裏面的事
[00:12:42.520 --> 00:12:47.000]  問題是今天我們應該做些什麼
[00:12:47.000 --> 00:12:48.720]  在十九章十三節
[00:12:48.720 --> 00:12:52.480]  我們的主是怎樣的呢
[00:12:52.480 --> 00:12:54.680]  經文說他穿着浸過血的衣服
[00:12:54.680 --> 00:12:57.400]  他名稱爲神之道
[00:12:57.400 --> 00:12:58.840]  基督騎在白馬上面
[00:12:58.840 --> 00:13:00.760]  出現就勝過了敵人
[00:13:00.760 --> 00:13:03.640]  他身上穿的是浸過血的衣服
[00:13:03.640 --> 00:13:06.600]  問題是血是哪一個
[00:13:06.600 --> 00:13:07.840]  是不是仇敵的血呢
[00:13:07.840 --> 00:13:09.160]  如果你看十九章經文裏面
[00:13:09.160 --> 00:13:11.280]  剛纔我忘記讀段經文了
[00:13:11.280 --> 00:13:12.560]  大家可以自己看一下
[00:13:12.560 --> 00:13:17.720]  段經文裏面有很多血肉模糊的片段
[00:13:17.720 --> 00:13:20.000]  就是仇敵死了之後
[00:13:20.000 --> 00:13:25.320]  城地都是屍體
[00:13:25.320 --> 00:13:29.640]  然後飛鳥就來喫他們的肉
[00:13:29.640 --> 00:13:31.560]  究竟血是哪一個呢
[00:13:31.560 --> 00:13:36.600]  是不是仇敵的血淺在基督的身上呢
[00:13:36.600 --> 00:13:38.920]  他在十九章十五節裏面說
[00:13:38.920 --> 00:13:41.080]  有利劍從他口中出來
[00:13:41.080 --> 00:13:42.520]  用來擊打列國
[00:13:42.520 --> 00:13:44.520]  他用鐵杖管轄他們
[00:13:44.520 --> 00:13:47.560]  並且要踩全能神列路的榨酒池
[00:13:47.560 --> 00:13:48.840]  那個字是踩字
[00:13:48.840 --> 00:13:49.960]  踩那個榨酒池
[00:13:49.960 --> 00:13:51.360]  基督身上的血
[00:13:51.360 --> 00:13:54.400]  並且他踩神列路的榨酒池
[00:13:54.400 --> 00:13:57.120]  其實整個意象想說些什麼呢
[00:13:57.120 --> 00:13:59.800]  在說《以賽亞書》
[00:13:59.800 --> 00:14:01.240]  原來《以賽亞書》裏面
[00:14:01.240 --> 00:14:02.280]  我不詳細讀了
[00:14:02.280 --> 00:14:04.960]  大家可以看一下
[00:14:04.960 --> 00:14:08.240]  在《以賽亞書》六十三章一段經文裏面
[00:14:08.240 --> 00:14:09.880]  你見到紅色衣服
[00:14:09.880 --> 00:14:11.760]  你見到踩榨酒池
[00:14:11.760 --> 00:14:16.160]  你見到"憤怒"這些字眼裏面
[00:14:16.160 --> 00:14:18.000]  都和《啓示錄》裏面一樣
[00:14:18.000 --> 00:14:23.160]  因爲《啓示錄》約翰是借用《以賽亞書》的意象來表達
[00:14:23.160 --> 00:14:25.520]  《以賽亞書》五十六章到六十六章
[00:14:25.520 --> 00:14:27.960]  整個段落是關於新天新地的
[00:14:27.960 --> 00:14:30.800]  耶路撒冷和猶大要出手搭救
[00:14:30.800 --> 00:14:32.400]  要去制服敵人
[00:14:32.400 --> 00:14:35.160]  神要起來保護和搭救自己的子民
[00:14:35.160 --> 00:14:37.720]  這些都在《以賽亞書》的記載裏面
[00:14:37.720 --> 00:14:39.560]  耶路撒冷說要在列路里面降臨
[00:14:39.560 --> 00:14:41.280]  爲他的子民伸冤
[00:14:41.280 --> 00:14:46.080]  然後六十五到六十六章就記載新天新地
[00:14:46.080 --> 00:14:48.000]  和《啓示錄》很相似
[00:14:48.000 --> 00:14:52.800]  耶穌在《以賽亞書》裏面
[00:14:52.800 --> 00:14:54.520]  神就要好像一個戰士出來
[00:14:54.520 --> 00:14:55.840]  爲他的子民伸冤
[00:14:55.840 --> 00:14:57.560]  然後新天新地來到
[00:14:57.560 --> 00:15:00.320]  在《啓示錄》同樣出現同一個意象
[00:15:00.320 --> 00:15:04.000]  耶穌基督出現一個戰士的姿態
[00:15:04.000 --> 00:15:05.240]  他勝過仇敵
[00:15:05.240 --> 00:15:07.200]  然後新天新地就來到了
[00:15:07.200 --> 00:15:10.040]  但是在《啓示錄》裏面戰爭還沒開始
[00:15:10.040 --> 00:15:12.680]  基督只是用戰士的形象出現
[00:15:12.680 --> 00:15:13.640]  一出場
[00:15:13.640 --> 00:15:15.680]  他的衣服就已經穿着紅色了
[00:15:15.680 --> 00:15:17.280]  已經充滿着血了
[00:15:17.280 --> 00:15:19.280]  因爲在戰爭開始之前
[00:15:19.280 --> 00:15:21.360]  他已經沾染了這些血
[00:15:21.360 --> 00:15:22.960]  血跡不是敵人的
[00:15:22.960 --> 00:15:25.280]  血跡是耶穌基督自己的
[00:15:25.280 --> 00:15:27.520]  基督穿的衣服淺了血
[00:15:27.520 --> 00:15:29.600]  表示他曾經被殺過
[00:15:29.600 --> 00:15:31.200]  在《啓示錄》也很強調
[00:15:31.200 --> 00:15:32.360]  第五章裏面說到
[00:15:32.360 --> 00:15:34.360]  基督是那個被殺的羔羊
[00:15:34.360 --> 00:15:39.200]  他用自己的血從各邦國裏面買熟人回來
[00:15:39.200 --> 00:15:41.800]  並且他揭開七印審判世界
[00:15:41.800 --> 00:15:43.280]  十二章又說到
[00:15:43.280 --> 00:15:46.480]  弟兄可以勝過那條龍是靠什麼呢
[00:15:46.480 --> 00:15:47.880]  是靠羔羊的血
[00:15:47.880 --> 00:15:49.840]  以及自己所見證的道
[00:15:49.840 --> 00:15:52.400]  弟兄姐妹今天我們勝過撒旦
[00:15:52.400 --> 00:15:55.040]  是靠羔羊的血
[00:15:55.040 --> 00:15:59.640]  以及我們所見證的道
[00:15:59.640 --> 00:16:03.800]  基督真正的武器不是手裏的劍
[00:16:03.800 --> 00:16:06.520]  是祂自己的血
[00:16:06.520 --> 00:16:09.280]  主席着約翰在《啓示錄》裏面
[00:16:09.280 --> 00:16:12.240]  用以塞亞的異象提醒教會
[00:16:12.240 --> 00:16:16.600]  白馬上的戰士基督要起來答舊屬祂的子民
[00:16:16.600 --> 00:16:18.200]  祂一定會這麼做
[00:16:18.200 --> 00:16:20.400]  祂不是可能會這麼做
[00:16:20.400 --> 00:16:21.680]  祂一定會這麼做
[00:16:21.680 --> 00:16:23.680]  爲祂的子民伸冤
[00:16:23.680 --> 00:16:25.800]  然後新天聖地要來到
[00:16:25.800 --> 00:16:28.600]  約翰扭轉了《以塞亞書》裏面說
[00:16:28.600 --> 00:16:33.680]  那個戰士身上染了紅色的原因
[00:16:33.680 --> 00:16:35.240]  在《以塞亞書》裏面說的
[00:16:35.240 --> 00:16:37.000]  是因爲他踩過榨酒池
[00:16:37.000 --> 00:16:38.960]  然後敵人的血濺在身上
[00:16:38.960 --> 00:16:43.160]  但基督身上的血是因爲祂自己
[00:16:43.160 --> 00:16:44.360]  在戰爭未開始
[00:16:44.360 --> 00:16:46.360]  衣服已經是紅色的
[00:16:46.360 --> 00:16:47.920]  頂尖的我們不要搞錯
