
[00:00:00.000 --> 00:00:04.040]  今天晚上是平安夜的晚上
[00:03:02.320 --> 00:03:03.600]  有人曾經在那裡跌倒
[00:03:03.600 --> 00:03:04.400]  所以擺個牌
[00:03:04.400 --> 00:03:05.480]  就不會被人告了
[00:03:05.480 --> 00:03:07.000]  可能大家都聽過這些故事
[00:03:07.000 --> 00:03:08.400]  某些連鎖餐廳
[00:03:08.400 --> 00:03:09.200]  一杯熱水
[00:03:09.200 --> 00:03:09.960]  濺到人
[00:03:09.960 --> 00:03:10.640]  結果被人告
[00:03:10.640 --> 00:03:13.840]  以後就要刻著小心熱水了
[00:03:13.840 --> 00:03:15.040]  還有一些記號
[00:03:15.040 --> 00:03:17.240]  譬如在街上的路牌
[00:03:17.240 --> 00:03:18.240]  不准駛入
[00:03:18.240 --> 00:03:18.720]  停
[00:03:18.720 --> 00:03:19.520]  讓
[00:03:19.520 --> 00:03:21.360]  我想起我考車的時候
[00:03:21.360 --> 00:03:22.920]  在北市的時候
[00:03:22.920 --> 00:03:24.880]  記得那些圓形和三角
[00:03:24.880 --> 00:03:26.680]  大家有車牌的電影節目記得嗎?
[00:03:26.680 --> 00:03:28.160]  圓形是什麼?
[00:03:28.160 --> 00:03:29.200]  三角是什麼?
[00:03:29.200 --> 00:03:30.440]  可能都忘記了
[00:03:30.440 --> 00:03:31.520]  圓形是命令
[00:03:31.520 --> 00:03:33.560]  三角是警告
[00:03:33.560 --> 00:03:34.640]  還有很多很多的
[00:03:34.640 --> 00:03:35.880]  可能去到沙灘看到紅旗
[00:03:35.880 --> 00:03:37.040]  你就知道不可以游泳了
[00:03:37.040 --> 00:03:38.360]  颱風的三角形
[00:03:38.360 --> 00:03:40.360]  你就知道打多少個風球
[00:03:40.360 --> 00:03:42.960]  除了這些在生活上的記號之外
[00:03:42.960 --> 00:03:44.480]  在我們生命當中
[00:03:44.480 --> 00:03:45.720]  或者在聖經當中
[00:03:45.720 --> 00:03:48.920]  上帝有時候也會給人一些很特別的記號
[00:03:48.920 --> 00:03:51.640]  甚至一些超自然的記號
[00:03:51.640 --> 00:03:54.320]  就好像今天這段經文裡面說到
[00:03:54.320 --> 00:03:55.720]  上帝在那裡顯現
[00:03:55.720 --> 00:03:59.520]  天使的顯現成為當時人的一些記號
[00:03:59.520 --> 00:04:02.120]  一開始聖經裡面出現的是榮光
[00:04:02.120 --> 00:04:03.520]  是大光
[00:04:03.520 --> 00:04:06.320]  在晚上的時候發出的大光
[00:04:06.320 --> 00:04:07.320]  你有沒有想像一下
[00:04:07.320 --> 00:04:09.120]  晚上在一個野地
[00:04:09.120 --> 00:04:10.480]  沒什麼人的時候
[00:04:10.480 --> 00:04:12.560]  有大光出現是什麼情況
[00:04:12.560 --> 00:04:13.520]  今天我們有很多燈
[00:04:13.520 --> 00:04:14.240]  這裡也有很多燈
[00:04:14.240 --> 00:04:15.640]  一會兒我們點蠟燭的時候
[00:04:15.640 --> 00:04:16.880]  會暗一點的燈
[00:04:16.880 --> 00:04:19.240]  但是在城市裡面也有很多光
[00:04:19.240 --> 00:04:21.240]  但是當你去到鄉郊的地方
[00:04:21.240 --> 00:04:23.440]  在一些山野的地方的時候
[00:04:23.440 --> 00:04:24.720]  可能就是很黑
[00:04:24.720 --> 00:04:26.040]  我經常在想像
[00:04:26.040 --> 00:04:29.320]  夜晚看守夜更的牧人
[00:04:29.320 --> 00:04:32.680]  跟我認識的那些屋邨裡面的看更
[00:04:32.680 --> 00:04:33.720]  可能差不多
[00:04:33.720 --> 00:04:34.720]  主要都是睡覺
[00:04:34.720 --> 00:04:36.120]  晚上看什麼呢?
[00:04:36.120 --> 00:04:37.200]  可能也是怕有狼
[00:04:37.200 --> 00:04:37.880]  有其他的
[00:04:37.880 --> 00:04:39.840]  抓了一些羊或者偷羊
[00:04:39.840 --> 00:04:40.680]  看著
[00:04:40.680 --> 00:04:41.200]  圍著
[00:04:41.200 --> 00:04:42.560]  可能是睡覺
[00:04:42.560 --> 00:04:44.880]  但是當晚上在當時這樣的環境裡面
[00:04:44.880 --> 00:04:45.960]  突然間有大光
[00:04:45.960 --> 00:04:48.080]  還有榮光照著
[00:04:48.080 --> 00:04:51.440]  光象徵著上帝的臨在
[00:04:51.440 --> 00:04:54.600]  也都象徵著光明會勝過黑暗
[00:04:54.600 --> 00:04:57.080]  當時可能人都在黑暗當中
[00:04:57.080 --> 00:04:58.000]  正如今時
[00:04:58.000 --> 00:04:59.320]  很多人都在黑暗當中
[00:04:59.320 --> 00:05:00.800]  上帝的光光照
[00:05:00.800 --> 00:05:03.760]  為人帶來盼望和臨在
[00:05:03.760 --> 00:05:05.480]  接著有天使出現
[00:05:05.480 --> 00:05:07.000]  天使的出現這個記號
[00:05:07.000 --> 00:05:09.080]  代表著上帝的宣告
[00:05:09.080 --> 00:05:09.920]  留意這句話
[00:05:09.920 --> 00:05:10.640]  聖經裡面說
[00:05:10.640 --> 00:05:14.480]  天使所宣告的是關乎萬民的信息
[00:05:14.480 --> 00:05:16.200]  萬民即是誰?
[00:05:16.200 --> 00:05:18.040]  萬民即是包括你和我
[00:05:18.040 --> 00:05:19.560]  這個信息和你和我有關
[00:05:19.560 --> 00:05:22.320]  所以感恩我們今晚在這裡一起聽這個信息
[00:05:22.320 --> 00:05:24.720]  還有除了天使和榮光之外
[00:05:24.720 --> 00:05:26.040]  還有什麼記號呢?
[00:05:26.040 --> 00:05:27.240]  還有
[00:05:27.240 --> 00:05:28.800]  那個鷹鞋
[00:05:28.800 --> 00:05:33.320]  還有那個包著布外馬槽的鷹鞋是一個記號
[00:05:33.320 --> 00:05:35.600]  這個鷹鞋是代表著新生
[00:05:35.600 --> 00:05:37.640]  代表著純潔無瑕
[00:05:37.640 --> 00:05:40.880]  代表著為人類能夠帶來盼望
[00:05:40.880 --> 00:05:42.240]  大家有沒有想像過
[00:05:42.240 --> 00:05:46.520]  為什麼一開始聖經裡面說耶穌是要出生的新生鷹鞋呢?
[00:05:46.520 --> 00:05:47.040]  是不是?
[00:05:47.040 --> 00:05:47.840]  祂是很被動的
[00:05:47.840 --> 00:05:49.480]  祂好像沒有做任何事情
[00:05:49.480 --> 00:05:50.720]  不過一個新生
[00:05:50.720 --> 00:05:51.840]  純潔無瑕
[00:05:51.840 --> 00:05:52.760]  帶來希望
[00:05:52.760 --> 00:05:54.760]  是代表著一個新的世代的開始
[00:05:54.760 --> 00:05:59.480]  包著布外馬槽代表著那份謙卑
[00:05:59.480 --> 00:06:01.640]  耶穌基督度成了肉身
[00:06:01.640 --> 00:06:04.040]  天上這麼偉大的上主
[00:06:04.040 --> 00:06:04.920]  在天上
[00:06:04.920 --> 00:06:06.720]  祂來到地上變成為人
[00:06:06.720 --> 00:06:08.200]  祂能夠謙卑
[00:06:08.200 --> 00:06:09.320]  是為了愛我們
[00:06:09.320 --> 00:06:10.360]  這是一個記號
[00:06:10.880 --> 00:06:14.600]  接著天兵就加入去頌唱讚美
[00:06:14.600 --> 00:06:16.280]  原來用讚美去頌唱
[00:06:16.280 --> 00:06:17.840]  是回應著一個記號
[00:06:17.840 --> 00:06:19.640]  所以今天我們要唱詩歌
[00:06:19.640 --> 00:06:21.280]  稍後要唱讚美歌
[00:06:21.280 --> 00:06:22.360]  請你大聲唱
[00:06:22.360 --> 00:06:23.800]  去實踐這個記號
[00:06:23.800 --> 00:06:25.640]  記住這句話
[00:06:25.640 --> 00:06:28.320]  在至高之處榮耀歸給上帝
[00:06:28.320 --> 00:06:31.840]  在地上平安要歸給祂所喜悅的人
[00:06:31.840 --> 00:06:33.840]  願主持我們的平安
[00:06:33.840 --> 00:06:36.160]  這麼震撼的畫面
[00:06:36.160 --> 00:06:37.320]  這麼大的記號
[00:06:37.320 --> 00:06:38.520]  有光照
[00:06:38.520 --> 00:06:40.600]  又有聖鷹
[00:06:40.600 --> 00:06:42.920]  又有天使、天兵的頌唱
[00:06:42.920 --> 00:06:46.880]  這個震撼的畫面帶來盼望、拯救的訊息
[00:06:46.880 --> 00:06:52.000]  也代表著當時他們等待尼塞亞的世代要來臨
[00:06:52.000 --> 00:06:54.840]  當時猶太人不斷等待
[00:06:54.840 --> 00:06:56.160]  這位救主
[00:06:56.160 --> 00:06:57.440]  這位尼塞亞
[00:06:57.440 --> 00:06:58.480]  這位基督
[00:06:58.480 --> 00:07:00.480]  這位上帝的拯救要臨在
[00:07:00.480 --> 00:07:04.320]  如果從另一個角度去看這件事的話
[00:07:04.320 --> 00:07:07.400]  上帝給瑪利亞和約瑟又有什麼記號呢?
[00:07:08.080 --> 00:07:12.080]  對於上帝給予瑪利亞和約瑟的記號來說
[00:07:12.080 --> 00:07:14.000]  瑪利亞和約瑟看到的就是
[00:07:14.000 --> 00:07:15.160]  那些牧羊人來到
[00:07:15.160 --> 00:07:18.400]  那些牧羊人來到就跟身邊的人講述
[00:07:18.400 --> 00:07:20.880]  這個鷹鞋要很偉大
[00:07:20.880 --> 00:07:23.360]  這是上帝要派來的救主是基督
[00:07:23.360 --> 00:07:27.600]  這些牧羊人就是對瑪利亞和約瑟
[00:07:27.600 --> 00:07:28.640]  很好的記號
[00:07:28.640 --> 00:07:29.680]  讓他們記得
[00:07:29.680 --> 00:07:31.880]  上主親自確認
[00:07:31.880 --> 00:07:35.320]  未來這位新生王耶穌基督的身份
[00:07:35.320 --> 00:07:36.200]  是基督
[00:07:36.200 --> 00:07:37.040]  是君王
[00:07:37.040 --> 00:07:38.520]  這個身份被確立
[00:07:38.520 --> 00:07:40.960]  這段經文還有第二十一節
[00:07:40.960 --> 00:07:45.040]  就是講他們跟著瑪利亞和約瑟就帶耶穌去進行割禮
[00:07:45.040 --> 00:07:49.560]  代表著他們會將主耶穌擺在上帝的面前
[00:07:49.560 --> 00:07:50.880]  是屬上帝的
[00:07:50.880 --> 00:07:52.560]  是一個選民的記號
[00:07:52.560 --> 00:07:56.200]  更重要他們為鷹鞋起了一個名字叫做耶穌
[00:07:56.200 --> 00:07:59.120]  你們到教會一定聽過耶穌這個字
[00:07:59.120 --> 00:08:01.160]  耶穌這個名號是什麼意思呢?
[00:08:01.160 --> 00:08:03.200]  耶穌這個名號是拯救的意思
[00:08:03.400 --> 00:08:09.200]  因為耶穌說到上帝要興起他要拯救主的百姓
[00:08:09.200 --> 00:08:14.360]  上帝所賜親自的名字成為拯救的記號
[00:08:14.360 --> 00:08:18.160]  所以上主給我們的記號是盼望的記號
[00:08:18.160 --> 00:08:20.280]  是等待的記號
[00:08:20.280 --> 00:08:24.720]  是獨特又神聖賜福拯救的記號
[00:08:24.720 --> 00:08:27.400]  各位朋友、各位靈姐妹
[00:08:27.400 --> 00:08:30.320]  上帝今天給了我們什麼記號呢?
[00:08:31.320 --> 00:08:34.480]  上帝今天要我們學習的是戴著什麼記號呢?
[00:08:34.480 --> 00:08:37.440]  作為追求信仰基督徒的人生裡面
[00:08:37.440 --> 00:08:40.400]  我們應該戴著什麼記號來過我們的生活呢?
[00:08:40.400 --> 00:08:45.920]  我記得《羅馬書》十三章十二到十四節這樣說
[00:08:45.920 --> 00:08:49.040]  「黑夜已深,白晝將近」
[00:08:49.040 --> 00:08:51.680]  所以我們要除去暗昧的行為
[00:08:51.680 --> 00:08:53.600]  戴上光明的兵器
[00:08:53.600 --> 00:08:55.400]  行事為人要端正
[00:08:55.400 --> 00:08:57.120]  好像在白晝裡面行走
[00:08:57.120 --> 00:08:58.960]  不可以放燕醉酒
[00:08:58.960 --> 00:09:00.280]  不可以好色任當
[00:09:00.280 --> 00:09:02.000]  不可以紛爭嫉妒
[00:09:02.000 --> 00:09:04.800]  總要披戴主耶穌基督
[00:09:04.800 --> 00:09:07.040]  不要只顧滿足肉體
[00:09:07.040 --> 00:09:08.600]  去放縱私慾
[00:09:08.600 --> 00:09:11.720]  原來主耶穌基督就是我們的記號
[00:09:11.720 --> 00:09:13.320]  我們可以戴著的
[00:09:13.320 --> 00:09:14.520]  我們可以披戴的
[00:09:14.520 --> 00:09:17.760]  就是基督這個在黑夜裡面
[00:09:17.760 --> 00:09:20.760]  去為我們帶來光明的主的記號
[00:09:20.760 --> 00:09:22.280]  還有
[00:09:22.280 --> 00:09:24.560]  小路普羅在《解體書》裡面提醒我們
[00:09:24.560 --> 00:09:26.360]  二章十九到二十節這樣說
[00:09:26.360 --> 00:09:29.560]  小路普羅說我已經與基督同釘十字架
[00:09:29.680 --> 00:09:31.920]  現在活著的不再是我
[00:09:31.920 --> 00:09:34.000]  乃是基督在我裡面活著
[00:09:34.000 --> 00:09:36.200]  而且我如今在肉身活著
[00:09:36.200 --> 00:09:38.320]  是因為上帝的兒子而活
[00:09:38.320 --> 00:09:39.960]  他是愛我
[00:09:39.960 --> 00:09:41.760]  為我捨己
[00:09:41.760 --> 00:09:45.600]  在每一年的聖誕節的時候
[00:09:45.600 --> 00:09:49.080]  除了我們想起聖誕馬槽的故事
[00:09:49.080 --> 00:09:50.880]  點起燭光
[00:09:50.880 --> 00:09:52.760]  對我來說更要想起的是
[00:09:52.760 --> 00:09:54.240]  巨大的十字架
[00:09:54.240 --> 00:09:57.080]  十字架是愛的記號
[00:09:57.080 --> 00:09:59.240]  當基督出生的時候
[00:09:59.760 --> 00:10:03.680]  上主就擺了一個拯救的記號在基督的身上
[00:10:03.680 --> 00:10:06.520]  而基督來世之後
[00:10:06.520 --> 00:10:09.040]  他的人生就是一步一步走上這個
[00:10:09.040 --> 00:10:10.480]  代表愛的十字架
[00:10:10.480 --> 00:10:12.920]  基督的愛為我們捨己
[00:10:12.920 --> 00:10:16.080]  所以今天我們已經與基督同釘十字架
[00:10:16.080 --> 00:10:17.720]  能夠揹起這個十字架
[00:10:17.720 --> 00:10:19.000]  成為我們的記號
[00:10:19.000 --> 00:10:21.160]  不只是在說很多基督徒
[00:10:21.160 --> 00:10:23.640]  在頸鏈或手繩上戴著十字架
[00:10:23.640 --> 00:10:24.640]  去提醒自己
[00:10:24.640 --> 00:10:25.960]  更要我們記得
[00:10:25.960 --> 00:10:27.560]  我們要學習基督的精神
[00:10:28.200 --> 00:10:30.720]  去獻上我們的生命去回應
[00:10:30.720 --> 00:10:35.080]  到底我們今天所仍然持有的是什麼呢?
[00:10:35.080 --> 00:10:37.960]  是不是那些極其微弱
[00:10:37.960 --> 00:10:39.440]  甚至快要熄滅的光
[00:10:39.440 --> 00:10:41.600]  還是我們能夠盡力
[00:10:41.600 --> 00:10:43.280]  在台上
[00:10:43.280 --> 00:10:45.760]  為人帶來盼望的光明呢?
[00:10:45.760 --> 00:10:52.800]  那是一個羞辱不想別人知道的十字架
[00:10:52.800 --> 00:10:55.840]  還是能夠高舉基督德性的十字架呢?
[00:10:57.040 --> 00:10:59.080]  這段經文裡面有一樣東西提醒我
[00:10:59.080 --> 00:11:00.720]  就是當這件事發生
[00:11:00.720 --> 00:11:01.920]  這些記號出現的時候
[00:11:01.920 --> 00:11:04.640]  瑪利亞將一切藏在心裡面
[00:11:04.640 --> 00:11:06.360]  反覆思考
[00:11:06.360 --> 00:11:09.360]  頂姐妹就讓我們將一切藏在心裡面
[00:11:09.360 --> 00:11:10.840]  去反覆思考
[00:11:10.840 --> 00:11:14.520]  一會兒在後面的環節當中
[00:11:14.520 --> 00:11:17.760]  我們會逐一上到台前去燃點燭光
[00:11:17.760 --> 00:11:20.360]  這些燭光可能正正就是代表著
[00:11:20.360 --> 00:11:22.160]  在黑暗裡面我們需要的盼望
[00:11:22.160 --> 00:11:25.160]  更象徵著今天在這個世代
[00:11:25.560 --> 00:11:28.360]  基督在我們生命當中擺上的記號
[00:11:28.360 --> 00:11:30.880]  讓我們也成為點點的燭光
[00:11:30.880 --> 00:11:33.480]  擺在台前去照亮更多的人
[00:11:33.480 --> 00:11:36.280]  讓更多人看見我們這個記號
[00:11:36.280 --> 00:11:40.200]  就知道這個方向就是尋找生命
[00:11:40.200 --> 00:11:42.280]  尋找基督的方向
[00:11:42.280 --> 00:11:44.720]  願主德有最大的榮耀
[00:11:44.720 --> 00:11:47.800]  願祂賜給我們平安和喜樂
[00:11:47.800 --> 00:11:49.960]  一同去經歷祂的豐富
