
[00:00:00.000 --> 00:00:03.200]  第一節我們看《創世紀》真的很好看
[00:02:20.200 --> 00:02:22.200]  如果他三個人要去
[00:02:22.200 --> 00:02:24.200]  就說來就去
[00:02:24.200 --> 00:02:26.200]  不用你同行
[00:02:26.200 --> 00:02:30.200]  不過上帝讓阿伯拉罕同行
[00:02:30.200 --> 00:02:32.200]  我自己走更快
[00:02:32.200 --> 00:02:35.200]  小朋友跟著慢慢走
[00:02:35.200 --> 00:02:38.200]  其實既然這樣一起走
[00:02:38.200 --> 00:02:40.200]  阿伯拉罕與他們同行
[00:02:40.200 --> 00:02:42.200]  也給我另一個意思
[00:02:42.200 --> 00:02:46.200]  我們也要爭取與神同行
[00:02:46.200 --> 00:02:48.200]  與神同行是一種恩典
[00:02:48.200 --> 00:02:49.200]  是一種福氣
[00:02:49.200 --> 00:02:50.200]  是一種跟隨
[00:02:50.200 --> 00:02:53.200]  不是一個難處
[00:02:53.200 --> 00:02:54.200]  是一種福分
[00:02:54.200 --> 00:02:56.200]  如果神說我們一起走
[00:02:56.200 --> 00:02:57.200]  很開心
[00:02:57.200 --> 00:03:00.200]  如果我尊敬的牧長
[00:03:00.200 --> 00:03:02.200]  或其他好朋友一起走
[00:03:02.200 --> 00:03:04.200]  很開心
[00:03:04.200 --> 00:03:06.200]  一起走
[00:03:06.200 --> 00:03:08.200]  我送你一程
[00:03:08.200 --> 00:03:10.200]  很多時候我想送一程
[00:03:10.200 --> 00:03:11.200]  人家都說不用
[00:03:11.200 --> 00:03:13.200]  我自己去
[00:03:13.200 --> 00:03:15.200]  不用我送
[00:03:15.200 --> 00:03:17.200]  一起走
[00:03:17.200 --> 00:03:21.200]  神讓阿伯拉罕一起走
[00:03:21.200 --> 00:03:24.200]  神欣賞阿伯拉罕
[00:03:24.200 --> 00:03:26.200]  一路走的時候
[00:03:26.200 --> 00:03:28.200]  自己就說
[00:03:28.200 --> 00:03:30.200]  我要做的事
[00:03:30.200 --> 00:03:32.200]  豈可瞞著阿伯拉罕
[00:03:32.200 --> 00:03:35.200]  我去索多瑪做什麼
[00:03:35.200 --> 00:03:37.200]  我怎能瞞阿伯拉罕
[00:03:37.200 --> 00:03:40.200]  即是說大家感情很好
[00:03:40.200 --> 00:03:44.200]  幾位主人去索多瑪
[00:03:44.200 --> 00:03:46.200]  不知有什麼事
[00:03:46.200 --> 00:03:49.200]  需要幫忙嗎
[00:03:49.200 --> 00:03:52.200]  我哪需要你幫忙
[00:03:52.200 --> 00:03:55.200]  我要做的事你幫到嗎
[00:03:55.200 --> 00:03:58.200]  我自己一個人一個意念
[00:03:58.200 --> 00:04:00.200]  創造世界
[00:04:00.200 --> 00:04:03.200]  六天我已經做好世界的揭曉
[00:04:03.200 --> 00:04:04.200]  我都做到
[00:04:04.200 --> 00:04:05.200]  用不著你
[00:04:05.200 --> 00:04:06.200]  其實六天
[00:04:06.200 --> 00:04:08.200]  如果神一天做完可以嗎
[00:04:08.200 --> 00:04:10.200]  一句說話做完可以嗎
[00:04:10.200 --> 00:04:12.200]  絕對可以
[00:04:12.200 --> 00:04:13.200]  不過
[00:04:13.200 --> 00:04:15.200]  祂有祂自己的時間做
[00:04:15.200 --> 00:04:18.200]  如果我要去索多瑪
[00:04:18.200 --> 00:04:19.200]  要毀滅阿伯拉罕
[00:04:19.200 --> 00:04:21.200]  需要你幫忙嗎
[00:04:21.200 --> 00:04:23.200]  需要你同行嗎
[00:04:23.200 --> 00:04:24.200]  需要問你嗎
[00:04:24.200 --> 00:04:26.200]  需要讓你知道嗎
[00:04:26.200 --> 00:04:27.200]  完全不用
[00:04:27.200 --> 00:04:28.200]  不過神說
[00:04:28.200 --> 00:04:29.200]  我所要做的事
[00:04:29.200 --> 00:04:32.200]  豈可瞞著阿伯拉罕
[00:04:32.200 --> 00:04:36.200]  這純粹只是一個懲罰
[00:04:36.200 --> 00:04:38.200]  純粹是阿伯拉罕
[00:04:38.200 --> 00:04:40.200]  好像我的朋友
[00:04:40.200 --> 00:04:41.200]  所要做的事
[00:04:41.200 --> 00:04:44.200]  我不想他不知道
[00:04:44.200 --> 00:04:45.200]  都告訴他
[00:04:45.200 --> 00:04:49.200]  這就是耶和華神和阿伯拉罕的
[00:04:49.200 --> 00:04:52.200]  關係與懲罰
[00:04:52.200 --> 00:04:55.200]  我做的事豈可瞞著阿伯拉罕
[00:04:55.200 --> 00:04:57.200]  真是用瞞這個字
[00:04:57.200 --> 00:05:00.200]  瞞即是不讓他知道
[00:05:00.200 --> 00:05:01.200]  我都讓他知道
[00:05:01.200 --> 00:05:02.200]  大家心裏有默契
[00:05:02.200 --> 00:05:05.200]  讓他知道我是怎樣
[00:05:05.200 --> 00:05:06.200]  因此
[00:05:06.200 --> 00:05:08.200]  你讓人知道你是怎樣
[00:05:08.200 --> 00:05:09.200]  是很重要的
[00:05:09.200 --> 00:05:11.200]  人家可以預到你
[00:05:11.200 --> 00:05:14.200]  即是預計到你會怎樣
[00:05:14.200 --> 00:05:16.200]  你整天收拾收拾
[00:05:16.200 --> 00:05:17.200]  忽然發作
[00:05:17.200 --> 00:05:18.200]  沒有人預計到你
[00:05:18.200 --> 00:05:20.200]  都要讓他知道
[00:05:20.200 --> 00:05:23.200]  神讓阿伯拉罕有心理準備
[00:05:23.200 --> 00:05:24.200]  你將會見到
[00:05:24.200 --> 00:05:27.200]  所多瑪俄摩拉會受災
[00:05:27.200 --> 00:05:29.200]  而你的姪羅德在那裏
[00:05:29.200 --> 00:05:32.200]  我先告訴你
[00:05:32.200 --> 00:05:35.200]  我要去所多瑪觀寒
[00:05:35.200 --> 00:05:37.200]  阿伯拉罕已經知道
[00:05:37.200 --> 00:05:39.200]  所以他已經想好後著
[00:05:39.200 --> 00:05:42.200]  不毀滅所多瑪
[00:05:42.200 --> 00:05:44.200]  都有點易人
[00:05:44.200 --> 00:05:45.200]  不過他又沒有刻意說
[00:05:45.200 --> 00:05:47.200]  我的姪羅德都算易人
[00:05:47.200 --> 00:05:49.200]  不毀滅可不可以
[00:05:49.200 --> 00:05:50.200]  他又不敢說
[00:05:50.200 --> 00:05:51.200]  不過一切同行
[00:05:51.200 --> 00:05:53.200]  送你一程
[00:05:53.200 --> 00:05:55.200]  我都想去看看情況
[00:05:55.200 --> 00:05:57.200]  好謙虛
[00:05:57.200 --> 00:05:59.200]  好遷就
[00:05:59.200 --> 00:06:00.200]  神說好啊
[00:06:00.200 --> 00:06:01.200]  明白啊
[00:06:01.200 --> 00:06:02.200]  我都知道
[00:06:02.200 --> 00:06:03.200]  我和你關係好
[00:06:03.200 --> 00:06:04.200]  我都不想瞞著你
[00:06:04.200 --> 00:06:06.200]  現在我去所多瑪
[00:06:06.200 --> 00:06:08.200]  一會兒就和他聊天
[00:06:08.200 --> 00:06:12.200]  留意上主和阿伯拉罕的關係
[00:06:12.200 --> 00:06:14.200]  應該是經過很長時間
[00:06:14.200 --> 00:06:15.200]  建立出來
[00:06:15.200 --> 00:06:17.200]  阿伯拉罕用他的信心
[00:06:17.200 --> 00:06:19.200]  信服與侍奉
[00:06:19.200 --> 00:06:22.200]  讓上帝好舒服好開心
[00:06:22.200 --> 00:06:24.200]  我們要學習了
[00:06:24.200 --> 00:06:25.200]  一起祈禱
[00:06:25.200 --> 00:06:29.200]  天父上帝好感謝你
[00:06:29.200 --> 00:06:32.200]  原來你沒有將我們拒絕
[00:06:32.200 --> 00:06:34.200]  在千里之外
[00:06:34.200 --> 00:06:36.200]  你要尋找的一些人
[00:06:36.200 --> 00:06:38.200]  是對你有信心
[00:06:38.200 --> 00:06:41.200]  是有一個毀身的信心
[00:06:41.200 --> 00:06:43.200]  是有一個投入的信心
[00:06:43.200 --> 00:06:45.200]  你又尋找一些人
[00:06:45.200 --> 00:06:47.200]  是服侍你好似阿伯拉罕
[00:06:47.200 --> 00:06:48.200]  本來自己好富有
[00:06:48.200 --> 00:06:50.200]  三位等等
[00:06:50.200 --> 00:06:52.200]  叫一個僕人出來服侍
[00:06:52.200 --> 00:06:53.200]  他沒有
[00:06:53.200 --> 00:06:55.200]  他自己就做僕人來服侍
[00:06:55.200 --> 00:06:59.200]  獻上最好又謙謙卑卑的
[00:06:59.200 --> 00:07:02.200]  敬拜與主同行
[00:07:02.200 --> 00:07:04.200]  幫助我們都好似阿伯拉罕
[00:07:04.200 --> 00:07:05.200]  有所學習
[00:07:05.200 --> 00:07:07.200]  以致你能夠選中我們
[00:07:07.200 --> 00:07:10.200]  與我們有一個好的關係
[00:07:10.200 --> 00:07:11.200]  最後多謝你
[00:07:11.200 --> 00:07:13.200]  因為你愛我們每一個人
[00:07:13.200 --> 00:07:15.200]  當我們感覺到你面前
[00:07:15.200 --> 00:07:17.200]  好似你的兒子的時候
[00:07:17.200 --> 00:07:20.200]  好似阿伯拉罕一樣的時候
[00:07:20.200 --> 00:07:21.200]  你都會與我們說話
[00:07:21.200 --> 00:07:23.200]  你都會說我不想瞞住
[00:07:23.200 --> 00:07:25.200]  我的朋友阿伯拉罕
[00:07:25.200 --> 00:07:27.200]  幫助我們有這個信心
[00:07:27.200 --> 00:07:30.200]  幫助我們建立與主好的關係
[00:07:30.200 --> 00:07:32.200]  更加讓我們信靠我們的主
[00:07:32.200 --> 00:07:34.200]  讓你的名得在榮耀
[00:07:34.200 --> 00:07:36.200]  願意你被高舉
[00:07:36.200 --> 00:07:38.200]  我們讚美你是我們生命的主
[00:07:38.200 --> 00:07:40.200]  祈禱奉靠耶穌基督的名
[00:07:40.200 --> 00:07:42.200]  阿們
