
[00:00:00.000 --> 00:00:03.280]  今天的題目是疫情行者
[00:03:37.160 --> 00:03:42.280]  我們的這個冠狀病毒
[00:03:42.280 --> 00:03:44.840]  去到差不多中國慢慢低了
[00:03:44.840 --> 00:03:45.960]  其他地方開始
[00:03:45.960 --> 00:03:48.960]  又要經歷我們過去經歷的那兩三個月很辛苦
[00:03:48.960 --> 00:03:52.400]  不同的地方我們為不同的地方要禱告
[00:03:52.400 --> 00:03:54.200]  當然還有地震
[00:03:54.200 --> 00:03:55.160]  這一兩個月
[00:03:55.160 --> 00:03:56.120]  很多的地方
[00:03:56.120 --> 00:03:57.040]  很密集
[00:03:57.040 --> 00:03:58.120]  土耳其
[00:03:58.120 --> 00:03:58.760]  伊朗
[00:03:58.760 --> 00:03:59.240]  印尼
[00:03:59.240 --> 00:03:59.720]  山東
[00:03:59.720 --> 00:04:00.120]  古巴
[00:04:00.120 --> 00:04:01.280]  新疆
[00:04:01.280 --> 00:04:02.520]  我講了一點點
[00:04:02.520 --> 00:04:03.120]  還有很多
[00:04:03.120 --> 00:04:04.760]  其實上網找都看到
[00:04:04.760 --> 00:04:06.640]  日本等等
[00:04:06.640 --> 00:04:08.640]  不單止這樣
[00:04:08.640 --> 00:04:09.320]  更奇怪
[00:04:09.320 --> 00:04:10.360]  南極
[00:04:10.360 --> 00:04:13.280]  過去一向平均的氣溫是零下
[00:04:13.280 --> 00:04:14.600]  十七到二十度
[00:04:14.600 --> 00:04:15.360]  內陸
[00:04:15.360 --> 00:04:16.920]  零下四十到五十度
[00:04:16.920 --> 00:04:19.640]  不過歷來最高溫度
[00:04:19.640 --> 00:04:20.840]  我們看到了
[00:04:20.840 --> 00:04:22.080]  是多少度
[00:04:22.080 --> 00:04:24.520]  二十點七五度
[00:04:24.520 --> 00:04:26.000]  不是零下
[00:04:26.000 --> 00:04:30.000]  所以雪融到已經不可逆轉
[00:04:30.000 --> 00:04:33.160]  整個環境帶來的那件事
[00:04:33.160 --> 00:04:36.000]  似乎是很厲害
[00:04:36.000 --> 00:04:39.480]  令到可能很多古怪的東西都在發生
[00:04:39.480 --> 00:04:41.360]  尼日利亞病毒
[00:04:41.360 --> 00:04:44.360]  高致命的傳染病
[00:04:44.360 --> 00:04:45.600]  四十八小時
[00:04:45.600 --> 00:04:47.880]  死了很多人
[00:04:47.880 --> 00:04:48.960]  很多人都問
[00:04:48.960 --> 00:04:50.800]  究竟
[00:04:50.800 --> 00:04:52.840]  這些異常
[00:04:52.840 --> 00:04:55.120]  是不是末期的警號呢
[00:04:55.120 --> 00:04:57.440]  很多人想起聖經很多的經文
[00:04:57.440 --> 00:04:58.480]  例如
[00:04:58.480 --> 00:04:59.360]  這裡這樣說
[00:04:59.360 --> 00:05:03.080]  我們馬大方24章七到八節
[00:05:03.080 --> 00:05:03.760]  我們一起讀
[00:05:03.760 --> 00:05:04.480]  一二三
[00:05:04.480 --> 00:05:05.720]  民要攻打民
[00:05:05.720 --> 00:05:07.080]  國要攻打國
[00:05:07.080 --> 00:05:09.680]  多處別有饑荒地震
[00:05:09.680 --> 00:05:11.920]  這都是災難的起頭
[00:05:11.920 --> 00:05:12.560]  民要打民
[00:05:12.560 --> 00:05:14.760]  即是國家裏面的自己人打自己人
[00:05:14.760 --> 00:05:16.000]  國家打國家
[00:05:16.000 --> 00:05:17.840]  我們知道都很多
[00:05:17.840 --> 00:05:21.320]  特別在第一次世界大戰之後
[00:05:21.320 --> 00:05:22.200]  到現在
[00:05:22.200 --> 00:05:23.960]  常常都有很多事情發生
[00:05:23.960 --> 00:05:25.360]  地要大大震動
[00:05:25.360 --> 00:05:28.160]  多處必有饑荒
[00:05:28.160 --> 00:05:30.560]  瘟疫又有可怕異象
[00:05:30.560 --> 00:05:32.360]  如果我們看看啟示錄
[00:05:32.360 --> 00:05:33.320]  我們看到
[00:05:33.320 --> 00:05:34.000]  他又說什麼
[00:05:34.000 --> 00:05:35.000]  如果我們知道啟示錄
[00:05:35.000 --> 00:05:37.480]  有七人
[00:05:37.480 --> 00:05:38.840]  七號
[00:05:38.840 --> 00:05:39.320]  七碗
[00:05:39.320 --> 00:05:40.880]  不知道有沒有聽過
[00:05:40.880 --> 00:05:42.520]  即是末期的事
[00:05:42.520 --> 00:05:46.880]  例如說到一匹白馬第一個印
[00:05:46.880 --> 00:05:49.160]  騎上去有功
[00:05:49.160 --> 00:05:51.360]  有冠冕
[00:05:51.360 --> 00:05:53.280]  這個象
[00:05:53.280 --> 00:05:54.840]  一個很大的勢力
[00:05:54.840 --> 00:05:56.560]  勝了又勝
[00:05:56.560 --> 00:05:58.800]  一個很大的強勁的國家出現
[00:05:58.800 --> 00:06:01.960]  或者有些國家很強勁
[00:06:01.960 --> 00:06:03.920]  揭開第二個印是說什麼呢
[00:06:03.920 --> 00:06:05.040]  是有一匹馬出來
[00:06:05.040 --> 00:06:07.200]  紅馬有著權兵
[00:06:07.200 --> 00:06:09.360]  吸了騎馬的在上面
[00:06:09.360 --> 00:06:12.480]  騎馬的上面奪去太平
[00:06:12.480 --> 00:06:14.600]  彼此相殺
[00:06:14.600 --> 00:06:16.960]  大國彼此相殺
[00:06:16.960 --> 00:06:20.680]  又有一把大刀刺給他
[00:06:20.680 --> 00:06:21.720]  亦都一路落
[00:06:21.720 --> 00:06:23.720]  例如第三個印
[00:06:23.720 --> 00:06:27.160]  說一錢銀子賣一星物質
[00:06:27.160 --> 00:06:27.920]  即是什麼呢
[00:06:27.920 --> 00:06:29.760]  物價高漲
[00:06:29.760 --> 00:06:33.960]  本來一錢銀子是買十幾星
[00:06:33.960 --> 00:06:36.840]  現在買了一星
[00:06:36.840 --> 00:06:40.080]  接著說一錢銀子買三星大物
[00:06:40.080 --> 00:06:42.720]  很便宜的大物 買了三星
[00:06:42.720 --> 00:06:45.120]  本來可能三四十星
[00:06:45.120 --> 00:06:47.680]  酒和油不可糟蹋
[00:06:47.680 --> 00:06:49.320]  以前很多東西不可糟蹋
[00:06:49.320 --> 00:06:51.000]  例如很多事情正在發生
[00:06:51.000 --> 00:06:54.160]  當然我們不知道哪一天
[00:06:54.160 --> 00:06:55.960]  耶穌回來審判
[00:06:55.960 --> 00:06:57.040]  聖經說得很清楚
[00:06:57.040 --> 00:06:59.560]  在馬達科罕二十四章三十六節
[00:06:59.560 --> 00:07:00.240]  我們一起讀
[00:07:00.240 --> 00:07:01.000]  一二三
[00:07:01.000 --> 00:07:02.560]  那日子那時辰
[00:07:02.560 --> 00:07:04.000]  沒有人知道
[00:07:09.120 --> 00:07:11.640]  沒有人知道那一天是哪一天
[00:07:11.640 --> 00:07:12.440]  沒有人會知道
[00:07:12.440 --> 00:07:13.600]  不過
[00:07:13.600 --> 00:07:15.520]  上帝的確在聖經
[00:07:15.520 --> 00:07:16.400]  但以理書
[00:07:16.400 --> 00:07:18.840]  例如馬太福音
[00:07:18.840 --> 00:07:20.200]  徹沙羅尼加
[00:07:20.200 --> 00:07:21.240]  啟示錄
[00:07:21.240 --> 00:07:22.320]  提摩太后書
[00:07:22.320 --> 00:07:25.840]  說了很多末期那段時間
[00:07:25.840 --> 00:07:28.680]  會發生的警號
[00:07:28.680 --> 00:07:29.320]  他為什麼要說
[00:07:29.320 --> 00:07:31.960]  因為要我們開始準備知道
[00:07:31.960 --> 00:07:33.520]  我不知道哪一天
[00:07:33.520 --> 00:07:36.480]  不過警號期間
[00:07:36.480 --> 00:07:38.640]  很多學者發現
[00:07:38.640 --> 00:07:41.320]  很相似
[00:07:41.320 --> 00:07:42.960]  在徹沙羅尼加前書第五章
[00:07:42.960 --> 00:07:45.280]  我今天特別會用到這一小段
[00:07:45.280 --> 00:07:47.320]  說一點東西
[00:07:47.320 --> 00:07:48.080]  他有這樣說
[00:07:48.080 --> 00:07:49.560]  第二節第三節
[00:07:49.560 --> 00:07:50.240]  我們一起讀
[00:07:50.240 --> 00:07:51.120]  一二三
[00:07:51.120 --> 00:07:53.800]  因為你們自己明明曉得
[00:07:53.800 --> 00:08:05.920]  (徹沙羅尼加前書第五章)
[00:08:05.920 --> 00:08:09.600]  很有趣這裡說
[00:08:09.600 --> 00:08:10.480]  主日子
[00:08:10.480 --> 00:08:11.800]  即是那一天
[00:08:11.800 --> 00:08:12.600]  如果他來到
[00:08:12.600 --> 00:08:14.240]  好像夜間一樣
[00:08:14.240 --> 00:08:16.040]  沒有人會預料到
[00:08:16.040 --> 00:08:17.400]  賊在夜間來
[00:08:17.400 --> 00:08:18.520]  你會預料到嗎
[00:08:18.520 --> 00:08:19.080]  不知道
[00:08:19.080 --> 00:08:20.280]  突然的
[00:08:20.280 --> 00:08:22.080]  並且有很多人
[00:08:22.080 --> 00:08:24.640]  或者有人證說
[00:08:24.640 --> 00:08:26.680]  平安穩妥
[00:08:26.680 --> 00:08:27.680]  有人不相信
[00:08:27.680 --> 00:08:28.560]  沒事的
[00:08:28.560 --> 00:08:30.920]  這些是沒事的
[00:08:30.920 --> 00:08:34.520]  但是災禍忽然臨到第三
[00:08:34.520 --> 00:08:36.240]  他說絕不能逃脫
[00:08:36.240 --> 00:08:39.120]  即是每人都涉及
[00:08:39.120 --> 00:08:40.720]  人人有份
[00:08:40.720 --> 00:08:42.400]  永不落空
[00:08:42.400 --> 00:08:47.560]  這是一個在末期會發生的事
[00:08:47.560 --> 00:08:48.200]  在這一刻
[00:08:48.200 --> 00:08:50.280]  我會用剛才說的
[00:08:50.280 --> 00:08:52.960]  徹沙羅尼加前書第五章
[00:08:52.960 --> 00:08:54.400]  我們如何回應
[00:08:54.400 --> 00:08:55.440]  就算不是末期
[00:08:55.440 --> 00:08:58.520]  我們人生的確常常面對大困難
[00:08:58.520 --> 00:08:59.760]  大苦難
[00:08:59.760 --> 00:09:01.200]  不同的階段
[00:09:01.200 --> 00:09:02.320]  我這樣形容
[00:09:02.320 --> 00:09:04.600]  如果我們人生有很多的站
[00:09:04.600 --> 00:09:05.920]  有時是歡喜站
[00:09:05.920 --> 00:09:08.160]  有時是衝勁站
[00:09:08.160 --> 00:09:09.240]  有時是熱誠的站
[00:09:09.240 --> 00:09:10.920]  今天我們去到這個站
[00:09:10.920 --> 00:09:13.640]  是疫情的站
[00:09:13.640 --> 00:09:15.000]  我們要渡過
[00:09:15.000 --> 00:09:18.320]  保羅提醒我們有八個命令
[00:09:18.320 --> 00:09:19.880]  用imperative
[00:09:19.880 --> 00:09:21.520]  七節的經文
[00:09:21.520 --> 00:09:22.200]  我們如何渡過
[00:09:22.200 --> 00:09:24.000]  是不是很慘呢
[00:09:24.000 --> 00:09:25.600]  是不是沒力呢
[00:09:25.600 --> 00:09:26.160]  No
[00:09:26.160 --> 00:09:27.440]  他說不是
[00:09:27.440 --> 00:09:28.160]  如何渡過
[00:09:28.160 --> 00:09:29.840]  我們一起讀這七節的經文
[00:09:29.840 --> 00:09:32.440]  接著我們一起進入經文中
[00:09:32.440 --> 00:09:33.800]  看看學習到甚麼
[00:09:33.800 --> 00:09:34.600]  我們一起讀
[00:09:34.600 --> 00:09:36.040]  十六到二十二節
[00:09:36.040 --> 00:09:36.800]  預備起
[00:09:36.800 --> 00:09:41.400]  凡事借因
[00:09:41.400 --> 00:09:58.720]  八個命令
[00:09:58.720 --> 00:10:01.360]  我今天會說其中幾個
[00:10:01.360 --> 00:10:02.920]  第一個他跟我們說很有趣
[00:10:02.920 --> 00:10:04.000]  一進去
[00:10:04.000 --> 00:10:05.920]  他馬上提醒我們
[00:10:05.920 --> 00:10:06.800]  不是這樣的樣子
[00:10:06.800 --> 00:10:07.720]  是甚麼樣子
[00:10:07.720 --> 00:10:10.440]  是要常常甚麼
[00:10:10.440 --> 00:10:12.040]  常常甚麼
[00:10:12.040 --> 00:10:13.360]  常常喜樂
[00:10:13.360 --> 00:10:15.400]  當然不是像機械人那樣按掣
[00:10:15.400 --> 00:10:16.240]  不是
[00:10:16.240 --> 00:10:18.600]  因為保羅在羅馬書十二章十五節
[00:10:18.600 --> 00:10:19.760]  他很清楚說
[00:10:19.760 --> 00:10:21.480]  人有喜樂的時間
[00:10:21.480 --> 00:10:23.600]  是有哀哭的時候
[00:10:23.600 --> 00:10:24.760]  他這樣提
[00:10:24.760 --> 00:10:27.200]  與喜樂的人要同
[00:10:27.200 --> 00:10:28.120]  同樂
[00:10:28.120 --> 00:10:29.920]  有人結婚生小孩開心
[00:10:29.920 --> 00:10:31.440]  開心
[00:10:31.440 --> 00:10:33.520]  甚至在困難中也要開心
[00:10:33.520 --> 00:10:37.400]  但是當有人在困苦與哀哭的人要甚麼
[00:10:37.400 --> 00:10:39.280]  同哭
[00:10:39.280 --> 00:10:42.520]  即是在困難的時候我們要同哭
[00:10:42.520 --> 00:10:45.280]  有病痛有失業有過身
[00:10:45.280 --> 00:10:45.880]  真的
[00:10:45.880 --> 00:10:47.160]  很應該
[00:10:47.160 --> 00:10:49.200]  因為我們是同行
[00:10:49.200 --> 00:10:51.600]  而同時我們要明白一件事
[00:10:51.600 --> 00:10:54.840]  他們這麼多事的背後是甚麼
[00:10:54.840 --> 00:10:57.520]  在這些情況中我們見到甚麼
[00:10:57.520 --> 00:10:59.840]  而保羅命令最終一件事
[00:10:59.840 --> 00:11:05.280]  我們的喜樂不是因為環境好而喜樂
[00:11:05.280 --> 00:11:06.800]  環境好而喜樂
[00:11:06.800 --> 00:11:07.720]  任何人都可以
[00:11:07.720 --> 00:11:08.440]  沒問題吧
[00:11:08.440 --> 00:11:10.080]  人人皆可
[00:11:10.080 --> 00:11:12.560]  但是面對末世的艱難
[00:11:12.560 --> 00:11:15.600]  或者我們今天的辛勞壓力迫害
[00:11:15.600 --> 00:11:20.240]  困境中我們都要喜樂
[00:11:20.240 --> 00:11:22.080]  是不是可以的
[00:11:22.080 --> 00:11:24.240]  怎樣做得到
[00:11:24.240 --> 00:11:26.840]  為甚麼有人做得到
[00:11:26.840 --> 00:11:29.320]  他很清楚地告訴我們
[00:11:29.320 --> 00:11:33.000]  如果我們相信神的話語是真的
[00:11:33.000 --> 00:11:34.920]  神的話語是真的嗎
[00:11:34.920 --> 00:11:35.640]  是不是
[00:11:35.640 --> 00:11:36.720]  是的
[00:11:36.720 --> 00:11:38.480]  即是說這件事會發生
[00:11:38.480 --> 00:11:42.360]  即是說如果我們只是因為樂於愛在原因
[00:11:42.360 --> 00:11:44.160]  我們與世人沒有分別
[00:11:44.160 --> 00:11:45.480]  作為主人們徒
[00:11:45.480 --> 00:11:46.320]  我們知道
[00:11:46.320 --> 00:11:48.000]  用一個新的視野
[00:11:48.000 --> 00:11:51.400]  不用世俗的眼光看今天究竟發生甚麼
[00:11:51.400 --> 00:11:52.240]  我們效法
[00:11:52.240 --> 00:11:54.240]  上帝效法主基督
[00:11:54.240 --> 00:11:56.560]  其中在鐵撒羅尼加前書
[00:11:56.560 --> 00:11:57.640]  他有這樣說
[00:11:57.640 --> 00:11:59.640]  第一章六節
[00:11:59.640 --> 00:12:00.360]  我們一起讀好嗎
[00:12:00.360 --> 00:12:01.120]  一二三
[00:12:01.120 --> 00:12:05.960]  並且你們在大難之中
[00:12:05.960 --> 00:12:09.120]  我們有一個不同的方法活出人生
[00:12:09.120 --> 00:12:10.080]  所以這樣的話
[00:12:10.080 --> 00:12:12.680]  我們在天國的價值觀中
[00:12:12.680 --> 00:12:15.720]  我們就不會
[00:12:15.720 --> 00:12:17.080]  不會甚麼呢
[00:12:17.080 --> 00:12:21.920]  不會人云亦云的恐慌
[00:12:21.920 --> 00:12:24.800]  即是說我們在外在的環境很困難
[00:12:24.800 --> 00:12:28.120]  亦用外在的聖靈進到我們內心
[00:12:28.120 --> 00:12:30.520]  經歷一個新的視野
[00:12:30.520 --> 00:12:32.440]  而這樣我們不會自怨自艾
[00:12:32.440 --> 00:12:36.000]  不會在測試中勝過不到
[00:12:36.000 --> 00:12:38.600]  並且我們會成為炎
[00:12:38.600 --> 00:12:40.280]  成為光
[00:12:40.280 --> 00:12:41.680]  這幅相我覺得很有趣
[00:12:41.680 --> 00:12:42.760]  是幾個星期前
[00:12:42.760 --> 00:12:44.280]  我的舊同學在那沙仔
[00:12:44.280 --> 00:12:46.440]  彈了我們的那沙群組
[00:12:46.440 --> 00:12:49.480]  我不知道大家有沒有看到甚麼
[00:12:49.480 --> 00:12:54.960]  廁紙擋住十號風球
[00:12:54.960 --> 00:12:57.280]  廁紙牆
[00:12:57.280 --> 00:12:58.800]  為甚麼有些廁紙牆呢
[00:12:58.800 --> 00:13:02.400]  我們的同學彈出來就開始問
[00:13:02.400 --> 00:13:07.240]  究竟這個人是買廁紙還是賣廁紙
[00:13:07.240 --> 00:13:08.880]  有些同學就問
[00:13:08.880 --> 00:13:13.120]  究竟他一天去多少次廁所
[00:13:13.120 --> 00:13:14.040]  有些人就問
[00:13:14.040 --> 00:13:18.000]  究竟他是不是每天都肚痛
[00:13:18.000 --> 00:13:20.000]  我們明白可能他很害怕
[00:13:20.000 --> 00:13:22.560]  作為信徒不是不準備
[00:13:22.560 --> 00:13:24.240]  不是不計劃
[00:13:24.240 --> 00:13:25.040]  不是不小心
[00:13:25.040 --> 00:13:27.120]  不過我們不是憂慮
[00:13:27.120 --> 00:13:28.280]  不是憂鬱
[00:13:28.280 --> 00:13:29.640]  耶穌說得很清楚
[00:13:29.640 --> 00:13:31.720]  不要為明天甚麼
[00:13:31.720 --> 00:13:34.840]  憂慮
[00:13:34.840 --> 00:13:36.280]  這幅相很有趣
[00:13:36.280 --> 00:13:39.080]  他不知道現在的人打劫
[00:13:39.080 --> 00:13:44.280]  通常都不是拿錢的
[00:13:44.280 --> 00:13:45.720]  危險的
[00:13:45.720 --> 00:13:48.760]  又或者他是不是想告訴別人你沒有
[00:13:48.760 --> 00:13:51.080]  我有
[00:13:51.080 --> 00:13:54.120]  卡卡執事上星期說得很好
[00:13:54.120 --> 00:13:56.520]  他說搶就人人不足
[00:13:56.520 --> 00:13:59.960]  分享就人人都有
[00:13:59.960 --> 00:14:03.480]  究竟在這個情況中
[00:14:03.480 --> 00:14:07.880]  甚麼叫活出有喜樂的生命
[00:14:07.880 --> 00:14:10.120]  我們看看亞國書第一章二到三節
[00:14:10.120 --> 00:14:12.240]  給我們有更多的啟示
[00:14:12.240 --> 00:14:14.200]  我們一起讀這些三節經文
[00:14:14.200 --> 00:14:15.840]  預備起 我們弟兄們
[00:14:15.840 --> 00:14:18.080]  你們落在百般試煉中
[00:14:18.080 --> 00:14:33.280]  他說我們會落在弟兄們信主的會
[00:14:33.280 --> 00:14:34.280]  弟兄們 弟兄姊妹
[00:14:34.280 --> 00:14:35.840]  你看看你旁邊的一個
[00:14:35.840 --> 00:14:38.720]  你告訴他你有份的
[00:14:38.720 --> 00:14:40.600]  落在百般的試煉中
[00:14:40.600 --> 00:14:42.160]  好像掉進了一個陷阱
[00:14:42.160 --> 00:14:43.920]  我不知道大家有沒有試過
[00:14:43.920 --> 00:14:49.040]  走樓梯其實是沒有一級的
[00:14:49.040 --> 00:14:50.800]  但你以為有
[00:14:50.800 --> 00:14:52.520]  突然間你踩空的感覺
[00:14:52.520 --> 00:14:53.760]  有沒有試過
[00:14:53.760 --> 00:14:56.400]  可能你以為很薄的
[00:14:56.400 --> 00:14:57.360]  即是很快有
[00:14:57.360 --> 00:14:59.280]  但原來很低
[00:14:59.280 --> 00:14:59.920]  突然間掉下去
[00:14:59.920 --> 00:15:01.320]  你預不到
[00:15:01.320 --> 00:15:02.720]  有啊 聖經說得很清楚
[00:15:02.720 --> 00:15:05.800]  不過我們怎樣看這些的試煉呢
[00:15:05.800 --> 00:15:08.160]  他說百般好像煙花一樣
[00:15:08.160 --> 00:15:10.160]  很多 多到你預防不了
[00:15:10.160 --> 00:15:11.480]  他說我們要以為
[00:15:11.480 --> 00:15:13.440]  不是是 是視為
[00:15:13.440 --> 00:15:14.280]  是考慮
[00:15:14.280 --> 00:15:15.480]  這樣來看是大喜樂
[00:15:15.480 --> 00:15:16.480]  因為甚麼呢
[00:15:16.480 --> 00:15:18.840]  因為我們的信心要好像
[00:15:18.840 --> 00:15:24.480]  要經歷那個試驗才知道是否真的
[00:15:24.480 --> 00:15:26.560]  疫情就好像一個照妖鏡
[00:15:26.560 --> 00:15:28.320]  望清你是誰
[00:15:28.320 --> 00:15:29.560]  你信的是甚麼
[00:15:29.560 --> 00:15:33.240]  是你自己還是信著誰呢
[00:15:33.240 --> 00:15:35.360]  這樣的緣故你會不會
[00:15:35.360 --> 00:15:36.960]  產生一個生命的特質
[00:15:36.960 --> 00:15:39.840]  忍耐成功成全
[00:15:39.840 --> 00:15:40.360]  你的意思是甚麼
[00:15:40.360 --> 00:15:42.960]  是成熟
[00:15:42.960 --> 00:15:44.920]  是完備
[00:15:44.920 --> 00:15:46.760]  毫無缺陷
