
[00:00:00.000 --> 00:00:03.960]  各位頂姐妹 應該晚安了
[00:05:35.720 --> 00:05:39.160]  是一個很容易就早去和別人比較
[00:05:39.160 --> 00:05:40.760]  才能確立到自己
[00:05:40.760 --> 00:05:42.280]  並且在過程當中
[00:05:42.280 --> 00:05:44.280]  就因著這一份的罪性
[00:05:44.280 --> 00:05:48.040]  產生在關係上很多的破損
[00:05:48.040 --> 00:05:52.280]  所以我從小到大其實是沒有什麼朋友
[00:05:52.280 --> 00:05:56.200]  我真正成為一些人的朋友
[00:05:56.200 --> 00:05:58.200]  是自從我信了耶穌之後
[00:05:58.200 --> 00:06:00.680]  才有些朋友去包容
[00:06:00.680 --> 00:06:01.680]  因為我信了耶穌
[00:06:01.680 --> 00:06:04.720]  也不代表我立即去改變
[00:06:04.720 --> 00:06:07.200]  而是那些人包容我
[00:06:07.200 --> 00:06:08.360]  一個這樣的人
[00:06:08.360 --> 00:06:10.840]  才可以帶來一個這樣的改變
[00:06:10.840 --> 00:06:12.920]  我們明白一點的
[00:06:12.920 --> 00:06:14.160]  就是
[00:06:14.160 --> 00:06:21.000]  這個是友愛村成長的我
[00:06:21.000 --> 00:06:22.840]  你見不見到我家
[00:06:22.840 --> 00:06:25.360]  見不到的 因為是再高一點
[00:06:25.360 --> 00:06:26.440]  我們再下一張
[00:06:26.440 --> 00:06:27.920]  下一張的PowerPoint
[00:06:27.920 --> 00:06:29.200]  我們看看
[00:06:29.200 --> 00:06:30.960]  每個人的成長
[00:06:30.960 --> 00:06:33.040]  有時會出現一件事情
[00:06:33.040 --> 00:06:36.160]  就好像一個人生出來
[00:06:36.160 --> 00:06:40.040]  因著父母或者他們的教育和成長
[00:06:40.040 --> 00:06:44.280]  有很多的否定對一個小朋友的成長
[00:06:44.280 --> 00:06:48.440]  彷彿自己生出來就是一個罪
[00:06:48.440 --> 00:06:50.440]  我們叫這些原罪
[00:06:50.440 --> 00:06:53.040]  你的存在就是一個罪
[00:06:53.040 --> 00:06:54.520]  因著一個人的出生
[00:06:54.520 --> 00:06:57.040]  令父母麻煩了
[00:06:57.040 --> 00:06:59.200]  令家庭負擔大了
[00:06:59.200 --> 00:07:02.000]  可能我出生令父母麻煩了
[00:07:02.000 --> 00:07:03.200]  令他又要教學
[00:07:03.200 --> 00:07:04.160]  又要擔心
[00:07:04.160 --> 00:07:04.960]  又要緊張
[00:07:04.960 --> 00:07:06.320]  又要跟別人比較
[00:07:06.320 --> 00:07:08.560]  我們變成有很多的小朋友
[00:07:08.560 --> 00:07:09.520]  一出生的時候
[00:07:09.520 --> 00:07:11.560]  就有一種叫做原罪
[00:07:11.560 --> 00:07:13.800]  在我們的生命裏面
[00:07:13.800 --> 00:07:15.000]  而那份原罪
[00:07:15.000 --> 00:07:18.240]  不是因為你做了什麼才有罪
[00:07:18.240 --> 00:07:21.040]  是最悲慘 最恐懼
[00:07:21.040 --> 00:07:22.640]  和最可悲的
[00:07:22.640 --> 00:07:26.800]  就是你的存在本身就是一種罪
[00:07:26.800 --> 00:07:28.800]  你的存在本身就是一種罪
[00:07:28.800 --> 00:07:30.560]  這種感覺
[00:07:30.560 --> 00:07:32.440]  其實在香港的很多家庭裏面
[00:07:32.440 --> 00:07:35.080]  那個小朋友的感覺是很明顯
[00:07:35.080 --> 00:07:37.000]  而這個感覺
[00:07:37.000 --> 00:07:40.040]  到你成長越來越大的時候
[00:07:40.040 --> 00:07:41.920]  其實是毫無改變
[00:07:41.920 --> 00:07:43.080]  這種感覺
[00:07:43.080 --> 00:07:46.240]  除非有一種能力
[00:07:46.240 --> 00:07:48.680]  又或者有一種看法改變的時候
[00:07:48.680 --> 00:07:50.920]  才能夠改變得到
[00:07:50.920 --> 00:07:56.280]  這種人存在本身就是罪的世界
[00:07:56.280 --> 00:07:59.840]  是父母有時候會給予我們的一種世界
[00:07:59.840 --> 00:08:02.200]  我們記得這個慘劇
[00:08:02.200 --> 00:08:05.320]  幾個星期之前我們已經發生了
[00:08:05.320 --> 00:08:07.240]  其實那個五歲的小朋友
[00:08:07.240 --> 00:08:10.600]  他的存在是沒有罪的
[00:08:10.600 --> 00:08:14.760]  但是就好像活到有一個原罪在裏面
[00:08:14.760 --> 00:08:19.760]  最終就好像虐待到過世的一種情況
[00:08:19.760 --> 00:08:23.480]  我想起在網上我看過一個短片
[00:08:23.480 --> 00:08:25.240]  我不知道大家有沒有看過
[00:08:25.240 --> 00:08:29.320]  那個短片就描述到一位女孩子
[00:08:29.320 --> 00:08:31.400]  將自己小時候
[00:08:31.400 --> 00:08:32.680]  大家有沒有試過
[00:08:32.680 --> 00:08:33.840]  有些幼稚園
[00:08:33.840 --> 00:08:36.400]  你如果有些小朋友畫了一幅畫
[00:08:36.400 --> 00:08:38.720]  給你看的時候是怎樣
[00:08:38.720 --> 00:08:40.600]  那幅畫你看下去
[00:08:40.600 --> 00:08:44.000]  就一定不是很偉大的藝術作品
[00:08:44.000 --> 00:08:46.640]  一定都是很粗製濫造
[00:08:46.640 --> 00:08:48.640]  又或者他剛剛懂得畫東西
[00:08:48.640 --> 00:08:50.880]  他就問你一句這樣的說話
[00:08:50.880 --> 00:08:54.360]  那個片段就說那個女孩畫了一個作品
[00:08:54.360 --> 00:08:56.320]  就想給他媽媽看
[00:08:56.320 --> 00:08:57.240]  問他媽媽
[00:08:57.240 --> 00:09:00.160]  媽媽你覺得漂亮嗎
[00:09:00.160 --> 00:09:02.440]  那個媽媽看的時候
[00:09:02.440 --> 00:09:04.800]  其實她就不是很想看
[00:09:04.800 --> 00:09:06.080]  看得出她的樣子
[00:09:06.080 --> 00:09:08.000]  因為她的人就戳著手機
[00:09:08.000 --> 00:09:09.080]  不斷地戳
[00:09:09.080 --> 00:09:11.440]  但是她的女兒就在這裏
[00:09:11.440 --> 00:09:15.080]  去到打斷她戳手機的過程
[00:09:15.080 --> 00:09:17.080]  就說媽媽漂亮嗎
[00:09:17.080 --> 00:09:19.120]  接著媽媽手眉一望
[00:09:19.120 --> 00:09:20.960]  望一望那幅畫
[00:09:20.960 --> 00:09:22.360]  嘩 成這樣的
[00:09:22.360 --> 00:09:23.600]  這樣都可以
[00:09:23.600 --> 00:09:24.960]  接著就不理她
[00:09:24.960 --> 00:09:27.240]  繼續戳那部手機
[00:09:27.240 --> 00:09:28.520]  這件事情
[00:09:28.520 --> 00:09:30.360]  對那個小朋友長大的時候
[00:09:30.360 --> 00:09:31.920]  都挺大的影響
[00:09:31.920 --> 00:09:33.720]  其實他長大之後
[00:09:33.720 --> 00:09:36.480]  其實他畫的畫其實都不錯的
[00:09:36.480 --> 00:09:37.800]  他畫得很漂亮
[00:09:37.800 --> 00:09:39.920]  他是一個很好的畫家
[00:09:39.920 --> 00:09:41.520]  但是因著他成長的過去
[00:09:41.520 --> 00:09:45.360]  他是沒有信心展示那幅畫
[00:09:45.360 --> 00:09:46.920]  去到別人面前
[00:09:46.920 --> 00:09:49.760]  他永遠都好像沒有信心那樣
[00:09:49.760 --> 00:09:51.520]  因為自己的自卑
[00:09:51.520 --> 00:09:54.560]  其實就打消了他進一步
[00:09:54.560 --> 00:09:57.000]  去到發展的念頭
[00:09:57.000 --> 00:09:58.760]  認為自己一定是不行的
[00:09:58.760 --> 00:10:00.440]  認為自己一定不好
[00:10:00.440 --> 00:10:03.200]  源自父母對他一種
[00:10:03.200 --> 00:10:04.800]  我們叫做否定
[00:10:04.800 --> 00:10:07.840]  那個否定不是因為他有什麼罪
[00:10:07.840 --> 00:10:08.800]  他畫一幅畫
[00:10:08.800 --> 00:10:10.200]  很想爸爸媽媽看看
[00:10:10.200 --> 00:10:12.480]  而他當時幼稚園畫的話
[00:10:12.480 --> 00:10:14.320]  只能夠畫到這個水平的話
[00:10:14.320 --> 00:10:16.000]  大家明白那個意思
[00:10:16.000 --> 00:10:18.360]  但是似乎一刪出來
[00:10:18.360 --> 00:10:20.360]  就好像有個原罪那樣
[00:10:20.360 --> 00:10:23.200]  總之你做什麼都是不滿意
[00:10:23.200 --> 00:10:27.640]  做什麼都博取不到一絲的掌聲
[00:10:27.640 --> 00:10:30.800]  對那個小朋友是很終生的影響
[00:10:30.800 --> 00:10:35.240]  冷漠是能夠形容這件事情
[00:10:35.240 --> 00:10:37.800]  可能他媽媽真的沒有心機看那幅畫
[00:10:37.800 --> 00:10:40.360]  又或者對別人的否定
[00:10:40.360 --> 00:10:43.240]  有時候大家不要責怪媽媽
[00:10:43.240 --> 00:10:46.920]  因為有時候她也有她的媽媽
[00:10:46.920 --> 00:10:48.400]  她也有她的成長
[00:10:48.400 --> 00:10:50.400]  她也有她成長的過去
[00:10:50.400 --> 00:10:52.800]  有時候她對別人的否定
[00:10:52.800 --> 00:10:56.240]  某程度上可能透過否定別人
[00:10:56.240 --> 00:10:57.400]  去肯定自己
[00:10:57.400 --> 00:10:59.320]  大家明白那個動機
[00:10:59.320 --> 00:11:00.720]  有時候你不能怪她
[00:11:00.720 --> 00:11:04.680]  那個罪性似乎好像一代又一代
[00:11:04.680 --> 00:11:07.800]  一代又一代這樣傳遞下去
[00:11:07.800 --> 00:11:08.720]  是來自什麼
[00:11:08.720 --> 00:11:10.880]  來自上一代的遺憾傳遞給你
[00:11:10.880 --> 00:11:14.520]  你又沒有調節好又傳到下一代的情況底下
[00:11:14.520 --> 00:11:16.240]  大家覺得是不是很可悲
[00:11:16.240 --> 00:11:17.760]  其實也是很可悲
[00:11:17.760 --> 00:11:20.200]  好像一個原罪的感覺
[00:11:20.200 --> 00:11:22.880]  不過我今天來到這個崇拜裡面
[00:11:22.880 --> 00:11:24.280]  我介紹給大家
[00:11:24.280 --> 00:11:30.800]  原來真正的福音不相信原罪
[00:11:30.800 --> 00:11:33.800]  只是相信原愛
[00:11:33.800 --> 00:11:35.360]  不是原罪
[00:11:35.360 --> 00:11:37.240]  而是原愛
[00:11:37.240 --> 00:11:39.040]  這個是起初的愛
[00:11:39.040 --> 00:11:43.600]  我是在PowerPoint打了盧雲的一句話
[00:11:43.600 --> 00:11:48.520]  這句話是耶穌基督愛你的原初的愛
[00:11:48.520 --> 00:11:50.720]  在你能夠愛任何人
[00:11:50.720 --> 00:11:53.680]  又或者接受任何人愛你以前
[00:11:53.680 --> 00:11:55.360]  我就已經愛你
[00:11:55.360 --> 00:11:59.320]  這句話對一個人來說是何等的震撼
[00:11:59.320 --> 00:12:00.680]  我已經接納你
[00:12:00.680 --> 00:12:01.960]  你是蒙越納的
[00:12:01.960 --> 00:12:02.840]  你是蒙愛
[00:12:02.840 --> 00:12:06.960]  無論你是媽媽、爸爸、兄弟、姐妹
[00:12:06.960 --> 00:12:10.760]  學校、教會、社會對你做過什麼都好
[00:12:10.760 --> 00:12:12.360]  我都這麼愛你
[00:12:12.360 --> 00:12:14.120]  你在我的愛中而生
[00:12:14.120 --> 00:12:16.800]  因為愛我命定你存在
[00:12:16.800 --> 00:12:21.840]  就是說你的存在不是因為存在就是罪
[00:12:21.840 --> 00:12:23.040]  而是用一個理解
[00:12:23.040 --> 00:12:28.680]  你的存在就是因為愛的緣故
[00:12:28.680 --> 00:12:31.320]  因為愛我宣告你的出世
[00:12:31.320 --> 00:12:34.520]  你是我愛的體驗的呈現
[00:12:34.520 --> 00:12:39.440]  在我裡面沒有憎恨、沒有報復、沒有怨恨
[00:12:39.440 --> 00:12:41.840]  沒有任何事物要排斥你
[00:12:41.840 --> 00:12:46.040]  我愛你就是足夠的原因
[00:12:46.040 --> 00:12:52.080]  因為耶穌基督透過使徒約翰說了這句話
[00:12:52.080 --> 00:12:54.200]  我們試試一起讀
[00:12:54.200 --> 00:12:57.000]  1、2、3
[00:12:57.000 --> 00:13:02.760]  「你們要彼此相愛,因為我先愛你們。」
[00:13:02.760 --> 00:13:08.880]  「先愛你們」這件事是沒有說到條件的
[00:13:08.880 --> 00:13:10.400]  我們人世間是說條件的
[00:13:10.400 --> 00:13:13.160]  為什麼我愛你?因為你要乖
[00:13:13.160 --> 00:13:16.120]  為什麼我愛你?因為你要聰明
[00:13:16.120 --> 00:13:19.320]  為什麼我要獎iPhone給你?因為你要考第一
[00:13:19.320 --> 00:13:21.440]  我們人世間是說條件的
[00:13:21.440 --> 00:13:25.200]  如果一說條件,這個愛就不是原愛
[00:13:25.200 --> 00:13:26.880]  這個是條件的愛
[00:13:26.880 --> 00:13:30.960]  原愛就是因為你是你,所以我愛你
[00:13:30.960 --> 00:13:34.400]  因為我愛你,為什麼?就是因為我愛你
[00:13:34.400 --> 00:13:38.040]  其實這個就是一種我們叫做原愛的人
[00:13:38.040 --> 00:13:39.640]  我想大家明白的
[00:13:39.640 --> 00:13:42.960]  神的愛就好像無盡的金錢
[00:13:42.960 --> 00:13:44.280]  舉個例子
[00:13:44.280 --> 00:13:46.400]  一個充滿愛的人
[00:13:46.400 --> 00:13:48.920]  是讓那個人變得豁達的
[00:13:48.920 --> 00:13:50.240]  我不知道大家明白
[00:13:50.240 --> 00:13:55.480]  你想像你人生裡面有無限的金錢
[00:13:55.480 --> 00:13:58.760]  這裡在座當中有誰是有無限的金錢的?
[00:13:58.760 --> 00:14:01.120]  我想應該沒有人舉手
[00:14:01.120 --> 00:14:03.320]  無限的金錢就是infinity
[00:14:03.320 --> 00:14:04.600]  大家知道什麼是infinity
[00:14:04.600 --> 00:14:05.760]  沒有人做得到
[00:14:05.760 --> 00:14:08.920]  如果你真的有無限的金錢
[00:14:08.920 --> 00:14:12.040]  你不小心跌了一千萬
[00:14:12.040 --> 00:14:14.520]  你不會覺得心痛
[00:14:14.520 --> 00:14:16.640]  同意嗎?同意
[00:14:16.640 --> 00:14:18.160]  為什麼?
[00:14:18.160 --> 00:14:21.960]  就因為一千萬over infinity是等於零
[00:14:21.960 --> 00:14:24.320]  大家明白那個數學是怎麼計算的
[00:14:24.320 --> 00:14:28.480]  如果你的人生裡面有無限的愛
[00:14:28.480 --> 00:14:31.280]  你是很有愛去包圍的話
[00:14:31.280 --> 00:14:35.000]  你又何須去介意在你生命裡面
[00:14:35.000 --> 00:14:38.680]  更加爭取更多愛在你的生命裡面
[00:14:38.680 --> 00:14:40.480]  若然我有無限的愛
[00:14:40.480 --> 00:14:43.440]  我又不需要透過一些骯髒招數
[00:14:43.440 --> 00:14:45.400]  去增加那些愛
[00:14:45.400 --> 00:14:48.000]  我九十八分
[00:14:48.000 --> 00:14:50.960]  你九十六分?我九十八分
[00:14:50.960 --> 00:14:54.600]  用這些招數去增加更多的愛
[00:14:54.600 --> 00:14:55.880]  更多的肯定
[00:14:55.880 --> 00:14:57.280]  更多的接納
[00:14:57.280 --> 00:14:58.440]  你不需要
[00:14:58.440 --> 00:15:02.600]  因為你已經有無限的肯定和愛
[00:15:02.600 --> 00:15:06.040]  而當我們有無限的肯定和愛的時候
[00:15:06.040 --> 00:15:08.160]  我們的人生就活得什麼呢?
[00:15:08.160 --> 00:15:13.720]  活得豁達和自由和奔放
[00:15:13.720 --> 00:15:18.960]  我又何須介意我要付出一個更大的愛給你
[00:15:18.960 --> 00:15:22.880]  因為我又何須介意耗費一千萬給你
[00:15:22.880 --> 00:15:24.120]  原因是什麼?
[00:15:24.120 --> 00:15:26.120]  原因我是有無限的錢
[00:15:26.120 --> 00:15:27.920]  愛就像錢
[00:15:27.920 --> 00:15:30.680]  我又何須介意跟你計較
[00:15:30.680 --> 00:15:33.640]  你愛我今天,我要愛你明天
[00:15:33.640 --> 00:15:37.520]  你要愛我初一,我就要愛你十五
[00:15:37.520 --> 00:15:39.760]  我們亦都……好像不是這樣比喻
[00:15:39.760 --> 00:15:40.760]  不過anyway
[00:15:40.760 --> 00:15:43.640]  我們明白我們不是需要用來愛交換
[00:15:43.640 --> 00:15:44.680]  不需要
[00:15:44.680 --> 00:15:46.960]  愛就變得豁達、瀟灑
[00:15:46.960 --> 00:15:49.720]  和不需要跟你斤斤計較
[00:15:49.720 --> 00:15:54.560]  究竟我們的人生是可以怎樣活出這個人生
[00:15:54.560 --> 00:15:57.480]  大家明白一個人的價值
[00:15:57.480 --> 00:16:00.320]  一個人的價值其實很簡單
[00:16:00.320 --> 00:16:04.880]  就是只要一個物件的價值取決於
[00:16:04.880 --> 00:16:10.560]  有沒有人用某個價錢去買那件物件
[00:16:10.560 --> 00:16:13.760]  就決定那件物件的價值
[00:16:13.760 --> 00:16:14.960]  大家明白
[00:16:14.960 --> 00:16:19.360]  我記得以前有一個明星穿一雙襪
[00:16:19.360 --> 00:16:21.800]  那雙襪本來只是二十元
[00:16:21.800 --> 00:16:26.400]  但自從他穿上之後就變成一百萬
[00:16:26.400 --> 00:16:28.000]  你是不是覺得很誇張
[00:16:28.000 --> 00:16:30.360]  真的有人用一百萬去買
[00:16:30.360 --> 00:16:32.960]  你就說那雙襪值一百萬
[00:16:32.960 --> 00:16:36.920]  其實就是有多少人用多少錢買那件物件
[00:16:36.920 --> 00:16:38.360]  就等於那件物件的價值
[00:16:38.360 --> 00:16:40.640]  大家明白這件事情嗎?
[00:16:40.640 --> 00:16:41.800]  如果我們說
[00:16:41.800 --> 00:16:43.080]  我們的人生
[00:16:43.080 --> 00:16:46.760]  耶穌基督為了我們釘十字架
[00:16:46.760 --> 00:16:52.560]  這件事用他的血來買了我這個人
[00:16:52.560 --> 00:16:57.320]  這件事在世界上任何價值都沒有辦法能夠換取
[00:16:57.320 --> 00:16:59.520]  因為是最高的價值
[00:16:59.520 --> 00:17:07.240]  我們又何苦將自己賤賣給那一千萬
[00:17:07.240 --> 00:17:08.360]  那二千萬
[00:17:08.360 --> 00:17:09.960]  那三千萬
[00:17:09.960 --> 00:17:13.280]  賤賣自己給那個分數
[00:17:13.280 --> 00:17:14.240]  那個名譽
[00:17:14.240 --> 00:17:15.120]  那個地位
[00:17:15.120 --> 00:17:15.960]  那個掌聲
[00:17:15.960 --> 00:17:17.160]  我們不需要
[00:17:17.160 --> 00:17:19.680]  因為我們心裡面已經豁達
[00:17:19.680 --> 00:17:21.440]  瀟灑和滿足
[00:17:21.440 --> 00:17:22.360]  如果這樣的話
[00:17:22.360 --> 00:17:23.720]  你的人生是自由
[00:17:23.720 --> 00:17:25.200]  你的人生是奔放
[00:17:25.200 --> 00:17:26.040]  原因就是
[00:17:26.040 --> 00:17:31.240]  你不需要用別人期望的你
[00:17:31.240 --> 00:17:33.680]  去活著你的人生
[00:17:33.680 --> 00:17:35.040]  別人期望你這樣活著
[00:17:35.040 --> 00:17:37.040]  你就這樣活著
[00:17:37.040 --> 00:17:38.880]  接著有一個人出價更高
[00:17:38.880 --> 00:17:40.000]  期望你這樣活著
[00:17:40.000 --> 00:17:41.040]  你就這樣活著
[00:17:41.040 --> 00:17:44.360]  你的人是失去自己
[00:17:44.360 --> 00:17:45.760]  是失去了自己
[00:17:45.760 --> 00:17:47.680]  但如果你認識耶穌基督
[00:17:47.680 --> 00:17:51.360]  祂用最重要的價值買了你的時候
[00:17:51.360 --> 00:17:54.200]  你的人生變得豁達和開朗
[00:17:54.200 --> 00:17:55.320]  所以一句話
[00:17:55.320 --> 00:17:56.920]  我是很相信
[00:17:56.920 --> 00:17:59.680]  一個充滿愛的人
[00:17:59.680 --> 00:18:04.280]  才能夠活出真我
[00:18:04.280 --> 00:18:07.360]  我們要珍惜當下
[00:18:07.360 --> 00:18:09.720]  去到愛
[00:18:09.720 --> 00:18:11.960]  有時我面對我的媽媽
[00:18:11.960 --> 00:18:14.080]  我都要珍惜當下
[00:18:14.080 --> 00:18:15.720]  陪她買菜
[00:18:15.720 --> 00:18:16.760]  陪她吃飯
[00:18:16.760 --> 00:18:18.200]  我以前不會做
[00:18:18.200 --> 00:18:20.840]  因為我每次面對她
[00:18:20.840 --> 00:18:22.680]  她都問我那些問題
[00:18:22.680 --> 00:18:24.680]  問得很詳細
[00:18:24.680 --> 00:18:25.960]  以至很緊張
[00:18:25.960 --> 00:18:27.480]  我每一個細節
[00:18:27.480 --> 00:18:28.520]  她都要知道
[00:18:28.520 --> 00:18:30.240]  就算我現在四十五歲
[00:18:30.240 --> 00:18:32.280]  我已經四十五歲了
[00:18:32.280 --> 00:18:35.040]  她都當我是五歲
[00:18:35.040 --> 00:18:37.000]  去到問我每一個細節
[00:18:37.000 --> 00:18:39.280]  有沒有打針
