
[00:00:00.000 --> 00:00:02.760]  面對生命試煉的時候
[00:04:24.800 --> 00:04:26.880]  但是有另一種的苦
[00:04:26.880 --> 00:04:28.480]  卻是像細水長流
[00:04:28.480 --> 00:04:31.960]  點點滴滴地侵蝕你的信仰和生命
[00:04:31.960 --> 00:04:33.720]  在生活不同的範圍
[00:04:33.720 --> 00:04:36.760]  感覺到不舒適、不舒服被針對
[00:04:36.760 --> 00:04:40.160]  這些會令人很洩氣、很辛苦
[00:04:40.160 --> 00:04:43.120]  那種感受是持續的
[00:04:43.120 --> 00:04:45.200]  火之所以得人驚
[00:04:45.200 --> 00:04:48.640]  不是在燒那一刻那麼簡單
[00:04:48.640 --> 00:04:52.480]  它是之後一直持續要面對的事情
[00:04:52.480 --> 00:04:53.960]  彼得開宗明義地說
[00:04:53.960 --> 00:04:54.760]  就算是這樣
[00:04:54.760 --> 00:04:57.560]  你們不要覺得奇怪
[00:04:57.560 --> 00:05:00.280]  原本的文字是很清晰地表達的
[00:05:00.280 --> 00:05:03.480]  你們要停止有這個覺得奇怪的感受
[00:05:03.480 --> 00:05:05.840]  這些令你們的思念
[00:05:05.840 --> 00:05:06.920]  不是一些平常的事情
[00:05:06.920 --> 00:05:08.840]  不是一些很奇怪的事情
[00:05:08.840 --> 00:05:12.040]  他來到是為了要試驗你們
[00:05:12.040 --> 00:05:14.200]  是很正常的
[00:05:14.200 --> 00:05:15.400]  彼得告訴弟兄姊妹
[00:05:15.400 --> 00:05:20.880]  你受苦是為了你的好處而發生的
[00:05:20.880 --> 00:05:23.000]  原來彼得想說的就是
[00:05:23.000 --> 00:05:24.920]  上帝會給一些你受苦的日子
[00:05:24.920 --> 00:05:27.240]  作為禮物給你
[00:05:27.240 --> 00:05:30.280]  為了要你生命有轉化
[00:05:30.280 --> 00:05:32.760]  有廉靜
[00:05:32.760 --> 00:05:34.640]  現在是十月底了
[00:05:34.640 --> 00:05:39.000]  孩子們應該都開了兩個月學了
[00:05:39.000 --> 00:05:40.480]  有些學校一上學
[00:05:40.480 --> 00:05:42.360]  老師就跟學生說
[00:05:42.360 --> 00:05:45.320]  今個學期你們好好地去溫習讀書
[00:05:45.320 --> 00:05:46.480]  要預備了
[00:05:46.480 --> 00:05:48.800]  接下來有大的考試
[00:05:48.800 --> 00:05:52.040]  我就會不定期地突擊小測
[00:05:52.040 --> 00:05:54.560]  到時突然間你上學發現要測驗
[00:05:54.560 --> 00:05:57.400]  不要覺得奇怪
[00:05:57.400 --> 00:05:59.160]  學生知道有些突擊測驗
[00:05:59.160 --> 00:06:00.920]  當然是耳熬熬的
[00:06:00.920 --> 00:06:02.960]  但老師是否想作弄他們呢?
[00:06:02.960 --> 00:06:04.680]  當然不是
[00:06:04.680 --> 00:06:06.280]  老師是為了讓學生
[00:06:06.280 --> 00:06:09.160]  能夠知道透過這些小測
[00:06:09.160 --> 00:06:11.640]  發現有哪些地方他學不懂
[00:06:11.640 --> 00:06:13.680]  或者他概念錯了
[00:06:13.680 --> 00:06:16.080]  糾正了以至將他所學的
[00:06:16.080 --> 00:06:19.920]  真的記在他的腦裏
[00:06:19.920 --> 00:06:23.600]  老師是為學生提供一個成長的機會
[00:06:23.600 --> 00:06:26.280]  他將這些測試的日子作為禮物
[00:06:26.280 --> 00:06:28.320]  送給同學
[00:06:28.320 --> 00:06:30.280]  以致他們能夠在將來應付
[00:06:30.280 --> 00:06:34.360]  真正很厲害的公開考試
[00:06:34.360 --> 00:06:36.280]  頂尖的我們在生命當中遇到
[00:06:36.280 --> 00:06:38.440]  受苦的日子
[00:06:38.440 --> 00:06:41.200]  有如火一般的試煉
[00:06:41.200 --> 00:06:42.720]  是考驗
[00:06:42.720 --> 00:06:43.800]  你不要覺得意外
[00:06:43.800 --> 00:06:44.640]  不要覺得古怪
[00:06:44.640 --> 00:06:45.720]  不要覺得沒有意義
[00:06:45.720 --> 00:06:47.960]  因為這些試煉是為了帶給你有
[00:06:47.960 --> 00:06:50.960]  真正的成長和學習
[00:06:50.960 --> 00:06:57.800]  是神給你和我的禮物
[00:06:57.800 --> 00:06:59.200]  但因為這些事的發生
[00:06:59.200 --> 00:07:02.000]  我們其實不單止停留在那個苦
[00:07:02.000 --> 00:07:03.480]  和我們的關係上
[00:07:03.480 --> 00:07:06.000]  我們還要發現一件更重要的事
[00:07:06.000 --> 00:07:07.440]  請你幫我讀第十三節
[00:07:07.440 --> 00:07:08.600]  預備起
[00:07:08.600 --> 00:07:11.360]  「你們反而要喜樂
[00:07:11.360 --> 00:07:13.400]  因為你們既然在
[00:07:13.400 --> 00:07:16.480]  基督所受的苦上有法
[00:07:16.480 --> 00:07:21.040]  且若你們再怕地平遙天邊的時候
[00:07:21.040 --> 00:07:24.280]  也可以大大喜樂」
[00:07:24.280 --> 00:07:30.160]  經文說「你是在基督所受的苦上有份」
[00:07:30.160 --> 00:07:32.040]  「有份」這個字很重要
[00:07:32.040 --> 00:07:36.200]  讓你知道自己正在走對的路
[00:07:36.200 --> 00:07:39.120]  十多年前我和一位弟兄
[00:07:39.120 --> 00:07:44.800]  被稱為天下第一奇山的黃山爬山
[00:07:44.800 --> 00:07:47.040]  黃山有一個特別的景色
[00:07:47.040 --> 00:07:49.560]  就是雲海
[00:07:49.560 --> 00:07:51.600]  這個雲海在山頂上看的時候
[00:07:51.600 --> 00:07:53.800]  就像大海大浪翻騰一樣
[00:07:53.800 --> 00:07:54.560]  很美的
[00:07:54.560 --> 00:07:57.600]  旅遊書都有介紹
[00:07:57.600 --> 00:08:00.400]  我和弟兄很期待去看這個雲海
[00:08:00.400 --> 00:08:02.160]  不過要看到雲海
[00:08:02.160 --> 00:08:06.120]  就要找一些溫差很大的時間
[00:08:06.120 --> 00:08:07.480]  濕度又夠的
[00:08:07.480 --> 00:08:09.080]  譬如剛剛下完雨
[00:08:09.080 --> 00:08:11.360]  就會有機會看到
[00:08:11.360 --> 00:08:15.080]  其中一個好的時間就是日出
[00:08:15.080 --> 00:08:20.800]  於是我們兩個凌晨離開山腰的旅館
[00:08:20.800 --> 00:08:23.600]  開始去爬梯級
[00:08:23.600 --> 00:08:26.800]  希望爬到其中一個山峰上
[00:08:26.800 --> 00:08:29.280]  山谷上的溫差很大
[00:08:29.280 --> 00:08:30.840]  很冷
[00:08:30.840 --> 00:08:31.920]  因為要濕
[00:08:31.920 --> 00:08:33.160]  所以路面都很濕滑
[00:08:33.160 --> 00:08:35.160]  石級又窄
[00:08:35.160 --> 00:08:36.920]  旁邊已經是懸崖峭壁
[00:08:36.920 --> 00:08:38.880]  其實都很危險
[00:08:38.880 --> 00:08:40.920]  我們兩個當時沒有GPS
[00:08:40.920 --> 00:08:42.800]  沒有Google Map
[00:08:42.800 --> 00:08:44.800]  都拿著一張小小的地圖
[00:08:44.800 --> 00:08:48.080]  很簡陋地找出入口
[00:08:48.080 --> 00:08:49.400]  去到一個轉角位
[00:08:49.400 --> 00:08:51.720]  我們看到有一群人在前面
[00:08:51.720 --> 00:08:56.320]  似乎他們都是向著日出雲海的方向走
[00:08:56.320 --> 00:08:59.520]  於是我們就跟著這群人
[00:08:59.520 --> 00:09:02.360]  他們都是跟我們一樣走得很辛苦
[00:09:02.360 --> 00:09:05.720]  他們所揹的相機背包比我們兩個揹的更大
[00:09:05.720 --> 00:09:08.640]  拿著腳架和不同的攝影器材
[00:09:08.640 --> 00:09:10.400]  我們一直這樣走
[00:09:10.400 --> 00:09:12.240]  過了差不多一個小時
[00:09:12.240 --> 00:09:14.640]  我們就去到一個山峰的位置
[00:09:14.640 --> 00:09:15.840]  設好器材
[00:09:15.840 --> 00:09:17.720]  預備等日出
[00:09:17.720 --> 00:09:18.800]  日出一來
[00:09:18.800 --> 00:09:20.680]  那個雲海真的很美
[00:09:20.680 --> 00:09:22.560]  真的好像大浪翻騰一樣
[00:09:22.560 --> 00:09:25.600]  我們一直這樣拍
[00:09:25.600 --> 00:09:28.960]  當日光慢慢照射到周圍有光的時候
[00:09:28.960 --> 00:09:32.640]  我就望一望在我們前面的那一群人
[00:09:32.640 --> 00:09:37.640]  原來他們個個都拿著很厲害的頂級攝錄機
[00:09:37.640 --> 00:09:39.760]  身上還有一個牌寫著
[00:09:39.760 --> 00:09:43.320]  World Famous Photographer
[00:09:43.320 --> 00:09:45.880]  世界級的攝影師團隊
[00:09:45.880 --> 00:09:49.200]  特意來這裡拍攝黃山的雲海
[00:09:49.200 --> 00:09:50.800]  我和弟兄很高興
[00:09:50.800 --> 00:09:53.120]  因為我們知道我們走對了路
[00:09:53.120 --> 00:09:54.760]  去對了位置
[00:09:54.760 --> 00:09:58.640]  在世界頂級的攝影師的位置一起去拍攝雲海
[00:09:58.640 --> 00:10:01.200]  後來雲海的高清片段
[00:10:01.200 --> 00:10:04.200]  真的在一些紀錄片裏面看到
[00:10:04.200 --> 00:10:05.800]  走這段山路很辛苦
[00:10:05.800 --> 00:10:10.240]  但你知道你去到山頂會大大喜樂
[00:10:10.240 --> 00:10:10.840]  是的,弟兄姐妹
[00:10:10.840 --> 00:10:13.280]  我們的人生路是會有艱苦的
[00:10:13.280 --> 00:10:16.880]  但你知道前面有基督走過的路
[00:10:16.880 --> 00:10:18.840]  它不單是World Famous
[00:10:18.840 --> 00:10:20.240]  它是我們的主
[00:10:20.240 --> 00:10:23.120]  它尚且是走這條受苦的路
[00:10:23.120 --> 00:10:25.440]  當我們在地上經驗到
[00:10:25.440 --> 00:10:28.240]  基督在地上所遭遇的苦
[00:10:28.240 --> 00:10:32.440]  那些辱罵、惡待、排擠
[00:10:32.440 --> 00:10:35.560]  你會知道你走對了路
[00:10:35.560 --> 00:10:38.920]  你有份在這個懟裂之中
[00:10:38.920 --> 00:10:41.840]  你走對了
[00:10:41.840 --> 00:10:45.240]  曾經有一次我去一個團契問弟兄姐妹
[00:10:45.240 --> 00:10:47.560]  你覺得去到人生最後的時刻
[00:10:47.560 --> 00:10:51.800]  甚麼是生命裏面一定要有的?
[00:10:51.800 --> 00:10:54.320]  十個有十個弟兄姐妹都懂得回答
[00:10:54.320 --> 00:10:56.920]  要有耶穌
[00:10:56.920 --> 00:11:00.120]  要和耶穌有份
[00:11:00.120 --> 00:11:01.120]  是的
[00:11:01.120 --> 00:11:05.400]  但這個「知道」有沒有反映在我們今天
[00:11:05.400 --> 00:11:09.640]  你和我大大小小生命的抉擇裏面呢?
[00:11:09.640 --> 00:11:11.600]  我們所做的是不是有份於基督?
[00:11:11.600 --> 00:11:14.320]  或者我反過來問
[00:11:14.320 --> 00:11:17.880]  我們知道我們作為信徒是在世上寄居的
[00:11:17.880 --> 00:11:19.840]  有一個榮美的家鄉等待我們
[00:11:19.840 --> 00:11:22.760]  我們在這生就是走向這個榮美的家鄉
[00:11:22.760 --> 00:11:25.400]  這個「知道」有沒有化為我們今天
[00:11:25.400 --> 00:11:27.640]  擺我們人生方向
[00:11:27.640 --> 00:11:30.440]  抉擇裏面的原則呢?
[00:11:30.440 --> 00:11:33.320]  抑或其實我們一直累積人生的抉擇
[00:11:33.320 --> 00:11:36.000]  都是和這個最終的目標
[00:11:36.000 --> 00:11:37.320]  要入到天家
[00:11:37.320 --> 00:11:42.360]  要與基督有份的最重要的事情
[00:11:42.360 --> 00:11:43.800]  是相違背的
[00:11:43.800 --> 00:11:47.360]  甚至是漸行漸遠的呢?
[00:11:47.360 --> 00:11:50.320]  你怎樣知道自己走得對呢?
[00:11:50.320 --> 00:11:53.720]  就是你會像基督那樣受苦
[00:11:53.720 --> 00:11:55.800]  這是一個明顯的信號
[00:11:55.800 --> 00:11:56.640]  如果是這樣的話
[00:11:56.640 --> 00:12:00.440]  我們還是極力避免為了信仰而受苦
[00:12:00.440 --> 00:12:04.480]  又是一個怎樣的狀態呢?
[00:12:04.480 --> 00:12:07.160]  因為基督的名被辱罵
[00:12:07.160 --> 00:12:09.280]  我們可以喜樂
[00:12:09.280 --> 00:12:13.080]  因為我們知道我們走得對
[00:12:13.080 --> 00:12:17.520]  在第十四節繼續這樣說
[00:12:17.520 --> 00:12:21.000]  「你們若為基督的名被人辱罵
[00:12:21.000 --> 00:12:23.320]  就有福」
[00:12:23.320 --> 00:12:25.920]  這個福是預了給你的
[00:12:25.920 --> 00:12:29.000]  但這個過程是你會經歷被人辱罵
[00:12:29.000 --> 00:12:33.000]  因為基督的名被辱罵
[00:12:33.000 --> 00:12:36.520]  亦證明了你身上有神的靈
[00:12:36.520 --> 00:12:39.240]  因為受苦所以喜樂我們明白了
[00:12:39.240 --> 00:12:43.280]  但因為被罵所以有福
[00:12:43.280 --> 00:12:45.000]  其實我們不是很喜歡
[00:12:45.000 --> 00:12:46.640]  但因為基督的名字
[00:12:46.640 --> 00:12:47.240]  你被人辱罵
[00:12:47.240 --> 00:12:48.920]  這就是福氣的證據
[00:12:48.920 --> 00:12:51.320]  證明了神的靈停留
[00:12:51.320 --> 00:12:52.280]  安歇
[00:12:52.280 --> 00:12:53.920]  駐紮在你的生命裏面
[00:12:53.920 --> 00:12:55.560]  不離開
[00:12:55.560 --> 00:12:57.520]  有英文譯本譯得好
[00:12:57.520 --> 00:12:59.920]  當你被人辱罵
[00:12:59.920 --> 00:13:02.280]  你要當這是福氣
[00:13:02.280 --> 00:13:04.840]  因為表示神的靈真的在你身上
[00:13:04.840 --> 00:13:09.920]  以致吸引了一些人來針對你
[00:13:09.920 --> 00:13:11.400]  聖靈在你身上
[00:13:11.400 --> 00:13:14.200]  以致你被不信的人留意到
[00:13:14.200 --> 00:13:17.760]  因此你被針對
[00:13:17.760 --> 00:13:20.640]  是因為基督的關係
[00:13:20.640 --> 00:13:21.600]  你可能會問
[00:13:21.600 --> 00:13:24.840]  我面對一些苦況
[00:13:24.840 --> 00:13:26.440]  別人對我不好
[00:13:26.440 --> 00:13:29.880]  是否等於我跟隨耶穌走對路呢?
[00:13:29.880 --> 00:13:33.280]  彼得就是知道有些人分不清楚
[00:13:33.280 --> 00:13:36.080]  於是他在第十五節這樣說
[00:13:36.080 --> 00:13:37.000]  我請你幫我讀
[00:13:37.000 --> 00:13:38.280]  預備起
[00:13:38.280 --> 00:13:42.600]  「你們不能以為自己是獨裁的人
[00:13:42.600 --> 00:13:44.600]  偷私、貪污
[00:13:44.600 --> 00:13:48.160]  或因為好管閒事而受苦」
[00:13:48.160 --> 00:13:49.920]  彼得說你不要因為天真
[00:13:49.920 --> 00:13:51.840]  將你所有一切遇到的苦難
[00:13:51.840 --> 00:13:53.960]  困難、痛苦被限制
[00:13:53.960 --> 00:13:57.080]  就直接當是為基督受苦
[00:13:57.080 --> 00:13:58.840]  要留意去分辨
[00:13:58.840 --> 00:14:00.120]  要作出區別
[00:14:00.120 --> 00:14:01.760]  有些生命所承受的苦
[00:14:01.760 --> 00:14:05.240]  只是人的選擇帶來的後果
[00:14:05.240 --> 00:14:07.040]  剛才我說我中學時
[00:14:07.040 --> 00:14:09.560]  手被火燒傷
[00:14:09.560 --> 00:14:11.440]  為何我會燒傷手呢?
[00:14:11.440 --> 00:14:15.720]  中秋節玩煲臘
[00:14:15.720 --> 00:14:17.840]  在燒那堆很熱的臘時
[00:14:17.840 --> 00:14:19.280]  突然有些水淋下去
[00:14:19.280 --> 00:14:23.120]  一聲火就燒傷了手
[00:14:23.120 --> 00:14:25.040]  我感恩我只是燒到表皮
[00:14:25.040 --> 00:14:26.800]  沒有燒到真皮
[00:14:26.800 --> 00:14:30.160]  後來手也需要比較長的時間康復
[00:14:30.160 --> 00:14:33.160]  但就很容易爆插、敏感
[00:14:33.160 --> 00:14:35.960]  這是我要承受的後果
[00:14:35.960 --> 00:14:37.160]  我會否怨神
[00:14:37.160 --> 00:14:39.240]  為何你讓我燒傷手呢?
[00:14:39.240 --> 00:14:40.080]  我不可以怨人
[00:14:40.080 --> 00:14:42.720]  因為是我自己選擇的行動
[00:14:42.720 --> 00:14:47.400]  這些苦是我自己帶來給自己的
[00:14:47.400 --> 00:14:51.360]  信徒因為做壞事而被辱罵針對
[00:14:51.360 --> 00:14:56.320]  這些不是基督徒應該要受的苦
[00:14:56.320 --> 00:14:59.600]  但你說殺人、偷竊、行惡
[00:14:59.600 --> 00:15:04.040]  為何彼得會刻意提及這幾件事呢?
[00:15:04.040 --> 00:15:08.680]  你可以想像當時基督徒的生活是怎樣
[00:15:08.680 --> 00:15:10.760]  不是馬上鬥瘦腸
[00:15:10.760 --> 00:15:14.280]  但他在生活中周圍都被人排擠
[00:15:14.280 --> 00:15:16.080]  工作可能失去
[00:15:16.080 --> 00:15:17.560]  很多事情不和他做生意
[00:15:17.560 --> 00:15:19.280]  不和他做買賣
[00:15:19.280 --> 00:15:20.800]  生計不保
[00:15:20.800 --> 00:15:23.120]  在那個時候也被人罵
[00:15:23.120 --> 00:15:25.640]  被人針對、被人作弄
[00:15:25.640 --> 00:15:28.480]  甚至被人毒打
[00:15:28.480 --> 00:15:31.920]  到了某個時刻會否怒氣爆發?
[00:15:31.920 --> 00:15:34.200]  會否起殺意?
[00:15:34.200 --> 00:15:37.120]  會否因為沒有錢買食物
[00:15:37.120 --> 00:15:39.160]  唯有去偷?
[00:15:39.160 --> 00:15:41.680]  會否別人對你惡
[00:15:41.680 --> 00:15:42.840]  你要對他惡
[00:15:42.840 --> 00:15:44.840]  以惡報惡?
[00:15:44.840 --> 00:15:46.360]  別人罵你辱罵你
[00:15:46.360 --> 00:15:49.360]  你又以辱罵還辱罵
[00:15:49.360 --> 00:15:51.800]  你記得我們的金句嗎?
[00:15:51.800 --> 00:15:53.560]  這裡其中重提
[00:15:53.560 --> 00:15:57.520]  或許因為好管閒事而受苦
[00:15:57.520 --> 00:15:59.720]  好管閒事的意思就是
[00:15:59.720 --> 00:16:03.320]  自己封自己做別人生命的主教
[00:16:03.320 --> 00:16:06.400]  去指點別人的生命
[00:16:06.400 --> 00:16:10.640]  在別人的社群裡散佈謠言
[00:16:10.640 --> 00:16:14.920]  這些是否我們基督徒應該做的呢?
[00:16:14.920 --> 00:16:19.040]  我們應該成為怎樣的人呢?
[00:16:19.040 --> 00:16:21.560]  若果因為做了這些而傷害別人
[00:16:21.560 --> 00:16:24.040]  侵害別人的權益做壞事
[00:16:24.040 --> 00:16:26.240]  甚至製造謠言
[00:16:26.240 --> 00:16:28.240]  這樣招來別人的反擊
[00:16:28.240 --> 00:16:32.560]  針對這些絕對不是基督徒要受的苦
[00:16:32.560 --> 00:16:35.680]  不是基督徒要走的正路
[00:16:35.680 --> 00:16:37.120]  所以弟兄姊妹
[00:16:37.120 --> 00:16:38.200]  你在受苦當中
[00:16:38.200 --> 00:16:44.000]  你要發現自己是否在走這條正路上
[00:16:44.000 --> 00:16:45.760]  怎樣可以知道
[00:16:45.760 --> 00:16:46.640]  你打開聖經
[00:16:46.640 --> 00:16:48.880]  基督所走過的路
[00:16:48.880 --> 00:16:51.200]  有人說不讓我好管閒事
[00:16:51.200 --> 00:16:54.000]  是否等於我不要隨便幫人
[00:16:54.000 --> 00:16:55.520]  當然不是
[00:16:55.520 --> 00:16:57.600]  基督會不會幫人呢?
[00:16:57.600 --> 00:17:01.200]  你想起好撒瑪利亞人的故事嗎?
[00:17:01.200 --> 00:17:04.240]  在做過一切的事情當中
[00:17:04.240 --> 00:17:06.160]  你仍然有機會受苦
[00:17:06.160 --> 00:17:09.240]  但你是因為基督的名而受苦
[00:17:09.240 --> 00:17:12.640]  不是因為自己內裡的私慾
[00:17:12.640 --> 00:17:16.840]  內裡的罪性的爆發而引致的苦
[00:17:16.840 --> 00:17:18.840]  弟兄姊妹讓我們發現
[00:17:18.840 --> 00:17:22.520]  我們是否走在正路上
[00:17:22.520 --> 00:17:27.000]  我們應該怎樣面對生命的試煉呢?
[00:17:27.000 --> 00:17:29.240]  兩個選擇擺在你面前
[00:17:29.240 --> 00:17:33.960]  一是可以避開作為基督徒而受的挑戰
[00:17:33.960 --> 00:17:38.280]  另一個就是冒著作為基督徒而有的麻煩
[00:17:38.280 --> 00:17:41.240]  你其實知道怎樣選擇
[00:17:41.240 --> 00:17:43.400]  你知道哪一樣是榮耀神的
[00:17:43.400 --> 00:17:44.600]  所以最核心的實踐
[00:17:44.600 --> 00:17:46.440]  彼得在第十六節這樣說
[00:17:46.440 --> 00:17:47.320]  我又請你幫我讀
[00:17:47.320 --> 00:17:48.360]  預備起
[00:17:48.360 --> 00:17:53.080]  「但人若是因為作基督徒而受苦
[00:17:53.080 --> 00:17:55.160]  就不要受賄
[00:17:55.160 --> 00:17:59.120]  不要借著你的名單受賄」
[00:17:59.120 --> 00:18:02.520]  我特意標示了「基督徒」這三個字
[00:18:02.520 --> 00:18:04.200]  在全本的新約聖經裡
[00:18:04.200 --> 00:18:05.600]  只出現了三次
[00:18:05.600 --> 00:18:07.320]  兩次在《小行傳》
[00:18:07.320 --> 00:18:09.400]  一次在彼得前書
[00:18:09.400 --> 00:18:12.680]  因為這個字在當時表面的質疑
[00:18:12.680 --> 00:18:16.920]  是一些不好聽的花名
[00:18:16.920 --> 00:18:18.920]  「跟隨基督那一班人」
[00:18:18.920 --> 00:18:20.960]  這個也很文雅
[00:18:20.960 --> 00:18:23.160]  「基督那一黨人」
[00:18:23.160 --> 00:18:25.640]  其實在社會裡用這個名稱去稱呼
[00:18:25.640 --> 00:18:29.800]  就是表達對他們的鄙視
[00:18:29.800 --> 00:18:33.040]  但這個名字卻被群體轉化為
[00:18:33.040 --> 00:18:34.880]  一個代表著我們的價值身份
