
[00:00:00.000 --> 00:00:05.000]  我們先來讀戈林多前書第十章
[00:03:48.000 --> 00:03:50.000]  我們先看來猶太人
[00:03:50.000 --> 00:03:54.000]  猶太人是一個很特殊的民族
[00:03:54.000 --> 00:03:58.000]  他們一直是保持這個
[00:03:58.000 --> 00:04:01.000]  獨特的這個宗族習慣
[00:04:01.000 --> 00:04:04.000]  他有他的律法
[00:04:04.000 --> 00:04:07.000]  他總是跟外邦人
[00:04:07.000 --> 00:04:11.000]  跟衆人是分離的
[00:04:11.000 --> 00:04:14.000]  雖然他可以在幾千年中間
[00:04:14.000 --> 00:04:16.000]  經歷很多的苦難
[00:04:16.000 --> 00:04:17.000]  但是呢
[00:04:17.000 --> 00:04:19.000]  他一直沒有消滅
[00:04:19.000 --> 00:04:22.000]  這就好像在出外之際
[00:04:22.000 --> 00:04:26.000]  第三章提到摩西的礦業放養的時候
[00:04:26.000 --> 00:04:29.000]  看見有這個經濟
[00:04:29.000 --> 00:04:32.000]  有火燒這個經濟
[00:04:32.000 --> 00:04:35.000]  但是經濟卻是沒有被燒滅
[00:04:35.000 --> 00:04:38.000]  經濟的火焰這樣的意象呢
[00:04:38.000 --> 00:04:42.000]  就是代表就說到以色列
[00:04:42.000 --> 00:04:43.000]  以色列人
[00:04:43.000 --> 00:04:48.000]  他們雖然經過火的撕裂
[00:04:48.000 --> 00:04:52.000]  但是他們一直還是存留下來
[00:04:52.000 --> 00:04:54.000]  所以從亞波蘭一直開始
[00:04:54.000 --> 00:04:56.000]  我們可以看見
[00:04:56.000 --> 00:05:00.000]  到這個最後的世界結束的時候
[00:05:00.000 --> 00:05:04.000]  他們一直是保持是一個猶太人
[00:05:04.000 --> 00:05:06.000]  這是一個很特別的現象
[00:05:06.000 --> 00:05:09.000]  他們歷史也很悠久
[00:05:09.000 --> 00:05:10.000]  以色列人
[00:05:10.000 --> 00:05:13.000]  我們要從聖經看起來的話
[00:05:13.000 --> 00:05:15.000]  要是從亞波蘭算起的話
[00:05:15.000 --> 00:05:18.000]  差不多是
[00:05:18.000 --> 00:05:20.000]  祖前兩千年的時候
[00:05:20.000 --> 00:05:22.000]  差不多就有了
[00:05:22.000 --> 00:05:23.000]  到現在呢
[00:05:23.000 --> 00:05:26.000]  可能有四千年了
[00:05:26.000 --> 00:05:30.000]  那麼在他最好最好的時間
[00:05:30.000 --> 00:05:32.000]  一個黃金時代
[00:05:32.000 --> 00:05:36.000]  就是大魏王跟索羅門王的時候
[00:05:36.000 --> 00:05:37.000]  這是可以說
[00:05:37.000 --> 00:05:39.000]  以色列的黃金時代
[00:05:39.000 --> 00:05:41.000]  在這個黃金時代呢
[00:05:41.000 --> 00:05:45.000]  差不多是在祖前一千年的時候
[00:05:45.000 --> 00:05:49.000]  那麼比這個佛教還要早
[00:05:49.000 --> 00:05:51.000]  比孔子還要早
[00:05:51.000 --> 00:05:53.000]  比希臘的文化
[00:05:53.000 --> 00:05:56.000]  比蘇格拉底巴拉圖這些人還要早
[00:05:56.000 --> 00:05:58.000]  所以他是很早的
[00:05:58.000 --> 00:06:03.000]  一個很高級文化的這樣的一個民族
[00:06:03.000 --> 00:06:07.000]  他們對神的信仰也是非常早的
[00:06:07.000 --> 00:06:11.000]  所以這個是一個很特殊的民族
[00:06:11.000 --> 00:06:14.000]  雖然他們在世界上的歷史這麼悠久
[00:06:14.000 --> 00:06:18.000]  但他們經過的事情也是很多
[00:06:18.000 --> 00:06:21.000]  所以舊約可以說到
[00:06:21.000 --> 00:06:23.000]  就是講到他們的歷史
[00:06:23.000 --> 00:06:26.000]  他們是在公元前
[00:06:26.000 --> 00:06:29.000]  在祖前586年
[00:06:29.000 --> 00:06:32.000]  就是被巴比倫國滅掉的
[00:06:32.000 --> 00:06:35.000]  那麼到現在有兩千多年
[00:06:35.000 --> 00:06:37.000]  但是很奇妙
[00:06:37.000 --> 00:06:39.000]  你看到在1948年
[00:06:39.000 --> 00:06:41.000]  以色列復國了
[00:06:41.000 --> 00:06:43.000]  聯合國通過議案
[00:06:43.000 --> 00:06:47.000]  允許他們回到巴勒斯坦
[00:06:47.000 --> 00:06:51.000]  他們就成立了以色列國
[00:06:51.000 --> 00:06:53.000]  1948年
[00:06:53.000 --> 00:06:56.000]  那麼差不多有兩千五百年
[00:06:56.000 --> 00:06:58.000]  他們是亡國的
[00:06:58.000 --> 00:07:02.000]  他們就被趕散到世界各個地方
[00:07:02.000 --> 00:07:04.000]  世界上哪個地方有中國人
[00:07:04.000 --> 00:07:09.000]  世界上也有哪個地方就有猶太人
[00:07:09.000 --> 00:07:12.000]  所以這個你看見這個民族
[00:07:12.000 --> 00:07:14.000]  能夠保存這麼久
[00:07:14.000 --> 00:07:17.000]  就不是偶然的
[00:07:17.000 --> 00:07:21.000]  就是他們神保留他們
[00:07:21.000 --> 00:07:24.000]  所以這個是一個很特別的民族
[00:07:24.000 --> 00:07:26.000]  因爲在世界上
[00:07:26.000 --> 00:07:28.000]  從來沒有一個民族
[00:07:28.000 --> 00:07:33.000]  經過兩千多年的滅亡以後
[00:07:33.000 --> 00:07:34.000]  亡國以後
[00:07:34.000 --> 00:07:37.000]  還有再有起來的機會
[00:07:37.000 --> 00:07:42.000]  你可以看看美洲這些南美洲
[00:07:42.000 --> 00:07:45.000]  這個瑪雅文化
[00:07:45.000 --> 00:07:46.000]  很發達
[00:07:46.000 --> 00:07:47.000]  現在再找的話
[00:07:47.000 --> 00:07:50.000]  只能找到他幾個遺蹟
[00:07:50.000 --> 00:07:54.000]  就找不到他還能夠一個存在
[00:07:54.000 --> 00:07:58.000]  那麼你看見有很多的情形
[00:07:58.000 --> 00:08:00.000]  有的民族經過幾百年以後
[00:08:00.000 --> 00:08:03.000]  就是被同化了
[00:08:03.000 --> 00:08:05.000]  就被滅掉了
[00:08:05.000 --> 00:08:07.000]  那麼你看到
[00:08:07.000 --> 00:08:10.000]  這個只有以色列這樣的民族
[00:08:10.000 --> 00:08:12.000]  經過這麼多年
[00:08:12.000 --> 00:08:14.000]  他還能夠保留下來
[00:08:14.000 --> 00:08:18.000]  就不是他們自己有特別的本事
[00:08:18.000 --> 00:08:27.000]  那是神要保留他們
[00:08:27.000 --> 00:08:30.000]  那麼神爲什麼要揀選以色列
[00:08:30.000 --> 00:08:33.000]  神爲什麼揀選以色列
[00:08:33.000 --> 00:08:35.000]  因爲神要給以色列
[00:08:35.000 --> 00:08:39.000]  有四個使命
[00:08:39.000 --> 00:08:42.000]  神揀選以色列有目的的
[00:08:42.000 --> 00:08:45.000]  這個凡是揀選
[00:08:45.000 --> 00:08:48.000]  都有神的目的在裏頭的
[00:08:48.000 --> 00:08:51.000]  神不是無緣無故揀選一些人
[00:08:51.000 --> 00:08:53.000]  讓他們得到福氣
[00:08:53.000 --> 00:08:55.000]  他們就不需要做什麼事情
[00:08:55.000 --> 00:08:58.000]  他們就不需要負什麼責任
[00:08:58.000 --> 00:09:04.000]  神給以色列的使命有四個
[00:09:04.000 --> 00:09:06.000]  以色列被神揀選
[00:09:06.000 --> 00:09:11.000]  就是在世上都在拜偶像的時候
[00:09:11.000 --> 00:09:16.000]  神讓他們見證神是獨一的真神
[00:09:16.000 --> 00:09:19.000]  這是一個很重要的
[00:09:19.000 --> 00:09:21.000]  因爲你可以想象看
[00:09:21.000 --> 00:09:23.000]  自從人拜壞以後
[00:09:23.000 --> 00:09:25.000]  他們離開了神
[00:09:25.000 --> 00:09:31.000]  他們就去尋求這些偶像去拜假神
[00:09:31.000 --> 00:09:33.000]  雖然神有啓示
[00:09:33.000 --> 00:09:36.000]  可以記得所造的天地之物
[00:09:36.000 --> 00:09:38.000]  就能知道有位真神
[00:09:38.000 --> 00:09:44.000]  但是人被罪所迷惑
[00:09:44.000 --> 00:09:46.000]  他們就不認識真神
[00:09:46.000 --> 00:09:50.000]  反倒把受造之物當作神來敬拜
[00:09:50.000 --> 00:09:53.000]  這就是人在以前的話
[00:09:53.000 --> 00:09:55.000]  這種愚昧的情形
[00:09:55.000 --> 00:09:59.000]  一直在以色列以前
[00:09:59.000 --> 00:10:02.000]  很多人都不知道有位真神
[00:10:02.000 --> 00:10:04.000]  那麼以色列人他們有個使命
[00:10:04.000 --> 00:10:08.000]  就是要把這位真神向世上的人
[00:10:08.000 --> 00:10:10.000]  能夠見證出來
[00:10:10.000 --> 00:10:12.000]  這個神給他們使命
[00:10:12.000 --> 00:10:20.000]  所以在以色列書第43章第10節到第11節就說了
[00:10:20.000 --> 00:10:24.000]  他說爺爺話說你們是我的見證
[00:10:24.000 --> 00:10:26.000]  你們就值得以色列人
[00:10:26.000 --> 00:10:28.000]  他說你們是我的見證
[00:10:28.000 --> 00:10:30.000]  我所揀選的僕人
[00:10:30.000 --> 00:10:34.000]  你要明白我就是耶和華
[00:10:34.000 --> 00:10:37.000]  在我以前沒有真神
[00:10:37.000 --> 00:10:39.000]  在我以後也就沒有
[00:10:39.000 --> 00:10:41.000]  所以神揀選以色列人
[00:10:41.000 --> 00:10:45.000]  就讓他們把他們所信的耶和華
[00:10:45.000 --> 00:10:46.000]  這位真神
[00:10:46.000 --> 00:10:50.000]  向世界這些還沒有信的國家人民
[00:10:50.000 --> 00:10:52.000]  能夠見證出來
[00:10:52.000 --> 00:10:56.000]  叫他們也能夠來尋找真神
[00:10:56.000 --> 00:10:57.000]  第二個使命
[00:10:57.000 --> 00:11:01.000]  就是以色列被神揀選的
[00:11:01.000 --> 00:11:04.000]  就是要向萬國來顯明
[00:11:04.000 --> 00:11:09.000]  敬拜獨一真神的這個浩大的僕奉
[00:11:09.000 --> 00:11:12.000]  敬拜神敬拜真神
[00:11:12.000 --> 00:11:14.000]  有很大的僕奉
[00:11:14.000 --> 00:11:17.000]  你敬拜假神
[00:11:17.000 --> 00:11:21.000]  表面看起來好像有點負氣
[00:11:21.000 --> 00:11:23.000]  他會給你一點東西
[00:11:23.000 --> 00:11:27.000]  可是真實的他給的都不是真的東西
[00:11:27.000 --> 00:11:29.000]  都是一些暫時的
[00:11:29.000 --> 00:11:31.000]  很快就過去的
[00:11:31.000 --> 00:11:35.000]  有的人今生都不能夠完全享受的
[00:11:35.000 --> 00:11:38.000]  那就更說不上在離開世界以後
[00:11:38.000 --> 00:11:40.000]  他們還能得到什麼
[00:11:40.000 --> 00:11:44.000]  但是以色列人神給他們應許
[00:11:44.000 --> 00:11:47.000]  確實給他們一個浩大的
[00:11:47.000 --> 00:11:49.000]  範圍很廣的
[00:11:49.000 --> 00:11:51.000]  而且是個永遠的部分
[00:11:51.000 --> 00:11:57.000]  所以在聖命紀33章26-29節就說
[00:11:57.000 --> 00:12:00.000]  神就應許給他們
[00:12:00.000 --> 00:12:02.000]  說你要安然居住
[00:12:02.000 --> 00:12:07.000]  你要住在有五湖清酒的地方
[00:12:07.000 --> 00:12:10.000]  你的天要地下甘露
[00:12:10.000 --> 00:12:14.000]  以色列你是有福的
[00:12:14.000 --> 00:12:17.000]  耶和華是你的盾牌
[00:12:17.000 --> 00:12:18.000]  要幫助你
[00:12:18.000 --> 00:12:22.000]  你的仇敵也必然要投降你
[00:12:22.000 --> 00:12:24.000]  你看神給他們的福
[00:12:24.000 --> 00:12:27.000]  不管是天上的福
[00:12:27.000 --> 00:12:29.000]  降下甘露
[00:12:29.000 --> 00:12:30.000]  而且給他們的地上
[00:12:30.000 --> 00:12:33.000]  有五湖有清酒
[00:12:33.000 --> 00:12:36.000]  收穫是很豐富
[00:12:36.000 --> 00:12:40.000]  而且耶和華神是他們的盾牌
[00:12:40.000 --> 00:12:42.000]  保衛他們
[00:12:42.000 --> 00:12:45.000]  來攻擊他的仇敵也要向他投降
[00:12:45.000 --> 00:12:50.000]  所以你看到神給以色列的這些部分
[00:12:50.000 --> 00:12:51.000]  是很多的
[00:12:51.000 --> 00:12:53.000]  所以你看見在舊約歷史裏頭
[00:12:53.000 --> 00:12:57.000]  以色列人本來就是亞伯拉罕
[00:12:57.000 --> 00:12:59.000]  然後以後就有以撒
[00:12:59.000 --> 00:13:00.000]  有雅各
[00:13:00.000 --> 00:13:02.000]  然後有十二支派
[00:13:02.000 --> 00:13:05.000]  經過在埃及的四百多年
[00:13:05.000 --> 00:13:06.000]  他們出來的時候
[00:13:06.000 --> 00:13:09.000]  差不多有二百萬人左右
[00:13:09.000 --> 00:13:13.000]  他們就漸漸的勝過周圍的仇敵
[00:13:13.000 --> 00:13:16.000]  他們從埃及就進到迦南
[00:13:16.000 --> 00:13:19.000]  這是神賜給他們的福氣
[00:13:19.000 --> 00:13:21.000]  而且聖人允許
[00:13:21.000 --> 00:13:23.000]  叫他們都是聽從神的話
[00:13:23.000 --> 00:13:25.000]  他們就可以在那個地方
[00:13:25.000 --> 00:13:27.000]  長久居住
[00:13:27.000 --> 00:13:29.000]  天就會降雨
[00:13:29.000 --> 00:13:32.000]  地就會生產豐富
[00:13:32.000 --> 00:13:33.000]  所以叫他們
[00:13:33.000 --> 00:13:35.000]  其他的人看見
[00:13:35.000 --> 00:13:36.000]  敬拜真神
[00:13:36.000 --> 00:13:37.000]  相信真神
[00:13:37.000 --> 00:13:40.000]  有這麼大的福氣
[00:13:40.000 --> 00:13:44.000]  他們也要來尋求這位真神
[00:13:44.000 --> 00:13:46.000]  第三個
[00:13:46.000 --> 00:13:48.000]  這個保存了
[00:13:48.000 --> 00:13:52.000]  叫他們保存神的聖言和啓示
[00:13:52.000 --> 00:13:56.000]  也就是這個新舊約聖經
[00:13:56.000 --> 00:14:00.000]  這個是神把這個託付給他們
[00:14:00.000 --> 00:14:02.000]  神的話語
[00:14:02.000 --> 00:14:06.000]  向亞伯拉罕顯現
[00:14:06.000 --> 00:14:07.000]  告訴他
[00:14:07.000 --> 00:14:09.000]  以後又陸續陸續
[00:14:09.000 --> 00:14:12.000]  向這些猶太人的祖先
[00:14:12.000 --> 00:14:14.000]  這個啓示
[00:14:14.000 --> 00:14:15.000]  那這些呢
[00:14:15.000 --> 00:14:18.000]  都記載在舊約聖經裏頭
[00:14:18.000 --> 00:14:20.000]  那麼到新約聖經的時候呢
[00:14:20.000 --> 00:14:25.000]  神有些的基督的使徒
[00:14:25.000 --> 00:14:26.000]  或者門徒
[00:14:26.000 --> 00:14:28.000]  就把這些寶貴的啓示
[00:14:28.000 --> 00:14:30.000]  也都記載下來
[00:14:30.000 --> 00:14:31.000]  所以以色列人
[00:14:31.000 --> 00:14:32.000]  他們使命什麼呢
[00:14:32.000 --> 00:14:36.000]  就是神把這個聖言
[00:14:36.000 --> 00:14:38.000]  把他的話語託付給他們
[00:14:38.000 --> 00:14:40.000]  讓他們能夠
[00:14:40.000 --> 00:14:42.000]  記得有這個話語
[00:14:42.000 --> 00:14:44.000]  也叫別的民族
[00:14:44.000 --> 00:14:45.000]  別的人呢
[00:14:45.000 --> 00:14:50.000]  也能夠得到神的啓示
[00:14:50.000 --> 00:14:53.000]  新約聖經裏頭
[00:14:53.000 --> 00:14:57.000]  除了路加呼應是外邦人寫的以外
[00:14:57.000 --> 00:14:58.000]  路加是外邦人
[00:14:58.000 --> 00:15:00.000]  是希臘人
[00:15:00.000 --> 00:15:02.000]  其他的
[00:15:02.000 --> 00:15:04.000]  六十五卷聖經
[00:15:04.000 --> 00:15:06.000]  都是猶太人
[00:15:06.000 --> 00:15:08.000]  都是猶太人寫的
[00:15:08.000 --> 00:15:09.000]  所以看見
[00:15:09.000 --> 00:15:11.000]  他們有個很重的使命
[00:15:11.000 --> 00:15:14.000]  就是要把神的啓示保存下來
[00:15:14.000 --> 00:15:15.000]  首先呢
[00:15:15.000 --> 00:15:17.000]  他們要把他的話語
[00:15:17.000 --> 00:15:19.000]  讓更多的人
[00:15:19.000 --> 00:15:21.000]  還沒有認識他的人
[00:15:21.000 --> 00:15:23.000]  能夠知道
[00:15:23.000 --> 00:15:26.000]  所以在羅馬書裏頭
[00:15:26.000 --> 00:15:29.000]  就說到第三章第一節
[00:15:29.000 --> 00:15:31.000]  第二節就說到
[00:15:31.000 --> 00:15:33.000]  那麼就說到
[00:15:33.000 --> 00:15:35.000]  那猶太人有什麼個好處呢
[00:15:35.000 --> 00:15:37.000]  他說
[00:15:37.000 --> 00:15:39.000]  保羅說
[00:15:39.000 --> 00:15:41.000]  凡事大有好處
[00:15:41.000 --> 00:15:43.000]  第一
[00:15:43.000 --> 00:15:45.000]  是神的聖言交託他們
[00:15:45.000 --> 00:15:47.000]  神把他的話語
[00:15:47.000 --> 00:15:49.000]  交託給以色列人
[00:15:49.000 --> 00:15:52.000]  叫他們能夠傳講出來
[00:15:52.000 --> 00:15:57.000]  第四個
[00:15:57.000 --> 00:16:00.000]  他們使以色列人
[00:16:00.000 --> 00:16:03.000]  成爲四人救主
[00:16:03.000 --> 00:16:05.000]  這個
[00:16:05.000 --> 00:16:11.000]  使四人救主
[00:16:11.000 --> 00:16:13.000]  這個救主的基督
[00:16:13.000 --> 00:16:15.000]  救主基督
[00:16:15.000 --> 00:16:17.000]  是從以色列出來的
[00:16:17.000 --> 00:16:22.000]  在羅馬書第五章裏頭就說
[00:16:22.000 --> 00:16:24.000]  按照肉體說
[00:16:24.000 --> 00:16:28.000]  基督也是從他們出來的
[00:16:28.000 --> 00:16:30.000]  也是從以色列人出來的
[00:16:30.000 --> 00:16:33.000]  他說但是呢
[00:16:33.000 --> 00:16:35.000]  基督是神
[00:16:35.000 --> 00:16:37.000]  神的兒子
[00:16:37.000 --> 00:16:39.000]  他不是跟以色列人一樣的
[00:16:39.000 --> 00:16:41.000]  他是從
[00:16:41.000 --> 00:16:43.000]  他是在萬有之上
[00:16:43.000 --> 00:16:46.000]  是永遠而成雄的神
[00:16:46.000 --> 00:16:50.000]  那麼在約翰福音第四章也講到
[00:16:50.000 --> 00:16:53.000]  救恩是從猶太人出來的
[00:16:53.000 --> 00:16:55.000]  因爲這個
[00:16:55.000 --> 00:16:57.000]  傳講救恩的人
[00:16:57.000 --> 00:16:59.000]  這些使徒他們是猶太人
[00:16:59.000 --> 00:17:01.000]  而且這位救主
[00:17:01.000 --> 00:17:04.000]  是大衛的子孫
[00:17:04.000 --> 00:17:06.000]  就是說起來
[00:17:06.000 --> 00:17:07.000]  在肉身說呢
[00:17:07.000 --> 00:17:12.000]  他是猶太人的後代
[00:17:12.000 --> 00:17:14.000]  所以你可以看到
[00:17:14.000 --> 00:17:20.000]  在這幾個使命
[00:17:20.000 --> 00:17:22.000]  如果合起來的話
[00:17:22.000 --> 00:17:23.000]  可以看到
[00:17:23.000 --> 00:17:26.000]  實在是一個很重大的使命
[00:17:26.000 --> 00:17:28.000]  所以神檢選他們
[00:17:28.000 --> 00:17:32.000]  並不是很容易的
[00:17:32.000 --> 00:17:35.000]  叫他們很容易的這樣的想法
[00:17:35.000 --> 00:17:39.000]  他們要有很重的使命要完成
[00:17:39.000 --> 00:17:41.000]  很可惜的
[00:17:41.000 --> 00:17:44.000]  在過去這麼長的時間當中
[00:17:44.000 --> 00:17:48.000]  他們並沒有能夠成全神的使命
[00:17:48.000 --> 00:17:50.000]  但是神給他們的託付
[00:17:50.000 --> 00:17:52.000]  是沒有改變
[00:17:52.000 --> 00:17:55.000]  神會接着各式各樣的方式
[00:17:55.000 --> 00:17:58.000]  使他們能夠成全祂的託付
[00:17:58.000 --> 00:18:02.000]  那麼剛纔說的
[00:18:02.000 --> 00:18:03.000]  以色列人呢
[00:18:03.000 --> 00:18:05.000]  他們有這麼多的難處
[00:18:05.000 --> 00:18:07.000]  這麼多的苦難
[00:18:07.000 --> 00:18:09.000]  但是他們還能夠存留
[00:18:09.000 --> 00:18:12.000]  一個人數不太多
[00:18:12.000 --> 00:18:14.000]  以色列人人數不多
[00:18:14.000 --> 00:18:16.000]  到現在說呢
[00:18:16.000 --> 00:18:18.000]  就是一千多萬
[00:18:18.000 --> 00:18:19.000]  在世界上
[00:18:19.000 --> 00:18:20.000]  他們本國的
[00:18:20.000 --> 00:18:22.000]  還有在住在海外的
[00:18:22.000 --> 00:18:23.000]  就是一千四百萬
[00:18:23.000 --> 00:18:26.000]  一千五百萬這樣的人口
[00:18:26.000 --> 00:18:28.000]  這個地方呢也不大
[00:18:28.000 --> 00:18:31.000]  就是兩萬多平方公里
[00:18:31.000 --> 00:18:34.000]  這麼一個人少
[00:18:34.000 --> 00:18:37.000]  這個地譜又不大的民族
[00:18:37.000 --> 00:18:40.000]  爲什麼神要把這麼大的託付
[00:18:40.000 --> 00:18:43.000]  爲什麼他是這麼重要呢
[00:18:43.000 --> 00:18:45.000]  第一個原因呢
[00:18:45.000 --> 00:18:48.000]  就是從以色列遞出來的
[00:18:48.000 --> 00:18:52.000]  有三個世界上主要的宗教
[00:18:52.000 --> 00:18:54.000]  猶太教
[00:18:54.000 --> 00:18:56.000]  從以色列出來的
[00:18:56.000 --> 00:18:57.000]  基督教
[00:18:57.000 --> 00:18:58.000]  教會
[00:18:58.000 --> 00:19:01.000]  也是在以色列地這個地方產生的
[00:19:01.000 --> 00:19:02.000]  還有呢
[00:19:02.000 --> 00:19:04.000]  伊斯蘭教
[00:19:04.000 --> 00:19:05.000]  伊斯蘭教
[00:19:05.000 --> 00:19:07.000]  雖然他的教主
[00:19:07.000 --> 00:19:08.000]  莫罕默德
[00:19:08.000 --> 00:19:10.000]  不是生在以色列
[00:19:10.000 --> 00:19:13.000]  他是生在沙特阿拉伯
[00:19:13.000 --> 00:19:14.000]  但是呢
[00:19:14.000 --> 00:19:15.000]  他都承認
[00:19:15.000 --> 00:19:16.000]  自己呢
[00:19:16.000 --> 00:19:19.000]  是亞伯拉罕的後裔
[00:19:19.000 --> 00:19:20.000]  他們承認
[00:19:20.000 --> 00:19:22.000]  是亞伯拉罕後裔
[00:19:22.000 --> 00:19:24.000]  他就說
[00:19:24.000 --> 00:19:26.000]  以沙
[00:19:26.000 --> 00:19:27.000]  以斯瑪利
[00:19:27.000 --> 00:19:30.000]  是阿拉伯人的祖先
[00:19:30.000 --> 00:19:31.000]  那麼
[00:19:31.000 --> 00:19:36.000]  以沙是西伯來人的祖先
[00:19:36.000 --> 00:19:37.000]  他就承認
[00:19:37.000 --> 00:19:40.000]  我們都是從亞伯拉來的
[00:19:40.000 --> 00:19:42.000]  因爲這個
[00:19:42.000 --> 00:19:45.000]  這個地方有三個大的宗教
[00:19:45.000 --> 00:19:47.000]  影響到全世界
[00:19:47.000 --> 00:19:50.000]  如果你把這個信仰
[00:19:50.000 --> 00:19:51.000]  這三個宗教
[00:19:51.000 --> 00:19:55.000]  而且他們的政治勢力
[00:19:55.000 --> 00:19:56.000]  合起來的話
[00:19:56.000 --> 00:20:01.000]  這個世界可以說是很大的影響
[00:20:01.000 --> 00:20:03.000]  所以你現在在看見
[00:20:03.000 --> 00:20:05.000]  在以色列這個地方
[00:20:05.000 --> 00:20:07.000]  又有伊斯蘭的廟
[00:20:07.000 --> 00:20:09.000]  他們的伊斯蘭的清真寺
[00:20:09.000 --> 00:20:12.000]  又有這個基督徒的教會
[00:20:12.000 --> 00:20:15.000]  又有以色列人的會堂
[00:20:15.000 --> 00:20:18.000]  他們現在也是在三個方面
[00:20:18.000 --> 00:20:22.000]  都是在以色列所存在的
[00:20:22.000 --> 00:20:26.000]  他們到西伯倫去參觀的人
[00:20:26.000 --> 00:20:28.000]  就需要看亞伯拉罕
[00:20:28.000 --> 00:20:32.000]  以沙跟這個利伯迦
[00:20:32.000 --> 00:20:34.000]  那麼這個他的墳墓
[00:20:34.000 --> 00:20:36.000]  他墳墓在什麼地方呢
[00:20:36.000 --> 00:20:39.000]  現在墳墓是在回教廟
[00:20:39.000 --> 00:20:42.000]  伊斯蘭廟的地下
