
[00:00:00.000 --> 00:00:04.000]  各位弟兄姊妹 新年夢幅 祝你未平安
[00:01:56.000 --> 00:02:00.000]  不會每一節都說完
[00:02:00.000 --> 00:02:04.000]  只要許可今年我們所有教務同工
[00:02:04.000 --> 00:02:06.000]  如果不是特別日子
[00:02:06.000 --> 00:02:09.000]  我們都會一起說《史諾行傳》
[00:02:09.000 --> 00:02:12.000]  到年底應該說完
[00:02:12.000 --> 00:02:15.000]  《史諾行傳》雖然是一個歷史書
[00:02:15.000 --> 00:02:17.000]  屬於敘事文體
[00:02:17.000 --> 00:02:21.000]  但裡面其實有很多重要的主題
[00:02:21.000 --> 00:02:24.000]  這些主題其實值得我們思想
[00:02:24.000 --> 00:02:27.000]  特別我們很想我們的生命
[00:02:27.000 --> 00:02:31.000]  在新的一年裡面去更新 去轉化
[00:02:31.000 --> 00:02:34.000]  我們更加值得這本書
[00:02:34.000 --> 00:02:37.000]  給我們主題在各方面一起去思想
[00:02:37.000 --> 00:02:42.000]  一節二節說到提亞非羅亞
[00:02:42.000 --> 00:02:44.000]  我在第一本書中
[00:02:44.000 --> 00:02:49.000]  已論到耶穌從開頭所做和所教導的一切事
[00:02:49.000 --> 00:02:53.000]  直到他藉聖名吩咐所簡算的《史讀》後
[00:02:53.000 --> 00:02:56.000]  被接上升的子為子
[00:02:56.000 --> 00:03:00.000]  一開始說提亞非羅亞
[00:03:00.000 --> 00:03:02.000]  有另一本書有類似嗎
[00:03:02.000 --> 00:03:04.000]  有吧 《路加福音》
[00:03:04.000 --> 00:03:06.000]  這正正是《史讀行傳》所說
[00:03:06.000 --> 00:03:08.000]  我在第一本書中
[00:03:08.000 --> 00:03:11.000]  正正提到《路加福音》
[00:03:11.000 --> 00:03:15.000]  提亞非羅亞其實名字的意思是神的朋友
[00:03:15.000 --> 00:03:17.000]  或者被神所愛的人
[00:03:17.000 --> 00:03:19.000]  有不同的討論
[00:03:19.000 --> 00:03:22.000]  會不會就是一個人叫提亞非羅亞
[00:03:22.000 --> 00:03:23.000]  還是一個名稱呢
[00:03:23.000 --> 00:03:26.000]  不要緊 總而言之就是一個對象
[00:03:26.000 --> 00:03:28.000]  是一個不是普通人
[00:03:28.000 --> 00:03:30.000]  是路加要寫給他
[00:03:30.000 --> 00:03:32.000]  提到神的道
[00:03:32.000 --> 00:03:35.000]  是經過路加和一班使徒
[00:03:35.000 --> 00:03:39.000]  很認真地去考究 去宣講的
[00:03:39.000 --> 00:03:41.000]  由《路加福音》到《史讀行傳》
[00:03:41.000 --> 00:03:44.000]  都要將這個道去解明
[00:03:44.000 --> 00:03:47.000]  如果《路加福音》是上集
[00:03:47.000 --> 00:03:50.000]  這個上集是講到耶穌在再生的時候
[00:03:50.000 --> 00:03:52.000]  那三年多當中
[00:03:52.000 --> 00:03:55.000]  怎樣藉著祂的教導 藉著祂的生命
[00:03:55.000 --> 00:03:57.000]  去將神的道講明
[00:03:57.000 --> 00:03:59.000]  接著直到祂死
[00:03:59.000 --> 00:04:01.000]  然後升天為止
[00:04:01.000 --> 00:04:04.000]  《史讀行傳》這個下集
[00:04:04.000 --> 00:04:07.000]  就是由耶穌升天開始
[00:04:07.000 --> 00:04:10.000]  講回這個使命
[00:04:10.000 --> 00:04:14.000]  怎樣藉著聖靈來繼續展開
[00:04:14.000 --> 00:04:19.000]  這個使命是藉著聖靈的臨在開始
[00:04:19.000 --> 00:04:23.000]  耶穌的升天揭開了序幕
[00:04:23.000 --> 00:04:26.000]  甚至是一個新時代的開始
[00:04:26.000 --> 00:04:29.000]  不過是以聖靈為主導
[00:04:29.000 --> 00:04:30.000]  不是耶穌
[00:04:30.000 --> 00:04:32.000]  耶穌已經升了天
[00:04:32.000 --> 00:04:33.000]  耶穌升天之後
[00:04:33.000 --> 00:04:38.000]  就聖靈主導 住在信徒的心中
[00:04:38.000 --> 00:04:43.000]  這卷的書講到普世教會的出現
[00:04:43.000 --> 00:04:44.000]  基督徒這三個字
[00:04:44.000 --> 00:04:48.000]  也都在這卷書裡面首次的出現
[00:04:48.000 --> 00:04:51.000]  這卷書你會更加一邊聽的時候
[00:04:51.000 --> 00:04:52.000]  你會慢慢明白
[00:04:52.000 --> 00:04:55.000]  什麼就是耶穌一直所傳講
[00:04:55.000 --> 00:04:59.000]  或者之後的使徒要傳講的福音的內容
[00:04:59.000 --> 00:05:04.000]  這個福音不但涉及到普世
[00:05:04.000 --> 00:05:07.000]  這個福音更加要擴展
[00:05:07.000 --> 00:05:10.000]  而使徒和所有信主的人
[00:05:10.000 --> 00:05:14.000]  就是這個擴展福音的使者
[00:05:14.000 --> 00:05:17.000]  換言之你和我今天有責任
[00:05:17.000 --> 00:05:20.000]  將耶穌這個福音去傳開
[00:05:20.000 --> 00:05:23.000]  面對這個大使命
[00:05:23.000 --> 00:05:26.000]  面對主耶穌臨升天的吩咐
[00:05:26.000 --> 00:05:29.000]  丁子梅 你和我有什麼準備
[00:05:29.000 --> 00:05:33.000]  你和我有什麼要來承擔呢
[00:05:33.000 --> 00:05:34.000]  如果準備
[00:05:34.000 --> 00:05:37.000]  我從經文裡面我覺得有一樣很重要的
[00:05:37.000 --> 00:05:44.000]  就是先讓我們的生命被更新 被轉化
[00:05:44.000 --> 00:05:46.000]  其中一樣東西就是
[00:05:46.000 --> 00:05:50.000]  會不會我們的生命其實是很沒有信心的
[00:05:50.000 --> 00:05:54.000]  很小信 很驚青
[00:05:54.000 --> 00:05:57.000]  但是我們的生命要從這個小信 害怕
[00:05:57.000 --> 00:06:02.000]  轉化到一個勇敢又確信
[00:06:02.000 --> 00:06:07.000]  耶穌要來藉著祂的顯現
[00:06:07.000 --> 00:06:10.000]  來向門徒補課
[00:06:10.000 --> 00:06:12.000]  聖經說祂受害以後
[00:06:12.000 --> 00:06:15.000]  用許多確據向使徒顯明
[00:06:15.000 --> 00:06:17.000]  自己是活著的
[00:06:17.000 --> 00:06:20.000]  在四天之中向他們顯現
[00:06:20.000 --> 00:06:23.000]  並講述神國的事
[00:06:23.000 --> 00:06:26.000]  耶穌很明白當時去的門徒
[00:06:26.000 --> 00:06:28.000]  很多都不明白
[00:06:28.000 --> 00:06:31.000]  簡單來說 還沒夠辦
[00:06:31.000 --> 00:06:33.000]  還沒準備好
[00:06:33.000 --> 00:06:35.000]  所以耶穌去復活之後
[00:06:35.000 --> 00:06:38.000]  祂不是來到就這樣算數
[00:06:38.000 --> 00:06:42.000]  祂用了四十天的時間向他們顯現
[00:06:42.000 --> 00:06:45.000]  不單止向他們十二門徒顯現
[00:06:45.000 --> 00:06:48.000]  根據哥倫多前書保羅告訴你
[00:06:48.000 --> 00:06:51.000]  祂向了五百個弟兄顯現
[00:06:51.000 --> 00:06:55.000]  我們今天所信的基督教
[00:06:55.000 --> 00:06:58.000]  是建基於一個客觀的事實
[00:06:58.000 --> 00:07:03.000]  不是一些迷信導人向善的宗教熱議
[00:07:03.000 --> 00:07:06.000]  為什麼耶穌要顯現四十天呢
[00:07:06.000 --> 00:07:10.000]  為什麼不是三十二十呢 五十呢
[00:07:10.000 --> 00:07:11.000]  我不知道
[00:07:11.000 --> 00:07:12.000]  不過你要留意
[00:07:12.000 --> 00:07:15.000]  聖經很經常用四十
[00:07:15.000 --> 00:07:17.000]  其實聖經裡面有很多數字
[00:07:17.000 --> 00:07:21.000]  二十 四十 七十 這些很經常
[00:07:21.000 --> 00:07:24.000]  而四十是挺多的
[00:07:24.000 --> 00:07:27.000]  羅亞時代降雨四十天在地上
[00:07:27.000 --> 00:07:31.000]  摩西西賴山四十天領受十戒
[00:07:31.000 --> 00:07:33.000]  探子探了四十天
[00:07:33.000 --> 00:07:35.000]  結果就捱了四十年
[00:07:35.000 --> 00:07:40.000]  哥倫多 巨人哥倫多
[00:07:40.000 --> 00:07:42.000]  站著對著以色列人四十天
[00:07:42.000 --> 00:07:48.000]  以利亞走了四十天的路去到山賴山
[00:07:48.000 --> 00:07:51.000]  以西結也向右傾了四十天
[00:07:51.000 --> 00:07:54.000]  你們未成等了四十天就傾覆了
[00:07:54.000 --> 00:08:02.000]  耶穌也在抗野四十天受試探
[00:08:02.000 --> 00:08:04.000]  在我們的教練歷裡面
[00:08:04.000 --> 00:08:07.000]  迂腐期也是四十天
[00:08:07.000 --> 00:08:09.000]  很多很特別
[00:08:09.000 --> 00:08:14.000]  這四十天耶穌的目的是希望建立那幫門徒
[00:08:14.000 --> 00:08:19.000]  我所講我的死我的復活是真實的
[00:08:19.000 --> 00:08:21.000]  我沒有欺騙你們
[00:08:21.000 --> 00:08:27.000]  很可惜門徒的本質真的不夠
[00:08:27.000 --> 00:08:29.000]  聖經怎麼記載
[00:08:29.000 --> 00:08:31.000]  約翰福音二十章第九節說
[00:08:31.000 --> 00:08:34.000]  因他們還不明白聖經的意思
[00:08:34.000 --> 00:08:36.000]  就是耶穌必要從死裡復活
[00:08:36.000 --> 00:08:39.000]  讓約翰看到一個空墳墓
[00:08:39.000 --> 00:08:43.000]  聖經形容他們還未明白耶穌復活的意思
[00:08:43.000 --> 00:08:46.000]  看到也未能夠完全明白
[00:08:46.000 --> 00:08:49.000]  難怪他們聖經說
[00:08:49.000 --> 00:08:53.000]  那一天就是七天的第一天晚上
[00:08:53.000 --> 00:08:55.000]  門徒所在的地方
[00:08:55.000 --> 00:08:59.000]  因怕猶太人門都關了
[00:08:59.000 --> 00:09:02.000]  然後耶穌對他們說
[00:09:02.000 --> 00:09:04.000]  願你們平安
[00:09:04.000 --> 00:09:08.000]  耶穌看到他們不會馬上罵他們
[00:09:08.000 --> 00:09:12.000]  耶穌很明白他們的懼怕
[00:09:12.000 --> 00:09:13.000]  正如聖經所說
[00:09:13.000 --> 00:09:16.000]  神保安我們的罪孽幫我們
[00:09:16.000 --> 00:09:21.000]  我三年多栽培你們
[00:09:21.000 --> 00:09:25.000]  一個空的墳墓你仍然這麼害怕
[00:09:25.000 --> 00:09:27.000]  生完不敢見人
[00:09:27.000 --> 00:09:31.000]  你怎麼能夠和我去做大事
[00:09:31.000 --> 00:09:35.000]  耶穌沒有責備他們就算罵也罵得對
[00:09:35.000 --> 00:09:38.000]  但耶穌說願你們平安
[00:09:38.000 --> 00:09:40.000]  我相信這五個字
[00:09:40.000 --> 00:09:42.000]  給他們很大很大的激勵
[00:09:42.000 --> 00:09:44.000]  很大很大的提醒
[00:09:44.000 --> 00:09:47.000]  按人看來門徒是不中用的
[00:09:47.000 --> 00:09:50.000]  是軟弱的
[00:09:50.000 --> 00:09:54.000]  耶穌這三年多好像沒有什麼果效
[00:09:54.000 --> 00:09:56.000]  但神很奇妙
[00:09:56.000 --> 00:09:59.000]  藉著以下耶穌升天
[00:09:59.000 --> 00:10:03.000]  和對他們最後的吩咐所落的應許
[00:10:03.000 --> 00:10:06.000]  成為門徒一個很大的改變
[00:10:06.000 --> 00:10:08.000]  一章九至十一節說
[00:10:08.000 --> 00:10:09.000]  樹裡者聲說
[00:10:09.000 --> 00:10:10.000]  他們正看的時候
[00:10:10.000 --> 00:10:12.000]  耶穌就被接上升
[00:10:12.000 --> 00:10:15.000]  一朵雲彩從他們眼前
[00:10:15.000 --> 00:10:16.000]  將耶穌接去
[00:10:16.000 --> 00:10:18.000]  耶穌升上去的時候
[00:10:18.000 --> 00:10:20.000]  他們就定睛望天
[00:10:20.000 --> 00:10:22.000]  看有兩個人身穿白衣
[00:10:22.000 --> 00:10:23.000]  站在他們旁邊說
[00:10:23.000 --> 00:10:24.000]  加里尼人啊
[00:10:24.000 --> 00:10:27.000]  為什麼你們還站著望天呢
[00:10:27.000 --> 00:10:29.000]  這個離開你們被升天的耶穌
[00:10:29.000 --> 00:10:32.000]  你們見他怎樣升上天去
[00:10:32.000 --> 00:10:35.000]  他也要怎樣來臨
[00:10:35.000 --> 00:10:39.000]  有一朵雲彩將他接走
[00:10:39.000 --> 00:10:42.000]  雲彩象徵神的同在
[00:10:42.000 --> 00:10:44.000]  耶穌再回來的時候
[00:10:44.000 --> 00:10:47.000]  是駕著雲層再來的
[00:10:47.000 --> 00:10:49.000]  我們不是一塊雲
[00:10:49.000 --> 00:10:51.000]  我們可能是一塊雲應該說
[00:10:51.000 --> 00:10:54.000]  但耶穌說到耶穌有雲
[00:10:54.000 --> 00:10:56.000]  其實說到神的臨在
[00:10:56.000 --> 00:10:58.000]  雲處火處
[00:10:58.000 --> 00:11:02.000]  耶穌的升天是有神的印證
[00:11:02.000 --> 00:11:04.000]  聖經說他被接上升
[00:11:04.000 --> 00:11:06.000]  好像我不知道上升是怎樣
[00:11:06.000 --> 00:11:07.000]  升高一點嗎
[00:11:07.000 --> 00:11:08.000]  升到半空嗎
[00:11:08.000 --> 00:11:10.000]  如果你看回第十一節
[00:11:10.000 --> 00:11:12.000]  者離開你們被接升天
[00:11:12.000 --> 00:11:13.000]  很清楚地說
[00:11:13.000 --> 00:11:15.000]  耶穌是升天
[00:11:15.000 --> 00:11:17.000]  因為升天不是普通的天空
[00:11:17.000 --> 00:11:19.000]  不是現在探空人所去的地方
[00:11:19.000 --> 00:11:22.000]  不是那些有錢人
[00:11:22.000 --> 00:11:24.000]  坐那些探空船去的地方
[00:11:24.000 --> 00:11:27.000]  就是回到上帝那裡
[00:11:27.000 --> 00:11:29.000]  天是上帝所在
[00:11:29.000 --> 00:11:30.000]  神同在
[00:11:30.000 --> 00:11:33.000]  簡單來說就是天堂的地方
[00:11:33.000 --> 00:11:36.000]  所以耶穌在約翰十四章一至三節
[00:11:36.000 --> 00:11:39.000]  在我父的家裡有許多住處
[00:11:39.000 --> 00:11:42.000]  耶穌升天就是去父的家裡
[00:11:42.000 --> 00:11:47.000]  為祂的門徒預備地方
[00:11:47.000 --> 00:11:49.000]  耶穌的升天
[00:11:49.000 --> 00:11:51.000]  最後的應許
[00:11:51.000 --> 00:11:53.000]  除了宣告祂會再回來
[00:11:53.000 --> 00:11:55.000]  安慰門徒之外
[00:11:55.000 --> 00:11:57.000]  其實祂要告訴所有人
[00:11:57.000 --> 00:12:01.000]  祂是那位至終的審判者
[00:12:01.000 --> 00:12:03.000]  祂是萬王之王
[00:12:03.000 --> 00:12:07.000]  萬主之主的君王
[00:12:07.000 --> 00:12:09.000]  簡單來說
[00:12:09.000 --> 00:12:11.000]  在每天祂再來的時候
[00:12:11.000 --> 00:12:15.000]  神的國就能夠完全的彰顯
[00:12:15.000 --> 00:12:17.000]  主升天之後
[00:12:17.000 --> 00:12:19.000]  看到很大的改變
[00:12:19.000 --> 00:12:21.000]  耶穌死了之後
[00:12:21.000 --> 00:12:23.000]  祂的門徒是躲起來的
[00:12:23.000 --> 00:12:25.000]  不敢見人的
[00:12:25.000 --> 00:12:27.000]  但當耶穌升天的時候
[00:12:27.000 --> 00:12:29.000]  我們看到很多人聚集
[00:12:29.000 --> 00:12:31.000]  約有一百二十人在一章十五節那裡
[00:12:31.000 --> 00:12:34.000]  彼得在帝興當中站起來
[00:12:34.000 --> 00:12:36.000]  就說到猶大結局
[00:12:36.000 --> 00:12:38.000]  接著就處理
[00:12:38.000 --> 00:12:43.000]  重選一個空缺的事情
[00:12:43.000 --> 00:12:46.000]  正如盧卡芬二十四章這樣記載
[00:12:46.000 --> 00:12:48.000]  正祝福的時候
[00:12:48.000 --> 00:12:49.000]  祂離開他們
[00:12:49.000 --> 00:12:51.000]  被帶到天上去了
[00:12:51.000 --> 00:12:54.000]  他們就拜祂帶著極大的喜樂
[00:12:54.000 --> 00:12:56.000]  回耶路撒冷去
[00:12:56.000 --> 00:12:59.000]  上載聖殿裡的青眾神
[00:12:59.000 --> 00:13:01.000]  改變了
[00:13:01.000 --> 00:13:02.000]  他們不再懼怕
[00:13:02.000 --> 00:13:04.000]  他們不再躲起來了
[00:13:04.000 --> 00:13:05.000]  他們帶著很開心
[00:13:05.000 --> 00:13:09.000]  在祂殿裡公開的青眾神
[00:13:09.000 --> 00:13:11.000]  因為耶穌的升天
[00:13:11.000 --> 00:13:12.000]  和應許
[00:13:12.000 --> 00:13:15.000]  給他們一個很大的激勵
[00:13:15.000 --> 00:13:19.000]  丁子梅 我們的生命是怎麼樣呢
[00:13:19.000 --> 00:13:22.000]  今天我們的信心建基在哪裡呢
[00:13:22.000 --> 00:13:23.000]  我們的信心如何
[00:13:23.000 --> 00:13:27.000]  其實從你的生活細節裡面可以看到
[00:13:27.000 --> 00:13:29.000]  小小的遭遇
[00:13:29.000 --> 00:13:31.000]  你是不是很容易動搖呢
[00:13:31.000 --> 00:13:32.000]  小小的困難
[00:13:32.000 --> 00:13:33.000]  你就埋怨
[00:13:33.000 --> 00:13:35.000]  或者不是埋怨這麼簡單
[00:13:35.000 --> 00:13:36.000]  埋怨是很自然的
[00:13:36.000 --> 00:13:40.000]  而是懷疑自己的信仰
[00:13:40.000 --> 00:13:41.000]  如果是這樣
[00:13:41.000 --> 00:13:43.000]  我們就沒有辦法去承擔
[00:13:43.000 --> 00:13:47.000]  耶穌給我們這個大使命
[00:13:47.000 --> 00:13:49.000]  我們需要學習
[00:13:49.000 --> 00:13:52.000]  從一個小信懼怕
[00:13:52.000 --> 00:13:54.000]  靠聖靈幫助我們
[00:13:54.000 --> 00:13:57.000]  很肯定我們耶穌都是護著主
[00:13:57.000 --> 00:13:58.000]  祂就是生命
[00:13:58.000 --> 00:13:59.000]  祂就是復活
[00:13:59.000 --> 00:14:02.000]  我上個禮拜有說到
[00:14:02.000 --> 00:14:05.000]  所以我們不需要懼怕生命的危機
[00:14:05.000 --> 00:14:08.000]  我知道我會去哪裡
[00:14:08.000 --> 00:14:11.000]  丁子梅 今天你的信心如何呢
[00:14:11.000 --> 00:14:15.000]  我想交給大家自己思想
[00:14:15.000 --> 00:14:17.000]  第二方面我們生命要轉化
[00:14:17.000 --> 00:14:18.000]  要更新的
[00:14:18.000 --> 00:14:22.000]  就是從自我到體貼神的心意
[00:14:22.000 --> 00:14:23.000]  簡單來說
[00:14:23.000 --> 00:14:29.000]  就是從人本到神的本位
[00:14:29.000 --> 00:14:31.000]  聖經說第六第七節
[00:14:31.000 --> 00:14:34.000]  他們聚集的時候問耶穌
[00:14:34.000 --> 00:14:35.000]  主啊
[00:14:35.000 --> 00:14:38.000]  祢就要在這時候復興以色列國嗎
[00:14:38.000 --> 00:14:41.000]  耶穌對他們說付憑自己的權柄
[00:14:41.000 --> 00:14:43.000]  所定的時間和日期
[00:14:43.000 --> 00:14:46.000]  不是你們可以知道的
[00:14:46.000 --> 00:14:47.000]  他們很期望
[00:14:47.000 --> 00:14:49.000]  耶穌祢終於復活了
[00:14:49.000 --> 00:14:50.000]  是不是這個時間
[00:14:50.000 --> 00:14:53.000]  才是祢要建立以色列國
[00:14:53.000 --> 00:14:56.000]  這個強大的以色列帝國呢
[00:14:56.000 --> 00:14:58.000]  在門徒當史上來說
[00:14:58.000 --> 00:15:03.000]  仍然記掛著他們國的復興
[00:15:03.000 --> 00:15:06.000]  耶穌不單止立即用一句說話
[00:15:06.000 --> 00:15:09.000]  祂說那個時間沒有人知道
[00:15:09.000 --> 00:15:13.000]  其實猶太人所關心的
[00:15:13.000 --> 00:15:15.000]  就是建立一個地域
[00:15:15.000 --> 00:15:16.000]  或者政治的國度
[00:15:16.000 --> 00:15:18.000]  民族國家
[00:15:18.000 --> 00:15:19.000]  但耶穌基督
[00:15:19.000 --> 00:15:21.000]  或者祂的信息裡面告訴你
[00:15:21.000 --> 00:15:25.000]  神要復興的是神的國
[00:15:25.000 --> 00:15:26.000]  不是地上
[00:15:26.000 --> 00:15:28.000]  包括以色列國
[00:15:28.000 --> 00:15:30.000]  真正的復興
[00:15:30.000 --> 00:15:34.000]  是要讓人謙卑降服
[00:15:34.000 --> 00:15:35.000]  這個才是真正的復興
[00:15:35.000 --> 00:15:38.000]  復興不是說教會多了多少會友
[00:15:38.000 --> 00:15:40.000]  教會多了多少人侍奉
[00:15:40.000 --> 00:15:42.000]  教會多了多少侍功
[00:15:42.000 --> 00:15:44.000]  或者多少人讀書學
[00:15:44.000 --> 00:15:47.000]  這個當然我們需要這樣的復興
[00:15:47.000 --> 00:15:49.000]  但真正的復興
[00:15:49.000 --> 00:15:50.000]  是我們每個信徒
[00:15:50.000 --> 00:15:53.000]  有沒有生命的轉化
[00:15:53.000 --> 00:15:54.000]  轉化到一個地步
[00:15:54.000 --> 00:15:56.000]  就是看到自己的不是
[00:15:56.000 --> 00:15:57.000]  看到自己的限制
[00:15:57.000 --> 00:16:00.000]  願意降服這位大能的君王面前
[00:16:00.000 --> 00:16:01.000]  我不是
[00:16:01.000 --> 00:16:03.000]  神啊祢知道一切
[00:16:03.000 --> 00:16:05.000]  我多厲害也好
[00:16:05.000 --> 00:16:06.000]  我不能主宰在面前
[00:16:06.000 --> 00:16:07.000]  我交給祢
[00:16:07.000 --> 00:16:10.000]  這個才是真正的復興
[00:16:10.000 --> 00:16:12.000]  當然復興不單單是這個信念
[00:16:12.000 --> 00:16:14.000]  這個生命的轉變
[00:16:14.000 --> 00:16:16.000]  復興包括有能力
[00:16:16.000 --> 00:16:18.000]  相信自己所做的
[00:16:18.000 --> 00:16:19.000]  完全是出於神
[00:16:19.000 --> 00:16:21.000]  不是自己的能力
[00:16:21.000 --> 00:16:22.000]  教會的聖功
[00:16:22.000 --> 00:16:25.000]  我們需要一些很有能力的人
[00:16:25.000 --> 00:16:27.000]  但教會聖功更需要一些
[00:16:27.000 --> 00:16:29.000]  願意謙卑自己
[00:16:29.000 --> 00:16:32.000]  看到一切都是神所做的
[00:16:32.000 --> 00:16:34.000]  詩篇127篇第一節說
[00:16:34.000 --> 00:16:35.000]  若不是耶和建造房屋
[00:16:35.000 --> 00:16:37.000]  建造的人枉然勞力
[00:16:37.000 --> 00:16:39.000]  若不是耶和看守城池
[00:16:39.000 --> 00:16:42.000]  看守的人是枉然警醒
[00:16:42.000 --> 00:16:43.000]  丁姊妹
[00:16:43.000 --> 00:16:44.000]  教會的聖功
[00:16:44.000 --> 00:16:46.000]  今天就即禮
[00:16:46.000 --> 00:16:48.000]  我們需要更多
[00:16:48.000 --> 00:16:50.000]  在生命上真正復興的人
[00:16:50.000 --> 00:16:52.000]  就是真正謙卑
[00:16:52.000 --> 00:16:54.000]  願意馴服上帝的人
[00:16:54.000 --> 00:16:57.000]  將自己放在旁邊
[00:16:57.000 --> 00:16:59.000]  讓上主居首位
[00:16:59.000 --> 00:17:00.000]  明白上主的意思
[00:17:00.000 --> 00:17:02.000]  不是我想做甚麼
[00:17:02.000 --> 00:17:04.000]  我是主任牧師
[00:17:04.000 --> 00:17:05.000]  我說怎樣就怎樣
[00:17:05.000 --> 00:17:06.000]  不是這樣
[00:17:06.000 --> 00:17:07.000]  我是唐乙恢主席
[00:17:07.000 --> 00:17:08.000]  我想怎樣就怎樣
[00:17:08.000 --> 00:17:09.000]  不是這樣
[00:17:09.000 --> 00:17:10.000]  而是我們每個人都要
[00:17:10.000 --> 00:17:12.000]  降服在神的面前
[00:17:12.000 --> 00:17:13.000]  上帝
[00:17:13.000 --> 00:17:15.000]  你要我們尖巢
[00:17:15.000 --> 00:17:16.000]  怎樣行呢
[00:17:16.000 --> 00:17:18.000]  我不知道怎樣行
[00:17:18.000 --> 00:17:21.000]  我沒有保持計劃這麼多年
[00:17:21.000 --> 00:17:22.000]  我連我下一刻還有沒有命
[00:17:22.000 --> 00:17:25.000]  我都不知道
[00:17:25.000 --> 00:17:28.000]  但我們需要尋求神的心意
[00:17:28.000 --> 00:17:30.000]  在經文裡面告訴你
[00:17:30.000 --> 00:17:31.000]  在《史龍傳》告訴你
[00:17:31.000 --> 00:17:32.000]  在《路德福音》告訴你
[00:17:32.000 --> 00:17:36.000]  神的心意是要萬邦得著這個福音
[00:17:36.000 --> 00:17:38.000]  《路德福音》24章47節說
[00:17:38.000 --> 00:17:40.000]  並且人要奉祂的名存悔改
[00:17:40.000 --> 00:17:41.000]  社稷的道
[00:17:41.000 --> 00:17:42.000]  從耶路撒冷起
[00:17:42.000 --> 00:17:45.000]  直到萬邦
[00:17:45.000 --> 00:17:47.000]  甚至《馬德福音》28章
[00:17:47.000 --> 00:17:48.000]  那個大使命都說
[00:17:48.000 --> 00:17:49.000]  你們要去
[00:17:49.000 --> 00:17:51.000]  使萬民鑿我的門檻
[00:17:51.000 --> 00:17:52.000]  是萬民
[00:17:52.000 --> 00:17:54.000]  不是以色列民
[00:17:54.000 --> 00:17:55.000]  不是中國人
[00:17:55.000 --> 00:17:57.000]  不是朝鮮人
[00:17:57.000 --> 00:18:02.000]  所以要完成主的使命
[00:18:02.000 --> 00:18:06.000]  要成為主這個福音的見證人
[00:18:06.000 --> 00:18:10.000]  不是單單努力傳福音
[00:18:10.000 --> 00:18:12.000]  不是單單去做主的門徒
[00:18:12.000 --> 00:18:14.000]  這個也是我們的重點
[00:18:14.000 --> 00:18:16.000]  我們今年其中一個重點
[00:18:16.000 --> 00:18:19.000]  是要展開大家做主的門徒
[00:18:19.000 --> 00:18:20.000]  從你初信的時候
[00:18:20.000 --> 00:18:22.000]  甚至你未信耶穌
[00:18:22.000 --> 00:18:23.000]  你都明白信耶穌是什麼
[00:18:23.000 --> 00:18:25.000]  就是做主的門徒
[00:18:25.000 --> 00:18:29.000]  從那一刻就開始讓你明白
[00:18:29.000 --> 00:18:32.000]  但教會重中之重
[00:18:32.000 --> 00:18:37.000]  是要頂子妹能夠效法基督
