
[00:00:00.000 --> 00:00:03.200]  各位網友大家好,又來到聖經了
[00:06:00.000 --> 00:06:03.200]  今天的靈性一定好的
[00:06:03.200 --> 00:06:06.600]  甚至他們去到試師記的時候
[00:06:06.600 --> 00:06:08.800]  約書下帶他們入迦南
[00:06:08.800 --> 00:06:11.000]  然後約書下離開了
[00:06:11.000 --> 00:06:14.600]  分了地之後開始出事
[00:06:14.600 --> 00:06:18.200]  是十二個支派之間的事
[00:06:18.200 --> 00:06:19.800]  很慘
[00:06:19.800 --> 00:06:23.400]  亦當然對抗很多外族
[00:06:23.400 --> 00:06:25.800]  最主要是他們沒有聽神的話
[00:06:25.800 --> 00:06:28.000]  留下很多外族人在他們當中
[00:06:28.000 --> 00:06:30.400]  於是他們開始靈性差了
[00:06:30.400 --> 00:06:32.800]  因為他們拜巴力
[00:06:32.800 --> 00:06:35.200]  拜阿瑟拉或者拜阿斯他祿
[00:06:35.200 --> 00:06:37.200]  所以就開始出事
[00:06:37.200 --> 00:06:39.600]  第二樣跟大家反省的是
[00:06:39.600 --> 00:06:42.600]  我們在上帝面前的罪過
[00:06:42.600 --> 00:06:45.800]  那些罪過其實是該死的
[00:06:45.800 --> 00:06:47.800]  是該死的
[00:06:47.800 --> 00:06:49.200]  為什麼這樣說呢
[00:06:49.200 --> 00:06:52.400]  是因為你知道上帝在十誡
[00:06:52.400 --> 00:06:54.600]  或者十言
[00:06:54.600 --> 00:06:56.400]  十個重要的信息裡面
[00:06:56.400 --> 00:06:57.800]  第一個是什麼
[00:06:57.800 --> 00:07:02.800]  其實我就是帶你們出埃及入迦南地的神
[00:07:02.800 --> 00:07:07.000]  其實除了我你不再需要第二個神
[00:07:07.000 --> 00:07:09.400]  除我以外不可以有別的神
[00:07:09.400 --> 00:07:11.600]  不要雕刻跪拜偶像
[00:07:11.600 --> 00:07:12.800]  千萬不要
[00:07:12.800 --> 00:07:14.800]  這個已經說不到了
[00:07:14.800 --> 00:07:19.000]  所以他們拜巴力的罪過是很大的
[00:07:19.000 --> 00:07:21.200]  神非常不喜歡
[00:07:21.200 --> 00:07:23.400]  其實是該死的
[00:07:23.400 --> 00:07:25.400]  當然今天我們不要說
[00:07:25.400 --> 00:07:28.800]  那些以色列人真的很差
[00:07:28.800 --> 00:07:29.800]  是差
[00:07:29.800 --> 00:07:31.400]  不過你要知道是差
[00:07:31.400 --> 00:07:34.600]  不過你要知道一樣東西就是
[00:07:34.600 --> 00:07:38.000]  其實今天我們比過去好很多
[00:07:38.000 --> 00:07:41.200]  不過我們就沒有他們那種
[00:07:41.200 --> 00:07:44.200]  那麼表面出來的罪行
[00:07:44.200 --> 00:07:47.000]  我們的心裡面找一些很多東西
[00:07:47.000 --> 00:07:49.200]  遮住那些坑渠蓋裡面
[00:07:49.200 --> 00:07:50.200]  污糟邋遢
[00:07:50.200 --> 00:07:52.200]  蛇蟲鼠蟻什麼都有
[00:07:52.200 --> 00:07:54.600]  那我們在神面前都有很多罪過
[00:07:54.600 --> 00:07:57.600]  當你能夠去到十字架下面安靜的時候
[00:07:57.600 --> 00:08:01.000]  抬頭仰望為我們伸完十架的主耶穌
[00:08:01.000 --> 00:08:02.200]  你就會發覺到
[00:08:02.200 --> 00:08:06.000]  其實應該釘在十字架上面那個是我
[00:08:06.000 --> 00:08:07.400]  而不是祂
[00:08:07.400 --> 00:08:09.200]  是祂代替了我們
[00:08:09.200 --> 00:08:11.800]  其實該死那個是我們
[00:08:11.800 --> 00:08:13.800]  是為我們的罪過
[00:08:13.800 --> 00:08:15.600]  我是該死的
[00:08:15.600 --> 00:08:17.000]  那麼你見到以色列人
[00:08:17.000 --> 00:08:19.000]  他們在這個
[00:08:19.000 --> 00:08:22.200]  迦南地所犯的罪事司祭裡面
[00:08:22.200 --> 00:08:23.600]  真的很多該死
[00:08:23.600 --> 00:08:26.600]  因為最主要他們拜其他的神
[00:08:26.600 --> 00:08:30.600]  第三個和大家反省的地方
[00:08:30.600 --> 00:08:34.000]  就是上主不會就這樣算的
[00:08:34.000 --> 00:08:37.600]  祂是會用不同的佛鞭
[00:08:37.600 --> 00:08:40.000]  皮鞭來懲罰的
[00:08:40.000 --> 00:08:43.000]  成為民族間的佛鞭
[00:08:43.000 --> 00:08:46.200]  用民族成為民族之間的佛鞭
[00:08:46.200 --> 00:08:48.600]  我們見到在事司祭裡面就是這樣
[00:08:48.600 --> 00:08:51.200]  藤條是怎樣的
[00:08:51.200 --> 00:08:54.200]  用另一個民族成為藤條fit你
[00:08:54.200 --> 00:08:58.000]  然後又用以色列人成為藤條打那些
[00:08:58.000 --> 00:09:00.800]  很差很壞的其他
[00:09:00.800 --> 00:09:04.600]  混雜在他們當中附近的外族
[00:09:04.600 --> 00:09:06.600]  那麼上帝不會就這樣算的
[00:09:06.600 --> 00:09:08.400]  當他的百姓頑皮的時候
[00:09:08.400 --> 00:09:10.400]  好像你的兒子你的女兒頑皮怎樣
[00:09:10.400 --> 00:09:12.600]  你是會教訓他的
[00:09:12.600 --> 00:09:14.600]  當你公司裡面有人頑皮你會怎樣
[00:09:14.600 --> 00:09:16.400]  你要教訓他的
[00:09:16.400 --> 00:09:20.800]  那麼這個社會都要教訓那些犯罪的人
[00:09:20.800 --> 00:09:24.400]  那麼就成為用什麼來做鞭來懲罰他呢
[00:09:24.400 --> 00:09:27.000]  就是用不同的民族
[00:09:27.000 --> 00:09:30.200]  用不同的民族成為民族間的鞭
[00:09:30.200 --> 00:09:33.200]  譬如菲利士人很差
[00:09:33.200 --> 00:09:35.800]  神就以色列人鞭他
[00:09:35.800 --> 00:09:39.000]  又用菲利士人成為以色列人的鞭
[00:09:39.000 --> 00:09:40.200]  鞭打他
[00:09:40.200 --> 00:09:43.200]  那麼大家之間是會在那邊鞭打的
[00:09:43.200 --> 00:09:45.200]  其實就是他們離開神
[00:09:45.200 --> 00:09:49.200]  那麼一個很壞的cycle
[00:09:49.200 --> 00:09:52.600]  那麼就是他們在神面前犯罪
[00:09:52.600 --> 00:09:55.200]  拜第二個神巴力
[00:09:55.200 --> 00:09:58.800]  然後神就會用一個民族去鞭打他
[00:09:58.800 --> 00:10:00.800]  那麼去圍困他
[00:10:00.800 --> 00:10:03.200]  十年八載好慘什麼都沒有了
[00:10:03.200 --> 00:10:04.800]  然後他哀求上帝
[00:10:04.800 --> 00:10:07.200]  上帝是維持對百姓的憐憫
[00:10:07.200 --> 00:10:09.400]  就是第四點我要講的了
[00:10:09.400 --> 00:10:12.800]  上主始終保持對百姓的憐憫
[00:10:12.800 --> 00:10:18.800]  就興起了士司紀的十二位士司來保護他們
[00:10:18.800 --> 00:10:21.600]  興起了十二位士司來保護他們
[00:10:21.600 --> 00:10:26.200]  那麼他們是犯罪拜另外一個神
[00:10:26.200 --> 00:10:29.600]  神用一個民族去鞭打他
[00:10:29.600 --> 00:10:31.800]  那麼他們就求神憐憫悔改
[00:10:31.800 --> 00:10:36.200]  然後神就興起士司保護他們
[00:10:36.200 --> 00:10:39.000]  那麼士司紀我們看了十二位士司
[00:10:39.000 --> 00:10:42.000]  那麼就有一位是很差的
[00:10:42.000 --> 00:10:43.800]  那麼叫阿比米納
[00:10:43.800 --> 00:10:47.200]  那麼就很多人都不認為他是士司的
[00:10:47.200 --> 00:10:53.600]  不過他記載他的字句是有些和記載一位士司是一樣的
[00:10:53.600 --> 00:10:55.600]  所以有些人認為他算是一位
[00:10:55.600 --> 00:10:56.600]  有些不是
[00:10:56.600 --> 00:10:58.000]  那麼不要緊了
[00:10:58.000 --> 00:11:00.400]  那麼就主要我們認為十二位士司
[00:11:00.400 --> 00:11:04.600]  就來到神興起拯救者
[00:11:04.600 --> 00:11:06.000]  好了那麼其實呢
[00:11:06.000 --> 00:11:08.600]  又保護他們然後他們就好了
[00:11:08.600 --> 00:11:09.600]  平安返
[00:11:09.600 --> 00:11:12.000]  那麼然後保護了他們平安返
[00:11:12.000 --> 00:11:14.200]  那麼然後他們又犯罪
[00:11:14.200 --> 00:11:16.800]  犯罪之後神就用其他民族懲罰他
[00:11:16.800 --> 00:11:20.200]  然後神就說我們錯了求你憐憫我們
[00:11:20.200 --> 00:11:22.800]  於是神就派一個士司保護他們
[00:11:22.800 --> 00:11:25.800]  那麼就是這樣的循環不停地走
[00:11:25.800 --> 00:11:28.600]  二三四二三四這樣不停地走
[00:11:28.600 --> 00:11:31.800]  那麼就是他們這三點他們不停地做
[00:11:31.800 --> 00:11:34.000]  不過請你記得真是過往靈性好
[00:11:34.000 --> 00:11:37.400]  並不保持今天靈性一定好的
[00:11:37.400 --> 00:11:40.400]  就是他們本來是很敬畏上帝
[00:11:40.400 --> 00:11:42.000]  跟著上帝走
[00:11:42.000 --> 00:11:43.400]  在抗野的時候好
[00:11:43.400 --> 00:11:45.200]  哎呀走著走著
[00:11:45.200 --> 00:11:48.600]  就反而在平順了有自己土地之後
[00:11:48.600 --> 00:11:51.800]  沒有人管的時候就開始差了
[00:11:51.800 --> 00:11:55.000]  那麼人呢有時候真的都挺犯賤的
[00:11:55.000 --> 00:11:57.400]  就很偏行幾路的
[00:11:57.400 --> 00:11:59.000]  很自我中心的
[00:11:59.000 --> 00:12:01.600]  好了而反省的第五點呢
[00:12:01.600 --> 00:12:05.800]  就是似乎是以色列終末有王王
[00:12:05.800 --> 00:12:09.200]  似乎士司既是讓以色列民
[00:12:09.200 --> 00:12:13.600]  是建立王國埋下了伏筆
[00:12:13.600 --> 00:12:17.400]  那麼如果你看到薩姆爾記要立王的時候
[00:12:17.400 --> 00:12:21.600]  其實上帝是不是最歡喜的
[00:12:21.600 --> 00:12:25.800]  那麼就是特別薩姆爾當時不是很歡喜的
[00:12:25.800 --> 00:12:28.800]  他就是我們讀下去就知道了
[00:12:28.800 --> 00:12:31.600]  就覺得有上帝帶領你們就好了
[00:12:31.600 --> 00:12:32.600]  何必要立王
[00:12:32.600 --> 00:12:33.600]  立了王呢
[00:12:33.600 --> 00:12:37.400]  你們很多人就會變成這個王的臣僕
[00:12:37.400 --> 00:12:40.000]  就要聽他怎麼奔跑
[00:12:40.000 --> 00:12:41.200]  他們很兇
[00:12:41.200 --> 00:12:44.600]  你的子女就要跟他做臣僕
[00:12:44.600 --> 00:12:46.800]  那麼伴君如伴虎
[00:12:46.800 --> 00:12:48.400]  很困難的
[00:12:48.400 --> 00:12:49.600]  不如不要了
[00:12:49.600 --> 00:12:50.800]  跟隨臣不就好了
[00:12:50.800 --> 00:12:52.800]  為什麼要跟隨個王呢
[00:12:52.800 --> 00:12:54.000]  但是他們說沒有王
[00:12:54.000 --> 00:12:57.400]  沒有肉眼看到一個肉身的人不可以跟
[00:12:57.400 --> 00:12:59.600]  於是就跟得不貼
[00:12:59.600 --> 00:13:01.000]  硬是要立王
[00:13:01.000 --> 00:13:02.600]  我們旁邊的民族都有王
[00:13:02.600 --> 00:13:04.000]  為什麼我們沒有呢
[00:13:04.000 --> 00:13:06.400]  於是他們就很想立王了
[00:13:06.400 --> 00:13:08.800]  士司時代他們是沒有王的
[00:13:08.800 --> 00:13:11.600]  見到其他民族都有王
[00:13:11.600 --> 00:13:14.400]  小小的都有個王
[00:13:14.400 --> 00:13:16.800]  那麼可能士司紀沒有王
[00:13:16.800 --> 00:13:17.600]  個人有異行
[00:13:17.600 --> 00:13:18.400]  既然這樣記錄
[00:13:18.400 --> 00:13:20.600]  都是薩姆爾記錄的
[00:13:20.600 --> 00:13:22.000]  那麼就可能都是
[00:13:22.000 --> 00:13:25.200]  上帝讓以色列民建立王國
[00:13:25.200 --> 00:13:26.800]  是埋下了伏筆的
[00:13:26.800 --> 00:13:30.400]  這個就是士司紀給我們反省到的東西了
[00:13:30.400 --> 00:13:31.200]  好
[00:13:31.200 --> 00:13:32.000]  總結了
[00:13:32.000 --> 00:13:33.600]  那麼就記得
[00:13:33.600 --> 00:13:35.600]  士司紀給我們看到
[00:13:35.600 --> 00:13:37.800]  記得我講的第一點
[00:13:37.800 --> 00:13:40.800]  過往美好屬靈經歷
[00:13:40.800 --> 00:13:44.800]  並不保證日後是有美好的靈性的
[00:13:44.800 --> 00:13:46.600]  所以靈性是每一日的追求
[00:13:46.600 --> 00:13:51.600]  好像同一個人的關係要保持住的
[00:13:51.600 --> 00:13:54.600]  很多我讀神學時候
[00:13:54.600 --> 00:13:55.800]  幾十年
[00:13:55.800 --> 00:13:59.000]  當然在神學院的很多老友
[00:13:59.000 --> 00:14:01.200]  和上下一兩級
[00:14:01.200 --> 00:14:05.200]  是一兩班的同學很熟的
[00:14:05.200 --> 00:14:07.000]  一起去侍奉的
[00:14:07.000 --> 00:14:09.200]  但是到了離開了之後
[00:14:09.200 --> 00:14:10.600]  幾十年沒有見面
[00:14:10.600 --> 00:14:13.000]  已經很生疏了
[00:14:13.000 --> 00:14:16.200]  已經不覺得是好朋友了
[00:14:16.200 --> 00:14:19.000]  只是覺得以前是好朋友
[00:14:19.000 --> 00:14:21.800]  現在甚至跟那班同學都不能夠時時見面
[00:14:21.800 --> 00:14:22.600]  是不是好朋友呢
[00:14:22.600 --> 00:14:24.800]  是理智上我們是好同學
[00:14:24.800 --> 00:14:27.800]  四十年以上的同學了
[00:14:27.800 --> 00:14:30.400]  不過都是很好的
[00:14:30.400 --> 00:14:33.200]  但是沒有維持住
[00:14:33.200 --> 00:14:37.000]  很多夫婦都是沒有維持住的關係
[00:14:37.000 --> 00:14:39.000]  於是變差了
[00:14:39.000 --> 00:14:41.400]  以往的關係好不等於今天的關係好
[00:14:41.400 --> 00:14:43.400]  以往同神經歷很貼
[00:14:43.400 --> 00:14:45.200]  但是今天不等於很貼
[00:14:45.200 --> 00:14:46.200]  不等於很好
[00:14:46.200 --> 00:14:47.000]  大家記得
[00:14:47.000 --> 00:14:49.800]  是要保持住禱告靈修跟隨
[00:14:49.800 --> 00:14:51.000]  跟貼
[00:14:51.000 --> 00:14:54.200]  這樣才有一個很好的靈性經歷
[00:14:54.200 --> 00:14:55.200]  我們一起祈禱
[00:14:55.200 --> 00:14:58.400]  主求你幫助我們
[00:14:58.400 --> 00:15:01.000]  我們看到以色列人出埃及
[00:15:01.000 --> 00:15:04.800]  入迦南 經過紅海
[00:15:04.800 --> 00:15:07.600]  蘆葦海 經過約旦河
[00:15:07.600 --> 00:15:11.600]  經過西乃山 經過荒漠
[00:15:11.600 --> 00:15:14.200]  進去的時候他們一場仗一場仗
[00:15:14.200 --> 00:15:17.000]  這樣一個民族一個民族的特性
[00:15:17.000 --> 00:15:19.400]  完全看到上帝的手在工作
[00:15:19.400 --> 00:15:23.000]  不過他們又跟隨了當地的神
[00:15:23.000 --> 00:15:24.600]  站得不穩
[00:15:24.600 --> 00:15:26.600]  而無論以往
[00:15:26.600 --> 00:15:29.800]  由約書亞到各個祭司 事司
[00:15:29.800 --> 00:15:32.200]  都跟我們說一定要跟隨神
[00:15:32.200 --> 00:15:33.200]  大家都說好的
[00:15:33.200 --> 00:15:35.200]  不過就失落了
[00:15:35.200 --> 00:15:36.400]  不單止失落了
[00:15:36.400 --> 00:15:38.200]  由阿伯拉罕開始
[00:15:38.200 --> 00:15:41.200]  以色列那種信心跟隨
[00:15:41.200 --> 00:15:42.200]  不單止失落了
[00:15:42.200 --> 00:15:46.200]  摩西亞 倫約書亞那些信心跟隨
[00:15:46.200 --> 00:15:48.200]  一路失落下去
[00:15:48.200 --> 00:15:50.200]  就敗了巴黎
[00:15:50.200 --> 00:15:52.000]  主求你自己憐憫
[00:15:52.000 --> 00:15:54.000]  幫助我們在這個世界中生活
[00:15:54.000 --> 00:15:56.200]  其實跟我們很像
[00:15:56.200 --> 00:15:57.200]  迦南地就好像
[00:15:57.200 --> 00:16:00.200]  我們今天活著的世界一樣
[00:16:00.200 --> 00:16:02.200]  五光八綠 五光十色
[00:16:02.200 --> 00:16:04.200]  令到我們眼花繚亂
[00:16:04.200 --> 00:16:07.200]  很多時候就會受不住誘惑
[00:16:07.200 --> 00:16:13.200]  就遲早吃了不可以吃的果子
[00:16:13.200 --> 00:16:15.200]  主求你自己憐憫我們
[00:16:15.200 --> 00:16:17.200]  讓我們緊緊跟隨你
[00:16:17.200 --> 00:16:19.200]  滿有信心
[00:16:19.200 --> 00:16:22.200]  讓我們有一個屬靈的耳朵
[00:16:22.200 --> 00:16:23.200]  聽到你的聲音
[00:16:23.200 --> 00:16:27.200]  讓我們有這樣的勇氣與信心去跟隨
[00:16:27.200 --> 00:16:28.200]  隨天祈禱
[00:16:28.200 --> 00:16:29.200]  奉耶穌基督名禱
[00:16:29.200 --> 00:16:30.200]  阿門
