
[00:00:00.000 --> 00:00:02.700]  各位地心姐妹朋友們 早安
[00:03:49.600 --> 00:03:52.900]  聖經上說他在埃及的宮中
[00:03:52.900 --> 00:03:58.400]  學了埃及一切的學問
[00:03:58.400 --> 00:04:03.500]  但是神為什麼就讓他逃到曠野去
[00:04:03.500 --> 00:04:07.100]  放養四十年呢
[00:04:07.100 --> 00:04:10.500]  我想神是要叫他學習
[00:04:10.500 --> 00:04:12.500]  在曠野裡面
[00:04:12.500 --> 00:04:17.500]  裝備他的愛心跟他的耐心
[00:04:17.500 --> 00:04:19.300]  當羊迷失了
[00:04:19.300 --> 00:04:21.800]  他要去把牠找回來
[00:04:21.800 --> 00:04:23.600]  當羊受傷了
[00:04:23.600 --> 00:04:26.300]  他要為牠們包裹
[00:04:26.300 --> 00:04:29.700]  同樣我們也是一樣不是嗎
[00:04:29.700 --> 00:04:33.000]  我們弟兄姊妹
[00:04:33.000 --> 00:04:36.500]  我們覺得知識很重要
[00:04:36.500 --> 00:04:39.800]  有的人聖經背得很熟
[00:04:39.800 --> 00:04:42.500]  這一點我要感謝神
[00:04:42.500 --> 00:04:45.300]  我五十多歲才開始讀聖經
[00:04:45.300 --> 00:04:51.000]  但是神叫我聖經能夠過目不忘
[00:04:51.000 --> 00:04:55.300]  但是我從來沒有求過這個
[00:04:55.300 --> 00:04:59.300]  我只求神給我更多的愛心
[00:04:59.300 --> 00:05:02.700]  每一個人生長環境不一樣
[00:05:02.700 --> 00:05:05.900]  我家有七個小孩子
[00:05:05.900 --> 00:05:09.700]  又是五零年代生的
[00:05:09.700 --> 00:05:12.200]  四五四六四七四八四九五零
[00:05:12.200 --> 00:05:14.700]  五一五二一路下來
[00:05:14.700 --> 00:05:18.200]  那個時候老蔣不是要反攻大陸
[00:05:18.200 --> 00:05:20.700]  要增產報國嗎
[00:05:20.700 --> 00:05:23.500]  哇 所以生了一窩
[00:05:23.500 --> 00:05:27.100]  那個時候一九七四八四九五零
[00:05:27.100 --> 00:05:30.200]  很窮的
[00:05:30.200 --> 00:05:33.900]  所以我家這麼多人
[00:05:33.900 --> 00:05:39.300]  我有的時候真的從小好像沒有人愛
[00:05:39.300 --> 00:05:40.700]  你知道嗎
[00:05:40.700 --> 00:05:44.900]  Frank也應該知道有這種感覺
[00:05:44.900 --> 00:05:50.500]  我們常常是吃飯有一頓沒一頓的
[00:05:50.500 --> 00:05:54.900]  出去玩 玩到天黑再回家
[00:05:54.900 --> 00:05:57.800]  飯桌早就收了也沒人管你
[00:05:57.800 --> 00:06:00.400]  也沒人注意到你沒有在家吃飯
[00:06:00.400 --> 00:06:02.700]  也沒有人來找你回家吃飯
[00:06:02.700 --> 00:06:07.600]  你愛玩啊幾點就幾點
[00:06:07.600 --> 00:06:10.500]  講是很自由啦
[00:06:10.500 --> 00:06:14.500]  但是心裡面有的時候想
[00:06:14.500 --> 00:06:17.000]  好渴望
[00:06:17.000 --> 00:06:20.300]  能夠爸爸媽媽
[00:06:20.300 --> 00:06:26.600]  能夠把他們那個操勞困惑努力
[00:06:26.600 --> 00:06:33.000]  還有忙碌的生活分一點愛心給我
[00:06:33.000 --> 00:06:37.100]  但是就在這個環境中長大
[00:06:37.100 --> 00:06:41.500]  我相信神也在裝備我
[00:06:41.500 --> 00:06:45.000]  要讓我有愛心有更多的耐心
[00:06:45.000 --> 00:06:50.800]  這是我一直從小沒有得到的
[00:06:50.800 --> 00:06:57.100]  即使我過目不忘讀聖經又能怎麼樣呢
[00:06:57.100 --> 00:06:59.300]  摩西大學有學問
[00:06:59.300 --> 00:07:02.500]  他的學問大到什麼地步呢
[00:07:02.500 --> 00:07:04.800]  我看過摩西的電影
[00:07:04.800 --> 00:07:08.400]  Charleston Heston演得非常好
[00:07:08.400 --> 00:07:10.500]  他甚至於趕馬車
[00:07:10.500 --> 00:07:13.400]  甚至於造金字塔
[00:07:13.400 --> 00:07:20.500]  他的數學天文地理文化歷史非常熟
[00:07:20.500 --> 00:07:27.000]  但是Chan要到曠野去學基本功
[00:07:27.000 --> 00:07:30.000]  聖經上面有好幾個人都是這樣
[00:07:30.000 --> 00:07:31.700]  保羅也是
[00:07:31.700 --> 00:07:34.100]  少羅我應該這麼說
[00:07:34.100 --> 00:07:35.000]  是不是
[00:07:35.000 --> 00:07:43.800]  他要到亞拉伯的曠野三年去學神
[00:07:43.800 --> 00:07:46.100]  有人說什麼叫神學
[00:07:46.100 --> 00:07:49.800]  神學就是學神
[00:07:49.800 --> 00:07:51.800]  保羅學了三年
[00:07:51.800 --> 00:07:57.100]  後來才又重新出來了
[00:07:57.100 --> 00:08:00.100]  恩賜也很重要
[00:08:00.100 --> 00:08:02.000]  有的時候我都覺得
[00:08:02.000 --> 00:08:06.300]  哎呀神啊你要給我一點恩賜
[00:08:06.300 --> 00:08:09.600]  如果說我能夠為
[00:08:09.600 --> 00:08:12.500]  使人禱告使人能夠活起來
[00:08:12.500 --> 00:08:14.900]  那不得了
[00:08:14.900 --> 00:08:16.900]  CBS NBC ABC
[00:08:16.900 --> 00:08:19.900]  包括中央電視台通通要來採訪我了
[00:08:19.900 --> 00:08:21.800]  人通通要湧進來了
[00:08:21.800 --> 00:08:23.400]  都是抬著進來的
[00:08:23.400 --> 00:08:26.500]  出去都是蹦蹦跳跳的出去了
[00:08:26.500 --> 00:08:30.800]  所以恩賜很重要不是嗎
[00:08:30.800 --> 00:08:31.800]  但是我要說
[00:08:31.800 --> 00:08:37.100]  徒有恩賜沒有愛心也不能夠造就人
[00:08:37.100 --> 00:08:39.300]  格林諾前書十三章一到二節
[00:08:39.300 --> 00:08:42.000]  他說我們一起來念
[00:08:42.000 --> 00:08:44.000]  我若能說外人方言
[00:08:44.000 --> 00:08:47.400]  並天使的話語卻沒有愛
[00:08:47.400 --> 00:08:51.300]  我就成了冥的羅響的伯一樣
[00:08:51.300 --> 00:08:53.600]  我若有先知講道之能
[00:08:53.600 --> 00:08:55.900]  也明白各樣的奧秘
[00:08:55.900 --> 00:08:57.400]  各樣的知識
[00:08:57.400 --> 00:08:59.800]  而且有全輩的信
[00:08:59.800 --> 00:09:03.000]  叫我能夠移山卻沒有愛
[00:09:03.000 --> 00:09:05.900]  我就算不得什麼
[00:09:05.900 --> 00:09:07.600]  好的
[00:09:07.600 --> 00:09:11.500]  所以這裡保羅講得非常清楚
[00:09:11.500 --> 00:09:14.400]  你能說外人的方言
[00:09:14.400 --> 00:09:18.300]  你講英文講日本話講台灣話
[00:09:18.300 --> 00:09:21.700]  講北京話講四川話
[00:09:21.700 --> 00:09:24.000]  講拉丁話講什麼話
[00:09:24.000 --> 00:09:26.800]  甚至於講天國的言語
[00:09:26.800 --> 00:09:29.700]  但是你沒有愛
[00:09:29.700 --> 00:09:35.800]  你只不過是冥的羅響的伯一樣
[00:09:35.800 --> 00:09:37.700]  一點用處都沒有
[00:09:37.700 --> 00:09:43.000]  就算說我能夠講多少的先知講道之能
[00:09:43.000 --> 00:09:45.500]  各樣的奧秘各樣的知識
[00:09:45.500 --> 00:09:47.500]  而且有全輩的信
[00:09:47.500 --> 00:09:50.300]  這一點就是很有意思
[00:09:50.300 --> 00:09:53.800]  即使是你信心再大
[00:09:53.800 --> 00:09:57.500]  但是你沒有愛
[00:09:57.500 --> 00:09:59.400]  所以我們信望愛
[00:09:59.400 --> 00:10:02.800]  如今長存的有信有望有愛
[00:10:02.800 --> 00:10:05.500]  其中最大的就是愛
[00:10:05.500 --> 00:10:11.000]  這是在我們週報上面每次都有這一行字
[00:10:11.000 --> 00:10:14.200]  格林多前書十三章十三節
[00:10:14.200 --> 00:10:16.200]  恩賜重要沒有問題
[00:10:16.200 --> 00:10:18.500]  我們都希望有恩賜
[00:10:18.500 --> 00:10:23.600]  但是愛心更顯得重要
[00:10:23.600 --> 00:10:27.700]  因為愛能克服一切的障礙
[00:10:27.700 --> 00:10:33.800]  愛勝過一切的恩賜
[00:10:33.800 --> 00:10:36.300]  所以我們要有愛的行動
[00:10:36.300 --> 00:10:38.700]  我剛才說我們愛的行動
[00:10:38.700 --> 00:10:41.900]  最重要第一點是不要看人家沒有
[00:10:41.900 --> 00:10:44.100]  要看人家有的
[00:10:44.100 --> 00:10:47.200]  我們以彼得為例子
[00:10:47.200 --> 00:10:53.300]  彼得實際上Peter就是希臘文
[00:10:53.300 --> 00:10:58.200]  他的希伯來文他原來叫做petros
[00:10:58.200 --> 00:11:01.300]  意思是小石頭
[00:11:01.300 --> 00:11:03.900]  就是people或者是叫做people
[00:11:03.900 --> 00:11:07.100]  所以他原來的名字叫petros
[00:11:07.100 --> 00:11:12.000]  他是一個漁夫是一個小心的人不是嗎
[00:11:12.000 --> 00:11:15.500]  他不是有一次在海上風浪大
[00:11:15.500 --> 00:11:17.900]  他看到耶穌在海上走過來
[00:11:17.900 --> 00:11:20.100]  然後他說耶穌我也要在海上走
[00:11:20.100 --> 00:11:22.200]  耶穌說來彼得你走過來
[00:11:22.200 --> 00:11:23.700]  他就走走走走
[00:11:23.700 --> 00:11:27.200]  結果他一時小心碰撞一下
[00:11:27.200 --> 00:11:30.100]  就掉到水裡面不是嗎
[00:11:30.100 --> 00:11:35.900]  甚至於他還三次不認住對不對
[00:11:35.900 --> 00:11:40.100]  我們都知道彼得是一個漁夫
[00:11:40.100 --> 00:11:42.700]  他是一個小心的人
[00:11:42.700 --> 00:11:47.800]  直到在馬太福音十六章
[00:11:47.800 --> 00:11:51.500]  他做了一個信仰宣告
[00:11:51.500 --> 00:11:56.100]  因為那一次耶穌問門徒說
[00:11:56.100 --> 00:11:58.900]  人家說我是誰
[00:11:58.900 --> 00:12:03.200]  原文說人說我人只是誰
[00:12:03.200 --> 00:12:06.500]  他們說有人說你是以利亞
[00:12:06.500 --> 00:12:07.900]  有人說你是摩西
[00:12:07.900 --> 00:12:09.500]  有人說你是先知
[00:12:09.500 --> 00:12:14.400]  有人說你是耶利米
[00:12:14.400 --> 00:12:19.100]  但是耶穌說你們說我是誰
[00:12:19.100 --> 00:12:20.800]  結果彼得就說
[00:12:20.800 --> 00:12:26.600]  來你是基督是永生神的兒子
[00:12:26.600 --> 00:12:29.600]  然後跟著耶穌就講了一句話
[00:12:29.600 --> 00:12:34.100]  他說西門耶拿彼得
[00:12:34.100 --> 00:12:36.900]  這個話不是人跟你講的
[00:12:36.900 --> 00:12:40.200]  這是神聖靈啟示你
[00:12:40.200 --> 00:12:43.000]  這個時候他用了彼得這個字
[00:12:43.000 --> 00:12:45.600]  後來彼得都是這麼稱呼
[00:12:45.600 --> 00:12:50.900]  叫做petra而不再是petros
[00:12:50.900 --> 00:12:55.000]  所以他已經變成磐石了
[00:12:55.000 --> 00:12:57.500]  petros是小石頭
[00:12:57.500 --> 00:12:59.600]  petra是大磐石
[00:12:59.600 --> 00:13:04.700]  所以耶穌說
[00:13:04.700 --> 00:13:09.100]  這個教會要建造在你這個磐石上面
[00:13:09.100 --> 00:13:11.300]  你要掌管天國的鑰匙
[00:13:11.300 --> 00:13:12.800]  所以他已經成了
[00:13:12.800 --> 00:13:16.700]  最終成為初代教會的磐石
[00:13:16.700 --> 00:13:21.500]  真正是petra
[00:13:21.500 --> 00:13:23.500]  當然我們也知道
[00:13:23.500 --> 00:13:26.500]  他中間還有三次不認主
[00:13:26.500 --> 00:13:30.600]  然後約翰福音上面說
[00:13:30.600 --> 00:13:33.900]  耶穌升天之前來找彼得
[00:13:33.900 --> 00:13:40.300]  用三次再三的用愛來呼召他
[00:13:40.300 --> 00:13:43.400]  神為什麼要這麼看他
[00:13:43.400 --> 00:13:46.900]  神看到他的是他有的
[00:13:46.900 --> 00:13:50.800]  不是看到他沒有的
[00:13:50.800 --> 00:13:53.600]  其實我變成禮拜六最忙
[00:13:53.600 --> 00:13:55.400]  為什麼
[00:13:55.400 --> 00:14:01.000]  因為總是獎章或者週報
[00:14:01.000 --> 00:14:03.100]  禮拜一 禮拜二 禮拜三 禮拜四 禮拜五
[00:14:03.100 --> 00:14:04.800]  都不想動
[00:14:04.800 --> 00:14:08.000]  到了禮拜六不動不行了
[00:14:08.000 --> 00:14:12.400]  要忙起來了
[00:14:12.400 --> 00:14:14.500]  我也是就跟凌凌說
[00:14:14.500 --> 00:14:16.400]  凌凌你要是能夠做這些都好
[00:14:16.400 --> 00:14:19.000]  她說沒有辦法這些我都不會做
[00:14:19.000 --> 00:14:21.800]  但是我會做菜
[00:14:21.800 --> 00:14:25.800]  所以不要看他沒有的
[00:14:25.800 --> 00:14:28.700]  看他有的
[00:14:28.700 --> 00:14:31.100]  做菜我就不會了
[00:14:31.100 --> 00:14:34.600]  我會煮泡麵
[00:14:34.600 --> 00:14:36.500]  最多打個蛋下去了
[00:14:36.500 --> 00:14:39.200]  再丟兩個蔥頭下去
[00:14:39.200 --> 00:14:42.900]  丟兩個菜籽下去
[00:14:42.900 --> 00:14:45.100]  再丟一個蒜頭下去
[00:14:45.100 --> 00:14:48.400]  我愛吃蒜頭
[00:14:48.400 --> 00:14:49.800]  但是不管怎麼樣
[00:14:49.800 --> 00:14:51.500]  讓我們想到
[00:14:51.500 --> 00:14:54.700]  我們的神也是這樣子看我們的
[00:14:54.700 --> 00:14:58.700]  真的我們不好看
[00:14:58.700 --> 00:15:01.600]  一天不打掛人家就聞到你身上有味道
[00:15:01.600 --> 00:15:03.400]  三天不讀經
[00:15:03.400 --> 00:15:06.600]  人家就看你面目猙獰了
[00:15:06.600 --> 00:15:09.700]  但是我們的神從來沒有嫌棄我們
[00:15:09.700 --> 00:15:12.000]  你知道嗎
[00:15:12.000 --> 00:15:15.900]  哪裡頭的孩子都是自己家的最好
[00:15:15.900 --> 00:15:17.700]  不是嗎
[00:15:17.700 --> 00:15:20.000]  我們有的時候
[00:15:20.000 --> 00:15:24.300]  看到有一些影片
[00:15:24.300 --> 00:15:30.300]  真的看到父母親寶貝他的兒女
[00:15:30.300 --> 00:15:34.700]  聖經上面說把他放在掌心上面
[00:15:34.700 --> 00:15:37.600]  就這麼樣的愛他們
[00:15:37.600 --> 00:15:41.200]  這樣子的欣賞他們
[00:15:41.200 --> 00:15:45.400]  甚至於喬·奧斯汀說
[00:15:45.400 --> 00:15:46.700]  我們每一個人
[00:15:46.700 --> 00:15:48.500]  耶穌把他的皮夾拿出來
[00:15:48.500 --> 00:15:51.200]  你看 這是我的兒子
[00:15:51.200 --> 00:15:53.900]  看 這是我的女兒
[00:15:53.900 --> 00:15:56.200]  祂沒有去炫耀
[00:15:56.200 --> 00:15:58.900]  祂所創造的天地宇宙萬物
[00:15:58.900 --> 00:16:01.300]  那銀河 那什麼
[00:16:01.300 --> 00:16:06.100]  祂炫耀的是祂的兒子 祂的女兒
[00:16:06.100 --> 00:16:08.900]  因為祂看我們的裡面
[00:16:08.900 --> 00:16:11.500]  即使是我們再不好
[00:16:11.500 --> 00:16:13.800]  但祂看到我們有的
[00:16:13.800 --> 00:16:17.900]  我們裡面有祂在我們裡面
[00:16:17.900 --> 00:16:21.900]  我們生命裡面有祂在我們裡面
[00:16:21.900 --> 00:16:22.900]  雖然很多時候
[00:16:22.900 --> 00:16:24.200]  我們走我們的人生道路
[00:16:24.200 --> 00:16:26.700]  有高有低 上上下下
[00:16:26.700 --> 00:16:28.800]  甚至於會遠離了神
[00:16:28.800 --> 00:16:30.900]  偏離了那個路
[00:16:30.900 --> 00:16:35.000]  但是我們的神祂永遠
[00:16:35.000 --> 00:16:37.400]  就好像GPS
[00:16:37.400 --> 00:16:38.400]  你走錯了路
[00:16:38.400 --> 00:16:41.500]  祂會把你重新引導下來
[00:16:41.500 --> 00:16:48.100]  是不是這樣 你再到東南西北跑
[00:16:48.100 --> 00:16:51.000]  再怎麼越走越遠
[00:16:51.000 --> 00:16:55.100]  但是祂多麼喜歡看到
[00:16:55.100 --> 00:16:57.500]  你的一張相片
[00:16:57.500 --> 00:17:01.700]  聽到你的一句話
[00:17:01.700 --> 00:17:04.200]  這兩天
[00:17:04.200 --> 00:17:07.200]  我兒子發個相片來
[00:17:07.200 --> 00:17:10.500]  我相信是他媳婦幫他發的
[00:17:10.500 --> 00:17:15.100]  又白又胖
[00:17:15.100 --> 00:17:19.100]  我說比我還俊
[00:17:19.100 --> 00:17:20.800]  這就是父母親了
[00:17:20.800 --> 00:17:23.400]  我們神不是一樣嗎
[00:17:23.400 --> 00:17:26.800]  你切個腿 你瞎個眼
[00:17:26.800 --> 00:17:31.800]  祂都愛你愛到為你捨命
[00:17:31.800 --> 00:17:33.900]  彼得就是這個樣
[00:17:33.900 --> 00:17:36.500]  門徒不都是也是這樣子嗎
[00:17:36.500 --> 00:17:41.300]  甚至於我們不也都是這個樣子嗎
[00:17:41.300 --> 00:17:44.300]  好了 我們要有愛的行動
[00:17:44.300 --> 00:17:46.200]  不要看人家沒有的
[00:17:46.200 --> 00:17:48.700]  看人家有的
[00:17:48.700 --> 00:17:50.900]  不要看人家的缺點
[00:17:50.900 --> 00:17:53.800]  看人家的優點
[00:17:53.800 --> 00:17:55.900]  這個很不容易吧
[00:17:55.900 --> 00:17:58.900]  缺點跟優點我們一看就看得出來
[00:17:58.900 --> 00:18:00.400]  是不是這樣
[00:18:00.400 --> 00:18:02.700]  哎呀 牧師你今天這個領帶
[00:18:02.700 --> 00:18:05.700]  好難看哦
[00:18:05.700 --> 00:18:07.000]  哎呀
[00:18:07.000 --> 00:18:09.100]  但是當我打這個領帶的時候
[00:18:09.100 --> 00:18:10.900]  我說耶穌啊
[00:18:10.900 --> 00:18:13.200]  你看我這個領帶好不好看
[00:18:13.200 --> 00:18:15.100]  是不是
[00:18:15.100 --> 00:18:18.700]  我們要看別人的優點
[00:18:18.700 --> 00:18:23.200]  不要看別人的缺點
[00:18:23.200 --> 00:18:25.200]  有一個很有能力的傳道人
[00:18:25.200 --> 00:18:29.800]  他叫做彼得華格納
[00:18:29.800 --> 00:18:32.500]  他以前是很傳統教會的
[00:18:32.500 --> 00:18:36.400]  他甚至於吃之以鼻
[00:18:36.400 --> 00:18:39.500]  不屑一顧這些臨恩的動作
[00:18:39.500 --> 00:18:42.800]  但他有一次次於聚會
[00:18:42.800 --> 00:18:44.800]  結果不知道怎麼搞的
[00:18:44.800 --> 00:18:48.900]  忽然間整個人起瘋癲了一樣
[00:18:48.900 --> 00:18:51.400]  就跳上台就開始翻跟頭
[00:18:51.400 --> 00:18:53.600]  後來就變成
[00:18:53.600 --> 00:18:55.600]  人家說他是大臨恩了
[00:18:55.600 --> 00:18:57.100]  是不是
[00:18:57.100 --> 00:18:59.100]  彼得華格納他就有一次
[00:18:59.100 --> 00:19:01.300]  他發脾氣對他太太
[00:19:01.300 --> 00:19:03.700]  他說我真不了解
[00:19:03.700 --> 00:19:08.300]  上帝為什麼把你造得這麼美麗
[00:19:08.300 --> 00:19:11.000]  又如此的愚蠢
[00:19:11.000 --> 00:19:13.100]  是不是
[00:19:13.100 --> 00:19:14.700]  他太太說
[00:19:14.700 --> 00:19:16.500]  這很簡單啊
[00:19:16.500 --> 00:19:18.100]  因為我漂亮
[00:19:18.100 --> 00:19:21.100]  你才會娶我
[00:19:21.100 --> 00:19:22.500]  因為我笨
[00:19:22.500 --> 00:19:24.400]  我才會嫁給你
[00:19:24.400 --> 00:19:26.200]  是吧
[00:19:26.200 --> 00:19:27.900]  所以你如果跟太太吵架
[00:19:27.900 --> 00:19:30.100]  或跟先生吵架
[00:19:30.100 --> 00:19:31.500]  你會不會講說
[00:19:31.500 --> 00:19:33.000]  哎呀我真是
[00:19:33.000 --> 00:19:34.700]  怎麼會娶到你這個
[00:19:34.700 --> 00:19:37.700]  怎麼會嫁給你這個人呢
[00:19:37.700 --> 00:19:40.700]  但是你沒有看到他的優點
[00:19:40.700 --> 00:19:43.000]  你看到的都是缺點
[00:19:43.000 --> 00:19:45.500]  我不相信一個人
[00:19:45.500 --> 00:19:48.700]  只有缺點沒有優點
[00:19:48.700 --> 00:19:50.700]  是不是
[00:19:50.700 --> 00:19:55.700]  這個這個這個
[00:19:55.700 --> 00:19:57.000]  不要看人家的缺點
[00:19:57.000 --> 00:19:59.400]  要看人家的優點
[00:19:59.400 --> 00:20:00.800]  譬如講
[00:20:00.800 --> 00:20:02.400]  我們這個禮拜五
[00:20:02.400 --> 00:20:03.300]  過去這個禮拜五
[00:20:03.300 --> 00:20:06.700]  我們才查經查到說這個
[00:20:06.700 --> 00:20:09.300]  掃羅不是被大光照射
[00:20:09.300 --> 00:20:10.400]  然後葡萄在地
[00:20:10.400 --> 00:20:12.300]  後來到了大馬社
[00:20:12.300 --> 00:20:17.700]  後來他在曠野三年學習嗎
[00:20:17.700 --> 00:20:21.600]  那巴拿巴就去把保羅
[00:20:21.600 --> 00:20:23.700]  把掃羅帶出來
[00:20:23.700 --> 00:20:28.100]  因為聖經上面說
[00:20:28.100 --> 00:20:30.300]  當掃羅出來
[00:20:30.300 --> 00:20:32.600]  大家都怕他
[00:20:32.600 --> 00:20:33.700]  因為不相信他
[00:20:33.700 --> 00:20:36.000]  他以前是迫害基督徒的
[00:20:36.000 --> 00:20:39.300]  包括斯提反也是受他的迫害
[00:20:39.300 --> 00:20:42.200]  所以他出來了
[00:20:42.200 --> 00:20:44.100]  人家都不敢跟他接
[00:20:44.100 --> 00:20:47.700]  直到巴拿巴去接待他
[00:20:47.700 --> 00:20:51.300]  領他去見使徒
[00:20:51.300 --> 00:20:52.300]  然後聖經上面說
[00:20:52.300 --> 00:20:54.900]  於是掃羅在耶路撒冷
[00:20:54.900 --> 00:20:58.600]  開始傳福音 開始講道
[00:20:58.600 --> 00:21:04.600]  開始行各樣的神蹟
[00:21:04.600 --> 00:21:07.300]  但是您知道嗎
[00:21:07.300 --> 00:21:09.500]  另外有一個巴拿巴
[00:21:09.500 --> 00:21:12.100]  有一個表弟還是侄兒
[00:21:12.100 --> 00:21:14.600]  叫做馬可
[00:21:14.600 --> 00:21:17.900]  這年輕人 馬可蠻有錢的
[00:21:17.900 --> 00:21:22.700]  他家 你去看幾本福音書上面
[00:21:22.700 --> 00:21:23.700]  馬可家有錢
[00:21:23.700 --> 00:21:25.500]  馬可的樓上
[00:21:25.500 --> 00:21:30.500]  他家在耶路撒冷裡面有樓房的
[00:21:30.500 --> 00:21:34.100]  但不管怎麼樣
[00:21:34.100 --> 00:21:40.100]  當有一次巴拿巴跟保羅
[00:21:40.100 --> 00:21:44.800]  他要帶馬可一起去宣教
[00:21:44.800 --> 00:21:46.800]  那麼使徒心在十五章他說
[00:21:46.800 --> 00:21:52.500]  保羅因為馬可從前在龐菲利亞離開他們
[00:21:52.500 --> 00:21:54.500]  就不和他同去做工
[00:21:54.500 --> 00:21:57.400]  就以為不可帶他去
[00:21:57.400 --> 00:22:00.200]  所以這一個年輕人
[00:22:00.200 --> 00:22:05.300]  就被冷漠了 被冷淡下來了
[00:22:05.300 --> 00:22:12.500]  但是保羅最終看到馬可的優點
[00:22:12.500 --> 00:22:16.700]  他在提摩代後書四章十一節他說
[00:22:16.700 --> 00:22:20.800]  他說你們來的時候要把馬可一起帶來
[00:22:20.800 --> 00:22:26.300]  因為他在傳道的事情上面與我有益
[00:22:26.300 --> 00:22:28.900]  所以他看到馬可的好處了
[00:22:28.900 --> 00:22:32.800]  而彼得前十五章十三節也說
