
[00:00:00.000 --> 00:00:01.780]  各位親愛的兄弟姊妹 你們好
[00:01:48.460 --> 00:01:50.620]  有的人因為覺得自己受冤屈
[00:01:50.620 --> 00:01:51.960]  有冤無路訴
[00:01:51.960 --> 00:01:53.460]  於是就會怎樣呢?
[00:01:53.460 --> 00:01:57.520]  採取這些不正當的行為 我至少覺得
[00:01:57.520 --> 00:02:00.420]  然後就希望吸引到人的注意
[00:02:00.420 --> 00:02:01.840]  很大的悲哀
[00:02:01.840 --> 00:02:03.260]  但是我們基督徒
[00:02:03.260 --> 00:02:05.880]  就可以向神離開去伸冤
[00:02:05.880 --> 00:02:08.220]  因為神是公義 神是慈愛
[00:02:08.220 --> 00:02:10.340]  好了 今天我們來看
[00:02:10.340 --> 00:02:13.460]  有一句話就是「愛之心 責之切」
[00:02:13.460 --> 00:02:15.300]  上個星期我們看到
[00:02:15.300 --> 00:02:19.300]  因為生活糜爛 已經作王了
[00:02:19.300 --> 00:02:21.620]  不需要御駕親征了
[00:02:21.620 --> 00:02:25.940]  有手下的猛將幫他來東征西討
[00:02:25.940 --> 00:02:29.880]  他慢慢慢慢就失去了對神的依靠和警醒的心
[00:02:29.880 --> 00:02:31.520]  特別聖經記載
[00:02:31.520 --> 00:02:36.280]  「日頭平息的黃昏日落的時候 祂才起身」
[00:02:36.280 --> 00:02:41.860]  反映了他生活的那種沒有規律 糜爛
[00:02:41.860 --> 00:02:44.480]  好了 更好似無所事事
[00:02:44.480 --> 00:02:46.280]  但是其實應該打理朝政的
[00:02:46.280 --> 00:02:48.680]  就在皇宮的平台上面
[00:02:48.680 --> 00:02:51.040]  慢慢的去遊行
[00:02:51.040 --> 00:02:53.040]  慢慢的去走
[00:02:53.040 --> 00:02:56.320]  後來就遠遠看到有個婦人來侮辱
[00:02:56.320 --> 00:02:57.820]  我已經說了
[00:02:57.820 --> 00:03:00.940]  她絕對不是為了要解決那個性的需要
[00:03:00.940 --> 00:03:03.940]  因為她有很多的佳麗在後宮裡面
[00:03:03.940 --> 00:03:06.740]  要解決這個性的需要是很容易的
[00:03:06.740 --> 00:03:10.040]  但是她是要找人來打探這個婦人是誰
[00:03:10.040 --> 00:03:13.440]  知道她的丈夫為國家出征
[00:03:13.440 --> 00:03:15.040]  而不是在家裡的時候
[00:03:15.040 --> 00:03:16.620]  她認為有機可乘
[00:03:16.620 --> 00:03:17.920]  就接她入宮
[00:03:17.920 --> 00:03:20.860]  跟她發生不正常的關係
[00:03:20.860 --> 00:03:24.940]  好了 她只不過是打算一夜情
[00:03:24.940 --> 00:03:27.720]  不會跟她長相廝守的
[00:03:27.720 --> 00:03:30.780]  怎知道這個婦人拔絲疤就告訴她
[00:03:30.780 --> 00:03:34.160]  我有了你的身孕
[00:03:34.160 --> 00:03:35.960]  有了你的寶寶
[00:03:35.960 --> 00:03:40.460]  大衛就很想掩飾自己的錯
[00:03:40.460 --> 00:03:42.940]  欲蓋彌彰 甚至亡羊補牢
[00:03:42.940 --> 00:03:45.700]  於是召她的丈夫烏利亞回來
[00:03:45.700 --> 00:03:49.500]  希望他跟妻子分開一段時間
[00:03:49.500 --> 00:03:51.000]  如果回來的時候
[00:03:51.000 --> 00:03:52.260]  當然會回家
[00:03:52.260 --> 00:03:54.100]  跟妻子有親密的關係
[00:03:54.100 --> 00:04:00.300]  於是就可以將這個寶寶當成烏利亞
[00:04:00.300 --> 00:04:03.720]  但是烏利亞是一位忠心耿耿的將領
[00:04:03.720 --> 00:04:06.920]  她說我的同袍在外面打仗
[00:04:06.920 --> 00:04:08.300]  我怎麼可以回家呢
[00:04:08.300 --> 00:04:11.020]  甚至要躺在皇宮裡面保護皇
[00:04:11.020 --> 00:04:14.180]  這個時候大衛用很多次的方法
[00:04:14.180 --> 00:04:15.940]  甚至灌她喝酒
[00:04:15.940 --> 00:04:18.220]  就是希望她醉酒可以回家
[00:04:18.220 --> 00:04:19.760]  但是都不得要領
[00:04:19.760 --> 00:04:22.220]  於是她喪心病狂
[00:04:22.220 --> 00:04:24.060]  要借刀殺人
[00:04:24.060 --> 00:04:28.220]  就命令袁瑞約亞派烏利亞
[00:04:28.220 --> 00:04:30.940]  去到最兇猛敵人的地方
[00:04:30.940 --> 00:04:33.140]  然後不給她後悔
[00:04:33.140 --> 00:04:36.020]  讓她被敵人所殺
[00:04:36.020 --> 00:04:39.520]  果然她這個奸計得逞了
[00:04:39.520 --> 00:04:42.740]  當拔絲疤成為寡婦之後
[00:04:42.740 --> 00:04:45.860]  在律法上你是可以娶寡婦的
[00:04:45.860 --> 00:04:48.480]  她就快要娶了她為妻
[00:04:48.480 --> 00:04:51.340]  她以為自己所做的神不知鬼不覺
[00:04:51.340 --> 00:04:54.500]  她以為自己所做的可以掩飾她的錯誤
[00:04:54.500 --> 00:04:57.700]  但是其實一切都是欲蓋彌彰
[00:04:57.700 --> 00:04:59.780]  怎麼會沒有人知道呢
[00:04:59.780 --> 00:05:05.300]  大家可以上網看回上一次我們的《茶經》
[00:05:05.300 --> 00:05:07.260]  就是第二十二次的《茶經》
[00:05:07.260 --> 00:05:09.060]  就是欲蓋彌彰了
[00:05:09.060 --> 00:05:10.900]  而在第十一章裡面
[00:05:10.900 --> 00:05:12.620]  最後的結論是什麼呢
[00:05:12.620 --> 00:05:13.940]  很簡單
[00:05:13.940 --> 00:05:16.580]  就是二十七節的下半節
[00:05:16.580 --> 00:05:22.060]  「但大衛所行的謝事,耶和華甚不喜悅」
[00:05:22.060 --> 00:05:25.460]  這個就是他所犯的這件事的一個結論
[00:05:25.460 --> 00:05:27.860]  是神,是一位聖潔的神
[00:05:27.860 --> 00:05:30.700]  他絕對不喜悅這件事發生
[00:05:30.700 --> 00:05:32.940]  雖然神很生氣
[00:05:32.940 --> 00:05:34.860]  很不開心、很失望
[00:05:34.860 --> 00:05:36.140]  但是不要忘記
[00:05:36.140 --> 00:05:39.660]  神所愛的必定管教
[00:05:39.660 --> 00:05:43.180]  當他看到自己所愛、所縱容的人
[00:05:43.180 --> 00:05:46.100]  有軟弱、有犯錯
[00:05:46.100 --> 00:05:49.500]  神一定很難受
[00:05:49.500 --> 00:05:52.780]  記住神不是坐在白雲深處高高在上
[00:05:52.780 --> 00:05:54.220]  不聞不問的神
[00:05:54.220 --> 00:05:56.620]  神是愛,所以祂會相同
[00:05:56.620 --> 00:05:58.180]  他更加不會不追究
[00:05:58.180 --> 00:06:01.380]  因為一位公義的神
[00:06:01.380 --> 00:06:04.100]  所以他就差派他的僕人
[00:06:04.100 --> 00:06:06.980]  神的先知拿丹
[00:06:06.980 --> 00:06:09.380]  就責備大衛了
[00:06:09.380 --> 00:06:13.740]  《撒勃爾記下》第12章就記載了拿丹
[00:06:13.740 --> 00:06:17.060]  如何提醒、責備大衛
[00:06:17.060 --> 00:06:19.220]  以及大衛的回應
[00:06:19.220 --> 00:06:21.700]  當中的過程
[00:06:21.700 --> 00:06:24.380]  大衛的反應
[00:06:24.380 --> 00:06:26.700]  以及神的愛和懲罰
[00:06:26.700 --> 00:06:28.940]  是很值得我們去細味
[00:06:28.940 --> 00:06:31.660]  很值得我們去反省和學習的
[00:06:31.660 --> 00:06:36.740]  所以今天就集中看《撒勃爾記下》第12章
[00:06:36.740 --> 00:06:41.580]  希望大家在聚會之前先看這章聖經
[00:06:41.580 --> 00:06:43.980]  我相信對你的幫助會大一點
[00:06:43.980 --> 00:06:46.340]  當然完了之後再看一次
[00:06:46.340 --> 00:06:48.100]  會更加的深入
[00:06:48.100 --> 00:06:52.740]  我們看看拿丹值得我們欣賞的地方是什麼
[00:06:52.740 --> 00:06:55.620]  我們先看第12章的第一節
[00:06:55.620 --> 00:06:59.260]  耶和華差遣拿丹去見大衛
[00:06:59.260 --> 00:07:04.540]  相信拿丹先知受神差遣之前
[00:07:04.540 --> 00:07:07.340]  他也會風聞了這件事
[00:07:07.340 --> 00:07:10.380]  記不記得上一次我已經說了
[00:07:10.380 --> 00:07:13.820]  大衛想掩飾這件事是絕對不可能的
[00:07:13.820 --> 00:07:17.020]  因為他要派人去找這個婦人是誰
[00:07:17.020 --> 00:07:19.300]  然後找人去接她入宮
[00:07:19.300 --> 00:07:22.140]  接她入宮就是要找人送她回去入宮
[00:07:22.140 --> 00:07:27.380]  後來這個婦人又找人通知大衛她有了新人
[00:07:27.380 --> 00:07:31.700]  然後她又來命令她的丈夫回來
[00:07:31.700 --> 00:07:34.260]  雖然殺了他 但是很快的
[00:07:34.260 --> 00:07:39.820]  她馬上手傷完之後就娶了這個寡婦
[00:07:39.820 --> 00:07:42.900]  為什麼這麼特別的一個王會特別娶一個寡婦呢
[00:07:42.900 --> 00:07:47.780]  還有這個小嬰兒是早產的 是不是
[00:07:47.780 --> 00:07:55.300]  所以這些事情一定已經很多很多人知道
[00:07:55.300 --> 00:07:57.620]  但是拿丹先知知不知道呢
[00:07:57.620 --> 00:08:01.500]  我很相信他也會知道這件事
[00:08:01.500 --> 00:08:04.420]  但是沒有真憑實據
[00:08:04.420 --> 00:08:08.420]  沒有神的指示之下 他沒有什麼行動
[00:08:08.420 --> 00:08:10.660]  但是當神一落命令的時候
[00:08:10.660 --> 00:08:13.180]  他就即時有這個反應
[00:08:13.180 --> 00:08:19.140]  所以拿丹先知他這一份心智和行為
[00:08:19.140 --> 00:08:24.260]  和信服的行動是很值得我們欣賞的
[00:08:24.260 --> 00:08:26.660]  大家不知道還記不記得呢
[00:08:26.660 --> 00:08:30.420]  當大衛和拿丹先知分享
[00:08:30.420 --> 00:08:33.980]  他要來建造耶和華的殿的時候
[00:08:33.980 --> 00:08:35.900]  拿丹馬上怎麼樣呢
[00:08:35.900 --> 00:08:39.140]  當然好了 你為神來建聖殿
[00:08:39.140 --> 00:08:41.940]  非常好 會極之贊同的
[00:08:41.940 --> 00:08:46.260]  但是誰知道神就阻止大衛來建聖殿
[00:08:46.260 --> 00:08:47.860]  就透過拿丹先知跟他說
[00:08:47.860 --> 00:08:51.300]  你不可以 因為你是一個戰士
[00:08:51.300 --> 00:08:54.340]  你流過無辜人的血
[00:08:54.340 --> 00:08:56.860]  所以你的手染了鮮血
[00:08:56.860 --> 00:09:01.340]  你是不可以來建聖殿的
[00:09:01.340 --> 00:09:05.740]  拿丹先知發現自己原來反應太快了
[00:09:05.740 --> 00:09:07.860]  所以後來他就再調教
[00:09:07.860 --> 00:09:11.380]  阻止了大衛來建聖殿
[00:09:11.380 --> 00:09:15.180]  但是這次他去建大衛的時候是怎樣的
[00:09:15.180 --> 00:09:22.020]  是當面責備大衛宣告神的審判
[00:09:22.020 --> 00:09:23.980]  大家可不可以想想
[00:09:23.980 --> 00:09:27.340]  當你去面對這個君王的時候
[00:09:27.340 --> 00:09:31.020]  你指出你的錯 你會死定的
[00:09:31.020 --> 00:09:33.580]  我曾經在港島裡面
[00:09:33.580 --> 00:09:36.540]  有一篇的道不得善終
[00:09:36.540 --> 00:09:41.260]  就是在說所羅門的曾孫阿薩
[00:09:41.260 --> 00:09:42.860]  本來是很好的
[00:09:42.860 --> 00:09:47.620]  但是經過25年有多的國勢平定
[00:09:47.620 --> 00:09:49.580]  他越來越受人讚賞
[00:09:49.580 --> 00:09:51.780]  所以後來他犯了一個很小的錯
[00:09:51.780 --> 00:09:56.300]  先知被差遣去責備阿薩王
[00:09:56.300 --> 00:10:00.620]  馬上被阿薩王打落天牢
[00:10:00.620 --> 00:10:04.140]  要他坐牢 要他受苦
[00:10:04.140 --> 00:10:05.780]  所以你留意到
[00:10:05.780 --> 00:10:08.940]  如果他即時的責備大衛的時候
[00:10:08.940 --> 00:10:14.460]  很容易去激怒君王 以下犯上
[00:10:14.460 --> 00:10:17.220]  隨時會招致殺身之禍
[00:10:17.220 --> 00:10:20.460]  其實你現在看到那些極權國家
[00:10:20.460 --> 00:10:24.980]  當你去指責那個王
[00:10:24.980 --> 00:10:28.500]  或者那個領袖不好的時候
[00:10:28.500 --> 00:10:31.820]  隨時要被捕入獄
[00:10:31.820 --> 00:10:34.500]  甚至你不是當面責備他
[00:10:34.500 --> 00:10:38.500]  只是拿另外一些動物來類比的時候
[00:10:38.500 --> 00:10:40.420]  都一樣會死的
[00:10:40.420 --> 00:10:43.380]  所以某個程度我發覺在英國裡面
[00:10:43.380 --> 00:10:45.220]  也挺好的
[00:10:45.220 --> 00:10:48.340]  我還記得當查理斯登基的時候
[00:10:48.340 --> 00:10:49.820]  有些人抗議的
[00:10:49.820 --> 00:10:53.860]  我還記得那張海報
[00:10:53.860 --> 00:10:57.540]  Our best king is the king
[00:10:57.540 --> 00:10:59.540]  我覺得很厲害
[00:10:59.540 --> 00:11:02.940]  但是沒有被人抓這些人
[00:11:02.940 --> 00:11:07.700]  剛剛西班牙有水災
[00:11:07.700 --> 00:11:12.580]  他們的國家領導走去災場底
[00:11:12.580 --> 00:11:14.220]  被人做什麼呢
[00:11:14.220 --> 00:11:16.100]  去扔東西
[00:11:16.100 --> 00:11:18.420]  但是那些被扔東西的人
[00:11:18.420 --> 00:11:21.140]  還頂著我 是沒有被抓到的
[00:11:21.140 --> 00:11:23.740]  這個時候不是每個人都可以的
[00:11:23.740 --> 00:11:26.020]  特別是那些極權國家裡面的人
[00:11:26.020 --> 00:11:30.180]  是絕對不可以讓他的子民來責備的
[00:11:30.180 --> 00:11:32.060]  所以你留意到
[00:11:32.060 --> 00:11:36.060]  拿丹就去告訴大衛你犯錯
[00:11:36.060 --> 00:11:37.540]  跟著孫高臣的審判
[00:11:37.540 --> 00:11:39.700]  他隨時會招致殺身之禍
[00:11:39.700 --> 00:11:40.900]  而且不要忘記
[00:11:40.900 --> 00:11:42.500]  不只是他
[00:11:42.500 --> 00:11:44.340]  可能是有連坐法的
[00:11:44.340 --> 00:11:47.220]  連他的家人都會受害的
[00:11:47.220 --> 00:11:48.900]  你不要忘記在新約裡面
[00:11:48.900 --> 00:11:50.300]  施洗弱漢
[00:11:50.300 --> 00:11:53.660]  都是因為指責欺律王犯姦淫
[00:11:53.660 --> 00:11:56.620]  後來就被捕 坐牢
[00:11:56.620 --> 00:12:00.060]  及後更加要被斬頭
[00:12:00.060 --> 00:12:03.700]  但是拿丹仍然忠心按臣的時間
[00:12:03.700 --> 00:12:06.220]  心意作出這個宣判
[00:12:06.220 --> 00:12:08.740]  這個就值得我們去靠法
[00:12:08.740 --> 00:12:11.780]  但是今天不是那麼容易
[00:12:11.780 --> 00:12:17.300]  你講一些你認為正確或者正義的事
[00:12:17.300 --> 00:12:18.900]  隨時會死
[00:12:18.900 --> 00:12:21.900]  所以今天已經慢慢的
[00:12:21.900 --> 00:12:24.380]  那些星是被滅了
[00:12:24.380 --> 00:12:26.940]  或者扭曲了
[00:12:26.940 --> 00:12:30.700]  剛剛才看一些新聞好笑
[00:12:30.700 --> 00:12:33.100]  香港的星島日報就說到
[00:12:33.100 --> 00:12:34.460]  中國隊很厲害
[00:12:34.460 --> 00:12:37.540]  射入日本的龍門了
[00:12:37.540 --> 00:12:38.900]  射入了
[00:12:38.900 --> 00:12:41.980]  如果你就這樣看這個大標題的時候
[00:12:41.980 --> 00:12:44.780]  你就以為中國隊贏了
[00:12:44.780 --> 00:12:46.780]  但其實是輸3比1
[00:12:46.780 --> 00:12:49.620]  不過它就將焦點就入了一球
[00:12:49.620 --> 00:12:51.780]  就不講自己輸三球
[00:12:51.780 --> 00:12:53.540]  就是怕得罪
[00:12:53.540 --> 00:12:55.180]  所以絕對不容易
[00:12:55.180 --> 00:12:57.420]  今天我們的家人 朋友
[00:12:57.420 --> 00:12:59.660]  甚至是我們的上司
[00:12:59.660 --> 00:13:02.260]  又或者比我們身份高的人
[00:13:02.260 --> 00:13:04.420]  輩分高的人如果犯錯
[00:13:04.420 --> 00:13:07.820]  我們有沒有這個膽量作出這個指證呢
[00:13:07.820 --> 00:13:12.900]  當然 指證的過程是要有智慧的表達
[00:13:12.900 --> 00:13:16.700]  一會兒我會看拿丹怎麼有智慧的來表達
[00:13:16.700 --> 00:13:19.940]  拿丹不是一看到大衛的時候
[00:13:19.940 --> 00:13:22.060]  就立刻直斥其非
[00:13:22.060 --> 00:13:25.100]  你犯姦淫 你犯錯
[00:13:25.100 --> 00:13:26.260]  不是
[00:13:26.260 --> 00:13:31.580]  他是用一個故事引發大衛的正義感
[00:13:31.580 --> 00:13:37.180]  然後再將這個事情轉回大衛的身上
[00:13:37.180 --> 00:13:41.060]  因此我們也需要求神給我們有智慧去面對
[00:13:41.060 --> 00:13:45.780]  正如《斟言》一句話怎麼說呢
[00:13:45.780 --> 00:13:52.100]  「一句話說得合 說得合而就如金蘋果在銀網子裡
[00:13:52.100 --> 00:13:55.300]  智慧人的勸誡在信徒的人耳中
[00:13:55.300 --> 00:13:58.660]  保障金耳環和晶金的裝飾」
[00:13:58.660 --> 00:14:02.020]  所以當我們來大陸去跟別人分享信仰
[00:14:02.020 --> 00:14:04.020]  當我們知出人的錯的時候
[00:14:04.020 --> 00:14:07.540]  我們也要求神給我們有智慧 懂得怎樣去表達
[00:14:07.540 --> 00:14:13.060]  好了 我們來看看拿丹指斥大衛的方法是甚麼
[00:14:13.060 --> 00:14:20.500]  拿丹才知道大衛用了一個好像是事實的案件
[00:14:20.500 --> 00:14:23.380]  求大衛作出審判
[00:14:23.380 --> 00:14:26.500]  我們來看看第2節到第4節
[00:14:26.500 --> 00:14:29.540]  「富戶有許多牛群羊群
[00:14:29.540 --> 00:14:34.500]  窮人除了所買來養活的一隻小母羊羔之外
[00:14:34.500 --> 00:14:36.180]  別無所有
[00:14:36.180 --> 00:14:39.780]  羊羔在他家裡和他兒女一同長大
[00:14:39.780 --> 00:14:42.820]  吃他所吃的 托他所學的
[00:14:42.820 --> 00:14:47.140]  睡在他懷中 在他巷內如同女兒一樣
[00:14:47.140 --> 00:14:49.780]  有一客人來到這富戶家裡
[00:14:49.780 --> 00:14:53.060]  富戶捨不得從自己的牛群羊群中
[00:14:53.060 --> 00:14:55.860]  取一隻預備給客人吃的
[00:14:55.860 --> 00:15:00.180]  卻取了那窮人的羊羔 預備給客人吃」
[00:15:00.180 --> 00:15:03.620]  這是一個很簡單的故事
[00:15:03.620 --> 00:15:06.900]  它就說到當時農業社會裡面
[00:15:06.900 --> 00:15:10.580]  經常出現的不公平的現象
[00:15:10.580 --> 00:15:12.260]  城裡有一個富戶
[00:15:12.260 --> 00:15:15.220]  這個富戶有許多的牛群羊群
[00:15:15.220 --> 00:15:16.660]  不少的
[00:15:16.660 --> 00:15:21.380]  但是同一時間在城裡有另一個窮人
[00:15:21.380 --> 00:15:25.620]  他唯一的財產只是一隻小母羊羔
[00:15:25.620 --> 00:15:28.900]  因為羊羔對那個窮人來說是非常重要的
[00:15:28.900 --> 00:15:30.740]  很有親密關係的
[00:15:30.740 --> 00:15:33.780]  就好像和他的兒女一起長大
[00:15:33.780 --> 00:15:36.340]  哇 和他混在一起
[00:15:36.340 --> 00:15:37.300]  那就很好
[00:15:37.300 --> 00:15:41.220]  誰知道那個富戶有客人來了
[00:15:41.220 --> 00:15:43.620]  他要來這裡去招呼這個客人
[00:15:43.620 --> 00:15:47.620]  他竟然捨不得宰殺自己
[00:15:47.620 --> 00:15:51.860]  眾多的牛群羊群裡面其中的一隻
[00:15:51.860 --> 00:15:57.220]  竟然就搶了那個窮人唯一的母羊羔
[00:15:57.220 --> 00:16:00.180]  然後來這裡去招呼他的客人
[00:16:00.180 --> 00:16:03.380]  納丹仙姿就問大衛
[00:16:03.380 --> 00:16:07.460]  這個富戶做的事情對不對呢?
[00:16:07.460 --> 00:16:10.660]  他就請大衛來作出判決
[00:16:10.660 --> 00:16:12.180]  我經常都是這麼說
[00:16:12.180 --> 00:16:14.100]  特別我講報導都是這麼說
[00:16:14.100 --> 00:16:18.100]  當一些不涉及我們的事情的時候
[00:16:18.100 --> 00:16:20.100]  我們是較為公正的
[00:16:20.100 --> 00:16:22.340]  我們會較為客觀一點
[00:16:22.340 --> 00:16:25.220]  當然我們有自己的立場
[00:16:25.220 --> 00:16:31.940]  但是如果一跟自己本身有關係的時候
[00:16:31.940 --> 00:16:34.660]  我們可能有不同的看法
[00:16:34.660 --> 00:16:36.260]  我們可能有很多的藉口
[00:16:36.260 --> 00:16:38.980]  很多原因去解釋
[00:16:38.980 --> 00:16:42.660]  納丹就藉著這個事件
[00:16:42.660 --> 00:16:48.500]  引導大衛作出一個自我定罪的仲裁
[00:16:48.500 --> 00:16:53.620]  去守候令到大衛沒有辦法去反駁餘地
[00:16:53.620 --> 00:16:59.700]  這個比喻有不同的解經家有不同的解釋
[00:16:59.700 --> 00:17:04.820]  這裡有富人 有窮人 有羊羔 還有客人
[00:17:04.820 --> 00:17:09.140]  有些人就認為富戶就是大衛
[00:17:09.140 --> 00:17:12.180]  窮人就是烏尼亞
[00:17:12.180 --> 00:17:14.980]  羊羔就是拔斯巴
[00:17:14.980 --> 00:17:21.380]  這個解釋是一路傳統裏面都是這個解釋
[00:17:21.380 --> 00:17:23.780]  但是大家都很熟悉這位已經退休的
[00:17:23.780 --> 00:17:27.780]  就是舊約的學者 也就是神力經院長李思敬
[00:17:27.780 --> 00:17:29.780]  他就有不同的看法
[00:17:29.780 --> 00:17:33.540]  他就說這個富人就是耶和華
[00:17:33.540 --> 00:17:35.220]  那個羊羔就是烏尼亞
[00:17:35.220 --> 00:17:37.700]  那個客人就是大衛
[00:17:37.700 --> 00:17:39.140]  因為烏尼亞被殺
[00:17:39.140 --> 00:17:41.460]  而那個客人是什麼都沒有
[00:17:41.460 --> 00:17:43.620]  比窮人更加可憐
[00:17:43.620 --> 00:17:49.380]  但是聖經其實沒有講到那個窮人就是什麼呢
[00:17:49.380 --> 00:17:51.940]  就是那個客人是窮人來的
[00:17:51.940 --> 00:17:56.820]  不要忘記近東一帶他們是很好客的
[00:17:56.820 --> 00:17:59.540]  所以他們會很熱情地款待那些人客
[00:17:59.540 --> 00:18:01.140]  所以舊約裏面大家都很熟悉
[00:18:01.140 --> 00:18:03.460]  無論羅德或者阿巴拉罕
[00:18:03.460 --> 00:18:07.780]  都會來接待一些可能是遠方的人來
[00:18:07.780 --> 00:18:09.220]  他們跟他們不是很熟悉的
[00:18:09.220 --> 00:18:12.340]  但是都願意去請他們到家裏吃飯
[00:18:12.340 --> 00:18:14.900]  甚至來留宿
[00:18:14.900 --> 00:18:19.380]  那些旅客或者被邀請留宿的人
[00:18:19.380 --> 00:18:21.300]  未必是很窮的
[00:18:21.300 --> 00:18:23.620]  我自己都很深經歷的
[00:18:23.620 --> 00:18:27.460]  現在我都會去不同的地方講道
[00:18:27.460 --> 00:18:30.900]  特別去一些遠一點的地方要早一點去
[00:18:30.900 --> 00:18:32.260]  比如去利物浦
[00:18:32.260 --> 00:18:35.700]  我下一年一月就要上List
[00:18:35.700 --> 00:18:38.100]  就有人會招呼我來住
[00:18:38.100 --> 00:18:39.860]  當我去那些地方的時候
[00:18:39.860 --> 00:18:44.180]  我很感恩的有些人都會來請我吃飯
[00:18:44.180 --> 00:18:45.620]  當他們請我吃飯的時候
[00:18:45.620 --> 00:18:48.340]  我也很開心的可以跟他們分享
[00:18:48.340 --> 00:18:50.420]  但是某個程度不代表我窮的
[00:18:50.420 --> 00:18:51.220]  是不是
[00:18:51.220 --> 00:18:52.420]  所以這個很重要
[00:18:52.420 --> 00:18:54.980]  講的其實是一個比喻
[00:18:54.980 --> 00:18:58.500]  所以我們無需為每一個重點
[00:18:58.500 --> 00:19:00.820]  都要去解釋一些什麼
[00:19:00.820 --> 00:19:03.860]  我只要知道當中的類比是什麼就可以了
[00:19:03.860 --> 00:19:06.660]  所以這個是很重要的
[00:19:06.660 --> 00:19:12.180]  《聖經》裡面的比喻和類比應該怎麼去解釋
[00:19:12.180 --> 00:19:14.260]  因為兩集之前
[00:19:14.260 --> 00:19:18.980]  我就講到英國有一個桌球名將
[00:19:18.980 --> 00:19:20.820]  就是奧蘇利雲
[00:19:20.820 --> 00:19:23.300]  會去香港地區住
[00:19:23.300 --> 00:19:24.500]  但是不是立刻
[00:19:24.500 --> 00:19:28.580]  特區政府就喊市宣揚拍賣片
[00:19:28.580 --> 00:19:30.740]  我就講到面上貼金
[00:19:30.740 --> 00:19:32.500]  但是我就說到
[00:19:32.500 --> 00:19:35.140]  其實香港比起英國
[00:19:35.140 --> 00:19:37.460]  特別在吃東西方面是很好的
[00:19:37.460 --> 00:19:39.620]  香港有很多美食
[00:19:39.620 --> 00:19:42.820]  但是英國吃來吃去都是那些東西
[00:19:42.820 --> 00:19:45.700]  我就說很多就算來了英國的人
[00:19:45.700 --> 00:19:48.660]  都有時候想起在香港的那些美食
[00:19:48.660 --> 00:19:50.500]  回來就好了
[00:19:50.500 --> 00:19:53.620]  我就說到好像以色列人在曠野
[00:19:53.620 --> 00:19:55.300]  想起埃及的美食
[00:19:55.300 --> 00:19:56.900]  他們寧願回埃及
[00:19:56.900 --> 00:20:00.660]  但他們忘記了在埃及被剝削他們的權利
[00:20:00.660 --> 00:20:03.060]  甚至小朋友會被殺
