
[00:00:00.000 --> 00:00:03.000]  《羅馬書》的第三講
[00:03:30.000 --> 00:03:34.000]  五點其中第一點就是有感恩的心
[00:03:34.000 --> 00:03:39.000]  保羅應該是關注他所建立的教會
[00:03:39.000 --> 00:03:42.000]  但是羅馬教會不是他所建立的
[00:03:42.000 --> 00:03:44.000]  我們也講過
[00:03:44.000 --> 00:03:47.000]  有很多羅馬教會的弟兄姊妹
[00:03:47.000 --> 00:03:48.000]  他都不認得的
[00:03:48.000 --> 00:03:52.000]  但是他對他們表示出關心
[00:03:52.000 --> 00:03:54.000]  為他們感恩
[00:03:54.000 --> 00:03:57.000]  在羅馬書的一章八節
[00:03:57.000 --> 00:03:58.000]  保羅說
[00:03:58.000 --> 00:04:00.000]  第一 我靠著耶穌基督
[00:04:00.000 --> 00:04:03.000]  為你們眾人感謝我的神
[00:04:03.000 --> 00:04:05.000]  因你們的信德
[00:04:05.000 --> 00:04:07.000]  傳遍了天下
[00:04:07.000 --> 00:04:09.000]  甚麼是天下
[00:04:09.000 --> 00:04:14.000]  天下就是當時的羅馬帝國
[00:04:14.000 --> 00:04:17.000]  羅馬教會的信心
[00:04:17.000 --> 00:04:22.000]  是傳遍了當時所有的羅馬帝國
[00:04:22.000 --> 00:04:27.000]  我們知道羅馬的交通非常發達
[00:04:27.000 --> 00:04:30.000]  條條大路通羅馬
[00:04:30.000 --> 00:04:32.000]  所以羅馬教會的信心
[00:04:32.000 --> 00:04:37.000]  很快就傳遍了整個羅馬帝國
[00:04:37.000 --> 00:04:40.000]  其實羅馬教會的信心
[00:04:40.000 --> 00:04:42.000]  和鐵薩羅尼加教會的信心
[00:04:42.000 --> 00:04:44.000]  是很相似的
[00:04:44.000 --> 00:04:47.000]  鐵薩羅尼加前書的一章八節
[00:04:47.000 --> 00:04:48.000]  保羅說
[00:04:48.000 --> 00:04:50.000]  因為主的道從你們那裏
[00:04:50.000 --> 00:04:52.000]  已經傳揚出來
[00:04:52.000 --> 00:04:54.000]  你們向神的信心
[00:04:54.000 --> 00:04:57.000]  不但在馬其頓和阿該亞
[00:04:57.000 --> 00:05:01.000]  就是在各處也都傳開了
[00:05:01.000 --> 00:05:05.000]  所以不用我說甚麼話
[00:05:05.000 --> 00:05:07.000]  羅馬教會的信心
[00:05:07.000 --> 00:05:10.000]  和鐵薩羅尼加的信心
[00:05:10.000 --> 00:05:12.000]  都是一樣的
[00:05:12.000 --> 00:05:15.000]  有很多的教會出名是因為甚麼
[00:05:15.000 --> 00:05:17.000]  因為他們的牧師很出名
[00:05:17.000 --> 00:05:19.000]  是名牧
[00:05:19.000 --> 00:05:20.000]  上個星期日
[00:05:20.000 --> 00:05:24.000]  我去了影音使團的感恩晚餐
[00:05:24.000 --> 00:05:25.000]  坐在那一台
[00:05:25.000 --> 00:05:27.000]  整台都是名牧
[00:05:27.000 --> 00:05:28.000]  除了我
[00:05:28.000 --> 00:05:30.000]  每個人都是名牧
[00:05:30.000 --> 00:05:32.000]  有很多的教會
[00:05:32.000 --> 00:05:36.000]  的確有很出名的牧師而出名
[00:05:36.000 --> 00:05:37.000]  也有教會
[00:05:37.000 --> 00:05:40.000]  因為有師哥班
[00:05:40.000 --> 00:05:42.000]  他們的師哥班唱歌很好聽
[00:05:42.000 --> 00:05:44.000]  所以很出名
[00:05:44.000 --> 00:05:46.000]  但也有些教會
[00:05:46.000 --> 00:05:49.000]  的確他們的建築物是很宏偉
[00:05:49.000 --> 00:05:51.000]  所以這個教會
[00:05:51.000 --> 00:05:53.000]  這個教堂是很出名
[00:05:53.000 --> 00:05:55.000]  但試問
[00:05:55.000 --> 00:05:57.000]  有多少的教會出名
[00:05:57.000 --> 00:06:01.000]  是因為信徒的信心而出名
[00:06:01.000 --> 00:06:04.000]  我很希望我們CCAC的粵語堂
[00:06:04.000 --> 00:06:06.000]  我們出名是因為甚麼
[00:06:06.000 --> 00:06:10.000]  是因為我們對神的信心而出名
[00:06:10.000 --> 00:06:12.000]  而不是因為牧師
[00:06:12.000 --> 00:06:14.000]  因為我們的師哥班
[00:06:14.000 --> 00:06:17.000]  或者我們有很漂亮的建築物
[00:06:17.000 --> 00:06:19.000]  寶羅
[00:06:19.000 --> 00:06:22.000]  他在他所有的書信當中
[00:06:22.000 --> 00:06:24.000]  他都有感恩的話
[00:06:24.000 --> 00:06:27.000]  他寫信給很多不同的教會
[00:06:27.000 --> 00:06:29.000]  他都有感恩的話
[00:06:29.000 --> 00:06:31.000]  除了加拉泰書
[00:06:31.000 --> 00:06:33.000]  加拉泰教會
[00:06:33.000 --> 00:06:35.000]  就是因為他們傳一個
[00:06:35.000 --> 00:06:37.000]  另一個的福音
[00:06:37.000 --> 00:06:40.000]  所以似乎寶羅沒有甚麼感謝的話
[00:06:40.000 --> 00:06:42.000]  但在其他的教會
[00:06:42.000 --> 00:06:44.000]  他都有感恩的話
[00:06:44.000 --> 00:06:46.000]  例如羅馬教會
[00:06:46.000 --> 00:06:48.000]  哥倫多教會
[00:06:48.000 --> 00:06:49.000]  爾弗索
[00:06:49.000 --> 00:06:50.000]  菲勒比
[00:06:50.000 --> 00:06:51.000]  哥羅西
[00:06:51.000 --> 00:06:53.000]  和鐵薩羅尼加教會
[00:06:53.000 --> 00:06:55.000]  他都有感恩的話
[00:06:55.000 --> 00:06:58.000]  其實他寫信給不同的教會
[00:06:58.000 --> 00:07:00.000]  通常都是要
[00:07:00.000 --> 00:07:04.000]  糾正一些不正確的教導
[00:07:04.000 --> 00:07:08.000]  或者是糾正一些不正確的行為
[00:07:08.000 --> 00:07:10.000]  但雖然是這樣
[00:07:10.000 --> 00:07:13.000]  他仍然能夠在不同的教會
[00:07:13.000 --> 00:07:16.000]  找到有值得感恩的事項
[00:07:16.000 --> 00:07:20.000]  因為寶羅就是有一個感恩的心
[00:07:20.000 --> 00:07:24.000]  他的注意力不是放在人做錯事
[00:07:24.000 --> 00:07:26.000]  不是放在人的罪上
[00:07:26.000 --> 00:07:29.000]  而是他有更大的一個圖畫
[00:07:29.000 --> 00:07:33.000]  他的注意力是放在神的旨意被實現
[00:07:33.000 --> 00:07:35.000]  神的國度被擴張
[00:07:35.000 --> 00:07:37.000]  是有人藉著福音
[00:07:37.000 --> 00:07:39.000]  是能夠得救
[00:07:39.000 --> 00:07:41.000]  是有生命的改變
[00:07:41.000 --> 00:07:44.000]  他是將他的注意力放在這些事上
[00:07:44.000 --> 00:07:49.000]  而不是只放在每個人的罪的身上
[00:07:49.000 --> 00:07:51.000]  相反地有很多人
[00:07:51.000 --> 00:07:53.000]  現在的人都是怎樣
[00:07:53.000 --> 00:07:57.000]  只見到別人的錯、見到別人的短處
[00:07:57.000 --> 00:07:59.000]  只懂得挑剔、投訴
[00:07:59.000 --> 00:08:04.000]  但不是為了凡事而感恩
[00:08:04.000 --> 00:08:09.000]  寶羅是有一個見到更大的圖畫
[00:08:09.000 --> 00:08:11.000]  他是見到福音的圖畫
[00:08:11.000 --> 00:08:14.000]  我們美國人很喜歡說甚麼?
[00:08:14.000 --> 00:08:17.000]  就是見到那棵樹就見不到森林
[00:08:17.000 --> 00:08:23.000]  就是我們很多人只把注意力放在一些我們不應該注意的事
[00:08:23.000 --> 00:08:26.000]  而我們應該有更大的圖畫
[00:08:26.000 --> 00:08:29.000]  把注意力放在神的侍功
[00:08:29.000 --> 00:08:31.000]  神的福音的上高
[00:08:31.000 --> 00:08:40.000]  當寶羅寫《爾弗所書》、《菲勒比書》、《哥羅西書》和《肥利門書》
[00:08:40.000 --> 00:08:41.000]  他在哪裏?
[00:08:41.000 --> 00:08:43.000]  他在監獄
[00:08:43.000 --> 00:08:45.000]  他是街下囚
[00:08:45.000 --> 00:08:49.000]  他況且是能夠見到有很多神的恩典
[00:08:49.000 --> 00:08:53.000]  他況且在監獄亦是感恩
[00:08:53.000 --> 00:08:58.000]  這就是寶羅有一個感恩的心智
[00:08:58.000 --> 00:09:04.000]  寶羅感恩的心是出自他和神的關係
[00:09:04.000 --> 00:09:06.000]  在《羅馬書》二章十六節
[00:09:06.000 --> 00:09:09.000]  寶羅說是我的福音
[00:09:09.000 --> 00:09:12.000]  在今日的經文,他說是我的神
[00:09:12.000 --> 00:09:17.000]  其實我的神在寶羅的寫作是重複出現
[00:09:17.000 --> 00:09:22.000]  哥倫多前書、《菲勒比書》和《肥利門書》
[00:09:22.000 --> 00:09:24.000]  他都有說是我的神
[00:09:24.000 --> 00:09:26.000]  所以我時時都說
[00:09:26.000 --> 00:09:29.000]  基督教不是一個宗教
[00:09:29.000 --> 00:09:32.000]  不是一個信仰系統
[00:09:32.000 --> 00:09:33.000]  是甚麼?
[00:09:33.000 --> 00:09:35.000]  是和神的關係
[00:09:35.000 --> 00:09:37.000]  是和耶穌基督的關係
[00:09:37.000 --> 00:09:40.000]  尚且不是集體的關係
[00:09:40.000 --> 00:09:43.000]  很多時我們想著一齊回來敬拜
[00:09:43.000 --> 00:09:47.000]  星期日回家後就沒了這件事
[00:09:47.000 --> 00:09:50.000]  不單止是整體和神的關係
[00:09:50.000 --> 00:09:54.000]  亦都是個人和神的關係
[00:09:54.000 --> 00:09:59.000]  寶羅說感謝我的神
[00:09:59.000 --> 00:10:02.000]  除了寶羅有感恩的心
[00:10:02.000 --> 00:10:04.000]  第二點是甚麼?
[00:10:04.000 --> 00:10:06.000]  他是有禱告的心
[00:10:06.000 --> 00:10:10.000]  在寶羅寫信給羅馬教會之前
[00:10:10.000 --> 00:10:12.000]  羅馬教會根本不知道
[00:10:12.000 --> 00:10:16.000]  寶羅在此為他們禱告
[00:10:16.000 --> 00:10:17.000]  我們都是一樣
[00:10:17.000 --> 00:10:19.000]  我們都不知道有甚麼人
[00:10:19.000 --> 00:10:22.000]  是默默地為我們禱告
[00:10:22.000 --> 00:10:25.000]  在粵語堂有很多的大兄姊妹
[00:10:25.000 --> 00:10:26.000]  都會來和我說:
[00:10:26.000 --> 00:10:31.000]  「牧師,我為你的講道,我為你禱告」
[00:10:31.000 --> 00:10:35.000]  但亦有很多人在教會以外寫信給我
[00:10:35.000 --> 00:10:40.000]  和我說:「袁牧師,我為你的講道,我為你禱告」
[00:10:40.000 --> 00:10:44.000]  所以他們很多時都不知道有人為我們禱告
[00:10:44.000 --> 00:10:48.000]  寶羅為羅馬教會禱告
[00:10:48.000 --> 00:10:50.000]  其中一個很大的負擔
[00:10:50.000 --> 00:10:54.000]  他就是希望能夠去探訪羅馬教會
[00:10:54.000 --> 00:10:57.000]  參與他們的工作
[00:10:57.000 --> 00:11:03.000]  寶羅亦請羅馬教會替他自己的旅程禱告
[00:11:03.000 --> 00:11:07.000]  希望能夠早些去到羅馬教會
[00:11:07.000 --> 00:11:09.000]  在羅馬書的一章九節
[00:11:09.000 --> 00:11:13.000]  寶羅說:用心靈所侍奉的神
[00:11:13.000 --> 00:11:18.000]  可以見證我怎樣不斷地提到你們
[00:11:18.000 --> 00:11:21.000]  寶羅為何會不斷地提到他們?
[00:11:21.000 --> 00:11:23.000]  在他的禱告裏面
[00:11:23.000 --> 00:11:27.000]  他要請神為他作見證
[00:11:27.000 --> 00:11:30.000]  其實這是很嚴重的話
[00:11:30.000 --> 00:11:32.000]  他甚至請神來作見證
[00:11:32.000 --> 00:11:36.000]  我真的不斷地為你們禱告
[00:11:36.000 --> 00:11:41.000]  在哥倫多後書、加拉太書和鐵薩羅尼加前書
[00:11:41.000 --> 00:11:44.000]  寶羅都有用同樣的話
[00:11:44.000 --> 00:11:47.000]  請神來作見證
[00:11:47.000 --> 00:11:49.000]  寶羅是很著重禱告的
[00:11:49.000 --> 00:11:51.000]  我們看到在他的教導
[00:11:51.000 --> 00:11:53.000]  菲勒比書的四章六節
[00:11:53.000 --> 00:11:56.000]  他說要凡事禱告
[00:11:56.000 --> 00:11:59.000]  在鐵薩羅尼加後書的五章七節
[00:11:59.000 --> 00:12:01.000]  說要不斷地禱告
[00:12:01.000 --> 00:12:04.000]  看著爾弗所書的六章十八節
[00:12:04.000 --> 00:12:06.000]  寶羅說:靠著聖靈
[00:12:06.000 --> 00:12:10.000]  隨時多方禱告祈求
[00:12:10.000 --> 00:12:13.000]  很多人都會對我說
[00:12:13.000 --> 00:12:17.000]  「牧師,我很忙,我沒有時間禱告」
[00:12:17.000 --> 00:12:19.000]  但是看看寶羅
[00:12:19.000 --> 00:12:21.000]  他身為教會的領袖
[00:12:21.000 --> 00:12:24.000]  他到處去做宣教的工作
[00:12:24.000 --> 00:12:26.000]  去建立教會
[00:12:26.000 --> 00:12:27.000]  他還在做甚麼工作?
[00:12:27.000 --> 00:12:31.000]  他是搭棚的工人
[00:12:31.000 --> 00:12:33.000]  他是要賺錢的
[00:12:33.000 --> 00:12:36.000]  尚且他還有時間
[00:12:36.000 --> 00:12:39.000]  來凡事禱告不斷禱告
[00:12:39.000 --> 00:12:43.000]  真的很值得我們來學習
[00:12:43.000 --> 00:12:45.000]  還有第三點
[00:12:45.000 --> 00:12:49.000]  寶羅除了為羅馬教會來感恩
[00:12:49.000 --> 00:12:51.000]  來禱告
[00:12:51.000 --> 00:12:55.000]  他也是願意參與他們的事工
[00:12:55.000 --> 00:12:58.000]  很多人,包括我自己,我都要說
[00:12:58.000 --> 00:13:01.000]  就是看到別人有甚麼喜慶的事
[00:13:01.000 --> 00:13:03.000]  就說:我為你感恩
[00:13:03.000 --> 00:13:06.000]  看到別人有甚麼需要就怎樣說?
[00:13:06.000 --> 00:13:09.000]  我為你禱告
[00:13:09.000 --> 00:13:12.000]  但是我們有沒有真的願意去參與
[00:13:12.000 --> 00:13:14.000]  別人的需要
[00:13:14.000 --> 00:13:17.000]  親身去參與
[00:13:17.000 --> 00:13:19.000]  羅馬書的一章十一節
[00:13:19.000 --> 00:13:22.000]  寶羅說:我徹徹地想見你們
[00:13:22.000 --> 00:13:24.000]  寶羅不是說
[00:13:24.000 --> 00:13:26.000]  只是為他們感恩禱告
[00:13:26.000 --> 00:13:30.000]  而是他親身希望去羅馬教會
[00:13:30.000 --> 00:13:33.000]  來參與他們的事工
[00:13:33.000 --> 00:13:37.000]  這就是寶羅牧者的心聲
[00:13:37.000 --> 00:13:41.000]  當然他認得羅馬教會有些大兄姊妹
[00:13:41.000 --> 00:13:45.000]  例如是伯基拉、阿居拉
[00:13:45.000 --> 00:13:47.000]  他早在哥倫多的時候
[00:13:47.000 --> 00:13:49.000]  已經認識他們
[00:13:49.000 --> 00:13:51.000]  在羅馬書的六章三至四節
[00:13:51.000 --> 00:13:54.000]  也有提起這對夫婦
[00:13:54.000 --> 00:13:56.000]  他亦認識有親愛
[00:13:56.000 --> 00:13:59.000]  為主多受勞苦的比息士
[00:13:59.000 --> 00:14:02.000]  羅馬書的十六章十二節
[00:14:02.000 --> 00:14:06.000]  和其他一起為主勞苦的人
[00:14:06.000 --> 00:14:08.000]  但是大部份羅馬教會的人
[00:14:08.000 --> 00:14:10.000]  他都不認識
[00:14:10.000 --> 00:14:13.000]  但是他是願意去那裡
[00:14:13.000 --> 00:14:17.000]  來分享一些屬靈的恩賜給他們
[00:14:17.000 --> 00:14:19.000]  以至彼此的信心
[00:14:19.000 --> 00:14:22.000]  可以得到安慰
[00:14:22.000 --> 00:14:25.000]  在羅馬書的一章十一節說
[00:14:25.000 --> 00:14:29.000]  要把這些屬靈的恩賜分給你們
[00:14:29.000 --> 00:14:32.000]  使你們可以見故
[00:14:32.000 --> 00:14:34.000]  這個屬靈的恩賜
[00:14:34.000 --> 00:14:37.000]  希臘文charisma這個字
[00:14:37.000 --> 00:14:39.000]  在羅馬書的十二章
[00:14:39.000 --> 00:14:42.000]  和哥倫多前書的十二章
[00:14:42.000 --> 00:14:46.000]  寶羅說出了有很多屬靈的恩賜
[00:14:46.000 --> 00:14:48.000]  信徒的恩賜
[00:14:48.000 --> 00:14:49.000]  但是在這裡
[00:14:49.000 --> 00:14:52.000]  寶羅沒有說出是甚麼的恩賜
[00:14:52.000 --> 00:14:54.000]  一般的學者都認為
[00:14:54.000 --> 00:14:56.000]  寶羅是要去那裡
[00:14:56.000 --> 00:14:59.000]  分享他講道的恩賜
[00:14:59.000 --> 00:15:00.000]  因為我們知道
[00:15:00.000 --> 00:15:03.000]  寶羅是很有講道的恩賜
[00:15:03.000 --> 00:15:07.000]  他希望將福音的信息傳給他們
[00:15:07.000 --> 00:15:11.000]  他希望將正確的教導教給他們
[00:15:11.000 --> 00:15:14.000]  我們見到寶羅不是
[00:15:14.000 --> 00:15:17.000]  以使徒的身份高高在上
[00:15:17.000 --> 00:15:20.000]  只是指出你們的罪
[00:15:20.000 --> 00:15:23.000]  他是願意親自去到羅馬
[00:15:23.000 --> 00:15:26.000]  他是想見到羅馬的弟兄姊妹
[00:15:26.000 --> 00:15:30.000]  他是有一個願意參與的心
[00:15:30.000 --> 00:15:34.000]  一個用心靈來侍奉神的人
[00:15:34.000 --> 00:15:38.000]  永遠他的付出都是多過他所得到
[00:15:38.000 --> 00:15:39.000]  我再講一次
[00:15:39.000 --> 00:15:42.000]  一個真是用心靈侍奉神的人
[00:15:42.000 --> 00:15:46.000]  他的付出是永遠多過他所得到
[00:15:46.000 --> 00:15:48.000]  這就令我想起了
[00:15:48.000 --> 00:15:50.000]  我們粵語堂的Annie Fong姊妹
[00:15:50.000 --> 00:15:52.000]  我很記得六年前
[00:15:52.000 --> 00:15:56.000]  當她去完海宣的下令會
[00:15:56.000 --> 00:15:57.000]  她回來跟我說
[00:15:57.000 --> 00:16:00.000]  她說「牧師啊,我很大的感動」
[00:16:00.000 --> 00:16:02.000]  「我要辭了我的工作」
[00:16:02.000 --> 00:16:04.000]  「我要賣了我的房子」
[00:16:04.000 --> 00:16:07.000]  「我要將我的媽媽送回香港」
[00:16:07.000 --> 00:16:09.000]  「讓我的妹妹來照顧」
[00:16:09.000 --> 00:16:11.000]  「我要去泰國」
[00:16:11.000 --> 00:16:13.000]  「我要成為一個宣教士」
[00:16:13.000 --> 00:16:16.000]  真的很感動
[00:16:16.000 --> 00:16:18.000]  她有一份很好的工作
[00:16:18.000 --> 00:16:19.000]  她有一間很好的房子
[00:16:19.000 --> 00:16:23.000]  她能夠每天跟她媽媽一起相處
[00:16:23.000 --> 00:16:25.000]  但這一切她都願意放棄
[00:16:25.000 --> 00:16:27.000]  去到泰國
[00:16:27.000 --> 00:16:31.000]  我們都知道Annie Fong姊妹最怕熱
[00:16:31.000 --> 00:16:34.000]  去到一個這麼熱的地方來侍奉神
[00:16:34.000 --> 00:16:35.000]  你想想
[00:16:35.000 --> 00:16:38.000]  這是多麼偉大的一個行動
[00:16:38.000 --> 00:16:42.000]  Annie Fong就是願意有參與的心
[00:16:42.000 --> 00:16:45.000]  這也讓我想起耶穌基督
[00:16:45.000 --> 00:16:48.000]  我上次跟大家說耶穌基督導誠肉身
[00:16:48.000 --> 00:16:50.000]  來到世上
[00:16:50.000 --> 00:16:53.000]  神不是只指出我們的罪
[00:16:53.000 --> 00:16:55.000]  你們個個都是罪人
[00:16:55.000 --> 00:16:56.000]  個個都該死
[00:16:56.000 --> 00:16:59.000]  但祂差派祂自己的獨生子
[00:16:59.000 --> 00:17:01.000]  成為人來到世上
[00:17:01.000 --> 00:17:04.000]  為我們被鞭打辱罵
[00:17:04.000 --> 00:17:07.000]  為我們釘十字架
[00:17:07.000 --> 00:17:12.000]  這就是願意參與人生活的這位神
[00:17:12.000 --> 00:17:17.000]  這位就是我們所相信的萬有的真神
[00:17:17.000 --> 00:17:19.000]  所以見到這些
[00:17:19.000 --> 00:17:22.000]  我們都很應該問問自己
[00:17:22.000 --> 00:17:26.000]  我們願不願意去參與神的工作呢
[00:17:26.000 --> 00:17:28.000]  剛才我曾經說過
[00:17:28.000 --> 00:17:31.000]  一般人只看到別人的錯
[00:17:31.000 --> 00:17:33.000]  只懂得投訴
[00:17:33.000 --> 00:17:35.000]  教會裏面都是一樣
[00:17:35.000 --> 00:17:37.000]  不是我們的教會
[00:17:37.000 --> 00:17:39.000]  但有很多的教會
[00:17:39.000 --> 00:17:41.000]  有很多人投訴
[00:17:41.000 --> 00:17:43.000]  對內的侍公又說不好
[00:17:43.000 --> 00:17:46.000]  對外的侍公又說做得不好
[00:17:46.000 --> 00:17:47.000]  只懂得投訴
[00:17:47.000 --> 00:17:51.000]  但我們有沒有為了這些事來討告呢
[00:17:51.000 --> 00:17:54.000]  我們有沒有希望成為這些問題
[00:17:54.000 --> 00:17:58.000]  解決這些問題的一份子呢
[00:17:58.000 --> 00:17:59.000]  就是怎樣
[00:17:59.000 --> 00:18:02.000]  就是親心來到參與
[00:18:02.000 --> 00:18:04.000]  不單單去投訴
[00:18:04.000 --> 00:18:07.000]  但很可惜一般的教會
[00:18:07.000 --> 00:18:10.000]  投訴的人永遠都是超過
[00:18:10.000 --> 00:18:13.000]  願意參與人事工的人數
[00:18:13.000 --> 00:18:18.000]  這個真的很值得我們去思考
[00:18:18.000 --> 00:18:21.000]  除了保羅是有感恩
[00:18:21.000 --> 00:18:22.000]  禱告
[00:18:22.000 --> 00:18:24.000]  有參與的心
[00:18:24.000 --> 00:18:27.000]  他還是有虧欠的心
[00:18:27.000 --> 00:18:29.000]  在羅馬書的一章十四節
[00:18:29.000 --> 00:18:30.000]  保羅說
[00:18:30.000 --> 00:18:35.000]  無論是犀利利人 花外人 聰明人 愚絕人
[00:18:35.000 --> 00:18:39.000]  我都欠他們的債
[00:18:39.000 --> 00:18:44.000]  保羅在哥林多前書的九章十六節說
[00:18:44.000 --> 00:18:46.000]  如果我不傳福音
[00:18:46.000 --> 00:18:48.000]  我就有禍了
[00:18:48.000 --> 00:18:50.000]  這裡保羅就說
[00:18:50.000 --> 00:18:52.000]  如果我不傳福音
[00:18:52.000 --> 00:18:54.000]  就好像欠了債一樣
[00:18:54.000 --> 00:18:57.000]  保羅自己得到從神而來
[00:18:57.000 --> 00:18:59.000]  很多很多的恩惠
[00:18:59.000 --> 00:19:01.000]  如果我不傳福音
[00:19:01.000 --> 00:19:03.000]  就好像欠了人的債一樣
[00:19:03.000 --> 00:19:05.000]  不能夠還一樣
[00:19:05.000 --> 00:19:07.000]  我們知道
[00:19:07.000 --> 00:19:10.000]  在《新約聖經》說到犀利利人
[00:19:10.000 --> 00:19:13.000]  也可以解釋為外邦人
[00:19:13.000 --> 00:19:15.000]  也包括希臘人
[00:19:15.000 --> 00:19:19.000]  希臘人其實非常驕傲
[00:19:19.000 --> 00:19:22.000]  他們很著重哲學
[00:19:22.000 --> 00:19:24.000]  所以他們認為外邦人
[00:19:24.000 --> 00:19:26.000]  個個都不懂得哲學
[00:19:26.000 --> 00:19:28.000]  個個都是野蠻人
[00:19:28.000 --> 00:19:31.000]  他們認為自己是最聰明
[00:19:31.000 --> 00:19:34.000]  其他人都是愚絕的
