
[00:00:00.000 --> 00:00:04.000]  我們今天要分享的信息的題目是
[00:03:01.000 --> 00:03:05.120]  他們就經過格陵寺這個地方
[00:03:05.120 --> 00:03:08.160]  然後就遇到強風了
[00:03:08.160 --> 00:03:14.000]  那麼他們就要切着格陵島的南邊走
[00:03:14.000 --> 00:03:17.320]  就來到一個港口叫做加奧
[00:03:17.320 --> 00:03:20.640]  加奧的意思就是一個美好的港
[00:03:20.640 --> 00:03:24.800]  這個名字就是說這個地方是一個美好的港
[00:03:24.800 --> 00:03:29.080]  這個美好的港不是說它條件特別好
[00:03:29.080 --> 00:03:31.080]  或者規模很大
[00:03:31.080 --> 00:03:33.760]  就是說這個地方很好
[00:03:33.760 --> 00:03:38.160]  這是這一段我們簡單的就看見了
[00:03:38.160 --> 00:03:40.640]  開始一開始
[00:03:40.640 --> 00:03:42.640]  這個船是很大
[00:03:42.640 --> 00:03:45.360]  所以除了船員以外
[00:03:45.360 --> 00:03:48.160]  還有保羅 還有百夫長
[00:03:48.160 --> 00:03:50.040]  還有一些囚犯
[00:03:50.040 --> 00:03:52.840]  到羅馬去的都在這個船上
[00:03:52.840 --> 00:03:56.600]  所以整個這個船有276人
[00:03:56.600 --> 00:03:58.200]  雖然它不是客船
[00:03:58.200 --> 00:04:03.680]  可是帶的客人倒是挺多的
[00:04:03.680 --> 00:04:05.960]  然後第二段我們看到
[00:04:05.960 --> 00:04:10.840]  從加奧以後所發生的事情
[00:04:10.840 --> 00:04:15.200]  他說那個時候靜時的日子已過
[00:04:15.200 --> 00:04:17.280]  那麼第九節說
[00:04:17.280 --> 00:04:19.280]  他說走的日子多了
[00:04:19.280 --> 00:04:21.760]  已經過了靜時的階梯
[00:04:21.760 --> 00:04:24.080]  這靜時階梯就指到
[00:04:24.080 --> 00:04:29.440]  猶太人所有的這個贖罪日
[00:04:29.440 --> 00:04:32.760]  那個節日是要靜時的
[00:04:32.760 --> 00:04:35.920]  就大概是十月初的時間
[00:04:35.920 --> 00:04:40.280]  那麼這個過了這個十月初
[00:04:40.280 --> 00:04:46.080]  這個時候行船就危險了
[00:04:46.080 --> 00:04:49.120]  因爲在地中海這個地方
[00:04:49.120 --> 00:04:52.760]  一般是在九月中到十一月中
[00:04:52.760 --> 00:04:55.680]  有幾個月的話
[00:04:55.680 --> 00:04:59.160]  一般的船都不在這個時候行駛
[00:04:59.160 --> 00:05:02.160]  因爲這個時候有想不到的
[00:05:02.160 --> 00:05:04.880]  你預計不到的風暴來臨
[00:05:04.880 --> 00:05:07.720]  所以保羅就建議
[00:05:07.720 --> 00:05:10.440]  我們就不要再往前開了
[00:05:10.440 --> 00:05:13.120]  就在加奧這個地方過冬
[00:05:13.120 --> 00:05:15.520]  過了天氣好一些
[00:05:15.520 --> 00:05:17.240]  適合航行的話
[00:05:17.240 --> 00:05:19.880]  我們再往東走
[00:05:19.880 --> 00:05:22.480]  再往西走
[00:05:22.480 --> 00:05:27.520]  這樣可以免得船跟貨物都受到損失
[00:05:27.520 --> 00:05:29.520]  雖然是個大船
[00:05:29.520 --> 00:05:32.360]  但是這個船當時船大
[00:05:32.360 --> 00:05:35.040]  但是碰到大風大浪的話
[00:05:35.040 --> 00:05:39.880]  還不是說很有把握可以抗抵得住
[00:05:39.880 --> 00:05:44.080]  他提出的建議就是要在加奧的地方過冬
[00:05:44.080 --> 00:05:45.640]  過了冬以後
[00:05:45.640 --> 00:05:47.440]  船可以航行了
[00:05:47.440 --> 00:05:49.720]  再往西走
[00:05:49.720 --> 00:05:52.880]  那麼他因爲有這個經驗
[00:05:52.880 --> 00:05:54.560]  他爲什麼有經驗呢
[00:05:54.560 --> 00:05:58.680]  他因爲他曾經遇過有三次的船難
[00:05:58.680 --> 00:06:01.400]  在柯林多厚書第一十餘章就提到
[00:06:01.400 --> 00:06:05.080]  他遇過有三次船壞了
[00:06:05.080 --> 00:06:07.160]  一壞了就是說非常危險
[00:06:07.160 --> 00:06:09.680]  要沉船這樣的經歷
[00:06:09.680 --> 00:06:14.720]  所以他就說不能違反氣候的規律
[00:06:14.720 --> 00:06:17.760]  在這個地方可以過冬
[00:06:17.760 --> 00:06:19.800]  我們就勉強的過冬
[00:06:19.800 --> 00:06:21.880]  等到情況好了以後
[00:06:21.880 --> 00:06:24.560]  我們再往前走
[00:06:24.560 --> 00:06:29.280]  但是保羅的意見並沒有得到採納
[00:06:29.280 --> 00:06:33.680]  因爲這個地方雖然是可以停船
[00:06:33.680 --> 00:06:36.840]  但是究竟在這個島上
[00:06:36.840 --> 00:06:39.640]  這不是一個最好的港口
[00:06:39.640 --> 00:06:42.520]  可能這些船員的人
[00:06:42.520 --> 00:06:44.120]  住的地方
[00:06:44.120 --> 00:06:47.200]  到岸上以後住的地方不一定有
[00:06:47.200 --> 00:06:50.280]  那麼他們想的條件比較差
[00:06:50.280 --> 00:06:52.480]  所以這個百貨廠
[00:06:52.480 --> 00:06:55.560]  押送他們的百貨廠跟船長
[00:06:55.560 --> 00:06:58.800]  就說我們還得再往前走
[00:06:58.800 --> 00:07:02.160]  到這個島的另外一個條件比較好的
[00:07:02.160 --> 00:07:04.520]  一個菲尼基港口的話
[00:07:04.520 --> 00:07:06.840]  我們在那邊過冬
[00:07:06.840 --> 00:07:09.880]  這個地方離開是不太遠
[00:07:09.880 --> 00:07:13.400]  就是有幾十公里的遠地方
[00:07:13.400 --> 00:07:16.400]  我們換一個條件好一點來過冬
[00:07:16.400 --> 00:07:18.240]  因爲不是一天兩天
[00:07:18.240 --> 00:07:19.880]  你要幾個月的話
[00:07:19.880 --> 00:07:22.840]  那是要找個條件好一些的
[00:07:22.840 --> 00:07:27.960]  但是百貨廠跟船長沒有采納保羅意見
[00:07:27.960 --> 00:07:30.400]  所以這個船就決定了
[00:07:30.400 --> 00:07:35.800]  就啓航往菲尼基另外一個港口去
[00:07:35.800 --> 00:07:37.040]  開始去不遠以後
[00:07:37.040 --> 00:07:39.360]  這個時候就掛在南宮了
[00:07:39.360 --> 00:07:42.160]  就稍微掛在南宮
[00:07:42.160 --> 00:07:45.920]  聖經說
[00:07:45.920 --> 00:07:46.760]  十三界說
[00:07:46.760 --> 00:07:49.440]  這是微微體的南宮
[00:07:49.440 --> 00:07:51.160]  小小的南宮
[00:07:51.160 --> 00:07:52.800]  他們以爲得意
[00:07:52.800 --> 00:07:54.920]  就是這個船員跟船長
[00:07:54.920 --> 00:07:58.080]  就在這個很得意什麼呢
[00:07:58.080 --> 00:08:01.840]  就是說因爲南宮是順宮
[00:08:01.840 --> 00:08:05.440]  因爲他們是往西北去
[00:08:05.440 --> 00:08:09.120]  所以南宮的話可以幫助船
[00:08:09.120 --> 00:08:12.320]  比較順宮的
[00:08:12.320 --> 00:08:15.920]  但是危險來了
[00:08:15.920 --> 00:08:17.680]  第四世界說
[00:08:17.680 --> 00:08:22.360]  不多幾時狂風從島上撲下來
[00:08:22.360 --> 00:08:23.480]  狂風
[00:08:23.480 --> 00:08:29.720]  在海上的氣候是沒有什麼一定的
[00:08:29.720 --> 00:08:31.840]  你順風了就一直順風
[00:08:31.840 --> 00:08:34.960]  忽然之間就起了狂風了
[00:08:34.960 --> 00:08:39.360]  那麼這個時候呢
[00:08:39.360 --> 00:08:42.680]  從東北方掛來的風
[00:08:42.680 --> 00:08:44.920]  所以這個聖經告訴我們說
[00:08:44.920 --> 00:08:49.040]  那風名叫友拉戈羅
[00:08:49.040 --> 00:08:52.120]  友拉戈羅是個翻譯的音
[00:08:52.120 --> 00:08:55.160]  這個意思就是東北風
[00:08:55.160 --> 00:09:01.560]  他們是要往西走
[00:09:01.560 --> 00:09:03.480]  但是就碰到一個風
[00:09:03.480 --> 00:09:07.120]  是從北面掛過來
[00:09:07.120 --> 00:09:08.960]  從東北掛過來
[00:09:08.960 --> 00:09:12.760]  這樣的話他就要往西往北走的話
[00:09:12.760 --> 00:09:15.560]  就剛好是逆風了
[00:09:15.560 --> 00:09:18.000]  那麼這個風呢
[00:09:18.000 --> 00:09:22.640]  這個是個強風所以叫做狂風
[00:09:22.640 --> 00:09:26.560]  這船它是靠人來管的
[00:09:26.560 --> 00:09:28.920]  動力是人的力
[00:09:28.920 --> 00:09:32.040]  所以就頂不住這風呢
[00:09:32.040 --> 00:09:35.720]  就是往西南飄過去
[00:09:35.720 --> 00:09:38.600]  本來他想往西北走的
[00:09:38.600 --> 00:09:41.760]  結果他往西南吹過去
[00:09:41.760 --> 00:09:45.360]  吹到一個島上叫做高大島
[00:09:45.360 --> 00:09:48.560]  翻譯的名字叫高大島
[00:09:48.560 --> 00:09:51.800]  高大並不是說這個島很高大
[00:09:51.800 --> 00:09:53.640]  就是音字高大
[00:09:53.640 --> 00:09:54.680]  在這個地方呢
[00:09:54.680 --> 00:09:57.560]  不是一個合適的港口
[00:09:57.560 --> 00:10:00.840]  那麼再要想到別的港口
[00:10:00.840 --> 00:10:04.120]  周圍的港口已經是不可能了
[00:10:04.120 --> 00:10:04.800]  怎麼辦呢
[00:10:04.800 --> 00:10:07.680]  他想回去也回不去
[00:10:07.680 --> 00:10:10.920]  想往前又不太合適
[00:10:10.920 --> 00:10:12.120]  沒有辦法
[00:10:12.120 --> 00:10:19.240]  這個船隻好任憑水風飄來飄去
[00:10:19.240 --> 00:10:24.880]  這個時候到這個第27章呢
[00:10:24.880 --> 00:10:31.880]  就是講到在沒有這種狂風中間發生的情況
[00:10:31.880 --> 00:10:35.280]  他們怕這個船擱淺了
[00:10:35.280 --> 00:10:37.160]  在這個沙灘擱淺了
[00:10:37.160 --> 00:10:40.880]  他就任這個船飄來飄去
[00:10:40.880 --> 00:10:44.320]  那麼海員呢就把這個船上的貨
[00:10:44.320 --> 00:10:45.640]  就是這個麥子呢
[00:10:45.640 --> 00:10:48.600]  就都拋到海里去
[00:10:48.600 --> 00:10:49.600]  還不行
[00:10:49.600 --> 00:10:50.480]  第二天呢
[00:10:50.480 --> 00:10:55.320]  他們又把這個船上的一些用具也拋到海里去了
[00:10:55.320 --> 00:11:00.400]  能夠減輕這個船的重量
[00:11:00.400 --> 00:11:03.520]  這個時候你看見
[00:11:03.520 --> 00:11:07.680]  他說二十節講到這情形是非常的危急
[00:11:07.680 --> 00:11:11.200]  他說太陽和星辰多了不顯露
[00:11:11.200 --> 00:11:16.000]  在這狂風中間看不見太陽
[00:11:16.000 --> 00:11:19.200]  看不見這個晚上的心情
[00:11:19.200 --> 00:11:22.840]  他說有狂風大浪吹筆
[00:11:22.840 --> 00:11:25.640]  我們得救的指望就去了
[00:11:25.640 --> 00:11:28.000]  就是恐怕要沉船了
[00:11:28.000 --> 00:11:31.160]  這船上這二百多人的話危險了
[00:11:31.160 --> 00:11:32.800]  貨物是可以不要
[00:11:32.800 --> 00:11:34.560]  但是人怎麼辦呢
[00:11:34.560 --> 00:11:38.640]  這個對他們說是一個危險的關頭
[00:11:38.640 --> 00:11:40.680]  那麼他們喫不下東西了
[00:11:40.680 --> 00:11:44.120]  可能東西也能喫的不多了
[00:11:44.120 --> 00:11:46.200]  另外一個有細量的星辰呢
[00:11:46.200 --> 00:11:48.040]  飯也喫不下了
[00:11:48.040 --> 00:11:50.680]  那麼保羅就出來了
[00:11:50.680 --> 00:11:52.840]  就來安慰他們
[00:11:52.840 --> 00:11:57.800]  把神鼓勵他的話來告訴他們
[00:11:57.800 --> 00:12:01.200]  他說衆位你們不該聽我的話
[00:12:01.200 --> 00:12:02.640]  你們不聽我的話
[00:12:02.640 --> 00:12:05.760]  你們不留在驕傲的地方過冬
[00:12:05.760 --> 00:12:11.160]  不要往西邊的方向過來
[00:12:11.160 --> 00:12:16.520]  他說現在呢我勸你們還是放心
[00:12:16.520 --> 00:12:17.760]  非常放心
[00:12:17.760 --> 00:12:20.840]  他說你們的性命一個也不失上
[00:12:20.840 --> 00:12:23.280]  唯獨失上這船
[00:12:23.280 --> 00:12:24.960]  他有把握
[00:12:24.960 --> 00:12:25.880]  爲什麼呢
[00:12:25.880 --> 00:12:27.920]  他說因我所屬
[00:12:27.920 --> 00:12:30.160]  我所屬於呢
[00:12:30.160 --> 00:12:31.640]  我是屬於神的
[00:12:31.640 --> 00:12:34.240]  我是侍奉神的
[00:12:34.240 --> 00:12:37.840]  神的使者昨天晚上告訴我說
[00:12:37.840 --> 00:12:40.400]  他說保羅不要害怕
[00:12:40.400 --> 00:12:43.120]  你必定能夠站在蓋薩面前
[00:12:43.120 --> 00:12:45.920]  你必定能夠到了羅馬
[00:12:45.920 --> 00:12:51.400]  而且呢跟你同船的這個人呢
[00:12:51.400 --> 00:12:53.280]  神都賜給你的
[00:12:53.280 --> 00:12:56.720]  你可以跟他們所有的人
[00:12:56.720 --> 00:13:00.640]  能夠安全到達羅馬
[00:13:00.640 --> 00:13:02.360]  所以他就勸大家說
[00:13:02.360 --> 00:13:04.720]  衆位可以放心
[00:13:04.720 --> 00:13:07.440]  他說我信神怎樣對我說話
[00:13:07.440 --> 00:13:09.960]  事情也要這樣成就
[00:13:09.960 --> 00:13:11.520]  他對神就信心
[00:13:11.520 --> 00:13:14.480]  神既然說了
[00:13:14.480 --> 00:13:19.320]  要這個可以這個到了羅馬
[00:13:19.320 --> 00:13:22.880]  所以這句話呢是非常的重要
[00:13:22.880 --> 00:13:27.600]  因爲接下來所要發生的事情啊
[00:13:27.600 --> 00:13:30.480]  都是根據神的話
[00:13:30.480 --> 00:13:33.160]  神不但要保守保羅
[00:13:33.160 --> 00:13:35.960]  跟他一起守的皇宮
[00:13:35.960 --> 00:13:39.160]  而且全船的人呢
[00:13:39.160 --> 00:13:44.160]  都要因着保羅的緣故得救
[00:13:44.160 --> 00:13:49.680]  那麼這個是在這個遇到皇宮的時候的情景
[00:13:49.680 --> 00:13:53.960]  下面呢就看看他們是怎麼得救的
[00:13:53.960 --> 00:13:57.800]  怎麼能夠270個人都能得救呢
[00:13:57.800 --> 00:14:03.440]  就下面27節開始就講到船擱淺了
[00:14:03.440 --> 00:14:07.520]  在陸地還對上在陸靠近陸地的地方
[00:14:07.520 --> 00:14:09.080]  船擱淺了
[00:14:09.080 --> 00:14:12.440]  那麼衆人得救了
[00:14:12.440 --> 00:14:16.440]  27節說到了第14天夜間
[00:14:16.440 --> 00:14:20.040]  就說明了皇宮啊已經颳了14天了
[00:14:20.040 --> 00:14:25.200]  船呢就被這個向西北的方向颳去
[00:14:25.200 --> 00:14:28.840]  漸漸呢是靠近陸地了
[00:14:28.840 --> 00:14:29.600]  靠近陸地
[00:14:29.600 --> 00:14:30.720]  但是不是羅馬
[00:14:30.720 --> 00:14:32.680]  不是到了羅馬了
[00:14:32.680 --> 00:14:35.000]  靠近陸地了
[00:14:35.000 --> 00:14:36.360]  這個時候呢
[00:14:36.360 --> 00:14:38.760]  這個船遇到大風呢
[00:14:38.760 --> 00:14:40.160]  控制不了
[00:14:40.160 --> 00:14:44.720]  這樣的飄在海上走了多少公里了
[00:14:44.720 --> 00:14:45.560]  資料說呢
[00:14:45.560 --> 00:14:47.800]  他走了700多公里了
[00:14:47.800 --> 00:14:53.360]  14天就在海上被風颳了700公里
[00:14:53.360 --> 00:15:01.040]  700多公里纔到了一個離開島比較近的地方
[00:15:01.040 --> 00:15:02.920]  那麼這個時候呢
[00:15:02.920 --> 00:15:07.240]  這個船員呢
[00:15:07.240 --> 00:15:12.920]  以爲靠近旱地了
[00:15:12.920 --> 00:15:15.280]  那他們呢
[00:15:15.280 --> 00:15:18.680]  用這個探水有多深
[00:15:18.680 --> 00:15:20.280]  探的有多深
[00:15:20.280 --> 00:15:22.880]  那麼水手這個海員呢
[00:15:22.880 --> 00:15:25.120]  他們自己想逃走
[00:15:25.120 --> 00:15:28.400]  他們有這麼多人
[00:15:28.400 --> 00:15:31.040]  不能每個人都能夠走呢
[00:15:31.040 --> 00:15:32.600]  船也沒有那麼多人
[00:15:32.600 --> 00:15:33.640]  小船
[00:15:33.640 --> 00:15:35.680]  所以他自己弄了個小船
[00:15:35.680 --> 00:15:39.680]  就想等到有機會的話
[00:15:39.680 --> 00:15:42.120]  自己一些人呢
[00:15:42.120 --> 00:15:43.360]  坐着小船呢
[00:15:43.360 --> 00:15:46.560]  能夠靠近這個陸地
[00:15:46.560 --> 00:15:49.000]  那保羅呢
[00:15:49.000 --> 00:15:51.360]  就在三聖節
[00:15:51.360 --> 00:15:54.320]  保羅就對這個白副長說了
[00:15:54.320 --> 00:15:56.160]  因爲保羅看出來
[00:15:56.160 --> 00:15:59.960]  他們就弄幾個小船
[00:15:59.960 --> 00:16:02.160]  說他們去拋錨
[00:16:02.160 --> 00:16:03.320]  如果保羅看出來
[00:16:03.320 --> 00:16:06.400]  他們是想自己先逃掉
[00:16:06.400 --> 00:16:09.920]  所以就跟這個白副長跟船長說
[00:16:09.920 --> 00:16:10.920]  他說呢
[00:16:10.920 --> 00:16:12.000]  這些人呢
[00:16:12.000 --> 00:16:15.400]  如果不留在這個船上的話
[00:16:15.400 --> 00:16:17.680]  你們必不能得救
[00:16:17.680 --> 00:16:21.840]  如果這些有在海上有經驗的水手
[00:16:21.840 --> 00:16:22.800]  離開船了
[00:16:22.800 --> 00:16:25.560]  剩下的沒有經驗的人在船上呢
[00:16:25.560 --> 00:16:27.600]  就很危險了
[00:16:27.600 --> 00:16:29.520]  所以這個冰冰呢
[00:16:29.520 --> 00:16:32.240]  就把這個小船的繩子呢
[00:16:32.240 --> 00:16:33.240]  砍斷了
[00:16:33.240 --> 00:16:36.040]  就讓這個小船給漂走了
[00:16:36.040 --> 00:16:36.840]  這樣的話
[00:16:36.840 --> 00:16:38.080]  所有的人呢
[00:16:38.080 --> 00:16:39.720]  都要留在船上
[00:16:39.720 --> 00:16:42.840]  就下一步應該怎麼得救呢
[00:16:42.840 --> 00:16:47.760]  那麼就大家一起來想辦法
[00:16:47.760 --> 00:16:51.600]  那麼有人說了
[00:16:51.600 --> 00:16:53.320]  既然神應許說
[00:16:53.320 --> 00:16:56.120]  每個人沒有人會喪命
[00:16:56.120 --> 00:17:00.000]  那麼這些人爲什麼還要把船要留下來呢
[00:17:00.000 --> 00:17:02.080]  就他們走了以後呢
[00:17:02.080 --> 00:17:04.840]  那麼其他人還可以得救吧
[00:17:04.840 --> 00:17:08.480]  神不是說這些人都可以得救嗎
[00:17:08.480 --> 00:17:09.560]  但是呢
[00:17:09.560 --> 00:17:11.280]  神的應許呢
[00:17:11.280 --> 00:17:13.600]  還是有需要
[00:17:13.600 --> 00:17:16.880]  人還需要用方法來配合
[00:17:16.880 --> 00:17:20.440]  才能夠使得神的應許能夠成就
[00:17:20.440 --> 00:17:26.840]  所以有個小女孩
[00:17:26.840 --> 00:17:27.840]  講了一個故事
[00:17:27.840 --> 00:17:30.360]  講到一個小女孩
[00:17:30.360 --> 00:17:34.240]  她很喜歡這個愛好的小的動物
[00:17:34.240 --> 00:17:37.840]  那麼在有一個
[00:17:37.840 --> 00:17:41.160]  她的哥哥呢
[00:17:41.160 --> 00:17:44.160]  就想抓這個這些小兔子
[00:17:44.160 --> 00:17:46.120]  小兔子
[00:17:46.120 --> 00:17:47.560]  她弄了些夾子
[00:17:47.560 --> 00:17:48.480]  弄些夾子
[00:17:48.480 --> 00:17:52.360]  給兒子抓這些小的兔子
[00:17:52.360 --> 00:17:56.680]  那麼這個小女孩呢
[00:17:56.680 --> 00:17:58.440]  就告訴她媽媽說
[00:17:58.440 --> 00:17:59.760]  她說
[00:17:59.760 --> 00:18:01.160]  我已經禱告了
[00:18:01.160 --> 00:18:01.880]  禱告什麼呢
[00:18:01.880 --> 00:18:08.840]  這小兔子不會被我哥哥的小夾子給夾住的
[00:18:10.480 --> 00:18:12.600]  那麼這個媽媽就問她
[00:18:12.600 --> 00:18:16.800]  那你怎麼知道他們不會被夾住呢
[00:18:16.800 --> 00:18:17.720]  她說
[00:18:17.720 --> 00:18:19.560]  我禱告了神
[00:18:19.560 --> 00:18:20.680]  而且呢
[00:18:20.680 --> 00:18:23.880]  我還把那個哥哥的小的夾子呢
[00:18:23.880 --> 00:18:25.880]  把他給破壞了
[00:18:25.880 --> 00:18:26.440]  她不說
[00:18:26.440 --> 00:18:29.880]  我當時禱告完了以後就不管了
[00:18:29.880 --> 00:18:30.240]  她說
[00:18:30.240 --> 00:18:33.680]  我把這個小夾子這些夾子呢
[00:18:33.680 --> 00:18:36.400]  夾着兔子夾子把他弄壞了
[00:18:36.400 --> 00:18:37.880]  那麼所以這個兔子
[00:18:37.880 --> 00:18:40.600]  這哥哥就抓不住了
[00:18:40.600 --> 00:18:44.080]  所以這個神有他的意思
[00:18:44.080 --> 00:18:46.080]  有他的定罪的意思
[00:18:46.080 --> 00:18:47.080]  但是人呢
[00:18:47.080 --> 00:18:51.480]  還要配合應該按照這個應該做的
[00:18:51.480 --> 00:18:52.680]  人還是要做的
[00:18:52.680 --> 00:18:57.400]  這個時候已經過了14天了
[00:18:57.400 --> 00:18:59.880]  在這種情況下
[00:18:59.880 --> 00:19:03.760]  這個喫東西的慾望也不大
[00:19:03.760 --> 00:19:04.880]  那麼就是說
[00:19:04.880 --> 00:19:07.480]  寶寶就勸他們喫飯
[00:19:08.280 --> 00:19:10.680]  他說你們只有喫飯呢
[00:19:10.680 --> 00:19:13.680]  才能夠到岸上去
[00:19:13.680 --> 00:19:15.480]  所以在下面呢
[00:19:15.480 --> 00:19:18.280]  就看到了保羅呢
[00:19:18.280 --> 00:19:20.480]  就拿起餅來誅泄了
[00:19:20.480 --> 00:19:25.880]  然後在他們的面前就喫了喫了個餅
[00:19:25.880 --> 00:19:29.080]  那麼大家看見保羅樣子呢
[00:19:29.080 --> 00:19:31.480]  他們就放下心了
[00:19:31.480 --> 00:19:34.480]  所以35節保羅說了個話
[00:19:34.480 --> 00:19:37.480]  就拿着餅在衆人面前
[00:19:37.480 --> 00:19:39.680]  誅泄了神
[00:19:39.680 --> 00:19:40.880]  歪開尺
[00:19:40.880 --> 00:19:42.280]  於是他們都放下心
[00:19:42.280 --> 00:19:43.880]  也就喫了
[00:19:43.880 --> 00:19:49.280]  他們要得救還要喫飯
[00:19:49.280 --> 00:19:51.480]  你不肯喫飯的話
[00:19:51.480 --> 00:19:54.080]  你就不能夠得救
[00:19:54.080 --> 00:19:57.880]  所以他們都要喫飯
[00:19:57.880 --> 00:19:59.680]  纔有力氣才能夠出來
[00:19:59.680 --> 00:20:03.080]  所以在《聖經》也記載說
[00:20:03.080 --> 00:20:07.080]  以利亞被這個雅哈王的妻子
[00:20:07.080 --> 00:20:10.280]  也許被追殺
[00:20:10.280 --> 00:20:16.480]  因爲他要把以利亞除掉
[00:20:16.480 --> 00:20:18.080]  那麼以利亞就跑走
[00:20:18.080 --> 00:20:19.480]  跑到曠野
[00:20:19.480 --> 00:20:22.680]  然後又跑到羅騰樹下
[00:20:22.680 --> 00:20:26.080]  就坐在地方就不肯喫東西
[00:20:26.080 --> 00:20:28.480]  這個要求死
[00:20:28.480 --> 00:20:30.880]  那麼天使來了以後就跟他說
[00:20:30.880 --> 00:20:32.680]  你快點喫東西
[00:20:32.680 --> 00:20:34.280]  你喫了東西以後
[00:20:34.280 --> 00:20:36.280]  纔可以有力氣走路
[00:20:36.280 --> 00:20:38.880]  你還有沒有完成的事情
[00:20:38.880 --> 00:20:40.880]  神還要你去做的
[00:20:40.880 --> 00:20:43.680]  所以他就喫了給他的食物
[00:20:43.680 --> 00:20:45.880]  他就喫了得救
[00:20:45.880 --> 00:20:51.880]  所以這個安排的旨意
[00:20:51.880 --> 00:20:53.680]  給他們都能得救
[00:20:53.680 --> 00:20:57.880]  但是這些人還需要喫飯
[00:20:57.880 --> 00:21:02.080]  纔有力氣能夠上岸
[00:21:02.080 --> 00:21:07.680]  這個時候就看見天亮了
[00:21:07.680 --> 00:21:10.480]  到第二天三月九月的時候
[00:21:10.480 --> 00:21:11.880]  到了天亮
[00:21:11.880 --> 00:21:14.680]  他們不認識那地方
[00:21:14.680 --> 00:21:15.680]  晚上看不見
[00:21:15.680 --> 00:21:18.880]  到底他們到了什麼地方看不見
[00:21:18.880 --> 00:21:20.080]  天亮了
[00:21:20.080 --> 00:21:22.080]  他們看見有個地方
[00:21:22.080 --> 00:21:25.880]  就看見一個海灣
[00:21:25.880 --> 00:21:29.080]  這個可以登岸
[00:21:29.080 --> 00:21:32.880]  所以就想把船再開近一點
[00:21:32.880 --> 00:21:34.480]  能夠進入到海灣
[00:21:34.480 --> 00:21:37.880]  在方便的地方可以登岸
[00:21:37.880 --> 00:21:50.080]  但是船開不多久的話就擱淺了
[00:21:50.080 --> 00:21:54.480]  這個時候擱淺的話
[00:21:54.480 --> 00:21:59.480]  那些兵就押送囚犯的兵
[00:21:59.480 --> 00:22:03.480]  就想把這些囚犯殺掉
[00:22:03.480 --> 00:22:05.280]  他們自己給逃生
