
[00:00:00.000 --> 00:00:08.760]  三個月跟師母剛好我們就進入了我們第十九年的結婚紀念
[00:02:36.100 --> 00:02:39.480]  其實在我們的生活當中我們是有一些矛盾的事情的
[00:02:39.480 --> 00:02:41.480]  在我們剛才讀的那一段經文裡面
[00:02:41.480 --> 00:02:43.480]  在我們剛才讀的那一段經文裡面
[00:02:43.480 --> 00:02:48.480]  那些文士和法利塞人來到耶穌面前
[00:02:48.480 --> 00:02:54.480]  他就是要接觸一些矛盾的事情來刁難耶穌
[00:02:54.480 --> 00:02:56.480]  好像剛才我們讀的那一段經文裡面
[00:02:56.480 --> 00:03:02.480]  法利塞人就是用這些方法希望刁難耶穌
[00:03:02.480 --> 00:03:04.480]  他怎樣刁難耶穌呢?
[00:03:04.480 --> 00:03:06.480]  他怎樣刁難耶穌呢?
[00:03:06.480 --> 00:03:12.480]  他就抓了一個行淫的婦人來到耶穌當中
[00:03:12.480 --> 00:03:15.480]  他就抓了一個行淫的婦人來到耶穌的面前
[00:03:15.480 --> 00:03:17.480]  他對耶穌說夫子啊
[00:03:17.480 --> 00:03:21.480]  這個女人是他在行淫的時候被拉的
[00:03:21.480 --> 00:03:22.480]  他就對耶穌說
[00:03:22.480 --> 00:03:26.480]  這個夫子啊這個婦人就是在行淫的時候抓了的
[00:03:26.480 --> 00:03:29.480]  意思說這個婦人是捉姦在床
[00:03:29.480 --> 00:03:31.480]  這個婦人是捉姦在床
[00:03:31.480 --> 00:03:34.480]  她是真正的犯姦淫他們沒有污衊她
[00:03:34.480 --> 00:03:37.480]  她是真正的犯姦淫他們沒有污衊她
[00:03:37.480 --> 00:03:42.480]  所以他們就來問耶穌這個問題
[00:03:42.480 --> 00:03:44.480]  要耶穌來做審判的事情
[00:03:44.480 --> 00:03:47.480]  所以他們就用這個問題來問耶穌
[00:03:47.480 --> 00:03:48.480]  要耶穌去做審判
[00:03:48.480 --> 00:03:51.480]  主要當然是要抓住耶穌的把柄
[00:03:51.480 --> 00:03:53.480]  其實他們想抓住耶穌的把柄
[00:03:53.480 --> 00:03:58.480]  所以當他帶這個行淫的婦人來到耶穌面前的時候
[00:03:58.480 --> 00:04:01.480]  所以當這個行淫的婦人來到耶穌面前的時候
[00:04:01.480 --> 00:04:03.480]  帶出來幾樣的事情
[00:04:03.480 --> 00:04:05.480]  就帶出了幾樣的事情
[00:04:05.480 --> 00:04:12.480]  第一就是當時他們是在羅馬帝國當中來統治的
[00:04:12.480 --> 00:04:16.480]  第一就是他們當時是受著羅馬政府的統治
[00:04:16.480 --> 00:04:19.480]  如果耶穌說你們可以把他打死
[00:04:19.480 --> 00:04:21.480]  如果耶穌說你們可以把他打死
[00:04:21.480 --> 00:04:23.480]  那就是犯了羅馬帝國的法律
[00:04:23.480 --> 00:04:25.480]  就是犯了羅馬國的法律
[00:04:25.480 --> 00:04:33.480]  因為當時他們是歸屬國他們不可以自己自行審判的
[00:04:33.480 --> 00:04:36.480]  因為他們是歸屬國所以他們當時是不可以自行審判的
[00:04:36.480 --> 00:04:39.480]  特別是要死刑他們不可以這樣做的
[00:04:39.480 --> 00:04:40.480]  不可以私行審判的
[00:04:40.480 --> 00:04:47.480]  可是另外一方面的一個衝突就是以色列的一個律法
[00:04:47.480 --> 00:04:49.480]  另一方面就是以色列的一個律法
[00:04:49.480 --> 00:04:51.480]  你不要把他打死
[00:04:51.480 --> 00:04:54.480]  你是在摩西的律法當中的時候
[00:04:54.480 --> 00:04:57.480]  行刑的你可以用石頭打死
[00:04:57.480 --> 00:04:59.480]  其實在當時的以色列的律法裡面
[00:04:59.480 --> 00:05:01.480]  行刑的可以用石頭打死
[00:05:01.480 --> 00:05:07.480]  他用這樣的一個矛盾來帶出問題來刁難耶穌
[00:05:07.480 --> 00:05:10.480]  他們就用這個矛盾來帶出問題來刁難耶穌
[00:05:10.480 --> 00:05:14.480]  你要遵守羅馬的律法還是遵守以色列的律法
[00:05:14.480 --> 00:05:17.480]  就要考一考他是遵守羅馬人的律法還是以色列人的律法
[00:05:17.480 --> 00:05:22.480]  另外一個方面是你是要順從凱撒還是你要順從摩西
[00:05:22.480 --> 00:05:25.480]  另外一個問題就是你要順從凱撒還是摩西
[00:05:25.480 --> 00:05:27.480]  因為凱撒是羅馬帝國的皇帝
[00:05:27.480 --> 00:05:28.480]  因為凱撒是羅馬帝國的皇帝
[00:05:28.480 --> 00:05:30.480]  還是你要順從摩西
[00:05:30.480 --> 00:05:33.480]  因為摩西是神所賜給他律法的
[00:05:33.480 --> 00:05:37.480]  如果他們跟從摩西就是因為神是賜律法給以色列人
[00:05:37.480 --> 00:05:40.480]  這樣我們看到耶穌所選擇的是什麼
[00:05:40.480 --> 00:05:44.480]  你要選擇真理還是你選擇恩典
[00:05:44.480 --> 00:05:47.480]  所以他們就要求耶穌去選擇
[00:05:47.480 --> 00:05:49.480]  做一個決擇是真理還是恩典
[00:05:49.480 --> 00:05:52.480]  在這樣的一個矛盾當中
[00:05:52.480 --> 00:05:54.480]  在這樣的一個矛盾當中
[00:05:54.480 --> 00:05:59.480]  我們其實在《約翰福音》我們繼續看下去的時候
[00:05:59.480 --> 00:06:03.480]  我們看到真理與恩典有些矛盾
[00:06:03.480 --> 00:06:05.480]  當我們一直看《約翰福音》的時候
[00:06:05.480 --> 00:06:08.480]  我們發覺真理和恩典是有些矛盾
[00:06:08.480 --> 00:06:10.480]  我不曉得你們聽過這樣一句話嗎
[00:06:10.480 --> 00:06:12.480]  我不知道你有沒有提過
[00:06:12.480 --> 00:06:16.480]  我們講一些人說他是屬靈的驕傲
[00:06:16.480 --> 00:06:19.480]  我們曾經有人聽過一個說話叫做屬靈的驕傲
[00:06:19.480 --> 00:06:22.480]  有沒有人聽過這種說話
[00:06:22.480 --> 00:06:23.480]  沒有聽過
[00:06:23.480 --> 00:06:25.480]  我不大喜歡這個詞
[00:06:25.480 --> 00:06:29.480]  我其實是很不喜歡這個說話
[00:06:29.480 --> 00:06:32.480]  這個詞其實帶著矛盾的
[00:06:32.480 --> 00:06:34.480]  其實這個說話本身帶著矛盾
[00:06:34.480 --> 00:06:37.480]  屬靈還驕傲 驕傲是罪嗎
[00:06:37.480 --> 00:06:40.480]  還說他是屬靈的驕傲好像比較高人一等
[00:06:40.480 --> 00:06:41.480]  屬靈的驕傲
[00:06:41.480 --> 00:06:43.480]  這個說話有點矛盾
[00:06:43.480 --> 00:06:44.480]  因為屬靈是好的
[00:06:44.480 --> 00:06:47.480]  屬靈就是屬靈 驕傲就是驕傲
[00:06:47.480 --> 00:06:49.480]  屬靈就是屬靈 驕傲就是驕傲
[00:06:49.480 --> 00:06:51.480]  光和黑暗是不能摻在一起的
[00:06:51.480 --> 00:06:54.480]  他們的關係是不可以放在一起的
[00:06:54.480 --> 00:06:56.480]  所以其實當我們講真理和恩典的時候
[00:06:56.480 --> 00:07:00.480]  所以當我們問這個真理和驕傲的恩典的時候
[00:07:00.480 --> 00:07:02.480]  其實我們看到它也充滿了一些矛盾
[00:07:02.480 --> 00:07:04.480]  其實裡面也充滿了矛盾
[00:07:04.480 --> 00:07:05.480]  所以我們看到的時候
[00:07:05.480 --> 00:07:08.480]  我們看到公義與慈愛的矛盾
[00:07:08.480 --> 00:07:11.480]  接著我們第一就看到公義與慈愛的矛盾
[00:07:11.480 --> 00:07:14.480]  在講真理的時候你一定要執行公義的
[00:07:14.480 --> 00:07:16.480]  因為如果你掌握著真理的時候
[00:07:16.480 --> 00:07:17.480]  你就要主持公義
[00:07:17.480 --> 00:07:19.480]  一個公義的法官的話
[00:07:19.480 --> 00:07:20.480]  一個公正的法官的話
[00:07:20.480 --> 00:07:22.480]  他一定要執行公義的
[00:07:22.480 --> 00:07:26.480]  他不可以說我隨便
[00:07:26.480 --> 00:07:29.480]  我因為有關係
[00:07:29.480 --> 00:07:30.480]  我不可以的
[00:07:30.480 --> 00:07:32.480]  他一定要執行公義的
[00:07:32.480 --> 00:07:34.480]  因為公義的法官就是施行公義
[00:07:34.480 --> 00:07:36.480]  他不可以因為我們有關係
[00:07:36.480 --> 00:07:38.480]  所以要不施行公義
[00:07:38.480 --> 00:07:43.480]  另外一方面我們看接線和接納的不同
[00:07:43.480 --> 00:07:46.480]  另一方面我們要看看界限和接納的不同
[00:07:46.480 --> 00:07:50.480]  我們看到說在真理當中是需要有接線的
[00:07:50.480 --> 00:07:52.480]  我們知道在真理當中是需要有界限的
[00:07:52.480 --> 00:07:56.480]  你知道當上帝創造人的時候
[00:07:56.480 --> 00:08:00.480]  你知道上帝什麼時候已經開始我們給人類的接線
[00:08:00.480 --> 00:08:02.480]  其實當上帝創造人的時候
[00:08:02.480 --> 00:08:05.480]  就已經是提供了一個界限給我們
[00:08:05.480 --> 00:08:06.480]  什麼時候
[00:08:06.480 --> 00:08:08.480]  什麼時候啊?
[00:08:08.480 --> 00:08:10.480]  啊?
[00:08:10.480 --> 00:08:12.480]  對,很好
[00:08:12.480 --> 00:08:14.480]  就分辨善惡的果實
[00:08:14.480 --> 00:08:16.480]  在的時候,人一創造
[00:08:16.480 --> 00:08:18.480]  神已經有個界線了
[00:08:18.480 --> 00:08:20.480]  所以當創造天地的時候
[00:08:20.480 --> 00:08:22.480]  上帝就是用這個分辨善惡
[00:08:22.480 --> 00:08:24.480]  在界線裡面告訴我們
[00:08:24.480 --> 00:08:26.480]  什麼是,什麼是非
[00:08:26.480 --> 00:08:28.480]  就令我們明白什麼是是,什麼是非
[00:08:28.480 --> 00:08:30.480]  什麼是對,什麼是錯
[00:08:30.480 --> 00:08:32.480]  什麼是對,什麼是錯
[00:08:32.480 --> 00:08:34.480]  什麼是應該做的,什麼是不應該做的
[00:08:34.480 --> 00:08:36.480]  可是當我們講到接納的時候
[00:08:36.480 --> 00:08:38.480]  是無條件的接納
[00:08:38.480 --> 00:08:40.480]  但我們講到接納的時候,就是無條件的接納
[00:08:40.480 --> 00:08:42.480]  沒有條件的
[00:08:42.480 --> 00:08:44.480]  所以我們看到一個有條件的界線
[00:08:44.480 --> 00:08:46.480]  和有什麼
[00:08:46.480 --> 00:08:48.480]  無條件的接納的矛盾
[00:08:48.480 --> 00:08:50.480]  所以變成一個有條件的界限
[00:08:50.480 --> 00:08:52.480]  和一個無條件的接納的矛盾
[00:08:52.480 --> 00:08:54.480]  上個月
[00:08:54.480 --> 00:08:56.480]  我兒子剛剛錄
[00:08:56.480 --> 00:08:58.480]  上個月我的兒子去
[00:08:58.480 --> 00:09:00.480]  當兵
[00:09:00.480 --> 00:09:02.480]  去當兵
[00:09:02.480 --> 00:09:04.480]  我去參加他的
[00:09:04.480 --> 00:09:06.480]  入伍儀式
[00:09:06.480 --> 00:09:08.480]  我就去參加他的當兵儀式
[00:09:08.480 --> 00:09:10.480]  那時候我一個人去
[00:09:10.480 --> 00:09:12.480]  我一到新加坡晚上
[00:09:12.480 --> 00:09:14.480]  一到新加坡
[00:09:14.480 --> 00:09:16.480]  我就帶我兒子說
[00:09:16.480 --> 00:09:18.480]  我們兩個來去吃東西
[00:09:18.480 --> 00:09:20.480]  很久沒有吃宵夜了
[00:09:20.480 --> 00:09:22.480]  他就很開心地帶著兒子去吃宵夜
[00:09:22.480 --> 00:09:24.480]  一落飛機就
[00:09:24.480 --> 00:09:26.480]  先吃印度煎餅
[00:09:26.480 --> 00:09:28.480]  先吃印度燒餅
[00:09:28.480 --> 00:09:30.480]  我說不夠
[00:09:30.480 --> 00:09:32.480]  他就說我們再去另外一個攤位吃
[00:09:32.480 --> 00:09:34.480]  我們不夠終於可以去另外一個攤位吃
[00:09:34.480 --> 00:09:36.480]  因為我心裡在想
[00:09:36.480 --> 00:09:38.480]  因為我心裡在想
[00:09:38.480 --> 00:09:40.480]  太太不在了
[00:09:40.480 --> 00:09:42.480]  自由了
[00:09:42.480 --> 00:09:44.480]  我自由了
[00:09:44.480 --> 00:09:46.480]  我可以吃我喜歡吃的東西了
[00:09:46.480 --> 00:09:48.480]  我哪裡知道
[00:09:48.480 --> 00:09:50.480]  怎麼知道
[00:09:50.480 --> 00:09:52.480]  那天師母發了一個訊息給我
[00:09:52.480 --> 00:09:54.480]  然後師母就發了一個訊息給我
[00:09:54.480 --> 00:09:56.480]  你吃東西要小心
[00:09:56.480 --> 00:09:58.480]  她就說你吃東西要小心
[00:09:58.480 --> 00:10:00.480]  最後一句她還告訴我
[00:10:00.480 --> 00:10:02.480]  這是我的愛的叮嚀
[00:10:02.480 --> 00:10:04.480]  是我的愛的音
[00:10:04.480 --> 00:10:06.480]  叮嚀
[00:10:06.480 --> 00:10:08.480]  叮嚀
[00:10:08.480 --> 00:10:10.480]  她知道說
[00:10:10.480 --> 00:10:12.480]  她就說我是用愛
[00:10:12.480 --> 00:10:14.480]  來警告你
[00:10:14.480 --> 00:10:16.480]  她就告訴我
[00:10:16.480 --> 00:10:18.480]  我用愛來警告你
[00:10:18.480 --> 00:10:20.480]  所以我們看到說
[00:10:20.480 --> 00:10:22.480]  界線很重要
[00:10:22.480 --> 00:10:24.480]  界線很重要
[00:10:24.480 --> 00:10:26.480]  我們同時有愛的接納
[00:10:26.480 --> 00:10:28.480]  我們同時有愛的接納
[00:10:28.480 --> 00:10:30.480]  可是在真理恩典當中
[00:10:30.480 --> 00:10:32.480]  我們看到也有刑罰和救贖的衝突
[00:10:32.480 --> 00:10:34.480]  在真理和恩典當中
[00:10:34.480 --> 00:10:36.480]  還有刑罰和救贖這個麻煩
[00:10:36.480 --> 00:10:38.480]  因為當我們講真理你犯這個錯的時候
[00:10:38.480 --> 00:10:40.480]  你一定要接受這樣的一個刑罰
[00:10:40.480 --> 00:10:42.480]  因為按照真理來講
[00:10:42.480 --> 00:10:44.480]  就要施行這個刑罰
[00:10:44.480 --> 00:10:46.480]  可是講到恩典的時候
[00:10:46.480 --> 00:10:48.480]  我們一定講到說他怎樣得到救贖的
[00:10:48.480 --> 00:10:50.480]  救的事情
[00:10:50.480 --> 00:10:52.480]  但是在這個恩典裡面
[00:10:52.480 --> 00:10:54.480]  我們就要他得到救贖
[00:10:54.480 --> 00:10:56.480]  我們看到說
[00:10:56.480 --> 00:10:58.480]  在選擇真理和恩典
[00:10:58.480 --> 00:11:00.480]  他是有矛盾的
[00:11:00.480 --> 00:11:02.480]  所以在選擇真理和恩典當中是有矛盾的
[00:11:02.480 --> 00:11:04.480]  所以我跟師母才會有矛盾
[00:11:04.480 --> 00:11:06.480]  在磨合當中
[00:11:06.480 --> 00:11:08.480]  所以我跟師母才會有矛盾
[00:11:08.480 --> 00:11:10.480]  我們雖然有不同的性格
[00:11:10.480 --> 00:11:12.480]  我們兩個有不同的性格
[00:11:12.480 --> 00:11:14.480]  可是我們也有
[00:11:14.480 --> 00:11:16.480]  最少我想我們有兩樣
[00:11:16.480 --> 00:11:18.480]  我們很相同的
[00:11:18.480 --> 00:11:20.480]  常常兩個一起享受的
[00:11:20.480 --> 00:11:22.480]  但是我們兩位呢
[00:11:22.480 --> 00:11:24.480]  有什麼事情我們一起享受和相同的事
[00:11:24.480 --> 00:11:26.480]  第一樣我們兩個都愛吃
[00:11:26.480 --> 00:11:28.480]  第一就是我們都愛思
[00:11:28.480 --> 00:11:30.480]  愛吃
[00:11:30.480 --> 00:11:32.480]  我們很喜歡
[00:11:32.480 --> 00:11:34.480]  找東西吃
[00:11:34.480 --> 00:11:36.480]  哪裡好吃的
[00:11:36.480 --> 00:11:38.480]  到處找吃的
[00:11:38.480 --> 00:11:40.480]  第二
[00:11:40.480 --> 00:11:42.480]  我們很喜歡看書
[00:11:42.480 --> 00:11:44.480]  然後彼此分享
[00:11:44.480 --> 00:11:46.480]  另外我們很喜歡一起看書和彼此分享
[00:11:46.480 --> 00:11:48.480]  我們也是
[00:11:48.480 --> 00:11:50.480]  看完不同的書之後
[00:11:50.480 --> 00:11:52.480]  我們會到海邊
[00:11:52.480 --> 00:11:54.480]  或者到一些地方
[00:11:54.480 --> 00:11:56.480]  我們一起走路和我們一起來分享
[00:11:56.480 --> 00:11:58.480]  我們看完書之後
[00:11:58.480 --> 00:12:00.480]  就會一起去海邊彼此分享
[00:12:00.480 --> 00:12:02.480]  很浪漫的
[00:12:02.480 --> 00:12:04.480]  所以最近我們分享了一本書
[00:12:04.480 --> 00:12:06.480]  最近我們分享了一本書
[00:12:06.480 --> 00:12:08.480]  它叫做改變帶來醫治
[00:12:08.480 --> 00:12:10.480]  它就是改變帶來醫治
[00:12:10.480 --> 00:12:12.480]  在這本書裡面的時候
[00:12:12.480 --> 00:12:14.480]  作者在第一篇就講到恩典和真理這一回事
[00:12:14.480 --> 00:12:16.480]  在這本書裡面
[00:12:16.480 --> 00:12:18.480]  第一篇作者就講真理和恩典這件事
[00:12:18.480 --> 00:12:20.480]  所以很吸引我們
[00:12:20.480 --> 00:12:22.480]  所以我們分享了這個東西
[00:12:22.480 --> 00:12:24.480]  所以作者其中
[00:12:24.480 --> 00:12:26.480]  他講到一件事
[00:12:26.480 --> 00:12:28.480]  其中一本書裡面講到一件事
[00:12:28.480 --> 00:12:30.480]  他說如果我們只有恩典沒有真理的話
[00:12:30.480 --> 00:12:32.480]  如果我們只有恩典沒有真理的話
[00:12:32.480 --> 00:12:34.480]  會是怎麼樣
[00:12:34.480 --> 00:12:36.480]  我們只講真理的話
[00:12:36.480 --> 00:12:38.480]  我們只講真理會怎樣呢
[00:12:38.480 --> 00:12:40.480]  他說這樣的話
[00:12:40.480 --> 00:12:42.480]  我們的生命我們生活中就會缺乏
[00:12:42.480 --> 00:12:44.480]  幾率和方向了
[00:12:44.480 --> 00:12:46.480]  生命和生活當中
[00:12:46.480 --> 00:12:48.480]  我們會缺乏幾率和方向
[00:12:48.480 --> 00:12:50.480]  我們會造成我們慌張的行為
[00:12:50.480 --> 00:12:52.480]  造成慌張的行為
[00:12:52.480 --> 00:12:54.480]  導致毀壞的後果
[00:12:54.480 --> 00:12:56.480]  導致毀壞的後果
[00:12:56.480 --> 00:13:00.480]  我在澳洲的時候最怕停電
[00:13:00.480 --> 00:13:02.480]  我在澳洲的時候最怕停電
[00:13:02.480 --> 00:13:04.480]  特別是在墨爾本
[00:13:04.480 --> 00:13:06.480]  我在墨爾本住了好多年
[00:13:06.480 --> 00:13:08.480]  五六年的時間很怕停電
[00:13:08.480 --> 00:13:10.480]  我特別在墨爾本住的時候
[00:13:10.480 --> 00:13:12.480]  經常有停電的情況
[00:13:12.480 --> 00:13:14.480]  特別在停電的時候
[00:13:14.480 --> 00:13:16.480]  在路上的時候
[00:13:16.480 --> 00:13:18.480]  那時交通燈都已經剛剛停掉的時候
[00:13:18.480 --> 00:13:20.480]  特別如果停電
[00:13:20.480 --> 00:13:22.480]  在路上所有交通燈都關掉
[00:13:22.480 --> 00:13:24.480]  你不曉得你應該過還是不應該過
[00:13:24.480 --> 00:13:26.480]  你應該過還是不應該過
[00:13:26.480 --> 00:13:28.480]  你都不知道應該過還是停車
[00:13:28.480 --> 00:13:30.480]  你都不知道應該過還是停車
[00:13:30.480 --> 00:13:32.480]  你過的話對方會沒有交通燈的指示
[00:13:32.480 --> 00:13:34.480]  你過的話對方會沒有交通燈的指示
[00:13:34.480 --> 00:13:36.480]  因為沒有交通燈的指示
[00:13:36.480 --> 00:13:38.480]  所以好怕如果我過的時候
[00:13:38.480 --> 00:13:40.480]  所以我們好好想到有些交通燈
[00:13:40.480 --> 00:13:42.480]  有一些時速牌
[00:13:42.480 --> 00:13:44.480]  這些其實是在保護我們的
[00:13:44.480 --> 00:13:46.480]  其實路上的交通燈和指示牌
[00:13:46.480 --> 00:13:48.480]  是在保護我們的
[00:13:48.480 --> 00:13:50.480]  如果沒有這些的話
[00:13:50.480 --> 00:13:52.480]  我都放縱
[00:13:52.480 --> 00:13:54.480]  我喜歡怎樣開就怎樣開的話
[00:13:54.480 --> 00:13:56.480]  那如果你司機又放縱
[00:13:56.480 --> 00:13:58.480]  喜歡怎樣開就怎樣開的話
[00:13:58.480 --> 00:14:00.480]  我們可想像我們有這樣的一個後果
[00:14:00.480 --> 00:14:02.480]  我們可想後果是怎樣
[00:14:02.480 --> 00:14:04.480]  如果只有恩典沒有真理的話
[00:14:04.480 --> 00:14:06.480]  所以如果只有恩典沒有真理的話
[00:14:06.480 --> 00:14:08.480]  就會是這樣
[00:14:08.480 --> 00:14:10.480]  如果只有真理沒有恩典的話
[00:14:10.480 --> 00:14:12.480]  如果只有真理沒有恩典的話
[00:14:12.480 --> 00:14:14.480]  如果只有真理沒有恩典的話
[00:14:14.480 --> 00:14:16.480]  那會造成什麼
[00:14:16.480 --> 00:14:18.480]  他說將會造成什麼
[00:14:18.480 --> 00:14:20.480]  造成嚴厲的論斷
[00:14:20.480 --> 00:14:22.480]  就會將會造成嚴厲的論斷
[00:14:22.480 --> 00:14:24.480]  我們自以為意
[00:14:24.480 --> 00:14:26.480]  自以為意
[00:14:26.480 --> 00:14:28.480]  有時候我們知道聖經很多
[00:14:28.480 --> 00:14:30.480]  我們有時候認識聖經很多
[00:14:30.480 --> 00:14:32.480]  有時候我們好像就是像法利賽人這樣
[00:14:32.480 --> 00:14:34.480]  我們有時候就好像法利賽人一樣
[00:14:34.480 --> 00:14:36.480]  法利賽人我們是熟悉聖經的人
[00:14:36.480 --> 00:14:38.480]  法利賽人是不是很熟悉聖經的人
[00:14:38.480 --> 00:14:40.480]  我們常常講人的時候
[00:14:40.480 --> 00:14:42.480]  不是沒有依據的
[00:14:42.480 --> 00:14:44.480]  他是怎樣的
[00:14:44.480 --> 00:14:46.480]  他照做律法來指責人的
[00:14:46.480 --> 00:14:48.480]  所以他們常常都是指著聖經的律法來指證人
[00:14:48.480 --> 00:14:50.480]  所以他們常常都是指著聖經的律法來指證人
[00:14:50.480 --> 00:14:52.480]  所以我們常常如果只是講到說
[00:14:52.480 --> 00:14:54.480]  我們只有這樣真理的時候
[00:14:54.480 --> 00:14:56.480]  我們常常只會用什麼
[00:14:56.480 --> 00:14:58.480]  用聖經來罵人
[00:14:58.480 --> 00:15:00.480]  如果我們只是講真理的話
[00:15:00.480 --> 00:15:02.480]  我們就會拿著聖經來罵人的
[00:15:02.480 --> 00:15:04.480]  用聖經來講人
[00:15:04.480 --> 00:15:06.480]  自以為意
[00:15:06.480 --> 00:15:08.480]  我學習很多
[00:15:08.480 --> 00:15:10.480]  我學習很多
[00:15:10.480 --> 00:15:12.480]  我們用這個來論斷人
[00:15:12.480 --> 00:15:14.480]  來批評人
[00:15:14.480 --> 00:15:16.480]  如果教會是這樣的一個群體的話
[00:15:16.480 --> 00:15:18.480]  如果教會是這樣的一個群體的話
[00:15:18.480 --> 00:15:20.480]  就好像作者說這個地方會充滿憤怒
[00:15:20.480 --> 00:15:22.480]  就像作者說這個地方會充滿憤怒
[00:15:22.480 --> 00:15:24.480]  這個地方就會充滿憤怒
[00:15:24.480 --> 00:15:26.480]  會有一個詛咒
[00:15:26.480 --> 00:15:28.480]  就會有詛咒
[00:15:28.480 --> 00:15:30.480]  就會有罪咎
[00:15:30.480 --> 00:15:32.480]  做憤怒因為常常被人罵
[00:15:32.480 --> 00:15:34.480]  不憤怒嗎
[00:15:34.480 --> 00:15:36.480]  常常聽到的都是一些詛咒的批評的聲音
[00:15:36.480 --> 00:15:38.480]  常常聽到的都是一些詛咒的批評的聲音
[00:15:38.480 --> 00:15:40.480]  常常聽到的都是一些詛咒的批評的聲音
[00:15:40.480 --> 00:15:42.480]  有些比較軟弱的人就很追究事
[00:15:42.480 --> 00:15:44.480]  有些比較軟弱的人就很追究事
[00:15:44.480 --> 00:15:46.480]  他講得很對很對所以非常內疚
[00:15:46.480 --> 00:15:48.480]  有些比較軟弱的人就會覺得很內疚
[00:15:48.480 --> 00:15:50.480]  有些比較軟弱的人就會覺得很內疚
[00:15:50.480 --> 00:15:52.480]  有些比較軟弱的人就會覺得很內疚
[00:15:52.480 --> 00:15:54.480]  最後就使人心靈被他捆綁
[00:15:54.480 --> 00:15:56.480]  最後就使人心靈被他捆綁
