
[00:00:00.000 --> 00:00:03.600]  我們在想,如果讓我設計一個遊戲
[00:06:30.900 --> 00:06:33.900]  無論是當時在那裏的外邦的信徒
[00:06:33.900 --> 00:06:35.900]  因爲保羅是一個外邦的使徒
[00:06:35.900 --> 00:06:36.900]  他帶領外邦人信主
[00:06:36.900 --> 00:06:44.900]  又或者散居在那裏聚居的猶太人改信基督的時間
[00:06:44.900 --> 00:06:47.900]  同樣他們面對着當時代的衝擊
[00:06:47.900 --> 00:06:48.900]  有什麼衝擊呢?
[00:06:48.900 --> 00:06:52.900]  當時在《賜羅行傳》第十九章
[00:06:52.900 --> 00:06:54.900]  保羅帶領很多人信主
[00:06:54.900 --> 00:06:58.900]  離開了當時的文化、宗教的時間
[00:06:58.900 --> 00:07:00.900]  有人就要推他去這個劇院
[00:07:00.900 --> 00:07:03.900]  這個維職的劇院現在還在
[00:07:03.900 --> 00:07:08.900]  可能是這個或者已經拆了再建的
[00:07:08.900 --> 00:07:10.900]  你知不知道拆了多少人?
[00:07:10.900 --> 00:07:12.900]  二萬五千人
[00:07:12.900 --> 00:07:14.900]  二萬五千人在古代的一個劇院
[00:07:14.900 --> 00:07:15.900]  不是開玩笑的
[00:07:15.900 --> 00:07:20.900]  這個以弗所的人口其實大約五六萬人
[00:07:20.900 --> 00:07:22.900]  所以說除了以弗所的人
[00:07:22.900 --> 00:07:25.900]  還有其他不同的地方的人都會去到這個地方
[00:07:25.900 --> 00:07:27.900]  二萬五是多少呢?
[00:07:27.900 --> 00:07:29.900]  大家知道是多少人嗎?
[00:07:29.900 --> 00:07:31.900]  大家現在身處第一城
[00:07:31.900 --> 00:07:34.900]  第一城五十二座所有的居民
[00:07:34.900 --> 00:07:38.900]  湧入去就是二萬五千人
[00:07:38.900 --> 00:07:40.900]  在一個這麼重要的城市
[00:07:40.900 --> 00:07:44.900]  有這麼多的文化的中心在裏面
[00:07:44.900 --> 00:07:47.900]  還有另一樣東西就是宗教
[00:07:47.900 --> 00:07:49.900]  這個是古代世界七大奇景
[00:07:49.900 --> 00:07:50.900]  現在已經沒有了
[00:07:50.900 --> 00:07:51.900]  我們找不回來
[00:07:51.900 --> 00:07:53.900]  但是根據古籍的人去畫出來
[00:07:53.900 --> 00:07:55.900]  這個叫阿提米斯神殿
[00:07:55.900 --> 00:07:58.900]  阿提米斯神殿是供奉一個
[00:07:58.900 --> 00:08:00.900]  當時他們很重要的神明
[00:08:00.900 --> 00:08:02.900]  一個女神來的
[00:08:02.900 --> 00:08:04.900]  一個守護神
[00:08:04.900 --> 00:08:07.900]  當然在以弗所這個地方建立一個這麼大的神殿
[00:08:07.900 --> 00:08:08.900]  不單是以弗所
[00:08:08.900 --> 00:08:11.900]  當時希羅世界的人很多可能在不同的地方都會來到這裏
[00:08:11.900 --> 00:08:13.900]  去敬拜
[00:08:13.900 --> 00:08:17.900]  我們知道還有希羅世界是很崇尚哲學
[00:08:17.900 --> 00:08:20.900]  但是另一方面也有很多淫亂的事情
[00:08:20.900 --> 00:08:23.900]  在哥林多前書我們可以見到
[00:08:23.900 --> 00:08:27.900]  所以當時這個教會
[00:08:27.900 --> 00:08:29.900]  無論是外邦人
[00:08:29.900 --> 00:08:31.900]  或者是猶太人
[00:08:31.900 --> 00:08:33.900]  以弗所的教會
[00:08:33.900 --> 00:08:37.900]  是面對着一個社會很大的一個
[00:08:37.900 --> 00:08:41.900]  不同的一個世界
[00:08:41.900 --> 00:08:43.900]  其實不單是2000年前的以弗所
[00:08:43.900 --> 00:08:46.900]  想起今天可能很多的地方
[00:08:46.900 --> 00:08:47.900]  現代的社會
[00:08:47.900 --> 00:08:49.900]  包括我們今天香港
[00:08:49.900 --> 00:08:52.900]  同樣和我們面對的世界
[00:08:52.900 --> 00:08:53.900]  是差不多的
[00:08:53.900 --> 00:08:55.900]  當然地方不同
[00:08:55.900 --> 00:08:57.900]  歷史不同
[00:08:57.900 --> 00:08:58.900]  有不同的文化
[00:08:58.900 --> 00:09:01.900]  但是同樣受着這些屬世的衝擊
[00:09:01.900 --> 00:09:04.900]  難怪保羅對着這幫他心愛的
[00:09:04.900 --> 00:09:06.900]  他所建立的這個教會
[00:09:06.900 --> 00:09:10.900]  這個有兩幫人一起去組合的這個教會
[00:09:10.900 --> 00:09:12.900]  要去到在主後的大約62年
[00:09:12.900 --> 00:09:15.900]  當他仍然在這個羅馬被軟禁的時間
[00:09:15.900 --> 00:09:18.900]  他要寫出這封監獄書信
[00:09:18.900 --> 00:09:21.900]  有人說這封是叫書信中的皇后
[00:09:21.900 --> 00:09:22.900]  因爲很豐富
[00:09:22.900 --> 00:09:23.900]  六章的聖經
[00:09:23.900 --> 00:09:25.900]  我們之前聽過一章
[00:09:25.900 --> 00:09:27.900]  有兩次的信息
[00:09:27.900 --> 00:09:28.900]  他講到其實
[00:09:28.900 --> 00:09:31.900]  爲什麼六章的聖經是這麼豐富
[00:09:31.900 --> 00:09:33.900]  他也有一個很重要的教義
[00:09:33.900 --> 00:09:36.900]  也有很多很生活性
[00:09:36.900 --> 00:09:40.900]  在教會或者基督徒個人的生命裏面
[00:09:40.900 --> 00:09:42.900]  很重要的一些信息
[00:09:42.900 --> 00:09:46.900]  我很喜歡陳宗道牧師的分類
[00:09:46.900 --> 00:09:49.900]  他說第一段是教會在上帝面前所蒙的恩典
[00:09:49.900 --> 00:09:51.900]  我們看了前兩段
[00:09:51.900 --> 00:09:55.900]  就是一個關於很豐富很美麗的一個重讚詞
[00:09:55.900 --> 00:09:58.900]  然後十五節至二十三節
[00:09:58.900 --> 00:10:02.900]  就是講到保羅的一個很誠心的禱告
[00:10:02.900 --> 00:10:06.900]  然後過完三章之後
[00:10:06.900 --> 00:10:07.900]  第四至六章
[00:10:07.900 --> 00:10:08.900]  保羅就繼續講
[00:10:08.900 --> 00:10:12.900]  教會你們一幫屬於上帝的人
[00:10:12.900 --> 00:10:13.900]  在這個社會
[00:10:13.900 --> 00:10:14.900]  在別人的面前
[00:10:14.900 --> 00:10:17.900]  在這個世代應該活出一種什麼的生命
[00:10:17.900 --> 00:10:18.900]  一個什麼的見證
[00:10:18.900 --> 00:10:22.900]  這個遲些我們有些同工會再去分享
[00:10:22.900 --> 00:10:24.900]  今天我們有第二章的時間
[00:10:24.900 --> 00:10:26.900]  就是繼續保羅
[00:10:26.900 --> 00:10:28.900]  他們要描述教會
[00:10:28.900 --> 00:10:29.900]  就是你和我
[00:10:29.900 --> 00:10:30.900]  究竟在上帝面前
[00:10:30.900 --> 00:10:32.900]  是蒙一些什麼的恩典呢
[00:10:32.900 --> 00:10:34.900]  而我們有重贊有禱告之後
[00:10:34.900 --> 00:10:35.900]  保羅就要去到
[00:10:35.900 --> 00:10:37.900]  告訴你弟兄姐妹
[00:10:37.900 --> 00:10:39.900]  爾弗所的兄弟
[00:10:39.900 --> 00:10:42.900]  你們其實是蒙恩的
[00:10:42.900 --> 00:10:45.900]  你們是一個出死入生的生命
[00:10:45.900 --> 00:10:48.900]  而跟着完了這段聖經之後
[00:10:48.900 --> 00:10:50.900]  下一次另一個同工會和大家講
[00:10:50.900 --> 00:10:52.900]  他們無論猶太人
[00:10:52.900 --> 00:10:54.900]  外邦人都是歸爲一體
[00:10:54.900 --> 00:10:55.900]  在基督裏面
[00:10:55.900 --> 00:10:58.900]  今天我們要看二章一至十節
[00:10:58.900 --> 00:10:59.900]  我們一起來讀這段聖經好不好
[00:10:59.900 --> 00:11:01.900]  我們先請弟兄來讀單節
[00:11:01.900 --> 00:11:02.900]  姐妹讀雙節
[00:11:02.900 --> 00:11:03.900]  預備一二三
[00:11:03.900 --> 00:11:07.900]  從前你們因着自己的過犯罪惡而死了
[00:11:15.900 --> 00:11:18.900]  就算以身犯罪的基督
[00:11:18.900 --> 00:11:19.900]  身心犯罪
[00:11:19.900 --> 00:11:23.900]  我們也都受了罪在大雄當中
[00:11:23.900 --> 00:11:25.900]  當中的榮耀和恥辱
[00:11:25.900 --> 00:11:28.900]  除了仍在我心中的預言去做
[00:11:28.900 --> 00:11:29.900]  我們人一樣
[00:11:29.900 --> 00:11:32.900]  心內就是該受懲罰的人
[00:11:32.900 --> 00:11:36.900]  而基督真是有很寬的嚴密
[00:11:36.900 --> 00:11:39.900]  真正敲礙我們的大愛
[00:11:39.900 --> 00:11:42.900]  在我們因果犯而死了的時候
[00:11:42.900 --> 00:11:45.900]  使我們原諒宗親和祖父
[00:11:45.900 --> 00:11:48.900]  可見你們不得有自願的原因
[00:11:48.900 --> 00:11:51.900]  但若使我們在基督耶穌裏
[00:11:51.900 --> 00:11:53.900]  與馬克一同保護
[00:11:53.900 --> 00:11:55.900]  一同坐在天上
[00:11:55.900 --> 00:11:57.900]  爲了馬克的父母的恩典
[00:11:57.900 --> 00:12:00.900]  就使他在基督耶穌裏
[00:12:00.900 --> 00:12:02.900]  向我們所使的恩賜
[00:12:02.900 --> 00:12:04.900]  顯靈及可愛的世代
[00:12:04.900 --> 00:12:12.900]  請你們多多照顧其人,也因着信,就使出於自己,以至上帝所使的
[00:12:12.900 --> 00:12:16.900]  也使出於行爲,免得有人質疑
[00:12:16.900 --> 00:12:21.900]  我們是他所造之民,在基督耶穌裏創造的
[00:12:21.900 --> 00:12:27.900]  爲了使我們行善,就使上帝所預言的要求我們做的
[00:12:27.900 --> 00:12:30.900]  各位大家,最後的這幾節
[00:12:30.900 --> 00:12:33.900]  大家起碼有兩節都很熟悉
[00:12:33.900 --> 00:12:36.900]  可能你聽人分享福音
[00:12:36.900 --> 00:12:39.900]  或者你自己傳福音的時間都會用這兩節聖經
[00:12:39.900 --> 00:12:42.900]  我們來看看這十節聖經的一些分段
[00:12:42.900 --> 00:12:45.900]  一個結構
[00:12:45.900 --> 00:12:47.900]  第一至第三節
[00:12:47.900 --> 00:12:52.900]  本來就要形容信徒之前的一種狀態
[00:12:52.900 --> 00:12:54.900]  是一種叫死的狀態
[00:12:54.900 --> 00:12:57.900]  而跟着在第五節、六節
[00:12:57.900 --> 00:12:59.900]  去做一個很強烈的對比
[00:12:59.900 --> 00:13:01.900]  這是一個活的狀態
[00:13:01.900 --> 00:13:03.900]  在基督裏的一個狀態
[00:13:03.900 --> 00:13:09.900]  有人用一個字很簡單去形容一個詞語
[00:13:09.900 --> 00:13:11.900]  很簡單總結了保羅的神學
[00:13:11.900 --> 00:13:13.900]  保羅的神學是什麼呢?
[00:13:13.900 --> 00:13:15.900]  就是在基督裏
[00:13:15.900 --> 00:13:18.900]  每一卷書卷,保羅每一個著作
[00:13:18.900 --> 00:13:20.900]  保羅他自己的生命
[00:13:20.900 --> 00:13:24.900]  都是在基督裏一個神學的思想
[00:13:24.900 --> 00:13:26.900]  你和我一個活的生命
[00:13:26.900 --> 00:13:28.900]  是在基督裏活的生命
[00:13:28.900 --> 00:13:34.900]  但是這兩者爲什麼會有這麼大的轉變呢?
[00:13:34.900 --> 00:13:36.900]  你和我,信了耶穌的人
[00:13:36.900 --> 00:13:38.900]  第四節就講到一個很重要的轉捩點
[00:13:38.900 --> 00:13:40.900]  一個基礎,一個關鍵
[00:13:40.900 --> 00:13:43.900]  就是神的愛神的憐憫
[00:13:43.900 --> 00:13:45.900]  但是這個活的生命
[00:13:45.900 --> 00:13:47.900]  不是就這樣去做一個比較
[00:13:47.900 --> 00:13:50.900]  保羅他立刻給了大家一個很重要的目的
[00:13:50.900 --> 00:13:51.900]  一個應用
[00:13:51.900 --> 00:13:54.900]  然後跟着他講完這個對比
[00:13:54.900 --> 00:13:55.900]  然後剛纔讀過了
[00:13:55.900 --> 00:13:57.900]  第八節到第十節
[00:13:57.900 --> 00:13:59.900]  他要跟大家講
[00:13:59.900 --> 00:14:02.900]  你爲什麼會有這個新的生命
[00:14:02.900 --> 00:14:03.900]  這個活的生命
[00:14:03.900 --> 00:14:06.900]  死的狀態去到一個活的狀態呢?
[00:14:06.900 --> 00:14:07.900]  就是因爲你有一個過程
[00:14:07.900 --> 00:14:10.900]  這個過程裏面是發生了這些事的
[00:14:10.900 --> 00:14:12.900]  而最後保羅告訴你和我
[00:14:12.900 --> 00:14:16.900]  同樣是有一個目的的
[00:14:16.900 --> 00:14:19.900]  我們來看這段經文
[00:14:19.900 --> 00:14:23.900]  第一,我想大家去想一下自己
[00:14:23.900 --> 00:14:26.900]  這個就是那些已不屬於我的信徒
[00:14:26.900 --> 00:14:29.900]  你和我順着以前的一個狀態
[00:14:29.900 --> 00:14:33.900]  這個叫因自己的過犯而死的狀態
[00:14:33.900 --> 00:14:38.900]  死亡的狀態
[00:14:38.900 --> 00:14:42.900]  死,當然是一個不好的狀態
[00:14:42.900 --> 00:14:46.900]  你說因自己的過犯而死
[00:14:46.900 --> 00:14:48.900]  過犯,罪過
[00:14:48.900 --> 00:14:50.900]  在過犯罪惡中生活
[00:14:50.900 --> 00:14:52.900]  很奇怪,是嗎?
[00:14:52.900 --> 00:14:53.900]  一方面你說你死
[00:14:53.900 --> 00:14:55.900]  一方面你在罪惡過犯裏面生活
[00:14:55.900 --> 00:14:57.900]  沒錯,保羅說你和我過去
[00:14:57.900 --> 00:14:59.900]  雖然我們是生活着
[00:14:59.900 --> 00:15:01.900]  但是我們在一個什麼環境裏面呢?
[00:15:01.900 --> 00:15:02.900]  是罪惡過犯
[00:15:02.900 --> 00:15:03.900]  什麼叫罪惡?
[00:15:03.900 --> 00:15:04.900]  聖經說
[00:15:04.900 --> 00:15:06.900]  就是和上帝的心意違背
[00:15:06.900 --> 00:15:09.900]  與上帝不喜悅的事就是罪
[00:15:09.900 --> 00:15:12.900]  亞當、華娃
[00:15:12.900 --> 00:15:14.900]  人類的始祖
[00:15:14.900 --> 00:15:17.900]  他們本來好好的來到
[00:15:17.900 --> 00:15:19.900]  享受上帝給他們一切的
[00:15:19.900 --> 00:15:21.900]  但是上帝說你一樣東西不可以做
[00:15:21.900 --> 00:15:23.900]  但是偏偏他又做了
[00:15:23.900 --> 00:15:25.900]  喫了愛,禁果
[00:15:25.900 --> 00:15:27.900]  那你真是犯了罪
[00:15:27.900 --> 00:15:31.900]  這就是罪惡過犯裏面的生活
[00:15:31.900 --> 00:15:32.900]  你和我從前都是這樣的
[00:15:32.900 --> 00:15:33.900]  而繼續形容
[00:15:33.900 --> 00:15:35.900]  就是隨從今世的風俗
[00:15:35.900 --> 00:15:36.900]  當時已不所可能
[00:15:36.900 --> 00:15:38.900]  他們會隨從當時他們的
[00:15:38.900 --> 00:15:42.900]  希臘文化的宗教哲學
[00:15:42.900 --> 00:15:45.900]  那些道理
[00:15:45.900 --> 00:15:46.900]  又或者他們有很多
[00:15:46.900 --> 00:15:47.900]  剛纔說過了
[00:15:47.900 --> 00:15:49.900]  有些淫亂的事情
[00:15:49.900 --> 00:15:51.900]  又或者他們來到
[00:15:51.900 --> 00:15:53.900]  是很迷信當時
[00:15:53.900 --> 00:15:55.900]  他們不同的神明
[00:15:55.900 --> 00:15:56.900]  我想這個大家都明白
[00:15:56.900 --> 00:15:58.900]  如果說到我們今世的風俗的時間
[00:15:58.900 --> 00:16:00.900]  我們這個華人社會
[00:16:00.900 --> 00:16:01.900]  是很厲害的
[00:16:01.900 --> 00:16:03.900]  即是說那些民間宗教
[00:16:03.900 --> 00:16:05.900]  可以在不同的處境
[00:16:05.900 --> 00:16:07.900]  不同的環境裏面
[00:16:07.900 --> 00:16:08.900]  就有不同的神明
[00:16:08.900 --> 00:16:10.900]  你想想你可以數得出
[00:16:10.900 --> 00:16:15.900]  觀音、天后、關公、黃大仙
[00:16:15.900 --> 00:16:17.900]  又或者你說現代一點
[00:16:17.900 --> 00:16:19.900]  我們香港不說這些
[00:16:19.900 --> 00:16:21.900]  不要說迷信
[00:16:21.900 --> 00:16:22.900]  都有很多不同的神明
[00:16:22.900 --> 00:16:24.900]  炒樓炒股票
[00:16:24.900 --> 00:16:27.900]  還有之前有端午節
[00:16:27.900 --> 00:16:29.900]  前些有中秋節
[00:16:29.900 --> 00:16:30.900]  你知不知道通常到這些節日
[00:16:30.900 --> 00:16:32.900]  有些什麼事情發生
[00:16:32.900 --> 00:16:34.900]  你的同事可能會叫你
[00:16:34.900 --> 00:16:40.900]  有樣東西叫金多寶
[00:16:40.900 --> 00:16:43.900]  又或者這個世代的風俗是什麼呢
[00:16:43.900 --> 00:16:44.900]  近代一點
[00:16:44.900 --> 00:16:46.900]  最近我太太和我兒子
[00:16:46.900 --> 00:16:49.900]  很開心去看電影
[00:16:49.900 --> 00:16:50.900]  趁着我上班的時間
[00:16:50.900 --> 00:16:51.900]  他們兩個去看電影
[00:16:51.900 --> 00:16:54.900]  他們看一套應該是閤家歡的電影
[00:16:54.900 --> 00:16:56.900]  兒子都十四歲
[00:16:56.900 --> 00:16:59.900]  2A級以下我們纔給他看的
[00:16:59.900 --> 00:17:01.900]  那套電影我太太形容
[00:17:01.900 --> 00:17:08.900]  一開始就有兩個很親熱的男士的關係
[00:17:08.900 --> 00:17:09.900]  爲什麼呢
[00:17:09.900 --> 00:17:11.900]  因爲政治正確
[00:17:11.900 --> 00:17:13.900]  現在所有這些美國的電影
[00:17:13.900 --> 00:17:22.900]  都是有些男男女女的親密的關係才正常
[00:17:22.900 --> 00:17:26.900]  這個就是今世的風俗
[00:17:26.900 --> 00:17:29.900]  必須認同這個世界的價值觀
[00:17:29.900 --> 00:17:30.900]  這個世界所做的事情
[00:17:30.900 --> 00:17:32.900]  我們都去做
[00:17:32.900 --> 00:17:34.900]  過去就是這樣
[00:17:34.900 --> 00:17:36.900]  就是這個死的狀態裏面
[00:17:36.900 --> 00:17:37.900]  就是會發生的事情
[00:17:37.900 --> 00:17:38.900]  而且保羅華
[00:17:38.900 --> 00:17:40.900]  信服空中掌權者的領袖
[00:17:40.900 --> 00:17:42.900]  就是叛逆人心中運行的邪靈
[00:17:42.900 --> 00:17:45.900]  在一章第21節大家看前一點會看到
[00:17:45.900 --> 00:17:47.900]  保羅的土庫裏面都說
[00:17:47.900 --> 00:17:49.900]  上帝是遠超過一切執政的
[00:17:49.900 --> 00:17:50.900]  掌權的
[00:17:50.900 --> 00:17:51.900]  有權能的
[00:17:51.900 --> 00:17:55.900]  統治和一切有名號的
[00:17:55.900 --> 00:17:57.900]  因爲在這個
[00:17:57.900 --> 00:17:59.900]  我們叫這個死亡的狀態
[00:17:59.900 --> 00:18:00.900]  其實不是肉身的死亡
[00:18:00.900 --> 00:18:02.900]  是一個靈魂的死亡裏面
[00:18:02.900 --> 00:18:04.900]  是講到靈界裏面
[00:18:04.900 --> 00:18:06.900]  是有一個掌權的
[00:18:06.900 --> 00:18:10.900]  聖經說是魔鬼撒旦是弄嚇人的心眼
[00:18:10.900 --> 00:18:13.900]  是一個天空的掌權者
[00:18:13.900 --> 00:18:15.900]  這個世界
[00:18:15.900 --> 00:18:16.900]  作王
[00:18:16.900 --> 00:18:19.900]  你們記得耶穌基督在馬太福音第四章
[00:18:19.900 --> 00:18:22.900]  去到禁食四十種東西之後
[00:18:22.900 --> 00:18:27.900]  魔鬼引誘他
[00:18:27.900 --> 00:18:29.900]  當然啦
[00:18:29.900 --> 00:18:31.900]  魔鬼有很多不同的方法
[00:18:31.900 --> 00:18:33.900]  就好像約翰一書第二章說
[00:18:33.900 --> 00:18:34.900]  眼無情慾
[00:18:34.900 --> 00:18:35.900]  今生的驕傲
[00:18:35.900 --> 00:18:37.900]  肉體的情慾
[00:18:37.900 --> 00:18:38.900]  當然啦
[00:18:38.900 --> 00:18:40.900]  耶穌基督靠着神的話語
[00:18:40.900 --> 00:18:43.900]  一切成果了
[00:18:43.900 --> 00:18:45.900]  魔鬼撒旦是這樣的
[00:18:45.900 --> 00:18:47.900]  聖經說是弄嚇了人的心眼
[00:18:47.900 --> 00:18:51.900]  要拖引我們離開了上帝
[00:18:51.900 --> 00:18:55.900]  從前的狀態就是這樣
[00:18:55.900 --> 00:18:56.900]  這個很可能
[00:18:56.900 --> 00:18:59.900]  特別針對那些外邦的信徒說的
[00:18:59.900 --> 00:19:00.900]  因爲說
