
[00:00:00.000 --> 00:00:02.000]  各位親愛的丁兄姊妹 祝你平安
[00:04:13.000 --> 00:04:16.000]  然後就接著又使保羅歸正
[00:04:16.000 --> 00:04:19.000]  就預備了一個外邦人的使徒
[00:04:19.000 --> 00:04:24.000]  那你看到整個萬事俱備只欠東風了
[00:04:24.000 --> 00:04:27.000]  若是要整個猶太人群體
[00:04:27.000 --> 00:04:31.000]  或者猶太教會接受外邦人
[00:04:31.000 --> 00:04:36.000]  其實還需要有非常明顯的證據印證
[00:04:36.000 --> 00:04:40.000]  並且呢猶太教會的領袖就像彼得這樣
[00:04:40.000 --> 00:04:43.000]  他要率先被說服接受神的計劃
[00:04:43.000 --> 00:04:49.000]  才能帶動整個猶太教會來接受神的計劃
[00:04:49.000 --> 00:04:53.000]  所以在這裡呢你看到路加是一個醫生
[00:04:53.000 --> 00:04:57.000]  當然他同時也是個歷史作家
[00:04:57.000 --> 00:05:00.000]  他非常會鋪排這些資料
[00:05:00.000 --> 00:05:02.000]  所以你看到我們今天看第十章
[00:05:02.000 --> 00:05:05.000]  僅在第十章之前第九章
[00:05:05.000 --> 00:05:10.000]  他就把彼得的作用突出的非常的明顯
[00:05:10.000 --> 00:05:12.000]  他在九章的結尾
[00:05:12.000 --> 00:05:16.000]  刻意的安排了彼得行兩個神蹟的記錄在這裡
[00:05:16.000 --> 00:05:22.000]  一個呢就是他醫好了尼亞的癱瘓
[00:05:22.000 --> 00:05:26.000]  另外呢他又使得多家復活
[00:05:26.000 --> 00:05:28.000]  哇這兩個神蹟都很大對不對
[00:05:28.000 --> 00:05:31.000]  一個是治好了他癱瘓病的一個患者
[00:05:31.000 --> 00:05:33.000]  一個是讓一個人死人復活
[00:05:33.000 --> 00:05:35.000]  大家從聖經當中知道
[00:05:35.000 --> 00:05:37.000]  行這樣神蹟的是哪一位呢
[00:05:37.000 --> 00:05:39.000]  就是耶穌啊
[00:05:39.000 --> 00:05:43.000]  所以呢他讓彼得同樣行了這兩個神蹟
[00:05:43.000 --> 00:05:48.000]  而且呢在路加的筆下就放在第十章前的那個部分
[00:05:48.000 --> 00:05:50.000]  他突出的就是彼得的重要性
[00:05:50.000 --> 00:05:54.000]  他作為使徒跟主耶穌之間有著特殊的關係
[00:05:54.000 --> 00:05:57.000]  他其實是主耶穌在地上的使者
[00:05:57.000 --> 00:06:00.000]  他行的主耶穌像類似的兩個神蹟
[00:06:00.000 --> 00:06:03.000]  就說明這後面的第十章
[00:06:03.000 --> 00:06:07.000]  神選擇彼得作為他整個救贖計劃的一個突破口
[00:06:07.000 --> 00:06:10.000]  並不是一個偶然的事情
[00:06:10.000 --> 00:06:15.000]  我剛才說到猶太人並不容易接受主耶穌的那個大使命
[00:06:15.000 --> 00:06:19.000]  為什麼呢是因為當時對於猶太人來講
[00:06:19.000 --> 00:06:21.000]  世界上只存在兩種人
[00:06:21.000 --> 00:06:25.000]  一種人就是猶太人一種人就是非猶太人
[00:06:25.000 --> 00:06:29.000]  而猶太人是神所簡選的聖潔的子民
[00:06:29.000 --> 00:06:33.000]  而所有非猶太人都是與神為敵的敵人
[00:06:33.000 --> 00:06:35.000]  汙穢並且罪孽深重
[00:06:35.000 --> 00:06:38.000]  所以猶太人對他們憎恨並且蔑視
[00:06:38.000 --> 00:06:44.000]  稱他們為外邦人甚至稱他們為狗
[00:06:44.000 --> 00:06:48.000]  所以敬前的猶太人他們不會進外邦人的家
[00:06:48.000 --> 00:06:51.000]  更不會邀請外邦人進自己的家
[00:06:51.000 --> 00:06:56.000]  甚至不會跟他們一起吃飯
[00:06:56.000 --> 00:06:59.000]  那這樣的外邦人怎麼樣能進入到神的家中
[00:06:59.000 --> 00:07:03.000]  成為教會的一員呢
[00:07:03.000 --> 00:07:05.000]  我們看到聖經裡面常常提到
[00:07:05.000 --> 00:07:09.000]  外邦人當中有一些獨特的人群就是敬前人
[00:07:09.000 --> 00:07:12.000]  他們是接受猶太人的律法
[00:07:12.000 --> 00:07:15.000]  也接受這位獨一的真神敬拜他
[00:07:15.000 --> 00:07:17.000]  但是還沒有接受隔離
[00:07:17.000 --> 00:07:20.000]  所以他們是一個獨特的一個中間的人群
[00:07:20.000 --> 00:07:23.000]  猶太人對他們是另眼看待的
[00:07:23.000 --> 00:07:28.000]  連飯都不會請他們到家裡吃飯注意
[00:07:28.000 --> 00:07:31.000]  所以這就是他們當時的猶太人
[00:07:31.000 --> 00:07:34.000]  接受了主耶穌之後組成了猶太教會
[00:07:34.000 --> 00:07:39.000]  他們對於神的祖父他們成為萬民的祝福
[00:07:39.000 --> 00:07:42.000]  猶太人要成為萬民的祝福
[00:07:42.000 --> 00:07:45.000]  他們只能理解到這一步了
[00:07:45.000 --> 00:07:48.000]  也只能做到這一步了
[00:07:48.000 --> 00:07:51.000]  那如何化解這中間的紅溝呢
[00:07:51.000 --> 00:07:56.000]  真的是關係到主耶穌剛才做的大使命的吩咐
[00:07:56.000 --> 00:07:59.000]  一個福音救贖歷史的一個進程
[00:07:59.000 --> 00:08:01.000]  非常重要的一個關鍵時刻
[00:08:01.000 --> 00:08:05.000]  於是神就展開了他大能的勸服的工作
[00:08:05.000 --> 00:08:08.000]  但他不是用強迫人的方式
[00:08:08.000 --> 00:08:10.000]  他不是用他神的大能的權柄
[00:08:10.000 --> 00:08:13.000]  然後在你心中胖當給你來一個炸雷
[00:08:13.000 --> 00:08:16.000]  讓你就跪在地下不得不聽
[00:08:16.000 --> 00:08:19.000]  他是要讓你整個被他勸服
[00:08:19.000 --> 00:08:21.000]  這就是這一章的重點
[00:08:21.000 --> 00:08:23.000]  所以這章的重點不是戈尼留歸主
[00:08:23.000 --> 00:08:26.000]  而是彼得改變
[00:08:26.000 --> 00:08:28.000]  我們看第一個部分
[00:08:28.000 --> 00:08:30.000]  第一到第十六節
[00:08:30.000 --> 00:08:35.000]  首先就是看到十章的一到八節
[00:08:35.000 --> 00:08:39.000]  是戈尼留的所見和所聞
[00:08:39.000 --> 00:08:43.000]  他看見什麼呢
[00:08:43.000 --> 00:08:45.000]  我們先說戈尼留這個人吧
[00:08:45.000 --> 00:08:47.000]  他是個好人對不對
[00:08:47.000 --> 00:08:50.000]  而且他是一個很有身份的人
[00:08:50.000 --> 00:08:54.000]  他是猶太省裡面首府
[00:08:54.000 --> 00:08:57.000]  蓋薩利亞城裡面駐紮的羅馬軍隊
[00:08:57.000 --> 00:08:59.000]  意大利營裡面的一位百夫長
[00:08:59.000 --> 00:09:03.000]  當時的一個猶太的羅馬的軍團
[00:09:03.000 --> 00:09:05.000]  他是差不多有十個營
[00:09:05.000 --> 00:09:08.000]  而每個營有六百人
[00:09:08.000 --> 00:09:09.000]  也就是六個百夫長
[00:09:09.000 --> 00:09:11.000]  他是其中之一
[00:09:11.000 --> 00:09:14.000]  百夫長就好像相當於我們今天軍隊當中的連長
[00:09:14.000 --> 00:09:17.000]  最根本的關鍵所在
[00:09:17.000 --> 00:09:19.000]  對於一個百夫長的要求
[00:09:19.000 --> 00:09:21.000]  羅馬的歷史的記載
[00:09:21.000 --> 00:09:24.000]  就是要要求他臨危不亂
[00:09:24.000 --> 00:09:25.000]  堅定不移
[00:09:25.000 --> 00:09:27.000]  而且死守崗位
[00:09:27.000 --> 00:09:29.000]  遵守命令
[00:09:29.000 --> 00:09:31.000]  這些百夫長基本都是從
[00:09:31.000 --> 00:09:34.000]  身經百戰的士兵當中提拔起來的
[00:09:34.000 --> 00:09:38.000]  他們不論是人品還是作戰的經驗
[00:09:38.000 --> 00:09:40.000]  其實都在羅馬軍隊當中
[00:09:40.000 --> 00:09:43.000]  享有非常高的威望
[00:09:43.000 --> 00:09:45.000]  那麼這位百夫長戈尼留
[00:09:45.000 --> 00:09:49.000]  他不但是前面所說的素質
[00:09:49.000 --> 00:09:52.000]  他還是有一個美好靈性的人
[00:09:52.000 --> 00:09:54.000]  第二節說到他是個敬錢人
[00:09:54.000 --> 00:09:58.000]  而且他和他全家都敬畏神
[00:09:58.000 --> 00:10:00.000]  而且多多周記百姓
[00:10:00.000 --> 00:10:03.000]  還常常的禱告神
[00:10:03.000 --> 00:10:05.000]  你聽到這個你就知道這個人
[00:10:05.000 --> 00:10:07.000]  無論是在他的職業上面
[00:10:07.000 --> 00:10:10.000]  還是在他的生命上面
[00:10:10.000 --> 00:10:12.000]  都是一個了不得的人
[00:10:12.000 --> 00:10:16.000]  那麼這個人在一天生出的時候
[00:10:16.000 --> 00:10:20.000]  生出就大約是下午三點
[00:10:20.000 --> 00:10:25.000]  正是一個猶太人每天三次禱告的
[00:10:25.000 --> 00:10:27.000]  其中第二次禱告是
[00:10:27.000 --> 00:10:28.000]  一次禱告是清晨
[00:10:28.000 --> 00:10:29.000]  現早禱
[00:10:29.000 --> 00:10:32.000]  然後下午三點和黃昏各有兩次禱告
[00:10:32.000 --> 00:10:36.000]  那麼或許戈尼留就按照他的信仰的
[00:10:36.000 --> 00:10:39.000]  這種要求就在這時候禱告
[00:10:39.000 --> 00:10:43.000]  讓他就看見異象了
[00:10:43.000 --> 00:10:47.000]  這個異象就是聽見叫他的名字
[00:10:47.000 --> 00:10:50.000]  看見一個穿著光明衣裳的天使
[00:10:50.000 --> 00:10:53.000]  然後讓他去五十里外
[00:10:53.000 --> 00:10:56.000]  差人到五十里外的一個約帕
[00:10:56.000 --> 00:10:58.000]  就是今天的海法
[00:10:58.000 --> 00:11:04.000]  去把一個叫做彼得的人請來
[00:11:04.000 --> 00:11:06.000]  這是一個異象
[00:11:06.000 --> 00:11:08.000]  當然這對於戈尼留來講
[00:11:08.000 --> 00:11:10.000]  也沒有什麼障礙
[00:11:10.000 --> 00:11:11.000]  他不難服從
[00:11:11.000 --> 00:11:13.000]  於是就照辦
[00:11:13.000 --> 00:11:14.000]  這是第一個異象
[00:11:14.000 --> 00:11:16.000]  一到八起
[00:11:16.000 --> 00:11:21.000]  第二個異象就是九到十六節是彼得看見的
[00:11:21.000 --> 00:11:24.000]  彼得的所見所聞就是當時彼得
[00:11:24.000 --> 00:11:29.000]  正是在一個這個皮匠
[00:11:29.000 --> 00:11:31.000]  他的家裡面海景房
[00:11:31.000 --> 00:11:35.000]  樓上頂樓禱告
[00:11:35.000 --> 00:11:39.000]  當時正是正午十二點的時候
[00:11:39.000 --> 00:11:41.000]  然後路加特別的提出來說
[00:11:41.000 --> 00:11:44.000]  這時候戈尼留所派的那三個人
[00:11:44.000 --> 00:11:48.000]  正在行路並且接近約帕
[00:11:48.000 --> 00:11:50.000]  你看這兩邊的描述
[00:11:50.000 --> 00:11:55.000]  正將把兩邊的人慢慢忘記相遇
[00:11:55.000 --> 00:11:56.000]  一個在樓頂
[00:11:56.000 --> 00:11:57.000]  一個在城外
[00:11:57.000 --> 00:12:00.000]  雙方相向而行
[00:12:00.000 --> 00:12:02.000]  越走越近
[00:12:02.000 --> 00:12:06.000]  所以這也是顯示出來神在時間上有他獨特的安排
[00:12:06.000 --> 00:12:07.000]  他有他的時刻
[00:12:07.000 --> 00:12:11.000]  三個人來的不早也不晚
[00:12:11.000 --> 00:12:14.000]  正是彼得要見異象的時候
[00:12:14.000 --> 00:12:17.000]  彼得禱告可能是聞到了人家做飯
[00:12:17.000 --> 00:12:19.000]  是不是有陣陣飯香來
[00:12:19.000 --> 00:12:21.000]  就變成雞腸露露
[00:12:21.000 --> 00:12:22.000]  可能有點血糖低
[00:12:22.000 --> 00:12:24.000]  就突然就魂遊向外了
[00:12:24.000 --> 00:12:26.000]  魂遊向外這個詞的意思
[00:12:26.000 --> 00:12:29.000]  就是進入到一種忘我的狀態
[00:12:29.000 --> 00:12:33.000]  可以說翻譯做進入到一個恍惚的狀態
[00:12:33.000 --> 00:12:37.000]  然後他就看見了一塊大布從天降下
[00:12:37.000 --> 00:12:42.000]  這布裡面有動物爬蟲和飛鳥
[00:12:42.000 --> 00:12:43.000]  不僅如此
[00:12:43.000 --> 00:12:46.000]  更重要的是他聽到了一個命令
[00:12:46.000 --> 00:12:51.000]  命令是彼得起來宰了吃
[00:12:51.000 --> 00:12:54.000]  這個命令彼得知道是從哪兒而來的
[00:12:54.000 --> 00:12:56.000]  因為他跟主在一起
[00:12:56.000 --> 00:13:00.000]  他聽過主的聲音
[00:13:00.000 --> 00:13:02.000]  但是對於彼得來講
[00:13:02.000 --> 00:13:03.000]  不像戈尼留
[00:13:03.000 --> 00:13:05.000]  戈尼留順從的意向是比較簡單的
[00:13:05.000 --> 00:13:07.000]  派人去就得了
[00:13:07.000 --> 00:13:13.000]  但是彼得從小受到猶太教的禮儀教導
[00:13:13.000 --> 00:13:16.000]  他實在沒辦法接受
[00:13:16.000 --> 00:13:17.000]  他沒辦法接受
[00:13:17.000 --> 00:13:19.000]  所以他就開始拒絕
[00:13:19.000 --> 00:13:22.000]  有人說這個拒絕是溫和式的拒絕
[00:13:22.000 --> 00:13:26.000]  合合本的翻譯就翻譯成一個溫和式的拒絕
[00:13:26.000 --> 00:13:30.000]  說主這是不可的
[00:13:30.000 --> 00:13:33.000]  但是新一本就加重了這語氣
[00:13:33.000 --> 00:13:37.000]  說主絕對不可以
[00:13:37.000 --> 00:13:40.000]  他彼得就強調自己從來沒有吃過
[00:13:40.000 --> 00:13:43.000]  俗的和不潔淨的東西
[00:13:43.000 --> 00:13:46.000]  擺出了一副我現在看見了
[00:13:46.000 --> 00:13:47.000]  我也不打算吃的架勢
[00:13:47.000 --> 00:13:49.000]  而且以後也沒打算吃
[00:13:49.000 --> 00:13:53.000]  於是聲音第二次臨到彼得
[00:13:53.000 --> 00:13:55.000]  就是神所潔淨的
[00:13:55.000 --> 00:13:59.000]  你不可當作俗物
[00:13:59.000 --> 00:14:01.000]  留意這句話
[00:14:01.000 --> 00:14:05.000]  他是一個非常嚴厲的命令
[00:14:05.000 --> 00:14:08.000]  而且讓人感到緊張的是
[00:14:08.000 --> 00:14:09.000]  這一個幕重複了三次
[00:14:09.000 --> 00:14:12.000]  也就是神三次的命令他
[00:14:12.000 --> 00:14:16.000]  而彼得呢夠膽拒絕三次
[00:14:16.000 --> 00:14:19.000]  我估計他是肯定篤定
[00:14:19.000 --> 00:14:21.000]  這是神考驗我的時候到了
[00:14:21.000 --> 00:14:23.000]  故意讓我看見那些不潔淨的
[00:14:23.000 --> 00:14:25.000]  而在我餓的時候讓我吃
[00:14:25.000 --> 00:14:27.000]  我就擺明了我要遵守神的命令
[00:14:27.000 --> 00:14:30.000]  絕對不吃
[00:14:30.000 --> 00:14:32.000]  吩咐了三次命令三次
[00:14:32.000 --> 00:14:35.000]  拒絕了三次意向消失了
[00:14:35.000 --> 00:14:36.000]  但是意向消失了
[00:14:36.000 --> 00:14:39.000]  不代表彼得就不琢磨了
[00:14:39.000 --> 00:14:41.000]  那就是十七節後面
[00:14:41.000 --> 00:14:43.000]  我們看到他開始想
[00:14:43.000 --> 00:14:46.000]  這個意向給他的衝擊是非常大的
[00:14:46.000 --> 00:14:48.000]  他肯定是反復琢磨
[00:14:48.000 --> 00:14:50.000]  思想這個意向到底是什麼意思
[00:14:50.000 --> 00:14:51.000]  剛才我說了可能是
[00:14:51.000 --> 00:14:56.000]  他當作是神對他的考驗
[00:14:56.000 --> 00:14:59.000]  但是呢他可能也想起來
[00:14:59.000 --> 00:15:01.000]  他曾經看過主耶穌
[00:15:01.000 --> 00:15:03.000]  和法利薩人有一場爭辯
[00:15:03.000 --> 00:15:06.000]  關於潔淨的食物的問題
[00:15:06.000 --> 00:15:08.000]  耶穌說
[00:15:08.000 --> 00:15:13.000]  這個食物進去的並不能汙穢人
[00:15:13.000 --> 00:15:15.000]  唯有從裡面出來了才可以
[00:15:15.000 --> 00:15:16.000]  才能汙穢人
[00:15:16.000 --> 00:15:18.000]  這是馬可福音第七章記載的
[00:15:18.000 --> 00:15:21.000]  就是主耶穌非常衝擊性的
[00:15:21.000 --> 00:15:24.000]  一個關於食物的辯論
[00:15:24.000 --> 00:15:27.000]  實際上主耶穌在挑戰人們
[00:15:27.000 --> 00:15:29.000]  那種不顧真意
[00:15:29.000 --> 00:15:31.000]  而只是圖具形式的
[00:15:31.000 --> 00:15:34.000]  那種潔淨的禮儀條例
[00:15:34.000 --> 00:15:36.000]  彼得或許在想難道這個意向
[00:15:36.000 --> 00:15:41.000]  和主的那次辯論有關等等
[00:15:41.000 --> 00:15:44.000]  他想了很多
[00:15:44.000 --> 00:15:46.000]  其實呢我們看到這十七節開始
[00:15:46.000 --> 00:15:49.000]  帶來了彼得的第一次的突破
[00:15:49.000 --> 00:15:54.000]  就是在這件事情裡面的第一次的突破
[00:15:54.000 --> 00:15:59.000]  也就是破解這個意向的鑰匙就來了
[00:15:59.000 --> 00:16:02.000]  在這裡面我們可以看到說
[00:16:02.000 --> 00:16:05.000]  看吶那幾個人來了
[00:16:05.000 --> 00:16:07.000]  就是在猶豫之間
[00:16:07.000 --> 00:16:10.000]  第十七節彼得心裡正在猜疑之間
[00:16:10.000 --> 00:16:13.000]  不知所看見的意向是什麼意思
[00:16:13.000 --> 00:16:15.000]  其實原文有一個小詞
[00:16:15.000 --> 00:16:16.000]  看吶
[00:16:16.000 --> 00:16:19.000]  看吶就是意思下面的事很重要
[00:16:19.000 --> 00:16:22.000]  看官聽眾要留意
[00:16:22.000 --> 00:16:24.000]  所以看吶是很重要
[00:16:24.000 --> 00:16:26.000]  可惜我們沒有翻譯出來
[00:16:26.000 --> 00:16:31.000]  因為它意味著下面的事情非同小可
[00:16:31.000 --> 00:16:35.000]  那戈尼留派來的那三個人
[00:16:35.000 --> 00:16:37.000]  已經到了皮匠西門的門口
[00:16:37.000 --> 00:16:40.000]  顯然呢他們是瞭解
[00:16:40.000 --> 00:16:42.000]  因為那裡面有一個虔誠兵
[00:16:42.000 --> 00:16:44.000]  也是虔誠人
[00:16:44.000 --> 00:16:46.000]  他們瞭解猶太的律法
[00:16:46.000 --> 00:16:50.000]  瞭解呢猶太人是拒絕外邦人進門的
[00:16:50.000 --> 00:16:52.000]  所以他是站在門外喊
[00:16:52.000 --> 00:16:56.000]  這裡有沒有一個彼得
[00:16:56.000 --> 00:16:59.000]  這時候彼得就聽見聖靈對他說了
[00:16:59.000 --> 00:17:01.000]  有三個人來找你
[00:17:01.000 --> 00:17:03.000]  不如起來
[00:17:03.000 --> 00:17:07.000]  你就去見他吧下去吧
[00:17:07.000 --> 00:17:10.000]  不要疑惑這個不要疑惑很有意思
[00:17:10.000 --> 00:17:13.000]  他原文的意思就是別再分別了
[00:17:13.000 --> 00:17:15.000]  就一點都別分別
[00:17:15.000 --> 00:17:18.000]  猶太人他律法就講就跟人分開
[00:17:18.000 --> 00:17:20.000]  吃的也分開住的也分開
[00:17:20.000 --> 00:17:22.000]  什麼都要分別
[00:17:22.000 --> 00:17:23.000]  因為分別為勝嘛
[00:17:23.000 --> 00:17:24.000]  這個本不錯
[00:17:24.000 --> 00:17:27.000]  但這裡呢聖靈就說別再分別了
[00:17:27.000 --> 00:17:30.000]  就是你別再繼續的在想這些事了
[00:17:30.000 --> 00:17:31.000]  去見他
[00:17:31.000 --> 00:17:34.000]  好像神呢將兩方介紹
[00:17:34.000 --> 00:17:36.000]  終於兩方得以見面了
[00:17:36.000 --> 00:17:39.000]  於是彼得就從樓上下來
[00:17:39.000 --> 00:17:44.000]  說我就是你們要找的那個人
[00:17:44.000 --> 00:17:46.000]  我就是
[00:17:46.000 --> 00:17:48.000]  可能呢因為聖靈吩咐說
[00:17:48.000 --> 00:17:50.000]  對他最大的一個命令的動機
[00:17:50.000 --> 00:17:53.000]  讓他有動機下去見這些外邦人士
[00:17:53.000 --> 00:17:56.000]  因為聖靈說因為是我差他們來的
[00:17:56.000 --> 00:17:59.000]  因為是我
[00:17:59.000 --> 00:18:00.000]  所以就彼得呢
[00:18:00.000 --> 00:18:05.000]  就可能把這個見面和剛才看到的意象的倆事呢
[00:18:05.000 --> 00:18:06.000]  就可能關聯出來了
[00:18:06.000 --> 00:18:09.000]  因為剛才神說神所捷徑的
[00:18:09.000 --> 00:18:11.000]  你們不可以當俗物
[00:18:11.000 --> 00:18:13.000]  但是這只是對於實物而言
[00:18:13.000 --> 00:18:19.000]  彼得即將要面對的是從實物到人的一個跨越
[00:18:19.000 --> 00:18:21.000]  就是捷徑和不捷徑不僅是實物的問題
[00:18:21.000 --> 00:18:25.000]  還包括這些外邦人
[00:18:25.000 --> 00:18:28.000]  猶太人和外邦人之間這個隔閡
[00:18:28.000 --> 00:18:31.000]  在這裡聖靈吩咐他說你一點都不要遲疑
[00:18:31.000 --> 00:18:34.000]  就是你不要再做分別
[00:18:34.000 --> 00:18:38.000]  這個對於猶太人來講是一個革命性的一個命令對不對
[00:18:38.000 --> 00:18:40.000]  讓他不再分別
[00:18:40.000 --> 00:18:45.000]  此刻呢這些外邦人就站在他們的院外
[00:18:45.000 --> 00:18:48.000]  彼得即將完成了他第一次的飛躍
[00:18:48.000 --> 00:18:51.000]  就是從實物到人的一個飛躍
[00:18:51.000 --> 00:18:53.000]  當他知道對方的來意之後
[00:18:53.000 --> 00:18:59.000]  彼得的回應明顯是他這初步的懂了神的意思了
[00:18:59.000 --> 00:19:02.000]  他就跨出了一個當時
[00:19:02.000 --> 00:19:07.000]  進前的猶太人所絕對不敢做的一件事
[00:19:07.000 --> 00:19:15.000]  就是請他們進屋而且住了一宿
[00:19:15.000 --> 00:19:18.000]  而想必到當時正是中午12點
[00:19:18.000 --> 00:19:20.000]  彼得也餓了飯也做好了
