
[00:00:00.000 --> 00:00:02.480]  我們這次的題目叫一擊即中
[00:01:12.880 --> 00:01:15.040]  甚至是利用別人的人
[00:01:15.040 --> 00:01:19.600]  稍後我們會看大衛和約拿丹的關係
[00:01:19.600 --> 00:01:21.480]  就肝膽相照
[00:01:21.480 --> 00:01:25.280]  但是約拿丹其實是比大衛更加好
[00:01:25.280 --> 00:01:29.080]  大衛很多次是利用約拿丹的感情
[00:01:29.080 --> 00:01:30.920]  來幫助自己
[00:01:30.920 --> 00:01:32.680]  還有大衛作為一個君王
[00:01:32.680 --> 00:01:35.000]  是一個很政治性的人物
[00:01:35.000 --> 00:01:37.320]  在政治上有他的虛假
[00:01:37.320 --> 00:01:39.040]  到了後期的時候
[00:01:39.040 --> 00:01:43.680]  掃羅的元帥厄尼爾投靠大衛
[00:01:43.680 --> 00:01:45.680]  誰知道被約拿殺了
[00:01:45.680 --> 00:01:49.000]  大衛為他哀哭
[00:01:49.000 --> 00:01:51.680]  但是其實是一個很虛假的情況
[00:01:51.680 --> 00:01:55.720]  更加大衛是一個很記仇的人
[00:01:55.720 --> 00:01:57.520]  那些人侮辱過他
[00:01:57.520 --> 00:01:59.120]  表面是要饒恕那些人
[00:01:59.120 --> 00:02:02.320]  但是臨死都要叫鎖路門去對付那些人
[00:02:02.320 --> 00:02:06.720]  夏令燊約拿曾經為他立下很多害馬功勞的人
[00:02:06.720 --> 00:02:09.200]  還有一個就是姊妹的家族
[00:02:09.200 --> 00:02:12.760]  所以你留意到大衛並不是這麼完美的
[00:02:12.760 --> 00:02:15.480]  但是他仍然有一個單純的心來愛神
[00:02:15.480 --> 00:02:16.960]  虛神揀選他
[00:02:16.960 --> 00:02:19.120]  同樣今天我自己都很清楚
[00:02:19.120 --> 00:02:21.800]  我有很多不足的地方 有很多不好的地方
[00:02:21.800 --> 00:02:25.120]  但是我很希望弟兄姊妹有成長
[00:02:25.120 --> 00:02:28.400]  看到教會有增長和諧的來大日去發展
[00:02:28.400 --> 00:02:30.840]  很希望臣建明得出榮耀
[00:02:30.840 --> 00:02:32.760]  這個是真誠的
[00:02:32.760 --> 00:02:34.360]  所以雖然我有很多不足的地方
[00:02:34.360 --> 00:02:36.480]  但是神都憐憫揀選我們
[00:02:36.480 --> 00:02:38.920]  我們今天蒙神揀選是神的恩典
[00:02:38.920 --> 00:02:41.000]  好了 索羅面對敵人的時候
[00:02:41.000 --> 00:02:44.800]  那個挑戰因為害怕不敢來大日去回應
[00:02:44.800 --> 00:02:47.720]  這個時候他就出重賞了
[00:02:47.720 --> 00:02:49.680]  就正如要通商人
[00:02:49.680 --> 00:02:51.760]  要出幾十萬了
[00:02:51.760 --> 00:02:53.000]  我們看看
[00:02:53.000 --> 00:02:54.680]  素來的重賞是什麼
[00:02:54.680 --> 00:02:57.840]  《薩姆爾記》上第17章第25節
[00:02:57.840 --> 00:02:59.600]  以色列人彼此說
[00:02:59.600 --> 00:03:02.360]  這上來的人 你看見了嗎
[00:03:02.360 --> 00:03:05.600]  他上來是要向以色列人罵陣
[00:03:05.600 --> 00:03:07.120]  若有能殺他的
[00:03:07.120 --> 00:03:09.040]  黃必賞賜他大財
[00:03:09.040 --> 00:03:11.440]  將自己的女兒給他為妻
[00:03:11.440 --> 00:03:13.040]  並在以色列人中
[00:03:13.040 --> 00:03:16.720]  免他父家立良當差
[00:03:16.720 --> 00:03:19.120]  重賞之下必有勇夫
[00:03:19.120 --> 00:03:21.840]  那麼 索羅不敢去迎戰的時候
[00:03:21.840 --> 00:03:23.640]  於是他就出重賞了
[00:03:23.640 --> 00:03:28.960]  如果哪個人可以殺了哥利亞的話
[00:03:28.960 --> 00:03:31.520]  第一 他會有很大的獎金
[00:03:31.520 --> 00:03:32.760]  會發大財
[00:03:32.760 --> 00:03:34.240]  第二 很重要
[00:03:34.240 --> 00:03:36.480]  將他自己的女兒嫁給他為妻
[00:03:36.480 --> 00:03:38.680]  就會成為索羅的女婿
[00:03:38.680 --> 00:03:40.160]  那麼 不要忘記
[00:03:40.160 --> 00:03:41.720]  當他成為女婿的時候
[00:03:41.720 --> 00:03:45.000]  就是合法的皇位繼承人之一
[00:03:45.000 --> 00:03:46.800]  好了 還有
[00:03:46.800 --> 00:03:48.480]  終身免稅
[00:03:48.480 --> 00:03:49.640]  不只是他
[00:03:49.640 --> 00:03:52.440]  是全家都不用交稅
[00:03:52.440 --> 00:03:54.040]  這是很重要的
[00:03:54.040 --> 00:03:56.080]  大衛為了神的事
[00:03:56.080 --> 00:03:57.880]  是很著緊的
[00:03:57.880 --> 00:03:59.160]  但是
[00:03:59.160 --> 00:04:03.400]  他也為自己的利益著緊的
[00:04:03.400 --> 00:04:05.120]  這是第25節
[00:04:05.120 --> 00:04:08.000]  就在說有什麼獎賞
[00:04:08.000 --> 00:04:10.120]  接著 我們上一次看了兩次
[00:04:10.120 --> 00:04:11.360]  第26節
[00:04:11.360 --> 00:04:13.240]  他怎樣去問呢
[00:04:13.240 --> 00:04:14.640]  特別留意上半段
[00:04:14.640 --> 00:04:16.200]  第17章的26節
[00:04:16.200 --> 00:04:19.520]  大衛問站在旁邊的人說
[00:04:19.520 --> 00:04:21.720]  有人殺者 菲利士人
[00:04:21.720 --> 00:04:23.800]  除掉以色列人的恥辱
[00:04:23.800 --> 00:04:25.120]  怎樣待他呢
[00:04:25.120 --> 00:04:28.080]  這未受國禮的菲利士人是誰呢
[00:04:28.080 --> 00:04:31.200]  竟敢向永生神的軍隊罵陣嗎
[00:04:31.200 --> 00:04:32.520]  留意到嗎
[00:04:32.520 --> 00:04:34.440]  看著上下文的時候
[00:04:34.440 --> 00:04:36.440]  怎樣對待這個人呢
[00:04:36.440 --> 00:04:38.440]  就是說如果真的殺了哥利亞
[00:04:38.440 --> 00:04:40.240]  這個人有些什麼呢
[00:04:40.240 --> 00:04:42.960]  他要去再問多一次
[00:04:42.960 --> 00:04:45.320]  這是很重要的
[00:04:45.320 --> 00:04:47.360]  他興奮
[00:04:47.360 --> 00:04:49.040]  你要責備他
[00:04:49.040 --> 00:04:50.440]  他離開之後
[00:04:50.440 --> 00:04:52.080]  他又再問第二個人
[00:04:52.080 --> 00:04:54.160]  關於掃羅的獎賞
[00:04:54.160 --> 00:04:56.680]  第30節
[00:04:56.680 --> 00:04:59.320]  大衛就離開他轉向別人
[00:04:59.320 --> 00:05:01.160]  照先前的說移民
[00:05:01.160 --> 00:05:04.440]  百姓仍照先前的說回答他
[00:05:04.440 --> 00:05:06.120]  這是第二次再問
[00:05:06.120 --> 00:05:10.200]  究竟贏了哥利亞會怎樣
[00:05:10.200 --> 00:05:13.440]  就是說其實大衛都很著緊
[00:05:13.440 --> 00:05:18.040]  這個王的宣告究竟是不是真的
[00:05:18.040 --> 00:05:20.400]  這個時候如果你留意
[00:05:20.400 --> 00:05:22.400]  他前後問了三次
[00:05:22.400 --> 00:05:25.280]  百姓也回答了他三次
[00:05:25.280 --> 00:05:27.840]  所以大衛絕對不是一個無知的少年人
[00:05:27.840 --> 00:05:30.520]  不要以為他很單純
[00:05:30.520 --> 00:05:32.320]  他知道如果成功的時候
[00:05:32.320 --> 00:05:34.880]  就可以成為王的女婿
[00:05:34.880 --> 00:05:38.520]  就比起成為掃羅的琴師
[00:05:38.520 --> 00:05:42.600]  拿兵器的人是更進一步了
[00:05:42.600 --> 00:05:45.800]  這個時候他要為自己好一點的部署
[00:05:45.800 --> 00:05:48.400]  正如你留意到
[00:05:48.400 --> 00:05:51.960]  一個政府要安排一個接班人
[00:05:51.960 --> 00:05:53.560]  都要好一點部署的
[00:05:53.560 --> 00:05:55.520]  香港的特首李家超那時候
[00:05:55.520 --> 00:05:58.600]  就上過去新疆那裡受訓
[00:05:58.600 --> 00:06:03.760]  怎樣去面對那些外族人
[00:06:03.760 --> 00:06:06.960]  所以你留意到這是一個必然的事
[00:06:06.960 --> 00:06:08.920]  因此我們看聖經的時候
[00:06:08.920 --> 00:06:11.520]  不要當看童話故事那樣
[00:06:11.520 --> 00:06:14.120]  那些人非黑即白
[00:06:14.120 --> 00:06:17.560]  其實聖經裡面充滿了人性的美麗
[00:06:17.560 --> 00:06:19.320]  和醜惡的記載
[00:06:19.320 --> 00:06:21.240]  有美麗的一面
[00:06:21.240 --> 00:06:22.800]  也有幽暗的一面
[00:06:22.800 --> 00:06:25.720]  今天我都要反省
[00:06:25.720 --> 00:06:27.920]  我們有沒有私心呢
[00:06:27.920 --> 00:06:30.760]  譬如我自己侍奉
[00:06:30.760 --> 00:06:33.280]  現在有柴經班
[00:06:33.280 --> 00:06:35.000]  有學士學飛
[00:06:35.000 --> 00:06:37.840]  我真的很想為大興致會來做一些事
[00:06:37.840 --> 00:06:42.040]  但我都會看多不多人來參加
[00:06:42.040 --> 00:06:44.600]  究竟果效是怎樣呢
[00:06:44.600 --> 00:06:46.280]  大家的留言是怎樣呢
[00:06:46.280 --> 00:06:48.720]  我某個程度都有私心的
[00:06:48.720 --> 00:06:51.240]  都想看到自己的情況是如何的
[00:06:51.240 --> 00:06:53.680]  所以求神來幫助我們
[00:06:53.680 --> 00:06:55.120]  好了 我們看
[00:06:55.120 --> 00:06:58.080]  就是信心的基礎了
[00:06:58.080 --> 00:07:02.240]  大衛當他請櫻來上陣這個消息
[00:07:02.240 --> 00:07:04.520]  傳到他solo的耳中
[00:07:04.520 --> 00:07:07.160]  於是solo就召見大衛
[00:07:07.160 --> 00:07:08.840]  你想去打仗
[00:07:08.840 --> 00:07:10.440]  但當他一看到大衛的時候
[00:07:10.440 --> 00:07:12.320]  不是吧
[00:07:12.320 --> 00:07:14.200]  少年人來的
[00:07:14.200 --> 00:07:17.120]  所以覺得他力不能勝
[00:07:17.120 --> 00:07:20.520]  我們看看第17章的第33節
[00:07:20.520 --> 00:07:22.880]  solo對大衛說
[00:07:22.880 --> 00:07:25.920]  你不能去與拿非利時人戰鬥
[00:07:25.920 --> 00:07:28.240]  因為你年紀太輕
[00:07:28.240 --> 00:07:31.200]  他覺得他太年輕了
[00:07:31.200 --> 00:07:33.720]  這個時候大衛留意到
[00:07:33.720 --> 00:07:36.720]  大衛是人輕言重
[00:07:36.720 --> 00:07:38.960]  雖然年紀輕
[00:07:38.960 --> 00:07:43.560]  但他說的話是很恰如其分的
[00:07:43.560 --> 00:07:45.560]  如果你留意第17章
[00:07:45.560 --> 00:07:48.800]  是記載了很多的對話
[00:07:48.800 --> 00:07:50.720]  特別是大衛的對話
[00:07:50.720 --> 00:07:52.600]  大衛又怎樣跟solo說
[00:07:52.600 --> 00:07:53.960]  你不要小看我
[00:07:53.960 --> 00:07:57.080]  好 第17章第32節
[00:07:57.080 --> 00:07:59.400]  大衛對solo說
[00:07:59.400 --> 00:08:02.520]  人都不必因拿非利時人膽怯
[00:08:02.520 --> 00:08:06.360]  你的僕人要去與拿非利時人戰鬥
[00:08:06.360 --> 00:08:12.480]  人都不因非利時人的心去膽怯
[00:08:12.480 --> 00:08:15.200]  你留意人的心
[00:08:15.200 --> 00:08:16.720]  在第17章第72節中
[00:08:16.720 --> 00:08:18.640]  是我主的心
[00:08:18.640 --> 00:08:20.520]  即是跟solo說
[00:08:20.520 --> 00:08:22.920]  這個時候大衛勉勵solo
[00:08:22.920 --> 00:08:24.200]  你不要膽怯
[00:08:24.200 --> 00:08:26.000]  縱使這是事實
[00:08:26.000 --> 00:08:27.040]  但當他這樣說
[00:08:27.040 --> 00:08:29.200]  某個程度都是以下辦上的
[00:08:29.200 --> 00:08:32.680]  即是你膽怯你害怕你很不行
[00:08:32.680 --> 00:08:34.960]  所以他隨即說
[00:08:34.960 --> 00:08:37.520]  我是你的僕人
[00:08:37.520 --> 00:08:39.000]  就要去作戰
[00:08:39.000 --> 00:08:42.800]  即是其實我是代表你去打仗
[00:08:42.800 --> 00:08:46.480]  去回應非利時人的挑戰
[00:08:46.480 --> 00:08:48.240]  因為他是呼喊
[00:08:48.240 --> 00:08:50.280]  叫solo派人出來跟他對打
[00:08:50.280 --> 00:08:53.440]  我們再看第17章第8節
[00:08:53.440 --> 00:08:56.200]  哥里亞對著以色列的軍隊站立
[00:08:56.200 --> 00:09:00.120]  呼叫說你們出來擺列隊不做什麼呢
[00:09:00.120 --> 00:09:01.960]  我不是非利時人嗎
[00:09:01.960 --> 00:09:04.360]  你們不是solo的僕人嗎
[00:09:04.360 --> 00:09:06.800]  可以從你們中間揀選一人
[00:09:06.800 --> 00:09:09.080]  使他嚇到我這裏來
[00:09:09.080 --> 00:09:10.360]  所以大衛立即說
[00:09:10.360 --> 00:09:12.120]  我是你的僕人
[00:09:12.120 --> 00:09:13.320]  這時候
[00:09:13.320 --> 00:09:14.360]  這麼快說的時候
[00:09:14.360 --> 00:09:16.520]  就不會令到他說
[00:09:16.520 --> 00:09:18.480]  王啊你不需要這麼害怕
[00:09:18.480 --> 00:09:19.560]  即是觸怒到他
[00:09:19.560 --> 00:09:21.360]  所以大衛其實很有智慧
[00:09:21.360 --> 00:09:22.720]  solo呢
[00:09:22.720 --> 00:09:27.200]  只是覺得你這個年輕人身材又矮小
[00:09:27.200 --> 00:09:29.160]  肯定是矮過solo
[00:09:29.160 --> 00:09:30.960]  矮過哥里亞
[00:09:30.960 --> 00:09:33.280]  經驗 你有沒有作戰經驗
[00:09:33.280 --> 00:09:35.000]  但是哥里亞呢
[00:09:35.000 --> 00:09:36.400]  一向都是一個戰士
[00:09:36.400 --> 00:09:38.080]  打過很多場仗
[00:09:38.080 --> 00:09:42.120]  你怎麽可以跟哥里亞匹敵呢
[00:09:42.120 --> 00:09:46.760]  但是大衛立即如何去推銷自己
[00:09:46.760 --> 00:09:48.680]  作出保證
[00:09:48.680 --> 00:09:50.720]  正如當你做事的時候面試
[00:09:50.720 --> 00:09:54.840]  別人問你為什麽會來投我這個職位
[00:09:54.840 --> 00:09:57.200]  你有些什麽把握
[00:09:57.200 --> 00:09:59.600]  我們一定要懂得怎樣去表達自己
[00:09:59.600 --> 00:10:02.600]  所謂推銷自己
[00:10:02.600 --> 00:10:06.680]  於是大衛就怎麽推銷自己呢
[00:10:06.680 --> 00:10:08.000]  好 我們看看
[00:10:08.000 --> 00:10:11.720]  第34到37節
[00:10:11.720 --> 00:10:13.880]  大衛對solo說
[00:10:13.880 --> 00:10:16.160]  你僕人為父親放羊
[00:10:16.160 --> 00:10:17.720]  有時來了獅子
[00:10:17.720 --> 00:10:19.160]  有時來了熊
[00:10:19.160 --> 00:10:23.200]  從群中撼一隻羊羔去
[00:10:23.200 --> 00:10:25.680]  我就追趕它 擊打它
[00:10:25.680 --> 00:10:29.600]  將羊羔從它口中救出來
[00:10:29.600 --> 00:10:31.160]  它起來要害我
[00:10:31.160 --> 00:10:33.000]  我就抽著它的鬍子
[00:10:33.000 --> 00:10:34.600]  將它打死
[00:10:34.600 --> 00:10:38.360]  原來當大衛放羊的時候
[00:10:38.360 --> 00:10:41.080]  有時有獅子 有些熊人
[00:10:41.080 --> 00:10:43.320]  來吞噬那些羊
[00:10:43.320 --> 00:10:44.520]  我要作出保護的
[00:10:44.520 --> 00:10:46.920]  不能讓那些羊受到傷害
[00:10:46.920 --> 00:10:49.120]  縱使那些羊很可能
[00:10:49.120 --> 00:10:50.600]  被搬走了
[00:10:50.600 --> 00:10:54.120]  他也要將它的屍體搶回來
[00:10:54.120 --> 00:10:59.360]  為什麽要將那些屍體搶回來呢
[00:10:59.360 --> 00:11:03.440]  哦 它吃剩的也可以拿去燜羊腩煲
[00:11:03.440 --> 00:11:05.600]  我們看看另外一段經文
[00:11:05.600 --> 00:11:07.560]  第36到37節
[00:11:07.560 --> 00:11:08.600]  我們繼續讀下去
[00:11:08.600 --> 00:11:11.840]  你僕人曾打死獅子和熊
[00:11:11.840 --> 00:11:14.120]  這未受國禮的菲律師人
[00:11:14.120 --> 00:11:16.360]  向永生神的軍隊罵陣
[00:11:16.360 --> 00:11:18.720]  也必像獅子和熊一般
[00:11:18.720 --> 00:11:20.000]  大衛又說
[00:11:20.000 --> 00:11:23.080]  耶和華救我脫離獅子和熊的爪
[00:11:23.080 --> 00:11:26.160]  也必救我脫離這菲律師人的手
[00:11:26.160 --> 00:11:27.720]  蘇羅對大衛說
[00:11:27.720 --> 00:11:29.080]  你可以去吧
[00:11:29.080 --> 00:11:31.560]  耶和華必與你同在
[00:11:31.560 --> 00:11:33.240]  那麽大衛就說
[00:11:33.240 --> 00:11:35.640]  當日有些獅子 有些熊來我去
[00:11:35.640 --> 00:11:37.480]  它抓了我的羊
[00:11:37.480 --> 00:11:39.120]  我都會照樣帶它去
[00:11:39.120 --> 00:11:41.120]  但是它打死了它
[00:11:41.120 --> 00:11:43.840]  接著說這個未受國禮的菲律師人
[00:11:43.840 --> 00:11:47.120]  竟然向我們永生神的軍隊罵陣
[00:11:47.120 --> 00:11:50.840]  它一定像那些獅子和熊被我們打死
[00:11:50.840 --> 00:11:58.240]  他説到今天神曾經救我脫離獅子和熊的爪
[00:11:58.240 --> 00:12:02.560]  所以神都會照樣帶它去救我們
[00:12:02.560 --> 00:12:04.400]  剛才不是說到的
[00:12:04.400 --> 00:12:07.360]  縱使有些羊被擔走了
[00:12:07.360 --> 00:12:09.680]  因為可能你不會只看到
[00:12:09.680 --> 00:12:14.800]  可能突然間破壞咬死了那隻羊
[00:12:14.800 --> 00:12:16.240]  但都要救它回來
[00:12:16.240 --> 00:12:18.080]  救不了了 死了
[00:12:18.080 --> 00:12:19.480]  那爲什麽要這樣做呢
[00:12:19.480 --> 00:12:21.800]  我們看看亞摩斯書
[00:12:21.800 --> 00:12:24.240]  第三章第十二節 好嗎
[00:12:24.240 --> 00:12:26.080]  耶和華如此說
[00:12:26.080 --> 00:12:28.520]  僕人怎麽樣從獅子口中
[00:12:28.520 --> 00:12:31.880]  搶回兩條羊腿或半個耳朵
[00:12:31.880 --> 00:12:33.840]  住撒瑪利亞的以色列人
[00:12:33.840 --> 00:12:35.680]  躺我在床角上
[00:12:35.680 --> 00:12:39.840]  或鋪繡花繡花尖的塔上
[00:12:39.840 --> 00:12:42.640]  他們得救也不過如此
[00:12:42.640 --> 00:12:46.280]  他説到那些僕人從獅子口中
[00:12:46.280 --> 00:12:50.400]  搶回兩條羊腿或半個耳朵
[00:12:50.400 --> 00:12:52.240]  大家會不會覺得奇怪
[00:12:52.240 --> 00:12:56.000]  那些羊人為什麽要冒險
[00:12:56.000 --> 00:12:59.360]  竟然將那些猛獸
[00:12:59.360 --> 00:13:01.960]  咬死了羊的屍體
[00:13:01.960 --> 00:13:03.520]  都要拿回來呢
[00:13:03.520 --> 00:13:07.520]  原來這是律法規定
[00:13:07.520 --> 00:13:09.240]  律法的規定是什麽呢
[00:13:09.240 --> 00:13:10.680]  我們看看
[00:13:10.680 --> 00:13:12.960]  七一及其二章第十三節
[00:13:12.960 --> 00:13:14.920]  若被野獸撕碎
[00:13:14.920 --> 00:13:18.800]  看守的要帶來當作證據
[00:13:18.800 --> 00:13:21.920]  所撕的不必賠還
[00:13:21.920 --> 00:13:24.800]  原來這是一個證據
[00:13:24.800 --> 00:13:25.480]  還不容易
[00:13:25.480 --> 00:13:28.360]  可能你叫家人夾走一隻羊
[00:13:28.360 --> 00:13:30.320]  然後今晚自己去吃羊腩煲
[00:13:30.320 --> 00:13:33.520]  接著就説 哦 被獅子
[00:13:33.520 --> 00:13:36.960]  或者那些猛獸搬走了
[00:13:36.960 --> 00:13:37.880]  所以就算搬走
[00:13:37.880 --> 00:13:41.040]  死都要拿回部分的屍體回來
[00:13:41.040 --> 00:13:44.640]  就看到 哇 原來真的被那些猛獸
[00:13:44.640 --> 00:13:47.760]  那些利刺刺碎
[00:13:47.760 --> 00:13:50.640]  那時候人咬就拔不了那麽多
[00:13:50.640 --> 00:13:55.840]  證明真的被其他的動物殺害了
[00:13:55.840 --> 00:13:58.480]  那就不用賠這隻羊了
[00:13:58.480 --> 00:14:02.000]  但是如果你找不到
[00:14:02.000 --> 00:14:03.560]  少了一隻羊
[00:14:03.560 --> 00:14:07.080]  縱使真的被那些猛獸搬走了
[00:14:07.080 --> 00:14:09.800]  你也要賠這隻羊
[00:14:09.800 --> 00:14:12.200]  所以大衛就會這樣說
[00:14:12.200 --> 00:14:14.520]  這個就是我的經驗
[00:14:14.520 --> 00:14:17.840]  而且要搶回這些屍體出來
[00:14:17.840 --> 00:14:21.480]  也是代表那個牧羊人的尊嚴
[00:14:21.480 --> 00:14:24.160]  大衛曾經跟這些猛獸作對
[00:14:24.160 --> 00:14:27.480]  所以他不是沒有經驗的
[00:14:27.480 --> 00:14:29.200]  他赤手空拳
[00:14:29.200 --> 00:14:34.520]  都是跟這些野獸搶著他的鬍子
[00:14:34.520 --> 00:14:38.240]  原來的意思就是弄著他的喉嚨
[00:14:38.240 --> 00:14:39.600]  這個不是鬍子
[00:14:39.600 --> 00:14:42.480]  因為虹是沒有鬍子的
[00:14:42.480 --> 00:14:43.800]  他就經歷過神秘
[00:14:43.800 --> 00:14:46.200]  他有力量保守他
[00:14:46.200 --> 00:14:48.960]  所以這些經歷使他有信心
[00:14:48.960 --> 00:14:51.640]  面對更大的挑戰
[00:14:51.640 --> 00:14:56.520]  這些經驗就投射在未來的戰場上
[00:14:56.520 --> 00:14:58.960]  第37節
[00:14:58.960 --> 00:15:00.160]  大衛又說
[00:15:00.160 --> 00:15:03.160]  也會說救我脫離獅子和虹的爪
[00:15:03.160 --> 00:15:06.240]  也必救我脫離這非利是人的手
[00:15:06.240 --> 00:15:09.320]  過去的經驗成為信心的基礎
[00:15:09.320 --> 00:15:11.520]  是面對更大的挑戰
[00:15:11.520 --> 00:15:12.920]  所以弟兄姊妹
[00:15:12.920 --> 00:15:14.520]  今天我們的信心
[00:15:14.520 --> 00:15:17.880]  不單單是對神的認識
[00:15:17.880 --> 00:15:20.000]  或者只是想查經班
[00:15:20.000 --> 00:15:22.640]  我們是要有經驗的累積的
[00:15:22.640 --> 00:15:26.680]  我不知道你離開了一個舒適區
[00:15:26.680 --> 00:15:28.040]  可能在過去的日子裡
[00:15:28.040 --> 00:15:32.560]  你會更深經歷神自己奇妙的帶領呢
[00:15:32.560 --> 00:15:36.240]  如果我們能夠有很多這些經歷
[00:15:36.240 --> 00:15:38.920]  我們就夠膽多走一步兩步了
[00:15:38.920 --> 00:15:42.640]  有頭腦的知識而沒有行動是沒有用的
[00:15:42.640 --> 00:15:46.440]  所以我們有武力去經歷神自己
[00:15:46.440 --> 00:15:49.800]  過去的恩典的奇妙
[00:15:49.800 --> 00:15:53.040]  然後我們就可以面對更大的挑戰
[00:15:53.040 --> 00:15:57.080]  正如我自己建立教會傻傻的
[00:15:57.080 --> 00:16:00.560]  一個獨立教會後面終於有六間教會
[00:16:00.560 --> 00:16:02.000]  我們都會試新東西
[00:16:02.000 --> 00:16:03.560]  不是衝動的
[00:16:03.560 --> 00:16:04.760]  是什麼呢
[00:16:04.760 --> 00:16:07.160]  就是很特別的
[00:16:07.160 --> 00:16:09.160]  因為你有很多經歷
[00:16:09.160 --> 00:16:11.040]  好了 我們看看掃羅
[00:16:11.040 --> 00:16:12.400]  掃羅發出的是什麼呢
[00:16:12.400 --> 00:16:14.040]  無力的聖言
[00:16:14.040 --> 00:16:16.240]  掃羅聽到大衛的講論之後
[00:16:16.240 --> 00:16:17.840]  他終於被大衛上陣了
[00:16:17.840 --> 00:16:19.680]  也搏一搏
[00:16:19.680 --> 00:16:23.800]  我深信仍然是有神在掃羅心裡做工作
[00:16:23.800 --> 00:16:25.760]  要不然的時候用客觀環境
[00:16:25.760 --> 00:16:27.640]  他可以不讓大衛上陣
[00:16:27.640 --> 00:16:29.320]  因為你打輸了我不是有大事嗎
[00:16:29.320 --> 00:16:33.120]  即是怎樣 我們可能要做他的僕人
[00:16:33.120 --> 00:16:38.160]  這時候所以在外觀衡量
[00:16:38.160 --> 00:16:40.280]  其實他真的不會讓大衛上陣
[00:16:40.280 --> 00:16:42.400]  我仍然相信神在這一刻裡
[00:16:42.400 --> 00:16:44.560]  掌管著掃羅的心
[00:16:44.560 --> 00:16:46.280]  讓他有這種能力
[00:16:46.280 --> 00:16:49.720]  好了 隨即掃羅說了一番話
[00:16:49.720 --> 00:16:50.920]  很熟齡的
[00:16:50.920 --> 00:16:54.280]  第十三十七節的下半節
[00:16:54.280 --> 00:16:55.920]  掃羅對大衛說
[00:16:55.920 --> 00:16:57.120]  你可以去吧
[00:16:57.120 --> 00:16:59.120]  耶和華必與你同在
[00:16:59.120 --> 00:17:01.920]  他還祝福這個少年人
[00:17:01.920 --> 00:17:04.440]  耶和華與你同在
[00:17:04.440 --> 00:17:06.280]  其實很可悲
[00:17:06.280 --> 00:17:09.080]  他表面講得很熟齡
[00:17:09.080 --> 00:17:13.600]  但是卻是一個好像祝福
[00:17:13.600 --> 00:17:15.840]  但是無力的祝福
[00:17:15.840 --> 00:17:20.240]  因為神的靈已經離開了掃羅
[00:17:20.240 --> 00:17:22.120]  沒有與他同在了
[00:17:22.120 --> 00:17:24.240]  這是無力的聖言
[00:17:24.240 --> 00:17:26.320]  掃羅能夠隨口講出
[00:17:26.320 --> 00:17:30.160]  他以前信心之餘
[00:17:30.160 --> 00:17:31.640]  告訴大衛
[00:17:31.640 --> 00:17:33.240]  神與你同在
[00:17:33.240 --> 00:17:36.440]  但是他自己卻不敢去冒險
[00:17:36.440 --> 00:17:37.960]  去面對哥尼亞
[00:17:37.960 --> 00:17:39.880]  為什麼神可以與大衛同在
[00:17:39.880 --> 00:17:41.600]  卻不與他同在呢
[00:17:41.600 --> 00:17:44.280]  不敢去打這場仗呢
[00:17:44.280 --> 00:17:48.240]  所以他講這些
[00:17:48.240 --> 00:17:49.960]  只是一個口號
