
[00:00:00.000 --> 00:00:05.720]  今天我想要做的事情就是搞定第二章
[00:02:04.720 --> 00:02:08.720]  大衛在南面希伯龍作王七年半
[00:02:08.720 --> 00:02:10.720]  那段日子裏面
[00:02:10.720 --> 00:02:11.720]  北部正是
[00:02:11.720 --> 00:02:14.720]  仍然都是數羅之後在做王
[00:02:14.720 --> 00:02:17.720]  不知道誰會統領以色列
[00:02:17.720 --> 00:02:19.720]  於是
[00:02:19.720 --> 00:02:21.720]  寫了史詩記
[00:02:21.720 --> 00:02:24.720]  史詩記是要挖黑數羅
[00:02:24.720 --> 00:02:27.720]  而路德記是要解決
[00:02:27.720 --> 00:02:31.720]  大衛的祖母的一些問題
[00:02:31.720 --> 00:02:33.720]  因為他是一個愛邦人
[00:02:33.720 --> 00:02:38.720]  所以史詩記最終的主題是數羅
[00:02:38.720 --> 00:02:40.720]  十非皆全
[00:02:40.720 --> 00:02:44.720]  而路德記最終的主題是
[00:02:44.720 --> 00:02:46.720]  大衛才是賢君
[00:02:46.720 --> 00:02:48.720]  你要記住這件事
[00:02:48.720 --> 00:02:53.720]  那你就可以看得明白史詩記和路德記
[00:02:53.720 --> 00:02:56.720]  我們開始看第二章
[00:02:56.720 --> 00:02:58.720]  第二章田家初次邂逅
[00:02:58.720 --> 00:03:02.720]  但是其實第二章第二幕這個故事
[00:03:02.720 --> 00:03:07.720]  應該是由第一章最後一節開始看
[00:03:07.720 --> 00:03:09.720]  第一章最後一節說什麼呢?
[00:03:09.720 --> 00:03:12.720]  劉米從摩押回來了
[00:03:12.720 --> 00:03:17.720]  他的媳婦摩押女子路德跟他在一起
[00:03:17.720 --> 00:03:19.720]  兩個寡婦回來了
[00:03:19.720 --> 00:03:20.720]  回來了哪裡?
[00:03:20.720 --> 00:03:21.720]  很重要的
[00:03:21.720 --> 00:03:22.720]  回來了哪裡?
[00:03:22.720 --> 00:03:24.720]  他們到了
[00:03:24.720 --> 00:03:28.720]  伯利恆正式開始收割大陸的時候
[00:03:28.720 --> 00:03:30.720]  他們來到伯利恆
[00:03:30.720 --> 00:03:31.720]  想請問
[00:03:31.720 --> 00:03:33.720]  如果你是當時的猶太人
[00:03:33.720 --> 00:03:35.720]  伯利恆代表了什麼?
[00:03:35.720 --> 00:03:37.720]  代表了誰?
[00:03:37.720 --> 00:03:38.720]  伯利恆
[00:03:38.720 --> 00:03:40.720]  誰出於伯利恆?
[00:03:40.720 --> 00:03:42.720]  不是耶穌
[00:03:42.720 --> 00:03:44.720]  耶穌未有來到
[00:03:44.720 --> 00:03:45.720]  是誰?
[00:03:45.720 --> 00:03:46.720]  大衛
[00:03:46.720 --> 00:03:49.720]  大衛是伯利恆人
[00:03:49.720 --> 00:03:52.720]  現在有兩個寡婦去伯利恆
[00:03:52.720 --> 00:03:54.720]  接下來說
[00:03:54.720 --> 00:03:57.720]  這兩個寡婦有什麼遭遇就代表什麼呢?
[00:03:57.720 --> 00:03:59.720]  代表如果
[00:03:59.720 --> 00:04:02.720]  有些人有需要的去了伯利恆
[00:04:02.720 --> 00:04:04.720]  伯利恆會怎樣招待他們?
[00:04:04.720 --> 00:04:06.720]  你明白嗎?
[00:04:06.720 --> 00:04:08.720]  招待是很重要的
[00:04:08.720 --> 00:04:10.720]  在遠古近東
[00:04:10.720 --> 00:04:12.720]  以色列人的世界
[00:04:12.720 --> 00:04:14.720]  甚至去到初期教會
[00:04:14.720 --> 00:04:18.720]  招待是一個很重要的美德
[00:04:18.720 --> 00:04:22.720]  認識上帝的人是會招待人的
[00:04:22.720 --> 00:04:24.720]  所以這是很重要的
[00:04:24.720 --> 00:04:30.720]  如果有人去了大衛的地方
[00:04:30.720 --> 00:04:32.720]  大衛會怎樣招待他們呢?
[00:04:32.720 --> 00:04:36.720]  這就是那個例子
[00:04:36.720 --> 00:04:39.720]  現在你要想多一點
[00:04:39.720 --> 00:04:41.720]  這個故事
[00:04:41.720 --> 00:04:43.720]  如果有人去到伯利恆
[00:04:43.720 --> 00:04:45.720]  會怎樣被招待呢?
[00:04:45.720 --> 00:04:47.720]  其實是有一個
[00:04:47.720 --> 00:04:49.720]  反面教材
[00:04:49.720 --> 00:04:52.720]  有一個邪惡的雙胞胎
[00:04:52.720 --> 00:04:54.720]  你記得嗎?
[00:04:54.720 --> 00:04:56.720]  是有雙胞胎的
[00:04:56.720 --> 00:04:58.720]  第一個就是大衛才是賢君
[00:04:58.720 --> 00:05:00.720]  所以後面發生的好事
[00:05:00.720 --> 00:05:01.720]  告訴你
[00:05:01.720 --> 00:05:04.720]  如果大衛做皇帝就是這樣
[00:05:04.720 --> 00:05:05.720]  你明白嗎?
[00:05:05.720 --> 00:05:08.720]  如果你想要見到
[00:05:08.720 --> 00:05:10.720]  被人這樣招待
[00:05:10.720 --> 00:05:13.720]  請投大衛一票
[00:05:13.720 --> 00:05:15.720]  這個故事其實有一個
[00:05:15.720 --> 00:05:17.720]  反面的教材
[00:05:17.720 --> 00:05:19.720]  有一個邪惡的雙胞胎
[00:05:19.720 --> 00:05:22.720]  那個雙胞胎是在《史詩記》裏面
[00:05:22.720 --> 00:05:24.720]  《史詩記》的高潮
[00:05:24.720 --> 00:05:26.720]  我想大家可能忘記了
[00:05:26.720 --> 00:05:29.720]  我帶你回去看《史詩記》的高潮
[00:05:29.720 --> 00:05:31.720]  《史詩記》的高潮也是
[00:05:31.720 --> 00:05:37.720]  《聖經》到《史詩記》那段時間的低潮
[00:05:37.720 --> 00:05:41.720]  如果你想回到YouTube
[00:05:41.720 --> 00:05:44.720]  你可以找到《史詩記》最後一課
[00:05:44.720 --> 00:05:46.720]  最後一課是說什麼呢?
[00:05:46.720 --> 00:05:48.720]  應該是尾二課
[00:05:48.720 --> 00:05:53.720]  是說《史詩記》最後三章的情景
[00:05:53.720 --> 00:05:55.720]  的結尾
[00:05:55.720 --> 00:05:57.720]  是和《史詩記》不相干的
[00:05:57.720 --> 00:05:59.720]  但你看看這個故事是說什麼的
[00:05:59.720 --> 00:06:01.720]  當以色列中末有王的時候
[00:06:01.720 --> 00:06:04.720]  有一個尾尾人
[00:06:04.720 --> 00:06:06.720]  我不知道你記不記得這個故事
[00:06:06.720 --> 00:06:08.720]  這個故事是說
[00:06:08.720 --> 00:06:11.720]  他對不起妻妾
[00:06:11.720 --> 00:06:13.720]  妻妾走了老回家
[00:06:13.720 --> 00:06:15.720]  家裡好像百里行
[00:06:15.720 --> 00:06:16.720]  這個不是很重要的
[00:06:16.720 --> 00:06:19.720]  然後他就去接妻妾回家
[00:06:19.720 --> 00:06:22.720]  然後他的岳父經常留他
[00:06:22.720 --> 00:06:23.720]  留了幾天
[00:06:23.720 --> 00:06:24.720]  他說不行了
[00:06:24.720 --> 00:06:25.720]  我們無論如何都要走
[00:06:25.720 --> 00:06:27.720]  走得晚了
[00:06:27.720 --> 00:06:29.720]  於是他去到一個地方
[00:06:29.720 --> 00:06:30.720]  他要做一個決定
[00:06:30.720 --> 00:06:31.720]  會不會繼續走下去
[00:06:31.720 --> 00:06:35.720]  還是去基比亞留宿一天
[00:06:35.720 --> 00:06:39.720]  於是這個就是他回歸的路程
[00:06:39.720 --> 00:06:40.720]  當作是第十四節
[00:06:40.720 --> 00:06:43.720]  將到變雅敏的基比亞的時候
[00:06:43.720 --> 00:06:45.720]  太陽已經下山了
[00:06:45.720 --> 00:06:49.720]  他們進入基比亞要在那裡住宿
[00:06:49.720 --> 00:06:52.720]  為什麼這個故事
[00:06:52.720 --> 00:06:54.720]  是剛才故事的反應
[00:06:54.720 --> 00:06:55.720]  就是相反
[00:06:55.720 --> 00:06:57.720]  為什麼這個故事重要
[00:06:57.720 --> 00:06:59.720]  因為基比亞是什麼地方
[00:06:59.720 --> 00:07:03.720]  是蘇羅的家鄉
[00:07:03.720 --> 00:07:04.720]  你明白嗎
[00:07:04.720 --> 00:07:06.720]  如果蘇羅做皇帝
[00:07:06.720 --> 00:07:09.720]  整個以色列就變成了基比亞
[00:07:09.720 --> 00:07:11.720]  如果大衛做皇帝
[00:07:11.720 --> 00:07:13.720]  整個以色列就變成了百里行
[00:07:13.720 --> 00:07:14.720]  你明白嗎
[00:07:14.720 --> 00:07:15.720]  你看不看到
[00:07:15.720 --> 00:07:16.720]  所以重要的事情
[00:07:16.720 --> 00:07:18.720]  從頭到尾是告訴你
[00:07:18.720 --> 00:07:21.720]  大衛可以做成一個怎樣的君王
[00:07:21.720 --> 00:07:22.720]  OK
[00:07:22.720 --> 00:07:25.720]  大家大概記得這裡發生什麼事
[00:07:25.720 --> 00:07:27.720]  很悲慘
[00:07:27.720 --> 00:07:28.720]  有人在敲門
[00:07:28.720 --> 00:07:30.720]  其實這個故事
[00:07:30.720 --> 00:07:32.720]  又有一個舊的背景
[00:07:32.720 --> 00:07:35.720]  就是索多瑪
[00:07:35.720 --> 00:07:37.720]  索多瑪的故事
[00:07:37.720 --> 00:07:40.720]  因為以色列人的地方
[00:07:40.720 --> 00:07:42.720]  竟然變成了索多瑪
[00:07:42.720 --> 00:07:44.720]  上帝一定會審判等等
[00:07:44.720 --> 00:07:48.720]  所以這個故事劃黑了蘇羅
[00:07:48.720 --> 00:07:51.720]  而回來第二章的時候
[00:07:51.720 --> 00:07:52.720]  是要告訴你
[00:07:52.720 --> 00:07:53.720]  大衛做皇帝
[00:07:53.720 --> 00:07:55.720]  我們每個人都有福了
[00:07:55.720 --> 00:07:56.720]  OK
[00:07:56.720 --> 00:07:59.720]  所以在第二章開始的時候
[00:07:59.720 --> 00:08:02.720]  就帶了一個新的人進來
[00:08:02.720 --> 00:08:04.720]  這個新的人叫波亞斯
[00:08:04.720 --> 00:08:05.720]  第一次出場
[00:08:05.720 --> 00:08:06.720]  波亞斯
[00:08:06.720 --> 00:08:07.720]  有很多人
[00:08:07.720 --> 00:08:09.720]  如果你去看解經書
[00:08:09.720 --> 00:08:10.720]  他會告訴你
[00:08:10.720 --> 00:08:12.720]  波亞斯是代表了耶和華
[00:08:12.720 --> 00:08:16.720]  就是耶和華怎樣去接待一個愛邦女子
[00:08:16.720 --> 00:08:17.720]  等等
[00:08:17.720 --> 00:08:18.720]  也對的
[00:08:18.720 --> 00:08:20.720]  但是我想你再想一件事
[00:08:20.720 --> 00:08:23.720]  波亞斯是代表著大衛
[00:08:23.720 --> 00:08:26.720]  波亞斯是大衛的祖父
[00:08:26.720 --> 00:08:27.720]  你明白嗎
[00:08:27.720 --> 00:08:32.720]  大衛是賢君
[00:08:32.720 --> 00:08:33.720]  他是賢君之祖
[00:08:33.720 --> 00:08:34.720]  你明白嗎
[00:08:34.720 --> 00:08:40.720]  如果你想以後好像這個場景
[00:08:40.720 --> 00:08:41.720]  麻煩你投大衛一票
[00:08:41.720 --> 00:08:45.720]  因為大衛可以將這個場景帶進來以色列
[00:08:45.720 --> 00:08:46.720]  OK
[00:08:46.720 --> 00:08:47.720]  好 開始
[00:08:47.720 --> 00:08:49.720]  南俄米有一個親戚
[00:08:49.720 --> 00:08:52.720]  是他丈夫以利米納本族的人
[00:08:52.720 --> 00:08:53.720]  名叫波亞斯
[00:08:53.720 --> 00:08:54.720]  是個大財主
[00:08:54.720 --> 00:08:56.720]  但是中文翻譯是大財主
[00:08:56.720 --> 00:08:58.720]  是沒有辦法的
[00:08:58.720 --> 00:09:01.720]  但是這個翻譯其實是很難翻的
[00:09:01.720 --> 00:09:04.720]  有聖經學者告訴原文
[00:09:04.720 --> 00:09:08.720]  其實這個人叫A man of power
[00:09:08.720 --> 00:09:09.720]  OK
[00:09:09.720 --> 00:09:12.720]  其中一個用法是
[00:09:12.720 --> 00:09:14.720]  他是一個戰士
[00:09:14.720 --> 00:09:16.720]  一個勇猛的戰士
[00:09:16.720 --> 00:09:17.720]  這件事很有趣
[00:09:17.720 --> 00:09:18.720]  為什麼呢
[00:09:18.720 --> 00:09:21.720]  因為整個故事發生在什麼時代
[00:09:21.720 --> 00:09:24.720]  史詩和當政的時候
[00:09:24.720 --> 00:09:25.720]  但是沒有一個好史詩
[00:09:25.720 --> 00:09:27.720]  每個都是壞人
[00:09:27.720 --> 00:09:30.720]  在史詩和當政的時候
[00:09:30.720 --> 00:09:32.720]  竟然有一個勇猛的戰士
[00:09:32.720 --> 00:09:35.720]  還有原文希伯來文
[00:09:35.720 --> 00:09:38.720]  不單止可以說他是一個勇猛的戰士
[00:09:38.720 --> 00:09:39.720]  的鬥士
[00:09:39.720 --> 00:09:41.720]  也可以說他是一個優秀的人
[00:09:41.720 --> 00:09:44.720]  他是一個很有重量的人
[00:09:44.720 --> 00:09:45.720]  不是說他很重
[00:09:45.720 --> 00:09:50.720]  是說他的道德很重
[00:09:50.720 --> 00:09:54.720]  他是一個非常有道德的人
[00:09:54.720 --> 00:09:57.720]  甚至猶太拉比將他解作
[00:09:57.720 --> 00:10:01.720]  他是一個熟讀上帝律法的人
[00:10:01.720 --> 00:10:03.720]  和遵行上帝律法的人
[00:10:03.720 --> 00:10:05.720]  你不管猶太拉比對不對
[00:10:05.720 --> 00:10:08.720]  整個故事是告訴我們這件事
[00:10:08.720 --> 00:10:11.720]  這個人絕對有高尚的人格等等
[00:10:11.720 --> 00:10:17.720]  一個有高尚人格的勇猛的鬥士
[00:10:17.720 --> 00:10:19.720]  就是史詩沒有的
[00:10:19.720 --> 00:10:20.720]  於是就告訴我們
[00:10:20.720 --> 00:10:22.720]  這個人是值得我們信靠的
[00:10:22.720 --> 00:10:24.720]  這個就是整個故事的主角
[00:10:24.720 --> 00:10:26.720]  在這個開始的時候不單止這樣
[00:10:26.720 --> 00:10:29.720]  他還說他是一個親戚
[00:10:29.720 --> 00:10:30.720]  是伊利米勒的親戚
[00:10:30.720 --> 00:10:32.720]  和他是他的觀眾人
[00:10:32.720 --> 00:10:35.720]  就是說以後有機會可以將他們拯救
[00:10:35.720 --> 00:10:38.720]  由他們現在破產的時候
[00:10:38.720 --> 00:10:41.720]  將他們的產業贖回
[00:10:41.720 --> 00:10:43.720]  不過這個只是一個夢
[00:10:43.720 --> 00:10:46.720]  現在要等下一章才去說
[00:10:46.720 --> 00:10:50.720]  你現在大概知道這個故事說什麼
[00:10:50.720 --> 00:10:51.720]  我會說快一點
[00:10:51.720 --> 00:10:54.720]  因為我想到最後讓你看到這個形容
[00:10:54.720 --> 00:10:58.720]  摩訶女子路德對南無米說
[00:10:58.720 --> 00:11:02.720]  讓我到田裡去拾取墨遂
[00:11:02.720 --> 00:11:05.720]  我在誰的眼中蒙恩
[00:11:05.720 --> 00:11:08.720]  就跟在誰的身後
[00:11:08.720 --> 00:11:11.720]  南無米說女兒你去吧
[00:11:11.720 --> 00:11:14.720]  你發覺路德是有一個花名
[00:11:14.720 --> 00:11:16.720]  那個花名叫什麼
[00:11:16.720 --> 00:11:18.720]  摩訶女
[00:11:18.720 --> 00:11:21.720]  其實這幾次都出現過摩訶女
[00:11:21.720 --> 00:11:22.720]  出現過三次
[00:11:22.720 --> 00:11:24.720]  但是她摩訶女之餘
[00:11:24.720 --> 00:11:26.720]  她又經常被人叫女兒
[00:11:26.720 --> 00:11:28.720]  你看到這個轉變
[00:11:28.720 --> 00:11:30.720]  儘管她是一個摩訶女子
[00:11:30.720 --> 00:11:34.720]  但她慢慢已經被接納為
[00:11:34.720 --> 00:11:37.720]  這個聖若中的子民的一部分
[00:11:37.720 --> 00:11:40.720]  有人問為什麼她在這個時候
[00:11:40.720 --> 00:11:42.720]  你想一下她是三不識七
[00:11:42.720 --> 00:11:47.720]  去了一個從來沒有去過的地方
[00:11:47.720 --> 00:11:49.720]  為什麼她敢出去呢
[00:11:49.720 --> 00:11:52.720]  有幾個理由
[00:11:52.720 --> 00:11:54.720]  有些人說她天生無知
[00:11:54.720 --> 00:11:55.720]  有些人說她沒辦法
[00:11:55.720 --> 00:11:57.720]  那時候貧民絕望
[00:11:57.720 --> 00:11:59.720]  再不出去找東西吃就會餓死
[00:11:59.720 --> 00:12:01.720]  我想還有一個可能性
[00:12:01.720 --> 00:12:06.720]  就是她已經來到耶和華的地頭
[00:12:06.720 --> 00:12:08.720]  你明白嗎
[00:12:08.720 --> 00:12:11.720]  她由摩訶地去了伯利恆
[00:12:11.720 --> 00:12:13.720]  伯利恆是耶和華的地頭
[00:12:13.720 --> 00:12:15.720]  耶和華的應許之地
[00:12:15.720 --> 00:12:17.720]  想不想出去玩
[00:12:17.720 --> 00:12:19.720]  想
[00:12:19.720 --> 00:12:22.720]  我想看看耶和華的地頭是怎樣的
[00:12:22.720 --> 00:12:24.720]  我相信在耶和華的地頭
[00:12:24.720 --> 00:12:26.720]  他會照顧我
[00:12:26.720 --> 00:12:28.720]  如果我去拍這套戲
[00:12:28.720 --> 00:12:31.720]  他就不是很悲慘地走出去
[00:12:31.720 --> 00:12:33.720]  碰碰運氣那種
[00:12:33.720 --> 00:12:37.720]  他帶著微笑帶著期待出去
[00:12:37.720 --> 00:12:42.720]  因為他相信他已經到達耶和華的地方
[00:12:42.720 --> 00:12:45.720]  路德就出去了
[00:12:45.720 --> 00:12:47.720]  他來到田間收割
[00:12:47.720 --> 00:12:48.720]  拾取麥穗
[00:12:48.720 --> 00:12:50.720]  他考考
[00:12:50.720 --> 00:12:51.720]  不是
[00:12:51.720 --> 00:12:53.720]  考
[00:12:53.720 --> 00:12:54.720]  黑考
[00:12:54.720 --> 00:12:56.720]  他黑考來到
[00:12:56.720 --> 00:12:59.720]  以利米勒滿族的人
[00:12:59.720 --> 00:13:02.720]  波瓦斯那塊田地
[00:13:02.720 --> 00:13:03.720]  哪有這麼巧合的
[00:13:03.720 --> 00:13:05.720]  聖經很喜歡說黑考
[00:13:05.720 --> 00:13:07.720]  黑考就是耶和華搞的
[00:13:07.720 --> 00:13:10.720]  我想大家明白這個道理
[00:13:10.720 --> 00:13:13.720]  聖經有另一本書是女人書
[00:13:13.720 --> 00:13:16.720]  就是以西帖記
[00:13:16.720 --> 00:13:19.720]  以西帖記從頭到尾沒有說上帝的名字
[00:13:19.720 --> 00:13:21.720]  上帝是不存在的
[00:13:21.720 --> 00:13:23.720]  但其實從頭到尾都是關於上帝
[00:13:23.720 --> 00:13:27.720]  所以這個寫作手法哪有這麼巧合
[00:13:27.720 --> 00:13:32.720]  由頭到尾都是上帝將他帶到波瓦斯這裡
[00:13:32.720 --> 00:13:36.720]  漢南波瓦斯正從伯里行來
[00:13:36.720 --> 00:13:38.720]  波瓦斯是伯里行人
[00:13:38.720 --> 00:13:44.720]  你看伯里行人怎麼對寡婦那些窮人
[00:13:44.720 --> 00:13:46.720]  你知道伯里行人很厲害
[00:13:46.720 --> 00:13:48.720]  大衛也是伯里行人
[00:13:48.720 --> 00:13:50.720]  你投誰呢
[00:13:50.720 --> 00:13:52.720]  你明白嗎
[00:13:52.720 --> 00:13:54.720]  從伯里行來對修國的人說
[00:13:54.720 --> 00:13:57.720]  冤耶和華與你們同在
[00:13:57.720 --> 00:14:01.720]  這是故事裡面第三個人呼叫耶和華的名字
[00:14:01.720 --> 00:14:03.720]  之前有兩個
[00:14:03.720 --> 00:14:05.720]  一個是南河米第一個
[00:14:05.720 --> 00:14:06.720]  第二個是路德
[00:14:06.720 --> 00:14:10.720]  第三個就是波瓦斯
[00:14:10.720 --> 00:14:14.720]  我們已經分析過第一個章節
[00:14:14.720 --> 00:14:18.720]  我們知道南河米和耶和華不是很熟
[00:14:18.720 --> 00:14:20.720]  但反而路德和耶和華熟
[00:14:20.720 --> 00:14:22.720]  現在你會馬上猜
[00:14:22.720 --> 00:14:25.720]  第三個人和耶和華熟不熟呢
[00:14:25.720 --> 00:14:26.720]  當然是熟
[00:14:26.720 --> 00:14:29.720]  他們對他說冤耶和華似乎不及你
[00:14:29.720 --> 00:14:33.720]  他們就是他們的親戚
[00:14:33.720 --> 00:14:37.720]  我覺得他們是一個迴響
[00:14:37.720 --> 00:14:39.720]  就像唱山歌一樣
[00:14:39.720 --> 00:14:42.720]  主音說了然後迴響
[00:14:42.720 --> 00:14:47.720]  但這裡開始說一件很有趣的事情
[00:14:47.720 --> 00:14:50.720]  就是波瓦斯這個領袖
[00:14:50.720 --> 00:14:52.720]  在這個田間
[00:14:52.720 --> 00:14:54.720]  近伯里行的田間
[00:14:54.720 --> 00:14:58.720]  開始建立一個新的群體
[00:14:58.720 --> 00:15:00.720]  在這個新的群體裡
[00:15:00.720 --> 00:15:03.720]  耶和華的名字不是只有「港」字
[00:15:03.720 --> 00:15:07.720]  耶和華真是用來馴服
[00:15:07.720 --> 00:15:09.720]  真是活出來的
[00:15:09.720 --> 00:15:10.720]  你明白嗎
[00:15:10.720 --> 00:15:14.720]  這裡說的是波瓦斯是一個怎樣的領袖
[00:15:14.720 --> 00:15:18.720]  波瓦斯對監督修國的僕人說
[00:15:18.720 --> 00:15:20.720]  那是誰家的女子
[00:15:20.720 --> 00:15:21.720]  僕人回答說
[00:15:21.720 --> 00:15:22.720]  那是摩訶女子
[00:15:22.720 --> 00:15:23.720]  又是摩訶女
[00:15:23.720 --> 00:15:25.720]  又是他的化名
[00:15:25.720 --> 00:15:29.720]  跟隨南河米從摩訶地回來的
[00:15:29.720 --> 00:15:34.720]  她說請你容許我拾取墨水
[00:15:34.720 --> 00:15:37.720]  正修國的人身後
[00:15:37.720 --> 00:15:45.720]  檢禍群中掉落的墨水
[00:15:45.720 --> 00:15:46.720]  這些夠弱的
[00:15:46.720 --> 00:15:48.720]  就是說他容許那些窮人去做這件事
[00:15:48.720 --> 00:15:49.720]  我們不多說了
[00:15:49.720 --> 00:15:50.720]  他就來了
[00:15:50.720 --> 00:15:53.720]  從早晨到如今
[00:15:53.720 --> 00:15:55.720]  除了在屋子裡坐一會兒
[00:15:55.720 --> 00:15:57.720]  他都留在這裡
[00:15:57.720 --> 00:15:59.720]  這是說他很勤力
[00:15:59.720 --> 00:16:01.720]  這是很重要的
[00:16:01.720 --> 00:16:04.720]  因為如果你知道在猶太人的聖經裡
[00:16:04.720 --> 00:16:07.720]  路德記就不是放在史詩記後面
[00:16:07.720 --> 00:16:09.720]  是放在真言後面
[00:16:09.720 --> 00:16:10.720]  為什麼呢
[00:16:10.720 --> 00:16:11.720]  因為真言最後一章
[00:16:11.720 --> 00:16:15.720]  三章一章是賢德的婦人
[00:16:15.720 --> 00:16:18.720]  所以他是孟絕賢德的婦人
[00:16:18.720 --> 00:16:20.720]  賢德婦人其中一件事就是
[00:16:20.720 --> 00:16:23.720]  由早到晚都高劇
[00:16:23.720 --> 00:16:24.720]  當然不是
[00:16:24.720 --> 00:16:28.720]  由早到晚都很努力在這裡做工
[00:16:28.720 --> 00:16:30.720]  這是賢德的婦人
[00:16:30.720 --> 00:16:31.720]  所以故意告訴你
[00:16:31.720 --> 00:16:34.720]  她是一個賢德的女子
[00:16:34.720 --> 00:16:36.720]  邦亞斯對路德說
[00:16:36.720 --> 00:16:37.720]  女兒啊
[00:16:37.720 --> 00:16:40.720]  聽我說不要再別人的前女
[00:16:40.720 --> 00:16:41.720]  去拾取墨水
[00:16:41.720 --> 00:16:43.720]  也不要離開這女
[00:16:43.720 --> 00:16:48.720]  要緊跟著我的女僕們
[00:16:48.720 --> 00:16:50.720]  這個緊跟是有意思的
[00:16:50.720 --> 00:16:52.720]  之前第一章裡面就是說
[00:16:52.720 --> 00:16:57.720]  當她的另外一個媳婦走的時候
[00:16:57.720 --> 00:16:59.720]  路德卻要緊跟著
[00:16:59.720 --> 00:17:02.720]  其實原文的意思是
[00:17:02.720 --> 00:17:04.720]  抱著死都不放
[00:17:04.720 --> 00:17:06.720]  很緊的跟隨
[00:17:06.720 --> 00:17:08.720]  他現在叫她緊跟那些女僕人
[00:17:08.720 --> 00:17:12.720]  但其實他是叫她緊跟著她自己
[00:17:12.720 --> 00:17:15.720]  不要離開我的地
[00:17:15.720 --> 00:17:19.720]  你要看我的僕人正在那塊田收割
[00:17:19.720 --> 00:17:23.720]  就跟著女僕們去
[00:17:23.720 --> 00:17:26.720]  我已經吩咐僕人不可侵犯你
[00:17:26.720 --> 00:17:29.720]  你喝水可以到水缸那裡去
[00:17:29.720 --> 00:17:31.720]  僕人打來的水
[00:17:31.720 --> 00:17:36.720]  他現在做的事已經超越了律法的要求
[00:17:36.720 --> 00:17:39.720]  他沒有這樣的責任
[00:17:39.720 --> 00:17:41.720]  他沒有需要照顧她到這樣
[00:17:41.720 --> 00:17:42.720]  頂撞給他
[00:17:42.720 --> 00:17:44.720]  他現在說什麼呢
[00:17:44.720 --> 00:17:46.720]  你去到那裡
[00:17:46.720 --> 00:17:47.720]  你跟著他們收割
[00:17:47.720 --> 00:17:49.720]  然後有君婦人要保護她
[00:17:49.720 --> 00:17:51.720]  然後有水也要喝
