
[00:00:00.000 --> 00:00:03.140]  感謝主和大家一起來分享這篇的信息
[00:01:38.580 --> 00:01:40.900]  所以這場運動怎麼能推行到底呢
[00:01:40.900 --> 00:01:42.020]  進行不下去
[00:01:42.020 --> 00:01:49.220]  第三 同時缺乏足夠的人員進行有效的監督
[00:01:49.220 --> 00:01:52.420]  哦 這是爲什麼中國有這麼多攝像頭對吧
[00:01:52.420 --> 00:01:55.660]  當時有攝像頭你一吐痰啪拍下來五百塊
[00:01:55.660 --> 00:01:57.700]  這場運動就能進行下去了
[00:01:57.700 --> 00:02:00.940]  沒有 沒有人監督 沒有攝像頭來拍攝
[00:02:00.940 --> 00:02:03.900]  所以這場運動終究失敗了
[00:02:03.900 --> 00:02:07.020]  各位啊 雍子妹是這些原因嗎
[00:02:07.020 --> 00:02:11.220]  給夠了錢就有新生活了嗎
[00:02:11.220 --> 00:02:15.060]  有人在這裏supervise 你就有新生活了嗎
[00:02:15.060 --> 00:02:17.860]  是不是這樣子呢
[00:02:17.860 --> 00:02:20.500]  今天我們讀的這一段經文當中
[00:02:20.500 --> 00:02:23.180]  你會發現也有一些的道德要求
[00:02:23.180 --> 00:02:26.380]  不可以說謊 對不對
[00:02:26.380 --> 00:02:29.580]  不可以生氣發怒 要控制你的脾氣 對不對
[00:02:29.580 --> 00:02:32.460]  等等等等 也有這樣的一些的要求
[00:02:32.460 --> 00:02:36.660]  但是這一切我們基督教信仰當中的倫理道德
[00:02:36.660 --> 00:02:39.740]  和這其他社會上的
[00:02:39.740 --> 00:02:43.060]  或者是其他宗教當中的這些道德規範
[00:02:43.060 --> 00:02:44.540]  有什麼不同呢
[00:02:44.540 --> 00:02:46.060]  我用一言以蔽之
[00:02:46.060 --> 00:02:51.060]  叫做沒有新生命 哪裏來的新生活
[00:02:51.060 --> 00:02:54.660]  如果今天沒有新生命 哪裏來的新生活呢
[00:02:54.660 --> 00:02:56.700]  所以這個世界上 各位
[00:02:56.700 --> 00:02:59.340]  一切的社會進步的運動
[00:02:59.340 --> 00:03:02.780]  到最後都是沒有用的
[00:03:02.780 --> 00:03:06.380]  因爲他們沒有辦法提供一個新的生命
[00:03:06.380 --> 00:03:08.980]  你沒有辦法通過一個新的規定
[00:03:08.980 --> 00:03:11.740]  一個新的要求 一個新造的標準
[00:03:11.740 --> 00:03:14.740]  來塑造一羣新人類 你知道嗎
[00:03:14.740 --> 00:03:18.660]  除非他已經是一羣新造的人
[00:03:18.660 --> 00:03:24.780]  否則 然後呢 他們纔可能有新的生活
[00:03:24.780 --> 00:03:28.260]  一切行爲的背後是品德
[00:03:28.260 --> 00:03:31.340]  一切品德的背後是生命
[00:03:31.340 --> 00:03:36.740]  而聖經告訴我們 生命源於基督
[00:03:36.740 --> 00:03:40.020]  如果我們裏面沒有得到基督做我們的生命
[00:03:40.020 --> 00:03:47.260]  所有的行爲叫做官僚形式化
[00:03:47.260 --> 00:03:49.260]  各位 這段經文
[00:03:49.260 --> 00:03:51.180]  第十二節一開始就說
[00:03:51.180 --> 00:03:54.980]  你們學了基督卻不是這樣
[00:03:54.980 --> 00:03:57.420]  你們學了基督就不再是
[00:03:57.420 --> 00:04:00.260]  舊造的那些的性情了
[00:04:00.260 --> 00:04:03.740]  什麼叫做學了基督呢
[00:04:03.740 --> 00:04:06.660]  我誤觸
[00:04:06.660 --> 00:04:08.380]  什麼叫做學了基督呢
[00:04:08.380 --> 00:04:10.260]  學了基督這個短語是
[00:04:10.260 --> 00:04:13.540]  以夫所諸非常獨特的一個用法
[00:04:13.540 --> 00:04:16.860]  整本聖經其實這是獨一處的
[00:04:16.860 --> 00:04:18.900]  通常學習這個字
[00:04:18.900 --> 00:04:21.740]  在當時的社會背景當中
[00:04:21.740 --> 00:04:22.940]  其實現在也是這樣
[00:04:22.940 --> 00:04:26.860]  學了物理 學了數學 學了英文 對吧
[00:04:26.860 --> 00:04:28.780]  你一定要學的對象是有內容
[00:04:28.780 --> 00:04:30.260]  學了基督
[00:04:30.260 --> 00:04:32.420]  什麼叫做學了基督
[00:04:32.420 --> 00:04:35.300]  基督是一門學問嗎
[00:04:35.300 --> 00:04:38.420]  基督是一個教育體系嗎
[00:04:38.420 --> 00:04:40.260]  顯然不是如此的
[00:04:40.260 --> 00:04:41.860]  我給大家舉一個例子
[00:04:41.860 --> 00:04:44.620]  曾經有一個人一心學武
[00:04:44.620 --> 00:04:45.620]  一心習武
[00:04:45.620 --> 00:04:47.380]  然後跑到山上去拜師
[00:04:47.380 --> 00:04:48.580]  爲什麼拜師呢
[00:04:48.580 --> 00:04:51.740]  因爲據說這個人是天下第一劍客
[00:04:51.740 --> 00:04:53.060]  功夫了得
[00:04:53.060 --> 00:04:54.580]  他就跑到山上去拜這個師父
[00:04:54.580 --> 00:04:56.140]  這個師父也收了他
[00:04:56.140 --> 00:04:59.140]  收了他就帶他參觀
[00:04:59.140 --> 00:05:00.900]  這個山上他的武器庫
[00:05:00.900 --> 00:05:02.340]  他的劍房
[00:05:02.340 --> 00:05:04.300]  各式各樣琳琅滿目的武器
[00:05:04.300 --> 00:05:07.380]  然後指着牆上掛着一把寶劍說
[00:05:07.380 --> 00:05:09.220]  這把劍就是我二十年前
[00:05:09.220 --> 00:05:11.620]  打遍天下無敵手
[00:05:11.620 --> 00:05:15.500]  取得武林第一的那把寶劍
[00:05:15.500 --> 00:05:18.860]  當天晚上這個徒弟就睡不着了
[00:05:18.860 --> 00:05:21.100]  反來覆去睡不着了
[00:05:21.100 --> 00:05:23.460]  然後他做了一個決定
[00:05:23.460 --> 00:05:28.300]  他徹夜偷了那把寶劍就下山了
[00:05:28.300 --> 00:05:29.460]  各位 爲什麼
[00:05:29.460 --> 00:05:31.540]  因爲他以爲拿到那把劍
[00:05:31.540 --> 00:05:33.860]  他就天下無敵了
[00:05:33.860 --> 00:05:35.220]  拿到那把劍
[00:05:35.220 --> 00:05:37.060]  他就武林第一了
[00:05:37.060 --> 00:05:40.860]  是這樣嗎
[00:05:40.860 --> 00:05:42.220]  各位啊
[00:05:42.220 --> 00:05:44.300]  亞當以爲喫了那個果子
[00:05:44.300 --> 00:05:46.260]  我就像神一樣了
[00:05:46.260 --> 00:05:48.100]  人類自古以來都是這樣
[00:05:48.100 --> 00:05:51.900]  你不要以爲這個故事這麼荒謬
[00:05:51.900 --> 00:05:53.180]  這個人大家都認識
[00:05:53.180 --> 00:05:57.380]  這個人是誰
[00:05:57.380 --> 00:05:59.500]  印度鄰居 對吧
[00:05:59.500 --> 00:06:00.860]  聖雄甘地
[00:06:00.860 --> 00:06:05.380]  他是一個民主人權的一個領袖
[00:06:05.380 --> 00:06:06.780]  他在印度發起了一場
[00:06:06.780 --> 00:06:09.300]  非暴力不合作的人權運動
[00:06:09.300 --> 00:06:10.540]  我們知道非常
[00:06:10.540 --> 00:06:13.140]  他被稱爲印度的國父 對吧
[00:06:13.140 --> 00:06:14.140]  各位
[00:06:14.140 --> 00:06:17.260]  你知道甘地就是這個
[00:06:17.260 --> 00:06:19.180]  拜師學藝的這個徒弟
[00:06:19.180 --> 00:06:20.460]  他在南非的時候
[00:06:20.460 --> 00:06:21.500]  他走進教會
[00:06:21.500 --> 00:06:23.300]  他被聖經所吸引
[00:06:23.300 --> 00:06:26.460]  他被耶穌的教導所吸引
[00:06:26.460 --> 00:06:28.380]  他覺得耶穌的教導真好
[00:06:28.380 --> 00:06:30.900]  但是呢 他又不想成爲基督徒
[00:06:30.900 --> 00:06:32.260]  他又沒有信耶穌
[00:06:32.260 --> 00:06:33.860]  所以呢 他說
[00:06:33.860 --> 00:06:35.300]  耶穌我不要
[00:06:35.300 --> 00:06:38.020]  但是耶穌的教訓我領受了
[00:06:38.020 --> 00:06:40.380]  他就是根據登山寶訓
[00:06:40.380 --> 00:06:43.500]  他就是根據人家打他這邊給那邊打
[00:06:43.500 --> 00:06:47.420]  他就根據聖經上這些美善的道德教訓
[00:06:47.420 --> 00:06:48.820]  發起了一場革命
[00:06:48.820 --> 00:06:50.060]  發生了一場運動
[00:06:50.060 --> 00:06:52.060]  叫做非暴力不合作的運動
[00:06:52.060 --> 00:06:56.140]  也蠻成功的 對吧
[00:06:56.140 --> 00:06:57.380]  但是呢
[00:06:57.380 --> 00:06:59.900]  終究他不是一個基督徒
[00:06:59.900 --> 00:07:04.780]  終究到底他沒有真正的這裏說的
[00:07:04.780 --> 00:07:07.460]  學了耶穌
[00:07:07.460 --> 00:07:10.020]  各位 從某個角度上講
[00:07:10.020 --> 00:07:11.980]  讓我講一句比較大膽的話
[00:07:11.980 --> 00:07:14.340]  張博士膽大包天
[00:07:14.340 --> 00:07:16.660]  耶穌其實不是一個好老師
[00:07:16.660 --> 00:07:17.900]  你知道嗎
[00:07:17.900 --> 00:07:18.900]  從某種意義上
[00:07:18.900 --> 00:07:23.580]  耶穌本身不是一個特別好的老師
[00:07:23.580 --> 00:07:25.060]  我舉一個例子
[00:07:25.060 --> 00:07:27.180]  如果今天
[00:07:27.180 --> 00:07:29.260]  我曾經在小組好像用過
[00:07:29.260 --> 00:07:31.260]  你給一個五歲的孩子
[00:07:31.260 --> 00:07:32.500]  你的兒子五歲了
[00:07:32.500 --> 00:07:34.260]  開始學鋼琴了
[00:07:34.260 --> 00:07:37.180]  就請了一個大師級的人物
[00:07:37.180 --> 00:07:39.060]  然後他來到你家的鋼琴上
[00:07:39.060 --> 00:07:40.180]  嗶嗶嗶嗶嗶嗶
[00:07:40.180 --> 00:07:42.460]  彈了一首貝多芬的
[00:07:42.460 --> 00:07:44.900]  叫做離別奏餅曲
[00:07:44.900 --> 00:07:45.900]  好像很難
[00:07:45.900 --> 00:07:47.300]  我不懂鋼琴
[00:07:47.300 --> 00:07:48.660]  哇 彈完之後
[00:07:48.660 --> 00:07:49.460]  我彈完了
[00:07:49.460 --> 00:07:51.500]  接下來指着五歲的孩子說
[00:07:51.500 --> 00:07:52.620]  該你了
[00:07:52.620 --> 00:07:54.780]  請問他是一個好老師嗎
[00:07:54.780 --> 00:07:55.900]  寶怡不是對吧
[00:07:55.900 --> 00:07:56.780]  寶怡教鋼琴的
[00:07:56.780 --> 00:07:57.500]  不是嗎
[00:07:57.500 --> 00:07:58.100]  爲什麼
[00:07:58.100 --> 00:07:59.980]  要循序漸進嘛
[00:07:59.980 --> 00:08:01.260]  但是你看耶穌
[00:08:01.260 --> 00:08:02.820]  耶穌在登山寶訓中講
[00:08:02.820 --> 00:08:04.500]  重新詮釋實踐
[00:08:04.500 --> 00:08:06.700]  重新把神的話詮釋出來
[00:08:06.700 --> 00:08:08.780]  那個標準要求如此之高
[00:08:08.780 --> 00:08:10.100]  然後說完之後他就說
[00:08:10.100 --> 00:08:10.980]  你們的意
[00:08:10.980 --> 00:08:13.740]  如果不勝過聞師和法利塞人的意
[00:08:13.740 --> 00:08:14.860]  斷不能進深谷
[00:08:14.860 --> 00:08:16.740]  哎呦 拜託
[00:08:16.740 --> 00:08:18.180]  誰在那裏聽啊
[00:08:18.180 --> 00:08:19.100]  打魚的
[00:08:19.100 --> 00:08:20.340]  收水的
[00:08:20.340 --> 00:08:21.140]  三教九流
[00:08:21.140 --> 00:08:22.020]  山村野夫
[00:08:22.020 --> 00:08:23.700]  全都是這樣的學生哦
[00:08:23.700 --> 00:08:24.140]  他說
[00:08:24.140 --> 00:08:24.740]  聽完了
[00:08:24.740 --> 00:08:26.700]  你們要超過聞師和法利塞人
[00:08:26.700 --> 00:08:28.780]  人家是社會精英哦
[00:08:28.780 --> 00:08:30.060]  哎 不僅如此哦
[00:08:30.060 --> 00:08:31.260]  甚至說
[00:08:31.260 --> 00:08:32.580]  你們要完全
[00:08:32.580 --> 00:08:34.860]  像誰一樣完全
[00:08:34.860 --> 00:08:35.860]  哎 基督徒們
[00:08:35.860 --> 00:08:37.060]  像誰一樣完全
[00:08:37.060 --> 00:08:40.220]  像你們天上的父一樣完全
[00:08:40.220 --> 00:08:41.420]  Come on
[00:08:41.420 --> 00:08:44.900]  這真的是Mission impossible
[00:08:44.900 --> 00:08:47.060]  哎 耶穌講着講着還說什麼呢
[00:08:47.060 --> 00:08:48.660]  更聳人聽聞
[00:08:48.660 --> 00:08:49.820]  哎 你們啊
[00:08:49.820 --> 00:08:51.740]  你們不要以爲行姦淫纔是姦淫
[00:08:51.740 --> 00:08:52.740]  你們這些做弟兄的
[00:08:52.740 --> 00:08:54.300]  你們眼睛看了富人
[00:08:54.300 --> 00:08:56.420]  心中起念就是犯奸淫了
[00:08:56.420 --> 00:08:57.860]  要求高不高
[00:08:57.860 --> 00:08:58.900]  高嘛
[00:08:58.900 --> 00:09:00.500]  但是一旦犯了怎麼辦呢
[00:09:00.500 --> 00:09:01.260]  他說
[00:09:01.260 --> 00:09:04.180]  如果你的右眼
[00:09:04.180 --> 00:09:06.380]  看了怎麼辦
[00:09:06.380 --> 00:09:08.260]  挖出來
[00:09:08.260 --> 00:09:10.500]  丟掉
[00:09:10.500 --> 00:09:13.180]  沒這樣的老師吧
[00:09:13.180 --> 00:09:14.900]  沒這樣教學的吧
[00:09:14.900 --> 00:09:15.860]  這個琴沒彈好
[00:09:15.860 --> 00:09:17.780]  砍了
[00:09:17.780 --> 00:09:20.460]  這個指頭不能要了
[00:09:20.460 --> 00:09:21.740]  Come on
[00:09:21.740 --> 00:09:23.060]  弟兄姊妹
[00:09:23.060 --> 00:09:24.300]  讓我這樣說
[00:09:24.300 --> 00:09:25.420]  耶穌在這裏
[00:09:25.420 --> 00:09:30.660]  不是要教導我們一羣高超的理念
[00:09:30.660 --> 00:09:33.220]  基督教道德理念
[00:09:33.220 --> 00:09:34.940]  基督教道德標準
[00:09:34.940 --> 00:09:36.460]  不是的
[00:09:36.460 --> 00:09:37.620]  各位
[00:09:37.620 --> 00:09:39.940]  什麼叫做學了基督
[00:09:39.940 --> 00:09:41.980]  什麼叫做學基督
[00:09:41.980 --> 00:09:43.580]  我也用這本書
[00:09:43.580 --> 00:09:45.780]  叫做
[00:09:45.780 --> 00:09:47.580]  這個白
[00:09:47.580 --> 00:09:49.060]  歐白恩啊
[00:09:49.060 --> 00:09:52.500]  那他在這本著實書當中
[00:09:52.500 --> 00:09:54.260]  他是這樣解釋這句經文
[00:09:54.260 --> 00:09:54.860]  他說
[00:09:54.860 --> 00:09:58.500]  學習基督意味着愛上耶穌
[00:09:58.500 --> 00:10:00.220]  啊 各位
[00:10:00.220 --> 00:10:02.300]  你學物理不見的愛
[00:10:02.300 --> 00:10:04.140]  但是這裏有一個有味格的
[00:10:04.140 --> 00:10:07.420]  愛上耶穌這個活生生的人
[00:10:07.420 --> 00:10:08.220]  並且呢
[00:10:08.220 --> 00:10:09.740]  接受他的教訓
[00:10:09.740 --> 00:10:11.140]  順服他的法則
[00:10:11.140 --> 00:10:12.420]  回應他的呼召
[00:10:12.420 --> 00:10:14.740]  接受他一切的標準和價值觀
[00:10:14.740 --> 00:10:17.580]  成爲你的價值觀
[00:10:17.580 --> 00:10:20.020]  這是一種聯合你知道嗎
[00:10:20.020 --> 00:10:22.620]  這是一種在愛中的聯合
[00:10:22.620 --> 00:10:23.860]  用聖經的話就是說
[00:10:23.860 --> 00:10:26.780]  不再是我乃是基督
[00:10:26.780 --> 00:10:28.580]  學基督
[00:10:28.580 --> 00:10:30.060]  就是放棄你
[00:10:30.060 --> 00:10:30.860]  然後呢
[00:10:30.860 --> 00:10:34.180]  讓他進到你的生命當中來取代你
[00:10:34.180 --> 00:10:35.180]  學基督
[00:10:35.180 --> 00:10:37.340]  不是在你原有的基礎上
[00:10:37.340 --> 00:10:39.180]  你覺得基督教的教訓蠻好的
[00:10:39.180 --> 00:10:40.060]  所以
[00:10:40.060 --> 00:10:41.900]  我需要再接再厲
[00:10:41.900 --> 00:10:44.100]  需要耶穌來助我一臂之力
[00:10:44.100 --> 00:10:46.740]  給我的原有的基礎上添磚加瓦
[00:10:46.740 --> 00:10:48.020]  不是的不是的
[00:10:48.020 --> 00:10:49.380]  基督教的信仰
[00:10:49.380 --> 00:10:50.820]  基督教的福音
[00:10:50.820 --> 00:10:54.660]  首先是要徹徹底底地來否定我們
[00:10:54.660 --> 00:10:56.220]  拆毀我們
[00:10:56.220 --> 00:10:58.460]  福音是具有顛覆性的
[00:10:58.460 --> 00:11:02.020]  你知道什麼叫耶穌道成肉身成爲一個人
[00:11:02.020 --> 00:11:04.340]  爲什麼耶穌要道成肉身成爲一個人
[00:11:04.340 --> 00:11:06.940]  因爲我們活得都不像人
[00:11:06.940 --> 00:11:08.300]  因爲我們失去了
[00:11:08.300 --> 00:11:10.180]  上帝創造我們的時候
[00:11:10.180 --> 00:11:12.900]  那造我們主的形象
[00:11:12.900 --> 00:11:14.500]  那聖潔的形象
[00:11:14.500 --> 00:11:15.980]  那榮美的形象
[00:11:15.980 --> 00:11:17.140]  在罪惡當中
[00:11:17.140 --> 00:11:19.340]  我們都失落了
[00:11:19.340 --> 00:11:20.980]  福音意味着
[00:11:20.980 --> 00:11:21.860]  各位啊
[00:11:21.860 --> 00:11:24.100]  讓我這樣告訴你
[00:11:24.100 --> 00:11:25.820]  今天有好多第一次來到我們中間的
[00:11:25.820 --> 00:11:27.260]  我不知道有多少人是
[00:11:27.260 --> 00:11:28.820]  第一次聽到福音的人
[00:11:28.820 --> 00:11:30.660]  可能會讓你震驚
[00:11:30.660 --> 00:11:31.820]  福音告訴你一件事情
[00:11:31.820 --> 00:11:33.900]  你的自我形象
[00:11:33.900 --> 00:11:37.660]  必須比你現在所認爲的更加糟糕
[00:11:37.660 --> 00:11:39.220]  更加敗壞
[00:11:39.220 --> 00:11:40.380]  你覺得你還不錯
[00:11:40.380 --> 00:11:41.220]  你摸摸良心
[00:11:41.220 --> 00:11:43.500]  你覺得你是拍着良心做人的
[00:11:43.500 --> 00:11:45.420]  你覺得你比上不足比下有餘
[00:11:45.420 --> 00:11:46.860]  但是福音告訴我
[00:11:46.860 --> 00:11:49.260]  你高看你自己了
[00:11:49.260 --> 00:11:51.220]  你比你所認爲的更加敗壞
[00:11:51.220 --> 00:11:52.500]  但與此同時
[00:11:52.500 --> 00:11:54.460]  福音也同時告訴你
[00:11:54.460 --> 00:11:56.300]  你所蒙的恩寵
[00:11:56.300 --> 00:11:59.260]  比你現在所能夠想象的
[00:11:59.260 --> 00:12:00.420]  更加的奇妙
[00:12:00.420 --> 00:12:01.500]  更加的豐盛
[00:12:01.500 --> 00:12:02.620]  更加的不可思議
[00:12:02.620 --> 00:12:05.100]  阿門
[00:12:05.100 --> 00:12:07.940]  馬丁路德的用詞總是比較激進
[00:12:07.940 --> 00:12:09.900]  總是比較極端
[00:12:09.900 --> 00:12:12.340]  甚至他說這樣一句話
[00:12:12.340 --> 00:12:15.340]  他說爲了領我們進入天堂
[00:12:15.340 --> 00:12:16.100]  我可以說
[00:12:16.100 --> 00:12:21.020]  他必須先把我們丟進地獄
[00:12:21.020 --> 00:12:24.580]  爲了使我們品嚐福音的自由和喜樂
[00:12:24.580 --> 00:12:29.380]  他必須先使我們對自己的義
[00:12:29.380 --> 00:12:30.980]  自己的好
[00:12:30.980 --> 00:12:32.020]  自己的美
[00:12:32.020 --> 00:12:33.020]  自己的善
[00:12:33.020 --> 00:12:33.780]  怎麼樣
[00:12:33.780 --> 00:12:35.500]  徹底絕望
[00:12:35.500 --> 00:12:36.100]  各位
[00:12:36.100 --> 00:12:37.900]  我們應當絕望
[00:12:37.900 --> 00:12:39.500]  我們應當對自己絕望
[00:12:39.500 --> 00:12:41.340]  但問題就在這
[00:12:41.340 --> 00:12:41.940]  各位
[00:12:41.940 --> 00:12:44.900]  我們通常很難對自己絕望
[00:12:44.900 --> 00:12:46.620]  從啓蒙運動開始
[00:12:46.620 --> 00:12:49.980]  人就越來越難以對自己絕望了
[00:12:49.980 --> 00:12:50.820]  我們不是絕望
[00:12:50.820 --> 00:12:51.900]  我們只是不滿
[00:12:51.900 --> 00:12:52.940]  你知道嗎
[00:12:52.940 --> 00:12:54.740]  不滿是帶有希望的
[00:12:54.740 --> 00:12:56.100]  對吧
[00:12:56.100 --> 00:12:58.900]  不滿你還是懷有巨大的希望的
[00:12:58.900 --> 00:12:59.860]  我們沒有絕望
[00:12:59.860 --> 00:13:01.420]  我們只是不在那裏不滿
[00:13:01.420 --> 00:13:02.300]  所以呢
[00:13:02.300 --> 00:13:03.620]  一問你來到教會
[00:13:03.620 --> 00:13:05.140]  一問你信了耶穌
[00:13:05.140 --> 00:13:07.900]  我們常常的想法就是
[00:13:07.900 --> 00:13:09.780]  神啊神啊幫我
[00:13:09.780 --> 00:13:12.780]  幫我在我現在還不滿的那個部分
[00:13:12.780 --> 00:13:15.700]  希望你幫我更上一層樓
[00:13:15.700 --> 00:13:17.260]  各位
[00:13:17.260 --> 00:13:18.100]  我們常常說
[00:13:18.100 --> 00:13:19.020]  主啊
[00:13:19.020 --> 00:13:20.340]  幫我更上一層樓
[00:13:20.340 --> 00:13:20.900]  但是呢
[00:13:20.900 --> 00:13:24.540]  但是別動我的地基
[00:13:24.540 --> 00:13:27.460]  裝修風格可以適當的變化
[00:13:27.460 --> 00:13:30.340]  可以換個更漂亮的油漆
[00:13:30.340 --> 00:13:31.420]  但是呢
[00:13:31.420 --> 00:13:32.860]  但是地基要
[00:13:32.860 --> 00:13:34.700]  你不能碰
[00:13:34.700 --> 00:13:35.980]  但是上帝來
[00:13:35.980 --> 00:13:36.980]  福音來
[00:13:36.980 --> 00:13:40.180]  就是要來動我們的地基
[00:13:40.180 --> 00:13:42.900]  動我們人生命最根本的
[00:13:42.900 --> 00:13:45.060]  祂要把你那個老破小
[00:13:45.060 --> 00:13:46.380]  徹底拆毀
[00:13:46.380 --> 00:13:47.700]  連根拔起
[00:13:47.700 --> 00:13:49.020]  然後呢
[00:13:49.020 --> 00:13:52.300]  建一座摩天大廈
[00:13:52.300 --> 00:13:54.740]  很多時候
[00:13:54.740 --> 00:13:56.860]  我們希望上帝在我們的生命當中
[00:13:56.860 --> 00:13:58.820]  扮演一個泥瓦將的角色
[00:13:58.820 --> 00:14:00.820]  修修補補
[00:14:00.820 --> 00:14:01.620]  但上帝說
[00:14:01.620 --> 00:14:02.860]  不是的
[00:14:02.860 --> 00:14:04.900]  我是要將你徹底拆毀
[00:14:04.900 --> 00:14:07.220]  然後才能徹底的更新你
[00:14:07.220 --> 00:14:08.260]  學了耶穌
[00:14:08.260 --> 00:14:09.260]  學了基督
[00:14:09.260 --> 00:14:12.060]  就是摒棄你的自我
[00:14:12.060 --> 00:14:14.180]  但是這是艱難的
[00:14:14.180 --> 00:14:15.380]  讓我說
[00:14:15.380 --> 00:14:17.460]  因爲今天是一個自意的時代
[00:14:17.460 --> 00:14:18.460]  自戀的時代
[00:14:18.460 --> 00:14:19.340]  自信的時代
[00:14:19.340 --> 00:14:21.180]  自我膨脹的時代
[00:14:21.180 --> 00:14:22.740]  今天一個不信耶穌的人
[00:14:22.740 --> 00:14:24.740]  一個沒有真正重生得救的人
[00:14:24.740 --> 00:14:27.820]  他生命當中最主要的特徵就是這個
[00:14:27.820 --> 00:14:28.980]  自信心
[00:14:28.980 --> 00:14:30.860]  自信心爆棚
[00:14:30.860 --> 00:14:31.700]  自戀
[00:14:31.700 --> 00:14:35.140]  自戀情節充滿在我們的生命當中
[00:14:35.140 --> 00:14:37.420]  自我膨脹
[00:14:37.420 --> 00:14:38.100]  各位
[00:14:38.100 --> 00:14:39.460]  我們假設 我們認爲
[00:14:39.460 --> 00:14:42.220]  或者至少我們是希望
[00:14:42.220 --> 00:14:43.980]  希望我只要夠好
[00:14:43.980 --> 00:14:45.100]  我只要夠努力
[00:14:45.100 --> 00:14:46.180]  我只要夠上進
[00:14:46.180 --> 00:14:49.900]  那麼我就應該能夠獲得人生的成功
[00:14:49.900 --> 00:14:51.380]  人生的幸福
[00:14:51.380 --> 00:14:52.740]  人生的平安和自由
[00:14:52.740 --> 00:14:54.420]  但是信耶穌的意思就是要
[00:14:54.420 --> 00:14:58.540]  打破你的自我膨脹的假設
[00:14:58.540 --> 00:14:59.260]  不可能
[00:14:59.260 --> 00:15:02.260]  你做不到
[00:15:02.260 --> 00:15:03.100]  有的時候
[00:15:03.100 --> 00:15:04.820]  我覺得我們說信耶穌的時候
[00:15:04.820 --> 00:15:07.420]  甚至有的時候在教會當中
[00:15:07.420 --> 00:15:09.900]  有一些上個周葛穆斯講到
[00:15:09.900 --> 00:15:11.420]  成功神學
[00:15:11.420 --> 00:15:14.020]  我有的時候看一些的傳道人在那裏講到
[00:15:14.020 --> 00:15:17.220]  他不僅僅沒有打破這個自我膨脹的假設
[00:15:17.220 --> 00:15:23.820]  他強化了你的自我膨脹
[00:15:23.820 --> 00:15:25.660]  在網上找了一下
[00:15:25.660 --> 00:15:29.900]  這個
[00:15:29.900 --> 00:15:32.220]  這種心靈雞湯
[00:15:32.220 --> 00:15:33.500]  念給大家聽一下
[00:15:33.500 --> 00:15:38.300]  一切從自己出發 努力做最美的自己
[00:15:38.300 --> 00:15:40.380]  不要在乎別人怎麼看法
[00:15:40.380 --> 00:15:43.060]  做最真實的自己爲自己而活
[00:15:43.060 --> 00:15:44.740]  別人怎麼想不重要
[00:15:44.740 --> 00:15:47.220]  重要的是你怎麼看自己
[00:15:47.220 --> 00:15:50.380]  幸福取決於自己的心態與別的無關
[00:15:50.380 --> 00:15:52.980]  不要爲你的人生設限
