
[00:00:00.000 --> 00:00:05.000]  很感恩有這個福分在主的殿當中
[00:04:03.000 --> 00:04:10.000]  顯示是一個不斷面向世界去服務整個世界的教會
[00:04:10.000 --> 00:04:16.000]  但教會裡面是不斷的萎縮
[00:04:16.000 --> 00:04:19.000]  今年是美國的維理工會
[00:04:19.000 --> 00:04:21.000]  我自己都說自己的教會
[00:04:21.000 --> 00:04:23.000]  我不說其他教會
[00:04:23.000 --> 00:04:28.000]  美國的維理工會創會的一位叫做阿斯利回篤
[00:04:28.000 --> 00:04:33.000]  小小的200週年
[00:04:33.000 --> 00:04:36.000]  上一個月我們去休士頓
[00:04:36.000 --> 00:04:42.000]  參加每五年一次的世界巡渡和理中協會的大會
[00:04:42.000 --> 00:04:44.000]  然後在大會之後
[00:04:44.000 --> 00:04:48.000]  我們有九位的目者和教養領袖
[00:04:48.000 --> 00:04:51.000]  我們就繼續有九天
[00:04:51.000 --> 00:04:54.000]  我們叫尋根的旅程
[00:04:54.000 --> 00:04:59.000]  回來之後有幾位同工
[00:04:59.000 --> 00:05:02.000]  分享類似的內容
[00:05:02.000 --> 00:05:06.000]  他們去了很多的禮拜堂
[00:05:06.000 --> 00:05:08.000]  很大很漂亮
[00:05:08.000 --> 00:05:12.000]  但崇拜人數只有幾十個
[00:05:12.000 --> 00:05:14.000]  美國的維理工會
[00:05:14.000 --> 00:05:18.000]  自己本土的信徒人數
[00:05:18.000 --> 00:05:24.000]  每年都是數以萬計的減少
[00:05:24.000 --> 00:05:27.000]  西方的教會人數不斷的減少
[00:05:27.000 --> 00:05:30.000]  看來好像是一個不斷的趨勢
[00:05:30.000 --> 00:05:32.000]  已經很多年
[00:05:32.000 --> 00:05:35.000]  很多人寫書嘗試去解釋
[00:05:35.000 --> 00:05:39.000]  去研究究竟西方的教會
[00:05:39.000 --> 00:05:43.000]  是什麼原因不斷的衰落
[00:05:43.000 --> 00:05:47.000]  不斷的人數減少的當中
[00:05:47.000 --> 00:05:51.000]  但可以肯定一個很重要的原因
[00:05:51.000 --> 00:05:54.000]  我相信教會是沒有全面的
[00:05:54.000 --> 00:06:00.000]  去實踐聖經所教導的宣教使命
[00:06:00.000 --> 00:06:03.000]  沒有好像初期教會那樣
[00:06:03.000 --> 00:06:04.000]  是被聖靈所催逼
[00:06:04.000 --> 00:06:08.000]  帶著一把像宣教那把火
[00:06:08.000 --> 00:06:13.000]  向普世宣教
[00:06:13.000 --> 00:06:20.000]  其實教會都不積極去委身去參與宣教
[00:06:20.000 --> 00:06:27.000]  教會的生命一定很衰弱
[00:06:27.000 --> 00:06:31.000]  死亡只是一個遲早的問題
[00:06:31.000 --> 00:06:35.000]  著名的教會歷史學家John Fletcher
[00:06:35.000 --> 00:06:37.000]  他寫了一本小書
[00:06:37.000 --> 00:06:40.000]  叫做教會存在的意義
[00:06:40.000 --> 00:06:42.000]  很細本
[00:06:42.000 --> 00:06:45.000]  最後一章裏面他寫了一段這樣的說話
[00:06:45.000 --> 00:06:48.000]  他說基督徒懷抱著堅強的信心
[00:06:48.000 --> 00:06:52.000]  認為他們以教會和上帝選民的身份
[00:06:52.000 --> 00:06:54.000]  存在在這個世界上
[00:06:54.000 --> 00:06:56.000]  是能夠帶給世界
[00:06:56.000 --> 00:06:59.000]  帶給人生有很重大的意義
[00:06:59.000 --> 00:07:02.000]  上帝創造世界的原意
[00:07:02.000 --> 00:07:06.000]  已經被罪惡的權勢徹底的破壞
[00:07:06.000 --> 00:07:08.000]  但由於耶穌基督的降生
[00:07:08.000 --> 00:07:13.000]  現在人類可以從新的開始得著一個改變
[00:07:13.000 --> 00:07:16.000]  整個人類有一個新的開始
[00:07:16.000 --> 00:07:21.000]  上帝的計劃已經在主耶穌基督的身上完成
[00:07:21.000 --> 00:07:24.000]  今日主耶穌基督仍在世上
[00:07:24.000 --> 00:07:26.000]  祂仍然都工作
[00:07:26.000 --> 00:07:29.000]  仍然都救贖世人
[00:07:29.000 --> 00:07:35.000]  只是祂不再是只有一雙手
[00:07:35.000 --> 00:07:38.000]  而是有千千萬萬的人
[00:07:38.000 --> 00:07:40.000]  準備與祂同工
[00:07:40.000 --> 00:07:43.000]  信徒的聲音對世界
[00:07:43.000 --> 00:07:46.000]  對各國各族的人
[00:07:46.000 --> 00:07:49.000]  傳出上帝的訊息
[00:07:49.000 --> 00:07:52.000]  教會是耶穌基督的身體
[00:07:52.000 --> 00:07:54.000]  代表上帝的靈
[00:07:54.000 --> 00:07:59.000]  仍然都留在這個世界上
[00:07:59.000 --> 00:08:07.000]  這是John Fletcher幾十年前所說的話
[00:08:07.000 --> 00:08:10.000]  但我們可以問
[00:08:10.000 --> 00:08:14.000]  事實是否如他所說,是否真實呢?
[00:08:14.000 --> 00:08:17.000]  今日教會是一群蒙上帝呼召的人
[00:08:17.000 --> 00:08:20.000]  藉著宣教的生命和行動
[00:08:20.000 --> 00:08:24.000]  去帶領人,帶引人去到上帝的面前
[00:08:24.000 --> 00:08:28.000]  在世人面前去榮譽上帝
[00:08:28.000 --> 00:08:31.000]  所以教會是為宣教而存在
[00:08:31.000 --> 00:08:33.000]  每一個基督徒的生命
[00:08:33.000 --> 00:08:38.000]  必須要成為宣教的記號
[00:08:38.000 --> 00:08:41.000]  即是別人看到我們
[00:08:41.000 --> 00:08:44.000]  就看到上帝的救贖
[00:08:44.000 --> 00:08:51.000]  在這個世界上仍然都在彰顯出來
[00:08:51.000 --> 00:08:53.000]  過往二千年教會歷史
[00:08:53.000 --> 00:08:57.000]  宣教有很多很多種表達的方式
[00:08:57.000 --> 00:09:01.000]  但今日我最主要想將宣教
[00:09:01.000 --> 00:09:05.000]  用三個很重點的方式
[00:09:05.000 --> 00:09:08.000]  表達的方式和弟兄姊妹分享
[00:09:08.000 --> 00:09:11.000]  第一個宣教是甚麼呢?
[00:09:11.000 --> 00:09:14.000]  宣教就是宣講
[00:09:14.000 --> 00:09:16.000]  每一個基督徒是要奉主的名
[00:09:16.000 --> 00:09:18.000]  傳悔改赦罪的道
[00:09:18.000 --> 00:09:21.000]  直到萬邦,聖經這樣說
[00:09:21.000 --> 00:09:24.000]  他們好像聖奧古斯丁說
[00:09:24.000 --> 00:09:29.000]  要在所有可能的地方
[00:09:29.000 --> 00:09:32.000]  盡你一切可能的方法
[00:09:32.000 --> 00:09:40.000]  向所有的人宣講天國福音
[00:09:40.000 --> 00:09:45.000]  所以基督徒是要照著保羅
[00:09:45.000 --> 00:09:48.000]  對提摩太所教導的
[00:09:48.000 --> 00:09:55.000]  無要傳道,無論得是不得是
[00:09:55.000 --> 00:09:57.000]  基督徒永遠不要忘記
[00:09:57.000 --> 00:10:01.000]  自己是一個傳道者這個身份
[00:10:01.000 --> 00:10:03.000]  無論你去到哪裡
[00:10:03.000 --> 00:10:05.000]  你在甚麼處境,在甚麼地方
[00:10:05.000 --> 00:10:09.000]  在一個甚麼的空間裏面
[00:10:09.000 --> 00:10:12.000]  你都有一個傳道者的身份
[00:10:12.000 --> 00:10:14.000]  使徒銜傳告訴我們
[00:10:14.000 --> 00:10:20.000]  那些人因為史提反被迫害
[00:10:20.000 --> 00:10:23.000]  他們就離開耶路撒冷
[00:10:23.000 --> 00:10:25.000]  他們走到世界各地
[00:10:25.000 --> 00:10:27.000]  他們隨走隨轉
[00:10:27.000 --> 00:10:35.000]  福音就跟著他們去到世界各地
[00:10:35.000 --> 00:10:37.000]  信徒無論在甚麼環境裏
[00:10:37.000 --> 00:10:41.000]  無論順境逆境都宣講天國福音
[00:10:41.000 --> 00:10:47.000]  是初期教會發展得很快的原因
[00:10:47.000 --> 00:10:49.000]  縱使被迫害
[00:10:49.000 --> 00:10:54.000]  縱使要逃難去到一些自己不想去的地方
[00:10:54.000 --> 00:11:00.000]  但福音就是因為這個逃難的旅程
[00:11:00.000 --> 00:11:04.000]  去得更遠
[00:11:04.000 --> 00:11:08.000]  當耶穌基督在世界上的日子快要結束
[00:11:08.000 --> 00:11:11.000]  他還有幾個星期
[00:11:11.000 --> 00:11:14.000]  要將他在世界上未完成的工作
[00:11:14.000 --> 00:11:18.000]  交給門徒去繼承
[00:11:18.000 --> 00:11:20.000]  他很想門徒先經歷
[00:11:20.000 --> 00:11:25.000]  宣講天國的福音是怎樣的事
[00:11:25.000 --> 00:11:27.000]  因為事實在這個時間
[00:11:27.000 --> 00:11:32.000]  門徒一直以來都是跟著耶穌基督的身邊
[00:11:32.000 --> 00:11:35.000]  於是他就差派七十個門徒
[00:11:35.000 --> 00:11:40.000]  出到山區那裏向未信的人去宣講福音
[00:11:40.000 --> 00:11:45.000]  他告訴那些門徒要收的莊稼多
[00:11:45.000 --> 00:11:47.000]  作供的人少
[00:11:47.000 --> 00:11:51.000]  但這個絕對不是一樣容易的工作
[00:11:51.000 --> 00:11:54.000]  今日同樣都是
[00:11:54.000 --> 00:12:00.000]  因為我猜你們好像羊羔進入狼群
[00:12:00.000 --> 00:12:01.000]  你們會被人蔑視
[00:12:01.000 --> 00:12:02.000]  被人拒絕
[00:12:02.000 --> 00:12:03.000]  被人反對
[00:12:03.000 --> 00:12:04.000]  被人排斥
[00:12:04.000 --> 00:12:06.000]  甚至攻擊
[00:12:06.000 --> 00:12:10.000]  不是人人都歡迎你們向他宣講福音
[00:12:10.000 --> 00:12:13.000]  不過你們要知道
[00:12:13.000 --> 00:12:17.000]  其實你是我的代表
[00:12:17.000 --> 00:12:20.000]  所以你們不要太過介懷
[00:12:20.000 --> 00:12:25.000]  當我向他宣講福音的時候
[00:12:25.000 --> 00:12:27.000]  究竟他怎樣的反應
[00:12:27.000 --> 00:12:29.000]  很介懷別人
[00:12:29.000 --> 00:12:32.000]  用一些不友善的態度
[00:12:32.000 --> 00:12:34.000]  一些不好的語言
[00:12:34.000 --> 00:12:38.000]  去回應我們的宣講
[00:12:38.000 --> 00:12:40.000]  因為耶穌說
[00:12:40.000 --> 00:12:43.000]  聽從你們的就是聽從我
[00:12:43.000 --> 00:12:46.000]  拒絕你們的就是拒絕我
[00:12:46.000 --> 00:12:47.000]  他不是真的拒絕你
[00:12:47.000 --> 00:12:51.000]  他拒絕你背後那位主
[00:12:51.000 --> 00:12:52.000]  他不是拒絕你的訊息
[00:12:52.000 --> 00:12:57.000]  他是拒絕耶穌基督所宣講的天國福音
[00:12:57.000 --> 00:12:58.000]  但你們不要擔心
[00:12:58.000 --> 00:12:59.000]  不要害怕
[00:12:59.000 --> 00:13:00.000]  因為當你宣講的時候
[00:13:00.000 --> 00:13:04.000]  一定有聖靈的能力與你們同在
[00:13:04.000 --> 00:13:07.000]  聖經說這七十個人
[00:13:07.000 --> 00:13:09.000]  當他們宣講天國福音
[00:13:09.000 --> 00:13:11.000]  他們回來向耶穌基督
[00:13:11.000 --> 00:13:15.000]  回報這個宣講的工作
[00:13:15.000 --> 00:13:18.000]  在聖靈大能之下
[00:13:18.000 --> 00:13:21.000]  有很好的成果
[00:13:21.000 --> 00:13:22.000]  路加方記載
[00:13:22.000 --> 00:13:25.000]  耶穌聽了門徒回報之後
[00:13:25.000 --> 00:13:28.000]  是充滿極大的喜樂
[00:13:28.000 --> 00:13:30.000]  聖經很少描寫耶穌基督
[00:13:30.000 --> 00:13:33.000]  是帶著很喜樂的
[00:13:33.000 --> 00:13:34.000]  通常我們描寫耶穌基督
[00:13:34.000 --> 00:13:37.000]  都是一個受苦的僕人
[00:13:37.000 --> 00:13:42.000]  一個是一個受苦無家用尾
[00:13:42.000 --> 00:13:44.000]  沒有的
[00:13:44.000 --> 00:13:47.000]  但不過我們很肯定
[00:13:47.000 --> 00:13:50.000]  宣講天國福音
[00:13:50.000 --> 00:13:54.000]  是可以令主耶穌基督喜悅
[00:13:54.000 --> 00:13:56.000]  是土主的喜悅
[00:13:58.000 --> 00:14:01.000]  今日彼得後書提醒我們基督徒
[00:14:01.000 --> 00:14:04.000]  如果你說OK
[00:14:04.000 --> 00:14:07.000]  宣講福音是
[00:14:07.000 --> 00:14:12.000]  是我的宣教其中一個印記
[00:14:12.000 --> 00:14:14.000]  彼得就提醒我們
[00:14:14.000 --> 00:14:18.000]  我們要為宣講做準備
[00:14:18.000 --> 00:14:22.000]  不是隨意的去說
[00:14:22.000 --> 00:14:26.000]  彼得說你們要心裡尊主基督為聖
[00:14:26.000 --> 00:14:30.000]  有人問你們心中盼望的緣由
[00:14:30.000 --> 00:14:32.000]  就要常作準備
[00:14:32.000 --> 00:14:37.000]  以溫柔的心回答各人
[00:14:37.000 --> 00:14:41.000]  問題是我們對上帝和有關上帝的事
[00:14:41.000 --> 00:14:45.000]  我們是否有深切的認識
[00:14:45.000 --> 00:14:49.000]  我們對耶穌基督的真理和信仰
[00:14:49.000 --> 00:14:51.000]  是否真的了解
[00:14:51.000 --> 00:14:55.000]  我們在信仰上有沒有把握
[00:14:55.000 --> 00:15:00.000]  有沒有爭取各樣學習的機會
[00:15:00.000 --> 00:15:06.000]  或許我們在信仰上已經投入了很多年
[00:15:06.000 --> 00:15:09.000]  但其實我們的情況
[00:15:09.000 --> 00:15:11.000]  就好像聖經批評彼得
[00:15:11.000 --> 00:15:15.000]  在主耶穌基督登山變相的時候
[00:15:15.000 --> 00:15:18.000]  聖經如何批評彼得
[00:15:18.000 --> 00:15:20.000]  聖經說
[00:15:20.000 --> 00:15:27.000]  他根本不知道自己在說什麼
[00:15:27.000 --> 00:15:30.000]  彼得說了一串話
[00:15:30.000 --> 00:15:35.000]  但聖經說他根本不知道自己在說什麼
[00:15:35.000 --> 00:15:38.000]  我們面對的世界有很多挑戰
[00:15:38.000 --> 00:15:40.000]  膚淺的信仰
[00:15:40.000 --> 00:15:43.000]  是不能回應世俗的挑戰
[00:15:43.000 --> 00:15:47.000]  如果我們不在信仰的知識和見識上
[00:15:47.000 --> 00:15:53.000]  去盡心去紮根
[00:15:53.000 --> 00:15:59.000]  縱使你履行宣講這個使命
[00:15:59.000 --> 00:16:07.000]  但你的信息會變成明的羅響的筆
[00:16:07.000 --> 00:16:10.000]  改變不了生命
[00:16:10.000 --> 00:16:15.000]  帶引不了人來到基督的面前
[00:16:15.000 --> 00:16:19.000]  宣講第二個重要的表達就是見證
[00:16:19.000 --> 00:16:23.000]  如果第一個重點的表達
[00:16:23.000 --> 00:16:26.000]  宣教就是宣講
[00:16:26.000 --> 00:16:30.000]  第二個重點宣教就是見證
[00:16:30.000 --> 00:16:32.000]  在路加科24章49節
[00:16:32.000 --> 00:16:33.000]  耶穌對門徒說
[00:16:33.000 --> 00:16:39.000]  你們就是這些事的見證
[00:16:39.000 --> 00:16:43.000]  如果我們要勉強將宣講和見證區分
[00:16:43.000 --> 00:16:45.000]  其實不可以這樣區分
[00:16:45.000 --> 00:16:48.000]  不過我們勉強將它這樣區分
[00:16:48.000 --> 00:16:54.000]  宣講的重點是你對信仰的認識
[00:16:54.000 --> 00:16:58.000]  但見證就不再是指頭腦上對上帝
[00:16:58.000 --> 00:17:03.000]  或者對有關上帝的信仰的認知
[00:17:03.000 --> 00:17:07.000]  不再以分析和理解為主
[00:17:07.000 --> 00:17:12.000]  宣講可能是以分析和理解為主
[00:17:12.000 --> 00:17:14.000]  但是我們的生命裡面
[00:17:14.000 --> 00:17:20.000]  有沒有經歷上帝的愛
[00:17:20.000 --> 00:17:26.000]  所以見證和經歷很有關
[00:17:26.000 --> 00:17:28.000]  如果你沒有經歷過聖靈的大能
[00:17:28.000 --> 00:17:30.000]  在你的生命當中
[00:17:30.000 --> 00:17:37.000]  沒有經歷過聖靈帶來的拯救和改變
[00:17:37.000 --> 00:17:40.000]  很難成為一個見證人
[00:17:40.000 --> 00:17:43.000]  因為見證人去見證你所看到的
[00:17:43.000 --> 00:17:44.000]  所聽到的
[00:17:44.000 --> 00:17:46.000]  所經歷到的生命
[00:17:46.000 --> 00:17:48.000]  將上帝的公義
[00:17:48.000 --> 00:17:50.000]  上帝的人愛和喜樂平安
[00:17:50.000 --> 00:17:55.000]  在你的生活當中去生活出來
[00:17:55.000 --> 00:17:59.000]  所以見證是講經歷和生活
[00:17:59.000 --> 00:18:05.000]  做見證是聖靈透過我們的生命去工作
[00:18:05.000 --> 00:18:08.000]  《使徒行傳》記載當那些門徒
[00:18:08.000 --> 00:18:13.000]  耶穌叫他們去萬邦做見證
[00:18:13.000 --> 00:18:16.000]  門徒就在耶路撒冷直到五重節
[00:18:16.000 --> 00:18:19.000]  聖靈降臨之後
[00:18:19.000 --> 00:18:24.000]  他們才能成為耶穌基督的見證
[00:18:24.000 --> 00:18:28.000]  所以如果沒有聖靈在我們生命當中工作
[00:18:28.000 --> 00:18:31.000]  就沒有見證
[00:18:31.000 --> 00:18:35.000]  《使徒行傳》一章第八節講得很清楚
[00:18:35.000 --> 00:18:38.000]  耶穌對門徒說
[00:18:38.000 --> 00:18:42.000]  聖靈降臨在你們身上
[00:18:42.000 --> 00:18:48.000]  你們就可以成為我的見證
[00:18:48.000 --> 00:18:53.000]  所以見證是經歷
[00:18:53.000 --> 00:18:58.000]  見證是將信仰生活出來
[00:18:58.000 --> 00:19:04.000]  見證是聖靈在你生命當中去使用你
[00:19:04.000 --> 00:19:06.000]  《使徒行傳》給我們很多信徒成為
[00:19:06.000 --> 00:19:11.000]  耶穌基督復活的見證事跡
[00:19:11.000 --> 00:19:12.000]  聖經告訴我們
[00:19:12.000 --> 00:19:14.000]  門徒因為聖靈的同在
[00:19:14.000 --> 00:19:16.000]  他們本來是害怕的
[00:19:16.000 --> 00:19:18.000]  變成了勇敢
[00:19:18.000 --> 00:19:23.000]  不但在人群的面前宣講釘十字架的基督
[00:19:23.000 --> 00:19:24.000]  門徒高聲地說
[00:19:24.000 --> 00:19:27.000]  除他以我並無拯救
[00:19:27.000 --> 00:19:31.000]  他們對那些逼迫他們的祭司和守殿官也不害怕
[00:19:31.000 --> 00:19:33.000]  對恐嚇他們的人這樣說
[00:19:33.000 --> 00:19:34.000]  他說聽從你們
[00:19:34.000 --> 00:19:36.000]  不聽從上帝合理不合理
[00:19:36.000 --> 00:19:38.000]  你們自己考慮吧
[00:19:38.000 --> 00:19:42.000]  我們所聽見不能不說
[00:19:42.000 --> 00:19:46.000]  信從上帝不信從人是應當的
[00:19:46.000 --> 00:19:50.000]  聖經記載這一群當權者
[00:19:50.000 --> 00:19:52.000]  他們看見門徒的膽量
[00:19:52.000 --> 00:19:55.000]  又看出他們完全沒有學問的小民
[00:19:55.000 --> 00:20:00.000]  就覺得很稀奇
[00:20:00.000 --> 00:20:03.000]  做見證需要勇氣
[00:20:03.000 --> 00:20:06.000]  需要勇敢
[00:20:06.000 --> 00:20:10.000]  這是來自聖靈的能力
[00:20:10.000 --> 00:20:11.000]  但是門徒領受了
[00:20:11.000 --> 00:20:14.000]  聖靈不但勇敢地為基督作見證
[00:20:14.000 --> 00:20:17.000]  聖經說他們在困苦患難當中
[00:20:17.000 --> 00:20:20.000]  甚至被困在監獄裡
[00:20:20.000 --> 00:20:23.000]  不但沒有埋怨沒有驚慌
[00:20:23.000 --> 00:20:24.000]  他沒有說
[00:20:24.000 --> 00:20:25.000]  上帝我為你做這麼多事
[00:20:25.000 --> 00:20:28.000]  為什麼你還要我坐在監獄裡
[00:20:28.000 --> 00:20:30.000]  沒有問為什麼沒有埋怨
[00:20:30.000 --> 00:20:32.000]  他們沒有
[00:20:32.000 --> 00:20:33.000]  他們所顯示的是
[00:20:33.000 --> 00:20:35.000]  一種不一樣的信仰
[00:20:35.000 --> 00:20:37.000]  在逆境裡充滿喜樂平安
[00:20:37.000 --> 00:20:39.000]  他們同心合意地禱告
[00:20:39.000 --> 00:20:42.000]  不斷讚美上帝
[00:20:42.000 --> 00:20:46.000]  聖經說這一種
[00:20:46.000 --> 00:20:49.000]  來自聖靈大能的見證
[00:20:49.000 --> 00:20:53.000]  是能夠改變生命的
[00:20:53.000 --> 00:20:58.000]  於是那位禁卒那位玉卒
[00:20:58.000 --> 00:21:02.000]  因為保羅和西拉在監獄裡
[00:21:02.000 --> 00:21:05.000]  還活出一個不一樣的信仰見證
[00:21:05.000 --> 00:21:08.000]  這位禁卒他們一家
[00:21:08.000 --> 00:21:11.000]  是接受耶穌基督
[00:21:11.000 --> 00:21:13.000]  成為上帝的見證
[00:21:13.000 --> 00:21:17.000]  重點不再是頭腦方面
[00:21:17.000 --> 00:21:19.000]  而是我們有沒有經歷到
[00:21:19.000 --> 00:21:22.000]  聖靈在我們生命當中的工作
[00:21:22.000 --> 00:21:25.000]  有沒有將喜樂平安
[00:21:25.000 --> 00:21:29.000]  在我們生活當中去活出來
[00:21:29.000 --> 00:21:31.000]  在我們生活裡有沒有活出
[00:21:31.000 --> 00:21:34.000]  耶穌基督那種生命
[00:21:34.000 --> 00:21:36.000]  就是說人家跟你相處
[00:21:36.000 --> 00:21:39.000]  跟你接觸的時候
[00:21:39.000 --> 00:21:41.000]  有沒有經歷基督的生命
[00:21:41.000 --> 00:21:44.000]  在你裡面
[00:21:44.000 --> 00:21:45.000]  當我們說
[00:21:45.000 --> 00:21:47.000]  現在活著的不再是我
[00:21:47.000 --> 00:21:50.000]  乃是基督在我裡面活著
[00:21:50.000 --> 00:21:51.000]  不是一個口頭上的說話
[00:21:51.000 --> 00:21:53.000]  而是實實在在
[00:21:53.000 --> 00:21:57.000]  是你的生命被人看得到
[00:21:57.000 --> 00:21:59.000]  耶穌基督愛那些妓女
[00:21:59.000 --> 00:22:02.000]  稅吏罪人那些麻瘋病人
[00:22:02.000 --> 00:22:04.000]  祂關懷社會被歧視
[00:22:04.000 --> 00:22:07.000]  被邊緣化被剝削
[00:22:07.000 --> 00:22:09.000]  剝奪了權利的人
[00:22:09.000 --> 00:22:16.000]  祂很樂意跟那些被人認為可恥的人成為朋友
[00:22:16.000 --> 00:22:21.000]  今天我們的生活
[00:22:21.000 --> 00:22:26.000]  我們所屬於的這個信仰的群體
[00:22:26.000 --> 00:22:38.000]  能不能夠活出這種生命的見證
[00:22:38.000 --> 00:22:45.000]  我記得大概十年前多一點
[00:22:45.000 --> 00:22:49.000]  我服侍一個教會
[00:22:49.000 --> 00:22:54.000]  有一個姐妹是一個露宿者
[00:22:54.000 --> 00:22:56.000]  每一次這個姐妹來崇拜
[00:22:56.000 --> 00:23:01.000]  她都坐在後面
[00:23:01.000 --> 00:23:03.000]  當她來崇拜的時候
[00:23:03.000 --> 00:23:07.000]  前後幾行就沒有人坐
[00:23:07.000 --> 00:23:15.000]  因為確實有一陣很大陣的氣味
[00:23:15.000 --> 00:23:21.000]  我們大概每三個月就有一次叫做愛宴
[00:23:21.000 --> 00:23:27.000]  這位露宿者的姐妹都走進去參加愛宴
[00:23:27.000 --> 00:23:31.000]  愛宴我們特別那個主人是邀請弟兄姊妹
[00:23:31.000 --> 00:23:33.000]  帶一些來賓來參加
[00:23:33.000 --> 00:23:39.000]  進入教會
[00:23:39.000 --> 00:23:44.000]  這位露宿的姐妹我相信她心裡很慈悲
[00:23:44.000 --> 00:23:53.000]  所以她差不多等所有人進去聚餐的地方
[00:23:53.000 --> 00:23:58.000]  她才進去
[00:23:58.000 --> 00:24:01.000]  我記得有一個領袖
[00:24:01.000 --> 00:24:05.000]  看到這個姐妹想進去
[00:24:05.000 --> 00:24:07.000]  他覺得一個露宿者
[00:24:07.000 --> 00:24:10.000]  一個很大陣氣味的人
[00:24:10.000 --> 00:24:16.000]  跟那個聚餐的地方
[00:24:16.000 --> 00:24:19.000]  很多人可能穿得很規矩
[00:24:19.000 --> 00:24:22.000]  很不配合
[00:24:22.000 --> 00:24:28.000]  於是這個姐妹就給了我一些錢
[00:24:28.000 --> 00:24:31.000]  他說牧師啊
[00:24:31.000 --> 00:24:40.000]  你給錢他叫他出去買東西吃
[00:24:40.000 --> 00:24:49.000]  你說耶穌基督在這裡是不是給錢他叫他出去買東西吃
[00:24:49.000 --> 00:24:56.000]  當然結果還是邀請這位姐妹進去聚餐的地方
