
[00:00:00.000 --> 00:00:03.500]  感恩節是我特別喜歡的一個季節
[00:06:50.500 --> 00:06:54.500]  所以你就可以看到各種的宗派
[00:06:54.500 --> 00:06:58.500]  今天我們就提到這個Puritan
[00:06:58.500 --> 00:07:01.500]  他們就在1520年的時候
[00:07:01.500 --> 00:07:05.500]  他們為了尋找一個可以自由敬拜神的地方
[00:07:05.500 --> 00:07:10.500]  他們9月6號從英國出發
[00:07:10.500 --> 00:07:12.500]  但是你想一想
[00:07:12.500 --> 00:07:17.500]  他們本來是計畫8月從英國出發
[00:07:17.500 --> 00:07:19.500]  因為8月開到這裡
[00:07:19.500 --> 00:07:20.500]  然後兩個月以後
[00:07:20.500 --> 00:07:24.500]  在紐約波士頓那裡天氣還比較好一點
[00:07:24.500 --> 00:07:28.500]  但是他們8月出發的時候
[00:07:28.500 --> 00:07:30.500]  沒想到船開出去
[00:07:30.500 --> 00:07:34.500]  兩條船當中有一條船漏水了
[00:07:34.500 --> 00:07:36.500]  所以他們就停下來
[00:07:36.500 --> 00:07:38.500]  又在那裡修好以後
[00:07:38.500 --> 00:07:39.500]  修了一個月以後
[00:07:39.500 --> 00:07:41.500]  開出去又漏水了
[00:07:41.500 --> 00:07:46.500]  最後只有決定Mayflower開到美國來
[00:07:46.500 --> 00:07:48.500]  所以就晚了一個月
[00:07:48.500 --> 00:07:50.500]  晚了一個月是很重要
[00:07:50.500 --> 00:07:55.500]  因為東部晚了一個月以後就下雪
[00:07:55.500 --> 00:07:58.500]  所以他們不只是晚了一個月
[00:07:58.500 --> 00:08:01.500]  在路上又遇到了暴風雨
[00:08:01.500 --> 00:08:03.500]  來到美國以後
[00:08:03.500 --> 00:08:05.500]  天氣已經11月了
[00:08:05.500 --> 00:08:09.500]  過了多少天66天
[00:08:09.500 --> 00:08:10.500]  你想一想
[00:08:10.500 --> 00:08:13.500]  這些人是我們的弟兄姐妹
[00:08:13.500 --> 00:08:15.500]  他們為了信仰的自由
[00:08:15.500 --> 00:08:18.500]  能夠自由敬拜上帝
[00:08:18.500 --> 00:08:21.500]  這個Church of England
[00:08:21.500 --> 00:08:24.500]  他們的這個敬拜是都有一個模式的
[00:08:24.500 --> 00:08:26.500]  禱告都已經都寫好了
[00:08:26.500 --> 00:08:28.500]  經文都寫好了
[00:08:28.500 --> 00:08:33.500]  所以這個清教徒就很盼望
[00:08:33.500 --> 00:08:36.500]  有他們自己的讚美的方式
[00:08:36.500 --> 00:08:39.500]  禱告是比較聖靈感動他們
[00:08:39.500 --> 00:08:44.500]  所以他們就經過了這些時間
[00:08:44.500 --> 00:08:45.500]  來到美國以後
[00:08:45.500 --> 00:08:49.500]  剛好那一年的冬天就特別冷
[00:08:49.500 --> 00:08:53.500]  所以幾乎有一半的人就去世了
[00:08:53.500 --> 00:08:55.500]  他們來了以後
[00:08:55.500 --> 00:08:57.500]  第一個主日崇拜
[00:08:57.500 --> 00:08:59.500]  他們在那裡聚會
[00:08:59.500 --> 00:09:02.500]  那一年冬天特別冷
[00:09:02.500 --> 00:09:04.500]  等到第二年
[00:09:04.500 --> 00:09:06.500]  1621年的時候
[00:09:06.500 --> 00:09:09.500]  他們秋天有收成
[00:09:09.500 --> 00:09:14.500]  所以他們就在那裡感謝讚美神
[00:09:14.500 --> 00:09:16.500]  那你想一想
[00:09:16.500 --> 00:09:18.500]  假如是你的話
[00:09:18.500 --> 00:09:21.500]  你會不會為了信仰的自由
[00:09:21.500 --> 00:09:23.500]  冒著這個生命的危險
[00:09:23.500 --> 00:09:25.500]  去到一個地方
[00:09:25.500 --> 00:09:27.500]  最主要為了要敬拜神
[00:09:27.500 --> 00:09:30.500]  所以這些人的這個使命
[00:09:30.500 --> 00:09:32.500]  或者是他們的歷史
[00:09:32.500 --> 00:09:37.500]  就留在美國的國家當中
[00:09:37.500 --> 00:09:41.500]  所以今天美國的感恩節
[00:09:41.500 --> 00:09:44.500]  也就是從第一個感恩節
[00:09:44.500 --> 00:09:47.500]  就是從這些清教徒來到美國
[00:09:47.500 --> 00:09:50.500]  乘著五月花來到這裡
[00:09:50.500 --> 00:09:53.500]  你看他們有102個人
[00:09:53.500 --> 00:09:54.500]  46個人去世
[00:09:54.500 --> 00:09:57.500]  剩下56個人
[00:09:57.500 --> 00:10:01.500]  但是他們還是獻上感恩
[00:10:01.500 --> 00:10:05.500]  你看美國獨立是1776年
[00:10:05.500 --> 00:10:10.500]  他們是1621年獻上感恩
[00:10:10.500 --> 00:10:12.500]  經過了大概一百多年
[00:10:12.500 --> 00:10:15.500]  那時候來美國也是很苦的
[00:10:15.500 --> 00:10:18.500]  我們常常說清教徒
[00:10:18.500 --> 00:10:21.500]  好像兩袖清風
[00:10:21.500 --> 00:10:23.500]  清教徒好像什麼都沒有
[00:10:23.500 --> 00:10:25.500]  叫清教徒
[00:10:25.500 --> 00:10:27.500]  清教徒的英文叫什麼
[00:10:27.500 --> 00:10:29.500]  叫做Puritan
[00:10:29.500 --> 00:10:31.500]  Puritan的意思就是Pure
[00:10:31.500 --> 00:10:33.500]  很純正的講
[00:10:33.500 --> 00:10:37.500]  應該說要翻成純教徒
[00:10:37.500 --> 00:10:39.500]  純基督徒
[00:10:39.500 --> 00:10:41.500]  那純基督徒是存在什麼地方呢
[00:10:41.500 --> 00:10:43.500]  就是在信仰上
[00:10:43.500 --> 00:10:47.500]  信仰上要合乎聖經的道理
[00:10:47.500 --> 00:10:51.500]  因為馬丁路德圍讀聖經
[00:10:51.500 --> 00:10:53.500]  這是很重要的一個基礎
[00:10:53.500 --> 00:10:56.500]  所以信仰上要合乎真理
[00:10:56.500 --> 00:11:00.500]  行為上要遵守聖經的教導
[00:11:00.500 --> 00:11:05.500]  所以信仰跟行為都要很純正
[00:11:05.500 --> 00:11:09.500]  他們的帶領人講了一句話
[00:11:09.500 --> 00:11:11.500]  我是非常感動
[00:11:11.500 --> 00:11:14.500]  他們認為他們是神的選民
[00:11:14.500 --> 00:11:19.500]  他們盼望成為一個基督徒的燈塔
[00:11:19.500 --> 00:11:23.500]  他們就宛如一些小小的蠟燭
[00:11:23.500 --> 00:11:26.500]  要點燃千萬的人家
[00:11:26.500 --> 00:11:29.500]  甚至點燃整個國家
[00:11:29.500 --> 00:11:32.500]  所以就在1621年
[00:11:32.500 --> 00:11:35.500]  他們有這樣的盼望
[00:11:35.500 --> 00:11:38.500]  他們成為一個基督徒的燈台
[00:11:38.500 --> 00:11:40.500]  他們雖然人數少
[00:11:40.500 --> 00:11:42.500]  力量微薄
[00:11:42.500 --> 00:11:44.500]  但是他們所做的決定
[00:11:44.500 --> 00:11:46.500]  他們盼望藉著他們
[00:11:46.500 --> 00:11:50.500]  使許多人的生命被點燃起來
[00:11:50.500 --> 00:11:54.500]  因而也點燃了整個國家
[00:11:54.500 --> 00:11:56.500]  所以弟兄姊妹們
[00:11:56.500 --> 00:12:00.500]  也盼望我們在我們短暫的人生當中
[00:12:00.500 --> 00:12:02.500]  我們所做的許多的事情
[00:12:02.500 --> 00:12:04.500]  做的許多的決定
[00:12:04.500 --> 00:12:08.500]  也能夠成為一個明亮的燈台
[00:12:08.500 --> 00:12:10.500]  也能夠成為
[00:12:10.500 --> 00:12:13.500]  使許多人的生命得到點燃
[00:12:13.500 --> 00:12:18.500]  也能夠成為這個國家能夠得到明光
[00:12:18.500 --> 00:12:21.500]  你看經過了多少年
[00:12:21.500 --> 00:12:25.500]  到現在美國還紀念感恩節
[00:12:25.500 --> 00:12:30.500]  所以我們要獻上我們的感恩
[00:12:30.500 --> 00:12:37.500]  今天我們的經文是在詩篇106篇
[00:12:37.500 --> 00:12:43.500]  詩篇106篇作者第一句話就是Hallelujah
[00:12:43.500 --> 00:12:46.500]  Hallelujah的Hallelujah
[00:12:46.500 --> 00:12:49.500]  這個Ya就是Yahweh
[00:12:49.500 --> 00:12:51.500]  Yahweh就是耶和華這樣
[00:12:51.500 --> 00:12:53.500]  Jehovah
[00:12:53.500 --> 00:12:56.500]  所以Hallelujah就是讚美
[00:12:56.500 --> 00:12:59.500]  讚美誰?讚美耶和華這樣
[00:12:59.500 --> 00:13:04.500]  所以這個詩人一開始就好像一個邀請
[00:13:04.500 --> 00:13:07.500]  邀請你邀請你邀請我們
[00:13:07.500 --> 00:13:12.500]  一起來讚美耶和華這樣
[00:13:12.500 --> 00:13:15.500]  你們要我們一起來念一下
[00:13:15.500 --> 00:13:18.500]  你們要讚美耶和華
[00:13:18.500 --> 00:13:20.500]  要稱謝耶和華
[00:13:20.500 --> 00:13:22.500]  因祂本為善
[00:13:22.500 --> 00:13:26.500]  祂的慈愛永遠長存這樣
[00:13:26.500 --> 00:13:29.500]  所以盼望我們在這個感恩的季節
[00:13:29.500 --> 00:13:32.500]  盼望我們在我們的生命的當中
[00:13:32.500 --> 00:13:35.500]  常常獻上我們的感恩
[00:13:35.500 --> 00:13:37.500]  Hallelujah這樣
[00:13:37.500 --> 00:13:41.500]  Hallelujah這一句話是全世界通用的
[00:13:41.500 --> 00:13:44.500]  在韓國也是Hallelujah
[00:13:44.500 --> 00:13:47.500]  Hallelujah在中文也是Hallelujah
[00:13:47.500 --> 00:13:48.500]  在日本也是Hallelujah
[00:13:48.500 --> 00:13:50.500]  在美國也是Hallelujah
[00:13:50.500 --> 00:13:54.500]  不曉得這個翻譯的人都翻成Hallelujah這樣
[00:13:54.500 --> 00:14:00.500]  一開始讚美耶和華
[00:14:00.500 --> 00:14:04.500]  詩人就在最後一節48節
[00:14:04.500 --> 00:14:06.500]  我們一起來念一下好嗎
[00:14:06.500 --> 00:14:10.500]  耶和華以色列的神是應當稱頌的
[00:14:10.500 --> 00:14:13.500]  從根古直到永遠
[00:14:13.500 --> 00:14:16.500]  願眾民都說Amen
[00:14:16.500 --> 00:14:19.500]  你們要讚美耶和華
[00:14:19.500 --> 00:14:22.500]  所以在我們的生命的開始
[00:14:22.500 --> 00:14:25.500]  在一年的開始我們讚美耶和華
[00:14:25.500 --> 00:14:28.500]  在一年的結束我們也讚美耶和華
[00:14:28.500 --> 00:14:33.500]  因為祂是值得我們稱頌的
[00:14:33.500 --> 00:14:36.500]  為什麼這個詩人告訴我們
[00:14:36.500 --> 00:14:39.500]  為什麼要讚美耶和華
[00:14:39.500 --> 00:14:42.500]  因為已經有一個原因了
[00:14:42.500 --> 00:14:46.500]  因為祂的慈愛永遠長存
[00:14:46.500 --> 00:14:48.500]  我們來念一下英文好嗎
[00:14:48.500 --> 00:14:53.500]  For His loving kindness is everlasting
[00:14:53.500 --> 00:14:58.500]  For His good His love endures forever
[00:14:58.500 --> 00:15:00.500]  所以詩人告訴我們
[00:15:00.500 --> 00:15:02.500]  神的仁慈慈愛
[00:15:02.500 --> 00:15:06.500]  祂的愛祂的仁慈是everlasting
[00:15:06.500 --> 00:15:09.500]  是存到永遠的
[00:15:09.500 --> 00:15:10.500]  祂是善良
[00:15:10.500 --> 00:15:15.500]  祂的愛endures forever
[00:15:15.500 --> 00:15:19.500]  我們星期五有一個團體也在感恩聚餐
[00:15:19.500 --> 00:15:22.500]  大家都吃得非常好
[00:15:22.500 --> 00:15:25.500]  吃完以後輪流分享一下
[00:15:25.500 --> 00:15:27.500]  就有兩個太太
[00:15:27.500 --> 00:15:31.500]  他們就非常感謝他們的先生
[00:15:31.500 --> 00:15:33.500]  如果這個太太能夠誇獎先生
[00:15:33.500 --> 00:15:35.500]  在眾人面前誇獎先生
[00:15:35.500 --> 00:15:39.500]  可見這個先生一定做得非常成功
[00:15:39.500 --> 00:15:41.500]  這個太太就誇獎先生
[00:15:41.500 --> 00:15:45.500]  她說我這個先生真是非常的可靠
[00:15:45.500 --> 00:15:47.500]  然後交代給他的事情
[00:15:47.500 --> 00:15:50.500]  他一定會做得非常好
[00:15:50.500 --> 00:15:52.500]  很能幹
[00:15:52.500 --> 00:15:54.500]  然後交代他的
[00:15:54.500 --> 00:15:57.500]  他就很放心
[00:15:57.500 --> 00:16:02.500]  這個先生在我們教會是負責管音響的
[00:16:02.500 --> 00:16:04.500]  真是交代給他的
[00:16:04.500 --> 00:16:06.500]  在這幾年來當中
[00:16:06.500 --> 00:16:08.500]  他都管得非常好
[00:16:08.500 --> 00:16:10.500]  我相信你們教會很多人
[00:16:10.500 --> 00:16:13.500]  都是很忠心
[00:16:13.500 --> 00:16:15.500]  而且是很可靠的
[00:16:15.500 --> 00:16:21.500]  我們的主席李智華
[00:16:21.500 --> 00:16:23.500]  李偉進
[00:16:23.500 --> 00:16:26.500]  帶領唱詩的李智華
[00:16:26.500 --> 00:16:34.500]  今天帶領唱詩的是誰
[00:16:34.500 --> 00:16:37.500]  范珍勝
[00:16:37.500 --> 00:16:40.500]  我問你們他忠心不忠心
[00:16:40.500 --> 00:16:43.500]  我相信陳長老你教給他的事情
[00:16:43.500 --> 00:16:47.500]  他說yes馬上一定做得好
[00:16:47.500 --> 00:16:49.500]  每次你們敬拜團隊
[00:16:49.500 --> 00:16:52.500]  我平常都大概兩點就到了
[00:16:52.500 --> 00:16:55.500]  你們敬拜團隊就開始在這裡練
[00:16:55.500 --> 00:16:57.500]  非常的忠心
[00:16:57.500 --> 00:17:01.500]  而且這個忠心不是一個星期兩個星期一個月
[00:17:01.500 --> 00:17:03.500]  要有一段的時間
[00:17:03.500 --> 00:17:06.500]  所以這個太太就稱讚這個先生說
[00:17:06.500 --> 00:17:08.500]  他們結婚這麼多年來
[00:17:08.500 --> 00:17:12.500]  先生真是非常的忠心可靠
[00:17:12.500 --> 00:17:14.500]  然後另外一個太太是
[00:17:14.500 --> 00:17:16.500]  他在state工作
[00:17:16.500 --> 00:17:18.500]  所以從Davis要坐公車
[00:17:18.500 --> 00:17:21.500]  大概七點多就要趕快六點多就要出門了
[00:17:21.500 --> 00:17:24.500]  所以小孩子就由這個先生
[00:17:24.500 --> 00:17:27.500]  因為先生在UC Davis工作
[00:17:27.500 --> 00:17:30.500]  所以小孩子的事情都由先生來管
[00:17:30.500 --> 00:17:32.500]  所以這一兩年來
[00:17:32.500 --> 00:17:34.500]  這個先生做得非常好
[00:17:34.500 --> 00:17:38.500]  所以這是要有一段考驗的期間
[00:17:38.500 --> 00:17:41.500]  才知道這個人可靠不可靠
[00:17:41.500 --> 00:17:45.500]  這個人是不是信不信實
[00:17:45.500 --> 00:17:48.500]  這個詩人就告訴我們
[00:17:48.500 --> 00:17:52.500]  這個耶和華的慈愛是endure
[00:17:52.500 --> 00:17:56.500]  經過了考驗能夠存到永遠的
[00:17:56.500 --> 00:18:02.500]  所以上帝的慈愛是在歷史當中
[00:18:02.500 --> 00:18:04.500]  特別是在以色列的民族當中
[00:18:04.500 --> 00:18:09.500]  我們可以看到神的慈愛是經過考驗的
[00:18:09.500 --> 00:18:11.500]  我們都很清楚
[00:18:11.500 --> 00:18:14.500]  記得這個愛的真諦
[00:18:14.500 --> 00:18:20.500]  愛是恆久忍耐悠悠恩慈
[00:18:20.500 --> 00:18:23.500]  我就跟這些剛結婚的
[00:18:23.500 --> 00:18:25.500]  我常常告訴他們
[00:18:25.500 --> 00:18:27.500]  哇這個歌唱起來好romantic
[00:18:27.500 --> 00:18:28.500]  哇真好
[00:18:28.500 --> 00:18:30.500]  愛是恆久忍耐
[00:18:30.500 --> 00:18:34.500]  你知道原文這個愛是怎麼樣
[00:18:34.500 --> 00:18:37.500]  我上次看了一下嚇一跳
[00:18:37.500 --> 00:18:43.500]  Love is long suffering
[00:18:43.500 --> 00:18:49.500]  愛是長久的受苦
[00:18:49.500 --> 00:18:51.500]  什麼時候要忍耐
[00:18:51.500 --> 00:18:54.500]  就是受苦的時候才會產生忍耐
[00:18:54.500 --> 00:18:57.500]  Everything is fine 怎麼需要忍耐
[00:18:57.500 --> 00:19:00.500]  愛是長久忍耐
[00:19:00.500 --> 00:19:05.500]  原文是說愛是長久的受苦
[00:19:05.500 --> 00:19:10.500]  在受苦當中就看出這個人的愛心
[00:19:10.500 --> 00:19:12.500]  這個人能夠承受這個
[00:19:12.500 --> 00:19:14.500]  所以上帝告訴我們
[00:19:14.500 --> 00:19:16.500]  愛是恆久忍耐
[00:19:16.500 --> 00:19:19.500]  所以夫妻要彼此相愛
[00:19:19.500 --> 00:19:21.500]  恆久忍耐
[00:19:21.500 --> 00:19:23.500]  其實上帝最清楚
[00:19:23.500 --> 00:19:26.500]  他在愛我們的當中
[00:19:26.500 --> 00:19:29.500]  他真是恆久的受苦
[00:19:29.500 --> 00:19:32.500]  以色列的百姓多麼悖逆
[00:19:32.500 --> 00:19:36.500]  所以我們要感謝神
[00:19:36.500 --> 00:19:40.500]  我們的信仰不是只是客觀的
[00:19:40.500 --> 00:19:42.500]  而是主觀的
[00:19:42.500 --> 00:19:44.500]  我們生命當中經歷
[00:19:44.500 --> 00:19:46.500]  今天剛才陳張老在禱告的時候
[00:19:46.500 --> 00:19:49.500]  我們的生命當中經歷
[00:19:49.500 --> 00:19:53.500]  神在我們身上的恩典跟看顧
[00:19:53.500 --> 00:19:55.500]  所以我們要讚他
[00:19:55.500 --> 00:19:57.500]  這是有原因的
[00:19:57.500 --> 00:20:03.500]  這個作者在什麼時候寫下詩篇106篇
[00:20:03.500 --> 00:20:06.500]  是在出埃及記寫下嗎
[00:20:06.500 --> 00:20:08.500]  還是在曠野的時候
[00:20:08.500 --> 00:20:11.500]  還是在進入迦南帝應許之地
[00:20:11.500 --> 00:20:13.500]  還是在大魏王朝
[00:20:13.500 --> 00:20:15.500]  索羅門王的時代
[00:20:15.500 --> 00:20:17.500]  還是在貝魯到巴比倫去
[00:20:17.500 --> 00:20:20.500]  還是從巴比倫回來的時候
[00:20:20.500 --> 00:20:23.500]  很多聖經學者認為是在
[00:20:23.500 --> 00:20:26.500]  從巴比倫回到耶路撒冷
[00:20:26.500 --> 00:20:30.500]  重建聖殿的時候
[00:20:30.500 --> 00:20:33.500]  你知道出埃及記是在
[00:20:33.500 --> 00:20:36.500]  大概1400年前
[00:20:36.500 --> 00:20:41.500]  公元前1400年前
[00:20:41.500 --> 00:20:45.500]  然後這個貝魯回歸大概是在
[00:20:45.500 --> 00:20:48.500]  大概500年
[00:20:48.500 --> 00:20:51.500]  所以經歷了大概有1000年
[00:20:51.500 --> 00:20:54.500]  所以這個作者從詩篇的第二節
[00:20:54.500 --> 00:20:57.500]  第三節到四十八節
[00:20:57.500 --> 00:21:02.500]  就在描述整個1000年的歷史
[00:21:02.500 --> 00:21:05.500]  神怎麼照顧以色列的百姓
[00:21:05.500 --> 00:21:07.500]  神怎麼看顧他們
[00:21:07.500 --> 00:21:09.500]  但是他們的悖逆
[00:21:09.500 --> 00:21:13.500]  他們的違背神
[00:21:13.500 --> 00:21:18.500]  所以這是以色列人的故事
[00:21:18.500 --> 00:21:20.500]  我很盼望每一個人
[00:21:20.500 --> 00:21:24.500]  都有一個慶祝的故事
