
[00:00:00.000 --> 00:00:03.000]  先恭喜大家三十周年
[00:06:04.420 --> 00:06:06.420]  出現這麼多東西
[00:06:06.420 --> 00:06:10.420]  於是我就決定選擇了一個題目
[00:06:10.420 --> 00:06:12.420]  我選擇了一個題目
[00:06:12.420 --> 00:06:14.420]  其中一件事
[00:06:14.420 --> 00:06:15.420]  包括一個字
[00:06:15.420 --> 00:06:17.420]  是和幾粒粒人是相關的
[00:06:17.420 --> 00:06:19.420]  Change
[00:06:19.420 --> 00:06:21.420]  Change
[00:06:21.420 --> 00:06:23.420]  改變自己
[00:06:23.420 --> 00:06:24.420]  改變自己的時間
[00:06:24.420 --> 00:06:26.420]  當然也要看大局面
[00:06:26.420 --> 00:06:28.420]  要洞察這個世界
[00:06:28.420 --> 00:06:30.420]  這個世界為什麼會這樣
[00:06:30.420 --> 00:06:31.420]  很多人都問
[00:06:31.420 --> 00:06:33.420]  我看到很多書
[00:06:33.420 --> 00:06:34.420]  都是說
[00:06:34.420 --> 00:06:36.420]  我不明白這個世界
[00:06:36.420 --> 00:06:38.420]  我很喜歡看不同類型的書
[00:06:38.420 --> 00:06:40.420]  特別我喜歡看的不是歷史書
[00:06:40.420 --> 00:06:42.420]  因為歷史已經過去了
[00:06:42.420 --> 00:06:43.420]  不能追
[00:06:43.420 --> 00:06:44.420]  已經發生了
[00:06:44.420 --> 00:06:46.420]  你不可以reverse
[00:06:46.420 --> 00:06:47.420]  它發生了就發生了
[00:06:47.420 --> 00:06:49.420]  你也不可以洗掉它
[00:06:49.420 --> 00:06:51.420]  你只能夠learn from history
[00:06:51.420 --> 00:06:53.420]  如果不learn from history
[00:06:53.420 --> 00:06:55.420]  你將來會再同樣的mistake
[00:06:55.420 --> 00:06:58.420]  但是你將來 每個人都想看將來
[00:06:58.420 --> 00:07:00.420]  因為我做青年工作
[00:07:00.420 --> 00:07:01.420]  青年工作是什麼
[00:07:01.420 --> 00:07:04.420]  我是預備他活在將來
[00:07:04.420 --> 00:07:07.420]  我不是預備他重複過去
[00:07:07.420 --> 00:07:09.420]  因為這個世界不再一樣
[00:07:09.420 --> 00:07:11.420]  這個世界要形容一樣東西
[00:07:11.420 --> 00:07:12.420]  就是Change
[00:07:12.420 --> 00:07:13.420]  改變
[00:07:13.420 --> 00:07:15.420]  這個字是多謝奧巴馬
[00:07:15.420 --> 00:07:17.420]  全世界都很留意這個字
[00:07:17.420 --> 00:07:18.420]  對不對
[00:07:18.420 --> 00:07:20.420]  他選舉的時候
[00:07:20.420 --> 00:07:21.420]  我對他很有期望
[00:07:21.420 --> 00:07:23.420]  所以他每一本書
[00:07:23.420 --> 00:07:25.420]  每一篇講章我都看過
[00:07:25.420 --> 00:07:27.420]  我覺得他都很有雄心
[00:07:27.420 --> 00:07:29.420]  做了一屆半之後
[00:07:29.420 --> 00:07:30.420]  我見他老了很多
[00:07:30.420 --> 00:07:32.420]  非常抑鬱
[00:07:32.420 --> 00:07:34.420]  因為他特別要改
[00:07:34.420 --> 00:07:36.420]  他發覺改不了
[00:07:36.420 --> 00:07:38.420]  我們香港過不了立法會
[00:07:38.420 --> 00:07:39.420]  他過不了國會
[00:07:39.420 --> 00:07:41.420]  50/50 hung parliament
[00:07:41.420 --> 00:07:43.420]  樣樣都過不了
[00:07:43.420 --> 00:07:45.420]  你不要以為只是香港過不了
[00:07:45.420 --> 00:07:46.420]  全世界都是
[00:07:46.420 --> 00:07:48.420]  你在英國過得了嗎
[00:07:48.420 --> 00:07:50.420]  你在香港的事你過得了嗎
[00:07:50.420 --> 00:07:51.420]  很多事都過不了
[00:07:51.420 --> 00:07:54.420]  他發覺他想改變大自然
[00:07:54.420 --> 00:07:56.420]  很多事他都肯
[00:07:56.420 --> 00:07:59.420]  只是醫療那些都很勉強推
[00:07:59.420 --> 00:08:01.420]  都要很多的妥協
[00:08:01.420 --> 00:08:04.420]  他決定大力打擊反恐
[00:08:04.420 --> 00:08:06.420]  所以他拿了諾貝爾和平獎
[00:08:06.420 --> 00:08:08.420]  如果他發覺控制不了
[00:08:08.420 --> 00:08:10.420]  他決定將反恐外判
[00:08:10.420 --> 00:08:12.420]  都幾成功
[00:08:12.420 --> 00:08:14.420]  他說我走了
[00:08:14.420 --> 00:08:16.420]  阿富汗我搞不定你
[00:08:16.420 --> 00:08:17.420]  麻煩你多謝你
[00:08:17.420 --> 00:08:19.420]  我們的兵一個都不留下
[00:08:19.420 --> 00:08:21.420]  你們搞定
[00:08:21.420 --> 00:08:22.420]  烏克蘭
[00:08:22.420 --> 00:08:24.420]  個個給錢你
[00:08:24.420 --> 00:08:26.420]  你搞定了普京
[00:08:26.420 --> 00:08:28.420]  全部外判
[00:08:28.420 --> 00:08:30.420]  中國崛起
[00:08:30.420 --> 00:08:33.420]  他決定重回亞洲
[00:08:33.420 --> 00:08:34.420]  拜託越南
[00:08:34.420 --> 00:08:36.420]  你看著他
[00:08:36.420 --> 00:08:38.420]  安倍晉三多謝你
[00:08:38.420 --> 00:08:41.420]  菲律賓看著他
[00:08:41.420 --> 00:08:43.420]  是什麼
[00:08:43.420 --> 00:08:45.420]  他以為可以改變
[00:08:45.420 --> 00:08:47.420]  以為
[00:08:47.420 --> 00:08:49.420]  你怎麼讀
[00:08:49.420 --> 00:08:51.420]  所以我看那些未來學家
[00:08:51.420 --> 00:08:53.420]  寫書不同了
[00:08:53.420 --> 00:08:56.420]  寫的時間都幾有盼望
[00:08:56.420 --> 00:08:58.420]  看的時間都幾好
[00:08:58.420 --> 00:09:00.420]  他覺得他可以控制
[00:09:00.420 --> 00:09:03.420]  中國寫了八大趨勢
[00:09:03.420 --> 00:09:05.420]  亞洲又有八大趨勢
[00:09:05.420 --> 00:09:07.420]  世界的趨勢
[00:09:07.420 --> 00:09:09.420]  他突然間發覺原來
[00:09:09.420 --> 00:09:10.420]  unpredictable
[00:09:10.420 --> 00:09:12.420]  所以最近出了一本
[00:09:12.420 --> 00:09:13.420]  是美國白宮的顧問
[00:09:13.420 --> 00:09:15.420]  三個總統的顧問
[00:09:15.420 --> 00:09:17.420]  寫了一本書說未來
[00:09:17.420 --> 00:09:19.420]  extreme future
[00:09:19.420 --> 00:09:22.420]  他不敢再估計
[00:09:22.420 --> 00:09:25.420]  他說未來只是極端
[00:09:25.420 --> 00:09:27.420]  氣候很極端
[00:09:27.420 --> 00:09:29.420]  我都估不到
[00:09:29.420 --> 00:09:31.420]  人的生命很極端
[00:09:31.420 --> 00:09:33.420]  基因變得很厲害
[00:09:33.420 --> 00:09:34.420]  他說我們現在要研究
[00:09:34.420 --> 00:09:37.420]  如何處理那些極端的病
[00:09:37.420 --> 00:09:40.420]  他說國與國之間的關係
[00:09:40.420 --> 00:09:42.420]  變得非常極端
[00:09:42.420 --> 00:09:44.420]  所以他再說十大趨勢
[00:09:44.420 --> 00:09:46.420]  都是極端極端極端
[00:09:46.420 --> 00:09:48.420]  已經不能夠再掌握
[00:09:48.420 --> 00:09:50.420]  但是不是神創造了之後
[00:09:50.420 --> 00:09:52.420]  他就袖手旁觀不理
[00:09:52.420 --> 00:09:54.420]  錯
[00:09:54.420 --> 00:09:56.420]  因為很多人覺得神已經死了
[00:09:56.420 --> 00:09:58.420]  所以到二十世紀
[00:09:58.420 --> 00:10:00.420]  上一個世紀
[00:10:00.420 --> 00:10:02.420]  我突然間發覺很多人
[00:10:02.420 --> 00:10:05.420]  都推介一件事
[00:10:05.420 --> 00:10:07.420]  不再相信神的存在
[00:10:07.420 --> 00:10:09.420]  我想一下
[00:10:09.420 --> 00:10:11.420]  四個影響二十世紀最重要的人
[00:10:11.420 --> 00:10:12.420]  都是這樣
[00:10:12.420 --> 00:10:14.420]  達爾文
[00:10:14.420 --> 00:10:15.420]  進化論
[00:10:15.420 --> 00:10:16.420]  Sigmund Freud
[00:10:16.420 --> 00:10:18.420]  人活著只有兩個drive
[00:10:18.420 --> 00:10:20.420]  Thanatos Eros
[00:10:20.420 --> 00:10:22.420]  性慾drive你
[00:10:22.420 --> 00:10:24.420]  死亡的恐懼
[00:10:24.420 --> 00:10:26.420]  和drive你
[00:10:26.420 --> 00:10:28.420]  Karl
[00:10:28.420 --> 00:10:30.420]  Marx
[00:10:30.420 --> 00:10:32.420]  關於我
[00:10:32.420 --> 00:10:34.420]  用人的方式
[00:10:34.420 --> 00:10:36.420]  解決資本主義
[00:10:36.420 --> 00:10:38.420]  遺留的問題
[00:10:38.420 --> 00:10:40.420]  我要建立一個大同的世界
[00:10:40.420 --> 00:10:42.420]  是無神的
[00:10:42.420 --> 00:10:44.420]  是唯物的
[00:10:44.420 --> 00:10:46.420]  是階級鬥爭的
[00:10:46.420 --> 00:10:48.420]  始終會出現一個大同的世界
[00:10:48.420 --> 00:10:50.420]  當然去到最極端
[00:10:50.420 --> 00:10:52.420]  亦都很有影響
[00:10:52.420 --> 00:10:54.420]  我都是二十世紀的人
[00:10:54.420 --> 00:10:56.420]  當時大部份知識份子
[00:10:56.420 --> 00:10:58.420]  都相信存在主義
[00:10:58.420 --> 00:11:00.420]  存在主義覺得是chaotic
[00:11:00.420 --> 00:11:02.420]  God is dead
[00:11:02.420 --> 00:11:04.420]  所以第四個是彌彩
[00:11:04.420 --> 00:11:06.420]  所以那一代
[00:11:06.420 --> 00:11:08.420]  到二十世紀的時候
[00:11:08.420 --> 00:11:10.420]  基本上整個世界
[00:11:10.420 --> 00:11:12.420]  都覺得atheistic神不在
[00:11:12.420 --> 00:11:14.420]  我們的科學我們的思想
[00:11:14.420 --> 00:11:16.420]  I think therefore I am
[00:11:16.420 --> 00:11:18.420]  I create therefore I am
[00:11:18.420 --> 00:11:20.420]  我們有technology我們相信蔡先生
[00:11:20.420 --> 00:11:22.420]  我們相信德先生
[00:11:22.420 --> 00:11:24.420]  我們用人的民主用人的科技
[00:11:24.420 --> 00:11:26.420]  來改寫這個世界
[00:11:26.420 --> 00:11:28.420]  在二十世紀
[00:11:28.420 --> 00:11:30.420]  人極度自信
[00:11:30.420 --> 00:11:32.420]  覺得自己
[00:11:32.420 --> 00:11:34.420]  是可以控制這個世界
[00:11:34.420 --> 00:11:36.420]  Is that true?
[00:11:36.420 --> 00:11:38.420]  Is that true?
[00:11:38.420 --> 00:11:42.420]  聖經說
[00:11:42.420 --> 00:11:44.420]  神沒有袖手旁觀
[00:11:44.420 --> 00:11:46.420]  古時
[00:11:46.420 --> 00:11:48.420]  神藉著他的先知
[00:11:48.420 --> 00:11:50.420]  來講明神的心意
[00:11:50.420 --> 00:11:52.420]  講話
[00:11:52.420 --> 00:11:54.420]  是要很小心
[00:11:54.420 --> 00:11:56.420]  為什麼呢?
[00:11:56.420 --> 00:11:58.420]  如果你夠白紙黑字寫下你講的話
[00:11:58.420 --> 00:12:00.420]  你夠膽
[00:12:00.420 --> 00:12:02.420]  因為有人隨時challenge你
[00:12:02.420 --> 00:12:04.420]  所以你講話最好不要被人寫下
[00:12:04.420 --> 00:12:06.420]  不要被人錄下
[00:12:06.420 --> 00:12:08.420]  神就很聰明
[00:12:08.420 --> 00:12:10.420]  全部錄下
[00:12:10.420 --> 00:12:12.420]  白紙黑字
[00:12:12.420 --> 00:12:14.420]  三十九卷書
[00:12:14.420 --> 00:12:16.420]  你可以check
[00:12:16.420 --> 00:12:18.420]  爾賽亞書六十六章
[00:12:18.420 --> 00:12:20.420]  講尼賽亞會來
[00:12:20.420 --> 00:12:22.420]  四十八處
[00:12:22.420 --> 00:12:24.420]  全部中了
[00:12:24.420 --> 00:12:28.420]  為什麼不看聖經呢?
[00:12:28.420 --> 00:12:30.420]  你不看
[00:12:30.420 --> 00:12:32.420]  你不願意查
[00:12:32.420 --> 00:12:34.420]  不要袖手旁觀
[00:12:34.420 --> 00:12:36.420]  信息只能讓你歸回
[00:12:36.420 --> 00:12:38.420]  你悔改
[00:12:38.420 --> 00:12:40.420]  和我重建這個關係
[00:12:40.420 --> 00:12:42.420]  讓我來掌管這個世界
[00:12:42.420 --> 00:12:44.420]  全部殺了
[00:12:44.420 --> 00:12:46.420]  大部分先知都是
[00:12:46.420 --> 00:12:48.420]  死於非命
[00:12:48.420 --> 00:12:50.420]  有很多是死在自己人的手中
[00:12:50.420 --> 00:12:52.420]  被石頭打死
[00:12:52.420 --> 00:12:54.420]  被腳踮死
[00:12:54.420 --> 00:12:56.420]  很多你check那些先知
[00:12:56.420 --> 00:12:58.420]  大部分沒什麼好寫
[00:12:58.420 --> 00:13:00.420]  是真的
[00:13:00.420 --> 00:13:02.420]  不是我講的
[00:13:02.420 --> 00:13:04.420]  你check那些先知
[00:13:04.420 --> 00:13:06.420]  所以聖經講神在末後的時間
[00:13:06.420 --> 00:13:08.420]  末後是什麼呢?
[00:13:08.420 --> 00:13:10.420]  末後的起點在哪裏呢?
[00:13:10.420 --> 00:13:12.420]  在哪裏起點呢?
[00:13:12.420 --> 00:13:14.420]  末後
[00:13:14.420 --> 00:13:16.420]  猜他的遺址來巧遇我們
[00:13:16.420 --> 00:13:18.420]  希伯來書
[00:13:18.420 --> 00:13:20.420]  所以人類歷史
[00:13:20.420 --> 00:13:22.420]  在那裏開始
[00:13:22.420 --> 00:13:24.420]  有三件很重要的事發生
[00:13:24.420 --> 00:13:26.420]  是歷史
[00:13:26.420 --> 00:13:28.420]  第一件
[00:13:28.420 --> 00:13:30.420]  神的遺址
[00:13:30.420 --> 00:13:32.420]  靜悄悄來到人間
[00:13:32.420 --> 00:13:34.420]  只有天使
[00:13:34.420 --> 00:13:36.420]  和幾個牧羊人和東方
[00:13:36.420 --> 00:13:38.420]  一些的智者
[00:13:38.420 --> 00:13:40.420]  是知道
[00:13:40.420 --> 00:13:42.420]  但是昔日靜悄悄的降生
[00:13:42.420 --> 00:13:44.420]  今天全世界
[00:13:44.420 --> 00:13:46.420]  普天同慶
[00:13:46.420 --> 00:13:48.420]  他的降生叫做聖誕節
[00:13:48.420 --> 00:13:50.420]  我每年聖誕節都去
[00:13:50.420 --> 00:13:52.420]  特別我這幾年經常
[00:13:52.420 --> 00:13:54.420]  回去中國內地
[00:13:54.420 --> 00:13:56.420]  中國內地都慶祝聖誕節
[00:13:56.420 --> 00:13:58.420]  我專登去看他的櫥窗
[00:13:58.420 --> 00:14:00.420]  究竟你慶祝什麼
[00:14:00.420 --> 00:14:02.420]  原來都有罵嘈
[00:14:02.420 --> 00:14:04.420]  不只是
[00:14:04.420 --> 00:14:06.420]  聖誕老人
[00:14:06.420 --> 00:14:08.420]  你留心看看
[00:14:08.420 --> 00:14:10.420]  有些地方就輕輕撥過
[00:14:10.420 --> 00:14:12.420]  都唱聖詩
[00:14:12.420 --> 00:14:14.420]  去了鄉村的時間都唱聖詩
[00:14:14.420 --> 00:14:16.420]  可能去到一些極強的國家
[00:14:16.420 --> 00:14:18.420]  都慶祝
[00:14:18.420 --> 00:14:20.420]  另外一個慶祝的是什麼呢?
[00:14:20.420 --> 00:14:22.420]  第二個節
[00:14:22.420 --> 00:14:24.420]  復活節
[00:14:24.420 --> 00:14:26.420]  我喜歡復活節
[00:14:26.420 --> 00:14:28.420]  多於聖誕節
[00:14:28.420 --> 00:14:30.420]  我喜歡壽難節
[00:14:30.420 --> 00:14:32.420]  全世界都慶祝
[00:14:32.420 --> 00:14:34.420]  Celebrate
[00:14:34.420 --> 00:14:36.420]  全世界一半的人口
[00:14:36.420 --> 00:14:38.420]  你不要理他
[00:14:38.420 --> 00:14:40.420]  明不明白這些意思
[00:14:40.420 --> 00:14:42.420]  他都慶祝
[00:14:42.420 --> 00:14:44.420]  都送個聖誕禮物
[00:14:44.420 --> 00:14:46.420]  第三樣東西本來很重要
[00:14:46.420 --> 00:14:48.420]  我剛才問你你都不慶祝
[00:14:48.420 --> 00:14:52.420]  是不是
[00:14:52.420 --> 00:14:54.420]  你都不知道
[00:14:54.420 --> 00:14:56.420]  你的章寫了
[00:14:56.420 --> 00:14:58.420]  你是不是沒有看
[00:14:58.420 --> 00:15:00.420]  真是離譜
[00:15:00.420 --> 00:15:02.420]  你不看
[00:15:02.420 --> 00:15:04.420]  已經吞了水
[00:15:04.420 --> 00:15:06.420]  聖靈降臨主人
[00:15:06.420 --> 00:15:08.420]  是對的
[00:15:08.420 --> 00:15:10.420]  靜悄悄
[00:15:10.420 --> 00:15:12.420]  看主耶穌基督說
[00:15:12.420 --> 00:15:14.420]  因為我和你讀了一段聖經
[00:15:14.420 --> 00:15:16.420]  讀了一段聖經
[00:15:16.420 --> 00:15:18.420]  在他讀最後的時間
[00:15:18.420 --> 00:15:20.420]  他暴露自己的身份
[00:15:20.420 --> 00:15:22.420]  他暴露自己的身份
[00:15:22.420 --> 00:15:24.420]  不是他們想像的彌賽亞
[00:15:24.420 --> 00:15:26.420]  他們想像的彌賽亞
[00:15:26.420 --> 00:15:28.420]  帶著權帶著兵
[00:15:28.420 --> 00:15:30.420]  重新建立一個新的以色列王國
[00:15:30.420 --> 00:15:32.420]  好像大衛一樣
[00:15:32.420 --> 00:15:34.420]  他在等一個這樣的
[00:15:34.420 --> 00:15:36.420]  他說我不是
[00:15:36.420 --> 00:15:38.420]  我會釘十字架
[00:15:38.420 --> 00:15:40.420]  越講越傷心
[00:15:40.420 --> 00:15:42.420]  講到門徒不單止傷心
[00:15:42.420 --> 00:15:44.420]  他突然醒了決定賣他
[00:15:44.420 --> 00:15:46.420]  都不是我們在等的
[00:15:46.420 --> 00:15:48.420]  他想我今天選了一段
[00:15:48.420 --> 00:15:50.420]  越講越憂愁
[00:15:50.420 --> 00:15:52.420]  他說我不講
[00:15:52.420 --> 00:15:54.420]  我不去
[00:15:54.420 --> 00:15:56.420]  我的朋友不會來
[00:15:56.420 --> 00:15:58.420]  你的朋友不會來
[00:15:58.420 --> 00:16:00.420]  另一個顧問
[00:16:00.420 --> 00:16:02.420]  另一位
[00:16:02.420 --> 00:16:04.420]  叫做聖靈會來
[00:16:04.420 --> 00:16:06.420]  他說
[00:16:06.420 --> 00:16:08.420]  我會走
[00:16:08.420 --> 00:16:10.420]  你在耶路撒冷等
[00:16:10.420 --> 00:16:12.420]  第五十天
[00:16:12.420 --> 00:16:14.420]  聖靈
[00:16:14.420 --> 00:16:16.420]  轟天動地而來
[00:16:16.420 --> 00:16:18.420]  動地而來
[00:16:18.420 --> 00:16:20.420]  和耶穌靜悄悄來是不同的
[00:16:20.420 --> 00:16:22.420]  聖經
[00:16:22.420 --> 00:16:24.420]  在《仕途行傳》記載
[00:16:24.420 --> 00:16:26.420]  好像火一樣
[00:16:26.420 --> 00:16:28.420]  在耶路撒冷
[00:16:28.420 --> 00:16:30.420]  數以萬計的人在
[00:16:30.420 --> 00:16:32.420]  數以萬計的人在
[00:16:32.420 --> 00:16:34.420]  為什麼我知道數以萬計呢
[00:16:34.420 --> 00:16:36.420]  只是信耶穌那天決志的有三千個
[00:16:36.420 --> 00:16:38.420]  四方八面來
[00:16:38.420 --> 00:16:40.420]  剛剛是一個大的節日
[00:16:40.420 --> 00:16:42.420]  在這裡的時間
[00:16:42.420 --> 00:16:44.420]  那個不認耶穌的彼得
[00:16:44.420 --> 00:16:46.420]  站起來
[00:16:46.420 --> 00:16:48.420]  聖靈充滿他
[00:16:48.420 --> 00:16:50.420]  聖靈好像火一樣降臨
[00:16:50.420 --> 00:16:52.420]  你們釘在十字架上的基督
[00:16:52.420 --> 00:16:54.420]  已經
[00:16:54.420 --> 00:16:56.420]  從死裡復活
