
[00:00:00.000 --> 00:00:05.000]  今天的主題是「兼諜情深」
[00:03:43.000 --> 00:03:46.000]  等這麼久就不要叫我等
[00:03:46.000 --> 00:03:47.000]  這是第一個回應
[00:03:47.000 --> 00:03:49.000]  第二個回應就是
[00:03:49.000 --> 00:03:51.000]  哎呀,這麼久?
[00:03:51.000 --> 00:03:54.000]  沒事吧?是不是不舒服?
[00:03:54.000 --> 00:03:55.000]  各位精明的丈夫
[00:03:55.000 --> 00:03:57.000]  你自己選擇如何回應
[00:03:57.000 --> 00:04:00.000]  這是影響你的婚姻的
[00:04:00.000 --> 00:04:04.000]  第四個就是互相的支持
[00:04:04.000 --> 00:04:08.000]  互撐,互相為大家辯護
[00:04:08.000 --> 00:04:11.000]  其實我太太或我老公不是這樣的意思
[00:04:11.000 --> 00:04:12.000]  其實是這樣的意思
[00:04:12.000 --> 00:04:15.000]  就是說,其實是傳達一個訊息
[00:04:15.000 --> 00:04:17.000]  你不討我老公就等於不討我
[00:04:17.000 --> 00:04:20.000]  你不討我老婆就等於不討我
[00:04:20.000 --> 00:04:22.000]  大家互撐支持
[00:04:22.000 --> 00:04:27.000]  成功的婚姻通常都有這幾個特點
[00:04:27.000 --> 00:04:30.000]  這對夫婦是哈特夫婦
[00:04:30.000 --> 00:04:32.000]  哈特夫婦這張照片
[00:04:32.000 --> 00:04:33.000]  就是他們兩個慶祝
[00:04:33.000 --> 00:04:36.000]  他們八十週年的結婚紀念
[00:04:36.000 --> 00:04:39.000]  哈特夫婦有三個子女
[00:04:39.000 --> 00:04:43.000]  四個孫子,十三個曾孫
[00:04:43.000 --> 00:04:45.000]  十四個曾曾孫
[00:04:45.000 --> 00:04:50.000]  所以整個家族加起來是超過三十人
[00:04:50.000 --> 00:04:53.000]  一個婚姻怎麼一路同行
[00:04:53.000 --> 00:04:55.000]  一生一世呢?
[00:04:55.000 --> 00:04:58.000]  哈特夫婦的回應
[00:04:58.000 --> 00:05:00.000]  可能給大家一點亮光
[00:05:00.000 --> 00:05:01.000]  他說什麼呢?
[00:05:01.000 --> 00:05:04.000]  你必須將神放在你生命裡
[00:05:04.000 --> 00:05:06.000]  最重要的地位
[00:05:06.000 --> 00:05:10.000]  你可以一路同行一生一世
[00:05:10.000 --> 00:05:12.000]  同樣彼得前書裡面
[00:05:12.000 --> 00:05:15.000]  彼得也指出
[00:05:15.000 --> 00:05:19.000]  在一路同行一生一世的婚姻裡面
[00:05:19.000 --> 00:05:23.000]  丈夫和妻子都有不同的角色
[00:05:23.000 --> 00:05:26.000]  今天我只是跟大家講三節的聖經
[00:05:26.000 --> 00:05:28.000]  就是彼得前書的三章
[00:05:28.000 --> 00:05:31.000]  一節、二節和七節
[00:05:31.000 --> 00:05:35.000]  講妻子的角色就有兩節的聖經
[00:05:35.000 --> 00:05:38.000]  講丈夫就有一節的聖經
[00:05:38.000 --> 00:05:42.000]  但不等於妻子兩節聖經當然講多了
[00:05:42.000 --> 00:05:44.000]  要負責任多一點
[00:05:44.000 --> 00:05:45.000]  未必是這樣
[00:05:45.000 --> 00:05:48.000]  可能一節聖經對丈夫的要求更多
[00:05:48.000 --> 00:05:50.000]  大家努力看下去
[00:05:50.000 --> 00:05:52.000]  我們先講妻子的角色
[00:05:52.000 --> 00:05:54.000]  我們一起看彼得前書三章
[00:05:54.000 --> 00:05:55.000]  一節、二節
[00:05:55.000 --> 00:05:56.000]  我們一起讀
[00:05:56.000 --> 00:05:57.000]  一、二、三
[00:05:57.000 --> 00:06:01.000]  你們作妻子的要信服自己的丈夫
[00:06:01.000 --> 00:06:05.000]  這若若有不信從道理的丈夫
[00:06:05.000 --> 00:06:07.000]  他們雖然不聽道
[00:06:07.000 --> 00:06:12.000]  也可以因妻子的品行被感化過來
[00:06:12.000 --> 00:06:19.000]  這正是因看見你們有貞潔的品行和敬畏的心
[00:06:19.000 --> 00:06:21.000]  在這個世代
[00:06:21.000 --> 00:06:23.000]  我講「信服」這兩個字
[00:06:23.000 --> 00:06:26.000]  似乎未必適合
[00:06:26.000 --> 00:06:28.000]  況且我現在要講
[00:06:28.000 --> 00:06:30.000]  妻子要信服丈夫
[00:06:30.000 --> 00:06:33.000]  做妻子要信服丈夫
[00:06:33.000 --> 00:06:36.000]  可能有些姊妹聽起來不太舒服
[00:06:36.000 --> 00:06:37.000]  第二姊妹
[00:06:37.000 --> 00:06:39.000]  這是必須要講的
[00:06:39.000 --> 00:06:41.000]  因為真是神的要求
[00:06:41.000 --> 00:06:42.000]  「信服」
[00:06:42.000 --> 00:06:48.000]  其實原文是講述一種甘心樂意的信服
[00:06:48.000 --> 00:06:50.000]  就好像信耶穌的人
[00:06:50.000 --> 00:06:53.000]  信服耶穌基督一樣
[00:06:53.000 --> 00:06:56.000]  不是很委屈地
[00:06:56.000 --> 00:07:00.000]  就勉強地信服你聽你的話
[00:07:00.000 --> 00:07:01.000]  不是這樣
[00:07:01.000 --> 00:07:04.000]  也不是講大男人主義
[00:07:04.000 --> 00:07:06.000]  也不是貶低女性
[00:07:06.000 --> 00:07:08.000]  而是神創造天地的時候
[00:07:08.000 --> 00:07:11.000]  祂做家庭、做社會、做很多事情
[00:07:11.000 --> 00:07:13.000]  祂已經設立了秩序
[00:07:13.000 --> 00:07:16.000]  大家如果看《義之不所書》的時候
[00:07:16.000 --> 00:07:19.000]  祂講丈夫是妻子的頭
[00:07:19.000 --> 00:07:20.000]  祂在講什麼呢?
[00:07:20.000 --> 00:07:22.000]  就不是一種權利
[00:07:22.000 --> 00:07:24.000]  祂在講丈夫是妻子的頭
[00:07:24.000 --> 00:07:26.000]  祂在講責任
[00:07:26.000 --> 00:07:29.000]  丈夫是家屬靈的頭
[00:07:29.000 --> 00:07:32.000]  祂有責任帶領全家歸向神
[00:07:32.000 --> 00:07:35.000]  所以這是丈夫屬靈的責任
[00:07:35.000 --> 00:07:36.000]  是非常重要的
[00:07:36.000 --> 00:07:39.000]  可能一邊講的時候
[00:07:39.000 --> 00:07:41.000]  有人在心裏面說
[00:07:41.000 --> 00:07:42.000]  那祂信服不下
[00:07:42.000 --> 00:07:44.000]  那怎麼辦呢?
[00:07:44.000 --> 00:07:45.000]  如果祂信服不下
[00:07:45.000 --> 00:07:48.000]  你就需要一種智慧
[00:07:48.000 --> 00:07:49.000]  很久之前
[00:07:49.000 --> 00:07:50.000]  應該是幾個月前
[00:07:50.000 --> 00:07:52.000]  我曾經在Facebook
[00:07:52.000 --> 00:07:55.000]  看過一位老太太的分享
[00:07:55.000 --> 00:07:57.000]  在這個分享裏面
[00:07:57.000 --> 00:08:00.000]  有人訪問這位老太太
[00:08:00.000 --> 00:08:02.000]  她問這位老太太
[00:08:02.000 --> 00:08:05.000]  你的丈夫有沒有缺點?
[00:08:05.000 --> 00:08:08.000]  她說多得好像天上的星那麼多
[00:08:08.000 --> 00:08:11.000]  然後這個人再問
[00:08:11.000 --> 00:08:14.000]  那你丈夫有沒有優點?
[00:08:14.000 --> 00:08:17.000]  她說優點少到好像只有一個太陽那樣
[00:08:17.000 --> 00:08:19.000]  那個人就奇怪了
[00:08:19.000 --> 00:08:21.000]  喂!你這樣講
[00:08:21.000 --> 00:08:24.000]  你夫婦結婚超過半個世紀
[00:08:24.000 --> 00:08:25.000]  超過五十年
[00:08:25.000 --> 00:08:27.000]  仍然這麼恩愛
[00:08:27.000 --> 00:08:29.000]  那為什麼你會這樣講呢?
[00:08:29.000 --> 00:08:31.000]  那太太就這樣回答
[00:08:31.000 --> 00:08:33.000]  她說當太陽一出來
[00:08:33.000 --> 00:08:35.000]  所有星星都不見了
[00:08:35.000 --> 00:08:39.000]  等於你必須要學習一個智慧
[00:08:39.000 --> 00:08:41.000]  彼得也這樣講
[00:08:41.000 --> 00:08:44.000]  當太太肯信服丈夫的時候
[00:08:44.000 --> 00:08:46.000]  神會工作
[00:08:46.000 --> 00:08:48.000]  你會發現你的家庭有點不同
[00:08:48.000 --> 00:08:52.000]  就是丈夫當看見太太的品行和好行為
[00:08:52.000 --> 00:08:54.000]  那種敬畏神的心
[00:08:54.000 --> 00:08:58.000]  丈夫會見到神在他生命裏面的真實
[00:08:58.000 --> 00:09:01.000]  就是說丈夫在太太的生命裏面
[00:09:01.000 --> 00:09:03.000]  見到神的真實
[00:09:03.000 --> 00:09:06.000]  以下這張照片就是我和師母
[00:09:06.000 --> 00:09:09.000]  這位是胡牧師和謝牧師
[00:09:09.000 --> 00:09:13.000]  是胡毅牧師和謝明宏牧師
[00:09:13.000 --> 00:09:16.000]  是我和師母的屬靈的父母
[00:09:16.000 --> 00:09:18.000]  每一次在我生命裏面
[00:09:18.000 --> 00:09:20.000]  在我的侍奉裏面
[00:09:20.000 --> 00:09:21.000]  不知道怎樣做
[00:09:21.000 --> 00:09:23.000]  很難做一些決定的時候
[00:09:23.000 --> 00:09:27.000]  我通常都會飛過去台灣找他們一起
[00:09:27.000 --> 00:09:28.000]  我討過
[00:09:28.000 --> 00:09:30.000]  胡牧師謝牧師
[00:09:30.000 --> 00:09:35.000]  我們台灣人現在叫做胡姐和謝哥
[00:09:35.000 --> 00:09:37.000]  胡姐和謝哥
[00:09:37.000 --> 00:09:40.000]  他們在大學的時候信耶穌
[00:09:40.000 --> 00:09:42.000]  但是大學畢業之後
[00:09:42.000 --> 00:09:44.000]  胡姐就繼續跟從神
[00:09:44.000 --> 00:09:47.000]  但是謝哥就被這個世界吸引了
[00:09:47.000 --> 00:09:48.000]  為什麼呢?
[00:09:48.000 --> 00:09:49.000]  因為他們在大學畢業的時候
[00:09:49.000 --> 00:09:53.000]  剛剛大陸改革開放的時候
[00:09:53.000 --> 00:09:55.000]  當時前景無限
[00:09:55.000 --> 00:09:57.000]  所以謝哥在大陸的生意做得很好
[00:09:57.000 --> 00:09:59.000]  非常出色
[00:09:59.000 --> 00:10:02.000]  於是他就沉迷在大陸的生意裏面
[00:10:02.000 --> 00:10:05.000]  慢慢他就遠離神了
[00:10:05.000 --> 00:10:06.000]  不單止遠離神
[00:10:06.000 --> 00:10:08.000]  連聖經都烹埋了
[00:10:08.000 --> 00:10:12.000]  唯一是胡姐繼續跟從神
[00:10:12.000 --> 00:10:14.000]  在一九八零年
[00:10:14.000 --> 00:10:17.000]  胡姐一個人走進教會崇拜
[00:10:17.000 --> 00:10:18.000]  在那個崇拜裏面
[00:10:18.000 --> 00:10:20.000]  神很清楚地跟她說
[00:10:20.000 --> 00:10:21.000]  很清楚地聽見神的聲音
[00:10:21.000 --> 00:10:22.000]  神對她說
[00:10:22.000 --> 00:10:25.000]  我歡迎你的一個家族
[00:10:25.000 --> 00:10:28.000]  整個家族歸向我
[00:10:28.000 --> 00:10:31.000]  胡姐很清楚地聽見神這樣跟她說
[00:10:31.000 --> 00:10:34.000]  於是她下星期開始帶著她
[00:10:34.000 --> 00:10:35.000]  她有一個兒子
[00:10:35.000 --> 00:10:36.000]  一個女兒
[00:10:36.000 --> 00:10:38.000]  就帶著她的兒子和女兒回教會
[00:10:38.000 --> 00:10:39.000]  她自己也在教會裏面
[00:10:39.000 --> 00:10:42.000]  很投入去熱心侍奉
[00:10:42.000 --> 00:10:44.000]  但謝哥就不是很高興
[00:10:44.000 --> 00:10:45.000]  為甚麼呢
[00:10:45.000 --> 00:10:48.000]  因為當時他忙於大陸的生意
[00:10:48.000 --> 00:10:51.000]  他想著回甚麼教會
[00:10:51.000 --> 00:10:52.000]  回甚麼侍奉
[00:10:52.000 --> 00:10:54.000]  有甚麼用
[00:10:54.000 --> 00:10:56.000]  你照顧好家庭
[00:10:56.000 --> 00:10:57.000]  照顧兩個老人家
[00:10:57.000 --> 00:10:58.000]  照顧好子女
[00:10:58.000 --> 00:11:02.000]  打理家庭就行了
[00:11:02.000 --> 00:11:04.000]  讓我可以忙於生意
[00:11:04.000 --> 00:11:06.000]  讓我後顧無憂
[00:11:06.000 --> 00:11:09.000]  回甚麼教會也多餘的
[00:11:09.000 --> 00:11:11.000]  胡姐沒有跟他爭執
[00:11:11.000 --> 00:11:13.000]  沒有跟他吵架
[00:11:13.000 --> 00:11:16.000]  她除了堅持回教會侍奉之外
[00:11:16.000 --> 00:11:19.000]  所有的事情她都信服謝哥
[00:11:19.000 --> 00:11:20.000]  信服她的老公
[00:11:20.000 --> 00:11:22.000]  盡心盡意去愛她
[00:11:22.000 --> 00:11:27.000]  所以她不單止打理家庭
[00:11:27.000 --> 00:11:28.000]  照顧老人家
[00:11:28.000 --> 00:11:29.000]  照顧子女
[00:11:29.000 --> 00:11:30.000]  整整幼條
[00:11:30.000 --> 00:11:35.000]  並且整個家庭都很投入
[00:11:35.000 --> 00:11:37.000]  慢慢謝哥開始發現
[00:11:37.000 --> 00:11:39.000]  我老婆回教會侍奉
[00:11:39.000 --> 00:11:40.000]  家裡不單止沒有差距
[00:11:40.000 --> 00:11:42.000]  還好了
[00:11:42.000 --> 00:11:44.000]  胡姐是一個祈禱人
[00:11:44.000 --> 00:11:46.000]  是一個禱告人
[00:11:46.000 --> 00:11:48.000]  她每一天都行設
[00:11:48.000 --> 00:11:50.000]  為謝哥的屬靈生命
[00:11:50.000 --> 00:11:53.000]  改變她的更生歸向神去禱告
[00:11:53.000 --> 00:11:55.000]  一九八五年
[00:11:55.000 --> 00:11:58.000]  謝哥終於開金口
[00:11:58.000 --> 00:12:00.000]  他跟胡姐說
[00:12:00.000 --> 00:12:01.000]  今個星期天開始
[00:12:01.000 --> 00:12:03.000]  我載你回教會
[00:12:03.000 --> 00:12:05.000]  載子女回教會
[00:12:05.000 --> 00:12:07.000]  不過你不要叫我回教會
[00:12:07.000 --> 00:12:08.000]  我不會回教會的
[00:12:08.000 --> 00:12:10.000]  我只是載你們去教會
[00:12:10.000 --> 00:12:11.000]  你們去崇拜
[00:12:11.000 --> 00:12:12.000]  接著圓了崇拜
[00:12:12.000 --> 00:12:15.000]  我就接你們走去吃飯
[00:12:15.000 --> 00:12:16.000]  如是者
[00:12:16.000 --> 00:12:18.000]  就每個星期都這樣做
[00:12:18.000 --> 00:12:23.000]  胡姐繼續為謝哥的生命改變去禱告
[00:12:23.000 --> 00:12:26.000]  一九八六年初
[00:12:26.000 --> 00:12:29.000]  謝哥終於肯行入教會
[00:12:29.000 --> 00:12:31.000]  但是他坐在最後一排
[00:12:31.000 --> 00:12:33.000]  後面坐在最後一排的頂子
[00:12:33.000 --> 00:12:35.000]  不要誤會我不是說你們
[00:12:35.000 --> 00:12:37.000]  他坐在最後一排
[00:12:37.000 --> 00:12:39.000]  但是隨著那些日子過去
[00:12:39.000 --> 00:12:41.000]  他就越坐越前
[00:12:41.000 --> 00:12:43.000]  越坐就越前
[00:12:43.000 --> 00:12:44.000]  不只是坐在後面
[00:12:44.000 --> 00:12:45.000]  坐在前面
[00:12:45.000 --> 00:12:47.000]  坐在前面一點
[00:12:47.000 --> 00:12:48.000]  一九八六年的某一天
[00:12:48.000 --> 00:12:50.000]  當牧師呼召的時候
[00:12:50.000 --> 00:12:52.000]  謝哥淚流滿面
[00:12:52.000 --> 00:12:53.000]  聲令他感動他
[00:12:53.000 --> 00:12:56.000]  於是他走出去的台前
[00:12:56.000 --> 00:12:58.000]  去跪低禱告
[00:12:58.000 --> 00:13:01.000]  在神的面前流淚悔改
[00:13:01.000 --> 00:13:03.000]  由那個時候開始
[00:13:03.000 --> 00:13:07.000]  謝哥的宿命生命就突飛猛進
[00:13:07.000 --> 00:13:09.000]  在一九九九年
[00:13:09.000 --> 00:13:10.000]  如果頂姐妹
[00:13:10.000 --> 00:13:11.000]  都雖然很久的日子
[00:13:11.000 --> 00:13:13.000]  如果大家記得一九九九年
[00:13:13.000 --> 00:13:17.000]  台灣的南投曾經發生很大的地震
[00:13:17.000 --> 00:13:19.000]  死了很多人
[00:13:19.000 --> 00:13:21.000]  所有的樓都倒塌了
[00:13:21.000 --> 00:13:23.000]  那一刻當他們收到這個消息
[00:13:23.000 --> 00:13:25.000]  謝哥就被性命感動
[00:13:25.000 --> 00:13:27.000]  他一直為災民禱告
[00:13:27.000 --> 00:13:30.000]  他感動不只是為他們禱告
[00:13:30.000 --> 00:13:32.000]  他帶領一班頂姐妹
[00:13:32.000 --> 00:13:34.000]  去到南投這個地方
[00:13:34.000 --> 00:13:37.000]  去服侍當地的災民
[00:13:37.000 --> 00:13:39.000]  去鎮滯災情
[00:13:39.000 --> 00:13:41.000]  並且向他們傳福音
[00:13:41.000 --> 00:13:44.000]  南投的教會就在那裡建立
[00:13:44.000 --> 00:13:46.000]  由那個時候開始
[00:13:46.000 --> 00:13:48.000]  神就大大使用謝哥
[00:13:48.000 --> 00:13:50.000]  他一間一間教會
[00:13:50.000 --> 00:13:53.000]  一間一間福音中心去建立
[00:13:53.000 --> 00:13:57.000]  這張照片是二零一九年
[00:13:57.000 --> 00:14:01.000]  我和師母去台北探胡姐和謝哥的時候
[00:14:01.000 --> 00:14:03.000]  他們帶我們去一間福音中心
[00:14:03.000 --> 00:14:04.000]  是百里
[00:14:04.000 --> 00:14:06.000]  可能大家不知道百里是哪裡
[00:14:06.000 --> 00:14:08.000]  百里是淡水河
[00:14:08.000 --> 00:14:11.000]  淡水河的對面另外一個地方
[00:14:11.000 --> 00:14:12.000]  那裡出名什麼呢
[00:14:12.000 --> 00:14:14.000]  就是柏縣和吸毒
[00:14:14.000 --> 00:14:17.000]  所以他們就在那裡建立福音中心
[00:14:17.000 --> 00:14:19.000]  如是者一間一間教會建立
[00:14:19.000 --> 00:14:21.000]  神就大大使用謝哥
[00:14:21.000 --> 00:14:25.000]  是一個當年屬靈夫干
[00:14:25.000 --> 00:14:27.000]  完全不想見神
[00:14:27.000 --> 00:14:29.000]  還反對老婆回教會的人
[00:14:29.000 --> 00:14:32.000]  現在變為神大大使用的僕人
[00:14:32.000 --> 00:14:38.000]  今天胡牧師和謝牧師的一子一女
[00:14:38.000 --> 00:14:40.000]  各自都成家立室
[00:14:40.000 --> 00:14:42.000]  在今天這三對夫婦
[00:14:42.000 --> 00:14:45.000]  都同時在教會裡侍奉
[00:14:45.000 --> 00:14:47.000]  如果大家記得約書亞記
[00:14:47.000 --> 00:14:49.000]  有一句聖經
[00:14:49.000 --> 00:14:51.000]  至於我和我的家
[00:14:51.000 --> 00:14:54.000]  我們必侍奉耶和華
[00:14:54.000 --> 00:14:57.000]  這句聖經就在這個家族裡面發生
[00:14:57.000 --> 00:14:58.000]  大家記不記得
[00:14:58.000 --> 00:15:00.000]  一九八零年胡姐入教會的時候
[00:15:00.000 --> 00:15:01.000]  神對她說什麼
[00:15:01.000 --> 00:15:05.000]  我歡迎你整個家族
[00:15:05.000 --> 00:15:07.000]  回到我的身邊
[00:15:07.000 --> 00:15:09.000]  整個這麼奇妙的事
[00:15:09.000 --> 00:15:11.000]  人生命的扭轉
[00:15:11.000 --> 00:15:13.000]  教會福音中心的建立
[00:15:13.000 --> 00:15:14.000]  對人的祝福
[00:15:14.000 --> 00:15:19.000]  是由於胡姐一個信服她的丈夫
[00:15:19.000 --> 00:15:20.000]  有人說
[00:15:20.000 --> 00:15:25.000]  這個世界上最偉大的力量就是愛
[00:15:25.000 --> 00:15:29.000]  最強大的武器就是感動
[00:15:29.000 --> 00:15:31.000]  妻子的信服
[00:15:31.000 --> 00:15:35.000]  讓神去感動其他身邊很多人
[00:15:35.000 --> 00:15:37.000]  生命改變
[00:15:37.000 --> 00:15:38.000]  丙子梅
[00:15:38.000 --> 00:15:40.000]  讓我們去學習
[00:15:40.000 --> 00:15:46.000]  這個要求不知道對太太的要求會不會太高
[00:15:46.000 --> 00:15:48.000]  如果你覺得太高
[00:15:48.000 --> 00:15:49.000]  我們看一下
[00:15:49.000 --> 00:15:52.000]  可能丈夫的要求更加高
[00:15:52.000 --> 00:15:55.000]  我們看看丈夫的角色
[00:15:55.000 --> 00:15:59.000]  彼得前書的三章七節
[00:15:59.000 --> 00:16:00.000]  我們看到一起讀
[00:16:00.000 --> 00:16:01.000]  一二三
[00:16:01.000 --> 00:16:03.000]  你們作丈夫的
[00:16:03.000 --> 00:16:06.000]  也要按情理和妻子同住
[00:16:06.000 --> 00:16:08.000]  因他比你軟弱
[00:16:08.000 --> 00:16:12.000]  與你一同承受生命致孕的
[00:16:12.000 --> 00:16:14.000]  所以你要敬重他
[00:16:14.000 --> 00:16:19.000]  這樣便叫你們的禱告沒有阻礙
[00:16:19.000 --> 00:16:21.000]  你們作丈夫的
[00:16:21.000 --> 00:16:24.000]  這個聖經不只是從丈夫講的
[00:16:24.000 --> 00:16:26.000]  也跟妻子講的
[00:16:26.000 --> 00:16:27.000]  為什麼呢
[00:16:27.000 --> 00:16:30.000]  因為婚姻從來不是一個人的事
[00:16:30.000 --> 00:16:34.000]  婚姻是兩個人的關係的互動
[00:16:34.000 --> 00:16:36.000]  是互相的交流
[00:16:36.000 --> 00:16:40.000]  在這個關係上是要大家互給予支持
[00:16:40.000 --> 00:16:41.000]  互給予鼓勵
[00:16:41.000 --> 00:16:44.000]  所以太太和丈夫一起聽
[00:16:44.000 --> 00:16:46.000]  是幫助你鼓勵你的丈夫
[00:16:46.000 --> 00:16:48.000]  可以做到什麼
[00:16:48.000 --> 00:16:51.000]  按情理與妻子同住
[00:16:51.000 --> 00:16:53.000]  這個情理
[00:16:53.000 --> 00:16:56.000]  其實希臘原文是知識
[00:16:56.000 --> 00:16:59.000]  這個知識是由經驗和經歷
[00:16:59.000 --> 00:17:02.000]  一路一路累積回來
[00:17:02.000 --> 00:17:03.000]  換句話說
[00:17:03.000 --> 00:17:10.000]  當丈夫和妻子日夕相處的時候
[00:17:10.000 --> 00:17:12.000]  你會慢慢累積到
[00:17:12.000 --> 00:17:14.000]  你對太太的真正認識
[00:17:14.000 --> 00:17:17.000]  和你對婚姻的真正認識
[00:17:17.000 --> 00:17:20.000]  在當中這個認識有兩個更深的意義
[00:17:20.000 --> 00:17:22.000]  第一個是什麼呢
[00:17:22.000 --> 00:17:25.000]  第一個是你不要審判對方
[00:17:25.000 --> 00:17:26.000]  丁子梅
[00:17:26.000 --> 00:17:30.000]  當你對你的配偶有不滿的時候
[00:17:30.000 --> 00:17:32.000]  我勸你不要第一個反應
[00:17:32.000 --> 00:17:34.000]  第一個動作就是怪責他不對
[00:17:34.000 --> 00:17:37.000]  你應該第一個動作是退後一步
[00:17:37.000 --> 00:17:40.000]  你想想會不會這個神安排
[00:17:40.000 --> 00:17:44.000]  這個跟我完全不同的人在我身邊
[00:17:44.000 --> 00:17:47.000]  會不會補充我的不足
[00:17:47.000 --> 00:17:49.000]  神設立婚姻就不是
[00:17:49.000 --> 00:17:51.000]  阿Don滿了一個人
[00:17:51.000 --> 00:17:54.000]  拍完單很孤零零
[00:17:54.000 --> 00:17:56.000]  我整個人陪陪他
[00:17:56.000 --> 00:17:57.000]  不是這樣的
[00:17:57.000 --> 00:18:00.000]  神設立婚姻是互補大家的不足
[00:18:00.000 --> 00:18:03.000]  讓大家的人生更加豐富
[00:18:03.000 --> 00:18:05.000]  所以是很幫手的意思
[00:18:05.000 --> 00:18:07.000]  所以你會發現
