
[00:00:00.000 --> 00:00:07.700]  我們與夫所書已經快進入尾聲了
[00:01:52.440 --> 00:01:55.540]  跟你旁邊說頭很重要
[00:01:55.540 --> 00:01:57.700]  一個人如果沒頭的話
[00:01:57.700 --> 00:02:01.040]  這個人就怎麼樣 死了
[00:02:01.040 --> 00:02:03.300]  是不是 頭是很重要的
[00:02:03.300 --> 00:02:07.840]  它掌管整個我們的一個思想的中樞
[00:02:07.840 --> 00:02:11.100]  什麼叫做救恩的頭盔
[00:02:11.100 --> 00:02:13.500]  首先我們要講救恩
[00:02:13.500 --> 00:02:15.980]  丁子妹 什麼叫救恩
[00:02:15.980 --> 00:02:16.780]  什麼叫救恩
[00:02:16.780 --> 00:02:24.000]  來 跟你旁邊的問一下 什麼叫救恩
[00:02:24.000 --> 00:02:26.880]  這應該是Predity就有了
[00:02:26.880 --> 00:02:29.000]  機要真理就應該講了
[00:02:29.000 --> 00:02:30.540]  如果你機要真理
[00:02:30.540 --> 00:02:32.380]  Predity都沒有上過 應該去上
[00:02:32.380 --> 00:02:33.740]  好 那我再問一下
[00:02:33.740 --> 00:02:38.080]  丁子妹 什麼叫做救恩
[00:02:38.080 --> 00:02:39.880]  保羅在這邊講到的救恩
[00:02:39.880 --> 00:02:43.080]  彼得也講 是不是
[00:02:43.080 --> 00:02:44.640]  我記得在講彼得前書的時候
[00:02:44.640 --> 00:02:47.380]  我們曾經提過
[00:02:47.380 --> 00:02:51.240]  那今天我們再次把它來做一個總整理
[00:02:51.240 --> 00:02:54.500]  其實你看格林多後書一章第十節
[00:02:54.500 --> 00:02:55.500]  我們一起來讀 好不好
[00:02:55.500 --> 00:02:56.700]  請
[00:02:56.700 --> 00:03:00.780]  他曾救我們脫離那極大的死亡
[00:03:00.780 --> 00:03:03.340]  現在仍要救我們
[00:03:03.340 --> 00:03:08.280]  並且我們指望他將來還要救我們
[00:03:08.280 --> 00:03:13.840]  這段聖經裡面講到有三個時代
[00:03:13.840 --> 00:03:18.680]  過去 現在 還有將來 對不對
[00:03:18.680 --> 00:03:21.040]  但是當我們講到救恩的時候呢
[00:03:21.040 --> 00:03:23.840]  我們常常會想到的是
[00:03:23.840 --> 00:03:28.840]  我們信耶穌得救 是不是
[00:03:28.840 --> 00:03:30.300]  丁子妹 我再問一下
[00:03:30.300 --> 00:03:34.640]  什麼叫做信耶穌得救 從哪裡得救
[00:03:34.640 --> 00:03:44.240]  從哪裡得救
[00:03:44.240 --> 00:03:47.580]  當我們講救恩 當我們講到得救的時候
[00:03:47.580 --> 00:03:49.480]  為什麼我們需要得救
[00:03:49.480 --> 00:03:50.800]  那就要反過來講說
[00:03:50.800 --> 00:03:52.640]  一個人他為什麼
[00:03:52.640 --> 00:03:53.900]  他如果沒有耶穌的話
[00:03:53.900 --> 00:03:56.740]  他的結果是什麼
[00:03:56.740 --> 00:03:57.740]  死亡
[00:03:57.740 --> 00:03:59.940]  那你不是也會死嗎
[00:03:59.940 --> 00:04:02.140]  我們基督都會不會死
[00:04:02.140 --> 00:04:05.880]  所以你剛剛講的死是指什麼
[00:04:05.880 --> 00:04:09.680]  是指什麼
[00:04:09.680 --> 00:04:13.780]  靈死了
[00:04:13.780 --> 00:04:14.840]  看來我們既要整理
[00:04:14.840 --> 00:04:17.000]  還需要再講清楚一點
[00:04:17.000 --> 00:04:20.240]  好 丁子妹
[00:04:20.240 --> 00:04:21.700]  當我們跟別人傳福音說
[00:04:21.700 --> 00:04:23.740]  我們為什麼一個人需要耶穌
[00:04:23.740 --> 00:04:25.200]  其實你看所有的宗教
[00:04:25.200 --> 00:04:26.580]  都在解決一個問題
[00:04:26.580 --> 00:04:28.200]  這個問題是什麼
[00:04:28.200 --> 00:04:30.080]  是罪的問題
[00:04:30.080 --> 00:04:34.340]  是不是 佛家稱它叫做業障
[00:04:34.340 --> 00:04:37.040]  所以佛家在解決這個業障的方法是什麼
[00:04:37.040 --> 00:04:39.880]  是積功德
[00:04:39.880 --> 00:04:42.340]  是修行
[00:04:42.340 --> 00:04:44.740]  所以做一件好事
[00:04:44.740 --> 00:04:47.200]  看見蟑螂你不要殺
[00:04:47.200 --> 00:04:49.040]  有老鼠也不要殺
[00:04:49.040 --> 00:04:50.840]  因為你就殺生
[00:04:50.840 --> 00:04:53.800]  所以要積功德 懂這意思嗎
[00:04:53.800 --> 00:04:55.540]  但是積功德的目的
[00:04:55.540 --> 00:04:58.680]  其實是為了贖罪
[00:04:58.680 --> 00:05:02.400]  贖罪的目的是為了上天堂
[00:05:02.400 --> 00:05:04.780]  那麼你什麼時候能夠把罪贖完呢
[00:05:04.780 --> 00:05:07.540]  不知道
[00:05:07.540 --> 00:05:08.340]  真的
[00:05:08.340 --> 00:05:09.900]  你去問這些佛教徒
[00:05:09.900 --> 00:05:10.940]  我問過一個
[00:05:10.940 --> 00:05:13.040]  他就佛學研究很久了
[00:05:13.040 --> 00:05:15.880]  問他說你有把握能夠上天堂嗎
[00:05:15.880 --> 00:05:19.180]  他說不曉得
[00:05:19.180 --> 00:05:20.240]  丁子妹請問
[00:05:20.240 --> 00:05:21.100]  我不要用上天堂
[00:05:21.100 --> 00:05:23.940]  因為上天堂這個字已經被佛教用了
[00:05:23.940 --> 00:05:27.040]  用了已經有點錯誤了它的意思
[00:05:27.040 --> 00:05:28.340]  我要講天國好不好
[00:05:28.340 --> 00:05:29.180]  親愛丁子妹
[00:05:29.180 --> 00:05:34.280]  什麼樣子的人可以進天國
[00:05:34.280 --> 00:05:37.780]  什麼樣可以進天國
[00:05:37.780 --> 00:05:40.740]  信神愛之人
[00:05:40.740 --> 00:05:42.480]  甚至將他的獨生子賜給他們
[00:05:42.480 --> 00:05:44.100]  教一些信他的人不至滅亡
[00:05:44.100 --> 00:05:48.080]  反德
[00:05:48.080 --> 00:05:51.140]  是不是
[00:05:51.140 --> 00:05:52.100]  所以丁子妹
[00:05:52.100 --> 00:05:54.940]  所以信他的人不至滅亡
[00:05:54.940 --> 00:05:56.300]  看到沒有
[00:05:56.300 --> 00:05:59.700]  反德永生
[00:05:59.700 --> 00:06:02.480]  為什麼會滅亡
[00:06:02.480 --> 00:06:05.900]  因為罪的公價乃是死
[00:06:05.900 --> 00:06:08.940]  死後且有審判
[00:06:08.940 --> 00:06:11.180]  所以我們最近在讀啟示錄
[00:06:11.180 --> 00:06:13.580]  到了這一個啟示錄到後面的時候
[00:06:13.580 --> 00:06:15.200]  白色大寶座的審判
[00:06:15.200 --> 00:06:17.140]  所有的生命冊要出來對不對
[00:06:17.140 --> 00:06:20.280]  生命冊帶白色大寶座的審判是什麼呢
[00:06:20.280 --> 00:06:22.440]  信的人要進入神的國
[00:06:22.440 --> 00:06:23.640]  不信的人呢
[00:06:23.640 --> 00:06:27.200]  就是進入地獄火壺
[00:06:27.200 --> 00:06:29.700]  所以有多少人你清楚你有把握
[00:06:29.700 --> 00:06:31.100]  你可以進將來這個
[00:06:31.100 --> 00:06:32.600]  白色大寶座的審判的時候
[00:06:32.600 --> 00:06:36.940]  你是被判進天國的請舉手
[00:06:36.940 --> 00:06:39.000]  舉半隻手好像沒有把握
[00:06:39.000 --> 00:06:42.300]  高一點來
[00:06:42.300 --> 00:06:44.900]  好請放下
[00:06:44.900 --> 00:06:52.400]  還沒有把握的今天你一定要有把握
[00:06:52.400 --> 00:06:53.940]  如果就在我們這個聚會中間
[00:06:53.940 --> 00:06:56.560]  大地震來了怎麼辦
[00:06:56.560 --> 00:07:00.500]  跑
[00:07:00.500 --> 00:07:02.860]  跑都跑不掉
[00:07:02.860 --> 00:07:05.940]  就是我們什麼時候會離開這個世界
[00:07:05.940 --> 00:07:08.300]  沒有一個人知道
[00:07:08.300 --> 00:07:10.540]  你預備好了沒有
[00:07:10.540 --> 00:07:12.040]  所以這裡講到救恩的時候
[00:07:12.040 --> 00:07:14.740]  我們常常講到過去我們得救的事情
[00:07:14.740 --> 00:07:16.740]  講到從罪惡當中
[00:07:16.740 --> 00:07:18.400]  所以耶穌是什麼意思
[00:07:18.400 --> 00:07:20.960]  耶穌就是祂要將祂的百姓
[00:07:20.960 --> 00:07:23.800]  從罪惡裡救出來
[00:07:23.800 --> 00:07:24.940]  看到沒有
[00:07:24.940 --> 00:07:26.460]  所以為什麼要信耶穌
[00:07:26.460 --> 00:07:28.360]  為什麼信媽祖不行
[00:07:28.360 --> 00:07:29.960]  為什麼信觀音不行
[00:07:29.960 --> 00:07:34.560]  為什麼信那個穆罕默德不行
[00:07:34.560 --> 00:07:36.740]  因為他們不能夠救我們
[00:07:36.740 --> 00:07:41.040]  從罪惡裡面出來
[00:07:41.040 --> 00:07:44.060]  罪的公價就是死
[00:07:44.060 --> 00:07:45.560]  所以當我們犯罪
[00:07:45.560 --> 00:07:47.960]  我們犯罪了之後
[00:07:47.960 --> 00:07:50.300]  那個最後的代價就是死
[00:07:50.300 --> 00:07:54.600]  那個死指的就是與神隔絕
[00:07:54.600 --> 00:07:56.640]  因此在我們還不信耶穌的時候
[00:07:56.640 --> 00:07:58.900]  我們活在罪惡過犯之中
[00:07:58.900 --> 00:08:00.340]  保羅說對不對
[00:08:00.340 --> 00:08:03.800]  他說我們死在罪惡過犯之中
[00:08:03.800 --> 00:08:04.900]  他叫我們
[00:08:04.900 --> 00:08:06.100]  他就是指耶穌
[00:08:06.100 --> 00:08:09.500]  他叫我們活過來
[00:08:09.500 --> 00:08:12.460]  給我們準備你活過來了嗎
[00:08:12.460 --> 00:08:13.900]  活過來了嗎
[00:08:13.900 --> 00:08:16.560]  所以祂過去曾救我們脫離
[00:08:16.560 --> 00:08:20.140]  那極大的死亡
[00:08:20.140 --> 00:08:22.600]  祂現在仍要救我們
[00:08:22.600 --> 00:08:29.740]  並且我們指望祂將來還要救我們
[00:08:29.740 --> 00:08:32.200]  所以過去指的就是
[00:08:32.200 --> 00:08:33.360]  我們從出生
[00:08:33.360 --> 00:08:36.200]  我們就是活在罪的捆綁裡面
[00:08:36.200 --> 00:08:38.100]  是不是
[00:08:38.100 --> 00:08:38.960]  大衛說
[00:08:38.960 --> 00:08:41.800]  我在母腹當中就怎麼樣
[00:08:41.800 --> 00:08:43.600]  就有了罪
[00:08:43.600 --> 00:08:45.360]  丁字輩一個出生的嬰孩
[00:08:45.360 --> 00:08:46.400]  你沒有教他
[00:08:46.400 --> 00:08:48.800]  但是你以為他會犯罪
[00:08:48.800 --> 00:08:50.640]  他會忌妒
[00:08:50.640 --> 00:08:56.940]  他會偷偷咬妹妹一口
[00:08:56.940 --> 00:08:57.900]  他會不會
[00:08:57.900 --> 00:08:59.200]  你有沒有教他忌妒
[00:08:59.200 --> 00:09:00.600]  你有沒有教他這些不好的事情
[00:09:00.600 --> 00:09:01.460]  沒有 你沒有教他
[00:09:01.460 --> 00:09:02.300]  但是他會
[00:09:02.300 --> 00:09:04.200]  因為他從母腹當中
[00:09:04.200 --> 00:09:06.600]  這個叫做原罪
[00:09:06.600 --> 00:09:08.000]  或者說罪性
[00:09:08.000 --> 00:09:09.900]  親愛的同志們
[00:09:09.900 --> 00:09:12.200]  所以四人都犯了罪
[00:09:12.200 --> 00:09:14.540]  虧缺了神的榮耀
[00:09:14.540 --> 00:09:16.140]  四人 每一個人
[00:09:16.140 --> 00:09:20.400]  沒有一個人可以說是沒有犯罪的
[00:09:20.400 --> 00:09:21.540]  這就是今天
[00:09:21.540 --> 00:09:24.100]  為什麼每一個人都需要耶穌
[00:09:24.100 --> 00:09:26.700]  為什麼
[00:09:26.700 --> 00:09:29.460]  因為修行不能夠解決你的罪
[00:09:29.460 --> 00:09:31.400]  修功德不能夠解決你的罪
[00:09:31.400 --> 00:09:33.660]  做好事不能夠解決你的罪
[00:09:33.660 --> 00:09:37.400]  只有耶穌基督為我們釘在十字架上面
[00:09:37.400 --> 00:09:41.200]  因祂的死
[00:09:41.200 --> 00:09:42.960]  怎麼樣
[00:09:42.960 --> 00:09:43.940]  所以
[00:09:43.940 --> 00:09:46.100]  神定規用這樣的方式
[00:09:46.100 --> 00:09:48.660]  藉著他兒子耶穌基督的血
[00:09:48.660 --> 00:09:52.700]  我們得以怎麼樣
[00:09:52.700 --> 00:09:55.000]  洗去我們的罪
[00:09:55.000 --> 00:09:57.300]  罪過得以赦免
[00:09:57.300 --> 00:09:59.740]  保羅說
[00:09:59.740 --> 00:10:03.140]  但是弟兄姊妹這是過去
[00:10:03.140 --> 00:10:04.540]  如果你信了耶穌
[00:10:04.540 --> 00:10:06.400]  你的罪
[00:10:06.400 --> 00:10:07.900]  再多的罪
[00:10:07.900 --> 00:10:09.140]  你向主耶穌承認
[00:10:09.140 --> 00:10:10.040]  這些罪都過去了
[00:10:10.040 --> 00:10:11.440]  是不是
[00:10:11.440 --> 00:10:16.240]  但是弟兄姊妹 現在是什麼呢
[00:10:16.240 --> 00:10:18.400]  這個救恩包含的是
[00:10:18.400 --> 00:10:19.960]  當我們信了耶穌之後
[00:10:19.960 --> 00:10:21.140]  請問弟兄姊妹
[00:10:21.140 --> 00:10:24.500]  你還會不會犯罪 會不會
[00:10:24.500 --> 00:10:25.840]  會不會
[00:10:25.840 --> 00:10:26.860]  還會 對不對
[00:10:26.860 --> 00:10:29.240]  那怎麼辦
[00:10:29.240 --> 00:10:33.860]  怎麼辦
[00:10:33.860 --> 00:10:36.100]  好 犯了罪就認罪了
[00:10:36.100 --> 00:10:39.300]  那認了罪之後又犯罪怎麼辦
[00:10:39.300 --> 00:10:42.100]  再悔改 那又犯罪了
[00:10:42.100 --> 00:10:43.760]  再悔改
[00:10:43.760 --> 00:10:45.000]  你會不會有一個感覺
[00:10:45.000 --> 00:10:46.900]  我自己信主多年
[00:10:46.900 --> 00:10:50.160]  有一段時間我就很厭惡自己
[00:10:50.160 --> 00:10:51.800]  怎麼我犯罪了又認錯
[00:10:51.800 --> 00:10:53.660]  認錯了又犯罪
[00:10:53.660 --> 00:10:57.340]  到什麼時候才可以解決
[00:10:57.340 --> 00:10:59.840]  所以保羅說我立志行善
[00:10:59.840 --> 00:11:01.760]  行出來由不得我
[00:11:01.760 --> 00:11:02.660]  是不是
[00:11:02.660 --> 00:11:05.340]  你我都有這個經驗 有沒有
[00:11:05.340 --> 00:11:08.200]  我立志要愛老婆
[00:11:08.200 --> 00:11:10.940]  但是一看她的樣子
[00:11:10.940 --> 00:11:15.140]  真的是愛不下去
[00:11:15.140 --> 00:11:18.260]  不要對號留著
[00:11:18.260 --> 00:11:19.740]  弟兄姊妹
[00:11:19.740 --> 00:11:21.300]  是不是 我們都有這個經驗
[00:11:21.300 --> 00:11:22.260]  只要你是人
[00:11:22.260 --> 00:11:23.540]  只要你活著的一天
[00:11:23.540 --> 00:11:25.540]  你都會經歷到這個掙扎
[00:11:25.540 --> 00:11:28.540]  所以上帝的救恩給我們預備的
[00:11:28.540 --> 00:11:31.200]  不是只是過去我們的罪得以赦免
[00:11:31.200 --> 00:11:33.600]  而是在你每一天的生活當中
[00:11:33.600 --> 00:11:35.640]  主要給我們能力
[00:11:35.640 --> 00:11:38.040]  實質下的能力能夠幫助我們
[00:11:38.040 --> 00:11:40.660]  使我們能夠勝過罪
[00:11:40.660 --> 00:11:43.240]  有沒有
[00:11:43.240 --> 00:11:47.200]  這個叫做現在的救恩
[00:11:47.200 --> 00:11:48.360]  那保羅在這裡講的
[00:11:48.360 --> 00:11:52.060]  其實講到的是將來
[00:11:52.060 --> 00:11:53.760]  戴上救恩的頭盔
[00:11:53.760 --> 00:11:55.940]  這裡所講到的這個救恩
[00:11:55.940 --> 00:11:58.360]  是指的將來
[00:11:58.360 --> 00:12:03.800]  幾處經節我們來看一下
[00:12:03.800 --> 00:12:06.760]  特別是在羅馬書
[00:12:06.760 --> 00:12:14.060]  羅馬書第八章
[00:12:14.060 --> 00:12:16.000]  我們等一下看羅馬書第八章
[00:12:16.000 --> 00:12:24.000]  我們先來看這裡
[00:12:24.000 --> 00:12:26.240]  在這裡提到頭盔的時候
[00:12:26.240 --> 00:12:29.900]  提薩羅尼加前書第五章第八節
[00:12:29.900 --> 00:12:31.400]  他提到什麼
[00:12:31.400 --> 00:12:33.800]  我們一起來念這段聖經
[00:12:33.800 --> 00:12:36.200]  但我們既然數呼白晝
[00:12:36.200 --> 00:12:37.740]  就應當謹守
[00:12:37.740 --> 00:12:40.800]  把幸和愛當作護心鏡遮胸
[00:12:40.800 --> 00:12:46.200]  把得救的盼望當作頭盔戴上
[00:12:46.200 --> 00:12:49.600]  保羅在這個地方把頭盔
[00:12:49.600 --> 00:12:53.000]  講作是得救的盼望
[00:12:53.000 --> 00:12:55.700]  對不對
[00:12:55.700 --> 00:12:58.440]  所以當他講到盼望的時候
[00:12:58.440 --> 00:13:00.600]  他講到的不是過去
[00:13:00.600 --> 00:13:02.600]  他講的不是現在
[00:13:02.600 --> 00:13:03.900]  盼望是什麼
[00:13:03.900 --> 00:13:05.160]  是未來
[00:13:05.160 --> 00:13:07.000]  所以這是未來式
[00:13:07.000 --> 00:13:12.100]  所以他說我們要把得救的盼望當作頭盔
[00:13:12.100 --> 00:13:14.100]  也就是以符所書那邊所講的說
[00:13:14.100 --> 00:13:21.200]  要用救恩的頭盔來戴上
[00:13:21.200 --> 00:13:23.300]  好 那丟著唄
[00:13:23.300 --> 00:13:29.600]  所以
[00:13:29.600 --> 00:13:31.600]  剛才我們講到說
[00:13:31.600 --> 00:13:34.300]  這個救恩是將來的對不對
[00:13:34.300 --> 00:13:36.900]  我在這個地方再先把它講清楚一點好了
[00:13:36.900 --> 00:13:39.400]  可能我們這個整個過程當中
[00:13:39.400 --> 00:13:40.400]  我要不斷地講
[00:13:40.400 --> 00:13:43.200]  你才會比較明白
[00:13:43.200 --> 00:13:44.500]  當我們講到將來的時候
[00:13:44.500 --> 00:13:45.200]  親愛的丟著唄
[00:13:45.200 --> 00:13:47.100]  請問將來到
[00:13:47.100 --> 00:13:47.700]  將來
[00:13:47.700 --> 00:13:48.700]  當你想到將來的時候
[00:13:48.700 --> 00:13:50.500]  最近我們在讀啟示錄對不對
[00:13:50.500 --> 00:13:51.800]  當你想到將來的時候
[00:13:51.800 --> 00:13:55.300]  我們這些信耶穌的人將來
[00:13:55.300 --> 00:13:57.600]  在天國是不是
[00:13:57.600 --> 00:13:59.400]  是不是
[00:13:59.400 --> 00:14:01.100]  好 那請問
[00:14:01.100 --> 00:14:02.600]  我們常常在追思禮拜講說
[00:14:02.600 --> 00:14:05.000]  哎呀在那個地方好得無比
[00:14:05.000 --> 00:14:06.200]  不再有臉淚
[00:14:06.200 --> 00:14:07.400]  也不再哭
[00:14:07.400 --> 00:14:09.100]  也不吃也不喝
[00:14:09.100 --> 00:14:10.900]  這不太好
[00:14:10.900 --> 00:14:12.300]  也不嫁也不娶
[00:14:12.300 --> 00:14:13.900]  這個可能對某些人覺得太好了
[00:14:13.900 --> 00:14:16.600]  是不是
[00:14:16.600 --> 00:14:17.600]  但這些都不重要
[00:14:17.600 --> 00:14:19.200]  重要的是說
[00:14:19.200 --> 00:14:21.300]  聖經裡面很多次提到說
[00:14:21.300 --> 00:14:23.600]  只等到將來
[00:14:23.600 --> 00:14:25.300]  保羅在以符所之後第一章就講
[00:14:25.300 --> 00:14:28.700]  神的子民被贖
[00:14:28.700 --> 00:14:31.500]  又講到說身體得贖
[00:14:31.500 --> 00:14:33.800]  那是什麼意思
[00:14:33.800 --> 00:14:35.600]  他講的就是
[00:14:35.600 --> 00:14:37.100]  講到說
[00:14:37.100 --> 00:14:38.200]  有一天
[00:14:38.200 --> 00:14:40.300]  當號角吹響的時候
[00:14:40.300 --> 00:14:40.700]  記不記得
[00:14:40.700 --> 00:14:43.800]  我在追思禮拜常講這些斷生記
[00:14:43.800 --> 00:14:46.000]  天使在那邊吹號
[00:14:46.000 --> 00:14:48.000]  然後呢
[00:14:48.000 --> 00:14:51.300]  這些死去的人
[00:14:51.300 --> 00:14:54.200]  信主的人死去的要復活
[00:14:54.200 --> 00:14:55.100]  對不對
[00:14:55.100 --> 00:14:56.200]  然後主再來的時候
[00:14:56.200 --> 00:14:57.200]  那邊講的被提
[00:14:57.200 --> 00:14:58.800]  主再來的時候就被提到天上
[00:14:58.800 --> 00:15:00.600]  是不是
[00:15:00.600 --> 00:15:02.900]  然後我們叫與主永遠同在
[00:15:02.900 --> 00:15:03.600]  好得無比
[00:15:03.600 --> 00:15:05.100]  好得優雅
[00:15:05.100 --> 00:15:06.600]  所以你們應當用這些話
[00:15:06.600 --> 00:15:08.300]  彼此怎麼樣
[00:15:08.300 --> 00:15:11.000]  勸你勸人
[00:15:11.000 --> 00:15:12.100]  對不對
[00:15:12.100 --> 00:15:14.400]  所以進入天國的身體
[00:15:14.400 --> 00:15:16.800]  是一個榮耀的身體
[00:15:16.800 --> 00:15:17.800]  保羅在那邊講了說
[00:15:17.800 --> 00:15:19.500]  那是一個復活的身體
[00:15:19.500 --> 00:15:20.900]  是一個靈性的身體
[00:15:20.900 --> 00:15:22.600]  是一個不朽壞的身體
[00:15:22.600 --> 00:15:24.100]  這個生命
[00:15:24.100 --> 00:15:25.500]  這個身體
[00:15:25.500 --> 00:15:27.100]  是一個怎麼樣的身體
[00:15:27.100 --> 00:15:27.700]  說實在的
[00:15:27.700 --> 00:15:29.300]  我們只能夠這樣講
[00:15:29.300 --> 00:15:31.600]  我實在想不出來
[00:15:31.600 --> 00:15:33.400]  所以當我們在安慰那些
[00:15:33.400 --> 00:15:35.100]  已經過去的家人
[00:15:35.100 --> 00:15:36.200]  他死亡的時候
[00:15:36.200 --> 00:15:37.000]  我們常講說
[00:15:37.000 --> 00:15:38.100]  你不要看他現在
[00:15:38.100 --> 00:15:38.700]  是不是
[00:15:38.700 --> 00:15:40.000]  因為他的身體
[00:15:40.000 --> 00:15:41.500]  將來在天國裡面
[00:15:41.500 --> 00:15:43.000]  那個身體是不一樣的
[00:15:43.000 --> 00:15:44.000]  是一個嶄新的
[00:15:44.000 --> 00:15:44.700]  是一個榮耀的
[00:15:44.700 --> 00:15:45.500]  是一個靈性的
[00:15:45.500 --> 00:15:49.900]  是一個永恆的
[00:15:49.900 --> 00:15:52.800]  所以到了最後
[00:15:52.800 --> 00:15:54.000]  將來
[00:15:54.000 --> 00:15:57.000]  這個救恩的完全的實現
[00:15:57.000 --> 00:16:00.400]  包括我們整個身體的復活
[00:16:00.400 --> 00:16:04.100]  身體的得俗
[00:16:04.100 --> 00:16:05.600]  好
[00:16:05.600 --> 00:16:07.700]  那麼
[00:16:07.700 --> 00:16:10.200]  講到這裡
[00:16:10.200 --> 00:16:11.600]  我們就講到
[00:16:11.600 --> 00:16:13.800]  頭盔很重要
[00:16:13.800 --> 00:16:15.100]  丟在那邊你看到沒有
[00:16:15.100 --> 00:16:16.100]  剛才我講的東西
[00:16:16.100 --> 00:16:19.100]  都是思想的東西有沒有
[00:16:19.100 --> 00:16:20.200]  在你裡面
[00:16:20.200 --> 00:16:22.300]  對將來的這個東西
[00:16:22.300 --> 00:16:23.200]  將來的天國
[00:16:23.200 --> 00:16:24.200]  將來這些
[00:16:24.200 --> 00:16:26.000]  就榮耀的盼望等等這些
[00:16:26.000 --> 00:16:28.600]  你現在腦袋裡面有什麼
[00:16:28.600 --> 00:16:30.500]  來
[00:16:30.500 --> 00:16:32.700]  腦袋有什麼
[00:16:32.700 --> 00:16:35.800]  可能一團漿糊
[00:16:35.800 --> 00:16:37.100]  可能好像
[00:16:37.100 --> 00:16:39.700]  有點支離破碎有沒有
[00:16:39.700 --> 00:16:43.400]  所以沒有一個很清楚的一個圖畫
[00:16:43.400 --> 00:16:44.200]  丟在那邊
[00:16:44.200 --> 00:16:45.200]  所以你會發現
[00:16:45.200 --> 00:16:47.800]  我們的思想非常重要
[00:16:47.800 --> 00:16:48.900]  你看這一個圖表裡面
[00:16:48.900 --> 00:16:49.600]  告訴我們說
[00:16:49.600 --> 00:16:52.700]  思想會形成什麼
[00:16:52.700 --> 00:16:53.800]  思想決定行為
[00:16:53.800 --> 00:16:54.900]  思想改變情緒
[00:16:54.900 --> 00:16:56.500]  思想影響免疫系統
[00:16:56.500 --> 00:17:00.000]  思想造成
[00:17:00.000 --> 00:17:00.700]  個性
[00:17:00.700 --> 00:17:03.800]  思想影響我們的屬靈
[00:17:03.800 --> 00:17:04.500]  我們的塑造
[00:17:04.500 --> 00:17:05.900]  我們的態度等等
[00:17:05.900 --> 00:17:08.000]  思想很重要
[00:17:08.000 --> 00:17:09.000]  所以親愛的同學
[00:17:09.000 --> 00:17:10.800]  你知道魔鬼也很清楚知道
[00:17:10.800 --> 00:17:14.600]  魔鬼一直在影響我們的思想
[00:17:14.600 --> 00:17:16.000]  所以今天信了主之後
[00:17:16.000 --> 00:17:17.900]  其實我們的思想要被神改變
[00:17:17.900 --> 00:17:19.300]  是不是
[00:17:19.300 --> 00:17:24.200]  我們的心要天天的更新而變化
[00:17:24.200 --> 00:17:26.400]  思想決定我們的行為
[00:17:26.400 --> 00:17:29.000]  《真言書》第23章第7節說
[00:17:29.000 --> 00:17:31.400]  因為他心怎樣思量
[00:17:31.400 --> 00:17:35.400]  他為人就是這樣
[00:17:35.400 --> 00:17:37.500]  你看這個人為人如何
[00:17:37.500 --> 00:17:40.500]  保羅常常講行事為人
[00:17:40.500 --> 00:17:43.800]  行事為人跟他的思想有關係
[00:17:43.800 --> 00:17:46.700]  他從小
[00:17:46.700 --> 00:17:50.000]  他從小家裡面就很有錢
[00:17:50.000 --> 00:17:51.500]  隨便他怎麼花錢
[00:17:51.500 --> 00:17:53.500]  爸媽從來不管他的
[00:17:53.500 --> 00:17:55.700]  每個月的零用金
[00:17:55.700 --> 00:17:58.600]  多到他用不完
[00:17:58.600 --> 00:18:03.900]  結果你娶了這樣太太
