
[00:00:00.000 --> 00:00:04.600]  今天是2021年第一次的晚堂崇拜
[00:02:56.920 --> 00:02:59.760]  為了避開人群的擁戴
[00:02:59.760 --> 00:03:01.880]  耶穌就上了西門的船
[00:03:01.880 --> 00:03:03.960]  請他把船拆開一點
[00:03:03.960 --> 00:03:05.240]  稍稍離岸
[00:03:05.240 --> 00:03:09.840]  耶穌就可以把船當成港壇般教導
[00:03:09.840 --> 00:03:11.080]  當時的社會裡面
[00:03:11.080 --> 00:03:13.560]  如果漁夫有自己的漁船
[00:03:13.560 --> 00:03:15.120]  或者有些員工
[00:03:15.120 --> 00:03:18.760]  表示他們有一定的經濟地位
[00:03:18.760 --> 00:03:21.120]  耶穌去借用西門的船
[00:03:21.120 --> 00:03:24.200]  做一個宣講的地方
[00:03:24.200 --> 00:03:26.880]  西門一點都不需要考慮
[00:03:26.880 --> 00:03:29.320]  非常之樂意
[00:03:29.320 --> 00:03:31.960]  西門視耶穌為老師
[00:03:31.960 --> 00:03:35.640]  老師去教導是他的專業範疇
[00:03:35.640 --> 00:03:39.920]  西門的船只是借給他用來做港壇
[00:03:39.920 --> 00:03:42.600]  回想起我自己初信的時候也是這樣
[00:03:42.600 --> 00:03:44.960]  我初信大概三年左右
[00:03:44.960 --> 00:03:47.880]  那時開始其實都算有投身的
[00:03:47.880 --> 00:03:50.640]  有去崇拜
[00:03:50.640 --> 00:03:51.720]  有去團契
[00:03:51.720 --> 00:03:53.520]  甚至有少少服侍
[00:03:53.520 --> 00:03:56.720]  這些我覺得很好 很舒服
[00:03:56.720 --> 00:03:57.880]  但我記得有一天
[00:03:57.880 --> 00:04:00.880]  仍然在每次跟上帝祈禱
[00:04:00.880 --> 00:04:04.160]  上帝你千萬不要搞我的工作
[00:04:04.160 --> 00:04:05.440]  你不要拿走我的工作
[00:04:05.440 --> 00:04:07.320]  因為那時我一個人在香港住
[00:04:07.320 --> 00:04:08.000]  我沒有工作
[00:04:08.000 --> 00:04:08.480]  我沒有錢
[00:04:08.480 --> 00:04:09.560]  我怎樣生活
[00:04:09.560 --> 00:04:11.760]  仍然覺得有些事
[00:04:11.760 --> 00:04:16.120]  我的範疇主你不要碰我
[00:04:16.120 --> 00:04:18.760]  耶穌教導完了
[00:04:18.760 --> 00:04:25.000]  作者將路加由港渡轉移到去打魚
[00:04:25.000 --> 00:04:28.640]  我們看接下來的四至七節
[00:04:28.640 --> 00:04:30.120]  耶穌吩咐彼得
[00:04:30.120 --> 00:04:32.920]  將船開到一個水深的地方
[00:04:32.920 --> 00:04:35.160]  下網打魚
[00:04:35.160 --> 00:04:36.520]  耶穌除了是老師以外
[00:04:36.520 --> 00:04:37.280]  我們也知道
[00:04:37.280 --> 00:04:40.680]  他本來的工作是木匠
[00:04:40.680 --> 00:04:44.680]  當西門的船不再用來做港壇
[00:04:44.680 --> 00:04:47.680]  回歸去打魚的時候
[00:04:47.680 --> 00:04:51.680]  主導權理應回歸西門
[00:04:51.680 --> 00:04:53.200]  但現在耶穌
[00:04:53.200 --> 00:04:56.760]  因為木匠竟然吩咐一位漁夫
[00:04:56.760 --> 00:04:58.880]  有些冒犯
[00:04:58.880 --> 00:05:02.240]  按照西門作為一個專業漁夫的評估
[00:05:02.240 --> 00:05:05.360]  當時的環境不太適合打魚
[00:05:05.360 --> 00:05:06.960]  按照一些資料
[00:05:06.960 --> 00:05:08.520]  在晚上打魚
[00:05:08.520 --> 00:05:11.800]  漁網的物料是一些尼龍
[00:05:11.800 --> 00:05:16.280]  在日間用的時候會很容易被魚發現
[00:05:16.280 --> 00:05:18.800]  剛好他們早一晚才打了一整晚
[00:05:18.800 --> 00:05:19.800]  沒有甚麼魚
[00:05:19.800 --> 00:05:21.640]  你現在叫我打魚
[00:05:21.640 --> 00:05:24.800]  豈不是白費氣力
[00:05:24.800 --> 00:05:28.720]  這隻就是當時的魚
[00:05:28.720 --> 00:05:30.200]  那些漁船
[00:05:30.200 --> 00:05:36.480]  大概有六至九米左右
[00:05:36.480 --> 00:05:39.160]  你可以想像一下當時西門
[00:05:39.160 --> 00:05:42.040]  說這番說話的心情是怎樣
[00:05:42.040 --> 00:05:43.200]  他這樣說
[00:05:43.200 --> 00:05:45.240]  老師我們整夜勞累
[00:05:45.240 --> 00:05:46.880]  並沒有打著甚麼
[00:05:46.880 --> 00:05:50.160]  但依從你的話我就下網
[00:05:50.160 --> 00:05:52.240]  西門可能有點複雜
[00:05:52.240 --> 00:05:55.280]  一方面他覺得有些不是很耐煩
[00:05:55.280 --> 00:05:56.840]  難免帶一點自誇
[00:05:56.840 --> 00:05:59.880]  覺得耶穌的吩咐有點無稽
[00:05:59.880 --> 00:06:02.760]  但與此同時他又沒有不理耶穌
[00:06:02.760 --> 00:06:04.680]  總算都是尊重
[00:06:04.680 --> 00:06:09.560]  信服老師的帶領便下網
[00:06:09.560 --> 00:06:11.320]  事實證明
[00:06:11.320 --> 00:06:14.560]  不單止耶穌的宣講是來自神
[00:06:14.560 --> 00:06:16.240]  耶穌的手所作
[00:06:16.240 --> 00:06:18.440]  都帶有超然的權能
[00:06:18.440 --> 00:06:21.440]  漁獲多到連網都要裂開
[00:06:21.440 --> 00:06:23.920]  要找另一隻漁船來幫忙
[00:06:23.920 --> 00:06:27.760]  漁船已經滿到幾乎要沉
[00:06:27.760 --> 00:06:32.040]  我看見兩隻漁船上的漁夫
[00:06:32.040 --> 00:06:36.640]  他們一同見證著這個超然事件
[00:06:36.640 --> 00:06:40.920]  究竟眼前的耶穌是誰
[00:06:40.920 --> 00:06:43.360]  這份感覺究竟是好是壞
[00:06:43.360 --> 00:06:44.960]  是驚是喜
[00:06:44.960 --> 00:06:49.400]  只要看看你對信仰有甚麼期盼
[00:06:49.400 --> 00:06:52.760]  其實有個能夠有超能力的耶穌
[00:06:52.760 --> 00:06:57.080]  真的可以幫西門發展他的漁業
[00:06:57.080 --> 00:06:59.800]  我是西門可以與耶穌有個協議
[00:06:59.800 --> 00:07:03.320]  不如你幫我告訴我哪裡有多餘
[00:07:03.320 --> 00:07:07.360]  我最多每個月將十分一奉獻給你
[00:07:07.360 --> 00:07:08.720]  用來鎮濟窮人
[00:07:08.720 --> 00:07:09.680]  這樣不就不錯了
[00:07:09.680 --> 00:07:13.200]  雙贏是嗎
[00:07:13.200 --> 00:07:17.080]  那些門徒有甚麼反應
[00:07:17.080 --> 00:07:20.040]  那些漁夫有甚麼反應
[00:07:20.040 --> 00:07:24.320]  西門看見的不是漁獲很吸引
[00:07:24.320 --> 00:07:27.640]  西門眼前的耶穌
[00:07:27.640 --> 00:07:30.400]  凌駕了他自己的專業
[00:07:30.400 --> 00:07:34.640]  拆毀了他自己最可以自恃的範疇
[00:07:34.640 --> 00:07:37.640]  當信仰不單單是儀式
[00:07:37.640 --> 00:07:39.520]  規條 活動
[00:07:39.520 --> 00:07:44.960]  而入侵了一個很私密的個人空間的時候
[00:07:44.960 --> 00:07:47.880]  看得很震撼
[00:07:47.880 --> 00:07:50.240]  這班漁夫怎樣回應
[00:07:50.240 --> 00:07:55.960]  作者似乎特別在針對西門
[00:07:55.960 --> 00:08:00.320]  我們看第八至十節
[00:08:00.320 --> 00:08:02.520]  在描述上
[00:08:02.520 --> 00:08:07.120]  作者之前是叫西門
[00:08:07.120 --> 00:08:11.120]  現在改了叫西門彼得
[00:08:11.120 --> 00:08:15.040]  如果我們看下文
[00:08:15.040 --> 00:08:16.880]  《路加福音》的六章十四節
[00:08:16.880 --> 00:08:21.000]  當耶穌呼召十二個門徒的時候
[00:08:21.000 --> 00:08:27.360]  說西門 耶穌又給他起名彼得
[00:08:27.360 --> 00:08:29.320]  聖經裏面一改出名
[00:08:29.320 --> 00:08:33.680]  意味著上帝給他一個很大的新角色
[00:08:33.680 --> 00:08:37.880]  彼得之後成為耶穌的核心門徒之一
[00:08:37.880 --> 00:08:42.440]  是早期教會的一個領袖
[00:08:42.440 --> 00:08:46.280]  西門彼得看見
[00:08:46.280 --> 00:08:49.560]  就俯伏在耶穌室前說
[00:08:49.560 --> 00:08:51.800]  主啊 離開我
[00:08:51.800 --> 00:08:54.880]  我是個罪人
[00:08:54.880 --> 00:08:56.920]  彼得即時的反應
[00:08:56.920 --> 00:09:00.920]  俯伏在耶穌的室前
[00:09:00.920 --> 00:09:05.960]  代表著他降伏在耶穌的大能底下
[00:09:05.960 --> 00:09:08.760]  之前他稱呼耶穌是老師
[00:09:08.760 --> 00:09:11.400]  現在叫祂做主
[00:09:11.400 --> 00:09:14.720]  他開始更深層去認識
[00:09:14.720 --> 00:09:18.080]  眼前的這位耶穌究竟是誰
[00:09:18.080 --> 00:09:20.520]  祂叫主離開我
[00:09:20.520 --> 00:09:22.720]  我是個罪人
[00:09:22.720 --> 00:09:24.920]  我們試試揣摩一下
[00:09:24.920 --> 00:09:27.840]  彼得的心情是怎樣
[00:09:27.840 --> 00:09:30.520]  耶穌介入了彼得以為
[00:09:30.520 --> 00:09:34.320]  他最有主導權的一個專業範疇
[00:09:34.320 --> 00:09:39.280]  而且證明耶穌可以凌駕人的限制
[00:09:39.280 --> 00:09:43.000]  在這個時候彼得做什麼可以抓住
[00:09:43.000 --> 00:09:46.040]  可以誇口
[00:09:46.040 --> 00:09:47.800]  在彼得的認知裏面
[00:09:47.800 --> 00:09:49.360]  眼前這個就算不是神
[00:09:49.360 --> 00:09:52.840]  也是神的使者
[00:09:52.840 --> 00:09:55.000]  神一定不想和一個
[00:09:55.000 --> 00:09:57.920]  每天在罪裏面打滾的人走在一起
[00:09:57.920 --> 00:10:00.440]  特別剛剛自己可能在自誇
[00:10:00.440 --> 00:10:03.120]  懷疑眼前的耶穌
[00:10:03.120 --> 00:10:07.520]  和眼前這個全然聖潔大能的主相比
[00:10:07.520 --> 00:10:10.280]  彼得覺得自己完全不配
[00:10:10.280 --> 00:10:12.480]  站在耶穌的面前
[00:10:12.480 --> 00:10:15.160]  就叫主離開他
[00:10:15.160 --> 00:10:17.720]  而且可以看到彼得是猶太人
[00:10:17.720 --> 00:10:19.320]  按照猶太人的認知
[00:10:19.320 --> 00:10:23.080]  一個罪人如果面對面和神在一起
[00:10:23.080 --> 00:10:26.880]  是一件極危險的事
[00:10:26.880 --> 00:10:30.560]  面對這一位承認自己是罪人的彼得
[00:10:30.560 --> 00:10:33.200]  耶穌怎樣回應他
[00:10:33.200 --> 00:10:36.040]  耶穌沒有罵彼得
[00:10:36.040 --> 00:10:38.280]  但耶穌也沒有否定
[00:10:38.280 --> 00:10:41.280]  說你不是一個罪人
[00:10:41.280 --> 00:10:44.440]  經文的重心由哺乳的神跡
[00:10:44.440 --> 00:10:49.560]  轉向耶穌門徒的呼召
[00:10:49.560 --> 00:10:51.480]  十節下這樣說
[00:10:51.480 --> 00:10:53.360]  耶穌對西門說
[00:10:53.360 --> 00:10:58.840]  「不要怕,從今以後你要得人了」
[00:10:58.840 --> 00:11:01.080]  「不要怕」這個字
[00:11:01.080 --> 00:11:03.480]  說「不要怕」即是有些事會令你害怕
[00:11:03.480 --> 00:11:05.560]  才叫你不要怕
[00:11:05.560 --> 00:11:09.520]  通常是上主去呼召人參與一些使命時
[00:11:09.520 --> 00:11:11.880]  常常有的說話
[00:11:11.880 --> 00:11:16.360]  要看上文當天使去和撒加利亞說
[00:11:16.360 --> 00:11:19.560]  他的妻子伊麗莎白要懷孕生育
[00:11:19.560 --> 00:11:21.400]  當天使和瑪利亞說
[00:11:21.400 --> 00:11:25.120]  她要不受聖靈感染時
[00:11:25.120 --> 00:11:29.360]  都叫他們不要怕
[00:11:29.360 --> 00:11:32.320]  接著耶穌呼召彼得
[00:11:32.320 --> 00:11:37.840]  他說「從今以後你要得人」
[00:11:37.840 --> 00:11:39.360]  本來是俗語的
[00:11:39.360 --> 00:11:41.480]  由「得」做俗語變成「得人」
[00:11:41.480 --> 00:11:44.280]  「得人」究竟是甚麼意思呢?
[00:11:44.280 --> 00:11:50.080]  我們試試看兩節其他經文出現過這個字
[00:11:50.080 --> 00:11:52.160]  在歷代字下
[00:11:52.160 --> 00:11:56.080]  說猶太人「生擒一萬人」很有趣
[00:11:56.080 --> 00:11:58.640]  「生擒」這個字就是竹詞
[00:11:58.640 --> 00:12:00.640]  Captured Alive
[00:12:00.640 --> 00:12:03.160]  在提摩泰後書二章二十六節
[00:12:03.160 --> 00:12:09.200]  說讓他們這些已經被魔鬼擄去的
[00:12:09.200 --> 00:12:12.720]  順從他計謀的人能夠醒悟過來
[00:12:12.720 --> 00:12:14.480]  脫離他們的網羅
[00:12:14.480 --> 00:12:17.800]  這個「網羅」是「得」的意思
[00:12:17.800 --> 00:12:20.200]  當然這兩節經文是負面的
[00:12:20.200 --> 00:12:23.400]  這裡是正面的
[00:12:23.400 --> 00:12:25.320]  「得人」可以理解為
[00:12:25.320 --> 00:12:28.400]  將這班人拯救脫離一個
[00:12:28.400 --> 00:12:30.960]  墮落世界裡很多的險境
[00:12:30.960 --> 00:12:37.720]  回歸神的掌權裡
[00:12:37.720 --> 00:12:39.840]  耶穌發出邀請
[00:12:39.840 --> 00:12:43.360]  幾位愚夫毅然撇下所有
[00:12:43.360 --> 00:12:47.800]  跟從了耶穌
[00:12:47.800 --> 00:12:50.080]  甚麼是撇下所有呢?
[00:12:50.080 --> 00:12:52.040]  我想留待我們之後
[00:12:52.040 --> 00:12:56.440]  很多經文將會很詳細地去學習
[00:12:56.440 --> 00:12:58.560]  但在這裡起碼我們看見
[00:12:58.560 --> 00:13:01.000]  這班愚夫他們當下是願意
[00:13:01.000 --> 00:13:04.920]  放下他們看來是大好工作的前途
[00:13:04.920 --> 00:13:06.960]  跟從了耶穌
[00:13:06.960 --> 00:13:08.520]  撇下所有的關鍵就是
[00:13:08.520 --> 00:13:12.000]  願意將主權移交
[00:13:12.000 --> 00:13:15.040]  願意讓耶穌進入一個
[00:13:15.040 --> 00:13:18.480]  我們自己很私密的空間裡
[00:13:18.480 --> 00:13:20.960]  以祂的吩咐去凌駕
[00:13:20.960 --> 00:13:22.440]  我自己個人的喜好
[00:13:22.440 --> 00:13:25.640]  讓祂的吩咐成為我們最高的優先次序
[00:13:25.640 --> 00:13:27.200]  當然這是一個立旨
[00:13:27.200 --> 00:13:29.840]  要真正明白甚麼是跟從耶穌
[00:13:29.840 --> 00:13:31.920]  往後還有很漫長的生命歷程
[00:13:31.920 --> 00:13:36.480]  不斷地去體會
[00:13:36.480 --> 00:13:37.880]  耶穌對西門說
[00:13:37.880 --> 00:13:39.320]  不要怕
[00:13:39.320 --> 00:13:44.320]  從今以後你要得人
[00:13:44.320 --> 00:13:48.280]  當人經歷到跟神的相異
[00:13:48.280 --> 00:13:53.000]  而願意去信服的時候
[00:13:53.000 --> 00:13:58.840]  生命是一個新的轉捩點
[00:13:58.840 --> 00:14:00.600]  從今以後
[00:14:00.600 --> 00:14:02.480]  祂描述了彼得的人生
[00:14:02.480 --> 00:14:04.600]  從此不再一樣
[00:14:04.600 --> 00:14:08.920]  耶穌要在彼得的生命的履歷裡
[00:14:08.920 --> 00:14:10.880]  去翻開一個新的一頁
[00:14:10.880 --> 00:14:14.240]  給他一個很重大的責任托付
[00:14:14.240 --> 00:14:15.400]  除此以外
[00:14:15.400 --> 00:14:18.680]  當耶穌去呼召第一批的門徒
[00:14:18.680 --> 00:14:19.960]  也意味著
[00:14:19.960 --> 00:14:21.040]  這段歷史
[00:14:21.040 --> 00:14:24.840]  一個新的階段要開始
[00:14:24.840 --> 00:14:26.880]  當時猶太的拉比
[00:14:26.880 --> 00:14:29.560]  他們也會收一些學生
[00:14:29.560 --> 00:14:33.320]  一般是學生自己選老師
[00:14:33.320 --> 00:14:37.920]  而不是老師邀請的學生
[00:14:37.920 --> 00:14:40.000]  而拉比的學生
[00:14:40.000 --> 00:14:41.880]  會跟拉比一起去旅居
[00:14:41.880 --> 00:14:44.000]  照顧老師的需要
[00:14:44.000 --> 00:14:45.760]  去學他們的東西
[00:14:45.760 --> 00:14:48.960]  目的希望學生自己也成為拉比
[00:14:48.960 --> 00:14:51.120]  所以如果你能夠出於名門
[00:14:51.120 --> 00:14:54.760]  你的身價就可以很尊崇
[00:14:54.760 --> 00:14:57.920]  明顯耶穌選召門徒的行徑
[00:14:57.920 --> 00:15:02.680]  顛覆了當時猶太拉比的傳統
[00:15:02.680 --> 00:15:04.920]  對當時猶太的宗教領袖
[00:15:04.920 --> 00:15:08.360]  他們用先祖血緣的關係
[00:15:08.360 --> 00:15:11.360]  並且去嚴守律例規條
[00:15:11.360 --> 00:15:15.000]  作為成為神的子民的一個根據
[00:15:15.000 --> 00:15:16.840]  所以猶太的宗教領袖
[00:15:16.840 --> 00:15:19.920]  就要去離開罪人
[00:15:19.920 --> 00:15:23.800]  避免被人說我們跟罪人去認同
[00:15:23.800 --> 00:15:27.600]  但耶穌的行徑就完全不一樣了
[00:15:27.600 --> 00:15:31.280]  耶穌正正要為神的子民
[00:15:31.280 --> 00:15:34.400]  去調整一個最正確的定義
[00:15:34.400 --> 00:15:37.360]  耶穌為一些當時猶太領袖
[00:15:37.360 --> 00:15:40.120]  錯誤定義的神的子民
[00:15:40.120 --> 00:15:44.400]  重新要去定義過來
[00:15:44.400 --> 00:15:47.760]  之後我們在下文看到
[00:15:47.760 --> 00:15:53.160]  耶穌第二次去呼召門徒利美
[00:15:53.160 --> 00:15:55.000]  作門徒的時候
[00:15:55.000 --> 00:15:58.560]  我們會更進一步去看到
[00:15:58.560 --> 00:16:01.880]  法利塞人民士就向耶穌發怨言
[00:16:01.880 --> 00:16:06.440]  為何要跟那些瑞利罪人一起吃寒
[00:16:06.440 --> 00:16:08.240]  耶穌的回應我們都很熟悉
[00:16:08.240 --> 00:16:11.960]  祂說祂來不是要召義人悔改
[00:16:11.960 --> 00:16:17.880]  而是要召罪人去悔改
[00:16:17.880 --> 00:16:21.840]  如果我們看回耶穌呼召彼得的歷程
[00:16:21.840 --> 00:16:23.120]  我們看到主耶穌
[00:16:23.120 --> 00:16:28.640]  祂怎樣去選擇一些門徒的人選
[00:16:28.640 --> 00:16:30.160]  第一
[00:16:30.160 --> 00:16:34.720]  這個人唯有去經歷到上帝多麼的聖潔
[00:16:34.720 --> 00:16:37.640]  尊貴、權能
[00:16:37.640 --> 00:16:44.920]  去真誠地認識到自己是軟弱、不足、不配
[00:16:44.920 --> 00:16:48.080]  唯有這樣才能謙卑受教
[00:16:48.080 --> 00:16:51.040]  經歷主的更新、重整
[00:16:51.040 --> 00:16:53.560]  以致能夠有一個很感恩的心
[00:16:53.560 --> 00:16:56.520]  對上帝有一個很正確的回應
[00:16:56.520 --> 00:17:01.680]  去毀身實踐主耶穌的命令
[00:17:01.680 --> 00:17:06.240]  門徒的意思是說一個學習者、學習的人
[00:17:06.240 --> 00:17:09.880]  除非一個人他明白到他有很多東西是不行的
[00:17:09.880 --> 00:17:11.840]  才願意去學
[00:17:11.840 --> 00:17:14.800]  唯有這樣的人才願意真正去跟從耶穌
[00:17:14.800 --> 00:17:16.320]  接受祂的訓練
[00:17:16.320 --> 00:17:19.520]  讓祂成為上帝合用的器皿
[00:17:19.520 --> 00:17:22.840]  唯有人承認自己是一個罪人
[00:17:22.840 --> 00:17:25.280]  需要去信靠上帝的恩典
[00:17:25.280 --> 00:17:26.960]  而自己親身經歷了
[00:17:26.960 --> 00:17:30.120]  被上帝無條件地接納的寶貴
[00:17:30.120 --> 00:17:31.720]  才有真正的動力
[00:17:31.720 --> 00:17:34.440]  希望讓其他人都可以
[00:17:34.440 --> 00:17:37.120]  引去到上帝的恩典裏面
[00:17:37.120 --> 00:17:38.960]  是嗎?
[00:17:38.960 --> 00:17:43.000]  我們試下再慢慢思想下一個生命歷程
[00:17:43.000 --> 00:17:46.800]  實際我們的處境會是怎樣?
[00:17:46.800 --> 00:17:52.280]  先問問大家,一般人我們怎樣去評估自己的價值?
[00:17:52.280 --> 00:17:54.960]  做記憶圖可能都是差不多
[00:17:54.960 --> 00:17:57.160]  我擁有甚麼?
[00:17:57.160 --> 00:18:00.000]  我能夠做到甚麼?
[00:18:00.000 --> 00:18:02.520]  其他人怎樣看我?
[00:18:02.520 --> 00:18:04.880]  好像我們拿著這些東西
[00:18:04.880 --> 00:18:06.480]  我們依戀著這些東西
[00:18:06.480 --> 00:18:08.920]  我們就感覺良好
[00:18:08.920 --> 00:18:11.640]  好像覺得生活、生命好
[00:18:11.640 --> 00:18:13.640]  很穩妥、很安舒
[00:18:13.640 --> 00:18:16.200]  是嗎?
[00:18:16.200 --> 00:18:19.600]  當我們有機會真的與神相交
[00:18:19.600 --> 00:18:21.640]  我們在神的話語
[00:18:21.640 --> 00:18:24.000]  在一些生命的事件裏面
[00:18:24.000 --> 00:18:26.800]  我們與神相遇的時候
[00:18:26.800 --> 00:18:31.200]  我們漸漸與神建立一個真正的關係
[00:18:31.200 --> 00:18:34.480]  當我們知道神對我們無條件的愛
[00:18:34.480 --> 00:18:36.520]  在聖靈的光照底下
[00:18:36.520 --> 00:18:40.520]  我們有勇氣去面對我們生命的真相
[00:18:40.520 --> 00:18:45.920]  我們放下很多我們自己努力經營的包裝
[00:18:45.920 --> 00:18:52.600]  我們認識我們自己是軟弱、是不足、是不配
[00:18:52.600 --> 00:18:54.920]  當人願意去開放
[00:18:54.920 --> 00:18:59.960]  容讓神去接近深深處那份黑暗面的時候
[00:18:59.960 --> 00:19:03.720]  生命就可以被重整
[00:19:03.720 --> 00:19:05.880]  當我們能夠在神裏面
[00:19:05.880 --> 00:19:09.440]  去尋索到我們真正的身份的時候
[00:19:09.440 --> 00:19:11.880]  我們可以看自己合乎中度
[00:19:11.880 --> 00:19:17.160]  我們放下在俗世一直打滾的這個包裝
[00:19:17.160 --> 00:19:19.040]  我們不需要再比較
[00:19:19.040 --> 00:19:23.720]  我們只是單單做回上帝要我們做的那個人
[00:19:23.720 --> 00:19:28.280]  我們已經成就了上帝給我們的照明
[00:19:28.280 --> 00:19:34.360]  你說是一個生命歷程的轉化的過程
[00:19:34.360 --> 00:19:36.920]  剛才我們提到很多資源
[00:19:36.920 --> 00:19:41.560]  是一些很好的、很重要的參考
[00:19:41.560 --> 00:19:47.440]  譬如說剛才我們提到我們的恩賜
[00:19:47.440 --> 00:19:52.320]  我們的心智、性格、我們的經驗
[00:19:52.320 --> 00:19:56.920]  這一切全部都是一些很好的參考價值
[00:19:56.920 --> 00:20:01.080]  特別我們近日常常要視像
[00:20:01.080 --> 00:20:03.240]  很多IT的知識
[00:20:03.240 --> 00:20:07.160]  很多這些設備其實是一些很重要的工具
[00:20:07.160 --> 00:20:12.040]  神確實給了我們很多很多很寶貴的資源
[00:20:12.040 --> 00:20:15.480]  去活出上帝給我們的使命
[00:20:15.480 --> 00:20:18.080]  不過關鍵就是
[00:20:18.080 --> 00:20:24.360]  我們有沒有好好去運用這些資源
[00:20:24.360 --> 00:20:26.800]  究竟我們去運用這些資源的時候
[00:20:26.800 --> 00:20:32.880]  我們是為了將神對我們的照明去實踐出來
[00:20:32.880 --> 00:20:36.280]  還是仍然為了去滿足自己
[00:20:36.280 --> 00:20:42.400]  去靠某些東西、某些成就來去肯定自己
[00:20:42.400 --> 00:20:44.640]  我們繼續去包裝
[00:20:44.640 --> 00:20:49.120]  只不過以前在外面的世界裡包裝自己
[00:20:49.120 --> 00:20:52.040]  來到教會就看看教會那樣東西吃香的
[00:20:52.040 --> 00:20:55.800]  用教會的包裝去包裝自己
[00:20:55.800 --> 00:21:00.240]  彼得的蒙召歷程去提醒我們
[00:21:00.240 --> 00:21:04.400]  我們參與各樣侍奉的歷程裡面
