
[00:00:00.000 --> 00:00:04.540]  2025年在御苦期的40天裡
[00:03:37.560 --> 00:03:44.520]  那光是真光 照亮一切生在世上的人
[00:03:44.520 --> 00:03:47.680]  好 和大家看看經文
[00:03:47.680 --> 00:03:52.700]  生命在他裡頭 生命這個字很直接很簡單的
[00:03:52.700 --> 00:03:56.860]  所以我也不特別去看 和大家講希臘文那個字
[00:03:56.860 --> 00:04:02.700]  其實就是在說一個生命 好像你和我有生命
[00:04:02.700 --> 00:04:06.740]  生命在他 這個他自然是指主耶穌
[00:04:06.740 --> 00:04:12.320]  祂是創造這個世界
[00:04:12.320 --> 00:04:18.240]  凡被做的沒有一樣不是藉著祂透過祂來做的
[00:04:18.240 --> 00:04:21.780]  祂是創造世界的 希伯來書就說
[00:04:21.780 --> 00:04:28.680]  也曾藉著祂創造諸世代 連世代都是祂創造的
[00:04:28.680 --> 00:04:32.860]  那你知道祂是創造者 昨天說了
[00:04:32.860 --> 00:04:36.360]  原來這裡說 除了創造者 祂還是生命
[00:04:36.360 --> 00:04:42.540]  祂本身就是生命 祂本身就是生命
[00:04:42.540 --> 00:04:48.620]  生命在他裡頭 就是說祂是賜予生命者
[00:04:48.620 --> 00:04:52.760]  所以本來我就想一下 第六我應該說
[00:04:52.760 --> 00:04:57.260]  耶穌是哪位呢? 是生命的源頭
[00:04:57.260 --> 00:05:00.660]  生命的賜予者
[00:05:00.660 --> 00:05:04.340]  聖經根據就是《約翰福音》一章第四節
[00:05:04.340 --> 00:05:10.000]  生命在他裡頭 從他那裡來的
[00:05:10.000 --> 00:05:12.760]  生命在他裡頭 在他裡面
[00:05:12.760 --> 00:05:18.500]  而我有生命很明顯就是祂給我的
[00:05:18.500 --> 00:05:22.200]  這生命就是人的光
[00:05:22.200 --> 00:05:24.840]  這生命不是指我的生命
[00:05:24.840 --> 00:05:27.640]  祂給了我生命 我的生命就是人的光
[00:05:27.640 --> 00:05:31.520]  不是 生命在祂裡面 祂是生命的源頭
[00:05:31.520 --> 00:05:37.280]  而這生命就是指主耶穌 祂就是人的光
[00:05:37.280 --> 00:05:41.460]  這個「光」字「fou」就是「光」
[00:05:41.460 --> 00:05:46.760]  其實「光」「fou」這個字有很闊的意義
[00:05:46.760 --> 00:05:49.360]  如果希伯來的背景
[00:05:49.360 --> 00:05:53.800]  就會覺得祂是上帝的存在
[00:05:53.800 --> 00:05:55.600]  上帝的創造
[00:05:55.600 --> 00:06:00.020]  真是說「光明」 即是說「光」是「light」
[00:06:00.020 --> 00:06:03.880]  也是說「真理」 就是「Commandment」
[00:06:03.880 --> 00:06:08.800]  而在新約裡面也有相同類似的看法
[00:06:08.800 --> 00:06:11.960]  如果在希臘羅馬文化裡面
[00:06:11.960 --> 00:06:15.780]  就會說祂是一個「光」
[00:06:15.780 --> 00:06:21.160]  是指帶路讓你知道什麼事要應該走的
[00:06:21.160 --> 00:06:24.040]  這樣就是「光」 很多種解釋的「光」
[00:06:24.040 --> 00:06:28.240]  你能夠聯想到的好東西 也有人想過了
[00:06:28.240 --> 00:06:34.000]  這生命就是指主耶穌 主耶穌就是人的光
[00:06:34.000 --> 00:06:37.800]  那如果我沒有「光」怎麼辦呢?
[00:06:37.800 --> 00:06:40.080]  這樣就麻煩了 是不是?
[00:06:40.080 --> 00:06:42.120]  這樣就知道我沒有「光」
[00:06:42.120 --> 00:06:46.440]  我的人就黑暗了 就好像 類似什麼呢?
[00:06:46.440 --> 00:06:51.440]  今天你和我 很感恩 因為我們有視力
[00:06:51.440 --> 00:06:54.320]  這個視力我是能夠看到的
[00:06:54.320 --> 00:06:57.280]  我能夠看到這個光明的世界
[00:06:57.280 --> 00:07:00.760]  看到這些事物 各樣各樣
[00:07:00.760 --> 00:07:05.640]  但如果我失明 中文真是厲害
[00:07:05.640 --> 00:07:08.200]  以前叫「盲」 現在不叫「盲」
[00:07:08.200 --> 00:07:12.320]  「盲」這麼難聽 那就叫「失明」
[00:07:12.320 --> 00:07:15.960]  失明就是沒有光 沒有光
[00:07:15.960 --> 00:07:20.160]  失明 如果我有一天失明 你和我有一天失明
[00:07:20.160 --> 00:07:23.560]  失明就好像黑了 我看不見了
[00:07:23.560 --> 00:07:25.640]  看不見會怎麼樣?
[00:07:25.640 --> 00:07:28.760]  看不見我就會不會走
[00:07:28.760 --> 00:07:32.120]  或者走錯路 或者撞板 或者掉進洞裡
[00:07:32.120 --> 00:07:35.120]  或者遭遇各樣的不幸
[00:07:35.120 --> 00:07:37.760]  因為我看不到 失明了
[00:07:37.760 --> 00:07:41.320]  所以我現在可以閉上眼睛說話這麼久
[00:07:41.320 --> 00:07:43.040]  因為我不動 是吧?
[00:07:43.040 --> 00:07:48.040]  失明了我就不能夠行動了 我走不動了
[00:07:48.040 --> 00:07:51.280]  也會走錯路
[00:07:51.280 --> 00:07:58.600]  如果我能夠在黑暗裡沒有光
[00:07:58.600 --> 00:08:00.120]  但我都失明了 為什麼?
[00:08:00.120 --> 00:08:05.240]  沒有光 光照在黑暗裡 黑暗就是沒有光
[00:08:05.240 --> 00:08:10.880]  很多時候順帶一提我的看法
[00:08:10.880 --> 00:08:15.400]  所有東西都是上帝創造的 是吧?
[00:08:15.400 --> 00:08:18.600]  那上帝有沒有創造黑暗?
[00:08:18.600 --> 00:08:21.080]  為什麼上帝要創造黑暗?
[00:08:21.080 --> 00:08:22.880]  為什麼上帝不可以創造黑暗?
[00:08:22.880 --> 00:08:25.560]  祂創造光也可以創造黑暗的
[00:08:25.560 --> 00:08:31.680]  其實可以說上帝是可以沒有創造黑暗的
[00:08:31.680 --> 00:08:34.400]  不是所有東西都是上帝做的嗎?
[00:08:34.400 --> 00:08:36.400]  那黑暗都是祂做的
[00:08:36.400 --> 00:08:41.160]  其實黑暗的本質就是沒有光
[00:08:41.160 --> 00:08:43.600]  所以有光就可以了
[00:08:43.600 --> 00:08:45.960]  沒有光的地方就是黑暗
[00:08:45.960 --> 00:08:50.560]  同樣的 為什麼上帝會創造罪惡?
[00:08:50.560 --> 00:08:51.800]  所有東西都是祂做的
[00:08:51.800 --> 00:08:56.040]  有罪惡在世上 罪惡就是上主創造的
[00:08:56.040 --> 00:08:58.400]  那為什麼會這樣?
[00:08:58.400 --> 00:09:01.400]  為什麼祂會這麼壞 創造罪惡?
[00:09:01.400 --> 00:09:04.400]  沒有罪惡就不用救恩 不用這麼麻煩
[00:09:04.400 --> 00:09:08.240]  不用無緣無故來跟十字架
[00:09:08.240 --> 00:09:10.800]  上帝沒有創造罪惡
[00:09:10.800 --> 00:09:12.000]  罪惡是什麼?
[00:09:12.000 --> 00:09:15.400]  罪惡是在那個環境裡面人將神驅逐
[00:09:15.400 --> 00:09:19.800]  沒有神 所以就有罪惡
[00:09:19.800 --> 00:09:22.400]  因此其實祂沒有創造罪惡
[00:09:22.400 --> 00:09:25.960]  甚至都不需要創造黑暗
[00:09:25.960 --> 00:09:30.800]  黑暗就是沒有光 罪惡就是沒有神
[00:09:30.800 --> 00:09:33.400]  所以光照在黑暗裡面
[00:09:33.400 --> 00:09:37.000]  很多時候黑暗的人是不接受光的
[00:09:37.000 --> 00:09:38.800]  但我先再講這個
[00:09:38.800 --> 00:09:41.000]  好 繼續下去
[00:09:41.000 --> 00:09:43.600]  第九節 那光是真光
[00:09:43.600 --> 00:09:47.400]  照亮一切生在世上的人
[00:09:47.400 --> 00:09:49.800]  那光是真光
[00:09:49.800 --> 00:09:52.200]  這個名字真好
[00:09:52.200 --> 00:09:54.200]  香港也有一個學校
[00:09:54.200 --> 00:09:57.400]  很出名的、很好的、很嚴謹的學校
[00:09:57.400 --> 00:09:59.800]  叫做真光書院
[00:09:59.800 --> 00:10:03.400]  這個真光 這光是真光
[00:10:03.400 --> 00:10:06.400]  學校的名字應該是從這裡來的
[00:10:06.400 --> 00:10:08.800]  這個真光
[00:10:08.800 --> 00:10:14.000]  其實在這裡我們將真光的光字灰色了
[00:10:14.000 --> 00:10:17.200]  也就是說在希臘文是沒有的
[00:10:17.200 --> 00:10:19.200]  那光是真
[00:10:19.200 --> 00:10:23.400]  不過這個Alephilon是真的
[00:10:23.400 --> 00:10:26.800]  是adjective來的 形容詞
[00:10:26.800 --> 00:10:29.600]  所以那光是真的
[00:10:29.600 --> 00:10:32.000]  真的什麼?
[00:10:32.000 --> 00:10:35.200]  真的光 所以叫真光也對的
[00:10:35.200 --> 00:10:38.600]  那光是真的光
[00:10:38.600 --> 00:10:42.200]  我覺得這樣的翻譯是更加好一點的
[00:10:42.200 --> 00:10:43.600]  真光 真光是什麼意思?
[00:10:43.600 --> 00:10:44.800]  真的光
[00:10:44.800 --> 00:10:46.000]  那光是真的光
[00:10:46.000 --> 00:10:49.600]  那就不是假光 不是假東西
[00:10:49.600 --> 00:10:52.200]  是真光來的
[00:10:52.200 --> 00:10:54.400]  不是以為有光 其實不是
[00:10:54.400 --> 00:10:56.800]  是真的有光
[00:10:56.800 --> 00:10:59.000]  那個光是真的
[00:10:59.000 --> 00:11:00.800]  其實約翰想說的
[00:11:00.800 --> 00:11:03.400]  那個光是生命
[00:11:03.400 --> 00:11:05.400]  照在人的生命裡面的
[00:11:05.400 --> 00:11:08.400]  可以將你這個人的內心照亮的
[00:11:08.400 --> 00:11:10.600]  不然你的人就會黑暗的
[00:11:10.600 --> 00:11:12.600]  那為什麼它來?
[00:11:12.600 --> 00:11:16.600]  這個光來 就是主耶穌來的原因就是
[00:11:16.600 --> 00:11:20.400]  祂想照亮我們這個人的內心
[00:11:20.400 --> 00:11:21.800]  而不是照亮我的眼睛
[00:11:21.800 --> 00:11:24.200]  因為我白天就有光
[00:11:24.200 --> 00:11:27.400]  上帝做光 主耶穌用祂的能力
[00:11:27.400 --> 00:11:29.600]  祂的權能托住萬有
[00:11:29.600 --> 00:11:35.000]  所以使得日夜日夜日夜都是穩定地出現的
[00:11:35.000 --> 00:11:37.000]  你不用今晚入定電池
[00:11:37.000 --> 00:11:39.200]  明天早上不知道會不會天亮呢?
[00:11:39.200 --> 00:11:42.200]  如果明天天不亮怎麼辦呢?
[00:11:42.200 --> 00:11:44.400]  不怕我有電筒嗎?
[00:11:44.400 --> 00:11:46.600]  不用的
[00:11:46.600 --> 00:11:49.200]  祂用祂的權能托住萬有
[00:11:49.200 --> 00:11:53.000]  日夜是分明的 是會有的
[00:11:53.000 --> 00:11:56.200]  如果沒有的話 這個世界就完結了
[00:11:56.200 --> 00:11:57.400]  那光是真光?
[00:11:57.400 --> 00:12:02.400]  所以這個光是照在人的心裡面
[00:12:02.400 --> 00:12:05.400]  是真的 不是假的
[00:12:05.400 --> 00:12:08.600]  有些光扮光照到你那裡
[00:12:08.600 --> 00:12:11.200]  以為是這個光
[00:12:11.200 --> 00:12:13.800]  其實你跟錯了
[00:12:13.800 --> 00:12:18.000]  它是幻影的光會帶你去更深的黑暗裡面
[00:12:18.000 --> 00:12:21.000]  那個光是真的光
[00:12:21.000 --> 00:12:22.200]  真的光會怎樣?
[00:12:22.200 --> 00:12:25.600]  是會照亮一切身在世上的人
[00:12:25.600 --> 00:12:27.800]  是會照亮世人
[00:12:27.800 --> 00:12:30.000]  照到他眼光光銀霾
[00:12:30.000 --> 00:12:33.400]  照到他懂得怎樣生活
[00:12:33.400 --> 00:12:37.200]  照亮一切身在世上的人
[00:12:37.200 --> 00:12:39.000]  好了 我就說一下
[00:12:39.000 --> 00:12:43.400]  其實有幾件事是社會禁止不住的
[00:12:43.400 --> 00:12:45.000]  所有社會都禁的
[00:12:45.000 --> 00:12:47.000]  不過是禁不了的
[00:12:47.000 --> 00:12:50.400]  就是黃賭毒 為什麼呢?
[00:12:50.400 --> 00:12:53.200]  因為當一個人在社會裡面是很艱難
[00:12:53.200 --> 00:12:54.800]  很掙扎的時候
[00:12:54.800 --> 00:12:59.800]  當他遇到心靈裡面有些東西不穩不實的時候
[00:12:59.800 --> 00:13:01.200]  可能被排斥
[00:13:01.200 --> 00:13:02.800]  可能有不幸的遭遇
[00:13:02.800 --> 00:13:04.800]  可能是被歧視
[00:13:04.800 --> 00:13:06.000]  可能是被踩
[00:13:06.000 --> 00:13:08.000]  可能被傷
[00:13:08.000 --> 00:13:10.200]  可能是偏心
[00:13:10.200 --> 00:13:13.600]  可能是各樣遭遇不好的
[00:13:13.600 --> 00:13:16.800]  他心裡面很受傷之後
[00:13:16.800 --> 00:13:23.400]  他就會尋求有一些東西來補償自己
[00:13:23.400 --> 00:13:25.800]  走歪了路
[00:13:25.800 --> 00:13:28.600]  因為著黑暗衝走歪了路
[00:13:28.600 --> 00:13:31.200]  就是希望黃
[00:13:31.200 --> 00:13:37.200]  就是性可以解決到他不夠愛的問題
[00:13:37.200 --> 00:13:39.200]  就希望有人愛
[00:13:39.200 --> 00:13:41.200]  就走在性那裡表達
[00:13:41.200 --> 00:13:44.200]  有些人你看到他說的話
[00:13:44.200 --> 00:13:46.000]  不離口的
[00:13:46.000 --> 00:13:48.400]  說這個性的問題不離口的
[00:13:48.400 --> 00:13:55.200]  見到異性馬上想到這個性愛問題的
[00:13:55.200 --> 00:13:57.800]  滿口都是這些的
[00:13:57.800 --> 00:14:01.400]  其實他是沉溺 陷溺了下去
[00:14:01.400 --> 00:14:05.200]  他眼看不見 以為這樣就會解決
[00:14:05.200 --> 00:14:10.400]  賭 賭就是我很需要多些錢
[00:14:10.400 --> 00:14:12.200]  很需要不勞而獲
[00:14:12.200 --> 00:14:14.200]  如果我一招發達
[00:14:14.200 --> 00:14:15.800]  這樣就搞定了
[00:14:15.800 --> 00:14:18.400]  那些人就會看上我了 賭
[00:14:18.400 --> 00:14:21.600]  賭就是麻醉自己在那些痛苦裡面
[00:14:21.600 --> 00:14:24.600]  不再感覺是很快的
[00:14:24.600 --> 00:14:25.400]  為什麼呢?
[00:14:25.400 --> 00:14:28.800]  一握軟一聞一些什麼吸進去
[00:14:28.800 --> 00:14:36.600]  那些毒品就會令到腦袋的Andorfin
[00:14:36.600 --> 00:14:38.600]  安多酚會分泌很多
[00:14:38.600 --> 00:14:41.600]  於是他就覺得很舒服
[00:14:41.600 --> 00:14:44.600]  很滿足
[00:14:44.600 --> 00:14:47.600]  不再有那些痛苦的感覺
[00:14:47.600 --> 00:14:49.600]  越吸越多 越吸越多
[00:14:49.600 --> 00:14:51.600]  一若力過了
[00:14:51.600 --> 00:14:55.600]  那種陷溺那種掉下去更多
[00:14:55.600 --> 00:14:58.600]  於是不行了 快點要吸第二次
[00:14:58.600 --> 00:15:00.600]  越來越深
[00:15:00.600 --> 00:15:03.600]  你見到所以禁止不絕的
[00:15:03.600 --> 00:15:08.600]  因為心裡面方向失去了
[00:15:08.600 --> 00:15:10.600]  黑暗了
[00:15:10.600 --> 00:15:14.600]  那尋求這些會不會有出路的?
[00:15:14.600 --> 00:15:15.600]  沒有啊
[00:15:15.600 --> 00:15:19.600]  盲傻傻在黑暗裡周圍找
[00:15:19.600 --> 00:15:21.600]  就掉進這些洞裡了
[00:15:21.600 --> 00:15:23.600]  心靈上揮之不去的
[00:15:23.600 --> 00:15:28.600]  在人心裡面揮之不去的就是財權勢
[00:15:28.600 --> 00:15:30.600]  真是重要了
[00:15:30.600 --> 00:15:32.600]  就是錢
[00:15:32.600 --> 00:15:35.600]  有權 有權不單止有權
[00:15:35.600 --> 00:15:38.600]  權是很想做什麼呢?
[00:15:38.600 --> 00:15:40.600]  就是有勢
[00:15:40.600 --> 00:15:43.600]  財權勢哪樣先?
[00:15:43.600 --> 00:15:44.600]  不知道
[00:15:44.600 --> 00:15:47.600]  很多時候都是有財 財有權
[00:15:47.600 --> 00:15:50.600]  有權之後就自然有勢
[00:15:50.600 --> 00:15:53.600]  有些人有權之後就有財
[00:15:53.600 --> 00:15:55.600]  有權之後就有勢
[00:15:55.600 --> 00:15:59.600]  有些人有勢 時勢做英雄
[00:15:59.600 --> 00:16:02.600]  有勢之後就開始有權
[00:16:02.600 --> 00:16:04.600]  有權之後就有財
[00:16:04.600 --> 00:16:06.600]  哪樣先都好
[00:16:06.600 --> 00:16:09.600]  你沉迷在裡面揮之不去
[00:16:09.600 --> 00:16:12.600]  經常都想多點錢 多點權 多點勢
[00:16:12.600 --> 00:16:15.600]  為什麼會這樣?
[00:16:15.600 --> 00:16:21.600]  是因為心裡面的光黑暗了
[00:16:21.600 --> 00:16:24.600]  心裡面的光黑暗了
[00:16:24.600 --> 00:16:27.600]  甚至很有趣的
[00:16:27.600 --> 00:16:33.600]  這些財權勢 權勢是自己小顆的
[00:16:33.600 --> 00:16:34.600]  自己不獲得
[00:16:34.600 --> 00:16:38.600]  不過很多人喜歡在教會裡面獲得權與勢
[00:16:38.600 --> 00:16:40.600]  因為教會裡面比較易談
[00:16:40.600 --> 00:16:43.600]  好在教會裡面都爭權爭勢
[00:16:43.600 --> 00:16:45.600]  好有趣
[00:16:45.600 --> 00:16:47.600]  教會屬於上主
[00:16:47.600 --> 00:16:50.600]  這樣都爭我見到實在太多
[00:16:50.600 --> 00:16:52.600]  甚至明爭暗鬥
[00:16:52.600 --> 00:16:54.600]  很厲害
[00:16:54.600 --> 00:16:57.600]  這些厲害
[00:16:57.600 --> 00:17:00.600]  你真的看到很多 很惋惜
[00:17:00.600 --> 00:17:04.600]  你會知道其實
[00:17:04.600 --> 00:17:08.600]  是心裡面的光黑暗了
[00:17:08.600 --> 00:17:10.600]  心裡面的光黑暗了
[00:17:10.600 --> 00:17:12.600]  人生就會失了方向
[00:17:12.600 --> 00:17:15.600]  也失去了生存的意義
[00:17:15.600 --> 00:17:17.600]  不知道為什麼
[00:17:17.600 --> 00:17:19.600]  就會掉進洞裡
[00:17:19.600 --> 00:17:22.600]  所以心裡面的光又黑暗了
[00:17:22.600 --> 00:17:24.600]  如果光黑暗了
[00:17:24.600 --> 00:17:27.600]  黑暗是何等的大呢?
[00:17:27.600 --> 00:17:30.600]  很多人都這樣說 如果這樣
[00:17:30.600 --> 00:17:33.600]  你的黑暗 生命的黑暗就很大了
[00:17:33.600 --> 00:17:36.600]  所以我和大家的反省就是
[00:17:36.600 --> 00:17:41.600]  你見到很多人不斷地求名求利求勢
[00:17:41.600 --> 00:17:43.600]  陷溺下去的時候
[00:17:43.600 --> 00:17:47.600]  你會知道你要小心
[00:17:47.600 --> 00:17:51.600]  我不知道講到求財求勢等等
[00:17:51.600 --> 00:17:53.600]  你見到很多政客是這樣
[00:17:53.600 --> 00:17:55.600]  很厲害 走得差不多
[00:17:55.600 --> 00:17:57.600]  已經離譜了
[00:17:57.600 --> 00:18:00.600]  人命已經不顧了
[00:18:00.600 --> 00:18:03.600]  還不狂? 內心狂到極了
[00:18:03.600 --> 00:18:06.600]  但你見到他們真的怎樣極都不明白
[00:18:06.600 --> 00:18:10.600]  現在世界上有些戰爭
[00:18:10.600 --> 00:18:12.600]  在以色列那邊有戰爭
[00:18:12.600 --> 00:18:14.600]  在俄烏有戰爭
[00:18:14.600 --> 00:18:15.600]  很多地方有戰爭
[00:18:15.600 --> 00:18:16.600]  敘利亞有戰爭
[00:18:16.600 --> 00:18:18.600]  到處都有戰爭
[00:18:18.600 --> 00:18:21.600]  自己的職場 上班那裡都有戰爭
[00:18:21.600 --> 00:18:23.600]  教會裡面都有戰爭
[00:18:23.600 --> 00:18:25.600]  為了什麼呢?
[00:18:25.600 --> 00:18:26.600]  為了要贏
[00:18:26.600 --> 00:18:27.600]  為什麼要贏呢?
[00:18:27.600 --> 00:18:28.600]  因為我不想輸
[00:18:28.600 --> 00:18:29.600]  為什麼不想輸呢?
[00:18:29.600 --> 00:18:31.600]  因為我要贏
[00:18:31.600 --> 00:18:34.600]  我要勢 要力量
[00:18:34.600 --> 00:18:36.600]  表達我 就是我
[00:18:36.600 --> 00:18:40.600]  這個我迷失了
[00:18:40.600 --> 00:18:42.600]  所以我讀完這段經文
[00:18:42.600 --> 00:18:43.600]  我的反省就是
[00:18:43.600 --> 00:18:46.600]  第一 倚靠光源
[00:18:46.600 --> 00:18:47.600]  倚靠主耶穌
[00:18:47.600 --> 00:18:50.600]  這個是生命和真光
[00:18:50.600 --> 00:18:52.600]  生命由祂而來
[00:18:52.600 --> 00:18:55.600]  祂是照亮我們
[00:18:55.600 --> 00:18:57.600]  不會心裡黑暗了
[00:18:57.600 --> 00:18:59.600]  盲傻傻
[00:18:59.600 --> 00:19:01.600]  第二 行在光中
[00:19:01.600 --> 00:19:04.600]  你要跟著祂 照著這條路走
[00:19:04.600 --> 00:19:08.600]  你是我腳前的燈 路上的光
[00:19:08.600 --> 00:19:10.600]  記得嗎?
[00:19:10.600 --> 00:19:13.600]  還有要分享這光
[00:19:13.600 --> 00:19:15.600]  以前盲傻傻的時候
[00:19:15.600 --> 00:19:17.600]  掉到什麼什麼洞裡
[00:19:17.600 --> 00:19:19.600]  現在我知道了 爬出來了
[00:19:19.600 --> 00:19:22.600]  因為被光照
[00:19:22.600 --> 00:19:25.600]  光照就是看得到
[00:19:25.600 --> 00:19:26.600]  很有趣
[00:19:26.600 --> 00:19:30.600]  譬如你如果有光射下來
[00:19:30.600 --> 00:19:32.600]  你就會看到光裡面
[00:19:32.600 --> 00:19:35.600]  這麼多塵在飄
[00:19:35.600 --> 00:19:37.600]  是不是這樣?
[00:19:37.600 --> 00:19:38.600]  平時看不到的
[00:19:38.600 --> 00:19:41.600]  其實我們胸口裡面有很多塵埃
[00:19:41.600 --> 00:19:43.600]  不過我看不到
[00:19:43.600 --> 00:19:45.600]  但是有特別的強光
[00:19:45.600 --> 00:19:48.600]  看到原來很多塵 很多污糟
[00:19:48.600 --> 00:19:50.600]  如果沒有這個光照著我
[00:19:50.600 --> 00:19:52.600]  我是看不到的
[00:19:52.600 --> 00:19:54.600]  我看不到怎樣
[00:19:54.600 --> 00:19:57.600]  看到之後 原來我的衣服這麼骯髒
[00:19:57.600 --> 00:19:58.600]  有光照著
[00:19:58.600 --> 00:20:00.600]  哎呀 原來這麼敏感
[00:20:00.600 --> 00:20:01.600]  你們看到了
[00:20:01.600 --> 00:20:04.600]  那就要依靠這個光源
[00:20:04.600 --> 00:20:08.600]  行在光中和向別人分享這光
[00:20:08.600 --> 00:20:10.600]  多點分享主耶穌
[00:20:10.600 --> 00:20:12.600]  哎呀 我經歷了
[00:20:12.600 --> 00:20:14.600]  很好啊 這個光很柔和
[00:20:14.600 --> 00:20:16.600]  帶到我走前面的路
[00:20:16.600 --> 00:20:18.600]  這是一個很有效的分享
[00:20:18.600 --> 00:20:20.600]  是你的經歷
[00:20:20.600 --> 00:20:22.600]  今天和大家看的金句
[00:20:22.600 --> 00:20:24.600]  其實都是約翰
[00:20:24.600 --> 00:20:26.600]  約翰就是講這個道理
[00:20:26.600 --> 00:20:27.600]  我們一起讀
[00:20:27.600 --> 00:20:29.600]  約翰福音第十四章第六節
[00:20:29.600 --> 00:20:32.600]  耶穌說 我就是道路真理生命
[00:20:32.600 --> 00:20:34.600]  若不藉著我
[00:20:34.600 --> 00:20:39.600]  是沒有人能到乎那裡去的
[00:20:39.600 --> 00:20:43.600]  我就是道路真理生命
[00:20:43.600 --> 00:20:47.600]  生命啊 真理啊 光啊
[00:20:47.600 --> 00:20:49.600]  道路看到光之後
[00:20:49.600 --> 00:20:51.600]  我看到那條路
[00:20:51.600 --> 00:20:52.600]  我知道怎樣走
[00:20:52.600 --> 00:20:53.600]  也得著生命
[00:20:53.600 --> 00:20:54.600]  所以主耶穌說
[00:20:54.600 --> 00:20:56.600]  我就是道路真理生命
[00:20:56.600 --> 00:20:59.600]  若不藉著我是沒有人帶到
[00:20:59.600 --> 00:21:02.600]  照亮到這條路去乎那裡
[00:21:02.600 --> 00:21:04.600]  大家記得了
[00:21:04.600 --> 00:21:07.600]  道路真理生命 讚美主耶穌
