
[00:00:00.000 --> 00:00:04.320]  我們一齊來到主的面前禱告
[00:02:45.200 --> 00:02:49.600]  所以我們見到為何這麼多人很細心地挑選他們的家傭
[00:02:49.600 --> 00:02:51.800]  如果請都不合適寧願再請
[00:02:51.800 --> 00:02:52.800]  浪費一些錢
[00:02:52.800 --> 00:02:55.600]  他們都要請一個最好的人
[00:02:55.600 --> 00:02:57.800]  如果一個粗心大意的人
[00:02:57.800 --> 00:02:59.600]  後果是很嚴重的
[00:02:59.600 --> 00:03:03.400]  家居意外傷到皮肉是事小
[00:03:03.400 --> 00:03:06.800]  好像我們最近聽說有一個公司等候將來
[00:03:06.800 --> 00:03:11.200]  更榮耀地在浪山架下跌下來
[00:03:11.200 --> 00:03:12.800]  無論如何
[00:03:12.800 --> 00:03:18.800]  我們知道照顧兒童的責任實在是很重要
[00:03:18.800 --> 00:03:22.600]  世間的愛是來自主耶穌基督
[00:03:22.600 --> 00:03:27.200]  主一定比天下的父母更愛祂的兒女
[00:03:27.200 --> 00:03:29.000]  教會
[00:03:29.000 --> 00:03:34.600]  我們就是主交託照顧祂兒女的一個群體
[00:03:34.600 --> 00:03:36.200]  而使徒彼得
[00:03:36.200 --> 00:03:40.200]  在主耶穌臨離開世界升天之前
[00:03:40.200 --> 00:03:43.000]  他就是以一個教會領袖的身份
[00:03:43.000 --> 00:03:47.600]  從主領受了一個重要又神聖的託付
[00:03:47.600 --> 00:03:53.000]  相信大家都記得在提比利亞海邊的故事
[00:03:53.000 --> 00:03:57.200]  主一連三次地問這個僕人
[00:03:57.200 --> 00:04:00.800]  你愛我比這些更深嗎?
[00:04:00.800 --> 00:04:02.600]  我們知道他提的這些
[00:04:02.600 --> 00:04:08.400]  剛剛很多人都相信是指他剛才滿網的魚
[00:04:08.400 --> 00:04:11.400]  彼得本來一晚去捕魚
[00:04:11.400 --> 00:04:13.400]  一無所獲
[00:04:13.400 --> 00:04:15.800]  主命令他在右邊來撒網
[00:04:15.800 --> 00:04:19.400]  他一看就看見153條大魚
[00:04:19.400 --> 00:04:24.400]  這可以說是他畢生作為漁夫的一個最大的收穫
[00:04:24.400 --> 00:04:26.200]  這個神蹟
[00:04:26.200 --> 00:04:29.200]  也是彼得作為一個專業的漁夫
[00:04:29.200 --> 00:04:31.200]  那個成就的巔峰
[00:04:31.200 --> 00:04:34.400]  但是主要他做一個取捨
[00:04:34.400 --> 00:04:38.000]  你愛我還是愛這些呢?
[00:04:38.000 --> 00:04:41.200]  今天主也同樣問你和問我
[00:04:41.200 --> 00:04:46.600]  我們願不願意為主寫下我們最寶貴的詩
[00:04:46.600 --> 00:04:51.800]  去看顧主託付我們的使命呢?
[00:04:51.800 --> 00:04:54.200]  主的使命是什麼?
[00:04:54.200 --> 00:04:58.600]  當主聽到他所愛的人彼得說
[00:04:58.600 --> 00:05:01.200]  主啊,祢知道我愛祢之後
[00:05:01.200 --> 00:05:03.000]  他很放心的
[00:05:03.000 --> 00:05:05.200]  他交託了一個很重要的託付
[00:05:05.200 --> 00:05:08.200]  他說祢餵養我的小羊
[00:05:08.200 --> 00:05:09.800]  祢募養我的羊
[00:05:09.800 --> 00:05:11.400]  祢餵養我的羊
[00:05:11.400 --> 00:05:14.800]  如是者三問三答
[00:05:14.800 --> 00:05:17.400]  我看見主是非常重視
[00:05:17.400 --> 00:05:21.200]  他所託付給教會的小羊
[00:05:21.200 --> 00:05:22.800]  我們回看彼得一生
[00:05:22.800 --> 00:05:26.400]  就是這樣忠心的在神的家教會裏面
[00:05:26.400 --> 00:05:29.400]  一代一代地把小羊養大
[00:05:29.400 --> 00:05:32.200]  今天古今的信徒
[00:05:32.200 --> 00:05:33.800]  基督教的世界
[00:05:33.800 --> 00:05:38.200]  我們也推崇彼得是我們最偉大的教會領袖
[00:05:38.200 --> 00:05:40.400]  我們就看看彼得
[00:05:40.400 --> 00:05:42.400]  或者我們最近
[00:05:42.400 --> 00:05:45.600]  其實今堂是彼得後書的最後一堂
[00:05:45.600 --> 00:05:48.600]  我也希望用這個主題
[00:05:48.600 --> 00:05:52.200]  看看究竟彼得一直在彼得前後書
[00:05:52.200 --> 00:05:55.600]  是否在講同一個信息
[00:05:55.600 --> 00:05:57.400]  在彼得前書
[00:05:57.400 --> 00:05:59.200]  我記得我們也提過
[00:05:59.200 --> 00:06:03.000]  彼得叫我們的信心要成長
[00:06:03.000 --> 00:06:05.600]  要經得起試煉
[00:06:05.600 --> 00:06:07.600]  經得起火的試煉
[00:06:07.600 --> 00:06:11.200]  就比能夠扭壞的金紙更加可貴
[00:06:11.200 --> 00:06:13.600]  他也叫我們做信服的兒女
[00:06:13.600 --> 00:06:15.400]  持守聖潔
[00:06:15.400 --> 00:06:18.000]  又要愛慕純正的靈奶
[00:06:18.000 --> 00:06:21.400]  好使我們靠他來漸漸長大
[00:06:21.400 --> 00:06:26.400]  他又叫我們基督徒要彼此建立
[00:06:26.400 --> 00:06:28.000]  成為一個靈宮
[00:06:28.000 --> 00:06:32.400]  在耶穌基督這個活石的根基裏面去建造
[00:06:32.400 --> 00:06:35.600]  最後他甚至以一個長老的身份
[00:06:35.600 --> 00:06:38.000]  提出怎樣去牧養中間的群羊
[00:06:38.000 --> 00:06:41.200]  是要按著神的旨意來照管他們
[00:06:41.200 --> 00:06:42.400]  不是出於勉強
[00:06:42.400 --> 00:06:44.800]  而是出於甘心
[00:06:44.800 --> 00:06:46.200]  不是出於貪財
[00:06:46.200 --> 00:06:47.800]  而是出於熱誠
[00:06:47.800 --> 00:06:50.800]  不是客貴、客管、託付的羊
[00:06:50.800 --> 00:06:53.000]  而是作群羊的榜樣
[00:06:53.000 --> 00:06:54.400]  這一切的信息
[00:06:54.400 --> 00:06:58.800]  我們見到貫穿在整個彼得前書裏面
[00:06:58.800 --> 00:07:01.400]  彼得所關心、所教導的
[00:07:01.400 --> 00:07:04.600]  由始至終沒有離開主的託付
[00:07:04.600 --> 00:07:07.200]  是餵養主的小羊
[00:07:07.200 --> 00:07:11.000]  這是彼得前書信息的重心
[00:07:11.000 --> 00:07:13.600]  我們所看的彼得後書又如何呢?
[00:07:13.600 --> 00:07:15.800]  他一開始就開宗明義
[00:07:15.800 --> 00:07:19.200]  叫信徒的生命要長進
[00:07:19.200 --> 00:07:22.600]  他提出信徒靈命成長有八個階段
[00:07:22.600 --> 00:07:25.200]  有了信心又要加上德行
[00:07:25.200 --> 00:07:26.800]  又要加上知識
[00:07:26.800 --> 00:07:28.000]  如是者一路加加加
[00:07:28.000 --> 00:07:30.800]  有八個階梯
[00:07:30.800 --> 00:07:35.400]  我們見到他一直是希望
[00:07:35.400 --> 00:07:36.200]  信主的人
[00:07:36.200 --> 00:07:39.200]  他人生是不會閒懶、不結果子
[00:07:39.200 --> 00:07:42.400]  以至將榮耀歸於神
[00:07:42.400 --> 00:07:44.600]  到了書信最結束的
[00:07:44.600 --> 00:07:47.000]  到結束三章十八節的時候
[00:07:47.000 --> 00:07:49.000]  他也不忘提醒信徒
[00:07:49.000 --> 00:07:51.000]  成長的秘訣
[00:07:51.000 --> 00:07:54.400]  就是今天我們所看的信息
[00:07:54.400 --> 00:07:57.200]  在耶穌基督的知識
[00:07:57.200 --> 00:08:00.200]  因典和知識上長進
[00:08:00.200 --> 00:08:02.000]  至於中間我們見到
[00:08:02.000 --> 00:08:03.400]  彼得前書用了很多篇幅
[00:08:03.400 --> 00:08:05.400]  去提的賈師傅
[00:08:05.400 --> 00:08:07.800]  或者主在內的信息
[00:08:07.800 --> 00:08:09.200]  其實這些都是
[00:08:09.200 --> 00:08:11.200]  比我們見到
[00:08:11.200 --> 00:08:13.600]  更加有危機感的
[00:08:13.600 --> 00:08:17.800]  去應戰末世一浪一浪的衝擊
[00:08:17.800 --> 00:08:19.200]  但歸根究底
[00:08:19.200 --> 00:08:21.400]  仍然是一個很重要
[00:08:21.400 --> 00:08:24.400]  固本培源的藥方
[00:08:24.400 --> 00:08:27.600]  正如現在秋冬的天氣
[00:08:27.600 --> 00:08:29.600]  我們很怕著涼
[00:08:29.600 --> 00:08:31.200]  我們要提防病菌
[00:08:31.200 --> 00:08:34.800]  我剛才說要打十三價肺炎免求菌
[00:08:34.800 --> 00:08:37.800]  但當然這些都是最正確的
[00:08:37.800 --> 00:08:39.200]  但歸根究底
[00:08:39.200 --> 00:08:42.800]  仍然是一個強健體魄
[00:08:42.800 --> 00:08:44.600]  百病不侵的人
[00:08:44.600 --> 00:08:49.000]  這個才是我們要培養一個身體的情況
[00:08:49.000 --> 00:08:51.000]  才是正路
[00:08:51.000 --> 00:08:53.800]  所以我們今天所說的這個訊息
[00:08:53.800 --> 00:08:56.400]  在因典和知識上長進
[00:08:56.400 --> 00:08:59.800]  是作為我們在彼得的後書
[00:08:59.800 --> 00:09:01.200]  最後一篇的訊息
[00:09:01.200 --> 00:09:04.600]  剛才我希望我所提的一些分析
[00:09:04.600 --> 00:09:07.600]  甚至我提到提比利亞主
[00:09:07.600 --> 00:09:10.000]  和彼得講話的那一幕
[00:09:10.000 --> 00:09:13.400]  其實一直就是彼得在他的書信裏面
[00:09:13.400 --> 00:09:16.400]  最核心、最重心的訊息
[00:09:16.400 --> 00:09:19.200]  讓我們一起讀今天的經文
[00:09:19.200 --> 00:09:26.600]  繼續在彼得後書三章
[00:09:26.600 --> 00:09:28.200]  彼得後書三章
[00:09:28.200 --> 00:09:31.200]  我們由第十五節開始讀
[00:09:31.200 --> 00:09:32.800]  預備起
[00:09:32.800 --> 00:09:36.000]  「並且要以我們主的容忍
[00:09:36.000 --> 00:09:38.800]  作為你們得救的機會
[00:09:38.800 --> 00:09:42.400]  就如我們所親愛的弟兄保羅
[00:09:42.400 --> 00:09:47.200]  照著所賜給他的智慧寫給你們
[00:09:47.200 --> 00:09:51.000]  他一切的信上頭談到這事
[00:09:51.000 --> 00:09:53.600]  信中有些難明白的
[00:09:53.600 --> 00:09:58.000]  那無學問不堅定的人加以曲解
[00:09:58.000 --> 00:10:02.600]  就如曲解別的經書一樣自取滅亡
[00:10:02.600 --> 00:10:04.600]  所以親愛的
[00:10:04.600 --> 00:10:08.000]  既然你們如先知道這事
[00:10:08.000 --> 00:10:13.000]  就當防備免得被人助謀
[00:10:13.000 --> 00:10:16.800]  從自己穩定的立場上坐落
[00:10:16.800 --> 00:10:20.400]  你們都要在我們主和救主
[00:10:20.400 --> 00:10:24.800]  耶穌基督的恩典和知識上有長進
[00:10:24.800 --> 00:10:27.000]  願榮耀歸給他
[00:10:27.000 --> 00:10:29.800]  從今直到永遠之日
[00:10:29.800 --> 00:10:31.600]  阿們」
[00:10:31.600 --> 00:10:37.400]  請我們稍為對這段經文有一些分析
[00:10:37.400 --> 00:10:39.400]  我會看完第十四節
[00:10:39.400 --> 00:10:40.600]  我讀給大家聽
[00:10:40.600 --> 00:10:43.800]  所以親愛的
[00:10:43.800 --> 00:10:45.800]  既然你們等候這些事
[00:10:45.800 --> 00:10:48.400]  就要竭力使自己沒有玷污
[00:10:48.400 --> 00:10:49.800]  無可指責
[00:10:49.800 --> 00:10:52.400]  在主前和睦
[00:10:52.400 --> 00:10:55.200]  這段提到「所以」
[00:10:55.200 --> 00:10:56.600]  是因為他承接
[00:10:56.600 --> 00:11:00.400]  之前提到主在來的一個訊息
[00:11:00.400 --> 00:11:02.400]  他說既然你們等候這些事
[00:11:02.400 --> 00:11:05.400]  就是主在來的日子
[00:11:05.400 --> 00:11:08.200]  前文亦提到天體都要融化
[00:11:08.200 --> 00:11:10.400]  地和地上萬物都要消盡
[00:11:10.400 --> 00:11:14.600]  並且是新天新地降臨在地上的日子
[00:11:14.600 --> 00:11:17.600]  他說其實彼得提到這些
[00:11:17.600 --> 00:11:19.200]  正是信徒的盼望
[00:11:19.200 --> 00:11:20.200]  最終的盼望
[00:11:20.200 --> 00:11:22.800]  主在來要成就的事
[00:11:22.800 --> 00:11:25.600]  當我們盼望那天來到的時候
[00:11:25.600 --> 00:11:28.000]  我們最應該做的是什麼?
[00:11:28.000 --> 00:11:30.600]  我們不是停了手去等主在來
[00:11:30.600 --> 00:11:33.000]  而是我們要好好地預備自己
[00:11:33.000 --> 00:11:36.600]  使自己的生命毫無玷污無可指責
[00:11:36.600 --> 00:11:38.800]  並且是和睦
[00:11:38.800 --> 00:11:40.800]  將冤仇放下
[00:11:40.800 --> 00:11:43.000]  帶著清潔和輕散的心
[00:11:43.000 --> 00:11:46.200]  去迎接主的在來
[00:11:46.200 --> 00:11:49.600]  並且在第十五節我們看到
[00:11:49.600 --> 00:11:52.400]  這是主寬容的時候
[00:11:52.400 --> 00:11:55.200]  其實正是等待我們去悔改
[00:11:55.200 --> 00:11:58.200]  讓我們可以得救的一個機會
[00:11:58.200 --> 00:12:03.800]  寫到這裏彼得去到第十五節的中間
[00:12:03.800 --> 00:12:05.800]  他突然間想起保羅
[00:12:05.800 --> 00:12:08.600]  可能他最近都讀過保羅的一些書信
[00:12:08.600 --> 00:12:09.600]  一些信息
[00:12:09.600 --> 00:12:11.400]  他發現保羅的信息
[00:12:11.400 --> 00:12:13.200]  特別是講到主在來的信息
[00:12:13.200 --> 00:12:14.400]  和自己所講
[00:12:14.400 --> 00:12:17.200]  所得到的啟示是很一致的
[00:12:17.200 --> 00:12:19.200]  其實當我們看看保羅
[00:12:19.200 --> 00:12:21.200]  原來他大部份的書信
[00:12:21.200 --> 00:12:23.600]  除了《肥利門書》之外
[00:12:23.600 --> 00:12:26.400]  全部都有提到主在來的信息
[00:12:26.400 --> 00:12:28.400]  當他提醒大家去閱讀
[00:12:28.400 --> 00:12:30.000]  保羅的書信的時候
[00:12:30.000 --> 00:12:33.200]  他說你千萬不要掉以輕心
[00:12:33.200 --> 00:12:35.000]  雖然保羅很有學問
[00:12:35.000 --> 00:12:38.200]  但那些學問並不是來自人間的智慧
[00:12:38.200 --> 00:12:41.400]  而是天上賜給他的智慧
[00:12:41.400 --> 00:12:44.400]  或者有人讀了會有些地方不明白
[00:12:44.400 --> 00:12:46.800]  但你千萬不要曲解他的意思
[00:12:46.800 --> 00:12:50.400]  好像曲解其他的經書一樣
[00:12:50.400 --> 00:12:52.400]  正如他在前文也提及
[00:12:52.400 --> 00:12:53.800]  在一章二十節說
[00:12:53.800 --> 00:12:58.200]  經上所有的寓言都不可以隨詩而解釋
[00:12:58.200 --> 00:13:00.800]  其實這正是暗示給我們知道
[00:13:00.800 --> 00:13:02.200]  保羅的書信
[00:13:02.200 --> 00:13:05.200]  也是具有和舊約先知書
[00:13:05.200 --> 00:13:09.600]  同樣份量的經卷
[00:13:09.600 --> 00:13:12.400]  所以後世也有很多學者指出
[00:13:12.400 --> 00:13:15.800]  以彼得這個大使徒的說話
[00:13:15.800 --> 00:13:18.400]  正式確立了保羅的書信
[00:13:18.400 --> 00:13:21.200]  是具有使徒著作一樣的
[00:13:21.200 --> 00:13:24.200]  聖經的正典權威地位
[00:13:24.200 --> 00:13:27.400]  彼得並且說了一句非常嚴厲的說話
[00:13:27.400 --> 00:13:29.800]  他說信中有些難明的
[00:13:29.800 --> 00:13:31.600]  那無學問不堅定的人
[00:13:31.600 --> 00:13:34.800]  加以如曲解別的經書一樣
[00:13:34.800 --> 00:13:38.200]  就會自取滅亡
[00:13:38.200 --> 00:13:42.200]  其實聖經原來在啟示錄也有類似的說話
[00:13:42.200 --> 00:13:45.600]  當聖經將要完結的時候
[00:13:45.600 --> 00:13:48.800]  約翰也提醒不要刪減裡面的東西
[00:13:48.800 --> 00:13:50.600]  否則生命樹和聖城
[00:13:50.600 --> 00:13:54.000]  也會將那個人的份刪減
[00:13:54.000 --> 00:13:58.600]  所以我們看到彼得肯定了保羅
[00:13:58.600 --> 00:14:03.400]  他的書信在聖經的地位
[00:14:03.400 --> 00:14:05.600]  最後彼得提醒信徒
[00:14:05.600 --> 00:14:08.200]  不要跌倒最重要的一句結語
[00:14:08.200 --> 00:14:11.600]  就是說在我們主和救主耶穌的
[00:14:11.600 --> 00:14:14.800]  恩典和知識上要長進
[00:14:14.800 --> 00:14:16.800]  作為傳書的總結
[00:14:16.800 --> 00:14:21.600]  也在回應我們一開始所提到的八個成長的階段
[00:14:21.600 --> 00:14:23.600]  剛才我也略略提到
[00:14:23.600 --> 00:14:28.400]  這就是我們今天最主要要思想的信息
[00:14:28.400 --> 00:14:29.400]  我們要思想的是
[00:14:29.400 --> 00:14:34.000]  如何在恩典和知識上成長
[00:14:34.000 --> 00:14:36.400]  恩典和知識
[00:14:36.400 --> 00:14:39.800]  在這裡並不是抽空的知識和恩典
[00:14:39.800 --> 00:14:42.800]  而是連繫於救主耶穌基督的
[00:14:42.800 --> 00:14:44.800]  恩典和知識
[00:14:44.800 --> 00:14:48.000]  這兩項都是神賜給我們的禮物
[00:14:48.000 --> 00:14:52.400]  恩典是指神喜悅所賜下的東西
[00:14:52.400 --> 00:14:56.000]  正如一個王對他的僕人的喜悅
[00:14:56.000 --> 00:14:58.000]  他就賜下禮物
[00:14:58.000 --> 00:15:00.000]  晉升或者讚賞
[00:15:00.000 --> 00:15:02.000]  作為他的恩典
[00:15:02.000 --> 00:15:04.000]  所以對我們信徒來說
[00:15:04.000 --> 00:15:07.800]  除了我們得救的救恩之外
[00:15:07.800 --> 00:15:11.400]  也是我們日常在主和主的交往裡
[00:15:11.400 --> 00:15:13.200]  所經驗的奇妙
[00:15:13.200 --> 00:15:16.000]  所體驗主的愛的真實
[00:15:16.000 --> 00:15:19.200]  和主親密的交通裡
[00:15:19.200 --> 00:15:22.200]  我們所得著的對主的認識
[00:15:22.200 --> 00:15:24.800]  這並不是透過別人的書信
[00:15:24.800 --> 00:15:26.800]  或者別人的見證可以得到的
[00:15:26.800 --> 00:15:30.200]  是我們親身去領受的神的恩典
[00:15:30.200 --> 00:15:32.200]  所謂知識
[00:15:32.200 --> 00:15:35.200]  當然就是指屬靈的知識
[00:15:35.200 --> 00:15:38.000]  這在彼得後書第一章五至六節
[00:15:38.000 --> 00:15:40.200]  剛才我們提過的成長的階梯
[00:15:40.200 --> 00:15:42.200]  也有提過的一件事
[00:15:42.200 --> 00:15:44.200]  我們對基督的認識
[00:15:44.200 --> 00:15:47.200]  不是單單在頭腦上面
[00:15:47.200 --> 00:15:49.200]  也是經驗到的
[00:15:49.200 --> 00:15:54.800]  這些我們建立在主的真道上面的知識
[00:15:54.800 --> 00:15:56.800]  就是這裡所說的
[00:15:56.800 --> 00:15:59.400]  經驗和經歷
[00:15:59.400 --> 00:16:05.200]  如果不是和主的真道彼此配合的時候
[00:16:05.200 --> 00:16:08.600]  我們應該大膽的將它拋棄
[00:16:08.600 --> 00:16:14.200]  因為神的話語才是我們建立信心的最基礎的地方
[00:16:14.200 --> 00:16:18.000]  我們不可以將信仰和教義
[00:16:18.000 --> 00:16:21.400]  單單建立在經驗和經歷上面
[00:16:21.400 --> 00:16:23.200]  我不是否定經歷
[00:16:23.200 --> 00:16:26.600]  但是經歷只是一個回饋的系統
[00:16:26.600 --> 00:16:28.200]  就好像我們有時手機
[00:16:28.200 --> 00:16:30.200]  我們碰一碰它的時候會有些震動
[00:16:30.200 --> 00:16:32.200]  或者有些聲響出現
[00:16:32.200 --> 00:16:34.200]  這個就是一個回饋的系統
[00:16:34.200 --> 00:16:36.200]  就是說我們做得對了
[00:16:36.200 --> 00:16:39.200]  所以我們最基本要知道的就是
[00:16:39.200 --> 00:16:43.000]  神的話語才是我們真實要去認識和追求
[00:16:43.000 --> 00:16:45.000]  而經驗是幫助我們
[00:16:45.000 --> 00:16:47.800]  去繼續明白神的話語的真實性
[00:16:47.800 --> 00:16:50.400]  所以這個不能夠本末倒置
[00:16:50.400 --> 00:16:52.200]  我們要非常清楚
[00:16:52.200 --> 00:16:53.800]  也要謙卑地學習
[00:16:53.800 --> 00:16:56.800]  以致我們的信心可以不停地成長
[00:16:56.800 --> 00:17:01.000]  彼得提我們要在基督耶穌的恩典和知識上面長進
[00:17:01.000 --> 00:17:03.800]  這句話可以簡單地解釋為
[00:17:03.800 --> 00:17:05.600]  要追求土神的喜悅
[00:17:05.600 --> 00:17:07.400]  並且追求認識神
[00:17:07.400 --> 00:17:09.200]  或者另一種譯法說
[00:17:09.200 --> 00:17:14.800]  在領受恩典和認識主的事上面不斷地長進
[00:17:14.800 --> 00:17:17.400]  無論我們經驗神的恩典
[00:17:17.400 --> 00:17:21.000]  或者我們是認識屬靈的真理和知識
[00:17:21.000 --> 00:17:23.800]  彼得其實並沒有否定任何一樣
[00:17:23.800 --> 00:17:29.200]  就好像兩條腿走路要相輔並行
[00:17:29.200 --> 00:17:32.400]  我們再看看彼得在他自己身上
[00:17:32.400 --> 00:17:37.600]  就正正是體驗到這個恩典和知識的成長
[00:17:37.600 --> 00:17:41.400]  如果以彼得一個這麼有資格的人
[00:17:41.400 --> 00:17:44.600]  其實他很容易說一些話都很多人信服
[00:17:44.600 --> 00:17:47.200]  但彼得我們見到他講的說話
[00:17:47.200 --> 00:17:50.000]  他自己也都身體力行
[00:17:50.000 --> 00:17:53.200]  有時我們作為教會領袖
[00:17:53.200 --> 00:17:56.600]  我們有一個很大的試探就是我們自視過高
[00:17:56.600 --> 00:17:58.400]  我們恣意行難
[00:17:58.400 --> 00:18:00.200]  或者會眼高手低
[00:18:00.200 --> 00:18:02.600]  我們對別人講一些很大的道理
[00:18:02.600 --> 00:18:04.600]  教導別人一些屬靈的知識
[00:18:04.600 --> 00:18:06.800]  但是要自己做的時候
[00:18:06.800 --> 00:18:10.000]  又行出來,由不得我
[00:18:10.000 --> 00:18:13.800]  經文提到他讚賞保羅的智慧
[00:18:13.800 --> 00:18:16.400]  其實大家知不知道在背後
[00:18:16.400 --> 00:18:21.600]  保羅和彼得都有很多次交手的機會呢?
[00:18:21.600 --> 00:18:23.800]  原來在加拿大書的二章
[00:18:23.800 --> 00:18:27.000]  記載有一次在安提阿的教會
[00:18:27.000 --> 00:18:29.400]  保羅在一個公開的場合
[00:18:29.400 --> 00:18:31.600]  在彼得,因為彼得本來是
[00:18:31.600 --> 00:18:34.600]  和一班外邦的信徒一起吃飯
[00:18:34.600 --> 00:18:39.000]  但是因為他知道有雅閣那裡有些人來了
[00:18:39.000 --> 00:18:43.200]  那派的人是奉行國禮的人
[00:18:43.200 --> 00:18:47.200]  所以他就很怕這班未受國禮的外邦人
[00:18:47.200 --> 00:18:50.800]  和他一起吃飯會不會有影響他的身份
[00:18:50.800 --> 00:18:55.400]  或者是被人閒言閒語呢?
[00:18:55.400 --> 00:19:00.000]  所以聖經形容彼得裝假
[00:19:00.000 --> 00:19:03.200]  可能避籍,因為頭暈身痛
[00:19:03.200 --> 00:19:05.200]  就不去吃那頓飯
[00:19:05.200 --> 00:19:08.400]  甚至巴拿巴和其他同夥的人
[00:19:08.400 --> 00:19:12.000]  猶太人都一起來裝假
[00:19:12.000 --> 00:19:13.400]  保羅見到這樣
[00:19:13.400 --> 00:19:17.600]  他就公開當面斥責彼得
[00:19:17.600 --> 00:19:20.400]  正如聖經在《針研》告訴我們
[00:19:20.400 --> 00:19:23.400]  當面責備強於背地的愛情
[00:19:23.400 --> 00:19:26.400]  保羅去奉行真理
[00:19:26.400 --> 00:19:32.200]  他真是當面的指斥彼得這個很重要的錯謬
[00:19:32.200 --> 00:19:37.800]  雖然我們見到後來彼得沒有放在心裡
[00:19:37.800 --> 00:19:41.200]  但是可能旁邊的人都會放在眼裡
[00:19:41.200 --> 00:19:43.600]  如果我是其中一個,我都會問
[00:19:43.600 --> 00:19:46.000]  保羅,其實你算老幾嗎?
[00:19:46.000 --> 00:19:49.000]  你曾經是迫害教會的大罪人
[00:19:49.000 --> 00:19:51.000]  現在教會接納你了
[00:19:51.000 --> 00:19:54.600]  你就出現冒犯我們最大的領袖彼得
[00:19:54.600 --> 00:19:57.200]  保羅並沒有因為
[00:19:57.200 --> 00:19:59.400]  懼怕任何有名望
[00:19:59.400 --> 00:20:01.600]  或者權力,或者派系的人
[00:20:01.600 --> 00:20:03.200]  這種道德的勇氣
[00:20:03.200 --> 00:20:05.000]  是非常值得欣賞
[00:20:05.000 --> 00:20:08.000]  但往往這類人也是得罪很多人
[00:20:08.000 --> 00:20:13.600]  他這次更加得罪教會的最高負責人彼得
[00:20:13.600 --> 00:20:16.400]  但是我們看看今天的經文
[00:20:16.400 --> 00:20:17.800]  我深信彼得
[00:20:17.800 --> 00:20:21.200]  好像自己在彼得前書二章一節那樣說
[00:20:21.200 --> 00:20:23.400]  他已經是除去所有的惡毒
[00:20:23.400 --> 00:20:26.000]  詭詐、假善和嫉妒
[00:20:26.000 --> 00:20:29.600]  他沒有再將這些東西放在心裡
[00:20:29.600 --> 00:20:33.800]  所以他能夠很衷心地讚賞保羅的著作
[00:20:33.800 --> 00:20:36.600]  並且很認同他的觀點
[00:20:36.600 --> 00:20:42.000]  認同他所寫的都是由神的智慧而來所寫的
[00:20:42.000 --> 00:20:45.600]  所以我見到這位牧者
[00:20:45.600 --> 00:20:47.800]  他沒有介意過去的衝突
[00:20:47.800 --> 00:20:51.000]  相反,他真的
