
[00:00:00.000 --> 00:00:02.960]  各位電視節目的朋友 大家好
[00:09:47.000 --> 00:09:49.000]  所以在二十六節他的回答
[00:09:49.000 --> 00:09:52.680]  你要盡心盡性盡力盡意愛主祢的神
[00:09:52.680 --> 00:09:54.680]  又要愛倫如己
[00:09:54.680 --> 00:09:55.640]  在二十九節
[00:09:55.640 --> 00:09:57.480]  要證明自己有利
[00:09:57.480 --> 00:09:58.760]  就對耶穌說
[00:09:58.760 --> 00:10:00.680]  誰是我的鄰舍呢?
[00:10:00.680 --> 00:10:01.720]  因為他覺得
[00:10:01.720 --> 00:10:03.400]  他覺得什麼呢?
[00:10:03.400 --> 00:10:04.600]  因為律法師覺得
[00:10:04.600 --> 00:10:07.800]  他應該要愛的人
[00:10:07.800 --> 00:10:09.160]  他覺得自己有利
[00:10:09.160 --> 00:10:11.320]  他應該要愛的人
[00:10:11.320 --> 00:10:14.680]  他也愛了
[00:10:14.680 --> 00:10:15.800]  在他的心裡面
[00:10:15.800 --> 00:10:17.000]  待會兒我們也會說
[00:10:17.000 --> 00:10:18.760]  在這位律法師的心裡面
[00:10:18.760 --> 00:10:20.200]  愛邦人
[00:10:20.200 --> 00:10:25.480]  明顯不是他覺得他要關懷和愛的人的裡面
[00:10:25.480 --> 00:10:28.520]  尤其是這段經文只是在《路加福音》出現
[00:10:28.520 --> 00:10:30.360]  如果大家知道《路加福音》
[00:10:30.360 --> 00:10:33.960]  就是說一個很相對普世性的信徒
[00:10:33.960 --> 00:10:35.400]  其實馬太、馬可沒有這段聖經
[00:10:35.400 --> 00:10:36.280]  沒有這個故事
[00:10:36.280 --> 00:10:38.280]  只是在《路加》有
[00:10:38.280 --> 00:10:39.960]  在律法師的心裡面
[00:10:39.960 --> 00:10:43.880]  他已經愛了他應該要愛的人
[00:10:43.880 --> 00:10:47.240]  但是在他的觀念裡面
[00:10:47.240 --> 00:10:49.000]  有一些人
[00:10:49.000 --> 00:10:50.280]  他是不需要愛的
[00:10:50.280 --> 00:10:52.120]  他是不需要關心的
[00:10:52.120 --> 00:10:55.640]  當我們留意了這三個重點的時候
[00:10:55.640 --> 00:10:56.680]  可能我們就會問
[00:10:56.680 --> 00:10:58.440]  跟我們的疫症
[00:10:58.440 --> 00:11:01.880]  或者跟我們現在這個疫下的新世界
[00:11:01.880 --> 00:11:03.560]  疫下的新常態
[00:11:03.560 --> 00:11:07.480]  有什麼關係呢?
[00:11:07.480 --> 00:11:08.440]  各位
[00:11:08.440 --> 00:11:10.520]  我想其中一個很重要的
[00:11:10.520 --> 00:11:12.760]  是這段經文的提醒
[00:11:12.760 --> 00:11:17.720]  撒瑪利亞人去救助這位傷者
[00:11:17.720 --> 00:11:23.240]  是一個義務多於慈善的行為
[00:11:23.240 --> 00:11:27.240]  我覺得整段經文有一個很重要的重點
[00:11:27.240 --> 00:11:30.760]  撒瑪利亞人去救助這位傷者
[00:11:30.760 --> 00:11:34.520]  是一個義務多於慈善的行為
[00:11:34.520 --> 00:11:35.640]  什麼意思呢?
[00:11:35.640 --> 00:11:37.880]  義務是一種你要做
[00:11:37.880 --> 00:11:39.560]  你不去做
[00:11:39.560 --> 00:11:43.720]  你就要承擔道德責任的一件事
[00:11:43.720 --> 00:11:45.320]  義務的意思就是說
[00:11:45.320 --> 00:11:47.000]  你要去做
[00:11:47.000 --> 00:11:48.200]  你不做
[00:11:48.200 --> 00:11:50.920]  你就要承擔一個道德的責任
[00:11:50.920 --> 00:11:52.440]  慈善就不一定的
[00:11:52.440 --> 00:11:54.920]  因為慈善你是不一定要做的
[00:11:54.920 --> 00:11:57.800]  你做了是額外多了出來
[00:11:57.800 --> 00:11:59.720]  所以很多時候我們會將這段聖經
[00:11:59.720 --> 00:12:02.200]  集中在撒瑪利亞人的身份上面
[00:12:02.200 --> 00:12:04.680]  不過我自己一直看的時候
[00:12:04.680 --> 00:12:05.960]  我的思考就是
[00:12:05.960 --> 00:12:07.800]  其實耶穌整個故事
[00:12:07.800 --> 00:12:10.520]  不是在講一個身份的問題
[00:12:10.520 --> 00:12:14.280]  縱然他是一個不被看重的撒瑪利亞人
[00:12:14.280 --> 00:12:16.600]  他不會因為他是撒瑪利亞人
[00:12:16.600 --> 00:12:20.760]  或者跟那個問問題的律法師的身份有什麼不同
[00:12:20.760 --> 00:12:22.680]  因為各位弟兄姊妹
[00:12:22.680 --> 00:12:25.480]  這個是他們的義務
[00:12:25.480 --> 00:12:27.160]  見死不救
[00:12:27.160 --> 00:12:29.080]  就是一個道德的問題
[00:12:29.080 --> 00:12:30.280]  見死不救
[00:12:30.280 --> 00:12:31.640]  就是一個道德的問題
[00:12:31.640 --> 00:12:33.880]  不要管他是不是撒瑪利亞人
[00:12:33.880 --> 00:12:34.920]  他是什麼人都好
[00:12:34.920 --> 00:12:35.880]  他是祭司也好
[00:12:35.880 --> 00:12:37.160]  利美人也好
[00:12:37.160 --> 00:12:40.120]  還是那個問問題的律法師也好
[00:12:40.120 --> 00:12:41.800]  在那個情景他見死不救
[00:12:41.800 --> 00:12:44.680]  就是一個道德的問題
[00:12:44.680 --> 00:12:47.240]  有一位學者叫Peter Singer
[00:12:47.240 --> 00:12:49.000]  他有一篇文章
[00:12:49.000 --> 00:12:51.480]  有一個這樣的比喻
[00:12:51.480 --> 00:12:53.800]  他的比喻說什麼呢
[00:12:53.800 --> 00:12:59.320]  他說有一個小孩如果在河裏遇溺
[00:12:59.320 --> 00:13:00.840]  如果有一條水
[00:13:00.840 --> 00:13:05.240]  又是一個不需要付出太大代價的情況
[00:13:05.240 --> 00:13:07.240]  例如那些水可能很急
[00:13:07.240 --> 00:13:09.240]  晚上你下水救他
[00:13:09.240 --> 00:13:11.240]  可能你也會死的
[00:13:11.240 --> 00:13:12.520]  你會游泳
[00:13:12.520 --> 00:13:16.600]  但是你又不需要付出很多的情況
[00:13:16.600 --> 00:13:20.280]  但是只是因為你今天穿了一件新衣服
[00:13:20.280 --> 00:13:22.040]  穿了一件新的西裝
[00:13:22.040 --> 00:13:24.600]  你不去拯救的話
[00:13:24.600 --> 00:13:29.480]  這個人就可以被譽為冷血或者祭司
[00:13:29.480 --> 00:13:32.840]  我想大家都沒有反對這個觀念
[00:13:32.840 --> 00:13:35.880]  如果你可以救一個遇溺的小孩
[00:13:35.880 --> 00:13:37.160]  你有能力
[00:13:37.160 --> 00:13:38.600]  情況許可
[00:13:38.600 --> 00:13:40.600]  你因為自己穿了一身漂亮的衣服
[00:13:40.600 --> 00:13:41.960]  不去救他的時候
[00:13:41.960 --> 00:13:45.160]  這個就是所謂冷血和祭司
[00:13:45.160 --> 00:13:50.120]  當然Peter Singer的重點不在這個位置
[00:13:50.120 --> 00:13:52.120]  他的重點其實是想說
[00:13:52.120 --> 00:13:54.920]  現在他說現代人
[00:13:54.920 --> 00:14:00.840]  其實每天都在做這些不思拯救的冷血的事
[00:14:00.840 --> 00:14:03.560]  他的例子裡面所說的遇溺的小孩
[00:14:03.560 --> 00:14:07.880]  就是那些赤貧國家等待救援的兒童
[00:14:07.880 --> 00:14:09.800]  而那個不去救
[00:14:09.800 --> 00:14:12.760]  怕弄濕他身上的衣服的人
[00:14:12.760 --> 00:14:21.640]  就是現在我們有時願意用百多二百元去吃吃喝玩樂
[00:14:21.640 --> 00:14:22.920]  他的意思就是說
[00:14:22.920 --> 00:14:27.000]  但是都不願意去捐錢的人
[00:14:27.000 --> 00:14:28.360]  Peter Singer問
[00:14:28.360 --> 00:14:33.640]  難道名牌子的虛榮抵得上數十人的命
[00:14:33.640 --> 00:14:39.240]  每一次當我們花錢在娛樂消費必需品的時候
[00:14:39.240 --> 00:14:43.800]  他認為其實都是道德上一些自私的行為
[00:14:43.800 --> 00:14:48.440]  Peter Singer的說法其實改寫了道德責任的理解
[00:14:48.440 --> 00:14:52.440]  他說捐助有困難的人是屬於慈善的行為
[00:14:52.440 --> 00:14:57.240]  我們認為捐助有困難的人是屬於慈善的行為
[00:14:57.240 --> 00:15:02.840]  這些做法不會被視為你好好人善舉
[00:15:02.840 --> 00:15:05.400]  不做不會被道德譴責
[00:15:05.400 --> 00:15:09.560]  但是這位學者的說法正正帶出很重要的東西
[00:15:09.560 --> 00:15:13.320]  就是他明顯將道德的要求大大提高
[00:15:13.320 --> 00:15:16.520]  本來一些不被道德太大譴責的消費
[00:15:16.520 --> 00:15:19.560]  可能成為了一些冷血的行為
[00:15:19.560 --> 00:15:21.720]  理應去減少
[00:15:21.720 --> 00:15:24.520]  可能各位聽到這裡可能有些震撼
[00:15:24.520 --> 00:15:27.480]  覺得不是吧 這麼大的事情
[00:15:27.480 --> 00:15:32.440]  原來我們每個人就好像那些利尾人、祭司那樣
[00:15:32.440 --> 00:15:35.160]  見死不救的人
[00:15:35.160 --> 00:15:38.680]  Peter Singer其實在文章裡面也回應了一些他的質疑
[00:15:38.680 --> 00:15:40.200]  就是對他的質疑
[00:15:40.200 --> 00:15:41.960]  例如他說我們不施援手
[00:15:41.960 --> 00:15:45.080]  有些人覺得這不是我們的義務
[00:15:45.080 --> 00:15:47.720]  幫助一些有困難的人不是我們的義務
[00:15:47.720 --> 00:15:49.560]  因為有地域的限制
[00:15:49.560 --> 00:15:50.600]  太遠了
[00:15:50.600 --> 00:15:51.720]  我住在香港
[00:15:51.720 --> 00:15:53.160]  有些需要的人住在非洲
[00:15:53.160 --> 00:15:54.280]  或者我住在觀塘
[00:15:54.280 --> 00:15:56.040]  有些需要的人住在深水埗
[00:15:56.040 --> 00:15:58.280]  太遠了我們怎麼幫助他
[00:15:58.280 --> 00:16:00.040]  但是Singer的回應就是說
[00:16:00.040 --> 00:16:05.160]  地域的距離實在沒有減低到受苦者受苦的程度
[00:16:05.160 --> 00:16:07.240]  就是他們依然是需要人幫助
[00:16:07.240 --> 00:16:09.160]  也有人這樣說
[00:16:09.160 --> 00:16:12.680]  這個受苦的人不是我造成的
[00:16:12.680 --> 00:16:14.440]  他生活得這麼困難
[00:16:14.440 --> 00:16:15.480]  不關我的事
[00:16:15.480 --> 00:16:17.320]  不是我令到他這樣的
[00:16:17.320 --> 00:16:20.120]  那為什麼我有義務要幫他
[00:16:20.120 --> 00:16:21.640]  他窮不是我令到他窮
[00:16:21.640 --> 00:16:23.000]  不是我搶了他的錢
[00:16:23.000 --> 00:16:24.040]  他讀不到書
[00:16:24.040 --> 00:16:25.800]  不是我偷了他的時間
[00:16:25.800 --> 00:16:28.200]  我真的沒有這樣的義務
[00:16:28.200 --> 00:16:30.440]  Peter Singer的回應就是說
[00:16:30.440 --> 00:16:31.320]  是的
[00:16:31.320 --> 00:16:33.480]  那個小孩掉進水裡
[00:16:33.480 --> 00:16:36.440]  的確不是你推他進水裡
[00:16:36.440 --> 00:16:39.560]  但是你可以不救嗎?
[00:16:39.560 --> 00:16:41.480]  聖經裏面
[00:16:41.480 --> 00:16:44.120]  這位撒瑪利亞人
[00:16:44.120 --> 00:16:46.920]  對那位受傷的人
[00:16:46.920 --> 00:16:48.520]  真的沒有完全
[00:16:48.520 --> 00:16:50.120]  是他要負責的地方
[00:16:50.120 --> 00:16:51.720]  不是他叫他走在山路上
[00:16:51.720 --> 00:16:53.800]  也不是他打劫他
[00:16:53.800 --> 00:16:54.760]  各位
[00:16:54.760 --> 00:16:56.680]  但是
[00:16:56.680 --> 00:16:58.360]  如果不救的話
[00:16:58.360 --> 00:17:01.240]  你又覺得是不是合乎道德呢?
[00:17:01.240 --> 00:17:03.560]  或者這位作者更加去問
[00:17:03.560 --> 00:17:05.240]  我們的生活
[00:17:05.240 --> 00:17:07.240]  真的沒有直接或者間接
[00:17:07.240 --> 00:17:12.440]  令受苦者增添很多的苦難嗎?
[00:17:12.440 --> 00:17:13.800]  可能說了這麼久的時候
[00:17:13.800 --> 00:17:14.440]  大家都會問
[00:17:14.440 --> 00:17:16.440]  那跟我們今天所說的經文
[00:17:16.440 --> 00:17:18.120]  有什麼關係呢?
[00:17:18.120 --> 00:17:20.360]  我想再引導一位學者
[00:17:20.360 --> 00:17:26.440]  他講到一個叫做理解流行病的恐懼政治
[00:17:26.440 --> 00:17:27.160]  他講什麼呢?
[00:17:27.160 --> 00:17:29.160]  其實你一聽的時候
[00:17:29.160 --> 00:17:29.800]  他講了很多點
[00:17:29.800 --> 00:17:31.560]  但是有兩點很值得我們留意
[00:17:31.560 --> 00:17:32.920]  他說第一
[00:17:32.920 --> 00:17:34.680]  全球公共衛生的政治
[00:17:34.680 --> 00:17:39.400]  是由同情、深和、壓制的互動而造成的
[00:17:39.400 --> 00:17:40.440]  接著很有意思
[00:17:40.440 --> 00:17:42.040]  他說沒有危機的時候
[00:17:42.040 --> 00:17:43.960]  我們很多時候跨越各界
[00:17:43.960 --> 00:17:47.400]  而對遠距離受難者的同情
[00:17:47.400 --> 00:17:49.160]  但是流行病一爆發
[00:17:49.160 --> 00:17:51.320]  出現全球性緊急狀態
[00:17:51.320 --> 00:17:54.280]  同情就會被置換成壓制
[00:17:54.280 --> 00:17:56.200]  什麼意思呢?
[00:17:56.200 --> 00:17:57.800]  可能在未來我們的世界
[00:17:57.800 --> 00:18:00.200]  你會發現在疫情底下
[00:18:00.200 --> 00:18:01.080]  各位
[00:18:01.080 --> 00:18:05.640]  同情和壓制其實同時出現了
[00:18:05.640 --> 00:18:08.280]  甚至壓制是明顯多一點
