
[00:00:00.000 --> 00:00:05.320]  今日我的題目就是「寧靜志遠」
[00:07:02.300 --> 00:07:05.300]  OUV就是Outstanding Universal Value
[00:07:05.300 --> 00:07:07.300]  即是普世性的價值
[00:07:07.300 --> 00:07:08.300]  這個是什麼呢
[00:07:08.300 --> 00:07:10.300]  譬如舉澳門
[00:07:10.300 --> 00:07:11.300]  舉例澳門
[00:07:11.300 --> 00:07:14.300]  澳門就是一個世界文化遺產
[00:07:14.300 --> 00:07:17.300]  有一個世界文化遺產的一個歷史名城
[00:07:17.300 --> 00:07:20.300]  它就說已經不是再屬於澳門人
[00:07:20.300 --> 00:07:22.300]  而是屬於全世界的人
[00:07:22.300 --> 00:07:26.300]  澳門政府是有責任去保護它好好地
[00:07:26.300 --> 00:07:28.300]  令到全世界的人都覺得
[00:07:28.300 --> 00:07:34.300]  會懂得欣賞澳門有普通的歷史
[00:07:34.300 --> 00:07:37.300]  利瑪竇萊華都是經愛澳門
[00:07:37.300 --> 00:07:39.300]  然後傳入中國
[00:07:39.300 --> 00:07:41.300]  那段歷史大家都很希望熟悉
[00:07:41.300 --> 00:07:42.300]  見到大三巴
[00:07:42.300 --> 00:07:46.300]  大三巴其實都是一個
[00:07:46.300 --> 00:07:51.300]  耶穌會一個很重要的一個
[00:07:51.300 --> 00:07:54.300]  來亞洲的一個里程碑
[00:07:54.300 --> 00:07:56.300]  因為耶穌會會使
[00:07:56.300 --> 00:07:59.300]  因為馬丁路德改革之後
[00:07:59.300 --> 00:08:01.300]  耶穌會在歐洲成立了
[00:08:01.300 --> 00:08:03.300]  耶穌會不是很久的歷史
[00:08:03.300 --> 00:08:05.300]  就是因為馬丁路德改革
[00:08:05.300 --> 00:08:08.300]  而天主教會當時需要重整它自己
[00:08:08.300 --> 00:08:10.300]  所以耶穌會成立
[00:08:10.300 --> 00:08:13.300]  然後突然間耶穌會很勇猛地
[00:08:13.300 --> 00:08:15.300]  來到亞洲
[00:08:15.300 --> 00:08:17.300]  經過澳門然後來日本
[00:08:17.300 --> 00:08:19.300]  日本大家如果去長期
[00:08:19.300 --> 00:08:24.300]  就知道去年的世界文化遺產
[00:08:24.300 --> 00:08:27.300]  在長期那裏成為了
[00:08:27.300 --> 00:08:30.300]  日本一個新的文化遺產的景點
[00:08:30.300 --> 00:08:32.300]  就是Hidden Christians
[00:08:32.300 --> 00:08:35.300]  即是那些秘密的基督徒或者天主徒
[00:08:35.300 --> 00:08:42.300]  他們當時受日本的
[00:08:42.300 --> 00:08:44.300]  日本的叫什麼
[00:08:44.300 --> 00:08:46.300]  宗教叫什麼
[00:08:46.300 --> 00:08:48.300]  將軍
[00:08:48.300 --> 00:08:50.300]  那些武士的壓迫
[00:08:50.300 --> 00:08:53.300]  那些基督徒要躲起來
[00:08:53.300 --> 00:08:54.300]  那些叫Hidden Christians
[00:08:54.300 --> 00:08:55.300]  那些西施
[00:08:55.300 --> 00:09:00.300]  所以其實澳門就是一個很重要的文化遺產
[00:09:00.300 --> 00:09:02.300]  但是已經成為了一個國際性
[00:09:02.300 --> 00:09:05.300]  因為它有一個Universal Outstanding Area
[00:09:05.300 --> 00:09:07.300]  一個國際保護性的格局
[00:09:07.300 --> 00:09:11.300]  世界文化遺產包括些什麼呢
[00:09:11.300 --> 00:09:14.300]  其實就包括了兩樣東西
[00:09:14.300 --> 00:09:17.300]  一個就是文化遺產
[00:09:17.300 --> 00:09:18.300]  一個就是自然遺產
[00:09:18.300 --> 00:09:22.300]  文化遺產剛才我都講到澳門
[00:09:22.300 --> 00:09:31.300]  這個是澳門大三巴
[00:09:31.300 --> 00:09:33.300]  我都剛才講過了
[00:09:33.300 --> 00:09:36.300]  這個就是我們香港的大澳
[00:09:36.300 --> 00:09:37.300]  這個不是世界遺產
[00:09:37.300 --> 00:09:40.300]  但是都是文化的遺產
[00:09:40.300 --> 00:09:42.300]  所以香港其實都不是沒有東西看的
[00:09:42.300 --> 00:09:46.300]  文化遺產在世界方面來說
[00:09:46.300 --> 00:09:51.300]  就是有譬如印度的Tash Mahal
[00:09:51.300 --> 00:09:54.300]  我們中國西安的兵馬俑
[00:09:54.300 --> 00:09:57.300]  我沒辦法因為時間的關係
[00:09:57.300 --> 00:10:01.300]  講完每一張相這些都是我們去旅行
[00:10:01.300 --> 00:10:03.300]  經常喜歡拍照的地方
[00:10:03.300 --> 00:10:06.300]  講到自然遺產
[00:10:06.300 --> 00:10:10.300]  自然遺產香港亦都有白海全體
[00:10:10.300 --> 00:10:13.300]  這些是因為生物的多樣性
[00:10:13.300 --> 00:10:18.300]  這個亦都是在我們香港的西貢
[00:10:18.300 --> 00:10:24.300]  我們的主要Park叫做地質公園
[00:10:24.300 --> 00:10:28.300]  這個地質公園其實都是一個世界級的
[00:10:28.300 --> 00:10:30.300]  保護的地質公園
[00:10:30.300 --> 00:10:33.300]  這個都是很值得我們去看的
[00:10:33.300 --> 00:10:35.300]  這個就是香港的西貢
[00:10:35.300 --> 00:10:37.300]  世界性的自然遺產
[00:10:37.300 --> 00:10:45.300]  有在阿哥多的Biodiversity
[00:10:45.300 --> 00:10:48.300]  即是生物多元化
[00:10:48.300 --> 00:10:50.300]  這個是大蜥蜴
[00:10:50.300 --> 00:10:54.300]  這個亦都是以前大蜥蜴去的地方
[00:10:54.300 --> 00:10:56.300]  講人類的進化論的一個地方
[00:10:56.300 --> 00:10:59.300]  這個是美國的黃石公園
[00:10:59.300 --> 00:11:06.300]  非常有精氣噴出來
[00:11:06.300 --> 00:11:09.300]  這個是在澳洲中部的一個
[00:11:09.300 --> 00:11:16.300]  那些土著的紅沙石的一個地方
[00:11:16.300 --> 00:11:19.300]  這個不是世界自然遺產
[00:11:19.300 --> 00:11:21.300]  兩者中間亦都有些地方
[00:11:21.300 --> 00:11:23.300]  例如我們四川的大佛
[00:11:23.300 --> 00:11:26.300]  是自然和文化遺產的結合
[00:11:26.300 --> 00:11:28.300]  這些是我們去拍照的地方
[00:11:28.300 --> 00:11:31.300]  這個就是在太平洋有個島嶼
[00:11:31.300 --> 00:11:37.300]  很多的屋簿裏面有很多的人
[00:11:37.300 --> 00:11:39.300]  在裏面搭建屋的生活
[00:11:39.300 --> 00:11:41.300]  亦都是文化和自然遺產的結合
[00:11:41.300 --> 00:11:43.300]  所以我講回頭
[00:11:43.300 --> 00:11:45.300]  我們去旅遊這些地方
[00:11:45.300 --> 00:11:47.300]  其實不只是去拍照
[00:11:47.300 --> 00:11:49.300]  是去看看有些景點
[00:11:49.300 --> 00:11:50.300]  我到此一遊
[00:11:50.300 --> 00:11:52.300]  即是拍一張照就走
[00:11:52.300 --> 00:11:54.300]  所以我們見到這個世界
[00:11:54.300 --> 00:11:56.300]  其實無論是自然的
[00:11:56.300 --> 00:12:00.300]  無論是人為人起的文化
[00:12:00.300 --> 00:12:02.300]  無論是自然的遺產
[00:12:02.300 --> 00:12:07.300]  或者是人民做出來的文化遺產
[00:12:07.300 --> 00:12:09.300]  都是值得我們去欣賞
[00:12:09.300 --> 00:12:13.300]  但為甚麼對我們今天來說這麼緊要呢
[00:12:13.300 --> 00:12:17.300]  回看這些照片我們自己去想一想
[00:12:17.300 --> 00:12:21.300]  就是創世教裏面講得很清楚
[00:12:21.300 --> 00:12:23.300]  上帝用七日的時間
[00:12:23.300 --> 00:12:26.300]  六日的時間天地萬物做齊
[00:12:26.300 --> 00:12:28.300]  人都做完了
[00:12:28.300 --> 00:12:30.300]  第七日就是休息
[00:12:30.300 --> 00:12:32.300]  創造天地的來歷
[00:12:32.300 --> 00:12:35.300]  耶和華說創造這個天地
[00:12:35.300 --> 00:12:44.300]  我們相信這個世界自然的地球是整個宇宙
[00:12:44.300 --> 00:12:47.300]  當然現在地球的Earth scientist
[00:12:47.300 --> 00:12:49.300]  即是地質科學家這樣說
[00:12:49.300 --> 00:12:52.300]  我們的地球有4.3 billion years
[00:12:52.300 --> 00:12:56.300]  43億年
[00:12:56.300 --> 00:12:58.300]  43億年
[00:12:58.300 --> 00:13:02.300]  整個宇宙13.3 billion years
[00:13:02.300 --> 00:13:04.300]  130億年
[00:13:04.300 --> 00:13:09.300]  這些是我們的Earth scientist估計出來的
[00:13:09.300 --> 00:13:11.300]  所以這個地球怎樣做出來
[00:13:11.300 --> 00:13:13.300]  這個宇宙怎樣做出來
[00:13:13.300 --> 00:13:16.300]  就算我們說Stephen Hawking說Big Bang
[00:13:16.300 --> 00:13:21.300]  Big Bang都是有一個人去按掣才有Big Bang
[00:13:21.300 --> 00:13:26.300]  所以我們相信這個天地是有個主宰
[00:13:26.300 --> 00:13:30.300]  亦都創世紀第一章第28節講得很清楚
[00:13:30.300 --> 00:13:32.300]  上帝賜福給他們
[00:13:32.300 --> 00:13:35.300]  叫他們說你們要生養眾多
[00:13:35.300 --> 00:13:39.300]  偏管地面治理這地
[00:13:39.300 --> 00:13:42.300]  亦都要管理海裏面的魚、空中的鳥
[00:13:42.300 --> 00:13:44.300]  地上各樣行走的動物
[00:13:44.300 --> 00:13:46.300]  問題就出在這裏
[00:13:46.300 --> 00:13:53.300]  即是這個是耶和華賜給人類的享受
[00:13:53.300 --> 00:13:55.300]  這個天地萬物
[00:13:55.300 --> 00:13:58.300]  但與此同時這個在聖經裏面講了
[00:13:58.300 --> 00:14:03.300]  上主是叫人第一個mission
[00:14:03.300 --> 00:14:05.300]  第一個使命叫人去做
[00:14:05.300 --> 00:14:07.300]  問題就出在這裏
[00:14:07.300 --> 00:14:09.300]  我們今天怎樣管呢
[00:14:09.300 --> 00:14:11.300]  這個就是我們的地球
[00:14:11.300 --> 00:14:13.300]  43億年的地球
[00:14:13.300 --> 00:14:15.300]  怎樣去管它呢
[00:14:15.300 --> 00:14:19.300]  我們看看地球的地面
[00:14:19.300 --> 00:14:23.300]  這個就是阿拉伯
[00:14:23.300 --> 00:14:27.300]  阿拉伯就是以色列最厲害
[00:14:27.300 --> 00:14:30.300]  今天被ISIS打得很厲害的地方
[00:14:30.300 --> 00:14:32.300]  這個是2011年10月
[00:14:32.300 --> 00:14:36.300]  有個清真寺在這裏
[00:14:36.300 --> 00:14:38.300]  阿拉伯就是在
[00:14:38.300 --> 00:14:40.300]  這裏是以色列
[00:14:40.300 --> 00:14:41.300]  這裏是上帝最厲害
[00:14:41.300 --> 00:14:42.300]  阿拉伯在這裏
[00:14:42.300 --> 00:14:48.300]  在幾個鐘頭
[00:14:48.300 --> 00:14:50.300]  2011就這樣
[00:14:50.300 --> 00:14:52.300]  2014年就已經炸了
[00:14:52.300 --> 00:14:56.300]  這個就是ISIS在做的事
[00:14:56.300 --> 00:15:01.300]  不要忘記塔利班之前
[00:15:01.300 --> 00:15:04.300]  也是炸了個Bengali
[00:15:04.300 --> 00:15:06.300]  在阿富汗那裏
[00:15:06.300 --> 00:15:08.300]  整個佛像沒有了
[00:15:08.300 --> 00:15:14.300]  埃及在非洲也有很多人
[00:15:14.300 --> 00:15:17.300]  因為貪圖道路
[00:15:17.300 --> 00:15:21.300]  把他們的古蹟拿出來自己賣
[00:15:21.300 --> 00:15:24.300]  也有添災人禍
[00:15:24.300 --> 00:15:26.300]  地震 熊貓
[00:15:26.300 --> 00:15:28.300]  大家都記得
[00:15:28.300 --> 00:15:30.300]  在十年前汶川地震
[00:15:30.300 --> 00:15:32.300]  我們要保護熊貓
[00:15:32.300 --> 00:15:36.300]  也有人為的要喝苦骨酒
[00:15:36.300 --> 00:15:38.300]  殺死老虎
[00:15:38.300 --> 00:15:45.300]  也有人為的貪婪地球軟化
[00:15:45.300 --> 00:15:49.300]  北極的冰塊熔
[00:15:49.300 --> 00:15:55.300]  使北極熊和南極的蘋果開始找地方再砌生
[00:15:55.300 --> 00:15:57.300]  埃及的金字塔
[00:15:57.300 --> 00:16:00.300]  在旁邊建了很多樓
[00:16:00.300 --> 00:16:04.300]  這是人民自己的貪婪發展
[00:16:04.300 --> 00:16:06.300]  為甚麼不可以規劃好一點呢
[00:16:06.300 --> 00:16:11.300]  印尼 東南亞很多的森林
[00:16:11.300 --> 00:16:13.300]  也因為要開墾
[00:16:13.300 --> 00:16:16.300]  斬了樹 森林改築
[00:16:16.300 --> 00:16:19.300]  令很多氣候轉化
[00:16:19.300 --> 00:16:24.300]  也因為人與人之間的衝突
[00:16:24.300 --> 00:16:26.300]  國與國之間的不和
[00:16:26.300 --> 00:16:27.300]  要打仗
[00:16:27.300 --> 00:16:29.300]  令很多古蹟
[00:16:29.300 --> 00:16:31.300]  例如剛才說的哈勒河
[00:16:31.300 --> 00:16:33.300]  也有今天的摩蘇
[00:16:33.300 --> 00:16:35.300]  摩蘇就是伊拉克的北部
[00:16:35.300 --> 00:16:37.300]  其實伊拉克是一個很奇怪的地方
[00:16:37.300 --> 00:16:39.300]  伊拉克的南部
[00:16:39.300 --> 00:16:42.300]  首都就是今天的巴格達
[00:16:42.300 --> 00:16:46.300]  但其實如果讀聖經 耶穌來的500年前
[00:16:46.300 --> 00:16:48.300]  南部就是巴比利
[00:16:48.300 --> 00:16:53.300]  而伊拉克的北部就是亞述
[00:16:53.300 --> 00:16:57.300]  亞述在耶穌來之前700年
[00:16:57.300 --> 00:17:00.300]  攻打了以色列 索羅梅王之後
[00:17:00.300 --> 00:17:02.300]  分裂了南北國
[00:17:02.300 --> 00:17:07.300]  亞述在78年攻擊取代了以色列的北國
[00:17:07.300 --> 00:17:12.300]  南國就是耶穌來的900年前取代了南國
[00:17:12.300 --> 00:17:15.300]  所以其實北國和南方
[00:17:15.300 --> 00:17:20.300]  被一個亞述的政權的帝國取代
[00:17:20.300 --> 00:17:22.300]  而南部被巴比利取代
[00:17:22.300 --> 00:17:24.300]  其實是兩個不同的地方
[00:17:24.300 --> 00:17:26.300]  不同的文化 不同的民族
[00:17:26.300 --> 00:17:28.300]  一個是亞述 一個是巴比利
[00:17:28.300 --> 00:17:31.300]  但今天經過第二次世界大戰之後
[00:17:31.300 --> 00:17:33.300]  伊拉克的土的疆界
[00:17:33.300 --> 00:17:36.300]  將兩個不同的文化加在一起
[00:17:36.300 --> 00:17:39.300]  所以今天摩蘇其實是北部
[00:17:39.300 --> 00:17:41.300]  僅屬尼尼尾的地方
[00:17:41.300 --> 00:17:43.300]  今天尼尼尾仍然存在
[00:17:43.300 --> 00:17:47.300]  尼尼尾其實是當日大雨吐了藥牙出來的地方
[00:17:47.300 --> 00:17:49.300]  尼尼尾仍然存在
[00:17:49.300 --> 00:17:51.300]  就在摩蘇旁
[00:17:51.300 --> 00:17:55.300]  南部巴格達就在巴比利旁
[00:17:55.300 --> 00:18:01.300]  所以你看到今天地方的邊界
[00:18:01.300 --> 00:18:04.300]  重新的第四次世界大戰的規劃
[00:18:04.300 --> 00:18:08.300]  是令到不同的文化在五十年來
[00:18:08.300 --> 00:18:10.300]  六十年來 七十年來
[00:18:10.300 --> 00:18:12.300]  是不停地產生conflict
[00:18:12.300 --> 00:18:14.300]  不停地產生磨擦
[00:18:14.300 --> 00:18:18.300]  就是因為當時的政治要解決這個問題
[00:18:18.300 --> 00:18:20.300]  今天剩下來的就是我們不停地
[00:18:20.300 --> 00:18:23.300]  逐一逐一過與過之間
[00:18:23.300 --> 00:18:30.300]  在泰國北部和緬甸交界那裏
[00:18:30.300 --> 00:18:32.300]  他們有一個佛廟
[00:18:32.300 --> 00:18:35.300]  就是聯合國世界文化遺產
[00:18:35.300 --> 00:18:40.300]  就宣佈了它為一個世界公認的
[00:18:40.300 --> 00:18:43.300]  有universal value的值得保留的地方
[00:18:43.300 --> 00:18:45.300]  誰知泰國就出兵去打
[00:18:45.300 --> 00:18:47.300]  就說這裏應該屬於他的
[00:18:47.300 --> 00:18:49.300]  左邊這張照片就更離譜
[00:18:49.300 --> 00:18:51.300]  在2011年這張照片
[00:18:51.300 --> 00:18:56.300]  其實就在伯尼咸耶穌出生的主誕堂
[00:18:56.300 --> 00:18:58.300]  主誕堂發生了甚麼事呢
[00:18:58.300 --> 00:19:03.300]  所以這裏有些警察 巴勒斯坦的警察
[00:19:03.300 --> 00:19:08.300]  其實今天伯尼咸不是屬於以色列的
[00:19:08.300 --> 00:19:10.300]  是屬於巴勒斯坦的
[00:19:10.300 --> 00:19:14.300]  所以以色列過了巴勒斯坦
[00:19:14.300 --> 00:19:17.300]  你要過邊界的
[00:19:17.300 --> 00:19:20.300]  所以這個在伯尼咸的主誕堂
[00:19:20.300 --> 00:19:22.300]  紀念耶穌出生的地方
[00:19:22.300 --> 00:19:26.300]  其實聖誕節十月二十五日之後
[00:19:26.300 --> 00:19:29.300]  天主教用完了
[00:19:29.300 --> 00:19:34.300]  一輪到東正教在一月七日
[00:19:34.300 --> 00:19:37.300]  慶祝他們的聖誕節
[00:19:37.300 --> 00:19:39.300]  因為東正教是遲一個星期
[00:19:39.300 --> 00:19:43.300]  譬如東正教我們今天的復活節
[00:19:43.300 --> 00:19:47.300]  在四月十九日
[00:19:47.300 --> 00:19:50.300]  但東正教的復活節就跟著那個星期日
[00:19:50.300 --> 00:19:53.300]  四月二十八日剛好遲了
[00:19:53.300 --> 00:19:58.300]  所以在這個主誕堂裏面
[00:19:58.300 --> 00:20:00.300]  天主教用完了
[00:20:00.300 --> 00:20:06.300]  輪到清潔 輪到東正教的復活節出來
[00:20:06.300 --> 00:20:09.300]  但是你變了拿了掃把
[00:20:09.300 --> 00:20:16.300]  兩個不同教派的教士在自己打
[00:20:16.300 --> 00:20:18.300]  就說你清潔得不對
[00:20:18.300 --> 00:20:19.300]  清潔得不好
[00:20:19.300 --> 00:20:21.300]  就在耶穌出生的地方打
[00:20:21.300 --> 00:20:25.300]  這些是不是自己製造矛盾出來的
[00:20:25.300 --> 00:20:28.300]  所以不要說我們自己一個宗教裏面
[00:20:28.300 --> 00:20:32.300]  但宗教裏面自己不同的派別都有矛盾
[00:20:32.300 --> 00:20:34.300]  為甚麼要製造這些呢
[00:20:34.300 --> 00:20:37.300]  當然不要說飛機大砲
[00:20:37.300 --> 00:20:44.300]  最近前日在聖捷利庫
[00:20:44.300 --> 00:20:48.300]  有人衝入去猶太會堂去殺死那些人
[00:20:48.300 --> 00:20:52.300]  上星期米斯蘭衝入去
[00:20:52.300 --> 00:20:56.300]  在復活節殺死那些天主教徒 基督教徒
[00:20:56.300 --> 00:20:59.300]  再前一次在紐西蘭
[00:20:59.300 --> 00:21:02.300]  就進去殺死伊斯蘭那些人
[00:21:02.300 --> 00:21:06.300]  這些就是自己的心胸狹窄
[00:21:06.300 --> 00:21:09.300]  不能容納第二個人
[00:21:09.300 --> 00:21:11.300]  所以世界文化遺產就告訴你
[00:21:11.300 --> 00:21:14.300]  你要擴大你的心胸去看這個世界
[00:21:14.300 --> 00:21:19.300]  不只是你一個宗教或是第二個宗教
[00:21:19.300 --> 00:21:22.300]  誰是主導這個世界
[00:21:22.300 --> 00:21:24.300]  所以回過頭來就是
[00:21:24.300 --> 00:21:27.300]  上帝是給我們這個地球
[00:21:27.300 --> 00:21:29.300]  本來伊甸園是美好的
[00:21:29.300 --> 00:21:31.300]  要我們治理這個地球
[00:21:31.300 --> 00:21:35.300]  要管理這個世界
[00:21:35.300 --> 00:21:37.300]  但我們管成怎樣呢
[00:21:37.300 --> 00:21:41.300]  由上帝創世紀開始到現在
