
[00:00:00.000 --> 00:00:05.500]  怎樣說好呢 這一句話是我第一信息彈出來的
[00:03:39.500 --> 00:03:42.500]  應該說雞同鴨講 都不知道怎麼溝通的時間
[00:03:43.000 --> 00:03:45.500]  不知道怎麼辦的時候 第一件事
[00:03:45.500 --> 00:03:47.500]  你當然要喊救命 是不是
[00:03:47.500 --> 00:03:49.500]  所以你要問一些智者
[00:03:49.500 --> 00:03:52.500]  聖經裡面 今天我大部分的經文
[00:03:52.500 --> 00:03:54.500]  都是用現代中文譯本
[00:03:54.500 --> 00:03:57.500]  因為我覺得比較容易理解
[00:03:57.500 --> 00:03:59.500]  廿五章十二節就說
[00:03:59.500 --> 00:04:02.500]  經驗豐富的人所提出的警告
[00:04:02.500 --> 00:04:04.500]  對願意領受的人來說
[00:04:04.500 --> 00:04:08.500]  就好像金耳環和純金製成的聖物更加有價值
[00:04:10.000 --> 00:04:13.500]  這句話其實是在說 你是否願意聽
[00:04:13.500 --> 00:04:15.500]  這些有經驗豐富的人
[00:04:15.500 --> 00:04:17.500]  我想起在我自己的心理裡面
[00:04:17.500 --> 00:04:19.500]  面對一些溝通問題的時候
[00:04:19.500 --> 00:04:22.500]  初初出來做傳道人的時候
[00:04:22.500 --> 00:04:25.500]  我很感恩我們做傳道人
[00:04:25.500 --> 00:04:27.500]  都有一個頭兒 是不是
[00:04:27.500 --> 00:04:29.500]  我的頭兒就是Auntie Mary
[00:04:29.500 --> 00:04:31.500]  大家都應該 某些人會認識
[00:04:31.500 --> 00:04:33.500]  你都知道Auntie Mary
[00:04:33.500 --> 00:04:35.500]  是一個很有智慧的人 是不是
[00:04:35.500 --> 00:04:37.500]  你跟她聊天的時候
[00:04:38.000 --> 00:04:40.500]  是你覺得很舒服的
[00:04:40.500 --> 00:04:43.500]  因為她的樣子告訴你是笑著對著你
[00:04:43.500 --> 00:04:45.500]  但她不是真的笑
[00:04:45.500 --> 00:04:47.500]  但她就是笑著對著你
[00:04:47.500 --> 00:04:50.500]  她覺得 是不是 OK OK
[00:04:50.500 --> 00:04:52.500]  不要讓她重看這段 OK
[00:04:52.500 --> 00:04:55.500]  是 OK
[00:04:55.500 --> 00:04:59.500]  是真的 你很喜歡跟她聊天
[00:04:59.500 --> 00:05:00.500]  你很喜歡跟她
[00:05:00.500 --> 00:05:03.500]  還有她有很多很啟發的東西跟你分享
[00:05:03.500 --> 00:05:06.500]  我很記得那時候去大阻的時候
[00:05:07.000 --> 00:05:09.500]  出茅廬 又來到一間這麼大的教會
[00:05:09.500 --> 00:05:10.500]  這麼多年輕人的時候
[00:05:10.500 --> 00:05:12.500]  怎麼辦呢 怎麼辦呢
[00:05:12.500 --> 00:05:15.500]  都是試試撞撞還是怎麼樣
[00:05:15.500 --> 00:05:18.500]  有一次就遇到一個組長
[00:05:18.500 --> 00:05:20.500]  通常男性遇到衝突
[00:05:20.500 --> 00:05:22.500]  通常不是跟男性遇到衝突 OK
[00:05:22.500 --> 00:05:25.500]  就是男人跟男人就解決他 談妥他
[00:05:25.500 --> 00:05:27.500]  或者是拍拍肩膀就可以了
[00:05:27.500 --> 00:05:30.500]  遇到一個異性的組長
[00:05:30.500 --> 00:05:32.500]  是年輕人 OK
[00:05:32.500 --> 00:05:35.500]  無緣無故說話都關係很好啊
[00:05:36.000 --> 00:05:40.500]  為什麼突然有一天之後生我的氣呢
[00:05:40.500 --> 00:05:43.500]  什麼事啊 OK
[00:05:43.500 --> 00:05:47.500]  你一個三十多歲的年輕人
[00:05:47.500 --> 00:05:49.500]  對著一個十多二十歲的妹妹
[00:05:49.500 --> 00:05:51.500]  無緣無故生你的氣 生什麼氣啊
[00:05:51.500 --> 00:05:54.500]  又不知道啊 總之就是生你的氣
[00:05:54.500 --> 00:05:55.500]  有這個狀況
[00:05:55.500 --> 00:05:58.500]  搞了一段時間 都不知道怎麼辦
[00:05:58.500 --> 00:06:02.500]  心裡就想 我會不會寫一封信給她呢
[00:06:03.000 --> 00:06:06.500]  不是情信 不用這麼呆的
[00:06:06.500 --> 00:06:09.500]  純粹一種直接溝通不了
[00:06:09.500 --> 00:06:12.500]  會不會間接一點 老套也好 什麼也好
[00:06:12.500 --> 00:06:14.500]  總之很蠢的想法
[00:06:14.500 --> 00:06:16.500]  不如寫一封信給她說說發生什麼事
[00:06:16.500 --> 00:06:17.500]  還是怎麼樣啊
[00:06:17.500 --> 00:06:19.500]  希望可以開始溝通渠道
[00:06:19.500 --> 00:06:21.500]  當然你跟姨姨Mary談完之後
[00:06:21.500 --> 00:06:24.500]  不要搞這些事情 OK
[00:06:24.500 --> 00:06:28.500]  那我又聽聽話啦
[00:06:28.500 --> 00:06:30.500]  就不要做這件事情
[00:06:31.000 --> 00:06:33.500]  久而久之就後來知道發生什麼事了
[00:06:33.500 --> 00:06:37.500]  哦 原來這裡有沒有組長啊 OK
[00:06:37.500 --> 00:06:39.500]  有的 是不是 OK
[00:06:39.500 --> 00:06:42.500]  有一個區沒有其他組長的 是不是
[00:06:42.500 --> 00:06:45.500]  我記得了 那就想起來了
[00:06:45.500 --> 00:06:48.500]  因為人很蠢 男孩子對我來說很簡單
[00:06:48.500 --> 00:06:50.500]  我記得了 我應該有一次
[00:06:50.500 --> 00:06:53.500]  跟一個女組長慶祝生日
[00:06:53.500 --> 00:06:56.500]  接著又忘記了跟她慶祝生日
[00:06:56.500 --> 00:06:59.500]  接著就出事了 OK
[00:07:00.000 --> 00:07:02.500]  啊 OK 終於明白了
[00:07:02.500 --> 00:07:04.500]  但是已經過了很久的日子 OK
[00:07:04.500 --> 00:07:07.500]  現在回看就發現 哦 OK
[00:07:07.500 --> 00:07:10.500]  這些事情 所以姨姨Mary就說
[00:07:10.500 --> 00:07:12.500]  我從來都不跟別人慶祝生日
[00:07:12.500 --> 00:07:15.500]  這些就是智慧 OK
[00:07:15.500 --> 00:07:19.500]  那個狀況少一點麻煩 OK
[00:07:19.500 --> 00:07:21.500]  但是我想說的是
[00:07:21.500 --> 00:07:24.500]  我們一定會遇到一些問題
[00:07:24.500 --> 00:07:26.500]  有些問題是摸不著頭腦
[00:07:26.500 --> 00:07:28.500]  你搞不定也好 怎樣也好
[00:07:29.000 --> 00:07:32.500]  你不要只想著自己想一些方法解決
[00:07:32.500 --> 00:07:34.500]  尤其是弟兄
[00:07:34.500 --> 00:07:37.500]  通常我們的方法都未必是行的 OK
[00:07:37.500 --> 00:07:40.500]  問一下隔壁那個 又問一下其他人的狀況
[00:07:40.500 --> 00:07:42.500]  問一下一些智者
[00:07:42.500 --> 00:07:45.500]  希望他有經驗的時候 他幫到你
[00:07:45.500 --> 00:07:48.500]  他可以去跟你一起走的時候
[00:07:48.500 --> 00:07:52.500]  或者他給了一些他走過的路的時間
[00:07:52.500 --> 00:07:54.500]  給你inspire(啟發)你
[00:07:54.500 --> 00:07:56.500]  讓你知道在溝通遇到問題的時候
[00:07:56.500 --> 00:07:58.500]  可以怎樣去走 怎樣去做
[00:07:59.000 --> 00:08:01.500]  作為男士 我必須要承認
[00:08:01.500 --> 00:08:03.500]  我這些人是粗枝大葉
[00:08:03.500 --> 00:08:05.500]  一些事情做完就算
[00:08:05.500 --> 00:08:07.500]  或者不太理會細節的時候
[00:08:07.500 --> 00:08:10.500]  總是有很多這些事情的撞板
[00:08:10.500 --> 00:08:12.500]  所以跟姊妹說
[00:08:12.500 --> 00:08:14.500]  如果你老公也是那些
[00:08:14.500 --> 00:08:16.500]  你忍耐一下 接納他 OK
[00:08:16.500 --> 00:08:18.500]  他就是這樣 OK 好不好
[00:08:18.500 --> 00:08:21.500]  OK 男的請我吃飯 是
[00:08:21.500 --> 00:08:26.500]  第二個 我很想說的是知己知彼
[00:08:27.000 --> 00:08:30.500]  在二十五章裡面四至十節
[00:08:30.500 --> 00:08:33.500]  那段經文就說
[00:08:33.500 --> 00:08:36.500]  先除去銀紙上面的渣滓
[00:08:36.500 --> 00:08:39.500]  銀像就可以塑造精緻的器皿
[00:08:39.500 --> 00:08:42.500]  先洗除君王左右的小人
[00:08:42.500 --> 00:08:45.500]  政權才可以建立在正義的基礎上面
[00:08:45.500 --> 00:08:48.500]  你不可在王面前妄自尊大
[00:08:48.500 --> 00:08:50.500]  引起王的注意
[00:08:50.500 --> 00:08:52.500]  寧可等人請你坐位
[00:08:52.500 --> 00:08:54.500]  不要讓人請你下座
[00:08:55.000 --> 00:08:58.500]  給你重要的人不可貿然出庭作證
[00:08:58.500 --> 00:09:01.500]  倘若有其他證人指證你的錯
[00:09:01.500 --> 00:09:02.500]  你怎麼辦呢
[00:09:02.500 --> 00:09:04.500]  你現在鄰舍有什麼糾紛
[00:09:04.500 --> 00:09:06.500]  就可以私下和解了
[00:09:06.500 --> 00:09:08.500]  不可洩露別人的秘密
[00:09:08.500 --> 00:09:11.500]  否則你將被視為不能守秘密的人
[00:09:11.500 --> 00:09:14.500]  且無法擺脫這種的羞辱
[00:09:14.500 --> 00:09:17.500]  弟兄姊妹 當你去看的時候
[00:09:17.500 --> 00:09:19.500]  其實你看到一樣東西
[00:09:19.500 --> 00:09:22.500]  這些東西是common sense OK
[00:09:23.000 --> 00:09:26.500]  不說都知道 我們都不應該這樣做
[00:09:26.500 --> 00:09:29.500]  不過 聖經寫得出來
[00:09:29.500 --> 00:09:31.500]  又或者做了幾十年人的時候
[00:09:31.500 --> 00:09:36.500]  就發現 其實有時候都會做錯事
[00:09:36.500 --> 00:09:38.500]  我不知道你明不明白這個意思
[00:09:38.500 --> 00:09:41.500]  知又一套 做又另一套的時候
[00:09:41.500 --> 00:09:43.500]  我們生命裏面可能有很多渣滓
[00:09:43.500 --> 00:09:46.500]  我很喜歡第四節那段經文
[00:09:46.500 --> 00:09:48.500]  我們生命裏面有很多渣滓
[00:09:48.500 --> 00:09:50.500]  銀紙 即是如果你盜銀的時候
[00:09:51.000 --> 00:09:53.000]  撇除那些渣滓的時候
[00:09:53.000 --> 00:09:54.500]  就可以做一個很精緻的器皿
[00:09:54.500 --> 00:09:56.500]  其實在你和我生命裏面
[00:09:56.500 --> 00:10:01.500]  都是上帝有很多很特別的心意
[00:10:01.500 --> 00:10:02.500]  在你生命裏面
[00:10:02.500 --> 00:10:04.500]  但同時間我們生命裏面
[00:10:04.500 --> 00:10:06.500]  都有很多污吏馬賊的事情
[00:10:06.500 --> 00:10:09.500]  當我們在上帝的面前
[00:10:09.500 --> 00:10:11.500]  我們處理我們自己生命的時間
[00:10:11.500 --> 00:10:13.500]  我們很相信 我很相信
[00:10:13.500 --> 00:10:15.500]  上帝在你生命裏面
[00:10:15.500 --> 00:10:17.500]  是會做奇妙的事情
[00:10:17.500 --> 00:10:20.500]  是發揮出來 是發言出來
[00:10:21.000 --> 00:10:23.500]  讓我們看到是可以不一樣
[00:10:23.500 --> 00:10:26.500]  但我們很多時候就是會行差踏錯
[00:10:26.500 --> 00:10:30.500]  做了一些明知不應該做的事情
[00:10:30.500 --> 00:10:32.500]  又會做了
[00:10:32.500 --> 00:10:34.500]  即是母親是女人的事情
[00:10:34.500 --> 00:10:36.500]  我們常常都會出現發生的事情
[00:10:36.500 --> 00:10:39.500]  聖經又這樣提醒
[00:10:39.500 --> 00:10:42.500]  做人做了一段這麼長的時間的時候
[00:10:42.500 --> 00:10:45.500]  跌跌撲撲這麼多的時間
[00:10:45.500 --> 00:10:47.500]  更加體會
[00:10:47.500 --> 00:10:50.500]  其實要回到一個問題
[00:10:51.000 --> 00:10:54.500]  一個情況 我要認識回我自己
[00:10:54.500 --> 00:10:57.500]  近來很流行NBTI
[00:10:57.500 --> 00:10:59.500]  你們有沒有做過
[00:10:59.500 --> 00:11:03.500]  有 有人是E的
[00:11:03.500 --> 00:11:07.500]  1 2 3 4
[00:11:07.500 --> 00:11:09.500]  I的呢
[00:11:09.500 --> 00:11:12.500]  通常是不舉手的
[00:11:12.500 --> 00:11:15.500]  好 OK
[00:11:15.500 --> 00:11:17.500]  I就是這樣的
[00:11:17.500 --> 00:11:19.500]  你溝通 各樣的事情
[00:11:20.000 --> 00:11:21.500]  你會看到
[00:11:21.500 --> 00:11:23.500]  做很多 大家很流行
[00:11:23.500 --> 00:11:25.500]  他們說我是什麼什麼
[00:11:25.500 --> 00:11:28.500]  我是冒險家還是什麼的狀況
[00:11:28.500 --> 00:11:31.500]  有沒有人做過DISC
[00:11:31.500 --> 00:11:34.500]  有 有聽過 是不是OK
[00:11:34.500 --> 00:11:36.500]  那些DISC又說你是鷹還是象
[00:11:36.500 --> 00:11:38.500]  還是貓頭鷹還是什麼的
[00:11:38.500 --> 00:11:41.500]  那些都是那種性格取向
[00:11:41.500 --> 00:11:46.500]  那種的測試或者評價
[00:11:46.500 --> 00:11:48.500]  或者對自己的認識
[00:11:49.000 --> 00:11:50.500]  Big Five
[00:11:50.500 --> 00:11:52.500]  有聽過 是不是OK
[00:11:52.500 --> 00:11:54.500]  Big Five好像在心理學裡面
[00:11:54.500 --> 00:11:57.500]  對他們來說是唯一承認的一個
[00:11:57.500 --> 00:11:59.500]  性格去評估
[00:11:59.500 --> 00:12:01.500]  我給大家看看這個
[00:12:01.500 --> 00:12:03.500]  應該是我一年前做的
[00:12:03.500 --> 00:12:05.500]  不過昨天跟我小組的人
[00:12:05.500 --> 00:12:07.500]  去分享Big Five
[00:12:07.500 --> 00:12:09.500]  大家一起去講一下
[00:12:09.500 --> 00:12:11.500]  你的狀態狀況是怎樣
[00:12:11.500 --> 00:12:13.500]  你的人是怎樣的情形
[00:12:13.500 --> 00:12:16.500]  旁邊那個就是DISC
[00:12:17.000 --> 00:12:20.500]  你可能知道 剛才我看到Bianca
[00:12:20.500 --> 00:12:22.500]  我看到她有一次
[00:12:22.500 --> 00:12:24.500]  我上課的時候她也在
[00:12:24.500 --> 00:12:26.500]  所以她有一套東西很棒的
[00:12:26.500 --> 00:12:28.500]  你可以找Bianca去幫你
[00:12:28.500 --> 00:12:30.500]  那套東西很棒的
[00:12:30.500 --> 00:12:35.500]  那就真的去coaching 學coaching
[00:12:35.500 --> 00:12:37.500]  去幫人
[00:12:37.500 --> 00:12:40.500]  過去由疫情開始到現在
[00:12:40.500 --> 00:12:42.500]  我想大概都四五年的時間
[00:12:43.000 --> 00:12:47.500]  我真的很study一套東西
[00:12:47.500 --> 00:12:49.500]  怎樣去性格評估
[00:12:49.500 --> 00:12:54.500]  應該說我做了很多人
[00:12:54.500 --> 00:12:58.500]  但是最得益的是對我的幫助
[00:12:58.500 --> 00:13:01.500]  我每一年做那個性格評估
[00:13:01.500 --> 00:13:03.500]  每一年 哇 做什麼事
[00:13:03.500 --> 00:13:05.500]  變態了 由A轉B轉C
[00:13:05.500 --> 00:13:07.500]  每一年去做那個性格評估的時候
[00:13:07.500 --> 00:13:10.500]  每一年再用那個report
[00:13:10.500 --> 00:13:12.500]  再去檢視我自己的生命的時候
[00:13:13.000 --> 00:13:13.500]  我會問我自己
[00:13:13.500 --> 00:13:16.500]  究竟我現在的狀態是怎樣
[00:13:16.500 --> 00:13:18.500]  我的優點和弱項是怎樣
[00:13:18.500 --> 00:13:20.500]  或者我還欠什麼
[00:13:20.500 --> 00:13:22.500]  為什麼我會在人際關係上
[00:13:22.500 --> 00:13:24.500]  會遇到這些問題
[00:13:24.500 --> 00:13:25.500]  在我生命裡面
[00:13:25.500 --> 00:13:30.500]  是不是在性格上那種突顯出來
[00:13:30.500 --> 00:13:33.500]  是優點 但同時可能是一個缺點
[00:13:33.500 --> 00:13:35.500]  我做了很多時間
[00:13:35.500 --> 00:13:39.500]  去退休 反省 反思我自己的生命
[00:13:40.000 --> 00:13:43.500]  我都和別人去做report
[00:13:43.500 --> 00:13:45.500]  一方面我要交功課 要拿認證
[00:13:45.500 --> 00:13:47.500]  另一方面我想去訓練一下
[00:13:47.500 --> 00:13:50.500]  我自己的工具裡面熟悉的程度
[00:13:50.500 --> 00:13:53.500]  我有一天在童工會裡面
[00:13:53.500 --> 00:13:57.500]  就是有個童工去分享DISC那幅圖
[00:13:57.500 --> 00:13:58.500]  我一看的時候
[00:13:58.500 --> 00:13:59.500]  這個不是他的圖來的
[00:13:59.500 --> 00:14:00.500]  我上網找而已
[00:14:00.500 --> 00:14:04.500]  我一看的時候 哇 你很大壓力
[00:14:04.500 --> 00:14:07.500]  我就完成了他的分享
[00:14:08.000 --> 00:14:10.500]  我就走過去和他聊天
[00:14:10.500 --> 00:14:13.500]  喂 我看到你的DISC
[00:14:13.500 --> 00:14:16.500]  你的圖告訴我你很大壓力
[00:14:16.500 --> 00:14:18.500]  哇 是啊
[00:14:18.500 --> 00:14:20.500]  不如和你聊一下 好不好
[00:14:20.500 --> 00:14:23.500]  剛好我有一個免費的quota
[00:14:23.500 --> 00:14:25.500]  不用錢 你做不做
[00:14:25.500 --> 00:14:27.500]  當然做啦
[00:14:27.500 --> 00:14:29.500]  於是我和他聊天
[00:14:29.500 --> 00:14:31.500]  坐下來做完report
[00:14:31.500 --> 00:14:32.500]  再和他聊report的時間
[00:14:32.500 --> 00:14:36.500]  說了很多他很想改變的東西
[00:14:37.000 --> 00:14:39.500]  都是關係上的 溝通上的
[00:14:39.500 --> 00:14:41.500]  工作上的事情
[00:14:41.500 --> 00:14:43.500]  那我就再和他一起去聊
[00:14:43.500 --> 00:14:45.500]  一起去明白他的生命啊
[00:14:45.500 --> 00:14:47.500]  或者他的狀態狀況啊
[00:14:47.500 --> 00:14:49.500]  他過去的事情啊
[00:14:49.500 --> 00:14:50.500]  為什麼會這樣
[00:14:50.500 --> 00:14:52.500]  用了很多的時間一起去聊
[00:14:52.500 --> 00:14:54.500]  一起去go through
[00:14:54.500 --> 00:14:56.500]  如果你說要溝通一個問題的時候
[00:14:56.500 --> 00:14:58.500]  我想坊間很多的教你
[00:14:58.500 --> 00:15:00.500]  怎麼語言的藝術表達啊
[00:15:00.500 --> 00:15:02.500]  那我這些根本就不入流啦
[00:15:02.500 --> 00:15:04.500]  但是對我來說
[00:15:05.000 --> 00:15:07.500]  更加實在的是 你這個人
[00:15:07.500 --> 00:15:09.500]  為什麼你會有這樣的回應呢
[00:15:09.500 --> 00:15:12.500]  為什麼你收到那些回應的時候
[00:15:12.500 --> 00:15:14.500]  你會有這樣的反應呢
[00:15:14.500 --> 00:15:16.500]  這個可能就是實在是
[00:15:16.500 --> 00:15:18.500]  反映著我們自己的生命
[00:15:18.500 --> 00:15:20.500]  我們的狀態 我們的狀況
[00:15:20.500 --> 00:15:22.500]  我們有多少認識我們自己呢
[00:15:22.500 --> 00:15:24.500]  當今天說雞同鴨講的時候
[00:15:24.500 --> 00:15:26.500]  好像純粹說他不明白我
[00:15:26.500 --> 00:15:29.500]  又或者我不明白他的時候
[00:15:29.500 --> 00:15:31.500]  又或者可能是
[00:15:31.500 --> 00:15:33.500]  我們的action reaction
[00:15:34.000 --> 00:15:35.500]  影響著我們自己的性格
[00:15:35.500 --> 00:15:37.500]  我們過去的成長
[00:15:37.500 --> 00:15:39.500]  我們遇過的事情
[00:15:39.500 --> 00:15:41.500]  可能就這樣引起衝突
[00:15:41.500 --> 00:15:44.500]  有更多的情況出現
[00:15:44.500 --> 00:15:46.500]  我給大家看回剛才的圖啊
[00:15:46.500 --> 00:15:47.500]  Tommy有一個啊
[00:15:47.500 --> 00:15:49.500]  不要只講人啊 講我啊
[00:15:49.500 --> 00:15:51.500]  OK 我呢
[00:15:51.500 --> 00:15:53.500]  大家看的
[00:15:53.500 --> 00:15:56.500]  左下角是神經質
[00:15:56.500 --> 00:15:58.500]  OK 接著呢
[00:15:58.500 --> 00:16:00.500]  右下角是嚴謹性
[00:16:00.500 --> 00:16:01.500]  我是神經質呢
[00:16:02.000 --> 00:16:04.500]  我高分過嚴謹性的 而且是高過平均數的
[00:16:04.500 --> 00:16:06.500]  我還有一個開放性
[00:16:06.500 --> 00:16:08.500]  有幾個狀況都很高分的
[00:16:08.500 --> 00:16:10.500]  意思是什麼呢
[00:16:10.500 --> 00:16:12.500]  OK 即是容易接受的程度
[00:16:12.500 --> 00:16:14.500]  神經質呢
[00:16:14.500 --> 00:16:16.500]  就是action reaction就很快的
[00:16:16.500 --> 00:16:17.500]  即是變得很快
[00:16:17.500 --> 00:16:18.500]  又或者你說一句
[00:16:18.500 --> 00:16:21.500]  可能我收到我就會彈回你那樣的東西
[00:16:21.500 --> 00:16:23.500]  即是如果你嚴謹性沒那麼高
[00:16:23.500 --> 00:16:25.500]  你就可能平穩一點
[00:16:25.500 --> 00:16:27.500]  冷靜一點那樣的事情
[00:16:27.500 --> 00:16:28.500]  對我來說呢
[00:16:28.500 --> 00:16:29.500]  我自己體會的時間
[00:16:30.000 --> 00:16:32.500]  我要留意我自己的狀態狀況
[00:16:32.500 --> 00:16:34.500]  原來我這樣的時候
[00:16:34.500 --> 00:16:37.500]  我會容易被人牽著鼻子走
[00:16:37.500 --> 00:16:39.500]  我的情緒容易被人牽著鼻子走
[00:16:39.500 --> 00:16:42.500]  我做的決定都容易被人牽著鼻子走
[00:16:42.500 --> 00:16:44.500]  這個是對我自己的認識
[00:16:44.500 --> 00:16:45.500]  因著對我自己的認識
[00:16:45.500 --> 00:16:48.500]  我就可以選擇我怎樣去回應
[00:16:48.500 --> 00:16:50.500]  怎樣去行 怎樣去成長
[00:16:50.500 --> 00:16:52.500]  怎樣去進步
[00:16:52.500 --> 00:16:54.500]  所以是很多東西可以討論
[00:16:54.500 --> 00:16:57.500]  但我鼓勵你就是找Bianca討論一下
[00:16:58.000 --> 00:17:01.500]  他應該有些免費額度的
[00:17:01.500 --> 00:17:03.500]  你叫他勾勾他就可以了
[00:17:03.500 --> 00:17:06.500]  但是很重要的知己知彼
[00:17:06.500 --> 00:17:08.500]  你可能不知道
[00:17:08.500 --> 00:17:10.500]  你認識自己多一點
[00:17:10.500 --> 00:17:12.500]  你就可能猜到對方是怎樣的時間
[00:17:12.500 --> 00:17:13.500]  我們常常都說
[00:17:13.500 --> 00:17:14.500]  你是不是I的人
[00:17:14.500 --> 00:17:15.500]  你是不是E的人
[00:17:15.500 --> 00:17:17.500]  看你的樣子就已經是P了
[00:17:17.500 --> 00:17:19.500]  不修篇幅的那樣的東西
[00:17:19.500 --> 00:17:23.500]  你要很系統的
[00:17:23.500 --> 00:17:27.500]  你看的東西要很有規矩
[00:17:28.000 --> 00:17:29.500]  你就是S和J了
[00:17:29.500 --> 00:17:31.500]  你沒有什麼彈性
[00:17:31.500 --> 00:17:34.500]  我是一個很有彈性的人
[00:17:34.500 --> 00:17:36.500]  對著一個沒有什麼彈性的人
[00:17:36.500 --> 00:17:39.500]  他又死我都死
[00:17:39.500 --> 00:17:41.500]  那就要大家調節
[00:17:41.500 --> 00:17:43.500]  又或者自己要一個調節
[00:17:43.500 --> 00:17:47.500]  所以是雞同鴨講溝通的時間
[00:17:47.500 --> 00:17:49.500]  第二樣東西我很想講的
[00:17:49.500 --> 00:17:51.500]  你都要認識一下你自己
[00:17:51.500 --> 00:17:52.500]  為什麼會這樣
[00:17:52.500 --> 00:17:54.500]  可能都是上帝給你在這個位置
[00:17:54.500 --> 00:17:56.500]  讓你有個功課
[00:17:57.000 --> 00:18:00.500]  那就學一下這個功課
[00:18:00.500 --> 00:18:03.500]  所以鼓勵你
[00:18:03.500 --> 00:18:06.500]  有牧者或者有組長
[00:18:06.500 --> 00:18:09.500]  或者有同伴一起
[00:18:09.500 --> 00:18:12.500]  一個我們學習那種生命的成長
[00:18:12.500 --> 00:18:13.500]  有人跟著你也好
[00:18:13.500 --> 00:18:14.500]  沒有人跟著你也好
[00:18:14.500 --> 00:18:16.500]  一起P的coaching也好
[00:18:16.500 --> 00:18:18.500]  有人提醒的時間
