
[00:00:00.000 --> 00:00:04.200]  這個系列就是使我們的生命能夠有作為
[00:03:04.200 --> 00:03:06.400]  在後面的四章之後
[00:03:06.400 --> 00:03:08.000]  第十章三十一節
[00:03:08.000 --> 00:03:08.800]  保羅繼續講
[00:03:08.800 --> 00:03:12.600]  那麼你們無論做什麼
[00:03:12.600 --> 00:03:14.600]  或吃或喝
[00:03:14.600 --> 00:03:19.200]  都要為榮耀上帝而做
[00:03:19.200 --> 00:03:24.000]  人生有很多目標是非黑即白的
[00:03:24.000 --> 00:03:25.400]  黑白很分明的
[00:03:25.400 --> 00:03:29.800]  有些目標因為有這個原則
[00:03:29.800 --> 00:03:32.600]  我們定人生目標應該為榮耀神
[00:03:32.600 --> 00:03:34.200]  有些目標因為很黑
[00:03:34.200 --> 00:03:36.200]  所以自然可以被刪除
[00:03:36.200 --> 00:03:38.800]  我以前認識一個朋友
[00:03:38.800 --> 00:03:40.800]  從小就有一個遠大的理想
[00:03:40.800 --> 00:03:42.200]  要開一間妓院
[00:03:42.200 --> 00:03:46.200]  你就知道這些自然可以被刪除
[00:03:46.200 --> 00:03:47.600]  有些人生目標
[00:03:47.600 --> 00:03:49.600]  你就知道錯對分明
[00:03:49.600 --> 00:03:51.200]  大是大非
[00:03:51.200 --> 00:03:54.400]  但是大部分在真實人生當中
[00:03:54.400 --> 00:03:56.400]  尤其在教會裡面的基督徒
[00:03:56.400 --> 00:03:58.400]  很多時候我們的人生目標
[00:03:58.400 --> 00:04:01.200]  至少從人的角度看是好的
[00:04:01.200 --> 00:04:02.600]  是正面的
[00:04:02.600 --> 00:04:04.400]  所以走在正道上
[00:04:04.400 --> 00:04:06.200]  你講出來沒有人會說你錯
[00:04:06.200 --> 00:04:07.800]  你說這個是很上進
[00:04:07.800 --> 00:04:11.000]  所以沒有什麼人會說這個不對
[00:04:11.000 --> 00:04:12.600]  雖然時不時我都
[00:04:12.600 --> 00:04:14.800]  我記得我以前未信主之前
[00:04:14.800 --> 00:04:17.000]  我第一個認識的基督徒
[00:04:17.000 --> 00:04:19.000]  後來也是我中學的同學
[00:04:19.000 --> 00:04:20.600]  後來信主受浸
[00:04:20.600 --> 00:04:22.600]  於是就請我回教會
[00:04:22.600 --> 00:04:26.400]  後來他就從事了一個很特別的行業
[00:04:26.400 --> 00:04:29.400]  就是走私槍支
[00:04:29.400 --> 00:04:30.800]  走私槍械
[00:04:30.800 --> 00:04:33.000]  從中美洲走私槍械回台灣
[00:04:33.000 --> 00:04:36.800]  因此有一段時間我對教會其實沒有什麼好印象
[00:04:36.800 --> 00:04:39.400]  覺得基督徒會做這樣的事
[00:04:39.400 --> 00:04:43.000]  所以有時有些是很大是大非的
[00:04:43.000 --> 00:04:46.000]  但是大部分我們有正常職業的人
[00:04:46.000 --> 00:04:47.600]  有時定人生目標
[00:04:47.600 --> 00:04:49.200]  很少人會說你錯
[00:04:49.200 --> 00:04:51.000]  因為你都知道你走在正道上
[00:04:51.000 --> 00:04:52.000]  你是合法的
[00:04:52.000 --> 00:04:54.400]  你是正正規規做一份工作
[00:04:54.400 --> 00:04:57.400]  但是是不是這樣的目標
[00:04:57.400 --> 00:05:00.000]  就代表了基督徒
[00:05:00.000 --> 00:05:02.000]  就是同樣的目標就稱之為
[00:05:02.000 --> 00:05:03.200]  這個已經是對的
[00:05:03.200 --> 00:05:05.200]  就朝著這個方向去
[00:05:05.200 --> 00:05:07.000]  但今天這段經文
[00:05:07.000 --> 00:05:08.400]  只說給我們一個原則
[00:05:08.400 --> 00:05:10.200]  就是原來作為一個基督徒
[00:05:10.200 --> 00:05:11.800]  當我們定目標
[00:05:11.800 --> 00:05:13.000]  人生的目標的時候
[00:05:13.000 --> 00:05:14.800]  個人的方向的時候
[00:05:14.800 --> 00:05:17.200]  可以加多一重的考量
[00:05:17.200 --> 00:05:19.200]  我們多了一個選擇
[00:05:19.200 --> 00:05:21.200]  就是我們的選擇可以是
[00:05:21.200 --> 00:05:23.800]  除了合法以外
[00:05:23.800 --> 00:05:25.400]  我們還想一想
[00:05:25.400 --> 00:05:26.800]  我們的人生目標
[00:05:26.800 --> 00:05:30.000]  是否可以榮耀神
[00:05:30.000 --> 00:05:32.000]  剛剛到哥倫多前書
[00:05:32.000 --> 00:05:33.600]  保羅之所以說這句話
[00:05:33.600 --> 00:05:36.400]  是因為哥倫多教會當然面臨很多問題
[00:05:36.400 --> 00:05:38.600]  其中一個問題就是
[00:05:38.600 --> 00:05:41.400]  說到應不應該吃敗偶像的肉
[00:05:41.400 --> 00:05:44.600]  因為哥倫多有很多外邦人
[00:05:44.600 --> 00:05:48.000]  很多是拜不同的偶像 假神
[00:05:48.000 --> 00:05:50.200]  因為他們一大早起來
[00:05:50.200 --> 00:05:51.200]  他們有個習慣就是
[00:05:51.200 --> 00:05:52.400]  將他們賣的肉
[00:05:52.400 --> 00:05:54.000]  就是市場上賣肉的人
[00:05:54.000 --> 00:05:57.600]  就將肉先拿去拜他們要拜的神
[00:05:57.600 --> 00:05:59.600]  拜完就拿肉出來賣
[00:05:59.600 --> 00:06:01.400]  如果你今天可以想像
[00:06:01.400 --> 00:06:04.200]  你去大華狗狗的肉食部
[00:06:04.200 --> 00:06:05.400]  那個人是拜關公的
[00:06:05.400 --> 00:06:08.200]  他每天早上先把那塊豬肉
[00:06:08.200 --> 00:06:09.200]  拿去拜了關公
[00:06:09.200 --> 00:06:10.400]  然後拿出來賣
[00:06:10.400 --> 00:06:11.800]  那你就有個問題
[00:06:11.800 --> 00:06:14.800]  就是說到底基督徒可不可以吃呢
[00:06:14.800 --> 00:06:16.000]  可不可以買呢
[00:06:16.000 --> 00:06:18.400]  因為當時所有肉的市場都是這樣
[00:06:18.400 --> 00:06:19.200]  不是只有一間
[00:06:19.200 --> 00:06:20.000]  你說這間這樣拜
[00:06:20.000 --> 00:06:20.800]  我去那間
[00:06:20.800 --> 00:06:22.200]  每一間都是這樣
[00:06:22.200 --> 00:06:24.000]  不然你就不要吃肉
[00:06:24.000 --> 00:06:25.200]  不然你就怎麼辦
[00:06:25.200 --> 00:06:26.800]  所以這個就是問題
[00:06:26.800 --> 00:06:28.600]  保羅在處理這個問題的時候
[00:06:28.600 --> 00:06:30.200]  就特別跟他們說
[00:06:30.200 --> 00:06:32.200]  從神學的角度看
[00:06:32.200 --> 00:06:33.800]  你可以放膽去吃
[00:06:33.800 --> 00:06:35.400]  因為你有自由去吃
[00:06:35.400 --> 00:06:36.400]  是沒有問題的
[00:06:36.400 --> 00:06:37.600]  因為他拜的那位神
[00:06:37.600 --> 00:06:39.600]  根本就不存在
[00:06:39.600 --> 00:06:41.000]  所以也不會因為這塊肉
[00:06:41.000 --> 00:06:43.400]  拜過他那位所謂的假神
[00:06:43.400 --> 00:06:45.000]  就突然間變了不新鮮
[00:06:45.000 --> 00:06:46.400]  或者變了突然間有毒
[00:06:46.400 --> 00:06:47.200]  是不會的
[00:06:47.200 --> 00:06:48.400]  一點都不影響
[00:06:48.400 --> 00:06:51.000]  放膽吃就行了
[00:06:51.000 --> 00:06:53.200]  在神學上這個是站得住的
[00:06:53.200 --> 00:06:54.400]  是對的
[00:06:54.400 --> 00:06:55.600]  但是保羅說
[00:06:55.600 --> 00:06:56.600]  作為基督徒
[00:06:56.600 --> 00:06:59.000]  你有多一重的考量
[00:06:59.000 --> 00:06:59.800]  換句話說
[00:06:59.800 --> 00:07:01.000]  如果有一些
[00:07:01.000 --> 00:07:03.400]  他良心比較脆弱的基督徒
[00:07:03.400 --> 00:07:04.600]  跟你一起吃飯
[00:07:04.600 --> 00:07:06.200]  他看到你買了一塊
[00:07:06.200 --> 00:07:07.600]  拜過假神的肉
[00:07:07.600 --> 00:07:09.000]  他看你吃的時候
[00:07:09.000 --> 00:07:10.600]  他覺得非常之嘔心
[00:07:10.600 --> 00:07:12.000]  他覺得良心不安
[00:07:12.000 --> 00:07:13.600]  你為什麼要做這樣的事
[00:07:13.600 --> 00:07:15.800]  雖然你做的沒有不妥
[00:07:15.800 --> 00:07:16.800]  但是保羅說
[00:07:16.800 --> 00:07:18.800]  為了他的感受
[00:07:18.800 --> 00:07:22.200]  為了不要讓他覺得不舒服
[00:07:22.200 --> 00:07:24.400]  為了讓他不會跌倒
[00:07:24.400 --> 00:07:26.800]  因為他跌倒會影響神的榮耀
[00:07:26.800 --> 00:07:28.000]  為了這個緣故
[00:07:28.000 --> 00:07:30.000]  你要考量多一重
[00:07:30.000 --> 00:07:31.800]  這件事本身是對的
[00:07:31.800 --> 00:07:33.600]  但是面對這樣的情況
[00:07:33.600 --> 00:07:34.200]  保羅說
[00:07:34.200 --> 00:07:37.000]  不如你暫時放棄你的自由
[00:07:37.000 --> 00:07:39.000]  我節制不吃就算了
[00:07:39.000 --> 00:07:40.400]  就為了這個緣故
[00:07:40.400 --> 00:07:41.800]  所以你發覺
[00:07:41.800 --> 00:07:44.200]  聖經是要我們得自由
[00:07:44.200 --> 00:07:45.800]  但是自由的同時
[00:07:45.800 --> 00:07:47.800]  保羅給我們一個很好的原則
[00:07:47.800 --> 00:07:48.600]  作為一個方向
[00:07:48.600 --> 00:07:50.000]  作為一個考量
[00:07:50.000 --> 00:07:51.800]  你做的有時是對的
[00:07:51.800 --> 00:07:53.000]  但是對的同時
[00:07:53.000 --> 00:07:54.200]  多一重的考量
[00:07:54.200 --> 00:07:55.600]  就是我這個目標
[00:07:55.600 --> 00:07:56.400]  到頭來
[00:07:56.400 --> 00:07:58.400]  是不是可以榮耀神呢
[00:07:58.400 --> 00:08:00.600]  當其他人看到我這樣做的時候
[00:08:00.600 --> 00:08:02.200]  他會有什麼感覺
[00:08:02.200 --> 00:08:03.200]  他會覺得
[00:08:03.200 --> 00:08:05.000]  你敬拜的那位神真是很棒
[00:08:05.000 --> 00:08:05.400]  不錯
[00:08:05.400 --> 00:08:06.400]  還是他覺得
[00:08:06.400 --> 00:08:08.200]  你敬拜的那位神原來是這樣的
[00:08:08.200 --> 00:08:10.400]  所以多一重考量
[00:08:10.400 --> 00:08:12.200]  你發覺你在定目標的時候
[00:08:12.200 --> 00:08:13.600]  就可以更加
[00:08:13.600 --> 00:08:14.800]  想深一層
[00:08:14.800 --> 00:08:16.200]  很多時候
[00:08:16.200 --> 00:08:17.600]  在工作的崗位
[00:08:17.600 --> 00:08:18.800]  人生目標是對的
[00:08:18.800 --> 00:08:20.400]  你正正常常打份工
[00:08:20.400 --> 00:08:22.800]  很多時候是一些細節上
[00:08:22.800 --> 00:08:24.200]  會被人顯出
[00:08:24.200 --> 00:08:26.000]  你是榮耀神還是不榮耀神
[00:08:26.000 --> 00:08:27.600]  有時是顯在細節上
[00:08:27.600 --> 00:08:29.000]  有一次
[00:08:29.000 --> 00:08:31.000]  我都知道有人跟我投訴說
[00:08:31.000 --> 00:08:32.400]  在工作崗位
[00:08:32.400 --> 00:08:35.600]  有時有些飛機都跟你投訴說
[00:08:35.600 --> 00:08:39.200]  有人喜歡把自己家裡的東西
[00:08:39.200 --> 00:08:40.400]  拿回公司印
[00:08:40.400 --> 00:08:43.400]  一印就印百多二百張
[00:08:43.400 --> 00:08:45.800]  偏偏那個是基督徒
[00:08:45.800 --> 00:08:47.000]  他就覺得很奇怪
[00:08:47.000 --> 00:08:48.800]  基督徒喜歡做這樣的事
[00:08:48.800 --> 00:08:51.200]  所以有時在細節上
[00:08:51.200 --> 00:08:53.200]  如果你稍為小心一點
[00:08:53.200 --> 00:08:54.800]  做得漂亮一點
[00:08:54.800 --> 00:08:57.200]  其實很多時候是可以榮耀神的
[00:08:57.200 --> 00:08:59.000]  有時一不小心
[00:08:59.000 --> 00:09:01.000]  你就發覺在細節上
[00:09:01.000 --> 00:09:02.400]  被人感覺不好
[00:09:02.400 --> 00:09:04.400]  雖然有些不是很犯法的
[00:09:04.400 --> 00:09:06.400]  但有時灰色地帶
[00:09:06.400 --> 00:09:07.600]  一旦做得不好
[00:09:07.600 --> 00:09:09.200]  就變得不榮耀神
[00:09:09.200 --> 00:09:12.600]  所以榮耀神是一個非常重要的目標
[00:09:12.600 --> 00:09:14.400]  很多時候
[00:09:14.400 --> 00:09:17.200]  在聖經給我們的一個很好的原則就是
[00:09:17.200 --> 00:09:20.000]  榮耀神所帶來一個
[00:09:20.000 --> 00:09:22.400]  一個最重要的benefit
[00:09:22.400 --> 00:09:24.600]  如果你去看《路加福音》第二章
[00:09:24.600 --> 00:09:26.400]  當主耶穌要降生的時候
[00:09:26.400 --> 00:09:28.800]  神透天使的歌都唱到
[00:09:28.800 --> 00:09:32.600]  榮耀就歸給住在高處的神
[00:09:32.600 --> 00:09:34.800]  然後平安就歸給人
[00:09:34.800 --> 00:09:38.200]  你發覺當人開始
[00:09:38.200 --> 00:09:40.400]  想要自己榮耀的時候
[00:09:40.400 --> 00:09:42.000]  不是歸榮耀給神
[00:09:42.000 --> 00:09:44.000]  很多時候我們的人生目標是對的
[00:09:44.000 --> 00:09:44.600]  是勵志
[00:09:44.600 --> 00:09:46.800]  從人的角度看是對的
[00:09:46.800 --> 00:09:48.200]  但從神的角度看
[00:09:48.200 --> 00:09:51.200]  你是為了你的榮耀拼搏這一切
[00:09:51.200 --> 00:09:53.800]  你知道人一開始為自己榮耀做所有事
[00:09:53.800 --> 00:09:56.800]  即使開頭短暫是對的
[00:09:56.800 --> 00:09:58.400]  但長遠來說
[00:09:58.400 --> 00:10:00.400]  都有些很嚴重的effect
[00:10:00.400 --> 00:10:03.000]  最近有沒有看新聞
[00:10:03.000 --> 00:10:05.400]  Larry Nassar
[00:10:05.400 --> 00:10:07.600]  最近有很多性侵案的新聞
[00:10:07.600 --> 00:10:09.000]  除了曾志偉之外
[00:10:09.000 --> 00:10:12.200]  美國體操隊的醫生
[00:10:12.200 --> 00:10:16.200]  聽說性侵了過百個運動員
[00:10:16.200 --> 00:10:21.200]  但他本身是一個非常有
[00:10:21.200 --> 00:10:23.200]  醫術高明的醫生
[00:10:23.200 --> 00:10:25.200]  聽說真的醫好了很多人
[00:10:25.200 --> 00:10:27.200]  我以前也練體操的
[00:10:27.200 --> 00:10:31.200]  以前受傷 找了很多醫生也醫不好
[00:10:31.200 --> 00:10:34.200]  如果有一個醫術高明真的醫好了
[00:10:34.200 --> 00:10:35.200]  其實真的可以幫到你
[00:10:35.200 --> 00:10:36.200]  因為他有醫過
[00:10:36.200 --> 00:10:38.200]  其中有幾個是他的病人
[00:10:38.200 --> 00:10:40.200]  最後都是奧運冠軍
[00:10:40.200 --> 00:10:42.200]  所以可以見到他的醫術確實高明
[00:10:42.200 --> 00:10:46.200]  之所以在中途有人舉報他性侵
[00:10:46.200 --> 00:10:49.200]  之所以那個機構沒有處理這件事
[00:10:49.200 --> 00:10:51.200]  我想很大的原因是因為
[00:10:51.200 --> 00:10:52.200]  這個人醫術高明
[00:10:52.200 --> 00:10:54.200]  他真的做到事
[00:10:54.200 --> 00:10:55.200]  他有skill
[00:10:55.200 --> 00:10:56.200]  他有成就
[00:10:56.200 --> 00:10:58.200]  他真的可以幫到一個運動員
[00:10:58.200 --> 00:10:59.200]  他真的可以醫好你
[00:10:59.200 --> 00:11:02.200]  然後幫你在奧運有一個好的成績
[00:11:02.200 --> 00:11:05.200]  所以這種現實中的事
[00:11:05.200 --> 00:11:07.200]  當他覺得
[00:11:07.200 --> 00:11:09.200]  後來有一篇文章寫他
[00:11:09.200 --> 00:11:10.200]  當然他在庭上有認罪
[00:11:10.200 --> 00:11:13.200]  至少他自己表面上有認罪有悔改
[00:11:13.200 --> 00:11:15.200]  其中一個講到
[00:11:15.200 --> 00:11:17.200]  他覺得
[00:11:17.200 --> 00:11:19.200]  不單止是他
[00:11:19.200 --> 00:11:22.200]  過往很多無論是以前Jim Baker也好
[00:11:22.200 --> 00:11:24.200]  以前Jimmy Swagger
[00:11:24.200 --> 00:11:26.200]  很多很有影響的人物
[00:11:26.200 --> 00:11:28.200]  後來也是因為犯了一些
[00:11:28.200 --> 00:11:29.200]  無論是嫖妓事件
[00:11:29.200 --> 00:11:32.200]  各種事件出錯也好
[00:11:32.200 --> 00:11:34.200]  當你後期的訪問
[00:11:34.200 --> 00:11:35.200]  都發覺
[00:11:35.200 --> 00:11:37.200]  通常人是有一個心態
[00:11:37.200 --> 00:11:39.200]  開始有一個轉折點
[00:11:39.200 --> 00:11:41.200]  當你一開頭
[00:11:41.200 --> 00:11:43.200]  好好地做一些很好的事
[00:11:43.200 --> 00:11:45.200]  即是很有成就的時候
[00:11:45.200 --> 00:11:47.200]  你慢慢會出現一個心態
[00:11:47.200 --> 00:11:48.200]  就覺得不平衡
[00:11:48.200 --> 00:11:50.200]  就覺得我這麼有成就
[00:11:50.200 --> 00:11:52.200]  我這麼有醫術高明
[00:11:52.200 --> 00:11:53.200]  我這麼有恩慈
[00:11:53.200 --> 00:11:54.200]  我做了這麼多
[00:11:54.200 --> 00:11:55.200]  有教會的福利
[00:11:55.200 --> 00:11:57.200]  有人類的福利
[00:11:57.200 --> 00:11:59.200]  但是你看看旁邊那個
[00:11:59.200 --> 00:12:01.200]  對社會一點貢獻也沒有
[00:12:01.200 --> 00:12:03.200]  但是他活得這麼墮落
[00:12:03.200 --> 00:12:06.200]  為什麼不允許我偶然墮落一下呢
[00:12:06.200 --> 00:12:08.200]  那種心態會出來
[00:12:08.200 --> 00:12:10.200]  這種心態出來
[00:12:10.200 --> 00:12:11.200]  那個後果
[00:12:11.200 --> 00:12:15.200]  尤其是比較高級的人
[00:12:15.200 --> 00:12:17.200]  一旦那個心態出來
[00:12:17.200 --> 00:12:19.200]  一旦開始想做一些邪惡的事
[00:12:19.200 --> 00:12:21.200]  可以很邪惡
[00:12:21.200 --> 00:12:23.200]  你知道Dolf Hitler
[00:12:23.200 --> 00:12:25.200]  也不是想殘殺猶太人
[00:12:25.200 --> 00:12:27.200]  他一向都覺得
[00:12:27.200 --> 00:12:29.200]  他是一個很有恩慈的人
[00:12:29.200 --> 00:12:31.200]  他要拯救整個德國
[00:12:31.200 --> 00:12:33.200]  德國在他的帶領之下
[00:12:33.200 --> 00:12:34.200]  一度成為強國
[00:12:34.200 --> 00:12:36.200]  他不是為了殺人而殺人
[00:12:36.200 --> 00:12:38.200]  他是為了繼續做這一件
[00:12:38.200 --> 00:12:40.200]  他覺得很光榮的事
[00:12:40.200 --> 00:12:42.200]  能夠讓德國成為最強的國
[00:12:42.200 --> 00:12:44.200]  因此犧牲猶太人
[00:12:44.200 --> 00:12:46.200]  拿了他們的家產
[00:12:46.200 --> 00:12:48.200]  然後繼續我們有錢去打仗
[00:12:48.200 --> 00:12:52.200]  很多人即使在做好事
[00:12:52.200 --> 00:12:54.200]  但你會發覺如果最終的目標
[00:12:54.200 --> 00:12:56.200]  是榮耀自己的話
[00:12:56.200 --> 00:13:00.200]  後果可以是很邪惡的
[00:13:00.200 --> 00:13:03.200]  為什麼神在這裡設立一個目標
[00:13:03.200 --> 00:13:05.200]  你人生目標應該定
[00:13:05.200 --> 00:13:09.200]  將你榮耀歸給在天上的神
[00:13:09.200 --> 00:13:12.200]  平安反而臨到你呢
[00:13:12.200 --> 00:13:14.200]  一旦你將榮耀歸給自己
[00:13:14.200 --> 00:13:16.200]  平安就遠離你
[00:13:16.200 --> 00:13:21.200]  世界告訴你你要的是榮耀
[00:13:21.200 --> 00:13:23.200]  平安你不用求了
[00:13:23.200 --> 00:13:25.200]  基督徒是榮耀要歸給神
[00:13:25.200 --> 00:13:27.200]  平安就歸給你
[00:13:27.200 --> 00:13:30.200]  所以人生方向跟世界給你的方向是完全不同的
[00:13:30.200 --> 00:13:32.200]  所以不要被世界同化
[00:13:32.200 --> 00:13:34.200]  你開始要調整你個人的目標
[00:13:34.200 --> 00:13:37.200]  懂得所做所吃的
[00:13:37.200 --> 00:13:38.200]  無論你做任何事
[00:13:38.200 --> 00:13:39.200]  多考量一重
[00:13:39.200 --> 00:13:41.200]  我這樣做是否
[00:13:41.200 --> 00:13:43.200]  我這樣做一份工作
[00:13:43.200 --> 00:13:45.200]  我這樣去經營我的家庭
[00:13:45.200 --> 00:13:48.200]  是否最終的結果是榮耀到神呢
[00:13:48.200 --> 00:13:50.200]  能夠將榮耀歸給神
[00:13:50.200 --> 00:13:52.200]  然後我家裏充滿平安
[00:13:52.200 --> 00:13:55.200]  這個跟世界的方法是完全不一樣
[00:13:55.200 --> 00:13:57.200]  世界是我要榮耀
[00:13:57.200 --> 00:13:59.200]  我就要逼我兒子學很多東西
[00:13:59.200 --> 00:14:00.200]  跟你的兒子鬥
[00:14:00.200 --> 00:14:01.200]  我兒子就要比你兒子厲害
[00:14:01.200 --> 00:14:03.200]  你兒子考哪個學校
[00:14:03.200 --> 00:14:05.200]  你考Davis
[00:14:05.200 --> 00:14:06.200]  我一定要Berkeley
[00:14:06.200 --> 00:14:08.200]  為個人榮耀
[00:14:08.200 --> 00:14:11.200]  就活得死要面活受罪
[00:14:11.200 --> 00:14:15.200]  你要想想你人生的目標不是榮耀
[00:14:15.200 --> 00:14:17.200]  不是比較
[00:14:17.200 --> 00:14:18.200]  是要榮耀神
[00:14:18.200 --> 00:14:20.200]  然後平安臨到你
[00:14:20.200 --> 00:14:23.200]  你應該享受神給你各種福氣
[00:14:23.200 --> 00:14:25.200]  然後你將榮耀給神
[00:14:25.200 --> 00:14:26.200]  完全不同的方向
[00:14:26.200 --> 00:14:29.200]  所以尼加利可以調整一下你的方向
[00:14:29.200 --> 00:14:34.200]  第二個就是設立一個以愛為動力的目標
[00:14:34.200 --> 00:14:36.200]  以愛為動力的目標
[00:14:36.200 --> 00:14:41.200]  保羅在哥倫多前書同一卷書十六章十四節
[00:14:41.200 --> 00:14:43.200]  特別提醒
[00:14:43.200 --> 00:14:45.200]  他說一切的工作
[00:14:45.200 --> 00:14:47.200]  所做一切的事
[00:14:47.200 --> 00:14:50.200]  都要憑著愛心去做
[00:14:50.200 --> 00:14:54.200]  這個不只是定人生目標
[00:14:54.200 --> 00:14:58.200]  而是定人生目標背後的動機是什麼
[00:14:58.200 --> 00:15:00.200]  是不是以愛憑著愛為動機
[00:15:00.200 --> 00:15:02.200]  還是其他東西為動機
[00:15:02.200 --> 00:15:05.200]  在哥倫多前書十四章的前半段
[00:15:05.200 --> 00:15:08.200]  保羅上下文是講到恩賜
[00:15:08.200 --> 00:15:10.200]  哥倫多很有恩賜
[00:15:10.200 --> 00:15:14.200]  但大家為了恩賜的緣故在爭鬥
[00:15:14.200 --> 00:15:16.200]  保羅說恩賜不是最重要的
[00:15:16.200 --> 00:15:18.200]  最重要反而是愛
[00:15:18.200 --> 00:15:19.200]  你不要追求愛
[00:15:19.200 --> 00:15:21.200]  最大的恩賜其實是愛
[00:15:21.200 --> 00:15:22.200]  信望愛
[00:15:22.200 --> 00:15:24.200]  其中愛是最大
[00:15:24.200 --> 00:15:26.200]  所以愛是很重要
[00:15:26.200 --> 00:15:29.200]  很多時候我們人生的目標其實是相反的
[00:15:29.200 --> 00:15:32.200]  我們不是以愛為目標
[00:15:32.200 --> 00:15:37.200]  很多時候反而是以恨來做動力
[00:15:37.200 --> 00:15:40.200]  當然因為有了這個原則
[00:15:40.200 --> 00:15:42.200]  以愛為動機
