
[00:00:00.000 --> 00:00:06.200]  在2006年,有一位澳洲女士叫Ronda Byrne
[00:03:19.500 --> 00:03:24.500]  心想事成就不再只是一句祝福
[00:03:24.500 --> 00:03:29.500]  必將成為足手可及的精彩現實
[00:03:29.500 --> 00:03:33.500]  你的人生很可能因為讀了這本書
[00:03:33.500 --> 00:03:39.500]  而發生翻天覆地的變化
[00:03:39.500 --> 00:03:41.500]  不知道大家知不知道這個秘密是什麼
[00:03:41.500 --> 00:03:43.500]  文人很厲害的
[00:03:43.500 --> 00:03:45.500]  講來講去就說是秘密
[00:03:45.500 --> 00:03:47.500]  不告訴你是什麼
[00:03:47.500 --> 00:03:49.500]  讓你不知道
[00:03:49.500 --> 00:03:51.500]  其實這個秘密很簡單
[00:03:51.500 --> 00:03:55.500]  它是講義志的力量
[00:03:55.500 --> 00:03:58.500]  你的目標必須單純明確
[00:03:58.500 --> 00:04:02.500]  而且你的意願去獲得成功
[00:04:02.500 --> 00:04:04.500]  就是足夠強烈
[00:04:04.500 --> 00:04:07.500]  你就會成功
[00:04:07.500 --> 00:04:13.500]  有極大的意志的確可以幫到很多人成功
[00:04:13.500 --> 00:04:16.500]  但要了解人生最重要的秘密
[00:04:16.500 --> 00:04:19.500]  其實是認識上帝
[00:04:19.500 --> 00:04:23.500]  和上帝有一個正常的關係
[00:04:23.500 --> 00:04:28.500]  使我們不單止在今生可以活得精彩
[00:04:28.500 --> 00:04:33.500]  更加會有一個豐富永恆的生命
[00:04:33.500 --> 00:04:40.500]  在二弗所書第三章保羅一口氣提出了七次奧秘
[00:04:40.500 --> 00:04:42.500]  也可以說是秘密
[00:04:42.500 --> 00:04:45.500]  奧秘就是不讓人知道的
[00:04:45.500 --> 00:04:47.500]  秘密可以說是同義詞
[00:04:47.500 --> 00:04:50.500]  所以今天要和大家一起思想
[00:04:50.500 --> 00:04:53.500]  上帝的奧秘
[00:04:53.500 --> 00:04:57.500]  以致我們可以獲得豐富永恆的生命
[00:04:57.500 --> 00:05:01.500]  也在世上活得有意義
[00:05:01.500 --> 00:05:05.500]  在三章三至九節
[00:05:05.500 --> 00:05:07.500]  七節的經文當中
[00:05:07.500 --> 00:05:11.500]  保羅提出了七次奧秘
[00:05:11.500 --> 00:05:13.500]  對保羅來說
[00:05:13.500 --> 00:05:16.500]  那個奧秘究竟是什麼呢?
[00:05:16.500 --> 00:05:18.500]  第三節保羅說
[00:05:18.500 --> 00:05:22.500]  他啟示我使我知道他的奧秘
[00:05:22.500 --> 00:05:24.500]  其實所謂奧秘
[00:05:24.500 --> 00:05:28.500]  就是神的救贖計劃
[00:05:28.500 --> 00:05:35.500]  也是神要救贖所有世人的奇妙旨意
[00:05:35.500 --> 00:05:38.500]  說到救贖世人的意思
[00:05:38.500 --> 00:05:45.500]  就是說上帝不是單單要拯救猶太人
[00:05:45.500 --> 00:05:50.500]  他也要拯救非猶太人
[00:05:50.500 --> 00:05:55.500]  或者聖經的用語叫做外邦人
[00:05:55.500 --> 00:06:01.500]  我們華人在猶太人眼中也是外邦人
[00:06:01.500 --> 00:06:04.500]  他是以猶太人為中心
[00:06:04.500 --> 00:06:06.500]  只要你不是猶太人
[00:06:06.500 --> 00:06:09.500]  全部都是外邦人
[00:06:09.500 --> 00:06:11.500]  在保羅寫信的時代
[00:06:11.500 --> 00:06:16.500]  其實猶太人已經沒有了自己的國家
[00:06:16.500 --> 00:06:22.500]  但他們仍然以自己身為上帝的選民的身份
[00:06:22.500 --> 00:06:24.500]  是引以為榮的
[00:06:24.500 --> 00:06:29.500]  他們保持著一些舊約的規例
[00:06:29.500 --> 00:06:33.500]  認定外邦人是不潔淨的
[00:06:33.500 --> 00:06:35.500]  猶太人是聖潔的
[00:06:35.500 --> 00:06:36.500]  屬於上帝的
[00:06:36.500 --> 00:06:38.500]  外邦人是不潔淨的
[00:06:38.500 --> 00:06:41.500]  所以他們不會進去猶太人的家
[00:06:41.500 --> 00:06:46.500]  也不會進去外邦人的家
[00:06:46.500 --> 00:06:50.500]  也不會和外邦人同桌吃飯
[00:06:50.500 --> 00:06:53.500]  但上帝是不偏袒人的
[00:06:53.500 --> 00:06:55.500]  是公義的
[00:06:55.500 --> 00:07:00.500]  上帝不會將所有外邦人都預備扔入地獄
[00:07:00.500 --> 00:07:06.500]  反而上帝是有計劃要拯救外邦人
[00:07:06.500 --> 00:07:12.500]  不過上帝的拯救計劃在舊約的時候是隱藏的
[00:07:12.500 --> 00:07:17.500]  只有在上主給阿伯拉罕的祝福裏
[00:07:17.500 --> 00:07:18.500]  提到一句說話
[00:07:18.500 --> 00:07:20.500]  隱約提到
[00:07:20.500 --> 00:07:23.500]  我要藉著你賜福給萬民
[00:07:23.500 --> 00:07:26.500]  萬民包括外邦人
[00:07:26.500 --> 00:07:32.500]  故此保羅稱上主的福音計劃是奧秘
[00:07:32.500 --> 00:07:37.500]  因為在舊約的時代不是很明顯
[00:07:37.500 --> 00:07:40.500]  但在三章五節提到
[00:07:40.500 --> 00:07:44.500]  雖然上帝從前沒有將他的計劃
[00:07:44.500 --> 00:07:47.500]  向古代的先知啟示
[00:07:47.500 --> 00:07:50.500]  到了保羅的時代
[00:07:50.500 --> 00:07:53.500]  上帝就將這個奧秘
[00:07:53.500 --> 00:07:55.500]  神救贖世人的計劃
[00:07:55.500 --> 00:07:58.500]  啟示給仕途保羅
[00:07:58.500 --> 00:08:01.500]  也啟示給其他的仕途
[00:08:01.500 --> 00:08:06.500]  保羅就照著上主的上帝的啟示
[00:08:06.500 --> 00:08:10.500]  將這個奧秘宣揚出來
[00:08:10.500 --> 00:08:18.500]  這對於德蒙救贖的人來說就是我們所說的福音
[00:08:18.500 --> 00:08:24.500]  不過這個奧秘既然是保羅和其他仕途宣揚出來之後
[00:08:24.500 --> 00:08:26.500]  啟示出來之後
[00:08:26.500 --> 00:08:32.500]  對信徒來說就不再是奧秘
[00:08:32.500 --> 00:08:36.500]  在第三節保羅已經提到
[00:08:36.500 --> 00:08:42.500]  上帝已經將上帝的奧秘簡略地寫了下來
[00:08:42.500 --> 00:08:44.500]  簡略地寫下來
[00:08:44.500 --> 00:08:49.500]  我們要了解福音的奧秘就要回頭去看了
[00:08:49.500 --> 00:08:53.500]  我們會看看保羅在第二章講的福音
[00:08:53.500 --> 00:08:58.500]  以及順帶討論一下舊約和新約的分別
[00:08:58.500 --> 00:09:00.500]  因為很多的信徒
[00:09:00.500 --> 00:09:07.500]  甚至有時牧師都對舊約和基督徒的關係有些誤解
[00:09:07.500 --> 00:09:10.500]  在第二章十一節到十二節
[00:09:10.500 --> 00:09:12.500]  就講到在保羅的時代
[00:09:12.500 --> 00:09:14.500]  外邦人的處境
[00:09:14.500 --> 00:09:18.500]  猶太人稱外邦人
[00:09:18.500 --> 00:09:22.500]  外邦人是沒有受過割禮的
[00:09:22.500 --> 00:09:25.500]  是外人不在上帝選民的行列裏
[00:09:25.500 --> 00:09:29.500]  在上帝應許給他子民的約上無分
[00:09:29.500 --> 00:09:33.500]  在世上沒有盼望沒有上帝
[00:09:33.500 --> 00:09:36.500]  當一個人沒有上帝
[00:09:36.500 --> 00:09:39.500]  生命就只有今生
[00:09:39.500 --> 00:09:41.500]  故此就沒有盼望
[00:09:41.500 --> 00:09:50.500]  十二節提到外邦人在上主和以色列人所立的各種約上
[00:09:50.500 --> 00:09:51.500]  都是沒有分的
[00:09:51.500 --> 00:09:53.500]  沒有我們份的
[00:09:53.500 --> 00:09:56.500]  我們要溫習一下
[00:09:56.500 --> 00:10:00.500]  究竟上主和猶太人立了什麼約
[00:10:00.500 --> 00:10:03.500]  是和外邦人沒有分的呢?
[00:10:03.500 --> 00:10:06.500]  上帝和猶太人所立的約
[00:10:06.500 --> 00:10:10.500]  第一個約我認為應該是亞伯拉罕的約
[00:10:10.500 --> 00:10:14.500]  神應許萬族要因亞伯拉罕得福
[00:10:14.500 --> 00:10:17.500]  要使亞伯拉罕成為大國
[00:10:17.500 --> 00:10:19.500]  立他做多國的父
[00:10:19.500 --> 00:10:22.500]  神要做亞伯拉罕和他後裔的神
[00:10:22.500 --> 00:10:27.500]  要將迦南美地賜給他的後裔永遠為業
[00:10:27.500 --> 00:10:33.500]  並且定了用割禮來做納約的記號或憑證
[00:10:33.500 --> 00:10:41.500]  但這個約要亞伯拉罕成為多國的父
[00:10:41.500 --> 00:10:47.500]  其實就是隱藏了一個上帝要拯救外邦人的奧秘
[00:10:47.500 --> 00:10:51.500]  第二個約可以說是摩西的約
[00:10:51.500 --> 00:10:57.500]  神在西乃山呼喚摩西和以色列人
[00:10:57.500 --> 00:11:01.500]  要他們遵守神的約
[00:11:01.500 --> 00:11:04.500]  這個約的內容包括了
[00:11:04.500 --> 00:11:11.500]  十戒和以色列人在社會的生活
[00:11:11.500 --> 00:11:16.500]  宗教的生活的管理
[00:11:16.500 --> 00:11:19.500]  這個約的證據或記號
[00:11:19.500 --> 00:11:22.500]  就是要守安息日
[00:11:22.500 --> 00:11:25.500]  這個約真的和外邦人沒有關係
[00:11:25.500 --> 00:11:28.500]  只有猶太人有關係
[00:11:28.500 --> 00:11:32.500]  第三個約可以說是大衛的約
[00:11:32.500 --> 00:11:35.500]  神是應許大衛的後裔
[00:11:35.500 --> 00:11:38.500]  大衛一定有一個後裔
[00:11:38.500 --> 00:11:40.500]  接續坐在他的王位上
[00:11:40.500 --> 00:11:44.500]  並且堅定他的約是直到永遠
[00:11:44.500 --> 00:11:52.500]  這個約其實是和微塞有關的
[00:11:52.500 --> 00:11:56.500]  是關乎以後繼承他的王位的人
[00:11:56.500 --> 00:12:02.500]  最後應驗在耶穌基督神的兒子身上
[00:12:02.500 --> 00:12:06.500]  這個約當然和外邦人沒有關係
[00:12:06.500 --> 00:12:10.500]  事實上和一般的猶太人都沒有什麼關係
[00:12:10.500 --> 00:12:16.500]  是和大衛納約,大衛一直有後裔
[00:12:16.500 --> 00:12:19.500]  還有一個約很多人忽略了
[00:12:19.500 --> 00:12:21.500]  就是利美人的約
[00:12:21.500 --> 00:12:26.500]  上帝和猶太人所納的約之中
[00:12:26.500 --> 00:12:29.500]  除了剛才所說的約之外
[00:12:29.500 --> 00:12:31.500]  還特別和利美人納了這個約
[00:12:31.500 --> 00:12:35.500]  是記載在文素記三章十一至十三節
[00:12:35.500 --> 00:12:37.500]  約的內容是什麼呢?
[00:12:37.500 --> 00:12:43.500]  就是利美人要代替以色列人的長子獻給上帝
[00:12:43.500 --> 00:12:46.500]  做祭司
[00:12:46.500 --> 00:12:49.500]  在猶太人當中不是每個人都可以做祭司
[00:12:49.500 --> 00:12:52.500]  你不是利美人就沒有資格做祭司
[00:12:52.500 --> 00:12:55.500]  也沒有資格侍奉上帝
[00:12:55.500 --> 00:13:00.500]  在聖經裡有時我們會看到利美人和祭司
[00:13:00.500 --> 00:13:06.500]  其實利美人和祭司都有分別
[00:13:06.500 --> 00:13:08.500]  但是無論如何
[00:13:08.500 --> 00:13:12.500]  這是給利美人一個特殊的身份
[00:13:12.500 --> 00:13:15.500]  不是屬於利美之族的猶太人
[00:13:15.500 --> 00:13:23.500]  就不能執行祭司和利美人在聖殿裡所做的任何工作
[00:13:23.500 --> 00:13:28.500]  在耶路撒冷書二章十三節就將福音的精髓
[00:13:28.500 --> 00:13:31.500]  和上帝的奧秘說了
[00:13:31.500 --> 00:13:34.500]  你們這些從前遠離上帝
[00:13:34.500 --> 00:13:38.500]  現在卻跟基督耶穌結合的人
[00:13:38.500 --> 00:13:42.500]  藉著他的死已經接近上帝
[00:13:42.500 --> 00:13:47.500]  十四節還提到基督將和平賜給我們
[00:13:47.500 --> 00:13:52.500]  和平首先就是在信徒和上帝和好
[00:13:52.500 --> 00:13:55.500]  我們和上帝有一個和好的關係
[00:13:55.500 --> 00:13:59.500]  而外邦人因為這樣和上帝和好了
[00:13:59.500 --> 00:14:02.500]  和猶太人也和好了
[00:14:02.500 --> 00:14:07.500]  世上所有不同民族的人在耶穌裡面都和好了
[00:14:07.500 --> 00:14:11.500]  因為所有信徒都要成為新人
[00:14:11.500 --> 00:14:16.500]  都被接納進了上帝的家
[00:14:16.500 --> 00:14:18.500]  我們有同一位的上帝
[00:14:18.500 --> 00:14:21.500]  我們稱上帝為父
[00:14:21.500 --> 00:14:25.500]  十四節還提到洗他們分裂的牆
[00:14:25.500 --> 00:14:31.500]  翻譯為洗他們分隔的牆比較好
[00:14:31.500 --> 00:14:33.500]  不是人與人之間分裂
[00:14:33.500 --> 00:14:37.500]  是外邦人和猶太人之間要分隔
[00:14:37.500 --> 00:14:39.500]  有一個背景的
[00:14:39.500 --> 00:14:41.500]  其實在聖殿
[00:14:41.500 --> 00:14:42.500]  猶太人的聖殿
[00:14:42.500 --> 00:14:45.500]  保羅的時代的聖殿仍然在耶路撒冷
[00:14:45.500 --> 00:14:48.500]  在猶太人的聖殿裡面
[00:14:48.500 --> 00:14:49.500]  有分兩個院
[00:14:49.500 --> 00:14:52.500]  有猶太人院和外邦人院
[00:14:52.500 --> 00:15:01.500]  在兩個院的牆前有一個警告給外邦人
[00:15:01.500 --> 00:15:07.500]  凡是越過這牆進入猶太人院的外邦人
[00:15:07.500 --> 00:15:09.500]  是會被處死的
[00:15:09.500 --> 00:15:11.500]  所以這個分隔的牆
[00:15:11.500 --> 00:15:15.500]  將外邦人和猶太人分開
[00:15:15.500 --> 00:15:21.500]  外邦人不可以穿過這個分隔的牆
[00:15:21.500 --> 00:15:25.500]  可以在外邦人院活動
[00:15:25.500 --> 00:15:29.500]  這道牆將猶太人和外邦人分開
[00:15:29.500 --> 00:15:32.500]  保羅就用這個做比喻
[00:15:32.500 --> 00:15:34.500]  在二章十五節就指出
[00:15:34.500 --> 00:15:38.500]  分隔開猶太人和外邦人的牆是什麼呢?
[00:15:38.500 --> 00:15:44.500]  其實就是摩西的律法的規條
[00:15:44.500 --> 00:15:48.500]  因為法律上強調猶太人是聖潔的
[00:15:48.500 --> 00:15:51.500]  猶太人和外邦人是分別出來的
[00:15:51.500 --> 00:15:52.500]  分開的
[00:15:52.500 --> 00:15:55.500]  不過十六節就這樣說
[00:15:55.500 --> 00:15:58.500]  直著在十字架上的死
[00:15:58.500 --> 00:16:00.500]  基督終止了
[00:16:00.500 --> 00:16:02.500]  終止了這種敵對的形勢
[00:16:02.500 --> 00:16:05.500]  直著十字架使兩者結為一體
[00:16:05.500 --> 00:16:07.500]  得以跟上帝和好
[00:16:07.500 --> 00:16:10.500]  猶太信徒和外邦人信徒
[00:16:10.500 --> 00:16:15.500]  都是直著基督的十字架救贖工作
[00:16:15.500 --> 00:16:18.500]  能夠跟上帝和好
[00:16:18.500 --> 00:16:22.500]  在主裡面成為一家人
[00:16:22.500 --> 00:16:27.500]  我們要實實在在感謝主耶穌所帶給我們的恩典
[00:16:27.500 --> 00:16:29.500]  正如十二節提到
[00:16:29.500 --> 00:16:32.500]  我們本來真的跟上帝沒有分別的
[00:16:32.500 --> 00:16:34.500]  沒有分別的
[00:16:34.500 --> 00:16:37.500]  現在形勢就得到一個逆轉
[00:16:37.500 --> 00:16:38.500]  完全轉變了
[00:16:38.500 --> 00:16:41.500]  成為神家裡面的一分子
[00:16:41.500 --> 00:16:48.500]  更有份於上帝賜給我們各樣天上屬靈的福氣
[00:16:48.500 --> 00:16:49.500]  既然是這樣
[00:16:49.500 --> 00:16:50.500]  我們也要想一想
[00:16:50.500 --> 00:16:54.500]  基督徒究竟要不要遵守舊約呢?
[00:16:54.500 --> 00:16:57.500]  很多信徒甚至牧師都認為
[00:16:57.500 --> 00:16:59.500]  基督徒當然仍然要守舊約
[00:16:59.500 --> 00:17:00.500]  是聖經來的
[00:17:00.500 --> 00:17:01.500]  為什麼不守呢?
[00:17:01.500 --> 00:17:04.500]  尤其是那些道德的規條
[00:17:04.500 --> 00:17:06.500]  他們的說法
[00:17:06.500 --> 00:17:08.500]  大部分的人都只記得
[00:17:08.500 --> 00:17:10.500]  馬太福音五章十七節
[00:17:10.500 --> 00:17:11.500]  耶穌說
[00:17:11.500 --> 00:17:16.500]  不要以為我來的目的是要廢除摩西的法律和先知的教訓
[00:17:16.500 --> 00:17:17.500]  我不是來廢除
[00:17:17.500 --> 00:17:23.500]  而是來承傳他們的真義
[00:17:23.500 --> 00:17:25.500]  我想提醒大家
[00:17:25.500 --> 00:17:27.500]  已不鎖書二章十五節
[00:17:27.500 --> 00:17:30.500]  保羅都很清楚地說
[00:17:30.500 --> 00:17:38.500]  他廢除了猶太法律的誡命規條
[00:17:38.500 --> 00:17:43.500]  所以如果我們以為我們仍然要遵守舊約的教訓
[00:17:43.500 --> 00:17:45.500]  法律規條的話
[00:17:45.500 --> 00:17:48.500]  我們可能不是想靠信心得救
[00:17:48.500 --> 00:17:50.500]  而是靠行為得救
[00:17:50.500 --> 00:17:51.500]  不過呢
[00:17:51.500 --> 00:17:54.500]  的而且確
[00:17:54.500 --> 00:17:57.500]  在這裡耶穌的說話和保羅的說話
[00:17:57.500 --> 00:18:00.500]  是有一些表面矛盾的
[00:18:00.500 --> 00:18:02.500]  有一些表面矛盾的
[00:18:02.500 --> 00:18:04.500]  耶穌說我不是廢除
[00:18:04.500 --> 00:18:06.500]  保羅就說他廢除了
[00:18:06.500 --> 00:18:08.500]  那究竟是廢除了還是沒廢除呢?
[00:18:08.500 --> 00:18:11.500]  所以我們要稍微思想一下
[00:18:11.500 --> 00:18:16.500]  究竟應該怎樣理解這兩節經文
[00:18:16.500 --> 00:18:18.500]  首先我們要明白納約
[00:18:18.500 --> 00:18:20.500]  為什麼有舊約和新約
[00:18:20.500 --> 00:18:23.500]  究竟納約是什麼意思呢?
[00:18:23.500 --> 00:18:31.500]  納約就是上帝和人建立關係的方法
[00:18:31.500 --> 00:18:35.500]  舊約是上帝和猶太人納的約
[00:18:35.500 --> 00:18:38.500]  而我們和上帝建立關係
[00:18:38.500 --> 00:18:43.500]  是透過主耶穌基督和我們所納的新約
[00:18:43.500 --> 00:18:46.500]  每一次當我們守主餐的時候
[00:18:46.500 --> 00:18:48.500]  都會提到主耶穌的說話
[00:18:48.500 --> 00:18:55.500]  這杯是用我的血所納的新約
[00:18:55.500 --> 00:19:01.500]  因此舊約和基督徒沒有直接的關係
[00:19:01.500 --> 00:19:03.500]  猶太人就有
[00:19:03.500 --> 00:19:05.500]  你不是猶太人
[00:19:05.500 --> 00:19:11.500]  舊約和我們真的沒有關係
[00:19:11.500 --> 00:19:13.500]  既然是沒有關係的話
[00:19:13.500 --> 00:19:16.500]  舊約對那些規條
[00:19:16.500 --> 00:19:19.500]  或者對我們生活行為的說法
[00:19:19.500 --> 00:19:23.500]  就是沒有一個約束力
[00:19:23.500 --> 00:19:24.500]  我不是說沒有影響
[00:19:24.500 --> 00:19:27.500]  一會兒我會說有什麼影響
[00:19:27.500 --> 00:19:31.500]  此外如果我們好好認真去思考
[00:19:31.500 --> 00:19:34.500]  希伯來書的作者提出一個概念
[00:19:34.500 --> 00:19:38.500]  他說舊約是影子
[00:19:38.500 --> 00:19:41.500]  主耶穌是實體
[00:19:41.500 --> 00:19:43.500]  舊約是影子
[00:19:43.500 --> 00:19:44.500]  主耶穌是實體
[00:19:44.500 --> 00:19:46.500]  影子和實體有沒有分別
[00:19:46.500 --> 00:19:50.500]  大家有太陽的時候出去照一照就知道
[00:19:50.500 --> 00:19:52.500]  在希伯來書八章十三節
[00:19:52.500 --> 00:19:53.500]  就這樣說
[00:19:53.500 --> 00:19:57.500]  既然上帝提到新的約
[00:19:57.500 --> 00:20:02.500]  可見他已經把頭一個約當作有效還是無效
[00:20:02.500 --> 00:20:05.500]  無效的
[00:20:05.500 --> 00:20:10.500]  任何無效逐漸陳舊的必然急速消逝
[00:20:10.500 --> 00:20:13.500]  現在我們可以回頭去想一想
[00:20:13.500 --> 00:20:15.500]  究竟耶穌基督所說
[00:20:15.500 --> 00:20:17.500]  在五章十七節
[00:20:17.500 --> 00:20:22.500]  不要以為我來的目的是要廢除摩西法律和先知的教訓
[00:20:22.500 --> 00:20:23.500]  我不是來廢除
[00:20:23.500 --> 00:20:28.500]  而是來承傳他們的真義究竟是什麼意思
[00:20:28.500 --> 00:20:30.500]  在這句話裏面
[00:20:30.500 --> 00:20:33.500]  其實有兩個動詞是一定要了解的
[00:20:33.500 --> 00:20:35.500]  就是廢除和承傳
[00:20:35.500 --> 00:20:38.500]  這兩個可以說是關鍵的動詞
[00:20:38.500 --> 00:20:40.500]  什麼是廢除呢
[00:20:40.500 --> 00:20:42.500]  廢除就是不要
[00:20:42.500 --> 00:20:46.500]  把所有舊約當作無效
[00:20:46.500 --> 00:20:49.500]  這裏其實還有一樣東西我們留意到
[00:20:49.500 --> 00:20:50.500]  耶穌是強調
[00:20:50.500 --> 00:20:53.500]  我來的目的
[00:20:53.500 --> 00:20:55.500]  主耶穌的人生使命
[00:20:55.500 --> 00:20:58.500]  來到世界上不是要取消
[00:20:58.500 --> 00:21:02.500]  不是要取消上帝和猶太人所納的約
[00:21:02.500 --> 00:21:04.500]  反而是承傳
[00:21:04.500 --> 00:21:06.500]  承傳是什麼意思呢
[00:21:06.500 --> 00:21:11.500]  意思就是要完全滿足納約的目的
[00:21:11.500 --> 00:21:14.500]  而不是只是其中一部分的條文
[00:21:14.500 --> 00:21:17.500]  舊約納約的目的是什麼
[00:21:17.500 --> 00:21:21.500]  上帝和出了埃及的猶太人納約
[00:21:21.500 --> 00:21:24.500]  最主要的目的是什麼
[00:21:24.500 --> 00:21:27.500]  在出埃及的29章46節
[00:21:27.500 --> 00:21:30.500]  他說我從埃及把他們帶領出來
[00:21:30.500 --> 00:21:33.500]  為要住在他們當中
[00:21:33.500 --> 00:21:37.500]  我是上主他們的上帝
[00:21:37.500 --> 00:21:39.500]  我們現在來想一想
[00:21:39.500 --> 00:21:44.500]  主耶穌究竟怎樣承傳了舊約的目的
[00:21:44.500 --> 00:21:48.500]  首先記住這句話
[00:21:48.500 --> 00:21:51.500]  出埃及的29章46節
[00:21:51.500 --> 00:21:54.500]  上帝說為要住在他們當中
[00:21:54.500 --> 00:21:57.500]  約翰福音1章14節
[00:21:57.500 --> 00:21:58.500]  他說什麼
[00:21:58.500 --> 00:22:02.500]  都成為人住在我們當中
[00:22:02.500 --> 00:22:05.500]  主耶穌基督成為人住在我們當中
[00:22:05.500 --> 00:22:10.500]  就已經滿足了承傳了舊約的目的
[00:22:10.500 --> 00:22:14.500]  在舊約裏面其實有一個聖幕
[00:22:14.500 --> 00:22:16.500]  會幕如果大家記得的話
[00:22:16.500 --> 00:22:18.500]  那個會幕在猶太人中間
[00:22:18.500 --> 00:22:23.500]  其實象徵了上主住在猶太人中間
[00:22:23.500 --> 00:22:26.500]  而當主耶穌成為人的時候
[00:22:26.500 --> 00:22:30.500]  在這裏說一點點希臘文
[00:22:30.500 --> 00:22:32.500]  就是那個成為人住在我們中間
[00:22:32.500 --> 00:22:36.500]  那個住字就是在我們中間支搭一個帳篷
[00:22:36.500 --> 00:22:39.500]  在我們當中居住
[00:22:39.500 --> 00:22:44.500]  第二馬太福音在第五章裏面
[00:22:44.500 --> 00:22:48.500]  其實主耶穌糾正了很多猶太人
[00:22:48.500 --> 00:22:50.500]  對舊約很多傳統的解釋
[00:22:50.500 --> 00:22:54.500]  使得人民對摩西的法律有正確的了解
[00:22:54.500 --> 00:23:00.500]  這個在條文上主耶穌承傳了舊約
[00:23:00.500 --> 00:23:02.500]  第三方面的承傳
[00:23:02.500 --> 00:23:06.500]  就是在舊約裏面提到很多彌賽亞的預言
[00:23:06.500 --> 00:23:09.500]  如果主耶穌沒有來的話
[00:23:09.500 --> 00:23:12.500]  那些預言就還沒有應驗
[00:23:12.500 --> 00:23:16.500]  如果主耶穌來了又廢除了舊約的話
[00:23:16.500 --> 00:23:19.500]  那些預言就無需應驗
[00:23:19.500 --> 00:23:22.500]  這個不是主耶穌的人生目標
[00:23:22.500 --> 00:23:28.500]  祂來是要承傳或者應驗
[00:23:28.500 --> 00:23:35.500]  上主藉著先知所說的一切有關彌賽亞的預言
[00:23:35.500 --> 00:23:39.500]  耶穌都要承傳
[00:23:39.500 --> 00:23:42.500]  第四,舊約裏面有很多的預表
[00:23:42.500 --> 00:23:45.500]  除了直接的預言有關彌賽亞之外
[00:23:45.500 --> 00:23:47.500]  其實有很多的預表
[00:23:47.500 --> 00:23:49.500]  舉兩個例子
[00:23:49.500 --> 00:23:55.500]  譬如說阿帕拉罕獻以撒
