
[00:00:00.000 --> 00:00:03.720]  各位講福堂的弟兄姊妹 大家好
[00:03:40.680 --> 00:03:45.000]  卻最終有一段關於服事的經文作為作結呢?
[00:03:45.000 --> 00:03:48.520]  所以我們今天的講道很想回應這些問題
[00:03:48.520 --> 00:03:53.200]  若然大家不太熟悉那段經文的上下文是在說甚麼
[00:03:53.200 --> 00:03:57.640]  我可以在此跟大家讀一次那段經文
[00:03:57.640 --> 00:03:59.280]  這段經文是這樣說的
[00:03:59.280 --> 00:04:04.040]  「西比太的兒子雅各和約翰就進前來
[00:04:04.040 --> 00:04:08.080]  對耶穌說:夫子,我們無論求甚麼
[00:04:08.080 --> 00:04:10.000]  願你給我們做
[00:04:10.000 --> 00:04:13.640]  耶穌說:我要我給你們做甚麼?
[00:04:13.640 --> 00:04:16.840]  他們說:賜我們在你的榮耀裡
[00:04:16.840 --> 00:04:20.240]  一個坐在你的右邊,一個坐在你的左邊
[00:04:20.240 --> 00:04:24.560]  耶穌說:你們不知道所求的是甚麼
[00:04:24.560 --> 00:04:27.160]  我所學的杯,你們能不能學?
[00:04:27.160 --> 00:04:30.280]  我所受的洗,你們能不能洗?
[00:04:30.280 --> 00:04:32.240]  他們說:我們能
[00:04:32.240 --> 00:04:35.360]  耶穌說:我所學的杯,你們也要學
[00:04:35.360 --> 00:04:37.880]  我所受的洗,你們也要受
[00:04:37.880 --> 00:04:41.720]  只是坐在我的左右,不是我可以賜的
[00:04:41.720 --> 00:04:45.920]  乃是為誰預備,就賜給誰
[00:04:45.920 --> 00:04:51.400]  然後我們就會發現那十個門徒聽見
[00:04:51.400 --> 00:04:55.080]  就擄擄雅各和約翰
[00:04:55.080 --> 00:04:56.440]  耶穌就叫他們來
[00:04:56.440 --> 00:04:58.240]  對他們說:你們知道
[00:04:58.240 --> 00:05:01.600]  外邦人有尊為君王的治理他們
[00:05:01.600 --> 00:05:04.760]  有大臣操權管束他們
[00:05:04.760 --> 00:05:07.840]  只是在你們中間不是這樣
[00:05:07.840 --> 00:05:09.760]  你們中間誰願為大
[00:05:09.760 --> 00:05:11.560]  就必作你們的用人
[00:05:11.560 --> 00:05:13.720]  在你們中間誰願為首
[00:05:13.720 --> 00:05:16.240]  就必作你們眾人的僕人
[00:05:16.240 --> 00:05:19.800]  因為人子來,並不是要受人的服侍
[00:05:19.800 --> 00:05:21.520]  乃是要服侍人
[00:05:21.520 --> 00:05:26.080]  並且要捨命作多人的贖價
[00:05:26.080 --> 00:05:28.440]  當我們看這段經文
[00:05:28.440 --> 00:05:30.880]  我們就明白這段經文的特徵
[00:05:30.880 --> 00:05:33.360]  有三個筆
[00:05:33.360 --> 00:05:37.680]  而這個筆全部都是來自耶穌基督那把口
[00:05:37.680 --> 00:05:40.200]  包括在第四十字那裡
[00:05:40.200 --> 00:05:44.240]  有一個叫做「不是我可以持的」
[00:05:44.240 --> 00:05:47.400]  第二個筆記載在第四十三節
[00:05:47.400 --> 00:05:50.400]  就是「不可這樣」
[00:05:50.400 --> 00:05:53.880]  第三個筆記載在第四十三節
[00:05:53.880 --> 00:05:57.080]  就是「不是要受人的服侍」
[00:05:57.080 --> 00:06:00.440]  我們今天就期望透過這三個筆
[00:06:00.440 --> 00:06:02.560]  跟大家有三點的訊息
[00:06:02.560 --> 00:06:04.280]  跟大家一起分享
[00:06:04.280 --> 00:06:05.640]  所以事不宜遲
[00:06:05.640 --> 00:06:07.440]  我們就走到第一個筆
[00:06:07.440 --> 00:06:11.720]  第一個筆就是「不是我可以持的」
[00:06:11.720 --> 00:06:14.320]  在耶穌基督的十二個門徒裡
[00:06:14.320 --> 00:06:16.600]  雅各、約翰和彼得
[00:06:16.600 --> 00:06:20.920]  是三個門徒小組裡最內鬱的成員
[00:06:20.920 --> 00:06:23.520]  他們三個曾經跟隨耶穌基督
[00:06:23.520 --> 00:06:25.440]  在管會堂的家裡
[00:06:25.440 --> 00:06:29.000]  令十二歲的小女孩復活
[00:06:29.000 --> 00:06:34.280]  這是記載在《馬學福音》第五章三十七節裡
[00:06:34.280 --> 00:06:39.040]  又有一次只有他們三個才能跟隨耶穌基督上山
[00:06:39.040 --> 00:06:40.960]  看到祂登山變相
[00:06:40.960 --> 00:06:42.960]  這是第九章第二節
[00:06:42.960 --> 00:06:45.240]  又或者只有他們三個
[00:06:45.240 --> 00:06:50.280]  才能直接聽到耶穌基督關於末世的異象
[00:06:50.280 --> 00:06:52.520]  這是十三章第三節
[00:06:52.520 --> 00:06:57.080]  可見彼得、雅各和約翰的地位和身份
[00:06:57.080 --> 00:07:00.320]  似乎比其他門徒更高
[00:07:00.320 --> 00:07:05.240]  而他們和耶穌基督的親密程度更加深入
[00:07:05.240 --> 00:07:10.120]  但是耶穌基督有一個應許給了十二個門徒
[00:07:10.120 --> 00:07:12.080]  這個應許很寶貴
[00:07:12.080 --> 00:07:14.520]  就是「我實在告訴你們
[00:07:14.520 --> 00:07:16.520]  你們者跟從我的人
[00:07:16.520 --> 00:07:18.240]  到復興的時候
[00:07:18.240 --> 00:07:21.640]  人子坐在他榮耀的寶座上
[00:07:21.640 --> 00:07:24.960]  你們也要坐在十二個寶座上
[00:07:24.960 --> 00:07:27.440]  去審判十二個之派」
[00:07:27.440 --> 00:07:30.920]  這是《馬太福音》十九章二十八節的經文
[00:07:30.920 --> 00:07:32.720]  也就是告訴我們
[00:07:32.720 --> 00:07:34.800]  將來這十二個門徒
[00:07:34.800 --> 00:07:38.320]  其實都不分地位高低
[00:07:38.320 --> 00:07:41.600]  因為他們每一個都有自己的座位
[00:07:41.600 --> 00:07:45.600]  成為十二之派的寶座主人
[00:07:45.600 --> 00:07:50.600]  而現在雅各和約翰所向耶穌祈求的
[00:07:50.600 --> 00:07:54.440]  不是有沒有寶座可以讓他們坐上去
[00:07:54.440 --> 00:07:57.080]  而是可以坐在耶穌的左邊
[00:07:57.080 --> 00:07:59.280]  和耶穌的右邊
[00:07:59.280 --> 00:08:01.840]  他的要求不是有沒有寶座可以讓他們坐上去
[00:08:01.840 --> 00:08:07.040]  而是要求坐在寶座的位置在哪裡
[00:08:07.040 --> 00:08:08.960]  本來大家都明白
[00:08:08.960 --> 00:08:12.640]  這十二個寶座之間其實是沒有分地位高低的
[00:08:12.640 --> 00:08:14.800]  但是雅各和約翰
[00:08:14.800 --> 00:08:18.200]  就自我創作了耶穌基督的左邊
[00:08:18.200 --> 00:08:23.040]  和耶穌基督的右邊這個類別的位置
[00:08:23.040 --> 00:08:27.320]  就將十二個寶座分門別類
[00:08:27.320 --> 00:08:30.960]  耶穌就反問了一個問題
[00:08:30.960 --> 00:08:33.280]  就是「我所學的杯
[00:08:33.280 --> 00:08:34.680]  你們能不能夠學?
[00:08:34.680 --> 00:08:36.080]  我所受的洗
[00:08:36.080 --> 00:08:37.720]  你們能不能夠受?」
[00:08:37.720 --> 00:08:39.600]  當中「杯」這個字
[00:08:39.600 --> 00:08:42.400]  其實有兩重的象徵
[00:08:42.400 --> 00:08:45.440]  包括以賽亞書告訴我們
[00:08:45.440 --> 00:08:48.360]  那個叫做「舉起救恩的杯」
[00:08:48.360 --> 00:08:50.000]  所以它象徵救恩
[00:08:50.000 --> 00:08:53.080]  另外一個象徵亦在其他的先知書
[00:08:53.080 --> 00:08:56.800]  有描述到上帝「倒出憤怒的杯」
[00:08:56.800 --> 00:08:58.000]  即是憤怒的杯
[00:08:58.000 --> 00:09:01.400]  所以「杯」同一時間是象徵審判
[00:09:01.400 --> 00:09:04.000]  馬克福音的十四章三十六節
[00:09:04.000 --> 00:09:07.040]  就提到「赫西瑪利元的杯」
[00:09:07.040 --> 00:09:08.000]  要留意
[00:09:08.000 --> 00:09:10.480]  耶穌說要將這個「虎杯」挪開
[00:09:10.480 --> 00:09:13.480]  那個「虎」字原來原文是沒有的
[00:09:13.480 --> 00:09:16.520]  也就是說耶穌祈求將這個「杯」挪開
[00:09:16.520 --> 00:09:20.080]  然而不從我的意思 單從你的意思
[00:09:20.080 --> 00:09:23.040]  所以正面的意思這個「杯」是救恩
[00:09:23.040 --> 00:09:26.000]  負面的意思這個「杯」是審判
[00:09:26.000 --> 00:09:26.800]  另外
[00:09:26.800 --> 00:09:30.280]  耶穌詢問他們是否願意分享主的洗
[00:09:30.280 --> 00:09:31.200]  受洗
[00:09:31.200 --> 00:09:32.240]  大家都明白
[00:09:32.240 --> 00:09:35.320]  是象徵你和耶穌基督同死
[00:09:35.320 --> 00:09:36.480]  同埋葬
[00:09:36.480 --> 00:09:38.520]  同復活的過程
[00:09:38.520 --> 00:09:41.160]  代表基督徒要完完全全經歷
[00:09:41.160 --> 00:09:43.240]  耶穌基督的死和復活
[00:09:43.240 --> 00:09:46.800]  和那個「杯」的理解非常相似
[00:09:46.800 --> 00:09:48.000]  總括來說
[00:09:48.000 --> 00:09:49.680]  我們每一個的信徒
[00:09:49.680 --> 00:09:51.040]  我們守主餐
[00:09:51.040 --> 00:09:52.840]  我們都分享主的「杯」
[00:09:52.840 --> 00:09:54.480]  我們接受水禮
[00:09:54.480 --> 00:09:56.320]  我們都分享主的洗
[00:09:56.320 --> 00:09:58.320]  是分享主的死亡
[00:09:58.320 --> 00:09:59.920]  分享主的復活
[00:09:59.920 --> 00:10:02.560]  和基督同死同活
[00:10:02.560 --> 00:10:04.080]  或活或死
[00:10:04.080 --> 00:10:05.560]  總是主的人
[00:10:05.560 --> 00:10:06.920]  這樣的人
[00:10:06.920 --> 00:10:09.720]  每一個都有資格
[00:10:09.720 --> 00:10:13.520]  坐在上帝榮耀的寶座上
[00:10:13.520 --> 00:10:15.320]  我們每一個都有一個寶座
[00:10:15.320 --> 00:10:19.760]  因為我們都分享了主的「杯」和主的洗
[00:10:19.760 --> 00:10:20.920]  但是
[00:10:20.920 --> 00:10:24.280]  經文用「不是我可以賜的」
[00:10:24.280 --> 00:10:28.960]  來回應坐在左邊和坐在右邊的要求
[00:10:28.960 --> 00:10:31.840]  這個為誰預備的寶座
[00:10:31.840 --> 00:10:34.040]  那個主權的位置
[00:10:34.040 --> 00:10:38.320]  只有天父才有權可以賜給我們
[00:10:38.320 --> 00:10:39.880]  連耶穌都沒有權
[00:10:39.880 --> 00:10:41.680]  只有天父才有權
[00:10:41.680 --> 00:10:42.720]  原來
[00:10:42.720 --> 00:10:44.280]  一個人的位置
[00:10:44.280 --> 00:10:46.280]  不是靠人的努力
[00:10:46.280 --> 00:10:48.920]  甚至祈求能夠獲取
[00:10:48.920 --> 00:10:52.600]  位置本身是神主權的範圍
[00:10:52.600 --> 00:10:54.360]  在神榮耀的角度
[00:10:54.360 --> 00:10:56.720]  各有自己的位置
[00:10:56.720 --> 00:11:00.040]  而位置是神所賜
[00:11:00.040 --> 00:11:02.680]  如果我們翻查希臘文
[00:11:02.680 --> 00:11:06.160]  我們看看整個新約聖經
[00:11:06.160 --> 00:11:09.680]  哪裏出現「一個在右邊 一個在左邊」
[00:11:09.680 --> 00:11:11.680]  這些希臘文的字眼呢?
[00:11:11.680 --> 00:11:12.680]  我們發現
[00:11:12.680 --> 00:11:14.320]  就是這幅圖
[00:11:14.320 --> 00:11:15.680]  就是兩個強盜
[00:11:15.680 --> 00:11:18.120]  一個在左邊 一個在右邊
[00:11:18.120 --> 00:11:20.800]  現在雅各和約翰祈求
[00:11:20.800 --> 00:11:22.800]  一個在左邊 一個在右邊
[00:11:22.800 --> 00:11:27.640]  其實並非雅各和約翰想像中那麼美麗
[00:11:27.640 --> 00:11:29.800]  所以雅各和約翰
[00:11:29.800 --> 00:11:34.280]  根本不知道自己所祈求的
[00:11:34.280 --> 00:11:36.880]  到底是些什麼
[00:11:36.880 --> 00:11:38.680]  講一件事給大家聽
[00:11:38.680 --> 00:11:41.320]  我19年的9月開始
[00:11:41.320 --> 00:11:42.960]  到20年的8月
[00:11:42.960 --> 00:11:45.080]  就是我人生第一個安息年
[00:11:45.080 --> 00:11:46.680]  也就是在建道
[00:11:46.680 --> 00:11:51.640]  安息年結束後已經是第八年
[00:11:51.640 --> 00:11:55.760]  安息年我們一家人搬到了屯門
[00:11:55.760 --> 00:11:58.200]  我的女兒因為要升中
[00:11:58.200 --> 00:12:01.200]  她讀的中學就是我以前的母校
[00:12:01.200 --> 00:12:03.400]  在屯門的友愛村裏
[00:12:03.400 --> 00:12:07.040]  我們一家人就住在屯門
[00:12:07.040 --> 00:12:08.400]  我每天的生活
[00:12:08.400 --> 00:12:10.520]  我告訴大家那時候的生活是怎樣
[00:12:10.520 --> 00:12:12.800]  那時候的生活就是早上起床
[00:12:12.800 --> 00:12:14.800]  老婆已經預備好早餐
[00:12:14.800 --> 00:12:17.640]  然後我們吃完東西之後
[00:12:17.640 --> 00:12:20.040]  我就拿著電腦去寫書
[00:12:20.040 --> 00:12:23.760]  我有一個不是很多人有的興趣
[00:12:23.760 --> 00:12:25.120]  就是寫書
[00:12:25.120 --> 00:12:29.040]  我自己在安息年寫了四本書
[00:12:29.040 --> 00:12:30.120]  完成了
[00:12:30.120 --> 00:12:31.840]  一本《你的名字》
[00:12:31.840 --> 00:12:34.080]  一本叫《你未記四十萬字》
[00:12:34.080 --> 00:12:35.040]  也完成了
[00:12:35.040 --> 00:12:38.840]  另外有兩本是《爾賽亞書》的上冊和下冊
[00:12:38.840 --> 00:12:42.080]  應該是今年底和下年頭就會出版
[00:12:42.080 --> 00:12:43.520]  我都很開心
[00:12:43.520 --> 00:12:46.320]  每天都對著電腦和對著書
[00:12:46.320 --> 00:12:48.120]  還有那些希伯來文
[00:12:48.120 --> 00:12:50.240]  中午我們夫妻就說
[00:12:50.240 --> 00:12:52.000]  我們差不多要到街上吃飯了
[00:12:52.000 --> 00:12:53.080]  擔心沒有位置
[00:12:53.080 --> 00:12:55.520]  然後就去友愛商場吃飯
[00:12:55.520 --> 00:12:56.720]  吃完飯
[00:12:56.720 --> 00:13:00.160]  我們夫妻就去友愛街市買菜
[00:13:00.160 --> 00:13:03.760]  拿著一兩堆信回家
[00:13:03.760 --> 00:13:07.200]  下午兩點多又拿著電腦去寫書
[00:13:07.200 --> 00:13:10.680]  寫到大約五點就下去跑步
[00:13:10.680 --> 00:13:12.000]  我自己跑步
[00:13:12.000 --> 00:13:14.000]  我每天都跑12K左右
[00:13:14.000 --> 00:13:15.520]  跑完之後
[00:13:15.520 --> 00:13:19.520]  回來就說有晚飯吃了
[00:13:19.520 --> 00:13:21.280]  吃完之後
[00:13:21.280 --> 00:13:24.520]  因為疫情的緣故沒什麼地方可以去
[00:13:24.520 --> 00:13:26.800]  所以就訂了一個Netflix
[00:13:26.800 --> 00:13:28.400]  一家人去看Netflix
[00:13:28.400 --> 00:13:30.400]  所以那些韓劇都已經播出了
[00:13:30.400 --> 00:13:33.840]  我和我女兒一起去討論一下韓劇
[00:13:33.840 --> 00:13:35.880]  《愛的迫降》、《利太遠》
[00:13:35.880 --> 00:13:38.960]  所以生活都挺寫意
[00:13:38.960 --> 00:13:40.040]  挺享受的
[00:13:40.040 --> 00:13:43.480]  不過現在就要長洲與屯門的距離了
[00:13:43.480 --> 00:13:45.480]  我有一個感覺
[00:13:45.480 --> 00:13:47.880]  就是安息年有一個眼界
[00:13:47.880 --> 00:13:51.880]  就是隨時我都能夠被人取締的眼界
[00:13:51.880 --> 00:13:53.440]  這個感覺很深
[00:13:53.440 --> 00:13:55.640]  因為原來這個世界沒有我
[00:13:55.640 --> 00:13:57.080]  仍然在運作
[00:13:57.080 --> 00:13:59.440]  原來見到神學院沒有我是可以的
[00:13:59.440 --> 00:14:04.720]  原來所有的職務是卸下的
[00:14:04.720 --> 00:14:06.920]  原來這個地球繼續這樣轉
[00:14:06.920 --> 00:14:09.160]  你就會覺得原來你的位置
[00:14:09.160 --> 00:14:11.640]  真的可以隨時被人取締
[00:14:11.640 --> 00:14:12.920]  這個很恐怖
[00:14:12.920 --> 00:14:14.560]  但是也很真實
[00:14:14.560 --> 00:14:16.760]  其實也很開心
[00:14:16.760 --> 00:14:19.160]  因為我能夠打回原形
[00:14:19.160 --> 00:14:20.800]  做回一個自己
[00:14:20.800 --> 00:14:21.600]  這個是很開心的
[00:14:21.600 --> 00:14:22.520]  我告訴大家
[00:14:22.520 --> 00:14:23.880]  我有一次
[00:14:23.880 --> 00:14:26.360]  就去買菜和老婆
[00:14:26.360 --> 00:14:27.400]  買完菜之後
[00:14:27.400 --> 00:14:29.000]  我老婆要和別人做輔導
[00:14:29.000 --> 00:14:29.600]  見個案
[00:14:29.600 --> 00:14:30.560]  她就先走了
[00:14:30.560 --> 00:14:34.200]  我一個人就乘著一堆菜回家
[00:14:34.200 --> 00:14:38.640]  我當時的衣著是背心、短褲和涼鞋
[00:14:38.640 --> 00:14:40.120]  大家都知道
[00:14:40.120 --> 00:14:41.640]  見到神學院的校友
[00:14:41.640 --> 00:14:43.040]  十八區都有
[00:14:43.040 --> 00:14:46.560]  有一次有一個校友在友愛邨碰到我
[00:14:46.560 --> 00:14:48.160]  就看著我很稀奇
[00:14:48.160 --> 00:14:49.840]  「你是高明謙來的?」
[00:14:49.840 --> 00:14:53.200]  我說「是的,我是高sir來的」
[00:14:53.200 --> 00:14:58.520]  接著他就連忙拿著相機幫我拍照
[00:14:58.520 --> 00:15:00.440]  又幫我自拍
[00:15:00.440 --> 00:15:02.200]  自拍、打卡
[00:15:02.200 --> 00:15:04.000]  想不到是你
[00:15:04.000 --> 00:15:05.400]  因為我穿著那些裝束
[00:15:05.400 --> 00:15:06.440]  接著我很開心
[00:15:06.440 --> 00:15:08.600]  和這位弟兄一起聊聊
[00:15:08.600 --> 00:15:12.360]  吃什麼魚、吃什麼菜、吃什麼肉之類的
[00:15:12.360 --> 00:15:13.200]  很開心
[00:15:13.200 --> 00:15:14.400]  我就警告他
[00:15:14.400 --> 00:15:16.400]  你不要上載到網上
[00:15:16.400 --> 00:15:22.400]  我自己覺得一個不能奪去的位置
[00:15:22.400 --> 00:15:24.920]  我在我太太心目當中的位置
[00:15:24.920 --> 00:15:27.760]  在我女兒心目當中的位置
[00:15:27.760 --> 00:15:29.440]  在我父母心目當中的位置
[00:15:29.440 --> 00:15:34.200]  甚至在我上帝心目當中的位置
[00:15:34.200 --> 00:15:39.600]  就不會被奪去一個永恆的位置
[00:15:39.600 --> 00:15:42.320]  在神的榮耀裡面
[00:15:42.320 --> 00:15:44.480]  每個人都有位置
[00:15:44.480 --> 00:15:48.520]  全因為我們分享了主的杯和主的洗
[00:15:48.520 --> 00:15:50.840]  這個位置沒有分地位高低
[00:15:50.840 --> 00:15:51.960]  弟兄姊妹
[00:15:51.960 --> 00:15:53.800]  是一個人的身份所在
[00:15:53.800 --> 00:15:55.600]  哪怕我打回原形
[00:15:55.600 --> 00:15:59.920]  穿回背心和短褲
[00:15:59.920 --> 00:16:02.560]  這個位置都不能夠奪去
[00:16:02.560 --> 00:16:07.760]  但是偏偏人對這個基本的位置不滿足
[00:16:07.760 --> 00:16:10.960]  偏要為不同的位置去分門別類
[00:16:10.960 --> 00:16:15.720]  然後將心中地位高低的概念和慾望
[00:16:15.720 --> 00:16:21.520]  放諸在本來單純和欣點的位置裡面
[00:16:21.520 --> 00:16:24.200]  將那個永恆高貴的位置
[00:16:24.200 --> 00:16:28.600]  賤賣給世俗的地位和身份
[00:16:28.600 --> 00:16:30.440]  耶穌的回應就是說
[00:16:30.440 --> 00:16:33.760]  「不是我可以持的」
[00:16:33.760 --> 00:16:37.840]  耶穌完全否定雅各和約翰的欲求
[00:16:37.840 --> 00:16:40.480]  也否定我們的欲求
[00:16:40.480 --> 00:16:43.000]  將我們打回原形
[00:16:43.000 --> 00:16:45.120]  「不是我可以持的」
[00:16:45.120 --> 00:16:49.600]  說明了那個位置的單純和欣點
[00:16:49.600 --> 00:16:52.400]  這是第一個「不」
[00:16:52.400 --> 00:16:53.600]  第二個「不」
[00:16:53.600 --> 00:16:55.920]  「不是這樣」
[00:16:55.920 --> 00:16:58.640]  雅各和約翰對耶穌的祈求
[00:16:58.640 --> 00:17:01.200]  引來其他十個門徒的擾擾
[00:17:01.200 --> 00:17:04.840]  耶穌其實沒有想過要平息他們的憤怒
[00:17:04.840 --> 00:17:08.920]  只不過趁這個機會作出更多的教導
[00:17:08.920 --> 00:17:13.200]  說明了有兩種不同的領袖觀念在這裡
[00:17:13.200 --> 00:17:16.000]  首先第一種的領袖觀念
[00:17:16.000 --> 00:17:20.600]  其實就是外邦人由尊為君王治理他們
[00:17:20.600 --> 00:17:23.440]  由大臣操權管束他們
[00:17:23.440 --> 00:17:25.160]  這個概念
[00:17:25.160 --> 00:17:27.240]  在當時羅馬帝國的文化裡
[00:17:27.240 --> 00:17:29.040]  這些所謂的大臣
[00:17:29.040 --> 00:17:31.960]  其實就是管治人民的官長
[00:17:31.960 --> 00:17:35.960]  他們通常都享有讚美和特權
[00:17:35.960 --> 00:17:39.200]  去顯示他們權力的操控
[00:17:39.200 --> 00:17:41.280]  為了合乎自身的利益
[00:17:41.280 --> 00:17:43.520]  為了合乎自己的地位
[00:17:43.520 --> 00:17:45.920]  希望別人去服侍他們
[00:17:45.920 --> 00:17:48.920]  希望別人去確立他們
[00:17:48.920 --> 00:17:52.520]  這是當時世俗所定義的領袖
[00:17:52.520 --> 00:17:56.240]  與雅各和約翰那個一個在左邊
[00:17:56.240 --> 00:17:59.800]  一個在右邊的思維非常貼近
[00:17:59.800 --> 00:18:03.000]  但是耶穌對這個世俗盛行的領袖觀
[00:18:03.000 --> 00:18:05.640]  作出根本上的否定
[00:18:05.640 --> 00:18:08.480]  不是這樣去作出回應
[00:18:08.480 --> 00:18:10.960]  並且提到如果你看螢光幕
[00:18:10.960 --> 00:18:16.080]  你就會發現有一個字眼重複出現三次
[00:18:16.080 --> 00:18:21.400]  那個字眼就是「在你們中間」那個字
[00:18:21.400 --> 00:18:22.920]  即是告訴我們
[00:18:22.920 --> 00:18:25.240]  領袖的第一個特徵
[00:18:25.240 --> 00:18:28.200]  就是「在你們中間」
[00:18:28.200 --> 00:18:31.720]  代表領袖並非礙於群體獨立
[00:18:31.720 --> 00:18:33.800]  不設身的個體
[00:18:33.800 --> 00:18:38.400]  也並不是去抽離群體的福禍人士
[00:18:38.400 --> 00:18:42.760]  不是隔岸觀火,也不是明哲保身
[00:18:42.760 --> 00:18:44.800]  而是在群體當中
[00:18:44.800 --> 00:18:48.920]  與他們共同承擔福禍的一個人
[00:18:48.920 --> 00:18:51.560]  這是領袖的第一個特徵
[00:18:51.560 --> 00:18:53.520]  領袖的第二個特徵
[00:18:53.520 --> 00:18:57.920]  就是經文所說的「你們的用人」
[00:18:57.920 --> 00:19:01.520]  「用人」這個字有一個「從屬」的意思
[00:19:01.520 --> 00:19:02.920]  Subordinate
