
[00:00:00.000 --> 00:00:02.000]  各位弟兄平安
[00:02:50.500 --> 00:02:53.060]  很漂亮的擺出來,很吸引
[00:02:53.060 --> 00:02:54.820]  雖然現在都很貴
[00:02:54.820 --> 00:02:57.540]  有一次我去買了它來吃
[00:02:57.540 --> 00:02:59.460]  因為太吸引了
[00:02:59.460 --> 00:03:01.380]  但我不知道你有沒有我的感覺
[00:03:01.380 --> 00:03:03.740]  就是吃了
[00:03:03.740 --> 00:03:06.900]  好像沒有吃到東西
[00:03:06.900 --> 00:03:09.100]  咬下去好像自己咬了一些東西
[00:03:09.100 --> 00:03:10.780]  好像沒有吃到東西
[00:03:10.780 --> 00:03:15.660]  好像吃了空氣一樣
[00:03:15.660 --> 00:03:18.980]  可能我們的生活都一樣
[00:03:18.980 --> 00:03:21.020]  我們好像做了很多事
[00:03:21.020 --> 00:03:24.180]  但到頭來好像沒有做到事一樣
[00:03:24.180 --> 00:03:26.140]  當我們細心一想的時候
[00:03:26.140 --> 00:03:28.580]  自己是否被裡面很多的擔憂
[00:03:28.580 --> 00:03:30.180]  很多的焦慮
[00:03:30.180 --> 00:03:33.780]  很多的恐懼去推動我們
[00:03:33.780 --> 00:03:35.580]  讓我們不由自主地
[00:03:35.580 --> 00:03:37.260]  去做了一件又一件
[00:03:37.260 --> 00:03:39.980]  看來好像很重要
[00:03:39.980 --> 00:03:42.900]  不過過後當我們靜下來的時候
[00:03:42.900 --> 00:03:47.460]  又發現無關痛癢的事
[00:03:47.460 --> 00:03:49.460]  不過最糟糕的地方是
[00:03:49.460 --> 00:03:51.780]  在忙忙碌碌之間
[00:03:51.780 --> 00:03:54.580]  我們都會很無意識地
[00:03:54.580 --> 00:03:56.420]  將上帝
[00:03:56.420 --> 00:03:57.980]  將我們的家人
[00:03:57.980 --> 00:03:59.980]  和我們的親友
[00:03:59.980 --> 00:04:02.020]  將我們個人的需要
[00:04:02.020 --> 00:04:05.940]  去逼出我們生活之外
[00:04:05.940 --> 00:04:08.060]  要很有意識
[00:04:08.060 --> 00:04:09.700]  很醒覺
[00:04:09.700 --> 00:04:13.180]  才捉得住生命的重心
[00:04:13.180 --> 00:04:18.460]  捉得住上帝想要我們過的生活
[00:04:18.460 --> 00:04:19.780]  這個覺醒
[00:04:19.780 --> 00:04:22.540]  這個意識從哪裡來呢
[00:04:22.540 --> 00:04:25.380]  今天的經文會給我們答案
[00:04:25.380 --> 00:04:31.700]  邀請大家一起和我祈禱
[00:04:31.700 --> 00:04:35.780]  世外恩主我們知道你無處不在
[00:04:35.780 --> 00:04:39.860]  就好像空氣在我們身邊一樣
[00:04:39.860 --> 00:04:42.180]  不過當我們習慣了的時候
[00:04:42.180 --> 00:04:43.780]  我們都不意識
[00:04:43.780 --> 00:04:47.620]  其實空氣只能給我們生命氣息
[00:04:47.620 --> 00:04:49.300]  天父你也一樣
[00:04:49.300 --> 00:04:51.380]  你經常在我們身邊
[00:04:51.380 --> 00:04:55.220]  來扶持我們、看顧我們
[00:04:55.220 --> 00:04:57.060]  但很多時候都是要到
[00:04:57.060 --> 00:04:58.860]  我們呼吸不了
[00:04:58.860 --> 00:05:02.460]  我們才知道空氣的重要
[00:05:02.460 --> 00:05:05.740]  當我們落下一種警惕的時候
[00:05:05.740 --> 00:05:08.580]  發現我們沒有了上帝不行的時候
[00:05:08.580 --> 00:05:10.620]  我們才去找你
[00:05:10.620 --> 00:05:13.300]  想求上主你親自幫助我們
[00:05:13.300 --> 00:05:15.940]  去一份渴望你的心
[00:05:15.940 --> 00:05:19.220]  去敏銳你時刻的與我們同在
[00:05:19.220 --> 00:05:20.820]  特別在這個時刻
[00:05:20.820 --> 00:05:23.500]  讓聖靈賜給我們有悟性
[00:05:23.500 --> 00:05:26.540]  以至我們能夠明白你話語中的奧秘
[00:05:26.540 --> 00:05:30.020]  有言講的和聽的都同盟你的月立
[00:05:30.020 --> 00:05:32.500]  其都奉主耶穌基督的名義求
[00:05:32.500 --> 00:05:34.860]  對的
[00:05:34.860 --> 00:05:38.340]  啟示錄被認為是使徒約翰
[00:05:38.340 --> 00:05:40.900]  即是約翰封裡面那個被形容為
[00:05:40.900 --> 00:05:42.540]  「主耶穌所愛的門徒」
[00:05:42.540 --> 00:05:45.420]  那位約翰所寫的
[00:05:45.420 --> 00:05:50.980]  那時候約翰被放逐到伯摩島上
[00:05:50.980 --> 00:05:55.340]  相傳約翰已經是八十多、九十歲的老人家
[00:05:55.340 --> 00:05:58.060]  那究竟他做了些什麼事呢?
[00:05:58.060 --> 00:06:01.540]  以致約翰當時的羅馬政權那麼害怕他
[00:06:01.540 --> 00:06:03.660]  要將他視為犯人
[00:06:03.660 --> 00:06:05.220]  用放逐的方式
[00:06:05.220 --> 00:06:09.980]  將他囚禁在伯摩海島上
[00:06:09.980 --> 00:06:11.380]  翻查一些文獻才知道
[00:06:11.380 --> 00:06:13.980]  原來當時信耶穌
[00:06:13.980 --> 00:06:16.940]  承認耶穌是自己的恩主
[00:06:16.940 --> 00:06:19.420]  是一件犯法的事
[00:06:19.420 --> 00:06:21.540]  是會被抓去坐牢
[00:06:21.540 --> 00:06:23.580]  被誤人道地對待
[00:06:23.580 --> 00:06:26.180]  甚至是被處死的
[00:06:26.180 --> 00:06:28.100]  所以當我們讀到羅馬書時說
[00:06:28.100 --> 00:06:32.100]  「口裡承認,心裡相信就必得救」
[00:06:32.100 --> 00:06:34.700]  其實跟我們坐在這個很安逸的地方
[00:06:34.700 --> 00:06:36.660]  去說同一句話
[00:06:36.660 --> 00:06:38.620]  真的差得很遠
[00:06:38.620 --> 00:06:40.780]  不是說完就算了
[00:06:40.780 --> 00:06:43.980]  因為初期教會的信徒是用自己的命
[00:06:43.980 --> 00:06:47.460]  來證明自己真的要相信耶穌的
[00:06:47.460 --> 00:06:50.140]  含金量很高的
[00:06:50.140 --> 00:06:52.300]  真的不能說笑
[00:06:52.300 --> 00:06:56.580]  啟述錄整段書是用天啟文學的方式來書寫
[00:06:56.580 --> 00:06:59.340]  包含了一些默示和異象
[00:06:59.340 --> 00:07:03.100]  用象徵性的語言去表達約翰想說些什麼
[00:07:03.100 --> 00:07:08.980]  或者說約翰想說上帝要去說的事
[00:07:08.980 --> 00:07:11.940]  它的內容對當時的信徒來說
[00:07:11.940 --> 00:07:14.220]  不是很難去明白的
[00:07:14.220 --> 00:07:17.300]  不過對於一些未信耶穌的人
[00:07:17.300 --> 00:07:19.860]  或者後世的基督徒
[00:07:19.860 --> 00:07:22.300]  就很難去明白了
[00:07:22.300 --> 00:07:25.060]  就如我們去說六四
[00:07:25.060 --> 00:07:27.100]  或者說播錯國歌
[00:07:27.100 --> 00:07:28.020]  其實不用解釋
[00:07:28.020 --> 00:07:30.940]  大家能夠明白和意會
[00:07:30.940 --> 00:07:33.180]  不過對於你不是香港人
[00:07:33.180 --> 00:07:36.540]  又或者這幾年你不是生活在香港的話
[00:07:36.540 --> 00:07:40.460]  就可能一番嘗試解釋都未必明白
[00:07:40.460 --> 00:07:44.500]  更何況是二千年之後的地球人
[00:07:44.500 --> 00:07:46.860]  更加難明白了
[00:07:46.860 --> 00:07:50.660]  不過整段書的主線都很明確
[00:07:50.660 --> 00:07:51.780]  告訴我們
[00:07:51.780 --> 00:07:53.420]  藉著主耶穌基督
[00:07:53.420 --> 00:07:57.580]  上帝最後會徹底擊敗一切的仇敵
[00:07:57.580 --> 00:07:59.580]  包括撒旦在內
[00:07:59.580 --> 00:08:01.020]  而且要在勝利的日子
[00:08:01.020 --> 00:08:03.900]  去獎賞祂忠心的指紋
[00:08:03.900 --> 00:08:08.060]  賜給他們有新天新地
[00:08:08.060 --> 00:08:11.300]  今天經文描述約翰被聖靈感動
[00:08:11.300 --> 00:08:14.700]  讓他看到新天新地
[00:08:14.700 --> 00:08:17.460]  跟現在的天和地不同
[00:08:17.460 --> 00:08:19.420]  海都沒有了
[00:08:19.420 --> 00:08:23.020]  海在舊日的時候表示了罪惡的力量
[00:08:23.020 --> 00:08:26.780]  即是說罪惡在新天新地的時候
[00:08:26.780 --> 00:08:29.980]  已經沒有它容身的地方
[00:08:29.980 --> 00:08:33.460]  約翰又看到聖城新耶路撒冷
[00:08:33.460 --> 00:08:36.180]  從天而降
[00:08:36.180 --> 00:08:38.580]  不過我們再看後面的經文的時候
[00:08:38.580 --> 00:08:41.420]  原來那個不是指一座城
[00:08:41.420 --> 00:08:44.580]  雖然經文描述有尺寸
[00:08:44.580 --> 00:08:47.020]  有根基有門戶
[00:08:47.020 --> 00:08:49.460]  不過原來不是指一座城
[00:08:49.460 --> 00:08:50.540]  看啟示錄的也一章
[00:08:50.540 --> 00:08:52.900]  九節十節即是之後的經文
[00:08:52.900 --> 00:08:55.260]  大家聽我讀出
[00:08:55.260 --> 00:08:57.820]  經文這樣說你來吧
[00:08:57.820 --> 00:09:00.020]  我要讓你看新娘
[00:09:00.020 --> 00:09:02.460]  就是高揚的妻子
[00:09:02.460 --> 00:09:04.740]  讓在聖靈的感動之下
[00:09:04.740 --> 00:09:08.180]  天使帶他去到一座很高的山
[00:09:08.180 --> 00:09:10.260]  讓他看到由上帝那裡
[00:09:10.260 --> 00:09:15.980]  從天而降的聖城耶路撒冷
[00:09:15.980 --> 00:09:18.540]  聖城新耶路撒冷指的是
[00:09:18.540 --> 00:09:21.860]  基督的新婦新娘
[00:09:21.860 --> 00:09:23.900]  她打扮整齊
[00:09:23.900 --> 00:09:27.020]  她在等待這個新郎的來臨
[00:09:27.020 --> 00:09:28.820]  聖經也描述過
[00:09:28.820 --> 00:09:30.220]  相信大家都知道
[00:09:30.220 --> 00:09:33.420]  基督的新婦就是教會
[00:09:33.420 --> 00:09:35.500]  不過教會也不是指一座建築物
[00:09:35.500 --> 00:09:37.700]  雖然我們坐在這個建築物裏面
[00:09:37.700 --> 00:09:38.620]  可以稱為教會
[00:09:38.620 --> 00:09:42.380]  不過教會不是指一座建築物
[00:09:42.380 --> 00:09:44.620]  是比起前書的二章五節這樣說
[00:09:44.620 --> 00:09:49.300]  是指你們作為活石
[00:09:49.300 --> 00:09:51.460]  那些會動的石頭
[00:09:51.460 --> 00:09:53.340]  有生命的石頭
[00:09:53.340 --> 00:09:57.460]  要被建造成為屬靈的殿
[00:09:57.460 --> 00:10:01.060]  我們就好像這塊塊活生生的石頭
[00:10:01.060 --> 00:10:02.220]  大家一起聚合
[00:10:02.220 --> 00:10:05.380]  同心合意去履行上帝給我們的任務
[00:10:05.380 --> 00:10:08.660]  那個就是教會
[00:10:08.660 --> 00:10:10.060]  聖城新耶路撒冷指的
[00:10:10.060 --> 00:10:13.500]  就是上帝的子民所組成的群體
[00:10:13.500 --> 00:10:15.740]  並不是指一座建築物
[00:10:15.740 --> 00:10:18.100]  我們再看第三節
[00:10:18.100 --> 00:10:20.620]  聖城裏面沒有聖殿
[00:10:20.620 --> 00:10:24.100]  是描述上帝的帳幕在人間
[00:10:24.100 --> 00:10:27.100]  帳幕指的是在出一及記的時候
[00:10:27.100 --> 00:10:29.220]  在出一及的時候
[00:10:29.220 --> 00:10:31.540]  百姓在抗野
[00:10:31.540 --> 00:10:33.420]  按吩咐他們當然是
[00:10:33.420 --> 00:10:35.900]  支凹帳棚是自己住的
[00:10:35.900 --> 00:10:38.420]  但同時間他們會
[00:10:38.420 --> 00:10:41.980]  搭建一座聖幕
[00:10:41.980 --> 00:10:43.340]  他們建營的時候
[00:10:43.340 --> 00:10:44.540]  聖幕也要建
[00:10:44.540 --> 00:10:45.940]  然後去到哪個地方
[00:10:45.940 --> 00:10:47.900]  去搭建營幕的時候
[00:10:47.900 --> 00:10:50.860]  這座聖幕也要搭建出來
[00:10:50.860 --> 00:10:55.220]  聖幕表示了上帝和人在一起
[00:10:55.220 --> 00:10:56.660]  現在在新興新地裏面
[00:10:56.660 --> 00:10:59.740]  不需要再搭建這個聖幕了
[00:10:59.740 --> 00:11:02.860]  也不需要有營的建築物聖殿
[00:11:02.860 --> 00:11:05.620]  因為上帝親自
[00:11:05.620 --> 00:11:08.660]  並且要永遠和祂的子民同在
[00:11:08.660 --> 00:11:11.700]  我們不再和上帝分離
[00:11:11.700 --> 00:11:13.100]  在新興新地之下
[00:11:13.100 --> 00:11:15.300]  這個聖城新耶路撒冷
[00:11:15.300 --> 00:11:18.220]  上帝親自的同在之下
[00:11:18.220 --> 00:11:24.740]  祂的子民不再有一些不願有的事
[00:11:24.740 --> 00:11:26.140]  什麼事呢?
[00:11:26.140 --> 00:11:27.820]  就是不再有眼淚
[00:11:27.820 --> 00:11:29.260]  不再有死亡
[00:11:29.260 --> 00:11:32.460]  不再有悲哀哭號痛苦
[00:11:32.460 --> 00:11:35.020]  因為這些事都過去了
[00:11:35.020 --> 00:11:35.980]  有學者指出
[00:11:35.980 --> 00:11:38.180]  就是因為罪
[00:11:38.180 --> 00:11:39.740]  在新興新地的時候
[00:11:39.740 --> 00:11:40.580]  沒有去過位置
[00:11:40.580 --> 00:11:42.060]  他不能夠作亡
[00:11:42.060 --> 00:11:43.220]  他不能夠再有力量
[00:11:43.220 --> 00:11:46.580]  去向那些不聽罪指使的子民
[00:11:46.580 --> 00:11:49.780]  不聽罪指使的上帝子民
[00:11:49.780 --> 00:11:53.340]  去作出讓他們有眼淚、死亡
[00:11:53.340 --> 00:11:58.420]  悲哀哭號痛苦的事
[00:11:58.420 --> 00:12:00.700]  那是不是每一個基督徒
[00:12:00.700 --> 00:12:03.060]  都可以在這個新興新地
[00:12:03.060 --> 00:12:05.340]  去享受上帝的同在
[00:12:05.340 --> 00:12:08.300]  以及祂所給我們的福樂呢?
[00:12:08.300 --> 00:12:09.980]  原來不是
[00:12:09.980 --> 00:12:15.380]  聖經說「得勝的必要承受這些」
[00:12:15.380 --> 00:12:17.740]  這是在第七節
[00:12:17.740 --> 00:12:20.060]  「得勝的必承受者」
[00:12:20.060 --> 00:12:22.100]  「我要作祂的神」
[00:12:22.100 --> 00:12:24.420]  「祂要作我的兒子」
[00:12:24.420 --> 00:12:25.540]  第八節
[00:12:25.540 --> 00:12:27.740]  「至於那些膽怯的、不信的」
[00:12:27.740 --> 00:12:31.060]  「可憎的、殺人的、淫亂的」
[00:12:31.060 --> 00:12:33.060]  「行邪術的、拜偶像的」
[00:12:33.060 --> 00:12:35.540]  以及一切說謊的人
[00:12:35.540 --> 00:12:40.100]  他們的份就是在燒著的硫磺火湖裡
[00:12:40.100 --> 00:12:43.780]  去接受第二次的死
[00:12:43.780 --> 00:12:47.940]  那些是得勝的信徒呢?
[00:12:47.940 --> 00:12:50.780]  你和我會不會在裡面呢?
[00:12:50.780 --> 00:12:51.780]  聖經告訴我們
[00:12:51.780 --> 00:12:54.700]  就是那些在任何狀況底下
[00:12:54.700 --> 00:12:56.740]  只認耶穌為主
[00:12:56.740 --> 00:12:58.500]  只尊上帝為聖
[00:12:58.500 --> 00:13:05.580]  只聽上帝的吩咐去堅持信任祂到底的人
[00:13:05.580 --> 00:13:09.500]  不知道你覺得難不難呢?
[00:13:09.500 --> 00:13:11.260]  在任何情況底下
[00:13:11.260 --> 00:13:13.100]  只尊上帝為聖
[00:13:13.100 --> 00:13:14.900]  只聽上帝的吩咐
[00:13:14.900 --> 00:13:18.660]  堅持信任祂到底的人
[00:13:18.660 --> 00:13:21.660]  我很想像在初期教會的時候
[00:13:21.660 --> 00:13:24.380]  他們面對什麼狀況
[00:13:24.380 --> 00:13:26.220]  好像我剛才所說
[00:13:26.220 --> 00:13:31.340]  他們面對一個對他們有敵意的政權
[00:13:31.340 --> 00:13:34.300]  面對會讓我們有眼淚、有死亡、有悲哀
[00:13:34.300 --> 00:13:37.220]  有哭喊、有痛苦的事情
[00:13:37.220 --> 00:13:41.020]  我們行不行呢?
[00:13:41.020 --> 00:13:43.820]  我相信你和我都很坦白地說
[00:13:43.820 --> 00:13:46.500]  真的靠我們真的不行
[00:13:46.500 --> 00:13:48.780]  所以第六節上帝就說
[00:13:48.780 --> 00:13:50.340]  祂要把生命的泉水
[00:13:50.340 --> 00:13:55.580]  白白地賜給那些口渴的人看
[00:13:55.580 --> 00:13:57.900]  這個口渴是什麼呢?
[00:13:57.900 --> 00:14:01.420]  原來指我們渴望永遠站在上帝那邊
[00:14:01.420 --> 00:14:04.460]  我們渴望只是聽上帝的吩咐
[00:14:04.460 --> 00:14:06.980]  我們渴望只是尊上帝為聖
[00:14:06.980 --> 00:14:09.140]  只是認耶穌為主
[00:14:09.140 --> 00:14:13.420]  祂就白白地將這個生命的泉水賜給我們
[00:14:13.420 --> 00:14:16.500]  以致我們有力量去戰勝
[00:14:16.500 --> 00:14:19.500]  我們站穩我們站在上帝那邊
[00:14:19.500 --> 00:14:21.420]  就是站在上帝那邊
[00:14:21.420 --> 00:14:27.060]  所以待會這邊有很多的引誘、很多的兇險
[00:14:27.060 --> 00:14:31.180]  很多的威嚇
[00:14:31.180 --> 00:14:33.860]  我們都站穩自己的腳步
[00:14:33.860 --> 00:14:35.340]  在我腦海裏面出現的就是
[00:14:35.340 --> 00:14:40.780]  耶穌基督在哈西瑪利園祈禱
[00:14:40.780 --> 00:14:43.420]  祂知道祂要站在這邊
[00:14:43.420 --> 00:14:45.540]  不過祂沒有力量
[00:14:45.540 --> 00:14:47.420]  因為你在這邊告訴祂
[00:14:47.420 --> 00:14:49.460]  祂站在上帝那邊的時候
[00:14:49.460 --> 00:14:55.700]  祂要面對十字架的痛苦和凌辱
[00:14:55.700 --> 00:14:58.060]  耶穌自己都很軟弱
[00:14:58.060 --> 00:15:02.580]  祂想站在這邊
[00:15:02.580 --> 00:15:08.460]  但當祂要面對這個痛苦的時候
[00:15:08.460 --> 00:15:11.180]  祂覺得自己沒有力量
[00:15:11.180 --> 00:15:12.780]  祂很掙扎
[00:15:12.780 --> 00:15:15.860]  聖經說掙扎到一個地步的時候
[00:15:15.860 --> 00:15:21.020]  祂的汗在額頭一滴一滴地滴出來
[00:15:21.020 --> 00:15:23.420]  如果你曾經有過這個心靈的掙扎的時候
[00:15:23.420 --> 00:15:30.100]  你就知道原來這些決定是不容易的
[00:15:30.100 --> 00:15:33.100]  但是耶穌給我們的榜樣是什麼呢
[00:15:33.100 --> 00:15:35.740]  祂透過祈禱
[00:15:35.740 --> 00:15:37.460]  祂說不要照我的意思
[00:15:37.460 --> 00:15:40.780]  照上帝你的意思
[00:15:40.780 --> 00:15:42.380]  然後聖靈就來
[00:15:42.380 --> 00:15:44.620]  天使就來加給祂力量
[00:15:44.620 --> 00:15:46.340]  祂一靠著我們
[00:15:46.340 --> 00:15:50.220]  我們很快就會走回這邊
[00:15:50.220 --> 00:15:51.540]  靠著上帝的力量
[00:15:51.540 --> 00:15:56.340]  我們才可以站穩腳步堅持到底
[00:15:56.340 --> 00:15:58.340]  接著你和我就會想
[00:15:58.340 --> 00:16:01.820]  其實現今的香港
[00:16:01.820 --> 00:16:05.340]  讓我們離開信仰離開上帝的
[00:16:05.340 --> 00:16:08.140]  絕對不會像初期教會那樣
[00:16:08.140 --> 00:16:11.580]  或者歷世歷代一些被政權所迫害
[00:16:11.580 --> 00:16:13.540]  需要殉道的信徒
[00:16:13.540 --> 00:16:15.420]  他們所受到的痛苦
[00:16:15.420 --> 00:16:17.100]  我們沒有
[00:16:17.100 --> 00:16:19.380]  我們絕對沒有像耶穌基督
[00:16:19.380 --> 00:16:20.900]  面臨那個抉擇的時候
[00:16:20.900 --> 00:16:22.700]  面對那個痛苦
[00:16:22.700 --> 00:16:26.860]  也沒有初期教會面對那個強權
[00:16:26.860 --> 00:16:30.100]  我們更加不需要殉道
[00:16:30.100 --> 00:16:33.780]  我們沒有因為我們的信仰
[00:16:33.780 --> 00:16:35.580]  而要做一些抉擇
[00:16:35.580 --> 00:16:38.420]  在這個痛苦的面前
[00:16:38.420 --> 00:16:42.100]  那是什麼會使我們離開我們的信仰呢
[00:16:42.100 --> 00:16:47.540]  有可能離開我們的信仰呢
[00:16:47.540 --> 00:16:49.140]  有什麼東西
[00:16:49.140 --> 00:16:52.260]  會讓我們有可能離開我們的信仰
[00:16:52.260 --> 00:16:57.020]  以致我們不是那個德性的基督徒呢
[00:16:57.020 --> 00:16:58.700]  會不會是
[00:16:58.700 --> 00:17:06.100]  我們和上帝慢慢慢慢地生疏了呢
[00:17:06.100 --> 00:17:10.540]  就好像我們和我們身邊的人生疏一樣
[00:17:10.540 --> 00:17:12.180]  可能我們很忙碌
[00:17:12.180 --> 00:17:13.580]  忙得很緊要
[00:17:13.580 --> 00:17:15.420]  可能有一天你突然間發現
[00:17:15.420 --> 00:17:17.620]  躺在你身邊的人
[00:17:17.620 --> 00:17:21.460]  為什麼我和他沒有感覺呢
[00:17:21.460 --> 00:17:24.180]  突然間我的兒子原來都長大了
[00:17:24.180 --> 00:17:26.020]  很陌生
[00:17:26.020 --> 00:17:30.980]  這麼不聽話
[00:17:30.980 --> 00:17:32.620]  因為生疏
[00:17:32.620 --> 00:17:35.460]  人與人之間發生了很多的誤會
[00:17:35.460 --> 00:17:37.780]  衝突和隔膜
[00:17:37.780 --> 00:17:40.860]  其實我們和上帝都一樣
[00:17:40.860 --> 00:17:42.660]  慢慢慢慢
[00:17:42.660 --> 00:17:43.820]  我們和上帝生疏
[00:17:43.820 --> 00:17:46.380]  我們自己都不覺得
[00:17:46.380 --> 00:17:48.540]  而如果加上
[00:17:48.540 --> 00:17:50.820]  我們遇到一些困難
[00:17:50.820 --> 00:17:53.500]  一些不如意的事情的時候
[00:17:53.500 --> 00:17:55.780]  又或者自己不太想面對
[00:17:55.780 --> 00:17:58.420]  但是一定要面對的狀況
[00:17:58.420 --> 00:18:00.420]  可能我們身體不適
[00:18:00.420 --> 00:18:04.140]  甚至我們患了一個不可以逆轉的疾病
[00:18:04.140 --> 00:18:05.820]  有可能是我們的孩子
[00:18:05.820 --> 00:18:07.980]  有可能是我們的配偶、我們的親人
[00:18:07.980 --> 00:18:10.580]  不像我們的預期
[00:18:10.580 --> 00:18:12.500]  又或者可能是我們的生活
[00:18:12.500 --> 00:18:14.380]  我們的經濟面臨壓力
[00:18:14.380 --> 00:18:18.020]  我們努力極都未見到出路
[00:18:18.020 --> 00:18:20.860]  又或者可能是突然而來的難關
[00:18:20.860 --> 00:18:23.260]  讓自己措手不及
[00:18:23.260 --> 00:18:25.860]  又或者是我們身邊的信徒、牧者
[00:18:25.860 --> 00:18:27.780]  他們的信行不一
[00:18:27.780 --> 00:18:30.300]  叫我們失望
[00:18:30.300 --> 00:18:34.300]  我們當然很想離開眼前這些狀況
[00:18:34.300 --> 00:18:36.260]  一切復甦
[00:18:36.260 --> 00:18:38.540]  我們當然期望就是上帝
[00:18:38.540 --> 00:18:40.540]  可以懲罰那些惡人
[00:18:40.540 --> 00:18:43.340]  懲罰那些失德失恨的牧者信徒
[00:18:43.340 --> 00:18:46.420]  不過我們都知道
[00:18:46.420 --> 00:18:48.980]  上帝不一定像我們的禱告
[00:18:48.980 --> 00:18:50.300]  去為我們施行神蹟
[00:18:50.300 --> 00:18:53.020]  叫我們一天之間去離開困境
[00:18:53.020 --> 00:18:57.540]  看到我們認為的正義可以彰顯
[00:18:57.540 --> 00:18:59.900]  那時候我們會懷疑
[00:18:59.900 --> 00:19:03.620]  甚至會誘惑叫我們離開我們的信仰
[00:19:03.620 --> 00:19:06.460]  我們來做什麼呢?
[00:19:06.460 --> 00:19:10.300]  都不保守我
[00:19:10.300 --> 00:19:14.180]  我們自己裡面可能會跟我們這樣說
[00:19:14.180 --> 00:19:16.140]  又或者我們身邊的人
[00:19:16.140 --> 00:19:21.340]  會好像約伯的妻子對著約伯說
[00:19:21.340 --> 00:19:24.060]  你仍然持守你的純正嗎?
[00:19:24.060 --> 00:19:28.700]  你背棄你的上帝死了去吧
[00:19:28.700 --> 00:19:29.940]  因為生疏
[00:19:29.940 --> 00:19:32.780]  我們對上帝很陌生
[00:19:32.780 --> 00:19:34.380]  我們對上帝也有很大的誤會
[00:19:34.380 --> 00:19:36.660]  因為上帝已經死了
[00:19:36.660 --> 00:19:38.300]  因為上帝缺席了
[00:19:38.300 --> 00:19:40.980]  他不再理會這個世界
