
[00:00:00.000 --> 00:00:04.000]  我今日的講題是「戰勝人生下半場」
[00:03:37.000 --> 00:03:41.000]  所以我們將這卷書這樣分為三部分
[00:03:41.000 --> 00:03:45.000]  至於傳道者是誰呢
[00:03:45.000 --> 00:03:48.000]  傳統認為是所羅門王
[00:03:48.000 --> 00:03:53.000]  原因是在聖經的一章一節說
[00:03:53.000 --> 00:03:56.000]  在耶路撒冷作王大位的兒子
[00:03:56.000 --> 00:03:58.000]  傳道者的言語
[00:03:58.000 --> 00:04:05.000]  在耶路撒冷作王又是大位的兒子
[00:04:05.000 --> 00:04:09.000]  其實只有一個就是所羅門
[00:04:09.000 --> 00:04:14.000]  不過其實整卷書都沒有說過作者是誰
[00:04:14.000 --> 00:04:17.000]  所以近代大部分的學者
[00:04:17.000 --> 00:04:21.000]  都不再認為這卷書是所羅門寫的
[00:04:21.000 --> 00:04:23.000]  原因是整卷書都沒有說
[00:04:23.000 --> 00:04:26.000]  如果真是所羅門自己寫的
[00:04:26.000 --> 00:04:29.000]  其實他不需要這麼隱晦
[00:04:29.000 --> 00:04:32.000]  還有書中亦都說到一些情況
[00:04:32.000 --> 00:04:35.000]  就是有些受欺壓的人流淚
[00:04:35.000 --> 00:04:38.000]  欺壓他的就是有權有勢的人
[00:04:38.000 --> 00:04:42.000]  而作者看到這樣就覺得很無奈
[00:04:42.000 --> 00:04:45.000]  如果作者真是所羅門的時候
[00:04:45.000 --> 00:04:46.000]  他有權有勢
[00:04:46.000 --> 00:04:48.000]  他看到這樣的事情發生
[00:04:48.000 --> 00:04:50.000]  大可以出手擺平
[00:04:50.000 --> 00:04:52.000]  根本就不會覺得無奈
[00:04:52.000 --> 00:04:56.000]  所以這個作者很可能是假借君王的身份
[00:04:56.000 --> 00:04:58.000]  來表達出一種無奈
[00:04:58.000 --> 00:05:01.000]  即使是君王又如何呢
[00:05:01.000 --> 00:05:04.000]  最終都是虛空
[00:05:04.000 --> 00:05:07.000]  至於這卷書作者到底是誰呢
[00:05:07.000 --> 00:05:11.000]  我們暫時都無從稽考
[00:05:11.000 --> 00:05:14.000]  剛才我們所讀的那段經文
[00:05:14.000 --> 00:05:18.000]  就是主體經文裏面最後一部分
[00:05:18.000 --> 00:05:22.000]  而這段經文其實也是鼓勵我們
[00:05:22.000 --> 00:05:25.000]  趁著年輕的時候
[00:05:25.000 --> 00:05:26.000]  趁著有機會的時候
[00:05:26.000 --> 00:05:29.000]  我們就好好去享受我們的人生
[00:05:29.000 --> 00:05:32.000]  因為年紀越大
[00:05:32.000 --> 00:05:35.000]  步向死亡就越近
[00:05:35.000 --> 00:05:38.000]  這個也是我們每一個人要面對的結局
[00:05:38.000 --> 00:05:42.000]  在這段經文裏面有兩次提到年輕人
[00:05:42.000 --> 00:05:46.000]  似乎是特別要提醒一些年輕人
[00:05:46.000 --> 00:05:49.000]  但其實無論我們在人生哪一個階段
[00:05:49.000 --> 00:05:53.000]  其實我們都可以在這段經文的三個提醒裏面
[00:05:53.000 --> 00:05:55.000]  得著幫助
[00:05:55.000 --> 00:05:58.000]  第一個提醒就是居安思危
[00:05:58.000 --> 00:06:01.000]  我們看看這段經文我們一起來讀
[00:06:01.000 --> 00:06:07.000]  光是甜美的 眼見日光是多麼好呀
[00:06:07.000 --> 00:06:11.000]  人活多少年 就當快樂多少年
[00:06:11.000 --> 00:06:15.000]  然而也當想到黑暗的日子
[00:06:15.000 --> 00:06:18.000]  因為這樣的日子必多
[00:06:18.000 --> 00:06:21.000]  所以來臨的全是虛空
[00:06:21.000 --> 00:06:24.000]  這裏所講的光和日光
[00:06:24.000 --> 00:06:26.000]  其實是比喻為生命
[00:06:26.000 --> 00:06:29.000]  意思就是說人活著是好的
[00:06:29.000 --> 00:06:31.000]  有生命是美好的
[00:06:31.000 --> 00:06:34.000]  人就應該把握時光
[00:06:34.000 --> 00:06:35.000]  好好去享受
[00:06:35.000 --> 00:06:38.000]  好像剛才主席問大家
[00:06:38.000 --> 00:06:41.000]  可能有些我們剛剛去完旅行回來
[00:06:41.000 --> 00:06:42.000]  或者準備去
[00:06:42.000 --> 00:06:44.000]  我們也趁著有假期
[00:06:44.000 --> 00:06:47.000]  好好去活動一下
[00:06:47.000 --> 00:06:48.000]  去放鬆一下
[00:06:48.000 --> 00:06:49.000]  這個是好的
[00:06:49.000 --> 00:06:51.000]  享受我們的生命
[00:06:51.000 --> 00:06:53.000]  不過在這裏作者也提醒我們
[00:06:53.000 --> 00:06:57.000]  要記住將來必有黑暗的日子
[00:06:57.000 --> 00:07:01.000]  而黑暗其實是比喻為年老的時間
[00:07:01.000 --> 00:07:03.000]  和步向死亡的日子
[00:07:03.000 --> 00:07:05.000]  而這些日子
[00:07:05.000 --> 00:07:07.000]  大家要有心理準備
[00:07:07.000 --> 00:07:09.000]  不會短的
[00:07:09.000 --> 00:07:11.000]  在這裏作者提醒我們
[00:07:11.000 --> 00:07:13.000]  要趁著年輕的時候
[00:07:13.000 --> 00:07:15.000]  就享受人生
[00:07:15.000 --> 00:07:17.000]  但同時也要記住
[00:07:17.000 --> 00:07:18.000]  人始終會老的
[00:07:18.000 --> 00:07:21.000]  所以我們要做好準備
[00:07:21.000 --> 00:07:23.000]  年老的日子會是怎樣的呢?
[00:07:23.000 --> 00:07:26.000]  其實這段經文也有很詳細的描述
[00:07:26.000 --> 00:07:29.000]  我們一起讀這段經文
[00:07:29.000 --> 00:07:36.000]  「不要等到太陽光明月亮星秀變為黑暗
[00:07:36.000 --> 00:07:38.000]  雨後雲又返回
[00:07:38.000 --> 00:07:41.000]  看守房屋的發展
[00:07:41.000 --> 00:07:43.000]  強壯的屈伸
[00:07:43.000 --> 00:07:47.000]  推磨的苦女因人少而停工
[00:07:47.000 --> 00:07:52.000]  從窗戶往外看的眼光變為昏暗
[00:07:52.000 --> 00:07:56.000]  街門關閉推磨的聲音微小
[00:07:56.000 --> 00:07:59.000]  鳥一叫就驚醒
[00:07:59.000 --> 00:08:03.000]  唱歌女子的聲音也都微弱
[00:08:03.000 --> 00:08:07.000]  人怕高處路上有驚慌
[00:08:07.000 --> 00:08:09.000]  杏樹開花
[00:08:09.000 --> 00:08:11.000]  乍猛成為重擔
[00:08:11.000 --> 00:08:14.000]  慾望不再挑起
[00:08:14.000 --> 00:08:17.000]  因為人歸他永遠的家
[00:08:17.000 --> 00:08:21.000]  吊喪的在街上往來」
[00:08:21.000 --> 00:08:25.000]  這段經文可以說是全卷的全道書裏
[00:08:25.000 --> 00:08:28.000]  最富爭議性的一段
[00:08:28.000 --> 00:08:30.000]  爭議的原因就是
[00:08:30.000 --> 00:08:33.000]  到底應該怎樣去解讀這段經文
[00:08:33.000 --> 00:08:37.000]  要按字面來解經
[00:08:37.000 --> 00:08:42.000]  還是用寓意的方式來解讀這段經文呢?
[00:08:42.000 --> 00:08:45.000]  在眾多的爭議裏
[00:08:45.000 --> 00:08:48.000]  唯一一樣是大家都有共識的
[00:08:48.000 --> 00:08:53.000]  這段經文是描述老年人的身體狀況
[00:08:53.000 --> 00:08:57.000]  描述他們日漸衰弱的狀況
[00:08:57.000 --> 00:09:00.000]  「雲」這個字
[00:09:00.000 --> 00:09:06.000]  在原文是指下雨後的烏雲
[00:09:06.000 --> 00:09:08.000]  烏雲再現
[00:09:08.000 --> 00:09:12.000]  無論是太陽光明月亮
[00:09:12.000 --> 00:09:14.000]  星宿變為黑暗
[00:09:14.000 --> 00:09:16.000]  雨後雲又返回
[00:09:16.000 --> 00:09:26.000]  其實這裏是描述晚年可能要面對的恐懼和悲哀
[00:09:26.000 --> 00:09:35.000]  「看守房屋的發展強壯的鬱身」
[00:09:35.000 --> 00:09:38.000]  這裏是指肌肉鬆弛
[00:09:38.000 --> 00:09:42.000]  四肢無力手腳發軟身體不能挺直
[00:09:42.000 --> 00:09:46.000]  「推磨的婦女因人少而停工」
[00:09:46.000 --> 00:09:49.000]  這裏是和合本
[00:09:49.000 --> 00:09:51.000]  我們看的是和合本的修訂版
[00:09:51.000 --> 00:09:55.000]  和合本本來說「推磨的稀少就止息」
[00:09:55.000 --> 00:09:57.000]  你猜一下是指甚麼呢?
[00:09:57.000 --> 00:10:00.000]  牙齒脫落
[00:10:00.000 --> 00:10:07.000]  「從窗戶往外看的眼光變為昏暗」
[00:10:07.000 --> 00:10:08.000]  這裏是指甚麼呢?
[00:10:08.000 --> 00:10:11.000]  眼睛視力開始模糊
[00:10:11.000 --> 00:10:15.000]  「街門關閉推磨的聲音微小」
[00:10:15.000 --> 00:10:18.000]  這裏是指耳朵不靈
[00:10:18.000 --> 00:10:21.000]  我們的聽覺開始衰退
[00:10:21.000 --> 00:10:26.000]  這裏是指年紀大就機器壞
[00:10:26.000 --> 00:10:31.000]  身體各部機能開始失靈
[00:10:31.000 --> 00:10:34.000]  「鳥一叫就驚醒」
[00:10:34.000 --> 00:10:37.000]  即是年紀大不用睡那麼多
[00:10:37.000 --> 00:10:38.000]  一早就醒
[00:10:38.000 --> 00:10:41.000]  或者很容易就會醒
[00:10:41.000 --> 00:10:45.000]  「唱歌女子的聲音也都微弱」
[00:10:45.000 --> 00:10:48.000]  即是現在可能你們年輕的時候
[00:10:48.000 --> 00:10:50.000]  唱女高音
[00:10:50.000 --> 00:10:54.000]  但年紀大了就要唱女低音
[00:10:54.000 --> 00:10:58.000]  還有就是「人怕高處路上有驚慌」
[00:10:58.000 --> 00:11:01.000]  即是年紀大走得不穩
[00:11:01.000 --> 00:11:03.000]  即是怕高怕危險
[00:11:03.000 --> 00:11:05.000]  從前我去海洋公園
[00:11:05.000 --> 00:11:07.000]  專門玩跳樓機
[00:11:07.000 --> 00:11:09.000]  排隊玩完又玩
[00:11:09.000 --> 00:11:10.000]  我不怕的
[00:11:10.000 --> 00:11:11.000]  年輕的時候
[00:11:11.000 --> 00:11:12.000]  現在就怕了
[00:11:12.000 --> 00:11:15.000]  連玩旋轉木馬都怕暈
[00:11:15.000 --> 00:11:17.000]  「杏樹開花」
[00:11:17.000 --> 00:11:20.000]  就是頭髮斑白
[00:11:20.000 --> 00:11:22.000]  「乍猛成為重擔」
[00:11:22.000 --> 00:11:26.000]  這個就是指行動緩慢
[00:11:26.000 --> 00:11:28.000]  「慾望不再挑起」
[00:11:28.000 --> 00:11:29.000]  即是人的慾望
[00:11:29.000 --> 00:11:31.000]  包括食慾、性慾
[00:11:31.000 --> 00:11:33.000]  這些都會慢慢減退
[00:11:33.000 --> 00:11:36.000]  最終就是回到舊時那裏
[00:11:36.000 --> 00:11:39.000]  即是面對死亡
[00:11:39.000 --> 00:11:43.000]  這段經文可以說是全本聖經裏面
[00:11:43.000 --> 00:11:45.000]  描述年老的狀況
[00:11:45.000 --> 00:11:49.000]  描述得最細緻、詳細的一段
[00:11:49.000 --> 00:11:52.000]  大家讀起來的時候
[00:11:52.000 --> 00:11:55.000]  有沒有一些心同感受的感覺
[00:11:55.000 --> 00:11:59.000]  或者你們也可能對號入座
[00:11:59.000 --> 00:12:02.000]  面對晚年的確有很多限制
[00:12:02.000 --> 00:12:04.000]  作者在這裏提醒我們
[00:12:04.000 --> 00:12:06.000]  我們要居安思危
[00:12:06.000 --> 00:12:08.000]  未雨綢繆
[00:12:08.000 --> 00:12:10.000]  趁著我們年輕的時候
[00:12:10.000 --> 00:12:12.000]  我們還是身壯力健的時候
[00:12:12.000 --> 00:12:14.000]  就要做好準備
[00:12:14.000 --> 00:12:15.000]  怎樣準備呢?
[00:12:15.000 --> 00:12:17.000]  我最近看了一篇文章
[00:12:17.000 --> 00:12:20.000]  叫做「退休四寶」
[00:12:20.000 --> 00:12:22.000]  大家想不想知道
[00:12:22.000 --> 00:12:24.000]  這些退休四寶是甚麼?
[00:12:24.000 --> 00:12:31.000]  第一寶就是健康
[00:12:31.000 --> 00:12:36.000]  我們年紀大機器壞是必然的
[00:12:36.000 --> 00:12:40.000]  但怎樣可以減慢身體衰老的狀況呢?
[00:12:40.000 --> 00:12:42.000]  多點做適量的運動
[00:12:42.000 --> 00:12:43.000]  足夠的休息
[00:12:43.000 --> 00:12:45.000]  均衡的飲食
[00:12:45.000 --> 00:12:48.000]  這些都可以減慢衰老的速度
[00:12:48.000 --> 00:12:54.000]  但是我發覺越來越多人是未老先衰
[00:12:54.000 --> 00:13:05.000]  特別大家有沒有聽過一種病叫「短訊頸」
[00:13:05.000 --> 00:13:10.000]  這些是專門低頭族容易有的
[00:13:10.000 --> 00:13:12.000]  大家知道甚麼是低頭族嗎?
[00:13:12.000 --> 00:13:14.000]  即是經常擦手機的那些
[00:13:14.000 --> 00:13:19.000]  這些低頭族因為長時間對著手機
[00:13:19.000 --> 00:13:21.000]  對著螢幕
[00:13:21.000 --> 00:13:24.000]  不斷將頭傾前
[00:13:24.000 --> 00:13:26.000]  當他們長時間傾前的時候
[00:13:26.000 --> 00:13:30.000]  這個姿勢會增加頭部的重量三倍
[00:13:30.000 --> 00:13:33.000]  於是身體就承受很大的壓力
[00:13:33.000 --> 00:13:37.000]  最後就導致頸椎勞損
[00:13:37.000 --> 00:13:39.000]  即是短訊頸
[00:13:39.000 --> 00:13:42.000]  另外因為經常擦手機
[00:13:42.000 --> 00:13:45.000]  手指頭也會發炎
[00:13:45.000 --> 00:13:49.000]  經常對著螢幕也會令眼睛出現問題
[00:13:49.000 --> 00:13:52.000]  眼乾、視力模糊、頭痛
[00:13:52.000 --> 00:13:53.000]  不是嚇你
[00:13:53.000 --> 00:13:56.000]  如果你今年是二十歲的話
[00:13:56.000 --> 00:14:01.000]  你每一天用兩三個小時或以上來擦手機的話
[00:14:01.000 --> 00:14:05.000]  相信你在踏入第二個二十五年之前
[00:14:05.000 --> 00:14:08.000]  可能你已經弄得自己百病重生
[00:14:08.000 --> 00:14:11.000]  所以在座一些像我這樣年紀比較長的
[00:14:11.000 --> 00:14:15.000]  你就不用因為自己開始機器壞就覺得自卑
[00:14:15.000 --> 00:14:22.000]  可能隔壁二十五歲的還比你更壞
[00:14:22.000 --> 00:14:26.000]  這是第一步
[00:14:26.000 --> 00:14:30.000]  第二步是財富
[00:14:30.000 --> 00:14:32.000]  就是積穀防飢
[00:14:32.000 --> 00:14:36.000]  我們要儲錢
[00:14:36.000 --> 00:14:38.000]  不要先花在未來錢上
[00:14:38.000 --> 00:14:41.000]  有間輔導機構指出
[00:14:41.000 --> 00:14:45.000]  二十九歲以下因為財務問題而求助的個案
[00:14:45.000 --> 00:14:48.000]  由五六年前的百分之十二
[00:14:48.000 --> 00:14:51.000]  增加到去年的百分之二十五
[00:14:51.000 --> 00:14:54.000]  即是說五六年之間增加了一倍
[00:14:54.000 --> 00:15:00.000]  這些都是二十九歲以下因為財務問題而求助的
[00:15:00.000 --> 00:15:05.000]  他們也曾經接觸過最年輕的申請破產
[00:15:05.000 --> 00:15:08.000]  想申請破產的求助者
[00:15:08.000 --> 00:15:11.000]  你知不知道多少歲?
[00:15:11.000 --> 00:15:13.000]  十九歲
[00:15:13.000 --> 00:15:17.000]  所以我們不要等到退休才來儲錢
[00:15:17.000 --> 00:15:18.000]  我們由今天開始
[00:15:18.000 --> 00:15:21.000]  我們每一個人都應該有儲錢的習慣
[00:15:21.000 --> 00:15:23.000]  那些什麼文財務
[00:15:23.000 --> 00:15:25.000]  就說你不用出街打個電話
[00:15:25.000 --> 00:15:28.000]  不用提供身份證明文件就可以借到錢
[00:15:28.000 --> 00:15:31.000]  搞定你所有財務問題的就不要相信了
[00:15:31.000 --> 00:15:34.000]  那些就害了你
[00:15:34.000 --> 00:15:37.000]  第三步就是興趣
[00:15:37.000 --> 00:15:41.000]  退休之後如果是終日無所事事
[00:15:41.000 --> 00:15:43.000]  精神沒有寄託的話
[00:15:43.000 --> 00:15:46.000]  其實就很容易會情緒低落
[00:15:46.000 --> 00:15:48.000]  所以我們應該趁著年輕的時候
[00:15:48.000 --> 00:15:51.000]  多些建立一些健康的習慣
[00:15:51.000 --> 00:15:53.000]  興趣
[00:15:53.000 --> 00:15:55.000]  學一下新的東西
[00:15:55.000 --> 00:15:57.000]  我們教會有一位弟兄
[00:15:57.000 --> 00:16:00.000]  他退休之後他學很多東西
[00:16:00.000 --> 00:16:04.000]  他學唱歌又去學整鎖門鎖
[00:16:04.000 --> 00:16:08.000]  早幾個禮拜我請他來幫我整鎖門鎖
[00:16:08.000 --> 00:16:10.000]  非常之好
[00:16:10.000 --> 00:16:13.000]  第四步就是社交
[00:16:13.000 --> 00:16:15.000]  現代人
[00:16:15.000 --> 00:16:17.000]  工作我們很忙碌的
[00:16:17.000 --> 00:16:20.000]  我們大多時間都放在工作上
[00:16:20.000 --> 00:16:24.000]  我們的社交圈子都離不開我們工作的同事
[00:16:24.000 --> 00:16:26.000]  那些人
[00:16:26.000 --> 00:16:29.000]  退了休之後就好像失去了
[00:16:29.000 --> 00:16:32.000]  離開崗位之後就好像沒有了朋友
[00:16:32.000 --> 00:16:34.000]  加上子女又大了
[00:16:34.000 --> 00:16:36.000]  離巢了
[00:16:36.000 --> 00:16:39.000]  於是退休人士就會覺得孤獨
[00:16:39.000 --> 00:16:41.000]  所以我們要
[00:16:41.000 --> 00:16:44.000]  趁早擴闊我們的社交圈子
[00:16:44.000 --> 00:16:46.000]  多結識朋友
[00:16:46.000 --> 00:16:48.000]  回團契
[00:16:48.000 --> 00:16:50.000]  我見到教會都有很多團契
[00:16:50.000 --> 00:16:52.000]  多些回團契小組
[00:16:52.000 --> 00:16:54.000]  有多些同路人
[00:16:54.000 --> 00:16:56.000]  和你一齊
[00:16:56.000 --> 00:17:01.000]  和你一齊彼此守望
[00:17:01.000 --> 00:17:03.000]  子女大了
[00:17:03.000 --> 00:17:04.000]  你有你的生活
[00:17:04.000 --> 00:17:06.000]  他們有他們的忙碌
[00:17:06.000 --> 00:17:10.000]  是時候我們要學習放手
[00:17:10.000 --> 00:17:13.000]  大家記得這四步
[00:17:13.000 --> 00:17:15.000]  健康
[00:17:15.000 --> 00:17:17.000]  財富
[00:17:17.000 --> 00:17:19.000]  興趣
[00:17:19.000 --> 00:17:21.000]  社交
[00:17:21.000 --> 00:17:23.000]  除了這四步之外
[00:17:23.000 --> 00:17:26.000]  我還會加上第五步
[00:17:26.000 --> 00:17:28.000]  第五步就是
[00:17:28.000 --> 00:17:30.000]  向上帝負責
[00:17:30.000 --> 00:17:37.000]  作者在第十一章九節至十二章七節的段落裏
[00:17:37.000 --> 00:17:39.000]  這個段落其實也包括了
[00:17:39.000 --> 00:17:41.000]  剛才我們說的年紀大
[00:17:41.000 --> 00:17:44.000]  機器壞那段很長的經文
[00:17:44.000 --> 00:17:45.000]  其實這個整個段落
[00:17:45.000 --> 00:17:48.000]  十一章九節至十二章七節
[00:17:48.000 --> 00:17:52.000]  都是用詩歌的文體來寫成
[00:17:52.000 --> 00:17:56.000]  這個也是傳道書裏面
[00:17:56.000 --> 00:17:58.000]  主體經文裏面的最後一段
[00:17:58.000 --> 00:18:01.000]  可以說是傳書到高潮
[00:18:01.000 --> 00:18:03.000]  在這裏
[00:18:03.000 --> 00:18:06.000]  十一章的九節和十節
[00:18:06.000 --> 00:18:11.000]  作者在這裏作出了一個正面
[00:18:11.000 --> 00:18:15.000]  和一個反面的勸告
[00:18:15.000 --> 00:18:16.000]  我們看第九節
[00:18:16.000 --> 00:18:17.000]  年輕人啊
[00:18:17.000 --> 00:18:19.000]  你在年少時當快樂
[00:18:19.000 --> 00:18:20.000]  在年輕時
[00:18:20.000 --> 00:18:22.000]  使你的心歡暢
[00:18:22.000 --> 00:18:24.000]  做你心所願做的
[00:18:24.000 --> 00:18:26.000]  看你眼所愛看的
[00:18:26.000 --> 00:18:28.000]  卻要知道為這一切
[00:18:28.000 --> 00:18:30.000]  神必審問你
[00:18:30.000 --> 00:18:33.000]  這個就是從正面的去看
[00:18:33.000 --> 00:18:37.000]  就是你趁著年輕好好去享受人生
[00:18:37.000 --> 00:18:40.000]  按著你個人的意願去做
[00:18:40.000 --> 00:18:43.000]  你喜歡做甚麼就去做甚麼
[00:18:43.000 --> 00:18:45.000]  第十節就說
[00:18:45.000 --> 00:18:49.000]  所以當從心中除掉受煩
[00:18:49.000 --> 00:18:51.000]  從肉體除去痛苦
[00:18:51.000 --> 00:18:53.000]  因為年少和年輕之時
[00:18:53.000 --> 00:18:55.000]  全是虛空
[00:18:55.000 --> 00:18:57.000]  這裏就是說
[00:18:57.000 --> 00:19:02.000]  要盡快去消除受煩和痛苦
[00:19:02.000 --> 00:19:05.000]  不要使它來干擾你
[00:19:05.000 --> 00:19:07.000]  因為年少和年輕之時
[00:19:07.000 --> 00:19:09.000]  全是虛空
[00:19:09.000 --> 00:19:10.000]  意思就是說
[00:19:10.000 --> 00:19:12.000]  那些年輕的日子
[00:19:12.000 --> 00:19:15.000]  青春的時間很快就過去
[00:19:15.000 --> 00:19:17.000]  煩惱和痛苦的事
[00:19:17.000 --> 00:19:19.000]  很快就會來到
[00:19:19.000 --> 00:19:23.000]  不過在我們享受人生之時
[00:19:23.000 --> 00:19:25.000]  我們也不要忘記
[00:19:25.000 --> 00:19:27.000]  我們要為我們所做的事情
[00:19:27.000 --> 00:19:29.000]  向上帝負責
[00:19:29.000 --> 00:19:31.000]  到了審判之日
[00:19:31.000 --> 00:19:34.000]  上帝也會和我們算帳
[00:19:34.000 --> 00:19:37.000]  有一個故事是這樣的
[00:19:37.000 --> 00:19:42.000]  一個專門建房子的工人
[00:19:42.000 --> 00:19:44.000]  他叫做老陳
[00:19:44.000 --> 00:19:48.000]  老陳因為辛苦了大半生
[00:19:48.000 --> 00:19:51.000]  他覺得是時候要退休
[00:19:51.000 --> 00:19:54.000]  於是他和老闆成哥說
[00:19:54.000 --> 00:19:55.000]  成哥
[00:19:55.000 --> 00:19:57.000]  我都幾十歲了
[00:19:57.000 --> 00:19:58.000]  我想退休了
[00:19:58.000 --> 00:19:59.000]  安享萬年
[00:19:59.000 --> 00:20:05.000]  和老婆一起過我的退休生活
[00:20:05.000 --> 00:20:08.000]  成哥雖然很不捨得
[00:20:08.000 --> 00:20:10.000]  因為老陳幫了他幾十年
[00:20:10.000 --> 00:20:12.000]  這個老陳很能幹
[00:20:12.000 --> 00:20:13.000]  很能打
[00:20:13.000 --> 00:20:15.000]  但是成哥就和他說
[00:20:15.000 --> 00:20:18.000]  老陳不如幫我最後一個忙
[00:20:18.000 --> 00:20:21.000]  你幫我建最後一個房子
[00:20:21.000 --> 00:20:23.000]  老陳就答應了
[00:20:23.000 --> 00:20:27.000]  但是在他建這間房子的過程中
[00:20:27.000 --> 00:20:29.000]  他真的無心戀戰
[00:20:29.000 --> 00:20:30.000]  無心工作
[00:20:30.000 --> 00:20:32.000]  不僅手工粗疏
[00:20:32.000 --> 00:20:35.000]  還偷工減料
[00:20:35.000 --> 00:20:37.000]  到了房子建好了
[00:20:37.000 --> 00:20:41.000]  就叫老闆成哥來看房子
[00:20:41.000 --> 00:20:44.000]  成哥就拍著老陳的肩膀
[00:20:44.000 --> 00:20:46.000]  老陳老陳
[00:20:46.000 --> 00:20:50.000]  這間房子就是我送給你的退休禮物
[00:20:50.000 --> 00:20:53.000]  你猜當時老陳的心情如何呢?
[00:20:53.000 --> 00:20:55.000]  非常後悔
[00:20:55.000 --> 00:20:58.000]  自己做得這麼馬虎
[00:20:58.000 --> 00:21:00.000]  誰知原來自食其果
[00:21:00.000 --> 00:21:03.000]  這個故事告訴我們
[00:21:03.000 --> 00:21:05.000]  為山狗人
[00:21:05.000 --> 00:21:07.000]  功虧一簣
[00:21:07.000 --> 00:21:11.000]  我們一生固然有上帝看顧
[00:21:11.000 --> 00:21:13.000]  我們可以做我們喜歡做的事
[00:21:13.000 --> 00:21:16.000]  不過我們要向上帝負責
[00:21:16.000 --> 00:21:19.000]  一刻都不能夠馬虎
[00:21:19.000 --> 00:21:21.000]  要堅持到底
[00:21:21.000 --> 00:21:26.000]  我們才可以無愧地向上帝交賬
[00:21:26.000 --> 00:21:30.000]  倘若今天上帝要跟你算賬
[00:21:30.000 --> 00:21:35.000]  你猜你今天交的是一盤怎樣的賬呢?
[00:21:35.000 --> 00:21:38.000]  可能我們都沒有做過甚麼為非作歹的事
