
[00:00:00.000 --> 00:00:03.000]  今天給兄姊妹分享的題目是
[00:02:38.000 --> 00:02:40.000]  他首先要做的
[00:02:40.000 --> 00:02:42.000]  要承認他自己有所不能
[00:02:42.000 --> 00:02:45.000]  他才能夠來到神的面前
[00:02:45.000 --> 00:02:46.000]  不然的話
[00:02:46.000 --> 00:02:49.000]  我們覺得我什麼都可以做的時候
[00:02:49.000 --> 00:02:51.000]  覺得我什麼都能夠搞得定的時候
[00:02:51.000 --> 00:02:53.000]  我們就不需要神了
[00:02:53.000 --> 00:02:55.000]  那在這裡我們看到這兩個人
[00:02:55.000 --> 00:02:59.000]  他們同樣都來到耶穌的面前
[00:02:59.000 --> 00:03:00.000]  承認他們的軟弱
[00:03:00.000 --> 00:03:03.000]  他們覺得是需要神的幫助
[00:03:03.000 --> 00:03:05.000]  需要耶穌的幫助
[00:03:05.000 --> 00:03:07.000]  那他們這個承認
[00:03:07.000 --> 00:03:09.000]  其實有兩點我們要留意的
[00:03:09.000 --> 00:03:13.000]  第一就是他們是公開的承認
[00:03:13.000 --> 00:03:17.000]  當我們看第一個人物就是亞魯的時候
[00:03:17.000 --> 00:03:18.000]  會比較明顯一點
[00:03:18.000 --> 00:03:21.000]  亞魯他是一個管會堂的人
[00:03:21.000 --> 00:03:23.000]  他來到耶穌的面前
[00:03:23.000 --> 00:03:25.000]  那如果你看經文的背景
[00:03:25.000 --> 00:03:27.000]  特別是前面所講的
[00:03:27.000 --> 00:03:31.000]  剛剛耶穌才醫治好一個被鬼附的人
[00:03:31.000 --> 00:03:33.000]  他去了格拉森那個地方
[00:03:33.000 --> 00:03:35.000]  治好那個被鬼附的人
[00:03:35.000 --> 00:03:37.000]  把那個鬼趕出來
[00:03:37.000 --> 00:03:39.000]  然後他就回到加利利
[00:03:39.000 --> 00:03:40.000]  回到加利利以後
[00:03:40.000 --> 00:03:42.000]  其實很多人在等待他
[00:03:42.000 --> 00:03:44.000]  那些眾人在等耶穌回來
[00:03:44.000 --> 00:03:45.000]  然後擁擠他
[00:03:45.000 --> 00:03:47.000]  希望聽耶穌講道
[00:03:47.000 --> 00:03:49.000]  也希望看到他行神祭
[00:03:49.000 --> 00:03:52.000]  所以在當時有很多人在圍觀
[00:03:52.000 --> 00:03:54.000]  在這麼多人的情況底下
[00:03:54.000 --> 00:03:56.000]  這個管會堂的人
[00:03:56.000 --> 00:03:59.000]  就是亞魯他來到耶穌的面前
[00:03:59.000 --> 00:04:01.000]  你想想一個管會堂的人
[00:04:01.000 --> 00:04:06.000]  相當於今天在教會裡面的什麼人?
[00:04:06.000 --> 00:04:07.000]  長管的
[00:04:07.000 --> 00:04:10.000]  反正他是一個屬於高層的
[00:04:10.000 --> 00:04:12.000]  他能夠有話事權的人
[00:04:12.000 --> 00:04:15.000]  那在當時一個宗教的社會裡面
[00:04:15.000 --> 00:04:18.000]  這種人他是特別有社會的地位
[00:04:18.000 --> 00:04:20.000]  還有宗教的地位的
[00:04:20.000 --> 00:04:23.000]  他是一個有身份有地位的人
[00:04:23.000 --> 00:04:24.000]  那這樣的一個人
[00:04:24.000 --> 00:04:27.000]  跟耶穌的身份比較呢
[00:04:27.000 --> 00:04:28.000]  是很不同的
[00:04:28.000 --> 00:04:30.000]  耶穌在會堂裡面
[00:04:30.000 --> 00:04:32.000]  可能是不受歡迎的人
[00:04:32.000 --> 00:04:35.000]  因為猶太的這些律法師
[00:04:35.000 --> 00:04:38.000]  猶太的宗教領袖都不歡迎耶穌的
[00:04:38.000 --> 00:04:41.000]  那所以我們可以想像亞魯這個人
[00:04:41.000 --> 00:04:45.000]  他跟耶穌應該是不會有什麼樣多的接觸的平常
[00:04:45.000 --> 00:04:47.000]  或者甚至他們是敵對的一個狀態
[00:04:47.000 --> 00:04:51.000]  因為耶穌有可能搶了他們的風頭
[00:04:51.000 --> 00:04:53.000]  會威脅到他們的地位
[00:04:53.000 --> 00:04:54.000]  那在這裡呢
[00:04:54.000 --> 00:04:57.000]  他在那麼多人的情況底下
[00:04:57.000 --> 00:05:00.000]  他來到耶穌面前來懇求他
[00:05:00.000 --> 00:05:04.000]  你想想其實他有沒有別的方法來找耶穌?
[00:05:04.000 --> 00:05:06.000]  可不可以用別的方法去找他?
[00:05:06.000 --> 00:05:11.000]  不要在那麼多人的情況底下去找他呢?
[00:05:11.000 --> 00:05:14.000]  可不可以像那個尼哥底姆那樣
[00:05:14.000 --> 00:05:16.000]  半夜去找他啦
[00:05:16.000 --> 00:05:17.000]  不要讓人看見
[00:05:17.000 --> 00:05:20.000]  最好不要人知道
[00:05:20.000 --> 00:05:23.000]  或者可不可以他派一個僕人去
[00:05:23.000 --> 00:05:25.000]  派一個手下去就好了
[00:05:25.000 --> 00:05:27.000]  不要自己去
[00:05:27.000 --> 00:05:28.000]  可以嗎?
[00:05:28.000 --> 00:05:30.000]  其實我想他是可以做得到的
[00:05:30.000 --> 00:05:31.000]  都可以
[00:05:31.000 --> 00:05:34.000]  當然你會說因為他的女兒快死了
[00:05:34.000 --> 00:05:36.000]  他心裡面很急啊
[00:05:36.000 --> 00:05:38.000]  所以一定要自己去
[00:05:38.000 --> 00:05:40.000]  但是當他自己去的時候
[00:05:40.000 --> 00:05:45.000]  其實他可以選擇約耶穌在另外一個地方
[00:05:45.000 --> 00:05:48.000]  甚至他可以用他的權柄來
[00:05:48.000 --> 00:05:50.000]  叫很多人替他來做這個事情
[00:05:50.000 --> 00:05:52.000]  來請耶穌來
[00:05:52.000 --> 00:05:54.000]  那在這裡呢
[00:05:54.000 --> 00:05:58.000]  我們看到他並沒有隱藏他自己的軟弱
[00:05:58.000 --> 00:05:59.000]  為什麼他沒有隱藏呢?
[00:05:59.000 --> 00:06:02.000]  就是因為他女兒快死了
[00:06:02.000 --> 00:06:03.000]  他女兒病了
[00:06:03.000 --> 00:06:08.000]  他的女兒是經文描述是一個獨生女
[00:06:08.000 --> 00:06:11.000]  說明對他來講非常重要
[00:06:11.000 --> 00:06:15.000]  在他生命當中佔一個非常重要的位置
[00:06:15.000 --> 00:06:18.000]  就是因為他的女兒在他生命裡面那麼重要
[00:06:18.000 --> 00:06:22.000]  他願意來到耶穌的面前承認他的軟弱
[00:06:22.000 --> 00:06:26.000]  承認他需要耶穌的幫助
[00:06:26.000 --> 00:06:28.000]  不然的話這個人我想
[00:06:28.000 --> 00:06:31.000]  一定是不可能來到耶穌面前的
[00:06:31.000 --> 00:06:37.000]  他一定是在眾人面前有很高的地位
[00:06:37.000 --> 00:06:43.000]  他不可能說在這麼多人面前來懇求耶穌為他做事情
[00:06:43.000 --> 00:06:47.000]  那這個是他首先公開的來承認
[00:06:47.000 --> 00:06:50.000]  那另外一個人比較特別
[00:06:50.000 --> 00:06:52.000]  那我們看這個血肉的婦人
[00:06:52.000 --> 00:06:55.000]  她有沒有公開承認她的軟弱?
[00:06:55.000 --> 00:06:57.000]  似乎沒有
[00:06:57.000 --> 00:06:59.000]  她是怎麼來的?
[00:06:59.000 --> 00:07:02.000]  她是很害怕別人知道的
[00:07:02.000 --> 00:07:04.000]  她是偷偷摸摸的
[00:07:04.000 --> 00:07:07.000]  她是混在眾人當中
[00:07:07.000 --> 00:07:11.000]  然後要偷偷摸耶穌的衣裳睡死的
[00:07:11.000 --> 00:07:14.000]  為什麼她要偷偷的來呢?
[00:07:14.000 --> 00:07:18.000]  因為她有一些事情不能讓別人知道的
[00:07:18.000 --> 00:07:22.000]  所以對她來講似乎不能公開
[00:07:22.000 --> 00:07:25.000]  不過到了故事的最後的時候
[00:07:25.000 --> 00:07:27.000]  我們看到結果怎麼樣?
[00:07:27.000 --> 00:07:31.000]  她還是戰戰兢兢的來到耶穌的腳前
[00:07:31.000 --> 00:07:34.000]  伏伏在祂的腳前來承認
[00:07:34.000 --> 00:07:36.000]  其實是她摸了耶穌
[00:07:36.000 --> 00:07:39.000]  然後跟別人講怎麼得到醫治的
[00:07:39.000 --> 00:07:41.000]  所以她是有一個過程
[00:07:41.000 --> 00:07:44.000]  她是來到耶穌面前偷偷摸摸的
[00:07:44.000 --> 00:07:46.000]  然後到最後公開
[00:07:46.000 --> 00:07:50.000]  那不過我們想起碼最開始的時候
[00:07:50.000 --> 00:07:52.000]  她要走到耶穌面前
[00:07:52.000 --> 00:07:54.000]  其實她還是需要蠻大的勇氣的
[00:07:54.000 --> 00:07:57.000]  因為她是患了血漏
[00:07:57.000 --> 00:08:07.000]  血漏其實就是旅人方面的婦科病
[00:08:07.000 --> 00:08:12.000]  不過她在當時宗教的法律裡面
[00:08:12.000 --> 00:08:14.000]  她是一個不潔淨的人
[00:08:14.000 --> 00:08:17.000]  不潔淨的話就要被隔離
[00:08:17.000 --> 00:08:21.000]  就要被正常的社會所排擠
[00:08:21.000 --> 00:08:24.000]  她不能跟一般的人有正常的接觸
[00:08:24.000 --> 00:08:27.000]  那如果是當時男人也不能摸她的
[00:08:27.000 --> 00:08:29.000]  她也不能摸任何的人
[00:08:29.000 --> 00:08:31.000]  如果摸到的話
[00:08:31.000 --> 00:08:33.000]  摸到的人也會變成不潔淨的人
[00:08:33.000 --> 00:08:36.000]  所以她應該就像那種被隔離的人一樣
[00:08:36.000 --> 00:08:39.000]  不能在正常的社會裡面來生活
[00:08:39.000 --> 00:08:42.000]  是要與人隔絕的
[00:08:42.000 --> 00:08:46.000]  那當她來到這麼多人的環境裡面
[00:08:46.000 --> 00:08:48.000]  她是冒著一定的風險的
[00:08:48.000 --> 00:08:51.000]  萬一被人知道的話
[00:08:51.000 --> 00:08:53.000]  會怎麼樣?
[00:08:53.000 --> 00:08:56.000]  她就是犯了一些律法
[00:08:56.000 --> 00:08:59.000]  她要得到一些懲罰的
[00:08:59.000 --> 00:09:01.000]  所以她來到耶穌面前
[00:09:01.000 --> 00:09:02.000]  雖然是偷偷摸摸
[00:09:02.000 --> 00:09:03.000]  可是也要冒一定的風險
[00:09:03.000 --> 00:09:06.000]  她也是需要一定的勇氣
[00:09:06.000 --> 00:09:09.000]  所以有人說
[00:09:09.000 --> 00:09:14.000]  這個女人她是渾水摸神
[00:09:14.000 --> 00:09:16.000]  有人說渾水摸神
[00:09:16.000 --> 00:09:19.000]  她在眾人當中來
[00:09:19.000 --> 00:09:20.000]  趁混亂的時候
[00:09:20.000 --> 00:09:23.000]  她偷偷摸了耶穌一下
[00:09:23.000 --> 00:09:25.000]  到了最後她就公開的承認
[00:09:25.000 --> 00:09:27.000]  是她摸了耶穌
[00:09:27.000 --> 00:09:30.000]  從這兩方面我們都可以看到
[00:09:30.000 --> 00:09:31.000]  他們有個共同點
[00:09:31.000 --> 00:09:36.000]  就是他們都必須承認他們自己的軟弱
[00:09:36.000 --> 00:09:38.000]  才能夠來到神的面前
[00:09:38.000 --> 00:09:39.000]  如果他們不承認的話
[00:09:39.000 --> 00:09:43.000]  是不能夠來到神的面前來求醫治的
[00:09:43.000 --> 00:09:46.000]  那在很多方面其實我們都一樣
[00:09:46.000 --> 00:09:49.000]  跟這兩個主人公是一樣的
[00:09:49.000 --> 00:09:52.000]  我們都有很多的所謂隱疾
[00:09:52.000 --> 00:09:54.000]  不願意讓別人知道
[00:09:54.000 --> 00:09:56.000]  我們都不想有其他的人知道
[00:09:56.000 --> 00:09:59.000]  我們患各樣的病症
[00:09:59.000 --> 00:10:02.000]  有時候不一定是身體上面的一些疾病
[00:10:02.000 --> 00:10:03.000]  可能是心理上面的
[00:10:03.000 --> 00:10:07.000]  我們都很介意別人知道的
[00:10:07.000 --> 00:10:11.000]  我們也很介意來到神的面前來求助
[00:10:11.000 --> 00:10:14.000]  我們都不願意承認我們的軟弱
[00:10:14.000 --> 00:10:15.000]  不管是你身體上面的
[00:10:15.000 --> 00:10:17.000]  還是你思想上面的
[00:10:17.000 --> 00:10:21.000]  還是你的靈魂裡面的一些問題
[00:10:21.000 --> 00:10:23.000]  在這裡經文提醒我們
[00:10:23.000 --> 00:10:27.000]  就是只有當我們看到我們的軟弱
[00:10:27.000 --> 00:10:29.000]  承認我們的軟弱的時候
[00:10:29.000 --> 00:10:34.000]  我們才能夠來到那位施行拯救的神面前
[00:10:34.000 --> 00:10:36.000]  然後第二點
[00:10:36.000 --> 00:10:37.000]  這裡提醒我們的話
[00:10:37.000 --> 00:10:42.000]  這兩個人他們都在主面前謙卑下來
[00:10:42.000 --> 00:10:44.000]  第一個人亞魯
[00:10:44.000 --> 00:10:47.000]  你想想他是一個管會堂的人
[00:10:47.000 --> 00:10:52.000]  他在宗教領域裡面有很高的地位
[00:10:52.000 --> 00:10:57.000]  他現在聖經裡面用了兩個動詞來描述他
[00:10:57.000 --> 00:10:59.000]  在耶穌面前他做了什麼
[00:10:59.000 --> 00:11:09.000]  我們看經文
[00:11:09.000 --> 00:11:14.000]  41節裡面怎麼講
[00:11:14.000 --> 00:11:17.000]  首先第一個動詞是撫扶
[00:11:17.000 --> 00:11:21.000]  然後第二個是求
[00:11:21.000 --> 00:11:25.000]  撫扶不是一個簡單的動作
[00:11:25.000 --> 00:11:28.000]  對一個宗教的領袖來講
[00:11:28.000 --> 00:11:34.000]  而且他不是單獨的面對耶穌
[00:11:34.000 --> 00:11:37.000]  還有很多其他的人在旁邊
[00:11:37.000 --> 00:11:39.000]  還有很多人在圍觀
[00:11:39.000 --> 00:11:43.000]  那些的人都是什麼人呢
[00:11:43.000 --> 00:11:46.000]  可能是他的部下
[00:11:46.000 --> 00:11:50.000]  也可能是一些一般的民眾
[00:11:50.000 --> 00:11:54.000]  反正就是社會地位要比他低的一些人
[00:11:54.000 --> 00:11:59.000]  那對他來講要在這些人面前很公開的撫扶
[00:11:59.000 --> 00:12:02.000]  在耶穌的面前是一個不簡單的事情
[00:12:02.000 --> 00:12:09.000]  然後另外還用了一個動詞就是求耶穌
[00:12:09.000 --> 00:12:13.000]  我們可以想像亞魯
[00:12:13.000 --> 00:12:18.000]  他在可能是中年的時候
[00:12:18.000 --> 00:12:21.000]  然後他可能在他的四月裡面
[00:12:21.000 --> 00:12:25.000]  應該屬於一個頂峰的狀態
[00:12:25.000 --> 00:12:29.000]  他應該是屬於一個比較高的地位了
[00:12:29.000 --> 00:12:31.000]  那在這個時候呢
[00:12:31.000 --> 00:12:35.000]  他可能擁有很多的東西
[00:12:35.000 --> 00:12:37.000]  不管是他的家庭
[00:12:37.000 --> 00:12:39.000]  或者是他的事業上面的
[00:12:39.000 --> 00:12:45.000]  他應該沒有任何的需求要去求別人的
[00:12:45.000 --> 00:12:48.000]  可是就是因為他的女兒病了
[00:12:48.000 --> 00:12:52.000]  這一點他沒有辦法憑著他過去的經驗
[00:12:52.000 --> 00:12:56.000]  或者是他目前所擁有的來解決這個問題
[00:12:56.000 --> 00:12:59.000]  所以他只能夠謙卑在神的面前
[00:12:59.000 --> 00:13:02.000]  他撫扶然後求耶穌
[00:13:02.000 --> 00:13:11.000]  然後另外我們來看這個婦人
[00:13:11.000 --> 00:13:13.000]  她來到耶穌的面前
[00:13:13.000 --> 00:13:16.000]  她怎麼做呢
[00:13:16.000 --> 00:13:18.000]  她只做了一個動作
[00:13:18.000 --> 00:13:19.000]  就是摸
[00:13:19.000 --> 00:13:21.000]  不過在這段經文裡面
[00:13:21.000 --> 00:13:26.000]  沒有很詳細的描述她心裡的想法
[00:13:26.000 --> 00:13:28.000]  在另外一處平行的經文
[00:13:28.000 --> 00:13:30.000]  在其他的福音書裡面有記載說
[00:13:30.000 --> 00:13:32.000]  她心裡想什麼呢
[00:13:32.000 --> 00:13:36.000]  她想只要我摸到她的衣裳穗子
[00:13:36.000 --> 00:13:39.000]  我就能夠得醫治了
[00:13:39.000 --> 00:13:44.000]  所以她是一個很有信心的女人
[00:13:44.000 --> 00:13:47.000]  然後也是一個非常謙卑的
[00:13:47.000 --> 00:13:51.000]  因為她在過去的十二年裡面
[00:13:51.000 --> 00:13:53.000]  已經找過很多的醫生了
[00:13:53.000 --> 00:13:55.000]  沒有辦法能夠把她的病治好
[00:13:55.000 --> 00:13:57.000]  所以她來到耶穌的面前
[00:13:57.000 --> 00:13:59.000]  她一定是蠻有信心的
[00:13:59.000 --> 00:14:02.000]  然後能夠謙卑的來到他面前
[00:14:02.000 --> 00:14:07.000]  才可以懇求他的醫治
[00:14:07.000 --> 00:14:10.000]  當然她沒有敢公開的說出來
[00:14:10.000 --> 00:14:12.000]  耶穌你來醫治我
[00:14:12.000 --> 00:14:14.000]  因為她的這個病
[00:14:14.000 --> 00:14:18.000]  她自己不敢公開在別人的面前
[00:14:18.000 --> 00:14:20.000]  不過從她的動作
[00:14:20.000 --> 00:14:23.000]  我們可以看出她的態度是誠懇的
[00:14:23.000 --> 00:14:25.000]  好了
[00:14:25.000 --> 00:14:27.000]  這是第一方面
[00:14:27.000 --> 00:14:32.000]  在人面前公開的來承認自己的軟弱
[00:14:32.000 --> 00:14:35.000]  那是不是說我們有什麼樣的問題
[00:14:35.000 --> 00:14:36.000]  有什麼樣的病
[00:14:36.000 --> 00:14:37.000]  我們都必須要這麼做
[00:14:37.000 --> 00:14:39.000]  來向眾人來公開
[00:14:39.000 --> 00:14:42.000]  然後我們才來到神的面前呢
[00:14:42.000 --> 00:14:44.000]  是不是這樣
[00:14:44.000 --> 00:14:45.000]  肯定不是
[00:14:45.000 --> 00:14:48.000]  不是說我們丁姐妹你有什麼樣的軟弱
[00:14:48.000 --> 00:14:49.000]  你有什麼樣的病
[00:14:49.000 --> 00:14:51.000]  我們都要在丁姐妹當中公開
[00:14:51.000 --> 00:14:52.000]  然後來到神的面前
[00:14:52.000 --> 00:14:54.000]  並非是這樣
[00:14:54.000 --> 00:14:56.000]  這裡只是提醒我們說
[00:14:56.000 --> 00:14:58.000]  當我們在神面前
[00:14:58.000 --> 00:15:01.000]  能夠願意承認自己的不足
[00:15:01.000 --> 00:15:03.000]  承認自己的軟弱的時候
[00:15:03.000 --> 00:15:06.000]  我們才能夠走到神的面前
[00:15:06.000 --> 00:15:09.000]  不然的話我們是離神很遠的
[00:15:09.000 --> 00:15:13.000]  或者我們把神拒之門外
[00:15:13.000 --> 00:15:14.000]  所以有些時候
[00:15:14.000 --> 00:15:21.000]  挫折或者是一些的患難對我們來講並非壞事
[00:15:21.000 --> 00:15:23.000]  因為這些事情能夠讓我們謙卑
[00:15:23.000 --> 00:15:25.000]  來到神的面前
[00:15:25.000 --> 00:15:28.000]  我們接下來看
[00:15:28.000 --> 00:15:32.000]  神怎麼樣醫治他們
[00:15:32.000 --> 00:15:34.000]  這裡講到一點很重要
[00:15:34.000 --> 00:15:41.000]  就是他們都是憑著信心得到醫治
[00:15:41.000 --> 00:15:43.000]  首先他們來到主的面前
[00:15:43.000 --> 00:15:49.000]  懇求主的幫助
[00:15:49.000 --> 00:15:50.000]  這個人亞魯
[00:15:50.000 --> 00:15:52.000]  他在眾人當中來等候
[00:15:52.000 --> 00:15:56.000]  當我們來看這段經文的時候
[00:15:56.000 --> 00:15:58.000]  在事實節裡面講到說
[00:15:58.000 --> 00:15:59.000]  耶穌回來的時候
[00:15:59.000 --> 00:16:01.000]  眾人迎接他
[00:16:01.000 --> 00:16:03.000]  因為他們都等候他
[00:16:03.000 --> 00:16:05.000]  這個是一個背景
[00:16:05.000 --> 00:16:08.000]  就是當他從格拉森回來的時候
[00:16:08.000 --> 00:16:10.000]  有一幫人正在等他
[00:16:10.000 --> 00:16:11.000]  在這幫人當中
[00:16:11.000 --> 00:16:14.000]  有一個人叫做亞魯
[00:16:14.000 --> 00:16:17.000]  他也在當中來等耶穌
[00:16:17.000 --> 00:16:21.000]  他來到耶穌面前來懇求他的幫助
[00:16:21.000 --> 00:16:22.000]  而且他是親自來
[00:16:22.000 --> 00:16:26.000]  不是差遣他的僕人來
[00:16:26.000 --> 00:16:28.000]  有些時候我們也需要等候
[00:16:28.000 --> 00:16:31.000]  等候神的幫助
[00:16:31.000 --> 00:16:34.000]  等候神的能力臨到我們當中
[00:16:34.000 --> 00:16:38.000]  有些時候要按照他的時間
[00:16:38.000 --> 00:16:40.000]  不是按照我們的時間
[00:16:40.000 --> 00:16:44.000]  而另外這個血肉的婦人
[00:16:44.000 --> 00:16:47.000]  是當耶穌走過人群的時候
[00:16:47.000 --> 00:16:49.000]  有許多人圍著他
[00:16:49.000 --> 00:16:50.000]  那你想想
[00:16:50.000 --> 00:16:52.000]  有很多人的時候
[00:16:52.000 --> 00:16:54.000]  你要穿過人群
[00:16:54.000 --> 00:16:56.000]  其實是不容易的
[00:16:56.000 --> 00:16:58.000]  如果你有去過機場
[00:16:58.000 --> 00:17:00.000]  你要看到一些場面的時候
[00:17:00.000 --> 00:17:02.000]  你想去那些追星的人
[00:17:02.000 --> 00:17:04.000]  他們要靠近那個明星
[00:17:04.000 --> 00:17:05.000]  其實是真的不容易的
[00:17:05.000 --> 00:17:08.000]  那當時耶穌真的有點像這種明星
[00:17:08.000 --> 00:17:09.000]  有很多人在等他
[00:17:09.000 --> 00:17:10.000]  很多人圍著他
[00:17:10.000 --> 00:17:12.000]  那你要穿過人群
[00:17:12.000 --> 00:17:14.000]  要摸到他其實是不容易的
[00:17:14.000 --> 00:17:17.000]  除了要有一定的體力
[00:17:17.000 --> 00:17:18.000]  還有一定的技巧
[00:17:18.000 --> 00:17:20.000]  才能夠接近他
[00:17:20.000 --> 00:17:21.000]  才能夠摸到他
[00:17:21.000 --> 00:17:23.000]  不然的話你永遠摸不到
[00:17:23.000 --> 00:17:24.000]  接觸不到
[00:17:24.000 --> 00:17:26.000]  你會被人推到後面的
[00:17:26.000 --> 00:17:29.000]  那這個女人她是排除萬難
[00:17:29.000 --> 00:17:30.000]  要穿過這些人
[00:17:30.000 --> 00:17:32.000]  來到耶穌的面前
[00:17:32.000 --> 00:17:35.000]  她偷偷地摸他的一掌穗子
[00:17:35.000 --> 00:17:40.000]  他們的共融點就是
[00:17:40.000 --> 00:17:43.000]  他們都要努力地
[00:17:43.000 --> 00:17:47.000]  在接觸耶穌
[00:17:47.000 --> 00:17:48.000]  透過他們的方法
[00:17:48.000 --> 00:17:50.000]  一定要接觸到耶穌
[00:17:50.000 --> 00:17:52.000]  一定要抓住他
[00:17:52.000 --> 00:17:54.000]  抓到這個機會
[00:17:54.000 --> 00:17:55.000]  一個呢
[00:17:55.000 --> 00:17:56.000]  雅魯他在等候
[00:17:56.000 --> 00:17:58.000]  然後跟他去懇求
[00:17:58.000 --> 00:18:00.000]  然後這個女人呢
[00:18:00.000 --> 00:18:02.000]  她是穿過人群
[00:18:02.000 --> 00:18:04.000]  要抓住耶穌
[00:18:04.000 --> 00:18:06.000]  這是他們的共同點
[00:18:06.000 --> 00:18:09.000]  另外呢就是
[00:18:09.000 --> 00:18:12.000]  他們不理會世俗的看法
[00:18:12.000 --> 00:18:14.000]  也是他們的共同點
[00:18:14.000 --> 00:18:17.000]  那對這個館會堂的人來講
[00:18:17.000 --> 00:18:19.000]  可能其他人會覺得說
[00:18:19.000 --> 00:18:21.000]  哎呀你為什麼會求耶穌呢
[00:18:21.000 --> 00:18:23.000]  他跟你本來就是
[00:18:23.000 --> 00:18:25.000]  應該是唱對臺戲的
[00:18:25.000 --> 00:18:27.000]  應該是不是一夥的人
[00:18:27.000 --> 00:18:31.000]  你居然現在去求他
[00:18:31.000 --> 00:18:33.000]  他可能會怕別人的嘲笑
