
[00:00:00.000 --> 00:00:04.900]  那麼又到這個時候了,我們快要到受苦節和復活節的時候了
[00:02:38.700 --> 00:02:41.500]  已經成人了,耶穌三十多歲開始
[00:02:41.500 --> 00:02:44.500]  祂的傳道最後那幾年,《馬可》就是講這件事
[00:02:44.500 --> 00:02:48.500]  《約翰福音》,《猛車鞭》你都可以講
[00:02:48.500 --> 00:02:50.000]  《太初有道》,對不對?
[00:02:50.000 --> 00:02:52.100]  《大歌》是講永恆的道,對不對?
[00:02:52.100 --> 00:02:54.500]  然後祂導成肉身來到我們中間
[00:02:54.500 --> 00:02:56.400]  所以《約翰福音》就沒有怎麼講
[00:02:56.400 --> 00:02:58.900]  就是所謂聖誕節的時候,OK?
[00:02:58.900 --> 00:03:02.700]  所以《馬太》和《路加》第一和第三本福音書
[00:03:02.700 --> 00:03:07.200]  才有提到耶穌的出生
[00:03:07.200 --> 00:03:08.600]  好,第二條
[00:03:08.600 --> 00:03:14.400]  哪一本的福音書是記載了耶穌公開傳道之前的事?
[00:03:14.400 --> 00:03:18.200]  《馬太》、《馬可》、《路加》還是《約翰福音》?
[00:03:18.200 --> 00:03:22.100]  可以和你旁邊的人聊聊嗎?
[00:03:22.100 --> 00:03:25.900]  是誰?
[00:03:25.900 --> 00:03:29.700]  《太初有道》,之前,在公開傳道之前
[00:03:29.700 --> 00:03:32.400]  是誰?又很難嗎?
[00:03:32.400 --> 00:03:35.900]  這些是很低級的
[00:03:35.900 --> 00:03:38.700]  是誰?
[00:03:38.700 --> 00:03:40.200]  《路加》,沒錯,是司儀
[00:03:40.200 --> 00:03:43.700]  記得,記得,十二歲耶穌去到聖殿的時候
[00:03:43.700 --> 00:03:45.500]  不是玩失蹤嗎?
[00:03:45.500 --> 00:03:46.500]  記得嗎?
[00:03:46.500 --> 00:03:48.000]  第二章,OK?
[00:03:48.000 --> 00:03:51.200]  只是《路加》才有提到,其他都不感興趣
[00:03:51.200 --> 00:03:52.500]  我們很感興趣的東西
[00:03:52.500 --> 00:03:54.800]  就是福音書不是很感興趣
[00:03:54.800 --> 00:03:56.200]  第三條
[00:03:56.200 --> 00:03:58.200]  哪一本的福音書是記載耶穌
[00:03:58.200 --> 00:04:00.000]  這個中文翻錯了
[00:04:00.000 --> 00:04:10.900]  是耶穌的受死、被釘、死亡、賣葬和復活的?
[00:04:10.900 --> 00:04:15.700]  哪一本書是記載?
[00:04:15.700 --> 00:04:19.200]  誰說是伊的?
[00:04:19.200 --> 00:04:21.100]  你們很害怕
[00:04:21.100 --> 00:04:23.400]  是伊的,不用怕
[00:04:23.400 --> 00:04:28.800]  四本福音書都有記載耶穌的死和復活
[00:04:28.800 --> 00:04:32.200]  死和復活四本福音書皆有記載
[00:04:32.200 --> 00:04:35.600]  我們在基督教的所謂年曆裡面
[00:04:35.600 --> 00:04:38.200]  有幾個重要的日子
[00:04:38.200 --> 00:04:39.900]  聖誕節
[00:04:39.900 --> 00:04:42.200]  受難節
[00:04:42.200 --> 00:04:44.100]  即將到來的受難節
[00:04:44.100 --> 00:04:46.500]  或者復活節
[00:04:46.500 --> 00:04:48.500]  甚至可以計算五巡節
[00:04:48.500 --> 00:04:50.900]  這些都是所謂基督教的日子裡面
[00:04:50.900 --> 00:04:52.200]  我們會記載的
[00:04:52.200 --> 00:04:54.000]  或者會著重的
[00:04:54.000 --> 00:04:56.700]  一些所謂耶穌的生平
[00:04:56.700 --> 00:04:58.900]  或者耶穌的事蹟
[00:04:58.900 --> 00:04:59.900]  有很多其他的事情
[00:04:59.900 --> 00:05:02.200]  相信耶穌是做了
[00:05:02.200 --> 00:05:04.300]  但是聖經
[00:05:04.300 --> 00:05:06.600]  新約的聖經是沒有記載
[00:05:06.600 --> 00:05:08.500]  譬如耶穌小時候
[00:05:08.500 --> 00:05:12.700]  他在幼稚園怎麼跟其他同學相處
[00:05:12.700 --> 00:05:13.800]  是不是?
[00:05:13.800 --> 00:05:16.000]  耶穌有沒有溫習?
[00:05:16.000 --> 00:05:18.700]  還是他考試的時候可以用神蹟
[00:05:18.700 --> 00:05:20.300]  然後拿到A呢?
[00:05:20.300 --> 00:05:23.500]  這些都是我們很喜歡揣測的事情
[00:05:23.500 --> 00:05:24.900]  事實上
[00:05:24.900 --> 00:05:27.500]  在聖經以外的一些記載
[00:05:27.500 --> 00:05:30.000]  或者有些人寫的小說
[00:05:30.000 --> 00:05:31.900]  或者你今時今日看一些
[00:05:31.900 --> 00:05:34.600]  有關耶穌的電影等等
[00:05:34.600 --> 00:05:37.000]  都會很感興趣的這些事情
[00:05:37.000 --> 00:05:38.500]  他長大的時候
[00:05:38.500 --> 00:05:40.000]  到底會是怎樣的呢?
[00:05:40.000 --> 00:05:44.500]  跟瑪利亞和約瑟父母相處
[00:05:44.500 --> 00:05:46.800]  和兄弟姐妹相處等等等等
[00:05:46.800 --> 00:05:48.200]  這些我們都
[00:05:48.200 --> 00:05:50.300]  現代人我們都很感興趣的
[00:05:50.300 --> 00:05:52.800]  但是聖經卻是
[00:05:52.800 --> 00:05:55.000]  焦點不是放在那裡
[00:05:55.000 --> 00:05:58.300]  事實上在約翰福音最後那兩節
[00:05:58.300 --> 00:05:59.500]  最後最後那兩節
[00:05:59.500 --> 00:06:01.000]  二十一章最後那兩節
[00:06:01.000 --> 00:06:02.100]  說些什麼呢?
[00:06:02.100 --> 00:06:04.700]  他說其實耶穌發生了很多事情
[00:06:04.700 --> 00:06:06.200]  做了很多事情
[00:06:06.200 --> 00:06:08.400]  他說這門徒就是作者
[00:06:08.400 --> 00:06:09.700]  約翰福音的作者
[00:06:09.700 --> 00:06:11.200]  他說為這些事作見證
[00:06:11.200 --> 00:06:12.900]  就是之前二十一章裡面
[00:06:12.900 --> 00:06:14.300]  記載了的事情
[00:06:14.300 --> 00:06:15.400]  記載這些事
[00:06:15.400 --> 00:06:18.400]  我們知道他的見證是真的
[00:06:18.400 --> 00:06:20.700]  耶穌所行的事還有許多
[00:06:20.700 --> 00:06:22.900]  其實還有很多關乎耶穌的事情
[00:06:22.900 --> 00:06:24.100]  是不是?
[00:06:24.100 --> 00:06:24.500]  是不是?
[00:06:24.500 --> 00:06:25.700]  一天是不是吃三餐?
[00:06:25.700 --> 00:06:26.600]  他多少磅?
[00:06:26.600 --> 00:06:28.300]  腰圍三圍是什麼?
[00:06:28.300 --> 00:06:30.200]  等等這些我們非常感興趣的事情
[00:06:30.200 --> 00:06:30.400]  是不是?
[00:06:30.400 --> 00:06:31.800]  他帥不帥?等等
[00:06:31.800 --> 00:06:34.500]  這些都是我們非常感興趣的
[00:06:34.500 --> 00:06:36.900]  他說有很多事還有許多
[00:06:36.900 --> 00:06:39.800]  若是一一都寫出來
[00:06:39.800 --> 00:06:44.500]  全世界都容不下所寫的書
[00:06:44.500 --> 00:06:46.300]  所以有很多東西
[00:06:46.300 --> 00:06:48.300]  沒錯那些門徒可能聽過
[00:06:48.300 --> 00:06:49.600]  或者接觸過
[00:06:49.600 --> 00:06:50.800]  可能不知道的
[00:06:50.800 --> 00:06:54.900]  或者耶穌曾經有講過的
[00:06:54.900 --> 00:06:57.700]  這些東西如果要記載的話
[00:06:57.700 --> 00:07:00.600]  全世界都會放不進去
[00:07:00.600 --> 00:07:01.800]  但是呢
[00:07:01.800 --> 00:07:03.000]  四本福音書
[00:07:03.000 --> 00:07:05.900]  或者甚至整個新約聖經
[00:07:05.900 --> 00:07:08.000]  所記載有關耶穌的事
[00:07:08.000 --> 00:07:10.300]  都是和什麼有關?
[00:07:10.300 --> 00:07:12.000]  都是和 Good Friday
[00:07:12.000 --> 00:07:14.800]  和 Easter 有關的
[00:07:14.800 --> 00:07:16.700]  譬如你看約翰福音
[00:07:16.700 --> 00:07:18.500]  約翰福音
[00:07:18.500 --> 00:07:22.900]  整本都是記載他最後那幾年
[00:07:22.900 --> 00:07:24.300]  公開傳道
[00:07:24.300 --> 00:07:27.700]  到他在耶路撒受害
[00:07:27.700 --> 00:07:28.700]  被釘十字架
[00:07:28.700 --> 00:07:30.100]  死而復活
[00:07:30.100 --> 00:07:32.000]  二十一章聖經裡面
[00:07:32.000 --> 00:07:33.400]  花了這麼多章節
[00:07:33.400 --> 00:07:34.800]  全部都是記載
[00:07:34.800 --> 00:07:38.200]  只是最後最後那幾年
[00:07:38.200 --> 00:07:40.100]  馬可福音更加是
[00:07:40.100 --> 00:07:42.200]  其他福音書都是一樣
[00:07:42.200 --> 00:07:45.200]  所以我們很感興趣的東西
[00:07:45.200 --> 00:07:47.200]  聖經卻不感興趣
[00:07:47.200 --> 00:07:48.400]  聖經卻告訴我們
[00:07:48.400 --> 00:07:50.200]  最後那一個星期
[00:07:50.200 --> 00:07:51.500]  最後那幾年
[00:07:51.500 --> 00:07:56.300]  才是你要去放焦點的地方
[00:07:56.300 --> 00:07:58.600]  但這個就是耶穌
[00:07:58.600 --> 00:08:01.000]  和其他的領袖
[00:08:01.000 --> 00:08:02.600]  或者包括宗教領袖
[00:08:02.600 --> 00:08:04.300]  不同的地方
[00:08:04.300 --> 00:08:06.000]  所有的領袖
[00:08:06.000 --> 00:08:07.900]  都是來到這個世界上
[00:08:07.900 --> 00:08:10.000]  他是活一個生命
[00:08:10.000 --> 00:08:11.600]  以致你有一個榜樣
[00:08:11.600 --> 00:08:14.200]  你去學校的
[00:08:14.200 --> 00:08:15.700]  你想起的英雄
[00:08:15.700 --> 00:08:17.800]  想起重要的人物
[00:08:17.800 --> 00:08:19.400]  都是來這裡
[00:08:19.400 --> 00:08:20.800]  他在這個世間上
[00:08:20.800 --> 00:08:22.000]  能夠生活
[00:08:22.000 --> 00:08:23.400]  以致他有一個好的生活
[00:08:23.400 --> 00:08:24.200]  有一個好的榜樣
[00:08:24.200 --> 00:08:29.100]  以致你能夠去學校他
[00:08:29.100 --> 00:08:30.900]  只有耶穌一個
[00:08:30.900 --> 00:08:34.500]  來到這個世間
[00:08:34.500 --> 00:08:36.100]  是死的
[00:08:36.100 --> 00:08:39.200]  他的目的就是來這裡死
[00:08:39.200 --> 00:08:41.300]  不是單單來這裡活
[00:08:41.300 --> 00:08:43.300]  給我們一個榜樣意義
[00:08:43.300 --> 00:08:46.100]  當然這個是真的
[00:08:46.100 --> 00:08:48.400]  他的生命是一個榜樣
[00:08:48.400 --> 00:08:49.800]  但他來的目的
[00:08:49.800 --> 00:08:50.900]  不只是活
[00:08:50.900 --> 00:08:52.200]  他來的目的
[00:08:52.200 --> 00:08:53.600]  是死在十字架上
[00:08:53.600 --> 00:08:56.900]  這就是耶穌和其他的
[00:08:56.900 --> 00:08:58.000]  宗教信仰
[00:08:58.000 --> 00:08:59.700]  你千萬不要說
[00:08:59.700 --> 00:09:02.900]  所有宗教信仰都是一樣
[00:09:02.900 --> 00:09:04.200]  不是的
[00:09:04.200 --> 00:09:06.300]  只有耶穌基督
[00:09:06.300 --> 00:09:07.700]  只有祂一位
[00:09:07.700 --> 00:09:09.600]  來到的目的
[00:09:09.600 --> 00:09:10.800]  是去死的
[00:09:10.800 --> 00:09:12.800]  並且祂所作的所有東西
[00:09:12.800 --> 00:09:13.800]  說的所有東西
[00:09:13.800 --> 00:09:16.200]  都是預備
[00:09:16.200 --> 00:09:17.300]  那一天
[00:09:17.300 --> 00:09:19.400]  就在十字架上死的人
[00:09:19.400 --> 00:09:21.300]  今天我們看一段經文
[00:09:21.300 --> 00:09:23.600]  就是在耶穌最後一位派
[00:09:23.600 --> 00:09:25.000]  的時候發生的
[00:09:25.000 --> 00:09:28.300]  約翰科第十二章
[00:09:28.300 --> 00:09:29.100]  十二章第一節
[00:09:29.100 --> 00:09:31.300]  我們先讀經文
[00:09:31.300 --> 00:09:33.300]  預節前六天
[00:09:33.300 --> 00:09:36.800]  預節就是所謂Good Friday的時候
[00:09:36.800 --> 00:09:38.200]  預節前六天
[00:09:38.200 --> 00:09:39.300]  耶穌來到的村莊
[00:09:39.300 --> 00:09:40.900]  叫做百大利
[00:09:40.900 --> 00:09:42.500]  就是祂在拉撒路
[00:09:42.500 --> 00:09:45.200]  和死人中復活的地方
[00:09:45.200 --> 00:09:46.300]  有人在那裡
[00:09:46.300 --> 00:09:48.900]  為耶穌預備賢直
[00:09:48.900 --> 00:09:50.400]  馬大事後
[00:09:50.400 --> 00:09:53.000]  拉撒路也和耶穌
[00:09:53.000 --> 00:09:56.100]  坐直的人中間
[00:09:56.100 --> 00:10:00.600]  馬利亞就拿著一根極貴的純拿達香膏
[00:10:00.600 --> 00:10:02.100]  抹耶穌的腳
[00:10:02.100 --> 00:10:04.400]  又用自己的頭髮來擦
[00:10:04.400 --> 00:10:10.800]  屋裡面就充滿著香膏的香氣
[00:10:10.800 --> 00:10:12.000]  有一個門徒
[00:10:12.000 --> 00:10:14.200]  就是那將要出賣耶穌的
[00:10:14.200 --> 00:10:16.200]  教育人尤大說
[00:10:16.200 --> 00:10:18.800]  為什麼不把這香膏賣三百塊錢
[00:10:18.800 --> 00:10:20.900]  來周濟窮人呢
[00:10:20.900 --> 00:10:23.600]  他說這話並不是關心窮人
[00:10:23.600 --> 00:10:25.400]  而是因為他是個賊
[00:10:25.400 --> 00:10:26.900]  右管錢囊
[00:10:26.900 --> 00:10:30.700]  常偷取錢囊中所存的
[00:10:30.700 --> 00:10:31.500]  耶穌說
[00:10:31.500 --> 00:10:33.300]  由他吧
[00:10:33.300 --> 00:10:37.000]  他者向個本事為我安葬之日
[00:10:37.000 --> 00:10:38.700]  我死的那天
[00:10:38.700 --> 00:10:40.000]  留著的
[00:10:40.000 --> 00:10:42.200]  因為常有窮人與你們一起
[00:10:42.200 --> 00:10:45.800]  但是你們不常有我
[00:10:45.800 --> 00:10:48.400]  有一群猶太人
[00:10:48.400 --> 00:10:50.300]  知道耶穌在那裡就來了
[00:10:50.300 --> 00:10:51.800]  不但是因為耶穌的緣故
[00:10:51.800 --> 00:10:58.600]  也是為了看耶穌使祂從死人中復活的那個拉撒路
[00:10:58.600 --> 00:11:00.500]  於是眾世之長
[00:11:00.500 --> 00:11:03.400]  和民間的領袖就商議
[00:11:03.400 --> 00:11:06.200]  連拉撒路也要殺了
[00:11:06.200 --> 00:11:07.600]  因為有很多猶太人
[00:11:07.600 --> 00:11:09.500]  為了拉撒路的緣故
[00:11:09.500 --> 00:11:10.800]  就背棄他們
[00:11:10.800 --> 00:11:13.200]  就是背棄了當時的猶太教
[00:11:13.200 --> 00:11:15.800]  信了耶穌
[00:11:15.800 --> 00:11:18.300]  這一段很短的故事
[00:11:18.300 --> 00:11:20.400]  應該有很多人都很熟悉的
[00:11:20.400 --> 00:11:23.300]  那個故事發生就是
[00:11:23.300 --> 00:11:25.400]  整個耶穌的生平
[00:11:25.400 --> 00:11:27.700]  終於去到一個所謂最高峰
[00:11:27.700 --> 00:11:29.000]  或者最後的一個禮拜
[00:11:29.000 --> 00:11:33.200]  或者花最多的筆墨來形容的那個禮拜
[00:11:33.200 --> 00:11:34.600]  The final week
[00:11:34.600 --> 00:11:37.800]  就是耶穌終於快要來到耶路撒冷
[00:11:37.800 --> 00:11:40.700]  耶路撒冷就是祂死的地方
[00:11:40.700 --> 00:11:43.400]  祂去到一個村莊叫做伯大利
[00:11:43.400 --> 00:11:47.000]  伯大利和耶路撒冷
[00:11:47.000 --> 00:11:52.000]  其實只不過是大概四五個字行路
[00:11:52.000 --> 00:11:54.100]  大概兩英里
[00:11:54.100 --> 00:11:56.400]  很近很近的一個地方
[00:11:56.400 --> 00:11:58.900]  就有很多很多的人因為耶穌的緣故
[00:11:58.900 --> 00:12:01.300]  或者甚至因為耶穌做過的一些神蹟
[00:12:01.300 --> 00:12:02.800]  如同之前那一張手一張
[00:12:02.800 --> 00:12:05.700]  就是拉撒路從死裡復活的神蹟
[00:12:05.700 --> 00:12:08.700]  也都在伯大利那裡發生的
[00:12:08.700 --> 00:12:12.100]  所以有很多人就圍觀也好
[00:12:12.100 --> 00:12:14.400]  或者感到很讚嘆也好
[00:12:14.400 --> 00:12:16.500]  他們就去到這個伯大利的地方
[00:12:16.500 --> 00:12:21.500]  剛剛因為有一個以前中東的文化
[00:12:21.500 --> 00:12:23.100]  就是有什麼客人來到
[00:12:23.100 --> 00:12:26.900]  或者專櫃的貴賓到了的時候
[00:12:26.900 --> 00:12:30.200]  他們就會大排賢職來歡迎他
[00:12:30.200 --> 00:12:33.000]  所以有很多的村民就走在一起
[00:12:33.000 --> 00:12:34.700]  去到一間房樓裡面
[00:12:34.700 --> 00:12:35.800]  可能一間很小很小
[00:12:35.800 --> 00:12:38.400]  只有幾百呎的房樓裡面
[00:12:38.400 --> 00:12:39.900]  他們就擠擁在裡面
[00:12:39.900 --> 00:12:44.100]  然後就在這裡有一個很大的晚餐
[00:12:44.100 --> 00:12:49.700]  所以有一個賢職就為耶穌去舉行
[00:12:49.700 --> 00:12:51.300]  在吃東西的時候
[00:12:51.300 --> 00:12:53.500]  中間的時候
[00:12:53.500 --> 00:12:56.800]  馬利亞就拿了他一瓶
[00:12:56.800 --> 00:13:00.400]  我想大概12盎司左右這麼小的
[00:13:00.400 --> 00:13:03.200]  一些香水的瓶
[00:13:03.200 --> 00:13:05.000]  叫做「牙達香膏」
[00:13:05.000 --> 00:13:07.400]  是一些膏油來的
[00:13:07.400 --> 00:13:08.600]  他就打爛了
[00:13:08.600 --> 00:13:13.200]  然後就把它抹在耶穌的腳上面
[00:13:13.200 --> 00:13:14.600]  那你就可以想像
[00:13:14.600 --> 00:13:18.600]  那些香氣會充滿著整個房間
[00:13:18.600 --> 00:13:22.500]  有誰喜歡吃榴槤呢?
[00:13:22.500 --> 00:13:26.700]  那些香氣你拿一塊出來已經夠了
[00:13:26.700 --> 00:13:29.500]  喜歡吃的那些人就會擠擁在一起
[00:13:29.500 --> 00:13:33.000]  那些不喜歡吃的就立刻驅走他們
[00:13:33.000 --> 00:13:34.700]  就是這樣的情況
[00:13:34.700 --> 00:13:38.200]  那種香氣就會瀰漫著整個房間
[00:13:38.200 --> 00:13:43.300]  其實在當時的社會的一個情景
[00:13:43.300 --> 00:13:45.600]  是一個很美的情景
[00:13:45.600 --> 00:13:48.500]  有香膏、有香水
[00:13:48.500 --> 00:13:54.900]  來抹在耶穌的腳上面
[00:13:54.900 --> 00:13:57.100]  在這個故事裡面
[00:13:57.100 --> 00:13:59.800]  起碼有兩個重要的人物
[00:13:59.800 --> 00:14:01.800]  第一個就是猶大
[00:14:01.800 --> 00:14:04.000]  第二個就是馬利亞
[00:14:04.000 --> 00:14:05.900]  我們先看猶大
[00:14:05.900 --> 00:14:08.900]  因為這樣的美景出現的時候
[00:14:08.900 --> 00:14:11.000]  猶大說什麼呢?
[00:14:11.000 --> 00:14:13.500]  他說為什麼不將這些香膏賣掉
[00:14:13.500 --> 00:14:17.000]  然後我們有三百兩銀錢
[00:14:17.000 --> 00:14:18.400]  三百塊銀錢
[00:14:18.400 --> 00:14:22.500]  去周濟窮人呢?
[00:14:22.500 --> 00:14:24.200]  這裡很合猶大
[00:14:24.200 --> 00:14:27.800]  就是加勒人猶大的
[00:14:27.800 --> 00:14:28.700]  我想他的品性
[00:14:28.700 --> 00:14:33.300]  或者在不同的科學的技術裡面
[00:14:33.300 --> 00:14:35.200]  就是加勒人猶大
[00:14:35.200 --> 00:14:39.600]  都是有這樣的恩賜
[00:14:39.600 --> 00:14:40.500]  可以這麼說
[00:14:40.500 --> 00:14:42.200]  掃口很好
[00:14:42.200 --> 00:14:44.400]  他說這個香膏一看就知道
[00:14:44.400 --> 00:14:47.000]  是值三百兩銀錢
[00:14:47.000 --> 00:14:48.300]  但是換算起來
[00:14:48.300 --> 00:14:49.200]  以前
[00:14:49.200 --> 00:14:50.900]  當代
[00:14:50.900 --> 00:14:53.600]  三百兩銀錢大概有多少錢呢?
[00:14:53.600 --> 00:14:55.900]  就是一個普通的工人
[00:14:55.900 --> 00:15:00.100]  他每年的薪金
[00:15:00.100 --> 00:15:03.400]  每天大概有一兩銀錢
[00:15:03.400 --> 00:15:05.600]  以致他就能夠戶口
[00:15:05.600 --> 00:15:06.700]  有東西吃
[00:15:06.700 --> 00:15:11.000]  三百兩銀錢大概是一年的工資
[00:15:11.000 --> 00:15:11.700]  所以他一看
[00:15:11.700 --> 00:15:12.400]  看見的時候
[00:15:12.400 --> 00:15:13.300]  他就發現
[00:15:13.300 --> 00:15:14.800]  這個香膏
[00:15:14.800 --> 00:15:18.000]  或者這個香水
[00:15:18.000 --> 00:15:21.400]  其實是值一年的年資
[00:15:21.400 --> 00:15:23.800]  一年的年資多不多?
[00:15:23.800 --> 00:15:25.000]  很多是嗎?
[00:15:25.000 --> 00:15:25.500]  很多
[00:15:25.500 --> 00:15:27.700]  叫你奉獻一年年資行不行?
[00:15:27.700 --> 00:15:28.700]  不好吧
[00:15:28.700 --> 00:15:30.500]  上帝不會這樣的
[00:15:30.500 --> 00:15:32.300]  我們對上帝很有信心
[00:15:32.300 --> 00:15:34.800]  我不奉獻其他人一定會奉獻的
[00:15:34.800 --> 00:15:36.500]  我們一定會這麼說
[00:15:36.500 --> 00:15:37.900]  一年的年資
[00:15:37.900 --> 00:15:40.100]  你計算一下一年的年資多少
[00:15:40.100 --> 00:15:41.500]  我們快到稅務日了
[00:15:41.500 --> 00:15:45.000]  大家應該在計算錢
[00:15:45.000 --> 00:15:46.000]  一年的年資
[00:15:46.000 --> 00:15:46.900]  他就將它打爛
[00:15:46.900 --> 00:15:48.200]  然後
[00:15:48.200 --> 00:15:50.300]  就
[00:15:50.300 --> 00:15:54.100]  塗在耶穌的腳上
[00:15:54.100 --> 00:15:56.400]  所以教練猶大一看見的時候
[00:15:56.400 --> 00:15:57.400]  他就覺得
[00:15:57.400 --> 00:15:58.300]  這個非常之不妥
[00:15:58.300 --> 00:15:59.400]  並且
[00:15:59.400 --> 00:16:00.300]  快到御節
[00:16:00.300 --> 00:16:01.800]  或者 Good Friday 的時候
[00:16:01.800 --> 00:16:03.400]  猶大人有一個習慣
[00:16:03.400 --> 00:16:04.100]  就是
[00:16:04.100 --> 00:16:06.700]  他們會有一些額外的奉獻
[00:16:06.700 --> 00:16:09.600]  會奉獻到耶路撒冷的聖殿
[00:16:09.600 --> 00:16:11.600]  是周祭共人用的
[00:16:11.600 --> 00:16:13.400]  每逢到大時大節
[00:16:13.400 --> 00:16:15.400]  就是所謂 Passover 御節的時候
[00:16:15.400 --> 00:16:17.100]  就是耶穌死的那一天
[00:16:17.100 --> 00:16:18.400]  十字架
[00:16:18.400 --> 00:16:19.600]  受苦節的那一天
[00:16:19.600 --> 00:16:20.800]  Good Friday 那一天
[00:16:20.800 --> 00:16:22.100]  所以猶大
[00:16:22.100 --> 00:16:25.100]  就已經心裡面有數了
[00:16:25.100 --> 00:16:28.100]  為什麼不將它賣了?
[00:16:28.100 --> 00:16:31.700]  他是一個對馬尼亞的批評
[00:16:31.700 --> 00:16:32.700]  賣了它
[00:16:32.700 --> 00:16:35.000]  正好這個時候我們有慈惠奉獻
[00:16:35.000 --> 00:16:35.700]  是不是?
[00:16:35.700 --> 00:16:38.500]  我們不如去周祭一下窮人吧
[00:16:38.500 --> 00:16:41.700]  當然約翰作者
[00:16:41.700 --> 00:16:43.000]  這裡已經交代了
[00:16:43.000 --> 00:16:45.100]  其實他心裡面在想什麼
[00:16:45.100 --> 00:16:45.700]  順帶一提
[00:16:45.700 --> 00:16:47.700]  這裡講到猶大的時候
[00:16:47.700 --> 00:16:48.900]  整個新約裡面
[00:16:48.900 --> 00:16:52.500]  講到出賣耶穌的加律人猶大
[00:16:52.500 --> 00:16:54.900]  其實他不只是取笑這麼簡單
[00:16:54.900 --> 00:16:57.500]  其實是一種
[00:16:57.500 --> 00:16:58.900]  一種很意外
[00:16:58.900 --> 00:17:00.100]  很突然的
[00:17:00.100 --> 00:17:03.200]  一種妙術
[00:17:03.200 --> 00:17:03.900]  意思就是說
[00:17:03.900 --> 00:17:05.500]  居然
[00:17:05.500 --> 00:17:08.100]  居然這個門徒
[00:17:08.100 --> 00:17:10.900]  最後是出賣耶穌的
[00:17:10.900 --> 00:17:12.700]  我們知道最後的故事是怎樣
[00:17:12.700 --> 00:17:17.100]  猶大為了幾十塊的銀錢
[00:17:17.100 --> 00:17:19.000]  他就出賣了耶穌
[00:17:19.000 --> 00:17:24.800]  將耶穌交了給當時的公安
[00:17:24.800 --> 00:17:27.700]  公安或者祭司長等等
[00:17:27.700 --> 00:17:29.600]  這個就是猶大
[00:17:29.600 --> 00:17:31.100]  我想想
[00:17:31.100 --> 00:17:32.900]  猶大
[00:17:32.900 --> 00:17:33.900]  如果我們想
