
[00:00:00.000 --> 00:00:03.000]  將頂姐妹平安
[00:01:44.000 --> 00:01:48.000]  所以我們要彼此接納
[00:01:48.000 --> 00:01:51.000]  我們的信仰告訴我們
[00:01:51.000 --> 00:01:53.000]  我們的神是愛
[00:01:53.000 --> 00:01:56.000]  我們的教導是我們要學習彼此相愛
[00:01:56.000 --> 00:02:00.000]  為什麼我們要勢不兩立呢?
[00:02:00.000 --> 00:02:03.000]  剛才道昌也有引用到
[00:02:03.000 --> 00:02:07.000]  《約翰福音》十三章三十四至三十五節
[00:02:07.000 --> 00:02:10.000]  是耶穌對門徒的教導
[00:02:10.000 --> 00:02:12.000]  只有我們彼此相愛
[00:02:12.000 --> 00:02:16.000]  人才認出我們是耶穌的門徒
[00:02:16.000 --> 00:02:18.000]  頂姊妹
[00:02:18.000 --> 00:02:20.000]  今天我們稱為親愛的頂姊妹
[00:02:20.000 --> 00:02:25.000]  我們是否真的親愛我們的頂姊妹呢?
[00:02:25.000 --> 00:02:31.000]  還是表面的寒暄 表面的說話呢?
[00:02:31.000 --> 00:02:36.000]  勢不兩立絕對不是和彼此相愛
[00:02:36.000 --> 00:02:40.000]  團契相交沒有關係
[00:02:40.000 --> 00:02:42.000]  甚至不是衝突
[00:02:42.000 --> 00:02:46.000]  我希望今天的訊息能夠幫助大家去思想
[00:02:46.000 --> 00:02:49.000]  我們需要彼此相愛
[00:02:49.000 --> 00:02:52.000]  有時候我們需要勢不兩立
[00:02:52.000 --> 00:02:57.000]  有時候我們絕對不能夠容許勢不兩立在我們當中
[00:02:57.000 --> 00:03:01.000]  讓我們一起重讀今天講道的經文
[00:03:01.000 --> 00:03:02.000]  預備起
[00:03:12.000 --> 00:03:36.000]  若人一書一尊一節四節
[00:03:36.000 --> 00:03:39.000]  上個禮拜非教師已經講錯
[00:03:39.000 --> 00:03:42.000]  他是若人一書的引言
[00:03:42.000 --> 00:03:47.000]  亦都道出了整卷書的寫作目的
[00:03:47.000 --> 00:03:49.000]  非教師亦都講到
[00:03:49.000 --> 00:03:52.000]  門徒團契的相交
[00:03:52.000 --> 00:03:57.000]  是在於使徒一直所傳講的甚麼
[00:03:57.000 --> 00:03:59.000]  生命之道
[00:03:59.000 --> 00:04:02.000]  這個生命之道不單單指耶穌
[00:04:02.000 --> 00:04:05.000]  耶穌說我是道路 我就是道
[00:04:05.000 --> 00:04:06.000]  不單止是他
[00:04:06.000 --> 00:04:09.000]  更加指到關乎耶穌的事情
[00:04:09.000 --> 00:04:12.000]  關乎耶穌的福音
[00:04:12.000 --> 00:04:13.000]  是我們要傳
[00:04:13.000 --> 00:04:16.000]  我們要將耶穌和祂所做過的一切
[00:04:16.000 --> 00:04:18.000]  和祂所講的福音
[00:04:18.000 --> 00:04:20.000]  去傳揚開去
[00:04:20.000 --> 00:04:24.000]  這個就是我們相交一個很重要的目的
[00:04:24.000 --> 00:04:26.000]  上主日非教師亦都指出
[00:04:26.000 --> 00:04:29.000]  當時的門信徒
[00:04:29.000 --> 00:04:33.000]  是在面對很重要的異端
[00:04:33.000 --> 00:04:35.000]  落師弟主義
[00:04:35.000 --> 00:04:38.000]  其中一個學說叫幻影說
[00:04:38.000 --> 00:04:43.000]  他們認為耶穌是沒有真正成為人的
[00:04:43.000 --> 00:04:46.000]  在他們覺得肉體是不重要的
[00:04:46.000 --> 00:04:48.000]  所以他們不覺得需要有復活這件事
[00:04:48.000 --> 00:04:50.000]  所以耶穌沒有復活
[00:04:50.000 --> 00:04:51.000]  人死了都沒有復活
[00:04:51.000 --> 00:04:55.000]  人肉體是不重要的
[00:04:55.000 --> 00:05:00.000]  但是約翰覺得這個不是合乎聖經的真理
[00:05:00.000 --> 00:05:03.000]  於是就在第一章五至七節
[00:05:03.000 --> 00:05:05.000]  針對這一類的異端
[00:05:05.000 --> 00:05:08.000]  講出一個很重要的事實
[00:05:08.000 --> 00:05:10.000]  指出他們的問題
[00:05:10.000 --> 00:05:11.000]  他們的問題是什麼?
[00:05:11.000 --> 00:05:15.000]  由於他們不重視外在的行為
[00:05:15.000 --> 00:05:17.000]  他們覺得外在做成怎樣
[00:05:17.000 --> 00:05:20.000]  都不影響人的得救
[00:05:20.000 --> 00:05:22.000]  所以他們講一套做一套
[00:05:22.000 --> 00:05:25.000]  表裡不一
[00:05:25.000 --> 00:05:28.000]  但是保羅怎樣回應他們?
[00:05:28.000 --> 00:05:29.000]  保羅說
[00:05:29.000 --> 00:05:31.000]  我們若說我們與神有團契
[00:05:31.000 --> 00:05:33.000]  他仍在黑暗裡走
[00:05:33.000 --> 00:05:34.000]  這就是說謊
[00:05:34.000 --> 00:05:36.000]  不實行真理
[00:05:36.000 --> 00:05:40.000]  這是針對當時的異端
[00:05:40.000 --> 00:05:42.000]  你們說與神團契
[00:05:42.000 --> 00:05:44.000]  用今天的角度來說
[00:05:44.000 --> 00:05:48.000]  你們說你們信耶穌回教會
[00:05:48.000 --> 00:05:50.000]  回團契
[00:05:50.000 --> 00:05:52.000]  但是你們卻
[00:05:52.000 --> 00:05:54.000]  教會以外的生活
[00:05:54.000 --> 00:05:56.000]  私底下的生活
[00:05:56.000 --> 00:05:59.000]  是黑暗當中的黑暗
[00:05:59.000 --> 00:06:00.000]  如果是這樣
[00:06:00.000 --> 00:06:02.000]  我們不是人格分裂
[00:06:02.000 --> 00:06:03.000]  我們絕對是說謊
[00:06:03.000 --> 00:06:07.000]  這不是神的吩咐
[00:06:07.000 --> 00:06:08.000]  第七節
[00:06:08.000 --> 00:06:10.000]  約翰以一個正面的方式
[00:06:10.000 --> 00:06:14.000]  如果我們真正在光明當中行走的時候
[00:06:14.000 --> 00:06:16.000]  我們就效法神
[00:06:16.000 --> 00:06:17.000]  因為祂是光
[00:06:17.000 --> 00:06:19.000]  祂也是光明正大的神
[00:06:19.000 --> 00:06:21.000]  祂不會背負自己的上帝
[00:06:21.000 --> 00:06:23.000]  祂是信實的主
[00:06:23.000 --> 00:06:25.000]  所以我們信祂的
[00:06:25.000 --> 00:06:27.000]  我們都一起在祂的裡面
[00:06:27.000 --> 00:06:29.000]  有真實的團契
[00:06:29.000 --> 00:06:34.000]  並且經歷到耶穌基督補血的洗淨
[00:06:34.000 --> 00:06:36.000]  約翰不是告訴我們
[00:06:36.000 --> 00:06:37.000]  我們信耶穌之後
[00:06:37.000 --> 00:06:38.000]  在這個團的生活裡面
[00:06:38.000 --> 00:06:39.000]  是沒有罪的
[00:06:39.000 --> 00:06:41.000]  不會挨揍的
[00:06:41.000 --> 00:06:43.000]  我們成長就知道
[00:06:43.000 --> 00:06:46.000]  幾親愛的兄弟姐妹
[00:06:46.000 --> 00:06:47.000]  都會挨揍的
[00:06:47.000 --> 00:06:49.000]  都會有妒忌的
[00:06:49.000 --> 00:06:51.000]  不過不同的是什麼
[00:06:51.000 --> 00:06:52.000]  我們這個群體
[00:06:52.000 --> 00:06:55.000]  我們有耶穌基督在我們當中
[00:06:55.000 --> 00:06:58.000]  當我們有這些問題的時候
[00:06:58.000 --> 00:07:02.000]  耶穌的補血就會洗淨我們
[00:07:02.000 --> 00:07:04.000]  其實若說也好
[00:07:04.000 --> 00:07:06.000]  若再也好
[00:07:06.000 --> 00:07:07.000]  如果大家留意
[00:07:07.000 --> 00:07:10.000]  在一章五節至二章二節或二章三節
[00:07:10.000 --> 00:07:13.000]  是不斷出現的
[00:07:13.000 --> 00:07:15.000]  六節、八節、十節都有
[00:07:15.000 --> 00:07:17.000]  大家慢慢看
[00:07:17.000 --> 00:07:21.000]  第七、第九、二章一節都有提到
[00:07:21.000 --> 00:07:23.000]  無論是反面還是正面
[00:07:23.000 --> 00:07:25.000]  其實是告訴你
[00:07:25.000 --> 00:07:27.000]  如果我們說我們信耶穌
[00:07:27.000 --> 00:07:29.000]  我們不應該是這樣的
[00:07:29.000 --> 00:07:31.000]  或者如果我們信耶穌
[00:07:31.000 --> 00:07:32.000]  我們應該是這樣的
[00:07:32.000 --> 00:07:34.000]  這個約翰很想
[00:07:34.000 --> 00:07:38.000]  讓當時的門徒清楚知道這個事實
[00:07:38.000 --> 00:07:41.000]  而今天所選的經文
[00:07:41.000 --> 00:07:45.000]  我希望歸納有五個很重要的
[00:07:45.000 --> 00:07:47.000]  或者提醒
[00:07:47.000 --> 00:07:48.000]  彼此的勉勵
[00:07:48.000 --> 00:07:49.000]  第一件事
[00:07:49.000 --> 00:07:51.000]  真正的團契相交
[00:07:51.000 --> 00:07:56.000]  首先我們要先跟敵對一方
[00:07:56.000 --> 00:07:59.000]  誓不兩立
[00:07:59.000 --> 00:08:04.000]  與敵對一方誓不兩立
[00:08:04.000 --> 00:08:07.000]  可以說是真正相交
[00:08:07.000 --> 00:08:10.000]  或者得勝的重要基礎
[00:08:10.000 --> 00:08:14.000]  如果你不處理好
[00:08:14.000 --> 00:08:15.000]  誰是你的敵人
[00:08:15.000 --> 00:08:18.000]  分不清敵我敵友
[00:08:18.000 --> 00:08:20.000]  你是很難得勝的
[00:08:20.000 --> 00:08:23.000]  你只會被人出賣
[00:08:23.000 --> 00:08:27.000]  所謂落場無父子
[00:08:27.000 --> 00:08:30.000]  只有忠於自己一方
[00:08:30.000 --> 00:08:32.000]  看回這個表你就知道
[00:08:32.000 --> 00:08:36.000]  真正的敵人是橫著看的
[00:08:36.000 --> 00:08:38.000]  我們是屬於光明的神
[00:08:38.000 --> 00:08:39.000]  神就是光
[00:08:39.000 --> 00:08:41.000]  在裡面毫無黑暗
[00:08:41.000 --> 00:08:43.000]  我們作為信耶穌的人
[00:08:43.000 --> 00:08:45.000]  我們就是神的子女
[00:08:45.000 --> 00:08:47.000]  所以真正的敵人
[00:08:47.000 --> 00:08:50.000]  不是在我們一起生活
[00:08:50.000 --> 00:08:52.000]  一起學習真理
[00:08:52.000 --> 00:08:55.000]  一起相交過聖潔生活的弟兄姊妹
[00:08:55.000 --> 00:08:56.000]  你和我
[00:08:56.000 --> 00:09:01.000]  真正的敵人是右邊的黑暗的魔鬼
[00:09:01.000 --> 00:09:04.000]  魔鬼是活在黑暗當中
[00:09:04.000 --> 00:09:07.000]  他所做的事是不見得光的
[00:09:07.000 --> 00:09:08.000]  而他最大的目的
[00:09:08.000 --> 00:09:11.000]  就是要抵擋神的勢力
[00:09:11.000 --> 00:09:13.000]  他傳說的不是真理
[00:09:13.000 --> 00:09:14.000]  是歪理
[00:09:14.000 --> 00:09:17.000]  是謬誤的說話
[00:09:17.000 --> 00:09:18.000]  似是而非
[00:09:18.000 --> 00:09:22.000]  引導愚昧的人
[00:09:22.000 --> 00:09:23.000]  包括信徒
[00:09:23.000 --> 00:09:26.000]  使我們不能彼此相愛
[00:09:26.000 --> 00:09:27.000]  團契相交
[00:09:27.000 --> 00:09:29.000]  相反互相放縱
[00:09:29.000 --> 00:09:30.000]  互相攻擊
[00:09:30.000 --> 00:09:33.000]  互相詆毀
[00:09:33.000 --> 00:09:36.000]  在神的裡面應該是聖潔的
[00:09:36.000 --> 00:09:38.000]  因為上帝就是聖潔
[00:09:38.000 --> 00:09:39.000]  但是很可惜
[00:09:39.000 --> 00:09:42.000]  在撒旦的裡面只有互為
[00:09:42.000 --> 00:09:43.000]  這段經文告訴我們
[00:09:43.000 --> 00:09:45.000]  我們是屬於光明的
[00:09:45.000 --> 00:09:48.000]  正如聖經說
[00:09:48.000 --> 00:09:49.000]  我就是來到世上的光
[00:09:49.000 --> 00:09:53.000]  只凡信我的不住在黑暗裡
[00:09:53.000 --> 00:09:55.000]  所以頂姐妹
[00:09:55.000 --> 00:09:56.000]  睡覺我們關燈
[00:09:56.000 --> 00:09:58.000]  不是這個意思
[00:09:58.000 --> 00:10:00.000]  是指我們生活不好
[00:10:00.000 --> 00:10:02.000]  不見得光
[00:10:02.000 --> 00:10:03.000]  我們有時候很愚昧
[00:10:03.000 --> 00:10:05.000]  哎呀沒有人知道
[00:10:05.000 --> 00:10:06.000]  是呀
[00:10:06.000 --> 00:10:07.000]  我無知到
[00:10:07.000 --> 00:10:09.000]  我以為沒有人知道
[00:10:09.000 --> 00:10:13.000]  其實是上帝都知道
[00:10:13.000 --> 00:10:16.000]  魔鬼是屬於黑暗領域的
[00:10:16.000 --> 00:10:18.000]  我們既然屬於上帝
[00:10:18.000 --> 00:10:22.000]  我們就是行光明的事
[00:10:22.000 --> 00:10:24.000]  我們不屬於黑暗
[00:10:24.000 --> 00:10:27.000]  當時義端正是有這樣的矛盾
[00:10:27.000 --> 00:10:29.000]  一面與上帝相交
[00:10:29.000 --> 00:10:30.000]  就如我們今天
[00:10:30.000 --> 00:10:32.000]  一面回來教會
[00:10:32.000 --> 00:10:35.000]  穿上很神聖的衣服
[00:10:35.000 --> 00:10:38.000]  講出很淑女的字眼
[00:10:38.000 --> 00:10:44.000]  但是裡面是黑暗的黑暗
[00:10:44.000 --> 00:10:46.000]  這是矛盾的
[00:10:46.000 --> 00:10:49.000]  不是合乎神的心意
[00:10:49.000 --> 00:10:51.000]  這個表告訴你
[00:10:51.000 --> 00:10:55.000]  真正的敵人不是我們頂姐妹
[00:10:55.000 --> 00:10:57.000]  而是活在黑暗
[00:10:57.000 --> 00:11:00.000]  要敵對上帝和祂兒女的
[00:11:00.000 --> 00:11:04.000]  撒旦這個勢力
[00:11:04.000 --> 00:11:05.000]  頂姐妹
[00:11:05.000 --> 00:11:07.000]  今天你會留意
[00:11:07.000 --> 00:11:08.000]  為什麼很多頂姐妹
[00:11:08.000 --> 00:11:09.000]  我們認識的頂姐妹
[00:11:09.000 --> 00:11:11.000]  為什麼不見了
[00:11:11.000 --> 00:11:12.000]  是呀
[00:11:12.000 --> 00:11:14.000]  有些去了長洲
[00:11:14.000 --> 00:11:16.000]  參加青年的應會
[00:11:16.000 --> 00:11:18.000]  不過都是少數
[00:11:18.000 --> 00:11:20.000]  很多我們曾經在這裡
[00:11:20.000 --> 00:11:22.000]  一起崇拜
[00:11:22.000 --> 00:11:23.000]  我知道了
[00:11:23.000 --> 00:11:25.000]  去了天家
[00:11:25.000 --> 00:11:27.000]  但有些不是這兩個類別
[00:11:27.000 --> 00:11:28.000]  為什麼
[00:11:28.000 --> 00:11:32.000]  可能去了其他教會
[00:11:32.000 --> 00:11:38.000]  這是因為信仰根基不穩
[00:11:38.000 --> 00:11:39.000]  一個疫情
[00:11:39.000 --> 00:11:41.000]  一個社會事件
[00:11:41.000 --> 00:11:45.000]  一個在教會遇到的遭遇
[00:11:45.000 --> 00:11:46.000]  可能他覺得很不開心
[00:11:46.000 --> 00:11:49.000]  被人說
[00:11:49.000 --> 00:11:52.000]  不滿離開教會
[00:11:52.000 --> 00:11:55.000]  他離開
[00:11:55.000 --> 00:12:00.000]  可能是個人信仰根基的問題
[00:12:00.000 --> 00:12:02.000]  他未完全明白
[00:12:02.000 --> 00:12:05.000]  什麼是神的家
[00:12:05.000 --> 00:12:07.000]  另一方面
[00:12:07.000 --> 00:12:09.000]  很多人離開教會
[00:12:09.000 --> 00:12:13.000]  可能他離開他的教會也不要緊
[00:12:13.000 --> 00:12:15.000]  他繼續在其他教會有造就
[00:12:15.000 --> 00:12:16.000]  成長
[00:12:16.000 --> 00:12:17.000]  侍奉
[00:12:17.000 --> 00:12:19.000]  我們要祝福他
[00:12:19.000 --> 00:12:22.000]  但很多人離開了基督的信仰
[00:12:22.000 --> 00:12:23.000]  我不再信耶穌
[00:12:23.000 --> 00:12:24.000]  我不會祈禱
[00:12:24.000 --> 00:12:28.000]  我不會回教會
[00:12:28.000 --> 00:12:30.000]  是因為他看到
[00:12:30.000 --> 00:12:32.000]  很多所謂的教徒
[00:12:32.000 --> 00:12:36.000]  生命無見證
[00:12:36.000 --> 00:12:38.000]  我寧願你不是信耶穌
[00:12:38.000 --> 00:12:39.000]  你說你信耶穌
[00:12:39.000 --> 00:12:41.000]  你比不信的人還差
[00:12:41.000 --> 00:12:44.000]  我接受不了
[00:12:44.000 --> 00:12:46.000]  不信的人接受不了
[00:12:46.000 --> 00:12:48.000]  自己作為頂姐妹都接受不了
[00:12:48.000 --> 00:12:52.000]  於是加上自己信仰的基礎
[00:12:52.000 --> 00:12:54.000]  不穩的時候就離開
[00:12:54.000 --> 00:12:55.000]  頂姐妹
[00:12:55.000 --> 00:13:01.000]  當我們不能和敵對勢力勢不兩立
[00:13:01.000 --> 00:13:05.000]  當我們容許不是真理的事情
[00:13:05.000 --> 00:13:07.000]  臨到教會的家
[00:13:07.000 --> 00:13:09.000]  我們不能專一敬拜上帝
[00:13:09.000 --> 00:13:11.000]  只求自己利益的時候
[00:13:11.000 --> 00:13:15.000]  我們就會叛倒很多頂姐妹
[00:13:15.000 --> 00:13:17.000]  甚至不信的人
[00:13:17.000 --> 00:13:19.000]  世界已經告訴你
[00:13:19.000 --> 00:13:21.000]  大把牆頭草
[00:13:21.000 --> 00:13:23.000]  大把國家領袖
[00:13:23.000 --> 00:13:26.000]  不會選陣營的
[00:13:26.000 --> 00:13:28.000]  只有利益
[00:13:28.000 --> 00:13:30.000]  左右我都逢源
[00:13:30.000 --> 00:13:32.000]  這件事我會黏著你
[00:13:32.000 --> 00:13:34.000]  這件事我會黏著你
[00:13:34.000 --> 00:13:36.000]  在這方面我不會得罪你
[00:13:36.000 --> 00:13:38.000]  在那方面我也不會得罪你
[00:13:38.000 --> 00:13:40.000]  可能是為了國家利益
[00:13:40.000 --> 00:13:43.000]  但更多可能是為了個人利益
[00:13:43.000 --> 00:13:44.000]  頂姐妹
[00:13:44.000 --> 00:13:46.000]  今天我們的信仰
[00:13:46.000 --> 00:13:50.000]  是不容許我們一腳踏多船
[00:13:50.000 --> 00:13:52.000]  我們屬於光明
[00:13:52.000 --> 00:13:54.000]  我們屬於左邊
[00:13:54.000 --> 00:13:56.000]  我們不是屬於右邊
[00:13:56.000 --> 00:14:00.000]  我們和右邊是勢不兩立
[00:14:00.000 --> 00:14:05.000]  教會是不容許右邊的事存在
[00:14:05.000 --> 00:14:07.000]  我們要用盡方法
[00:14:07.000 --> 00:14:09.000]  趕走這些勢力
[00:14:09.000 --> 00:14:11.000]  頂姐妹
[00:14:11.000 --> 00:14:13.000]  真正的團體相交
[00:14:13.000 --> 00:14:15.000]  首先
[00:14:15.000 --> 00:14:18.000]  就要在勢不兩立的事情上
[00:14:18.000 --> 00:14:19.000]  有這份決心
[00:14:19.000 --> 00:14:21.000]  有這份認知
[00:14:21.000 --> 00:14:24.000]  誰是我們真正的敵人
[00:14:24.000 --> 00:14:26.000]  不是你旁邊的頂姐妹
[00:14:26.000 --> 00:14:29.000]  不是在這裡一起崇拜的頂姐妹
[00:14:29.000 --> 00:14:32.000]  不是和你有瓜葛的頂姐妹
[00:14:32.000 --> 00:14:35.000]  而是撒旦和他的勢力
[00:14:35.000 --> 00:14:37.000]  真正團體相交
[00:14:37.000 --> 00:14:43.000]  首先是在於我們先與神有團體
[00:14:43.000 --> 00:14:47.000]  甚至是讓上帝居住在我們當中
[00:14:47.000 --> 00:14:49.000]  在這節經文告訴你
[00:14:49.000 --> 00:14:55.000]  為使你們也與我們有團體
[00:14:55.000 --> 00:14:57.000]  而我們的團體是與
[00:14:57.000 --> 00:15:00.000]  父和他兒子耶穌基督所共有的
[00:15:00.000 --> 00:15:02.000]  約翰告訴你
[00:15:02.000 --> 00:15:05.000]  他們不僅與頂姐妹有團體
[00:15:05.000 --> 00:15:07.000]  有相交
[00:15:07.000 --> 00:15:09.000]  是因為他們先與上帝
[00:15:09.000 --> 00:15:12.000]  與聖父聖子有相交
[00:15:12.000 --> 00:15:15.000]  享受在父子之間的團體生活
[00:15:15.000 --> 00:15:18.000]  我們的團體相交不是你和我這麼簡單
[00:15:18.000 --> 00:15:21.000]  是有神介入在當中
[00:15:21.000 --> 00:15:23.000]  就如今天的周刊封面
[00:15:23.000 --> 00:15:25.000]  李玉明教師一開始那句話
[00:15:25.000 --> 00:15:29.000]  團契是在主內的關係
[00:15:29.000 --> 00:15:32.000]  共同分享與連結
[00:15:32.000 --> 00:15:36.000]  真正的團契相交是在主內
[00:15:36.000 --> 00:15:41.000]  是與父與子享有團契
[00:15:41.000 --> 00:15:44.000]  我們這班頂姐妹
[00:15:44.000 --> 00:15:47.000]  我們一起分享團契
[00:15:47.000 --> 00:15:50.000]  分享我們與上帝有沒有關係
[00:15:50.000 --> 00:15:52.000]  如果我們與上帝沒有關係
[00:15:52.000 --> 00:15:53.000]  沒有聯繫的時候
[00:15:53.000 --> 00:15:55.000]  我們有什麼可以說呢
[00:15:55.000 --> 00:15:56.000]  沒有什麼可以說
[00:15:56.000 --> 00:15:57.000]  沒有什麼可以分享
[00:15:57.000 --> 00:16:00.000]  那就說一些無謂的話
[00:16:00.000 --> 00:16:02.000]  有是非就說
[00:16:02.000 --> 00:16:05.000]  沒有是非就說廢話
[00:16:05.000 --> 00:16:09.000]  如果我們在神的內裡有經歷
[00:16:09.000 --> 00:16:11.000]  我們有很多話題
[00:16:11.000 --> 00:16:13.000]  這些經歷就像剛才
[00:16:13.000 --> 00:16:16.000]  我們聽到美儀姐妹所說
[00:16:16.000 --> 00:16:18.000]  那個見證一樣
[00:16:18.000 --> 00:16:20.000]  是令你很觸動
[00:16:20.000 --> 00:16:22.000]  一個短短的行動
[00:16:22.000 --> 00:16:26.000]  展現了什麼叫真正的信仰
[00:16:26.000 --> 00:16:28.000]  在苦難的裡面
[00:16:28.000 --> 00:16:29.000]  在一個遺憾的裡面
[00:16:29.000 --> 00:16:33.000]  仍然認定耶和華是愛
[00:16:33.000 --> 00:16:34.000]  頂姐妹
[00:16:34.000 --> 00:16:39.000]  你感不感受到
[00:16:39.000 --> 00:16:41.000]  今天我們回
[00:16:41.000 --> 00:16:42.000]  或者不一定回團
[00:16:42.000 --> 00:16:45.000]  團契相交不是指你回什麼團
[00:16:45.000 --> 00:16:46.000]  就算你沒有回那些團契
[00:16:46.000 --> 00:16:48.000]  你在教會裡面
[00:16:48.000 --> 00:16:52.000]  有沒有頂姐妹可以跟你交往呢
[00:16:52.000 --> 00:16:54.000]  還是說你回來崇拜
[00:16:54.000 --> 00:16:59.000]  就好像回禮拜日的早場戲院那些
[00:16:59.000 --> 00:17:01.000]  一個人靜靜的來
[00:17:01.000 --> 00:17:05.000]  我也靜靜的離開
[00:17:05.000 --> 00:17:08.000]  還是說你回來
[00:17:08.000 --> 00:17:10.000]  頂姐妹可以問候你
[00:17:10.000 --> 00:17:14.000]  頂姐妹知道你開心不開心
[00:17:14.000 --> 00:17:15.000]  今天團契相交
[00:17:15.000 --> 00:17:18.000]  是不是只有你和人
[00:17:18.000 --> 00:17:20.000]  而沒有上帝呢
[00:17:20.000 --> 00:17:24.000]  這個情況會不會好像我們冠明
[00:17:24.000 --> 00:17:27.000]  爸爸我們十兄弟姊妹
[00:17:27.000 --> 00:17:28.000]  為你舉行生日會
[00:17:28.000 --> 00:17:31.000]  今年是你幾歲生日大壽
[00:17:31.000 --> 00:17:35.000]  一於為你搞一個大的生日會
[00:17:35.000 --> 00:17:37.000]  十兄弟姊妹坐在桌子上
[00:17:37.000 --> 00:17:39.000]  各自在那裡打機
[00:17:39.000 --> 00:17:40.000]  各自在那裡聊天
[00:17:40.000 --> 00:17:42.000]  世界盃在那裡打球
[00:17:42.000 --> 00:17:45.000]  連爸爸一句問候都沒有
[00:17:45.000 --> 00:17:47.000]  問爸爸的說話都沒有
[00:17:47.000 --> 00:17:50.000]  更加不會有生日歌唱
[00:17:50.000 --> 00:17:53.000]  因為我們只不過是借爸爸的名義
[00:17:53.000 --> 00:17:55.000]  一起來聊天
[00:17:55.000 --> 00:17:57.000]  自己開心
[00:17:57.000 --> 00:17:59.000]  今天教會生活是不是這樣
[00:17:59.000 --> 00:18:01.000]  我們所謂團契生活是有的
[00:18:01.000 --> 00:18:02.000]  好像是有的
[00:18:02.000 --> 00:18:07.000]  但是我們沒有讓真正團契的主角
[00:18:07.000 --> 00:18:09.000]  在我們當中
[00:18:09.000 --> 00:18:14.000]  以致我們團契是自己各自享受
[00:18:14.000 --> 00:18:15.000]  這樣嗎
[00:18:15.000 --> 00:18:16.000]  頂姊妹
[00:18:16.000 --> 00:18:18.000]  讓我們一起好好思想
[00:18:18.000 --> 00:18:20.000]  如果你沒有回團契
[00:18:20.000 --> 00:18:22.000]  想一想
[00:18:22.000 --> 00:18:25.000]  會不會一個小組一個團契你可以回
[00:18:25.000 --> 00:18:27.000]  如果你有回團契有小組
[00:18:27.000 --> 00:18:28.000]  你的團契小組
[00:18:28.000 --> 00:18:34.000]  是不是都是在團契當中的小圈子呢
[00:18:34.000 --> 00:18:35.000]  我不是
[00:18:35.000 --> 00:18:36.000]  我說過很多次
[00:18:36.000 --> 00:18:40.000]  我不是覺得你們每次一起吃飯不好
[00:18:40.000 --> 00:18:42.000]  但是可不可以找一次半次
[00:18:42.000 --> 00:18:48.000]  和其他頂姊妹吃飯呢
[00:18:48.000 --> 00:18:50.000]  五十二個禮拜都是和那幾個人一起吃飯
[00:18:50.000 --> 00:18:53.000]  你不覺得悶嗎
[00:18:53.000 --> 00:18:58.000]  你不覺得浪費了上帝給你的恩典嗎
[00:18:58.000 --> 00:18:59.000]  不要計較
[00:18:59.000 --> 00:19:01.000]  不一定要請她
[00:19:01.000 --> 00:19:03.000]  AA仔
[00:19:03.000 --> 00:19:05.000]  大家開心
[00:19:05.000 --> 00:19:06.000]  不要有壓力
[00:19:06.000 --> 00:19:07.000]  你經常請我
[00:19:07.000 --> 00:19:08.000]  有些人很有骨氣
[00:19:08.000 --> 00:19:11.000]  你再請我我就不和你吃飯
[00:19:11.000 --> 00:19:12.000]  都幾好
[00:19:12.000 --> 00:19:14.000]  這一招幾好
[00:19:14.000 --> 00:19:16.000]  有時候不要緊
[00:19:16.000 --> 00:19:18.000]  我們是親一個頂姊妹
