
[00:00:00.000 --> 00:00:02.000]  (主席)各位親愛的媒體,早晨!
[00:03:03.000 --> 00:03:08.000]  第65節是好的判斷 明辨
[00:03:08.000 --> 00:03:10.000]  翻譯為精明
[00:03:10.000 --> 00:03:13.000]  第68節出現了兩次的善
[00:03:13.000 --> 00:03:16.000]  然後差一差二字其實都是同一個字
[00:03:16.000 --> 00:03:18.000]  翻譯為有益
[00:03:18.000 --> 00:03:20.000]  在這裡你會發現這個字
[00:03:20.000 --> 00:03:23.000]  在這個段落裡是經常出現
[00:03:23.000 --> 00:03:28.000]  其實這個字在舊約裡出現了超過550次
[00:03:28.000 --> 00:03:32.000]  最早出現是在創世紀的第一章第四節
[00:03:32.000 --> 00:03:38.000]  神看肝是好的 就把肝暗分開了
[00:03:38.000 --> 00:03:40.000]  在創世紀的技術裡
[00:03:40.000 --> 00:03:45.000]  神對於祂所做的功是宣告是好的
[00:03:45.000 --> 00:03:47.000]  有些事可以被稱為好
[00:03:47.000 --> 00:03:50.000]  原因可能是祂帶給我們好處
[00:03:50.000 --> 00:03:52.000]  能夠讓人賞心悅目
[00:03:52.000 --> 00:03:55.000]  感到愉悅 感到快樂
[00:03:55.000 --> 00:03:57.000]  或者在比較之下
[00:03:57.000 --> 00:03:59.000]  祂看來比另一樣東西好
[00:03:59.000 --> 00:04:01.000]  有很高的質量
[00:04:01.000 --> 00:04:05.000]  所以好像在創世紀二章十二節裡
[00:04:05.000 --> 00:04:09.000]  說到伊甸園的金字是好的
[00:04:09.000 --> 00:04:12.000]  又或者是在創世紀十八章七節裡
[00:04:12.000 --> 00:04:17.000]  說到阿伯拉罕有很多好的牛毒
[00:04:17.000 --> 00:04:24.000]  在當中都形容這些很美麗很豐富的描述
[00:04:24.000 --> 00:04:29.000]  去說他的牛 描述他的金字
[00:04:29.000 --> 00:04:32.000]  另外在創世紀上二十五章三節裡
[00:04:32.000 --> 00:04:34.000]  也特別描述到
[00:04:34.000 --> 00:04:39.000]  阿伯拉罕的妻子阿比蓋是聰明 盡美的婦人
[00:04:39.000 --> 00:04:43.000]  這也是用了很聰明的描述
[00:04:43.000 --> 00:04:45.000]  而在民俗記十四章七節裡
[00:04:45.000 --> 00:04:49.000]  特別描述到迦南的肥沃 土地的肥沃
[00:04:49.000 --> 00:04:53.000]  我們所窺探經過的地是極美之地
[00:04:53.000 --> 00:04:59.000]  所以這個字在當中描述到好 善 美
[00:04:59.000 --> 00:05:02.000]  但其實在這個字裡最值得看重的
[00:05:02.000 --> 00:05:06.000]  是那種好的道德意義
[00:05:06.000 --> 00:05:10.000]  在創世紀二章十七節裡說到
[00:05:10.000 --> 00:05:15.000]  和三章五節裡說到善
[00:05:15.000 --> 00:05:18.000]  他說阿當夏娃因為吃了這麼吃的果子
[00:05:18.000 --> 00:05:21.000]  就知道道德的好和惡
[00:05:21.000 --> 00:05:24.000]  所以這個字有時候被翻譯為恆善
[00:05:24.000 --> 00:05:26.000]  或者是善恨
[00:05:26.000 --> 00:05:33.000]  顯示了正確和好行為本身是一個很重要的關聯
[00:05:33.000 --> 00:05:37.000]  就好像三十七天詩篇的二十七節裡說
[00:05:37.000 --> 00:05:44.000]  你當離惡恆善 就可永遠安居
[00:05:44.000 --> 00:05:48.000]  很出色的報道家施保珍曾經用這節的經文
[00:05:48.000 --> 00:05:50.000]  來勸勉弟兄姊妹
[00:05:50.000 --> 00:05:54.000]  他說就好像羅德離開所多瑪的時候
[00:05:54.000 --> 00:05:56.000]  絕不回頭看一眼
[00:05:56.000 --> 00:05:59.000]  我們也都必須這樣離開罪惡
[00:05:59.000 --> 00:06:02.000]  我們不能夠和罪舉行什麼優戰的協定
[00:06:02.000 --> 00:06:04.000]  或者是談判
[00:06:04.000 --> 00:06:06.000]  他要毫不猶豫地離開他
[00:06:06.000 --> 00:06:08.000]  並且堅定地背向他
[00:06:08.000 --> 00:06:11.000]  向著與他相反的方向努力
[00:06:11.000 --> 00:06:14.000]  如果有人不努力行善
[00:06:14.000 --> 00:06:18.000]  定會很快陷入惡的當中
[00:06:18.000 --> 00:06:21.000]  我們的確需要離開罪惡的影響
[00:06:21.000 --> 00:06:28.000]  不協定 不談判 不回頭地行善行
[00:06:28.000 --> 00:06:31.000]  所以在詩篇的一百一十九篇裡
[00:06:31.000 --> 00:06:34.000]  一再強調神的話的重要性
[00:06:34.000 --> 00:06:38.000]  當我們看詩篇一百一十九篇第六十八節的時候
[00:06:38.000 --> 00:06:45.000]  我們就知道在這段落裡一個很重要的重點
[00:06:45.000 --> 00:06:49.000]  他說你本為善所行的也善
[00:06:49.000 --> 00:06:52.000]  求你將你的律例教訓我
[00:06:52.000 --> 00:06:55.000]  剛才我也翻譯過一個版本
[00:06:55.000 --> 00:06:57.000]  就是良善是你
[00:06:57.000 --> 00:07:02.000]  良善也是你所行的教導我你的律例
[00:07:02.000 --> 00:07:10.000]  所以這裡重複了出現很多次那個善那個字
[00:07:10.000 --> 00:07:15.000]  詩人所行的 他說我們看到
[00:07:15.000 --> 00:07:18.000]  詩人所渴望的是要成為善
[00:07:18.000 --> 00:07:21.000]  因為神是至善的獨一真神
[00:07:21.000 --> 00:07:24.000]  經文提醒我們靠著神的律例
[00:07:24.000 --> 00:07:27.000]  神刻在石板上的誡命訓詞
[00:07:27.000 --> 00:07:31.000]  可以教導我們怎樣成為善並且行善
[00:07:31.000 --> 00:07:34.000]  最終是與我們有益處
[00:07:34.000 --> 00:07:37.000]  並且使我們精明 好像第六十六節
[00:07:37.000 --> 00:07:42.000]  說你向來是照你的話善待僕人
[00:07:42.000 --> 00:07:44.000]  你的話是會造就到僕人
[00:07:44.000 --> 00:07:48.000]  是會令僕人得益處
[00:07:48.000 --> 00:07:54.000]  這個字在另一個很熟悉的詩篇二十三篇裡面
[00:07:54.000 --> 00:07:55.000]  翻譯有點不同
[00:07:55.000 --> 00:07:59.000]  他說我一生一世必有恩惠 慈愛隨著我
[00:07:59.000 --> 00:08:02.000]  我且要住在耶穌的殿中直到永遠
[00:08:02.000 --> 00:08:05.000]  這裡翻譯為這個恩惠
[00:08:05.000 --> 00:08:07.000]  就像詩篇這裡所說
[00:08:07.000 --> 00:08:12.000]  是描述到一生一世有恩惠跟著這個詩人
[00:08:12.000 --> 00:08:14.000]  如影隨形
[00:08:14.000 --> 00:08:17.000]  就像剛才我讀的六十五節裡面所描述
[00:08:17.000 --> 00:08:22.000]  而是說向來是照他的話去善待僕人
[00:08:22.000 --> 00:08:24.000]  去造就他所愛的僕人
[00:08:24.000 --> 00:08:29.000]  造就他所愛的僕人並且令他得益處
[00:08:29.000 --> 00:08:31.000]  神的話對僕人是有益處
[00:08:31.000 --> 00:08:35.000]  所以剛剛我們提到在詩篇一百一十九篇裡面
[00:08:35.000 --> 00:08:37.000]  我們都不陌生地了解
[00:08:37.000 --> 00:08:40.000]  就是整個詩篇一百一十九篇裡面
[00:08:40.000 --> 00:08:45.000]  都不斷地重複出現神的話的重要性
[00:08:45.000 --> 00:08:47.000]  全篇一百一十九篇裡面
[00:08:47.000 --> 00:08:51.000]  有八個神的話的同義詞不斷地出現
[00:08:51.000 --> 00:08:55.000]  而這個短短的段落裡面就已經出現了六詞
[00:08:55.000 --> 00:08:59.000]  分別有律法
[00:08:59.000 --> 00:09:02.000]  或者大家都很熟悉在七十二節裡面
[00:09:02.000 --> 00:09:04.000]  翻譯做「陀羅哇」這個詞
[00:09:04.000 --> 00:09:09.000]  或者是話、應許、命令、訓詞、律例
[00:09:09.000 --> 00:09:12.000]  另外的見證和判語這裡就看不到
[00:09:12.000 --> 00:09:18.000]  但是你看到每一節都是提到要去重視律法
[00:09:18.000 --> 00:09:25.000]  重視神的話語在我們當中的重要性
[00:09:25.000 --> 00:09:28.000]  神的話對僕人是很有益處
[00:09:28.000 --> 00:09:32.000]  將好的判斷、知識賜給我們
[00:09:32.000 --> 00:09:35.000]  免得我們走迷了路
[00:09:35.000 --> 00:09:37.000]  不過就算是這樣
[00:09:37.000 --> 00:09:41.000]  在當中仍然會面對困難挑戰
[00:09:41.000 --> 00:09:46.000]  受苦私人裡面講到仍然是與我們有益處
[00:09:46.000 --> 00:09:50.000]  使我們有所學習勝於千萬的金銀
[00:09:50.000 --> 00:09:53.000]  讀到這裡的時候我就想起一個
[00:09:53.000 --> 00:09:55.000]  大家都可能很熟悉的詩篇一百一十九篇
[00:09:55.000 --> 00:09:57.000]  一百零五節裡面說
[00:09:57.000 --> 00:09:59.000]  你的話是我腳前的燈
[00:09:59.000 --> 00:10:00.000]  是我路上的光
[00:10:00.000 --> 00:10:03.000]  神的話語引領我們前行的方向
[00:10:03.000 --> 00:10:06.000]  所以我們唯獨只有謙卑去領受
[00:10:06.000 --> 00:10:08.000]  從主給我們的教訓
[00:10:08.000 --> 00:10:10.000]  給我們的引導、教導
[00:10:10.000 --> 00:10:13.000]  常常留心自己要有一顆謙卑受教的心
[00:10:13.000 --> 00:10:18.000]  被神的話、神自己親自去教導我們
[00:10:18.000 --> 00:10:19.000]  我記得我也分享過
[00:10:19.000 --> 00:10:22.000]  在《以塞亞書》五十章的四節裡面
[00:10:22.000 --> 00:10:25.000]  主人華賜我受教者的舌頭
[00:10:25.000 --> 00:10:28.000]  使我知道怎樣用言語輔助疲乏的人
[00:10:28.000 --> 00:10:31.000]  主每早晨提醒
[00:10:31.000 --> 00:10:36.000]  提醒我的耳朵使我聆聽像受教者一樣
[00:10:36.000 --> 00:10:38.000]  所以我們求主耶穌
[00:10:38.000 --> 00:10:44.000]  求上帝賜我們謙卑受教者的舌頭和耳朵
[00:10:44.000 --> 00:10:47.000]  令我們這幫受教者
[00:10:47.000 --> 00:10:50.000]  我們可以好好的謙卑聆聽主的聲音
[00:10:50.000 --> 00:10:54.000]  我們才能夠從神而來所賜下的言語
[00:10:54.000 --> 00:10:59.000]  能力去輔助疲乏有需要的人
[00:10:59.000 --> 00:11:03.000]  謙卑受教是一個很不容易的功課
[00:11:03.000 --> 00:11:07.000]  特別是當我們可能已經有一定的人生的閱歷
[00:11:07.000 --> 00:11:11.000]  一定的知識、社會地位、身份
[00:11:11.000 --> 00:11:16.000]  就更加不容易謙卑去學習
[00:11:16.000 --> 00:11:18.000]  可能因為我年輕的時候
[00:11:18.000 --> 00:11:22.000]  我就跟過我爸去了一些工廠大廈去搬貨
[00:11:22.000 --> 00:11:26.000]  見過一些比較辛苦的人
[00:11:26.000 --> 00:11:29.000]  他的工作環境、他的生活
[00:11:29.000 --> 00:11:33.000]  我暑假的時候也做過麥當勞的暑期工
[00:11:33.000 --> 00:11:36.000]  所以我到現在都有一個小小的習慣
[00:11:36.000 --> 00:11:37.000]  或者是體會
[00:11:37.000 --> 00:11:39.000]  就是很多時候我都會很感謝
[00:11:39.000 --> 00:11:43.000]  那些前線的員工他們的努力的付出
[00:11:43.000 --> 00:11:45.000]  我不會小看他們、輕看他們
[00:11:45.000 --> 00:11:48.000]  甚至有時候很禮貌地對他們
[00:11:48.000 --> 00:11:50.000]  幫幫他們
[00:11:50.000 --> 00:11:52.000]  好像當我在麥當勞吃完東西的時候
[00:11:52.000 --> 00:11:54.000]  我很多時候都會連著那個盤子
[00:11:54.000 --> 00:11:56.000]  拿去垃圾桶處理那些垃圾
[00:11:56.000 --> 00:12:00.000]  我不覺得這些事情必須要由職員去負責
[00:12:00.000 --> 00:12:04.000]  我自己吃完的東西是可以自己去負責
[00:12:04.000 --> 00:12:07.000]  所以這也是一個小小的習慣
[00:12:07.000 --> 00:12:11.000]  不過另一個令我覺得更加難去學的功課
[00:12:11.000 --> 00:12:16.000]  就是怎樣可以謙卑受教的一個功課呢?
[00:12:16.000 --> 00:12:19.000]  就是要去面對當其他人
[00:12:19.000 --> 00:12:21.000]  或者是挑戰的時候
[00:12:21.000 --> 00:12:24.000]  仍然可以謙卑地去回應
[00:12:24.000 --> 00:12:26.000]  不會動腦
[00:12:26.000 --> 00:12:30.000]  就好像摩西被米利暗和亞倫毀謗的時候
[00:12:30.000 --> 00:12:32.000]  在《文殊記》十二章一到三節
[00:12:32.000 --> 00:12:35.000]  他說摩西娶了古實女子為妻
[00:12:35.000 --> 00:12:39.000]  米利暗和亞倫因他所娶的古實女子就毀謗他
[00:12:39.000 --> 00:12:43.000]  說:難道耶華單與摩西說話不也如我說話嗎?
[00:12:43.000 --> 00:12:49.000]  也許耶華聽見特別聖經中描述到摩西為人極其謙和
[00:12:49.000 --> 00:12:53.000]  勝過世上的眾人
[00:12:53.000 --> 00:12:55.000]  如果大家熟悉這段經文的話
[00:12:55.000 --> 00:12:59.000]  你會知道最終耶華為摩西出頭懲罰了米利暗
[00:12:59.000 --> 00:13:01.000]  使他長大麻瘋
[00:13:01.000 --> 00:13:05.000]  後來摩西更加為米利暗哀求耶華
[00:13:05.000 --> 00:13:07.000]  求耶華醫治米利暗
[00:13:07.000 --> 00:13:10.000]  他才得著痊癒
[00:13:10.000 --> 00:13:13.000]  所以當我們面對一些人、一些事
[00:13:13.000 --> 00:13:16.000]  很困難、很不容易的時候
[00:13:16.000 --> 00:13:19.000]  這就是上帝給我們的挑戰
[00:13:19.000 --> 00:13:22.000]  給我們的磨練、給我們的學習
[00:13:22.000 --> 00:13:24.000]  在六十九到七十節
[00:13:24.000 --> 00:13:29.000]  你會發現突然間那個詞彙變化了
[00:13:29.000 --> 00:13:31.000]  明顯是出現了另一種人
[00:13:31.000 --> 00:13:33.000]  就是那些驕傲傲慢的人
[00:13:33.000 --> 00:13:38.000]  經文描述到驕傲人偏做謊言攻擊僕人
[00:13:38.000 --> 00:13:40.000]  我特別看呂進足譯本的時候
[00:13:40.000 --> 00:13:43.000]  我覺得他講得更加的詭形詭聲
[00:13:43.000 --> 00:13:46.000]  說傲慢人將謊言打我沒裝了
[00:13:46.000 --> 00:13:49.000]  我他一心落手你的訓令
[00:13:49.000 --> 00:13:52.000]  他你的心肥胖像枝油
[00:13:52.000 --> 00:13:54.000]  我卻喜悅你的律法
[00:13:54.000 --> 00:13:56.000]  我遭受苦難於我有益
[00:13:56.000 --> 00:13:58.000]  為要洗我學習你的律例
[00:13:58.000 --> 00:14:00.000]  你親口說你的律法
[00:14:00.000 --> 00:14:04.000]  於我有益勝過千萬的金銀
[00:14:04.000 --> 00:14:05.000]  剛才我說過了
[00:14:05.000 --> 00:14:07.000]  希伯來文的原文的讀法
[00:14:07.000 --> 00:14:11.000]  他把紅色的詞彙放在前面
[00:14:11.000 --> 00:14:12.000]  那個讀法是
[00:14:12.000 --> 00:14:15.000]  偏做謊言攻擊我驕傲人
[00:14:15.000 --> 00:14:17.000]  我要一心守你的訓詞
[00:14:17.000 --> 00:14:19.000]  夢之遊
[00:14:19.000 --> 00:14:20.000]  他的心
[00:14:20.000 --> 00:14:21.000]  你的律法
[00:14:21.000 --> 00:14:22.000]  我喜愛
[00:14:22.000 --> 00:14:24.000]  有益於我受苦
[00:14:24.000 --> 00:14:26.000]  為要洗我學習你的律例
[00:14:26.000 --> 00:14:29.000]  有益於我口中訓言
[00:14:29.000 --> 00:14:31.000]  勝於千萬的金銀
[00:14:31.000 --> 00:14:35.000]  所以經文描述到突然間的變化
[00:14:35.000 --> 00:14:37.000]  就是那些驕傲人去抹裝
[00:14:37.000 --> 00:14:39.000]  去偏做謊言
[00:14:39.000 --> 00:14:40.000]  去攻擊僕人
[00:14:40.000 --> 00:14:43.000]  他們的心夢想之遊
[00:14:43.000 --> 00:14:45.000]  當我想到這裡
[00:14:45.000 --> 00:14:46.000]  夢想之遊
[00:14:46.000 --> 00:14:48.000]  我就想起馬大方的書裡面
[00:14:48.000 --> 00:14:53.000]  在十三章十四到十五節裡面這樣寫
[00:14:53.000 --> 00:14:55.000]  你們聽是要聽見
[00:14:55.000 --> 00:14:56.000]  卻不明白
[00:14:56.000 --> 00:14:58.000]  看是要看見
[00:14:58.000 --> 00:14:59.000]  卻不曉得
[00:14:59.000 --> 00:15:00.000]  因為這個百姓
[00:15:00.000 --> 00:15:01.000]  由蒙了心
[00:15:01.000 --> 00:15:03.000]  耳朵發沉
[00:15:03.000 --> 00:15:07.000]  眼睛閉著
[00:15:07.000 --> 00:15:09.000]  記得我小時候
[00:15:09.000 --> 00:15:12.000]  有一個中文字是令我很深刻的
[00:15:12.000 --> 00:15:15.000]  就是自大加一點
[00:15:15.000 --> 00:15:18.000]  是個臭字
[00:15:18.000 --> 00:15:20.000]  驕傲人
[00:15:20.000 --> 00:15:22.000]  他們的確會令人
[00:15:22.000 --> 00:15:24.000]  退避三分
[00:15:24.000 --> 00:15:26.000]  令人彈開
[00:15:26.000 --> 00:15:28.000]  他們臭
[00:15:28.000 --> 00:15:29.000]  他們看不起
[00:15:29.000 --> 00:15:31.000]  看不到自己的問題
[00:15:31.000 --> 00:15:32.000]  自高自大
[00:15:32.000 --> 00:15:35.000]  目中無人
[00:15:35.000 --> 00:15:38.000]  我盼望我們每一個都可以謙卑下來
[00:15:38.000 --> 00:15:41.000]  經常被神的訓詞律法
[00:15:41.000 --> 00:15:42.000]  讓我們每一個
[00:15:42.000 --> 00:15:44.000]  眼睛可以看見
[00:15:44.000 --> 00:15:46.000]  耳朵可以聽見
[00:15:46.000 --> 00:15:47.000]  心裡可以明白
[00:15:47.000 --> 00:15:49.000]  就回轉過來
[00:15:49.000 --> 00:15:52.000]  就得著醫治
[00:15:52.000 --> 00:15:54.000]  最後七十一到七十二節
[00:15:54.000 --> 00:15:58.000]  再次提醒僕人要守住神的訓詞律法
[00:15:58.000 --> 00:16:02.000]  確定受苦是與我們有益
[00:16:02.000 --> 00:16:05.000]  使我們得著學習
[00:16:05.000 --> 00:16:09.000]  勝過千萬的金銀
[00:16:09.000 --> 00:16:10.000]  很深刻的
[00:16:10.000 --> 00:16:11.000]  初信的時候
[00:16:11.000 --> 00:16:14.000]  我看過一篇科莫金傳
[00:16:14.000 --> 00:16:19.000]  他講到流通管子的這個比喻
[00:16:19.000 --> 00:16:20.000]  他在這個比喻裡面
[00:16:20.000 --> 00:16:21.000]  他說有一天
[00:16:21.000 --> 00:16:23.000]  有個主人在他的花園裡面
[00:16:23.000 --> 00:16:25.000]  栽種了一枝竹
[00:16:25.000 --> 00:16:27.000]  他很花心機時間
[00:16:27.000 --> 00:16:30.000]  用心機去栽植這個竹
[00:16:30.000 --> 00:16:31.000]  讓它成長的時候
[00:16:31.000 --> 00:16:32.000]  每天清早
[00:16:32.000 --> 00:16:34.000]  他也親自用水去敲罐
[00:16:34.000 --> 00:16:36.000]  有發現一些枯葉
[00:16:36.000 --> 00:16:37.000]  或者住了的葉
[00:16:37.000 --> 00:16:40.000]  就輕輕將它摘走
[00:16:40.000 --> 00:16:42.000]  他對它無微不至
[00:16:42.000 --> 00:16:43.000]  過了一段時間之後
[00:16:43.000 --> 00:16:44.000]  它真的成為了
[00:16:44.000 --> 00:16:45.000]  這個花園裡面
[00:16:45.000 --> 00:16:48.000]  最美麗可愛的一枝植物
[00:16:48.000 --> 00:16:51.000]  他很感激主人的一番栽培的恩典
[00:16:51.000 --> 00:16:53.000]  很想報答主人
[00:16:53.000 --> 00:16:55.000]  有一天主人走到他的旁邊
[00:16:55.000 --> 00:16:57.000]  很悠聲地說
[00:16:57.000 --> 00:16:58.000]  我所愛的竹
[00:16:58.000 --> 00:17:01.000]  你長得這麼美這麼可愛
[00:17:01.000 --> 00:17:04.000]  真是不枉我一番的苦心
[00:17:04.000 --> 00:17:05.000]  現在我就想用你
[00:17:05.000 --> 00:17:08.000]  不知道你願不願意呢
[00:17:08.000 --> 00:17:09.000]  他很快就答應
[00:17:09.000 --> 00:17:11.000]  主人我很想報答你
[00:17:11.000 --> 00:17:12.000]  培植我的恩典
[00:17:12.000 --> 00:17:14.000]  怎麼會不願意呢
[00:17:14.000 --> 00:17:15.000]  主人說
[00:17:15.000 --> 00:17:18.000]  不過我要在用你之先
[00:17:18.000 --> 00:17:21.000]  必須要將你砍下來
[00:17:21.000 --> 00:17:23.000]  他不等到主人回答完
[00:17:23.000 --> 00:17:24.000]  就急急地說
[00:17:24.000 --> 00:17:27.000]  主人這實在太難了
[00:17:27.000 --> 00:17:28.000]  我向來是這個花園裡面
[00:17:28.000 --> 00:17:29.000]  唯我獨尊
[00:17:29.000 --> 00:17:32.000]  因為我比所有的植物都長得高
[00:17:32.000 --> 00:17:34.000]  我的眼睛也是傲視一切
[00:17:34.000 --> 00:17:36.000]  現在你將我砍下來
[00:17:36.000 --> 00:17:37.000]  躺在地上
[00:17:37.000 --> 00:17:39.000]  屈在其他的植物之下
[00:17:39.000 --> 00:17:43.000]  從此我就再沒有出頭的一天了
[00:17:43.000 --> 00:17:45.000]  主人其他事情都可以答應你
[00:17:45.000 --> 00:17:48.000]  唯有這件事不能夠答應你
[00:17:48.000 --> 00:17:49.000]  主人就說
[00:17:49.000 --> 00:17:51.000]  如果我不先將你
[00:17:51.000 --> 00:17:53.000]  從原有的地方砍下來
[00:17:53.000 --> 00:17:54.000]  躺在地上
[00:17:54.000 --> 00:17:56.000]  我就不能夠用你了
[00:17:56.000 --> 00:17:57.000]  請你記得
[00:17:57.000 --> 00:17:58.000]  我以往對你的一番培植
[00:17:58.000 --> 00:18:01.000]  目的是為了什麼
[00:18:01.000 --> 00:18:03.000]  就是因為要報答主人的恩典
[00:18:03.000 --> 00:18:06.000]  所以他就忍痛答應了主人
[00:18:06.000 --> 00:18:08.000]  願你的旨意成就
[00:18:08.000 --> 00:18:10.000]  主人就用一把利斧
[00:18:10.000 --> 00:18:12.000]  將他砍下來
[00:18:12.000 --> 00:18:13.000]  躺在地上
[00:18:13.000 --> 00:18:14.000]  當砍的時候
[00:18:14.000 --> 00:18:16.000]  其痛無比
[00:18:16.000 --> 00:18:19.000]  因為為了要報主人的恩典的緣故
[00:18:19.000 --> 00:18:22.000]  他都甘心忍受
[00:18:22.000 --> 00:18:23.000]  到了第二天
[00:18:23.000 --> 00:18:25.000]  主人又去到他的面前
[00:18:25.000 --> 00:18:26.000]  我所謂的竹
[00:18:26.000 --> 00:18:29.000]  現在我要將你的所有葉都剪去
[00:18:29.000 --> 00:18:31.000]  這樣我才能夠用你
[00:18:31.000 --> 00:18:33.000]  不知道你願不願意呢
[00:18:33.000 --> 00:18:34.000]  當他聽了之後
[00:18:34.000 --> 00:18:35.000]  他就很緊張
[00:18:35.000 --> 00:18:38.000]  主人這個要求實在是太苛刻了
[00:18:38.000 --> 00:18:40.000]  我已經被你砍下來
[00:18:40.000 --> 00:18:42.000]  不能夠高聳直立
[00:18:42.000 --> 00:18:44.000]  現在我所能誇的
[00:18:44.000 --> 00:18:47.000]  只是那些翠綠的葉
[00:18:47.000 --> 00:18:48.000]  難道你忍心
[00:18:48.000 --> 00:18:52.000]  將我這些僅存的美麗都要奪去呢
[00:18:52.000 --> 00:18:53.000]  主人啊
[00:18:53.000 --> 00:18:54.000]  放過我吧
[00:18:54.000 --> 00:18:57.000]  讓我答應你其他的要求吧
[00:18:57.000 --> 00:18:58.000]  主人就說
[00:18:58.000 --> 00:19:00.000]  如果你的葉不能夠剪去
[00:19:00.000 --> 00:19:01.000]  我不能夠用你
[00:19:01.000 --> 00:19:02.000]  請你記得
[00:19:02.000 --> 00:19:04.000]  我對你過去的一番培植
[00:19:04.000 --> 00:19:07.000]  目的是為了什麼呢
[00:19:07.000 --> 00:19:10.000]  因為竹為了要報答主人的恩典
[00:19:10.000 --> 00:19:12.000]  他就無可奈何
[00:19:12.000 --> 00:19:13.000]  含淚答應
[00:19:13.000 --> 00:19:16.000]  主人就拿起一把利斬
[00:19:16.000 --> 00:19:19.000]  將他所有的葉都剪下來
[00:19:19.000 --> 00:19:22.000]  剝奪他所有可跨的美麗
[00:19:22.000 --> 00:19:23.000]  再過一天
[00:19:23.000 --> 00:19:26.000]  主人又來到他的身邊
[00:19:26.000 --> 00:19:27.000]  我所謂的竹啊
[00:19:27.000 --> 00:19:30.000]  現在我要將你身上所有的枝都要削去
[00:19:30.000 --> 00:19:32.000]  然後我才能夠用你
[00:19:32.000 --> 00:19:34.000]  竹聽完之後就哀求
[00:19:34.000 --> 00:19:35.000]  主人
[00:19:35.000 --> 00:19:37.000]  葉子已經剪去
[00:19:37.000 --> 00:19:39.000]  如果再將我的枝去削掉
