
[00:00:00.000 --> 00:00:08.700]  那有段時間沒有在普通話崇拜當中 那因為之前可能是很多時候去了那個
[00:05:21.200 --> 00:05:25.200]  最後的僅有一位的就是一位的女士
[00:05:25.200 --> 00:05:32.200]  她是做一份很簡單的工作
[00:05:32.200 --> 00:05:37.200]  然後她是應該是撿垃圾那些的 收集垃圾的一位阿姨
[00:05:37.200 --> 00:05:40.200]  然後看到她要去去去救護她
[00:05:40.200 --> 00:05:42.200]  當然這個小女孩的救護之後
[00:05:42.200 --> 00:05:45.200]  沒多久她也是離開了人世
[00:05:45.200 --> 00:05:48.200]  那這邊報導 世界都很關注
[00:05:48.200 --> 00:05:51.200]  日本也非常的關注這件事情
[00:05:51.200 --> 00:05:54.200]  後來日本上有一個的電視節目
[00:05:54.200 --> 00:05:57.200]  就是對這件事情做了一個評論
[00:05:57.200 --> 00:06:00.200]  我們華人跟日本人也有一些歷史
[00:06:00.200 --> 00:06:04.200]  日本人就看了這段歷史 他們就這樣評價
[00:06:04.200 --> 00:06:08.200]  他說這樣的事情在日本是沒有辦法去想像的
[00:06:08.200 --> 00:06:11.200]  然後他們在一些討論的過程當中就想
[00:06:11.200 --> 00:06:14.200]  中國社會過於追求經濟的高速的發展
[00:06:14.200 --> 00:06:17.200]  而忽略了社會道德的建設
[00:06:17.200 --> 00:06:21.200]  這才導致了小月月這樣的悲劇發生
[00:06:21.200 --> 00:06:25.200]  那中國要成為世界強國光榮 金錢是不行的
[00:06:25.200 --> 00:06:30.200]  更需要讓一個世界各國人民都尊重的一個國家
[00:06:30.200 --> 00:06:32.200]  這說什麼呢 就是說其實經濟發展了
[00:06:32.200 --> 00:06:36.200]  但是道德層面很多地方我們還需要繼續的努力
[00:06:36.200 --> 00:06:43.200]  還有很多地方讓我們是看到我們很大的空間需要進步
[00:06:43.200 --> 00:06:46.200]  那這些事情好像說我們離我很遠
[00:06:46.200 --> 00:06:50.200]  我可能也沒有遇到過旁邊這樣的一個事情
[00:06:50.200 --> 00:06:54.200]  所以我們沒有反應的機會
[00:06:54.200 --> 00:06:59.200]  但是我看到另外一個報導 讓大家去想一下的話
[00:06:59.200 --> 00:07:01.200]  臺灣有一個事情就發生
[00:07:01.200 --> 00:07:04.200]  就是有一個麥當勞的中途之家
[00:07:04.200 --> 00:07:07.200]  要在一個的社區裡面建立
[00:07:07.200 --> 00:07:10.200]  這個中途之家是用來幹嘛的呢
[00:07:10.200 --> 00:07:16.200]  讓一些遠離臺灣臺北居住的一些的家庭
[00:07:16.200 --> 00:07:18.200]  他們家裡面有的孩子或有病人
[00:07:18.200 --> 00:07:20.200]  他們患了一些很嚴重的病
[00:07:20.200 --> 00:07:23.200]  但是他們需要去臺北去醫治
[00:07:23.200 --> 00:07:25.200]  他們沒有太多地方去居住的話
[00:07:25.200 --> 00:07:28.200]  那麥當勞就是給他們設立一個中途之家
[00:07:28.200 --> 00:07:34.200]  讓他們去在裡面有一段不是很長的時間在居住養病等等
[00:07:34.200 --> 00:07:40.200]  那他們就希望在這個就是臺北的大安區這個地方設立這個中途之家
[00:07:40.200 --> 00:07:44.200]  那結果這個計劃一出來發生什麽事情
[00:07:44.200 --> 00:07:46.200]  很多人去反對
[00:07:46.200 --> 00:07:51.200]  他們聯名然後很多的反對的意見說
[00:07:51.200 --> 00:07:55.200]  他們說這個中途之家會可能傷害到他們的利益
[00:07:55.200 --> 00:07:58.200]  他們覺得這個是有礙觀感
[00:07:58.200 --> 00:07:59.200]  就是不好看
[00:07:59.200 --> 00:08:02.200]  另外甚至說癌症會傳染
[00:08:02.200 --> 00:08:04.200]  而這個是很誇張的事情
[00:08:04.200 --> 00:08:06.200]  癌症是怎麽會傳染的癌症
[00:08:06.200 --> 00:08:11.200]  但是他們就用了很多的理由去阻攔這件事情的發生
[00:08:11.200 --> 00:08:13.200]  回到我們今天我們社會
[00:08:13.200 --> 00:08:16.200]  如果我們居住的環境裡面
[00:08:16.200 --> 00:08:18.200]  有類似的一個中途之家
[00:08:18.200 --> 00:08:21.200]  類似的一個中心在設立的時候
[00:08:21.200 --> 00:08:25.200]  也許會傷害到我們某種的利益感覺上
[00:08:25.200 --> 00:08:27.200]  但是我們會怎麽樣
[00:08:27.200 --> 00:08:29.200]  我們會有什麽樣的感受呢
[00:08:29.200 --> 00:08:32.200]  我們會不會好像這些的居民一樣覺得
[00:08:32.200 --> 00:08:35.200]  哎呀他在這邊設立這個中心會影響到我
[00:08:35.200 --> 00:08:37.200]  甚至我的樓價會下降
[00:08:37.200 --> 00:08:39.200]  我的財產就沒了一折
[00:08:39.200 --> 00:08:42.200]  我們會不會同樣有這樣的冷漠呢
[00:08:42.200 --> 00:08:46.200]  其實就同樣我們遇到會面對這樣的事情
[00:08:46.200 --> 00:08:51.200]  冷漠的世界其實不只是我們看到這些事件
[00:08:51.200 --> 00:08:53.200]  其實跟我們自己也有關係
[00:08:53.200 --> 00:08:55.200]  我們也許在遇到這事情的時候
[00:08:55.200 --> 00:08:58.200]  我們也會有冷漠的感覺
[00:08:58.200 --> 00:08:59.200]  聖經告訴我們什麽
[00:08:59.200 --> 00:09:03.200]  聖經告訴我們面對冷漠的社會的時候
[00:09:03.200 --> 00:09:06.200]  最大的解藥在什麽地方呢
[00:09:06.200 --> 00:09:07.200]  今天的聖經告訴我們
[00:09:07.200 --> 00:09:10.200]  最大的解藥就是彼此相愛
[00:09:10.200 --> 00:09:16.200]  我們一起說彼此相愛
[00:09:16.200 --> 00:09:20.200]  今天的經文裡面我們面對冷漠
[00:09:20.200 --> 00:09:22.200]  有人說過冷漠是心靈的大麻風
[00:09:22.200 --> 00:09:23.200]  是一種社會的疾病
[00:09:23.200 --> 00:09:26.200]  雖然它不是一種身體上的疾病
[00:09:26.200 --> 00:09:28.200]  但是它是一個心靈的疾病
[00:09:28.200 --> 00:09:31.200]  唯有我們需要愛來醫治
[00:09:31.200 --> 00:09:34.200]  今天經文裡面約翰一書四章裡面
[00:09:34.200 --> 00:09:36.200]  教導我們要彼此相愛
[00:09:36.200 --> 00:09:38.200]  這裡講了很多次彼此相愛
[00:09:38.200 --> 00:09:39.200]  三次的彼此相愛
[00:09:39.200 --> 00:09:43.200]  因為我們看聖經有第七節 十一節 十二節
[00:09:43.200 --> 00:09:45.200]  都講到彼此相愛
[00:09:45.200 --> 00:09:49.200]  而且用一些比較強烈的語氣來講
[00:09:49.200 --> 00:09:51.200]  是用強烈的勸戒
[00:09:51.200 --> 00:09:54.200]  大家可能也學過很多的東西
[00:09:54.200 --> 00:09:57.200]  我最近也有機會去滑雪 學滑雪
[00:09:57.200 --> 00:09:58.200]  學滑雪的時候
[00:09:58.200 --> 00:10:01.200]  有個教練就跟我們說一件很重要的事情
[00:10:01.200 --> 00:10:04.200]  他說 滑雪的要學習滑雪的時候
[00:10:04.200 --> 00:10:06.200]  要注意三件事情非常重要
[00:10:06.200 --> 00:10:08.200]  第一個是什麼
[00:10:08.200 --> 00:10:10.200]  第一個是安全
[00:10:10.200 --> 00:10:12.200]  第二個是什麼
[00:10:12.200 --> 00:10:13.200]  也是安全
[00:10:13.200 --> 00:10:15.200]  那你猜他第三個是什麼
[00:10:15.200 --> 00:10:16.200]  也是安全
[00:10:16.200 --> 00:10:18.200]  所以三是很重要的
[00:10:18.200 --> 00:10:22.200]  三是常常用來表達一種很強烈的一種意念
[00:10:22.200 --> 00:10:24.200]  所以在今天的經文裡面也是
[00:10:24.200 --> 00:10:26.200]  彼此相愛講了很多次 三次
[00:10:26.200 --> 00:10:27.200]  所以告訴我們
[00:10:27.200 --> 00:10:29.200]  神藉著這樣的一個信息告訴我們
[00:10:29.200 --> 00:10:30.200]  非常的重要
[00:10:30.200 --> 00:10:32.200]  我們要留意彼此相愛
[00:10:32.200 --> 00:10:35.200]  彼此相愛其實他講的是三部分的內容
[00:10:35.200 --> 00:10:38.200]  三個彼此相愛的原因
[00:10:38.200 --> 00:10:42.200]  第一個就是彼此相愛的根源是來自於神
[00:10:42.200 --> 00:10:44.200]  我們一起再讀第七到第八節
[00:10:44.200 --> 00:10:47.200]  一起來第七跟第八節
[00:10:47.200 --> 00:10:52.200]  一二三 親愛的 我們應當彼此相愛
[00:10:52.200 --> 00:10:55.200]  因為愛是從神那裡來的
[00:10:55.200 --> 00:10:59.200]  凡是愛人的都是從神生的
[00:10:59.200 --> 00:11:01.200]  並且認識神
[00:11:01.200 --> 00:11:04.200]  不愛人的就不曾認識神
[00:11:04.200 --> 00:11:06.200]  因為神就是愛
[00:11:06.200 --> 00:11:09.200]  那這裡非常清楚也很非常直接的告訴我們
[00:11:09.200 --> 00:11:12.200]  愛的源頭就是神
[00:11:12.200 --> 00:11:15.200]  那我們希望我們在不同人身上可以感受到愛
[00:11:15.200 --> 00:11:17.200]  我們可以接受到愛
[00:11:17.200 --> 00:11:18.200]  這些人包括什麼呢
[00:11:18.200 --> 00:11:21.200]  我們的父母 我們的朋友 親人 老師
[00:11:21.200 --> 00:11:24.200]  甚至教會裡面的弟兄姊妹 教母同工
[00:11:24.200 --> 00:11:27.200]  我們都可以從人的身上感受到愛
[00:11:27.200 --> 00:11:29.200]  但是我們有沒有認真想過一個問題
[00:11:29.200 --> 00:11:31.200]  認真想過一個問題就是
[00:11:31.200 --> 00:11:33.200]  人之所以能夠愛
[00:11:33.200 --> 00:11:37.200]  不是因為人本身可以產生愛
[00:11:37.200 --> 00:11:38.200]  這要留意
[00:11:38.200 --> 00:11:40.200]  我們不是人本身可以產生愛
[00:11:40.200 --> 00:11:46.200]  而是神把愛藉著我們的生命流露出來
[00:11:46.200 --> 00:11:49.200]  因為愛的根源是神
[00:11:49.200 --> 00:11:52.200]  第八節那裡告訴我們
[00:11:52.200 --> 00:11:54.200]  神本身就是愛
[00:11:54.200 --> 00:11:58.200]  那作為神所特別的一個受造物
[00:11:58.200 --> 00:12:01.200]  我們是按照神的形象所做的
[00:12:01.200 --> 00:12:03.200]  神的形象就是神的屬性
[00:12:03.200 --> 00:12:05.200]  神的屬性裡面很重要很重要一點
[00:12:05.200 --> 00:12:08.200]  就是神的愛
[00:12:08.200 --> 00:12:12.200]  因此我們人類擁有了神的屬性
[00:12:12.200 --> 00:12:15.200]  人類可以接受愛 也可以付出愛
[00:12:15.200 --> 00:12:17.200]  但是按照這裡聖經告訴我們
[00:12:17.200 --> 00:12:20.200]  人本身不可以產生愛
[00:12:20.200 --> 00:12:23.200]  人本身沒有辦法可以產生愛
[00:12:23.200 --> 00:12:27.200]  舉一個比較大家容易去理解的例子
[00:12:27.200 --> 00:12:29.200]  我們大家每個人都有手機
[00:12:29.200 --> 00:12:30.200]  每個人都有手機
[00:12:30.200 --> 00:12:33.200]  其實我想沒有人不用手機
[00:12:33.200 --> 00:12:36.200]  手機裡面有沒有電池
[00:12:36.200 --> 00:12:39.200]  電池可以提供手機有電
[00:12:39.200 --> 00:12:41.200]  我們可以先拿出手機我們看聖經
[00:12:41.200 --> 00:12:43.200]  我們接電話看WhatsApp
[00:12:43.200 --> 00:12:45.200]  問大家一個問題
[00:12:45.200 --> 00:12:51.200]  電池是不是只能夠提供一定量的電能
[00:12:51.200 --> 00:12:56.200]  電池現在出的手機最多是幾千毫安
[00:12:56.200 --> 00:12:58.200]  最厲害的手機可能上萬毫安
[00:12:58.200 --> 00:12:59.200]  我不知道
[00:12:59.200 --> 00:13:02.200]  我不是很了解最新的手機是怎麼樣子的
[00:13:02.200 --> 00:13:04.200]  但我確信的一點是
[00:13:04.200 --> 00:13:09.200]  沒有一個手機是它的電池是不用充電的
[00:13:09.200 --> 00:13:11.200]  每一個電池用到一定程度的時候
[00:13:11.200 --> 00:13:14.200]  它需要充電才重新有電量
[00:13:14.200 --> 00:13:15.200]  就好像人一樣
[00:13:15.200 --> 00:13:19.200]  我們本身可以容納一點的一部分的愛
[00:13:19.200 --> 00:13:21.200]  我們可以活出一點愛
[00:13:21.200 --> 00:13:23.200]  但是如果我們不去充電
[00:13:23.200 --> 00:13:26.200]  就是如果我們不從神那裡去領受愛
[00:13:26.200 --> 00:13:27.200]  接受愛的時候
[00:13:27.200 --> 00:13:33.200]  我們不可能永遠我們可以活出愛
[00:13:33.200 --> 00:13:34.200]  我們只是一個電池
[00:13:34.200 --> 00:13:35.200]  如果用比喻的話
[00:13:35.200 --> 00:13:36.200]  我們只是一個電池
[00:13:36.200 --> 00:13:37.200]  我們擁有一定量的愛
[00:13:37.200 --> 00:13:39.200]  但是我們用完的時候
[00:13:39.200 --> 00:13:43.200]  我們需要從神那邊去拘束
[00:13:43.200 --> 00:13:44.200]  現實生活當中
[00:13:44.200 --> 00:13:48.200]  我們對人有時候覺得很失望
[00:13:48.200 --> 00:13:52.200]  因為我們有時候會有一個錯誤的期望
[00:13:52.200 --> 00:13:58.200]  就是認為人本身可以有持續的可以產生愛
[00:13:58.200 --> 00:14:03.200]  比如第一個情況就是我們有時候會埋怨
[00:14:03.200 --> 00:14:06.200]  我們的家人親人身邊的人
[00:14:06.200 --> 00:14:08.200]  為什麼他的愛這麼有限
[00:14:08.200 --> 00:14:10.200]  他愛我不夠
[00:14:10.200 --> 00:14:13.200]  男女之間的關係是很明顯的
[00:14:13.200 --> 00:14:14.200]  拍拖的時候
[00:14:14.200 --> 00:14:18.200]  特別是男朋友對女朋友非常的好
[00:14:18.200 --> 00:14:21.200]  天上的月亮都可以幫你摘下來
[00:14:21.200 --> 00:14:23.200]  結了婚之後
[00:14:23.200 --> 00:14:25.200]  太太要問丈夫
[00:14:25.200 --> 00:14:28.200]  坐在家裡的時候問丈夫
[00:14:28.200 --> 00:14:30.200]  你可不可以拿杯熱水給我
[00:14:30.200 --> 00:14:33.200]  坐在電視面前看著球賽的丈夫
[00:14:33.200 --> 00:14:34.200]  回答是怎麼樣
[00:14:34.200 --> 00:14:36.200]  是不是虧不過去拿
[00:14:36.200 --> 00:14:37.200]  有時候不會了
[00:14:37.200 --> 00:14:39.200]  有時候你自己去拿吧
[00:14:39.200 --> 00:14:41.200]  廚房離你比較近一點
[00:14:41.200 --> 00:14:42.200]  你又不是沒手
[00:14:42.200 --> 00:14:44.200]  為什麼不去拿呢
[00:14:44.200 --> 00:14:45.200]  反差非常的大
[00:14:45.200 --> 00:14:50.200]  有時候太太會埋怨丈夫愛自己不夠
[00:14:50.200 --> 00:14:53.200]  埋怨我們的親人
[00:14:53.200 --> 00:14:55.200]  除了這方面
[00:14:55.200 --> 00:14:57.200]  有時候我們會責備自己愛得不夠
[00:14:57.200 --> 00:14:59.200]  我有兩個很可愛的女兒
[00:14:59.200 --> 00:15:00.200]  非常可愛的女兒
[00:15:00.200 --> 00:15:02.200]  她們真的很可愛
[00:15:02.200 --> 00:15:04.200]  但是有時候我做為父親的時候
[00:15:04.200 --> 00:15:07.200]  我不時也感受到自己的愛是十分有限的
[00:15:07.200 --> 00:15:11.200]  我的愛甚至可以說是有條件的
[00:15:11.200 --> 00:15:13.200]  之前我的小女兒就一直
[00:15:13.200 --> 00:15:16.200]  她晚上睡覺要行幾次
[00:15:16.200 --> 00:15:19.200]  我在旁邊陪著她的時候
[00:15:19.200 --> 00:15:21.200]  我的睡眠質量非常的差
[00:15:21.200 --> 00:15:23.200]  有時候差到一個情況
[00:15:23.200 --> 00:15:29.200]  因為我是醒了就很難再去入睡
[00:15:29.200 --> 00:15:30.200]  她一直的吵
[00:15:30.200 --> 00:15:33.200]  有一天晚上她醒了四五次
[00:15:33.200 --> 00:15:37.200]  她甚至有一次醒了就鬧了大概四十五分鐘
[00:15:37.200 --> 00:15:39.200]  我怎麼恐她她都不想睡
[00:15:39.200 --> 00:15:42.200]  然後說我真的很憤怒
[00:15:42.200 --> 00:15:45.200]  因為我想我睡不著
[00:15:45.200 --> 00:15:47.200]  我腦海裡面閃過一個鏈頭
[00:15:47.200 --> 00:15:49.200]  你知道我想到什麼嗎
[00:15:49.200 --> 00:15:51.200]  我想把她關到廁所裡面
[00:15:51.200 --> 00:15:52.200]  關到廁所裡面讓她哭了
[00:15:52.200 --> 00:15:53.200]  關門就算了
[00:15:53.200 --> 00:15:55.200]  我真的想過這個事情
[00:15:55.200 --> 00:15:56.200]  但是我當然沒有做
[00:15:56.200 --> 00:15:59.200]  但是這件事情讓我想到
[00:15:59.200 --> 00:16:03.200]  這感受讓我再次知道自己其實愛有限
[00:16:03.200 --> 00:16:04.200]  其實我不是神
[00:16:04.200 --> 00:16:09.200]  我不是一個無限量可以產生愛的父親
[00:16:09.200 --> 00:16:11.200]  我很多的侷限在裡面
[00:16:11.200 --> 00:16:16.200]  所以我們知道人都是好像手機裡面的電池一樣
[00:16:16.200 --> 00:16:18.200]  我們有些人是愛多一點
[00:16:18.200 --> 00:16:19.200]  電池容量大一點
[00:16:19.200 --> 00:16:21.200]  我們可以愛多一點
[00:16:21.200 --> 00:16:22.200]  有些人少一點
[00:16:22.200 --> 00:16:25.200]  很容易就缺乏愛可以付出
[00:16:25.200 --> 00:16:28.200]  但是最重要的是我們要從愛的源頭
[00:16:28.200 --> 00:16:31.200]  就是神的身上去知取愛
[00:16:31.200 --> 00:16:33.200]  那約翰福音十五章五節
[00:16:33.200 --> 00:16:35.200]  那裡非常清楚的告訴我們
[00:16:35.200 --> 00:16:38.200]  我們怎麼樣可以獲取這種愛
[00:16:38.200 --> 00:16:39.200]  我們一起來讀好不好
[00:16:39.200 --> 00:16:42.200]  我是葡萄樹
[00:16:42.200 --> 00:16:45.200]  你們是資質住在我裡面的
[00:16:45.200 --> 00:16:47.200]  我也住在他裡面
[00:16:47.200 --> 00:16:50.200]  他就結出很多果子
[00:16:50.200 --> 00:16:51.200]  因為離開了
[00:16:51.200 --> 00:16:55.200]  我你們就不能做什麼
[00:16:55.200 --> 00:16:57.200]  所以這裡告訴我們真的非常重要
[00:16:57.200 --> 00:16:59.200]  我們要跟神連接
[00:16:59.200 --> 00:17:03.200]  以至於我們好像我們的手機連在電源上面
[00:17:03.200 --> 00:17:04.200]  我們一直的充電的時候
[00:17:04.200 --> 00:17:07.200]  我們就有源源不斷的愛
[00:17:07.200 --> 00:17:10.200]  那這裡講到還有聖經裡面講到說
[00:17:10.200 --> 00:17:13.200]  凡是愛人的都是從神生的
[00:17:13.200 --> 00:17:16.200]  那有人會問那基督徒愛人
[00:17:16.200 --> 00:17:19.200]  那有一些的佛教徒也愛人
[00:17:19.200 --> 00:17:21.200]  非信徒也愛人
[00:17:21.200 --> 00:17:25.200]  那不同信仰的人是不是都是從神而生的呢
[00:17:25.200 --> 00:17:27.200]  會不會有這樣的一個疑問
[00:17:27.200 --> 00:17:30.200]  因為我單從中文聖經是這樣理解
[00:17:30.200 --> 00:17:31.200]  答案是不是的
[00:17:31.200 --> 00:17:32.200]  答案是否定的
[00:17:32.200 --> 00:17:35.200]  那因為從兩個角度去思想
[00:17:35.200 --> 00:17:38.200]  第一個角度是這裡說的愛人
[00:17:38.200 --> 00:17:41.200]  如果我們從希臘文的原文來看
[00:17:41.200 --> 00:17:43.200]  這不是一次兩次的愛的行為
[00:17:43.200 --> 00:17:46.200]  而是一個恆常的一個
[00:17:46.200 --> 00:17:49.200]  不斷的活出愛的這樣一個行為
[00:17:49.200 --> 00:17:51.200]  是不斷活出愛的這個行為
[00:17:51.200 --> 00:17:53.200]  是一種經常性的行為
[00:17:53.200 --> 00:17:56.200]  是一種生活的習慣跟方式
[00:17:56.200 --> 00:17:58.200]  如果我們看約翰一書裡面
[00:17:58.200 --> 00:18:00.200]  很多地方都是用這種語法的
[00:18:00.200 --> 00:18:03.200]  比如說整個對比的例子
[00:18:03.200 --> 00:18:05.200]  就是約翰一書三章九節那裡說到
[00:18:05.200 --> 00:18:08.200]  凡是從神生的就是不犯罪
[00:18:08.200 --> 00:18:10.200]  凡是從神生的就不犯罪
[00:18:10.200 --> 00:18:13.200]  我們沒有犯罪 我有犯罪
[00:18:13.200 --> 00:18:15.200]  但是我是不是從神生的
[00:18:15.200 --> 00:18:16.200]  如果單從中文的話
[00:18:16.200 --> 00:18:18.200]  我們有時候會誤會
[00:18:18.200 --> 00:18:20.200]  但是這裡講的不犯罪
[00:18:20.200 --> 00:18:22.200]  是講一種習慣
[00:18:22.200 --> 00:18:29.200]  是經常習慣性的犯罪
[00:18:29.200 --> 00:18:30.200]  因為我們清楚的知道
[00:18:30.200 --> 00:18:32.200]  揪圖同樣會犯罪
[00:18:32.200 --> 00:18:35.200]  犯罪的時候是我們在神的面前悔改
[00:18:35.200 --> 00:18:37.200]  那我們就得到神的赦免
[00:18:37.200 --> 00:18:40.200]  所以這裡講到是一個經常性的行為
[00:18:40.200 --> 00:18:42.200]  第二方面是講什麼呢
[00:18:42.200 --> 00:18:46.200]  第二方面這個愛不是我們一般所理解的愛
[00:18:46.200 --> 00:18:48.200]  這裡的愛的希臘文是用Agape
[00:18:48.200 --> 00:18:50.200]  是一種屬神的愛
[00:18:50.200 --> 00:18:54.200]  簡單來說就是一種有憐憫有真理的愛
[00:18:54.200 --> 00:18:56.200]  稍後的時間會講的比較多一點
[00:18:56.200 --> 00:18:59.200]  Agape的愛是怎麼樣一種愛
[00:18:59.200 --> 00:19:02.200]  所以這裡就告訴我們
[00:19:02.200 --> 00:19:05.200]  我們需要不斷的去活出愛
[00:19:05.200 --> 00:19:07.200]  用一種屬神的愛
[00:19:07.200 --> 00:19:09.200]  完全的愛來愛人
[00:19:09.200 --> 00:19:10.200]  這樣的情況之下
[00:19:10.200 --> 00:19:13.200]  我們就證明我們是屬神的
[00:19:13.200 --> 00:19:15.200]  這裡還講到另外一個問題
[00:19:15.200 --> 00:19:17.200]  就是認識 認識神
[00:19:17.200 --> 00:19:18.200]  這裡我想大家都非常清楚
[00:19:18.200 --> 00:19:20.200]  認識神的意思不是說
[00:19:20.200 --> 00:19:22.200]  我認識這個人
[00:19:22.200 --> 00:19:24.200]  只是了解他的一些情況
[00:19:24.200 --> 00:19:26.200]  而是跟他建立關係
[00:19:26.200 --> 00:19:29.200]  就好像約翰福音15章五節這裡講得非常的清楚
[00:19:29.200 --> 00:19:33.200]  是跟他建立一個親密的關係 認識他
