
[00:00:00.000 --> 00:00:03.540]  我們一起想到主在來這個題目
[00:02:01.720 --> 00:02:03.720]  一些屬靈的事情
[00:02:03.720 --> 00:02:05.720]  他特別覺得是非常重要
[00:02:05.720 --> 00:02:07.720]  三天之後看了結果
[00:02:07.720 --> 00:02:09.720]  沒事
[00:02:09.720 --> 00:02:11.720]  原來只不過是小病
[00:02:11.720 --> 00:02:13.720]  醫生這樣去看的時候
[00:02:13.720 --> 00:02:15.720]  很不容易的經歷
[00:02:15.720 --> 00:02:17.720]  但是
[00:02:17.720 --> 00:02:19.720]  Douglas Smooth
[00:02:19.720 --> 00:02:21.720]  完了這件事情之後
[00:02:21.720 --> 00:02:23.720]  他又發覺
[00:02:23.720 --> 00:02:25.720]  自己的屬靈的生命又走回下坡
[00:02:25.720 --> 00:02:27.720]  如常一樣
[00:02:27.720 --> 00:02:29.720]  人生也是這樣去過
[00:02:29.720 --> 00:02:31.720]  他覺得
[00:02:31.720 --> 00:02:33.720]  他體會到一個很重要的事情
[00:02:33.720 --> 00:02:35.720]  就是當一個人
[00:02:35.720 --> 00:02:37.720]  有永恆的眼界
[00:02:37.720 --> 00:02:39.720]  去看準神的事情
[00:02:39.720 --> 00:02:41.720]  他才能夠在現實生活
[00:02:41.720 --> 00:02:43.720]  有一個正確的看法
[00:02:43.720 --> 00:02:45.720]  我想
[00:02:45.720 --> 00:02:47.720]  很多信徒都可能會這樣經歷
[00:02:47.720 --> 00:02:49.720]  近日疫症
[00:02:49.720 --> 00:02:51.720]  越來越嚴重
[00:02:51.720 --> 00:02:53.720]  開始由國內的事情
[00:02:53.720 --> 00:02:55.720]  然後去到外國
[00:02:55.720 --> 00:02:57.720]  現在擔心外國傳回中國
[00:02:57.720 --> 00:02:59.720]  或者全球都在
[00:02:59.720 --> 00:03:01.720]  很害怕
[00:03:01.720 --> 00:03:03.720]  有一次有個朋友問我
[00:03:03.720 --> 00:03:05.720]  張牧師這個世界為什麼越來越亂
[00:03:05.720 --> 00:03:07.720]  是不是世界末日
[00:03:07.720 --> 00:03:09.720]  我就說
[00:03:09.720 --> 00:03:11.720]  未必的
[00:03:11.720 --> 00:03:13.720]  不過根據聖經的而且確
[00:03:13.720 --> 00:03:15.720]  當在末世的時候
[00:03:15.720 --> 00:03:17.720]  人的心很冷淡
[00:03:17.720 --> 00:03:19.720]  人的道德很敗壞
[00:03:19.720 --> 00:03:21.720]  國與國之間
[00:03:21.720 --> 00:03:23.720]  很多的張力很多的爭鬥
[00:03:23.720 --> 00:03:25.720]  民與民之間很多的鬥爭
[00:03:25.720 --> 00:03:27.720]  你會發覺
[00:03:27.720 --> 00:03:29.720]  人的罪性越來越厲害
[00:03:29.720 --> 00:03:31.720]  整個世界會走向一個
[00:03:31.720 --> 00:03:33.720]  很自我摧毀的一個程度
[00:03:33.720 --> 00:03:35.720]  前一陣子我們聽到
[00:03:35.720 --> 00:03:37.720]  在東非
[00:03:37.720 --> 00:03:39.720]  或者中東
[00:03:39.720 --> 00:03:41.720]  有一些蝗蟲
[00:03:41.720 --> 00:03:43.720]  都是那些人
[00:03:43.720 --> 00:03:45.720]  因為影響了大自然
[00:03:45.720 --> 00:03:47.720]  影響了一些的失衡
[00:03:47.720 --> 00:03:49.720]  一些的現象有發生
[00:03:49.720 --> 00:03:51.720]  聖經更加講到
[00:03:51.720 --> 00:03:53.720]  有假先知
[00:03:53.720 --> 00:03:55.720]  有很多很多的問題出現
[00:03:55.720 --> 00:03:57.720]  雖然我們不知道
[00:03:57.720 --> 00:03:59.720]  主耶穌什麼時候回來
[00:03:59.720 --> 00:04:01.720]  但是從這些現象
[00:04:01.720 --> 00:04:03.720]  你會知道聖經是講出
[00:04:03.720 --> 00:04:05.720]  很重要的真理
[00:04:05.720 --> 00:04:07.720]  是非常符合聖經的看法
[00:04:07.720 --> 00:04:09.720]  所以主來的日子
[00:04:09.720 --> 00:04:11.720]  我相信都近
[00:04:11.720 --> 00:04:13.720]  什麼時候我們不知道
[00:04:13.720 --> 00:04:15.720]  事實上在第一世紀
[00:04:15.720 --> 00:04:17.720]  信徒都覺得這是近的
[00:04:17.720 --> 00:04:19.720]  經常都會回來
[00:04:19.720 --> 00:04:21.720]  我們就會說主在來這件事情
[00:04:21.720 --> 00:04:23.720]  近到什麼時候回來
[00:04:23.720 --> 00:04:25.720]  我相信這就成為了
[00:04:25.720 --> 00:04:27.720]  我們信徒的一個疑惑
[00:04:27.720 --> 00:04:29.720]  或者甚至有些人覺得
[00:04:29.720 --> 00:04:31.720]  主在來
[00:04:31.720 --> 00:04:33.720]  是一件很遙遠的事情
[00:04:33.720 --> 00:04:35.720]  對我們有什麼這麼重要
[00:04:35.720 --> 00:04:37.720]  為什麼經常在聖經裡面
[00:04:37.720 --> 00:04:39.720]  提到這件事呢
[00:04:39.720 --> 00:04:41.720]  或者我們今天就著意看看
[00:04:41.720 --> 00:04:43.720]  這段經文在彼得後書
[00:04:43.720 --> 00:04:45.720]  第三章一至十三節
[00:04:45.720 --> 00:04:47.720]  我相信你慢慢細著的時候
[00:04:47.720 --> 00:04:49.720]  必定對你的生命帶來
[00:04:49.720 --> 00:04:51.720]  非常大的影響
[00:04:51.720 --> 00:04:53.720]  或者我們看看這段經文
[00:04:53.720 --> 00:04:55.720]  之前是在講
[00:04:55.720 --> 00:04:57.720]  整整的第二章
[00:04:57.720 --> 00:04:59.720]  講到神說一些假教師
[00:04:59.720 --> 00:05:01.720]  他們竟然抹殺了神的審判
[00:05:01.720 --> 00:05:03.720]  他們放蕩他們的生命
[00:05:03.720 --> 00:05:05.720]  不注重他們的道德
[00:05:05.720 --> 00:05:07.720]  誇大並且
[00:05:07.720 --> 00:05:09.720]  背棄他們的信仰
[00:05:09.720 --> 00:05:11.720]  這一段突然間第三章
[00:05:11.720 --> 00:05:13.720]  就講到
[00:05:13.720 --> 00:05:15.720]  第一章是在講
[00:05:15.720 --> 00:05:17.720]  彼得叫信徒怎樣去成長
[00:05:17.720 --> 00:05:19.720]  彼得甚至離世之後
[00:05:19.720 --> 00:05:21.720]  仍然要勸勉
[00:05:21.720 --> 00:05:23.720]  提醒他們要成長
[00:05:23.720 --> 00:05:25.720]  並且提到
[00:05:25.720 --> 00:05:27.720]  彼得經歷過
[00:05:27.720 --> 00:05:29.720]  主的降臨
[00:05:29.720 --> 00:05:31.720]  再來的
[00:05:31.720 --> 00:05:33.720]  現象
[00:05:33.720 --> 00:05:35.720]  他是當時
[00:05:35.720 --> 00:05:37.720]  經歷過的
[00:05:37.720 --> 00:05:39.720]  最後他來到這裡的時候
[00:05:39.720 --> 00:05:41.720]  他回到第三章
[00:05:41.720 --> 00:05:43.720]  再講述
[00:05:43.720 --> 00:05:45.720]  信徒要小心怎樣過我們的生活
[00:05:45.720 --> 00:05:47.720]  所以第三章
[00:05:47.720 --> 00:05:49.720]  他更加強調我們要持定
[00:05:49.720 --> 00:05:51.720]  主回來的
[00:05:51.720 --> 00:05:53.720]  應許的重要
[00:05:53.720 --> 00:05:55.720]  或者我們先看第一第二節
[00:05:55.720 --> 00:05:57.720]  因為我們要持守神的應許
[00:05:57.720 --> 00:05:59.720]  但也不容易的
[00:05:59.720 --> 00:06:01.720]  對基督徒來說也不容易
[00:06:01.720 --> 00:06:03.720]  或者我們看看這一段經文
[00:06:03.720 --> 00:06:05.720]  彼得用了一些很特別的字眼
[00:06:05.720 --> 00:06:07.720]  跟之前的氣氛很不同
[00:06:07.720 --> 00:06:09.720]  之前提到
[00:06:09.720 --> 00:06:11.720]  假教師的問題
[00:06:11.720 --> 00:06:13.720]  現在來到這裡
[00:06:13.720 --> 00:06:15.720]  第三章第一節
[00:06:15.720 --> 00:06:17.720]  親愛的
[00:06:17.720 --> 00:06:19.720]  很凝重的愛心的勸勉
[00:06:19.720 --> 00:06:21.720]  第八節又說親愛的
[00:06:21.720 --> 00:06:23.720]  第十四節
[00:06:23.720 --> 00:06:25.720]  所以親愛的
[00:06:25.720 --> 00:06:27.720]  整段經文充滿著一種愛的勸告
[00:06:27.720 --> 00:06:29.720]  非常凝重的說話
[00:06:29.720 --> 00:06:31.720]  或者我們看看
[00:06:31.720 --> 00:06:33.720]  第一二節
[00:06:33.720 --> 00:06:35.720]  寫給你是第二封信
[00:06:35.720 --> 00:06:37.720]  都是類似的內容
[00:06:37.720 --> 00:06:39.720]  都是要提醒你們
[00:06:39.720 --> 00:06:41.720]  激發你們真誠的心
[00:06:41.720 --> 00:06:43.720]  寫了一封信也不夠
[00:06:43.720 --> 00:06:45.720]  寫第二封
[00:06:45.720 --> 00:06:47.720]  你想一下
[00:06:47.720 --> 00:06:49.720]  如果有些年輕人
[00:06:49.720 --> 00:06:51.720]  有些媽媽跟你講過一句
[00:06:51.720 --> 00:06:53.720]  你沒什麼聽
[00:06:53.720 --> 00:06:55.720]  再講第二句
[00:06:55.720 --> 00:06:57.720]  你會知道這些東西是很重要的
[00:06:57.720 --> 00:06:59.720]  他也不想囉嗦你
[00:06:59.720 --> 00:07:01.720]  但這裡彼得是很重要的
[00:07:01.720 --> 00:07:03.720]  你看看第一二節
[00:07:03.720 --> 00:07:05.720]  很多字眼重複
[00:07:05.720 --> 00:07:07.720]  他說
[00:07:07.720 --> 00:07:09.720]  我要用這封信作為一個提醒
[00:07:09.720 --> 00:07:11.720]  提醒你怎樣
[00:07:11.720 --> 00:07:13.720]  激發你們
[00:07:13.720 --> 00:07:15.720]  激發你們做什麼
[00:07:15.720 --> 00:07:17.720]  是一個真誠的心
[00:07:17.720 --> 00:07:19.720]  這個心意照你能夠做什麼
[00:07:19.720 --> 00:07:21.720]  能夠記得起
[00:07:21.720 --> 00:07:23.720]  記得起一些很重要的訊息
[00:07:23.720 --> 00:07:25.720]  記得起什麼呢
[00:07:25.720 --> 00:07:27.720]  先知的預言
[00:07:27.720 --> 00:07:29.720]  兩方面
[00:07:29.720 --> 00:07:31.720]  主耶穌基督的命令
[00:07:31.720 --> 00:07:33.720]  或者我們看看
[00:07:33.720 --> 00:07:35.720]  真誠的心是什麼意思
[00:07:35.720 --> 00:07:37.720]  真誠的心
[00:07:37.720 --> 00:07:39.720]  很單純
[00:07:39.720 --> 00:07:41.720]  信徒應該
[00:07:41.720 --> 00:07:43.720]  經常用這個心
[00:07:43.720 --> 00:07:45.720]  去想起聖經的教導
[00:07:45.720 --> 00:07:47.720]  這個心
[00:07:47.720 --> 00:07:49.720]  不要猶雜了一些污染
[00:07:49.720 --> 00:07:51.720]  人的說話
[00:07:51.720 --> 00:07:53.720]  或者世俗的一些影響
[00:07:53.720 --> 00:07:55.720]  改變了你
[00:07:55.720 --> 00:07:57.720]  以致你偏離了神對我們的應許
[00:07:57.720 --> 00:07:59.720]  單純的一個
[00:07:59.720 --> 00:08:01.720]  了解 認識
[00:08:01.720 --> 00:08:03.720]  認識什麼呢
[00:08:03.720 --> 00:08:05.720]  這裡說
[00:08:05.720 --> 00:08:07.720]  你要記得先知所說的
[00:08:07.720 --> 00:08:09.720]  特別是聖先知
[00:08:09.720 --> 00:08:11.720]  是神分別為
[00:08:11.720 --> 00:08:13.720]  聖的一些很重要的說話
[00:08:13.720 --> 00:08:15.720]  去說出這些
[00:08:15.720 --> 00:08:17.720]  預先所說的東西
[00:08:17.720 --> 00:08:19.720]  這是什麼呢
[00:08:19.720 --> 00:08:21.720]  這裡的經文沒有直接說是什麼
[00:08:21.720 --> 00:08:23.720]  但如果你看上文下理
[00:08:23.720 --> 00:08:25.720]  這裡說的是主在來的事實
[00:08:25.720 --> 00:08:27.720]  畢德已經提到
[00:08:27.720 --> 00:08:29.720]  第十六節
[00:08:29.720 --> 00:08:31.720]  我從前把
[00:08:31.720 --> 00:08:33.720]  我們主耶穌基督的大能
[00:08:33.720 --> 00:08:35.720]  和他來臨的事告訴你們
[00:08:35.720 --> 00:08:37.720]  上下文
[00:08:37.720 --> 00:08:39.720]  整段的經文都是在說
[00:08:39.720 --> 00:08:41.720]  主在來的真理
[00:08:41.720 --> 00:08:43.720]  所以他說到聖先知
[00:08:43.720 --> 00:08:45.720]  應該是在說舊約的聖經
[00:08:45.720 --> 00:08:47.720]  都提到很多的預言
[00:08:47.720 --> 00:08:49.720]  關於耶穌基督在來
[00:08:49.720 --> 00:08:51.720]  當耶穌基督在世上
[00:08:51.720 --> 00:08:53.720]  侍奉的時候
[00:08:53.720 --> 00:08:55.720]  曾經在山上
[00:08:55.720 --> 00:08:57.720]  向彼得、雅各、約翰
[00:08:57.720 --> 00:08:59.720]  他們有一個登山的變像
[00:08:59.720 --> 00:09:01.720]  這個形象是
[00:09:01.720 --> 00:09:03.720]  他降臨來的時候
[00:09:03.720 --> 00:09:05.720]  給信徒
[00:09:05.720 --> 00:09:07.720]  一個
[00:09:07.720 --> 00:09:09.720]  神的國來臨的
[00:09:09.720 --> 00:09:11.720]  一個形象
[00:09:11.720 --> 00:09:13.720]  所以彼得親自看到這個形象
[00:09:13.720 --> 00:09:15.720]  並且這個形象
[00:09:15.720 --> 00:09:17.720]  彼得也說
[00:09:17.720 --> 00:09:19.720]  有先知更
[00:09:19.720 --> 00:09:21.720]  確實的信息
[00:09:21.720 --> 00:09:23.720]  是舊約聖經神的話寫出來
[00:09:23.720 --> 00:09:25.720]  而這些先知所說
[00:09:25.720 --> 00:09:27.720]  也是神自己的說話
[00:09:27.720 --> 00:09:29.720]  所以
[00:09:29.720 --> 00:09:31.720]  彼得提醒信徒
[00:09:31.720 --> 00:09:33.720]  你要記住
[00:09:33.720 --> 00:09:35.720]  神已經很重要
[00:09:35.720 --> 00:09:37.720]  在舊約裡面
[00:09:37.720 --> 00:09:39.720]  用祂的話語提醒我們
[00:09:39.720 --> 00:09:41.720]  主會再回來
[00:09:41.720 --> 00:09:43.720]  另外第二方面
[00:09:43.720 --> 00:09:45.720]  就是救主
[00:09:45.720 --> 00:09:47.720]  即是耶穌基督的命令
[00:09:47.720 --> 00:09:49.720]  這個命令不是
[00:09:49.720 --> 00:09:51.720]  強調祂
[00:09:51.720 --> 00:09:53.720]  怎麼回來
[00:09:53.720 --> 00:09:55.720]  是說祂怎麼行事為人
[00:09:55.720 --> 00:09:57.720]  行事為人這些真理
[00:09:57.720 --> 00:09:59.720]  而藉著使徒也是這樣提醒我們
[00:09:59.720 --> 00:10:01.720]  這個和主再來
[00:10:01.720 --> 00:10:03.720]  有什麼關係呢?
[00:10:03.720 --> 00:10:05.720]  極之相關
[00:10:05.720 --> 00:10:07.720]  如果你看舊約、新約的聖經
[00:10:07.720 --> 00:10:09.720]  往往將主再來
[00:10:09.720 --> 00:10:11.720]  或者舊約、瑪拉基書都是一樣
[00:10:11.720 --> 00:10:13.720]  當提到主再來的時候
[00:10:13.720 --> 00:10:15.720]  往往激發起我們有一個敬虔
[00:10:15.720 --> 00:10:17.720]  有一個態度過我們的生活
[00:10:17.720 --> 00:10:19.720]  往往兩樣東西息息相關
[00:10:19.720 --> 00:10:21.720]  所以
[00:10:21.720 --> 00:10:23.720]  如果有主的話
[00:10:23.720 --> 00:10:25.720]  譬如很簡單
[00:10:25.720 --> 00:10:27.720]  耶穌基督的命令
[00:10:27.720 --> 00:10:29.720]  講給門徒聽
[00:10:29.720 --> 00:10:31.720]  我會再回來
[00:10:31.720 --> 00:10:33.720]  並且你們要將福音傳遍萬民
[00:10:33.720 --> 00:10:35.720]  直到世界的末了
[00:10:35.720 --> 00:10:37.720]  我就想要你同在直到世界的末了
[00:10:37.720 --> 00:10:39.720]  怎麼行事為人
[00:10:39.720 --> 00:10:41.720]  彼此相愛
[00:10:41.720 --> 00:10:43.720]  並且將這個福音去傳開
[00:10:43.720 --> 00:10:45.720]  這些命令僅僅
[00:10:45.720 --> 00:10:47.720]  屬於主的再來
[00:10:47.720 --> 00:10:49.720]  有時我們信徒會問
[00:10:49.720 --> 00:10:51.720]  我們做基督徒也好
[00:10:51.720 --> 00:10:53.720]  我們
[00:10:53.720 --> 00:10:55.720]  又學會聖經
[00:10:55.720 --> 00:10:57.720]  又行事為人也好
[00:10:57.720 --> 00:10:59.720]  為什麼要經常講主再來呢?
[00:10:59.720 --> 00:11:01.720]  這些很遙遠的東西
[00:11:01.720 --> 00:11:03.720]  和我們有什麼相關呢?
[00:11:03.720 --> 00:11:07.720]  但我們知道極之相關
[00:11:07.720 --> 00:11:09.720]  耶穌基督給我們的福音
[00:11:09.720 --> 00:11:11.720]  不是片段式的
[00:11:11.720 --> 00:11:13.720]  如果你看彼得前後書
[00:11:13.720 --> 00:11:15.720]  彼得前書提到將來主的降臨
[00:11:15.720 --> 00:11:17.720]  是帶來末世的
[00:11:17.720 --> 00:11:19.720]  最終極的救恩
[00:11:19.720 --> 00:11:21.720]  耶穌基督在地上
[00:11:21.720 --> 00:11:23.720]  成就了救恩
[00:11:23.720 --> 00:11:25.720]  但這還未完
[00:11:25.720 --> 00:11:27.720]  將來神會預備我們
[00:11:27.720 --> 00:11:29.720]  當祂再回來的時候
[00:11:29.720 --> 00:11:31.720]  整個新天新地
[00:11:31.720 --> 00:11:33.720]  會臨到
[00:11:33.720 --> 00:11:35.720]  這才是完備的救恩
[00:11:35.720 --> 00:11:37.720]  我們有一個整個圖畫
[00:11:37.720 --> 00:11:39.720]  是很重要的
[00:11:39.720 --> 00:11:41.720]  如果我們跑長熟齡的馬拉松
[00:11:41.720 --> 00:11:43.720]  不知道神的計劃
[00:11:43.720 --> 00:11:45.720]  我們就會走得很散漫
[00:11:45.720 --> 00:11:47.720]  究竟我們在做什麼?
[00:11:47.720 --> 00:11:49.720]  我們在向一個什麼前路呢?
[00:11:49.720 --> 00:11:53.720]  耶穌基督不是這樣教導我們
[00:11:53.720 --> 00:11:55.720]  有一個末世
[00:11:55.720 --> 00:11:57.720]  簡單來說
[00:11:57.720 --> 00:11:59.720]  有一個完結
[00:11:59.720 --> 00:12:01.720]  如果沒有了一個完結的觀念
[00:12:01.720 --> 00:12:03.720]  是很危險的
[00:12:03.720 --> 00:12:05.720]  我舉個例子
[00:12:05.720 --> 00:12:07.720]  如果你做工
[00:12:07.720 --> 00:12:09.720]  老闆叫你做這件事
[00:12:09.720 --> 00:12:11.720]  你什麼時候有時間?
[00:12:11.720 --> 00:12:13.720]  什麼時候交員工?
[00:12:13.720 --> 00:12:15.720]  你會怎麼做?
[00:12:15.720 --> 00:12:17.720]  你會說
[00:12:17.720 --> 00:12:19.720]  稍等一下
[00:12:19.720 --> 00:12:21.720]  老闆,我不知道什麼時候要
[00:12:21.720 --> 00:12:25.720]  耶穌基督就是這樣
[00:12:25.720 --> 00:12:27.720]  告訴我們
[00:12:27.720 --> 00:12:29.720]  一些很人之常情的道理
[00:12:29.720 --> 00:12:31.720]  如果我們沒有了這個末世觀
[00:12:31.720 --> 00:12:33.720]  會影響我們的生命
[00:12:33.720 --> 00:12:35.720]  很多新約聖經都提到
[00:12:35.720 --> 00:12:37.720]  當我們看到末世的時候
[00:12:37.720 --> 00:12:39.720]  我們會好好過敬虔的生活
[00:12:39.720 --> 00:12:41.720]  我舉一個很日常的例子
[00:12:41.720 --> 00:12:43.720]  大家過一些節日的時候
[00:12:43.720 --> 00:12:45.720]  有些人可能會
[00:12:45.720 --> 00:12:47.720]  很好的朋友
[00:12:47.720 --> 00:12:49.720]  親友會給你一些禮券
[00:12:49.720 --> 00:12:51.720]  或者蘿蔔糕
[00:12:51.720 --> 00:12:53.720]  或者年糕
[00:12:53.720 --> 00:12:55.720]  我也有經驗
[00:12:55.720 --> 00:12:57.720]  有一次我去到一個酒樓
[00:12:57.720 --> 00:12:59.720]  很多這些賣的
[00:12:59.720 --> 00:13:01.720]  我也買了一張
[00:13:01.720 --> 00:13:03.720]  大家都好
[00:13:03.720 --> 00:13:05.720]  可以做生意
[00:13:05.720 --> 00:13:07.720]  我經常都過期
[00:13:07.720 --> 00:13:09.720]  忘記了什麼時候拿
[00:13:09.720 --> 00:13:11.720]  有一次就走了
[00:13:11.720 --> 00:13:13.720]  我過期了,你可不可以給我?
[00:13:13.720 --> 00:13:15.720]  人家說
[00:13:15.720 --> 00:13:17.720]  看到你這樣,勉強給你
[00:13:17.720 --> 00:13:19.720]  你會有一個後果
[00:13:19.720 --> 00:13:21.720]  你會看重什麼時候
[00:13:21.720 --> 00:13:23.720]  你會知道
[00:13:23.720 --> 00:13:25.720]  主宰來一件這樣的事
[00:13:25.720 --> 00:13:27.720]  信徒以為可有可無
[00:13:27.720 --> 00:13:29.720]  其實這個完全誤解了聖經
[00:13:29.720 --> 00:13:31.720]  我有時候聽過一些弟兄姊妹說
[00:13:31.720 --> 00:13:33.720]  我們做好的生活就好了
[00:13:33.720 --> 00:13:35.720]  我們每天回來
[00:13:35.720 --> 00:13:37.720]  很好的團契
[00:13:37.720 --> 00:13:39.720]  我不需要想那麼多
[00:13:39.720 --> 00:13:41.720]  那些虛無飄渺的
[00:13:41.720 --> 00:13:43.720]  就不需要太著重
[00:13:43.720 --> 00:13:45.720]  但我不是
[00:13:45.720 --> 00:13:47.720]  很重要
[00:13:47.720 --> 00:13:49.720]  第一件事,提完又提
[00:13:49.720 --> 00:13:51.720]  接著你再看
[00:13:51.720 --> 00:13:53.720]  為什麼再提呢?
[00:13:53.720 --> 00:13:55.720]  第三節我們一直看到
[00:13:55.720 --> 00:13:57.720]  第十節原來很重要
[00:13:57.720 --> 00:13:59.720]  原來主宰來這個真理
[00:13:59.720 --> 00:14:01.720]  往往信徒容易疏忽
[00:14:01.720 --> 00:14:03.720]  並且
[00:14:03.720 --> 00:14:05.720]  覺得好像很抽象
[00:14:05.720 --> 00:14:07.720]  沒有發生的事
[00:14:07.720 --> 00:14:09.720]  等了又等,我每天都不會想主宰來
[00:14:09.720 --> 00:14:11.720]  有一次我問我女兒
[00:14:11.720 --> 00:14:13.720]  你想想主宰來什麼時候會回來
[00:14:13.720 --> 00:14:15.720]  我問我小女兒Hannah
[00:14:15.720 --> 00:14:17.720]  不會那麼快的
[00:14:17.720 --> 00:14:19.720]  一定是這個答案
[00:14:19.720 --> 00:14:21.720]  她不會覺得是馬上來的
[00:14:21.720 --> 00:14:23.720]  我們又看看
[00:14:23.720 --> 00:14:25.720]  這段經文,我想很多時候
[00:14:25.720 --> 00:14:27.720]  我們信徒都會
[00:14:27.720 --> 00:14:29.720]  留意這裡
[00:14:29.720 --> 00:14:31.720]  其實有很多衝擊
[00:14:31.720 --> 00:14:33.720]  對主宰來這個真理
[00:14:33.720 --> 00:14:35.720]  第三節告訴他們
[00:14:35.720 --> 00:14:37.720]  第一要緊的,你們要知道
[00:14:37.720 --> 00:14:39.720]  在末世也好,必也好
[00:14:39.720 --> 00:14:41.720]  機肖的人隨從自己的
[00:14:41.720 --> 00:14:43.720]  私慾出來機肖
[00:14:43.720 --> 00:14:45.720]  他去拆毀
[00:14:45.720 --> 00:14:47.720]  信徒
[00:14:47.720 --> 00:14:49.720]  在神裡面的應許
[00:14:49.720 --> 00:14:51.720]  這裡特別
[00:14:51.720 --> 00:14:53.720]  重複用了機肖這個字
[00:14:53.720 --> 00:14:55.720]  即是說他是機肖的人
[00:14:55.720 --> 00:14:57.720]  他的本質是這樣
[00:14:57.720 --> 00:14:59.720]  他是機肖
[00:14:59.720 --> 00:15:01.720]  完全不合神心意的說話
[00:15:01.720 --> 00:15:03.720]  他是從自己的私意
[00:15:03.720 --> 00:15:05.720]  來出發點
[00:15:05.720 --> 00:15:07.720]  他不想
[00:15:07.720 --> 00:15:09.720]  他不覺得這個世界
[00:15:09.720 --> 00:15:11.720]  神有什麼後果
[00:15:11.720 --> 00:15:13.720]  這個世界
[00:15:13.720 --> 00:15:15.720]  我不需要理會
[00:15:15.720 --> 00:15:17.720]  你說有末日嗎?
[00:15:17.720 --> 00:15:19.720]  你說有審判嗎?完全不理會
[00:15:19.720 --> 00:15:21.720]  這是第二章已經提到很清楚
[00:15:21.720 --> 00:15:23.720]  神的審判不會遲疑
[00:15:23.720 --> 00:15:25.720]  但這些人卻是藐視
[00:15:25.720 --> 00:15:27.720]  特別提到
[00:15:27.720 --> 00:15:29.720]  他說末世就會更加多
[00:15:29.720 --> 00:15:31.720]  就說
[00:15:31.720 --> 00:15:33.720]  主的雷林
