
[00:00:00.000 --> 00:00:06.000]  梁繼昌議員
[00:19:59.000 --> 00:20:05.000]  湯家驊議員
[00:20:28.000 --> 00:20:34.000]  湯家驊議員
[00:20:59.000 --> 00:21:05.000]  湯家驊議員
[00:21:29.000 --> 00:21:35.000]  湯家驊議員
[00:21:59.000 --> 00:22:05.000]  湯家驊議員
[00:22:29.000 --> 00:22:35.000]  湯家驊議員
[00:22:59.000 --> 00:23:05.000]  湯家驊議員
[00:23:29.000 --> 00:23:35.000]  湯家驊議員
[00:23:58.000 --> 00:24:04.000]  湯家驊議員
[00:24:29.000 --> 00:24:35.000]  湯家驊議員
[00:24:59.000 --> 00:25:05.000]  湯家驊議員
[00:25:29.000 --> 00:25:35.000]  湯家驊議員
[00:25:58.000 --> 00:26:04.000]  湯家驊議員
[00:26:29.000 --> 00:26:35.000]  湯家驊議員
[00:26:59.000 --> 00:27:05.000]  湯家驊議員
[00:27:28.000 --> 00:27:34.000]  湯家驊議員
[00:27:59.000 --> 00:28:05.000]  湯家驊議員
[00:28:29.000 --> 00:28:35.000]  湯家驊議員
[00:28:58.000 --> 00:29:04.000]  湯家驊議員
[00:29:28.000 --> 00:29:34.000]  湯家驊議員
[00:29:59.000 --> 00:30:05.000]  湯家驊議員
[00:30:29.000 --> 00:30:35.000]  湯家驊議員
[00:30:59.000 --> 00:31:05.000]  湯家驊議員
[00:31:28.000 --> 00:31:34.000]  湯家驊議員
[00:31:59.000 --> 00:32:05.000]  湯家驊議員
[00:32:29.000 --> 00:32:35.000]  湯家驊議員
[00:32:59.000 --> 00:33:05.000]  湯家驊議員
[00:33:29.000 --> 00:33:35.000]  湯家驊議員
[00:33:59.000 --> 00:34:05.000]  湯家驊議員
[00:34:29.000 --> 00:34:35.000]  湯家驊議員
[00:34:59.000 --> 00:35:05.000]  湯家驊議員
[00:35:29.000 --> 00:35:35.000]  湯家驊議員
[00:35:59.000 --> 00:36:05.000]  湯家驊議員
[00:36:29.000 --> 00:36:35.000]  湯家驊議員
[00:36:59.000 --> 00:37:05.000]  湯家驊議員
[00:37:29.000 --> 00:37:35.000]  湯家驊議員
[00:37:59.000 --> 00:38:05.000]  湯家驊議員
[00:38:29.000 --> 00:38:35.000]  湯家驊議員
[00:38:59.000 --> 00:39:05.000]  湯家驊議員
[00:39:29.000 --> 00:39:35.000]  湯家驊議員
[00:39:59.000 --> 00:40:05.000]  湯家驊議員
[00:40:29.000 --> 00:40:35.000]  湯家驊議員
[00:40:59.000 --> 00:41:05.000]  湯家驊議員
[00:41:29.000 --> 00:41:35.000]  湯家驊議員
[00:41:58.000 --> 00:42:04.000]  湯家驊議員
[00:42:29.000 --> 00:42:35.000]  湯家驊議員
[00:42:59.000 --> 00:43:05.000]  湯家驊議員
[00:43:29.000 --> 00:43:35.000]  湯家驊議員
[00:43:59.000 --> 00:44:05.000]  湯家驊議員
[00:44:29.000 --> 00:44:35.000]  湯家驊議員
[00:44:59.000 --> 00:45:05.000]  湯家驊議員
[00:45:29.000 --> 00:45:35.000]  湯家驊議員
[00:45:59.000 --> 00:46:05.000]  湯家驊議員
[00:46:29.000 --> 00:46:35.000]  湯家驊議員
[00:46:59.000 --> 00:47:05.000]  湯家驊議員
[00:47:29.000 --> 00:47:35.000]  湯家驊議員
[00:47:59.000 --> 00:48:05.000]  湯家驊議員
[00:48:29.000 --> 00:48:35.000]  湯家驊議員
[00:48:59.000 --> 00:49:05.000]  湯家驊議員
[00:49:29.000 --> 00:49:35.000]  湯家驊議員
[00:49:59.000 --> 00:50:05.000]  湯家驊議員
