
[00:00:00.000 --> 00:00:01.280]  各位子妹 平安
[00:03:34.260 --> 00:03:38.360]  那
[00:03:38.360 --> 00:03:41.700]  我們的征戰的對象是誰呢
[00:03:41.700 --> 00:03:44.500]  征戰對象是誰
[00:03:47.580 --> 00:03:50.140]  我們來看一下剛才讀了聖經還記得嗎
[00:03:50.140 --> 00:03:52.440]  我們來看
[00:03:52.440 --> 00:03:54.240]  12節好不好
[00:03:54.240 --> 00:03:58.060]  12節我們先來讀
[00:03:58.060 --> 00:04:01.400]  因我們並不適於屬血器的征戰
[00:04:01.400 --> 00:04:07.540]  乃至於那些執政的掌權的管轄這幽暗世界的以及天公
[00:04:07.540 --> 00:04:10.100]  屬靈器的惡魔征戰
[00:04:10.100 --> 00:04:15.740]  所以我們征戰的對象
[00:04:15.980 --> 00:04:19.040]  是天公屬靈器的惡魔不是
[00:04:19.040 --> 00:04:20.840]  有血有肉的人
[00:04:20.840 --> 00:04:23.140]  兄弟妹請你記得一件事情
[00:04:23.140 --> 00:04:25.960]  我們在面臨到一場征戰
[00:04:25.960 --> 00:04:30.300]  這個征戰的對象是天公屬靈器的惡魔等一下會解釋他
[00:04:30.300 --> 00:04:36.960]  而不是這個屬血器的人所以你今天這個夫妻裡面在吵架請你記得一件事情
[00:04:36.960 --> 00:04:40.040]  你的敵人不是你先生不是你太太
[00:04:40.040 --> 00:04:44.900]  有的人真是把家庭當作戰場有沒有
[00:04:46.700 --> 00:04:50.800]  如果把吵架的那個錄音錄起來號
[00:04:50.800 --> 00:04:54.120]  你都會覺得怎麼會罵出那麼惡毒的話有沒有
[00:04:54.120 --> 00:04:58.980]  好像不是人在罵的
[00:04:58.980 --> 00:05:00.780]  你看見沒有
[00:05:00.780 --> 00:05:03.600]  家庭裡面
[00:05:03.600 --> 00:05:05.380]  有征戰
[00:05:05.380 --> 00:05:07.960]  這個世界
[00:05:07.960 --> 00:05:11.280]  有很多的時候我們不明白這個屬靈征戰
[00:05:11.280 --> 00:05:13.840]  所以我們被打了都還不知道
[00:05:16.900 --> 00:05:20.940]  有一個很有名的
[00:05:20.940 --> 00:05:25.540]  這個基督教的作家叫做C.S. Lewis
[00:05:25.540 --> 00:05:28.100]  他說魔鬼
[00:05:28.100 --> 00:05:31.180]  不是讓我們對他一無所知
[00:05:31.180 --> 00:05:34.500]  就是讓我們對他疑神疑鬼
[00:05:34.500 --> 00:05:36.820]  好像到處都看到他
[00:05:36.820 --> 00:05:39.380]  他講到的是兩個極端
[00:05:39.380 --> 00:05:42.460]  一個就是我們對他
[00:05:42.460 --> 00:05:43.980]  一無所知
[00:05:43.980 --> 00:05:45.260]  我們不認識
[00:05:45.780 --> 00:05:48.600]  我們中國人講說知己知彼
[00:05:48.600 --> 00:05:50.900]  百戰
[00:05:50.900 --> 00:05:52.440]  百勝對不對
[00:05:52.440 --> 00:05:57.820]  所以我們在打仗的時候你要知道敵方在打什麼對不對
[00:05:57.820 --> 00:05:59.100]  敵方是誰呀
[00:05:59.100 --> 00:06:02.160]  請問我們的敵人是誰
[00:06:02.160 --> 00:06:04.480]  魔鬼
[00:06:04.480 --> 00:06:06.260]  魔鬼是誰
[00:06:06.260 --> 00:06:11.640]  就魔鬼
[00:06:11.640 --> 00:06:14.960]  聖經上裡面講到的
[00:06:15.220 --> 00:06:18.280]  講到有關魔鬼的事情你了解多少
[00:06:18.280 --> 00:06:20.580]  今天我們要來
[00:06:20.580 --> 00:06:22.900]  今天我們花蓮世界來認識
[00:06:22.900 --> 00:06:27.240]  請記得我們征戰的對象是魔鬼
[00:06:27.240 --> 00:06:29.800]  還有他的手下
[00:06:29.800 --> 00:06:31.340]  我稱他叫魔君
[00:06:31.340 --> 00:06:34.660]  那你我是什麼呢
[00:06:34.660 --> 00:06:37.480]  聖經上稱我們是
[00:06:37.480 --> 00:06:42.100]  在舊約裡面講說我們是耶和華軍隊是不是
[00:06:42.100 --> 00:06:44.660]  當耶穌在征戰的時候
[00:06:45.700 --> 00:06:46.700]  他提到說
[00:06:46.700 --> 00:06:48.240]  他看到異象
[00:06:48.240 --> 00:06:49.780]  然後這個異象
[00:06:49.780 --> 00:06:51.580]  告訴他說神是什麼神呢
[00:06:51.580 --> 00:06:54.380]  他說我是耶和華軍隊的
[00:06:54.380 --> 00:06:55.420]  元帥
[00:06:55.420 --> 00:07:00.280]  所以親愛的兄弟妹妹你是在耶和華的軍隊
[00:07:00.280 --> 00:07:02.580]  還是在魔鬼軍團
[00:07:02.580 --> 00:07:05.140]  耶和華軍隊
[00:07:05.140 --> 00:07:06.680]  跟你旁邊說
[00:07:06.680 --> 00:07:08.220]  你是耶和華的軍隊
[00:07:15.880 --> 00:07:18.600]  千萬不要有魔鬼軍隊在我們這邊臥底
[00:07:18.600 --> 00:07:24.660]  我們看看在舊約裡面
[00:07:24.660 --> 00:07:26.440]  魔鬼在哪邊出現
[00:07:26.440 --> 00:07:29.000]  最早出現在什麼地方
[00:07:29.000 --> 00:07:31.300]  伊甸園
[00:07:31.300 --> 00:07:32.340]  伊甸園
[00:07:32.340 --> 00:07:34.120]  那一個蛇還記得嗎
[00:07:34.120 --> 00:07:35.660]  是不是
[00:07:35.660 --> 00:07:37.440]  蛇對亞當
[00:07:37.440 --> 00:07:39.740]  對夏娃說
[00:07:39.740 --> 00:07:42.820]  這園中的果子
[00:07:44.360 --> 00:07:46.660]  上帝喜事真說
[00:07:46.660 --> 00:07:48.720]  上帝真的說不可以吃嗎
[00:07:48.720 --> 00:07:51.020]  所以魔鬼在
[00:07:51.020 --> 00:07:53.060]  伊甸園裡面就在那邊工作了
[00:07:53.060 --> 00:07:53.820]  是不是
[00:07:53.820 --> 00:07:55.100]  人類的墮落
[00:07:55.100 --> 00:07:57.420]  是魔鬼誘惑所帶來的結果
[00:07:57.420 --> 00:08:00.480]  然後我們再看戴伊底書裡面提到
[00:08:00.480 --> 00:08:03.040]  戴伊底在進食禱告的時候
[00:08:03.040 --> 00:08:06.620]  他進食21天
[00:08:06.620 --> 00:08:08.420]  結果
[00:08:08.420 --> 00:08:09.960]  後來
[00:08:09.960 --> 00:08:11.740]  天使長米加勒才來
[00:08:13.020 --> 00:08:15.060]  當天使長米加勒來的時候
[00:08:15.060 --> 00:08:16.080]  他跟他講什麼
[00:08:16.080 --> 00:08:19.680]  他說他在來的過程當中
[00:08:19.680 --> 00:08:21.720]  有波斯的
[00:08:21.720 --> 00:08:23.000]  魔軍
[00:08:23.000 --> 00:08:24.540]  還有
[00:08:24.540 --> 00:08:26.060]  希臘的魔軍
[00:08:26.060 --> 00:08:28.620]  所以這裡很清楚的讓我們看見
[00:08:28.620 --> 00:08:29.900]  一個國家
[00:08:29.900 --> 00:08:31.180]  他有
[00:08:31.180 --> 00:08:35.540]  有這個國家的頭在這個地方
[00:08:35.540 --> 00:08:38.360]  所以美國有美國的什麼
[00:08:38.360 --> 00:08:40.400]  有什麼
[00:08:40.400 --> 00:08:41.420]  魔軍
[00:08:41.420 --> 00:08:42.460]  請你記得
[00:08:43.740 --> 00:08:47.320]  聖經上講說全世界都握在那
[00:08:47.320 --> 00:08:49.620]  惡者的手下
[00:08:49.620 --> 00:08:51.680]  所以你
[00:08:51.680 --> 00:08:56.280]  瞭解一件事情就是今天這個世界為什麼這麼多混亂的事情
[00:08:56.280 --> 00:09:00.120]  這麼多一些傷風敗俗這些罪惡的事情發生
[00:09:00.120 --> 00:09:00.880]  你
[00:09:00.880 --> 00:09:02.420]  很清楚的讓我們看見
[00:09:02.420 --> 00:09:03.960]  全世界握在
[00:09:03.960 --> 00:09:04.720]  什麼
[00:09:04.720 --> 00:09:05.760]  惡者的手下
[00:09:10.360 --> 00:09:13.700]  到了以夫所書保羅在這邊就點出來說
[00:09:13.700 --> 00:09:15.480]  我們今天所
[00:09:15.480 --> 00:09:17.020]  面臨的
[00:09:17.020 --> 00:09:18.560]  是一個屬靈的征戰
[00:09:18.560 --> 00:09:22.660]  在以夫所書第一章21節就已經講到執政的掌權的
[00:09:22.660 --> 00:09:25.720]  有人的組織的和一切有名的對不對
[00:09:25.720 --> 00:09:30.600]  然後的到了這個第六章又講了說執政的掌權的還有什麼
[00:09:30.600 --> 00:09:33.400]  管轄這幽暗世界的
[00:09:33.400 --> 00:09:36.220]  以及天空屬靈氣的
[00:09:36.220 --> 00:09:37.760]  惡魔
[00:09:37.760 --> 00:09:39.300]  很清楚的講了
[00:09:39.560 --> 00:09:41.600]  這一個屬靈氣的惡魔
[00:09:41.600 --> 00:09:43.400]  他不是屬血氣的
[00:09:43.400 --> 00:09:45.180]  這個是在天空的
[00:09:45.180 --> 00:09:50.560]  在以夫所書裡面
[00:09:50.560 --> 00:09:53.120]  不是只有這兩個地方提到
[00:09:53.120 --> 00:09:55.420]  你看見第四章也講怎麼樣
[00:09:55.420 --> 00:10:02.080]  那時候我們還沒有行事為人隨從各樣風俗順服空中掌權者的
[00:10:02.080 --> 00:10:03.100]  什麼
[00:10:03.100 --> 00:10:04.120]  首領
[00:10:04.120 --> 00:10:07.960]  在卑劣之子心中運行的什麼
[00:10:07.960 --> 00:10:09.000]  邪靈
[00:10:09.240 --> 00:10:09.740]  好
[00:10:09.740 --> 00:10:16.660]  保羅在禱告的時候
[00:10:16.660 --> 00:10:19.480]  他提到說他禱告被
[00:10:19.480 --> 00:10:20.240]  提到哪裡
[00:10:20.240 --> 00:10:22.540]  三層天
[00:10:22.540 --> 00:10:25.100]  所以在那個地方讓我們看見說
[00:10:25.100 --> 00:10:27.400]  這個三層天的概念
[00:10:27.400 --> 00:10:32.280]  可是你看在第二層天
[00:10:32.280 --> 00:10:37.900]  這個天空屬靈氣的惡魔管轄幽暗世界掌權的執政的這些
[00:10:39.960 --> 00:10:40.740]  所以這個是
[00:10:40.740 --> 00:10:41.760]  看不見的
[00:10:41.760 --> 00:10:47.140]  這也是西方自從理性主義抬頭之後
[00:10:47.140 --> 00:10:50.460]  受到理性主義的影響結果
[00:10:50.460 --> 00:10:55.320]  普遍來講西方人其實對這種靈界的事情
[00:10:55.320 --> 00:10:57.120]  是不太相信的
[00:10:57.120 --> 00:11:01.720]  但是現在不一樣了
[00:11:01.720 --> 00:11:05.040]  現在後現代的社會你會發現一件事情就是怎麼樣
[00:11:05.040 --> 00:11:07.860]  人對於靈界的事情
[00:11:08.120 --> 00:11:10.160]  越來越開始好奇了
[00:11:10.160 --> 00:11:15.540]  所以為什麼我們今天講到這個
[00:11:15.540 --> 00:11:16.820]  屬靈征戰
[00:11:16.820 --> 00:11:18.620]  你可以看見
[00:11:18.620 --> 00:11:21.700]  魔鬼透過
[00:11:21.700 --> 00:11:23.220]  這一個
[00:11:23.220 --> 00:11:26.040]  魔鬼想要透過罪
[00:11:26.040 --> 00:11:27.320]  要來
[00:11:27.320 --> 00:11:28.600]  使人
[00:11:28.600 --> 00:11:30.140]  犯罪
[00:11:30.140 --> 00:11:31.940]  最後通通跟他一樣
[00:11:31.940 --> 00:11:34.240]  最後就是到地獄火屋去
[00:11:34.240 --> 00:11:35.000]  是不是
[00:11:35.000 --> 00:11:36.280]  這是魔鬼的工作
[00:11:36.800 --> 00:11:38.340]  但是上帝的計畫是什麼
[00:11:38.340 --> 00:11:42.180]  上帝來了上帝計畫是什麼
[00:11:42.180 --> 00:11:45.500]  約翰福音第十章第十節說什麼
[00:11:45.500 --> 00:11:47.300]  他說盜賊來
[00:11:47.300 --> 00:11:48.840]  無非是偷竊
[00:11:48.840 --> 00:11:50.360]  殺害毀壞
[00:11:50.360 --> 00:11:52.680]  主說我來了
[00:11:52.680 --> 00:11:55.240]  是要教養得生命
[00:11:55.240 --> 00:11:56.520]  並且得的
[00:11:56.520 --> 00:11:57.800]  更豐盛
[00:11:57.800 --> 00:12:05.720]  所以魔鬼他的工作就是偷竊殺害毀壞然後耶穌說他要來使人得生命
[00:12:05.980 --> 00:12:07.260]  並且得的更豐盛
[00:12:07.260 --> 00:12:11.360]  所以魔鬼他
[00:12:11.360 --> 00:12:15.960]  他從起初就是要跟上帝對抗的
[00:12:15.960 --> 00:12:17.760]  請你記得一件事情
[00:12:17.760 --> 00:12:20.060]  魔鬼的工作
[00:12:20.060 --> 00:12:21.860]  就是要使得我們遠離神
[00:12:21.860 --> 00:12:23.640]  使得我們墮落
[00:12:23.640 --> 00:12:26.200]  但是耶穌基督來
[00:12:26.200 --> 00:12:28.260]  神的兒子顯現
[00:12:28.260 --> 00:12:29.540]  我要除滅
[00:12:29.540 --> 00:12:31.840]  魔鬼的作為
[00:12:33.880 --> 00:12:40.020]  所以到了約翰一書領會你可以看見當約翰就提到說我們怎麼樣子能夠去
[00:12:40.020 --> 00:12:42.840]  抵擋敵基督呢
[00:12:42.840 --> 00:12:48.220]  凡零認耶穌基督的
[00:12:48.220 --> 00:12:50.780]  這個就是從神來的
[00:12:50.780 --> 00:12:53.600]  凡零不認耶穌基督的就不是
[00:12:53.600 --> 00:12:56.160]  所以當我們在趕鬼的時候
[00:12:56.160 --> 00:12:59.740]  你要奉耶穌基督的名趕他
[00:12:59.740 --> 00:13:01.780]  了解我意思嗎
[00:13:02.560 --> 00:13:06.140]  很奇妙的當你奉耶穌基督名的趕鬼的時候呢
[00:13:06.140 --> 00:13:07.420]  這個鬼
[00:13:07.420 --> 00:13:09.460]  他就會怕他就會出去
[00:13:09.460 --> 00:13:13.060]  現在都準備
[00:13:13.060 --> 00:13:14.340]  魔鬼
[00:13:14.340 --> 00:13:17.400]  他有他的軍團
[00:13:17.400 --> 00:13:19.960]  魔鬼不是只是一個人
[00:13:19.960 --> 00:13:21.500]  他有他的國度
[00:13:21.500 --> 00:13:23.040]  神的國
[00:13:23.040 --> 00:13:24.320]  神的軍隊
[00:13:24.320 --> 00:13:27.380]  有這個我們這個耶和華的軍隊
[00:13:27.380 --> 00:13:28.420]  有我們的神
[00:13:28.420 --> 00:13:30.200]  但是魔鬼他也有
[00:13:30.200 --> 00:13:31.480]  我們看看
[00:13:33.020 --> 00:13:34.820]  魔鬼他這個名字
[00:13:34.820 --> 00:13:37.120]  在啟示律提到說
[00:13:37.120 --> 00:13:39.180]  他是什麼
[00:13:39.180 --> 00:13:41.480]  他是古龍
[00:13:41.480 --> 00:13:43.260]  他是大蛇
[00:13:43.260 --> 00:13:46.080]  所以我們中國人
[00:13:46.080 --> 00:13:49.160]  常講我們是龍的傳人
[00:13:49.160 --> 00:13:50.680]  是不是
[00:13:50.680 --> 00:13:52.980]  然後我們衣服都喜歡買個什麼
[00:13:52.980 --> 00:13:54.260]  有龍啊
[00:13:54.260 --> 00:13:57.080]  後來一心的煮之後發現糟糕了
[00:13:57.080 --> 00:13:59.640]  龍不就是魔鬼嗎
[00:13:59.900 --> 00:14:03.740]  所以我早期的時候有一件衣服是上面都是
[00:14:03.740 --> 00:14:04.760]  就是
[00:14:04.760 --> 00:14:06.300]  那個功夫裝
[00:14:06.300 --> 00:14:08.100]  上面就是一條龍
[00:14:08.100 --> 00:14:10.660]  那還不是很明顯的龍
[00:14:10.660 --> 00:14:14.500]  就是看起來就是白色但是你可以看得出來是一條龍
[00:14:14.500 --> 00:14:16.800]  所以後來趕快把那條
[00:14:16.800 --> 00:14:18.080]  不是把他那條龍
[00:14:18.080 --> 00:14:19.620]  結果把那件衣服
[00:14:19.620 --> 00:14:20.900]  把他丟掉了
[00:14:20.900 --> 00:14:22.180]  丟著唄
[00:14:22.180 --> 00:14:24.980]  龍
[00:14:24.980 --> 00:14:26.020]  古蛇
[00:14:26.020 --> 00:14:29.080]  聖經裡面清楚的讓我們看見
[00:14:29.600 --> 00:14:31.400]  這是魔鬼他
[00:14:31.400 --> 00:14:32.680]  化妝的
[00:14:32.680 --> 00:14:36.520]  所以那個蛇其實你看起來是蛇事實上是什麼
[00:14:36.520 --> 00:14:38.560]  是撒旦
[00:14:38.560 --> 00:14:41.120]  你也會發現
[00:14:41.120 --> 00:14:42.920]  很多的一些
[00:14:42.920 --> 00:14:44.200]  這些
[00:14:44.200 --> 00:14:45.220]  異教
[00:14:45.220 --> 00:14:48.040]  甚至有一些像你知道
[00:14:48.040 --> 00:14:49.320]  這個撒旦教
[00:14:49.320 --> 00:14:51.880]  他們就是非常的
[00:14:51.880 --> 00:14:53.920]  去拜這種
[00:14:53.920 --> 00:14:55.200]  拜蛇
[00:14:55.200 --> 00:14:59.300]  他們就非常喜歡用這些來當作是標誌
[00:15:00.580 --> 00:15:02.120]  魔鬼有他的軍隊
[00:15:02.120 --> 00:15:06.980]  我們看聖經裡面十二章這邊提到說什麼
[00:15:06.980 --> 00:15:09.280]  當初魔鬼他
[00:15:09.280 --> 00:15:11.580]  從天上墜落的時候呢
[00:15:11.580 --> 00:15:13.640]  那邊記載著說
[00:15:13.640 --> 00:15:18.500]  天上三分之一的星辰都跟著他一起到地上
[00:15:18.500 --> 00:15:22.080]  十二章第九節就講說
[00:15:22.080 --> 00:15:24.380]  他的使者怎麼樣
[00:15:24.380 --> 00:15:26.940]  也一同
[00:15:26.940 --> 00:15:28.480]  被摔下去
[00:15:29.000 --> 00:15:29.760]  看到沒有
[00:15:29.760 --> 00:15:32.840]  所以他的使者這個他就是指的魔鬼
[00:15:32.840 --> 00:15:36.160]  所以魔鬼他的部下有多少你知道嗎
[00:15:36.160 --> 00:15:37.960]  有多少嗎
[00:15:37.960 --> 00:15:44.360]  天上當初的天使的三分之一你想想看他有多少
[00:15:44.360 --> 00:15:48.700]  所以當你想到
[00:15:48.700 --> 00:15:50.760]  屬靈征戰的時候
[00:15:50.760 --> 00:15:53.060]  你不要只想到魔鬼
[00:15:53.060 --> 00:15:56.380]  魔鬼他有他的軍隊的
[00:15:57.660 --> 00:15:58.940]  聖經上很清楚的講
[00:15:58.940 --> 00:16:01.240]  那麼一個最明顯的例子就是
[00:16:01.240 --> 00:16:03.800]  還記得
[00:16:03.800 --> 00:16:05.340]  在聖經裡面記載到
[00:16:05.340 --> 00:16:09.680]  這個格拉森 路加福音第八章裡面記載著
[00:16:09.680 --> 00:16:11.980]  格拉森的有一個被鬼附的人記不記得
[00:16:11.980 --> 00:16:13.520]  是不是
[00:16:13.520 --> 00:16:15.060]  那個被鬼附的人
[00:16:15.060 --> 00:16:19.920]  看到耶穌來的時候他說 至高上帝的兒子啊 我與你有什麼相干啊
[00:16:19.920 --> 00:16:21.720]  這時候
[00:16:21.720 --> 00:16:24.280]  耶穌就趕他身上的鬼對不對
[00:16:24.780 --> 00:16:30.920]  結果把他身上的鬼趕出去之後那個鬼怕了 他說那你容許我跑到那個豬裡面去吧
[00:16:30.920 --> 00:16:32.980]  結果就跑到豬裡面去了
[00:16:32.980 --> 00:16:34.260]  結果豬怎麼樣
[00:16:34.260 --> 00:16:35.780]  全都
[00:16:35.780 --> 00:16:37.060]  跳下海裡面去了
[00:16:37.060 --> 00:16:38.340]  死了有多少豬啊
[00:16:38.340 --> 00:16:45.520]  他稱他自己的名字叫做群
[00:16:45.520 --> 00:16:52.180]  如果按照當時候羅馬軍營的編制來講
[00:16:53.700 --> 00:16:54.980]  大概是六千
[00:16:54.980 --> 00:17:00.100]  所以你看這損失慘重啊
[00:17:00.100 --> 00:17:05.220]  到底是不是六千隻豬我們不曉得
[00:17:05.220 --> 00:17:06.240]  但是
[00:17:06.240 --> 00:17:07.780]  是很多
[00:17:07.780 --> 00:17:10.860]  這一個群鬼在他裡面
[00:17:10.860 --> 00:17:13.160]  所以
[00:17:13.160 --> 00:17:17.500]  在你的家中
[00:17:17.500 --> 00:17:18.780]  你說
[00:17:18.780 --> 00:17:19.820]  有沒有鬼
[00:17:19.820 --> 00:17:21.860]  有沒有鬼
[00:17:24.680 --> 00:17:28.520]  有的很大聲很肯定的鬼
[00:17:28.520 --> 00:17:32.620]  就這麼希望沒有
[00:17:32.620 --> 00:17:35.180]  不要讓鬼在你家
[00:17:35.180 --> 00:17:37.480]  要讓主在你家
[00:17:37.480 --> 00:17:44.140]  所以已福所述裡面提到說不可以給魔鬼怎麼樣
[00:17:44.140 --> 00:17:45.920]  留地步
[00:17:45.920 --> 00:17:48.220]  你的家不要給魔鬼留地步
[00:17:48.220 --> 00:17:52.580]  你的裡面不要給魔鬼留地步
[00:17:53.340 --> 00:17:55.900]  教會不要給魔鬼留地步
[00:17:55.900 --> 00:18:01.540]  這樣子我們對這個魔鬼的
[00:18:01.540 --> 00:18:05.380]  這個大概你知道我們認識這個魔鬼的勢力
[00:18:05.380 --> 00:18:07.420]  你可以知道不要小看他
[00:18:07.420 --> 00:18:11.260]  但是呢我們再進一步來看看魔鬼做些什麼工作第一個
[00:18:11.260 --> 00:18:16.120]  魔鬼所做的工作是什麼我們一起來看起思錄十二章第十節我們起來練預備請
[00:18:16.120 --> 00:18:18.680]  因為那在我們上帝面前
[00:18:18.680 --> 00:18:21.240]  晝夜控告我們弟兄的
[00:18:21.500 --> 00:18:26.120]  也已經被摔下去了所以魔鬼的第一個工作是什麼
[00:18:26.120 --> 00:18:30.460]  控告控告親愛的兄姊妹你有沒有被人家控告過有沒有
[00:18:30.460 --> 00:18:31.500]  有沒有
[00:18:31.500 --> 00:18:32.780]  都沒有
[00:18:32.780 --> 00:18:34.560]  你會被你太太控告過
[00:18:34.560 --> 00:18:36.620]  有沒有
[00:18:36.620 --> 00:18:38.140]  有沒有被先生控告過
[00:18:38.140 --> 00:18:41.480]  我跟你講我們人很會去控告別人
[00:18:41.480 --> 00:18:44.300]  但是我們很討厭別人控告我們會不會
[00:18:44.300 --> 00:18:48.380]  聖經上裡面舉到約伯就是一個例子
[00:18:48.380 --> 00:18:50.940]  約伯
[00:18:52.220 --> 00:18:56.060]  約伯上帝說這個人
[00:18:56.060 --> 00:18:58.100]  他敬畏神
[00:18:58.100 --> 00:18:59.380]  他是怎麼樣
[00:18:59.380 --> 00:19:00.920]  他完全正直
[00:19:00.920 --> 00:19:04.260]  撒旦怎麼說
[00:19:04.260 --> 00:19:07.840]  撒旦到了上帝面前跟上帝說
[00:19:07.840 --> 00:19:13.220]  他說他敬畏神豈是無辜呢
[00:19:13.220 --> 00:19:18.340]  他這什麼意思啊
[00:19:18.340 --> 00:19:20.640]  是不是
[00:19:22.180 --> 00:19:23.200]  他是在
[00:19:23.200 --> 00:19:24.480]  控告
[00:19:24.480 --> 00:19:26.780]  他在控告這個約伯
[00:19:26.780 --> 00:19:30.120]  他讓上帝說懷疑他是不是
[00:19:30.120 --> 00:19:33.440]  懷疑他的這個正直他的完全
[00:19:33.440 --> 00:19:35.220]  最後
[00:19:35.220 --> 00:19:36.000]  他就說
[00:19:36.000 --> 00:19:37.020]  如果
[00:19:37.020 --> 00:19:38.040]  你看吧
[00:19:38.040 --> 00:19:41.880]  他如果你把他的一切所有都拿掉的話
[00:19:41.880 --> 00:19:44.960]  他必當面棄掉你哇這個
[00:19:44.960 --> 00:19:46.240]  魔鬼好可惡啊
[00:19:46.240 --> 00:19:48.540]  結果呢
[00:19:48.540 --> 00:19:50.840]  約伯進去好好去看
[00:19:51.600 --> 00:19:52.900]  你就可以看見
[00:19:52.900 --> 00:19:56.740]  這個上帝容許撒旦去攻擊
[00:19:56.740 --> 00:19:58.020]  這個約伯
[00:19:58.020 --> 00:20:01.900]  丘子妹
[00:20:01.900 --> 00:20:04.980]  魔鬼的工作是來控告
[00:20:04.980 --> 00:20:07.260]  所以親愛丘子妹
[00:20:07.260 --> 00:20:09.320]  而且啟示錄裡面講說
[00:20:09.320 --> 00:20:10.600]  那在我們
[00:20:10.600 --> 00:20:13.160]  上帝的面前
[00:20:13.160 --> 00:20:15.980]  晝夜控告好可怕
