
[00:00:00.000 --> 00:00:07.280]  你聽我講了很久,你一定看過這個periodic table
[00:04:05.680 --> 00:04:09.780]  所叫他們做的事情都是要他們迴轉到生命紀裏面
[00:04:09.780 --> 00:04:12.780]  那個榮耀的君王
[00:04:12.780 --> 00:04:15.780]  而最後因爲他們不迴轉
[00:04:15.780 --> 00:04:19.880]  而所有以色列人要被捕
[00:04:19.880 --> 00:04:23.380]  最後我想說說中間這五本書
[00:04:23.380 --> 00:04:28.680]  這五本書叫做《智慧書》
[00:04:28.680 --> 00:04:30.680]  包括我們很熟悉的
[00:04:30.680 --> 00:04:32.480]  也不是很熟悉
[00:04:32.480 --> 00:04:35.780]  《楊伯記》,我們大家都知道《楊伯記》說什麼
[00:04:35.780 --> 00:04:37.580]  《詩篇》
[00:04:37.580 --> 00:04:39.180]  《針研》
[00:04:39.180 --> 00:04:43.880]  這個《全道書》
[00:04:43.880 --> 00:04:45.280]  還有《桑合桑》
[00:04:45.280 --> 00:04:46.980]  就是《雅歌》
[00:04:46.980 --> 00:04:50.780]  我想說這五本
[00:04:50.780 --> 00:04:53.880]  我只想說一樣東西給你們知道
[00:04:53.880 --> 00:04:56.580]  很多人極愛《詩篇》
[00:04:56.580 --> 00:04:58.180]  你也極愛《詩篇》
[00:04:58.180 --> 00:05:00.980]  你知道爲什麼我們這麼喜歡《詩篇》嗎?
[00:05:00.980 --> 00:05:05.380]  我們可以任由我們演繹《詩篇》
[00:05:05.380 --> 00:05:08.380]  來適應我們自己的需要
[00:05:08.380 --> 00:05:09.980]  見到某人說《詩篇》很慘
[00:05:09.980 --> 00:05:11.780]  哎呀我很慘
[00:05:11.780 --> 00:05:13.880]  今天那個老闆搞得我很慘
[00:05:13.880 --> 00:05:14.680]  於是我們說
[00:05:14.680 --> 00:05:15.780]  哎呀我最喜歡
[00:05:15.780 --> 00:05:16.880]  真的很喜歡《詩篇》
[00:05:16.880 --> 00:05:18.980]  在我悲傷的時候我去讀《詩篇》
[00:05:18.980 --> 00:05:22.380]  特別感覺上帝在安慰我
[00:05:22.380 --> 00:05:25.880]  這個真的完全出於你自己的聯想
[00:05:25.880 --> 00:05:28.580]  和上帝是沒有關係的
[00:05:28.580 --> 00:05:32.880]  《詩篇》是一個很難讀的一本書
[00:05:32.880 --> 00:05:35.580]  難讀的不是那些字難
[00:05:35.580 --> 00:05:36.880]  不是我們不懂
[00:05:36.880 --> 00:05:39.280]  耶和華詩我的目者什麼什麼
[00:05:39.280 --> 00:05:42.280]  那些東西最難讀的是
[00:05:42.280 --> 00:05:44.680]  因爲我們根本不考慮
[00:05:44.680 --> 00:05:48.480]  《詩篇》究竟是爲了什麼而寫的
[00:05:48.480 --> 00:05:51.380]  你猜以色列人
[00:05:51.380 --> 00:05:54.780]  是不是隻有150篇《詩篇》呢?
[00:05:54.780 --> 00:05:55.980]  沒可能
[00:05:55.980 --> 00:05:58.280]  你知道《詩篇》有150篇
[00:05:58.280 --> 00:06:00.680]  但是有沒有可能以色列人只有150篇
[00:06:00.680 --> 00:06:03.480]  除了150篇之外沒有其他東西呢?
[00:06:03.480 --> 00:06:04.380]  當然有
[00:06:04.380 --> 00:06:07.580]  那爲什麼要選那150篇呢?
[00:06:07.580 --> 00:06:08.780]  爲什麼要這樣砌呢?
[00:06:08.780 --> 00:06:12.880]  當然這些很多問題是沒有解決的
[00:06:12.880 --> 00:06:15.380]  但是我想跟你說一件事
[00:06:15.380 --> 00:06:16.780]  你明不明白都好
[00:06:16.780 --> 00:06:23.980]  就是近代的一些學術的研究
[00:06:23.980 --> 00:06:26.980]  是相信《詩篇》是有個歷史背景的
[00:06:26.980 --> 00:06:31.280]  《詩篇》的歷史背景是他們祕魯迴歸之後
[00:06:31.280 --> 00:06:35.380]  所組合出來的150本
[00:06:35.380 --> 00:06:36.880]  那這個重要性在哪裏呢?
[00:06:36.880 --> 00:06:42.580]  就是150篇《詩篇》其實都是在等君王的來臨
[00:06:42.580 --> 00:06:45.280]  因爲當你祕魯迴歸之後
[00:06:45.280 --> 00:06:46.180]  你在等什麼呢?
[00:06:46.180 --> 00:06:48.380]  你在等天國的來臨
[00:06:48.380 --> 00:06:50.980]  所以這150篇的《詩篇》
[00:06:50.980 --> 00:06:52.680]  其實都是Messianic
[00:06:52.680 --> 00:06:54.380]  forward looking向前望
[00:06:54.380 --> 00:06:55.780]  等待君王來臨
[00:06:55.780 --> 00:07:00.980]  所以就不容許你和我自己亂解的
[00:07:00.980 --> 00:07:04.480]  所以難度就在這裏了
[00:07:04.480 --> 00:07:06.780]  好像我對大家的要求很高
[00:07:06.780 --> 00:07:08.980]  或者好像逼着大家
[00:07:08.980 --> 00:07:12.380]  爲什麼我要這樣做呢?
[00:07:12.380 --> 00:07:19.380]  因爲我們不可以永遠停留在填充題
[00:07:19.380 --> 00:07:24.580]  填充隨便我們喜歡怎麼形容的狀態
[00:07:24.580 --> 00:07:29.780]  大家都知道戈爾蒙多前書13章有段話叫做
[00:07:29.780 --> 00:07:36.480]  "When I was a child, I talked like a child, I thought like a child, I reasoned like a child"
[00:07:36.480 --> 00:07:38.180]  當我做孩童的時候
[00:07:38.180 --> 00:07:41.080]  我就好像孩童一樣說話、想東西
[00:07:41.080 --> 00:07:43.180]  但是這些要過去的
[00:07:43.180 --> 00:07:46.080]  我們不可以永世做孩童
[00:07:46.080 --> 00:07:47.480]  如果你上個星期五在這裏
[00:07:47.480 --> 00:07:53.080]  你知道上帝呼叫他的教會做一個Mighty Army
[00:07:53.080 --> 00:07:55.680]  要做一個極大的軍隊
[00:07:55.680 --> 00:07:57.380]  你不可以一輩子做孩子
[00:07:57.380 --> 00:08:01.280]  如果這個人剛剛初信沒多久就算了
[00:08:01.280 --> 00:08:03.980]  但是如果他信了五年、十年
[00:08:03.980 --> 00:08:06.980]  還是這樣去明白聖經的話
[00:08:06.980 --> 00:08:09.180]  我們真的很糟糕
[00:08:09.180 --> 00:08:13.180]  我們不是開幼兒園
[00:08:13.180 --> 00:08:16.680]  還要是那些讀了五年還是嬰兒班那種
[00:08:16.680 --> 00:08:17.680]  不行的
[00:08:17.680 --> 00:08:19.180]  我們一定要有個盡心
[00:08:19.180 --> 00:08:19.980]  我們要明白
[00:08:19.980 --> 00:08:21.080]  我們要成長
[00:08:21.080 --> 00:08:25.180]  因爲上帝呼召我們成爲他的Mighty Army
[00:08:25.180 --> 00:08:28.780]  我們要明白聖經所要說的是什麼
[00:08:28.780 --> 00:08:29.880]  聖經有個中心
[00:08:29.880 --> 00:08:33.180]  聖經的中心是天國的來臨
[00:08:33.180 --> 00:08:38.980]  所以舊約聖經是推向耶穌基督的來臨
[00:08:38.980 --> 00:08:41.880]  新約聖經是指向耶穌基督的來臨
[00:08:41.880 --> 00:08:45.880]  當然一切最後指向耶穌基督的十字架
[00:08:45.880 --> 00:08:49.180]  當你這樣去明白聖經的時候
[00:08:49.180 --> 00:08:52.480]  就有上帝給我們的Power
[00:08:52.480 --> 00:08:54.280]  我現在想帶你回去《仕途行傳》
[00:08:54.280 --> 00:08:57.280]  因爲剛纔我們說的是《路加福音》二十四章
[00:08:57.280 --> 00:08:59.080]  但是《路加福音》二十四章之後
[00:08:59.080 --> 00:09:01.080]  《路加福音》還沒完
[00:09:01.080 --> 00:09:03.280]  因爲《路加福音》有第二部分
[00:09:03.280 --> 00:09:04.980]  第二部分在哪裏呢?
[00:09:04.980 --> 00:09:06.380]  《仕途行傳》
[00:09:06.380 --> 00:09:08.380]  因爲《路加福音》寫了第二部分
[00:09:08.380 --> 00:09:10.180]  在《仕途行傳》裏面
[00:09:10.180 --> 00:09:12.280]  我們聽到第一篇道
[00:09:12.280 --> 00:09:13.680]  是誰說的?
[00:09:13.680 --> 00:09:15.080]  彼得說的
[00:09:15.080 --> 00:09:15.980]  彼得在做什麼?
[00:09:15.980 --> 00:09:19.280]  彼得在用復活神功
[00:09:19.280 --> 00:09:22.780]  彼得所說的篇道里面
[00:09:22.780 --> 00:09:28.180]  引用了五六七段很多舊約裏面的東西
[00:09:28.180 --> 00:09:30.480]  充滿聖靈的講道
[00:09:30.480 --> 00:09:31.980]  他不是和他講應用
[00:09:31.980 --> 00:09:34.080]  他不是在批評當時時代
[00:09:34.080 --> 00:09:36.680]  羅馬人政治體制什麼東西
[00:09:36.680 --> 00:09:37.880]  他不講
[00:09:37.880 --> 00:09:40.280]  他直插人心
[00:09:40.280 --> 00:09:41.980]  講到人的罪
[00:09:41.980 --> 00:09:43.580]  講到人必須要悔改
[00:09:43.580 --> 00:09:45.280]  講到基督的德性
[00:09:45.280 --> 00:09:47.480]  講到基督怎麼拯救我們
[00:09:47.480 --> 00:09:54.280]  而聽完這個復活神功式的五秦節的講道
[00:09:54.280 --> 00:09:58.280]  那些人的反應是心如刀割
[00:09:58.280 --> 00:10:01.080]  What must we do?
[00:10:01.080 --> 00:10:02.880]  我們應該怎麼樣
[00:10:02.880 --> 00:10:03.980]  要做些什麼
[00:10:03.980 --> 00:10:06.480]  於是他可以呼叫他們去悔改
[00:10:06.480 --> 00:10:08.380]  是一個很有趣的東西
[00:10:08.380 --> 00:10:10.280]  所以當你《路加福音》二十四章
[00:10:10.280 --> 00:10:12.180]  它整個故事還沒完
[00:10:12.180 --> 00:10:13.680]  繼續去《仕途行傳》的時候
[00:10:13.680 --> 00:10:16.880]  你發覺《路加》是在講初期的教會
[00:10:16.880 --> 00:10:19.380]  在運用這個復活的神功
[00:10:19.380 --> 00:10:26.280]  重新用耶穌基督去看救藥的聖經
[00:10:26.280 --> 00:10:29.180]  聖經是一個很偉大的句注
[00:10:29.180 --> 00:10:33.680]  這個句注裏面是用很細微的一點點滴滴
[00:10:33.680 --> 00:10:35.280]  去砌成的
[00:10:35.280 --> 00:10:36.680]  而這些點點滴滴
[00:10:36.680 --> 00:10:40.180]  其實是在貢獻它一個偉大的故事
[00:10:40.180 --> 00:10:43.280]  例如你今天在讀阿巴拉罕的故事
[00:10:43.280 --> 00:10:46.480]  其實這個故事不是獨立的
[00:10:46.480 --> 00:10:50.080]  這個故事其實是在砌一個更大的圖畫
[00:10:50.080 --> 00:10:51.580]  不知道你們看不看得懂這幅圖畫
[00:10:51.580 --> 00:10:53.080]  這幅圖畫是什麼
[00:10:53.080 --> 00:10:55.680]  是車子
[00:10:55.680 --> 00:10:57.980]  我們現在很多時候我們的查經
[00:10:57.980 --> 00:10:59.980]  就是找一個小車
[00:10:59.980 --> 00:11:00.880]  三節聖經也好
[00:11:00.880 --> 00:11:01.580]  五節聖經也好
[00:11:01.580 --> 00:11:02.780]  十節也好
[00:11:02.780 --> 00:11:03.880]  然後看左看右
[00:11:03.880 --> 00:11:04.680]  看前看後
[00:11:04.680 --> 00:11:06.880]  看內看外
[00:11:06.880 --> 00:11:09.380]  然後跟你說這輛車子是什麼水
[00:11:09.380 --> 00:11:11.580]  然後就應用了
[00:11:11.580 --> 00:11:14.280]  你從來沒有想過這個車子
[00:11:14.280 --> 00:11:16.780]  是屬於一個巨大的圖畫
[00:11:16.780 --> 00:11:19.680]  你要看的不是那輛車子
[00:11:19.680 --> 00:11:22.780]  你看看那輛車子的黃色是怎麼黃的
[00:11:22.780 --> 00:11:24.080]  它的燈是怎麼樣
[00:11:24.080 --> 00:11:26.680]  它不是在說這些東西
[00:11:26.680 --> 00:11:31.080]  那輛車子是在砌一個很偉大的圖畫
[00:11:31.080 --> 00:11:34.580]  如果我們可以經常看到這個偉大的圖畫
[00:11:34.580 --> 00:11:37.880]  讓這個偉大的圖畫來震撼我們的心的時候
[00:11:37.880 --> 00:11:42.580]  那麼我們就可以think big
[00:11:42.580 --> 00:11:47.180]  否則我們永世只會做一個小車教會
[00:11:47.180 --> 00:11:48.880]  上帝挑戰我們
[00:11:48.880 --> 00:11:53.880]  這一切的東西都是指向主耶穌基督
[00:11:53.880 --> 00:11:55.080]  在教會歷史裏面
[00:11:55.080 --> 00:11:57.180]  我想你也聽過這些名言
[00:11:57.180 --> 00:11:59.880]  聖奧古斯丁有一句名言
[00:11:59.880 --> 00:12:01.080]  他說
[00:12:01.080 --> 00:12:03.880]  The new is in the old concealed
[00:12:03.880 --> 00:12:07.280]  And the old is in the new revealed
[00:12:07.280 --> 00:12:13.280]  新約聖經的福音信息在舊約裏面是包住了
[00:12:13.280 --> 00:12:14.680]  是隱藏了
[00:12:14.680 --> 00:12:16.380]  但是到了新約的時候
[00:12:16.380 --> 00:12:20.080]  那個舊約聖經就被重新啓示出來
[00:12:20.080 --> 00:12:22.680]  你現在開始真的明白舊約聖經裏面
[00:12:22.680 --> 00:12:28.180]  真正在說的東西是什麼一回事
[00:12:28.180 --> 00:12:30.380]  我想介紹這個人給你聽
[00:12:30.380 --> 00:12:33.980]  你不是很懂也不要緊
[00:12:33.980 --> 00:12:37.580]  葛哈德·沃斯一個Princeton Theological Seminary
[00:12:37.580 --> 00:12:40.580]  很多年前的一個
[00:12:40.580 --> 00:12:42.080]  如果你上個星期在這裏你也知道
[00:12:42.080 --> 00:12:44.180]  我也說過Harvard, Yale, Princeton
[00:12:44.180 --> 00:12:45.780]  曾幾何時都是神學院
[00:12:45.780 --> 00:12:47.380]  結果就一個一個倒閉
[00:12:47.380 --> 00:12:50.780]  現在Princeton也倒閉了
[00:12:50.780 --> 00:12:53.880]  但是葛哈德·沃斯在Princeton教的時候
[00:12:53.880 --> 00:12:59.180]  Princeton還是一個很強的福音派神學院
[00:12:59.180 --> 00:13:01.180]  而葛哈德·沃斯
[00:13:01.180 --> 00:13:04.080]  是發明了這件事叫做Biblical Theology
[00:13:04.080 --> 00:13:04.880]  聖經神學
[00:13:04.880 --> 00:13:06.780]  我隨便讀一下
[00:13:06.780 --> 00:13:07.880]  Biblical Theology
[00:13:07.880 --> 00:13:10.680]  is that part of exegetical theology
[00:13:10.680 --> 00:13:12.780]  which deals with the revelation of God
[00:13:12.780 --> 00:13:15.380]  in its historic continuity
[00:13:15.380 --> 00:13:17.580]  Biblical Theology, rightfully defined,
[00:13:17.580 --> 00:13:19.980]  is nothing else than the exhibition
[00:13:19.980 --> 00:13:23.680]  of the organic progress of supernatural revelation
[00:13:23.680 --> 00:13:27.280]  in its historic continuity and multiformity
[00:13:27.280 --> 00:13:30.480]  你聽完這句就知道他做不了牧師了
[00:13:30.480 --> 00:13:32.180]  也不知道他在說什麼
[00:13:32.180 --> 00:13:33.880]  但是簡單來說
[00:13:33.880 --> 00:13:36.280]  他是聖經神學的一個
[00:13:36.280 --> 00:13:39.380]  我們現在覺得他是一個聖經神學的father
[00:13:39.380 --> 00:13:42.080]  他說我們看聖經去解經的時候
[00:13:42.080 --> 00:13:45.480]  再不是集中在看那段聖經是什麼
[00:13:45.480 --> 00:13:47.280]  而是我們要看整段聖經
[00:13:47.280 --> 00:13:50.080]  和聖經整個流程裏面
[00:13:50.080 --> 00:13:52.080]  他在做一個什麼角色
[00:13:52.080 --> 00:13:54.180]  這件事是很關鍵的
[00:13:54.180 --> 00:13:57.480]  我知道我們當中很多人都學過OIA
[00:13:57.480 --> 00:14:00.580]  也是正確的一個方式
[00:14:00.580 --> 00:14:02.180]  但很多時候我們OIA
[00:14:02.180 --> 00:14:04.780]  我們就在那十節裏面OIA
[00:14:04.780 --> 00:14:07.280]  頂籠就是那一章OIA
[00:14:07.280 --> 00:14:09.180]  那就想大一點
[00:14:09.180 --> 00:14:12.080]  將OIA不只是那一章
[00:14:12.080 --> 00:14:13.180]  而是那十章
[00:14:13.180 --> 00:14:14.180]  那本書
[00:14:14.180 --> 00:14:14.980]  整個舊約
[00:14:14.980 --> 00:14:15.780]  整本聖經
[00:14:15.780 --> 00:14:17.480]  你將一些東西
[00:14:17.480 --> 00:14:19.380]  整本聖經OIA
[00:14:19.380 --> 00:14:19.980]  那就對了
[00:14:19.980 --> 00:14:21.180]  那就是聖經神學
[00:14:21.180 --> 00:14:22.380]  其實很簡單
[00:14:22.380 --> 00:14:23.880]  簡單當然很複雜
[00:14:23.880 --> 00:14:25.880]  因爲如果你不熟悉聖經的話
[00:14:25.880 --> 00:14:28.180]  你怎麼OIA呢
[00:14:28.180 --> 00:14:29.280]  拿個電腦來
[00:14:29.280 --> 00:14:30.080]  其實也不是很行
[00:14:30.080 --> 00:14:31.180]  因爲電腦有時候
[00:14:31.180 --> 00:14:34.280]  翻譯原文上面也是有問題的
[00:14:34.280 --> 00:14:35.880]  也出不了那些東西
[00:14:35.880 --> 00:14:37.880]  再加上你有希列文
[00:14:37.880 --> 00:14:39.680]  希伯來文這樣走來走去
[00:14:39.680 --> 00:14:42.380]  就更加困難
[00:14:42.380 --> 00:14:43.780]  但我想告訴你
[00:14:43.780 --> 00:14:45.280]  這件事是非常重要的
[00:14:45.280 --> 00:14:47.680]  葛伯特博士做了一件很重要的事情
[00:14:47.680 --> 00:14:51.080]  如果今天我們可以頒個諾貝爾獎給他
[00:14:51.080 --> 00:14:52.880]  就是屬靈的醫生
[00:14:52.880 --> 00:14:54.680]  Medicine我真的頒給他
[00:14:54.680 --> 00:14:59.580]  因爲他在研究一個叫做黑眼心死的治療研發
[00:14:59.580 --> 00:15:03.080]  因爲這樣的大圖畫的看聖經
[00:15:03.080 --> 00:15:05.880]  是可以醫治黑眼心死的
[00:15:05.880 --> 00:15:06.880]  當然
[00:15:06.880 --> 00:15:08.580]  你知道那些做研發的人
[00:15:08.580 --> 00:15:10.380]  都是一些基本研究的人
[00:15:10.380 --> 00:15:11.880]  需要有牧師
[00:15:11.880 --> 00:15:14.280]  去用他那些東西去應用出來
[00:15:14.280 --> 00:15:15.080]  這樣纔行
[00:15:15.080 --> 00:15:15.680]  如果不是的話
[00:15:15.680 --> 00:15:17.480]  他的東西來不了我們那裏
[00:15:17.480 --> 00:15:20.580]  這個就是我們今天的
[00:15:20.580 --> 00:15:25.180]  一些我們今天所要做的工作
[00:15:25.180 --> 00:15:28.280]  我想給你看一看
[00:15:28.280 --> 00:15:29.280]  Biblical Theology
[00:15:29.280 --> 00:15:32.780]  聖經神學是怎麼用的
[00:15:32.780 --> 00:15:34.480]  很多年前
[00:15:34.480 --> 00:15:37.780]  我在新加坡工作了幾年
[00:15:37.780 --> 00:15:44.080]  那時候有一次去了一個宣教的會議
[00:15:44.080 --> 00:15:45.880]  在那裏我學了一個
[00:15:45.880 --> 00:15:48.280]  我聽了一個很有趣很有趣的故事
[00:15:48.280 --> 00:15:50.580]  他說有一羣宣教士
[00:15:50.580 --> 00:15:53.780]  由美國加拿大哪裏全世界飛去
[00:15:53.780 --> 00:15:55.580]  Papua New Guinea那裏
[00:15:55.580 --> 00:15:57.980]  他們是屬於Neutron Mission
[00:15:57.980 --> 00:16:02.080]  專做那些福音從未到過的部落
[00:16:02.080 --> 00:16:05.280]  他們去到那裏第一要學他們的語言
[00:16:05.280 --> 00:16:07.980]  第二要翻譯一些聖經
[00:16:07.980 --> 00:16:11.180]  第三要將福音給他們宣講
[00:16:11.180 --> 00:16:12.980]  他說到他們的經驗就是
[00:16:12.980 --> 00:16:14.180]  他們一羣人去了那裏
[00:16:14.180 --> 00:16:16.180]  大概用了半年的時候
[00:16:16.180 --> 00:16:18.780]  或者一年去學了他們的語言
[00:16:18.780 --> 00:16:21.580]  然後他們纔開始給他們傳福音
[00:16:21.580 --> 00:16:24.980]  但是他們傳福音的方法是很有趣的
[00:16:24.980 --> 00:16:29.580]  他說他們總共給他們傳了六個月的福音
[00:16:29.580 --> 00:16:32.180]  每個星期六在他們的村莊
[00:16:32.180 --> 00:16:34.780]  他們學了一些語言
[00:16:34.780 --> 00:16:36.480]  然後錄了音
[00:16:36.480 --> 00:16:38.380]  然後每個星期六下午
[00:16:38.380 --> 00:16:40.780]  就叫一些村民來聽故事
[00:16:40.780 --> 00:16:44.180]  他說我們有一個故事要跟你講
[00:16:44.180 --> 00:16:47.180]  於是就在那裏播放錄音機
[00:16:47.180 --> 00:16:48.480]  他播放了什麼呢?
[00:16:48.480 --> 00:16:51.380]  就是聖經的故事
[00:16:51.380 --> 00:16:53.980]  他們用了六個月的時間
[00:16:53.980 --> 00:16:56.380]  將耶穌基督的福音給他們講
[00:16:56.380 --> 00:16:57.380]  但是他跟我們講
[00:16:57.380 --> 00:16:58.580]  我記得那個講員跟我們講
[00:16:58.580 --> 00:17:00.980]  他說我們未到最後一個星期
[00:17:00.980 --> 00:17:03.980]  從來沒有提過耶穌這個名字
[00:17:03.980 --> 00:17:04.980]  你們明白我的意思嗎?
[00:17:04.980 --> 00:17:07.580]  我們通常傳福音就馬上講耶穌
[00:17:07.580 --> 00:17:08.980]  他說六個月當中
[00:17:08.980 --> 00:17:12.380]  他一次都沒有提過有耶穌這個人
[00:17:12.380 --> 00:17:13.780]  那他怎麼傳福音呢?
[00:17:13.780 --> 00:17:15.780]  他從創世紀開始
[00:17:15.780 --> 00:17:17.180]  所以這個星期講創世紀
[00:17:17.180 --> 00:17:18.580]  下個星期講出埃及記
[00:17:18.580 --> 00:17:21.780]  然後繼續講歷史裏面的故事
[00:17:21.780 --> 00:17:23.980]  一些我們今天很熟悉的故事
[00:17:23.980 --> 00:17:25.380]  但是因爲我們太熟悉了
[00:17:25.380 --> 00:17:26.980]  所以那些故事對於我們來講
[00:17:26.980 --> 00:17:28.980]  是完全沒有影響力的
[00:17:28.980 --> 00:17:31.180]  但是他說那些土人很有趣
[00:17:31.180 --> 00:17:34.980]  開始來就是純粹是好奇的
[00:17:34.980 --> 00:17:37.180]  去聽一下別人的故事
[00:17:37.180 --> 00:17:39.580]  但是他們慢慢越來越投入
[00:17:39.580 --> 00:17:40.780]  開始他講上帝
[00:17:40.780 --> 00:17:41.980]  這個世界有個上帝
[00:17:41.980 --> 00:17:43.780]  他創造了這個世界
[00:17:43.780 --> 00:17:44.980]  那其實這些問題
