
[00:00:00.000 --> 00:00:02.720]  很多年前在一個電視節目裏面
[00:02:44.440 --> 00:02:47.400]  剛纔我們很快讀了詩篇27篇
[00:02:47.400 --> 00:02:50.360]  詩篇27篇是大衛一個我們很熟悉的人
[00:02:50.360 --> 00:02:54.240]  我們翻開教會就知道大衛王是一個什麼人
[00:02:54.240 --> 00:02:59.560]  這篇詩篇其實是講大衛當皇帝的時候
[00:02:59.560 --> 00:03:01.000]  我想當皇帝應該挺好的
[00:03:01.000 --> 00:03:02.680]  大家想不想當皇帝
[00:03:02.680 --> 00:03:04.080]  挺好的
[00:03:04.080 --> 00:03:06.200]  享盡名貌富貴
[00:03:06.200 --> 00:03:08.560]  有權說事 喜歡怎樣都行
[00:03:08.560 --> 00:03:11.040]  但這個皇帝其實不是很開心
[00:03:11.040 --> 00:03:12.040]  如果我們看聖經
[00:03:12.040 --> 00:03:13.640]  大衛這個時候在當皇帝
[00:03:13.640 --> 00:03:17.560]  不過他的大兒子叫壓沙龍
[00:03:17.560 --> 00:03:20.680]  他大兒子想想我也很想當皇帝 八祖這麼久了
[00:03:20.680 --> 00:03:22.360]  不如讓我當吧
[00:03:22.360 --> 00:03:25.440]  大衛其實在寫詩篇27篇的時候
[00:03:25.440 --> 00:03:29.040]  他的兒子反叛
[00:03:29.040 --> 00:03:32.280]  聖經說大衛帶着一羣很小的
[00:03:32.280 --> 00:03:35.320]  仍然忠於他的人走難
[00:03:35.320 --> 00:03:41.240]  27篇是說大衛在逃難逃難的途中寫的
[00:03:41.240 --> 00:03:44.960]  我們看到大衛在他走難的過程當中
[00:03:44.960 --> 00:03:47.320]  我們看到他對神的信心很堅定
[00:03:47.320 --> 00:03:48.240]  很難的
[00:03:48.240 --> 00:03:53.880]  當你在皇帝的時間對神的信心堅定是不難的
[00:03:53.880 --> 00:03:55.880]  因爲天天我一說事
[00:03:55.880 --> 00:03:57.880]  很多人就幫我辦事
[00:03:57.880 --> 00:04:01.240]  讓我坐下很多美食在我面前任我選
[00:04:01.240 --> 00:04:05.280]  晚上冬天是幫我弄亂牀我才睡
[00:04:05.280 --> 00:04:07.320]  夏天的時候可能很多工女在那裏撲扇
[00:04:07.320 --> 00:04:09.280]  然後我睡得很舒服
[00:04:09.280 --> 00:04:13.280]  想起小時候以前沒有冷氣
[00:04:13.280 --> 00:04:15.440]  想起我父母我們很熱的時候
[00:04:15.440 --> 00:04:17.320]  他們在旁邊撲扇
[00:04:17.320 --> 00:04:18.920]  當時想不到我父母很辛苦
[00:04:18.920 --> 00:04:20.320]  只想着繼續撲扇
[00:04:20.320 --> 00:04:23.600]  我睡着了不要停
[00:04:23.600 --> 00:04:26.520]  27篇一到6節
[00:04:26.520 --> 00:04:27.560]  詩人一開始就說
[00:04:27.560 --> 00:04:30.680]  耶和華是我的亮光是我的拯救
[00:04:30.680 --> 00:04:32.320]  我還怕誰呢
[00:04:32.320 --> 00:04:33.840]  耶和華是我的保障
[00:04:33.840 --> 00:04:37.160]  我還懼怕誰呢
[00:04:37.160 --> 00:04:39.240]  你想想在你走難的時候
[00:04:39.240 --> 00:04:41.960]  你說不說得出這句話
[00:04:41.960 --> 00:04:43.360]  不過是實際的
[00:04:43.360 --> 00:04:45.560]  說這句話的時候
[00:04:45.560 --> 00:04:46.880]  我相信大衛當他知道
[00:04:46.880 --> 00:04:48.120]  阿沙羅正在殺人過來的時候
[00:04:48.120 --> 00:04:49.680]  他也會走的
[00:04:49.680 --> 00:04:51.080]  就不會說我怕誰
[00:04:51.080 --> 00:04:53.280]  但是似乎詩人在這裏說
[00:04:53.280 --> 00:04:54.680]  他雖然在患難的裏面
[00:04:54.680 --> 00:04:56.280]  不過他知道一件事很重要
[00:04:56.280 --> 00:04:58.280]  就是他所相信的神
[00:04:58.280 --> 00:05:00.720]  一直都在他身邊照顧他
[00:05:00.720 --> 00:05:02.680]  幫助他以至
[00:05:02.680 --> 00:05:05.680]  這裏所說的惡者可能對大衛來說
[00:05:05.680 --> 00:05:07.960]  就是這個叛逆的兒子
[00:05:07.960 --> 00:05:09.720]  就是那些和這個叛逆的兒子
[00:05:09.720 --> 00:05:13.720]  一起反叛他的軍隊去追殺他
[00:05:13.720 --> 00:05:15.720]  他說縱然面對這麼多的難處
[00:05:15.720 --> 00:05:17.920]  他說神一直都幫助我的時候
[00:05:17.920 --> 00:05:19.840]  我就沒有那種懼怕
[00:05:19.840 --> 00:05:20.680]  怕到一個地步
[00:05:20.680 --> 00:05:23.280]  不知道如何來面對
[00:05:23.280 --> 00:05:25.760]  第二第三節
[00:05:25.760 --> 00:05:30.480]  我們可以回頭看一看
[00:05:30.480 --> 00:05:32.320]  第二第三節
[00:05:32.320 --> 00:05:34.360]  大衛就表達
[00:05:34.360 --> 00:05:36.880]  他說我雖然身處困境
[00:05:36.880 --> 00:05:38.480]  面對敵人攻擊的時候
[00:05:38.480 --> 00:05:39.320]  我沒有懼怕
[00:05:39.320 --> 00:05:43.760]  因爲他知道神會在暗中來保護他
[00:05:43.760 --> 00:05:44.640]  第五節他說
[00:05:44.640 --> 00:05:46.160]  因爲我遭遇患難
[00:05:46.160 --> 00:05:48.240]  他必暗暗地保守我
[00:05:48.240 --> 00:05:49.920]  在他的亭子裏面
[00:05:49.920 --> 00:05:52.520]  將我藏在他帳幕的隱祕處
[00:05:52.520 --> 00:05:55.600]  將我放在盤石裏面
[00:05:55.600 --> 00:05:57.560]  原來高舉在盤石上
[00:05:57.560 --> 00:06:03.440]  代表神將我們藏在一個非常堅固安全的地方
[00:06:03.440 --> 00:06:05.080]  在現代來說
[00:06:05.080 --> 00:06:10.280]  盤石我們不感覺到那種安全
[00:06:10.280 --> 00:06:11.640]  特別在香港
[00:06:11.640 --> 00:06:14.680]  過幾年我們見到山又不見了
[00:06:14.680 --> 00:06:17.800]  過幾年一些我們覺得很穩固的東西又不見了
[00:06:17.800 --> 00:06:18.960]  但在古代不是
[00:06:18.960 --> 00:06:22.480]  古代的山盤石是不會動的
[00:06:22.480 --> 00:06:24.680]  沒有什麼人會開山砍石
[00:06:24.680 --> 00:06:26.040]  建隧道建房子
[00:06:26.040 --> 00:06:27.560]  沒有的
[00:06:27.560 --> 00:06:29.440]  所以在當事人來說
[00:06:29.440 --> 00:06:32.400]  他覺得如果我能夠被放在盤石上面
[00:06:32.400 --> 00:06:34.280]  在一個最穩固最安全的地方
[00:06:34.280 --> 00:06:37.200]  是沒有人可以攻擊到我
[00:06:37.200 --> 00:06:39.680]  所以到了第六節我們見到大衛
[00:06:39.680 --> 00:06:41.080]  雖然他在患難當中
[00:06:41.080 --> 00:06:42.720]  但聖經告訴我們
[00:06:42.720 --> 00:06:50.480]  他能夠唱歌歌頌神
[00:06:50.480 --> 00:06:54.240]  不要說我們遇到一些人生很大的挑戰
[00:06:54.240 --> 00:06:56.160]  就算是一些小小的病痛
[00:06:56.160 --> 00:06:59.640]  有時我們都不會唱歌歌頌神
[00:06:59.640 --> 00:07:02.560]  有沒有人感冒那天你會歌頌神
[00:07:02.560 --> 00:07:04.880]  當然是快點喫點藥睡覺
[00:07:04.880 --> 00:07:07.880]  我記得有一次我感冒
[00:07:07.880 --> 00:07:11.360]  我跟我太太說我去睡一會兒
[00:07:11.360 --> 00:07:15.040]  不過那一會兒就睡了八個小時
[00:07:15.040 --> 00:07:17.560]  但睡醒了就好了
[00:07:17.560 --> 00:07:20.280]  原來那一會兒可以很長可以很短
[00:07:20.280 --> 00:07:22.560]  但聖經說
[00:07:22.560 --> 00:07:24.640]  今天我們雖然未必像一樣
[00:07:24.640 --> 00:07:26.760]  面對大衛這樣的兒子來攻擊我們
[00:07:26.760 --> 00:07:28.480]  不過的確在我們人生當中
[00:07:28.480 --> 00:07:30.560]  有時我們都會遇到一些患難
[00:07:30.560 --> 00:07:34.600]  但不同的人看患難又有不同的看法
[00:07:34.600 --> 00:07:37.080]  有人看學業是一種患難
[00:07:37.080 --> 00:07:38.480]  不知道大家有沒有留意
[00:07:38.480 --> 00:07:40.160]  我今天很深刻地說
[00:07:40.160 --> 00:07:42.720]  其實今年不是過了一場時間
[00:07:42.720 --> 00:07:44.880]  都是兩個月左右
[00:07:44.880 --> 00:07:46.960]  我估計如果算上去年
[00:07:46.960 --> 00:07:49.760]  如果我沒記錯應該是九月開學到現在
[00:07:49.760 --> 00:07:52.560]  我看新聞有十五個
[00:07:52.560 --> 00:07:54.360]  真的叫小朋友
[00:07:54.360 --> 00:07:58.440]  初中以下的小朋友自殺
[00:07:58.440 --> 00:07:59.520]  覺得讀書很大壓力
[00:07:59.520 --> 00:08:02.360]  讀書對他來說是一種患難
[00:08:02.360 --> 00:08:05.720]  家庭問題有時也是一種患難
[00:08:05.720 --> 00:08:07.600]  家人之間的困擾
[00:08:07.600 --> 00:08:09.600]  大家的一些問題
[00:08:09.600 --> 00:08:12.360]  我見過有些戀愛是一種患難
[00:08:12.360 --> 00:08:14.640]  他愛你的時候好好的
[00:08:14.640 --> 00:08:15.560]  我看過新聞
[00:08:15.560 --> 00:08:18.080]  他說有個人跟女朋友分手
[00:08:18.080 --> 00:08:20.360]  帶着一把刀要求複合
[00:08:20.360 --> 00:08:21.560]  我掛得很驚
[00:08:21.560 --> 00:08:23.320]  要求複合不是去求的嗎
[00:08:23.320 --> 00:08:25.520]  不是去舔她
[00:08:25.520 --> 00:08:27.360]  我們一起吧
[00:08:27.360 --> 00:08:31.200]  但是聖經真的告訴我
[00:08:31.200 --> 00:08:32.800]  他要求那個人不跟他複合之後
[00:08:32.800 --> 00:08:35.480]  他就拿出一把刀來插她
[00:08:35.480 --> 00:08:38.000]  戀愛可以是一個患難
[00:08:38.000 --> 00:08:40.280]  當然今天我們來到這裏
[00:08:40.280 --> 00:08:43.640]  可能身體的疾患對我們來說是一個患難
[00:08:43.640 --> 00:08:47.160]  我們面對身體的患難的挑戰
[00:08:47.160 --> 00:08:51.120]  這一切都是我們生活當中的敵人
[00:08:51.120 --> 00:08:53.600]  當我們面對這些敵人的時候
[00:08:53.600 --> 00:08:55.200]  我們會問我們有沒有辦法
[00:08:55.200 --> 00:08:56.480]  就好像聖經這樣說
[00:08:56.480 --> 00:08:59.000]  我們仍然可以像大衛那樣
[00:08:59.000 --> 00:09:03.680]  我們的信心能夠歌頌我們的神
[00:09:03.680 --> 00:09:07.520]  我相信大衛不是天生對神有那麼大的信心
[00:09:07.520 --> 00:09:09.880]  《詩篇》27篇其實說的大衛
[00:09:09.880 --> 00:09:13.520]  已經在他的人生裏面經歷了很多挑戰
[00:09:13.520 --> 00:09:15.880]  經歷了很多難處
[00:09:15.880 --> 00:09:17.680]  我們記得大衛還沒有做皇帝的時候
[00:09:17.680 --> 00:09:19.280]  已經被掃羅追殺
[00:09:19.280 --> 00:09:22.320]  被之前的皇帝追殺
[00:09:22.320 --> 00:09:25.560]  在他走難過程中遇到很多人罵他
[00:09:25.560 --> 00:09:27.800]  遇到很多苦難
[00:09:27.800 --> 00:09:30.320]  不過在這些苦難和困難當中
[00:09:30.320 --> 00:09:33.200]  斯人找到一個祕訣
[00:09:33.200 --> 00:09:37.520]  原來斯人最關心和渴望的是什麼呢?
[00:09:37.520 --> 00:09:40.440]  就算他在苦難當中
[00:09:40.440 --> 00:09:43.120]  他最關心和重視的
[00:09:43.120 --> 00:09:47.720]  都不是他的身體或者患難何時可以過去
[00:09:47.720 --> 00:09:51.160]  聖經告訴我原來斯人最關心的是
[00:09:51.160 --> 00:09:57.360]  他何時能和神建立一個很親密的關係
[00:09:57.360 --> 00:09:58.640]  我們說我們信耶穌
[00:09:58.640 --> 00:10:01.040]  我們相信我們的生命是永恆的
[00:10:01.040 --> 00:10:04.320]  但是始終在某個情況裏面
[00:10:04.320 --> 00:10:06.000]  我們在今生的生活當中
[00:10:06.000 --> 00:10:09.800]  我們都很重視究竟我這個人生有多長
[00:10:09.800 --> 00:10:10.760]  或者有多短
[00:10:10.760 --> 00:10:11.920]  有多豐富
[00:10:11.920 --> 00:10:13.920]  或者有多多的需要
[00:10:13.920 --> 00:10:16.560]  斯人說在他一生的經歷裏面
[00:10:16.560 --> 00:10:18.400]  縱然經過很多的患難
[00:10:18.400 --> 00:10:19.200]  很多的難處
[00:10:19.200 --> 00:10:20.800]  但是他渴望的
[00:10:20.800 --> 00:10:22.800]  他渴望的是一樣的東西
[00:10:22.800 --> 00:10:25.200]  這就是他一個信心的聲明
[00:10:25.200 --> 00:10:26.600]  我叫做《詩篇27篇》
[00:10:26.600 --> 00:10:28.520]  一到六節是大爲一個信心的聲明
[00:10:28.520 --> 00:10:30.680]  就是說他縱然在人生裏面
[00:10:30.680 --> 00:10:32.400]  面對很多的困難和挑戰
[00:10:32.400 --> 00:10:33.680]  不過他最重視
[00:10:33.680 --> 00:10:35.040]  他最緊張的
[00:10:35.040 --> 00:10:37.360]  就是他和神的關係
[00:10:37.360 --> 00:10:38.960]  是去到一個什麼樣的境況
[00:10:38.960 --> 00:10:41.040]  如果從另一個角度來說
[00:10:41.040 --> 00:10:43.520]  縱然他一帆風順
[00:10:43.520 --> 00:10:44.480]  做皇帝做得很好
[00:10:44.480 --> 00:10:45.760]  所有人都尊重他
[00:10:45.760 --> 00:10:48.280]  他喫一切的美饒
[00:10:48.280 --> 00:10:49.280]  一切的好
[00:10:49.280 --> 00:10:50.440]  享受所有的東西
[00:10:50.440 --> 00:10:53.400]  但是如果這一切的順境
[00:10:53.400 --> 00:10:55.040]  卻令他遠離神
[00:10:55.040 --> 00:10:57.480]  他覺得不如倒轉了
[00:10:57.480 --> 00:10:59.360]  就是縱然在患難的裏面
[00:10:59.360 --> 00:11:01.560]  但是能夠和神有一個親密的關係
[00:11:01.560 --> 00:11:02.840]  因爲他知道
[00:11:02.840 --> 00:11:03.960]  我們在這一生裏面
[00:11:03.960 --> 00:11:05.480]  其實當然在人看來
[00:11:05.480 --> 00:11:07.920]  幾十年或者一百年都是長的
[00:11:07.920 --> 00:11:08.880]  但是在永恆的當中
[00:11:08.880 --> 00:11:12.480]  我們知道這個其實是一個很短暫的時間
[00:11:12.480 --> 00:11:15.840]  剛纔說了大爲不只是
[00:11:15.840 --> 00:11:18.160]  在人生當中這樣講他的聲明
[00:11:18.160 --> 00:11:20.520]  二十七章七到十二節我一直讀的時候
[00:11:20.520 --> 00:11:22.080]  其實也告訴我們
[00:11:22.080 --> 00:11:23.400]  在他的人生當中
[00:11:23.400 --> 00:11:26.520]  他面對着信心很大的試煉
[00:11:26.520 --> 00:11:28.520]  他不是一帆風順
[00:11:28.520 --> 00:11:32.280]  大爲發表了他的信心宣言之後
[00:11:32.280 --> 00:11:33.240]  可能對我們來說
[00:11:33.240 --> 00:11:35.760]  我們覺得對我們來說真的有些難處
[00:11:35.760 --> 00:11:36.800]  我們沒有辦法
[00:11:36.800 --> 00:11:37.880]  好像大爲這樣
[00:11:37.880 --> 00:11:39.880]  在被兒子追殺
[00:11:39.880 --> 00:11:42.080]  不斷要走爛的過程當中
[00:11:42.080 --> 00:11:44.600]  仍然告訴自己
[00:11:44.600 --> 00:11:47.040]  我仍然渴望的
[00:11:47.040 --> 00:11:49.040]  不是我兒子何時回心轉意
[00:11:49.040 --> 00:11:52.480]  接我回宮讓我坐上王位
[00:11:52.480 --> 00:11:54.600]  而是他說他心裏在想的是
[00:11:54.600 --> 00:11:57.240]  他如何能夠繼續與神有一個親密的關係
[00:11:57.240 --> 00:12:00.000]  不會因爲這個患難而受到影響
[00:12:00.000 --> 00:12:03.200]  所以我們覺得大爲這種信心
[00:12:03.200 --> 00:12:05.640]  似乎是屬靈偉人才做到的
[00:12:05.640 --> 00:12:08.080]  是那些真是與神
[00:12:08.080 --> 00:12:09.400]  很多的恩典
[00:12:09.400 --> 00:12:12.960]  神有很多的幫助的人才經歷到的
[00:12:12.960 --> 00:12:15.880]  但我相信如果我們再留意看下面
[00:12:15.880 --> 00:12:20.800]  即是第七節一直下去的時候
[00:12:20.800 --> 00:12:23.840]  就不知道我們會不會多些安慰
[00:12:23.840 --> 00:12:25.840]  原來當我們看七節十二節
[00:12:25.840 --> 00:12:27.160]  我們發覺
[00:12:27.160 --> 00:12:30.000]  雖然大爲說他對神很有信心
[00:12:30.000 --> 00:12:31.880]  不過當他面對患難的時候
[00:12:31.880 --> 00:12:35.200]  原來他的心裏仍然有很多的挑戰
[00:12:35.200 --> 00:12:37.320]  仍然有很多的掙扎
[00:12:37.320 --> 00:12:38.360]  在第七節十二節
[00:12:38.360 --> 00:12:39.440]  大爲向神禱告
[00:12:39.440 --> 00:12:41.160]  神求你保護我
[00:12:41.160 --> 00:12:45.320]  不要將我交在敵人的手裏
[00:12:45.320 --> 00:12:47.000]  爲什麼大爲可以這樣祈禱
[00:12:47.000 --> 00:12:48.400]  因爲在第九節他說
[00:12:48.400 --> 00:12:49.720]  不要向我掩面
[00:12:49.720 --> 00:12:51.800]  不要發怒趕逐僕人
[00:12:51.800 --> 00:12:53.520]  下面那兩句很重要
[00:12:53.520 --> 00:12:56.880]  他說你向來是幫助我的
[00:12:56.880 --> 00:12:58.360]  你是救我的神
[00:12:58.360 --> 00:12:59.960]  不要丟棄我
[00:12:59.960 --> 00:13:02.440]  我相信這是我們在信心的經歷裏面
[00:13:02.440 --> 00:13:04.280]  一個很重要的東西
[00:13:04.280 --> 00:13:06.160]  大爲當時面對一個試煉
[00:13:06.160 --> 00:13:07.280]  他說如果
[00:13:07.280 --> 00:13:09.080]  神一直都幫助我的
[00:13:09.080 --> 00:13:11.480]  所以請你繼續來幫助我
[00:13:11.480 --> 00:13:14.920]  不過這裏可能有一個潛臺詞
[00:13:14.920 --> 00:13:17.040]  就是如果神在這次
[00:13:17.040 --> 00:13:19.080]  他所面對的患難裏面
[00:13:19.080 --> 00:13:23.240]  沒有立刻將他從仇敵當中拯救出來
[00:13:23.240 --> 00:13:27.480]  反而要他在當中經歷很多的苦難
[00:13:27.480 --> 00:13:30.000]  在這樣的情況下
[00:13:30.000 --> 00:13:31.760]  我相信每一個人
[00:13:31.760 --> 00:13:35.600]  都會面對挑戰和掙扎
[00:13:35.600 --> 00:13:36.400]  特別是當我們
[00:13:36.400 --> 00:13:37.680]  剛纔馮定都講了
[00:13:37.680 --> 00:13:39.320]  他很輕描淡寫講了那個過程
[00:13:39.320 --> 00:13:40.920]  不過我相信不容易
[00:13:40.920 --> 00:13:42.840]  就是在患病過程當中
[00:13:42.840 --> 00:13:44.280]  當接受治療
[00:13:44.280 --> 00:13:47.240]  當面對身體有很多不舒服
[00:13:47.240 --> 00:13:49.960]  我記得我之前認識一個弟兄
[00:13:49.960 --> 00:13:53.520]  他是很早期癌症的病人
[00:13:53.520 --> 00:13:55.920]  差不多20多年前
[00:13:55.920 --> 00:13:59.720]  他說當時的治療是很辛苦的
[00:13:59.720 --> 00:14:03.240]  他說他每天都嘔吐
[00:14:03.240 --> 00:14:04.080]  每天都不能走路
[00:14:04.080 --> 00:14:05.080]  他太太扶着他
[00:14:05.080 --> 00:14:07.760]  經過一段很長時間的治療
[00:14:07.760 --> 00:14:08.320]  你想一下
[00:14:08.320 --> 00:14:10.840]  你說我的心
[00:14:10.840 --> 00:14:12.880]  或者我的理智裏面告訴我
[00:14:12.880 --> 00:14:14.320]  是的 我要相信神
[00:14:14.320 --> 00:14:16.600]  但是在我的身體真的很痛
[00:14:16.600 --> 00:14:20.680]  在我自己真的面對很多難處的時候
[00:14:20.680 --> 00:14:25.400]  我的心有時難免懷疑神
[00:14:25.400 --> 00:14:27.400]  你是否真的愛我呢
[00:14:27.400 --> 00:14:30.160]  但有時我相信這都是在我們人生
[00:14:30.160 --> 00:14:31.400]  信仰的歷程當中
[00:14:31.400 --> 00:14:33.760]  難免會出現的情況
[00:14:33.760 --> 00:14:35.240]  強如大魏
[00:14:35.240 --> 00:14:36.320]  在他的生命當中
[00:14:36.320 --> 00:14:38.240]  有時他都會有這樣的思考
[00:14:38.240 --> 00:14:40.320]  但是第九節
[00:14:40.320 --> 00:14:43.040]  這一節聖經給我們一個很好的提醒
[00:14:43.040 --> 00:14:47.280]  神是那位向來幫助我們的神
[00:14:47.280 --> 00:14:49.720]  無論是在我們身體比較舒服的時間
[00:14:49.720 --> 00:14:53.080]  或者我們面對着一些治療的時刻
[00:14:53.080 --> 00:14:54.560]  身體疼痛的時候
[00:14:54.560 --> 00:14:55.960]  讓我們提醒我們自己
[00:14:55.960 --> 00:14:57.320]  也告訴我們自己
[00:14:57.320 --> 00:15:00.480]  神是那位向來幫助我們的神
[00:15:00.480 --> 00:15:03.360]  這個試煉我相信在我們每個人生裏面
[00:15:03.360 --> 00:15:04.920]  正如我剛纔提到的
[00:15:04.920 --> 00:15:05.720]  除了病痛
[00:15:05.720 --> 00:15:08.160]  我們生活裏面其實仍有很多東西
[00:15:08.160 --> 00:15:11.200]  可能是我們生命當中的危難
[00:15:11.200 --> 00:15:12.160]  讓我們學習
[00:15:12.160 --> 00:15:14.840]  在面對這些危難和挑戰的時候
[00:15:14.840 --> 00:15:17.840]  不要讓撒旦將那種懷疑
[00:15:17.840 --> 00:15:19.360]  將那種不信
[00:15:19.360 --> 00:15:21.640]  侵入我們生命裏面
[00:15:21.640 --> 00:15:23.160]  有時撒旦真的很容易
[00:15:23.160 --> 00:15:24.800]  將人生裏面一些逆境
[00:15:24.800 --> 00:15:26.640]  一些挑戰
[00:15:26.640 --> 00:15:28.000]  撒旦會用這些東西
[00:15:28.000 --> 00:15:30.160]  嘗試將我們對神的信心
[00:15:30.160 --> 00:15:33.120]  嘗試將我們對神的信靠拿走
[00:15:33.120 --> 00:15:37.040]  以至我們跌落一個更大的危機裏面
[00:15:37.040 --> 00:15:38.960]  所以我相信在我們日常生活裏面
[00:15:38.960 --> 00:15:41.600]  我們要操練我們對神的信心
[00:15:41.600 --> 00:15:42.680]  就像這裏說的
[00:15:42.680 --> 00:15:44.400]  讓我們記得
[00:15:44.400 --> 00:15:45.680]  讓我們回想
[00:15:45.680 --> 00:15:47.480]  神在我們的人生歷程裏面
[00:15:47.480 --> 00:15:49.080]  給了我們多少恩典
[00:15:49.080 --> 00:15:51.560]  當我們來數算這個恩典的時候
[00:15:51.560 --> 00:15:55.760]  其實就會強化我們在困難的處境當中
[00:15:55.760 --> 00:15:58.160]  對神那份倚靠
[00:15:58.160 --> 00:16:02.040]  又去到二十七章十三到十四節
[00:16:02.040 --> 00:16:04.760]  「我若不信在活人之地
[00:16:04.760 --> 00:16:07.520]  得見耶和華的恩惠就早已喪膽了
[00:16:07.520 --> 00:16:09.080]  要等候耶和華
[00:16:09.080 --> 00:16:11.200]  當喪膽兼顧你的心
[00:16:11.200 --> 00:16:14.800]  我再說 要等候耶和華」
[00:16:14.800 --> 00:16:16.920]  我記得我剛纔提過一位弟兄
[00:16:16.920 --> 00:16:22.160]  當他經歷了一段相當長的時間治療之後
[00:16:22.160 --> 00:16:24.840]  去到他六十歲
[00:16:24.840 --> 00:16:26.840]  我記得他六十歲的時候
[00:16:26.840 --> 00:16:28.560]  他太太就告訴我
[00:16:28.560 --> 00:16:32.200]  她說我們決定幫我先生搞大壽
[00:16:32.200 --> 00:16:34.920]  我說現在六十歲很年輕
[00:16:34.920 --> 00:16:36.720]  但是在他的壽宴那天
[00:16:36.720 --> 00:16:37.520]  這個弟兄出來
[00:16:37.520 --> 00:16:40.000]  今天他仍然很健康在教會里面侍奉
