
[00:00:00.000 --> 00:00:04.480]  親愛的姐妹們,早安,我們仍然在疫症裏面
[00:02:33.880 --> 00:02:39.400]  但當權力變成一個終極的力量的時候
[00:02:39.400 --> 00:02:42.080]  就可能連秩序都會失去了
[00:02:42.080 --> 00:02:45.360]  今天我們看看一些宮廷裏面
[00:02:45.360 --> 00:02:48.840]  連場的一些權力的遊戲
[00:02:49.440 --> 00:02:55.080]  神將人的劣根性明明白白地暴露在我們面前
[00:02:55.080 --> 00:02:57.840]  讓我們每一個人都自己決定
[00:02:57.840 --> 00:03:00.480]  是要延續他們的遊戲
[00:03:00.480 --> 00:03:04.440]  還是我們放下屠刀走向光明呢
[00:03:04.440 --> 00:03:07.320]  今天講散佈以記下
[00:03:07.320 --> 00:03:11.200]  港道的經文分散得可凌散
[00:03:11.200 --> 00:03:13.840]  但是我不得不如此
[00:03:13.840 --> 00:03:17.400]  因為我很想將一件事情的開頭
[00:03:17.960 --> 00:03:19.480]  中間的轉折
[00:03:19.480 --> 00:03:21.840]  事情導致的結果
[00:03:21.840 --> 00:03:26.200]  作一個整體而又悪要的說明
[00:03:26.200 --> 00:03:28.960]  我們逐段經文來看
[00:03:28.960 --> 00:03:33.240]  經文已經印在我們的程序表的後面
[00:03:33.240 --> 00:03:35.040]  我們先看第一段經文
[00:03:35.040 --> 00:03:39.120]  散佈以記下第十一章一至到第四節
[00:03:39.120 --> 00:03:42.080]  過了一年
[00:03:42.080 --> 00:03:45.120]  到列王出戰的時候
[00:03:45.400 --> 00:03:50.120]  大衛又差派約押(約押是他的元帥)
[00:03:50.120 --> 00:03:53.960]  率領臣僕和以色列眾人出戰
[00:03:53.960 --> 00:03:56.240]  他們就打敗亞門人
[00:03:56.240 --> 00:03:58.600]  圍攻拉巴
[00:03:58.600 --> 00:04:01.520]  大衛仍住在耶路撒冷
[00:04:01.520 --> 00:04:04.640]  有一天太陽平西
[00:04:04.640 --> 00:04:07.560]  大衛從床上起來
[00:04:07.560 --> 00:04:10.960]  在皇宮的平頂上遊行
[00:04:10.960 --> 00:04:13.320]  他看見一個婦人沐浴
[00:04:13.320 --> 00:04:14.840]  容貌甚美
[00:04:15.520 --> 00:04:19.120]  大衛就差人去打聽那個婦人是誰
[00:04:19.120 --> 00:04:22.240]  有人說她是以蓮的女兒
[00:04:22.240 --> 00:04:23.600]  是客人
[00:04:23.600 --> 00:04:25.960]  烏里亞的妻拔絲芭
[00:04:25.960 --> 00:04:30.040]  大衛就差人去把婦人接來
[00:04:30.040 --> 00:04:33.760]  那時她的月經才得潔淨
[00:04:33.760 --> 00:04:35.040]  他來了
[00:04:35.040 --> 00:04:36.600]  大衛與她同房
[00:04:36.600 --> 00:04:39.040]  他就回家去了
[00:04:39.040 --> 00:04:42.480]  大衛王
[00:04:43.880 --> 00:04:46.120]  一個皇朝的奠基人
[00:04:46.120 --> 00:04:49.840]  一個所謂最好的君王
[00:04:49.840 --> 00:04:53.240]  當他的元帥約押
[00:04:53.240 --> 00:04:57.160]  在前線衝鋒陷陣的時候
[00:04:57.160 --> 00:05:00.000]  他自己卻是在皇宮裏面
[00:05:00.000 --> 00:05:03.280]  睡到日上三竿
[00:05:03.280 --> 00:05:06.400]  他看到一個女人
[00:05:06.400 --> 00:05:09.920]  這個女人其實是他手下猛將
[00:05:09.920 --> 00:05:11.880]  烏里亞的妻子
[00:05:12.880 --> 00:05:15.320]  他忍不住自己內心的慾望
[00:05:15.320 --> 00:05:17.800]  他將她召來
[00:05:17.800 --> 00:05:20.040]  他與她同房
[00:05:20.040 --> 00:05:24.560]  聖經只不過是白描
[00:05:24.560 --> 00:05:26.640]  一幕一幕地寫
[00:05:26.640 --> 00:05:28.480]  對這些事情
[00:05:28.480 --> 00:05:32.720]  聖經沒有加以特別的道德判斷
[00:05:32.720 --> 00:05:35.760]  但就是這些白描
[00:05:35.760 --> 00:05:37.960]  看在我們的眼裏
[00:05:37.960 --> 00:05:42.040]  我們已經覺得這個皇帝很不妥
[00:05:43.680 --> 00:05:45.640]  故事發展下去
[00:05:45.640 --> 00:05:48.280]  就是這個女人懷了孕
[00:05:48.280 --> 00:05:52.680]  為了掩飾她自己的罪行
[00:05:52.680 --> 00:05:58.280]  大衛王就從前線召回這個女人的丈夫
[00:05:58.280 --> 00:06:01.920]  希望這個人與她的妻子同房
[00:06:01.920 --> 00:06:03.960]  他們如果同房的話
[00:06:03.960 --> 00:06:08.360]  大衛王作過的那些醜事
[00:06:08.360 --> 00:06:11.720]  這樣就能夠門天過海
[00:06:12.520 --> 00:06:15.840]  誰知人算不如天算
[00:06:15.840 --> 00:06:18.760]  這個男人真是一個好漢
[00:06:18.760 --> 00:06:22.440]  他竟然因為有戰事在身
[00:06:22.440 --> 00:06:25.120]  他不肯與妻子同房
[00:06:25.120 --> 00:06:30.160]  大衛不斷暗示鼓勵他
[00:06:30.160 --> 00:06:33.680]  回去與妻子同房
[00:06:33.680 --> 00:06:36.920]  這個男人依然不肯
[00:06:36.920 --> 00:06:39.760]  大衛王無計可施
[00:06:40.440 --> 00:06:43.240]  只能夠用計殺了這個人
[00:06:43.240 --> 00:06:47.320]  於是他就命令他前線的元帥
[00:06:47.320 --> 00:06:53.160]  將這個人派去前線最危險的必死之地
[00:06:53.160 --> 00:06:57.120]  最後大衛王奸計得逞
[00:06:57.120 --> 00:06:59.960]  借刀殺了這個忠勇之士
[00:06:59.960 --> 00:07:02.520]  然後就奪了他的妻子
[00:07:02.520 --> 00:07:05.720]  大衛王以為這些事情
[00:07:05.720 --> 00:07:09.480]  除了自己和他的元帥弱額之道以外
[00:07:09.600 --> 00:07:10.840]  沒有人知道
[00:07:10.840 --> 00:07:15.640]  但是神看到
[00:07:15.640 --> 00:07:18.320]  神完全知道
[00:07:18.320 --> 00:07:24.080]  大衛王以為自己能夠操控這些事情的發展
[00:07:24.080 --> 00:07:25.960]  但是事實上
[00:07:25.960 --> 00:07:29.840]  邪惡的發展超出他的預期
[00:07:29.840 --> 00:07:34.880]  描寫完大衛王的惡事之後
[00:07:34.960 --> 00:07:42.880]  山姆爾機械平衡地描繪他的長子暗戀的惡事
[00:07:42.880 --> 00:07:45.160]  一個平衡的敘事
[00:07:45.160 --> 00:07:46.800]  一個平衡的結構
[00:07:46.800 --> 00:07:49.160]  讓我們平衡地看
[00:07:49.160 --> 00:07:52.960]  大衛王的長子暗戀
[00:07:52.960 --> 00:07:56.840]  戀慕同父異母的一個妹妹
[00:07:56.840 --> 00:07:58.280]  他馬
[00:07:58.280 --> 00:08:01.200]  為了得到這個他馬
[00:08:01.200 --> 00:08:03.360]  暗戀就詐病
[00:08:03.800 --> 00:08:05.800]  然後就叫父親
[00:08:05.800 --> 00:08:08.560]  父親求求你
[00:08:08.560 --> 00:08:11.880]  叫妹妹拿些東西給我吃
[00:08:11.880 --> 00:08:15.720]  經文第十三章第七節
[00:08:15.720 --> 00:08:18.880]  大衛就打發人到宮裡
[00:08:18.880 --> 00:08:20.640]  對他馬說
[00:08:20.640 --> 00:08:24.560]  你往你哥哥暗戀的屋裡去
[00:08:24.560 --> 00:08:26.560]  為他預備食物
[00:08:26.560 --> 00:08:30.400]  奸險的大衛
[00:08:30.400 --> 00:08:33.400]  不知道他兒子
[00:08:33.960 --> 00:08:34.960]  的奸險
[00:08:34.960 --> 00:08:37.960]  他不知道
[00:08:37.960 --> 00:08:42.680]  邪惡已經暗中生出邪惡
[00:08:42.680 --> 00:08:45.120]  大衛作的惡
[00:08:45.120 --> 00:08:47.000]  已經慢慢
[00:08:47.000 --> 00:08:49.240]  結出惡果
[00:08:49.240 --> 00:08:52.320]  第十三章第十節
[00:08:52.320 --> 00:08:53.800]  至到第十四節
[00:08:53.800 --> 00:08:57.120]  暗戀大衛的長子
[00:08:57.120 --> 00:09:00.800]  對他馬一個同父異母的妹妹
[00:09:00.800 --> 00:09:01.640]  他說
[00:09:02.360 --> 00:09:04.840]  你把食物拿進臥房
[00:09:04.840 --> 00:09:07.600]  我好從你手裡接過來吃
[00:09:07.600 --> 00:09:12.040]  他馬就把所做的餅拿進臥房
[00:09:12.040 --> 00:09:14.280]  到他哥哥暗戀那裡
[00:09:14.280 --> 00:09:17.600]  拿著餅上前給他吃
[00:09:17.600 --> 00:09:21.320]  他便拉著他馬說
[00:09:21.320 --> 00:09:23.960]  我妹妹你來與我同寢
[00:09:23.960 --> 00:09:25.400]  他馬說
[00:09:25.400 --> 00:09:28.560]  我哥哥不要玷污我
[00:09:28.560 --> 00:09:31.120]  玷污我
[00:09:31.880 --> 00:09:34.360]  以色列人中不當這樣行
[00:09:34.360 --> 00:09:36.680]  你不要做這醜事
[00:09:36.680 --> 00:09:39.080]  你玷污了我
[00:09:39.080 --> 00:09:41.960]  我何以掩蓋我的羞恥呢
[00:09:41.960 --> 00:09:46.080]  你在以色列人中也成了愚妄人
[00:09:46.080 --> 00:09:47.760]  你可以求皇
[00:09:47.760 --> 00:09:51.720]  他必不禁止我歸你
[00:09:51.720 --> 00:09:54.360]  但暗戀不肯聽他的話
[00:09:54.360 --> 00:09:56.280]  因比他力大
[00:09:56.280 --> 00:09:57.920]  就玷污他
[00:09:57.920 --> 00:09:59.520]  與他同寢
[00:10:01.960 --> 00:10:05.240]  大衛寄予其他人的妻子
[00:10:05.240 --> 00:10:11.360]  而他的兒子就寄予大衛王的女兒
[00:10:11.360 --> 00:10:15.080]  大衛在外面做的醜事
[00:10:15.080 --> 00:10:18.080]  就報應在他自己的屋裡
[00:10:18.080 --> 00:10:24.120]  在這裡傷害人的是大衛家中的長子
[00:10:24.120 --> 00:10:28.680]  受害的是家裡的一個女兒
[00:10:29.800 --> 00:10:33.360]  大衛那種為所欲為的性格
[00:10:33.360 --> 00:10:37.560]  他的長子看上來完全繼承
[00:10:37.560 --> 00:10:41.800]  悲劇在這樣的家庭裡慢慢發酵
[00:10:41.800 --> 00:10:45.200]  大衛終有一天要親自體會
[00:10:45.200 --> 00:10:48.720]  他自己種下的種子所帶來的惡果
[00:10:48.720 --> 00:10:52.040]  家中發生這些醜事
[00:10:52.040 --> 00:10:55.520]  身為家長的大衛如何處理呢
[00:10:55.520 --> 00:10:58.560]  第十三章 第廿一節 第廿二節
[00:10:59.400 --> 00:11:02.360]  大衛王聽見這些事就心發怒
[00:11:02.360 --> 00:11:05.120]  然後呢 完
[00:11:05.120 --> 00:11:08.520]  第廿二節 鴨沙龍
[00:11:08.520 --> 00:11:13.000]  就是他媽的同父同母的哥哥
[00:11:13.000 --> 00:11:18.320]  鴨沙龍並不和他哥哥暗戀說好說歹
[00:11:18.320 --> 00:11:22.600]  因為暗戀玷污他妹妹他媽
[00:11:22.600 --> 00:11:25.920]  所以鴨沙龍恨護他
[00:11:28.080 --> 00:11:31.680]  大衛王知道他的長子做過的事
[00:11:31.680 --> 00:11:33.280]  他只是發怒而已
[00:11:33.280 --> 00:11:36.520]  他事實上什麼都沒有做
[00:11:36.520 --> 00:11:40.680]  聖經沒有說什麼理由
[00:11:40.680 --> 00:11:42.520]  不過我們可以猜測的
[00:11:42.520 --> 00:11:46.680]  會不會是他慣於縱容他的兒女呢
[00:11:46.680 --> 00:11:48.760]  其實他也挺縱容的
[00:11:48.760 --> 00:11:53.440]  又或者會不會大衛的個性是優柔寡斷呢
[00:11:54.600 --> 00:11:59.240]  不過 看上來這些都不是真正的原因
[00:11:59.240 --> 00:12:01.040]  我在想
[00:12:01.040 --> 00:12:05.280]  會不會是因為他自己其身不正
[00:12:05.280 --> 00:12:11.200]  以致他根本沒有一個穩固的道德的立足點
[00:12:11.200 --> 00:12:13.160]  可以指責其他人
[00:12:13.160 --> 00:12:18.360]  一個為了奪人的妻子而殺人的人
[00:12:18.360 --> 00:12:21.400]  他斷沒有任何的理由
[00:12:21.400 --> 00:12:25.280]  去指責一個罪行給自己輕的人
[00:12:25.280 --> 00:12:29.160]  罪的結果就是縱容罪
[00:12:29.160 --> 00:12:35.160]  罪的根生得牢固的時候
[00:12:35.160 --> 00:12:38.720]  他就會生發另外一些肢幹出來
[00:12:38.720 --> 00:12:42.080]  於是另外一個主角就出場了
[00:12:42.080 --> 00:12:46.920]  他就是他媽的童母的親哥哥鴨沙龍
[00:12:46.920 --> 00:12:50.960]  經文說他將一切記在心上
[00:12:52.240 --> 00:12:53.360]  表面來看
[00:12:53.360 --> 00:13:00.120]  鴨沙龍和他大哥暗戀都仍然清輕到底
[00:13:00.120 --> 00:13:02.240]  不過他的心裡面
[00:13:02.240 --> 00:13:06.920]  已經盤算著他總會走的一步
[00:13:06.920 --> 00:13:10.440]  每一天的相遇
[00:13:10.440 --> 00:13:13.680]  每一次的應對
[00:13:13.680 --> 00:13:19.200]  每一步都是讓對方疏於防備
[00:13:19.840 --> 00:13:23.440]  一切都是為了將來的某一天
[00:13:23.440 --> 00:13:27.120]  大家想一想
[00:13:27.120 --> 00:13:31.440]  這是一個怎樣的家庭生活呢
[00:13:31.440 --> 00:13:35.760]  表面是很親近的
[00:13:35.760 --> 00:13:40.160]  但是隱藏著內裡的殺機
[00:13:40.160 --> 00:13:46.240]  就正如大衛的情慾伴隨著謀殺一樣
[00:13:46.240 --> 00:13:48.480]  兩年後
[00:13:49.960 --> 00:13:52.360]  當每個人都不記得
[00:13:52.360 --> 00:13:57.120]  暗戀強姦他媽的事件的時候
[00:13:57.120 --> 00:14:03.200]  當每個人都以為一切已經回歸平靜了
[00:14:03.200 --> 00:14:06.920]  鴨沙龍就趁機殺了暗戀
[00:14:06.920 --> 00:14:13.520]  一方面是替妹妹的受辱討一回的公道
[00:14:14.760 --> 00:14:21.520]  但是另一方面也替自己在爭奪皇位的這件事上
[00:14:21.520 --> 00:14:24.520]  剷除最大的障礙
[00:14:24.520 --> 00:14:29.680]  大衛這裡有兩個兒子
[00:14:29.680 --> 00:14:32.880]  反映了大衛的人格的特質
[00:14:32.880 --> 00:14:35.760]  大衛的長子暗戀
[00:14:35.760 --> 00:14:38.880]  繼承了父親的那種為求目的
[00:14:38.880 --> 00:14:43.080]  不擇手段的這種特徵
[00:14:45.120 --> 00:14:50.840]  暗戀長子走大衛同一條的軌跡
[00:14:50.840 --> 00:14:53.920]  大衛就殺了人
[00:14:53.920 --> 00:14:56.200]  而他自己就被殺
[00:14:56.200 --> 00:14:59.960]  大衛的另一個兒子鴨沙龍
[00:14:59.960 --> 00:15:03.200]  他就承繼了父親的陰險
[00:15:03.200 --> 00:15:06.680]  他殺了他哥哥
[00:15:06.680 --> 00:15:12.920]  主導了一場大衛王朝裡面的元武門之變
[00:15:14.440 --> 00:15:18.080]  如果你不去處理這條路走下去
[00:15:18.080 --> 00:15:21.080]  最後必然就是散位
[00:15:21.080 --> 00:15:25.640]  第十五章 第十三節 第十四節
[00:15:25.640 --> 00:15:29.240]  有人報告大衛說
[00:15:29.240 --> 00:15:32.640]  這些獵人的心都歸向鴨沙龍鳥
[00:15:32.640 --> 00:15:37.640]  大衛就對耶路撒冷跟從他的臣僕說
[00:15:37.640 --> 00:15:40.040]  我們要起來逃走
[00:15:40.040 --> 00:15:43.640]  不然都不能躲避鴨沙龍鳥
[00:15:44.000 --> 00:15:45.800]  要速速地去
[00:15:45.800 --> 00:15:50.080]  恐怕他忽然來到加害於我們
[00:15:50.080 --> 00:15:52.720]  用刀殺盡合成的人
[00:15:52.720 --> 00:15:58.600]  大衛一代英雄人物
[00:15:58.600 --> 00:16:02.000]  能夠指點江山
[00:16:02.000 --> 00:16:07.200]  誰會想到會有這種下場呢
[00:16:07.200 --> 00:16:12.320]  他被這個兒子鴨沙龍奪權追殺
[00:16:13.440 --> 00:16:15.480]  大衛要漏夜逃命
[00:16:15.480 --> 00:16:17.120]  何等淒涼
[00:16:17.120 --> 00:16:21.040]  這個戰勝過巨人
[00:16:21.040 --> 00:16:24.240]  力拔山崖的大衛
[00:16:24.240 --> 00:16:28.400]  如今只不過是一隻過街的老鼠
[00:16:28.400 --> 00:16:30.600]  落魄老倒
[00:16:30.600 --> 00:16:33.560]  世事真是很難料
[00:16:33.560 --> 00:16:38.560]  第十六章 第二十節 至到第廿二節
[00:16:38.560 --> 00:16:42.080]  鴨沙龍對亞希多弗說
[00:16:42.920 --> 00:16:46.360]  「你們出過主意 我們怎樣行才好」
[00:16:46.360 --> 00:16:49.480]  亞希多弗對鴨沙龍說
[00:16:49.480 --> 00:16:53.640]  「你父所留下看守宮殿的妃嬪
[00:16:53.640 --> 00:16:56.080]  你可以與他們親近
[00:16:56.080 --> 00:17:00.640]  以色列眾人聽見你父親珍護你
[00:17:00.640 --> 00:17:04.920]  凡歸順你人的手就更堅強」
[00:17:04.920 --> 00:17:10.800]  於是人為鴨沙龍在宮殿的屏頂上支搭帳篷
[00:17:11.320 --> 00:17:14.520]  鴨沙龍在以色列眾人的眼前
[00:17:14.520 --> 00:17:17.920]  與他父的妃嬪親近
[00:17:17.920 --> 00:17:23.600]  鴨沙龍來到這裡
[00:17:23.600 --> 00:17:27.760]  大大蓋蓋已經得到大衛的江山
[00:17:27.760 --> 00:17:31.120]  他就問軍師亞希多弗
[00:17:31.120 --> 00:17:34.440]  應該怎樣做呢
[00:17:34.440 --> 00:17:39.880]  應該怎樣做才能夠穩坐江山呢
[00:17:41.440 --> 00:17:43.240]  亞希多弗對鴨沙龍說
[00:17:43.240 --> 00:17:47.440]  「你要公開親近你父親的妃嬪
[00:17:47.440 --> 00:17:50.280]  這一步很重要
[00:17:50.280 --> 00:17:52.120]  這一步棋
[00:17:52.120 --> 00:17:55.240]  就是要將對方的軍
[00:17:55.240 --> 00:17:57.200]  的一步妙著
[00:17:57.200 --> 00:18:02.280]  親近上一任的君王的妃嬪
[00:18:02.280 --> 00:18:06.280]  然後作為一個公開的表演去做
[00:18:06.840 --> 00:18:12.280]  這樣就是表明他所有的東西現在就屬於你的了」
[00:18:12.280 --> 00:18:16.640]  這是公開宣示主權
[00:18:16.640 --> 00:18:20.680]  就好像一隻新的獅王
[00:18:20.680 --> 00:18:24.880]  趕走了舊的獅王之後
[00:18:24.880 --> 00:18:30.080]  就能夠佔有整群的獅師一樣
[00:18:30.080 --> 00:18:36.520]  這個行動當然是對上一任君王大衛的公開羞辱
[00:18:37.520 --> 00:18:39.720]  就會必然招致大衛
[00:18:39.720 --> 00:18:42.360]  憎惡鴨沙龍
[00:18:42.360 --> 00:18:44.360]  所以聖經用的字眼就是
[00:18:44.360 --> 00:18:45.960]  他一定會憎惡你
[00:18:45.960 --> 00:18:46.880]  對的
[00:18:46.880 --> 00:18:48.760]  就是要他憎惡你
[00:18:48.760 --> 00:18:54.280]  這樣兩父子的關係從此就勢成水火
[00:18:54.280 --> 00:18:57.160]  不可能復合的了
[00:18:57.160 --> 00:19:00.120]  而敵對的關係一形成
[00:19:00.120 --> 00:19:05.720]  君與民就必須要靠邊站
[00:19:06.680 --> 00:19:09.880]  我們就是要讓人靠邊站
[00:19:09.880 --> 00:19:15.920]  站這一邊的就要消滅那邊的為己任
[00:19:15.920 --> 00:19:21.600]  敵對關係就是這樣用的了
[00:19:21.600 --> 00:19:24.920]  在一個榮辱文化裡面
[00:19:24.920 --> 00:19:29.840]  被辱的人就應該努力挽回尊嚴
[00:19:29.840 --> 00:19:33.880]  但是大衛沒有辦法做到這一點
[00:19:34.600 --> 00:19:37.200]  如果他沒有辦法挽回尊嚴的話
[00:19:37.200 --> 00:19:40.160]  就證明他大勢已去
[00:19:40.160 --> 00:19:44.440]  如果他大勢已去的話
[00:19:44.440 --> 00:19:47.120]  那靠鴨沙龍這邊站的人
[00:19:47.120 --> 00:19:50.080]  就可以毫無顧忌的
[00:19:50.080 --> 00:19:51.560]  一往情深的
[00:19:51.560 --> 00:19:54.680]  壓住在鴨沙龍這邊
[00:19:54.680 --> 00:19:58.480]  而且可以放膽的追殺對方
[00:19:58.480 --> 00:20:01.320]  只要這個局面一形成
[00:20:03.000 --> 00:20:04.680]  對方沒有反擊
[00:20:04.680 --> 00:20:07.400]  而全部人靠你這邊站
[00:20:07.400 --> 00:20:09.480]  而又追殺那邊的話
[00:20:09.480 --> 00:20:13.640]  鴨沙龍你的皇位就坐穩了
[00:20:13.640 --> 00:20:18.440]  當然這個故事還有很多下文
[00:20:18.440 --> 00:20:21.640]  但是我就停在這裡
[00:20:21.640 --> 00:20:28.480]  我們發現這些歷史的畫面是很荒謬的
[00:20:28.480 --> 00:20:32.240]  超乎小說家的想像力
[00:20:33.400 --> 00:20:35.280]  真實的歷史的情節
[00:20:35.280 --> 00:20:39.480]  總是比我們能夠想像的更加不可思議
[00:20:39.480 --> 00:20:42.920]  十天前
[00:20:42.920 --> 00:20:48.640]  有人在海底發現美國的太空穿梭機
[00:20:48.640 --> 00:20:52.400]  挑戰者號那些碎片
[00:20:52.400 --> 00:20:55.320]  一九八六年
[00:20:55.320 --> 00:21:01.320]  這隻超高科技的巨無霸穿梭機
[00:21:02.200 --> 00:21:03.880]  準備升空
[00:21:03.880 --> 00:21:06.560]  透過電視的轉播
[00:21:06.560 --> 00:21:09.440]  全世界的人都看著它
[00:21:09.440 --> 00:21:11.360]  它升起了
[00:21:11.360 --> 00:21:14.640]  然後起飛了七十三秒
[00:21:14.640 --> 00:21:17.120]  它就爆炸解體
[00:21:17.120 --> 00:21:22.440]  這隻穿梭機每一個環節
[00:21:22.440 --> 00:21:24.880]  每一件的部件
[00:21:24.880 --> 00:21:29.120]  都是高科技的頂尖的產品
[00:21:30.600 --> 00:21:33.120]  然而它的失敗
[00:21:33.120 --> 00:21:36.600]  卻只是源於一個很低級的錯誤
[00:21:36.600 --> 00:21:39.720]  一個合成橡膠
[00:21:39.720 --> 00:21:42.040]  製的一個O形環
[00:21:42.040 --> 00:21:44.840]  因為發射之前
[00:21:44.840 --> 00:21:48.520]  周圍的環境是很低溫
[00:21:48.520 --> 00:21:53.240]  於是這個橡膠圈就失去了彈性
[00:21:53.240 --> 00:21:59.760]  就令到那些助燃氣燃燒的時候的高溫就能夠外洩
[00:22:00.480 --> 00:22:01.480]  就是這樣
[00:22:01.480 --> 00:22:04.520]  就造成這個巨大的災難
[00:22:04.520 --> 00:22:08.720]  原來巨無霸的倒下
[00:22:08.720 --> 00:22:12.800]  是不需要偉大的原因的
[00:22:12.800 --> 00:22:16.880]  很細微的差錯
[00:22:16.880 --> 00:22:19.120]  就足以致命
[00:22:19.120 --> 00:22:25.680]  大衛宮廷連串的悲劇
[00:22:25.680 --> 00:22:30.320]  就是源自大衛一個很低級的錯誤
[00:22:31.480 --> 00:22:33.240]  他百無聊賴
[00:22:33.240 --> 00:22:36.120]  卻是貪戀一個女子
[00:22:36.120 --> 00:22:39.120]  為了得到這個女子
[00:22:39.120 --> 00:22:41.880]  他殺了這個女子的丈夫
[00:22:41.880 --> 00:22:46.040]  大家看看
[00:22:46.040 --> 00:22:49.920]  一個這樣的偉大的人物
[00:22:49.920 --> 00:22:54.680]  怎會走一步如此差的棋子
[00:22:54.680 --> 00:22:57.080]  為了貪吃一隻豬
[00:22:57.080 --> 00:22:59.840]  他就輸了一盤棋子
[00:23:01.160 --> 00:23:01.760]  唉
[00:23:01.760 --> 00:23:04.680]  我們旁觀者就覺得
[00:23:04.680 --> 00:23:06.640]  真是一紙錯
[00:23:06.640 --> 00:23:09.320]  滿盤皆落索
[00:23:09.320 --> 00:23:12.000]  人在造
[00:23:12.000 --> 00:23:13.760]  神在看
[00:23:13.760 --> 00:23:16.320]  神沒有出手
[00:23:16.320 --> 00:23:20.920]  在整個的描述裡面
[00:23:20.920 --> 00:23:23.440]  上帝沒有出手
[00:23:23.440 --> 00:23:28.200]  上帝只是看而已
[00:23:31.040 --> 00:23:32.560]  然後我們看到
[00:23:32.560 --> 00:23:35.800]  原來不用上帝出手的
[00:23:35.800 --> 00:23:38.880]  人所造的邪惡
[00:23:38.880 --> 00:23:44.800]  就自然會引申邪惡的結果
[00:23:44.800 --> 00:23:49.680]  只要你種下一個微小的種子
[00:23:49.680 --> 00:23:52.640]  上帝不用介入的
[00:23:52.640 --> 00:23:57.280]  那個種子就會結出苦果
[00:23:59.440 --> 00:24:01.960]  人為何會認為
[00:24:01.960 --> 00:24:06.480]  自己的手所造的惡事
[00:24:06.480 --> 00:24:09.720]  是沒有後果的呢
[00:24:09.720 --> 00:24:13.920]  大衛的長子暗戀
[00:24:13.920 --> 00:24:18.080]  重覆大衛的老奴
[00:24:18.080 --> 00:24:20.600]  他強姦了他的妹妹
[00:24:20.600 --> 00:24:23.320]  而大衛作為父親
[00:24:23.320 --> 00:24:25.800]  他沒有任何的反應
[00:24:25.800 --> 00:24:29.160]  他就是在助長這個邪惡
[00:24:29.480 --> 00:24:31.960]  在他的家裡生根
[00:24:31.960 --> 00:24:35.760]  然後大衛的另一個兒子鴨沙龍
[00:24:35.760 --> 00:24:38.840]  為了親妹妹他報仇雪恥
[00:24:38.840 --> 00:24:42.000]  而大衛作為父親
[00:24:42.000 --> 00:24:45.760]  他也沒有什麼大的反應
[00:24:45.760 --> 00:24:49.440]  於是權力的誤用
[00:24:49.440 --> 00:24:51.400]  暴力的仇殺
