
[00:00:00.000 --> 00:00:03.420]  當我準備在這次講章的時候
[00:03:26.920 --> 00:03:31.520]  是可以有自由隨意做任何的事情
[00:03:31.520 --> 00:03:35.120]  這個就是在第八章裏面的情景
[00:03:35.120 --> 00:03:39.720]  因為保羅知道第八章是多倫多信徒
[00:03:39.720 --> 00:03:41.640]  他回應那段經文
[00:03:41.640 --> 00:03:43.480]  大家可能都聽過
[00:03:43.480 --> 00:03:48.080]  關於拜祭過這些神明的獄
[00:03:48.080 --> 00:03:49.800]  究竟我們應不應該服食
[00:03:49.800 --> 00:03:51.920]  這個我們都聽過
[00:03:51.920 --> 00:03:55.800]  其中是一個多倫多教會
[00:03:55.800 --> 00:03:57.400]  寫信給保羅
[00:03:57.400 --> 00:03:58.480]  問這個問題
[00:03:58.480 --> 00:04:00.400]  希望保羅去解答
[00:04:00.400 --> 00:04:02.760]  所有保羅在八章、九章、十章
[00:04:02.760 --> 00:04:05.200]  其實一連串是講關於
[00:04:05.200 --> 00:04:09.160]  這些權利、自由的問題在裏面
[00:04:09.160 --> 00:04:11.200]  他們就覺得
[00:04:11.200 --> 00:04:12.280]  我們信了耶穌
[00:04:12.280 --> 00:04:13.680]  我們是自由的人
[00:04:13.680 --> 00:04:15.240]  我問大家
[00:04:15.240 --> 00:04:18.560]  拜過神的燒肉你吃不吃?
[00:04:18.560 --> 00:04:20.080]  吃不吃?
[00:04:20.080 --> 00:04:21.520]  家裏有些人拜神的
[00:04:21.520 --> 00:04:22.560]  我信了耶穌
[00:04:22.560 --> 00:04:24.640]  我吃不吃?
[00:04:24.640 --> 00:04:26.560]  有沒有吃過?
[00:04:26.560 --> 00:04:27.600]  有吃過
[00:04:27.600 --> 00:04:31.320]  自由人百無禁忌
[00:04:31.320 --> 00:04:33.040]  我們怕什麼吃呢?
[00:04:33.040 --> 00:04:34.320]  聖經都是這樣講
[00:04:34.320 --> 00:04:37.240]  實際上多倫多第八章都是這樣提及
[00:04:37.240 --> 00:04:40.040]  這些拜偶像的
[00:04:40.040 --> 00:04:42.600]  因為這位神是超越一切
[00:04:42.600 --> 00:04:44.080]  是獨一的真神
[00:04:44.080 --> 00:04:45.320]  那些是假神
[00:04:45.320 --> 00:04:46.880]  根本不需要理會祂
[00:04:46.880 --> 00:04:49.760]  凡物都是神賜給我們潔淨的
[00:04:49.760 --> 00:04:52.040]  我們憑著這樣的心就可以領受
[00:04:52.040 --> 00:04:53.360]  就可以吃了
[00:04:53.360 --> 00:04:55.640]  我們吃起來就津津有味
[00:04:55.640 --> 00:04:59.000]  又不會覺得很內疚
[00:04:59.000 --> 00:05:00.480]  當然有些人就覺得
[00:05:00.480 --> 00:05:01.960]  不是很舒服
[00:05:01.960 --> 00:05:04.480]  因為這些是拜祭過的食物
[00:05:04.480 --> 00:05:07.200]  這些食物是跟人一起
[00:05:07.200 --> 00:05:10.560]  可能你參與了祂那種拜祭
[00:05:10.560 --> 00:05:13.040]  或者參與了祂那種行動
[00:05:13.040 --> 00:05:15.280]  我們也有不同的看法在裡面
[00:05:15.280 --> 00:05:16.600]  保羅就說
[00:05:16.600 --> 00:05:19.680]  其實如果在知識頭腦上
[00:05:19.680 --> 00:05:21.480]  其實不是大的問題
[00:05:21.480 --> 00:05:24.600]  不過他仍然用了一章
[00:05:24.600 --> 00:05:26.320]  第八章講解
[00:05:26.320 --> 00:05:28.720]  我們怎樣去處理這些事情
[00:05:28.720 --> 00:05:30.400]  所以保羅的回答
[00:05:30.400 --> 00:05:33.120]  他說雖然我們信了耶穌百無禁忌
[00:05:33.120 --> 00:05:34.600]  或者我們自己有特權
[00:05:34.600 --> 00:05:35.360]  我們是自由人
[00:05:35.360 --> 00:05:37.880]  我們不受這些困所
[00:05:37.880 --> 00:05:40.520]  但是他講了一句話
[00:05:40.520 --> 00:05:43.840]  我為了避免成為別人的絆腳石
[00:05:43.840 --> 00:05:46.520]  避免我們傳福音有阻礙的時候
[00:05:46.520 --> 00:05:49.880]  我寧願放棄這些特權
[00:05:49.880 --> 00:05:53.520]  寧願放棄這些所謂我們什麼都可以做
[00:05:53.520 --> 00:05:56.840]  所以第八章有幾個自由
[00:05:56.840 --> 00:05:59.320]  關於自由的原則提出來
[00:05:59.320 --> 00:06:01.800]  首先講到
[00:06:01.800 --> 00:06:05.120]  有些事情對某些基督徒來說是無損的
[00:06:05.120 --> 00:06:06.280]  沒有害的事情
[00:06:06.280 --> 00:06:07.520]  可以照做的
[00:06:07.520 --> 00:06:11.480]  但是可能對其他基督徒對其他人是未必的
[00:06:11.480 --> 00:06:12.960]  我們要留意到
[00:06:12.960 --> 00:06:14.880]  第二個情況就是
[00:06:14.880 --> 00:06:17.200]  當我判斷一件事情的時候
[00:06:17.200 --> 00:06:18.480]  保羅就說
[00:06:18.480 --> 00:06:20.360]  我們知識上告訴他
[00:06:20.360 --> 00:06:22.480]  你們哥倫多信徒很有知識的
[00:06:22.480 --> 00:06:25.240]  你們知道這些事情都是可以的
[00:06:25.240 --> 00:06:31.760]  這些事情已經超越了神的一切了
[00:06:31.760 --> 00:06:35.360]  我們帶著感恩的心就不怕他領受了
[00:06:35.360 --> 00:06:37.760]  但是保羅就要加一句話
[00:06:37.760 --> 00:06:40.480]  當我們的自由我們都要留意到
[00:06:40.480 --> 00:06:43.760]  當我們實行實踐這個自由的時候
[00:06:43.760 --> 00:06:47.680]  我們都要加上我們的愛心
[00:06:47.680 --> 00:06:50.840]  因為有其他人如果他們有信心軟弱的
[00:06:50.840 --> 00:06:54.000]  他們覺得是有心理作難的
[00:06:54.000 --> 00:07:00.320]  你就要愛心去關顧到他們的需要
[00:07:00.320 --> 00:07:03.600]  關心到他們的心靈的需要
[00:07:03.600 --> 00:07:06.800]  你就要考慮做不做這件事情
[00:07:06.800 --> 00:07:08.560]  第三方面
[00:07:08.560 --> 00:07:12.560]  當然也是同樣說到信徒是有些自由
[00:07:12.560 --> 00:07:16.000]  但是這個自由不要引致你身邊的人受到損害
[00:07:16.000 --> 00:07:17.200]  這個是最重要的
[00:07:17.200 --> 00:07:22.200]  所以保羅說我寧願放棄這種自由
[00:07:22.200 --> 00:07:24.040]  放棄這種特權
[00:07:24.040 --> 00:07:27.000]  所以到了第九章
[00:07:27.000 --> 00:07:30.800]  剛才主席劉文軒執事跟我們讀了這段經文
[00:07:30.800 --> 00:07:32.160]  第九章也很長
[00:07:32.160 --> 00:07:33.800]  是一到十八節裡面
[00:07:33.800 --> 00:07:36.640]  你會發覺裡面有很多是講保羅自己
[00:07:36.640 --> 00:07:37.520]  有沒有留意到?
[00:07:37.520 --> 00:07:40.400]  講一些為自己申訴
[00:07:40.400 --> 00:07:42.680]  好像有很多牢騷
[00:07:42.680 --> 00:07:44.120]  尤其是第九章
[00:07:44.120 --> 00:07:47.760]  這裡的第一節到第六節裡面
[00:07:47.760 --> 00:07:50.480]  一直在講他的情景
[00:07:50.480 --> 00:07:53.240]  或者我用和學本修訂版再讀一次給大家聽
[00:07:53.240 --> 00:07:54.520]  我不是自由的
[00:07:54.520 --> 00:07:55.800]  我不是仕途
[00:07:55.800 --> 00:07:58.120]  我不是見過我們的主耶穌
[00:07:58.120 --> 00:08:01.840]  你們不是在我主裡面工作的成果
[00:08:01.840 --> 00:08:03.680]  假如對別人來說
[00:08:03.680 --> 00:08:04.680]  我不是仕途
[00:08:04.680 --> 00:08:05.640]  對你們來說
[00:08:05.640 --> 00:08:07.160]  我總是仕途
[00:08:07.160 --> 00:08:10.840]  因為你們在主裡正是我作仕途的引證
[00:08:10.840 --> 00:08:13.000]  對於那些質問我的人
[00:08:13.000 --> 00:08:15.520]  這就是我的答辯
[00:08:15.520 --> 00:08:19.920]  難道我們沒有權利靠著傳福音吃喝嗎?
[00:08:19.920 --> 00:08:23.920]  難道我們沒有權利帶著信主的妻子一起出入嗎?
[00:08:23.920 --> 00:08:25.520]  如同其餘的仕途
[00:08:25.520 --> 00:08:26.800]  和主的弟兄們
[00:08:26.800 --> 00:08:28.600]  和姬法一樣
[00:08:28.600 --> 00:08:33.360]  只有我和巴拿巴沒有權利不做公嗎?
[00:08:33.360 --> 00:08:35.320]  最後一句就特別說
[00:08:35.320 --> 00:08:37.440]  是不是只有我和巴拿巴就不行呢?
[00:08:37.440 --> 00:08:39.000]  其他都可以嗎?
[00:08:39.000 --> 00:08:43.840]  當然當時是哥倫多的一些信徒
[00:08:43.840 --> 00:08:46.960]  去質疑保羅的身份
[00:08:46.960 --> 00:08:49.800]  質疑保羅的仕途的身份
[00:08:49.800 --> 00:08:51.800]  質疑他所教導的東西
[00:08:51.800 --> 00:08:54.960]  所以就有這些話
[00:08:54.960 --> 00:08:58.160]  令保羅反問出來
[00:08:58.160 --> 00:09:02.600]  但我覺得保羅不是在這裡想為自己答辯多少東西
[00:09:02.600 --> 00:09:03.720]  而是說
[00:09:03.720 --> 00:09:05.600]  當一個人
[00:09:05.600 --> 00:09:08.520]  同樣他好像哥倫多教會的信徒
[00:09:08.520 --> 00:09:13.640]  他質疑我是享受到神給我們的自由
[00:09:13.640 --> 00:09:15.200]  成為一個真正的自由人
[00:09:15.200 --> 00:09:17.200]  是不是我們什麼都可以做呢?
[00:09:17.200 --> 00:09:19.760]  我們什麼都可以不顧及別人去做呢?
[00:09:19.760 --> 00:09:21.520]  這個就保羅要提醒
[00:09:21.520 --> 00:09:23.000]  保羅就說他自己
[00:09:23.000 --> 00:09:26.120]  因為我不行使這種權利
[00:09:26.120 --> 00:09:27.280]  不行使這種自由
[00:09:27.280 --> 00:09:28.560]  反而你會覺得
[00:09:28.560 --> 00:09:31.200]  我是沒有這種仕途的身份
[00:09:31.200 --> 00:09:33.680]  所以就令到他們有很多的誤解
[00:09:33.680 --> 00:09:34.960]  當然
[00:09:34.960 --> 00:09:37.800]  更加重要的其實在當時的環境裡面
[00:09:37.800 --> 00:09:39.000]  大家要知道
[00:09:39.000 --> 00:09:41.200]  保羅處身在哥倫多的教會裡面
[00:09:41.200 --> 00:09:42.520]  有很多的紛爭
[00:09:42.520 --> 00:09:44.840]  而很難能夠很獨立
[00:09:44.840 --> 00:09:51.440]  就是說他能夠在一些黨派的面前
[00:09:51.440 --> 00:09:54.680]  完全中立起來
[00:09:54.680 --> 00:09:58.800]  或者完全沒有其他人去質疑他
[00:09:58.800 --> 00:10:01.000]  說回當時我想說的
[00:10:01.000 --> 00:10:02.160]  這個自由
[00:10:02.160 --> 00:10:04.560]  保羅是很清楚
[00:10:04.560 --> 00:10:07.920]  知道他在豬裡面是自由的人
[00:10:07.920 --> 00:10:08.760]  和我們一樣
[00:10:08.760 --> 00:10:10.320]  我們也是在豬裡面是自由的人
[00:10:10.320 --> 00:10:12.320]  但是在各個環境裡面
[00:10:12.320 --> 00:10:14.320]  我們怎樣去處身
[00:10:14.320 --> 00:10:16.720]  剛才我看過一篇文章
[00:10:16.720 --> 00:10:18.120]  他的提醒很好
[00:10:18.120 --> 00:10:23.800]  他說一個追求自由民主的社會裡面
[00:10:23.800 --> 00:10:25.880]  如果特別說我們教徒
[00:10:25.880 --> 00:10:28.080]  就要在聖經裡面提醒我們
[00:10:28.080 --> 00:10:30.600]  我們要怎樣學校耶穌基督
[00:10:30.600 --> 00:10:33.240]  那種的言行
[00:10:33.240 --> 00:10:35.240]  我覺得很重要的一件事
[00:10:35.240 --> 00:10:36.960]  就是保羅讓我們看到
[00:10:36.960 --> 00:10:39.040]  在這種學習裡面
[00:10:39.040 --> 00:10:39.840]  保羅就是
[00:10:39.840 --> 00:10:42.280]  當他是一個自由的
[00:10:42.280 --> 00:10:44.240]  在豬裡面是自由的傳道人
[00:10:44.240 --> 00:10:47.560]  一個自由的身份的一個人
[00:10:47.560 --> 00:10:52.920]  但是他卻要自律
[00:10:52.920 --> 00:10:54.920]  所以一個自由的人
[00:10:54.920 --> 00:10:56.520]  能夠享用自由
[00:10:56.520 --> 00:10:58.520]  很重要的就是能夠自律
[00:10:58.520 --> 00:11:01.400]  否則這種濫用自由
[00:11:01.400 --> 00:11:03.520]  或者這種自由
[00:11:03.520 --> 00:11:08.840]  是去到一個無可收拾或者失控
[00:11:08.840 --> 00:11:13.240]  就成為了很多的傷害
[00:11:13.240 --> 00:11:15.040]  在當時來說
[00:11:15.040 --> 00:11:18.000]  一群的無論是哲學家
[00:11:18.000 --> 00:11:22.960]  或者是傳福音或者宗教的人士
[00:11:22.960 --> 00:11:28.360]  他們很多時候都是旅行報導家
[00:11:28.360 --> 00:11:30.960]  去完這個地方去那個地方
[00:11:30.960 --> 00:11:33.520]  他們怎樣去維持生計呢?
[00:11:33.520 --> 00:11:35.760]  聖經學者跟我們說
[00:11:35.760 --> 00:11:37.760]  基本上有幾個情況
[00:11:37.760 --> 00:11:38.920]  第一就是
[00:11:38.920 --> 00:11:41.240]  當然他們會收取費用
[00:11:41.240 --> 00:11:45.880]  譬如好像今天有一些政要
[00:11:45.880 --> 00:11:50.760]  一些官員他離任之後
[00:11:50.760 --> 00:11:53.680]  你找他來演講
[00:11:53.680 --> 00:11:55.480]  找他來做一個講座
[00:11:55.480 --> 00:11:57.880]  他們收的費用很貴的
[00:11:57.880 --> 00:11:59.280]  收很多錢的
[00:11:59.280 --> 00:12:00.280]  他們會收這些
[00:12:00.280 --> 00:12:04.040]  明的講完就會更加水漲雪高
[00:12:04.040 --> 00:12:05.560]  他們收這些費用
[00:12:05.560 --> 00:12:08.640]  當時也會有這樣的情況
[00:12:08.640 --> 00:12:12.120]  這些哲學家或者傳道
[00:12:12.120 --> 00:12:13.760]  他們也會收一些費用
[00:12:13.760 --> 00:12:15.400]  或者另一種情況就是
[00:12:15.400 --> 00:12:17.080]  他們去到那個城市裡面
[00:12:17.080 --> 00:12:19.560]  別人請他們來
[00:12:19.560 --> 00:12:22.640]  就會住到一個有錢的人家裡面
[00:12:22.640 --> 00:12:25.480]  包吃包住
[00:12:25.480 --> 00:12:28.560]  讓他們不用維持生計了
[00:12:28.560 --> 00:12:30.480]  起碼在那段時間裡面
[00:12:30.480 --> 00:12:31.600]  能夠生活
[00:12:31.600 --> 00:12:35.960]  繼續去講論自己的學說
[00:12:35.960 --> 00:12:37.760]  另一種情況就是
[00:12:37.760 --> 00:12:39.480]  好像行乞一樣
[00:12:39.480 --> 00:12:41.080]  就是行乞
[00:12:41.080 --> 00:12:43.240]  另一種情況就是
[00:12:43.240 --> 00:12:46.640]  他自己本身是一門手藝
[00:12:46.640 --> 00:12:50.280]  手藝不方便自己繼續做他的手藝
[00:12:50.280 --> 00:12:52.320]  做一些買賣可能
[00:12:52.320 --> 00:12:56.000]  不方便同時間他繼續去演說
[00:12:56.000 --> 00:12:58.920]  保羅就好像第四種人
[00:12:58.920 --> 00:13:00.920]  因為大家知道他是什麼
[00:13:00.920 --> 00:13:02.240]  跡象棚
[00:13:02.240 --> 00:13:03.720]  為什麼跡象棚呢?
[00:13:03.720 --> 00:13:04.840]  是他的手藝
[00:13:04.840 --> 00:13:07.280]  是不是他很喜歡跡象棚呢?
[00:13:07.280 --> 00:13:09.880]  其實他是特意去學的
[00:13:09.880 --> 00:13:11.000]  不是天生的跡象棚
[00:13:11.000 --> 00:13:13.000]  不是家裡的跡象棚
[00:13:13.000 --> 00:13:14.840]  為了他的手藝
[00:13:14.840 --> 00:13:16.440]  能夠可以維生
[00:13:16.440 --> 00:13:18.600]  他選擇了第四樣
[00:13:18.600 --> 00:13:19.680]  因為覺得
[00:13:19.680 --> 00:13:22.440]  這個情況比較適合他在現在
[00:13:22.440 --> 00:13:25.360]  或者其實在他一直的
[00:13:25.360 --> 00:13:27.560]  就是猜拳報道
[00:13:27.560 --> 00:13:29.120]  他建立教會
[00:13:29.120 --> 00:13:30.280]  是比較適合的
[00:13:30.280 --> 00:13:33.120]  特別在有那麼多教會裡面更加適合
[00:13:33.120 --> 00:13:34.800]  因為他發覺到
[00:13:34.800 --> 00:13:36.880]  他能夠用他的手
[00:13:36.880 --> 00:13:37.920]  能夠工作
[00:13:37.920 --> 00:13:39.440]  能夠維生
[00:13:39.440 --> 00:13:42.080]  繼續能夠可以在教會裡面
[00:13:42.080 --> 00:13:44.640]  去傳廣神的道
[00:13:44.640 --> 00:13:49.520]  更加是沒有一種的避諱
[00:13:49.520 --> 00:13:51.120]  去傳廣神的道
[00:13:51.120 --> 00:13:55.960]  所以保羅是選擇在那個情況裡面
[00:13:55.960 --> 00:13:59.280]  當然我不是說今天教會的傳道人
[00:13:59.280 --> 00:14:01.080]  自己也是有同樣的手藝
[00:14:01.080 --> 00:14:02.080]  我要出去車醫
[00:14:02.080 --> 00:14:05.280]  我要出去做一些手藝去賺錢
[00:14:05.280 --> 00:14:06.880]  我不收教會的人工
[00:14:06.880 --> 00:14:11.000]  但是保羅的處境是更加需要
[00:14:11.000 --> 00:14:12.200]  大家記得
[00:14:12.200 --> 00:14:14.920]  這個教會裡面有很多的什麼?
[00:14:14.920 --> 00:14:15.840]  紛爭
[00:14:15.840 --> 00:14:17.680]  而紛爭帶來很多的什麼?
[00:14:17.680 --> 00:14:18.760]  黨派
[00:14:18.760 --> 00:14:20.240]  在黨派裡面
[00:14:20.240 --> 00:14:21.960]  你會發覺
[00:14:21.960 --> 00:14:23.880]  保羅就是留意到
[00:14:23.880 --> 00:14:29.480]  如果他會受某些信徒給他的酬金
[00:14:29.480 --> 00:14:31.760]  而去講論
[00:14:31.760 --> 00:14:35.280]  有機會能夠去講道
[00:14:35.280 --> 00:14:37.640]  或者去傳福音
[00:14:37.640 --> 00:14:41.320]  他可能會受到他們的影響在裡面
[00:14:41.320 --> 00:14:43.880]  因為這些黨派
[00:14:43.880 --> 00:14:46.280]  是會帶來對他的影響
[00:14:46.280 --> 00:14:49.000]  他會能夠讓到保羅
[00:14:49.000 --> 00:14:50.320]  他講的事情
[00:14:50.320 --> 00:14:53.320]  他講的話是有所避諱
[00:14:53.320 --> 00:14:54.560]  可能有些事情
[00:14:54.560 --> 00:14:58.800]  他不能夠給他酬金的那些信徒
[00:14:58.800 --> 00:15:00.920]  他不能夠直接指出
[00:15:00.920 --> 00:15:02.760]  可能他們有他們的問題在裡面
[00:15:02.760 --> 00:15:03.600]  不能夠
[00:15:03.600 --> 00:15:05.120]  尤其是他們有這麼多的紛爭
[00:15:05.120 --> 00:15:05.880]  這麼多的質度
[00:15:05.880 --> 00:15:07.240]  這麼多的問題發生
[00:15:07.240 --> 00:15:08.000]  我們一直看
[00:15:08.000 --> 00:15:10.640]  那麼多前書我們之前講過
[00:15:10.640 --> 00:15:13.280]  你想想如果保羅是受了某一個派別
[00:15:13.280 --> 00:15:15.720]  就是保羅派
[00:15:15.720 --> 00:15:18.200]  你說我給你酬金
[00:15:18.200 --> 00:15:20.440]  然後你就多一些唱衰
[00:15:20.440 --> 00:15:21.480]  哪個派別呢?
[00:15:21.480 --> 00:15:22.840]  阿波羅派
[00:15:22.840 --> 00:15:24.640]  放衰基法
[00:15:24.640 --> 00:15:25.600]  彼得
[00:15:25.600 --> 00:15:27.640]  他就會有這樣的影響在裡面
[00:15:27.640 --> 00:15:30.920]  今天在香港也好像發生這樣的情況
[00:15:30.920 --> 00:15:32.040]  最近這個星期
[00:15:32.040 --> 00:15:34.160]  講這些政治的酬金
[00:15:34.160 --> 00:15:36.720]  或者政治的一些捐獻等等
[00:15:36.720 --> 00:15:37.880]  不叫做政治的問題
[00:15:37.880 --> 00:15:39.320]  我先不管這個問題
[00:15:39.320 --> 00:15:41.000]  但是你也會看到
[00:15:41.000 --> 00:15:42.240]  簡單來講
[00:15:42.240 --> 00:15:44.360]  都會令到某個議員
[00:15:44.360 --> 00:15:45.400]  某個黨派
[00:15:45.400 --> 00:15:47.400]  因為這些的數目
[00:15:47.400 --> 00:15:49.920]  就是受到某些人給你
[00:15:49.920 --> 00:15:53.280]  或者是某些取向的人士給你
[00:15:53.280 --> 00:15:55.800]  你會覺得他們失去那種公信力
[00:15:55.800 --> 00:15:56.600]  可能會
[00:15:56.600 --> 00:15:59.560]  同樣在神的角度裡面更加重要
[00:15:59.560 --> 00:16:00.920]  保羅就覺得
[00:16:00.920 --> 00:16:03.240]  他要尊重他自己的身份
[00:16:03.240 --> 00:16:06.600]  他不能夠失去了自己的本分
[00:16:06.600 --> 00:16:08.880]  他不能夠他所講的信息
[00:16:08.880 --> 00:16:11.800]  是要受到別人左右了
[00:16:11.800 --> 00:16:14.360]  或者是他有一些的趨向
[00:16:14.360 --> 00:16:18.040]  或者是有一些的期望在裡面
[00:16:18.040 --> 00:16:21.120]  他要專注在聖經裡面的說話
[00:16:21.120 --> 00:16:24.400]  耶穌基督的啟示是怎麼說的
[00:16:24.400 --> 00:16:27.200]  聖經裡面的救恩的傳福音
[00:16:27.200 --> 00:16:28.200]  是怎麼提及的
[00:16:28.200 --> 00:16:29.520]  他就這麼說出來
[00:16:29.520 --> 00:16:31.120]  實際上他當時
[00:16:31.120 --> 00:16:33.400]  是遇到這樣的難處在裡面
[00:16:34.080 --> 00:16:37.240]  說回剛才講的自由
[00:16:37.240 --> 00:16:40.760]  所以保羅就要尊重自己的身份開始
[00:16:40.760 --> 00:16:42.160]  一種自律的人
[00:16:42.160 --> 00:16:44.120]  是要尊重自己的身份
[00:16:44.120 --> 00:16:46.160]  知道自己所做的事情
[00:16:46.160 --> 00:16:47.600]  知道自己的本位
[00:16:47.600 --> 00:16:51.160]  知道自己是誰帶領你
[00:16:51.160 --> 00:16:52.280]  誰呼召你
[00:16:52.280 --> 00:16:53.240]  這個是很重要的
[00:16:53.240 --> 00:16:55.960]  所以保羅經常提及他說
[00:16:55.960 --> 00:17:00.000]  從開始我都沒有違背天上的意象
[00:17:00.000 --> 00:17:02.400]  因為當天主耶穌基督
[00:17:02.400 --> 00:17:04.880]  是去拯救他、呼召他
[00:17:04.880 --> 00:17:08.200]  能夠去講論一個天國的道理
[00:17:08.200 --> 00:17:10.720]  傳揚福音成為外邦的仕途
[00:17:10.720 --> 00:17:14.000]  他才不能夠被人去左右
[00:17:14.000 --> 00:17:17.640]  去傳福音的內容
[00:17:17.640 --> 00:17:20.280]  或者傳福音的力量
[00:17:20.280 --> 00:17:23.640]  去好好地做好本分
[00:17:23.640 --> 00:17:25.320]  第二方面其實
[00:17:25.320 --> 00:17:27.680]  我們講到自由的時候
[00:17:27.680 --> 00:17:30.920]  能夠去實踐我們信仰的自由
[00:17:30.920 --> 00:17:33.880]  但同時間我們有自我節制
[00:17:33.880 --> 00:17:35.000]  這個是很重要的
[00:17:35.000 --> 00:17:36.360]  有自我節制
[00:17:36.360 --> 00:17:39.200]  有一個聖經學者裡面這麼說
[00:17:39.200 --> 00:17:43.000]  他說講回哥倫多教會第八章的情景
[00:17:43.000 --> 00:17:45.560]  就說有些信徒是剛強的信徒
[00:17:45.560 --> 00:17:46.880]  有些信徒是什麼?
[00:17:46.880 --> 00:17:48.280]  軟弱的信徒
[00:17:48.280 --> 00:17:49.160]  哪些是剛強的?
[00:17:49.160 --> 00:17:55.080]  吃拜祭過的燒肉的那些是剛強還是軟弱?
[00:17:55.080 --> 00:17:59.920]  他覺得可以吃的那些叫什麼?
[00:17:59.920 --> 00:18:01.120]  剛強的信徒
[00:18:01.120 --> 00:18:02.680]  那些不能吃的那些是什麼?
[00:18:02.680 --> 00:18:04.000]  軟弱的信徒
[00:18:04.000 --> 00:18:08.000]  哥倫多教會很喜歡標籤別人
[00:18:08.000 --> 00:18:09.480]  這些剛強的信徒
[00:18:09.480 --> 00:18:10.640]  軟弱的信徒
[00:18:10.640 --> 00:18:11.480]  能吃不能吃
