
[00:00:00.000 --> 00:00:12.000]  整本聖經中,我找不到一個人,是充滿盼望的來找耶穌,而絕望的離開。
[00:03:01.000 --> 00:03:11.000]  這個年輕的官有錢,又有權,有青春,有學問,可以說是勝利人生組。
[00:03:11.000 --> 00:03:17.000]  大家有沒有聽過這個勝利人生組的名字?
[00:03:17.000 --> 00:03:29.000]  有些人一生一帆風順,出生在富有家庭,小學、中學、大學都在名校讀,而且還考第一。
[00:03:29.000 --> 00:03:40.000]  成長美滿,結婚很美滿,社會有名望有地位,我們就叫他勝利人生組。
[00:03:40.000 --> 00:03:47.000]  不如做一個民意調查,看看在在當中有誰屬於勝利人生組的,請你舉手。
[00:03:47.000 --> 00:03:56.000]  普通話崇拜,我問的時候沒有人舉手。
[00:03:56.000 --> 00:04:07.000]  這個官屬於勝利人生組,但這個官很好,他雖然有才有勢,但他很坦誠,很謙虛,甚至有些天真。
[00:04:07.000 --> 00:04:13.000]  為什麼呢?當時很多人怕和耶穌在一起,但這個官就不怕,他沒有隱藏自己。
[00:04:13.000 --> 00:04:23.000]  勝利人說他是跑來找耶穌,很急切的,很想去找耶穌,對著這麼多人,一群人圍著耶穌,很急著來找他。
[00:04:23.000 --> 00:04:32.000]  來到之後立刻跪在耶穌面前,我看到這個人其實很勇敢,一個勇敢的人。
[00:04:32.000 --> 00:04:40.000]  不僅是一個勇敢的人,更是一個謙虛的人,為什麼我這麼說呢?一個官要跪在一個人身上,表示自己謙卑。
[00:04:40.000 --> 00:04:45.000]  這個官是沒有價值的,不是端起的款。
[00:04:45.000 --> 00:04:56.000]  有些人記得兩年前我們在教會去普通話旅行,有人問這個新朋友,你喜不喜歡我們教會?
[00:04:56.000 --> 00:05:03.000]  他說喜歡,為什麼喜歡?因為你的牧師沒有端起的款,其實我端的款都是這樣的。
[00:05:03.000 --> 00:05:11.000]  但是這個官,年輕人沒有端起的款,不理自己的身份,覺得應該做就做。
[00:05:11.000 --> 00:05:23.000]  這類人我很欣賞,似乎耶穌也欣賞他,因為如果你看21節,就說耶穌看著他就愛他,欣賞這個人。
[00:05:23.000 --> 00:05:32.000]  這個年輕人,有青春很重要,你有錢,但是你98歲就已經不太有用。
[00:05:32.000 --> 00:05:44.000]  他年輕,有為,有學問,可以說是應有盡有,是不是呢?不是的。
[00:05:44.000 --> 00:05:55.000]  他心裏不滿足,他好像覺得生命裏面有些東西,空虛是無法填補的。
[00:05:55.000 --> 00:06:04.000]  他知道自己生命裏面缺乏一個很重要的東西,這個東西就是永生,沒有永遠的生命。
[00:06:04.000 --> 00:06:19.000]  你有沒有同樣的經歷呢?或者你覺得我現在挺順利,有份工作,有老婆老公子女,好像沒有什麼缺乏,
[00:06:19.000 --> 00:06:29.000]  但是其實你心裏面也覺得有些空虛,這個心裏面的空虛無法填補,有沒有這樣的情況呢?
[00:06:29.000 --> 00:06:42.000]  這個少年的官其實也有智慧,他知道自己有空虛,他不單知道有空虛,他感覺到有空虛,他知道自己需要什麼,他需要永生,需要永恆的生命。
[00:06:42.000 --> 00:06:54.000]  很多人渡過一輩子都不知道自己缺乏了什麼,糊里糊塗地過了一輩子,但是這個官不單有才有勢,有青春有學問,他還有智慧。
[00:06:54.000 --> 00:07:06.000]  他就來找耶穌,他其實也很厲害,他知道耶穌能夠將永生給他,所以你看這個官,其實你真的很值得人見人愛。
[00:07:06.000 --> 00:07:29.000]  所以他毫不畏懼,不怕人攔阻他,不怕人笑他,不怕人煽他,他就很急步來找耶穌,然後就說,耶穌啊,良善的老師,我應該做些什麼才能夠承受永生呢?
[00:07:29.000 --> 00:07:41.000]  我應該做些什麼才能夠得到永生呢?他認為想得到永生,一定要做一些事情,就是要付出一些事情。
[00:07:41.000 --> 00:07:49.000]  我們中國人也很流行,有永生就要修橋補路,要做好人,這個官就是這樣的想法。
[00:07:49.000 --> 00:08:03.000]  那麼,耶穌怎麼回答他呢?這裡很有趣的,或者你看完也不太明白,耶穌就說,你為什麼稱我為良善的呢?除了神一位之外,沒有良善的。
[00:08:03.000 --> 00:08:16.000]  有些人就以為耶穌說自己不是神,其實不是這樣說,耶穌的意思就是說,你知道只有神是良善的,所以你稱得我為良善的話,你就應該明白我就是神。
[00:08:16.000 --> 00:08:36.000]  耶穌要讓他知道,我就是上帝。然後耶穌就說,你想做些什麼上天堂,想做些什麼得到永生,那你就做吧,誡命。誡命你是知道的,不可殺人,不可姦人,不可偷渡,不可作假證供,不可欺詐,當孝敬父母。
[00:08:36.000 --> 00:08:53.000]  總共有多少條誡命在舊約裡面?十條。如果你將這十條誡命分開兩部分,頭四條就是人對神的責任,第五到第十條就是人對人的責任。
[00:08:53.000 --> 00:09:06.000]  那麼耶穌說了那幾條,頭四條就是後面的六條嗎?後面的六條,沒有說頭四條。這個也挺有趣的。
[00:09:06.000 --> 00:09:24.000]  這個官怎麼回答呢?他說我從小就遵守,這個人不僅有才有勢,有學問,有地位,有智慧,他還有道德,全都遵守了。你都不敢說全都遵守了,我又不想問大家,免得尷尬。
[00:09:24.000 --> 00:09:37.000]  但是他說我從小就遵守,那我還需要做些什麼呢?他從小就遵守,但是總覺得不夠,那怎麼辦呢?我還要做些什麼?他知道自己不夠。
[00:09:37.000 --> 00:10:02.000]  那麼耶穌又說了一件事,這件事又很古怪,很多人誤解的。耶穌說,你還缺少一件,要變賣你所有的分級窮人,就必定有財寶在天上,而且你還要來跟從我。
[00:10:02.000 --> 00:10:18.000]  為什麼耶穌叫他變賣財產呢?耶穌有沒有叫你變賣財產呢?Apple你的聖利人身組的LV手袋,耶穌有沒有叫你賣了它?沒有。耶穌從來沒有叫人變賣財產的。
[00:10:18.000 --> 00:10:34.000]  那個尼哥底沒有來找耶穌,約翰福音,耶穌沒有叫他變賣財產。第四章,撒瑪利亞婦人在井旁,耶穌說你喝我賜給你的活水就永遠不渴,耶穌也沒有叫他變賣財產。
[00:10:34.000 --> 00:10:52.000]  其實舊約裡面,上帝的祝福大部分都有錢的,約伯有沒有錢?有。阿伯拉罕有沒有錢?有。大衛有沒有錢?有。你有沒有錢?有。你沒有錢?沒有了,你想要多少錢?
[00:10:52.000 --> 00:11:11.000]  其實全部上帝的祝福,只有這個,撒該,撒該找耶穌在樹上讀書在學廳,耶穌有沒有叫他變賣財產呢?沒有。他下來自己說我還他四倍而已,他沒有變賣財產。
[00:11:11.000 --> 00:11:39.000]  耶穌在家裡吃飯,是這個人耶穌叫他變賣財產,為什麼呢?原因在於那條誡命,他說他遵守了這條誡命,耶穌給他看到,其實他沒有遵守到第四條,第一條說不可以有別的神,第二條不可以雕刻偶像,什麼叫偶像呢?
[00:11:39.000 --> 00:11:52.000]  偶像不單止是皇帝先拜的偶像,偶像就是你生命裡有些東西,一個人,你愛多過愛上帝,這個就是你的偶像。
[00:11:52.000 --> 00:12:20.000]  你信耶穌,這個很重要,如果你想信耶穌,其實很簡單,你將耶穌放在第一位,耶穌是上帝,將上帝放在第一位,你愛他多過愛其他的東西,所以我們綜合起第一條,頭四條就是盡心盡性盡義盡力愛主你的神,綜合以後那六條就是愛人如己,這是耶穌所說的。
[00:12:20.000 --> 00:12:34.000]  這個少年官的問題,他有沒有偶像?他有,他愛錢多過愛上帝,所以耶穌叫他變賣,為什麼不叫別人變賣叫他變賣呢?
[00:12:34.000 --> 00:12:56.000]  因為耶穌讓他看到你心裡有個偶像,你沒有遵守到盡心盡性盡義盡力去愛上帝,然後耶穌說你還要來跟從我,如果那個官當日真的跟從耶穌的話,他會怎樣?
[00:12:56.000 --> 00:13:20.000]  他會跟耶穌一路去耶路撒冷,他會看到耶穌被釘十字架,賣葬復活,他又會成為耶穌復活的見證人,但很可惜,他要做一個選擇,我寧願愛錢多過愛上帝,他就離開了耶穌。
[00:13:20.000 --> 00:13:39.000]  所以我剛才說,他是唯一一個歡歡喜喜,充滿盼望的來找耶穌,而充滿絕望的,悠悠愁愁的離開,今天你怎樣面對這個選擇呢?
[00:13:39.000 --> 00:14:03.000]  這個人離開之後,耶穌就說,他對門徒說,富有的人要進神的國是有多難呢?門徒就覺得很奇怪,耶穌接著又說,孩子們,倚靠錢財的人要進神的國,說得清楚一點,倚靠錢財進神的國是有多難呢?
[00:14:03.000 --> 00:14:22.000]  樂陀穿過針眼,給有錢人進神的國更容易,門徒就更加奇怪,誰可以得救呢?誰可以得救呢?耶穌就說,在人不能,在神卻不然,因為在神凡事都能。
[00:14:22.000 --> 00:14:49.000]  弟兄姊妹,我不管你有錢還是沒有錢,多還是少,靠著自己進天國真是難,樂陀穿過針的眼是神蹟,耶穌這句話都讓我們看到,得救是神蹟,進天國不能靠你的功德,靠你的錢,進天國是倚靠神。
[00:14:49.000 --> 00:15:05.000]  既然我們進天國是神的恩典,我們就要放下心中的偶像,專心的跟從耶穌,這個就是信耶穌,彼得就說,你看我們已經捨棄一切來跟隨你。
[00:15:05.000 --> 00:15:29.000]  耶穌說了一句很古怪很有趣的,我實在的告訴你們,人為我和福音,捨棄了房屋,弟兄姊妹,父母,母親,父親,兒女,田地,沒有不在今生得百倍,來生得永生。就算房屋,弟兄姊妹,母親,兒女,田地,同時要受逼迫來世,還有永生。
[00:15:29.000 --> 00:15:44.000]  耶穌的意思就是說,耶穌不是叫我們不孝敬父母,捨棄兒女,耶穌叫我們是將上帝放在第一位,將其他的放在第二位,這個就是捨棄,上帝放在第一位。
[00:15:44.000 --> 00:15:59.000]  這個時候,今生得百倍,連你放在第二位的,全部都要給回來,房屋,弟兄姊妹,母親,兒女,你那時候捨棄了,都要給回來,同時要得著永生。
[00:15:59.000 --> 00:16:27.000]  這個就是信耶穌,信耶穌不是在黃大仙那裡拜幾次就算了,你知不知道基督教和其他民間宗教最大的分別就是,不是最大的分別,其中一個分別就是,民間宗教沒有對你有要求,你去黃大仙,他沒有叫你每個禮拜去,他也沒有叫你去念很多經,但基督教就叫你遵守上帝的話,是專心的,一心一意的愛他。
[00:16:27.000 --> 00:16:54.000]  耶穌接著說了一句又很有趣的話,他懸疑,許多在前的將要在後,在後的將要在前。這個是什麼意思呢?我們試著將這個青年的官和彼得作比較,誰在前誰在後,當然是年青的官,有錢有勢有學問有智慧,彼得只有兩條船,
[00:16:54.000 --> 00:17:20.000]  但是現在回頭看,誰在前誰在後呢?圖面那一幅就是聖彼得大教堂,大公教會每次選教宗就在那裡選出來,很多人的名字叫彼得,有沒有誰叫彼得呢?請你舉手,我們教會人數還沒有算很多,所以沒有人叫彼得,我認識很多人叫彼得。
[00:17:20.000 --> 00:17:44.000]  這個彼得很有名,這個官叫什麼名字呢?大家知不知道他叫什麼名字呢?不知道,沒有名字。誰在前誰在後呢?彼得在前,官在後。原本青年的官在前現在變成在後,本來彼得在後的現在變成在前。
[00:17:44.000 --> 00:18:06.000]  今天你和我的處境都是一樣,你會選擇哪條路呢?你選擇彼得那條路還是官那條路呢?彼得那條路就是毀身基督,將上帝放在生命的第一位,官那條路就是愛錢多過愛上帝。
[00:18:06.000 --> 00:18:33.000]  這個就是耶穌基督今天在這段聖經裡面所說的,你和我都要做一個選擇,我自己有一個這樣的選擇,在很多年前,我在跨國公司在北美工作,派我去倫敦工作,圍繞我的是倫敦頂尖的法律和金融人才。
[00:18:33.000 --> 00:19:02.000]  如何頂尖法律呢?一個律師一個小時的收費是折合港幣一萬五千元。一萬五千元一個小時,比我多很多,我在北美派來的最窮,那個團隊可能最少的最窮的就是我,公司也在Kensington Palace,即Princess Diana的宮殿附近租了一間服務性的公寓給我。
[00:19:02.000 --> 00:19:28.000]  很舒服,有一天星期六的下午,我就祈禱,我看到倫敦的中國人很慘,賭錢,做餐館,做洗衣店,很窮很慘,我幫他們,我一次祈禱,我對神說,主,我願意回中國來侍奉你,就算在貧窮和捆綁當中,我都願意。
[00:19:28.000 --> 00:19:51.000]  順便聽我禱告,我就放下我的工作,去讀神學,做傳道人,但是公司的CEO說,Mr. Law,你的未來在這間公司,為什麼你要離開?你讀完神學回來,我幫你交學費,就算這些神學對我公司沒有用,我都幫你交。
[00:19:51.000 --> 00:20:17.000]  我工作了兩個星期,有一個大顧問公司打電話給我,那個老闆不是基督徒,他說,Mr. Law,我們私底下都是差不多半個朋友,我知道你想回中國傳福音,我現在有一個項目在廣西,二千中國工人,你幫我做這個項目,你每次下班就抓了二千人聽你講道,聽都不行,你就傳福音賺錢,對我對你都好。
[00:20:17.000 --> 00:20:42.000]  其實很多的選擇,很多的誘惑,我都要決定,究竟我是否將上帝放在第一位,今天你有沒有這樣的情況,你是否願意將上帝放在第一位,如果你說我已經信了耶穌,究竟你是不是忘記了起初你對上帝的英文,以祂為你的主,記不記得,生命的主,祂是你的主人,number one。
[00:20:42.000 --> 00:21:11.000]  如果你現在正在考慮信耶穌的話,那就最清楚了,其實很簡單,你對上帝說,上帝我願意將你放在第一位,我知道你是上帝耶穌基督,你為我釘十字架,埋葬復活升天,我願意跟從你,就是這麼簡單,你就成為神的兒女,你就選擇正確,你又得著永生,那個官考慮這麼久都得不到的。
[00:21:11.000 --> 00:21:37.000]  你得到,信耶穌就是這樣,清楚嗎?我在加拿大拍了一張照片,在一百年前,加拿大地大人少,現在也是,在一百年前很多歐洲的農民移民到那裏,
[00:21:37.000 --> 00:22:02.000]  政府就說,誰來為我開墾這塊地,我送一塊地給他,這塊地有多大?一英里長,一英里闊,等於香港島的二十九,香港島全部的島加起來是二十九平方英里,佔香港島的二十九分之一,如果在香港就不行了,香港政府送一整個英里給你,現在一塊地都要幾十億,那時候就這麼大。
[00:22:02.000 --> 00:22:24.000]  你想像一百年前,他們建了一間屋,樓上的小孩子住,樓下的成人,周圍有牛有馬有豬有羊,很寶貴的一個很美好的家園,你可以想像,很開心,很寶貴的一個家園,一百年之後,人去樓空,退換,敗瓦,一片荒涼,不再被紀念。
[00:22:24.000 --> 00:22:40.000]  各位朋友,今日你所寶貴的勞力士標,LV手袋,這層樓,你的工作,一百年後都不再被紀念,因為它不能夠維持到永遠。
[00:22:40.000 --> 00:23:06.000]  你的情況就好像一個年青的官一樣,你知道心裏面有個空虛,你不知道怎樣找空虛,很多時候你沒有這個年青的官的智慧,很多時候你每天很忙,早上起床吃飯,跟著照顧孩子,跟著上班,工作回來,好像麻醉自己,沒想到一天就過一天,青春就這樣過去,沒想到其實你所缺乏的就是一個永遠的生命。
[00:23:06.000 --> 00:23:13.000]  你的心裏面的空虛,除了上帝之外,沒有東西能夠填補你的空虛。
[00:23:13.000 --> 00:23:38.000]  耶穌說,我來就要叫人得著豐盛的生命,耶穌來就要填補你的空虛,耶穌說,神愛世人,甚至將他的獨生子賜給他們,要一切信他的不致滅亡,反得永生,因為神差他的兒子降世,不是要定世人的罪,上帝不是想你死,上帝不是想定你的罪,上帝要你因他得救。
[00:23:38.000 --> 00:23:51.000]  牧師,我怎樣信呢?很簡單,羅馬書十章九節使徒保羅說,你口裏認耶穌為主,心裏信神,叫他從死裏復活,就必得救。怎樣的信法?
[00:23:51.000 --> 00:24:07.000]  心裏信上帝,叫耶穌從死裏復活,復活之前一定要死,耶穌為什麼死?是為你的罪死,如果你信耶穌來為你的罪死,然後從死裏復活,只有上帝才可以復活。
[00:24:07.000 --> 00:24:33.000]  你的頭腦相信你的理智,相信他是上帝來到這個世界,你釘十字架埋葬復活聖天,由你心裏對耶穌說,你心裏信就口講出來,你認他為主,什麼叫做主呢?就是主人,LORD,就是我的主,即是以他為第一。
[00:24:33.000 --> 00:24:47.000]  上帝不是叫你變賣所有東西,你不需要,你只要不要將這些東西成為你的偶像,你的子女不應該成為你的偶像,你的LV手袋不應該成為你的偶像。
[00:24:47.000 --> 00:25:12.000]  好多年前我在加拿大,有一對夫婦在大陸來,探望一個兒子,信了耶穌,信了耶穌想洗禮,我和他聊天,聊完之後,我最後問他一個問題,你心裏有沒有偶像?如果你有偶像,我就不能夠為你洗禮,偶像可以是一些東西,可以是一個人,如果你愛這個人,愛這些東西多過愛上帝,那個就是你的偶像。
[00:25:12.000 --> 00:25:41.000]  那個青年的官就是愛錢多過愛上帝,他最後就選擇了錢。如果你說我要信耶穌的話,很簡單,你相信他來到這個世界為你賣葬復活,然後你對他說主耶穌基督,我願意跟隨你,我願意邀請你做我生命的主,就是這麼簡單,你就必定得救。
[00:25:41.000 --> 00:26:10.000]  那個青年的官這麼辛苦都找不到的,你今天就找到。這個恩典是不是很白白的賜給我?是免費的。如果你已經信了耶穌的話,那你要再反思一下,究竟我已經認了耶穌為主,究竟我有沒有將一些東西放在上帝之上,我愛這些東西多過愛上帝呢?
[00:26:10.000 --> 00:26:22.000]  如果有的話,你要在上帝面前認罪悔改,因為上帝賜給你的恩典,他值得你跟隨他,值得你敬拜他。
[00:26:22.000 --> 00:26:49.000]  我鼓勵大家能夠跟我一起做一個禱告,你安靜的禱告,你不需要告訴隔壁的人知道,你如果正在尋求,正在考慮信耶穌的話,你跟著我祈禱,我一句,你自己安靜的對上帝說一句,上帝說無所不在,他會聽到你的禱告,你只要這樣向他禱告,接受他的救恩,你就得著,你就得救。
[00:26:49.000 --> 00:27:06.000]  如果你是信耶穌的話,你也跟著我的禱告,將你的生命重新奉獻給主,以致祂能夠賜福給你,叫你今生都得到百倍,不單止來生得永生,今生都得到百倍。
[00:27:06.000 --> 00:27:31.000]  弟兄姊妹,我將我當日在倫敦,我對上帝說我願意回中國來侍奉你,上帝就參與了,在未回中國之前,上帝祝福我,叫我帶了很多人信主,現在我回到香港,我不單止牧養一間教會,上帝在六個月前呼召我牧養整個宗派,
[00:27:31.000 --> 00:27:54.000]  還有我剛剛從大陸回來,我也在幫助中國大陸很多的教會,兩個月前我去到河南,我探訪宗教局的局長,他們歡迎我去河南幫助教會,去年我去湖北,他們歡迎我去,上帝為我打開了很多的門,
[00:27:54.000 --> 00:28:17.000]  我的生命是豐盛,我想回頭,我感謝神讓我能夠在雖然倫敦那麼紙醉金迷,那麼榮華富貴,但上帝呼召我,讓我能夠有這個機會選擇,我選擇跟隨耶穌,我希望你今天也做一個同樣的選擇,我們一起低頭祈禱,我祈一句,你祈一句。
[00:28:17.000 --> 00:28:41.000]  在天上最高最大的上帝,我感謝你,你差遣你的兒子耶穌基督,來到這個世界,為我的罪釘十字架,埋葬復活,
[00:28:41.000 --> 00:29:07.000]  你說神愛世人,甚至將他的獨生子賜給他們,要一切相信他的不至滅亡,反得永生,主我今天願意來到你的面前,對你說我相信你,我相信你是神的兒子,
[00:29:07.000 --> 00:29:32.000]  為我釘十字架復活,我願意接受你,做我的救主,做我生命的主,我願意以你為我生命裡的守衛,我願意一生跟隨你,
[00:29:32.000 --> 00:29:55.000]  求你讓我有力量去選擇,放棄世界上的吸引,來跟隨基督,以致我今生得到八倍,來世得到永生,祈禱是奉耶穌基督的名。
