
[00:00:00.000 --> 00:00:06.000]  在紐西蘭有一個很特別的地方
[00:10:28.000 --> 00:10:30.000]  去扶他們一把
[00:10:30.000 --> 00:10:32.000]  去鼓勵一下他們
[00:10:32.000 --> 00:10:33.000]  去關心他們
[00:10:33.000 --> 00:10:35.000]  去為他們做一個祈禱
[00:10:35.000 --> 00:10:40.000]  你就作在主耶穌的身上
[00:10:40.000 --> 00:10:44.000]  種什麼就收什麼
[00:10:44.000 --> 00:10:46.000]  還有第四
[00:10:46.000 --> 00:10:50.000]  收成是在殺種之後
[00:10:50.000 --> 00:10:52.000]  不能反過來
[00:10:52.000 --> 00:10:54.000]  你如果沒有殺種
[00:10:54.000 --> 00:10:56.000]  怎麼會有東西出來
[00:10:56.000 --> 00:10:59.000]  你一定是種下去
[00:10:59.000 --> 00:11:01.000]  你要澆水
[00:11:01.000 --> 00:11:03.000]  你要施肥
[00:11:03.000 --> 00:11:06.000]  有時候你那些葉太長了
[00:11:06.000 --> 00:11:08.000]  你要剪緊一點
[00:11:08.000 --> 00:11:12.000]  甚至有些很細心研究的
[00:11:12.000 --> 00:11:14.000]  知道怎樣加肥
[00:11:14.000 --> 00:11:16.000]  紐西蘭這裡很好
[00:11:16.000 --> 00:11:19.000]  當我買這些辣椒回來的時候
[00:11:19.000 --> 00:11:21.000]  他有一張卡的
[00:11:21.000 --> 00:11:25.000]  就教你怎麼照顧這棵植物
[00:11:25.000 --> 00:11:28.000]  什麼時候澆水是最好
[00:11:28.000 --> 00:11:30.000]  怎樣施肥
[00:11:30.000 --> 00:11:32.000]  隔多久施肥
[00:11:32.000 --> 00:11:35.000]  然後就看著這些植物
[00:11:35.000 --> 00:11:37.000]  能夠成長
[00:11:37.000 --> 00:11:38.000]  各位
[00:11:38.000 --> 00:11:41.000]  原來你先種
[00:11:41.000 --> 00:11:44.000]  是用心機去種
[00:11:44.000 --> 00:11:46.000]  要繼續的勞苦
[00:11:46.000 --> 00:11:47.000]  要拿出去
[00:11:47.000 --> 00:11:50.000]  在太陽的地方要曬太陽
[00:11:50.000 --> 00:11:52.000]  按時候要澆水
[00:11:52.000 --> 00:11:53.000]  這棵植物
[00:11:53.000 --> 00:11:56.000]  因為是神將生命
[00:11:56.000 --> 00:11:57.000]  放在植物裡面
[00:11:57.000 --> 00:12:00.000]  所以這些植物是會成長的
[00:12:00.000 --> 00:12:03.000]  當你見到它從小小的芽
[00:12:03.000 --> 00:12:05.000]  一路一路飆高長大
[00:12:05.000 --> 00:12:06.000]  葉又出來
[00:12:06.000 --> 00:12:08.000]  慢慢慢慢又長大
[00:12:08.000 --> 00:12:09.000]  開始開花了
[00:12:09.000 --> 00:12:10.000]  開花慢慢慢慢
[00:12:10.000 --> 00:12:11.000]  結果
[00:12:11.000 --> 00:12:13.000]  整個過程
[00:12:13.000 --> 00:12:16.000]  你就會很開心很感恩
[00:12:16.000 --> 00:12:18.000]  原來神的創造
[00:12:18.000 --> 00:12:20.000]  是這麼奇妙這麼偉大
[00:12:20.000 --> 00:12:23.000]  你只要見到一棵小小的植物
[00:12:23.000 --> 00:12:26.000]  它竟然會這樣成長
[00:12:26.000 --> 00:12:29.000]  何況我們是天父的兒女
[00:12:29.000 --> 00:12:33.000]  天父愛我們豈不是更多
[00:12:33.000 --> 00:12:35.000]  愛我們豈不是更大
[00:12:35.000 --> 00:12:36.000]  所以各位弟兄姊妹
[00:12:36.000 --> 00:12:38.000]  我們要知道
[00:12:38.000 --> 00:12:41.000]  天父很想我們的生命
[00:12:41.000 --> 00:12:44.000]  是不斷的成長
[00:12:44.000 --> 00:12:47.000]  所以我們每一年到了新年的時候
[00:12:47.000 --> 00:12:49.000]  我們都很期望
[00:12:49.000 --> 00:12:53.000]  我們的靈命要茁壯成長
[00:12:53.000 --> 00:12:55.000]  越來越健壯
[00:12:55.000 --> 00:12:57.000]  經得起風雨
[00:12:57.000 --> 00:13:00.000]  經得起各樣的衝擊
[00:13:00.000 --> 00:13:02.000]  我們要堅強
[00:13:02.000 --> 00:13:04.000]  我們要一路向上生長
[00:13:04.000 --> 00:13:07.000]  然後若神許可
[00:13:07.000 --> 00:13:11.000]  讓我們為主結果子
[00:13:11.000 --> 00:13:13.000]  不單止我們的生命
[00:13:13.000 --> 00:13:16.000]  要有聖靈所結的果子
[00:13:16.000 --> 00:13:18.000]  我們要帶
[00:13:18.000 --> 00:13:20.000]  起碼帶我們的家人
[00:13:20.000 --> 00:13:22.000]  帶我們的親友
[00:13:22.000 --> 00:13:25.000]  帶我們的同事
[00:13:25.000 --> 00:13:27.000]  帶我們的好朋友
[00:13:27.000 --> 00:13:29.000]  或者舊同學
[00:13:29.000 --> 00:13:31.000]  舊同事
[00:13:31.000 --> 00:13:33.000]  隔離論社
[00:13:33.000 --> 00:13:36.000]  帶這些來關心的人
[00:13:36.000 --> 00:13:37.000]  聽福音
[00:13:37.000 --> 00:13:39.000]  信耶穌
[00:13:39.000 --> 00:13:43.000]  這是我們必須要去做的工作
[00:13:43.000 --> 00:13:45.000]  當你殺種的時候
[00:13:45.000 --> 00:13:47.000]  跟他們說一下耶穌
[00:13:47.000 --> 00:13:48.000]  有時候有機會
[00:13:48.000 --> 00:13:50.000]  跟他們說一下完整的福音
[00:13:50.000 --> 00:13:52.000]  有很多的方法
[00:13:52.000 --> 00:13:55.000]  請他們一起去看福音電影
[00:13:55.000 --> 00:13:58.000]  將YouTube發給他們
[00:13:58.000 --> 00:14:00.000]  讓他們看看
[00:14:00.000 --> 00:14:02.000]  到時候聖靈工作
[00:14:02.000 --> 00:14:05.000]  就會叫他們修成
[00:14:05.000 --> 00:14:07.000]  能夠順住
[00:14:07.000 --> 00:14:09.000]  有一位姊妹
[00:14:09.000 --> 00:14:12.000]  她也是用了很多年的功夫
[00:14:12.000 --> 00:14:14.000]  想起她家裏面
[00:14:14.000 --> 00:14:16.000]  向她的家人傳福音
[00:14:16.000 --> 00:14:18.000]  但是她的家人
[00:14:18.000 --> 00:14:21.000]  很怕她說耶穌
[00:14:21.000 --> 00:14:23.000]  所以她不知道怎麼辦
[00:14:23.000 --> 00:14:25.000]  於是有時候就叫教會
[00:14:25.000 --> 00:14:27.000]  一些熟悉的弟兄姊妹
[00:14:27.000 --> 00:14:29.000]  向她的家人埋首
[00:14:29.000 --> 00:14:31.000]  真是她有一個好朋友
[00:14:31.000 --> 00:14:33.000]  就時時去她家裏坐一下
[00:14:33.000 --> 00:14:34.000]  跟她的媽媽
[00:14:34.000 --> 00:14:36.000]  跟她的姊妹都熟悉
[00:14:36.000 --> 00:14:40.000]  慢慢慢慢就深深地
[00:14:40.000 --> 00:14:42.000]  將福音的真理
[00:14:42.000 --> 00:14:45.000]  滲在他們的心裏面
[00:14:45.000 --> 00:14:49.000]  有一次教會舉行影音報道會
[00:14:49.000 --> 00:14:51.000]  她回來看戲
[00:14:51.000 --> 00:14:53.000]  去教會看戲
[00:14:53.000 --> 00:14:56.000]  真是在那次影音報道會裏面
[00:14:56.000 --> 00:14:59.000]  她的媽媽和她的姊姊
[00:14:59.000 --> 00:15:01.000]  就信了耶穌
[00:15:01.000 --> 00:15:03.000]  所以我們不要
[00:15:03.000 --> 00:15:05.000]  要找機會
[00:15:05.000 --> 00:15:07.000]  有機會殺種
[00:15:07.000 --> 00:15:09.000]  就快快殺種
[00:15:09.000 --> 00:15:11.000]  因為到了時候
[00:15:11.000 --> 00:15:14.000]  就能夠修成
[00:15:14.000 --> 00:15:16.000]  所以讓我們做一個
[00:15:16.000 --> 00:15:19.000]  努力為主工作
[00:15:19.000 --> 00:15:23.000]  願意結出果子來的人
[00:15:23.000 --> 00:15:26.000]  多殺種
[00:15:26.000 --> 00:15:30.000]  就能夠多修成
[00:15:30.000 --> 00:15:32.000]  怎樣我們可以有
[00:15:32.000 --> 00:15:34.000]  結果有殺種呢
[00:15:34.000 --> 00:15:36.000]  就是你需要定
[00:15:36.000 --> 00:15:39.000]  一些人生的目標
[00:15:39.000 --> 00:15:42.000]  我2024年
[00:15:42.000 --> 00:15:44.000]  我要做些什麼
[00:15:44.000 --> 00:15:47.000]  我怎樣按步就班
[00:15:47.000 --> 00:15:50.000]  去朝著我所定的目標
[00:15:50.000 --> 00:15:52.000]  去前進
[00:15:52.000 --> 00:15:54.000]  我今年希望可以
[00:15:54.000 --> 00:15:56.000]  更多機會服侍神
[00:15:56.000 --> 00:16:00.000]  更多機會傳講祂的真理
[00:16:00.000 --> 00:16:02.000]  求神開路
[00:16:02.000 --> 00:16:04.000]  求神為我預備
[00:16:04.000 --> 00:16:06.000]  求神使用我
[00:16:06.000 --> 00:16:10.000]  讓我更多去講解祂的話語
[00:16:10.000 --> 00:16:12.000]  可能你定的目標
[00:16:12.000 --> 00:16:14.000]  在你的職場上
[00:16:14.000 --> 00:16:16.000]  在你的崗位上
[00:16:16.000 --> 00:16:18.000]  你很好的見證神
[00:16:18.000 --> 00:16:20.000]  向你的同事傳福音
[00:16:20.000 --> 00:16:23.000]  介紹他們認識耶穌
[00:16:23.000 --> 00:16:25.000]  帶他們去參加聚會
[00:16:25.000 --> 00:16:27.000]  合適的聚會
[00:16:27.000 --> 00:16:29.000]  讓他們有機會
[00:16:29.000 --> 00:16:32.000]  聽到福音的道理
[00:16:32.000 --> 00:16:34.000]  所以求神幫助我們
[00:16:34.000 --> 00:16:36.000]  讓我們在今年
[00:16:36.000 --> 00:16:38.000]  走這條生命路的時候
[00:16:38.000 --> 00:16:41.000]  我們是越走越開心
[00:16:41.000 --> 00:16:43.000]  更多為主工作
[00:16:43.000 --> 00:16:46.000]  為主結出
[00:16:46.000 --> 00:16:48.000]  皆美的果子
[00:16:48.000 --> 00:16:50.000]  願天父賜福給各位
