
[00:00:00.000 --> 00:00:03.660]  我結束的時候 我想用一則新聞
[00:04:53.140 --> 00:04:57.620]  對你的天國前途、前程是不會感受的
[00:04:57.620 --> 00:04:59.900]  你在上帝天國是沒有用的
[00:04:59.900 --> 00:05:01.060]  而我作為你的牧師
[00:05:01.060 --> 00:05:02.780]  我最想你要什麼呢?
[00:05:02.780 --> 00:05:03.860]  你天國裡面有用
[00:05:03.860 --> 00:05:06.140]  我不用你的收入
[00:05:06.140 --> 00:05:07.260]  我不用你的收入
[00:05:07.260 --> 00:05:11.100]  我想你在天國裡面有用
[00:05:11.100 --> 00:05:14.380]  所以我現在講了兩個可能你要轉一份工作
[00:05:14.380 --> 00:05:15.980]  第一份工作令你太忙
[00:05:15.980 --> 00:05:18.500]  令你根本沒有辦法可以
[00:05:18.500 --> 00:05:21.100]  就算你做醫生、做律師都可以辭職的
[00:05:21.100 --> 00:05:22.820]  沒有人說不可以的
[00:05:22.820 --> 00:05:23.820]  斬倉的嘛
[00:05:23.820 --> 00:05:26.260]  你說我虧了很多東西
[00:05:26.260 --> 00:05:26.940]  斬倉
[00:05:26.940 --> 00:05:28.260]  第二
[00:05:28.260 --> 00:05:29.660]  如果那份工作是沒有意義的
[00:05:29.660 --> 00:05:31.900]  你一定要想怎樣去改變
[00:05:31.900 --> 00:05:33.380]  去找一份有意義的工作
[00:05:33.380 --> 00:05:37.300]  因為我們最終所有的工作是為了什麼呢?
[00:05:37.300 --> 00:05:39.660]  為了天國的見證
[00:05:39.660 --> 00:05:41.060]  為了上帝的榮耀
[00:05:41.060 --> 00:05:42.500]  還有第三個可能
[00:05:42.500 --> 00:05:48.940]  假設你那份工作又不是令你忙到
[00:05:48.940 --> 00:05:56.900]  你沒有辦法去查經、去靈修、去健康成長
[00:05:56.900 --> 00:05:59.140]  但是你那份工作也是有意義的
[00:05:59.140 --> 00:06:03.500]  但是也有可能你可以選擇去改那份工作
[00:06:03.500 --> 00:06:04.300]  為什麼?
[00:06:04.300 --> 00:06:08.860]  因為有另外一份更好的工作在等著你去做
[00:06:08.860 --> 00:06:09.540]  行不行?
[00:06:09.540 --> 00:06:10.900]  這個叫做opportunity cost
[00:06:10.900 --> 00:06:12.900]  因為每個人只可以做一份工作
[00:06:12.900 --> 00:06:15.340]  如果你做了這份工作
[00:06:15.340 --> 00:06:16.940]  你就沒有辦法做第二份工作
[00:06:16.940 --> 00:06:18.780]  如果你有第二份工作
[00:06:18.780 --> 00:06:22.060]  那個天國的回報比你這份工作更大的時候
[00:06:22.060 --> 00:06:23.260]  你做些什麼呢?
[00:06:23.260 --> 00:06:24.780]  你一樣可以斬倉
[00:06:24.780 --> 00:06:28.220]  你一樣可以虧本地將那份工作拿出去
[00:06:28.220 --> 00:06:30.700]  我給個例子你們就知道了
[00:06:30.700 --> 00:06:32.940]  例子是我老婆
[00:06:32.940 --> 00:06:34.340]  我記得我和她結婚的時候
[00:06:34.340 --> 00:06:35.820]  她是做醫生的
[00:06:35.820 --> 00:06:37.740]  接著我們生了個兒子之後
[00:06:37.740 --> 00:06:40.820]  她辭了那份工作
[00:06:40.820 --> 00:06:42.540]  其實她那份工作是很好的
[00:06:42.540 --> 00:06:44.700]  因為她當時已經
[00:06:44.700 --> 00:06:49.620]  她開始做的時候是在一間兒科的醫院裡面做的
[00:06:49.620 --> 00:06:52.060]  接著就被人游說
[00:06:52.060 --> 00:06:59.860]  她已經去了一個社區的弱勢群體的醫院的門診去做
[00:06:59.860 --> 00:07:01.580]  做她的兒科醫生
[00:07:01.580 --> 00:07:03.220]  老闆是基督徒
[00:07:03.220 --> 00:07:04.860]  她全部人都是基督徒
[00:07:04.860 --> 00:07:05.940]  大家很開心的
[00:07:05.940 --> 00:07:07.980]  也給了她很多空間
[00:07:07.980 --> 00:07:09.180]  她可以做兼職
[00:07:09.180 --> 00:07:10.780]  她可以做什麼
[00:07:10.780 --> 00:07:14.060]  但是她生了我們的大兒子之後
[00:07:14.060 --> 00:07:15.860]  她最後決定
[00:07:15.860 --> 00:07:18.820]  當時有猶豫一會兒
[00:07:18.820 --> 00:07:21.140]  最後決定辭了那份工作
[00:07:22.100 --> 00:07:23.740]  但是她的辭工
[00:07:23.740 --> 00:07:30.700]  其實改變了我們全家人的狀態
[00:07:30.700 --> 00:07:36.500]  她的辭工令到我可以做到一個牧師
[00:07:36.500 --> 00:07:40.780]  她的辭工可以令我可以回到香港
[00:07:40.780 --> 00:07:43.180]  她的辭工
[00:07:43.180 --> 00:07:48.180]  我想幫助了我們孩子的成長
[00:07:48.180 --> 00:07:51.380]  但是她的辭工其實是要斬倉的
[00:07:51.380 --> 00:07:52.260]  什麼意思呢?
[00:07:52.260 --> 00:07:53.980]  因為她那時候
[00:07:53.980 --> 00:07:56.940]  在香港讀醫其實是很開心的
[00:07:56.940 --> 00:07:59.580]  因為政府有很大的資助
[00:07:59.580 --> 00:08:03.180]  醫學院也是差不多價錢
[00:08:03.180 --> 00:08:06.060]  但是在美國讀醫是很貴的
[00:08:06.060 --> 00:08:08.940]  所以她借了很多錢
[00:08:08.940 --> 00:08:11.420]  她出來工作就去還
[00:08:11.420 --> 00:08:14.820]  當她從醫院轉去診所
[00:08:14.820 --> 00:08:16.940]  又兼職的話
[00:08:16.940 --> 00:08:18.060]  其實她還錢
[00:08:18.060 --> 00:08:19.580]  還有一堆錢要還
[00:08:19.580 --> 00:08:23.500]  結果是她爸爸媽媽幫她還了那筆錢
[00:08:23.500 --> 00:08:25.540]  那這筆錢去了就沒有了
[00:08:25.540 --> 00:08:28.020]  不做醫生就做不回去了
[00:08:28.020 --> 00:08:33.740]  所以我們其實是負面的推了一份工作
[00:08:33.740 --> 00:08:36.460]  令到她可以拿到另一份工作
[00:08:36.460 --> 00:08:39.580]  另一份工作就是做孩子的媽媽
[00:08:39.580 --> 00:08:41.980]  做先生的太太
[00:08:41.980 --> 00:08:45.780]  令林牧師可以做到林牧師
[00:08:45.780 --> 00:08:47.220]  讓我們家人回來
[00:08:47.220 --> 00:08:50.500]  今天我們很開心可以回到香港
[00:08:50.500 --> 00:08:53.300]  很開心可以在這裡侍奉
[00:08:53.300 --> 00:08:55.020]  我太太不是香港人
[00:08:55.020 --> 00:08:59.500]  所以她肯跟我回來香港
[00:08:59.500 --> 00:09:03.540]  本身也是一個很大的犧牲
[00:09:03.540 --> 00:09:08.020]  教會請我不會給兩份薪水
[00:09:08.020 --> 00:09:09.780]  我不會給我太太另一份薪水
[00:09:09.780 --> 00:09:11.300]  但是沒有了我太太
[00:09:11.300 --> 00:09:14.660]  我怎麼可能在香港服侍呢?
[00:09:14.660 --> 00:09:17.060]  有時候事情是很奇怪的
[00:09:17.060 --> 00:09:21.540]  但是從另一個角度來說
[00:09:21.540 --> 00:09:23.660]  她離開她的那份工作
[00:09:23.660 --> 00:09:25.380]  做她現在的那份工作
[00:09:25.380 --> 00:09:27.460]  就是現在這個新的角色
[00:09:27.460 --> 00:09:30.420]  完全是虔誠感受
[00:09:30.420 --> 00:09:33.580]  在天國裡面有無盡無盡的恩典
[00:09:33.580 --> 00:09:36.820]  有些人可能我講一篇好道理
[00:09:36.820 --> 00:09:38.220]  有些人都會多謝我
[00:09:38.220 --> 00:09:40.060]  但是沒有人會去多謝我太太
[00:09:40.060 --> 00:09:41.900]  但是沒有了她
[00:09:41.900 --> 00:09:44.620]  我怎麼可能做我今天做的事情呢?
[00:09:44.620 --> 00:09:48.180]  我想鼓勵大家用一個不一樣的角度去思考這些事情
[00:09:48.180 --> 00:09:49.260]  我想告訴你
[00:09:49.260 --> 00:09:51.380]  就算你做醫生、做律師
[00:09:51.380 --> 00:09:53.020]  你都可以斬倉的
[00:09:53.020 --> 00:09:54.060]  為什麼呢?
[00:09:54.060 --> 00:09:56.500]  因為如果上帝在他的大令當中
[00:09:56.500 --> 00:10:00.340]  有一個更榮耀的將來
[00:10:00.340 --> 00:10:02.820]  更可以見證上帝的時候
[00:10:02.820 --> 00:10:03.820]  鼓勵大家去做
[00:10:03.820 --> 00:10:08.100]  我再回到年輕才俊的階段
[00:10:08.100 --> 00:10:11.340]  我想結束的時候分享三個個人的故事
[00:10:11.340 --> 00:10:15.500]  在我過去做了那麼多工作
[00:10:15.500 --> 00:10:17.900]  其實大部分時間我都是在做牧師的
[00:10:17.900 --> 00:10:20.700]  但是我其中做過三份工作
[00:10:20.700 --> 00:10:23.260]  三份工作是在外面的工作
[00:10:23.260 --> 00:10:26.300]  第一份是在新加坡做的
[00:10:26.300 --> 00:10:28.100]  第二份是在美國
[00:10:28.100 --> 00:10:29.020]  我兒子出生了
[00:10:29.020 --> 00:10:30.500]  我太太沒有再工作的時候
[00:10:30.500 --> 00:10:32.380]  我做了幾個月的工作
[00:10:32.380 --> 00:10:34.500]  第三份工作就是
[00:10:34.500 --> 00:10:38.340]  我在那個時候想去一個藍領的區域
[00:10:38.340 --> 00:10:44.580]  去開展一個福音的侍工的時候做的工作
[00:10:44.580 --> 00:10:46.060]  我反過來
[00:10:46.060 --> 00:10:48.100]  從右邊開始講到左邊
[00:10:48.100 --> 00:10:49.220]  右邊是最近的
[00:10:49.220 --> 00:10:51.700]  最近其實都很遠的了
[00:10:51.700 --> 00:10:53.900]  我記得那時候我兒子出生
[00:10:53.900 --> 00:10:55.020]  不是我兒子出生
[00:10:55.020 --> 00:10:56.820]  這個是之後的了
[00:10:56.820 --> 00:11:01.660]  我在美國想去一個藍領的地方
[00:11:01.660 --> 00:11:03.380]  去開展一個福音的侍工
[00:11:03.380 --> 00:11:07.020]  和當地的中國移民去傳福音
[00:11:07.020 --> 00:11:10.180]  我就做了在一個醫院
[00:11:10.180 --> 00:11:12.140]  叫做Jefferson University Hospital
[00:11:12.140 --> 00:11:14.100]  那裡做一個經理
[00:11:14.100 --> 00:11:18.580]  我做的工作就是管理一個服務中心
[00:11:18.580 --> 00:11:22.220]  其實是專門將那些醫藥的資訊
[00:11:22.220 --> 00:11:24.980]  帶到去服侍華人的群體
[00:11:24.980 --> 00:11:27.220]  當時是政府一個grants
[00:11:27.220 --> 00:11:29.460]  我和你講一個故事
[00:11:29.460 --> 00:11:31.260]  那個故事就是
[00:11:31.260 --> 00:11:32.580]  因為我的那份工作
[00:11:32.580 --> 00:11:35.620]  一方面我認識我的群體多一點
[00:11:35.620 --> 00:11:37.780]  另一方面我將資源帶到群體
[00:11:37.780 --> 00:11:41.460]  這個工作也需要我和費城
[00:11:41.460 --> 00:11:44.740]  就是佛羅里達州當地有很多的non-profit
[00:11:44.740 --> 00:11:48.580]  一個非牟利機構的人去接觸的
[00:11:48.580 --> 00:11:50.700]  我當時經常都會和他們去開會
[00:11:50.700 --> 00:11:52.180]  這些是非牟利機構
[00:11:52.180 --> 00:11:54.500]  你當好像香港的南亞裔那樣
[00:11:54.500 --> 00:11:58.700]  一些比較需要的群體
[00:11:58.700 --> 00:12:00.140]  我經常都去開會
[00:12:00.140 --> 00:12:01.700]  其實你開會很有趣的
[00:12:01.700 --> 00:12:03.500]  你坐在一起你就知道
[00:12:03.500 --> 00:12:05.860]  很多人都是新移民
[00:12:05.860 --> 00:12:11.420]  大家都是有時不於無奈才做那些工作的
[00:12:11.420 --> 00:12:15.460]  我記得在開會的其中一次有一個女孩
[00:12:15.460 --> 00:12:16.700]  她很年輕的
[00:12:16.700 --> 00:12:20.780]  她當時就在讀一個Master of Public Health
[00:12:20.780 --> 00:12:24.540]  就是公共衛生的碩士
[00:12:24.540 --> 00:12:26.060]  她就是一個學生
[00:12:26.060 --> 00:12:29.780]  我們開完會之後她打電話來找我
[00:12:29.780 --> 00:12:31.900]  她說可不可以找你聊聊天
[00:12:31.900 --> 00:12:35.220]  我第一次認識她 她就來了我的辦公室
[00:12:35.220 --> 00:12:36.780]  我上去餐廳
[00:12:36.780 --> 00:12:39.020]  我問她有什麼事
[00:12:39.020 --> 00:12:41.420]  她說告訴我你的故事
[00:12:41.420 --> 00:12:44.380]  她是一個中國人的女孩
[00:12:44.380 --> 00:12:46.500]  但是一看就知道她在美國長大
[00:12:46.500 --> 00:12:49.100]  她問我你的故事是什麼
[00:12:49.100 --> 00:12:52.460]  我開始和她聊天我才知道發生什麼事
[00:12:52.460 --> 00:12:54.820]  因為她作為一個
[00:12:54.820 --> 00:12:56.700]  正如我朋友Russell
[00:12:56.700 --> 00:12:59.260]  在美國長大的話
[00:12:59.260 --> 00:13:02.580]  都是想她的子女飛黃騰達 虔誠感受
[00:13:02.580 --> 00:13:04.780]  她的父母就是想她做醫生
[00:13:04.780 --> 00:13:09.860]  但是她發現她想做的是服務那個比較貧窮
[00:13:09.860 --> 00:13:12.500]  或者是比較弱小的群體
[00:13:12.500 --> 00:13:16.980]  於是她選擇了去讀公共衛生
[00:13:16.980 --> 00:13:19.260]  她說 其實講回來
[00:13:19.260 --> 00:13:21.460]  就是你開會的時候大家知道
[00:13:21.460 --> 00:13:24.780]  很多人都是迫於無奈才去做那些工作的
[00:13:24.780 --> 00:13:26.580]  但是一看就知道
[00:13:26.580 --> 00:13:29.060]  我其實是可以有其它的選擇
[00:13:29.060 --> 00:13:31.260]  但是不知道為什麼我會做了這份工作
[00:13:31.260 --> 00:13:33.180]  她說 What is your story?
[00:13:33.180 --> 00:13:34.620]  很有意思
[00:13:34.620 --> 00:13:38.620]  我和她解釋 其實這份我只是暫時做的
[00:13:38.620 --> 00:13:41.060]  其實我真正的夢想是做一個牧師
[00:13:41.060 --> 00:13:43.060]  我做這份工作的原因就是要
[00:13:43.060 --> 00:13:45.300]  將這些服務帶到那個群體
[00:13:45.300 --> 00:13:48.420]  然後在那個群體裏面去建立一個福音的群體
[00:13:48.420 --> 00:13:50.140]  再將福音傳給他們
[00:13:50.140 --> 00:13:51.940]  於是我們談了幾個小時
[00:13:51.940 --> 00:13:53.780]  我和她講我的故事
[00:13:53.780 --> 00:13:55.780]  她也和我說她的故事
[00:13:55.780 --> 00:13:58.220]  比如她承受她爸爸媽媽的壓力
[00:13:58.220 --> 00:14:00.180]  不想她去讀醫
[00:14:00.180 --> 00:14:02.820]  你看這是一個見證
[00:14:02.820 --> 00:14:04.060]  我見證的是什麼呢?
[00:14:04.060 --> 00:14:05.820]  我為著上帝的緣故
[00:14:05.820 --> 00:14:09.460]  我其實不需要去找我最擅長的那份工作
[00:14:09.460 --> 00:14:11.460]  我不需要賺最多的錢
[00:14:11.460 --> 00:14:14.140]  而是我對天國的一種夢想
[00:14:14.140 --> 00:14:15.660]  因為這樣的分享
[00:14:15.660 --> 00:14:17.860]  去到已經放工了
[00:14:17.860 --> 00:14:19.580]  我就和她說 你今晚都沒有空
[00:14:19.580 --> 00:14:21.140]  不如來我家吃飯
[00:14:21.140 --> 00:14:23.140]  我們當時搬了去那個群體
[00:14:23.140 --> 00:14:25.140]  我帶了她回到我家
[00:14:25.140 --> 00:14:26.660]  她不是一個基督徒
[00:14:26.660 --> 00:14:28.300]  但她覺得很奇怪
[00:14:28.300 --> 00:14:30.300]  為什麼有人會好像她那樣
[00:14:30.300 --> 00:14:32.300]  願意想去做一些
[00:14:32.300 --> 00:14:35.740]  服侍一些低端一點的群體
[00:14:35.740 --> 00:14:37.740]  然後那一晚我們有一些特領姐妹
[00:14:37.740 --> 00:14:39.940]  來我家吃飯做團體
[00:14:39.940 --> 00:14:41.460]  她逐個問
[00:14:41.460 --> 00:14:43.060]  Why are you here?
[00:14:43.060 --> 00:14:45.060]  你在這裏做些什麼的?
[00:14:45.060 --> 00:14:47.060]  我們當中也有一些醫生、護士
[00:14:47.060 --> 00:14:50.500]  她問她為什麼你要參與這個工作等等
[00:14:50.500 --> 00:14:52.500]  這個成為一個很好的見證
[00:14:52.500 --> 00:14:54.780]  這個是一個故事
[00:14:54.780 --> 00:14:58.660]  這個故事是我大兒子出生的時候
[00:14:58.660 --> 00:15:00.100]  我太太沒有做事
[00:15:00.100 --> 00:15:04.300]  我當時在讀神學
[00:15:04.300 --> 00:15:06.300]  在讀我第二個學位
[00:15:06.300 --> 00:15:08.300]  我在寫論文
[00:15:08.300 --> 00:15:11.980]  當時因為家裏都需要錢財
[00:15:11.980 --> 00:15:13.220]  需要一些錢
[00:15:13.220 --> 00:15:15.220]  我就說不如我出去找一份工作
[00:15:15.220 --> 00:15:16.860]  如果幸運的話
[00:15:16.860 --> 00:15:18.860]  因為美國很麻煩的
[00:15:18.860 --> 00:15:21.380]  有一些醫療保險那些東西
[00:15:21.380 --> 00:15:23.980]  我就找了一份工作
[00:15:23.980 --> 00:15:25.980]  在一間叫做Synergy
[00:15:25.980 --> 00:15:27.980]  叫做電腦公司
[00:15:27.980 --> 00:15:29.500]  我就去做了
[00:15:29.500 --> 00:15:31.100]  我做了四個月
[00:15:31.100 --> 00:15:33.100]  原因就是一方面
[00:15:33.100 --> 00:15:34.100]  我早上上班
[00:15:34.100 --> 00:15:36.100]  晚上就在這裏寫我的論文
[00:15:36.100 --> 00:15:37.300]  然後就交論文
[00:15:37.300 --> 00:15:38.420]  就畢業了
[00:15:38.420 --> 00:15:40.420]  其實我自己都知道不會做太久
[00:15:40.420 --> 00:15:42.420]  但是這份工作開始做
[00:15:42.420 --> 00:15:44.420]  就開始知道這份工作不行
[00:15:44.420 --> 00:15:46.420]  這份工作不行的原因
[00:15:46.420 --> 00:15:50.540]  就是因為這間公司從頭到尾沒有什麼意義
[00:15:50.540 --> 00:15:52.540]  它只是想賺錢
[00:15:52.540 --> 00:15:54.540]  但是我們這間公司是很前衛的
[00:15:54.540 --> 00:15:57.820]  前衛的原因是因為我們兩個老闆
[00:15:57.820 --> 00:15:59.820]  最上面那個大老闆
[00:15:59.820 --> 00:16:01.820]  兩個老闆是同性戀者
[00:16:01.820 --> 00:16:04.740]  他一早就很公開地同性戀
[00:16:04.740 --> 00:16:07.460]  於是就跟全公司說
[00:16:07.460 --> 00:16:08.540]  我們這裏最開放的
[00:16:08.540 --> 00:16:10.540]  什麼人都可以有的
[00:16:10.540 --> 00:16:13.180]  然後就故意開放
[00:16:13.180 --> 00:16:15.180]  我們有個Internet
[00:16:15.180 --> 00:16:18.420]  在公司裏面有很多討論的事項
[00:16:18.420 --> 00:16:21.620]  於是我開始了一兩個月
[00:16:21.620 --> 00:16:23.620]  就已經覺得這份工作很沒有意義
[00:16:23.620 --> 00:16:25.620]  我覺得我走去廁所
[00:16:25.620 --> 00:16:27.620]  見到那個人在洗廁所
[00:16:27.620 --> 00:16:30.620]  就是那個阿姐阿伯在洗廁所
[00:16:30.620 --> 00:16:32.620]  我覺得她這份工作有意義過我
[00:16:32.620 --> 00:16:33.620]  我不知道多少倍
[00:16:33.620 --> 00:16:36.620]  我跟自己的同事閒聊的時候
[00:16:36.620 --> 00:16:38.620]  都發覺其實他們都知道這間公司是不行的
[00:16:38.620 --> 00:16:41.620]  他們真的在想賺錢
[00:16:41.620 --> 00:16:43.620]  於是我開始在Internet
[00:16:43.620 --> 00:16:45.620]  大家都很年輕
[00:16:45.620 --> 00:16:48.620]  我算年紀已經比較大一點
[00:16:48.620 --> 00:16:51.620]  可能三十歲
[00:16:51.620 --> 00:16:54.620]  他們是二十多歲
[00:16:54.620 --> 00:16:58.620]  在Internet我會在這裏打
[00:16:58.620 --> 00:17:00.620]  究竟我們這份工作的意義是什麼
[00:17:00.620 --> 00:17:03.620]  其實我是想刺激大家去想想
[00:17:03.620 --> 00:17:05.620]  究竟人生的意義是什麼
[00:17:05.620 --> 00:17:08.620]  有些人都知道我是讀過神學的
[00:17:08.620 --> 00:17:11.620]  那時候寫了幾篇之後
[00:17:11.620 --> 00:17:17.620]  就給我的人事部老闆去照費
[00:17:17.620 --> 00:17:19.620]  你寫的東西很有趣
[00:17:19.620 --> 00:17:21.620]  因為他們懶得開房
[00:17:21.620 --> 00:17:23.620]  很有趣
[00:17:23.620 --> 00:17:24.620]  究竟你想問些什麼
[00:17:24.620 --> 00:17:25.620]  我就跟他直接說
[00:17:25.620 --> 00:17:28.620]  我問究竟我們這一行
[00:17:28.620 --> 00:17:30.620]  我們所做的事的意義在哪裡
[00:17:30.620 --> 00:17:32.620]  他說我們的意義就是要成為
[00:17:32.620 --> 00:17:34.620]  我們這範圍裏面的第一
[00:17:34.620 --> 00:17:35.620]  我說不是
[00:17:35.620 --> 00:17:36.620]  那個不是意義
[00:17:36.620 --> 00:17:39.620]  那個是你商業的目的
[00:17:39.620 --> 00:17:41.620]  我說究竟我們和社會的關係
[00:17:41.620 --> 00:17:43.620]  我們究竟在幫助社會什麼
[00:17:43.620 --> 00:17:45.620]  除了幫人賺錢之外
[00:17:45.620 --> 00:17:46.620]  他想不到
[00:17:46.620 --> 00:17:47.620]  他就說不是我們
[00:17:47.620 --> 00:17:49.620]  他不斷重複同一樣東西
[00:17:49.620 --> 00:17:51.620]  你知道這份工作多沒有意義
[00:17:51.620 --> 00:17:53.620]  不過我都相信現在香港很多的工作
[00:17:53.620 --> 00:17:55.620]  或者全世界很多的工作都是這樣
[00:17:55.620 --> 00:17:56.620]  只是賺錢
